Time,ChActive,HwTSet,ActPow,HwTOutlet,PrimT,HwActive,PrimTSet
2018-01-25T00:51:02.778Z,,55,,33.7,39.3,,
2018-01-25T00:51:12.774Z,,55,,33.8,39.1,,
2018-01-25T00:51:22.778Z,,55,,33.8,,,
2018-01-25T00:51:32.774Z,,55,,33.8,39,,
2018-01-25T00:51:42.778Z,,55,,33.8,38.9,,
2018-01-25T00:51:52.774Z,,55,,33.8,38.8,,
2018-01-25T00:52:02.774Z,,55,,33.8,,,
2018-01-25T00:52:12.773Z,,55,,33.8,38.9,,
2018-01-25T00:52:22.774Z,,55,,33.8,39,,
2018-01-25T00:52:32.774Z,,55,,33.8,39.1,,
2018-01-25T00:52:47.793Z,,55,,33.8,39.3,,
2018-01-25T00:52:52.775Z,,55,,33.8,39.4,,
2018-01-25T00:53:02.773Z,,55,,33.8,39.5,,
2018-01-25T00:53:12.774Z,,55,,33.8,39.6,,
2018-01-25T00:53:22.773Z,,55,,33.8,,,
2018-01-25T00:53:32.774Z,,55,,33.8,39.8,,
2018-01-25T00:53:42.774Z,,55,,33.8,39.9,,
2018-01-25T00:53:52.773Z,,55,,33.8,,,
2018-01-25T00:54:02.773Z,,55,,33.8,40,,
2018-01-25T00:54:12.775Z,,55,,33.8,,,
2018-01-25T00:54:22.773Z,,55,,33.7,40.1,,
2018-01-25T00:54:32.773Z,,55,,33.7,,,
2018-01-25T00:54:42.775Z,,55,,33.7,40.2,,
2018-01-25T00:54:52.775Z,,55,,33.7,,,
2018-01-25T00:55:02.775Z,,55,,33.7,,,
2018-01-25T00:55:12.774Z,,55,,33.7,40.3,,
2018-01-25T00:55:22.773Z,,55,,33.7,,,
2018-01-25T00:55:32.777Z,,55,,33.7,40.5,,
2018-01-25T00:55:42.773Z,,55,,33.6,,,
2018-01-25T00:55:52.773Z,,55,,33.6,,,
2018-01-25T00:56:02.773Z,,55,,33.6,,,
2018-01-25T00:56:12.778Z,,55,,33.6,40.6,,
2018-01-25T00:56:22.774Z,,55,,33.6,,,
2018-01-25T00:56:32.777Z,,55,,33.6,,,
2018-01-25T00:56:42.774Z,,55,,33.6,,,
2018-01-25T00:56:52.773Z,,55,,33.6,40.7,,
2018-01-25T00:57:02.780Z,,55,,33.5,,,
2018-01-25T00:57:12.774Z,,55,,33.5,,,
2018-01-25T00:57:22.785Z,,55,,33.5,,,
2018-01-25T00:57:32.773Z,,55,,33.5,,,
2018-01-25T00:57:42.773Z,,55,,33.5,40.8,,
2018-01-25T00:57:52.777Z,,55,,33.3,,,
2018-01-25T00:58:02.773Z,,55,,33.3,,,
2018-01-25T00:58:12.773Z,,55,,33.3,37.9,,
2018-01-25T00:58:22.773Z,,55,,33.3,36.9,,
2018-01-25T00:58:32.775Z,,55,,33.3,35.8,,
2018-01-25T00:58:42.773Z,,55,,33.3,35.1,,
2018-01-25T00:58:52.773Z,,55,,33.3,35.1,,
2018-01-25T00:59:02.773Z,,55,,33.2,,,
2018-01-25T00:59:12.773Z,,55,,33.2,35.2,,
2018-01-25T00:59:22.775Z,,55,,33.2,,,
2018-01-25T00:59:32.773Z,,55,,33.2,34.9,,
2018-01-25T00:59:42.775Z,,55,,33.2,,,
2018-01-25T00:59:52.784Z,,55,,33.2,34.8,,
2018-01-25T01:00:03.116Z,,55,,33.1,,,
2018-01-25T01:00:12.773Z,,55,,33.1,,,
2018-01-25T01:00:22.775Z,,55,,33.1,34.7,,
2018-01-25T01:00:32.774Z,,55,,33.1,34.6,,
2018-01-25T01:00:42.773Z,,55,,33.1,,,
2018-01-25T01:00:52.774Z,,55,,33,34.4,,
2018-01-25T01:01:02.775Z,,55,,33,,,
2018-01-25T01:01:12.772Z,,55,,33,34.3,,
2018-01-25T01:01:22.782Z,,55,,33,,,
2018-01-25T01:01:32.773Z,,55,,33,34.2,,
2018-01-25T01:01:42.773Z,,55,,32.8,,,
2018-01-25T01:01:52.785Z,,55,,32.8,34.1,,
2018-01-25T01:02:02.774Z,,55,,32.8,,,
2018-01-25T01:02:12.773Z,,55,,32.8,34,,
2018-01-25T01:02:22.772Z,,55,,32.8,,,
2018-01-25T01:02:32.772Z,1,55,80,32.7,36.4,0,
2018-01-25T01:02:42.772Z,,55,63,32.7,42.3,,
2018-01-25T01:02:52.773Z,1,55,0,32.7,43.9,0,
2018-01-25T01:03:02.777Z,,55,,32.7,40.7,,
2018-01-25T01:03:12.773Z,,55,,32.7,38.8,,
2018-01-25T01:03:22.776Z,,55,,32.6,36.5,,
2018-01-25T01:03:33.130Z,,55,,32.6,35.9,,
2018-01-25T01:03:42.772Z,,55,,32.6,35.6,,
2018-01-25T01:03:52.773Z,,55,,32.6,35.4,,
2018-01-25T01:04:02.773Z,,55,,32.6,35.2,,
2018-01-25T01:04:12.772Z,,55,,32.5,34.9,,
2018-01-25T01:04:22.772Z,,55,,32.5,34.8,,
2018-01-25T01:04:32.776Z,,55,,32.5,34.6,,
2018-01-25T01:04:42.772Z,,55,,32.5,34.4,,
2018-01-25T01:04:52.775Z,,55,,32.5,,,
2018-01-25T01:05:02.775Z,,55,,32.3,34.3,,
2018-01-25T01:05:12.861Z,,55,,32.3,,,
2018-01-25T01:05:22.772Z,,55,,32.3,34.2,,
2018-01-25T01:05:32.775Z,,55,,32.3,,,
2018-01-25T01:05:42.776Z,,55,,32.3,34.1,,
2018-01-25T01:05:52.779Z,,55,,32.3,34,,
2018-01-25T01:06:02.776Z,1,55,,32.2,,0,
2018-01-25T01:06:12.774Z,,55,,32.2,33.8,,
2018-01-25T01:06:22.772Z,,55,,32.2,,,
2018-01-25T01:06:32.772Z,,55,,32.2,33.7,,
2018-01-25T01:06:42.777Z,,55,,32.2,,,
2018-01-25T01:06:52.774Z,,55,,32.2,33.6,,
2018-01-25T01:07:02.773Z,,55,,32.1,,,
2018-01-25T01:07:13.115Z,,55,,32.1,33.5,,
2018-01-25T01:07:22.776Z,,55,,32.1,,,
2018-01-25T01:07:32.773Z,1,55,80,32.1,35.2,0,
2018-01-25T01:07:42.774Z,,55,63,32.1,42.1,,
2018-01-25T01:07:52.779Z,,55,33,32,43.4,,
2018-01-25T01:08:02.778Z,,55,29,32,41.9,,
2018-01-25T01:08:12.778Z,,55,,32,40.8,,
2018-01-25T01:08:22.776Z,,55,,32,39.8,,
2018-01-25T01:08:32.774Z,,55,,32,38.9,,
2018-01-25T01:08:42.774Z,,55,,31.9,38.5,,
2018-01-25T01:08:52.779Z,,55,,31.9,,,
2018-01-25T01:09:02.773Z,,55,,31.9,38.7,,
2018-01-25T01:09:12.775Z,,55,,31.9,39,,
2018-01-25T01:09:22.774Z,,55,,31.9,39.1,,
2018-01-25T01:09:32.774Z,,55,,31.9,39.2,,
2018-01-25T01:09:42.773Z,,55,,31.9,39.3,,
2018-01-25T01:09:52.772Z,,55,,31.7,39.5,,
2018-01-25T01:10:02.777Z,,55,,31.7,39.8,,
2018-01-25T01:10:12.774Z,,55,,31.7,40,,
2018-01-25T01:10:22.776Z,,55,,31.7,,,
2018-01-25T01:10:32.776Z,,55,,31.7,40.2,,
2018-01-25T01:10:42.775Z,,55,,31.7,40.3,,
2018-01-25T01:10:52.772Z,,55,,31.7,40.5,,
2018-01-25T01:11:02.773Z,,55,,31.7,40.6,,
2018-01-25T01:11:12.856Z,,55,,31.7,40.7,,
2018-01-25T01:11:22.773Z,,55,,31.7,40.9,,
2018-01-25T01:11:32.791Z,,55,,31.7,41,,
2018-01-25T01:11:42.771Z,,55,,31.7,41.1,,
2018-01-25T01:11:52.786Z,,55,,31.7,41.4,,
2018-01-25T01:12:02.771Z,,55,,31.9,41.5,,
2018-01-25T01:12:12.776Z,,55,,31.9,41.6,,
2018-01-25T01:12:22.773Z,,55,,31.9,41.8,,
2018-01-25T01:12:32.772Z,,55,,31.9,42,,
2018-01-25T01:12:42.771Z,,55,,32,,,
2018-01-25T01:12:52.772Z,,55,,32,42.2,,
2018-01-25T01:13:02.772Z,,55,,32,42.4,,
2018-01-25T01:13:12.771Z,,55,,32.1,42.5,,
2018-01-25T01:13:22.771Z,,55,,32.1,42.6,,
2018-01-25T01:13:32.771Z,,55,,32.2,42.8,,
2018-01-25T01:13:42.771Z,,55,,32.2,43,,
2018-01-25T01:13:52.774Z,,55,,32.2,,,
2018-01-25T01:14:02.771Z,,55,,32.3,43.2,,
2018-01-25T01:14:12.772Z,,55,,32.3,43.3,,
2018-01-25T01:14:22.772Z,,55,,32.5,43.4,,
2018-01-25T01:14:32.771Z,,55,,32.5,43.6,,
2018-01-25T01:14:42.772Z,,55,,32.6,,,
2018-01-25T01:14:52.773Z,,55,,32.6,43.9,,
2018-01-25T01:15:02.772Z,1,55,0,32.7,42.9,0,
2018-01-25T01:15:12.774Z,,55,,32.8,40.8,,
2018-01-25T01:15:22.773Z,,55,,32.8,39.9,,
2018-01-25T01:15:32.774Z,,55,,33,39.8,,
2018-01-25T01:15:42.771Z,,55,,33,40,,
2018-01-25T01:15:52.775Z,,55,,33.1,,,
2018-01-25T01:16:02.779Z,,55,,33.2,40.5,,
2018-01-25T01:16:12.770Z,,55,,33.2,40.9,,
2018-01-25T01:16:22.777Z,,55,,33.2,40.6,,
2018-01-25T01:16:32.771Z,,55,,33.3,40.5,,
2018-01-25T01:16:42.772Z,,55,,33.5,40.3,,
