Time,HwActive,PrimTSet,PrimT,ActPow,HwTSet,HwTOutlet,ChActive
2017-12-16T06:12:12.758Z,,,,,55,41.8,
2017-12-16T06:12:23.751Z,,,52.6,,55,41.7,
2017-12-16T06:12:32.758Z,,,,,55,41.7,
2017-12-16T06:12:42.759Z,0,,56.3,79,55,41.6,2
2017-12-16T06:12:52.758Z,,,61.2,54,55,41.6,
2017-12-16T06:13:02.758Z,,,60.8,29,55,41.5,
2017-12-16T06:13:12.758Z,,,56.8,,55,41.5,
2017-12-16T06:13:22.758Z,,,53.9,,55,41.4,
2017-12-16T06:13:32.758Z,,,51.9,,55,41.4,
2017-12-16T06:13:42.758Z,,,51.4,,55,41.2,
2017-12-16T06:13:52.759Z,,,,,55,41.2,
2017-12-16T06:14:02.758Z,,,52.2,,55,41.2,
2017-12-16T06:14:12.761Z,,,52.5,,55,41.2,
2017-12-16T06:14:22.758Z,,,52.6,,55,41.2,
2017-12-16T06:14:32.758Z,,,52.7,,55,41.2,
2017-12-16T06:14:42.758Z,,,52.8,,55,41.2,
2017-12-16T06:14:52.760Z,,,53,,55,41.2,
2017-12-16T06:15:02.758Z,,,53.1,,55,41.2,
2017-12-16T06:15:17.778Z,,,53.2,,55,41.2,
2017-12-16T06:15:22.758Z,,,53.3,,55,41.4,
2017-12-16T06:15:32.759Z,,,53.4,,55,41.4,
2017-12-16T06:15:42.759Z,,,53.5,,55,41.4,
2017-12-16T06:15:52.758Z,,,53.7,,55,41.5,
2017-12-16T06:16:02.763Z,,,53.9,,55,41.5,
2017-12-16T06:16:12.759Z,,,54,,55,41.6,
2017-12-16T06:16:22.759Z,,,54.2,,55,41.6,
2017-12-16T06:16:32.758Z,,,54.3,,55,41.6,
2017-12-16T06:16:42.759Z,,,54.4,,55,41.7,
2017-12-16T06:16:52.760Z,,,54.7,,55,41.7,
2017-12-16T06:17:02.759Z,,,54.8,,55,41.8,
2017-12-16T06:17:12.759Z,,,55,,55,41.8,
2017-12-16T06:17:22.759Z,,,,,55,41.9,
2017-12-16T06:17:32.759Z,,,55.2,,55,41.9,
2017-12-16T06:17:42.758Z,,,55.3,,55,42,
2017-12-16T06:17:52.758Z,,,55.5,,55,42.2,
2017-12-16T06:18:08.005Z,,,55.6,,55,42.2,
2017-12-16T06:18:12.760Z,,,55.7,,55,42.3,
2017-12-16T06:18:22.759Z,,,55.8,,55,42.3,
2017-12-16T06:18:32.761Z,,,56,,55,42.4,
2017-12-16T06:18:42.759Z,,,,,55,42.4,
2017-12-16T06:18:52.758Z,,,56.2,,55,42.5,
2017-12-16T06:19:02.760Z,,,56.3,,55,42.5,
2017-12-16T06:19:12.759Z,,,56.5,,55,42.6,
2017-12-16T06:19:22.758Z,,,56.6,,55,42.7,
2017-12-16T06:19:32.759Z,,,56.7,,55,42.7,
2017-12-16T06:19:42.759Z,,,56.9,,55,42.8,
2017-12-16T06:19:52.759Z,,,57,,55,43,
2017-12-16T06:20:02.769Z,,,57.1,,55,43,
2017-12-16T06:20:12.759Z,,,,,55,43.1,
2017-12-16T06:20:22.759Z,,,57.2,,55,43.1,
2017-12-16T06:20:32.759Z,,,57.4,,55,43.2,
2017-12-16T06:20:42.759Z,,,,,55,43.3,
2017-12-16T06:20:57.780Z,,,57.6,,55,43.3,
2017-12-16T06:21:02.759Z,0,,58,0,55,43.4,2
2017-12-16T06:21:12.759Z,,,56.9,,55,43.4,
2017-12-16T06:21:22.760Z,,,55.7,,55,43.5,
2017-12-16T06:21:32.759Z,,,54.3,,55,43.6,
2017-12-16T06:21:42.759Z,,,53.8,,55,43.6,
2017-12-16T06:21:52.759Z,,,,,55,43.7,
2017-12-16T06:22:02.759Z,,,54,,55,43.9,
2017-12-16T06:22:12.761Z,,,54.3,,55,43.9,
2017-12-16T06:22:23.756Z,,,54.1,,55,44,
2017-12-16T06:22:32.759Z,,,53.8,,55,44,
2017-12-16T06:22:42.762Z,,,53.4,,55,44,
2017-12-16T06:22:52.759Z,,,53.2,,55,44,
2017-12-16T06:23:02.760Z,,,52.9,,55,44,
2017-12-16T06:23:12.760Z,,,52.8,,55,44,
2017-12-16T06:23:22.759Z,,,52.7,,55,44,
2017-12-16T06:23:32.760Z,,,52.4,,55,44,
2017-12-16T06:23:42.759Z,,,52.2,,55,44,
2017-12-16T06:23:52.760Z,,,52.1,,55,44,
2017-12-16T06:24:02.759Z,,,51.9,,55,43.9,
2017-12-16T06:24:12.760Z,,,52,,55,43.9,
2017-12-16T06:24:22.760Z,,,,,55,43.9,
2017-12-16T06:24:32.760Z,,,52.2,,55,43.7,
2017-12-16T06:24:42.759Z,,,52.3,,55,43.7,
2017-12-16T06:24:52.759Z,,,52.4,,55,43.6,
2017-12-16T06:25:02.759Z,,,52.6,,55,43.6,
2017-12-16T06:25:13.751Z,,,52.7,,55,43.6,
2017-12-16T06:25:22.759Z,,,52.8,,55,43.5,
2017-12-16T06:25:32.759Z,,,,,55,43.5,
2017-12-16T06:25:42.760Z,,,52.9,,55,43.4,
2017-12-16T06:25:52.760Z,,,53,,55,43.4,
2017-12-16T06:26:02.760Z,,,,,55,43.3,
2017-12-16T06:26:12.760Z,,,53.1,,55,43.3,
2017-12-16T06:26:22.759Z,,,,,55,43.3,
2017-12-16T06:26:32.760Z,,,53.2,,55,43.2,
2017-12-16T06:26:42.760Z,,,,,55,43.2,
2017-12-16T06:26:52.760Z,,,53.3,,55,43.1,
2017-12-16T06:27:02.760Z,,,,,55,43.1,
2017-12-16T06:27:12.760Z,,,53.4,,55,43,
2017-12-16T06:27:22.761Z,,,,,55,43,
2017-12-16T06:27:32.760Z,,,53.6,,55,42.8,
2017-12-16T06:27:42.760Z,,,,,55,42.8,
2017-12-16T06:27:52.760Z,,,,,55,42.8,
2017-12-16T06:28:03.758Z,,,53.7,,55,42.7,
2017-12-16T06:28:12.761Z,,,,,55,42.7,
2017-12-16T06:28:22.760Z,,,,,55,42.6,
2017-12-16T06:28:32.760Z,,,,,55,42.6,
2017-12-16T06:28:42.761Z,,,53.8,,55,42.5,
2017-12-16T06:28:52.760Z,,,,,55,42.5,
2017-12-16T06:29:02.760Z,,,,,55,42.4,
2017-12-16T06:29:12.763Z,,,,,55,42.4,
2017-12-16T06:29:22.761Z,,,,,55,42.3,
2017-12-16T06:29:32.760Z,,,,,55,42.3,
2017-12-16T06:29:42.761Z,,,53.9,,55,42.2,
2017-12-16T06:29:52.761Z,,,,,55,42.2,
2017-12-16T06:30:02.760Z,,,,,55,42,
2017-12-16T06:30:12.766Z,0,,56.2,79,55,42,2
2017-12-16T06:30:22.761Z,,,61.2,62,55,41.9,
2017-12-16T06:30:32.761Z,,,62.7,29,55,41.9,
2017-12-16T06:30:42.770Z,,,58.8,,55,41.8,
2017-12-16T06:30:53.759Z,,,54.6,,55,41.8,
2017-12-16T06:31:02.763Z,,,52.8,,55,41.7,
2017-12-16T06:31:12.762Z,,,51.8,,55,41.7,
2017-12-16T06:31:22.760Z,,,51.4,,55,41.7,
2017-12-16T06:31:32.769Z,,,52.3,,55,41.6,
2017-12-16T06:31:42.761Z,,,52.7,,55,41.6,
2017-12-16T06:31:52.761Z,,,,,55,41.6,
2017-12-16T06:32:02.761Z,,,52.8,,55,41.6,
2017-12-16T06:32:12.762Z,,,53,,55,41.6,
2017-12-16T06:32:22.769Z,,,53.1,,55,41.6,
2017-12-16T06:32:32.770Z,,,53.2,,55,41.6,
2017-12-16T06:32:42.769Z,,,53.3,,55,41.7,
2017-12-16T06:32:52.760Z,,,53.4,,55,41.7,
2017-12-16T06:33:02.761Z,,,53.5,,55,41.7,
2017-12-16T06:33:12.760Z,,,53.7,,55,41.7,
2017-12-16T06:33:22.769Z,,,,,55,41.8,
2017-12-16T06:33:32.761Z,,,54,,55,41.8,
2017-12-16T06:33:47.781Z,,,54.1,,55,41.8,
2017-12-16T06:33:52.760Z,,,54.2,,55,41.9,
2017-12-16T06:34:02.761Z,,,54.4,,55,41.9,
2017-12-16T06:34:12.761Z,,,54.5,,55,42,
2017-12-16T06:34:22.760Z,,,54.7,,55,42,
2017-12-16T06:34:32.770Z,,,54.9,,55,42.2,
2017-12-16T06:34:42.769Z,,,55,,55,42.2,
2017-12-16T06:34:52.769Z,,,55.1,,55,42.3,
2017-12-16T06:35:02.763Z,,,55.2,,55,42.3,
2017-12-16T06:35:13.156Z,,,55.5,,55,42.4,
2017-12-16T06:35:22.762Z,,,55.6,,55,42.4,
2017-12-16T06:35:32.770Z,,,55.7,,55,42.5,
2017-12-16T06:35:42.768Z,,,55.8,,55,42.5,
2017-12-16T06:35:52.769Z,,,55.9,,55,42.6,
2017-12-16T06:36:02.763Z,,,56,,55,42.6,
2017-12-16T06:36:12.769Z,,,56.2,,55,42.7,
2017-12-16T06:36:22.762Z,,,56.3,,55,42.8,
2017-12-16T06:36:37.786Z,,,56.4,,55,42.8,
2017-12-16T06:36:42.768Z,,,56.5,,55,43,
2017-12-16T06:36:52.762Z,,,56.6,,55,43,
2017-12-16T06:37:02.761Z,,,56.7,,55,43.1,
2017-12-16T06:37:12.769Z,,,56.9,,55,43.2,
2017-12-16T06:37:22.761Z,,,57,,55,43.2,
2017-12-16T06:37:32.769Z,,,57.1,,55,43.3,
2017-12-16T06:37:42.768Z,,,57.2,,55,43.3,
2017-12-16T06:37:52.769Z,,,57.3,,55,43.4,
2017-12-16T06:38:02.764Z,,,57.4,,55,43.4,
2017-12-16T06:38:12.768Z,,,57.6,,55,43.5,
2017-12-16T06:38:22.769Z,,,57.7,,55,43.6,
2017-12-16T06:38:32.761Z,0,,57.9,0,55,43.6,2
2017-12-16T06:38:42.768Z,,,57.6,,55,43.7,
2017-12-16T06:38:52.769Z,,,55.7,,55,43.9,
2017-12-16T06:39:02.763Z,,,54.4,,55,43.9,
2017-12-16T06:39:12.767Z,,,53.9,,55,44,
2017-12-16T06:39:28.068Z,,,53.7,,55,44,
2017-12-16T06:39:32.768Z,,,54.1,,55,44.1,
2017-12-16T06:39:42.768Z,,,54.3,,55,44.2,
2017-12-16T06:39:52.762Z,,,54.2,,55,44.2,
2017-12-16T06:40:02.762Z,,,53.9,,55,44.3,
2017-12-16T06:40:12.768Z,,,53.6,,55,44.3,
2017-12-16T06:40:22.769Z,0,75,53.3,0,55,44.3,2
2017-12-16T06:40:32.761Z,,,53.1,,55,44.3,
2017-12-16T06:40:42.767Z,,,52.9,,55,44.3,
2017-12-16T06:40:53.754Z,,,52.7,,55,44.3,
2017-12-16T06:41:02.762Z,,,52.6,,55,44.3,
2017-12-16T06:41:12.767Z,,,52.3,,55,44.3,
2017-12-16T06:41:22.767Z,,,52.1,,55,44.2,
2017-12-16T06:41:32.767Z,,,51.9,,55,44.2,
2017-12-16T06:41:42.767Z,,,,,55,44.2,
2017-12-16T06:41:52.768Z,,,52,,55,44.1,
2017-12-16T06:42:02.762Z,,,52.2,,55,44.1,
2017-12-16T06:42:12.767Z,,,52.3,,55,44,
2017-12-16T06:42:22.767Z,,,52.4,,55,44,
2017-12-16T06:42:32.766Z,,,52.6,,55,44,
2017-12-16T06:42:42.766Z,,,52.7,,55,43.9,
2017-12-16T06:42:52.762Z,,,,,55,43.7,
2017-12-16T06:43:02.763Z,,,52.8,,55,43.7,
2017-12-16T06:43:12.765Z,,,52.9,,55,43.7,
2017-12-16T06:43:22.767Z,,,53,,55,43.6,
2017-12-16T06:43:32.768Z,,,,,55,43.6,
2017-12-16T06:43:43.758Z,,,53.1,,55,43.5,
2017-12-16T06:43:52.766Z,,,,,55,43.5,
2017-12-16T06:44:02.762Z,,,53.2,,55,43.4,
2017-12-16T06:44:12.767Z,,,53.3,,55,43.4,
2017-12-16T06:44:22.767Z,,,,,55,43.3,
2017-12-16T06:44:32.766Z,,,,,55,43.3,
2017-12-16T06:44:42.765Z,,,53.4,,55,43.2,
2017-12-16T06:44:52.765Z,,,,,55,43.2,
2017-12-16T06:45:02.763Z,,,53.6,,55,43.1,
2017-12-16T06:45:12.765Z,,,,,55,43.1,
2017-12-16T06:45:22.767Z,,,,,55,43,
2017-12-16T06:45:32.768Z,,,53.7,,55,43,
2017-12-16T06:45:42.768Z,,,,,55,42.8,
2017-12-16T06:45:52.765Z,,,,,55,42.8,
2017-12-16T06:46:02.762Z,,,53.8,,55,42.7,
2017-12-16T06:46:12.767Z,,,,,55,42.7,
2017-12-16T06:46:22.766Z,,,,,55,42.6,
2017-12-16T06:46:33.763Z,,,,,55,42.6,
2017-12-16T06:46:42.765Z,,,,,55,42.5,
2017-12-16T06:46:52.762Z,,,53.9,,55,42.5,
2017-12-16T06:47:02.762Z,,,,,55,42.4,
2017-12-16T06:47:12.764Z,,,,,55,42.4,
2017-12-16T06:47:22.765Z,,,,,55,42.3,
2017-12-16T06:47:32.765Z,,,,,55,42.3,
2017-12-16T06:47:42.765Z,0,,54,79,55,42.2,2
2017-12-16T06:47:52.764Z,,,59.1,78,55,42.2,
2017-12-16T06:48:02.763Z,,,63,37,55,42,
2017-12-16T06:48:12.764Z,,,59.7,29,55,42,
2017-12-16T06:48:22.766Z,,,55.8,,55,41.9,
2017-12-16T06:48:32.767Z,,,52.9,,55,41.9,
2017-12-16T06:48:42.765Z,,,51.8,,55,41.9,
2017-12-16T06:48:52.766Z,,,51.3,,55,41.8,
2017-12-16T06:49:02.763Z,,,52,,55,41.8,
2017-12-16T06:49:12.764Z,,,52.6,,55,41.8,
2017-12-16T06:49:27.783Z,,,52.7,,55,41.8,
2017-12-16T06:49:32.763Z,,,,,55,41.8,
2017-12-16T06:49:42.763Z,,,53,,55,41.8,
2017-12-16T06:49:52.765Z,,,,,55,41.8,
2017-12-16T06:50:02.763Z,,,53.2,,55,41.8,
2017-12-16T06:50:12.765Z,,,,,55,41.8,
2017-12-16T06:50:22.776Z,,,53.3,,55,41.8,
2017-12-16T06:50:32.764Z,,,53.4,,55,41.8,
2017-12-16T06:50:42.764Z,,,53.5,,55,41.9,
2017-12-16T06:50:52.764Z,,,53.7,,55,41.9,
2017-12-16T06:51:02.763Z,,,54,,55,42,
2017-12-16T06:51:12.764Z,,,,,55,42,
2017-12-16T06:51:22.766Z,,,54.2,,55,42,
2017-12-16T06:51:32.763Z,,,54.3,,55,42.2,
2017-12-16T06:51:42.763Z,,,54.4,,55,42.2,
2017-12-16T06:51:52.764Z,,,54.7,,55,42.3,
2017-12-16T06:52:02.763Z,,,,,55,42.3,
2017-12-16T06:52:17.802Z,,,55,,55,42.4,
2017-12-16T06:52:22.764Z,,,,,55,42.4,
2017-12-16T06:52:32.767Z,,,55.2,,55,42.4,
2017-12-16T06:52:42.763Z,,,,,55,42.5,
2017-12-16T06:52:52.766Z,,,55.5,,55,42.5,
2017-12-16T06:53:02.763Z,,,,,55,42.6,
2017-12-16T06:53:12.764Z,,,55.7,,55,42.6,
2017-12-16T06:53:22.763Z,,,55.8,,55,42.7,
2017-12-16T06:53:32.763Z,,,55.9,,55,42.7,
2017-12-16T06:53:42.763Z,,,56,,55,42.8,
2017-12-16T06:53:52.763Z,,,56.2,,55,43,
2017-12-16T06:54:02.763Z,,,56.3,,55,43,
2017-12-16T06:54:12.763Z,,,56.4,,55,43,
2017-12-16T06:54:22.772Z,,,56.5,,55,43.1,
2017-12-16T06:54:32.765Z,,,56.6,,55,43.2,
2017-12-16T06:54:42.763Z,,,56.7,,55,43.2,
2017-12-16T06:54:52.764Z,,,56.9,,55,43.3,
2017-12-16T06:55:07.783Z,,,57,,55,43.3,
2017-12-16T06:55:12.769Z,,,,,55,43.4,
2017-12-16T06:55:22.763Z,,,57.2,,55,43.5,
2017-12-16T06:55:32.763Z,,,57.3,,55,43.5,
2017-12-16T06:55:42.764Z,,,57.4,,55,43.5,
2017-12-16T06:55:52.770Z,,,,,55,43.6,
2017-12-16T06:56:02.763Z,,,57.6,,55,43.7,
2017-12-16T06:56:12.766Z,0,,57.7,0,55,43.7,2
2017-12-16T06:56:22.764Z,,,55.8,,55,43.9,
2017-12-16T06:56:32.763Z,,,54.6,,55,44,
2017-12-16T06:56:42.764Z,,,53.9,,55,44,
2017-12-16T06:56:52.763Z,,,53.8,,55,44.1,
2017-12-16T06:57:02.764Z,,,54,,55,44.1,
2017-12-16T06:57:12.766Z,,,54.1,,55,44.2,
2017-12-16T06:57:22.763Z,,,,,55,44.2,
2017-12-16T06:57:32.764Z,,,53.9,,55,44.3,
2017-12-16T06:57:42.764Z,,,53.4,,55,44.3,
2017-12-16T06:57:52.764Z,,,53.2,,55,44.3,
2017-12-16T06:58:02.764Z,,,52.9,,55,44.3,
2017-12-16T06:58:12.766Z,,,52.8,,55,44.3,
2017-12-16T06:58:22.764Z,,,52.6,,55,44.3,
2017-12-16T06:58:32.766Z,,,52.3,,55,44.3,
2017-12-16T06:58:42.764Z,,,52.1,,55,44.3,
2017-12-16T06:58:52.764Z,,,51.9,,55,44.2,
2017-12-16T06:59:02.763Z,,,51.8,,55,44.2,
2017-12-16T06:59:12.765Z,,,51.7,,55,44.2,
2017-12-16T06:59:22.764Z,,,51.8,,55,44.1,
2017-12-16T06:59:32.763Z,,,52,,55,44.1,
2017-12-16T06:59:42.764Z,,,52.1,,55,44,
2017-12-16T06:59:52.769Z,,,52.2,,55,44,
2017-12-16T07:00:02.764Z,,,52.3,,55,44,
2017-12-16T07:00:12.764Z,,,52.4,,55,43.9,
2017-12-16T07:00:22.764Z,,,52.6,,55,43.7,
2017-12-16T07:00:32.764Z,,,,,55,43.7,
2017-12-16T07:00:42.764Z,,,52.7,,55,43.6,
2017-12-16T07:00:52.764Z,,,52.8,,55,43.6,
2017-12-16T07:01:02.764Z,,,,,55,43.6,
2017-12-16T07:01:12.764Z,,,52.9,,55,43.5,
2017-12-16T07:01:22.764Z,,,53,,55,43.5,
2017-12-16T07:01:32.764Z,,,,,55,43.4,
2017-12-16T07:01:42.765Z,,,53.1,,55,43.4,
2017-12-16T07:01:52.765Z,,,,,55,43.3,
2017-12-16T07:02:02.764Z,,,53.2,,55,43.3,
2017-12-16T07:02:13.756Z,,,,,55,43.2,
2017-12-16T07:02:22.764Z,,,53.3,,55,43.2,
2017-12-16T07:02:32.764Z,,,,,55,43.1,
2017-12-16T07:02:42.764Z,,,,,55,43.1,
2017-12-16T07:02:52.764Z,,,53.4,,55,43,
2017-12-16T07:03:02.764Z,,,,,55,43,
2017-12-16T07:03:12.766Z,,,,,55,42.8,
2017-12-16T07:03:22.764Z,,,53.6,,55,42.8,
2017-12-16T07:03:32.765Z,,,,,55,42.7,
2017-12-16T07:03:42.765Z,,,,,55,42.7,
2017-12-16T07:03:52.764Z,,,,,55,42.6,
2017-12-16T07:04:02.764Z,,,53.7,,55,42.5,
2017-12-16T07:04:12.770Z,,,,,55,42.5,
2017-12-16T07:04:22.770Z,,,,,55,42.4,
2017-12-16T07:04:32.770Z,,,,,55,42.4,
2017-12-16T07:04:42.765Z,,,,,55,42.3,
2017-12-16T07:04:52.765Z,,,,,55,42.3,
2017-12-16T07:05:03.760Z,,,,,55,42.3,
2017-12-16T07:05:12.765Z,0,,,,55,42.2,2
2017-12-16T07:05:22.765Z,,,58.3,79,55,42,
2017-12-16T07:05:32.765Z,,,62.3,49,55,42,
2017-12-16T07:05:42.765Z,,,60.7,29,55,41.9,
2017-12-16T07:05:52.770Z,,,56.7,,55,41.9,
2017-12-16T07:06:02.765Z,,,53.5,,55,41.8,
2017-12-16T07:06:12.765Z,,,51.9,,55,41.8,
2017-12-16T07:06:22.769Z,,,51.1,,55,41.8,
2017-12-16T07:06:32.768Z,,,51.5,,55,41.7,
2017-12-16T07:06:42.764Z,,,52.2,,55,41.7,
2017-12-16T07:06:52.765Z,,,52.3,,55,41.7,
2017-12-16T07:07:02.765Z,,,52.4,,55,41.7,
2017-12-16T07:07:12.765Z,,,,,55,41.7,
2017-12-16T07:07:22.766Z,,,52.5,,55,41.7,
2017-12-16T07:07:32.765Z,,,52.6,,55,41.7,
2017-12-16T07:07:42.765Z,,,52.7,,55,41.7,
2017-12-16T07:07:57.788Z,,,53,,55,41.7,
2017-12-16T07:08:02.765Z,,,,,55,41.7,
2017-12-16T07:08:12.765Z,,,53.1,,55,41.8,
2017-12-16T07:08:22.765Z,,,53.2,,55,41.8,
2017-12-16T07:08:32.768Z,,,53.3,,55,41.8,
2017-12-16T07:08:42.766Z,,,53.4,,55,41.8,
2017-12-16T07:08:52.765Z,,,53.5,,55,41.9,
2017-12-16T07:09:02.767Z,,,53.7,,55,41.9,
2017-12-16T07:09:12.765Z,,,,,55,41.9,
2017-12-16T07:09:22.942Z,,,54,,55,42,
2017-12-16T07:09:32.765Z,,,54.1,,55,42,
2017-12-16T07:09:42.768Z,,,54.2,,55,42,
2017-12-16T07:09:52.765Z,,,54.3,,55,42.2,
2017-12-16T07:10:02.766Z,,,54.4,,55,42.2,
2017-12-16T07:10:12.765Z,,,54.7,,55,42.3,
2017-12-16T07:10:22.765Z,,,,,55,42.3,
2017-12-16T07:10:32.765Z,,,54.8,,55,42.4,
2017-12-16T07:10:48.729Z,,,55,,55,42.4,
2017-12-16T07:10:52.765Z,,,,,55,42.5,
2017-12-16T07:11:02.766Z,,,55.1,,55,42.5,
2017-12-16T07:11:12.766Z,,,55.2,,55,42.5,
2017-12-16T07:11:22.765Z,,,55.3,,55,42.6,
2017-12-16T07:11:32.766Z,,,55.5,,55,42.6,
2017-12-16T07:11:42.766Z,,,55.6,,55,42.7,
2017-12-16T07:11:52.766Z,,,55.7,,55,42.7,
2017-12-16T07:12:02.766Z,,,55.8,,55,42.8,
2017-12-16T07:12:13.701Z,,,55.9,,55,42.8,
2017-12-16T07:12:22.771Z,,,56,,55,43,
2017-12-16T07:12:32.767Z,,,,,55,43,
2017-12-16T07:12:42.767Z,,,56.2,,55,43.1,
2017-12-16T07:12:52.766Z,,,56.3,,55,43.1,
2017-12-16T07:13:02.766Z,,,56.4,,55,43.2,
2017-12-16T07:13:12.766Z,,,56.5,,55,43.2,
2017-12-16T07:13:22.766Z,,,,,55,43.3,
2017-12-16T07:13:32.766Z,,,56.6,,55,43.3,
2017-12-16T07:13:42.766Z,0,,56.8,0,55,43.4,2
2017-12-16T07:13:52.766Z,,,55.8,,55,43.4,
2017-12-16T07:14:02.767Z,,,53.8,,55,43.5,
2017-12-16T07:14:12.766Z,,,53.4,,55,43.6,
2017-12-16T07:14:22.767Z,,,52.9,,55,43.6,
2017-12-16T07:14:32.766Z,,,53,,55,43.7,
2017-12-16T07:14:42.768Z,,,53.1,,55,43.7,
2017-12-16T07:14:52.767Z,,,53.3,,55,43.9,
2017-12-16T07:15:03.765Z,,,52.9,,55,43.9,
2017-12-16T07:15:12.766Z,,,52.7,,55,43.9,
2017-12-16T07:15:22.768Z,,,52.3,,55,43.9,
2017-12-16T07:15:32.766Z,,,52.1,,55,43.9,
2017-12-16T07:15:42.766Z,,,51.9,,55,43.9,
2017-12-16T07:15:52.766Z,,,51.8,,55,43.9,
2017-12-16T07:16:02.767Z,,,51.6,,55,43.9,
2017-12-16T07:16:12.766Z,,,51.3,,55,43.9,
2017-12-16T07:16:22.766Z,,,51.1,,55,43.7,
2017-12-16T07:16:32.767Z,,,51,,55,43.7,
2017-12-16T07:16:42.766Z,,,50.8,,55,43.7,
2017-12-16T07:16:52.766Z,,,50.9,,55,43.6,
2017-12-16T07:17:02.766Z,0,,52.4,79,55,43.6,2
2017-12-16T07:17:12.767Z,,,60.3,62,55,43.5,
2017-12-16T07:17:22.768Z,,,63.4,32,55,43.5,
2017-12-16T07:17:32.769Z,,,60.6,29,55,43.4,
2017-12-16T07:17:42.766Z,,,57.8,,55,43.4,
2017-12-16T07:17:52.766Z,,,55.9,,55,43.3,
2017-12-16T07:18:02.766Z,,,54.7,,55,43.3,
2017-12-16T07:18:12.767Z,,,54.4,,55,43.3,
2017-12-16T07:18:22.766Z,,,55.1,,55,43.3,
2017-12-16T07:18:32.767Z,,,55.5,,55,43.2,
2017-12-16T07:18:42.766Z,,,55.7,,55,43.2,
2017-12-16T07:18:52.767Z,,,55.8,,55,43.3,
2017-12-16T07:19:02.768Z,,,55.9,,55,43.3,
2017-12-16T07:19:12.766Z,,,56,,55,43.3,
2017-12-16T07:19:22.766Z,,,56.2,,55,43.3,
2017-12-16T07:19:32.767Z,,,56.3,,55,43.4,
2017-12-16T07:19:42.767Z,,,,,55,43.4,
2017-12-16T07:19:52.767Z,,,56.4,,55,43.4,
2017-12-16T07:20:02.767Z,,,56.5,,55,43.5,
2017-12-16T07:20:12.767Z,,,,,55,43.5,
2017-12-16T07:20:22.767Z,,,56.6,,55,43.6,
2017-12-16T07:20:32.767Z,,,,,55,43.6,
2017-12-16T07:20:43.763Z,,,56.7,,55,43.7,
2017-12-16T07:20:52.769Z,,,56.9,,55,43.7,
2017-12-16T07:21:02.767Z,0,,57.2,0,55,43.9,2
2017-12-16T07:21:12.767Z,,,56.6,,55,43.9,
2017-12-16T07:21:22.890Z,,,54.8,,55,44,
2017-12-16T07:21:32.767Z,,,53.7,,55,44,
2017-12-16T07:21:42.767Z,,,53.3,,55,44.1,
2017-12-16T07:21:52.767Z,,,53.2,,55,44.1,
2017-12-16T07:22:02.768Z,,,53.3,,55,44.1,
2017-12-16T07:22:12.767Z,,,53.7,,55,44.2,
2017-12-16T07:22:22.767Z,,,53.3,,55,44.2,
2017-12-16T07:22:32.767Z,,,52.9,,55,44.2,
2017-12-16T07:22:42.767Z,,,52.8,,55,44.3,
2017-12-16T07:22:52.767Z,,,52.4,,55,44.3,
2017-12-16T07:23:02.767Z,,,52.3,,55,44.3,
2017-12-16T07:23:12.768Z,,,52.1,,55,44.3,
2017-12-16T07:23:22.772Z,,,51.9,,55,44.2,
2017-12-16T07:23:37.788Z,,,51.7,,55,44.2,
2017-12-16T07:23:42.767Z,,,51.6,,55,44.2,
2017-12-16T07:23:52.767Z,,,51.3,,55,44.1,
2017-12-16T07:24:02.768Z,,,51.2,,55,44.1,
2017-12-16T07:24:12.767Z,,,51.1,,55,44.1,
2017-12-16T07:24:22.768Z,,,51.3,,55,44,
2017-12-16T07:24:32.768Z,,,51.4,,55,44,
2017-12-16T07:24:42.768Z,,,51.6,,55,43.9,
2017-12-16T07:24:52.767Z,,,51.7,,55,43.9,
2017-12-16T07:25:02.767Z,,,51.8,,55,43.7,
2017-12-16T07:25:12.767Z,,,51.9,,55,43.7,
2017-12-16T07:25:22.767Z,,,52,,55,43.6,
2017-12-16T07:25:32.768Z,,,52.1,,55,43.6,
2017-12-16T07:25:42.767Z,,,,,55,43.5,
2017-12-16T07:25:52.767Z,,,52.2,,55,43.5,
2017-12-16T07:26:02.768Z,,,52.3,,55,43.4,
2017-12-16T07:26:12.768Z,,,,,55,43.4,
2017-12-16T07:26:27.817Z,,,52.4,,55,43.3,
2017-12-16T07:26:32.767Z,,,,,55,43.3,
2017-12-16T07:26:42.768Z,,,52.6,,55,43.2,
2017-12-16T07:26:52.768Z,,,,,55,43.1,
2017-12-16T07:27:02.768Z,,,52.7,,55,43.1,
2017-12-16T07:27:12.768Z,,,,,55,43,
2017-12-16T07:27:22.768Z,,,52.8,,55,43,
2017-12-16T07:27:32.768Z,,,,,55,42.8,
2017-12-16T07:27:42.768Z,,,,,55,42.8,
2017-12-16T07:27:53.555Z,,,52.9,,55,42.7,
2017-12-16T07:28:02.768Z,,,,,55,42.7,
2017-12-16T07:28:12.769Z,,,,,55,42.6,
2017-12-16T07:28:22.768Z,,,52.9,,55,42.5,
2017-12-16T07:28:32.768Z,,,53,,55,42.5,
2017-12-16T07:28:42.768Z,,,,,55,42.4,
2017-12-16T07:28:52.768Z,,,,,55,42.4,
2017-12-16T07:29:02.768Z,,,,,55,42.3,
2017-12-16T07:29:12.768Z,,,,,55,42.3,
2017-12-16T07:29:22.768Z,,,53.1,,55,42.2,
