Time,ChActive,PrimTSet,HwTSet,HwActive,HwTOutlet,ActPow,PrimT
2017-11-11T12:09:30.328Z,,,55,,33.7,,
2017-11-11T12:09:40.329Z,,,55,,33.7,,
2017-11-11T12:09:50.332Z,,,55,,33.7,,49
2017-11-11T12:10:00.328Z,,,55,,33.6,,
2017-11-11T12:10:10.328Z,,,55,,33.6,,
2017-11-11T12:10:20.328Z,,,55,,33.6,,
2017-11-11T12:10:30.339Z,,,55,,33.6,,
2017-11-11T12:10:40.330Z,,,55,,33.6,,
2017-11-11T12:10:50.328Z,,,55,,33.5,,48.9
2017-11-11T12:11:00.328Z,,,55,,33.5,,
2017-11-11T12:11:15.783Z,,,55,,33.5,,
2017-11-11T12:11:20.328Z,,,55,,33.5,,
2017-11-11T12:11:30.333Z,,,55,,33.5,,
2017-11-11T12:11:40.331Z,,,55,,33.3,,
2017-11-11T12:11:50.328Z,,,55,,33.3,,48.7
2017-11-11T12:12:00.328Z,,,55,,33.3,,
2017-11-11T12:12:10.328Z,,,55,,33.3,,
2017-11-11T12:12:20.328Z,,,55,,33.2,,
2017-11-11T12:12:30.328Z,,,55,,33.2,,
2017-11-11T12:12:40.330Z,,,55,,33.2,,
2017-11-11T12:12:50.328Z,,,55,,33.2,,48.6
2017-11-11T12:13:00.328Z,,,55,,33.2,,
2017-11-11T12:13:10.328Z,,,55,,33.1,,
2017-11-11T12:13:20.330Z,,,55,,33.1,,
2017-11-11T12:13:30.328Z,,,55,,33.1,,
2017-11-11T12:13:40.330Z,,,55,,33.1,,
2017-11-11T12:13:50.497Z,,,55,,33,,48.5
2017-11-11T12:14:00.332Z,,,55,,33,,
2017-11-11T12:14:10.328Z,,,55,,33,,
2017-11-11T12:14:20.328Z,,,55,,33,,
2017-11-11T12:14:30.328Z,,,55,,33,,
2017-11-11T12:14:40.330Z,,,55,,33,,
2017-11-11T12:14:50.329Z,,,55,,32.8,,48.4
2017-11-11T12:15:00.329Z,,,55,,32.8,,
2017-11-11T12:15:10.329Z,,,55,,32.8,,
2017-11-11T12:15:21.065Z,,,55,,32.8,,
2017-11-11T12:15:30.333Z,,,55,,32.7,,
2017-11-11T12:15:40.329Z,,,55,,32.7,,
2017-11-11T12:15:50.328Z,,,55,,32.7,,48.3
2017-11-11T12:16:00.329Z,,,55,,32.7,,
2017-11-11T12:16:10.328Z,,,55,,32.7,,
2017-11-11T12:16:20.329Z,,,55,,32.7,,
2017-11-11T12:16:30.328Z,,,55,,32.6,,
2017-11-11T12:16:40.331Z,,,55,,32.6,,
2017-11-11T12:16:50.334Z,,,55,,32.6,,48.2
2017-11-11T12:17:00.329Z,,,55,,32.6,,
2017-11-11T12:17:10.329Z,,,55,,32.6,,
2017-11-11T12:17:20.329Z,,,55,,32.5,,
2017-11-11T12:17:30.358Z,,,55,,32.5,,
2017-11-11T12:17:40.330Z,,,55,,32.5,,
2017-11-11T12:17:50.329Z,,,55,,32.5,,48.1
2017-11-11T12:18:00.332Z,,,55,,32.5,,
2017-11-11T12:18:10.329Z,,,55,,32.3,,
2017-11-11T12:18:21.329Z,,,55,,32.3,,
2017-11-11T12:18:30.329Z,,,55,,32.3,,
2017-11-11T12:18:40.335Z,,,55,,32.3,,
2017-11-11T12:18:50.330Z,,,55,,32.3,,48
2017-11-11T12:19:00.329Z,,,55,,32.2,,
2017-11-11T12:19:10.329Z,,,55,,32.2,,
2017-11-11T12:19:20.330Z,,,55,,32.2,,
2017-11-11T12:19:30.329Z,,,55,,32.2,,
2017-11-11T12:19:40.330Z,,,55,,32.2,,
2017-11-11T12:19:50.330Z,,,55,,32.1,,47.8
2017-11-11T12:20:00.330Z,,,55,,32.1,,
2017-11-11T12:20:10.329Z,,,55,,32.1,,
2017-11-11T12:20:20.330Z,,,55,,32.1,,
2017-11-11T12:20:30.330Z,,,55,,32.1,,
2017-11-11T12:20:40.331Z,,,55,,32,,
2017-11-11T12:20:50.336Z,,,55,,32,,47.7
2017-11-11T12:21:00.329Z,,,55,,32,,
2017-11-11T12:21:10.331Z,,,55,,32,,
2017-11-11T12:21:20.331Z,,,55,,32,,
2017-11-11T12:21:30.331Z,,,55,,32,,
2017-11-11T12:21:40.338Z,,,55,,32,,47.6
2017-11-11T12:21:50.331Z,,,55,,31.9,,
2017-11-11T12:22:00.329Z,,,55,,31.9,,
2017-11-11T12:22:10.331Z,,,55,,31.9,,
2017-11-11T12:22:20.330Z,,,55,,31.9,,
2017-11-11T12:22:30.334Z,,,55,,31.7,,
2017-11-11T12:22:40.331Z,,,55,,31.7,,
2017-11-11T12:22:50.331Z,,,55,,31.7,,47.5
2017-11-11T12:23:00.330Z,,,55,,31.7,,
2017-11-11T12:23:10.330Z,,,55,,31.7,,
2017-11-11T12:23:20.333Z,,,55,,31.7,,
2017-11-11T12:23:30.332Z,,,55,,31.6,,
2017-11-11T12:23:40.330Z,,,55,,31.6,,
2017-11-11T12:23:50.330Z,,,55,,31.6,,47.4
2017-11-11T12:24:01.192Z,,,55,,31.6,,
2017-11-11T12:24:10.335Z,,,55,,31.6,,
2017-11-11T12:24:20.334Z,,,55,,31.5,,
2017-11-11T12:24:30.333Z,,,55,,31.5,,
2017-11-11T12:24:40.336Z,,,55,,31.5,,
2017-11-11T12:24:50.334Z,,,55,,31.5,,47.3
2017-11-11T12:25:00.330Z,,,55,,31.5,,
2017-11-11T12:25:10.330Z,,,55,,31.5,,
2017-11-11T12:25:20.334Z,,,55,,31.4,,
2017-11-11T12:25:30.334Z,,,55,,31.4,,
2017-11-11T12:25:40.331Z,,,55,,31.4,,
2017-11-11T12:25:50.335Z,,,55,,31.4,,47.2
2017-11-11T12:26:00.330Z,,,55,,31.4,,
2017-11-11T12:26:10.334Z,,,55,,31.4,,
2017-11-11T12:26:20.332Z,,,55,,31.2,,
2017-11-11T12:26:30.335Z,,,55,,31.2,,
2017-11-11T12:26:40.330Z,,,55,,31.2,,
2017-11-11T12:26:55.352Z,,,55,,31.2,,
2017-11-11T12:27:00.336Z,,,55,,31.2,,47
2017-11-11T12:27:10.335Z,,,55,,31.2,,
2017-11-11T12:27:20.330Z,,,55,,31.1,,
2017-11-11T12:27:30.335Z,,,55,,31.1,,
2017-11-11T12:27:40.330Z,,,55,,31.1,,
2017-11-11T12:27:50.331Z,,,55,,31.1,,46.9
2017-11-11T12:28:00.335Z,,,55,,31.1,,46.9
2017-11-11T12:28:10.331Z,,,55,,31.1,,
2017-11-11T12:28:20.597Z,,,55,,31,,
2017-11-11T12:28:30.330Z,,,55,,31,,
2017-11-11T12:28:40.332Z,,,55,,31,,
2017-11-11T12:28:50.333Z,,,55,,31,,
2017-11-11T12:29:00.336Z,,,55,,31,,46.8
2017-11-11T12:29:10.331Z,,,55,,30.9,,
2017-11-11T12:29:20.331Z,,,55,,30.9,,
2017-11-11T12:29:30.330Z,,,55,,30.9,,
2017-11-11T12:29:40.331Z,,,55,,30.9,,
2017-11-11T12:29:50.331Z,,,55,,30.9,,
2017-11-11T12:30:00.331Z,,,55,,30.9,,
2017-11-11T12:30:10.355Z,,,55,,30.9,,46.7
2017-11-11T12:30:20.332Z,,,55,,30.7,,
2017-11-11T12:30:30.331Z,,,55,,30.7,,
2017-11-11T12:30:40.335Z,,,55,,30.7,,
2017-11-11T12:30:50.331Z,,,55,,30.7,,
2017-11-11T12:31:00.331Z,,,55,,30.7,,
2017-11-11T12:31:10.331Z,,,55,,30.7,,46.6
2017-11-11T12:31:20.331Z,,,55,,30.6,,
2017-11-11T12:31:40.332Z,,,55,,30.6,,
2017-11-11T12:31:50.331Z,,,55,,30.6,,
2017-11-11T12:32:00.331Z,,,55,,30.6,,
2017-11-11T12:32:10.331Z,,,55,,30.6,,
2017-11-11T12:32:20.331Z,,,55,,30.5,,46.5
2017-11-11T12:32:30.336Z,,,55,,30.5,,
2017-11-11T12:32:40.332Z,,,55,,30.5,,
2017-11-11T12:32:50.331Z,,,55,,30.5,,
2017-11-11T12:33:00.333Z,,,55,,30.5,,
2017-11-11T12:33:10.332Z,,,55,,30.5,,
2017-11-11T12:33:20.331Z,,,55,,30.5,,46.4
2017-11-11T12:33:30.332Z,,,55,,30.4,,
2017-11-11T12:33:40.331Z,,,55,,30.4,,
2017-11-11T12:33:50.331Z,,,55,,30.4,,
2017-11-11T12:34:01.322Z,,,55,,30.4,,
2017-11-11T12:34:10.336Z,,,55,,30.4,,
2017-11-11T12:34:20.332Z,,,55,,30.4,,46.2
2017-11-11T12:34:30.331Z,,,55,,30.2,,
2017-11-11T12:34:40.336Z,,,55,,30.2,,
2017-11-11T12:34:50.331Z,,,55,,30.2,,
2017-11-11T12:35:00.336Z,,,55,,30.2,,
2017-11-11T12:35:10.333Z,,,55,,30.2,,
2017-11-11T12:35:20.332Z,,,55,,30.2,,46.1
2017-11-11T12:35:30.331Z,,,55,,30.1,,
2017-11-11T12:35:40.331Z,,,55,,30.1,,
2017-11-11T12:35:50.331Z,,,55,,30.1,,
2017-11-11T12:36:00.336Z,,,55,,30.1,,
2017-11-11T12:36:10.331Z,,,55,,30.1,,
2017-11-11T12:36:20.336Z,,,55,,30.1,,
2017-11-11T12:36:30.331Z,,,55,,30.1,,46
2017-11-11T12:36:40.332Z,,,55,,30.1,,
2017-11-11T12:36:50.331Z,,,55,,30,,
2017-11-11T12:37:00.331Z,,,55,,30,,
2017-11-11T12:37:10.332Z,,,55,,30,,
2017-11-11T12:37:20.331Z,,,55,,30,,45.9
2017-11-11T12:37:30.331Z,,,55,,30,,45.9
2017-11-11T12:37:40.353Z,,,55,,30,,
2017-11-11T12:37:50.332Z,,,55,,29.9,,
2017-11-11T12:38:00.331Z,,,55,,29.9,,
2017-11-11T12:38:10.332Z,,,55,,29.9,,
2017-11-11T12:38:20.331Z,,,55,,29.9,,
2017-11-11T12:38:30.331Z,,,,,,,45.8
2017-11-11T12:38:40.333Z,,,55,,29.9,,
2017-11-11T12:38:50.331Z,,,55,,29.7,,
2017-11-11T12:39:00.333Z,,,55,,29.7,,
2017-11-11T12:39:10.332Z,,,55,,29.7,,
2017-11-11T12:39:20.332Z,,,55,,29.7,,
2017-11-11T12:39:30.334Z,,,55,,29.7,,
2017-11-11T12:39:40.332Z,,,55,,29.7,,45.7
2017-11-11T12:39:50.332Z,,,55,,29.7,,
2017-11-11T12:40:00.337Z,,,55,,29.6,,
2017-11-11T12:40:10.349Z,,,55,,29.6,,
2017-11-11T12:40:20.334Z,,,55,,29.6,,
2017-11-11T12:40:30.333Z,,,55,,29.6,,
2017-11-11T12:40:40.332Z,,,55,,29.6,,
2017-11-11T12:40:50.332Z,,,55,,29.6,,45.6
2017-11-11T12:41:00.332Z,,,55,,29.6,,
2017-11-11T12:41:10.332Z,,,55,,29.6,,
2017-11-11T12:41:20.331Z,,,55,,29.4,,
2017-11-11T12:41:30.336Z,,,55,,29.4,,
2017-11-11T12:41:40.334Z,,,55,,29.4,,
2017-11-11T12:41:50.332Z,,,55,,29.4,,45.5
2017-11-11T12:42:00.337Z,,,55,,29.4,,
2017-11-11T12:42:10.332Z,,,55,,29.4,,
2017-11-11T12:42:20.331Z,,,55,,29.4,,
2017-11-11T12:42:40.332Z,,,55,,29.3,,
2017-11-11T12:42:50.332Z,,,55,,29.3,,45.3
2017-11-11T12:43:00.332Z,,,55,,29.3,,
2017-11-11T12:43:10.332Z,,,55,,29.3,,
2017-11-11T12:43:20.333Z,,,55,,29.3,,
2017-11-11T12:43:32.311Z,,,55,,29.3,,
2017-11-11T12:43:40.332Z,,,55,,29.2,,
2017-11-11T12:43:50.332Z,,,55,,29.2,,
2017-11-11T12:44:00.333Z,,,55,,29.2,,45.2
2017-11-11T12:44:10.332Z,,,55,,29.2,,
2017-11-11T12:44:20.332Z,,,55,,29.2,,
2017-11-11T12:44:30.337Z,,,55,,29.2,,
2017-11-11T12:44:40.336Z,,,55,,29.2,,
2017-11-11T12:44:50.334Z,,,55,,29.2,,
2017-11-11T12:45:00.335Z,,,,,,,45.1
2017-11-11T12:45:10.335Z,,,55,,29,,
2017-11-11T12:45:25.353Z,,,55,,29,,
2017-11-11T12:45:40.360Z,,,55,,29,,
2017-11-11T12:45:50.332Z,,,55,,29,,
2017-11-11T12:46:00.338Z,,,55,,29,,
2017-11-11T12:46:10.334Z,,,55,,28.9,,
2017-11-11T12:46:20.333Z,,,55,,28.9,,45
2017-11-11T12:46:30.332Z,,,55,,28.9,,
2017-11-11T12:46:40.333Z,,,55,,28.9,,
2017-11-11T12:46:50.332Z,,,55,,28.9,,
2017-11-11T12:47:00.332Z,,,55,,28.9,,
2017-11-11T12:47:10.336Z,,,55,,28.9,,
2017-11-11T12:47:20.336Z,,,55,,28.9,,44.9
2017-11-11T12:47:30.337Z,,,55,,28.7,,
2017-11-11T12:47:40.332Z,,,55,,28.7,,
2017-11-11T12:47:50.334Z,,,55,,28.7,,
2017-11-11T12:48:16.344Z,,,55,,28.7,,
2017-11-11T12:48:20.332Z,,,55,,28.7,,44.8
2017-11-11T12:48:30.332Z,,,55,,28.7,,
2017-11-11T12:48:40.332Z,,,55,,28.7,,
2017-11-11T12:48:50.344Z,,,55,,28.6,,
2017-11-11T12:49:10.337Z,,,55,,28.6,,
2017-11-11T12:49:20.337Z,,,55,,28.6,,
2017-11-11T12:49:40.333Z,,,55,,28.6,,44.7
2017-11-11T12:49:50.332Z,,,55,,28.6,,
2017-11-11T12:50:10.332Z,,,55,,28.5,,
2017-11-11T12:50:20.337Z,,,55,,28.5,,
2017-11-11T12:50:30.341Z,,,55,,28.5,,
2017-11-11T12:50:40.333Z,,,55,,28.5,,44.5
2017-11-11T12:50:50.338Z,,,55,,28.5,,
2017-11-11T12:51:10.333Z,,,55,,28.5,,
2017-11-11T12:51:20.333Z,,,55,,28.3,,
2017-11-11T12:51:40.338Z,,,55,,28.3,,
2017-11-11T12:51:50.340Z,,,55,,28.3,,44.4
2017-11-11T12:52:00.333Z,,,55,,28.3,,
2017-11-11T12:52:10.332Z,,,55,,28.3,,
2017-11-11T12:52:20.332Z,,,55,,28.3,,
2017-11-11T12:52:40.336Z,,,55,,28.3,,
2017-11-11T12:52:50.333Z,,,55,,28.2,,
2017-11-11T12:53:00.334Z,,,55,,28.2,,44.3
2017-11-11T12:53:10.347Z,,,55,,28.2,,
2017-11-11T12:53:20.334Z,,,55,,28.2,,
2017-11-11T12:53:30.342Z,,,55,,28.2,,
2017-11-11T12:53:40.334Z,,,55,,28.2,,
2017-11-11T12:53:50.335Z,,,55,,28.2,,
2017-11-11T12:54:00.336Z,,,55,,28.2,,44.2
2017-11-11T12:54:10.337Z,,,55,,28.2,,
2017-11-11T12:54:20.339Z,,,55,,28,,
2017-11-11T12:54:40.353Z,,,55,,28,,
2017-11-11T12:54:50.338Z,,,55,,28,,
2017-11-11T12:55:10.333Z,,,55,,28,,44.1
2017-11-11T12:55:20.333Z,,,55,,28,,
2017-11-11T12:55:30.342Z,,,55,,28,,
2017-11-11T12:55:40.333Z,,,55,,27.9,,
2017-11-11T12:55:50.335Z,,,55,,27.9,,
2017-11-11T12:56:10.333Z,,,55,,27.9,,44
2017-11-11T12:56:20.333Z,,,55,,27.9,,
2017-11-11T12:56:40.333Z,,,55,,27.9,,
2017-11-11T12:56:50.336Z,,,55,,27.9,,
2017-11-11T12:57:10.335Z,,,55,,27.7,,
2017-11-11T12:57:20.333Z,,,55,,27.7,,43.9
2017-11-11T12:57:30.338Z,,,55,,27.7,,43.9
2017-11-11T12:57:40.333Z,,,55,,27.7,,
2017-11-11T12:57:50.338Z,,,55,,27.7,,
2017-11-11T12:58:10.337Z,,,55,,27.7,,
2017-11-11T12:58:20.338Z,,,55,,27.7,,
2017-11-11T12:58:40.338Z,,,55,,27.7,,
2017-11-11T12:58:50.334Z,,,55,,27.6,,43.7
2017-11-11T12:59:04.146Z,,,55,,27.6,,
2017-11-11T12:59:11.865Z,,,55,,27.6,,
2017-11-11T12:59:20.333Z,,,55,,27.6,,
2017-11-11T12:59:40.333Z,,,55,,27.6,,
2017-11-11T12:59:50.334Z,,,55,,27.6,,43.6
2017-11-11T13:00:10.333Z,,,55,,27.5,,
2017-11-11T13:00:20.333Z,,,55,,27.5,,
2017-11-11T13:00:40.334Z,,,55,,27.5,,
2017-11-11T13:00:50.333Z,,,55,,27.5,,
2017-11-11T13:01:05.354Z,,,,,,,43.5
2017-11-11T13:01:10.333Z,,,55,,27.5,,
2017-11-11T13:01:20.334Z,,,55,,27.5,,
2017-11-11T13:01:40.345Z,,,55,,27.5,,
2017-11-11T13:01:50.356Z,,,55,,27.3,,
2017-11-11T13:02:10.334Z,,,55,,27.3,,
2017-11-11T13:02:20.338Z,,,55,,27.3,,43.4
2017-11-11T13:02:40.338Z,,,55,,27.3,,
2017-11-11T13:02:50.334Z,,,55,,27.3,,
2017-11-11T13:03:10.334Z,,,55,,27.3,,
2017-11-11T13:03:20.334Z,,,55,,27.2,,43.3
2017-11-11T13:03:40.334Z,,,55,,27.2,,
2017-11-11T13:03:55.354Z,,,55,,27.2,,
2017-11-11T13:04:10.334Z,,,55,,27.2,,
2017-11-11T13:04:20.334Z,,,55,,27.2,,
2017-11-11T13:04:30.334Z,,,,,,,43.2
2017-11-11T13:04:40.338Z,,,55,,27.2,,
2017-11-11T13:04:50.335Z,,,55,,27.2,,
2017-11-11T13:05:10.335Z,,,55,,27,,
2017-11-11T13:05:20.334Z,,,55,,27,,
2017-11-11T13:05:40.336Z,,,55,,27,,
2017-11-11T13:05:50.335Z,,,,,,,43.1
2017-11-11T13:06:00.334Z,,,55,,27,,
2017-11-11T13:06:10.334Z,,,55,,27,,
2017-11-11T13:06:20.334Z,,,55,,27,,
2017-11-11T13:06:45.423Z,,,55,,26.9,,
2017-11-11T13:06:50.335Z,,,55,,26.9,,
2017-11-11T13:07:00.334Z,,,,,,,43
2017-11-11T13:07:10.334Z,,,55,,26.9,,
2017-11-11T13:07:20.336Z,,,55,,26.9,,
2017-11-11T13:07:40.334Z,,,55,,26.9,,
2017-11-11T13:07:50.335Z,,,55,,26.9,,
2017-11-11T13:08:10.335Z,,,55,,26.9,,42.8
2017-11-11T13:08:20.336Z,,,55,,26.8,,
2017-11-11T13:08:30.335Z,,,55,,26.8,,
2017-11-11T13:08:40.335Z,0,5,55,0,26.8,0,42.8
2017-11-11T13:08:50.335Z,,,55,,26.8,,
2017-11-11T13:09:10.336Z,,,55,,26.8,,
2017-11-11T13:09:20.335Z,,,55,,26.8,,
2017-11-11T13:09:30.335Z,,,,,,,42.7
2017-11-11T13:09:40.334Z,,,55,,26.8,,
2017-11-11T13:09:50.336Z,,,55,,26.8,,
2017-11-11T13:10:10.335Z,,,55,,26.6,,
2017-11-11T13:10:20.335Z,,,55,,26.6,,
2017-11-11T13:10:40.335Z,,,55,,26.6,,
2017-11-11T13:10:50.347Z,,,55,,26.6,,42.6
2017-11-11T13:11:10.335Z,,,55,,26.6,,
2017-11-11T13:11:20.337Z,,,55,,26.6,,
2017-11-11T13:11:40.335Z,,,55,,26.5,,
2017-11-11T13:11:50.337Z,,,55,,26.6,,
2017-11-11T13:12:00.335Z,,,,,,,42.5
2017-11-11T13:12:10.335Z,,,55,,26.5,,
2017-11-11T13:12:20.335Z,,,55,,26.5,,
2017-11-11T13:12:40.335Z,,,55,,26.5,,
2017-11-11T13:12:50.336Z,,,55,,26.5,,
2017-11-11T13:13:00.335Z,,,,,,,42.4
2017-11-11T13:13:10.338Z,,,55,,26.5,,
2017-11-11T13:13:20.336Z,,,55,,26.5,,
2017-11-11T13:13:40.335Z,,,55,,26.3,,
2017-11-11T13:13:50.336Z,,,55,,26.3,,
2017-11-11T13:14:00.335Z,,,55,,26.3,,
2017-11-11T13:14:10.336Z,,,55,,26.3,,42.3
2017-11-11T13:14:30.335Z,,,55,,26.3,,
2017-11-11T13:14:40.340Z,,,55,,26.3,,
2017-11-11T13:14:50.335Z,,,55,,26.3,,
2017-11-11T13:15:10.336Z,,,55,,26.3,,
2017-11-11T13:15:20.335Z,,,55,,26.3,,
2017-11-11T13:15:30.335Z,,,,,,,42.2
2017-11-11T13:15:40.338Z,,,55,,26.2,,
2017-11-11T13:15:50.336Z,,,55,,26.2,,
2017-11-11T13:16:10.336Z,,,55,,26.2,,
2017-11-11T13:16:20.341Z,,,55,,26.2,,
2017-11-11T13:16:40.336Z,,,55,,26.2,,
2017-11-11T13:16:50.337Z,,,55,,26.2,,
2017-11-11T13:17:00.335Z,,,,,,,42
2017-11-11T13:17:10.336Z,,,55,,26.2,,
2017-11-11T13:17:30.336Z,,,55,,26.1,,
2017-11-11T13:17:40.337Z,,,55,,26.1,,
2017-11-11T13:18:00.336Z,,,55,,26.1,,41.9
2017-11-11T13:18:10.336Z,,,55,,26.1,,
2017-11-11T13:18:20.335Z,,,55,,26.1,,
2017-11-11T13:18:40.336Z,,,55,,26.1,,
2017-11-11T13:18:50.336Z,,,55,,26.1,,
2017-11-11T13:19:00.336Z,,,55,,26.1,,
2017-11-11T13:19:10.336Z,,,55,,26.1,,
2017-11-11T13:19:30.336Z,,,55,,25.9,,41.8
2017-11-11T13:19:50.336Z,,,55,,25.9,,
2017-11-11T13:20:00.336Z,,,55,,25.9,,
2017-11-11T13:20:10.337Z,,,55,,25.9,,
2017-11-11T13:20:30.337Z,,,55,,25.9,,
2017-11-11T13:20:40.341Z,,,55,,25.9,,
2017-11-11T13:20:50.336Z,,,55,,25.9,,41.7
2017-11-11T13:21:10.336Z,,,55,,25.9,,
2017-11-11T13:21:20.336Z,,,55,,25.8,,
2017-11-11T13:21:40.336Z,,,55,,25.8,,
2017-11-11T13:21:50.336Z,,,55,,25.8,,
2017-11-11T13:22:00.341Z,,,,,,,41.6
2017-11-11T13:22:10.336Z,,,55,,25.8,,
2017-11-11T13:22:25.356Z,,,55,,25.8,,
2017-11-11T13:22:41.336Z,,,55,,25.8,,
2017-11-11T13:22:50.338Z,,,55,,25.8,,
2017-11-11T13:23:10.336Z,,,55,,25.6,,
2017-11-11T13:23:20.343Z,,,,,,,41.5
2017-11-11T13:23:30.337Z,,,55,,25.6,,
2017-11-11T13:23:40.336Z,,,55,,25.6,,
2017-11-11T13:23:50.615Z,,,55,,25.6,,
2017-11-11T13:24:00.336Z,,,55,,25.6,,
2017-11-11T13:24:10.337Z,,,55,,25.6,,
2017-11-11T13:24:30.337Z,,,55,,25.6,,41.4
2017-11-11T13:24:40.337Z,,,55,,25.6,,
2017-11-11T13:25:00.337Z,,,55,,25.6,,
2017-11-11T13:25:15.358Z,,,55,,25.6,,
2017-11-11T13:25:30.338Z,,,55,,25.6,,
2017-11-11T13:25:40.336Z,,,55,,25.5,,
2017-11-11T13:26:00.337Z,,,55,,25.5,,41.2
2017-11-11T13:26:10.336Z,,,55,,25.5,,
2017-11-11T13:26:20.337Z,,,55,,25.5,,
2017-11-11T13:26:30.337Z,,,55,,25.5,,
2017-11-11T13:26:40.337Z,,,55,,25.5,,
2017-11-11T13:27:00.339Z,,,55,,25.5,,
2017-11-11T13:27:10.337Z,,,55,,25.5,,41.1
2017-11-11T13:27:30.337Z,,,55,,25.5,,
2017-11-11T13:27:40.337Z,,,55,,25.4,,
2017-11-11T13:28:05.562Z,,,55,,25.4,,
2017-11-11T13:28:10.339Z,,,55,,25.4,,
2017-11-11T13:28:30.337Z,,,55,,25.4,,
2017-11-11T13:28:40.337Z,,,55,,25.4,,41
2017-11-11T13:29:00.338Z,,,55,,25.4,,
2017-11-11T13:29:10.337Z,,,55,,25.4,,
2017-11-11T13:29:30.337Z,,,55,,25.4,,
2017-11-11T13:29:40.337Z,,,55,,25.4,,40.9
2017-11-11T13:29:50.337Z,,,55,,25.4,,
2017-11-11T13:30:00.338Z,,,55,,25.2,,
2017-11-11T13:30:20.338Z,,,55,,25.2,,
2017-11-11T13:30:30.338Z,,,55,,25.2,,
2017-11-11T13:30:40.337Z,,,55,,25.2,,
2017-11-11T13:30:50.341Z,,,55,,25.2,,
2017-11-11T13:31:00.338Z,,,55,,25.2,,
2017-11-11T13:31:10.338Z,,,55,,25.2,,
2017-11-11T13:31:20.338Z,,,,,,,40.8
2017-11-11T13:31:30.338Z,,,55,,25.2,,
2017-11-11T13:31:40.338Z,,,55,,25.2,,
2017-11-11T13:31:50.338Z,,,55,,25.1,,
2017-11-11T13:32:00.338Z,,,55,,25.1,,
2017-11-11T13:32:10.337Z,,,55,,25.1,,
2017-11-11T13:32:21.336Z,,,55,,25.1,,
2017-11-11T13:32:30.338Z,,,55,,25.1,,40.7
2017-11-11T13:32:40.337Z,,,55,,25.1,,
2017-11-11T13:32:50.338Z,,,55,,25.1,,
2017-11-11T13:33:00.338Z,,,55,,25.1,,
2017-11-11T13:33:10.339Z,,,55,,25.1,,
2017-11-11T13:33:20.338Z,,,55,,25.1,,
2017-11-11T13:33:30.338Z,,,55,,25.1,,
2017-11-11T13:33:40.338Z,,,55,,25.1,,
2017-11-11T13:33:50.339Z,,,55,,25.1,,40.6
2017-11-11T13:34:00.338Z,,,55,,25.1,,
2017-11-11T13:34:10.338Z,,,55,,25.1,,
2017-11-11T13:34:20.338Z,,,55,,25.1,,
2017-11-11T13:34:30.338Z,,,55,,24.9,,
2017-11-11T13:34:40.338Z,,,55,,24.9,,
2017-11-11T13:35:00.339Z,,,55,,24.9,,
2017-11-11T13:35:10.338Z,,,55,,24.9,,
2017-11-11T13:35:20.339Z,,,55,,24.9,,40.5
2017-11-11T13:35:30.341Z,,,55,,24.9,,
2017-11-11T13:35:40.341Z,,,55,,24.9,,
2017-11-11T13:35:50.338Z,,,55,,24.9,,
2017-11-11T13:36:00.339Z,,,55,,24.9,,
2017-11-11T13:36:10.338Z,,,55,,24.9,,
2017-11-11T13:36:20.338Z,,,55,,24.9,,
2017-11-11T13:36:30.346Z,,,55,,24.9,,
2017-11-11T13:36:40.339Z,,,55,,24.8,,40.3
2017-11-11T13:36:50.340Z,,,55,,24.9,,
2017-11-11T13:37:00.341Z,,,55,,24.8,,
2017-11-11T13:37:10.338Z,,,55,,24.8,,
2017-11-11T13:37:20.338Z,,,55,,24.8,,
2017-11-11T13:37:30.338Z,,,55,,24.8,,
2017-11-11T13:37:40.338Z,,,55,,24.8,,
2017-11-11T13:37:50.340Z,,,55,,24.8,,40.2
2017-11-11T13:38:05.366Z,,,55,,24.8,,
2017-11-11T13:38:10.338Z,,,55,,24.8,,
2017-11-11T13:38:20.343Z,,,55,,24.8,,
2017-11-11T13:38:30.338Z,,,55,,24.8,,
2017-11-11T13:38:40.338Z,,,55,,24.8,,
2017-11-11T13:38:50.339Z,,,55,,24.8,,
2017-11-11T13:39:00.338Z,,,55,,24.8,,
2017-11-11T13:39:10.338Z,,,55,,24.8,,
2017-11-11T13:39:20.339Z,,,55,,24.6,,40.1
2017-11-11T13:39:30.338Z,,,55,,24.6,,
2017-11-11T13:39:40.338Z,,,55,,24.6,,
2017-11-11T13:39:50.339Z,,,55,,24.6,,
2017-11-11T13:40:00.338Z,,,55,,24.6,,
2017-11-11T13:40:10.338Z,,,55,,24.6,,
2017-11-11T13:40:20.341Z,,,55,,24.6,,
2017-11-11T13:40:30.340Z,,,55,,24.6,,
2017-11-11T13:40:40.339Z,,,55,,24.6,,40
2017-11-11T13:40:55.371Z,,,55,,24.6,,
2017-11-11T13:41:00.341Z,,,55,,24.6,,
2017-11-11T13:41:10.338Z,,,55,,24.6,,
2017-11-11T13:41:20.344Z,,,55,,24.6,,
2017-11-11T13:41:30.339Z,,,55,,24.6,,
2017-11-11T13:41:40.338Z,,,55,,24.6,,
2017-11-11T13:41:50.340Z,,,55,,24.6,,39.9
2017-11-11T13:42:00.339Z,,,55,,24.5,,39.9
2017-11-11T13:42:10.339Z,,,55,,24.6,,40
2017-11-11T13:42:21.449Z,,,55,,24.5,,39.9
