Time,ChActive,PrimTSet,HwTSet,HwActive,HwTOutlet,ActPow,PrimT
2017-11-11T00:00:00.235Z,,,55,,63.3,,
2017-11-11T00:00:10.239Z,,,55,,63.3,,
2017-11-11T00:00:20.234Z,,,55,,63.4,,76.6
2017-11-11T00:00:30.235Z,,,55,,63.4,,
2017-11-11T00:00:40.234Z,,,55,,63.4,,
2017-11-11T00:00:50.234Z,,,55,,63.4,,
2017-11-11T00:01:00.239Z,,,55,,63.4,,
2017-11-11T00:01:10.234Z,,,55,,63.4,,76.8
2017-11-11T00:01:20.236Z,,,55,,63.4,,
2017-11-11T00:01:30.235Z,,,55,,63.4,,76.9
2017-11-11T00:01:50.234Z,,,55,,63.5,,
2017-11-11T00:02:00.234Z,,,55,,63.5,,
2017-11-11T00:02:10.235Z,,,55,,63.5,,77.1
2017-11-11T00:02:20.235Z,,,55,,63.5,,
2017-11-11T00:02:30.235Z,,,55,,63.5,,
2017-11-11T00:02:40.235Z,,,55,,63.5,,77.2
2017-11-11T00:02:50.234Z,,,55,,63.6,,
2017-11-11T00:03:00.240Z,,,55,,63.6,,
2017-11-11T00:03:10.235Z,,,55,,63.6,,77.4
2017-11-11T00:03:20.239Z,,,55,,63.6,,
2017-11-11T00:03:30.246Z,,,55,,63.6,,
2017-11-11T00:03:40.235Z,,,55,,63.6,,77.5
2017-11-11T00:03:55.257Z,,,55,,63.7,,
2017-11-11T00:04:00.242Z,,,55,,63.7,,77.6
2017-11-11T00:04:10.234Z,,,55,,63.7,,
2017-11-11T00:04:20.234Z,,,55,,63.7,,
2017-11-11T00:04:30.235Z,,,55,,63.7,,77.8
2017-11-11T00:04:40.237Z,,,55,,63.8,,
2017-11-11T00:04:50.238Z,,,55,,63.8,,77.9
2017-11-11T00:05:00.234Z,,,55,,63.8,,
2017-11-11T00:05:10.235Z,,,55,,63.8,,
2017-11-11T00:05:20.236Z,,,55,,63.8,,
2017-11-11T00:05:30.235Z,,,55,,64,,78.1
2017-11-11T00:05:40.240Z,,,55,,64,,78.2
2017-11-11T00:05:50.235Z,,,55,,64,,
2017-11-11T00:06:00.234Z,,,55,,64,,
2017-11-11T00:06:10.236Z,,,55,,64,,
2017-11-11T00:06:20.235Z,,,55,,64.1,,78.4
2017-11-11T00:06:30.235Z,,,55,,64.1,,
2017-11-11T00:06:45.337Z,,,55,,64.1,,78.5
2017-11-11T00:06:50.236Z,,,55,,64.1,,
2017-11-11T00:07:00.235Z,,,55,,64.2,,
2017-11-11T00:07:10.236Z,,,55,,64.2,,78.7
2017-11-11T00:07:20.238Z,,,55,,64.2,,
2017-11-11T00:07:30.235Z,,,55,,64.2,,78.8
2017-11-11T00:07:40.235Z,1,75,55,0,64.3,29,78.8
2017-11-11T00:07:50.235Z,,,55,,64.3,,78.9
2017-11-11T00:08:00.235Z,1,,55,0,64.3,0,78.2
2017-11-11T00:08:11.233Z,,,55,,64.4,,76.4
2017-11-11T00:08:20.235Z,,,,,,,75.5
2017-11-11T00:08:30.235Z,,,55,,64.4,,75.3
2017-11-11T00:08:40.235Z,,,55,,64.4,,75.4
2017-11-11T00:08:50.236Z,,,55,,64.5,,75.7
2017-11-11T00:09:00.235Z,,,55,,64.5,,75.9
2017-11-11T00:09:10.235Z,,,,,,,75.5
2017-11-11T00:09:20.241Z,,,55,,64.4,,75
2017-11-11T00:09:30.235Z,,,55,,64.4,,74.7
2017-11-11T00:09:40.238Z,,,55,,64.4,,74.4
2017-11-11T00:09:50.235Z,,,55,,64.3,,74.1
2017-11-11T00:10:00.236Z,,,55,,64.3,,73.8
2017-11-11T00:10:10.235Z,,,55,,64.2,,73.5
2017-11-11T00:10:20.235Z,,,55,,64.1,,73.2
2017-11-11T00:10:30.235Z,,,55,,64.1,,72.8
2017-11-11T00:10:40.235Z,,,55,,64,,72.6
2017-11-11T00:10:50.236Z,,,55,,63.8,,72.3
2017-11-11T00:11:00.242Z,,,55,,63.8,,72.1
2017-11-11T00:11:10.235Z,,,55,,63.7,,71.7
2017-11-11T00:11:20.236Z,,,55,,63.6,,71.4
2017-11-11T00:11:30.237Z,,,55,,63.5,,71.2
2017-11-11T00:11:40.235Z,,,55,,63.4,,70.9
2017-11-11T00:11:50.236Z,,,55,,63.4,,70.6
2017-11-11T00:12:00.235Z,,,55,,63.3,,70.3
2017-11-11T00:12:10.237Z,,,55,,63.1,,70
2017-11-11T00:12:20.243Z,,,,,,,69.7
2017-11-11T00:12:30.237Z,,,55,,62.9,,69.5
2017-11-11T00:12:40.235Z,,,55,,62.8,,69.2
2017-11-11T00:12:50.240Z,,,55,,62.8,,69
2017-11-11T00:13:00.236Z,1,,,0,,79,69.3
2017-11-11T00:13:10.236Z,,,55,,62.7,72,74.9
2017-11-11T00:13:20.236Z,,,55,,62.6,30,77.6
2017-11-11T00:13:30.236Z,,,55,,62.4,29,76.2
2017-11-11T00:13:40.238Z,,,55,,62.3,,74.6
2017-11-11T00:13:50.236Z,,,55,,62.1,,73.2
2017-11-11T00:14:00.239Z,,,,,,,72.5
2017-11-11T00:14:10.237Z,,,55,,62,,72.3
2017-11-11T00:14:20.241Z,,,55,,61.9,,72.6
2017-11-11T00:14:30.236Z,,,55,,61.9,,72.7
2017-11-11T00:14:50.236Z,,,55,,61.7,,
2017-11-11T00:15:00.237Z,,,55,,61.7,,72.8
2017-11-11T00:15:10.236Z,,,55,,61.7,30,73
2017-11-11T00:15:20.236Z,,,55,,61.7,,73.1
2017-11-11T00:15:30.237Z,,,55,,61.7,,73.2
2017-11-11T00:15:40.237Z,,,55,,61.7,,73.5
2017-11-11T00:15:50.236Z,,,55,,61.7,31,73.6
2017-11-11T00:16:00.236Z,,,55,,61.7,,73.8
2017-11-11T00:16:10.236Z,,,55,,61.7,,73.9
2017-11-11T00:16:20.236Z,,,,,,,74.2
2017-11-11T00:16:30.237Z,,,55,,61.7,,74.3
2017-11-11T00:16:40.236Z,,,55,,61.9,,74.5
2017-11-11T00:16:50.238Z,,,55,,61.9,,74.6
2017-11-11T00:17:00.237Z,,,,,,,74.7
2017-11-11T00:17:10.238Z,,,55,,61.9,,74.9
2017-11-11T00:17:20.236Z,,,,,,,75
2017-11-11T00:17:30.239Z,,,55,,62,,
2017-11-11T00:17:40.236Z,,,55,,62,,75.1
2017-11-11T00:17:50.237Z,,,55,,62,30,75.3
2017-11-11T00:18:00.238Z,,,,,,29,
2017-11-11T00:18:10.241Z,,,55,,62.1,,
2017-11-11T00:18:20.236Z,,,55,,62.1,,
2017-11-11T00:18:30.237Z,,,55,,62.2,,75.4
2017-11-11T00:18:40.236Z,,,55,,62.2,,
2017-11-11T00:18:50.236Z,,,55,,62.2,,75.6
2017-11-11T00:19:00.237Z,,,55,,62.3,,75.7
2017-11-11T00:19:20.237Z,,,55,,62.3,,75.9
2017-11-11T00:19:30.241Z,,,55,,62.4,,
2017-11-11T00:19:40.241Z,,,55,,62.4,,76
2017-11-11T00:19:50.240Z,,,55,,62.4,,76.2
2017-11-11T00:20:00.237Z,,,55,,62.6,,
2017-11-11T00:20:10.238Z,,,55,,62.6,,76.3
2017-11-11T00:20:20.236Z,,,55,,62.6,,
2017-11-11T00:20:30.238Z,,,55,,62.7,,76.5
2017-11-11T00:20:50.236Z,,,55,,62.7,,76.6
2017-11-11T00:21:00.237Z,,,55,,62.8,,
2017-11-11T00:21:10.237Z,,,,,,,76.8
2017-11-11T00:21:20.359Z,,,55,,62.8,,
2017-11-11T00:21:30.237Z,,,55,,62.9,,76.9
2017-11-11T00:21:40.239Z,,,55,,62.9,,
2017-11-11T00:21:50.237Z,,,,,,,77.1
2017-11-11T00:22:00.236Z,,,55,,63,,
2017-11-11T00:22:15.328Z,,,55,,63,,77.2
2017-11-11T00:22:30.242Z,,,55,,63.1,,77.4
2017-11-11T00:22:40.243Z,,,55,,63.1,,
2017-11-11T00:22:50.237Z,,,55,,63.3,,77.5
2017-11-11T00:23:10.241Z,,,55,,63.3,,77.6
2017-11-11T00:23:20.238Z,,,55,,63.4,,
2017-11-11T00:23:30.237Z,,,55,,63.4,,
2017-11-11T00:23:40.237Z,,,,,,,77.8
2017-11-11T00:23:50.345Z,,,55,,63.5,,77.9
2017-11-11T00:24:00.237Z,,,55,,63.5,,
2017-11-11T00:24:20.239Z,,,55,,63.5,,78.1
2017-11-11T00:24:30.245Z,,,55,,63.6,,
2017-11-11T00:24:40.237Z,,,55,,63.6,,78.2
2017-11-11T00:24:50.241Z,,,55,,63.7,,
2017-11-11T00:25:00.237Z,,,,,,,78.4
2017-11-11T00:25:10.238Z,,,55,,63.7,,
2017-11-11T00:25:20.238Z,,,55,,63.7,,
2017-11-11T00:25:30.237Z,,,55,,63.8,,78.5
2017-11-11T00:25:50.237Z,,,55,,63.8,,
2017-11-11T00:26:00.237Z,,,55,,63.8,,78.7
2017-11-11T00:26:20.237Z,,,55,,64,,
2017-11-11T00:26:30.238Z,,,55,,64,,78.8
2017-11-11T00:26:40.238Z,,,55,,64,,
2017-11-11T00:26:50.238Z,1,,,0,,0,79.2
2017-11-11T00:27:00.240Z,,,55,,64.1,,77.8
2017-11-11T00:27:10.238Z,,,55,,64.1,,76.1
2017-11-11T00:27:20.239Z,,,55,,64.1,,75.4
2017-11-11T00:27:30.237Z,,,55,,64.2,,75.2
2017-11-11T00:27:40.238Z,,,55,,64.2,,75.4
2017-11-11T00:27:50.237Z,,,55,,64.3,,75.7
2017-11-11T00:28:00.238Z,,,,,,,75.8
2017-11-11T00:28:10.239Z,,,55,,64.3,,75.4
2017-11-11T00:28:20.237Z,,,55,,64.2,,
2017-11-11T00:28:30.237Z,,,,,,,74.6
2017-11-11T00:28:40.240Z,,,55,,64.2,,74.4
2017-11-11T00:28:50.238Z,,,55,,64.1,,
2017-11-11T00:29:00.238Z,,,,,,,73.7
2017-11-11T00:29:10.240Z,,,55,,64,,73.3
2017-11-11T00:29:20.241Z,,,55,,64,,
2017-11-11T00:29:30.238Z,,,,,,,72.8
2017-11-11T00:29:40.237Z,,,55,,63.7,,72.4
2017-11-11T00:29:50.238Z,,,55,,63.7,,72.2
2017-11-11T00:30:00.237Z,,,,,,,71.9
2017-11-11T00:30:10.239Z,,,55,,63.5,,71.5
2017-11-11T00:30:20.237Z,,,55,,63.4,,
2017-11-11T00:30:30.238Z,,,55,,63.4,,71.3
2017-11-11T00:30:40.238Z,,,,,,,70.8
2017-11-11T00:30:50.238Z,,,55,,63.1,,70.5
2017-11-11T00:31:00.238Z,,,55,,63,,
2017-11-11T00:31:10.238Z,,,,,,,70
2017-11-11T00:31:20.238Z,,,55,,62.9,,69.7
2017-11-11T00:31:30.238Z,,,55,,62.8,,69.5
2017-11-11T00:31:40.239Z,,,55,,62.7,,69.2
2017-11-11T00:31:50.238Z,,,55,,62.6,,69
2017-11-11T00:32:00.240Z,,,,,,,68.7
2017-11-11T00:32:10.239Z,,,55,,62.3,,68.5
2017-11-11T00:32:20.238Z,,,55,,62.2,,
2017-11-11T00:32:30.238Z,1,,,0,,79,69.6
2017-11-11T00:32:40.238Z,,,55,,62.1,67,77
2017-11-11T00:32:50.239Z,1,,55,0,62,0,80.4
2017-11-11T00:33:00.239Z,,,55,,61.9,,75.7
2017-11-11T00:33:10.238Z,,,55,,61.7,,72.1
2017-11-11T00:33:20.238Z,,,55,,61.6,,69.6
2017-11-11T00:33:30.239Z,,,55,,61.5,,68.4
2017-11-11T00:33:40.238Z,,,55,,61.4,,68.5
2017-11-11T00:33:50.238Z,,,55,,61.4,,68.6
2017-11-11T00:34:00.239Z,,,,,,,68.2
2017-11-11T00:34:10.238Z,,,55,,61.3,,67.7
2017-11-11T00:34:20.239Z,,,55,,61.2,,
2017-11-11T00:34:30.239Z,,,55,,61.2,,67.2
2017-11-11T00:34:40.244Z,,,,,,,66.9
2017-11-11T00:34:50.239Z,,,55,,60.9,,66.6
2017-11-11T00:35:00.238Z,,,55,,60.8,,
2017-11-11T00:35:10.238Z,,,,,,,66.1
2017-11-11T00:35:20.238Z,,,55,,60.7,,65.9
2017-11-11T00:35:30.240Z,,,,,,,65.7
2017-11-11T00:35:40.238Z,,,55,,60.5,,65.5
2017-11-11T00:35:50.239Z,,,55,,60.3,,65.2
2017-11-11T00:36:00.240Z,,,,,,,65
2017-11-11T00:36:10.241Z,,,55,,60.2,,64.8
2017-11-11T00:36:20.239Z,,,55,,60.1,,
2017-11-11T00:36:30.243Z,,,55,,60,,64.5
2017-11-11T00:36:40.238Z,,,,,,,64.2
2017-11-11T00:36:50.240Z,,,55,,59.8,,64
2017-11-11T00:37:00.239Z,,,,,,,63.8
2017-11-11T00:37:10.240Z,,,55,,59.7,,63.6
2017-11-11T00:37:30.239Z,,,55,,59.5,,63.4
2017-11-11T00:37:40.242Z,,,55,,59.4,,63
2017-11-11T00:37:50.242Z,,,55,,59.3,,62.9
2017-11-11T00:38:05.262Z,,,55,,59.2,,62.7
2017-11-11T00:38:10.242Z,,,55,,59.1,,
2017-11-11T00:38:20.242Z,,,55,,59,,
2017-11-11T00:38:30.239Z,,,55,,58.9,,
2017-11-11T00:38:40.239Z,,,,,,,62.8
2017-11-11T00:38:50.242Z,,,55,,58.6,,
2017-11-11T00:39:10.238Z,,,,,,,62.9
2017-11-11T00:39:20.239Z,,,55,,58.3,,
2017-11-11T00:39:30.244Z,,,55,,58.2,,
2017-11-11T00:39:50.241Z,,,55,,58,,
2017-11-11T00:40:00.244Z,,,55,,57.8,,
2017-11-11T00:40:20.244Z,,,55,,57.7,,
2017-11-11T00:40:30.239Z,,,55,,57.6,,
2017-11-11T00:40:40.239Z,,,,,,,63
2017-11-11T00:40:55.267Z,,,55,,57.5,,63
2017-11-11T00:41:00.243Z,,,55,,57.4,,
2017-11-11T00:41:10.239Z,,,55,,57.3,,
2017-11-11T00:41:20.239Z,,,55,,57.2,,
2017-11-11T00:41:30.245Z,1,,,0,,79,63.3
2017-11-11T00:41:40.244Z,,,55,,57,75,69.7
2017-11-11T00:41:50.239Z,,,55,,56.9,33,73.8
2017-11-11T00:42:00.245Z,,,55,,56.8,29,70.7
2017-11-11T00:42:10.240Z,,,55,,56.7,,66.8
2017-11-11T00:42:21.339Z,,,55,,56.6,,64.5
2017-11-11T00:42:30.239Z,,,55,,56.6,,63.3
2017-11-11T00:42:40.239Z,,,55,,56.4,,63.2
2017-11-11T00:42:50.239Z,,,,,,,64
2017-11-11T00:43:00.240Z,,,55,,56.2,,64.4
2017-11-11T00:43:10.241Z,,,55,,56.2,,
2017-11-11T00:43:20.244Z,,,,,,,64.2
2017-11-11T00:43:30.240Z,,,55,,56.1,,64.5
2017-11-11T00:43:40.241Z,,,55,,56.1,,64.6
2017-11-11T00:43:50.239Z,,,55,,56,,
2017-11-11T00:44:00.240Z,,,,,,,65
2017-11-11T00:44:10.239Z,,,55,,56,,65.1
2017-11-11T00:44:30.240Z,,,55,,55.9,,65.3
2017-11-11T00:44:40.239Z,,,,,,,65.6
2017-11-11T00:44:50.240Z,,,55,,55.9,,65.8
2017-11-11T00:45:00.243Z,,,55,,56,,
2017-11-11T00:45:10.239Z,,,,,,,66
2017-11-11T00:45:20.240Z,,,55,,56,,
2017-11-11T00:45:30.240Z,,,55,,56,,66.3
2017-11-11T00:45:40.353Z,,,,,,,66.5
2017-11-11T00:45:50.240Z,,,55,,56,,66.8
2017-11-11T00:46:00.240Z,,,55,,56,,
2017-11-11T00:46:10.239Z,,,,,,,67.1
2017-11-11T00:46:20.240Z,,,55,,56.1,,
2017-11-11T00:46:30.243Z,,,,,,,67.2
2017-11-11T00:46:40.240Z,,,55,,56.1,,67.6
2017-11-11T00:46:50.240Z,,,55,,56.2,,67.7
2017-11-11T00:47:10.240Z,,,55,,56.2,,67.9
2017-11-11T00:47:20.241Z,,,55,,56.4,,68.1
2017-11-11T00:47:30.240Z,1,,55,0,56.4,0,68.2
2017-11-11T00:47:40.240Z,,,55,,56.4,,67.1
2017-11-11T00:47:50.240Z,,,55,,56.5,,65.9
2017-11-11T00:48:00.240Z,,,55,,56.5,,65.2
2017-11-11T00:48:10.240Z,,,55,,56.6,,64.9
2017-11-11T00:48:20.240Z,,,55,,56.6,,65
2017-11-11T00:48:30.240Z,,,55,,56.6,,65.2
2017-11-11T00:48:40.240Z,,,55,,56.7,,65
2017-11-11T00:48:50.240Z,,,,,,,64.8
2017-11-11T00:49:00.240Z,,,55,,56.7,,
2017-11-11T00:49:10.241Z,,,,,,,64.5
2017-11-11T00:49:20.240Z,,,55,,56.7,,64.1
2017-11-11T00:49:30.241Z,,,55,,56.7,,63.8
2017-11-11T00:49:40.243Z,,,55,,56.6,,63.6
2017-11-11T00:49:50.247Z,,,55,,56.6,,63.5
2017-11-11T00:50:10.240Z,,,55,,56.5,,63
2017-11-11T00:50:20.241Z,,,55,,56.5,,62.8
2017-11-11T00:50:30.241Z,,,55,,56.4,,62.7
2017-11-11T00:50:40.240Z,,,55,,56.2,,
2017-11-11T00:50:51.245Z,,,,,,,62.8
2017-11-11T00:51:00.240Z,,,55,,56.1,,63
2017-11-11T00:51:10.240Z,,,55,,56,,63.1
2017-11-11T00:51:30.244Z,,,55,,55.9,,63.3
2017-11-11T00:51:40.240Z,,,,,,,63.4
2017-11-11T00:51:50.241Z,,,55,,55.8,,
2017-11-11T00:52:00.241Z,,,55,,55.7,,63.5
2017-11-11T00:52:10.255Z,,,55,,55.7,,63.6
2017-11-11T00:52:20.243Z,1,,55,0,55.6,80,68
2017-11-11T00:52:30.278Z,,,55,,55.5,47,73.8
2017-11-11T00:52:40.241Z,,,55,,55.5,29,73.9
2017-11-11T00:52:50.241Z,1,,55,0,55.3,0,70.8
2017-11-11T00:53:00.245Z,,,55,,55.2,,66
2017-11-11T00:53:10.241Z,,,55,,55.2,,63.9
2017-11-11T00:53:20.241Z,,,55,,55.1,,62.6
2017-11-11T00:53:30.242Z,,,55,,55.1,,62.1
2017-11-11T00:53:40.240Z,,,55,,55.1,,
2017-11-11T00:53:50.244Z,,,55,,55,,62.3
2017-11-11T00:54:00.241Z,,,55,,55,,61.9
2017-11-11T00:54:10.241Z,,,55,,55,,61.3
2017-11-11T00:54:20.241Z,,,,,,,60.9
2017-11-11T00:54:30.243Z,,,55,,55,,60.6
2017-11-11T00:54:40.244Z,,,55,,54.9,,
2017-11-11T00:54:50.242Z,,,,,,,60.3
2017-11-11T00:55:00.241Z,,,55,,54.9,,60.2
2017-11-11T00:55:10.241Z,,,55,,54.9,,59.9
2017-11-11T00:55:20.251Z,,,55,,54.8,,
2017-11-11T00:55:30.242Z,,,55,,54.8,,59.7
2017-11-11T00:55:40.241Z,,,55,,54.7,,59.3
2017-11-11T00:55:50.244Z,,,55,,54.6,,59.1
2017-11-11T00:56:00.241Z,,,55,,54.6,,
2017-11-11T00:56:10.241Z,,,55,,54.4,,59.2
2017-11-11T00:56:20.241Z,,,55,,54.3,,59.4
2017-11-11T00:56:35.261Z,,,55,,54.3,,
2017-11-11T00:56:40.241Z,,,55,,54.2,,
2017-11-11T00:56:51.241Z,,,55,,54.1,,59.5
2017-11-11T00:57:00.242Z,,,55,,54.1,,59.7
2017-11-11T00:57:10.241Z,,,55,,54,,
2017-11-11T00:57:20.242Z,,,55,,53.9,,
2017-11-11T00:57:30.242Z,,,55,,53.8,,59.8
2017-11-11T00:57:40.244Z,,,55,,53.8,,
2017-11-11T00:57:50.242Z,,,55,,53.7,,
2017-11-11T00:58:00.403Z,,,55,,53.6,,59.9
2017-11-11T00:58:10.241Z,,,55,,53.4,,
2017-11-11T00:58:20.244Z,,,55,,53.4,,
2017-11-11T00:58:30.245Z,,,55,,53.3,,60
2017-11-11T00:58:40.246Z,,,55,,53.2,,
2017-11-11T00:58:50.245Z,,,55,,53.1,,
2017-11-11T00:59:00.246Z,,,55,,53.1,,
2017-11-11T00:59:10.241Z,,,55,,53,,60.1
2017-11-11T00:59:25.262Z,,,55,,52.9,,
2017-11-11T00:59:30.242Z,,,55,,52.9,,
2017-11-11T00:59:40.242Z,,,55,,52.8,,
2017-11-11T00:59:50.246Z,,,55,,52.7,,
2017-11-11T01:00:00.244Z,,,55,,52.7,,
2017-11-11T01:00:10.242Z,,,55,,52.6,,60.2
2017-11-11T01:00:20.241Z,,,55,,52.4,,
2017-11-11T01:00:30.248Z,,,55,,52.4,,
2017-11-11T01:00:40.242Z,,,55,,52.3,,
2017-11-11T01:00:50.242Z,,,55,,52.2,,
2017-11-11T01:01:00.241Z,,,55,,52.1,,
2017-11-11T01:01:10.241Z,,,55,,52.1,,
2017-11-11T01:01:20.242Z,,,55,,51.9,,
2017-11-11T01:01:30.249Z,,,55,,51.9,,
2017-11-11T01:01:40.242Z,,,55,,51.9,,
2017-11-11T01:01:50.242Z,1,,55,0,51.8,79,60.3
2017-11-11T01:02:00.242Z,,,55,,51.7,79,65.4
2017-11-11T01:02:10.243Z,,,55,,51.7,54,69.1
2017-11-11T01:02:20.242Z,,,55,,51.6,29,67.7
2017-11-11T01:02:30.245Z,,,55,,51.4,,62.6
2017-11-11T01:02:40.242Z,,,55,,51.4,,59.9
2017-11-11T01:02:50.244Z,,,55,,51.3,,58.8
2017-11-11T01:03:00.242Z,,,55,,51.3,,58.4
2017-11-11T01:03:10.243Z,,,55,,51.2,,59
2017-11-11T01:03:20.242Z,,,55,,51.1,,59.2
2017-11-11T01:03:30.242Z,,,,,,,59.4
2017-11-11T01:03:40.242Z,,,55,,51.1,,59.2
2017-11-11T01:03:50.243Z,,,55,,51.1,,59.3
2017-11-11T01:04:00.242Z,,,,,,,59.4
2017-11-11T01:04:10.343Z,,,55,,51.1,,59.7
2017-11-11T01:04:20.242Z,,,55,,51,,60
2017-11-11T01:04:30.242Z,,,55,,51,,
2017-11-11T01:04:40.244Z,,,55,,51,,60.1
2017-11-11T01:04:50.242Z,,,55,,51,,60.2
2017-11-11T01:05:00.246Z,,,55,,51,,60.4
2017-11-11T01:05:10.244Z,,,55,,51,,60.5
2017-11-11T01:05:20.243Z,,,55,,51.1,,60.6
2017-11-11T01:05:30.243Z,,,55,,51.1,,60.9
2017-11-11T01:05:40.243Z,,,55,,51.1,,61
2017-11-11T01:05:50.243Z,,,55,,51.1,,61.1
2017-11-11T01:06:00.247Z,,,55,,51.1,,61.2
2017-11-11T01:06:10.243Z,,,55,,51.2,,61.4
2017-11-11T01:06:20.244Z,,,55,,51.2,,61.5
2017-11-11T01:06:30.243Z,,,55,,51.2,,61.6
2017-11-11T01:06:40.244Z,,,55,,51.2,,61.7
2017-11-11T01:06:50.242Z,,,55,,51.3,,62
2017-11-11T01:07:00.242Z,,,55,,51.3,,
2017-11-11T01:07:10.244Z,,,55,,51.3,,
2017-11-11T01:07:20.243Z,,,55,,51.4,,62.2
2017-11-11T01:07:30.245Z,,,55,,51.4,,
2017-11-11T01:07:40.248Z,1,75,55,0,51.6,29,62.4
2017-11-11T01:07:50.242Z,,,55,,51.6,,62.5
2017-11-11T01:08:00.243Z,,,55,,51.6,,
2017-11-11T01:08:10.243Z,,,55,,51.7,,62.6
2017-11-11T01:08:20.242Z,,,55,,51.7,,62.7
2017-11-11T01:08:30.244Z,,,55,,51.8,,
2017-11-11T01:08:40.244Z,,,55,,51.8,,62.9
2017-11-11T01:08:50.245Z,,,55,,51.8,,
2017-11-11T01:09:00.242Z,,,55,,51.9,,63
2017-11-11T01:09:10.243Z,,,55,,51.9,,63.1
2017-11-11T01:09:20.244Z,,,55,,51.9,,
2017-11-11T01:09:30.244Z,,,55,,52,,
2017-11-11T01:09:40.243Z,,,55,,52,,63.2
2017-11-11T01:09:50.246Z,,,55,,52,,
2017-11-11T01:10:00.247Z,,,55,,52.1,,63.4
2017-11-11T01:10:10.244Z,,,55,,52.1,,
2017-11-11T01:10:20.244Z,,,55,,52.1,,
2017-11-11T01:10:30.243Z,,,55,,52.2,,63.5
2017-11-11T01:10:40.248Z,,,55,,52.2,,
2017-11-11T01:10:50.243Z,,,55,,52.3,,63.6
2017-11-11T01:11:00.243Z,,,55,,52.3,,
2017-11-11T01:11:10.246Z,,,55,,52.3,,63.7
2017-11-11T01:11:20.243Z,,,55,,52.4,,
2017-11-11T01:11:30.244Z,,,55,,52.4,,
2017-11-11T01:11:40.244Z,,,55,,52.4,,64
2017-11-11T01:11:50.243Z,,,55,,52.6,,
2017-11-11T01:12:00.244Z,,,55,,52.6,,
2017-11-11T01:12:15.269Z,1,,55,0,52.6,0,64.3
2017-11-11T01:12:20.243Z,,,55,,52.7,,63.8
2017-11-11T01:12:30.248Z,,,55,,52.7,,61.8
2017-11-11T01:12:40.243Z,,,55,,52.7,,60.9
2017-11-11T01:12:50.243Z,,,55,,52.7,,
2017-11-11T01:13:00.245Z,,,55,,52.7,,60.5
2017-11-11T01:13:10.244Z,,,55,,52.8,,60.6
2017-11-11T01:13:20.244Z,,,55,,52.8,,60.8
2017-11-11T01:13:30.245Z,,,55,,52.8,,60.6
2017-11-11T01:13:40.244Z,,,55,,52.8,,60.2
2017-11-11T01:13:50.243Z,,,55,,52.8,,59.9
2017-11-11T01:14:00.248Z,,,55,,52.8,,59.8
2017-11-11T01:14:10.245Z,,,55,,52.8,,59.5
2017-11-11T01:14:20.243Z,,,55,,52.8,,59.2
2017-11-11T01:14:30.243Z,,,55,,52.7,,58.9
2017-11-11T01:14:40.245Z,,,55,,52.7,,58.7
2017-11-11T01:14:50.243Z,,,55,,52.6,,58.4
2017-11-11T01:15:05.273Z,,,55,,52.6,,58.2
2017-11-11T01:15:10.244Z,,,55,,52.4,,57.8
2017-11-11T01:15:20.244Z,,,55,,52.4,,58
2017-11-11T01:15:30.249Z,,,55,,52.3,,58.1
2017-11-11T01:15:40.246Z,,,55,,52.2,,58.2
2017-11-11T01:15:50.243Z,,,55,,52.2,,58.3
2017-11-11T01:16:00.245Z,,,55,,52.1,,58.4
2017-11-11T01:16:10.246Z,,,55,,52.1,,58.5
2017-11-11T01:16:20.244Z,,,55,,52,,58.6
2017-11-11T01:16:30.244Z,,,55,,51.9,,58.7
2017-11-11T01:16:40.246Z,,,55,,51.8,,59
2017-11-11T01:16:50.244Z,,,55,,51.8,,
2017-11-11T01:17:00.246Z,,,55,,51.7,,
2017-11-11T01:17:10.244Z,,,55,,51.6,,59.1
2017-11-11T01:17:20.244Z,,,55,,51.6,,59.2
2017-11-11T01:17:30.245Z,,,55,,51.4,,
2017-11-11T01:17:40.247Z,,,55,,51.3,,59.3
2017-11-11T01:17:55.264Z,,,55,,51.2,,
2017-11-11T01:18:00.244Z,,,55,,51.2,,59.4
2017-11-11T01:18:10.248Z,,,55,,51.1,,
2017-11-11T01:18:20.244Z,,,55,,51,,59.5
2017-11-11T01:18:30.247Z,,,55,,51,,
2017-11-11T01:18:40.249Z,1,,55,0,50.9,79,59.8
2017-11-11T01:18:50.248Z,,,55,,50.8,74,65.6
2017-11-11T01:19:00.246Z,,,55,,50.8,45,69.1
2017-11-11T01:19:10.244Z,,,55,,50.7,29,66.7
2017-11-11T01:19:21.554Z,,,55,,50.6,,62.7
2017-11-11T01:19:30.245Z,,,55,,50.6,,60.7
2017-11-11T01:19:40.248Z,,,55,,50.4,,58.8
2017-11-11T01:19:50.244Z,,,55,,50.3,,58.5
2017-11-11T01:20:00.245Z,,,55,,50.3,,59
2017-11-11T01:20:10.245Z,,,55,,50.3,,59.2
2017-11-11T01:20:20.250Z,,,55,,50.2,,59.5
2017-11-11T01:20:30.249Z,,,55,,50.2,,
2017-11-11T01:20:40.244Z,,,55,,50.2,,
2017-11-11T01:20:50.250Z,,,55,,50.2,,59.7
2017-11-11T01:21:00.245Z,,,55,,50.2,,59.8
2017-11-11T01:21:10.245Z,,,55,,50.2,,59.9
2017-11-11T01:21:20.248Z,,,55,,50.2,,60
2017-11-11T01:21:30.244Z,,,55,,50.2,,
