Time,PrimT,PrimTSet,HwActive,HwTOutlet,ChActive,ActPow,HwTSet
2017-11-26T03:53:40.093Z,,,,19.3,,,55
2017-11-26T03:53:50.098Z,,,,19.3,,,55
2017-11-26T03:54:00.096Z,,,,19.3,,,55
2017-11-26T03:54:10.098Z,,,,19.3,,,55
2017-11-26T03:54:20.093Z,,,,19.3,,,55
2017-11-26T03:54:30.095Z,,,,19.3,,,55
2017-11-26T03:54:40.093Z,,,,19.3,,,55
2017-11-26T03:54:50.093Z,34.7,,,19.3,,,55
2017-11-26T03:55:01.092Z,,,,19.3,,,55
2017-11-26T03:55:10.093Z,,,,19.3,,,55
2017-11-26T03:55:20.093Z,,,,19.3,,,55
2017-11-26T03:55:30.093Z,,,,19.3,,,55
2017-11-26T03:55:40.094Z,,,,19.3,,,55
2017-11-26T03:55:50.097Z,,,,19.3,,,55
2017-11-26T03:56:00.099Z,,,,19.3,,,55
2017-11-26T03:56:10.094Z,,,,19.3,,,55
2017-11-26T03:56:20.093Z,34.6,,,19.3,,,55
2017-11-26T03:56:30.098Z,,,,19.3,,,55
2017-11-26T03:56:40.097Z,,,,19.3,,,55
2017-11-26T03:56:50.098Z,,,,19.3,,,55
2017-11-26T03:57:00.093Z,,,,19.3,,,55
2017-11-26T03:57:10.094Z,,,,19.1,,,55
2017-11-26T03:57:20.093Z,,,,19.1,,,55
2017-11-26T03:57:30.094Z,,,,19.3,,,55
2017-11-26T03:57:40.093Z,,,,19.1,,,55
2017-11-26T03:57:56.106Z,,,,19.1,,,55
2017-11-26T03:58:00.094Z,34.4,,,19.1,,,55
2017-11-26T03:58:10.093Z,,,,19.1,,,55
2017-11-26T03:58:20.095Z,,,,19.1,,,55
2017-11-26T03:58:30.096Z,,,,19.1,,,55
2017-11-26T03:58:40.098Z,,,,19.1,,,55
2017-11-26T03:58:50.094Z,,,,19.1,,,55
2017-11-26T03:59:00.094Z,,,,19.1,,,55
2017-11-26T03:59:10.094Z,,,,19.1,,,55
2017-11-26T03:59:20.490Z,,,,19.1,,,55
2017-11-26T03:59:30.094Z,34.3,,,19.1,,,55
2017-11-26T03:59:40.094Z,,,,19.1,,,55
2017-11-26T03:59:50.095Z,,,,19.1,,,55
2017-11-26T04:00:00.094Z,,,,19.1,,,55
2017-11-26T04:00:10.094Z,,,,19.1,,,55
2017-11-26T04:00:20.095Z,,,,19.1,,,55
2017-11-26T04:00:30.094Z,,,,19.1,,,55
2017-11-26T04:00:40.095Z,,,,19.1,,,55
2017-11-26T04:00:50.098Z,,,,19.1,,,55
2017-11-26T04:01:00.094Z,34.2,,,19.1,,,55
2017-11-26T04:01:10.096Z,,,,19.1,,,55
2017-11-26T04:01:20.094Z,,,,19.1,,,55
2017-11-26T04:01:30.095Z,,,,18.9,,,55
2017-11-26T04:01:40.094Z,,,,18.9,,,55
2017-11-26T04:01:50.094Z,,,,18.9,,,55
2017-11-26T04:02:00.094Z,,,,18.9,,,55
2017-11-26T04:02:11.092Z,,,,18.9,,,55
2017-11-26T04:02:20.094Z,,,,18.9,,,55
2017-11-26T04:02:30.094Z,34.1,,,18.9,,,55
2017-11-26T04:02:40.094Z,,,,18.9,,,55
2017-11-26T04:02:50.094Z,,,,18.9,,,55
2017-11-26T04:03:00.096Z,,,,18.9,,,55
2017-11-26T04:03:10.096Z,,,,18.9,,,55
2017-11-26T04:03:20.097Z,,,,18.9,,,55
2017-11-26T04:03:30.094Z,,,,18.9,,,55
2017-11-26T04:03:40.097Z,,,,18.9,,,55
2017-11-26T04:03:50.094Z,,,,18.9,,,55
2017-11-26T04:04:00.095Z,,,,18.9,,,55
2017-11-26T04:04:10.099Z,,,,18.9,,,55
2017-11-26T04:04:20.098Z,34,,,18.9,,,55
2017-11-26T04:04:30.095Z,,,,18.9,,,55
2017-11-26T04:04:40.098Z,,,,18.9,,,55
2017-11-26T04:04:50.110Z,,,,18.9,,,55
2017-11-26T04:05:01.087Z,,,,18.9,,,55
2017-11-26T04:05:10.095Z,,,,18.9,,,55
2017-11-26T04:05:20.095Z,,,,18.9,,,55
2017-11-26T04:05:30.098Z,,,,18.9,,,55
2017-11-26T04:05:40.095Z,,,,18.8,,,55
2017-11-26T04:05:50.097Z,34,,,18.9,,,55
2017-11-26T04:06:00.102Z,33.8,,,,,,
2017-11-26T04:06:10.095Z,,,,18.8,,,55
2017-11-26T04:06:20.099Z,,,,18.8,,,55
2017-11-26T04:06:30.094Z,,,,18.8,,,55
2017-11-26T04:06:40.099Z,,,,18.8,,,55
2017-11-26T04:06:50.101Z,,,,18.8,,,55
2017-11-26T04:07:00.114Z,,,,18.8,,,55
2017-11-26T04:07:10.095Z,,,,18.8,,,55
2017-11-26T04:07:30.095Z,33.7,,,18.8,,,55
2017-11-26T04:07:40.095Z,,,,18.8,,,55
2017-11-26T04:07:51.089Z,,,,18.8,,,55
2017-11-26T04:08:00.094Z,,,,18.8,,,55
2017-11-26T04:08:10.095Z,,,,18.8,,,55
2017-11-26T04:08:20.101Z,,,,18.8,,,55
2017-11-26T04:08:30.101Z,,,,18.8,,,55
2017-11-26T04:08:40.095Z,,,,18.8,,,55
2017-11-26T04:08:50.096Z,,,,18.8,,,55
2017-11-26T04:09:00.100Z,33.6,,,18.8,,,55
2017-11-26T04:09:10.096Z,,,,18.8,,,55
2017-11-26T04:09:30.095Z,,,,18.6,,,55
2017-11-26T04:09:40.095Z,,,,18.8,,,55
2017-11-26T04:09:50.095Z,,,,18.8,,,55
2017-11-26T04:10:00.096Z,,,,18.6,,,55
2017-11-26T04:10:10.095Z,,,,18.6,,,55
2017-11-26T04:10:20.095Z,,,,18.6,,,55
2017-11-26T04:10:30.223Z,,,,18.6,,,55
2017-11-26T04:10:41.094Z,,,,18.6,,,55
2017-11-26T04:10:50.097Z,33.5,,,18.6,,,55
2017-11-26T04:11:00.095Z,,,,18.6,,,55
2017-11-26T04:11:10.101Z,,,,18.6,,,55
2017-11-26T04:11:20.098Z,,,,18.6,,,55
2017-11-26T04:11:30.095Z,,,,18.6,,,55
2017-11-26T04:11:40.098Z,,,,18.6,,,55
2017-11-26T04:11:50.095Z,,,,18.6,,,55
2017-11-26T04:12:00.095Z,,,,18.6,,,55
2017-11-26T04:12:10.096Z,,,,18.6,,,55
2017-11-26T04:12:30.096Z,33.3,,,18.6,,,55
2017-11-26T04:12:40.095Z,,,,18.6,,,55
2017-11-26T04:13:00.100Z,,,,18.6,,,55
2017-11-26T04:13:10.095Z,,,,18.6,,,55
2017-11-26T04:13:35.120Z,,,,18.6,,,55
2017-11-26T04:13:40.096Z,,,,18.6,,,55
2017-11-26T04:13:50.096Z,,,,18.6,,,55
2017-11-26T04:14:00.096Z,,,,18.6,,,55
2017-11-26T04:14:10.095Z,33.2,,,18.6,,,55
2017-11-26T04:14:30.096Z,,,,18.4,,,55
2017-11-26T04:14:40.096Z,,,,18.6,,,55
2017-11-26T04:14:50.096Z,,,,18.4,,,55
2017-11-26T04:15:00.095Z,,,,18.4,,,55
2017-11-26T04:15:10.096Z,,,,18.4,,,55
2017-11-26T04:15:30.096Z,,,,18.4,,,55
2017-11-26T04:15:40.096Z,,,,18.4,,,55
2017-11-26T04:15:50.095Z,33.1,,,18.4,,,55
2017-11-26T04:16:00.095Z,,,,18.4,,,55
2017-11-26T04:16:10.096Z,,,,18.4,,,55
2017-11-26T04:16:25.189Z,,,,18.4,,,55
2017-11-26T04:16:30.096Z,,,,18.4,,,55
2017-11-26T04:16:40.096Z,,,,18.4,,,55
2017-11-26T04:16:50.096Z,,,,18.4,,,55
2017-11-26T04:17:00.096Z,,,,18.4,,,55
2017-11-26T04:17:10.096Z,33,,,18.4,,,55
2017-11-26T04:17:20.096Z,33.1,,,,,,
2017-11-26T04:17:30.096Z,33,,,18.4,,,55
2017-11-26T04:17:40.096Z,,,,18.4,,,55
2017-11-26T04:17:51.094Z,,,,18.4,,,55
2017-11-26T04:18:00.096Z,,,,18.4,,,55
2017-11-26T04:18:10.096Z,,,,18.4,,,55
2017-11-26T04:18:30.096Z,,,,18.2,,,55
2017-11-26T04:18:40.096Z,,,,18.4,,,55
2017-11-26T04:19:00.096Z,,,,18.4,,,55
2017-11-26T04:19:20.101Z,33,,,18.4,,,55
2017-11-26T04:19:30.096Z,32.8,,,18.2,,,55
2017-11-26T04:19:40.096Z,,,,18.2,,,55
2017-11-26T04:20:00.096Z,,,,18.2,,,55
2017-11-26T04:20:10.096Z,,,,18.2,,,55
2017-11-26T04:20:30.096Z,,,,18.2,,,55
2017-11-26T04:20:41.088Z,,,,18.2,,,55
2017-11-26T04:20:50.096Z,,,,18.2,,,55
2017-11-26T04:21:00.097Z,32.7,,,18.2,,,55
2017-11-26T04:21:10.096Z,,,,18.2,,,55
2017-11-26T04:21:30.096Z,,,,18.2,,,55
2017-11-26T04:21:40.096Z,,,,18.2,,,55
2017-11-26T04:22:00.102Z,,,,18.2,,,55
2017-11-26T04:22:10.096Z,,,,18.2,,,55
2017-11-26T04:22:20.096Z,,,,18.2,,,55
2017-11-26T04:22:30.096Z,,,,18.2,,,55
2017-11-26T04:22:40.097Z,32.6,,,18.2,,,55
2017-11-26T04:22:50.096Z,,,,18.2,,,55
2017-11-26T04:23:00.096Z,,,,18.2,,,55
2017-11-26T04:23:10.097Z,,,,18.2,,,55
2017-11-26T04:23:31.097Z,,,,18.2,,,55
2017-11-26T04:23:40.096Z,,,,18.2,,,55
2017-11-26T04:24:00.098Z,,,,18.2,,,55
2017-11-26T04:24:10.097Z,,,,18.1,,,55
2017-11-26T04:24:21.143Z,32.5,,,,,,
2017-11-26T04:24:30.098Z,,,,18.1,,,55
2017-11-26T04:24:40.098Z,,,,18.1,,,55
2017-11-26T04:25:00.099Z,,,,18.1,,,55
2017-11-26T04:25:10.101Z,,,,18.1,,,55
2017-11-26T04:25:20.099Z,,,,18.1,,,55
2017-11-26T04:25:30.096Z,,,,18.1,,,55
2017-11-26T04:25:40.100Z,,,,18.1,,,55
2017-11-26T04:26:00.098Z,,,,18.1,,,55
2017-11-26T04:26:10.100Z,32.3,,,18.1,,,55
2017-11-26T04:26:30.097Z,,,,18.1,,,55
2017-11-26T04:26:40.097Z,,,,18.1,,,55
2017-11-26T04:27:00.101Z,,,,18.1,,,55
2017-11-26T04:27:10.100Z,,,,18.1,,,55
2017-11-26T04:27:30.097Z,,,,18.1,,,55
2017-11-26T04:27:40.101Z,,,,18.1,,,55
2017-11-26T04:28:01.088Z,32.2,,,18.1,,,55
2017-11-26T04:28:10.102Z,,,,18.1,,,55
2017-11-26T04:28:30.100Z,,,,17.9,,,55
2017-11-26T04:28:40.101Z,,,,18.1,,,55
2017-11-26T04:29:00.102Z,,,,18.1,,,55
2017-11-26T04:29:11.090Z,,,,17.9,,,55
2017-11-26T04:29:30.101Z,,,,17.9,,,55
2017-11-26T04:29:40.102Z,,,,17.9,,,55
2017-11-26T04:29:50.097Z,32.1,,,,,,
2017-11-26T04:30:00.099Z,,,,17.9,,,55
2017-11-26T04:30:10.103Z,,,,17.9,,,55
2017-11-26T04:30:30.097Z,,,,17.9,,,55
2017-11-26T04:30:40.101Z,,,,17.9,,,55
2017-11-26T04:31:00.103Z,,,,17.9,,,55
2017-11-26T04:31:10.098Z,,,,17.9,,,55
2017-11-26T04:31:30.098Z,32,,,17.9,,,55
2017-11-26T04:31:40.098Z,,,,17.9,,,55
2017-11-26T04:32:05.118Z,,,,17.9,,,55
2017-11-26T04:32:10.098Z,,,,17.9,,,55
2017-11-26T04:32:30.098Z,,,,17.9,,,55
2017-11-26T04:32:40.105Z,,,,17.9,,,55
2017-11-26T04:33:00.098Z,,,,17.9,,,55
2017-11-26T04:33:10.098Z,,,,17.9,,,55
2017-11-26T04:33:30.533Z,31.9,,,17.9,,,55
2017-11-26T04:33:40.098Z,,,,17.9,,,55
2017-11-26T04:33:50.097Z,,,,17.9,,,55
2017-11-26T04:34:00.103Z,,,,17.7,,,55
2017-11-26T04:34:20.104Z,,,,17.7,,,55
2017-11-26T04:34:30.098Z,,,,17.7,,,55
2017-11-26T04:34:40.098Z,,,,17.7,,,55
2017-11-26T04:35:00.098Z,,,,17.7,,,55
2017-11-26T04:35:10.098Z,31.7,5,0,17.7,0,0,55
2017-11-26T04:35:30.100Z,,,,17.7,,,55
2017-11-26T04:35:40.098Z,,,,17.7,,,55
2017-11-26T04:36:00.098Z,,,,17.7,,,55
2017-11-26T04:36:10.103Z,,,,17.7,,,55
2017-11-26T04:36:30.098Z,,,,17.7,,,55
2017-11-26T04:36:40.099Z,,,,17.7,,,55
2017-11-26T04:37:00.098Z,,,,17.7,,,55
2017-11-26T04:37:10.098Z,31.6,,,17.7,,,55
2017-11-26T04:37:30.104Z,,,,17.7,,,55
2017-11-26T04:37:50.098Z,,,,17.7,,,55
2017-11-26T04:38:00.098Z,,,,17.7,,,55
2017-11-26T04:38:20.098Z,,,,17.7,,,55
2017-11-26T04:38:30.098Z,,,,17.7,,,55
2017-11-26T04:38:50.098Z,,,,17.7,,,55
2017-11-26T04:39:00.099Z,31.5,,,17.7,,,55
2017-11-26T04:39:20.098Z,,,,17.7,,,55
2017-11-26T04:39:30.099Z,,,,17.7,,,55
2017-11-26T04:39:50.098Z,,,,17.5,,,55
2017-11-26T04:40:00.098Z,,,,17.5,,,55
2017-11-26T04:40:20.099Z,,,,17.5,,,55
2017-11-26T04:40:30.099Z,,,,17.5,,,55
2017-11-26T04:40:50.101Z,31.4,,,17.5,,,55
2017-11-26T04:41:00.099Z,,,,17.5,,,55
2017-11-26T04:41:20.099Z,,,,17.5,,,55
2017-11-26T04:41:30.099Z,,,,17.5,,,55
2017-11-26T04:41:40.099Z,,,,17.5,,,55
2017-11-26T04:42:01.099Z,,,,17.5,,,55
2017-11-26T04:42:20.098Z,,,,17.5,,,55
2017-11-26T04:42:30.104Z,,,,17.5,,,55
2017-11-26T04:42:50.099Z,31.2,,,17.5,,,55
2017-11-26T04:43:00.099Z,,,,17.5,,,55
2017-11-26T04:43:10.099Z,,,,17.5,,,55
2017-11-26T04:43:30.099Z,,,,17.5,,,55
2017-11-26T04:43:50.099Z,,,,17.5,,,55
2017-11-26T04:44:00.099Z,,,,17.5,,,55
2017-11-26T04:44:20.099Z,,,,17.5,,,55
2017-11-26T04:44:30.099Z,,,,17.5,,,55
2017-11-26T04:44:40.100Z,,,,17.5,,,55
2017-11-26T04:44:51.092Z,31.1,,,17.5,,,55
2017-11-26T04:45:00.100Z,,,,17.5,,,55
2017-11-26T04:45:20.102Z,,,,17.4,,,55
2017-11-26T04:45:30.102Z,,,,17.4,,,55
2017-11-26T04:45:50.100Z,,,,17.4,,,55
2017-11-26T04:46:00.099Z,,,,17.4,,,55
2017-11-26T04:46:20.100Z,,,,17.4,,,55
2017-11-26T04:46:30.099Z,,,,17.4,,,55
2017-11-26T04:46:50.103Z,31,,,17.4,,,55
2017-11-26T04:47:00.100Z,,,,17.4,,,55
2017-11-26T04:47:10.100Z,,,,17.4,,,55
2017-11-26T04:47:20.099Z,,,,17.4,,,55
2017-11-26T04:47:30.100Z,,,,17.4,,,55
2017-11-26T04:47:50.101Z,,,,17.4,,,55
2017-11-26T04:48:00.102Z,,,,17.4,,,55
2017-11-26T04:48:20.099Z,,,,17.4,,,55
2017-11-26T04:48:30.100Z,30.9,,,17.4,,,55
2017-11-26T04:48:40.099Z,31,,,17.4,,,55
2017-11-26T04:48:50.100Z,30.9,,,17.4,,,55
2017-11-26T04:49:00.103Z,,,,17.4,,,55
2017-11-26T04:49:20.100Z,,,,17.4,,,55
2017-11-26T04:49:30.105Z,,,,17.4,,,55
2017-11-26T04:49:50.100Z,,,,17.4,,,55
2017-11-26T04:50:00.104Z,,,,17.4,,,55
2017-11-26T04:50:10.105Z,,,,17.4,,,55
2017-11-26T04:50:20.100Z,30.7,,,17.4,,,55
2017-11-26T04:50:35.378Z,,,,17.4,,,55
2017-11-26T04:50:50.294Z,,,,17.4,,,55
2017-11-26T04:51:00.103Z,,,,17.4,,,55
2017-11-26T04:51:20.103Z,,,,17.4,,,55
2017-11-26T04:51:30.100Z,,,,17.2,,,55
2017-11-26T04:51:50.100Z,,,,17.2,,,55
2017-11-26T04:52:01.210Z,,,,17.2,,,55
2017-11-26T04:52:20.100Z,,,,17.2,,,55
2017-11-26T04:52:30.100Z,,,,17.2,,,55
2017-11-26T04:52:50.105Z,30.6,,,17.2,,,55
2017-11-26T04:53:00.100Z,,,,17.2,,,55
2017-11-26T04:53:20.100Z,,,,17.2,,,55
2017-11-26T04:53:30.101Z,,,,17.2,,,55
2017-11-26T04:53:40.100Z,,,,17.2,,,55
2017-11-26T04:53:50.100Z,,,,17.2,,,55
2017-11-26T04:54:00.101Z,,,,17.2,,,55
2017-11-26T04:54:10.100Z,,,,17.2,,,55
2017-11-26T04:54:20.100Z,,,,17.2,,,55
2017-11-26T04:54:30.100Z,,,,17.2,,,55
2017-11-26T04:54:40.101Z,30.5,,,17.2,,,55
2017-11-26T04:54:51.096Z,,,,17.2,,,55
2017-11-26T04:55:00.100Z,,,,17.2,,,55
2017-11-26T04:55:10.101Z,,,,17.2,,,55
2017-11-26T04:55:20.106Z,,,,17.2,,,55
2017-11-26T04:55:30.100Z,,,,17.2,,,55
2017-11-26T04:55:50.100Z,,,,17.2,,,55
2017-11-26T04:56:00.101Z,,,,17.2,,,55
2017-11-26T04:56:20.105Z,,,,17.2,,,55
2017-11-26T04:56:30.101Z,,,,17.2,,,55
2017-11-26T04:56:40.100Z,30.4,,,,,,
2017-11-26T04:56:50.105Z,,,,17.2,,,55
2017-11-26T04:57:00.101Z,,,,17.2,,,55
2017-11-26T04:57:20.108Z,,,,17.2,,,55
2017-11-26T04:57:30.102Z,,,,17,,,55
2017-11-26T04:57:50.101Z,,,,17.2,,,55
2017-11-26T04:58:00.101Z,,,,17.2,,,55
2017-11-26T04:58:10.101Z,,,,17.2,,,55
2017-11-26T04:58:20.101Z,,,,17,,,55
2017-11-26T04:58:30.104Z,,,,17,,,55
2017-11-26T04:58:40.106Z,30.2,,,17,,,55
2017-11-26T04:58:50.102Z,,,,17,,,55
2017-11-26T04:59:00.101Z,,,,17,,,55
2017-11-26T04:59:10.101Z,,,,17,,,55
2017-11-26T04:59:20.101Z,,,,17,,,55
2017-11-26T04:59:30.101Z,,,,17,,,55
2017-11-26T04:59:40.101Z,,,,17,,,55
2017-11-26T04:59:50.101Z,,,,17,,,55
2017-11-26T05:00:00.101Z,,,,17,,,55
2017-11-26T05:00:10.103Z,,,,17,,,55
2017-11-26T05:00:20.102Z,,,,17,,,55
2017-11-26T05:00:30.101Z,,,,17,,,55
2017-11-26T05:00:50.101Z,30.1,,,17,,,55
2017-11-26T05:01:00.101Z,,,,17,,,55
2017-11-26T05:01:10.101Z,,,,17,,,55
2017-11-26T05:01:20.101Z,,,,17,,,55
2017-11-26T05:01:30.103Z,,,,17,,,55
2017-11-26T05:01:40.101Z,,,,17,,,55
2017-11-26T05:01:50.101Z,,,,17,,,55
2017-11-26T05:02:00.104Z,,,,17,,,55
2017-11-26T05:02:10.101Z,,,,17,,,55
2017-11-26T05:02:20.102Z,,,,17,,,55
2017-11-26T05:02:30.101Z,,,,17,,,55
2017-11-26T05:02:40.101Z,,,,17,,,55
2017-11-26T05:02:50.103Z,,,,17,,,55
2017-11-26T05:03:00.101Z,30,,,17,,,55
2017-11-26T05:03:10.102Z,,,,17,,,55
2017-11-26T05:03:21.099Z,,,,17,,,55
2017-11-26T05:03:30.101Z,,,,17,,,55
2017-11-26T05:03:40.102Z,,,,17,,,55
2017-11-26T05:03:50.243Z,,,,17,,,55
2017-11-26T05:04:00.104Z,,,,17,,,55
2017-11-26T05:04:10.103Z,,,,17,,,55
2017-11-26T05:04:20.101Z,,,,16.8,,,55
2017-11-26T05:04:30.106Z,,,,17,,,55
2017-11-26T05:04:40.102Z,,,,16.8,,,55
2017-11-26T05:04:50.102Z,30,,,17,,,55
2017-11-26T05:05:00.102Z,29.9,,,16.8,,,55
2017-11-26T05:05:10.102Z,,,,16.8,,,55
2017-11-26T05:05:20.101Z,,,,16.8,,,55
2017-11-26T05:05:30.102Z,,,,16.8,,,55
2017-11-26T05:05:40.105Z,,,,16.8,,,55
2017-11-26T05:05:50.102Z,,,,16.8,,,55
2017-11-26T05:06:00.102Z,,,,16.8,,,55
2017-11-26T05:06:15.122Z,,,,16.8,,,55
2017-11-26T05:06:20.102Z,,,,16.8,,,55
2017-11-26T05:06:30.102Z,,,,16.8,,,55
2017-11-26T05:06:40.106Z,,,,16.8,,,55
2017-11-26T05:06:51.093Z,,,,16.8,,,55
2017-11-26T05:07:00.102Z,,,,16.8,,,55
2017-11-26T05:07:10.102Z,,,,16.8,,,55
2017-11-26T05:07:20.101Z,29.7,,,16.8,,,55
2017-11-26T05:07:30.102Z,,,,16.8,,,55
2017-11-26T05:07:40.191Z,,,,16.8,,,55
2017-11-26T05:07:50.103Z,,,,16.8,,,55
2017-11-26T05:08:00.101Z,,,,16.8,,,55
2017-11-26T05:08:10.102Z,,,,16.8,,,55
2017-11-26T05:08:20.102Z,,,,16.8,,,55
2017-11-26T05:08:30.102Z,,,,16.8,,,55
2017-11-26T05:08:40.102Z,,,,16.8,,,55
2017-11-26T05:08:50.102Z,,,,16.8,,,55
2017-11-26T05:09:00.102Z,,,,16.8,,,55
2017-11-26T05:09:10.103Z,,,,16.8,,,55
2017-11-26T05:09:20.102Z,29.6,,,16.8,,,55
2017-11-26T05:09:30.103Z,,,,16.8,,,55
2017-11-26T05:09:40.102Z,,,,16.8,,,55
2017-11-26T05:09:50.103Z,,,,16.8,,,55
2017-11-26T05:10:00.101Z,,,,16.8,,,55
2017-11-26T05:10:10.107Z,,,,16.8,,,55
2017-11-26T05:10:20.102Z,,,,16.8,,,55
2017-11-26T05:10:31.122Z,,,,16.8,,,55
2017-11-26T05:10:40.102Z,,,,16.8,,,55
2017-11-26T05:10:50.102Z,,,,16.8,,,55
2017-11-26T05:11:00.102Z,29.4,,,16.8,,,55
2017-11-26T05:11:10.102Z,29.6,,,16.7,,,55
2017-11-26T05:11:20.102Z,,,,16.8,,,55
2017-11-26T05:11:30.105Z,29.4,,,16.8,,,55
2017-11-26T05:11:40.102Z,,,,16.7,,,55
2017-11-26T05:11:50.102Z,,,,16.7,,,55
2017-11-26T05:12:00.105Z,,,,16.7,,,55
2017-11-26T05:12:10.107Z,,,,16.7,,,55
2017-11-26T05:12:20.102Z,,,,16.7,,,55
2017-11-26T05:12:30.105Z,,,,16.7,,,55
2017-11-26T05:12:40.105Z,,,,16.7,,,55
2017-11-26T05:12:50.106Z,,,,16.7,,,55
2017-11-26T05:13:00.102Z,,,,16.7,,,55
2017-11-26T05:13:10.103Z,,,,16.7,,,55
2017-11-26T05:13:21.105Z,,,,16.7,,,55
2017-11-26T05:13:30.105Z,,,,16.7,,,55
2017-11-26T05:13:40.102Z,,,,16.7,,,55
2017-11-26T05:13:50.104Z,29.3,,,16.7,,,55
2017-11-26T05:14:00.102Z,,,,16.7,,,55
2017-11-26T05:14:10.102Z,,,,16.7,,,55
2017-11-26T05:14:20.107Z,,,,16.7,,,55
2017-11-26T05:14:30.102Z,,,,16.7,,,55
2017-11-26T05:14:40.102Z,,,,16.7,,,55
2017-11-26T05:14:50.107Z,,,,16.7,,,55
2017-11-26T05:15:00.107Z,,,,16.7,,,55
2017-11-26T05:15:10.108Z,,,,16.7,,,55
2017-11-26T05:15:20.107Z,,,,16.7,,,55
2017-11-26T05:15:30.102Z,,,,16.7,,,55
2017-11-26T05:15:40.102Z,,,,16.7,,,55
2017-11-26T05:15:50.107Z,29.2,,,16.7,,,55
2017-11-26T05:16:00.102Z,,,,16.7,,,55
2017-11-26T05:16:11.096Z,,,,16.7,,,55
2017-11-26T05:16:20.103Z,,,,16.7,,,55
2017-11-26T05:16:30.103Z,,,,16.7,,,55
2017-11-26T05:16:40.103Z,,,,16.7,,,55
2017-11-26T05:16:55.197Z,,,,16.7,,,55
2017-11-26T05:17:00.102Z,,,,16.7,,,55
2017-11-26T05:17:10.103Z,,,,16.7,,,55
2017-11-26T05:17:20.103Z,,,,16.7,,,55
2017-11-26T05:17:30.102Z,,,,16.7,,,55
2017-11-26T05:17:40.103Z,,,,16.7,,,55
2017-11-26T05:17:50.103Z,,,,16.7,,,55
2017-11-26T05:18:00.102Z,,,,16.7,,,55
2017-11-26T05:18:10.102Z,29,,,16.7,,,55
2017-11-26T05:18:20.103Z,,,,16.5,,,55
2017-11-26T05:18:30.102Z,,,,16.5,,,55
2017-11-26T05:18:40.102Z,,,,16.7,,,55
2017-11-26T05:18:50.103Z,,,,16.5,,,55
2017-11-26T05:19:01.099Z,,,,16.5,,,55
2017-11-26T05:19:10.103Z,,,,16.5,,,55
2017-11-26T05:19:20.108Z,,,,16.5,,,55
2017-11-26T05:19:30.103Z,,,,16.5,,,55
2017-11-26T05:19:40.110Z,,,,16.5,,,55
2017-11-26T05:19:50.103Z,,,,16.5,,,55
2017-11-26T05:20:00.104Z,,,,16.5,,,55
2017-11-26T05:20:10.103Z,29,,,16.5,,,55
2017-11-26T05:20:20.102Z,28.9,,,16.5,,,55
2017-11-26T05:20:30.103Z,28.9,,,16.5,,,55
2017-11-26T05:20:40.103Z,,,,16.5,,,55
2017-11-26T05:20:50.103Z,,,,16.5,,,55
2017-11-26T05:21:00.103Z,,,,16.5,,,55
2017-11-26T05:21:10.103Z,,,,16.5,,,55
2017-11-26T05:21:20.103Z,,,,16.5,,,55
2017-11-26T05:21:30.103Z,,,,16.5,,,55
2017-11-26T05:21:40.103Z,,,,16.5,,,55
2017-11-26T05:21:52.145Z,,,,16.5,,,55
2017-11-26T05:22:00.102Z,,,,16.5,,,55
2017-11-26T05:22:10.103Z,,,,16.5,,,55
2017-11-26T05:22:20.104Z,,,,16.5,,,55
2017-11-26T05:22:30.103Z,,,,16.5,,,55
2017-11-26T05:22:40.103Z,28.7,,,16.5,,,55
2017-11-26T05:22:50.103Z,,,,16.5,,,55
2017-11-26T05:23:00.103Z,,,,16.5,,,55
2017-11-26T05:23:10.103Z,,,,16.5,,,55
2017-11-26T05:23:20.103Z,,,,16.5,,,55
2017-11-26T05:23:30.103Z,,,,16.5,,,55
2017-11-26T05:23:40.104Z,,,,16.5,,,55
2017-11-26T05:23:50.103Z,,,,16.5,,,55
2017-11-26T05:24:00.104Z,,,,16.5,,,55
2017-11-26T05:24:10.103Z,,,,16.5,,,55
2017-11-26T05:24:20.103Z,,,,16.5,,,55
2017-11-26T05:24:30.103Z,,,,16.5,,,55
2017-11-26T05:24:45.155Z,,,,16.5,,,55
2017-11-26T05:24:50.104Z,,,,16.5,,,55
2017-11-26T05:25:00.105Z,28.6,,,16.5,,,55
2017-11-26T05:25:10.103Z,,,,16.5,,,55
2017-11-26T05:25:20.104Z,,,,16.3,,,55
2017-11-26T05:25:30.103Z,,,,16.3,,,55
2017-11-26T05:25:40.103Z,,,,16.3,,,55
2017-11-26T05:25:50.103Z,,,,16.5,,,55
2017-11-26T05:26:00.104Z,,,,16.5,,,55
2017-11-26T05:26:11.101Z,,,,16.3,,,55
2017-11-26T05:26:20.103Z,,,,16.5,,,55
2017-11-26T05:26:30.103Z,,,,16.3,,,55
2017-11-26T05:26:40.103Z,,,,16.3,,,55
2017-11-26T05:26:50.103Z,,,,16.3,,,55
2017-11-26T05:27:00.104Z,28.5,,,16.3,,,55
2017-11-26T05:27:10.104Z,,,,16.3,,,55
2017-11-26T05:27:20.104Z,28.6,,,16.3,,,55
2017-11-26T05:27:30.103Z,28.5,,,16.3,,,55
2017-11-26T05:27:40.105Z,,,,16.3,,,55
2017-11-26T05:27:50.105Z,,,,16.3,,,55
2017-11-26T05:28:00.103Z,,,,16.3,,,55
