Time,PrimTSet,ActPow,HwActive,PrimT,HwTSet,ChActive,HwTOutlet
2017-12-24T00:28:44.259Z,,,,12.3,55,,12.5
2017-12-24T00:28:54.256Z,,,,12.5,55,,12.5
2017-12-24T00:29:04.334Z,,,,12.3,55,,12.5
2017-12-24T00:29:14.254Z,,,,12.5,55,,12.5
2017-12-24T00:29:24.256Z,,,,12.3,55,,12.5
2017-12-24T00:29:34.254Z,,,,12.5,55,,12.5
2017-12-24T00:29:44.256Z,,,,12.3,55,,12.5
2017-12-24T00:29:54.253Z,,,,,55,,12.5
2017-12-24T00:30:04.343Z,,,,,55,,12.5
2017-12-24T00:30:14.253Z,,,,12.5,55,,12.5
2017-12-24T00:30:24.255Z,,,,12.3,55,,12.5
2017-12-24T00:30:34.253Z,,,,,55,,12.5
2017-12-24T00:30:44.254Z,,,,,55,,12.5
2017-12-24T00:30:54.253Z,,,,,55,,12.5
2017-12-24T00:31:04.344Z,,,,12.5,55,,12.5
2017-12-24T00:31:14.254Z,,,,12.3,55,,12.5
2017-12-24T00:31:24.261Z,,,,,55,,12.5
2017-12-24T00:31:34.258Z,,,,12.5,55,,12.5
2017-12-24T00:31:44.258Z,,,,,55,,12.5
2017-12-24T00:31:54.258Z,,,,12.3,55,,12.5
2017-12-24T00:32:04.352Z,,,,12.5,55,,12.5
2017-12-24T00:32:14.258Z,,,,,55,,12.5
2017-12-24T00:32:24.255Z,,,,12.3,55,,12.5
2017-12-24T00:32:34.255Z,,,,,55,,12.5
2017-12-24T00:32:44.258Z,,,,,55,,12.5
2017-12-24T00:32:55.250Z,,,,12.5,55,,12.5
2017-12-24T00:33:04.334Z,,,,,55,,12.5
2017-12-24T00:33:14.254Z,,,,,55,,12.5
2017-12-24T00:33:24.264Z,,,,,55,,12.5
2017-12-24T00:33:34.259Z,,,,,55,,12.5
2017-12-24T00:33:44.257Z,,,,12.3,55,,12.5
2017-12-24T00:33:54.259Z,,,,,55,,12.5
2017-12-24T00:34:04.345Z,,,,12.5,55,,12.5
2017-12-24T00:34:14.254Z,,,,,55,,12.5
2017-12-24T00:34:24.255Z,,,,12.3,55,,12.5
2017-12-24T00:34:34.254Z,,,,,55,,12.5
2017-12-24T00:34:44.255Z,,,,12.5,55,,12.5
2017-12-24T00:34:54.256Z,,,,12.3,55,,12.5
2017-12-24T00:35:04.334Z,,,,,55,,12.5
2017-12-24T00:35:14.255Z,,,,12.5,55,,12.5
2017-12-24T00:35:24.256Z,,,,12.3,55,,12.5
2017-12-24T00:35:34.254Z,,,,,55,,12.5
2017-12-24T00:35:45.252Z,,,,,55,,12.5
2017-12-24T00:35:54.254Z,,,,,55,,12.5
2017-12-24T00:36:04.334Z,,,,,55,,12.5
2017-12-24T00:36:14.255Z,,,,12.5,55,,12.5
2017-12-24T00:36:24.256Z,,,,12.3,55,,12.5
2017-12-24T00:36:34.255Z,,,,12.5,55,,12.5
2017-12-24T00:36:44.254Z,,,,,55,,12.5
2017-12-24T00:36:54.255Z,,,,12.3,55,,12.5
2017-12-24T00:37:04.335Z,,,,12.5,55,,12.5
2017-12-24T00:37:14.254Z,,,,12.3,55,,12.5
2017-12-24T00:37:24.255Z,,,,,55,,12.5
2017-12-24T00:37:34.258Z,,,,,55,,12.5
2017-12-24T00:37:44.256Z,,,,,55,,12.5
2017-12-24T00:37:54.254Z,,,,,55,,12.5
2017-12-24T00:38:04.350Z,,,,12.5,55,,12.5
2017-12-24T00:38:14.256Z,,,,12.3,55,,12.5
2017-12-24T00:38:24.255Z,,,,,55,,12.5
2017-12-24T00:38:39.279Z,,,,,55,,12.5
2017-12-24T00:38:44.255Z,,,,12.5,55,,12.5
2017-12-24T00:38:54.257Z,,,,12.3,55,,12.5
2017-12-24T00:39:04.345Z,,,,,55,,12.5
2017-12-24T00:39:14.254Z,,,,,55,,12.5
2017-12-24T00:39:24.255Z,,,,12.5,55,,12.5
2017-12-24T00:39:34.255Z,,,,12.3,55,,12.5
2017-12-24T00:39:44.255Z,,,,,55,,12.5
2017-12-24T00:39:54.254Z,,,,,55,,12.5
2017-12-24T00:40:04.352Z,,,,,55,,12.5
2017-12-24T00:40:14.255Z,,,,,55,,12.5
2017-12-24T00:40:24.255Z,,,,,55,,12.5
2017-12-24T00:40:34.255Z,,,,,55,,12.5
2017-12-24T00:40:44.254Z,,,,,55,,12.5
2017-12-24T00:40:54.255Z,,,,,55,,12.5
2017-12-24T00:41:04.347Z,,,,,55,,12.5
2017-12-24T00:41:14.255Z,,,,,55,,12.5
2017-12-24T00:41:29.277Z,,,,,55,,12.5
2017-12-24T00:41:34.255Z,,,,,55,,12.5
2017-12-24T00:41:44.259Z,,,,,55,,12.5
2017-12-24T00:41:54.272Z,,,,,55,,12.5
2017-12-24T00:42:04.345Z,,,,,55,,12.5
2017-12-24T00:42:14.255Z,,,,,55,,12.5
2017-12-24T00:42:24.255Z,,,,,55,,12.5
2017-12-24T00:42:34.257Z,,,,,55,,12.5
2017-12-24T00:42:45.306Z,,,,,55,,12.5
2017-12-24T00:42:54.255Z,,,,,55,,12.5
2017-12-24T00:43:04.335Z,,,,,55,,12.5
2017-12-24T00:43:14.256Z,,,,,55,,12.5
2017-12-24T00:43:24.256Z,,,,,55,,12.5
2017-12-24T00:43:34.255Z,,,,,55,,12.5
2017-12-24T00:43:44.256Z,,,,12.5,55,,12.5
2017-12-24T00:43:54.256Z,,,,12.3,55,,12.5
2017-12-24T00:44:04.335Z,,,,,55,,12.5
2017-12-24T00:44:20.270Z,,,,,55,,12.5
2017-12-24T00:44:24.255Z,,,,,55,,12.5
2017-12-24T00:44:34.256Z,,,,,55,,12.5
2017-12-24T00:44:44.258Z,,,,,55,,12.5
2017-12-24T00:44:54.256Z,,,,,55,,12.5
2017-12-24T00:45:04.349Z,,,,12.5,55,,12.5
2017-12-24T00:45:14.256Z,,,,12.3,55,,12.5
2017-12-24T00:45:24.257Z,,,,,55,,12.5
2017-12-24T00:45:34.256Z,,,,,55,,12.5
2017-12-24T00:45:44.256Z,,,,,55,,12.5
2017-12-24T00:45:54.258Z,,,,,55,,12.5
2017-12-24T00:46:04.345Z,,,,,55,,12.5
2017-12-24T00:46:14.259Z,,,,,55,,12.5
2017-12-24T00:46:24.256Z,,,,12.5,55,,12.5
2017-12-24T00:46:34.260Z,,,,12.3,55,,12.5
2017-12-24T00:46:44.256Z,,,,,55,,12.5
2017-12-24T00:46:54.256Z,,,,,55,,12.5
2017-12-24T00:47:04.345Z,,,,12.5,55,,12.5
2017-12-24T00:47:14.260Z,,,,,55,,12.5
2017-12-24T00:47:24.256Z,,,,12.3,55,,12.5
2017-12-24T00:47:34.258Z,,,,,55,,12.5
2017-12-24T00:47:44.258Z,,,,,55,,12.5
2017-12-24T00:47:54.259Z,,,,,55,,12.5
2017-12-24T00:48:04.350Z,,,,,55,,12.5
2017-12-24T00:48:14.256Z,,,,,55,,12.5
2017-12-24T00:48:24.257Z,,,,,55,,12.5
2017-12-24T00:48:34.256Z,,,,,55,,12.5
2017-12-24T00:48:44.256Z,,,,,55,,12.5
2017-12-24T00:48:54.256Z,,,,,55,,12.5
2017-12-24T00:49:04.336Z,,,,,55,,12.5
2017-12-24T00:49:14.261Z,,,,,55,,12.5
2017-12-24T00:49:24.257Z,,,,,55,,12.5
2017-12-24T00:49:34.260Z,,,,,55,,12.5
2017-12-24T00:49:44.256Z,,,,,55,,12.5
2017-12-24T00:49:54.256Z,,,,,55,,12.5
2017-12-24T00:50:04.339Z,,,,,55,,12.5
2017-12-24T00:50:14.256Z,,,,,55,,12.5
2017-12-24T00:50:24.264Z,,,,,55,,12.5
2017-12-24T00:50:34.260Z,,,,,55,,12.5
2017-12-24T00:50:44.256Z,,,,,55,,12.5
2017-12-24T00:50:54.256Z,,,,,55,,12.5
2017-12-24T00:51:04.347Z,,,,,55,,12.5
2017-12-24T00:51:14.256Z,,,,,55,,12.5
2017-12-24T00:51:25.254Z,,,,,55,,12.5
2017-12-24T00:51:34.262Z,,,,,55,,12.5
2017-12-24T00:51:44.261Z,,,,,55,,12.5
2017-12-24T00:51:54.256Z,,,,,55,,12.5
2017-12-24T00:52:04.346Z,,,,,55,,12.5
2017-12-24T00:52:14.257Z,,,,,55,,12.5
2017-12-24T00:52:24.256Z,,,,,55,,12.5
2017-12-24T00:52:34.256Z,,,,,55,,12.5
2017-12-24T00:52:44.258Z,,,,,55,,12.5
2017-12-24T00:52:54.257Z,,,,,55,,12.5
2017-12-24T00:53:04.349Z,,,,,55,,12.5
2017-12-24T00:53:14.263Z,,,,,55,,12.5
2017-12-24T00:53:24.261Z,,,,,55,,12.5
2017-12-24T00:53:34.257Z,,,,,55,,12.5
2017-12-24T00:53:44.257Z,,,,,55,,12.5
2017-12-24T00:53:54.257Z,,,,,55,,12.5
2017-12-24T00:54:04.347Z,,,,,55,,12.5
2017-12-24T00:54:15.253Z,,,,,55,,12.5
2017-12-24T00:54:24.257Z,,,,,55,,12.5
2017-12-24T00:54:34.257Z,,,,,55,,12.5
2017-12-24T00:54:54.407Z,,,,,55,,12.5
2017-12-24T00:55:04.307Z,,,,,55,,12.5
2017-12-24T00:55:14.256Z,,,,,55,,12.5
2017-12-24T00:55:24.262Z,,,,,55,,12.5
2017-12-24T00:55:34.257Z,,,,,55,,12.5
2017-12-24T00:55:44.257Z,,,,,55,,12.5
2017-12-24T00:55:54.257Z,,,,,55,,12.5
2017-12-24T00:56:04.347Z,,,,,55,,12.5
2017-12-24T00:56:14.257Z,5,0,0,12.3,55,0,12.5
2017-12-24T00:56:24.257Z,,,,,55,,12.5
2017-12-24T00:56:34.257Z,,,,,55,,12.5
2017-12-24T00:56:44.257Z,,,,,55,,12.5
2017-12-24T00:56:54.257Z,,,,,55,,12.5
2017-12-24T00:57:05.367Z,,,,,55,,12.5
2017-12-24T00:57:14.257Z,,,,,55,,12.5
2017-12-24T00:57:24.257Z,,,,,55,,12.5
2017-12-24T00:57:34.257Z,,,,,55,,12.5
2017-12-24T00:57:44.257Z,,,,,55,,12.5
2017-12-24T00:57:54.257Z,,,,,55,,12.5
2017-12-24T00:58:04.347Z,,,,,55,,12.5
2017-12-24T00:58:14.257Z,,,,,55,,12.5
2017-12-24T00:58:24.257Z,,,,,55,,12.5
2017-12-24T00:58:34.258Z,,,,,55,,12.5
2017-12-24T00:58:54.257Z,,,,,55,,12.5
2017-12-24T00:59:04.347Z,,,,,55,,12.5
2017-12-24T00:59:14.258Z,,,,,55,,12.5
2017-12-24T00:59:24.257Z,,,,,55,,12.5
2017-12-24T00:59:34.257Z,,,,,55,,12.5
2017-12-24T00:59:44.262Z,,,,,55,,12.5
2017-12-24T00:59:59.277Z,,,,,55,,12.5
2017-12-24T01:00:04.348Z,,,,,55,,12.5
2017-12-24T01:00:14.260Z,,,,,55,,12.5
2017-12-24T01:00:24.257Z,,,,,55,,12.5
2017-12-24T01:00:34.258Z,,,,,55,,12.5
2017-12-24T01:00:44.257Z,,,,,55,,12.5
2017-12-24T01:00:54.263Z,,,,,55,,12.5
2017-12-24T01:01:04.350Z,,,,,55,,12.5
2017-12-24T01:01:14.258Z,,,,,55,,12.5
2017-12-24T01:01:24.259Z,,,,,55,,12.5
2017-12-24T01:01:34.265Z,,,,,55,,12.5
2017-12-24T01:01:44.257Z,,,,,55,,12.5
2017-12-24T01:01:55.299Z,,,,,55,,12.5
2017-12-24T01:02:04.351Z,,,,,55,,12.5
2017-12-24T01:02:24.258Z,,,,,55,,12.5
2017-12-24T01:02:34.258Z,,,,,55,,12.5
2017-12-24T01:02:54.258Z,,,,,55,,12.5
2017-12-24T01:03:04.340Z,,,,,55,,12.5
2017-12-24T01:03:14.258Z,,,,,55,,12.5
2017-12-24T01:03:24.258Z,,,,,55,,12.5
2017-12-24T01:03:34.258Z,,,,,55,,12.5
2017-12-24T01:03:44.258Z,,,,,55,,12.5
2017-12-24T01:03:54.258Z,,,,,55,,12.5
2017-12-24T01:04:04.339Z,,,,,55,,12.5
2017-12-24T01:04:24.339Z,,,,,55,,12.5
2017-12-24T01:04:34.261Z,,,,,55,,12.5
2017-12-24T01:04:44.258Z,,,,,55,,12.5
2017-12-24T01:04:54.260Z,,,,,55,,12.5
2017-12-24T01:05:04.350Z,,,,,55,,12.5
2017-12-24T01:05:24.264Z,,,,,55,,12.5
2017-12-24T01:05:34.263Z,,,,,55,,12.5
2017-12-24T01:05:44.258Z,,,,,55,,12.5
2017-12-24T01:05:54.259Z,,,,,55,,12.5
2017-12-24T01:06:04.348Z,,,,,55,,12.5
2017-12-24T01:06:24.261Z,,,,,55,,12.5
2017-12-24T01:06:34.264Z,,,,,55,,12.5
2017-12-24T01:06:44.262Z,,,,,55,,12.5
2017-12-24T01:06:54.259Z,,,,,55,,12.5
2017-12-24T01:07:04.354Z,,,,,55,,12.5
2017-12-24T01:07:14.262Z,,,,,55,,12.5
2017-12-24T01:07:24.258Z,,,,,55,,12.5
2017-12-24T01:07:34.259Z,,,,,55,,12.5
2017-12-24T01:07:55.300Z,,,,,55,,12.5
2017-12-24T01:08:04.349Z,,,,,55,,12.5
2017-12-24T01:08:24.259Z,,,,,55,,12.5
2017-12-24T01:08:34.259Z,,,,,55,,12.5
2017-12-24T01:08:54.259Z,,,,,55,,12.5
2017-12-24T01:09:04.339Z,,,,,55,,12.5
2017-12-24T01:09:24.259Z,,,,,55,,12.5
2017-12-24T01:09:34.259Z,,,,,55,,12.5
2017-12-24T01:09:55.254Z,,,,,55,,12.5
2017-12-24T01:10:04.350Z,,,,,55,,12.5
2017-12-24T01:10:14.259Z,,,,,55,,12.5
2017-12-24T01:10:24.259Z,,,,,55,,12.5
2017-12-24T01:10:34.260Z,,,,,55,,12.5
2017-12-24T01:10:44.263Z,,,,,55,,12.5
2017-12-24T01:10:54.260Z,,,,,55,,12.5
2017-12-24T01:11:04.349Z,,,,,55,,12.5
2017-12-24T01:11:14.259Z,,,,,55,,12.5
2017-12-24T01:11:24.260Z,,,,,55,,12.5
2017-12-24T01:11:35.257Z,,,,,55,,12.5
2017-12-24T01:11:54.259Z,,,,,55,,12.5
2017-12-24T01:12:04.350Z,,,,,55,,12.5
2017-12-24T01:12:14.259Z,,,,,55,,12.5
2017-12-24T01:12:24.259Z,,,,,55,,12.5
2017-12-24T01:12:34.260Z,,,,,55,,12.5
2017-12-24T01:12:54.260Z,,,,,55,,12.5
2017-12-24T01:13:04.349Z,,,,,55,,12.5
2017-12-24T01:13:14.260Z,,,,,55,,12.5
2017-12-24T01:13:24.260Z,,,,,55,,12.5
2017-12-24T01:13:34.260Z,,,,,55,,12.5
2017-12-24T01:13:44.260Z,,,,,55,,12.5
2017-12-24T01:13:54.260Z,,,,,55,,12.5
2017-12-24T01:14:04.350Z,,,,,55,,12.5
2017-12-24T01:14:24.260Z,,,,,55,,12.5
2017-12-24T01:14:34.260Z,,,,,55,,12.5
2017-12-24T01:14:54.260Z,,,,,55,,12.5
2017-12-24T01:15:04.349Z,,,,,55,,12.5
2017-12-24T01:15:14.260Z,,,,,55,,12.5
2017-12-24T01:15:24.260Z,,,,,55,,12.5
2017-12-24T01:15:35.252Z,,,,,55,,12.5
2017-12-24T01:15:54.268Z,,,,,55,,12.5
2017-12-24T01:16:04.340Z,,,,,55,,12.5
2017-12-24T01:16:24.260Z,,,,,55,,12.5
2017-12-24T01:16:34.265Z,,,,,55,,12.5
2017-12-24T01:16:54.260Z,,,,,55,,12.5
2017-12-24T01:17:04.350Z,,,,,55,,12.5
2017-12-24T01:17:24.264Z,,,,,55,,12.5
2017-12-24T01:17:34.260Z,,,,,55,,12.5
2017-12-24T01:17:54.261Z,,,,,55,,12.5
2017-12-24T01:18:04.350Z,,,,,55,,12.5
2017-12-24T01:18:14.260Z,,,,,55,,12.5
2017-12-24T01:18:29.280Z,,,,,55,,12.5
2017-12-24T01:18:34.265Z,,,,,55,,12.5
2017-12-24T01:18:54.261Z,,,,,55,,12.5
2017-12-24T01:19:04.351Z,,,,,55,,12.5
2017-12-24T01:19:24.265Z,,,,,55,,12.5
2017-12-24T01:19:34.260Z,,,,,55,,12.5
2017-12-24T01:19:44.260Z,,,,,55,,12.5
2017-12-24T01:19:54.261Z,,,,,55,,12.5
2017-12-24T01:20:04.351Z,,,,,55,,12.5
2017-12-24T01:20:24.261Z,,,,,55,,12.5
2017-12-24T01:20:34.262Z,,,,,55,,12.5
2017-12-24T01:20:54.261Z,,,,,55,,12.5
2017-12-24T01:21:04.341Z,,,,,55,,12.5
2017-12-24T01:21:24.260Z,,,,,55,,12.5
2017-12-24T01:21:34.261Z,,,,,55,,12.5
2017-12-24T01:21:54.372Z,,,,,55,,12.5
2017-12-24T01:22:04.311Z,,,,,55,,12.5
2017-12-24T01:22:24.261Z,,,,,55,,12.5
2017-12-24T01:22:34.264Z,,,,,55,,12.5
2017-12-24T01:22:54.264Z,,,,,55,,12.5
2017-12-24T01:23:04.351Z,,,,,55,,12.5
2017-12-24T01:23:14.261Z,,,,,55,,12.5
2017-12-24T01:23:24.264Z,,,,,55,,12.5
2017-12-24T01:23:34.266Z,,,,,55,,12.5
2017-12-24T01:23:54.261Z,,,,,55,,12.5
2017-12-24T01:24:04.341Z,,,,,55,,12.5
2017-12-24T01:24:24.261Z,,,,,55,,12.5
2017-12-24T01:24:34.261Z,,,,,55,,12.5
2017-12-24T01:24:54.266Z,,,,,55,,12.5
2017-12-24T01:25:04.341Z,,,,,55,,12.5
2017-12-24T01:25:24.271Z,,,,,55,,12.5
2017-12-24T01:25:35.258Z,,,,,55,,12.5
2017-12-24T01:25:54.261Z,,,,,55,,12.5
2017-12-24T01:26:04.351Z,,,,,55,,12.5
2017-12-24T01:26:24.267Z,,,,,55,,12.5
2017-12-24T01:26:34.261Z,,,,,55,,12.5
2017-12-24T01:26:54.262Z,,,,,55,,12.5
