Time,PrimTSet,ActPow,HwActive,PrimT,HwTSet,ChActive,HwTOutlet
2017-12-24T00:00:04.334Z,,,,,55,,12.6
2017-12-24T00:00:14.249Z,,,,,55,,12.6
2017-12-24T00:00:24.249Z,,,,,55,,12.6
2017-12-24T00:00:34.249Z,,,,,55,,12.6
2017-12-24T00:00:44.250Z,,,,,55,,12.6
2017-12-24T00:00:54.249Z,,,,,55,,12.6
2017-12-24T00:01:04.329Z,,,,,55,,12.6
2017-12-24T00:01:14.249Z,,,,,55,,12.6
2017-12-24T00:01:24.249Z,,,,,55,,12.6
2017-12-24T00:01:35.241Z,,,,,55,,12.6
2017-12-24T00:01:44.257Z,,,,,55,,12.6
2017-12-24T00:01:54.249Z,,,,,55,,12.6
2017-12-24T00:02:04.339Z,,,,,55,,12.6
2017-12-24T00:02:14.249Z,,,,,55,,12.5
2017-12-24T00:02:24.250Z,,,,,55,,12.6
2017-12-24T00:02:34.250Z,,,,,55,,12.6
2017-12-24T00:02:44.253Z,,,,,55,,12.5
2017-12-24T00:02:54.249Z,,,,,55,,12.6
2017-12-24T00:03:04.343Z,,,,,55,,12.6
2017-12-24T00:03:14.249Z,,,,,55,,12.5
2017-12-24T00:03:24.251Z,,,,,55,,12.6
2017-12-24T00:03:34.254Z,,,,,55,,12.6
2017-12-24T00:03:44.249Z,,,,,55,,12.5
2017-12-24T00:03:54.250Z,,,,,55,,12.6
2017-12-24T00:04:04.340Z,,,,,55,,12.6
2017-12-24T00:04:14.250Z,,,,,55,,12.6
2017-12-24T00:04:25.251Z,,,,,55,,12.6
2017-12-24T00:04:34.250Z,,,,,55,,12.6
2017-12-24T00:04:44.251Z,,,,,55,,12.6
2017-12-24T00:04:54.254Z,,,,,55,,12.6
2017-12-24T00:05:04.343Z,,,,,55,,12.6
2017-12-24T00:05:14.252Z,,,,,55,,12.6
2017-12-24T00:05:24.251Z,,,,12.3,55,,12.5
2017-12-24T00:05:34.251Z,,,,12.5,55,,12.6
2017-12-24T00:05:44.251Z,,,,12.3,55,,12.6
2017-12-24T00:05:54.251Z,,,,12.5,55,,12.6
2017-12-24T00:06:04.331Z,,,,,55,,12.6
2017-12-24T00:06:14.250Z,,,,12.3,55,,12.6
2017-12-24T00:06:24.250Z,,,,12.5,55,,12.6
2017-12-24T00:06:34.250Z,,,,,55,,12.6
2017-12-24T00:06:44.250Z,,,,,55,,12.6
2017-12-24T00:06:54.250Z,,,,,55,,12.6
2017-12-24T00:07:04.340Z,,,,,55,,12.6
2017-12-24T00:07:19.270Z,,,,,55,,12.6
2017-12-24T00:07:24.255Z,,,,,55,,12.5
2017-12-24T00:07:34.250Z,,,,,55,,12.6
2017-12-24T00:07:44.250Z,,,,,55,,12.6
2017-12-24T00:07:54.250Z,,,,,55,,12.6
2017-12-24T00:08:04.341Z,,,,12.3,55,,12.5
2017-12-24T00:08:14.251Z,,,,12.5,55,,12.6
2017-12-24T00:08:24.250Z,,,,,55,,12.6
2017-12-24T00:08:34.250Z,,,,,55,,12.5
2017-12-24T00:08:45.241Z,,,,,55,,12.6
2017-12-24T00:08:54.250Z,,,,,55,,12.5
2017-12-24T00:09:04.340Z,,,,,55,,12.5
2017-12-24T00:09:14.250Z,,,,12.3,55,,12.5
2017-12-24T00:09:24.252Z,,,,12.5,55,,12.5
2017-12-24T00:09:34.250Z,,,,,55,,12.6
2017-12-24T00:09:44.250Z,,,,,55,,12.6
2017-12-24T00:09:54.250Z,,,,,55,,12.6
2017-12-24T00:10:04.344Z,,,,,55,,12.6
2017-12-24T00:10:14.253Z,,,,,55,,12.5
2017-12-24T00:10:24.257Z,,,,,55,,12.6
2017-12-24T00:10:34.252Z,,,,12.3,55,,12.6
2017-12-24T00:10:44.250Z,,,,,55,,12.6
2017-12-24T00:10:54.252Z,,,,12.5,55,,12.6
2017-12-24T00:11:04.345Z,,,,,55,,12.5
2017-12-24T00:11:14.251Z,,,,,55,,12.6
2017-12-24T00:11:24.252Z,,,,,55,,12.5
2017-12-24T00:11:35.244Z,,,,,55,,12.6
2017-12-24T00:11:44.256Z,,,,12.3,55,,12.6
2017-12-24T00:11:54.255Z,,,,12.5,55,,12.5
2017-12-24T00:12:04.547Z,,,,,55,,12.6
2017-12-24T00:12:14.255Z,,,,12.3,55,,12.6
2017-12-24T00:12:24.252Z,,,,12.5,55,,12.5
2017-12-24T00:12:34.251Z,,,,12.3,55,,12.6
2017-12-24T00:12:44.254Z,,,,,55,,12.6
2017-12-24T00:12:54.251Z,,,,12.5,55,,12.6
2017-12-24T00:13:04.332Z,,,,,55,,12.5
2017-12-24T00:13:14.293Z,,,,,55,,12.5
2017-12-24T00:13:24.251Z,,,,,55,,12.6
2017-12-24T00:13:34.256Z,,,,,55,,12.5
2017-12-24T00:13:44.254Z,,,,,55,,12.6
2017-12-24T00:13:54.251Z,,,,,55,,12.5
2017-12-24T00:14:04.332Z,,,,,55,,12.5
2017-12-24T00:14:14.255Z,,,,,55,,12.5
2017-12-24T00:14:25.249Z,,,,12.3,55,,12.6
2017-12-24T00:14:34.256Z,,,,12.5,55,,12.6
2017-12-24T00:14:44.251Z,,,,,55,,12.6
2017-12-24T00:14:54.251Z,,,,,55,,12.6
2017-12-24T00:15:04.341Z,,,,,55,,12.5
2017-12-24T00:15:14.256Z,,,,12.3,55,,12.5
2017-12-24T00:15:24.254Z,,,,12.5,55,,12.5
2017-12-24T00:15:34.252Z,,,,12.3,55,,12.6
2017-12-24T00:15:44.252Z,,,,12.5,55,,12.5
2017-12-24T00:15:54.256Z,,,,,55,,12.6
2017-12-24T00:16:04.344Z,,,,12.3,55,,12.5
2017-12-24T00:16:14.251Z,,,,12.5,55,,12.5
2017-12-24T00:16:24.257Z,,,,12.3,55,,12.5
2017-12-24T00:16:34.257Z,,,,12.5,55,,12.5
2017-12-24T00:16:44.256Z,,,,,55,,12.5
2017-12-24T00:16:54.251Z,,,,,55,,12.5
2017-12-24T00:17:04.341Z,,,,12.3,55,,12.5
2017-12-24T00:17:15.246Z,,,,12.5,55,,12.6
2017-12-24T00:17:24.257Z,,,,12.3,55,,12.5
2017-12-24T00:17:34.252Z,,,,,55,,12.5
2017-12-24T00:17:44.251Z,,,,12.5,55,,12.6
2017-12-24T00:17:54.257Z,,,,,55,,12.5
2017-12-24T00:18:04.341Z,,,,,55,,12.6
2017-12-24T00:18:14.252Z,,,,,55,,12.6
2017-12-24T00:18:24.257Z,,,,,55,,12.5
2017-12-24T00:18:34.252Z,,,,,55,,12.5
2017-12-24T00:18:44.252Z,,,,12.3,55,,12.5
2017-12-24T00:18:54.252Z,,,,12.5,55,,12.5
2017-12-24T00:19:04.332Z,,,,12.3,55,,12.5
2017-12-24T00:19:14.252Z,,,,12.5,55,,12.5
2017-12-24T00:19:24.252Z,,,,,55,,12.5
2017-12-24T00:19:34.252Z,,,,,55,,12.6
2017-12-24T00:19:44.252Z,,,,,55,,12.5
2017-12-24T00:19:54.252Z,,,,,55,,12.5
2017-12-24T00:20:05.332Z,,,,,55,,12.5
2017-12-24T00:20:14.252Z,,,,,55,,12.5
2017-12-24T00:20:24.252Z,,,,,55,,12.5
2017-12-24T00:20:34.252Z,,,,,55,,12.5
2017-12-24T00:20:44.254Z,,,,12.3,55,,12.5
2017-12-24T00:20:54.252Z,,,,12.5,55,,12.5
2017-12-24T00:21:04.332Z,,,,,55,,12.6
2017-12-24T00:21:14.253Z,,,,,55,,12.5
2017-12-24T00:21:24.252Z,,,,,55,,12.5
2017-12-24T00:21:34.252Z,,,,,55,,12.5
2017-12-24T00:21:44.252Z,,,,,55,,12.5
2017-12-24T00:21:54.252Z,,,,,55,,12.5
2017-12-24T00:22:04.342Z,,,,,55,,12.6
2017-12-24T00:22:14.253Z,,,,12.3,55,,12.5
2017-12-24T00:22:24.252Z,,,,12.5,55,,12.5
2017-12-24T00:22:34.252Z,,,,,55,,12.6
2017-12-24T00:22:44.253Z,,,,,55,,12.5
2017-12-24T00:22:59.273Z,,,,,55,,12.5
2017-12-24T00:23:04.352Z,,,,12.3,55,,12.5
2017-12-24T00:23:14.253Z,,,,12.5,55,,12.5
2017-12-24T00:23:24.261Z,,,,,55,,12.5
2017-12-24T00:23:34.252Z,,,,12.3,55,,12.5
2017-12-24T00:23:44.253Z,,,,12.5,55,,12.5
2017-12-24T00:23:54.252Z,,,,,55,,12.5
2017-12-24T00:24:04.344Z,,,,12.3,55,,12.5
2017-12-24T00:24:14.252Z,,,,,55,,12.5
2017-12-24T00:24:24.265Z,,,,,55,,12.5
2017-12-24T00:24:34.253Z,,,,12.5,55,,12.5
2017-12-24T00:24:44.253Z,,,,,55,,12.6
2017-12-24T00:24:54.256Z,,,,12.3,55,,12.5
2017-12-24T00:25:04.343Z,,,,12.5,55,,12.5
2017-12-24T00:25:14.253Z,,,,,55,,12.5
2017-12-24T00:25:24.253Z,,,,,55,,12.5
2017-12-24T00:25:34.253Z,,,,,55,,12.5
2017-12-24T00:25:49.274Z,,,,12.3,55,,12.5
2017-12-24T00:25:54.259Z,,,,12.5,55,,12.5
2017-12-24T00:26:04.343Z,,,,,55,,12.5
2017-12-24T00:26:14.253Z,,,,12.3,55,,12.5
2017-12-24T00:26:24.254Z,,,,12.5,55,,12.5
2017-12-24T00:26:34.253Z,,,,,55,,12.5
2017-12-24T00:26:44.253Z,,,,,55,,12.5
2017-12-24T00:26:54.253Z,,,,,55,,12.5
2017-12-24T00:27:04.335Z,,,,12.3,55,,12.5
2017-12-24T00:27:14.254Z,,,,12.5,55,,12.5
2017-12-24T00:27:24.256Z,,,,12.3,55,,12.5
2017-12-24T00:27:34.254Z,,,,,55,,12.5
2017-12-24T00:27:44.261Z,,,,12.5,55,,12.5
2017-12-24T00:27:54.253Z,,,,,55,,12.5
2017-12-24T00:28:04.333Z,,,,,55,,12.5
2017-12-24T00:28:14.254Z,,,,,55,,12.5
2017-12-24T00:28:24.255Z,,,,,55,,12.5
2017-12-24T00:28:39.273Z,,,,,55,,12.5
