Time,PrimTSet,ChActive,ActPow,HwTOutlet,HwActive,PrimT,HwTSet
2018-01-20T00:00:02.635Z,,,,45.7,,58.8,55
2018-01-20T00:00:12.603Z,,,,45.8,,59,55
2018-01-20T00:00:22.603Z,,,,45.8,,,55
2018-01-20T00:00:35.712Z,,,,45.8,,59.1,55
2018-01-20T00:00:42.602Z,,,,45.9,,59.2,55
2018-01-20T00:00:52.602Z,,,,46,,59.3,55
2018-01-20T00:01:02.602Z,,,,46,,59.4,55
2018-01-20T00:01:12.602Z,,,,46,,,55
2018-01-20T00:01:22.603Z,,1,0,46.1,0,59.7,55
2018-01-20T00:01:32.602Z,,,,46.1,,58.4,55
2018-01-20T00:01:42.602Z,,,,46.2,,56.9,55
2018-01-20T00:01:52.604Z,,,,46.2,,56.2,55
2018-01-20T00:02:02.602Z,,,,46.4,,56,55
2018-01-20T00:02:12.605Z,,,,46.4,,56,55
2018-01-20T00:02:22.602Z,,,,46.4,,56.3,55
2018-01-20T00:02:32.602Z,,,,46.5,,56.2,55
2018-01-20T00:02:42.603Z,,,,46.5,,55.9,55
2018-01-20T00:02:52.610Z,,,,46.5,,55.6,55
2018-01-20T00:03:02.602Z,,,,46.5,,55.3,55
2018-01-20T00:03:12.602Z,,,,46.5,,55.1,55
2018-01-20T00:03:27.622Z,,,,46.5,,54.8,55
2018-01-20T00:03:32.602Z,,,,46.5,,54.7,55
2018-01-20T00:03:42.608Z,,,,46.5,,54.4,55
2018-01-20T00:03:52.602Z,,,,46.5,,54.2,55
2018-01-20T00:04:02.603Z,,,,46.4,,54,55
2018-01-20T00:04:12.603Z,,,,46.4,,53.9,55
2018-01-20T00:04:22.603Z,,,,46.2,,53.7,55
2018-01-20T00:04:32.602Z,,,,46.2,,53.8,55
2018-01-20T00:04:42.602Z,,,,46.1,,54,55
2018-01-20T00:04:52.604Z,,,,46.1,,54.1,55
2018-01-20T00:05:02.602Z,,,,46,,54.2,55
2018-01-20T00:05:12.602Z,,,,46,,54.3,55
2018-01-20T00:05:22.603Z,,,,45.9,,54.4,55
2018-01-20T00:05:32.603Z,,,,45.9,,54.6,55
2018-01-20T00:05:42.603Z,,,,45.8,,54.7,55
2018-01-20T00:05:52.603Z,,,,45.8,,,55
2018-01-20T00:06:02.602Z,,,,45.7,,54.8,55
2018-01-20T00:06:17.779Z,,,,45.7,,54.9,55
2018-01-20T00:06:22.605Z,,,,45.6,,,55
2018-01-20T00:06:32.603Z,,,,45.6,,55,55
2018-01-20T00:06:48.621Z,,,,45.5,,,55
2018-01-20T00:06:52.610Z,,,,45.5,,55.1,55
2018-01-20T00:07:02.603Z,,,,45.3,,,55
2018-01-20T00:07:12.603Z,,,,45.2,,55.2,55
2018-01-20T00:07:22.603Z,,,,45.2,,,55
2018-01-20T00:07:32.603Z,,,,45.1,,55.3,55
2018-01-20T00:07:42.603Z,,,,45.1,,,55
2018-01-20T00:07:52.629Z,,,,45,,55.5,55
2018-01-20T00:08:02.603Z,,,,45,,,55
2018-01-20T00:08:12.602Z,,,,44.9,,,55
2018-01-20T00:08:22.603Z,,,,44.9,,55.6,55
2018-01-20T00:08:32.603Z,,,,44.8,,,55
2018-01-20T00:08:42.605Z,,,,44.7,,,55
2018-01-20T00:08:52.603Z,,,,44.7,,,55
2018-01-20T00:09:07.623Z,,,,44.5,,,55
2018-01-20T00:09:12.634Z,,,,44.5,,55.7,55
2018-01-20T00:09:22.604Z,,,,44.4,,,55
2018-01-20T00:09:32.603Z,,,,44.4,,,55
2018-01-20T00:09:42.620Z,,,,44.3,,,55
2018-01-20T00:09:52.603Z,,1,79,44.3,0,56.2,55
2018-01-20T00:10:02.603Z,,,70,44.2,,61.4,55
2018-01-20T00:10:12.603Z,,,37,44.1,,64.5,55
2018-01-20T00:10:22.603Z,,,29,44.1,,60.4,55
2018-01-20T00:10:32.967Z,,,,44,,56.4,55
2018-01-20T00:10:42.610Z,,,,44,,53.9,55
2018-01-20T00:10:52.606Z,,,,44,,52.9,55
2018-01-20T00:11:02.603Z,,,,43.9,,52.5,55
2018-01-20T00:11:12.603Z,,,,43.9,,53.4,55
2018-01-20T00:11:22.603Z,,,,43.9,,54.1,55
2018-01-20T00:11:32.604Z,,,,43.9,,54.3,55
2018-01-20T00:11:42.608Z,,1,0,43.7,0,54.5,55
2018-01-20T00:11:52.604Z,,,,43.9,,53.9,55
2018-01-20T00:12:02.603Z,,,,43.9,,52.6,55
2018-01-20T00:12:12.604Z,,,,43.9,,51.1,55
2018-01-20T00:12:22.603Z,,,,43.9,,50.7,55
2018-01-20T00:12:32.604Z,,,,43.9,,50.6,55
2018-01-20T00:12:42.603Z,,,,43.9,,51,55
2018-01-20T00:12:52.605Z,,,,43.9,,51.1,55
2018-01-20T00:13:02.604Z,,,,43.9,,50.9,55
2018-01-20T00:13:12.604Z,,,,43.9,,50.7,55
2018-01-20T00:13:22.605Z,,,,43.9,,50.3,55
2018-01-20T00:13:32.604Z,,,,43.9,,50.1,55
2018-01-20T00:13:42.603Z,,,,43.9,,49.9,55
2018-01-20T00:13:52.604Z,,,,43.9,,49.8,55
2018-01-20T00:14:02.603Z,,,,43.9,,49.5,55
2018-01-20T00:14:12.604Z,,,,43.9,,49.4,55
2018-01-20T00:14:22.605Z,,,,43.9,,49.2,55
2018-01-20T00:14:32.605Z,,,,43.7,,49.1,55
2018-01-20T00:14:42.605Z,,,,43.7,,49,55
2018-01-20T00:14:52.604Z,,,,43.6,,49,55
2018-01-20T00:15:02.604Z,,,,43.6,,49.1,55
2018-01-20T00:15:12.604Z,,,,43.5,,49.2,55
2018-01-20T00:15:22.606Z,,,,43.5,,49.3,55
2018-01-20T00:15:32.604Z,,,,43.4,,49.4,55
2018-01-20T00:15:42.604Z,,,,43.4,,49.5,55
2018-01-20T00:15:52.604Z,,,,43.3,,,55
2018-01-20T00:16:02.606Z,,,,43.3,,49.7,55
2018-01-20T00:16:13.604Z,,,,43.2,,49.8,55
2018-01-20T00:16:22.606Z,,,,43.2,,49.9,55
2018-01-20T00:16:32.604Z,,,,43.1,,,55
2018-01-20T00:16:42.604Z,,,,43,,50,55
2018-01-20T00:16:52.604Z,,,,43,,,55
2018-01-20T00:17:02.607Z,,,,42.8,,50.1,55
2018-01-20T00:17:12.604Z,,,,42.8,,,55
2018-01-20T00:17:22.603Z,,,,42.7,,50.2,55
2018-01-20T00:17:32.604Z,,,,42.6,,,55
2018-01-20T00:17:42.604Z,,,,42.6,,50.3,55
2018-01-20T00:17:52.605Z,,,,42.5,,,55
2018-01-20T00:18:02.605Z,,,,42.5,,,55
2018-01-20T00:18:12.604Z,,,,42.4,,50.4,55
2018-01-20T00:18:22.604Z,,,,42.4,,,55
2018-01-20T00:18:32.608Z,,,,42.3,,,55
2018-01-20T00:18:42.604Z,,,,42.2,,50.6,55
2018-01-20T00:18:52.604Z,,,,42.2,,,55
2018-01-20T00:19:03.598Z,,,,42,,,55
2018-01-20T00:19:12.604Z,,,,42,,50.7,55
2018-01-20T00:19:22.604Z,,,,41.9,,,55
2018-01-20T00:19:32.604Z,,,,41.9,,,55
2018-01-20T00:19:42.606Z,,,,41.8,,,55
2018-01-20T00:19:52.604Z,,,,41.7,,,55
2018-01-20T00:20:03.646Z,,,,41.7,,,55
2018-01-20T00:20:12.604Z,,1,,41.6,0,50.8,55
2018-01-20T00:20:22.604Z,,,80,41.6,,55.4,55
2018-01-20T00:20:32.605Z,,,39,41.5,,60.1,55
2018-01-20T00:20:42.604Z,,,29,41.4,,58.2,55
2018-01-20T00:20:52.604Z,,,,41.4,,53.6,55
2018-01-20T00:21:02.604Z,,,,41.2,,50.8,55
2018-01-20T00:21:12.605Z,,,,41.2,,49.9,55
2018-01-20T00:21:22.610Z,,,,41.1,,49.1,55
2018-01-20T00:21:32.613Z,,,,41.1,,50,55
2018-01-20T00:21:42.606Z,,,,41.1,,50.6,55
2018-01-20T00:21:57.625Z,,,,41,,50.9,55
2018-01-20T00:22:02.615Z,,,,41,,51,55
2018-01-20T00:22:12.608Z,,,,41,,,55
2018-01-20T00:22:22.615Z,,,,41,,51.2,55
2018-01-20T00:22:32.605Z,,,,41,,51.4,55
2018-01-20T00:22:42.605Z,,,,41,,51.5,55
2018-01-20T00:22:52.605Z,,,,41,,51.6,55
2018-01-20T00:23:02.606Z,,,,41,,51.8,55
2018-01-20T00:23:12.606Z,,,,41,,51.9,55
2018-01-20T00:23:22.630Z,,,,41.1,,52,55
2018-01-20T00:23:32.606Z,,,,41.1,,52.2,55
2018-01-20T00:23:42.604Z,,,,41.1,,52.3,55
2018-01-20T00:23:52.605Z,,,,41.2,,52.5,55
2018-01-20T00:24:02.605Z,,,,41.2,,52.6,55
2018-01-20T00:24:12.608Z,,,,41.2,,52.8,55
2018-01-20T00:24:23.651Z,,,,41.4,,53,55
2018-01-20T00:24:32.605Z,,,,41.4,,53.1,55
2018-01-20T00:24:47.629Z,,,,41.5,,53.3,55
2018-01-20T00:24:52.605Z,,,,41.5,,53.4,55
2018-01-20T00:25:02.606Z,,,,41.6,,53.5,55
2018-01-20T00:25:12.605Z,,,,41.6,,53.6,55
2018-01-20T00:25:22.605Z,,,,41.7,,53.7,55
2018-01-20T00:25:32.609Z,,,,41.7,,54,55
2018-01-20T00:25:42.605Z,,,,41.8,,54.1,55
2018-01-20T00:25:52.606Z,,,,41.9,,54.2,55
2018-01-20T00:26:02.607Z,,,,41.9,,54.3,55
2018-01-20T00:26:13.599Z,,,,41.9,,54.5,55
2018-01-20T00:26:22.605Z,,,,42,,54.7,55
2018-01-20T00:26:32.608Z,,,,42.2,,54.8,55
2018-01-20T00:26:42.605Z,,,,42.2,,54.9,55
2018-01-20T00:26:52.605Z,,,,42.3,,55,55
2018-01-20T00:27:02.605Z,,,,42.3,,55.1,55
2018-01-20T00:27:12.606Z,,,,42.4,,55.2,55
2018-01-20T00:27:22.614Z,,,,42.4,,55.3,55
2018-01-20T00:27:37.626Z,,,,42.5,,55.5,55
2018-01-20T00:27:42.607Z,,,,42.6,,55.6,55
2018-01-20T00:27:52.605Z,,,,42.6,,55.7,55
2018-01-20T00:28:02.605Z,,,,42.7,,55.8,55
2018-01-20T00:28:12.605Z,,,,42.7,,55.9,55
2018-01-20T00:28:22.607Z,,,,42.8,,56,55
2018-01-20T00:28:32.606Z,,,,43,,56.3,55
2018-01-20T00:28:42.606Z,,,,43,,56.4,55
2018-01-20T00:28:52.606Z,,,,43.1,,,55
2018-01-20T00:29:02.605Z,,,,43.2,,56.5,55
2018-01-20T00:29:12.606Z,,,,43.2,,56.6,55
2018-01-20T00:29:22.605Z,,,,43.3,,56.7,55
2018-01-20T00:29:32.606Z,,,,43.4,,56.9,55
2018-01-20T00:29:42.606Z,,,,43.4,,57,55
2018-01-20T00:29:52.606Z,,,,43.5,,57.1,55
2018-01-20T00:30:02.608Z,,,,43.5,,57.2,55
2018-01-20T00:30:12.607Z,,,,43.6,,57.3,55
2018-01-20T00:30:22.606Z,,,,43.7,,57.4,55
2018-01-20T00:30:32.606Z,,,,43.7,,,55
2018-01-20T00:30:42.606Z,,,,43.9,,57.6,55
2018-01-20T00:30:52.606Z,,,,44,,57.7,55
2018-01-20T00:31:02.615Z,,,,44,,57.8,55
2018-01-20T00:31:12.607Z,,,,44.1,,57.9,55
2018-01-20T00:31:22.607Z,,,,44.1,,58,55
2018-01-20T00:31:32.608Z,,,,44.2,,,55
2018-01-20T00:31:42.608Z,,,,44.2,,58.1,55
2018-01-20T00:31:52.606Z,,1,0,44.3,0,58.4,55
2018-01-20T00:32:02.608Z,,,,44.4,,57.8,55
2018-01-20T00:32:12.618Z,,,,44.4,,55.9,55
2018-01-20T00:32:22.606Z,,,,44.5,,54.9,55
2018-01-20T00:32:32.606Z,,,,44.5,,54.5,55
2018-01-20T00:32:42.606Z,,,,44.7,,54.4,55
2018-01-20T00:32:52.606Z,,,,44.7,,54.7,55
2018-01-20T00:33:02.606Z,,,,44.8,,54.9,55
2018-01-20T00:33:12.606Z,,,,44.8,,54.7,55
2018-01-20T00:33:22.606Z,,,,44.9,,54.4,55
2018-01-20T00:33:32.606Z,,,,44.9,,54.1,55
2018-01-20T00:33:42.608Z,,,,44.9,,53.9,55
2018-01-20T00:33:52.606Z,,,,44.9,,53.6,55
2018-01-20T00:34:02.607Z,,,,44.9,,53.3,55
2018-01-20T00:34:12.606Z,,,,44.9,,53.1,55
2018-01-20T00:34:22.606Z,,,,44.9,,53,55
2018-01-20T00:34:32.606Z,,,,44.8,,52.8,55
2018-01-20T00:34:42.607Z,,,,44.8,,52.7,55
2018-01-20T00:34:52.606Z,,,,44.8,,52.4,55
2018-01-20T00:35:02.607Z,,,,44.7,,,55
2018-01-20T00:35:12.608Z,,,,44.7,,52.7,55
2018-01-20T00:35:22.606Z,,,,44.5,,52.8,55
2018-01-20T00:35:32.606Z,,,,44.5,,53,55
2018-01-20T00:35:42.606Z,,,,44.5,,,55
2018-01-20T00:35:52.611Z,,,,44.4,,53.1,55
2018-01-20T00:36:02.607Z,,,,44.4,,53.2,55
2018-01-20T00:36:12.606Z,,,,44.3,,53.3,55
2018-01-20T00:36:22.607Z,,,,44.3,,53.4,55
2018-01-20T00:36:32.606Z,,,,44.2,,53.6,55
2018-01-20T00:36:42.607Z,,,,44.2,,,55
2018-01-20T00:36:52.607Z,,,,44.1,,53.7,55
2018-01-20T00:37:02.606Z,,,,44.1,,,55
2018-01-20T00:37:12.606Z,,,,44,,53.8,55
2018-01-20T00:37:22.624Z,,,,44,,53.9,55
2018-01-20T00:37:38.657Z,,,,43.9,,,55
2018-01-20T00:37:42.607Z,,,,43.9,,54,55
2018-01-20T00:37:52.607Z,,,,43.7,,,55
2018-01-20T00:38:02.607Z,,,,43.7,,,55
2018-01-20T00:38:12.608Z,,,,43.7,,54.1,55
2018-01-20T00:38:22.607Z,,,,43.6,,,55
2018-01-20T00:38:32.607Z,,,,43.6,,54.2,55
2018-01-20T00:38:42.607Z,,,,43.5,,,55
2018-01-20T00:38:52.607Z,,,,43.4,,,55
2018-01-20T00:39:02.607Z,,,,43.4,,,55
2018-01-20T00:39:12.607Z,,,,43.4,,54.3,55
2018-01-20T00:39:22.607Z,,,,43.3,,,55
2018-01-20T00:39:32.607Z,,,,43.3,,,55
2018-01-20T00:39:42.607Z,,,,43.2,,54.4,55
2018-01-20T00:39:52.608Z,,,,43.2,,,55
2018-01-20T00:40:02.607Z,,,,43.1,,,55
2018-01-20T00:40:12.607Z,,,,43.1,,,55
2018-01-20T00:40:27.627Z,,,,43,,,55
2018-01-20T00:40:32.608Z,,,,43,,,55
2018-01-20T00:40:42.607Z,,,,42.8,,,55
2018-01-20T00:40:52.607Z,,,,42.8,,,55
2018-01-20T00:41:02.607Z,,,,42.7,,54.6,55
2018-01-20T00:41:12.608Z,,,,42.7,,,55
2018-01-20T00:41:22.607Z,,,,42.6,,,55
2018-01-20T00:41:32.609Z,,,,42.6,,,55
2018-01-20T00:41:42.608Z,,,,42.5,,,55
2018-01-20T00:41:52.607Z,,,,42.5,,,55
2018-01-20T00:42:02.607Z,,,,42.4,,,55
2018-01-20T00:42:12.607Z,,,,42.4,,,55
2018-01-20T00:42:22.607Z,,,,42.3,,,55
2018-01-20T00:42:32.608Z,,,,42.3,,,55
2018-01-20T00:42:42.609Z,,,,42.2,,,55
2018-01-20T00:42:52.608Z,,,,42.2,,,55
2018-01-20T00:43:02.608Z,,,,42,,,55
2018-01-20T00:43:17.628Z,,,,42,,,55
2018-01-20T00:43:22.608Z,,,,41.9,,,55
2018-01-20T00:43:32.607Z,,,,41.9,,54.4,55
2018-01-20T00:43:42.607Z,,,,41.8,,54.6,55
2018-01-20T00:43:52.607Z,,,,41.8,,54.4,55
2018-01-20T00:44:02.607Z,,,,41.7,,,55
2018-01-20T00:44:12.609Z,,,,41.7,,,55
2018-01-20T00:44:22.609Z,,,,41.7,,,55
2018-01-20T00:44:32.607Z,,,,41.6,,,55
2018-01-20T00:44:43.606Z,,,,41.6,,,55
2018-01-20T00:44:52.607Z,,,,41.5,,,55
2018-01-20T00:45:02.607Z,,,,41.5,,,55
2018-01-20T00:45:12.608Z,,,,41.4,,,55
2018-01-20T00:45:22.608Z,,1,80,41.4,0,55.1,55
2018-01-20T00:45:32.608Z,,,74,41.2,,59.2,55
2018-01-20T00:45:42.608Z,,,29,41.2,,61.9,55
2018-01-20T00:45:52.608Z,,,,41.1,,57.8,55
2018-01-20T00:46:02.608Z,,,,41.1,,52.6,55
2018-01-20T00:46:12.608Z,,,,41.1,,50.3,55
2018-01-20T00:46:22.608Z,,,,41,,48.9,55
2018-01-20T00:46:32.608Z,,,,41,,49,55
2018-01-20T00:46:42.607Z,,,,40.9,,50,55
2018-01-20T00:46:52.609Z,,,,40.9,,50.5,55
2018-01-20T00:47:02.609Z,,,,40.9,,50.7,55
2018-01-20T00:47:12.611Z,,,,40.9,,,55
2018-01-20T00:47:22.608Z,,,,40.9,,,55
2018-01-20T00:47:32.609Z,,,,40.9,,50.8,55
2018-01-20T00:47:42.615Z,,,,40.9,,50.9,55
2018-01-20T00:47:52.608Z,,,,40.9,,51.1,55
2018-01-20T00:48:02.608Z,,,,40.9,,51.2,55
2018-01-20T00:48:12.629Z,,,,40.9,,51.5,55
2018-01-20T00:48:22.624Z,,,,40.9,,51.6,55
2018-01-20T00:48:32.622Z,,,,41,,51.7,55
2018-01-20T00:48:42.608Z,,,,41,,51.9,55
2018-01-20T00:48:52.610Z,,,,41,,52,55
2018-01-20T00:49:02.608Z,,,,41,,52.3,55
2018-01-20T00:49:12.608Z,,,,41.1,,52.4,55
2018-01-20T00:49:22.608Z,,,,41.1,,52.5,55
2018-01-20T00:49:32.608Z,,,,41.1,,52.6,55
2018-01-20T00:49:42.611Z,,,,41.2,,52.8,55
2018-01-20T00:49:52.609Z,,,,41.2,,53,55
2018-01-20T00:50:02.608Z,,,,41.2,,53.2,55
2018-01-20T00:50:12.608Z,,,,41.4,,53.3,55
2018-01-20T00:50:23.605Z,,,,41.4,,53.4,55
2018-01-20T00:50:32.609Z,,,,41.5,,53.6,55
2018-01-20T00:50:42.608Z,,,,41.5,,53.7,55
2018-01-20T00:50:52.608Z,,,,41.6,,53.9,55
2018-01-20T00:51:02.608Z,,,,41.6,,54,55
2018-01-20T00:51:12.608Z,,,,41.7,,54.1,55
2018-01-20T00:51:22.609Z,75,1,29,41.7,0,54.2,55
2018-01-20T00:51:32.608Z,,,,41.8,,54.3,55
2018-01-20T00:51:42.612Z,,,,41.8,,54.5,55
2018-01-20T00:51:52.610Z,,,,41.9,,54.7,55
2018-01-20T00:52:02.608Z,,,,41.9,,54.8,55
2018-01-20T00:52:12.608Z,,,,42,,54.9,55
2018-01-20T00:52:22.611Z,,,,42,,55,55
2018-01-20T00:52:32.608Z,,,,42.2,,55.1,55
2018-01-20T00:52:42.609Z,,,,42.2,,55.2,55
2018-01-20T00:52:52.609Z,,,,42.3,,55.3,55
2018-01-20T00:53:02.609Z,,,,42.4,,55.6,55
2018-01-20T00:53:13.600Z,,,,42.4,,55.7,55
2018-01-20T00:53:22.610Z,,,,42.5,,55.8,55
2018-01-20T00:53:32.610Z,,,,42.5,,55.9,55
2018-01-20T00:53:42.609Z,,,,42.6,,,55
2018-01-20T00:53:52.609Z,,,,42.7,,56,55
2018-01-20T00:54:02.610Z,,,,42.7,,56.2,55
2018-01-20T00:54:12.618Z,,,,42.8,,56.3,55
2018-01-20T00:54:22.609Z,,,,42.8,,56.4,55
2018-01-20T00:54:32.620Z,,,,43,,56.5,55
2018-01-20T00:54:42.611Z,,,,43,,56.6,55
2018-01-20T00:54:52.610Z,,,,43.1,,56.7,55
2018-01-20T00:55:02.609Z,,,,43.2,,56.9,55
2018-01-20T00:55:12.609Z,,,,43.2,,57,55
2018-01-20T00:55:22.609Z,,,,43.3,,,55
2018-01-20T00:55:32.612Z,,,,43.3,,57.1,55
2018-01-20T00:55:42.609Z,,,,43.4,,57.2,55
2018-01-20T00:55:52.610Z,,,,43.5,,57.3,55
2018-01-20T00:56:07.629Z,,,,43.5,,57.4,55
2018-01-20T00:56:12.612Z,,,,43.6,,57.6,55
2018-01-20T00:56:22.609Z,,,,43.7,,,55
2018-01-20T00:56:32.632Z,,,,43.7,,57.7,55
2018-01-20T00:56:42.610Z,,,,43.9,,57.8,55
2018-01-20T00:56:52.610Z,,,,43.9,,57.9,55
2018-01-20T00:57:02.611Z,,1,0,44,0,57.8,55
2018-01-20T00:57:12.610Z,,,,44.1,,56.4,55
2018-01-20T00:57:22.609Z,,,,44.1,,54.8,55
2018-01-20T00:57:32.643Z,,,,44.2,,54.4,55
2018-01-20T00:57:42.610Z,,,,44.2,,54.2,55
2018-01-20T00:57:52.609Z,,,,44.3,,54.3,55
2018-01-20T00:58:02.610Z,,,,44.3,,54.8,55
2018-01-20T00:58:12.609Z,,,,44.4,,54.6,55
2018-01-20T00:58:22.609Z,,,,44.4,,54.2,55
2018-01-20T00:58:32.609Z,,,,44.4,,53.9,55
2018-01-20T00:58:42.609Z,,,,44.5,,53.7,55
2018-01-20T00:58:52.721Z,,,,44.5,,53.4,55
2018-01-20T00:59:02.610Z,,,,44.5,,53.1,55
2018-01-20T00:59:12.609Z,,,,44.4,,52.9,55
2018-01-20T00:59:22.610Z,,,,44.4,,52.8,55
2018-01-20T00:59:32.611Z,,,,44.4,,52.6,55
2018-01-20T00:59:42.611Z,,,,44.4,,52.4,55
2018-01-20T00:59:52.610Z,,,,44.4,,52.2,55
2018-01-20T01:00:02.610Z,,,,44.3,,52.1,55
2018-01-20T01:00:12.610Z,,,,44.3,,52.3,55
2018-01-20T01:00:23.601Z,,,,44.2,,52.4,55
2018-01-20T01:00:32.628Z,,,,44.2,,52.6,55
2018-01-20T01:00:42.611Z,,,,44.2,,52.8,55
2018-01-20T01:00:52.610Z,,,,44.1,,52.9,55
2018-01-20T01:01:02.611Z,,,,44.1,,53,55
2018-01-20T01:01:12.610Z,,,,44,,,55
2018-01-20T01:01:22.610Z,,,,44,,53.1,55
2018-01-20T01:01:32.611Z,,,,43.9,,53.2,55
2018-01-20T01:01:42.610Z,,,,43.9,,,55
2018-01-20T01:01:52.610Z,,,,43.7,,53.3,55
2018-01-20T01:02:02.609Z,,,,43.7,,53.4,55
2018-01-20T01:02:12.614Z,,,,43.7,,,55
2018-01-20T01:02:22.612Z,,,,43.6,,53.6,55
2018-01-20T01:02:32.612Z,,,,43.6,,,55
2018-01-20T01:02:42.616Z,,,,43.5,,53.7,55
2018-01-20T01:02:52.610Z,,,,43.5,,,55
2018-01-20T01:03:02.609Z,,,,43.4,,53.8,55
2018-01-20T01:03:12.619Z,,,,43.4,,,55
2018-01-20T01:03:22.610Z,,,,43.3,,53.9,55
2018-01-20T01:03:32.611Z,,,,43.3,,,55
2018-01-20T01:03:42.613Z,,,,43.2,,,55
2018-01-20T01:03:52.610Z,,,,43.2,,54,55
2018-01-20T01:04:02.610Z,,,,43.2,,,55
2018-01-20T01:04:12.611Z,,,,43.1,,,55
2018-01-20T01:04:22.610Z,,,,43.1,,54.1,55
2018-01-20T01:04:32.610Z,,,,43,,,55
2018-01-20T01:04:42.610Z,,,,43,,,55
2018-01-20T01:04:52.610Z,,,,42.8,,,55
2018-01-20T01:05:02.611Z,,,,42.8,,,55
2018-01-20T01:05:12.612Z,,,,42.7,,54.2,55
2018-01-20T01:05:22.612Z,,,,42.7,,,55
2018-01-20T01:05:32.614Z,,1,79,42.6,0,56.8,55
2018-01-20T01:05:42.611Z,,,51,42.6,,62.3,55
2018-01-20T01:05:52.610Z,,,29,42.5,,61.6,55
2018-01-20T01:06:02.610Z,,,,42.5,,57,55
2018-01-20T01:06:12.610Z,,,,42.4,,53.6,55
2018-01-20T01:06:22.615Z,,,,42.4,,52.2,55
2018-01-20T01:06:32.612Z,,,,42.4,,51.4,55
2018-01-20T01:06:42.614Z,,,,42.3,,51.9,55
2018-01-20T01:06:52.622Z,,,,42.3,,52.8,55
2018-01-20T01:07:02.611Z,,,,42.3,,53.2,55
2018-01-20T01:07:12.610Z,,,,42.3,,53.3,55
2018-01-20T01:07:22.610Z,,,,42.3,,,55
2018-01-20T01:07:32.610Z,,,,42.3,,,55
2018-01-20T01:07:42.612Z,,,,42.3,,53.4,55
2018-01-20T01:07:52.617Z,,,,42.3,,53.5,55
2018-01-20T01:08:02.622Z,,,,42.3,,53.7,55
2018-01-20T01:08:12.610Z,,,,42.3,,53.9,55
2018-01-20T01:08:22.610Z,,,,42.4,,54,55
2018-01-20T01:08:32.616Z,,,,42.4,,54.1,55
2018-01-20T01:08:42.612Z,,,,42.4,,54.2,55
2018-01-20T01:08:53.602Z,,,,42.5,,54.3,55
2018-01-20T01:09:02.610Z,,,,42.5,,54.4,55
2018-01-20T01:09:12.611Z,,,,42.6,,54.7,55
2018-01-20T01:09:22.611Z,,,,42.6,,,55
2018-01-20T01:09:32.611Z,,,,42.6,,54.9,55
2018-01-20T01:09:42.615Z,,,,42.7,,55,55
2018-01-20T01:09:52.611Z,,,,42.7,,55.1,55
2018-01-20T01:10:02.612Z,,,,42.8,,55.2,55
2018-01-20T01:10:12.611Z,,,,42.8,,55.3,55
2018-01-20T01:10:22.611Z,,,,43,,55.5,55
2018-01-20T01:10:32.612Z,,,,43,,55.7,55
2018-01-20T01:10:42.613Z,,,,43.1,,55.8,55
2018-01-20T01:10:52.613Z,,,,43.1,,,55
2018-01-20T01:11:02.612Z,,,,43.2,,56,55
2018-01-20T01:11:12.612Z,,,,43.2,,,55
2018-01-20T01:11:22.610Z,,,,43.3,,56.2,55
2018-01-20T01:11:32.616Z,,,,43.3,,56.4,55
2018-01-20T01:11:47.631Z,,,,43.4,,,55
2018-01-20T01:11:52.614Z,,,,43.4,,56.5,55
2018-01-20T01:12:02.612Z,,,,43.5,,56.6,55
2018-01-20T01:12:12.620Z,,,,43.5,,56.7,55
2018-01-20T01:12:22.611Z,,,,43.6,,56.9,55
2018-01-20T01:12:32.611Z,,,,43.6,,57,55
2018-01-20T01:12:42.611Z,,,,43.7,,57.1,55
2018-01-20T01:12:52.612Z,,,,43.7,,57.2,55
2018-01-20T01:13:02.613Z,,,,43.9,,57.3,55
2018-01-20T01:13:12.618Z,,,,43.9,,57.4,55
2018-01-20T01:13:22.611Z,,,,44,,57.6,55
2018-01-20T01:13:32.611Z,,,,44,,,55
2018-01-20T01:13:42.612Z,,,,44.1,,57.7,55
2018-01-20T01:13:52.614Z,,,,44.2,,57.8,55
2018-01-20T01:14:02.612Z,,,,44.2,,57.9,55
2018-01-20T01:14:12.611Z,,,,44.3,,58,55
2018-01-20T01:14:22.612Z,,,,44.3,,,55
2018-01-20T01:14:37.631Z,,1,0,44.4,0,58.2,55
2018-01-20T01:14:42.611Z,,,,44.5,,56.8,55
2018-01-20T01:14:52.611Z,,,,44.5,,55.5,55
2018-01-20T01:15:02.611Z,,,,44.7,,54.6,55
2018-01-20T01:15:12.612Z,,,,44.7,,54.5,55
2018-01-20T01:15:22.612Z,,,,44.8,,54.6,55
2018-01-20T01:15:32.612Z,,,,,,54.9,
2018-01-20T01:15:42.613Z,,,,44.9,,54.8,55
2018-01-20T01:15:52.613Z,,,,44.9,,54.6,55
2018-01-20T01:16:03.636Z,,,,44.9,,54.2,55
2018-01-20T01:16:12.614Z,,,,44.9,,53.9,55
2018-01-20T01:16:22.611Z,,,,45,,53.7,55
2018-01-20T01:16:32.612Z,,,,44.9,,53.4,55
2018-01-20T01:16:42.612Z,,,,44.9,,53.2,55
2018-01-20T01:16:52.614Z,,,,44.9,,53,55
2018-01-20T01:17:02.612Z,,,,44.9,,52.9,55
2018-01-20T01:17:12.612Z,,,,44.9,,52.7,55
2018-01-20T01:17:22.613Z,,,,44.8,,52.6,55
