Time,HwTOutlet,PrimT,ActPow,HwTSet,HwActive,ChActive,PrimTSet
2017-12-10T00:00:01.584Z,54.6,67.2,,55,,,
2017-12-10T00:00:11.575Z,54.6,,,55,,,
2017-12-10T00:00:21.576Z,54.4,,,55,,,
2017-12-10T00:00:31.576Z,54.4,,,55,,,
2017-12-10T00:00:41.576Z,54.4,67.4,,55,,,
2017-12-10T00:00:51.576Z,54.4,,,55,,,
2017-12-10T00:01:01.645Z,54.3,,,55,,,
2017-12-10T00:01:11.576Z,54.3,,,55,,,
2017-12-10T00:01:21.576Z,54.2,,,55,,,
2017-12-10T00:01:31.576Z,54.2,,,55,,,
2017-12-10T00:01:41.576Z,54.1,,,55,,,
2017-12-10T00:01:51.577Z,54.1,68.4,79,55,0,2,
2017-12-10T00:02:05.681Z,54,72,76,55,,,
2017-12-10T00:02:11.576Z,54,70.5,29,55,,,
2017-12-10T00:02:21.577Z,54,63.3,,55,,,
2017-12-10T00:02:32.624Z,53.9,58.8,,55,,,
2017-12-10T00:02:41.576Z,53.8,56.9,,55,,,
2017-12-10T00:02:51.575Z,53.8,56,,55,,,
2017-12-10T00:03:01.575Z,53.8,56.1,,55,,,
2017-12-10T00:03:11.576Z,53.7,57,,55,,,
2017-12-10T00:03:21.581Z,53.7,56.9,,55,,,
2017-12-10T00:03:31.579Z,53.6,56.4,,55,,,
2017-12-10T00:03:42.572Z,53.6,56.3,,55,,,
2017-12-10T00:03:51.577Z,53.4,,,55,,,
2017-12-10T00:04:01.576Z,53.4,56.5,,55,,,
2017-12-10T00:04:11.714Z,53.4,56.7,,55,,,
2017-12-10T00:04:21.581Z,53.3,56.9,,55,,,
2017-12-10T00:04:31.576Z,53.3,57,,55,,,
2017-12-10T00:04:41.576Z,53.2,57.1,,55,,,
2017-12-10T00:04:56.597Z,53.2,57.3,,55,,,
2017-12-10T00:05:01.578Z,53.1,57.4,,55,,,
2017-12-10T00:05:11.576Z,53.1,57.7,,55,,,
2017-12-10T00:05:21.576Z,53,57.8,,55,,,
2017-12-10T00:05:31.577Z,53,58,,55,,,
2017-12-10T00:05:41.576Z,52.9,58.1,,55,,,
2017-12-10T00:05:51.577Z,52.9,58.3,,55,,,
2017-12-10T00:06:01.605Z,52.8,58.4,,55,,,
2017-12-10T00:06:11.576Z,52.8,58.5,,55,,,
2017-12-10T00:06:21.576Z,52.7,58.6,,55,,,
2017-12-10T00:06:31.579Z,52.7,58.8,,55,,,
2017-12-10T00:06:41.584Z,52.6,59,,55,,,
2017-12-10T00:06:51.576Z,52.6,59.1,,55,,,
2017-12-10T00:07:01.577Z,52.4,59.2,,55,,,
2017-12-10T00:07:11.578Z,52.4,59.3,,55,,,
2017-12-10T00:07:21.576Z,52.3,,,55,,,
2017-12-10T00:07:31.577Z,52.3,59.4,,55,,,
2017-12-10T00:07:46.602Z,52.2,59.5,,55,,,
2017-12-10T00:07:51.580Z,52.1,59.7,,55,,,
2017-12-10T00:08:01.576Z,52.1,59.8,,55,,,
2017-12-10T00:08:11.577Z,52,59.9,,55,,,
2017-12-10T00:08:21.576Z,52,60,,55,,,
2017-12-10T00:08:31.577Z,52,,,55,,,
2017-12-10T00:08:41.577Z,51.9,60.1,,55,,,
2017-12-10T00:08:51.577Z,51.9,60.2,,55,,,
2017-12-10T00:09:01.577Z,51.9,60.4,,55,,,
2017-12-10T00:09:11.577Z,51.8,,,55,,,
2017-12-10T00:09:21.577Z,51.8,60.5,,55,,,
2017-12-10T00:09:31.582Z,51.8,60.6,,55,,,
2017-12-10T00:09:41.577Z,51.8,60.7,,55,,,
2017-12-10T00:09:51.577Z,51.7,,,55,,,
2017-12-10T00:10:01.577Z,51.7,60.9,,55,,,
2017-12-10T00:10:11.577Z,51.7,61,,55,,,
2017-12-10T00:10:21.577Z,51.7,,,55,,,
2017-12-10T00:10:36.597Z,51.7,61.1,,55,,,
2017-12-10T00:10:41.577Z,51.6,,,55,,,
2017-12-10T00:10:51.577Z,51.6,61.2,,55,,,
2017-12-10T00:11:01.577Z,51.6,,,55,,,
2017-12-10T00:11:11.577Z,51.6,61.4,,55,,,
2017-12-10T00:11:21.577Z,51.6,,,55,,,
2017-12-10T00:11:31.578Z,51.6,61.5,,55,,,
2017-12-10T00:11:41.577Z,51.6,,,55,,,
2017-12-10T00:11:51.577Z,51.7,61.6,,55,,,
2017-12-10T00:12:01.667Z,51.7,,,55,,,
2017-12-10T00:12:11.577Z,51.7,,,55,,,
2017-12-10T00:12:21.578Z,51.7,61.8,,55,,,
2017-12-10T00:12:31.579Z,51.7,61.6,0,55,0,2,
2017-12-10T00:12:41.576Z,51.7,59.9,,55,,,
2017-12-10T00:12:51.578Z,51.7,58.6,,55,,,
2017-12-10T00:13:01.577Z,51.7,58.2,,55,,,
2017-12-10T00:13:11.577Z,51.7,57.8,,55,,,
2017-12-10T00:13:21.577Z,51.7,57.9,,55,,,
2017-12-10T00:13:31.578Z,51.7,58.2,,55,,,
2017-12-10T00:13:41.578Z,51.7,57.8,,55,,,
2017-12-10T00:13:51.578Z,51.7,57.5,,55,,,
2017-12-10T00:14:01.578Z,51.7,56.9,,55,,,
2017-12-10T00:14:11.578Z,51.7,56.8,,55,,,
2017-12-10T00:14:21.582Z,51.6,56.5,,55,,,
2017-12-10T00:14:31.578Z,51.6,56.2,,55,,,
2017-12-10T00:14:41.577Z,51.4,55.9,,55,,,
2017-12-10T00:14:51.578Z,51.4,55.6,,55,,,
2017-12-10T00:15:01.577Z,51.3,56.2,79,55,0,2,
2017-12-10T00:15:12.610Z,51.3,64.5,62,55,,,
2017-12-10T00:15:21.577Z,51.2,68,33,55,,,
2017-12-10T00:15:31.577Z,51.1,65.7,29,55,,,
2017-12-10T00:15:41.578Z,51.1,62.9,,55,,,
2017-12-10T00:15:51.582Z,51,60.8,,55,,,
2017-12-10T00:16:01.578Z,,58.9,,,,,
2017-12-10T00:16:11.578Z,50.9,58.5,,55,,,
2017-12-10T00:16:21.578Z,50.8,59.1,,55,,,
2017-12-10T00:16:31.577Z,50.8,59.5,,55,,,
2017-12-10T00:16:41.580Z,50.8,59.7,,55,,,
2017-12-10T00:16:51.578Z,50.7,59.8,,55,,,
2017-12-10T00:17:01.578Z,50.7,59.9,,55,,,
2017-12-10T00:17:11.584Z,50.6,59.9,,55,,,
2017-12-10T00:17:21.579Z,50.6,60,,55,,,
2017-12-10T00:17:31.578Z,50.6,,,55,,,
2017-12-10T00:17:42.579Z,50.4,60.1,,55,,,
2017-12-10T00:17:51.578Z,50.4,,,55,,,
2017-12-10T00:18:01.578Z,50.4,,,55,,,
2017-12-10T00:18:11.578Z,50.4,60.2,,55,,,
2017-12-10T00:18:21.578Z,50.4,,,55,,,
2017-12-10T00:18:31.578Z,50.4,,,55,,,
2017-12-10T00:18:41.578Z,50.4,,,55,,,
2017-12-10T00:18:51.644Z,50.4,60.5,0,55,0,2,
2017-12-10T00:19:01.584Z,50.4,59.9,,55,,,
2017-12-10T00:19:11.586Z,50.4,58.6,,55,,,
2017-12-10T00:19:21.580Z,50.4,57.3,,55,,,
2017-12-10T00:19:31.581Z,50.4,56.8,,55,,,
2017-12-10T00:19:41.577Z,50.4,56.6,,55,,,
2017-12-10T00:19:51.578Z,50.4,56.7,,55,,,
2017-12-10T00:20:01.578Z,50.4,56.9,,55,,,
2017-12-10T00:20:11.583Z,50.4,56.7,,55,,,
2017-12-10T00:20:22.621Z,50.4,56.2,,55,,,
2017-12-10T00:20:36.598Z,50.3,55.9,,55,,,
2017-12-10T00:20:41.579Z,50.3,55.7,,55,,,
2017-12-10T00:20:51.578Z,50.3,55.3,,55,,,
2017-12-10T00:21:01.578Z,50.2,55.1,,55,,,
2017-12-10T00:21:11.578Z,50.2,54.9,,55,,,
2017-12-10T00:21:21.578Z,50.1,54.7,,55,,,
2017-12-10T00:21:31.578Z,50,54.4,,55,,,
2017-12-10T00:21:41.578Z,50,54.2,,55,,,
2017-12-10T00:21:51.578Z,49.9,53.9,,55,,,
2017-12-10T00:22:01.579Z,49.9,,,55,,,
2017-12-10T00:22:11.584Z,49.8,54,,55,,,
2017-12-10T00:22:21.578Z,49.7,54.2,,55,,,
2017-12-10T00:22:31.580Z,49.7,54.3,,55,,,
2017-12-10T00:22:41.579Z,49.5,54.4,,55,,,
2017-12-10T00:22:51.578Z,49.4,54.6,,55,,,
2017-12-10T00:23:01.579Z,49.3,54.7,,55,,,
2017-12-10T00:23:11.581Z,49.3,,,55,,,
2017-12-10T00:23:26.599Z,49.2,54.8,,55,,,
2017-12-10T00:23:31.579Z,49.1,54.9,,55,,,
2017-12-10T00:23:41.584Z,49,55,,55,,,
2017-12-10T00:23:51.579Z,48.9,,,55,,,
2017-12-10T00:24:01.578Z,48.9,55.1,,55,,,
2017-12-10T00:24:11.582Z,48.7,,,55,,,
2017-12-10T00:24:21.580Z,48.6,55.2,,55,,,
2017-12-10T00:24:31.581Z,48.5,,,55,,,
2017-12-10T00:24:41.579Z,48.4,55.3,,55,,,
2017-12-10T00:24:51.581Z,48.4,,,55,,,
2017-12-10T00:25:01.581Z,48.3,55.5,,55,,,
2017-12-10T00:25:11.579Z,48.2,,,55,,,
2017-12-10T00:25:21.580Z,48.1,55.6,,55,,,
2017-12-10T00:25:31.585Z,48,,,55,0,2,
2017-12-10T00:25:41.583Z,48,61,77,55,,,
2017-12-10T00:25:51.581Z,47.8,65.2,39,55,,,
2017-12-10T00:26:01.584Z,47.7,62.8,29,55,,,
2017-12-10T00:26:16.599Z,47.6,59.2,,55,,,
2017-12-10T00:26:21.582Z,47.6,55.9,,55,,,
2017-12-10T00:26:31.579Z,47.5,54.6,,55,,,
2017-12-10T00:26:41.579Z,47.4,53.8,,55,,,
2017-12-10T00:26:51.581Z,47.4,54.4,,55,,,
2017-12-10T00:27:01.579Z,47.3,55,,55,,,
2017-12-10T00:27:11.580Z,47.3,,,55,,,
2017-12-10T00:27:21.585Z,47.2,54.9,,55,,,
2017-12-10T00:27:31.580Z,47.2,54.9,29,55,0,2,75
2017-12-10T00:27:41.583Z,47,55,,55,,,
2017-12-10T00:27:51.580Z,47,55.1,,55,,,
2017-12-10T00:28:01.580Z,47,,,55,,,
2017-12-10T00:28:11.580Z,46.9,55.2,,55,,,
2017-12-10T00:28:21.579Z,46.9,,,55,,,
2017-12-10T00:28:31.579Z,46.9,55.3,,55,,,
2017-12-10T00:28:41.579Z,46.8,,,55,,,
2017-12-10T00:28:51.579Z,46.8,55.5,,55,,,
2017-12-10T00:29:01.579Z,46.8,,,55,,,
2017-12-10T00:29:11.585Z,46.8,55.6,,55,,,
2017-12-10T00:29:21.580Z,46.7,,,55,,,
2017-12-10T00:29:31.581Z,46.7,55.7,,55,,,
2017-12-10T00:29:41.582Z,46.7,55.8,,55,,,
2017-12-10T00:29:51.579Z,46.7,55.9,,55,,,
2017-12-10T00:30:01.579Z,46.7,56,,55,,,
2017-12-10T00:30:11.579Z,46.7,,,55,,,
2017-12-10T00:30:21.582Z,46.7,56.2,,55,,,
2017-12-10T00:30:31.580Z,46.7,56.3,,55,,,
2017-12-10T00:30:41.585Z,46.7,,,55,,,
2017-12-10T00:30:51.579Z,46.7,56.4,,55,,,
2017-12-10T00:31:01.582Z,46.7,56.5,,55,,,
2017-12-10T00:31:11.585Z,46.7,56.6,,55,,,
2017-12-10T00:31:21.585Z,46.7,56.7,,55,,,
2017-12-10T00:31:31.579Z,46.7,,,55,,,
2017-12-10T00:31:41.583Z,46.7,56.9,,55,,,
2017-12-10T00:31:51.582Z,46.7,57,,55,,,
2017-12-10T00:32:01.580Z,46.7,57.1,,55,,,
2017-12-10T00:32:11.579Z,46.7,57.2,,55,,,
2017-12-10T00:32:21.579Z,46.8,,,55,,,
2017-12-10T00:32:31.580Z,46.8,57.3,,55,,,
2017-12-10T00:32:41.580Z,46.8,57.4,,55,,,
2017-12-10T00:32:51.583Z,46.8,,,55,,,
2017-12-10T00:33:01.580Z,46.8,57.6,,55,,,
2017-12-10T00:33:11.584Z,46.8,57.7,,55,,,
2017-12-10T00:33:22.576Z,46.9,57.8,,55,,,
2017-12-10T00:33:31.580Z,46.9,57.9,,55,,,
2017-12-10T00:33:41.584Z,46.9,58,,55,,,
2017-12-10T00:33:51.580Z,46.9,58.1,,55,,,
2017-12-10T00:34:01.584Z,46.9,,,55,,,
2017-12-10T00:34:11.583Z,47,58.3,,55,,,
2017-12-10T00:34:21.580Z,47,58.4,,55,,,
2017-12-10T00:34:31.581Z,47,58.5,,55,,,
2017-12-10T00:34:41.585Z,47,58.6,,55,,,
2017-12-10T00:34:51.580Z,47.2,58.7,,55,,,
2017-12-10T00:35:01.579Z,47.2,58.8,,55,,,
2017-12-10T00:35:11.584Z,47.2,,,55,,,
2017-12-10T00:35:21.580Z,47.2,59,,55,,,
2017-12-10T00:35:31.584Z,47.3,59.1,,55,,,
2017-12-10T00:35:41.580Z,47.3,,,55,,,
2017-12-10T00:35:51.580Z,47.3,59.2,,55,,,
2017-12-10T00:36:01.584Z,47.4,59.3,,55,,,
2017-12-10T00:36:12.580Z,47.4,59.5,0,55,,,
2017-12-10T00:36:21.580Z,47.4,58.7,,55,0,2,
2017-12-10T00:36:31.580Z,47.5,57.5,,55,,,
2017-12-10T00:36:41.585Z,47.5,56.4,,55,,,
2017-12-10T00:36:51.580Z,47.5,55.9,,55,,,
2017-12-10T00:37:01.583Z,47.5,55.9,,55,,,
2017-12-10T00:37:11.580Z,47.6,56.1,,55,,,
2017-12-10T00:37:21.581Z,47.6,56.4,,55,,,
2017-12-10T00:37:31.581Z,47.6,55.9,,55,,,
2017-12-10T00:37:41.580Z,47.6,55.7,,55,,,
2017-12-10T00:37:51.584Z,47.6,55.3,,55,,,
2017-12-10T00:38:01.586Z,47.6,55.1,,55,,,
2017-12-10T00:38:11.582Z,47.6,54.9,,55,,,
2017-12-10T00:38:21.582Z,47.6,54.7,,55,,,
2017-12-10T00:38:31.585Z,47.6,54.6,,55,,,
2017-12-10T00:38:41.582Z,47.5,54.3,,55,,,
2017-12-10T00:38:51.584Z,47.5,54.1,,55,,,
2017-12-10T00:39:06.680Z,47.5,54,,55,,,
2017-12-10T00:39:11.585Z,47.4,53.8,,55,,,
2017-12-10T00:39:21.580Z,47.3,53.9,,55,,,
2017-12-10T00:39:31.585Z,47.3,54,,55,,,
2017-12-10T00:39:41.585Z,47.2,54.1,,55,,,
2017-12-10T00:39:51.581Z,47.2,54.3,,55,,,
2017-12-10T00:40:01.586Z,47,54.4,,55,,,
2017-12-10T00:40:11.580Z,47,,,55,,,
2017-12-10T00:40:21.585Z,46.9,54.7,,55,,,
2017-12-10T00:40:31.591Z,46.8,,,55,,,
2017-12-10T00:40:41.581Z,46.8,54.8,,55,,,
2017-12-10T00:40:51.582Z,46.7,54.9,,55,,,
2017-12-10T00:41:01.580Z,46.7,55,,55,,,
2017-12-10T00:41:11.582Z,46.6,,,55,,,
2017-12-10T00:41:21.587Z,46.5,55.1,,55,,,
2017-12-10T00:41:31.586Z,46.5,,,55,,,
2017-12-10T00:41:41.585Z,46.4,55.2,,55,,,
2017-12-10T00:41:57.308Z,46.2,,,55,,,
2017-12-10T00:42:01.581Z,46.2,55.3,,55,,,
2017-12-10T00:42:11.581Z,46.1,,,55,,,
2017-12-10T00:42:21.587Z,46.1,55.5,,55,,,
2017-12-10T00:42:31.581Z,46,,,55,,,
2017-12-10T00:42:41.580Z,45.9,,,55,,,
2017-12-10T00:42:51.581Z,45.9,55.6,,55,,,
2017-12-10T00:43:01.582Z,45.8,,,55,,,
2017-12-10T00:43:11.581Z,45.7,55.7,,55,,,
2017-12-10T00:43:22.581Z,45.7,,,55,,,
2017-12-10T00:43:31.589Z,45.6,,,55,,,
2017-12-10T00:43:41.583Z,45.5,56.3,79,55,0,2,
2017-12-10T00:43:51.581Z,45.5,62.5,68,55,,,
2017-12-10T00:44:01.583Z,45.3,65.1,30,55,,,
2017-12-10T00:44:11.581Z,45.2,61.7,29,55,,,
2017-12-10T00:44:21.581Z,45.2,57.6,,55,,,
2017-12-10T00:44:31.581Z,45.1,55.6,,55,,,
2017-12-10T00:44:47.021Z,45.1,54.4,,55,,,
2017-12-10T00:44:51.582Z,45,53.9,,55,,,
2017-12-10T00:45:01.581Z,45,54.8,,55,,,
2017-12-10T00:45:11.581Z,45,55.1,,55,,,
2017-12-10T00:45:21.583Z,45,,,55,,,
2017-12-10T00:45:31.582Z,44.9,55,,55,,,
2017-12-10T00:45:41.582Z,44.9,55.1,,55,,,
2017-12-10T00:45:51.582Z,44.9,55.2,,55,,,
2017-12-10T00:46:01.652Z,44.9,55.3,,55,,,
2017-12-10T00:46:12.575Z,44.9,55.5,,55,,,
2017-12-10T00:46:21.581Z,45,55.6,,55,,,
2017-12-10T00:46:31.582Z,45,55.7,,55,,,
2017-12-10T00:46:41.581Z,45,55.8,,55,,,
2017-12-10T00:46:51.582Z,45,55.9,,55,,,
2017-12-10T00:47:01.582Z,45,56,,55,,,
2017-12-10T00:47:11.582Z,45,56.2,,55,,,
2017-12-10T00:47:21.581Z,45.1,56.3,,55,,,
2017-12-10T00:47:31.582Z,45.1,56.4,,55,,,
2017-12-10T00:47:41.582Z,45.1,56.5,,55,,,
2017-12-10T00:47:51.585Z,45.1,56.6,,55,,,
2017-12-10T00:48:01.583Z,45.2,56.7,,55,,,
2017-12-10T00:48:11.582Z,45.2,57,,55,,,
2017-12-10T00:48:21.582Z,45.2,,,55,,,
2017-12-10T00:48:31.582Z,45.3,57.1,,55,,,
2017-12-10T00:48:41.584Z,45.3,57.2,,55,,,
2017-12-10T00:48:51.582Z,45.3,57.3,,55,,,
2017-12-10T00:49:01.663Z,45.5,57.4,,55,,,
2017-12-10T00:49:11.582Z,45.5,57.6,,55,,,
2017-12-10T00:49:21.582Z,45.5,57.7,,55,,,
2017-12-10T00:49:31.582Z,45.6,57.8,,55,,,
2017-12-10T00:49:41.582Z,45.6,57.9,,55,,,
2017-12-10T00:49:51.583Z,45.6,58,,55,,,
2017-12-10T00:50:01.582Z,45.7,58.1,,55,,,
2017-12-10T00:50:11.587Z,45.7,58.3,,55,,,
2017-12-10T00:50:21.582Z,45.8,58.4,,55,,,
2017-12-10T00:50:31.590Z,45.8,58.5,,55,,,
2017-12-10T00:50:41.582Z,45.8,58.6,,55,,,
2017-12-10T00:50:51.583Z,45.9,,,55,,,
2017-12-10T00:51:01.582Z,45.9,58.7,,55,,,
2017-12-10T00:51:11.582Z,46,58.8,,55,,,
2017-12-10T00:51:21.582Z,46,59,,55,,,
2017-12-10T00:51:31.582Z,46.1,,,55,,,
2017-12-10T00:51:41.582Z,46.1,59.1,,55,,,
2017-12-10T00:51:52.575Z,46.2,59.2,,55,,,
2017-12-10T00:52:01.582Z,46.2,59.3,,55,,,
2017-12-10T00:52:11.587Z,46.2,59.4,,55,,,
2017-12-10T00:52:21.587Z,46.4,59.5,,55,,,
2017-12-10T00:52:31.589Z,46.4,,,55,,,
2017-12-10T00:52:41.583Z,46.5,59.7,,55,,,
2017-12-10T00:52:52.614Z,46.5,59.8,,55,,,
2017-12-10T00:53:01.583Z,46.6,59.9,,55,,,
2017-12-10T00:53:11.582Z,46.6,60,,55,,,
2017-12-10T00:53:21.585Z,46.6,60.1,,55,,,
2017-12-10T00:53:31.583Z,46.7,,,55,,,
2017-12-10T00:53:41.583Z,46.7,60.2,,55,,,
2017-12-10T00:53:51.587Z,46.8,60.4,,55,,,
2017-12-10T00:54:01.582Z,46.8,60.5,,55,,,
2017-12-10T00:54:11.583Z,46.9,,,55,,,
2017-12-10T00:54:21.585Z,46.9,60.8,0,55,0,2,
2017-12-10T00:54:31.583Z,47,59.6,,55,,,
2017-12-10T00:54:46.604Z,47,58.3,,55,,,
2017-12-10T00:54:51.582Z,47,57.5,,55,,,
2017-12-10T00:55:01.582Z,47.2,57.2,,55,,,
2017-12-10T00:55:11.584Z,47.2,57.1,,55,,,
2017-12-10T00:55:21.582Z,47.3,57.3,,55,,,
2017-12-10T00:55:31.583Z,47.3,57.4,,55,,,
2017-12-10T00:55:41.583Z,47.3,56.9,,55,,,
2017-12-10T00:55:51.585Z,47.3,56.7,,55,,,
2017-12-10T00:56:01.583Z,47.4,56.4,,55,,,
2017-12-10T00:56:11.583Z,47.4,56.1,,55,,,
2017-12-10T00:56:21.583Z,47.4,55.9,,55,,,
2017-12-10T00:56:31.582Z,47.3,55.8,,55,,,
2017-12-10T00:56:41.585Z,47.3,55.6,,55,,,
2017-12-10T00:56:51.584Z,47.3,55.3,,55,,,
2017-12-10T00:57:01.583Z,47.2,55.1,,55,,,
2017-12-10T00:57:11.583Z,47.2,54.9,,55,,,
2017-12-10T00:57:21.583Z,47.2,54.8,,55,,,
2017-12-10T00:57:36.603Z,47,54.9,,55,,,
2017-12-10T00:57:41.583Z,47,55,,55,,,
2017-12-10T00:57:51.583Z,46.9,55.1,,55,,,
2017-12-10T00:58:01.583Z,46.9,55.3,,55,,,
2017-12-10T00:58:11.583Z,46.8,55.5,,55,,,
2017-12-10T00:58:21.584Z,46.8,,,55,,,
2017-12-10T00:58:31.583Z,46.7,55.6,,55,,,
2017-12-10T00:58:41.583Z,46.7,55.7,,55,,,
2017-12-10T00:58:51.583Z,46.6,55.8,,55,,,
2017-12-10T00:59:01.653Z,46.6,,,55,,,
2017-12-10T00:59:11.583Z,46.5,55.9,,55,,,
2017-12-10T00:59:21.587Z,46.4,56,,55,,,
2017-12-10T00:59:31.584Z,46.4,,,55,,,
2017-12-10T00:59:41.583Z,46.4,56.1,,55,,,
2017-12-10T00:59:51.583Z,46.2,,,55,,,
2017-12-10T01:00:01.588Z,46.1,56.2,,55,,,
2017-12-10T01:00:11.583Z,46.1,,,55,,,
2017-12-10T01:00:27.380Z,46,56.4,,55,,,
2017-12-10T01:00:31.583Z,46,,,55,,,
2017-12-10T01:00:41.588Z,45.9,,,55,,,
2017-12-10T01:00:51.584Z,45.9,56.5,,55,,,
2017-12-10T01:01:01.583Z,45.8,,,55,,,
2017-12-10T01:01:11.588Z,45.8,,,55,,,
2017-12-10T01:01:21.583Z,45.7,56.6,,55,,,
2017-12-10T01:01:31.585Z,45.6,,,55,,,
2017-12-10T01:01:41.587Z,45.6,,,55,,,
2017-12-10T01:01:51.721Z,45.5,59.6,79,55,0,2,
2017-12-10T01:02:01.583Z,45.5,64.2,61,55,,,
2017-12-10T01:02:11.585Z,45.3,65.6,29,55,,,
2017-12-10T01:02:21.583Z,45.3,60.5,,55,,,
2017-12-10T01:02:31.584Z,45.2,57.4,,55,,,
2017-12-10T01:02:41.584Z,45.2,55.9,,55,,,
2017-12-10T01:02:51.584Z,45.1,55.3,,55,,,
2017-12-10T01:03:01.584Z,45.1,,,55,,,
2017-12-10T01:03:11.584Z,45.1,56.2,,55,,,
2017-12-10T01:03:21.584Z,45,56.4,,55,,,
2017-12-10T01:03:31.645Z,45,56.3,,55,,,
2017-12-10T01:03:41.584Z,45,,,55,,,
2017-12-10T01:03:51.584Z,45,56.4,,55,,,
2017-12-10T01:04:01.585Z,45,56.6,,55,,,
2017-12-10T01:04:11.584Z,45.1,56.7,,55,,,
2017-12-10T01:04:21.619Z,45.1,56.9,,55,,,
2017-12-10T01:04:31.586Z,45.1,57,,55,,,
2017-12-10T01:04:42.582Z,45.1,57.1,,55,,,
2017-12-10T01:04:51.587Z,45.2,57.3,,55,,,
2017-12-10T01:05:01.584Z,45.2,57.4,,55,,,
2017-12-10T01:05:11.584Z,45.2,57.6,,55,,,
2017-12-10T01:05:21.586Z,45.2,57.8,,55,,,
2017-12-10T01:05:31.584Z,45.3,57.9,,55,,,
2017-12-10T01:05:41.587Z,45.3,58,,55,,,
2017-12-10T01:05:51.589Z,45.5,58.1,,55,,,
2017-12-10T01:06:01.587Z,45.5,58.4,,55,,,
2017-12-10T01:06:11.584Z,45.5,58.5,,55,,,
2017-12-10T01:06:21.586Z,45.6,58.6,,55,,,
2017-12-10T01:06:31.584Z,45.6,58.8,,55,,,
2017-12-10T01:06:41.584Z,45.7,59,,55,,,
2017-12-10T01:06:51.584Z,45.7,59.1,,55,,,
2017-12-10T01:07:01.586Z,45.8,59.2,,55,,,
2017-12-10T01:07:11.584Z,45.8,59.4,,55,,,
2017-12-10T01:07:21.584Z,45.8,59.5,,55,,,
2017-12-10T01:07:32.577Z,45.9,59.7,,55,,,
2017-12-10T01:07:41.584Z,45.9,59.8,,55,,,
2017-12-10T01:07:51.584Z,46,60,,55,,,
2017-12-10T01:08:01.585Z,46.1,60.1,,55,,,
2017-12-10T01:08:11.585Z,46.1,60.2,,55,,,
2017-12-10T01:08:21.589Z,46.2,60.4,,55,,,
2017-12-10T01:08:31.587Z,46.2,60.5,,55,,,
2017-12-10T01:08:41.585Z,46.4,60.6,,55,,,
2017-12-10T01:08:51.584Z,46.4,60.7,,55,,,
2017-12-10T01:09:01.584Z,46.5,61,,55,,,
2017-12-10T01:09:11.588Z,46.6,61.1,,55,,,
2017-12-10T01:09:21.585Z,46.6,61.2,,55,,,
2017-12-10T01:09:31.585Z,46.6,61.4,,55,,,
2017-12-10T01:09:41.590Z,46.7,61.5,,55,,,
2017-12-10T01:09:51.585Z,46.8,61.6,,55,,,
2017-12-10T01:10:01.584Z,46.8,61.7,,55,,,
2017-12-10T01:10:11.584Z,46.9,61.9,,55,,,
2017-12-10T01:10:22.584Z,46.9,62,,55,,,
2017-12-10T01:10:31.587Z,47,62.1,,55,,,
2017-12-10T01:10:41.590Z,47.2,62.2,,55,,,
2017-12-10T01:10:51.587Z,47.2,62.4,,55,,,
2017-12-10T01:11:01.584Z,47.3,62.5,,55,,,
2017-12-10T01:11:11.584Z,47.3,62.6,,55,,,
2017-12-10T01:11:21.585Z,47.4,62.7,,55,,,
2017-12-10T01:11:31.585Z,47.4,62.9,,55,,,
2017-12-10T01:11:41.584Z,47.5,63,,55,,,
2017-12-10T01:11:51.587Z,47.6,,,55,,,
2017-12-10T01:12:01.588Z,47.6,63.1,,55,,,
2017-12-10T01:12:11.589Z,47.7,,,55,,,
2017-12-10T01:12:21.589Z,47.8,63.5,,55,,,
2017-12-10T01:12:31.585Z,47.8,62.9,0,55,0,2,
2017-12-10T01:12:41.589Z,48,61.6,,55,,,
2017-12-10T01:12:51.588Z,48.1,60.7,,55,,,
2017-12-10T01:13:01.585Z,48.1,59.9,,55,,,
2017-12-10T01:13:16.605Z,48.2,59.7,,55,,,
2017-12-10T01:13:21.588Z,48.2,59.8,,55,,,
2017-12-10T01:13:31.584Z,48.3,60.1,,55,,,
2017-12-10T01:13:41.588Z,48.3,59.9,,55,,,
2017-12-10T01:13:51.587Z,48.4,59.5,,55,,,
2017-12-10T01:14:01.588Z,48.4,59.2,,55,,,
2017-12-10T01:14:11.586Z,48.4,59,,55,,,
2017-12-10T01:14:21.588Z,48.4,58.7,,55,,,
2017-12-10T01:14:31.585Z,48.4,58.5,,55,,,
2017-12-10T01:14:46.607Z,48.4,58.3,,55,,,
2017-12-10T01:14:51.590Z,48.4,58.1,,55,,,
2017-12-10T01:15:01.591Z,48.4,57.8,,55,,,
2017-12-10T01:15:11.595Z,48.3,57.7,,55,,,
2017-12-10T01:15:21.588Z,48.3,57.5,,55,,,
2017-12-10T01:15:31.589Z,48.3,57.4,,55,,,
2017-12-10T01:15:41.585Z,48.2,57.5,,55,,,
2017-12-10T01:15:51.585Z,48.2,57.7,,55,,,
2017-12-10T01:16:07.600Z,48.1,57.8,,55,,,
2017-12-10T01:16:11.589Z,48.1,58,,55,,,
2017-12-10T01:16:21.590Z,48,58.1,,55,,,
2017-12-10T01:16:31.589Z,48,58.2,,55,,,
2017-12-10T01:16:41.587Z,48,,,55,,,
2017-12-10T01:16:51.588Z,47.8,58.3,,55,,,
