Time,HwActive,HwTOutlet,ActPow,HwTSet,PrimTSet,PrimT,ChActive
2017-12-17T00:00:07.923Z,,44.7,,55,,50.5,
2017-12-17T00:00:12.896Z,,44.7,,55,,50.6,
2017-12-17T00:00:22.896Z,,44.5,,55,,50.7,
2017-12-17T00:00:32.896Z,,44.5,,55,,51,
2017-12-17T00:00:42.902Z,,44.4,,55,,,
2017-12-17T00:00:52.898Z,,44.4,,55,,51.2,
2017-12-17T00:01:02.896Z,,44.3,,55,,51.4,
2017-12-17T00:01:12.897Z,,44.2,,55,,51.5,
2017-12-17T00:01:22.896Z,,44.2,,55,,51.7,
2017-12-17T00:01:32.896Z,,44.1,,55,,51.8,
2017-12-17T00:01:42.897Z,,44.1,,55,,52,
2017-12-17T00:01:52.896Z,,44,,55,,52.2,
2017-12-17T00:02:02.897Z,,44,,55,,52.3,
2017-12-17T00:02:12.897Z,,44,,55,,52.4,
2017-12-17T00:02:22.898Z,,43.9,,55,,52.5,
2017-12-17T00:02:32.897Z,,43.9,,55,,52.7,
2017-12-17T00:02:42.897Z,,43.9,,55,,53,
2017-12-17T00:02:57.917Z,,43.7,,55,,,
2017-12-17T00:03:02.898Z,,43.7,,55,,53.2,
2017-12-17T00:03:12.897Z,,43.7,,55,,53.3,
2017-12-17T00:03:22.898Z,,43.7,,55,,53.4,
2017-12-17T00:03:32.897Z,,43.7,,55,,53.6,
2017-12-17T00:03:42.898Z,,43.6,,55,,53.7,
2017-12-17T00:03:52.910Z,,43.6,,55,,54,
2017-12-17T00:04:02.897Z,,43.7,,55,,,
2017-12-17T00:04:12.906Z,,43.7,,55,,54.1,
2017-12-17T00:04:22.904Z,,43.7,,55,,54.3,
2017-12-17T00:04:32.899Z,,43.7,,55,,54.4,
2017-12-17T00:04:42.897Z,,43.7,,55,,54.5,
2017-12-17T00:04:52.903Z,,43.7,,55,,54.7,
2017-12-17T00:05:02.897Z,,43.9,,55,,54.8,
2017-12-17T00:05:17.084Z,,43.9,,55,,54.9,
2017-12-17T00:05:22.897Z,,43.9,,55,,55,
2017-12-17T00:05:32.897Z,,44,,55,,55.1,
2017-12-17T00:05:47.935Z,,44,,55,,55.2,
2017-12-17T00:05:52.898Z,,44,,55,,55.3,
2017-12-17T00:06:02.898Z,,44.1,,55,,55.5,
2017-12-17T00:06:12.897Z,,44.1,,55,,55.6,
2017-12-17T00:06:22.898Z,,44.2,,55,,55.7,
2017-12-17T00:06:32.897Z,,44.2,,55,,55.8,
2017-12-17T00:06:42.897Z,,44.3,,55,,55.9,
2017-12-17T00:06:52.897Z,,44.3,,55,,56,
2017-12-17T00:07:02.897Z,,44.4,,55,,56.2,
2017-12-17T00:07:13.895Z,,44.4,,55,,,
2017-12-17T00:07:22.900Z,,44.5,,55,,56.3,
2017-12-17T00:07:32.899Z,,44.5,,55,,56.5,
2017-12-17T00:07:42.898Z,,44.7,,55,,,
2017-12-17T00:07:52.897Z,,44.7,,55,,56.6,
2017-12-17T00:08:02.898Z,,44.8,,55,,56.7,
2017-12-17T00:08:12.898Z,,44.8,,55,,56.9,
2017-12-17T00:08:22.898Z,,44.9,,55,,57,
2017-12-17T00:08:32.898Z,,44.9,,55,,57.1,
2017-12-17T00:08:42.898Z,,44.9,,55,,57.2,
2017-12-17T00:08:52.937Z,,45,,55,,,
2017-12-17T00:09:02.899Z,,45,,55,,57.3,
2017-12-17T00:09:12.898Z,,45.1,,55,,57.4,
2017-12-17T00:09:22.897Z,,45.2,,55,,57.6,
2017-12-17T00:09:32.898Z,,45.2,,55,,57.7,
2017-12-17T00:09:42.899Z,,45.3,,55,,57.8,
2017-12-17T00:09:52.897Z,,45.3,,55,,,
2017-12-17T00:10:03.997Z,,45.5,,55,,58,
2017-12-17T00:10:12.897Z,,45.5,,55,,,
2017-12-17T00:10:22.899Z,,45.6,,55,,58.1,
2017-12-17T00:10:32.897Z,,45.6,,55,,,
2017-12-17T00:10:42.901Z,,45.7,,55,,58.3,
2017-12-17T00:10:52.897Z,,45.7,,55,,58.4,
2017-12-17T00:11:02.898Z,,45.8,,55,,58.5,
2017-12-17T00:11:12.898Z,,45.8,,55,,,
2017-12-17T00:11:22.898Z,,45.9,,55,,58.6,
2017-12-17T00:11:32.898Z,,45.9,,55,,58.7,
2017-12-17T00:11:42.899Z,,46,,55,,58.8,
2017-12-17T00:11:52.898Z,,46,,55,,59,
2017-12-17T00:12:02.898Z,,46.1,,55,,,
2017-12-17T00:12:12.897Z,,46.1,,55,,59.1,
2017-12-17T00:12:22.898Z,,46.2,,55,,,
2017-12-17T00:12:32.898Z,,46.2,,55,,59.2,
2017-12-17T00:12:42.898Z,,46.4,,55,,,
2017-12-17T00:12:53.893Z,,46.4,,55,,59.3,
2017-12-17T00:13:02.898Z,,46.4,,55,,59.4,
2017-12-17T00:13:12.897Z,,46.5,,55,,,
2017-12-17T00:13:22.898Z,,46.6,,55,,,
2017-12-17T00:13:32.898Z,0,46.6,0,55,,59.7,2
2017-12-17T00:13:42.898Z,,46.7,,55,,58.9,
2017-12-17T00:13:52.898Z,,46.7,,55,,57.9,
2017-12-17T00:14:02.898Z,,46.8,,55,,56.4,
2017-12-17T00:14:12.898Z,,46.8,,55,,55.9,
2017-12-17T00:14:22.898Z,,46.8,,55,,55.8,
2017-12-17T00:14:32.898Z,,46.9,,55,,56,
2017-12-17T00:14:42.898Z,,46.9,,55,,56.2,
2017-12-17T00:14:52.898Z,0,47,79,55,,59.4,2
2017-12-17T00:15:02.908Z,,47,47,55,,67.4,
2017-12-17T00:15:12.898Z,,47,34,55,,68.8,
2017-12-17T00:15:22.898Z,,47,29,55,,64.7,
2017-12-17T00:15:32.899Z,,47,,55,,61.8,
2017-12-17T00:15:47.918Z,,47,,55,,60.7,
2017-12-17T00:15:52.898Z,,47,,55,,58.9,
2017-12-17T00:16:02.898Z,,47,,55,,59.1,
2017-12-17T00:16:12.899Z,,47,,55,,59.7,
2017-12-17T00:16:22.898Z,,47,,55,,60,
2017-12-17T00:16:32.899Z,,47,,55,,,
2017-12-17T00:16:42.901Z,,47.2,,55,,,
2017-12-17T00:16:52.898Z,,47.2,,55,,,
2017-12-17T00:17:02.898Z,,47.2,,55,,,
2017-12-17T00:17:12.899Z,,47.3,,55,,60.2,
2017-12-17T00:17:22.899Z,,47.3,,55,,60.4,
2017-12-17T00:17:32.898Z,0,47.3,0,55,,60.5,2
2017-12-17T00:17:42.899Z,,47.4,,55,,58.7,
2017-12-17T00:17:52.899Z,,47.4,,55,,57.8,
2017-12-17T00:18:02.899Z,,47.5,,55,,56.8,
2017-12-17T00:18:12.900Z,,47.5,,55,,56.7,
2017-12-17T00:18:22.899Z,,47.5,,55,,56.6,
2017-12-17T00:18:37.918Z,,47.6,,55,,56.7,
2017-12-17T00:18:42.899Z,,47.6,,55,,56.9,
2017-12-17T00:18:52.899Z,,47.6,,55,,56.6,
2017-12-17T00:19:02.899Z,,47.6,,55,,56.2,
2017-12-17T00:19:12.900Z,,47.6,,55,,55.9,
2017-12-17T00:19:22.899Z,,47.6,,55,,55.6,
2017-12-17T00:19:32.899Z,,47.6,,55,,55.3,
2017-12-17T00:19:42.899Z,,47.6,,55,,55.1,
2017-12-17T00:19:52.901Z,,47.5,,55,,54.9,
2017-12-17T00:20:02.899Z,,47.5,,55,,54.8,
2017-12-17T00:20:12.899Z,,47.5,,55,,54.6,
2017-12-17T00:20:22.899Z,,47.4,,55,,54.3,
2017-12-17T00:20:32.903Z,,47.4,,55,,54.2,
2017-12-17T00:20:42.899Z,,47.3,,55,,,
2017-12-17T00:20:52.899Z,,47.2,,55,,54.4,
2017-12-17T00:21:02.899Z,,47.2,,55,,54.6,
2017-12-17T00:21:12.899Z,,47.2,,55,,54.7,
2017-12-17T00:21:27.919Z,,47,,55,,54.8,
2017-12-17T00:21:32.899Z,,46.9,,55,,,
2017-12-17T00:21:42.899Z,,46.8,,55,,55,
2017-12-17T00:21:52.900Z,,46.8,,55,,,
2017-12-17T00:22:02.899Z,,46.7,,55,,55.1,
2017-12-17T00:22:12.899Z,,46.6,,55,,55.2,
2017-12-17T00:22:22.899Z,,46.6,,55,,,
2017-12-17T00:22:32.900Z,,46.5,,55,,55.3,
2017-12-17T00:22:42.899Z,0,46.4,79,55,,59.2,2
2017-12-17T00:22:53.032Z,,46.4,48,55,,65.3,
2017-12-17T00:23:02.899Z,,46.2,29,55,,64.7,
2017-12-17T00:23:12.899Z,,46.2,,55,,60.9,
2017-12-17T00:23:22.899Z,,46.1,,55,,58.7,
2017-12-17T00:23:32.899Z,,46,,55,,56.9,
2017-12-17T00:23:42.899Z,,46,,55,,55.9,
2017-12-17T00:23:52.899Z,,45.9,,55,,56,
2017-12-17T00:24:02.900Z,,45.9,,55,,57,
2017-12-17T00:24:12.899Z,,45.9,,55,,57.2,
2017-12-17T00:24:22.904Z,,45.9,,55,,57.3,
2017-12-17T00:24:32.903Z,,45.9,,55,,,
2017-12-17T00:24:42.900Z,,45.9,,55,,,
2017-12-17T00:24:52.899Z,,45.9,,55,,57.4,
2017-12-17T00:25:02.899Z,,45.9,,55,,57.6,
2017-12-17T00:25:12.903Z,,45.9,,55,,57.7,
2017-12-17T00:25:22.899Z,,45.9,,55,,,
2017-12-17T00:25:32.899Z,,45.9,,55,,57.8,
2017-12-17T00:25:43.901Z,,46,,55,,,
2017-12-17T00:25:52.900Z,,46,,55,,57.9,
2017-12-17T00:26:02.899Z,,46,,55,,58,
2017-12-17T00:26:12.900Z,,46,,55,,,
2017-12-17T00:26:22.899Z,,46.1,,55,,58.1,
2017-12-17T00:26:32.899Z,,46.1,,55,,58.3,
2017-12-17T00:26:42.901Z,,46.1,,55,,58.4,
2017-12-17T00:26:52.900Z,,46.2,,55,,58.5,
2017-12-17T00:27:02.900Z,,46.2,,55,,58.6,
2017-12-17T00:27:12.917Z,,46.2,,55,,,
2017-12-17T00:27:22.900Z,,46.4,,55,,58.7,
2017-12-17T00:27:32.899Z,,46.4,,55,,58.8,
2017-12-17T00:27:42.900Z,,46.4,,55,,59,
2017-12-17T00:27:52.901Z,,46.5,,55,,,
2017-12-17T00:28:02.901Z,,46.5,,55,,59.1,
2017-12-17T00:28:12.909Z,,46.5,,55,,59.2,
2017-12-17T00:28:22.900Z,,46.6,,55,,59.3,
2017-12-17T00:28:32.900Z,,46.6,,55,,,
2017-12-17T00:28:42.900Z,,46.7,,55,,59.4,
2017-12-17T00:28:52.905Z,,46.7,,55,,59.5,
2017-12-17T00:29:02.901Z,,46.7,,55,,59.7,
2017-12-17T00:29:12.900Z,,46.7,,55,,59.8,
2017-12-17T00:29:22.900Z,,46.8,,55,,,
2017-12-17T00:29:32.900Z,,46.8,,55,,59.9,
2017-12-17T00:29:42.900Z,,46.9,,55,,60,
2017-12-17T00:29:52.902Z,,46.9,,55,,,
2017-12-17T00:30:02.906Z,,47,,55,,60.1,
2017-12-17T00:30:12.901Z,,47,,55,,,
2017-12-17T00:30:22.900Z,,47.2,,55,,60.2,
2017-12-17T00:30:32.901Z,,47.2,,55,,60.4,
2017-12-17T00:30:42.901Z,,47.3,,55,,,
2017-12-17T00:30:52.910Z,,47.3,,55,,60.5,
2017-12-17T00:31:02.901Z,,47.4,,55,,60.6,
2017-12-17T00:31:12.902Z,,47.4,,55,,,
2017-12-17T00:31:23.901Z,,47.4,,55,,60.7,
2017-12-17T00:31:32.900Z,,47.5,,55,,,
2017-12-17T00:31:42.900Z,,47.5,,55,,60.9,
2017-12-17T00:31:52.911Z,,47.6,,55,,61,
2017-12-17T00:32:02.902Z,,47.6,,55,,,
2017-12-17T00:32:12.901Z,,47.6,,55,,61.1,
2017-12-17T00:32:22.900Z,,47.7,,55,,,
2017-12-17T00:32:32.900Z,,47.7,,55,,61.2,
2017-12-17T00:32:42.901Z,,47.8,,55,,,
2017-12-17T00:32:52.900Z,,47.8,,55,,61.4,
2017-12-17T00:33:02.900Z,,48,,55,,,
2017-12-17T00:33:12.900Z,,48,,55,,61.5,
2017-12-17T00:33:22.901Z,,48,,55,,61.6,
2017-12-17T00:33:32.901Z,,48.1,,55,,,
2017-12-17T00:33:42.901Z,,48.1,,55,,61.7,
2017-12-17T00:33:52.901Z,,48.1,,55,,,
2017-12-17T00:34:02.902Z,,48.2,,55,,61.9,
2017-12-17T00:34:17.921Z,,48.2,,55,,,
2017-12-17T00:34:22.901Z,,48.3,,55,,62,
2017-12-17T00:34:32.901Z,,48.3,,55,,,
2017-12-17T00:34:42.901Z,,48.4,,55,,62.1,
2017-12-17T00:34:52.901Z,,48.4,,55,,,
2017-12-17T00:35:02.901Z,,48.4,,55,,62.2,
2017-12-17T00:35:12.901Z,,48.5,,55,,,
2017-12-17T00:35:22.902Z,,48.5,,55,,62.4,
2017-12-17T00:35:32.901Z,0,48.6,0,55,,62.7,2
2017-12-17T00:35:42.956Z,,48.6,,55,,61.9,
2017-12-17T00:35:52.901Z,,48.6,,55,,60.7,
2017-12-17T00:36:02.901Z,,48.7,,55,,59.4,
2017-12-17T00:36:12.904Z,,48.7,,55,,58.9,
2017-12-17T00:36:22.901Z,,48.7,,55,,58.8,
2017-12-17T00:36:32.901Z,,48.9,,55,,58.7,
2017-12-17T00:36:42.901Z,,48.9,,55,,58.9,
2017-12-17T00:36:52.901Z,,48.9,,55,,,
2017-12-17T00:37:07.921Z,,48.9,,55,,58.5,
2017-12-17T00:37:12.903Z,,49,,55,,58.3,
2017-12-17T00:37:22.904Z,,48.9,,55,,57.8,
2017-12-17T00:37:32.901Z,,48.9,,55,,57.6,
2017-12-17T00:37:42.902Z,,48.9,,55,,57.4,
2017-12-17T00:37:52.931Z,,48.9,,55,,57.2,
2017-12-17T00:38:02.901Z,,48.7,,55,,56.9,
2017-12-17T00:38:12.902Z,,48.7,,55,,56.8,
2017-12-17T00:38:22.902Z,,48.7,,55,,56.6,
2017-12-17T00:38:32.902Z,,48.6,,55,,56.4,
2017-12-17T00:38:42.902Z,,48.6,,55,,56.2,
2017-12-17T00:38:52.902Z,,48.5,,55,,56.4,
2017-12-17T00:39:02.903Z,,48.4,,55,,56.6,
2017-12-17T00:39:12.902Z,,48.4,,55,,56.7,
2017-12-17T00:39:22.902Z,,48.3,,55,,56.8,
2017-12-17T00:39:32.902Z,,48.3,,55,,56.9,
2017-12-17T00:39:42.903Z,,48.2,,55,,57,
2017-12-17T00:39:58.094Z,,48.1,,55,,,
2017-12-17T00:40:02.902Z,,48.1,,55,,57.2,
2017-12-17T00:40:12.901Z,,48,,55,,57.3,
2017-12-17T00:40:22.902Z,,47.8,,55,,,
2017-12-17T00:40:32.901Z,,47.8,,55,,57.4,
2017-12-17T00:40:42.902Z,,47.7,,55,,57.5,
2017-12-17T00:40:52.901Z,,47.7,,55,,,
2017-12-17T00:41:02.902Z,0,47.6,79,55,,59.5,2
2017-12-17T00:41:12.905Z,,47.5,58,55,,66.3,
2017-12-17T00:41:23.895Z,,47.5,29,55,,67.9,
2017-12-17T00:41:32.902Z,,47.4,,55,,63.6,
2017-12-17T00:41:42.923Z,,47.4,,55,,60.9,
2017-12-17T00:41:52.908Z,0,47.3,29,55,75,58.9,2
2017-12-17T00:42:02.902Z,,47.2,,55,,57.8,
2017-12-17T00:42:12.902Z,,47.2,,55,,57.2,
2017-12-17T00:42:22.906Z,,47.2,,55,,58.1,
2017-12-17T00:42:32.903Z,,47.2,,55,,58.6,
2017-12-17T00:42:42.903Z,,47,,55,,58.7,
2017-12-17T00:42:52.904Z,,47,,55,,,
2017-12-17T00:43:02.902Z,,47,,55,,58.6,
2017-12-17T00:43:12.902Z,,47.2,,55,,58.7,
2017-12-17T00:43:22.902Z,,47.2,,55,,59,
2017-12-17T00:43:32.903Z,,47.2,,55,,,
2017-12-17T00:43:42.902Z,,47.2,,55,,59.1,
2017-12-17T00:43:52.903Z,,47.2,,55,,,
2017-12-17T00:44:02.901Z,,47.3,,55,,59.2,
2017-12-17T00:44:13.899Z,,47.3,,55,,,
2017-12-17T00:44:22.903Z,,47.3,,55,,59.3,
2017-12-17T00:44:32.902Z,,47.3,,55,,59.4,
2017-12-17T00:44:42.902Z,,47.4,,55,,,
2017-12-17T00:44:52.904Z,,47.4,,55,,59.5,
2017-12-17T00:45:02.903Z,,47.4,,55,,59.7,
2017-12-17T00:45:12.902Z,,47.4,,55,,,
2017-12-17T00:45:22.904Z,,47.5,,55,,59.8,
2017-12-17T00:45:32.902Z,,47.5,,55,,59.9,
2017-12-17T00:45:42.902Z,,47.5,,55,,60,
2017-12-17T00:45:52.902Z,,47.6,,55,,,
2017-12-17T00:46:02.904Z,0,47.6,0,55,,59.9,2
2017-12-17T00:46:12.902Z,,47.6,,55,,58.6,
2017-12-17T00:46:22.903Z,,47.7,,55,,57.6,
2017-12-17T00:46:32.903Z,,47.7,,55,,56.8,
2017-12-17T00:46:42.904Z,,47.7,,55,,56.6,
2017-12-17T00:46:52.902Z,,47.8,,55,,56.5,
2017-12-17T00:47:03.895Z,,47.8,,55,,56.7,
2017-12-17T00:47:12.912Z,,47.8,,55,,,
2017-12-17T00:47:22.902Z,,47.8,,55,,56.5,
2017-12-17T00:47:32.902Z,,48,,55,,56.1,
2017-12-17T00:48:06.610Z,,48,,55,,55.6,
2017-12-17T00:48:06.618Z,,47.8,,55,,55.3,
2017-12-17T00:48:13.905Z,,47.8,,55,,55.2,
2017-12-17T00:48:22.907Z,,47.8,,55,,54.9,
2017-12-17T00:48:32.903Z,,47.7,,55,,54.8,
2017-12-17T00:48:42.903Z,,47.7,,55,,54.6,
2017-12-17T00:48:52.903Z,,47.6,,55,,54.4,
2017-12-17T00:49:02.903Z,,47.6,,55,,54.3,
2017-12-17T00:49:12.913Z,,47.5,,55,,,
2017-12-17T00:49:22.903Z,,47.5,,55,,54.6,
2017-12-17T00:49:32.903Z,,47.4,,55,,54.7,
2017-12-17T00:49:42.903Z,,47.3,,55,,54.8,
2017-12-17T00:49:57.923Z,,47.3,,55,,54.9,
2017-12-17T00:50:02.903Z,,47.2,,55,,55,
2017-12-17T00:50:12.903Z,,47.2,,55,,55.1,
2017-12-17T00:50:22.909Z,,47,,55,,,
2017-12-17T00:50:32.908Z,,46.9,,55,,55.2,
2017-12-17T00:50:42.903Z,,46.9,,55,,55.3,
2017-12-17T00:50:52.902Z,,46.8,,55,,,
2017-12-17T00:51:02.903Z,,46.7,,55,,55.5,
2017-12-17T00:51:12.903Z,,46.7,,55,,,
2017-12-17T00:51:22.903Z,,46.6,,55,,55.6,
2017-12-17T00:51:32.903Z,,46.6,,55,,55.7,
2017-12-17T00:51:42.903Z,,46.5,,55,,,
2017-12-17T00:51:52.903Z,,46.4,,55,,,
2017-12-17T00:52:02.903Z,,46.4,,55,,55.8,
2017-12-17T00:52:12.903Z,,46.2,,55,,,
2017-12-17T00:52:22.903Z,,46.1,,55,,55.9,
2017-12-17T00:52:32.903Z,,46,,55,,,
2017-12-17T00:52:48.984Z,,46,,55,,56,
2017-12-17T00:52:52.903Z,,45.9,,55,,,
2017-12-17T00:53:02.903Z,,45.9,,55,,,
2017-12-17T00:53:12.903Z,,45.8,,55,,,
2017-12-17T00:53:22.903Z,,45.7,,55,,56.1,
2017-12-17T00:53:32.903Z,,45.7,,55,,,
2017-12-17T00:53:42.904Z,,45.6,,55,,,
2017-12-17T00:53:52.903Z,0,45.5,,55,,,2
2017-12-17T00:54:02.903Z,,45.5,79,55,,60.4,
2017-12-17T00:54:12.910Z,,45.3,46,55,,65.3,
2017-12-17T00:54:22.903Z,,45.3,29,55,,63.6,
2017-12-17T00:54:32.907Z,,45.2,,55,,58.6,
2017-12-17T00:54:42.903Z,,45.1,,55,,55.7,
2017-12-17T00:54:52.903Z,,45.1,,55,,54.8,
2017-12-17T00:55:02.903Z,,45,,55,,53.9,
2017-12-17T00:55:12.905Z,,45,,55,,54.2,
2017-12-17T00:55:22.903Z,,44.9,,55,,55,
2017-12-17T00:55:38.423Z,,44.9,,55,,55.2,
2017-12-17T00:55:42.903Z,,44.9,,55,,,
2017-12-17T00:55:52.903Z,,44.9,,55,,55.1,
2017-12-17T00:56:02.903Z,,44.9,,55,,55.2,
2017-12-17T00:56:12.903Z,,44.9,,55,,55.5,
2017-12-17T00:56:22.904Z,,44.9,,55,,55.6,
2017-12-17T00:56:33.079Z,,44.9,,55,,55.7,
2017-12-17T00:56:42.904Z,,44.9,,55,,55.8,
2017-12-17T00:56:52.904Z,,44.9,,55,,,
2017-12-17T00:57:04.109Z,,45,,55,,56,
2017-12-17T00:57:12.904Z,,45,,55,,,
2017-12-17T00:57:22.903Z,,45,,55,,56.2,
2017-12-17T00:57:32.904Z,,45,,55,,56.3,
2017-12-17T00:57:42.907Z,,45.1,,55,,56.4,
2017-12-17T00:57:52.903Z,,45.1,,55,,56.5,
2017-12-17T00:58:02.904Z,,45.1,,55,,56.6,
2017-12-17T00:58:12.905Z,,45.1,,55,,56.7,
2017-12-17T00:58:22.904Z,,45.2,,55,,56.9,
2017-12-17T00:58:32.903Z,,45.2,,55,,57,
2017-12-17T00:58:42.904Z,,45.3,,55,,57.1,
2017-12-17T00:58:52.904Z,,45.3,,55,,57.2,
2017-12-17T00:59:02.904Z,,45.3,,55,,57.3,
2017-12-17T00:59:12.904Z,,45.5,,55,,57.4,
2017-12-17T00:59:22.904Z,,45.5,,55,,57.6,
2017-12-17T00:59:32.904Z,,45.5,,55,,57.7,
2017-12-17T00:59:42.905Z,,45.6,,55,,,
2017-12-17T00:59:53.902Z,,45.6,,55,,57.8,
2017-12-17T01:00:02.904Z,,45.7,,55,,58,
2017-12-17T01:00:12.904Z,,45.7,,55,,,
2017-12-17T01:00:22.904Z,,45.7,,55,,58.1,
2017-12-17T01:00:32.905Z,,45.8,,55,,58.3,
2017-12-17T01:00:42.904Z,,45.8,,55,,58.4,
2017-12-17T01:00:52.906Z,,45.8,,55,,,
2017-12-17T01:01:02.904Z,,45.9,,55,,58.5,
2017-12-17T01:01:12.905Z,,45.9,,55,,58.6,
2017-12-17T01:01:22.904Z,,46,,55,,58.7,
2017-12-17T01:01:32.905Z,,46,,55,,58.8,
2017-12-17T01:01:42.904Z,,46.1,,55,,59,
2017-12-17T01:01:52.905Z,,46.1,,55,,,
2017-12-17T01:02:02.905Z,,46.2,,55,,59.1,
2017-12-17T01:02:12.905Z,,46.2,,55,,,
2017-12-17T01:02:22.905Z,,46.4,,55,,59.2,
2017-12-17T01:02:32.904Z,,46.4,,55,,59.3,
2017-12-17T01:02:43.896Z,,46.4,,55,,,
2017-12-17T01:02:52.904Z,,46.5,,55,,59.4,
2017-12-17T01:03:02.907Z,,46.5,,55,,59.5,
2017-12-17T01:03:12.904Z,,46.6,,55,,,
2017-12-17T01:03:22.905Z,,46.6,,55,,59.7,
2017-12-17T01:03:32.906Z,,46.7,,55,,59.8,
2017-12-17T01:03:43.904Z,0,46.7,0,55,,59.9,2
2017-12-17T01:03:52.904Z,,46.7,,55,,58.9,
2017-12-17T01:04:02.905Z,,46.8,,55,,57.5,
2017-12-17T01:04:12.904Z,,46.8,,55,,56.7,
2017-12-17T01:04:22.904Z,,46.9,,55,,56.2,
2017-12-17T01:04:32.907Z,,46.9,,55,,56.1,
2017-12-17T01:04:42.904Z,,47,,55,,56.3,
2017-12-17T01:04:52.904Z,,47,,55,,56.6,
2017-12-17T01:05:02.905Z,,47,,55,,56.2,
2017-12-17T01:05:12.904Z,,47.2,,55,,55.9,
2017-12-17T01:05:22.906Z,,47.2,,55,,55.6,
2017-12-17T01:05:33.901Z,,47.2,,55,,55.3,
2017-12-17T01:05:42.905Z,,47,,55,,55.1,
2017-12-17T01:05:52.904Z,,47,,55,,54.9,
2017-12-17T01:06:02.905Z,,47,,55,,54.7,
2017-12-17T01:06:12.906Z,,47,,55,,54.4,
2017-12-17T01:06:22.905Z,,46.9,,55,,54.3,
2017-12-17T01:06:32.906Z,,46.9,,55,,54.1,
2017-12-17T01:06:42.905Z,,46.8,,55,,53.9,
2017-12-17T01:06:52.905Z,,46.8,,55,,54,
2017-12-17T01:07:02.905Z,,46.7,,55,,54.1,
2017-12-17T01:07:12.905Z,,46.7,,55,,54.2,
2017-12-17T01:07:22.905Z,,46.6,,55,,54.4,
2017-12-17T01:07:32.905Z,,46.6,,55,,54.6,
2017-12-17T01:07:42.905Z,,46.5,,55,,54.7,
2017-12-17T01:07:52.907Z,,46.4,,55,,,
2017-12-17T01:08:02.905Z,,46.4,,55,,54.8,
2017-12-17T01:08:12.906Z,,46.2,,55,,54.9,
2017-12-17T01:08:27.926Z,,46.2,,55,,55,
2017-12-17T01:08:32.905Z,,46.1,,55,,,
2017-12-17T01:08:42.906Z,,46.1,,55,,55.1,
2017-12-17T01:08:52.905Z,,46,,55,,55.2,
2017-12-17T01:09:02.907Z,,45.9,,55,,,
2017-12-17T01:09:17.925Z,,45.9,,55,,55.3,
2017-12-17T01:09:22.905Z,,45.8,,55,,,
2017-12-17T01:09:32.905Z,,45.7,,55,,55.5,
2017-12-17T01:09:43.961Z,,45.7,,55,,,
2017-12-17T01:09:53.288Z,,45.6,,55,,55.6,
2017-12-17T01:10:02.906Z,,45.6,,55,,,
2017-12-17T01:10:12.906Z,,45.5,,55,,,
2017-12-17T01:10:22.905Z,,45.3,,55,,55.7,
2017-12-17T01:10:32.905Z,,45.3,,55,,,
2017-12-17T01:10:42.905Z,,45.2,,55,,,
2017-12-17T01:10:52.905Z,,45.2,,55,,55.8,
2017-12-17T01:11:02.906Z,,45.1,,55,,,
2017-12-17T01:11:17.926Z,,45,,55,,,
2017-12-17T01:11:22.905Z,,45,,55,,,
2017-12-17T01:11:32.905Z,,44.9,,55,,55.9,
2017-12-17T01:11:42.905Z,0,44.9,79,55,,58.3,2
2017-12-17T01:11:52.905Z,,44.8,60,55,,63.4,
2017-12-17T01:12:02.905Z,,44.7,29,55,,64.9,
2017-12-17T01:12:12.905Z,,44.7,,55,,59.8,
2017-12-17T01:12:22.905Z,,44.5,,55,,56.8,
2017-12-17T01:12:32.905Z,,44.5,,55,,54.9,
2017-12-17T01:12:42.906Z,,44.4,,55,,53.9,
2017-12-17T01:12:52.905Z,,44.4,,55,,54,
2017-12-17T01:13:02.906Z,,44.4,,55,,54.5,
2017-12-17T01:13:12.905Z,,44.3,,55,,55,
2017-12-17T01:13:22.906Z,,44.3,,55,,,
2017-12-17T01:13:32.905Z,,44.3,,55,,54.9,
2017-12-17T01:13:42.906Z,,44.3,,55,,55,
2017-12-17T01:13:52.905Z,,44.3,,55,,,
2017-12-17T01:14:07.926Z,,44.3,,55,,55.2,
2017-12-17T01:14:12.905Z,,44.3,,55,,55.3,
2017-12-17T01:14:22.909Z,,44.4,,55,,55.5,
2017-12-17T01:14:32.905Z,,44.4,,55,,,
2017-12-17T01:14:42.905Z,,44.4,,55,,55.6,
2017-12-17T01:14:52.907Z,,44.4,,55,,55.7,
2017-12-17T01:15:02.906Z,,44.5,,55,,55.8,
2017-12-17T01:15:12.908Z,,44.5,,55,,55.9,
2017-12-17T01:15:22.906Z,,44.5,,55,,56,
2017-12-17T01:15:32.906Z,,44.5,,55,,56.2,
2017-12-17T01:15:47.996Z,,44.7,,55,,56.3,
2017-12-17T01:15:52.906Z,,44.7,,55,,56.4,
2017-12-17T01:16:02.906Z,,44.7,,55,,56.6,
2017-12-17T01:16:12.907Z,,44.8,,55,,,
2017-12-17T01:16:22.907Z,,44.8,,55,,56.7,
2017-12-17T01:16:32.906Z,,44.8,,55,,57,
2017-12-17T01:16:42.906Z,,44.9,,55,,,
2017-12-17T01:16:52.907Z,,44.9,,55,,57.1,
2017-12-17T01:17:02.907Z,,45,,55,,57.2,
2017-12-17T01:17:12.906Z,,45,,55,,57.3,
2017-12-17T01:17:22.907Z,,45,,55,,57.4,
