Time,HwTOutlet,HwActive,ChActive,PrimT,PrimTSet,ActPow,HwTSet
2017-11-27T00:00:00.263Z,62.8,,,,,,55
2017-11-27T00:00:10.263Z,62.8,,,,,,55
2017-11-27T00:00:20.264Z,62.9,,,78.2,,,55
2017-11-27T00:00:30.263Z,62.9,,,,,,55
2017-11-27T00:00:40.267Z,62.9,,,,,,55
2017-11-27T00:00:51.260Z,62.9,,,78.1,,,55
2017-11-27T00:01:00.263Z,63,,,,,,55
2017-11-27T00:01:10.263Z,63,,,77.9,,,55
2017-11-27T00:01:20.265Z,63,,,77.8,,,55
2017-11-27T00:01:30.263Z,63,,,77.6,,,55
2017-11-27T00:01:40.263Z,63,,,,,,55
2017-11-27T00:01:50.263Z,63,,,77.5,,,55
2017-11-27T00:02:00.263Z,63.1,,,,,,55
2017-11-27T00:02:15.390Z,63.1,,,77.4,,,55
2017-11-27T00:02:20.263Z,63.1,,,77.2,,,55
2017-11-27T00:02:30.263Z,63.1,,,,,,55
2017-11-27T00:02:40.264Z,63.1,,,76.9,,,55
2017-11-27T00:02:50.264Z,63.1,,,,,,55
2017-11-27T00:03:00.264Z,63.1,,,76.8,,,55
2017-11-27T00:03:10.272Z,63.1,,,76.6,,,55
2017-11-27T00:03:20.263Z,63.1,,,,,,55
2017-11-27T00:03:30.264Z,63.1,,,76.5,,,55
2017-11-27T00:03:40.686Z,63.1,,,76.3,,,55
2017-11-27T00:03:50.263Z,63,,,76.2,,,55
2017-11-27T00:04:00.267Z,63,,,,,,55
2017-11-27T00:04:10.264Z,63,,,75.9,,,55
2017-11-27T00:04:20.265Z,63,,,,,,55
2017-11-27T00:04:30.267Z,63,,,,,,55
2017-11-27T00:04:40.264Z,63,,,75.7,,,55
2017-11-27T00:04:50.276Z,63,,,,,,55
2017-11-27T00:05:00.264Z,63,,,,,,55
2017-11-27T00:05:10.265Z,62.9,,,75.6,,,55
2017-11-27T00:05:20.263Z,62.9,,,,,,55
2017-11-27T00:05:30.263Z,62.9,,,,,,55
2017-11-27T00:05:40.266Z,62.9,,,,,,55
2017-11-27T00:05:50.263Z,62.9,,,75.4,,,55
2017-11-27T00:06:00.263Z,62.9,,,,,,55
2017-11-27T00:06:10.263Z,62.9,,,,,,55
2017-11-27T00:06:20.263Z,62.9,,,,,,55
2017-11-27T00:06:31.258Z,62.8,,,,,,55
2017-11-27T00:06:40.263Z,62.8,,,,,,55
2017-11-27T00:06:50.263Z,62.8,,,,,,55
2017-11-27T00:07:00.272Z,62.8,,,75.3,,,55
2017-11-27T00:07:10.264Z,62.8,,,75.4,,,55
2017-11-27T00:07:20.263Z,62.8,,,,,,55
2017-11-27T00:07:30.263Z,62.7,,,75.3,,,55
2017-11-27T00:07:40.264Z,62.7,,,75.4,,,55
2017-11-27T00:07:50.265Z,62.7,,,,,,55
2017-11-27T00:08:00.263Z,62.7,,,,,,55
2017-11-27T00:08:10.268Z,62.7,,,,,,55
2017-11-27T00:08:20.263Z,62.7,,,,,,55
2017-11-27T00:08:30.263Z,62.7,,,,,,55
2017-11-27T00:08:40.266Z,62.7,,,,,,55
2017-11-27T00:08:50.264Z,62.7,,,,,,55
2017-11-27T00:09:00.265Z,62.7,,,,,,55
2017-11-27T00:09:10.264Z,62.7,,,,,,55
2017-11-27T00:09:21.263Z,62.7,,,,,,55
2017-11-27T00:09:30.266Z,62.7,,,75.6,,,55
2017-11-27T00:09:40.264Z,62.7,,,75.4,,,55
2017-11-27T00:09:50.266Z,62.7,,,,,,55
2017-11-27T00:10:00.265Z,62.7,,,,,,55
2017-11-27T00:10:10.265Z,62.7,,,75.6,,,55
2017-11-27T00:10:20.275Z,62.7,,,75.4,,,55
2017-11-27T00:10:30.264Z,62.7,,,75.6,,,55
2017-11-27T00:10:40.266Z,62.7,,,,,,55
2017-11-27T00:10:50.263Z,62.7,,,,,,55
2017-11-27T00:11:00.264Z,62.7,,,75.4,,,55
2017-11-27T00:11:10.265Z,62.6,,,75.6,,,55
2017-11-27T00:11:20.263Z,62.6,,,75.4,,,55
2017-11-27T00:11:30.267Z,62.7,,,,,,55
2017-11-27T00:11:40.264Z,62.7,,,,,,55
2017-11-27T00:11:50.263Z,62.7,,,,,,55
2017-11-27T00:12:00.265Z,62.6,,,,,,55
2017-11-27T00:12:11.257Z,62.7,,,,,,55
2017-11-27T00:12:20.362Z,62.6,,,,,,55
2017-11-27T00:12:30.263Z,62.6,0,0,,,,55
2017-11-27T00:12:40.268Z,62.6,0,0,75.5,5,0,55
2017-11-27T00:12:50.267Z,62.6,,,73.7,,,55
2017-11-27T00:13:00.264Z,62.7,,,72.9,,,55
2017-11-27T00:13:10.264Z,62.7,,,72.3,,,55
2017-11-27T00:13:20.264Z,62.7,,,71.8,,,55
2017-11-27T00:13:30.266Z,62.7,,,,,,55
2017-11-27T00:13:40.266Z,62.7,,,71.9,,,55
2017-11-27T00:13:50.264Z,62.7,,,,,,55
2017-11-27T00:14:00.264Z,62.7,,,71.4,,,55
2017-11-27T00:14:10.264Z,62.7,,,70.9,,,55
2017-11-27T00:14:20.264Z,62.6,,,70.6,,,55
2017-11-27T00:14:30.267Z,62.6,,,70.3,,,55
2017-11-27T00:14:40.264Z,62.4,,,69.9,,,55
2017-11-27T00:14:50.264Z,62.3,,,69.7,,,55
2017-11-27T00:15:05.285Z,62.3,,,69.4,,,55
2017-11-27T00:15:10.264Z,62.2,,,68.9,,,55
2017-11-27T00:15:20.268Z,62.1,,,68.7,,,55
2017-11-27T00:15:30.264Z,62,,,68.4,,,55
2017-11-27T00:15:40.266Z,61.9,,,68,,,55
2017-11-27T00:15:50.266Z,61.7,,,,,,55
2017-11-27T00:16:00.267Z,61.6,,,68.1,,,55
2017-11-27T00:16:10.264Z,61.5,,,68.2,,,55
2017-11-27T00:16:20.264Z,61.4,,,68.4,,,55
2017-11-27T00:16:30.331Z,61.3,,,68.5,,,55
2017-11-27T00:16:40.265Z,61.2,,,68.6,,,55
2017-11-27T00:16:50.268Z,61,,,68.7,,,55
2017-11-27T00:17:00.266Z,60.9,,,,,,55
2017-11-27T00:17:10.269Z,60.8,,,68.9,,,55
2017-11-27T00:17:20.264Z,60.7,,,,,,55
2017-11-27T00:17:30.282Z,60.6,,,69,,,55
2017-11-27T00:17:40.264Z,60.5,,,69.1,,,55
2017-11-27T00:17:56.275Z,60.3,,,,,,55
2017-11-27T00:18:00.269Z,60.2,,,69.2,,,55
2017-11-27T00:18:10.267Z,60.1,,,,,,55
2017-11-27T00:18:20.268Z,60.1,,,,,,55
2017-11-27T00:18:30.267Z,59.9,,,69.4,,,55
2017-11-27T00:18:40.267Z,59.9,,,,,,55
2017-11-27T00:18:50.265Z,59.8,,,69.5,,,55
2017-11-27T00:19:00.267Z,59.7,,,,,,55
2017-11-27T00:19:10.264Z,59.5,,,,,,55
2017-11-27T00:19:21.244Z,59.4,,,,,,55
2017-11-27T00:19:30.264Z,59.3,,,69.6,,,55
2017-11-27T00:19:40.269Z,59.2,,,,,,55
2017-11-27T00:19:50.265Z,59.1,,,,,,55
2017-11-27T00:20:00.264Z,59,,,,,,55
2017-11-27T00:20:10.272Z,58.9,,,,,,55
2017-11-27T00:20:20.494Z,58.9,,,,,,55
2017-11-27T00:20:30.265Z,58.7,,,,,,55
2017-11-27T00:20:45.689Z,58.6,,,69.7,,,55
2017-11-27T00:20:50.269Z,58.5,,,,,,55
2017-11-27T00:21:00.264Z,58.4,,,,,,55
2017-11-27T00:21:10.264Z,58.3,,,,,,55
2017-11-27T00:21:20.264Z,58.3,,,,,,55
2017-11-27T00:21:30.264Z,58.2,,,,,,55
2017-11-27T00:21:40.266Z,58.1,,,,,,55
2017-11-27T00:21:55.354Z,58,,,,,,55
2017-11-27T00:22:00.268Z,57.8,,,,,,55
2017-11-27T00:22:11.260Z,57.7,,,,,,55
2017-11-27T00:22:20.269Z,57.7,,,,,,55
2017-11-27T00:22:30.264Z,57.6,,,,,,55
2017-11-27T00:22:40.269Z,57.5,,,,,,55
2017-11-27T00:22:50.269Z,57.4,,,,,,55
2017-11-27T00:23:00.265Z,57.3,,,,,,55
2017-11-27T00:23:10.267Z,57.3,,,,,,55
2017-11-27T00:23:20.266Z,57.2,,,,,,55
2017-11-27T00:23:30.264Z,57,,,69.6,,,55
2017-11-27T00:23:40.264Z,57,,,,,,55
2017-11-27T00:23:50.271Z,56.9,,,,,,55
2017-11-27T00:24:00.264Z,56.8,,,,,,55
2017-11-27T00:24:10.269Z,56.7,,,,,,55
2017-11-27T00:24:20.269Z,56.7,,,,,,55
2017-11-27T00:24:30.264Z,56.6,,,,,,55
2017-11-27T00:24:40.269Z,56.5,,,,,,55
2017-11-27T00:24:50.264Z,56.4,,,,,,55
2017-11-27T00:25:01.255Z,56.4,,,,,,55
2017-11-27T00:25:10.268Z,56.2,,,69.5,,,55
2017-11-27T00:25:20.264Z,56.1,,,,,,55
2017-11-27T00:25:30.265Z,56.1,,,,,,55
2017-11-27T00:25:40.265Z,56,,,,,,55
2017-11-27T00:25:50.269Z,55.9,,,,,,55
2017-11-27T00:26:00.266Z,55.8,,,,,,55
2017-11-27T00:26:10.264Z,55.8,,,,,,55
2017-11-27T00:26:20.270Z,55.7,,,69.4,,,55
2017-11-27T00:26:30.264Z,55.6,,,,,,55
2017-11-27T00:26:40.265Z,55.6,,,,,,55
2017-11-27T00:26:50.264Z,55.5,,,,,,55
2017-11-27T00:27:00.264Z,55.3,,,,,,55
2017-11-27T00:27:10.268Z,55.3,,,,,,55
2017-11-27T00:27:20.264Z,55.2,,,69.2,,,55
2017-11-27T00:27:30.264Z,55.1,,,,,,55
2017-11-27T00:27:40.264Z,55.1,,,,,,55
2017-11-27T00:27:51.260Z,55,,,,,,55
2017-11-27T00:28:00.265Z,54.9,,,,,,55
2017-11-27T00:28:10.264Z,54.9,,,,,,55
2017-11-27T00:28:20.269Z,54.8,,,69.1,,,55
2017-11-27T00:28:30.264Z,54.7,,,,,,55
2017-11-27T00:28:40.265Z,54.7,,,,,,55
2017-11-27T00:28:50.265Z,54.6,,,,,,55
2017-11-27T00:29:00.266Z,54.4,,,,,,55
2017-11-27T00:29:10.268Z,54.4,,,69,,,55
2017-11-27T00:29:20.267Z,54.3,,,,,,55
2017-11-27T00:29:30.264Z,54.2,,,,,,55
2017-11-27T00:29:40.264Z,54.2,,,,,,55
2017-11-27T00:29:50.264Z,54.1,,,,,,55
2017-11-27T00:30:00.265Z,54,,,68.9,,,55
2017-11-27T00:30:10.264Z,54,,,,,,55
2017-11-27T00:30:20.268Z,53.9,,,,,,55
2017-11-27T00:30:30.264Z,53.8,,,,,,55
2017-11-27T00:30:45.284Z,53.8,,,,,,55
2017-11-27T00:30:50.264Z,53.7,,,,,,55
2017-11-27T00:31:00.264Z,53.7,,,68.7,,,55
2017-11-27T00:31:10.264Z,53.6,,,,,,55
2017-11-27T00:31:20.271Z,53.4,,,,,,55
2017-11-27T00:31:30.265Z,53.4,,,,,,55
2017-11-27T00:31:40.265Z,53.3,,,68.6,,,55
2017-11-27T00:31:50.264Z,53.2,,,,,,55
2017-11-27T00:32:00.265Z,53.1,,,,,,55
2017-11-27T00:32:10.265Z,53.1,,,,,,55
2017-11-27T00:32:20.264Z,53,,,,,,55
2017-11-27T00:32:30.264Z,53,,,68.5,,,55
2017-11-27T00:32:40.264Z,52.9,,,,,,55
2017-11-27T00:32:50.265Z,52.8,,,,,,55
2017-11-27T00:33:00.264Z,52.8,,,,,,55
2017-11-27T00:33:10.269Z,52.7,,,68.4,,,55
2017-11-27T00:33:20.264Z,52.7,,,,,,55
2017-11-27T00:33:35.311Z,52.6,,,,,,55
2017-11-27T00:33:40.267Z,52.4,,,,,,55
2017-11-27T00:33:50.265Z,52.4,,,,,,55
2017-11-27T00:34:00.266Z,52.3,,,68.2,,,55
2017-11-27T00:34:10.265Z,52.2,,,,,,55
2017-11-27T00:34:20.264Z,52.2,,,,,,55
2017-11-27T00:34:30.264Z,52.1,,,,,,55
2017-11-27T00:34:40.264Z,52,,,,,,55
2017-11-27T00:34:50.266Z,52,,,68.1,,,55
2017-11-27T00:35:01.367Z,51.9,,,,,,55
2017-11-27T00:35:10.265Z,51.9,,,,,,55
2017-11-27T00:35:20.265Z,51.8,,,,,,55
2017-11-27T00:35:30.264Z,51.7,,,68,,,55
2017-11-27T00:35:40.265Z,51.7,,,,,,55
2017-11-27T00:35:50.265Z,51.6,,,,,,55
2017-11-27T00:36:00.264Z,51.6,,,,,,55
2017-11-27T00:36:10.264Z,51.4,,,67.9,,,55
2017-11-27T00:36:26.061Z,51.3,,,,,,55
2017-11-27T00:36:30.265Z,51.3,,,,,,55
2017-11-27T00:36:40.265Z,51.2,0,0,67.9,5,0,55
2017-11-27T00:36:50.270Z,51.1,,,,,,55
2017-11-27T00:37:00.265Z,51.1,,,,,,55
2017-11-27T00:37:10.265Z,51,,,67.7,,,55
2017-11-27T00:37:20.265Z,51,,,,,,55
2017-11-27T00:37:30.264Z,50.9,,,,,,55
2017-11-27T00:37:40.265Z,50.9,,,,,,55
2017-11-27T00:37:51.296Z,50.8,,,67.6,,,55
2017-11-27T00:38:00.265Z,50.7,,,,,,55
2017-11-27T00:38:10.265Z,50.7,,,,,,55
2017-11-27T00:38:20.268Z,50.6,,,,,,55
2017-11-27T00:38:30.265Z,50.6,,,67.5,,,55
2017-11-27T00:38:40.265Z,50.4,,,,,,55
2017-11-27T00:38:50.267Z,50.4,,,,,,55
2017-11-27T00:39:00.268Z,50.3,,,,,,55
2017-11-27T00:39:10.265Z,50.2,,,,,,55
2017-11-27T00:39:20.276Z,50.2,,,67.4,,,55
2017-11-27T00:39:30.269Z,50.1,,,,,,55
2017-11-27T00:39:40.265Z,50.1,,,,,,55
2017-11-27T00:39:50.265Z,50,,,,,,55
2017-11-27T00:40:00.265Z,49.9,,,67.2,,,55
2017-11-27T00:40:10.265Z,49.9,,,,,,55
2017-11-27T00:40:20.265Z,49.8,,,,,,55
2017-11-27T00:40:30.265Z,49.8,,,,,,55
2017-11-27T00:40:40.265Z,49.7,,,,,,55
2017-11-27T00:40:50.269Z,49.7,,,67.1,,,55
2017-11-27T00:41:00.265Z,49.5,,,,,,55
2017-11-27T00:41:10.265Z,49.4,,,,,,55
2017-11-27T00:41:20.265Z,49.4,,,,,,55
2017-11-27T00:41:30.267Z,49.3,,,67,,,55
2017-11-27T00:41:40.266Z,49.3,,,,,,55
2017-11-27T00:41:50.269Z,49.2,,,,,,55
2017-11-27T00:42:00.265Z,49.2,,,67,,,55
2017-11-27T00:42:10.265Z,49.1,,,66.9,,,55
2017-11-27T00:42:20.265Z,49.1,,,,,,55
2017-11-27T00:42:30.269Z,49,,,,,,55
2017-11-27T00:42:40.266Z,48.9,,,,,,55
2017-11-27T00:42:50.265Z,48.9,,,66.7,,,55
2017-11-27T00:43:00.265Z,48.7,,,,,,55
2017-11-27T00:43:10.266Z,48.7,,,,,,55
2017-11-27T00:43:20.265Z,48.6,,,,,,55
2017-11-27T00:43:31.303Z,48.5,,,66.6,,,55
2017-11-27T00:43:40.265Z,48.5,,,,,,55
2017-11-27T00:43:50.265Z,48.5,,,,,,55
2017-11-27T00:44:00.265Z,48.4,,,,,,55
2017-11-27T00:44:10.267Z,48.3,,,,,,55
2017-11-27T00:44:20.265Z,48.3,,,66.5,,,55
2017-11-27T00:44:30.265Z,48.2,,,,,,55
2017-11-27T00:44:40.266Z,48.2,,,,,,55
2017-11-27T00:44:50.266Z,48.1,,,,,,55
2017-11-27T00:45:00.266Z,48.1,,,66.4,,,55
2017-11-27T00:45:10.265Z,48,,,,,,55
2017-11-27T00:45:20.270Z,48,,,,,,55
2017-11-27T00:45:30.266Z,47.8,,,,,,55
2017-11-27T00:45:40.265Z,47.8,,,66.2,,,55
2017-11-27T00:45:50.292Z,47.7,,,,,,55
2017-11-27T00:46:00.265Z,47.7,,,,,,55
2017-11-27T00:46:10.265Z,47.6,,,,,,55
2017-11-27T00:46:21.269Z,47.5,,,66.1,,,55
2017-11-27T00:46:30.265Z,47.5,,,,,,55
2017-11-27T00:46:40.265Z,47.5,,,,,,55
2017-11-27T00:46:50.267Z,47.4,,,,,,55
2017-11-27T00:47:00.265Z,47.3,,,,,,55
2017-11-27T00:47:10.265Z,47.3,,,66,,,55
2017-11-27T00:47:20.265Z,47.3,,,,,,55
2017-11-27T00:47:30.265Z,47.2,,,,,,55
2017-11-27T00:47:40.269Z,47,,,65.9,,,55
2017-11-27T00:47:50.265Z,47,,,,,,55
2017-11-27T00:48:00.267Z,46.9,,,,,,55
2017-11-27T00:48:10.265Z,46.9,,,,,,55
2017-11-27T00:48:20.265Z,46.8,,,,,,55
2017-11-27T00:48:30.265Z,46.8,,,65.7,,,55
2017-11-27T00:48:40.265Z,46.7,,,,,,55
2017-11-27T00:48:50.265Z,46.7,,,,,,55
2017-11-27T00:49:00.265Z,46.6,,,,,,55
2017-11-27T00:49:15.285Z,46.6,,,65.6,,,55
2017-11-27T00:49:20.265Z,46.5,,,,,,55
2017-11-27T00:49:30.267Z,46.5,,,,,,55
2017-11-27T00:49:40.268Z,46.4,,,,,,55
2017-11-27T00:49:50.265Z,46.4,,,65.5,,,55
2017-11-27T00:50:00.265Z,46.2,,,,,,55
2017-11-27T00:50:10.269Z,46.2,,,,,,55
2017-11-27T00:50:20.265Z,46.1,,,,,,55
2017-11-27T00:50:30.265Z,46.1,,,65.4,,,55
2017-11-27T00:50:40.265Z,46,,,,,,55
2017-11-27T00:50:50.265Z,46,,,,,,55
2017-11-27T00:51:00.265Z,45.9,,,,,,55
2017-11-27T00:51:10.265Z,45.9,,,65.2,,,55
2017-11-27T00:51:20.265Z,45.9,,,,,,55
2017-11-27T00:51:30.269Z,45.8,,,,,,55
2017-11-27T00:51:40.266Z,45.8,,,,,,55
2017-11-27T00:51:50.270Z,45.7,,,,,,55
2017-11-27T00:52:06.153Z,45.6,,,65.1,,,55
2017-11-27T00:52:10.265Z,45.6,,,,,,55
2017-11-27T00:52:20.265Z,45.6,,,,,,55
2017-11-27T00:52:30.265Z,45.5,,,,,,55
2017-11-27T00:52:40.265Z,45.5,,,65,,,55
2017-11-27T00:52:50.266Z,45.3,,,,,,55
2017-11-27T00:53:00.265Z,45.3,,,,,,55
2017-11-27T00:53:10.266Z,45.2,,,64.9,,,55
2017-11-27T00:53:20.265Z,45.2,,,,,,55
2017-11-27T00:53:31.139Z,45.1,,,,,,55
2017-11-27T00:53:40.265Z,45.1,,,,,,55
2017-11-27T00:53:50.266Z,45,,,,,,55
2017-11-27T00:54:00.270Z,45,,,64.8,,,55
2017-11-27T00:54:10.266Z,44.9,,,,,,55
2017-11-27T00:54:20.266Z,44.9,,,,,,55
2017-11-27T00:54:30.265Z,44.8,,,,,,55
2017-11-27T00:54:40.268Z,44.8,,,64.7,,,55
2017-11-27T00:54:55.739Z,44.8,,,,,,55
2017-11-27T00:55:00.270Z,44.7,,,,,,55
2017-11-27T00:55:10.265Z,44.7,,,,,,55
2017-11-27T00:55:20.266Z,44.5,,,,,,55
2017-11-27T00:55:30.265Z,44.5,,,64.5,,,55
2017-11-27T00:55:40.266Z,44.4,,,,,,55
2017-11-27T00:55:50.266Z,44.4,,,,,,55
2017-11-27T00:56:00.265Z,44.3,,,64.4,,,55
2017-11-27T00:56:10.270Z,44.3,,,,,,55
2017-11-27T00:56:21.271Z,44.2,,,,,,55
2017-11-27T00:56:30.265Z,44.2,,,,,,55
2017-11-27T00:56:40.268Z,44.1,,,,,,55
2017-11-27T00:56:50.268Z,44.1,,,64.3,,,55
2017-11-27T00:57:00.266Z,44,,,,,,55
2017-11-27T00:57:10.265Z,44,,,,,,55
2017-11-27T00:57:20.268Z,44,,,,,,55
2017-11-27T00:57:30.266Z,43.9,,,64.2,,,55
2017-11-27T00:57:40.266Z,43.9,,,,,,55
2017-11-27T00:57:50.267Z,43.7,,,,,,55
2017-11-27T00:58:00.265Z,43.7,,,,,,55
2017-11-27T00:58:10.265Z,43.7,,,64.1,,,55
2017-11-27T00:58:20.267Z,43.6,,,,,,55
2017-11-27T00:58:30.265Z,43.6,,,,,,55
2017-11-27T00:58:40.268Z,43.5,,,,,,55
2017-11-27T00:58:50.265Z,43.5,,,64,,,55
2017-11-27T00:59:00.268Z,43.4,,,,,,55
2017-11-27T00:59:10.269Z,43.4,,,,,,55
2017-11-27T00:59:20.265Z,43.3,,,63.8,,,55
2017-11-27T00:59:30.269Z,43.3,,,,,,55
2017-11-27T00:59:40.269Z,43.3,,,,,,55
2017-11-27T00:59:50.269Z,43.2,,,,,,55
2017-11-27T01:00:00.271Z,43.2,,,,,,55
2017-11-27T01:00:10.266Z,43.1,,,63.7,,,55
2017-11-27T01:00:20.265Z,43.1,,,,,,55
2017-11-27T01:00:30.265Z,43.1,,,,,,55
2017-11-27T01:00:40.265Z,43,,,,,,55
2017-11-27T01:00:50.265Z,43,,,63.6,,,55
2017-11-27T01:01:00.266Z,42.8,,,,,,55
2017-11-27T01:01:10.269Z,42.8,,,,,,55
2017-11-27T01:01:20.273Z,42.7,,,,,,55
2017-11-27T01:01:30.265Z,42.7,,,63.5,,,55
2017-11-27T01:01:40.266Z,42.7,,,,,,55
2017-11-27T01:01:50.269Z,42.6,,,,,,55
2017-11-27T01:02:01.313Z,42.6,,,,,,55
2017-11-27T01:02:11.288Z,42.5,,,63.4,,,55
2017-11-27T01:02:20.267Z,42.5,,,,,,55
2017-11-27T01:02:30.267Z,42.4,,,,,,55
2017-11-27T01:02:40.269Z,42.4,,,,,,55
2017-11-27T01:02:50.266Z,42.4,,,63.3,,,55
2017-11-27T01:03:00.269Z,42.3,,,,,,55
2017-11-27T01:03:10.274Z,42.3,,,,,,55
2017-11-27T01:03:20.265Z,42.2,,,,,,55
2017-11-27T01:03:30.265Z,42.2,,,63.1,,,55
2017-11-27T01:03:40.276Z,42.2,,,,,,55
2017-11-27T01:03:50.269Z,42,,,,,,55
2017-11-27T01:04:00.268Z,42,,,,,,55
2017-11-27T01:04:10.265Z,41.9,,,63,,,55
2017-11-27T01:04:20.267Z,41.9,,,,,,55
2017-11-27T01:04:30.266Z,41.9,,,,,,55
2017-11-27T01:04:40.269Z,41.8,,,62.9,,,55
2017-11-27T01:04:55.291Z,41.8,,,,,,55
2017-11-27T01:05:00.269Z,41.7,,,,,,55
2017-11-27T01:05:10.269Z,41.7,,,,,,55
2017-11-27T01:05:20.270Z,41.7,,,,,,55
2017-11-27T01:05:30.273Z,41.6,,,62.8,,,55
2017-11-27T01:05:40.266Z,41.6,,,,,,55
2017-11-27T01:05:50.274Z,41.5,,,,,,55
2017-11-27T01:06:00.271Z,41.5,,,,,,55
2017-11-27T01:06:10.274Z,41.5,,,62.7,,,55
2017-11-27T01:06:20.265Z,41.4,,,,,,55
2017-11-27T01:06:30.266Z,41.4,,,,,,55
2017-11-27T01:06:40.266Z,41.2,,,,,,55
2017-11-27T01:06:50.265Z,41.2,,,62.6,,,55
2017-11-27T01:07:00.269Z,41.2,,,,,,55
2017-11-27T01:07:10.265Z,41.1,,,,,,55
2017-11-27T01:07:20.265Z,41.1,,,,,,55
2017-11-27T01:07:30.265Z,41.1,,,62.4,,,55
2017-11-27T01:07:45.652Z,41,,,,,,55
2017-11-27T01:07:50.272Z,41,,,,,,55
2017-11-27T01:08:00.270Z,40.9,,,,,,55
2017-11-27T01:08:10.265Z,40.9,,,62.3,,,55
2017-11-27T01:08:20.266Z,40.9,,,,,,55
2017-11-27T01:08:30.265Z,40.8,,,,,,55
2017-11-27T01:08:40.266Z,40.8,,,,,,55
2017-11-27T01:08:50.266Z,40.7,,,62.2,,,55
2017-11-27T01:09:00.266Z,40.7,,,,,,55
2017-11-27T01:09:11.276Z,40.7,,,,,,55
2017-11-27T01:09:20.265Z,40.6,,,,,,55
2017-11-27T01:09:30.271Z,40.6,,,62.1,,,55
2017-11-27T01:09:40.271Z,40.6,,,,,,55
2017-11-27T01:09:50.270Z,40.5,,,,,,55
2017-11-27T01:10:00.266Z,40.5,,,,,,55
2017-11-27T01:10:10.270Z,40.3,,,62,,,55
2017-11-27T01:10:20.270Z,40.3,,,,,,55
2017-11-27T01:10:35.277Z,40.3,,,,,,55
2017-11-27T01:10:40.266Z,40.2,,,61.9,,,55
2017-11-27T01:10:50.268Z,40.2,,,,,,55
2017-11-27T01:11:00.266Z,40.2,,,,,,55
2017-11-27T01:11:10.266Z,40.1,,,,,,55
2017-11-27T01:11:20.265Z,40.1,,,,,,55
2017-11-27T01:11:30.266Z,40,,,61.7,,,55
2017-11-27T01:11:40.266Z,40,,,,,,55
2017-11-27T01:11:50.266Z,40,,,,,,55
2017-11-27T01:12:01.261Z,40,,,,,,55
2017-11-27T01:12:10.266Z,39.9,,,61.6,,,55
2017-11-27T01:12:20.266Z,39.9,,,,,,55
2017-11-27T01:12:30.266Z,39.8,,,,,,55
2017-11-27T01:12:40.271Z,39.8,,,,,,55
2017-11-27T01:12:50.266Z,39.8,,,61.5,,,55
2017-11-27T01:13:00.267Z,39.6,,,,,,55
2017-11-27T01:13:10.266Z,39.6,,,,,,55
2017-11-27T01:13:20.266Z,39.6,,,,,,55
2017-11-27T01:13:30.266Z,39.5,,,61.4,,,55
2017-11-27T01:13:40.266Z,39.5,,,,,,55
2017-11-27T01:13:50.266Z,39.5,,,,,,55
2017-11-27T01:14:00.266Z,39.4,,,,,,55
2017-11-27T01:14:10.266Z,39.4,,,61.3,,,55
2017-11-27T01:14:20.266Z,39.3,,,,,,55
2017-11-27T01:14:30.267Z,39.3,,,,,,55
2017-11-27T01:14:40.266Z,39.3,,,61.2,,,55
2017-11-27T01:14:51.267Z,39.1,,,,,,55
2017-11-27T01:15:00.266Z,39.1,,,,,,55
2017-11-27T01:15:10.267Z,39.1,,,,,,55
2017-11-27T01:15:20.266Z,39,,,,,,55
2017-11-27T01:15:30.265Z,39,,,61,,,55
2017-11-27T01:15:40.266Z,39,,,,,,55
2017-11-27T01:15:50.266Z,38.9,,,,,,55
2017-11-27T01:16:00.266Z,38.9,,,60.9,,,55
2017-11-27T01:16:10.266Z,38.9,,,,,,55
2017-11-27T01:16:20.266Z,38.8,,,,,,55
2017-11-27T01:16:30.267Z,38.8,,,,,,55
2017-11-27T01:16:40.266Z,38.8,,,,,,55
2017-11-27T01:16:50.266Z,38.6,,,60.8,,,55
2017-11-27T01:17:00.266Z,38.6,,,,,,55
2017-11-27T01:17:10.266Z,38.6,,,,,,55
2017-11-27T01:17:20.266Z,38.5,,,,,,55
2017-11-27T01:17:30.267Z,38.5,,,60.7,,,55
2017-11-27T01:17:40.266Z,38.5,,,,,,55
2017-11-27T01:17:50.267Z,38.4,,,,,,55
2017-11-27T01:18:00.266Z,38.4,,,,,,55
2017-11-27T01:18:10.266Z,38.4,,,60.6,,,55
2017-11-27T01:18:20.267Z,38.3,,,,,,55
2017-11-27T01:18:30.266Z,38.3,,,,,,55
2017-11-27T01:18:40.266Z,38.3,,,,,,55
2017-11-27T01:18:50.266Z,38.1,,,60.5,,,55
2017-11-27T01:19:00.266Z,38.1,,,,,,55
2017-11-27T01:19:10.266Z,38.1,,,,,,55
2017-11-27T01:19:20.266Z,38,,,,,,55
2017-11-27T01:19:30.266Z,38,,,60.3,,,55
2017-11-27T01:19:40.267Z,38,,,,,,55
2017-11-27T01:19:50.266Z,37.9,,,,,,55
2017-11-27T01:20:00.266Z,37.9,,,,,,55
2017-11-27T01:20:10.266Z,37.9,,,60.2,,,55
2017-11-27T01:20:20.266Z,37.8,,,,,,55
2017-11-27T01:20:31.280Z,37.8,,,,,,55
2017-11-27T01:20:40.266Z,37.8,,,,,,55
2017-11-27T01:20:50.266Z,37.7,,,60.1,,,55
2017-11-27T01:21:00.266Z,37.7,,,,,,55
