Time,PrimTSet,ChActive,HwTOutlet,HwTSet,HwActive,ActPow,PrimT
2017-12-08T12:42:11.315Z,,,47.5,55,,,53.2
2017-12-08T12:42:21.322Z,,,47.4,55,,,53.4
2017-12-08T12:42:31.302Z,,,,,,,53.5
2017-12-08T12:42:41.302Z,,,47.2,55,,,53.9
2017-12-08T12:42:51.299Z,,,47,55,,,54
2017-12-08T12:43:01.313Z,,,47,55,,,54.1
2017-12-08T12:43:11.314Z,,,46.9,55,,,54.2
2017-12-08T12:43:21.322Z,,,46.8,55,,,54.3
2017-12-08T12:43:31.325Z,,,46.7,55,,,54.5
2017-12-08T12:43:42.303Z,,,46.6,55,,,54.7
2017-12-08T12:43:51.302Z,,,46.6,55,,,54.8
2017-12-08T12:44:01.306Z,,,46.5,55,,,55
2017-12-08T12:44:11.302Z,,,46.4,55,,,55.1
2017-12-08T12:44:21.343Z,,,46.4,55,,,55.3
2017-12-08T12:44:31.302Z,,,,,,,55.5
2017-12-08T12:44:41.302Z,,,46.1,55,,,55.6
2017-12-08T12:44:51.318Z,,,46.1,55,,,55.8
2017-12-08T12:45:01.302Z,,,46,55,,,55.9
2017-12-08T12:45:11.302Z,,,45.9,55,,,56
2017-12-08T12:45:21.299Z,,,45.9,55,,,56.3
2017-12-08T12:45:31.335Z,,,45.8,55,,,
2017-12-08T12:45:41.300Z,,,45.7,55,,,56.5
2017-12-08T12:45:51.307Z,,,45.7,55,,,56.6
2017-12-08T12:46:01.305Z,,,45.6,55,,,56.9
2017-12-08T12:46:11.307Z,,1,45.6,55,0,0,57.2
2017-12-08T12:46:21.303Z,,,45.5,55,,,56.4
2017-12-08T12:46:36.319Z,,,,,,,54.8
2017-12-08T12:46:41.307Z,,,45.3,55,,,53.7
2017-12-08T12:46:51.302Z,,,45.2,55,,,53.1
2017-12-08T12:47:01.299Z,,,45.2,55,,,
2017-12-08T12:47:11.350Z,,,45.1,55,,,53.5
2017-12-08T12:47:21.307Z,,,45.1,55,,,53.6
2017-12-08T12:47:31.305Z,,,45,55,,,
2017-12-08T12:47:41.303Z,,,45,55,,,53
2017-12-08T12:47:51.299Z,,,45,55,,,52.7
2017-12-08T12:48:01.303Z,,,44.9,55,,,52.4
2017-12-08T12:48:11.298Z,,,44.9,55,,,52.2
2017-12-08T12:48:21.299Z,,,44.8,55,,,52
2017-12-08T12:48:31.299Z,,,,,,,51.8
2017-12-08T12:48:41.299Z,,,44.8,55,,,51.6
2017-12-08T12:48:51.300Z,,,44.7,55,,,51.3
2017-12-08T12:49:01.299Z,,,44.5,55,,,51.1
2017-12-08T12:49:11.299Z,,,44.4,55,,,50.9
2017-12-08T12:49:21.304Z,,,44.4,55,,,
2017-12-08T12:49:31.315Z,,,,,,,51.1
2017-12-08T12:49:41.304Z,,,44.3,55,,,51.2
2017-12-08T12:49:51.303Z,,,44.2,55,,,51.3
2017-12-08T12:50:01.302Z,,,44.1,55,,,51.6
2017-12-08T12:50:11.305Z,,,,,,,51.7
2017-12-08T12:50:21.299Z,,,44,55,,,
2017-12-08T12:50:31.304Z,,,43.9,55,,,
2017-12-08T12:50:41.300Z,,,43.9,55,,,51.9
2017-12-08T12:50:51.302Z,,,43.7,55,,,52
2017-12-08T12:51:01.305Z,,,43.7,55,,,
2017-12-08T12:51:11.299Z,,,43.6,55,,,52.1
2017-12-08T12:51:21.300Z,,,43.5,55,,,52.2
2017-12-08T12:51:31.318Z,,,43.5,55,,,
2017-12-08T12:51:41.299Z,,,43.4,55,,,52.3
2017-12-08T12:51:51.300Z,,,43.4,55,,,
2017-12-08T12:52:01.307Z,,,43.3,55,,,52.4
2017-12-08T12:52:16.740Z,,,43.3,55,,,
2017-12-08T12:52:21.310Z,,,43.2,55,,,52.6
2017-12-08T12:52:31.306Z,,,43.2,55,,,
2017-12-08T12:52:41.300Z,,,43.1,55,,,52.7
2017-12-08T12:53:01.304Z,,,43,55,,,
2017-12-08T12:53:11.313Z,,,43,55,,,52.8
2017-12-08T12:53:31.315Z,,,42.8,55,,,
2017-12-08T12:53:42.298Z,,,42.7,55,,,
2017-12-08T12:53:51.299Z,,,,,,,52.9
2017-12-08T12:54:01.301Z,,,42.6,55,,,
2017-12-08T12:54:11.300Z,,,42.6,55,,,
2017-12-08T12:54:31.313Z,,,42.5,55,,,53
2017-12-08T12:54:41.300Z,,,42.5,55,,,
2017-12-08T12:54:51.312Z,,,42.4,55,,,
2017-12-08T12:55:01.304Z,,,42.3,55,,,
2017-12-08T12:55:21.301Z,,,42.2,55,,,
2017-12-08T12:55:31.300Z,,,42.2,55,,,
2017-12-08T12:55:41.312Z,,,42,55,,,
2017-12-08T12:56:01.301Z,,,41.9,55,,,
2017-12-08T12:56:11.299Z,,,41.9,55,,,
2017-12-08T12:56:31.300Z,,,41.8,55,,,
2017-12-08T12:56:41.302Z,,,41.7,55,,,
2017-12-08T12:57:01.309Z,,,41.6,55,,,
2017-12-08T12:57:11.328Z,,,41.6,55,,,
2017-12-08T12:57:31.309Z,,,41.5,55,,,
2017-12-08T12:57:41.301Z,,,41.4,55,,,
2017-12-08T12:58:01.338Z,,,41.2,55,,,
2017-12-08T12:58:11.300Z,,,41.2,55,,,
2017-12-08T12:58:31.301Z,,,41.1,55,,,
2017-12-08T12:58:41.313Z,,,41.1,55,,,
2017-12-08T12:59:01.306Z,,,41,55,,,
2017-12-08T12:59:11.305Z,,,40.9,55,,,
2017-12-08T12:59:22.312Z,,1,,,0,79,55.1
2017-12-08T12:59:31.305Z,,,40.8,55,,58,60.2
2017-12-08T12:59:41.301Z,,,40.8,55,,29,60.6
2017-12-08T12:59:51.304Z,,,40.7,55,,,55.3
2017-12-08T13:00:01.301Z,,,40.7,55,,,51.2
2017-12-08T13:00:11.311Z,,,40.7,55,,,49.5
2017-12-08T13:00:21.308Z,,,40.6,55,,,48.8
2017-12-08T13:00:31.303Z,,,40.6,55,,,49.6
2017-12-08T13:00:41.303Z,,,40.5,55,,,50.2
2017-12-08T13:00:51.301Z,,,40.5,55,,,50.3
2017-12-08T13:01:01.319Z,,,40.5,55,,,
2017-12-08T13:01:21.325Z,,,40.5,55,,,50.7
2017-12-08T13:01:31.301Z,,,40.3,55,,,
2017-12-08T13:01:41.313Z,,,,,,,51
2017-12-08T13:01:51.302Z,,,40.3,55,,,51.2
2017-12-08T13:02:01.335Z,,,40.3,55,,,51.4
2017-12-08T13:02:16.377Z,59,0,,,0,0,53.5
2017-12-08T13:02:21.307Z,,,42,55,,,54.4
2017-12-08T13:02:31.335Z,,,41.1,55,,,53.5
2017-12-08T13:02:41.317Z,,,40.6,55,,,54.4
2017-12-08T13:02:51.310Z,,,40.3,55,,,55.3
2017-12-08T13:03:01.335Z,,,40.9,55,,,56.1
2017-12-08T13:03:11.309Z,75,1,41.8,55,0,,56.9
2017-12-08T13:03:21.310Z,,,42.8,55,,,57.5
2017-12-08T13:03:31.300Z,,,44.4,55,,,57.7
2017-12-08T13:03:41.345Z,,,44.9,55,,,58
2017-12-08T13:03:51.304Z,,,,,,,58.1
2017-12-08T13:04:01.306Z,,,45.7,55,,,58.2
2017-12-08T13:04:11.303Z,,,46,55,,,
2017-12-08T13:04:21.302Z,,,,,,,58.4
2017-12-08T13:04:31.308Z,,,46.5,55,,,
2017-12-08T13:04:41.309Z,,,46.6,55,,,58.6
2017-12-08T13:04:51.325Z,,,,,,,58.7
2017-12-08T13:05:06.332Z,,,46.9,55,,,58.9
2017-12-08T13:05:11.309Z,,,47,55,,,
2017-12-08T13:05:21.309Z,,,,,,,59
2017-12-08T13:05:31.337Z,,,47.2,55,,,59.1
2017-12-08T13:05:41.346Z,,,47.3,55,,,59.2
2017-12-08T13:06:01.306Z,,,47.4,55,,,59.3
2017-12-08T13:06:11.309Z,,,47.4,55,,,59.4
2017-12-08T13:06:31.314Z,,,47.5,55,,,59.5
2017-12-08T13:06:41.309Z,,,47.5,55,,,
2017-12-08T13:06:51.332Z,,,,,,,59.7
2017-12-08T13:07:01.303Z,,,47.5,55,,,
2017-12-08T13:07:11.305Z,,,47.5,55,,,
2017-12-08T13:07:21.311Z,,,,,,,59.8
2017-12-08T13:07:31.301Z,,,47.5,55,,,
2017-12-08T13:07:41.301Z,,,47.4,55,,,
2017-12-08T13:08:01.308Z,,,47.4,55,,,59.9
2017-12-08T13:08:11.306Z,,,47.4,55,,,
2017-12-08T13:08:31.302Z,,,47.3,55,,,
2017-12-08T13:08:41.301Z,,,47.3,55,,,
2017-12-08T13:09:01.301Z,,,47.2,55,,,
2017-12-08T13:09:11.306Z,,,47.2,55,,,
2017-12-08T13:09:31.302Z,,,47,55,,,
2017-12-08T13:09:41.302Z,,,47,55,,,
2017-12-08T13:09:51.301Z,,1,46.9,55,0,79,61.2
2017-12-08T13:10:01.308Z,,,46.9,55,,67,64.5
2017-12-08T13:10:11.301Z,,,46.9,55,,29,62.6
2017-12-08T13:10:21.301Z,,,46.8,55,,,56.3
2017-12-08T13:10:31.306Z,,,46.8,55,,,51.5
2017-12-08T13:10:41.368Z,,,46.7,55,,,49.3
2017-12-08T13:10:51.302Z,,,46.7,55,,,48.5
2017-12-08T13:11:01.302Z,,,46.6,55,,,49
2017-12-08T13:11:16.321Z,,,46.6,55,,,49.1
2017-12-08T13:11:21.308Z,,,,,,,49.7
2017-12-08T13:11:31.301Z,,,46.5,55,,,
2017-12-08T13:11:41.306Z,,,46.5,55,,,
2017-12-08T13:11:51.314Z,,,,,,,50.2
2017-12-08T13:12:01.301Z,,,46.4,55,,,50.6
2017-12-08T13:12:12.299Z,,,46.4,55,,,
2017-12-08T13:12:21.313Z,,,,,,,50.9
2017-12-08T13:12:31.376Z,,,46.2,55,,,51
2017-12-08T13:12:41.349Z,,,46.2,55,,,51.4
2017-12-08T13:12:51.403Z,,,46.1,55,,,51.5
2017-12-08T13:13:01.317Z,,,46.1,55,,,
2017-12-08T13:13:11.304Z,,,,,,,51.9
2017-12-08T13:13:21.303Z,,,46.1,55,,,52.2
2017-12-08T13:13:31.312Z,,,46,55,,,
2017-12-08T13:13:41.308Z,,,45.9,55,,,52.3
2017-12-08T13:13:51.311Z,,,,,,,52.7
2017-12-08T13:14:01.303Z,,,45.8,55,,,52.8
2017-12-08T13:14:11.314Z,,,45.8,55,,,53
2017-12-08T13:14:21.314Z,,,,,,,53.3
2017-12-08T13:14:31.328Z,,,45.7,55,,,
2017-12-08T13:14:41.354Z,,,,,,,53.5
2017-12-08T13:14:51.311Z,,,45.7,55,,,53.7
2017-12-08T13:15:02.320Z,,,45.7,55,,,54
2017-12-08T13:15:11.308Z,,,45.6,55,,,54.2
2017-12-08T13:15:21.302Z,,,45.6,55,,,
2017-12-08T13:15:31.302Z,,,,,,,54.5
2017-12-08T13:15:42.354Z,,,45.5,55,,,54.7
2017-12-08T13:15:51.306Z,,,45.5,55,,,54.8
2017-12-08T13:16:01.302Z,,,,,,,55
2017-12-08T13:16:11.303Z,,,45.5,55,,,55.1
2017-12-08T13:16:21.303Z,,,45.5,55,,,
2017-12-08T13:16:31.319Z,,1,,,0,0,54.8
2017-12-08T13:16:41.306Z,,,45.5,55,,,53.2
2017-12-08T13:16:51.529Z,,,45.5,55,,,52.1
2017-12-08T13:17:01.305Z,,,45.5,55,,,51.6
2017-12-08T13:17:11.302Z,,,45.5,55,,,51.5
2017-12-08T13:17:21.302Z,,,45.5,55,,,51.7
2017-12-08T13:17:31.305Z,,,,,,,52
2017-12-08T13:17:41.302Z,,,45.5,55,,,51.8
2017-12-08T13:17:52.293Z,,,45.5,55,,,
2017-12-08T13:18:01.309Z,,,,,,,51.4
2017-12-08T13:18:11.311Z,,,45.5,55,,,51
2017-12-08T13:18:21.302Z,,,45.5,55,,,50.9
2017-12-08T13:18:31.319Z,,,45.5,55,,,
2017-12-08T13:18:41.330Z,,,45.5,55,,,50.7
2017-12-08T13:18:51.336Z,,,,,,,50.2
2017-12-08T13:19:01.327Z,,,45.5,55,,,50.1
2017-12-08T13:19:11.317Z,,,,,,,49.9
2017-12-08T13:19:21.308Z,,,45.3,55,,,49.7
2017-12-08T13:19:41.383Z,,,45.2,55,,,49.9
2017-12-08T13:19:51.313Z,,,45.2,55,,,50
2017-12-08T13:20:01.307Z,,,45.1,55,,,
2017-12-08T13:20:11.306Z,,,,,,,50.2
2017-12-08T13:20:21.317Z,,,45.1,55,,,50.4
2017-12-08T13:20:31.313Z,,,45,55,,,
2017-12-08T13:20:51.303Z,,,44.9,55,,,50.7
2017-12-08T13:21:01.324Z,,,44.8,55,,,
2017-12-08T13:21:11.308Z,,,,,,,50.8
2017-12-08T13:21:21.303Z,,,44.7,55,,,50.9
2017-12-08T13:21:31.303Z,,,44.7,55,,,51
2017-12-08T13:21:41.302Z,,,44.5,55,,,
2017-12-08T13:21:51.303Z,,,44.4,55,,,
2017-12-08T13:22:01.304Z,,,,,,,51.1
2017-12-08T13:22:11.311Z,,,44.3,55,,,51.2
2017-12-08T13:22:21.306Z,,,44.2,55,,,
2017-12-08T13:22:41.306Z,,,44.2,55,,,51.3
2017-12-08T13:22:51.336Z,,,44.1,55,,,51.4
2017-12-08T13:23:01.313Z,,,44,55,,,
2017-12-08T13:23:11.309Z,,,43.9,55,,,
2017-12-08T13:23:21.311Z,,,,,,,51.6
2017-12-08T13:23:36.329Z,,,43.7,55,,,
2017-12-08T13:23:51.324Z,,,43.7,55,,,51.7
2017-12-08T13:24:01.325Z,,,43.6,55,,,
2017-12-08T13:24:21.311Z,,,43.5,55,,,51.8
2017-12-08T13:24:31.309Z,75,1,43.4,55,0,0,51.8
2017-12-08T13:24:51.323Z,,,43.3,55,,,
2017-12-08T13:25:02.370Z,,,43.3,55,,,
2017-12-08T13:25:11.303Z,,,43.2,55,,,
2017-12-08T13:25:31.303Z,,,43,55,,,
2017-12-08T13:25:51.305Z,,,43,55,,,51.9
2017-12-08T13:26:01.316Z,,,42.8,55,,,
2017-12-08T13:26:11.303Z,,1,42.7,55,0,79,55.6
2017-12-08T13:26:26.769Z,,,42.7,55,,50,60.6
2017-12-08T13:26:31.318Z,,,42.6,55,,29,59.2
2017-12-08T13:26:41.303Z,,,42.6,55,,,52.6
2017-12-08T13:26:51.313Z,,,42.5,55,,,48.2
2017-12-08T13:27:01.306Z,,,42.5,55,,,46.7
2017-12-08T13:27:11.309Z,,,42.4,55,,,46
2017-12-08T13:27:21.304Z,,,42.4,55,,,46.6
2017-12-08T13:27:38.962Z,,,42.3,55,,,47.3
2017-12-08T13:27:41.308Z,,,42.3,55,,,
2017-12-08T13:27:52.298Z,,,42.2,55,,,47.6
2017-12-08T13:28:11.343Z,,,42.2,55,,,48
2017-12-08T13:28:21.354Z,,,42,55,,,
2017-12-08T13:28:31.315Z,,,42,55,,,48.3
2017-12-08T13:28:41.337Z,,,42,55,,,48.7
2017-12-08T13:28:51.321Z,,,41.9,55,,,49.2
2017-12-08T13:29:01.356Z,,,41.9,55,,,
2017-12-08T13:29:11.306Z,,,,,,,49.6
2017-12-08T13:29:21.359Z,,,41.8,55,,,50
2017-12-08T13:29:31.329Z,,,41.8,55,,,
2017-12-08T13:29:41.317Z,,,,,,,50.3
2017-12-08T13:29:51.308Z,,,41.7,55,,,50.6
2017-12-08T13:30:01.311Z,,,41.7,55,,,51
2017-12-08T13:30:11.303Z,,,41.6,55,,,
2017-12-08T13:30:21.311Z,,,,,,,51.1
2017-12-08T13:30:31.304Z,,,41.6,55,,,51.6
2017-12-08T13:30:41.314Z,,,41.6,55,,,51.8
2017-12-08T13:30:51.311Z,,,41.6,55,,,
2017-12-08T13:31:01.312Z,,,,,,,52
2017-12-08T13:31:11.308Z,,,41.6,55,,,52.4
2017-12-08T13:31:21.308Z,,,41.6,55,,,
2017-12-08T13:31:31.305Z,,,41.6,55,,,52.6
2017-12-08T13:31:41.309Z,,1,41.6,55,0,0,52.4
2017-12-08T13:31:51.306Z,,,41.7,55,,,52
2017-12-08T13:32:01.308Z,,,41.7,55,,,49.9
2017-12-08T13:32:11.308Z,,,41.7,55,,,49.6
2017-12-08T13:32:21.306Z,,,41.8,55,,,49.1
2017-12-08T13:32:31.308Z,,,,,,,49
2017-12-08T13:32:41.304Z,,,41.9,55,,,49.4
2017-12-08T13:32:51.314Z,,,41.9,55,,,49.5
2017-12-08T13:33:01.308Z,,,42,55,,,
2017-12-08T13:33:11.312Z,,,42,55,,,49.3
2017-12-08T13:33:21.308Z,,,42,55,,,48.7
2017-12-08T13:33:32.296Z,,,42.2,55,,,
2017-12-08T13:33:41.308Z,,,,,,,48.5
2017-12-08T13:33:51.308Z,,,42.2,55,,,48.3
2017-12-08T13:34:01.303Z,,,42.2,55,,,
2017-12-08T13:34:11.324Z,,,42,55,,,48.2
2017-12-08T13:34:21.416Z,,,42.2,55,,,48.1
2017-12-08T13:34:31.391Z,,,42,55,,,47.8
2017-12-08T13:34:41.339Z,,,42,55,,,47.7
2017-12-08T13:34:51.309Z,,,42,55,,,
2017-12-08T13:35:01.309Z,,,42,55,,,48
2017-12-08T13:35:11.311Z,,,41.9,55,,,48.1
2017-12-08T13:35:21.310Z,,,41.9,55,,,48.2
2017-12-08T13:35:31.304Z,,,41.9,55,,,48.3
2017-12-08T13:35:41.311Z,,,41.9,55,,,48.4
2017-12-08T13:35:51.311Z,,,41.8,55,,,48.5
2017-12-08T13:36:01.304Z,,,41.8,55,,,48.6
2017-12-08T13:36:11.312Z,,,41.7,55,,,
2017-12-08T13:36:26.326Z,,,41.7,55,,,48.7
2017-12-08T13:36:31.305Z,,,41.7,55,,,48.9
2017-12-08T13:36:41.305Z,,,41.6,55,,,
2017-12-08T13:36:51.311Z,,,41.6,55,,,49
2017-12-08T13:37:01.312Z,,,41.5,55,,,49.1
2017-12-08T13:37:11.304Z,,,41.5,55,,,
2017-12-08T13:37:21.304Z,,,41.4,55,,,49.2
2017-12-08T13:37:31.309Z,,,41.4,55,,,49.3
2017-12-08T13:37:41.304Z,,,41.2,55,,,
2017-12-08T13:37:51.356Z,,,41.2,55,,,49.4
2017-12-08T13:38:01.308Z,,,41.2,55,,,
2017-12-08T13:38:11.304Z,,,41.1,55,,,
2017-12-08T13:38:21.304Z,,,41.1,55,,,49.5
2017-12-08T13:38:31.323Z,,,41,55,,,
2017-12-08T13:38:41.304Z,,,41,55,,,
2017-12-08T13:38:51.304Z,,,40.9,55,,,49.7
2017-12-08T13:39:01.307Z,,,40.9,55,,,
2017-12-08T13:39:16.327Z,,,40.8,55,,,
2017-12-08T13:39:21.306Z,,,40.8,55,,,49.8
2017-12-08T13:39:31.306Z,,,40.7,55,,,
2017-12-08T13:39:41.305Z,,,40.7,55,,,
2017-12-08T13:39:51.370Z,,,40.7,55,,,
2017-12-08T13:40:01.307Z,,,40.6,55,,,49.9
2017-12-08T13:40:11.304Z,,,40.6,55,,,
2017-12-08T13:40:21.312Z,,,40.5,55,,,
2017-12-08T13:40:31.351Z,,,40.3,55,,,
2017-12-08T13:40:41.938Z,,,40.3,55,,,
2017-12-08T13:40:51.324Z,,,40.3,55,,,
2017-12-08T13:41:01.305Z,,,40.2,55,,,
2017-12-08T13:41:11.306Z,,,40.2,55,,,49.9
2017-12-08T13:41:21.371Z,,,40.1,55,,,50
2017-12-08T13:41:31.428Z,,,40.1,55,,,
2017-12-08T13:41:41.358Z,,,40,55,,,50
2017-12-08T13:41:51.422Z,,,40,55,,,
2017-12-08T13:42:06.358Z,,,40,55,,,
2017-12-08T13:42:11.340Z,,,39.9,55,,,
2017-12-08T13:42:21.350Z,,,39.9,55,,,
2017-12-08T13:42:31.336Z,,,39.8,55,,,
2017-12-08T13:42:41.305Z,,,39.8,55,,,
2017-12-08T13:42:51.305Z,,,39.6,55,,,
2017-12-08T13:43:01.305Z,,,39.6,55,,,
2017-12-08T13:43:11.305Z,,,39.6,55,,,
2017-12-08T13:43:21.305Z,,,39.5,55,,,
2017-12-08T13:43:31.568Z,,,39.5,55,,,
2017-12-08T13:43:41.319Z,,,39.4,55,,,
2017-12-08T13:43:51.676Z,,,39.4,55,,,49.9
2017-12-08T13:44:01.753Z,,,39.3,55,,,49.9
2017-12-08T13:44:11.310Z,,,39.3,55,,,49.9
2017-12-08T13:44:21.305Z,,,39.1,55,,,
2017-12-08T13:44:31.305Z,,,39.1,55,,,
2017-12-08T13:44:41.305Z,,1,39.1,55,0,79,50
2017-12-08T13:44:51.339Z,,,39,55,,75,55.3
2017-12-08T13:45:01.312Z,,,39,55,,50,58.1
2017-12-08T13:45:11.304Z,,,39,55,,29,54.4
2017-12-08T13:45:21.315Z,,,38.9,55,,,49.7
2017-12-08T13:45:31.311Z,,,38.9,55,,,47.8
2017-12-08T13:45:41.310Z,,,38.8,55,,,46.9
2017-12-08T13:45:51.306Z,,,38.8,55,,,46.4
2017-12-08T13:46:01.353Z,,,38.8,55,,,47
2017-12-08T13:46:11.326Z,,,38.6,55,,,48
2017-12-08T13:46:22.340Z,,,38.6,55,,,48.2
2017-12-08T13:46:31.311Z,,,38.6,55,,,48.1
2017-12-08T13:46:41.322Z,,,38.6,55,,,48.2
2017-12-08T13:46:51.318Z,,,38.6,55,,,48.6
2017-12-08T13:47:01.305Z,,,38.6,55,,,49
2017-12-08T13:47:11.306Z,,,38.6,55,,,49.1
2017-12-08T13:47:21.305Z,,,38.6,55,,,49.3
2017-12-08T13:47:31.311Z,,,38.6,55,,,49.4
2017-12-08T13:47:41.305Z,,,38.6,55,,,49.6
2017-12-08T13:47:51.306Z,,,38.6,55,,,50
2017-12-08T13:48:01.305Z,,,38.6,55,,,50.1
2017-12-08T13:48:11.314Z,,,38.8,55,,,50.3
2017-12-08T13:48:21.306Z,,,38.8,55,,,50.6
2017-12-08T13:48:31.307Z,,,38.9,55,,,50.8
2017-12-08T13:48:42.348Z,,,38.9,55,,,51
2017-12-08T13:48:51.305Z,,,39,55,,,51.2
2017-12-08T13:49:01.307Z,,,39,55,,,51.5
2017-12-08T13:49:12.300Z,,,39,55,,,51.7
2017-12-08T13:49:21.309Z,,,39,55,,,52
2017-12-08T13:49:31.310Z,,,39.1,55,,,52.2
2017-12-08T13:49:41.320Z,,,39.3,55,,,52.4
2017-12-08T13:49:51.309Z,,,39.4,55,,,52.6
2017-12-08T13:50:01.308Z,,,39.5,55,,,53
2017-12-08T13:50:11.305Z,,,39.6,55,,,
2017-12-08T13:50:21.305Z,,,39.6,55,,,53.2
2017-12-08T13:50:31.305Z,,,39.8,55,,,53.4
2017-12-08T13:50:41.308Z,,,39.9,55,,,53.6
2017-12-08T13:50:51.305Z,,,40,55,,,54
2017-12-08T13:51:01.310Z,,,40.1,55,,,
2017-12-08T13:51:11.323Z,,,40.1,55,,,54.1
2017-12-08T13:51:21.306Z,,1,40.2,55,0,0,53.9
2017-12-08T13:51:31.322Z,,,40.3,55,,,52.9
2017-12-08T13:51:41.307Z,,,40.5,55,,,51.8
2017-12-08T13:51:51.305Z,,,40.6,55,,,50.8
2017-12-08T13:52:02.303Z,,,40.7,55,,,
2017-12-08T13:52:11.307Z,,,40.8,55,,,51
2017-12-08T13:52:21.318Z,,,40.9,55,,,
2017-12-08T13:52:31.308Z,,,40.9,55,,,51.3
2017-12-08T13:52:41.305Z,,,41,55,,,50.9
2017-12-08T13:52:51.308Z,,,41.1,55,,,50.8
2017-12-08T13:53:01.311Z,,,41.1,55,,,50.4
2017-12-08T13:53:11.305Z,,,41.1,55,,,50.2
2017-12-08T13:53:21.308Z,,,41.2,55,,,50.1
2017-12-08T13:53:31.311Z,,,41.2,55,,,49.9
2017-12-08T13:53:41.306Z,,,41.4,55,,,
2017-12-08T13:53:51.308Z,,,41.4,55,,,49.7
2017-12-08T13:54:01.312Z,,,41.4,55,,,49.5
2017-12-08T13:54:11.329Z,,,41.4,55,,,49.3
2017-12-08T13:54:21.305Z,,,41.4,55,,,49.1
2017-12-08T13:54:31.305Z,,,41.4,55,,,49.2
2017-12-08T13:54:41.305Z,,,41.4,55,,,49.3
2017-12-08T13:54:56.326Z,,,41.2,55,,,49.4
2017-12-08T13:55:01.308Z,,,41.2,55,,,49.7
2017-12-08T13:55:11.307Z,,,41.2,55,,,49.8
2017-12-08T13:55:21.336Z,,,41.2,55,,,49.9
2017-12-08T13:55:31.327Z,,,41.2,55,,,50
2017-12-08T13:55:41.339Z,,,41.1,55,,,
2017-12-08T13:55:51.350Z,,,41.1,55,,,50.1
2017-12-08T13:56:01.367Z,,,41.1,55,,,50.2
2017-12-08T13:56:11.340Z,,,41,55,,,
2017-12-08T13:56:21.316Z,,,41,55,,,50.3
2017-12-08T13:56:31.311Z,,,41,55,,,
2017-12-08T13:56:41.314Z,,,41,55,,,50.4
2017-12-08T13:56:51.308Z,,,40.9,55,,,50.6
2017-12-08T13:57:01.411Z,,,40.9,55,,,
2017-12-08T13:57:11.464Z,,,40.9,55,,,50.7
2017-12-08T13:57:21.419Z,,,40.9,55,,,
2017-12-08T13:57:31.393Z,,,40.8,55,,,50.8
2017-12-08T13:57:46.326Z,,,40.8,55,,,
2017-12-08T13:57:51.374Z,,,40.7,55,,,
2017-12-08T13:58:01.309Z,,,40.7,55,,,50.9
2017-12-08T13:58:11.308Z,,,40.7,55,,,
2017-12-08T13:58:21.306Z,,,40.7,55,,,51
2017-12-08T13:58:31.305Z,,,40.6,55,,,
2017-12-08T13:58:41.311Z,,,40.6,55,,,
2017-12-08T13:58:51.306Z,,,40.5,55,,,
2017-12-08T13:59:01.312Z,,,40.5,55,,,
2017-12-08T13:59:11.306Z,,,40.5,55,,,51.1
2017-12-08T13:59:21.317Z,,,40.3,55,,,
2017-12-08T13:59:31.310Z,,,40.3,55,,,
2017-12-08T13:59:41.312Z,0,0,40.2,55,2,,
2017-12-08T13:59:51.310Z,,,43.6,55,,124,52.1
2017-12-08T14:00:01.310Z,59,0,45.5,55,0,0,55.1
2017-12-08T14:00:11.309Z,,,45.5,55,,,56
2017-12-08T14:00:21.309Z,,,44.1,55,,,57.2
2017-12-08T14:00:36.397Z,,,43.4,55,,,58.2
2017-12-08T14:00:41.306Z,,,43.1,55,,,58.5
2017-12-08T14:00:51.311Z,,,43.3,55,,,59
2017-12-08T14:01:01.322Z,75,1,44.2,55,0,,59.1
2017-12-08T14:01:11.311Z,,,45.2,55,,,59.2
2017-12-08T14:01:21.315Z,,,45.9,55,,,
2017-12-08T14:01:31.306Z,,,46.6,55,,,
2017-12-08T14:01:41.325Z,,,47,55,,,59.3
2017-12-08T14:01:51.306Z,,,47.3,55,,,
2017-12-08T14:02:02.297Z,,,47.5,55,,,
2017-12-08T14:02:11.326Z,,,47.7,55,,,59.4
2017-12-08T14:02:21.310Z,,,48,55,,,
2017-12-08T14:02:31.310Z,,,48.1,55,,,
2017-12-08T14:02:41.311Z,,,48.2,55,,,59.5
2017-12-08T14:02:51.310Z,,,48.3,55,,,
2017-12-08T14:03:01.306Z,,,48.4,55,,,
2017-12-08T14:03:11.306Z,,,48.5,55,,,59.7
2017-12-08T14:03:21.306Z,,,48.6,55,,,
2017-12-08T14:03:31.316Z,,,48.6,55,,,
2017-12-08T14:03:41.311Z,,,48.6,55,,,59.8
2017-12-08T14:03:51.306Z,,,48.7,55,,,
2017-12-08T14:04:01.313Z,,,48.7,55,,,
2017-12-08T14:04:11.310Z,,,48.7,55,,,
2017-12-08T14:04:21.311Z,,1,48.7,55,0,80,60.4
2017-12-08T14:04:31.307Z,,,48.7,55,,74,65.2
2017-12-08T14:04:41.309Z,,,48.7,55,,32,63.9
2017-12-08T14:04:52.301Z,,,48.7,55,,29,57.6
2017-12-08T14:05:01.306Z,,,48.7,55,,,51.7
2017-12-08T14:05:11.306Z,,,48.7,55,,,48.9
2017-12-08T14:05:21.308Z,,,48.7,55,,,47.8
2017-12-08T14:05:31.306Z,,,48.7,55,,,48.1
