Time,ChActive,PrimT,HwTOutlet,HwTSet,HwActive,ActPow,PrimTSet
2017-12-28T00:19:24.102Z,,,8.2,55,,,
2017-12-28T00:19:40.182Z,,,8.2,55,,,
2017-12-28T00:19:44.127Z,,,8.2,55,,,
2017-12-28T00:19:54.102Z,,,8.2,55,,,
2017-12-28T00:20:04.101Z,,,8.2,55,,,
2017-12-28T00:20:14.101Z,,,8.2,55,,,
2017-12-28T00:20:24.102Z,,,8.2,55,,,
2017-12-28T00:20:34.101Z,,,8.2,55,,,
2017-12-28T00:20:44.105Z,,,8.2,55,,,
2017-12-28T00:20:54.101Z,,,8.2,55,,,
2017-12-28T00:21:04.101Z,,,8.2,55,,,
2017-12-28T00:21:14.101Z,,,8.2,55,,,
2017-12-28T00:21:24.101Z,,,8.2,55,,,
2017-12-28T00:21:34.106Z,,,8.2,55,,,
2017-12-28T00:21:44.101Z,,,8.2,55,,,
2017-12-28T00:21:54.101Z,,,8.2,55,,,
2017-12-28T00:22:04.101Z,,,8.2,55,,,
2017-12-28T00:22:14.101Z,,,8.2,55,,,
2017-12-28T00:22:25.225Z,,,8.2,55,,,
2017-12-28T00:22:34.101Z,,,8.2,55,,,
2017-12-28T00:22:44.107Z,,,8.2,55,,,
2017-12-28T00:22:54.101Z,,,8.2,55,,,
2017-12-28T00:23:04.101Z,,,8.2,55,,,
2017-12-28T00:23:14.107Z,,,8.2,55,,,
2017-12-28T00:23:24.101Z,,,8.2,55,,,
2017-12-28T00:23:34.101Z,,,8.2,55,,,
2017-12-28T00:23:44.101Z,,,8.2,55,,,
2017-12-28T00:23:54.106Z,,,8.2,55,,,
2017-12-28T00:24:04.103Z,,,8.2,55,,,
2017-12-28T00:24:14.102Z,,,8.2,55,,,
2017-12-28T00:24:24.106Z,,,8.2,55,,,
2017-12-28T00:24:34.102Z,,,8.2,55,,,
2017-12-28T00:24:44.102Z,,,8.2,55,,,
2017-12-28T00:24:54.102Z,,,8.2,55,,,
2017-12-28T00:25:04.102Z,,,8.2,55,,,
2017-12-28T00:25:19.123Z,,,8.2,55,,,
2017-12-28T00:25:24.101Z,,,8.2,55,,,
2017-12-28T00:25:34.103Z,,,8.2,55,,,
2017-12-28T00:25:44.102Z,,,8.2,55,,,
2017-12-28T00:25:54.103Z,,,8.2,55,,,
2017-12-28T00:26:04.103Z,,,8.2,55,,,
2017-12-28T00:26:14.107Z,,,8.2,55,,,
2017-12-28T00:26:24.102Z,,,8.2,55,,,
2017-12-28T00:26:34.103Z,,,8.2,55,,,
2017-12-28T00:26:44.456Z,,,8.2,55,,,
2017-12-28T00:26:54.103Z,,,8.2,55,,,
2017-12-28T00:27:04.107Z,,,8.2,55,,,
2017-12-28T00:27:14.103Z,,,8.2,55,,,
2017-12-28T00:27:24.102Z,,,8.2,55,,,
2017-12-28T00:27:34.107Z,,,8.2,55,,,
2017-12-28T00:27:44.102Z,,,8.2,55,,,
2017-12-28T00:27:54.102Z,,,8.2,55,,,
2017-12-28T00:28:04.103Z,,,8.2,55,,,
2017-12-28T00:28:14.104Z,,,8.2,55,,,
2017-12-28T00:28:24.105Z,,,8.2,55,,,
2017-12-28T00:28:34.103Z,,,8.2,55,,,
2017-12-28T00:28:44.105Z,,,8.2,55,,,
2017-12-28T00:28:54.102Z,,,8.2,55,,,
2017-12-28T00:29:04.102Z,,,8.2,55,,,
2017-12-28T00:29:14.106Z,,,8.2,55,,,
2017-12-28T00:29:24.103Z,,,8.2,55,,,
2017-12-28T00:29:34.102Z,,,8.2,55,,,
2017-12-28T00:29:44.102Z,,,8.2,55,,,
2017-12-28T00:29:54.107Z,,,8.2,55,,,
2017-12-28T00:30:04.131Z,,,8.2,55,,,
2017-12-28T00:30:14.103Z,,,8.2,55,,,
2017-12-28T00:30:24.102Z,,,8.2,55,,,
2017-12-28T00:30:34.103Z,,,8.2,55,,,
2017-12-28T00:30:44.106Z,,,8.2,55,,,
2017-12-28T00:30:54.103Z,,,8.2,55,,,
2017-12-28T00:31:04.107Z,,,8.2,55,,,
2017-12-28T00:31:14.107Z,,,8.2,55,,,
2017-12-28T00:31:24.112Z,,,8.2,55,,,
2017-12-28T00:31:34.102Z,,,8.2,55,,,
2017-12-28T00:31:44.103Z,,,8.2,55,,,
2017-12-28T00:31:54.103Z,,,8.2,55,,,
2017-12-28T00:32:04.103Z,,,8.2,55,,,
2017-12-28T00:32:14.108Z,,,8.2,55,,,
2017-12-28T00:32:25.101Z,,,8.2,55,,,
2017-12-28T00:32:34.103Z,,,8.2,55,,,
2017-12-28T00:32:44.124Z,,,8.2,55,,,
2017-12-28T00:32:54.103Z,,,8.2,55,,,
2017-12-28T00:33:04.104Z,,,8.2,55,,,
2017-12-28T00:33:14.103Z,,,8.2,55,,,
2017-12-28T00:33:24.106Z,,,8.2,55,,,
2017-12-28T00:33:34.103Z,,,8.2,55,,,
2017-12-28T00:33:44.102Z,,,8.2,55,,,
2017-12-28T00:33:54.103Z,,,8.2,55,,,
2017-12-28T00:34:04.102Z,,,8.2,55,,,
2017-12-28T00:34:14.103Z,,,8.2,55,,,
2017-12-28T00:34:24.105Z,,,8.2,55,,,
2017-12-28T00:34:34.172Z,,,8.2,55,,,
2017-12-28T00:34:44.108Z,,,8.2,55,,,
2017-12-28T00:34:54.103Z,,,8.2,55,,,
2017-12-28T00:35:04.103Z,,,8.2,55,,,
2017-12-28T00:35:15.098Z,,,8.2,55,,,
2017-12-28T00:35:24.126Z,,,8.2,55,,,
2017-12-28T00:35:34.104Z,,,8.2,55,,,
2017-12-28T00:35:44.103Z,,,8.2,55,,,
2017-12-28T00:35:54.103Z,,,8.2,55,,,
2017-12-28T00:36:04.103Z,,,8.2,55,,,
2017-12-28T00:36:14.103Z,,,8.2,55,,,
2017-12-28T00:36:24.103Z,,,8.2,55,,,
2017-12-28T00:36:34.103Z,,,8.2,55,,,
2017-12-28T00:36:44.103Z,,,8.2,55,,,
2017-12-28T00:36:54.103Z,,,8.2,55,,,
2017-12-28T00:37:04.103Z,,,8.2,55,,,
2017-12-28T00:37:14.103Z,,,8.2,55,,,
2017-12-28T00:37:24.103Z,,,8.2,55,,,
2017-12-28T00:37:34.103Z,,,8.2,55,,,
2017-12-28T00:37:44.103Z,,,8.2,55,,,
2017-12-28T00:37:54.104Z,,,8.2,55,,,
2017-12-28T00:38:05.098Z,,,8.2,55,,,
2017-12-28T00:38:14.103Z,,,8.2,55,,,
2017-12-28T00:38:24.104Z,,,8.2,55,,,
2017-12-28T00:38:34.103Z,,,8.2,55,,,
2017-12-28T00:38:44.106Z,,,8.2,55,,,
2017-12-28T00:38:54.103Z,,,8.2,55,,,
2017-12-28T00:39:04.104Z,,,8.2,55,,,
2017-12-28T00:39:14.103Z,,,8.2,55,,,
2017-12-28T00:39:24.103Z,,,8.2,55,,,
2017-12-28T00:39:34.104Z,,,8.2,55,,,
2017-12-28T00:39:44.104Z,,,8.2,55,,,
2017-12-28T00:39:54.104Z,,,8.2,55,,,
2017-12-28T00:40:04.104Z,,,8.2,55,,,
2017-12-28T00:40:14.104Z,,,8.2,55,,,
2017-12-28T00:40:24.104Z,,,8.2,55,,,
2017-12-28T00:40:34.108Z,,,8.2,55,,,
2017-12-28T00:40:44.108Z,,,8.2,55,,,
2017-12-28T00:40:59.124Z,,,8.2,55,,,
2017-12-28T00:41:04.104Z,,,8.2,55,,,
2017-12-28T00:41:14.104Z,,,8.2,55,,,
2017-12-28T00:41:24.104Z,,,8.2,55,,,
2017-12-28T00:41:34.104Z,,,8.2,55,,,
2017-12-28T00:41:44.129Z,,,8.2,55,,,
2017-12-28T00:41:54.104Z,,,8.2,55,,,
2017-12-28T00:42:04.104Z,,,8.2,55,,,
2017-12-28T00:42:14.108Z,,,8.2,55,,,
2017-12-28T00:42:24.106Z,,,8.2,55,,,
2017-12-28T00:42:34.104Z,,,8.2,55,,,
2017-12-28T00:42:44.118Z,,,8.2,55,,,
2017-12-28T00:42:54.107Z,,,8.2,55,,,
2017-12-28T00:43:04.105Z,,,8.2,55,,,
2017-12-28T00:43:24.105Z,,,8.2,55,,,
2017-12-28T00:43:34.105Z,,,8.2,55,,,
2017-12-28T00:43:44.112Z,,,8.2,55,,,
2017-12-28T00:43:54.104Z,,,8.2,55,,,
2017-12-28T00:44:04.108Z,,,8.2,55,,,
2017-12-28T00:44:14.104Z,,,8.2,55,,,
2017-12-28T00:44:24.104Z,,,8.2,55,,,
2017-12-28T00:44:34.105Z,,,8.2,55,,,
2017-12-28T00:44:44.105Z,,,8.2,55,,,
2017-12-28T00:44:54.105Z,,,8.2,55,,,
2017-12-28T00:45:04.105Z,,,8.2,55,,,
2017-12-28T00:45:16.057Z,,,8.2,55,,,
2017-12-28T00:45:24.105Z,,,8.2,55,,,
2017-12-28T00:45:34.105Z,,,8.2,55,,,
2017-12-28T00:45:44.105Z,,,8.2,55,,,
2017-12-28T00:45:54.104Z,,,8.2,55,,,
2017-12-28T00:46:04.105Z,,,8.2,55,,,
2017-12-28T00:46:14.110Z,,,8.2,55,,,
2017-12-28T00:46:24.105Z,,,8.2,55,,,
2017-12-28T00:46:34.107Z,,,8.2,55,,,
2017-12-28T00:46:44.106Z,,,8.2,55,,,
2017-12-28T00:46:54.105Z,,,8,55,,,
2017-12-28T00:47:04.105Z,,,8.2,55,,,
2017-12-28T00:47:14.247Z,,,8.2,55,,,
2017-12-28T00:47:24.105Z,,,8.2,55,,,
2017-12-28T00:47:34.106Z,,,8.2,55,,,
2017-12-28T00:47:44.110Z,,,8.2,55,,,
2017-12-28T00:47:54.107Z,,,8.2,55,,,
2017-12-28T00:48:04.106Z,,,8.2,55,,,
2017-12-28T00:48:14.105Z,,,8.2,55,,,
2017-12-28T00:48:24.105Z,,,8.2,55,,,
2017-12-28T00:48:34.105Z,,,8.2,55,,,
2017-12-28T00:48:44.105Z,,,8.2,55,,,
2017-12-28T00:48:54.108Z,,,8.2,55,,,
2017-12-28T00:49:04.111Z,,,8.2,55,,,
2017-12-28T00:49:14.107Z,,,8.2,55,,,
2017-12-28T00:49:24.105Z,,,8.2,55,,,
2017-12-28T00:49:34.105Z,,,8.2,55,,,
2017-12-28T00:49:44.105Z,,,8.2,55,,,
2017-12-28T00:49:54.106Z,,,8.2,55,,,
2017-12-28T00:50:04.128Z,,,8.2,55,,,
2017-12-28T00:50:14.105Z,,,8.2,55,,,
2017-12-28T00:50:24.105Z,,,8.2,55,,,
2017-12-28T00:50:34.139Z,,,8.2,55,,,
2017-12-28T00:50:44.105Z,,,8,55,,,
2017-12-28T00:50:54.112Z,,,8.2,55,,,
2017-12-28T00:51:04.108Z,,,8.2,55,,,
2017-12-28T00:51:14.108Z,,,8.2,55,,,
2017-12-28T00:51:24.110Z,,,8.2,55,,,
2017-12-28T00:51:34.109Z,,,8.2,55,,,
2017-12-28T00:51:44.105Z,,,8.2,55,,,
2017-12-28T00:51:54.109Z,,,8.2,55,,,
2017-12-28T00:52:04.105Z,,,8.2,55,,,
2017-12-28T00:52:24.118Z,,,8.2,55,,,
2017-12-28T00:52:34.109Z,,,8.2,55,,,
2017-12-28T00:52:44.109Z,,,8,55,,,
2017-12-28T00:52:54.106Z,,,8.2,55,,,
2017-12-28T00:53:04.106Z,,,8.2,55,,,
2017-12-28T00:53:24.158Z,,,8.2,55,,,
2017-12-28T00:53:34.111Z,,,8.2,55,,,
2017-12-28T00:53:54.111Z,,,8.2,55,,,
2017-12-28T00:54:04.106Z,,,8.2,55,,,
2017-12-28T00:54:24.111Z,,,8.2,55,,,
2017-12-28T00:54:34.108Z,,,8.2,55,,,
2017-12-28T00:54:54.106Z,,,8.2,55,,,
2017-12-28T00:55:04.107Z,,,8.2,55,,,
2017-12-28T00:55:14.106Z,,,8.2,55,,,
2017-12-28T00:55:24.106Z,,,8.2,55,,,
2017-12-28T00:55:34.108Z,,,8.2,55,,,
2017-12-28T00:55:44.106Z,,,8.2,55,,,
2017-12-28T00:55:54.106Z,,,8.2,55,,,
2017-12-28T00:56:04.106Z,,,8.2,55,,,
2017-12-28T00:56:14.107Z,,,8.2,55,,,
2017-12-28T00:56:24.107Z,,,8.2,55,,,
2017-12-28T00:56:35.113Z,,,8.2,55,,,
2017-12-28T00:56:44.135Z,,,8.2,55,,,
2017-12-28T00:56:54.107Z,,,8,55,,,
2017-12-28T00:57:04.106Z,,,8.2,55,,,
2017-12-28T00:57:24.107Z,,,8.2,55,,,
2017-12-28T00:57:34.106Z,,,8.2,55,,,
2017-12-28T00:57:54.107Z,,8,8.2,55,,,
2017-12-28T00:58:04.106Z,,8.2,8.2,55,,,
2017-12-28T00:58:24.107Z,,,8.2,55,,,
2017-12-28T00:58:34.111Z,,,8.2,55,,,
2017-12-28T00:58:54.107Z,,,8.2,55,,,
2017-12-28T00:59:04.107Z,,,8.2,55,,,
2017-12-28T00:59:14.268Z,,,8.2,55,,,
2017-12-28T00:59:29.135Z,,,8.2,55,,,
2017-12-28T00:59:34.107Z,,,8.2,55,,,
2017-12-28T00:59:54.108Z,,,8.2,55,,,
2017-12-28T01:00:04.107Z,,,8.2,55,,,
2017-12-28T01:00:14.107Z,,,8.2,55,,,
2017-12-28T01:00:24.107Z,,,8.2,55,,,
2017-12-28T01:00:34.107Z,,,8.2,55,,,
2017-12-28T01:00:54.129Z,,,8.2,55,,,
2017-12-28T01:01:04.109Z,,,8.2,55,,,
2017-12-28T01:01:24.107Z,,,8,55,,,
2017-12-28T01:01:34.107Z,,,8,55,,,
2017-12-28T01:01:54.109Z,,,8,55,,,
2017-12-28T01:02:04.107Z,,,8.2,55,,,
2017-12-28T01:02:24.107Z,,,8.2,55,,,
2017-12-28T01:02:34.109Z,,,8,55,,,
2017-12-28T01:02:54.107Z,,,8.2,55,,,
2017-12-28T01:03:04.108Z,,,8.2,55,,,
2017-12-28T01:03:14.107Z,,,8.2,55,,,
2017-12-28T01:03:24.107Z,,,8.2,55,,,
2017-12-28T01:03:34.107Z,,,8.2,55,,,
2017-12-28T01:03:54.108Z,,,8.2,55,,,
2017-12-28T01:04:04.108Z,,,8.2,55,,,
2017-12-28T01:04:24.108Z,0,8.2,8,55,0,0,5
2017-12-28T01:04:34.107Z,,,8.2,55,,,
2017-12-28T01:04:54.111Z,,,8.2,55,,,
2017-12-28T01:05:09.131Z,,,8.2,55,,,
2017-12-28T01:05:24.111Z,,,8.2,55,,,
2017-12-28T01:05:34.108Z,,,8,55,,,
2017-12-28T01:05:54.122Z,,,8.2,55,,,
2017-12-28T01:06:04.112Z,,,8.2,55,,,
2017-12-28T01:06:24.108Z,,,8.2,55,,,
2017-12-28T01:06:34.108Z,,,8,55,,,
2017-12-28T01:06:54.108Z,,,8.2,55,,,
2017-12-28T01:07:04.108Z,,,8,55,,,
2017-12-28T01:07:24.108Z,,,8.2,55,,,
2017-12-28T01:07:34.108Z,,,8.2,55,,,
2017-12-28T01:07:54.109Z,,,8.2,55,,,
2017-12-28T01:08:04.108Z,,,8.2,55,,,
2017-12-28T01:08:24.108Z,,,8.2,55,,,
2017-12-28T01:08:34.113Z,,,8,55,,,
2017-12-28T01:08:54.109Z,,,8,55,,,
2017-12-28T01:09:04.111Z,,,8,55,,,
2017-12-28T01:09:24.108Z,,,8,55,,,
2017-12-28T01:09:34.108Z,,,8,55,,,
2017-12-28T01:09:54.110Z,,,8.2,55,,,
2017-12-28T01:10:04.111Z,,,8.2,55,,,
2017-12-28T01:10:24.113Z,,,8.2,55,,,
2017-12-28T01:10:34.114Z,,,8.2,55,,,
2017-12-28T01:10:54.110Z,,,8,55,,,
2017-12-28T01:11:04.110Z,,,8.2,55,,,
2017-12-28T01:11:24.108Z,,,8,55,,,
2017-12-28T01:11:34.111Z,,,8.2,55,,,
2017-12-28T01:11:44.109Z,,8,,,,,
2017-12-28T01:11:54.109Z,,8.2,8.2,55,,,
2017-12-28T01:12:04.109Z,,,8,55,,,
2017-12-28T01:12:24.111Z,,,8.2,55,,,
2017-12-28T01:12:34.109Z,,,8,55,,,
2017-12-28T01:12:54.109Z,,,8,55,,,
2017-12-28T01:13:04.115Z,,,8,55,,,
2017-12-28T01:13:24.113Z,,,8.2,55,,,
2017-12-28T01:13:34.109Z,,,8,55,,,
2017-12-28T01:13:54.109Z,,,8.2,55,,,
2017-12-28T01:14:04.110Z,,,8,55,,,
2017-12-28T01:14:24.110Z,,,8.2,55,,,
2017-12-28T01:14:34.112Z,,,8.2,55,,,
2017-12-28T01:14:54.109Z,,,8.2,55,,,
2017-12-28T01:15:05.104Z,,,8,55,,,
2017-12-28T01:15:24.109Z,,8,8,55,,,
2017-12-28T01:15:34.114Z,,8.2,8,55,,,
2017-12-28T01:15:54.114Z,,,8,55,,,
2017-12-28T01:16:14.115Z,,,8.2,55,,,
2017-12-28T01:16:24.113Z,,,8,55,,,
2017-12-28T01:16:34.129Z,,,8.2,55,,,
2017-12-28T01:16:54.109Z,,,8,55,,,
2017-12-28T01:17:04.115Z,,,8,55,,,
2017-12-28T01:17:24.116Z,,,8,55,,,
2017-12-28T01:17:34.110Z,,,8,55,,,
2017-12-28T01:17:59.130Z,,,8.2,55,,,
2017-12-28T01:18:14.110Z,,,8,55,,,
2017-12-28T01:18:24.116Z,,8,8,55,,,
2017-12-28T01:18:34.110Z,,,8,55,,,
2017-12-28T01:18:44.110Z,,8.2,,,,,
2017-12-28T01:18:54.110Z,,,8.2,55,,,
2017-12-28T01:19:04.110Z,,,8.2,55,,,
2017-12-28T01:19:14.110Z,,8,,,,,
2017-12-28T01:19:24.110Z,,8.2,8.2,55,,,
2017-12-28T01:19:34.110Z,,,8,55,,,
2017-12-28T01:19:54.110Z,,,8,55,,,
2017-12-28T01:20:04.110Z,,,8,55,,,
2017-12-28T01:20:24.111Z,,,8,55,,,
2017-12-28T01:20:34.110Z,,,8,55,,,
2017-12-28T01:20:54.110Z,,,8,55,,,
2017-12-28T01:21:04.110Z,,,8,55,,,
2017-12-28T01:21:14.111Z,,8.2,,,,,
2017-12-28T01:21:24.119Z,,,8,55,,,
2017-12-28T01:21:44.110Z,,8.2,8,55,,,
2017-12-28T01:21:54.115Z,,,8,55,,,
2017-12-28T01:22:04.110Z,,8,,,,,
2017-12-28T01:22:15.213Z,,8.2,8,55,,,
2017-12-28T01:22:24.110Z,,,8,55,,,
2017-12-28T01:22:34.111Z,,,8,55,,,
2017-12-28T01:22:44.114Z,,8,,,,,
2017-12-28T01:22:54.110Z,,,8,55,,,
2017-12-28T01:23:04.111Z,,8.2,8,55,,,
2017-12-28T01:23:24.111Z,,,8,55,,,
2017-12-28T01:23:44.111Z,,,8.2,55,,,
2017-12-28T01:23:54.111Z,,,8.2,55,,,
2017-12-28T01:24:04.112Z,,,8.2,55,,,
2017-12-28T01:24:14.125Z,,,8,55,,,
2017-12-28T01:24:24.111Z,,,8,55,,,
2017-12-28T01:24:44.110Z,,8.2,8,55,,,
2017-12-28T01:24:54.111Z,,,8,55,,,
2017-12-28T01:25:04.111Z,,,8.2,55,,,
2017-12-28T01:25:14.116Z,,8,8,55,,,
2017-12-28T01:25:24.111Z,,8.2,8,55,,,
2017-12-28T01:25:34.111Z,,,8.2,55,,,
2017-12-28T01:25:44.111Z,,8,,,,,
2017-12-28T01:25:54.111Z,,,8,55,,,
2017-12-28T01:26:04.112Z,,,8,55,,,
2017-12-28T01:26:14.111Z,,8,,,,,
2017-12-28T01:26:24.111Z,,,8.2,55,,,
2017-12-28T01:26:44.112Z,,8.2,8.2,55,,,
2017-12-28T01:26:54.111Z,,,8,55,,,
2017-12-28T01:27:04.111Z,,,8,55,,,
2017-12-28T01:27:14.111Z,,8,,,,,
2017-12-28T01:27:24.153Z,,,8,55,,,
2017-12-28T01:27:34.112Z,,8.2,8,55,,,
2017-12-28T01:27:55.110Z,,8,8,55,,,
2017-12-28T01:28:04.112Z,,8.2,,,,,
2017-12-28T01:28:14.111Z,,,8,55,,,
2017-12-28T01:28:24.155Z,,,8,55,,,
2017-12-28T01:28:34.111Z,,8,8,55,,,
2017-12-28T01:28:44.113Z,,,8,55,,,
2017-12-28T01:28:54.111Z,,,8,55,,,
2017-12-28T01:29:04.113Z,,,8,55,,,
2017-12-28T01:29:14.111Z,,8.2,,,,,
2017-12-28T01:29:24.111Z,,,8,55,,,
2017-12-28T01:29:34.114Z,,,8,55,,,
2017-12-28T01:29:54.112Z,,,8,55,,,
2017-12-28T01:30:04.112Z,,,8,55,,,
2017-12-28T01:30:14.112Z,,8.2,,,,,
2017-12-28T01:30:24.112Z,,,8,55,,,
2017-12-28T01:30:34.117Z,,8,8,55,,,
2017-12-28T01:30:45.109Z,,8.2,,,,,
2017-12-28T01:30:54.117Z,,,8,55,,,
2017-12-28T01:31:04.119Z,,,8,55,,,
2017-12-28T01:31:24.119Z,,,8,55,,,
2017-12-28T01:31:44.112Z,,,8,55,,,
2017-12-28T01:31:54.113Z,,,8,55,,,
2017-12-28T01:32:04.112Z,,8,,,,,
2017-12-28T01:32:14.112Z,,8.2,8,55,,,
2017-12-28T01:32:24.114Z,,,8,55,,,
2017-12-28T01:32:44.113Z,,8,8,55,,,
2017-12-28T01:32:54.128Z,,,8,55,,,
2017-12-28T01:33:04.113Z,,8.2,8,55,,,
2017-12-28T01:33:14.112Z,,,8,55,,,
