Time,ChActive,HwTSet,HwTOutlet,HwActive,PrimTSet,PrimT,ActPow
2018-01-21T00:00:02.923Z,,55,62.2,,,74.3,
2018-01-21T00:00:02.987Z,,55,62.2,,,,
2018-01-21T00:00:12.794Z,,55,62.2,,,74.5,
2018-01-21T00:00:22.793Z,,55,62.2,,,,
2018-01-21T00:00:32.792Z,,55,62.2,,,,
2018-01-21T00:00:42.793Z,,55,62.1,,,74.6,
2018-01-21T00:00:52.795Z,,55,62.1,,,,36
2018-01-21T00:01:02.793Z,,55,62.1,,,,
2018-01-21T00:01:12.795Z,,55,62.1,,,74.7,
2018-01-21T00:01:28.150Z,,55,62.1,,,,
2018-01-21T00:01:32.793Z,,55,62.1,,,,
2018-01-21T00:01:42.793Z,,55,62.1,,,74.9,
2018-01-21T00:01:52.793Z,,55,62.1,,,,
2018-01-21T00:02:02.793Z,,55,62.1,,,75,
2018-01-21T00:02:12.794Z,,55,62.1,,,,
2018-01-21T00:02:22.793Z,,55,62.1,,,,
2018-01-21T00:02:32.793Z,,55,62.1,,,75.1,
2018-01-21T00:02:42.795Z,,55,62.1,,,,35
2018-01-21T00:02:52.795Z,,55,62.1,,,,
2018-01-21T00:03:02.793Z,,55,62.1,,,,
2018-01-21T00:03:12.796Z,,55,62.1,,,,34
2018-01-21T00:03:22.795Z,,55,62.1,,,75,
2018-01-21T00:03:32.793Z,,55,62.1,,,,
2018-01-21T00:03:42.793Z,,55,62.1,,,,
2018-01-21T00:03:52.793Z,,55,62.1,,,,
2018-01-21T00:04:02.793Z,,55,62.1,,,,
2018-01-21T00:04:12.797Z,,55,62.1,,,,
2018-01-21T00:04:24.097Z,,55,62.1,,,,33
2018-01-21T00:04:32.793Z,,55,62.1,,,,
2018-01-21T00:04:42.793Z,,55,62.1,,,75.1,
2018-01-21T00:04:52.794Z,,55,62.2,,,,
2018-01-21T00:05:02.795Z,,55,62.2,,,75,
2018-01-21T00:05:12.793Z,,55,62.2,,,75.1,
2018-01-21T00:05:22.794Z,,55,62.2,,,75,
2018-01-21T00:05:32.796Z,,55,62.2,,,,
2018-01-21T00:05:43.791Z,,55,62.2,,,,
2018-01-21T00:05:52.794Z,,55,62.2,,,,
2018-01-21T00:06:02.863Z,,55,62.2,,,,
2018-01-21T00:06:12.794Z,,55,62.2,,,,
2018-01-21T00:06:22.793Z,,55,62.2,,,,32
2018-01-21T00:06:32.793Z,,55,62.2,,,75.1,
2018-01-21T00:06:42.793Z,,55,62.2,,,75,
2018-01-21T00:06:52.793Z,,55,62.2,,,,
2018-01-21T00:07:02.794Z,,55,62.2,,,,
2018-01-21T00:07:12.797Z,,55,62.2,,,,
2018-01-21T00:07:22.794Z,,55,62.2,,,,
2018-01-21T00:07:32.795Z,,55,62.2,,,,31
2018-01-21T00:07:42.794Z,,55,62.2,,,,32
2018-01-21T00:07:52.794Z,,55,62.2,,,,
2018-01-21T00:08:02.794Z,,55,63.8,,,,
2018-01-21T00:08:12.794Z,,55,59.9,,,,
2018-01-21T00:08:22.794Z,,55,58.9,,,,31
2018-01-21T00:08:32.794Z,,55,58.2,,,,
2018-01-21T00:08:42.796Z,,55,57.7,,,,
2018-01-21T00:08:52.794Z,,55,57.4,,,,32
2018-01-21T00:09:02.794Z,,55,56.9,,,,
2018-01-21T00:09:12.794Z,,55,56.7,,,,
2018-01-21T00:09:22.795Z,,55,56.5,,,,31
2018-01-21T00:09:32.794Z,,55,56.2,,,75.1,
2018-01-21T00:09:42.794Z,,55,56,,,,
2018-01-21T00:09:52.794Z,,55,55.9,,,75,
2018-01-21T00:10:02.794Z,,55,55.7,,,,
2018-01-21T00:10:12.795Z,,55,55.6,,,,30
2018-01-21T00:10:22.795Z,,55,55.5,,,,31
2018-01-21T00:10:32.794Z,,55,55.3,,,,
2018-01-21T00:10:42.794Z,,55,55.2,,,75.1,
2018-01-21T00:10:52.794Z,,55,55.2,,,,30
2018-01-21T00:11:02.794Z,,55,55.1,,,,
2018-01-21T00:11:12.795Z,,55,55,,,75,
2018-01-21T00:11:22.794Z,,55,54.9,,,,
2018-01-21T00:11:32.795Z,,55,54.8,,,,
2018-01-21T00:11:42.794Z,,55,54.8,,,,
2018-01-21T00:11:52.794Z,,55,54.7,,,,
2018-01-21T00:12:02.795Z,,55,54.6,,,,
2018-01-21T00:12:12.794Z,,55,54.6,,,75.1,
2018-01-21T00:12:22.795Z,,55,54.4,,,,29
2018-01-21T00:12:32.794Z,,55,54.4,,,75,
2018-01-21T00:12:42.794Z,,55,54.3,,,75.1,
2018-01-21T00:12:52.795Z,,55,54.3,,,75,
2018-01-21T00:13:02.811Z,,55,54.3,,,,
2018-01-21T00:13:12.794Z,,55,54.2,,,75.1,
2018-01-21T00:13:22.794Z,,55,54.2,,,,
2018-01-21T00:13:32.795Z,,55,54.2,,,,
2018-01-21T00:13:42.794Z,,55,54.2,,,,
2018-01-21T00:13:52.795Z,,55,54.2,,,,
2018-01-21T00:14:02.795Z,,55,54.1,,,,
2018-01-21T00:14:12.795Z,,55,54.1,,,75.3,
2018-01-21T00:14:22.796Z,,55,54.1,,,,
2018-01-21T00:14:32.795Z,,55,54.1,,,,
2018-01-21T00:14:42.795Z,,55,54.1,,,,
2018-01-21T00:14:52.794Z,,55,54.1,,,75.4,
2018-01-21T00:15:02.808Z,,55,54.2,,,,
2018-01-21T00:15:12.795Z,,55,54.2,,,,
2018-01-21T00:15:22.807Z,,55,54.2,,,,
2018-01-21T00:15:32.795Z,,55,54.2,,,,
2018-01-21T00:15:42.805Z,,55,54.3,,,,
2018-01-21T00:15:52.806Z,,55,54.3,,,,
2018-01-21T00:16:02.804Z,,55,54.4,,,75.6,
2018-01-21T00:16:12.805Z,,55,54.4,,,,
2018-01-21T00:16:22.804Z,,55,54.4,,,,
2018-01-21T00:16:32.795Z,,55,54.6,,,,
2018-01-21T00:16:42.805Z,,55,54.7,,,,
2018-01-21T00:16:52.805Z,,55,54.7,,,,
2018-01-21T00:17:07.815Z,,55,54.8,,,75.7,
2018-01-21T00:17:12.805Z,,55,54.8,,,,
2018-01-21T00:17:22.804Z,,55,54.9,,,,
2018-01-21T00:17:32.795Z,,55,55,,,,
2018-01-21T00:17:42.806Z,,55,55.1,,,75.9,
2018-01-21T00:17:52.804Z,,55,55.2,,,,
2018-01-21T00:18:02.806Z,,55,55.2,,,,
2018-01-21T00:18:12.805Z,,55,55.3,,,,
2018-01-21T00:18:22.805Z,,55,55.5,,,,
2018-01-21T00:18:33.002Z,,55,55.6,,,,
2018-01-21T00:18:42.804Z,,55,55.6,,,,
2018-01-21T00:18:52.803Z,,55,55.7,,,76,
2018-01-21T00:19:02.803Z,,55,55.8,,,76,
2018-01-21T00:19:12.803Z,,55,55.8,,,,
2018-01-21T00:19:22.803Z,,55,55.9,,,,
2018-01-21T00:19:32.796Z,,55,56,,,,
2018-01-21T00:19:42.803Z,,55,56.1,,,,
2018-01-21T00:19:52.803Z,,55,56.1,,,76.2,
2018-01-21T00:20:02.803Z,,55,56.2,,,,
2018-01-21T00:20:12.803Z,,55,56.4,,,,
2018-01-21T00:20:22.802Z,,55,56.4,,,,
2018-01-21T00:20:32.795Z,,55,56.5,,,,
2018-01-21T00:20:42.808Z,,55,56.6,,,,
2018-01-21T00:20:52.802Z,,55,56.6,,,,
2018-01-21T00:21:02.803Z,,55,56.7,,,76.3,
2018-01-21T00:21:12.804Z,,55,56.7,,,,
2018-01-21T00:21:23.794Z,,55,56.8,,,,
2018-01-21T00:21:32.796Z,,55,56.9,,,,
2018-01-21T00:21:42.802Z,,55,56.9,,,,
2018-01-21T00:21:52.815Z,,55,57,,,,
2018-01-21T00:22:02.802Z,,55,57.2,,,,
2018-01-21T00:22:12.806Z,,55,57.3,,,76.5,
2018-01-21T00:22:22.795Z,,55,57.3,,,,
2018-01-21T00:22:32.796Z,,55,57.4,,,,
2018-01-21T00:22:42.802Z,,55,57.5,,,,
2018-01-21T00:22:52.803Z,,55,57.5,,,,
2018-01-21T00:23:02.801Z,,55,57.6,,,,
2018-01-21T00:23:12.801Z,,55,57.7,,,,
2018-01-21T00:23:22.801Z,,55,57.7,,,,
2018-01-21T00:23:32.796Z,,55,57.8,,,76.6,
2018-01-21T00:23:42.807Z,,55,57.8,,,,
2018-01-21T00:23:52.803Z,,55,58,,,,
2018-01-21T00:24:02.804Z,,55,58.1,,,,
2018-01-21T00:24:13.785Z,,55,58.1,,,,
2018-01-21T00:24:22.802Z,,55,58.2,,,,
2018-01-21T00:24:32.796Z,,55,58.3,,,76.8,
2018-01-21T00:24:42.801Z,,55,58.3,,,,
2018-01-21T00:24:52.800Z,,55,58.4,,,,
2018-01-21T00:25:02.800Z,,55,58.4,,,,
2018-01-21T00:25:12.803Z,,55,58.5,,,,
2018-01-21T00:25:22.800Z,,55,58.5,,,,
2018-01-21T00:25:32.796Z,,55,58.6,,,,
2018-01-21T00:25:42.800Z,,55,58.6,,,,
2018-01-21T00:25:52.800Z,,55,58.7,,,,
2018-01-21T00:26:02.797Z,,55,58.7,,,,
2018-01-21T00:26:12.800Z,,55,58.9,,,76.9,
2018-01-21T00:26:22.800Z,,55,58.9,,,,
2018-01-21T00:26:32.796Z,,55,59,,,,
2018-01-21T00:26:42.800Z,,55,59,,,,
2018-01-21T00:26:52.802Z,,55,59.1,,,,
2018-01-21T00:27:03.792Z,,55,59.1,,,,
2018-01-21T00:27:12.801Z,,55,59.2,,,,
2018-01-21T00:27:22.800Z,,55,59.2,,,,
2018-01-21T00:27:32.796Z,,55,59.3,,,,
2018-01-21T00:27:42.799Z,,55,59.3,,,77.1,
2018-01-21T00:27:52.798Z,,55,59.4,,,77.1,
2018-01-21T00:28:02.798Z,,55,59.5,,,,
2018-01-21T00:28:12.803Z,,55,59.5,,,,
2018-01-21T00:28:22.799Z,,55,59.7,,,,
2018-01-21T00:28:32.797Z,,55,59.7,,,,
2018-01-21T00:28:42.798Z,,55,59.8,,,,
2018-01-21T00:28:52.799Z,,55,59.8,,,,
2018-01-21T00:29:02.799Z,,55,59.9,,,,
2018-01-21T00:29:12.799Z,,55,59.9,,,,
2018-01-21T00:29:22.799Z,,55,59.9,,,77.2,
2018-01-21T00:29:32.796Z,,55,60,,,77.1,
2018-01-21T00:29:42.798Z,,55,60,,,77.2,
2018-01-21T00:29:53.797Z,,55,60,,,,
2018-01-21T00:30:02.800Z,,55,60.1,,,,
2018-01-21T00:30:12.800Z,,55,60.1,,,,
2018-01-21T00:30:22.799Z,,55,60.2,,,,
2018-01-21T00:30:32.797Z,,55,60.2,,,,
2018-01-21T00:30:42.798Z,,55,60.2,,,,
2018-01-21T00:30:52.797Z,,55,60.3,,,,
2018-01-21T00:31:02.796Z,,55,60.3,,,,
2018-01-21T00:31:12.799Z,,55,60.3,,,,
2018-01-21T00:31:22.801Z,,55,60.5,,,,
2018-01-21T00:31:32.797Z,,55,60.6,,,,
2018-01-21T00:31:42.799Z,,55,60.6,,,,
2018-01-21T00:31:52.798Z,,55,60.6,,,,
2018-01-21T00:32:02.797Z,,55,60.7,,,77.4,
2018-01-21T00:32:12.797Z,,55,60.7,,,,
2018-01-21T00:32:22.797Z,,55,60.7,,,,
2018-01-21T00:32:32.797Z,,55,60.8,,,,
2018-01-21T00:32:47.817Z,,55,60.8,,,,
2018-01-21T00:32:52.797Z,,55,60.8,,,,
2018-01-21T00:33:02.798Z,,55,60.9,,,,
2018-01-21T00:33:12.797Z,,55,60.9,,,,
2018-01-21T00:33:22.797Z,,55,60.9,,,,
2018-01-21T00:33:32.797Z,,55,60.9,,,,
2018-01-21T00:33:42.798Z,,55,61,,,77.5,
2018-01-21T00:33:52.797Z,,55,61,,,77.4,
2018-01-21T00:34:02.797Z,,55,61,,,77.5,
2018-01-21T00:34:12.797Z,,55,61,,,77.4,
2018-01-21T00:34:22.797Z,,55,61.2,,,77.5,
2018-01-21T00:34:32.799Z,,55,61.2,,,,
2018-01-21T00:34:42.797Z,,55,61.2,,,,
2018-01-21T00:34:52.796Z,,55,61.3,,,,
2018-01-21T00:35:02.797Z,,55,61.3,,,,
2018-01-21T00:35:12.797Z,,55,61.3,,,,
2018-01-21T00:35:22.797Z,,55,61.4,,,,
2018-01-21T00:35:32.880Z,,55,61.4,,,,
2018-01-21T00:35:42.797Z,,55,61.4,,,,
2018-01-21T00:35:52.797Z,,55,61.5,,,,
2018-01-21T00:36:02.799Z,,55,61.5,,,,
2018-01-21T00:36:12.797Z,,55,61.5,,,,
2018-01-21T00:36:22.797Z,,55,61.6,,,,
2018-01-21T00:36:32.797Z,,55,61.6,,,,
2018-01-21T00:36:42.797Z,,55,61.6,,,,
2018-01-21T00:36:52.797Z,,55,61.6,,,,
2018-01-21T00:37:02.806Z,,55,61.7,,,77.6,
2018-01-21T00:37:12.797Z,,55,61.7,,,77.5,
2018-01-21T00:37:22.798Z,,55,61.7,,,,
2018-01-21T00:37:32.798Z,,55,61.9,,,77.6,
2018-01-21T00:37:42.797Z,,55,61.9,,,,
2018-01-21T00:37:52.798Z,,55,61.9,,,,
2018-01-21T00:38:02.797Z,,55,61.9,,,,
2018-01-21T00:38:12.797Z,,55,62,,,,
2018-01-21T00:38:22.797Z,,55,62,,,,
2018-01-21T00:38:32.797Z,,55,62,,,,
2018-01-21T00:38:42.798Z,,55,62,,,,
2018-01-21T00:38:52.798Z,,55,62.1,,,,
2018-01-21T00:39:02.801Z,,55,62.1,,,,
2018-01-21T00:39:12.797Z,,55,62.1,,,,
2018-01-21T00:39:22.798Z,,55,62.1,,,,
2018-01-21T00:39:32.797Z,,55,62.2,,,,
2018-01-21T00:39:42.798Z,,55,62.2,,,,
2018-01-21T00:39:52.798Z,,55,62.2,,,,
2018-01-21T00:40:02.798Z,,55,62.2,,,,
2018-01-21T00:40:12.797Z,,55,62.2,,,,
2018-01-21T00:40:22.800Z,,55,62.3,,,,
2018-01-21T00:40:32.799Z,,55,62.3,,,,
2018-01-21T00:40:42.798Z,,55,62.3,,,,
2018-01-21T00:40:52.797Z,,55,62.3,,,,
2018-01-21T00:41:02.799Z,,55,62.4,,,77.8,
2018-01-21T00:41:12.798Z,,55,62.4,,,,
2018-01-21T00:41:22.798Z,,55,62.4,,,,
2018-01-21T00:41:32.797Z,,55,62.4,,,,
2018-01-21T00:41:42.798Z,,55,62.4,,,,
2018-01-21T00:41:52.798Z,,55,62.6,,,,
2018-01-21T00:42:02.797Z,,55,62.6,,,,
2018-01-21T00:42:12.798Z,,55,62.6,,,,
2018-01-21T00:42:22.797Z,,55,62.6,,,,
2018-01-21T00:42:32.798Z,,55,62.7,,,,
2018-01-21T00:42:43.795Z,,55,62.7,,,,
2018-01-21T00:42:52.798Z,,55,62.7,,,,
2018-01-21T00:43:02.798Z,,55,62.7,,,,
2018-01-21T00:43:12.799Z,,55,62.7,,,,
2018-01-21T00:43:22.798Z,,55,62.7,,,,
2018-01-21T00:43:32.798Z,,55,62.8,,,,
2018-01-21T00:43:42.799Z,,55,62.7,,,,
2018-01-21T00:43:52.798Z,,55,62.8,,,,
2018-01-21T00:44:02.800Z,,55,62.8,,,,
2018-01-21T00:44:12.799Z,,55,62.8,,,,
2018-01-21T00:44:22.798Z,,55,62.8,,,,
2018-01-21T00:44:32.798Z,,55,62.9,,,,
2018-01-21T00:44:42.798Z,,55,62.9,,,,
2018-01-21T00:44:52.798Z,,55,62.9,,,,
2018-01-21T00:45:02.798Z,,55,62.9,,,,
2018-01-21T00:45:12.806Z,,55,62.9,,,,
2018-01-21T00:45:22.800Z,,55,63,,,,
2018-01-21T00:45:36.708Z,,55,63,,,,
2018-01-21T00:45:42.798Z,,55,63,,,,
2018-01-21T00:45:52.798Z,,55,63,,,,
2018-01-21T00:46:02.798Z,,55,63,,,,
2018-01-21T00:46:12.798Z,,55,63,,,77.9,
2018-01-21T00:46:22.798Z,,55,63,,,77.8,
2018-01-21T00:46:32.799Z,,55,63.1,,,,
2018-01-21T00:46:42.800Z,,55,63.1,,,77.9,
2018-01-21T00:46:52.799Z,,55,63.1,,,,
2018-01-21T00:47:02.799Z,,55,63.1,,,,
2018-01-21T00:47:12.799Z,,55,63.1,,,,
2018-01-21T00:47:22.799Z,,55,63.1,,,,
2018-01-21T00:47:32.799Z,,55,63.3,,,,
2018-01-21T00:47:42.799Z,,55,63.3,,,,
2018-01-21T00:47:52.799Z,,55,63.3,,,,
2018-01-21T00:48:02.800Z,,55,63.3,,,,
2018-01-21T00:48:12.799Z,,55,63.3,,,,
2018-01-21T00:48:23.794Z,,55,63.3,,,,
2018-01-21T00:48:32.799Z,,55,63.3,,,,
2018-01-21T00:48:42.798Z,,55,63.3,,,,
2018-01-21T00:48:52.799Z,,55,63.4,,,,
2018-01-21T00:49:02.798Z,,55,63.4,,,,
2018-01-21T00:49:12.798Z,,55,63.4,,,,
2018-01-21T00:49:22.799Z,,55,63.4,,,,
2018-01-21T00:49:32.799Z,,55,63.4,,,,
2018-01-21T00:49:42.801Z,,55,63.4,,,,
2018-01-21T00:49:52.799Z,,55,63.4,,,,
2018-01-21T00:50:02.799Z,,55,63.4,,,,
2018-01-21T00:50:12.799Z,,55,63.4,,,,
2018-01-21T00:50:22.799Z,,55,63.5,,,,
2018-01-21T00:50:32.800Z,,55,63.5,,,,
2018-01-21T00:50:42.799Z,,55,63.5,,,,
2018-01-21T00:50:52.800Z,,55,63.5,,,,
2018-01-21T00:51:02.800Z,,55,63.5,,,,
2018-01-21T00:51:18.552Z,,55,63.5,,,,
2018-01-21T00:51:22.799Z,,55,63.5,,,,
2018-01-21T00:51:32.800Z,,55,63.6,,,,
2018-01-21T00:51:42.799Z,,55,63.6,,,,
2018-01-21T00:51:52.799Z,,55,63.6,,,,
2018-01-21T00:52:02.799Z,,55,63.6,,,,
2018-01-21T00:52:12.799Z,,55,63.6,,,,
2018-01-21T00:52:22.799Z,,55,63.6,,,,
2018-01-21T00:52:32.799Z,,55,63.6,,,,
2018-01-21T00:52:43.172Z,,55,63.6,,,77.8,
2018-01-21T00:52:52.799Z,,55,63.6,,,,
2018-01-21T00:53:02.799Z,,55,63.6,,,,
2018-01-21T00:53:12.799Z,,55,63.6,,,,
2018-01-21T00:53:22.799Z,1,55,63.6,0,75,77.8,29
2018-01-21T00:53:32.800Z,,55,63.6,,,,
2018-01-21T00:53:42.805Z,,55,63.7,,,,
2018-01-21T00:53:52.799Z,,55,63.6,,,,
2018-01-21T00:54:02.803Z,,55,63.7,,,,
2018-01-21T00:54:12.804Z,,55,63.7,,,,
2018-01-21T00:54:22.799Z,,55,63.7,,,,
2018-01-21T00:54:32.800Z,,55,63.7,,,,
2018-01-21T00:54:42.806Z,,55,63.7,,,,
2018-01-21T00:54:52.799Z,,55,63.7,,,,
2018-01-21T00:55:02.800Z,,55,63.7,,,,
2018-01-21T00:55:12.800Z,,55,63.7,,,,
2018-01-21T00:55:22.801Z,,55,63.7,,,,
2018-01-21T00:55:32.800Z,,55,63.7,,,,
2018-01-21T00:55:42.799Z,,55,63.7,,,77.6,
2018-01-21T00:55:52.854Z,,55,63.7,,,,
2018-01-21T00:56:02.821Z,,55,63.7,,,,
2018-01-21T00:56:12.799Z,,55,63.7,,,,
2018-01-21T00:56:22.800Z,,55,63.7,,,,
2018-01-21T00:56:32.800Z,,55,63.8,,,,
2018-01-21T00:56:42.800Z,,55,63.7,,,,
2018-01-21T00:56:52.802Z,,55,63.8,,,,
2018-01-21T00:57:02.800Z,,55,63.7,,,,
2018-01-21T00:57:12.800Z,,55,63.8,,,,
2018-01-21T00:57:22.800Z,,55,63.8,,,,
2018-01-21T00:57:32.800Z,,55,63.8,,,,
2018-01-21T00:57:42.800Z,,55,63.8,,,,
2018-01-21T00:57:52.800Z,,55,63.8,,,,
2018-01-21T00:58:02.800Z,,55,63.8,,,,
2018-01-21T00:58:12.800Z,,55,63.8,,,,
2018-01-21T00:58:22.800Z,,55,63.8,,,,
2018-01-21T00:58:32.801Z,,55,63.8,,,77.5,
2018-01-21T00:58:42.800Z,,55,63.8,,,,
2018-01-21T00:58:52.800Z,,55,63.8,,,,
2018-01-21T00:59:02.800Z,,55,63.8,,,,
2018-01-21T00:59:12.800Z,,55,63.8,,,,
2018-01-21T00:59:22.800Z,,55,63.8,,,,
2018-01-21T00:59:32.802Z,,55,63.8,,,,
2018-01-21T00:59:42.800Z,,55,63.8,,,,
2018-01-21T00:59:52.800Z,,55,63.8,,,,
2018-01-21T01:00:02.800Z,,55,63.8,,,,
2018-01-21T01:00:12.801Z,,55,63.8,,,,
2018-01-21T01:00:22.801Z,,55,64,,,,
2018-01-21T01:00:32.800Z,,55,64,,,77.4,
2018-01-21T01:00:42.801Z,,55,63.8,,,,
2018-01-21T01:00:52.807Z,,55,64,,,,
2018-01-21T01:01:02.803Z,,55,64,,,,
2018-01-21T01:01:13.794Z,,55,64,,,,
2018-01-21T01:01:22.804Z,,55,64,,,,
2018-01-21T01:01:32.804Z,,55,63.8,,,,
2018-01-21T01:01:42.805Z,,55,64,,,,
2018-01-21T01:01:52.803Z,,55,63.8,,,,
2018-01-21T01:02:02.807Z,,55,63.8,,,,
2018-01-21T01:02:12.800Z,,55,63.8,,,,
2018-01-21T01:02:22.803Z,,55,63.8,,,,
2018-01-21T01:02:32.801Z,,55,63.8,,,,
2018-01-21T01:02:42.824Z,,55,63.8,,,,
2018-01-21T01:02:52.801Z,,55,63.8,,,77.2,
2018-01-21T01:03:02.801Z,,55,63.8,,,77.4,
2018-01-21T01:03:12.801Z,,55,63.8,,,,
2018-01-21T01:03:22.805Z,,55,63.8,,,,
2018-01-21T01:03:32.808Z,,55,63.8,,,,
2018-01-21T01:03:42.801Z,,55,63.8,,,,
2018-01-21T01:03:52.806Z,,55,63.8,,,,
2018-01-21T01:04:03.799Z,,55,63.8,,,77.2,
2018-01-21T01:04:12.801Z,,55,63.8,,,,
2018-01-21T01:04:22.801Z,,55,63.8,,,,
2018-01-21T01:04:32.801Z,,55,63.8,,,,
2018-01-21T01:04:42.803Z,,55,63.8,,,,
2018-01-21T01:04:52.801Z,,55,63.8,,,,
2018-01-21T01:05:02.801Z,,55,63.8,,,,
2018-01-21T01:05:12.801Z,,55,63.8,,,,
2018-01-21T01:05:22.801Z,,55,63.8,,,,
2018-01-21T01:05:32.801Z,,55,63.8,,,,
2018-01-21T01:05:42.801Z,,55,63.8,,,,
2018-01-21T01:05:52.805Z,,55,63.8,,,,
2018-01-21T01:06:02.801Z,,55,63.8,,,,
2018-01-21T01:06:12.802Z,,55,63.8,,,,
2018-01-21T01:06:22.801Z,,55,63.8,,,,
2018-01-21T01:06:32.801Z,,55,63.8,,,,
2018-01-21T01:06:42.802Z,,55,63.8,,,,
2018-01-21T01:06:57.822Z,,55,63.8,,,,
2018-01-21T01:07:02.802Z,,55,63.8,,,,
2018-01-21T01:07:12.801Z,,55,63.8,,,,
2018-01-21T01:07:22.801Z,,55,63.8,,,,
2018-01-21T01:07:32.806Z,,55,63.8,,,,
2018-01-21T01:07:42.801Z,,55,63.8,,,,
2018-01-21T01:07:52.806Z,,55,63.8,,,,
2018-01-21T01:08:02.801Z,,55,63.8,,,,
2018-01-21T01:08:12.804Z,,55,63.8,,,,
2018-01-21T01:08:22.801Z,,55,63.8,,,,
2018-01-21T01:08:32.801Z,,55,63.8,,,,
2018-01-21T01:08:42.804Z,,55,63.8,,,,
2018-01-21T01:08:52.801Z,,55,63.8,,,,
2018-01-21T01:09:02.802Z,,55,63.8,,,,
2018-01-21T01:09:12.806Z,,55,63.8,,,,
2018-01-21T01:09:22.801Z,,55,63.8,,,,
2018-01-21T01:09:32.802Z,,55,63.8,,,,
2018-01-21T01:09:47.927Z,,55,63.8,,,,
2018-01-21T01:09:52.802Z,,55,63.8,,,,
2018-01-21T01:10:02.801Z,,55,63.8,,,,
2018-01-21T01:10:12.802Z,,55,63.8,,,,
2018-01-21T01:10:22.802Z,,55,63.8,,,,
2018-01-21T01:10:32.802Z,,55,63.8,,,,
2018-01-21T01:10:42.801Z,,55,63.8,,,,
2018-01-21T01:10:52.806Z,,55,63.8,,,,
2018-01-21T01:11:02.803Z,,55,63.8,,,,
2018-01-21T01:11:13.803Z,,55,63.8,,,,
2018-01-21T01:11:22.810Z,,55,63.8,,,,
2018-01-21T01:11:32.807Z,,55,63.8,,,,
2018-01-21T01:11:42.803Z,,55,63.8,,,,
2018-01-21T01:11:52.803Z,,55,63.8,,,,
2018-01-21T01:12:02.802Z,,55,63.8,,,,
2018-01-21T01:12:12.804Z,,55,63.8,,,,
2018-01-21T01:12:22.804Z,,55,63.8,,,,
2018-01-21T01:12:32.802Z,,55,63.8,,,,
2018-01-21T01:12:42.802Z,,55,63.8,,,,
2018-01-21T01:12:52.802Z,,55,63.8,,,,
2018-01-21T01:13:02.802Z,,55,63.8,,,,
2018-01-21T01:13:12.802Z,,55,63.8,,,,
2018-01-21T01:13:22.802Z,,55,63.8,,,,
2018-01-21T01:13:32.802Z,,55,63.8,,,,
2018-01-21T01:13:42.802Z,,55,63.8,,,,
2018-01-21T01:13:52.805Z,,55,63.8,,,,
2018-01-21T01:14:02.802Z,,55,63.8,,,,
2018-01-21T01:14:12.802Z,,55,63.8,,,,
2018-01-21T01:14:22.803Z,,55,63.8,,,,
2018-01-21T01:14:32.802Z,,55,63.8,,,,
2018-01-21T01:14:42.802Z,,55,63.8,,,,
2018-01-21T01:14:52.802Z,,55,63.8,,,,
2018-01-21T01:15:02.802Z,,55,63.8,,,,
2018-01-21T01:15:12.802Z,,55,63.8,,,,
2018-01-21T01:15:22.802Z,,55,63.8,,,77.1,
2018-01-21T01:15:32.802Z,,55,63.8,,,,
2018-01-21T01:15:42.802Z,,55,63.8,,,,
2018-01-21T01:15:52.806Z,,55,63.8,,,,
2018-01-21T01:16:02.802Z,,55,63.8,,,,
2018-01-21T01:16:12.810Z,,55,63.8,,,,
2018-01-21T01:16:22.805Z,,55,63.8,,,,
2018-01-21T01:16:32.802Z,,55,63.8,,,76.9,
2018-01-21T01:16:42.802Z,,55,63.8,,,76.9,
2018-01-21T01:16:52.802Z,,55,63.8,,,,
2018-01-21T01:17:02.803Z,,55,63.8,,,,
2018-01-21T01:17:12.803Z,,55,63.8,,,,
2018-01-21T01:17:22.804Z,,55,63.8,,,,
2018-01-21T01:17:32.802Z,,55,63.8,,,,
2018-01-21T01:17:42.802Z,,55,63.8,,,76.8,
2018-01-21T01:17:52.803Z,,55,63.8,,,,
2018-01-21T01:18:02.802Z,,55,63.8,,,,
2018-01-21T01:18:12.809Z,,55,63.8,,,,
2018-01-21T01:18:22.802Z,,55,63.8,,,76.6,
2018-01-21T01:18:32.803Z,,55,63.8,,,,
2018-01-21T01:18:42.802Z,,55,63.8,,,,
2018-01-21T01:18:52.805Z,,55,63.8,,,,
2018-01-21T01:19:02.802Z,,55,63.7,,,76.5,
2018-01-21T01:19:12.802Z,,55,63.7,,,,
2018-01-21T01:19:22.803Z,,55,63.7,,,,
2018-01-21T01:19:32.803Z,,55,63.7,,,,
2018-01-21T01:19:47.826Z,,55,63.7,,,76.3,
2018-01-21T01:19:52.804Z,,55,63.7,,,,
2018-01-21T01:20:02.803Z,,55,63.7,,,,
2018-01-21T01:20:12.803Z,,55,63.7,,,76.2,
2018-01-21T01:20:22.803Z,,55,63.7,,,,
2018-01-21T01:20:32.802Z,,55,63.7,,,76,
2018-01-21T01:20:42.803Z,,55,63.7,,,,
2018-01-21T01:20:52.803Z,,55,63.6,,,75.9,
2018-01-21T01:21:02.803Z,,55,63.6,,,,
2018-01-21T01:21:12.810Z,,55,63.6,,,,
2018-01-21T01:21:22.803Z,,55,63.6,,,75.7,
2018-01-21T01:21:32.803Z,,55,63.6,,,75.6,
2018-01-21T01:21:42.803Z,,55,63.6,,,,
