Time,PrimT,HwTSet,ActPow,HwTOutlet,PrimTSet,ChActive,HwActive
2017-12-03T04:37:46.387Z,51.6,55,,38.8,,,
2017-12-03T04:37:56.306Z,,55,,38.6,,,
2017-12-03T04:38:06.307Z,,55,,38.6,,,
2017-12-03T04:38:16.306Z,,55,,38.6,,,
2017-12-03T04:38:26.306Z,,55,,38.5,,,
2017-12-03T04:38:41.327Z,,55,,38.5,,,
2017-12-03T04:38:46.397Z,,55,,38.5,,,
2017-12-03T04:38:56.307Z,,55,,38.4,,,
2017-12-03T04:39:06.307Z,51.4,55,,38.4,,,
2017-12-03T04:39:16.313Z,,55,,38.4,,,
2017-12-03T04:39:26.306Z,,55,,38.3,,,
2017-12-03T04:39:36.309Z,,55,,38.3,,,
2017-12-03T04:39:46.388Z,,55,,38.3,,,
2017-12-03T04:39:56.307Z,51.3,55,,38.1,,,
2017-12-03T04:40:06.312Z,,55,,38.1,,,
2017-12-03T04:40:16.307Z,,55,,38.1,,,
2017-12-03T04:40:36.307Z,,55,,38,,,
2017-12-03T04:40:46.387Z,,55,,38,,,
2017-12-03T04:40:56.308Z,51.2,55,,37.9,,,
2017-12-03T04:41:06.307Z,,55,,37.9,,,
2017-12-03T04:41:16.307Z,52.7,,80,,,1,0
2017-12-03T04:41:26.311Z,57.6,55,67,37.8,,,
2017-12-03T04:41:36.307Z,58.6,55,29,37.8,,,
2017-12-03T04:41:46.387Z,52.9,55,,37.8,,,
2017-12-03T04:41:56.313Z,47.8,55,,37.7,,,
2017-12-03T04:42:06.308Z,46,,,,,,
2017-12-03T04:42:16.307Z,45.2,55,,37.7,,,
2017-12-03T04:42:26.307Z,45.8,55,,37.5,,,
2017-12-03T04:42:36.307Z,47.1,55,,37.5,,,
2017-12-03T04:42:46.387Z,47.7,55,,37.5,,,
2017-12-03T04:42:56.307Z,47.8,55,,37.5,,,
2017-12-03T04:43:16.309Z,48,55,,37.5,,,
2017-12-03T04:43:26.307Z,48.2,55,,37.5,,,
2017-12-03T04:43:36.309Z,48.6,55,,37.5,,,
2017-12-03T04:43:46.390Z,48.9,55,,37.5,,,
2017-12-03T04:43:56.307Z,49,55,,37.5,,,
2017-12-03T04:44:06.308Z,49.2,55,,37.7,,,
2017-12-03T04:44:21.343Z,49.4,55,,37.7,,,
2017-12-03T04:44:26.309Z,49.6,55,,37.7,,,
2017-12-03T04:44:36.308Z,49.9,55,,37.7,,,
2017-12-03T04:44:46.387Z,50.1,,,,,,
2017-12-03T04:44:56.312Z,50.3,55,,37.8,,,
2017-12-03T04:45:06.307Z,,55,,37.9,,,
2017-12-03T04:45:16.307Z,50.8,55,,37.9,,,
2017-12-03T04:45:26.309Z,51,,,,,,
2017-12-03T04:45:36.308Z,51.1,55,,38,,,
2017-12-03T04:45:46.392Z,51.4,55,,38.1,,,
2017-12-03T04:45:56.310Z,51.7,55,,38.3,,,
2017-12-03T04:46:06.308Z,51.9,55,,38.3,,,
2017-12-03T04:46:16.405Z,52.2,55,,38.4,,,
2017-12-03T04:46:26.307Z,52.3,55,,38.5,,,
2017-12-03T04:46:36.311Z,52.5,55,,38.6,,,
2017-12-03T04:46:46.393Z,52.7,55,,38.6,,,
2017-12-03T04:46:56.307Z,52.8,55,,38.8,,,
2017-12-03T04:47:06.307Z,53.1,,,,,,
2017-12-03T04:47:16.307Z,53.3,55,,39,,,
2017-12-03T04:47:26.309Z,53.5,55,,39.1,,,
2017-12-03T04:47:36.308Z,53.7,55,,39.3,,,
2017-12-03T04:47:46.391Z,53.9,,,,,,
2017-12-03T04:47:56.307Z,53.4,55,0,39.3,,1,0
2017-12-03T04:48:06.308Z,52,55,,39.4,,,
2017-12-03T04:48:16.312Z,50.8,55,,39.5,,,
2017-12-03T04:48:26.308Z,50.2,55,,39.6,,,
2017-12-03T04:48:36.308Z,,55,,39.9,,,
2017-12-03T04:48:46.387Z,50.3,55,,40,,,
2017-12-03T04:48:56.308Z,50.8,55,,40.1,,,
2017-12-03T04:49:06.310Z,50.4,55,,40.1,,,
2017-12-03T04:49:16.310Z,50.1,55,,40.2,,,
2017-12-03T04:49:26.309Z,49.9,,,,,,
2017-12-03T04:49:36.310Z,49.7,55,,40.3,,,
2017-12-03T04:49:46.390Z,49.4,55,,40.5,,,
2017-12-03T04:49:56.311Z,49.3,55,,40.5,,,
2017-12-03T04:50:06.312Z,49.1,,,,,,
2017-12-03T04:50:16.311Z,48.9,55,,40.5,,,
2017-12-03T04:50:26.308Z,48.7,55,,40.6,,,
2017-12-03T04:50:36.311Z,48.5,55,,40.6,,,
2017-12-03T04:50:46.388Z,48.3,55,,40.6,,,
2017-12-03T04:50:56.312Z,,55,,40.6,,,
2017-12-03T04:51:06.311Z,48.4,55,,40.5,,,
2017-12-03T04:51:16.308Z,48.6,55,,40.5,,,
2017-12-03T04:51:27.304Z,48.7,55,,40.5,,,
2017-12-03T04:51:36.308Z,48.9,55,,40.5,,,
2017-12-03T04:51:46.389Z,49,,,,,,
2017-12-03T04:51:56.308Z,49.1,55,,40.5,,,
2017-12-03T04:52:06.311Z,,55,,40.3,,,
2017-12-03T04:52:16.310Z,49.3,55,,40.3,,,
2017-12-03T04:52:36.309Z,49.4,55,,40.3,,,
2017-12-03T04:52:46.388Z,49.5,55,,40.3,,,
2017-12-03T04:52:56.308Z,,55,,40.2,,,
2017-12-03T04:53:06.308Z,49.7,55,,40.2,,,
2017-12-03T04:53:16.314Z,49.8,55,,40.2,,,
2017-12-03T04:53:26.313Z,,55,,40.2,,,
2017-12-03T04:53:36.313Z,49.9,55,,40.1,,,
2017-12-03T04:53:46.388Z,,55,,40.1,,,
2017-12-03T04:53:56.313Z,50,,,,,,
2017-12-03T04:54:06.310Z,,55,,40,,,
2017-12-03T04:54:21.329Z,50.1,55,,40,,,
2017-12-03T04:54:41.408Z,,55,,40,,,
2017-12-03T04:54:46.388Z,50.2,55,,39.9,,,
2017-12-03T04:55:06.311Z,,55,,39.9,,,
2017-12-03T04:55:16.315Z,,55,,39.9,,,
2017-12-03T04:55:26.313Z,50.3,,,,,,
2017-12-03T04:55:36.308Z,,55,,39.8,,,
2017-12-03T04:55:46.408Z,,55,,39.6,,,
2017-12-03T04:56:06.308Z,50.4,55,,39.6,,,
2017-12-03T04:56:16.308Z,,55,,39.5,,,
2017-12-03T04:56:36.309Z,,55,,39.5,,,
2017-12-03T04:56:46.392Z,,55,,39.5,,,
2017-12-03T04:57:11.328Z,,55,,39.4,,,
2017-12-03T04:57:16.308Z,,55,,39.4,,,
2017-12-03T04:57:36.308Z,50.6,55,,39.3,,,
2017-12-03T04:57:46.393Z,,55,,39.1,,,
2017-12-03T04:58:06.314Z,,55,,39.1,,,
2017-12-03T04:58:16.309Z,,55,,39.1,,,
2017-12-03T04:58:36.308Z,,55,,39,,,
2017-12-03T04:58:46.393Z,,55,,39,,,
2017-12-03T04:59:06.309Z,,55,,38.9,,,
2017-12-03T04:59:16.309Z,,55,,38.9,,,
2017-12-03T04:59:36.310Z,,55,,38.8,,,
2017-12-03T04:59:46.390Z,50.4,55,,38.8,,,
2017-12-03T05:00:01.337Z,50.6,55,,38.6,,,
2017-12-03T05:00:06.309Z,,55,,38.6,,,
2017-12-03T05:00:16.309Z,50.4,55,,38.6,,,
2017-12-03T05:00:36.314Z,,55,,38.5,,,
2017-12-03T05:00:46.389Z,,55,,38.4,,,
2017-12-03T05:01:06.313Z,,55,,38.4,,,
2017-12-03T05:01:16.309Z,,55,,38.4,,,
2017-12-03T05:01:36.313Z,,55,,38.3,,,
2017-12-03T05:01:46.388Z,50.3,55,,38.3,,,
2017-12-03T05:01:56.316Z,50.4,,,,,,
2017-12-03T05:02:06.308Z,,55,,38.1,,,
2017-12-03T05:02:16.316Z,50.3,55,,38,,,
2017-12-03T05:02:36.308Z,,55,,38,,,
2017-12-03T05:02:46.394Z,,55,,38,,,
2017-12-03T05:03:06.308Z,,55,,37.9,,,
2017-12-03T05:03:16.309Z,,55,,37.8,,,
2017-12-03T05:03:26.308Z,50.2,,,,,,
2017-12-03T05:03:36.309Z,,55,,37.8,,,
2017-12-03T05:03:46.389Z,,55,,37.8,,,
2017-12-03T05:04:06.309Z,,55,,37.7,,,
2017-12-03T05:04:16.312Z,,55,,37.7,,,
2017-12-03T05:04:37.303Z,50.1,55,,37.5,,,
2017-12-03T05:04:46.389Z,,55,,37.5,,,
2017-12-03T05:05:06.309Z,,55,,37.4,,,
2017-12-03T05:05:16.311Z,,55,,37.3,,,
2017-12-03T05:05:26.309Z,52.4,,79,,,1,0
2017-12-03T05:05:36.309Z,57.1,55,59,37.3,,,
2017-12-03T05:05:46.394Z,57.4,55,29,37.3,,,
2017-12-03T05:05:56.309Z,51.7,55,,37.3,,,
2017-12-03T05:06:06.309Z,47.2,55,,37.2,,,
2017-12-03T05:06:16.309Z,45.6,55,,37.2,,,
2017-12-03T05:06:26.309Z,44.8,55,,37.2,,,
2017-12-03T05:06:36.315Z,45.7,55,,37,,,
2017-12-03T05:06:46.399Z,46.9,55,,37,,,
2017-12-03T05:06:56.309Z,47.3,55,,37,,,
2017-12-03T05:07:07.311Z,,55,,37,,,
2017-12-03T05:07:16.309Z,47.6,55,,37,,,
2017-12-03T05:07:26.311Z,47.7,,,,,,
2017-12-03T05:07:36.309Z,48,55,,37,,,
2017-12-03T05:07:46.389Z,48.2,55,,37,,,
2017-12-03T05:07:56.309Z,,55,,37,,,
2017-12-03T05:08:06.309Z,48.8,,,,,,
2017-12-03T05:08:16.309Z,48.9,55,,37,,,
2017-12-03T05:08:26.310Z,49.1,55,,37,,,
2017-12-03T05:08:36.313Z,49.3,55,,37.2,,,
2017-12-03T05:08:46.392Z,49.6,55,,37.2,,,
2017-12-03T05:08:56.309Z,49.8,,,,,,
2017-12-03T05:09:06.309Z,,55,,37.3,,,
2017-12-03T05:09:16.309Z,50.2,55,,37.4,,,
2017-12-03T05:09:26.314Z,50.5,,,,,,
2017-12-03T05:09:36.309Z,50.6,55,,37.5,,,
2017-12-03T05:09:46.389Z,,55,,37.5,,,
2017-12-03T05:09:57.306Z,51,,,,,,
2017-12-03T05:10:06.309Z,51.2,55,,37.8,,,
2017-12-03T05:10:16.309Z,,55,,37.9,,,
2017-12-03T05:10:26.310Z,51.6,,,,,,
2017-12-03T05:10:36.310Z,51.9,55,,38,,,
2017-12-03T05:10:46.390Z,52,,,,,,
2017-12-03T05:10:56.309Z,,55,,38.3,,,
2017-12-03T05:11:06.309Z,52.3,55,,38.3,,,
2017-12-03T05:11:16.309Z,52.9,,0,,,1,0
2017-12-03T05:11:26.309Z,52,55,,38.4,,,
2017-12-03T05:11:36.310Z,50.5,55,,38.5,,,
2017-12-03T05:11:46.389Z,49.4,55,,38.6,,,
2017-12-03T05:11:56.310Z,48.9,55,,38.8,,,
2017-12-03T05:12:06.310Z,,55,,38.9,,,
2017-12-03T05:12:16.310Z,49.3,,,,,,
2017-12-03T05:12:26.309Z,49.4,55,,39.1,,,
2017-12-03T05:12:47.415Z,49,55,,39.3,,,
2017-12-03T05:12:56.311Z,48.6,55,,39.3,,,
2017-12-03T05:13:06.310Z,,55,,39.4,,,
2017-12-03T05:13:16.310Z,48.4,55,,39.5,,,
2017-12-03T05:13:26.311Z,48.1,,,,,,
2017-12-03T05:13:36.311Z,47.8,55,0,39.5,75,1,0
2017-12-03T05:13:46.391Z,47.6,55,,39.6,,,
2017-12-03T05:14:06.312Z,47.3,55,,39.6,,,
2017-12-03T05:14:16.310Z,47.2,55,,39.6,,,
2017-12-03T05:14:26.310Z,,55,,39.6,,,
2017-12-03T05:14:36.314Z,,55,,39.6,,,
2017-12-03T05:14:46.390Z,47.3,,,,,,
2017-12-03T05:14:56.310Z,47.6,55,,39.6,,,
2017-12-03T05:15:06.310Z,,55,,39.6,,,
2017-12-03T05:15:16.315Z,47.7,,,,,,
2017-12-03T05:15:26.310Z,48,55,,39.5,,,
2017-12-03T05:15:42.330Z,,55,,39.5,,,
2017-12-03T05:15:46.390Z,48.1,,,,,,
2017-12-03T05:15:56.310Z,48.2,55,,39.5,,,
2017-12-03T05:16:06.312Z,48.3,55,,39.4,,,
2017-12-03T05:16:26.310Z,48.4,55,,39.4,,,
2017-12-03T05:16:36.310Z,48.5,55,,39.4,,,
2017-12-03T05:16:56.310Z,48.6,55,,39.4,,,
2017-12-03T05:17:07.064Z,,55,,39.3,,,
2017-12-03T05:17:16.312Z,48.7,55,,39.3,,,
2017-12-03T05:17:36.311Z,48.9,55,,39.1,,,
2017-12-03T05:17:46.391Z,,55,,39.1,,,
2017-12-03T05:17:56.310Z,49,,,,,,
2017-12-03T05:18:06.310Z,,55,,39,,,
2017-12-03T05:18:26.391Z,49.1,55,,39,,,
2017-12-03T05:18:36.312Z,,55,,38.9,,,
2017-12-03T05:18:56.310Z,,55,,38.9,,,
2017-12-03T05:19:06.316Z,49.2,55,,38.9,,,
2017-12-03T05:19:26.310Z,,55,,38.8,,,
2017-12-03T05:19:36.311Z,49.3,55,,38.8,,,
2017-12-03T05:19:46.390Z,,55,,38.6,,,
2017-12-03T05:20:06.311Z,,55,,38.6,,,
2017-12-03T05:20:16.311Z,,55,,38.5,,,
2017-12-03T05:20:36.311Z,,55,,38.5,,,
2017-12-03T05:20:56.311Z,,55,,38.4,,,
2017-12-03T05:21:06.311Z,,55,,38.4,,,
2017-12-03T05:21:16.461Z,,55,,38.3,,,
2017-12-03T05:21:26.313Z,49.3,,,,,,
2017-12-03T05:21:36.311Z,,55,,38.3,,,
2017-12-03T05:21:46.391Z,49.4,55,,38.3,,,
2017-12-03T05:22:06.310Z,,55,,38.1,,,
2017-12-03T05:22:16.312Z,,55,,38,,,
2017-12-03T05:22:36.311Z,,55,,38,,,
2017-12-03T05:22:56.311Z,,55,,37.9,,,
2017-12-03T05:23:06.311Z,,55,,37.9,,,
2017-12-03T05:23:16.311Z,,55,,37.9,,,
2017-12-03T05:23:36.311Z,49.3,55,,37.8,,,
2017-12-03T05:23:56.311Z,,55,,37.8,,,
2017-12-03T05:24:06.313Z,,55,,37.7,,,
2017-12-03T05:24:16.311Z,,55,,37.7,,,
2017-12-03T05:24:26.311Z,,55,,37.7,,,
2017-12-03T05:24:36.311Z,,55,,37.5,,,
2017-12-03T05:24:46.391Z,,55,,37.5,,,
2017-12-03T05:24:56.311Z,,55,,37.5,,,
2017-12-03T05:25:06.311Z,,55,,37.4,,,
2017-12-03T05:25:16.311Z,,55,,37.4,,,
2017-12-03T05:25:26.311Z,,55,,37.4,,,
2017-12-03T05:25:37.304Z,,55,,37.3,,,
2017-12-03T05:25:56.311Z,49.2,55,,37.3,,,
2017-12-03T05:26:06.311Z,,55,,37.2,,,
2017-12-03T05:26:16.311Z,,55,,37.2,,,
2017-12-03T05:26:26.311Z,,55,,37.2,,,
2017-12-03T05:26:36.314Z,,55,,37,,,
2017-12-03T05:26:56.311Z,,55,,37,,,
2017-12-03T05:27:06.312Z,,55,,36.9,,,
2017-12-03T05:27:26.314Z,49.1,55,,36.9,,,
2017-12-03T05:27:36.311Z,,55,,36.8,,,
2017-12-03T05:27:56.311Z,,55,,36.8,,,
2017-12-03T05:28:06.311Z,,55,,36.8,,1,0
2017-12-03T05:28:16.312Z,52.5,55,80,36.7,,,
2017-12-03T05:28:32.422Z,57.2,55,45,36.7,,,
2017-12-03T05:28:36.312Z,55.4,55,29,36.7,,,
2017-12-03T05:28:46.392Z,49.6,55,,36.5,,,
2017-12-03T05:28:56.312Z,46.8,55,,36.5,,,
2017-12-03T05:29:06.312Z,44.9,55,,36.5,,,
2017-12-03T05:29:16.312Z,44.5,55,,36.5,,,
2017-12-03T05:29:26.312Z,45,55,,36.4,,,
2017-12-03T05:29:36.312Z,46,55,,36.4,,,
2017-12-03T05:29:46.392Z,47,55,,36.4,,,
2017-12-03T05:29:56.312Z,,55,,36.4,,,
2017-12-03T05:30:06.312Z,,55,,36.4,,,
2017-12-03T05:30:16.312Z,47.1,55,,36.4,,,
2017-12-03T05:30:26.312Z,47.4,55,,36.4,,,
2017-12-03T05:30:36.312Z,47.7,55,,36.4,,,
2017-12-03T05:30:46.392Z,48,,,,,,
2017-12-03T05:30:56.312Z,48.2,55,,36.4,,,
2017-12-03T05:31:06.312Z,48.3,55,,36.5,,,
2017-12-03T05:31:21.402Z,48.6,,,,,,
2017-12-03T05:31:26.312Z,48.7,55,,36.5,,,
2017-12-03T05:31:36.312Z,49,55,,36.5,,,
2017-12-03T05:31:46.392Z,49.2,55,,36.7,,,
2017-12-03T05:31:56.313Z,49.4,55,,36.7,,,
2017-12-03T05:32:06.312Z,49.7,55,,36.8,,,
2017-12-03T05:32:16.313Z,50,55,,36.8,,,
2017-12-03T05:32:26.312Z,50.1,55,,36.9,,,
2017-12-03T05:32:36.312Z,50.3,,,,,,
2017-12-03T05:32:46.402Z,50.6,55,,37,,,
2017-12-03T05:32:56.312Z,50.8,55,,37.2,,,
2017-12-03T05:33:06.312Z,51,55,,37.3,,,
2017-12-03T05:33:16.312Z,51.1,55,,37.3,,,
2017-12-03T05:33:26.312Z,51.4,55,,37.5,,,
2017-12-03T05:33:36.312Z,51.7,,,,,,
2017-12-03T05:33:46.392Z,52,55,,37.7,,,
2017-12-03T05:33:56.312Z,,55,,37.8,,,
2017-12-03T05:34:12.031Z,52.3,55,,37.8,,,
2017-12-03T05:34:16.312Z,52.7,55,0,37.9,,1,0
2017-12-03T05:34:26.312Z,50.4,55,,38,,,
2017-12-03T05:34:36.312Z,49.9,55,,38.1,,,
2017-12-03T05:34:46.393Z,48.9,55,,38.3,,,
2017-12-03T05:34:56.314Z,48.7,55,,38.4,,,
2017-12-03T05:35:06.312Z,49,55,,38.5,,,
2017-12-03T05:35:16.313Z,49,55,,38.5,,,
2017-12-03T05:35:26.312Z,49.3,55,,38.8,,,
2017-12-03T05:35:36.655Z,48.9,55,,38.8,,,
2017-12-03T05:35:46.392Z,48.7,55,,38.9,,,
2017-12-03T05:35:56.312Z,48.4,55,,39,,,
2017-12-03T05:36:06.312Z,48.3,55,,39,,,
2017-12-03T05:36:16.313Z,48.1,55,,39.1,,,
2017-12-03T05:36:26.313Z,47.8,55,,39.1,,,
2017-12-03T05:36:36.314Z,47.7,55,,39.1,,,
2017-12-03T05:36:46.395Z,47.5,55,,39.3,,,
2017-12-03T05:36:56.314Z,47.3,55,,39.3,,,
2017-12-03T05:37:06.313Z,47,55,,39.3,,,
2017-12-03T05:37:16.313Z,46.9,55,,39.3,,,
2017-12-03T05:37:26.313Z,47,55,,39.3,,,
2017-12-03T05:37:36.315Z,47.2,55,,39.3,,,
2017-12-03T05:37:46.393Z,47.3,55,,39.3,,,
2017-12-03T05:37:56.313Z,47.4,55,,39.3,,,
2017-12-03T05:38:06.313Z,47.6,55,,39.3,,,
2017-12-03T05:38:16.314Z,49.1,55,79,39.1,,1,0
2017-12-03T05:38:26.313Z,56.4,55,65,39.1,,,
2017-12-03T05:38:36.314Z,59.9,55,29,39.1,,,
2017-12-03T05:38:46.394Z,56.9,55,,39.1,,,
2017-12-03T05:38:56.313Z,53.8,55,,39.1,,,
2017-12-03T05:39:06.313Z,51.9,55,,39.1,,,
2017-12-03T05:39:16.313Z,50.9,55,,39,,,
2017-12-03T05:39:26.313Z,50.5,55,,39,,,
2017-12-03T05:39:36.314Z,51,55,,39,,,
2017-12-03T05:39:46.393Z,52,55,,39,,,
2017-12-03T05:39:56.320Z,52.2,55,,39,,,
2017-12-03T05:40:06.313Z,52.4,55,,39,,,
2017-12-03T05:40:16.313Z,52.5,55,,39.1,,,
2017-12-03T05:40:26.313Z,52.8,55,0,39.1,,1,0
2017-12-03T05:40:36.313Z,51.9,55,,39.3,,,
2017-12-03T05:40:46.393Z,49.8,55,,39.3,,,
2017-12-03T05:40:56.313Z,49.4,55,,39.4,,,
2017-12-03T05:41:06.313Z,48.9,55,,39.4,,,
2017-12-03T05:41:16.314Z,49,55,,39.5,,,
2017-12-03T05:41:26.313Z,49.1,55,,39.6,,,
2017-12-03T05:41:36.313Z,49.4,55,,39.6,,,
2017-12-03T05:41:46.393Z,49.2,55,,39.8,,,
2017-12-03T05:41:56.313Z,48.9,55,,39.9,,,
2017-12-03T05:42:06.314Z,48.6,55,,39.9,,,
2017-12-03T05:42:16.315Z,48.4,55,,39.9,,,
2017-12-03T05:42:26.314Z,48.2,55,,40,,,
2017-12-03T05:42:36.313Z,48.1,55,,40,,,
2017-12-03T05:42:46.393Z,47.8,55,,40,,,
2017-12-03T05:42:56.313Z,47.7,55,,40,,,
2017-12-03T05:43:06.313Z,47.6,55,,40.1,,,
2017-12-03T05:43:16.313Z,47.4,55,,40.1,,,
2017-12-03T05:43:26.313Z,47.2,55,,40,,,
2017-12-03T05:43:36.315Z,,55,,40,,,
2017-12-03T05:43:46.393Z,47.3,55,,40,,,
2017-12-03T05:43:56.313Z,47.5,55,,40,,,
2017-12-03T05:44:07.311Z,47.6,55,,40,,,
2017-12-03T05:44:16.314Z,47.7,55,,40,,,
2017-12-03T05:44:26.314Z,48,55,,40,,,
2017-12-03T05:44:36.314Z,,55,,39.9,,,
2017-12-03T05:44:46.394Z,,55,,39.9,,,
2017-12-03T05:44:56.315Z,48.1,55,,39.9,,,
2017-12-03T05:45:06.316Z,48.2,55,,39.9,,,
2017-12-03T05:45:16.314Z,,55,,39.8,,,
2017-12-03T05:45:26.314Z,48.3,55,,39.8,,,
2017-12-03T05:45:36.314Z,48.4,55,,39.8,,,
2017-12-03T05:45:46.423Z,,55,,39.8,,,
2017-12-03T05:45:56.314Z,48.5,55,,39.6,,,
2017-12-03T05:46:06.314Z,,55,,39.6,,,
2017-12-03T05:46:16.314Z,48.6,55,,39.6,,,
2017-12-03T05:46:26.314Z,,55,,39.5,,,
2017-12-03T05:46:36.314Z,,55,,39.5,,,
2017-12-03T05:46:46.396Z,48.7,55,,39.5,,,
2017-12-03T05:46:57.436Z,,55,,39.4,,,
2017-12-03T05:47:06.314Z,48.9,55,,39.4,,,
2017-12-03T05:47:16.314Z,,55,,39.4,,,
2017-12-03T05:47:26.317Z,49,55,,39.3,,,
2017-12-03T05:47:36.314Z,,55,,39.3,,,
2017-12-03T05:47:46.394Z,,55,,39.3,,,
2017-12-03T05:47:56.314Z,,55,,39.1,,,
2017-12-03T05:48:06.314Z,,55,,39.1,,,
2017-12-03T05:48:16.314Z,,55,,39.1,,,
2017-12-03T05:48:26.315Z,49.1,55,,39,,,
2017-12-03T05:48:36.314Z,,55,,39,,,
2017-12-03T05:48:46.394Z,,55,,39,,,
2017-12-03T05:48:56.314Z,,55,,39,,,
2017-12-03T05:49:06.314Z,,55,,38.9,,,
2017-12-03T05:49:16.315Z,49.2,55,,38.9,,,
2017-12-03T05:49:26.314Z,,55,,38.9,,,
2017-12-03T05:49:36.314Z,,55,,38.8,,,
2017-12-03T05:49:51.374Z,,55,,38.8,,,
2017-12-03T05:49:56.315Z,,55,,38.6,,,
2017-12-03T05:50:06.314Z,,55,,38.6,,,
2017-12-03T05:50:16.314Z,,55,,38.6,,,
2017-12-03T05:50:26.314Z,,55,,38.5,,,
2017-12-03T05:50:36.315Z,,55,,38.5,,,
2017-12-03T05:50:46.394Z,,55,,38.5,,,
2017-12-03T05:50:56.314Z,,55,,38.4,,,
2017-12-03T05:51:06.315Z,,55,,38.4,,,
2017-12-03T05:51:16.331Z,,55,,38.4,,,
2017-12-03T05:51:26.315Z,,55,,38.3,,,
2017-12-03T05:51:36.314Z,,55,,38.3,,,
2017-12-03T05:51:46.395Z,,55,,38.3,,,
2017-12-03T05:51:56.315Z,,55,,38.1,,,
2017-12-03T05:52:06.314Z,,55,,38.1,,,
2017-12-03T05:52:16.320Z,,55,,38.1,,,
2017-12-03T05:52:26.315Z,,55,,38,,,
2017-12-03T05:52:36.315Z,,55,,38,,,
2017-12-03T05:52:46.395Z,,55,,38,,,
2017-12-03T05:52:56.314Z,,55,,37.9,,,
2017-12-03T05:53:06.315Z,,55,,37.9,,,
2017-12-03T05:53:16.315Z,,55,,37.9,,,
2017-12-03T05:53:26.315Z,,55,,37.8,,,
2017-12-03T05:53:36.314Z,,55,,37.8,,,
2017-12-03T05:53:46.395Z,,55,,37.8,,,
2017-12-03T05:53:56.316Z,,55,,37.7,,,
2017-12-03T05:54:07.306Z,,55,,37.7,,,
2017-12-03T05:54:16.315Z,49.1,55,,37.7,,,
2017-12-03T05:54:26.315Z,49.2,55,,37.5,,,
2017-12-03T05:54:36.316Z,49.1,55,,37.5,,,
2017-12-03T05:54:46.407Z,,55,,37.5,,,
2017-12-03T05:54:56.315Z,,55,,37.4,,,
2017-12-03T05:55:06.317Z,,55,,37.4,,,
2017-12-03T05:55:16.318Z,,55,,37.4,,,
2017-12-03T05:55:26.315Z,,55,,37.4,,,
2017-12-03T05:55:36.315Z,,55,,37.3,,,
2017-12-03T05:55:46.407Z,,55,,37.3,,,
2017-12-03T05:55:56.315Z,,55,,37.2,,,
2017-12-03T05:56:06.315Z,49,55,,37.2,,,
2017-12-03T05:56:16.316Z,,55,,37.2,,,
2017-12-03T05:56:26.315Z,,55,,37,,,
2017-12-03T05:56:36.316Z,,55,,37,,,
2017-12-03T05:56:46.405Z,,55,,37,,,
2017-12-03T05:56:57.309Z,,55,,37,,,
2017-12-03T05:57:06.315Z,,55,,36.9,,,
2017-12-03T05:57:16.321Z,50.5,55,79,36.9,,1,0
2017-12-03T05:57:26.321Z,55.5,55,70,36.9,,,
2017-12-03T05:57:36.315Z,57.2,55,49,36.8,,,
2017-12-03T05:57:46.405Z,52.9,55,29,36.8,,,
2017-12-03T05:57:56.315Z,47.7,55,,36.8,,,
2017-12-03T05:58:06.315Z,45.9,55,,36.7,,,
2017-12-03T05:58:16.316Z,44.8,55,,36.7,,,
2017-12-03T05:58:26.315Z,45,55,,36.7,,,
2017-12-03T05:58:36.315Z,46,55,,36.7,,,
2017-12-03T05:58:46.405Z,47,55,,36.5,,,
2017-12-03T05:58:56.315Z,47.2,55,,36.5,,,
2017-12-03T05:59:06.316Z,47.3,55,,36.5,,,
2017-12-03T05:59:16.315Z,47.4,55,,36.5,,,
2017-12-03T05:59:26.315Z,47.6,55,,36.5,,,
2017-12-03T05:59:36.315Z,48,55,,36.5,,,
2017-12-03T05:59:47.396Z,48.2,55,,36.5,,,
2017-12-03T05:59:56.315Z,48.4,55,,36.7,,,
2017-12-03T06:00:06.316Z,48.7,55,,36.7,,,
2017-12-03T06:00:16.316Z,49,55,,36.7,,,
2017-12-03T06:00:26.316Z,,55,,36.7,,,
2017-12-03T06:00:36.316Z,49.3,55,,36.8,,,
2017-12-03T06:00:46.403Z,49.6,55,,36.8,,,
2017-12-03T06:00:56.325Z,49.8,55,,36.9,,,
2017-12-03T06:01:06.316Z,50,55,,36.9,,,
2017-12-03T06:01:16.316Z,50.2,55,,37,,,
2017-12-03T06:01:26.316Z,50.5,55,,37,,,
2017-12-03T06:01:36.316Z,50.7,55,,37.2,,,
2017-12-03T06:01:46.403Z,51,55,,37.3,,,
2017-12-03T06:01:56.315Z,51.2,55,,37.4,,,
2017-12-03T06:02:06.315Z,51.5,55,,37.4,,,
2017-12-03T06:02:16.316Z,51.7,55,,37.5,,,
2017-12-03T06:02:26.315Z,52,55,,37.7,,,
2017-12-03T06:02:41.336Z,52.2,55,,37.8,,,
2017-12-03T06:02:46.402Z,52.4,55,,37.8,,,
2017-12-03T06:02:56.316Z,52.6,55,,37.9,,,
2017-12-03T06:03:06.317Z,53,55,,38,,,
2017-12-03T06:03:16.316Z,53.1,55,,38.1,,,
2017-12-03T06:03:26.316Z,53.3,55,,38.3,,,
2017-12-03T06:03:36.316Z,53.4,55,,38.4,,,
2017-12-03T06:03:46.401Z,53.6,55,,38.5,,,
2017-12-03T06:03:56.317Z,54,55,,38.6,,,
