Time,HwTSet,PrimT,HwActive,HwTOutlet,PrimTSet,ChActive,ActPow
2017-11-10T00:00:00.052Z,55,,,47.4,,,
2017-11-10T00:00:10.127Z,55,,,47.3,,,
2017-11-10T00:00:20.047Z,55,,,47.3,,,
2017-11-10T00:00:30.047Z,55,,,47.2,,,
2017-11-10T00:00:40.049Z,55,65.6,,47.2,,,
2017-11-10T00:00:50.050Z,55,,,47,,,
2017-11-10T00:01:00.047Z,55,,,47,,,
2017-11-10T00:01:10.137Z,55,,,46.9,,,
2017-11-10T00:01:20.047Z,55,,,46.9,,,
2017-11-10T00:01:30.047Z,55,65.5,,46.8,,,
2017-11-10T00:01:40.047Z,55,,,46.8,,,
2017-11-10T00:01:50.049Z,55,,,46.7,,,
2017-11-10T00:02:05.067Z,55,,,46.7,,,
2017-11-10T00:02:10.138Z,55,65.4,,46.6,,,
2017-11-10T00:02:20.047Z,55,,,46.6,,,
2017-11-10T00:02:30.053Z,55,,,46.5,,,
2017-11-10T00:02:40.055Z,55,,,46.5,,,
2017-11-10T00:02:50.050Z,55,65.2,,46.4,,,
2017-11-10T00:03:00.047Z,55,,,46.4,,,
2017-11-10T00:03:10.137Z,55,,,46.2,,,
2017-11-10T00:03:20.047Z,55,,,46.2,,,
2017-11-10T00:03:30.048Z,55,65.1,,46.1,,,
2017-11-10T00:03:40.048Z,55,,,46.1,,,
2017-11-10T00:03:51.073Z,55,,,46,,,
2017-11-10T00:04:00.048Z,55,,,46,,,
2017-11-10T00:04:10.138Z,55,65,,45.9,,,
2017-11-10T00:04:20.048Z,55,,,45.9,,,
2017-11-10T00:04:30.049Z,55,,,45.8,,,
2017-11-10T00:04:40.048Z,55,,,45.8,,,
2017-11-10T00:04:55.072Z,55,64.9,,45.7,,,
2017-11-10T00:05:00.049Z,55,,,45.7,,,
2017-11-10T00:05:10.133Z,55,,,45.6,,,
2017-11-10T00:05:20.049Z,55,,,45.6,,,
2017-11-10T00:05:30.049Z,55,,,45.5,,,
2017-11-10T00:05:40.052Z,55,64.8,,45.5,,,
2017-11-10T00:05:50.048Z,55,64.8,0,45.3,5,0,0
2017-11-10T00:06:00.048Z,55,,,45.3,,,
2017-11-10T00:06:10.134Z,55,,,45.2,,,
2017-11-10T00:06:20.048Z,55,64.7,,45.2,,,
2017-11-10T00:06:30.049Z,55,,,45.1,,,
2017-11-10T00:06:40.049Z,55,,,45.1,,,
2017-11-10T00:06:50.049Z,55,,,45,,,
2017-11-10T00:07:00.049Z,55,64.5,,45,,,
2017-11-10T00:07:10.129Z,55,,,44.9,,,
2017-11-10T00:07:20.048Z,55,,,44.9,,,
2017-11-10T00:07:30.052Z,55,,,44.9,,,
2017-11-10T00:07:45.074Z,55,64.4,,44.8,,,
2017-11-10T00:07:50.049Z,55,,,44.8,,,
2017-11-10T00:08:00.051Z,55,,,44.7,,,
2017-11-10T00:08:10.128Z,55,,,44.7,,,
2017-11-10T00:08:20.048Z,55,,,44.5,,,
2017-11-10T00:08:35.072Z,55,64.3,,44.5,,,
2017-11-10T00:08:40.053Z,55,,,44.4,,,
2017-11-10T00:08:50.049Z,55,,,44.4,,,
2017-11-10T00:09:00.050Z,55,,,44.3,,,
2017-11-10T00:09:10.139Z,55,64.2,,44.2,,,
2017-11-10T00:09:20.049Z,55,,,44.1,,,
2017-11-10T00:09:30.052Z,55,,,44.1,,,
2017-11-10T00:09:40.049Z,55,64.1,,44.1,59,,
2017-11-10T00:09:50.049Z,55,60.8,,44.9,,,
2017-11-10T00:10:00.049Z,55,59.8,,45.6,,,
2017-11-10T00:10:10.140Z,55,59.3,1,48.4,0,0,82
2017-11-10T00:10:20.049Z,55,59.4,0,52.8,59,0,0
2017-11-10T00:10:30.049Z,55,58.8,,50.7,,,
2017-11-10T00:10:40.051Z,55,59,,49.2,,,
2017-11-10T00:10:50.049Z,55,60,,48.3,,,
2017-11-10T00:11:00.052Z,55,60.1,,50.2,,,
2017-11-10T00:11:10.139Z,55,60.3,,50.4,,,
2017-11-10T00:11:20.049Z,55,60.6,,50.6,,,
2017-11-10T00:11:30.053Z,55,,,50.6,,,
2017-11-10T00:11:40.049Z,55,60.7,,50.6,,,
2017-11-10T00:11:50.049Z,55,,,50.6,5,,
2017-11-10T00:12:00.049Z,55,,,50.7,,,
2017-11-10T00:12:10.139Z,55,,,50.9,,,
2017-11-10T00:12:20.052Z,55,,,51,,,
2017-11-10T00:12:30.050Z,55,60.6,1,51.2,0,0,
2017-11-10T00:12:40.055Z,55,61.9,1,52.7,,0,0
2017-11-10T00:12:50.060Z,55,54.8,0,56,59,0,
2017-11-10T00:13:00.051Z,55,52.7,0,50.6,,0,0
2017-11-10T00:13:10.140Z,55,51.8,,49.7,,,
2017-11-10T00:13:20.049Z,55,51.4,,49.4,,,
2017-11-10T00:13:30.049Z,55,,,49,,,
2017-11-10T00:13:40.050Z,55,51.8,1,48.6,0,0,82
2017-11-10T00:13:50.063Z,55,56.9,0,50.2,59,0,0
2017-11-10T00:14:00.049Z,55,57.3,,50.9,,,
2017-11-10T00:14:10.140Z,55,58,,50,,,
2017-11-10T00:14:20.049Z,55,59.5,,49.4,,,
2017-11-10T00:14:30.056Z,55,60,,49.1,,,
2017-11-10T00:14:40.050Z,55,60.3,1,48.9,0,0,
2017-11-10T00:14:51.062Z,55,60.8,,55.2,,,30
2017-11-10T00:15:00.050Z,55,57.9,,56,,,43
2017-11-10T00:15:10.140Z,55,56.8,0,54,59,0,0
2017-11-10T00:15:20.050Z,55,56.5,,52.7,,,
2017-11-10T00:15:30.050Z,55,57.1,,51.8,,,
2017-11-10T00:15:40.050Z,55,58,,51,,,
2017-11-10T00:15:50.051Z,55,58.2,,50.6,,,
2017-11-10T00:16:00.050Z,55,58.5,,50.2,,,
2017-11-10T00:16:10.141Z,55,58.7,,50,5,,
2017-11-10T00:16:20.055Z,55,,,49.9,,,
2017-11-10T00:16:30.056Z,55,58.9,,49.9,,,
2017-11-10T00:16:40.050Z,55,,,50.1,,,
2017-11-10T00:16:50.054Z,55,59,,50.2,,,
2017-11-10T00:17:00.054Z,55,,,50.3,,,
2017-11-10T00:17:10.140Z,55,,,50.3,,,
2017-11-10T00:17:20.050Z,55,,,50.4,,,
2017-11-10T00:17:30.050Z,55,59.1,,50.4,,,
2017-11-10T00:17:45.077Z,55,,,50.4,,,
2017-11-10T00:17:50.050Z,55,59.2,,50.4,,,
2017-11-10T00:18:00.051Z,55,,,50.4,,,
2017-11-10T00:18:10.140Z,55,,,50.4,,,
2017-11-10T00:18:20.050Z,55,59.3,,50.4,,,
2017-11-10T00:18:30.050Z,55,,,50.3,,,
2017-11-10T00:18:40.050Z,55,,,50.3,,,
2017-11-10T00:18:50.055Z,55,,,50.3,,,
2017-11-10T00:19:00.051Z,55,59.4,,50.3,,,
2017-11-10T00:19:10.143Z,55,,,50.2,,,
2017-11-10T00:19:20.050Z,55,59.5,,50.2,,,
2017-11-10T00:19:30.051Z,55,,,50.2,,,
2017-11-10T00:19:41.048Z,55,,,50.1,,,
2017-11-10T00:19:50.052Z,55,,,50.1,,,
2017-11-10T00:20:00.050Z,55,59.7,,50.1,,,
2017-11-10T00:20:10.130Z,55,,,50,,,
2017-11-10T00:20:20.056Z,55,,,50,,,
2017-11-10T00:20:35.071Z,55,,,49.9,,,
2017-11-10T00:20:40.050Z,55,,,49.9,,,
2017-11-10T00:20:50.052Z,55,,,49.8,,,
2017-11-10T00:21:00.052Z,55,59.8,,49.8,,,
2017-11-10T00:21:10.140Z,55,,,49.7,,,
2017-11-10T00:21:20.050Z,55,,,49.7,,,
2017-11-10T00:21:30.050Z,55,,,49.5,,,
2017-11-10T00:21:40.050Z,55,,,49.5,,,
2017-11-10T00:21:50.051Z,55,,,49.4,,,
2017-11-10T00:22:00.051Z,55,,,49.4,,,
2017-11-10T00:22:10.135Z,55,,,49.3,,,
2017-11-10T00:22:20.051Z,55,,,49.3,,,
2017-11-10T00:22:30.051Z,55,,,49.2,,,
2017-11-10T00:22:40.050Z,55,,,49.1,,,
2017-11-10T00:22:50.052Z,55,,,49.1,,,
2017-11-10T00:23:00.051Z,55,,,49,,,
2017-11-10T00:23:10.141Z,55,,,49,,,
2017-11-10T00:23:25.071Z,55,,,48.9,,,
2017-11-10T00:23:30.052Z,55,,,48.9,,,
2017-11-10T00:23:40.084Z,55,59.7,,48.7,,,
2017-11-10T00:23:50.051Z,55,,,48.7,,,
2017-11-10T00:24:00.051Z,55,,,48.6,,,
2017-11-10T00:24:10.142Z,55,,,48.6,,,
2017-11-10T00:24:20.056Z,55,,,48.5,,,
2017-11-10T00:24:30.052Z,55,,,48.5,,,
2017-11-10T00:24:40.056Z,55,,,48.4,,,
2017-11-10T00:24:50.259Z,55,,,48.4,,,
2017-11-10T00:25:00.051Z,55,,,48.3,,,
2017-11-10T00:25:10.142Z,55,59.5,,48.2,,,
2017-11-10T00:25:20.051Z,55,,,48.2,,,
2017-11-10T00:25:30.051Z,55,,,48.1,,,
2017-11-10T00:25:40.052Z,55,,,48.1,,,
2017-11-10T00:25:50.052Z,55,,,48,,,
2017-11-10T00:26:00.052Z,55,,,48,,,
2017-11-10T00:26:10.141Z,55,59.4,,47.8,,,
2017-11-10T00:26:20.052Z,55,,,47.8,,,
2017-11-10T00:26:30.051Z,55,,,47.7,,,
2017-11-10T00:26:40.053Z,55,,,47.7,,,
2017-11-10T00:26:50.052Z,55,,,47.6,,,
2017-11-10T00:27:00.051Z,55,,,47.6,,,
2017-11-10T00:27:10.141Z,55,,,47.5,,,
2017-11-10T00:27:20.055Z,55,59.3,,47.5,,,
2017-11-10T00:27:30.051Z,55,,,47.4,,,
2017-11-10T00:27:40.051Z,55,,,47.4,,,
2017-11-10T00:27:50.053Z,55,,,47.3,,,
2017-11-10T00:28:00.051Z,55,,,47.3,,,
2017-11-10T00:28:10.141Z,55,59.2,,47.2,,,
2017-11-10T00:28:20.052Z,55,,,47.2,,,
2017-11-10T00:28:30.051Z,55,,,47,,,
2017-11-10T00:28:40.054Z,55,,,47,,,
2017-11-10T00:28:50.056Z,55,,,46.9,,,
2017-11-10T00:29:00.051Z,55,59.1,,46.9,,,
2017-11-10T00:29:10.134Z,55,,,46.8,,,
2017-11-10T00:29:20.051Z,55,,,46.8,,,
2017-11-10T00:29:30.051Z,55,,,46.7,,,
2017-11-10T00:29:40.051Z,55,,,46.6,,,
2017-11-10T00:29:50.052Z,55,59,,46.6,,,
2017-11-10T00:30:00.052Z,55,,,46.5,,,
2017-11-10T00:30:10.131Z,55,,,46.5,,,
2017-11-10T00:30:20.055Z,55,,,46.5,,,
2017-11-10T00:30:30.052Z,55,,,46.4,,,
2017-11-10T00:30:40.056Z,55,59,,46.2,,,
2017-11-10T00:30:50.052Z,55,58.9,,46.2,,,
2017-11-10T00:31:00.058Z,55,,,46.1,,,
2017-11-10T00:31:10.141Z,55,,,46.1,,,
2017-11-10T00:31:20.053Z,55,,,46,,,
2017-11-10T00:31:30.058Z,55,58.7,,46,,,
2017-11-10T00:31:40.056Z,55,,,45.9,,,
2017-11-10T00:31:50.053Z,55,,,45.9,,,
2017-11-10T00:32:00.052Z,55,,,45.8,,,
2017-11-10T00:32:10.141Z,55,,,45.8,,,
2017-11-10T00:32:20.052Z,55,58.6,,45.8,,,
2017-11-10T00:32:30.055Z,55,,,45.7,,,
2017-11-10T00:32:40.052Z,55,,,45.6,,,
2017-11-10T00:32:50.054Z,55,,,45.6,,,
2017-11-10T00:33:00.052Z,55,,,45.5,,,
2017-11-10T00:33:10.142Z,55,58.5,,45.5,,,
2017-11-10T00:33:20.057Z,55,,,45.3,,,
2017-11-10T00:33:30.052Z,55,,,45.3,,,
2017-11-10T00:33:40.052Z,55,,,45.2,,,
2017-11-10T00:33:50.053Z,55,58.4,,45.2,,,
2017-11-10T00:34:00.052Z,55,,,45.1,,,
2017-11-10T00:34:10.168Z,55,,,45.1,,,
2017-11-10T00:34:20.052Z,55,,,45,,,
2017-11-10T00:34:30.052Z,55,,,45,,,
2017-11-10T00:34:40.051Z,55,58.3,,44.9,,,
2017-11-10T00:34:50.055Z,55,,,44.9,,,
2017-11-10T00:35:00.052Z,55,,,44.8,,,
2017-11-10T00:35:10.142Z,55,,,44.8,,,
2017-11-10T00:35:20.052Z,55,,,44.7,,,
2017-11-10T00:35:30.053Z,55,58.2,,44.7,,,
2017-11-10T00:35:40.052Z,55,,,44.5,,,
2017-11-10T00:35:50.054Z,55,,,44.5,,,
2017-11-10T00:36:00.052Z,55,,,44.5,,,
2017-11-10T00:36:11.132Z,55,,,44.4,,,
2017-11-10T00:36:20.053Z,55,58.1,,44.3,,,
2017-11-10T00:36:30.052Z,55,,,44.3,,,
2017-11-10T00:36:40.052Z,55,,,44.2,,,
2017-11-10T00:36:50.058Z,55,,,44.2,,,
2017-11-10T00:37:00.057Z,55,58,,44.1,,,
2017-11-10T00:37:10.133Z,55,,,44.1,,,
2017-11-10T00:37:20.054Z,55,,,44.1,,,
2017-11-10T00:37:30.056Z,55,,,44,,,
2017-11-10T00:37:40.055Z,55,57.8,,44,,,
2017-11-10T00:37:50.053Z,55,,,43.9,,,
2017-11-10T00:38:00.052Z,55,,,43.9,,,
2017-11-10T00:38:10.153Z,55,,,43.7,,,
2017-11-10T00:38:20.059Z,55,,,43.7,,,
2017-11-10T00:38:30.052Z,55,,,43.6,,,
2017-11-10T00:38:40.058Z,55,57.7,,43.6,,,
2017-11-10T00:38:50.057Z,55,,,43.5,,,
2017-11-10T00:39:05.072Z,55,,,43.5,,,
2017-11-10T00:39:10.143Z,55,,,43.4,,,
2017-11-10T00:39:20.053Z,55,57.6,,43.4,,,
2017-11-10T00:39:30.053Z,55,,,43.3,,,
2017-11-10T00:39:40.054Z,55,,,43.3,,,
2017-11-10T00:39:50.053Z,55,,,43.2,,,
2017-11-10T00:40:00.052Z,55,57.5,,43.2,,,
2017-11-10T00:40:10.148Z,55,,,43.1,,,
2017-11-10T00:40:20.054Z,55,,,43.1,,,
2017-11-10T00:40:30.747Z,55,,,43.1,,,
2017-11-10T00:40:40.213Z,55,,,43,,,
2017-11-10T00:40:50.054Z,55,57.4,,43,,,
2017-11-10T00:41:00.053Z,55,,,42.8,,,
2017-11-10T00:41:10.147Z,55,,,42.8,,,
2017-11-10T00:41:20.053Z,55,,,42.7,,,
2017-11-10T00:41:30.053Z,55,,,42.7,,,
2017-11-10T00:41:40.055Z,55,57.3,,42.6,,,
2017-11-10T00:41:55.163Z,55,,,42.6,,,
2017-11-10T00:42:00.053Z,55,,,42.6,,,
2017-11-10T00:42:10.143Z,55,,,42.5,,,
2017-11-10T00:42:20.054Z,55,57.2,,42.5,,,
2017-11-10T00:42:30.053Z,55,,,42.4,,,
2017-11-10T00:42:40.053Z,55,,,42.4,,,
2017-11-10T00:42:50.054Z,55,,,42.3,,,
2017-11-10T00:43:00.055Z,55,,,42.3,,,
2017-11-10T00:43:10.133Z,55,57,,42.2,,,
2017-11-10T00:43:20.053Z,55,,,42.2,,,
2017-11-10T00:43:30.053Z,55,,,42,,,
2017-11-10T00:43:40.053Z,55,,,42,,,
2017-11-10T00:43:50.053Z,55,57,,42,,,
2017-11-10T00:44:00.057Z,55,56.9,,41.9,,,
2017-11-10T00:44:10.135Z,55,,,41.9,,,
2017-11-10T00:44:20.053Z,55,,,41.8,,,
2017-11-10T00:44:30.053Z,55,,,41.8,,,
2017-11-10T00:44:40.057Z,55,56.8,,41.8,,,
2017-11-10T00:44:50.053Z,55,,,41.7,,,
2017-11-10T00:45:00.061Z,55,,,41.7,,,
2017-11-10T00:45:10.146Z,55,,,41.6,,,
2017-11-10T00:45:20.057Z,55,,,41.6,,,
2017-11-10T00:45:30.053Z,55,56.7,,41.5,,,
2017-11-10T00:45:40.054Z,55,,,41.5,,,
2017-11-10T00:45:50.059Z,55,,,41.5,,,
2017-11-10T00:46:00.053Z,55,,,41.4,,,
2017-11-10T00:46:10.146Z,55,56.6,,41.4,,,
2017-11-10T00:46:20.053Z,55,,,41.2,,,
2017-11-10T00:46:30.054Z,55,,,41.2,,,
2017-11-10T00:46:40.057Z,55,,,41.1,,,
2017-11-10T00:46:55.073Z,55,,,41.1,,,
2017-11-10T00:47:00.053Z,55,56.5,,41,,,
2017-11-10T00:47:10.147Z,55,,,41,,,
2017-11-10T00:47:20.053Z,55,,,41,,,
2017-11-10T00:47:30.054Z,55,,,40.9,,,
2017-11-10T00:47:40.053Z,55,,,40.9,,,
2017-11-10T00:47:50.054Z,55,56.4,,40.8,,,
2017-11-10T00:48:00.060Z,55,,,40.8,,,
2017-11-10T00:48:10.143Z,55,,,40.7,,,
2017-11-10T00:48:20.054Z,55,,,40.7,,,
2017-11-10T00:48:30.055Z,55,56.2,,40.7,,,
2017-11-10T00:48:40.055Z,55,,,40.6,,,
2017-11-10T00:48:50.054Z,55,,,40.6,,,
2017-11-10T00:49:00.054Z,55,,,40.5,,,
2017-11-10T00:49:10.148Z,55,,,40.5,,,
2017-11-10T00:49:20.058Z,55,56.1,,40.5,,,
2017-11-10T00:49:30.054Z,55,,,40.3,,,
2017-11-10T00:49:40.058Z,55,,,40.3,,,
2017-11-10T00:49:50.055Z,55,,,40.2,,,
2017-11-10T00:50:00.055Z,55,56,,40.2,,,
2017-11-10T00:50:10.149Z,55,,,40.2,,,
2017-11-10T00:50:20.054Z,55,,,40.1,,,
2017-11-10T00:50:30.056Z,55,,,40.1,,,
2017-11-10T00:50:40.054Z,55,,,40,,,
2017-11-10T00:50:50.054Z,55,55.9,,40,,,
2017-11-10T00:51:00.054Z,55,,,40,,,
2017-11-10T00:51:10.134Z,55,,,39.9,,,
2017-11-10T00:51:20.054Z,55,,,39.9,,,
2017-11-10T00:51:30.055Z,55,,,39.9,,,
2017-11-10T00:51:40.055Z,55,55.8,,39.8,,,
2017-11-10T00:51:50.059Z,55,,,39.8,,,
2017-11-10T00:52:00.055Z,55,,,39.6,,,
2017-11-10T00:52:10.174Z,55,,,39.6,,,
2017-11-10T00:52:20.058Z,55,55.7,,39.5,,,
2017-11-10T00:52:30.056Z,55,,,39.5,,,
2017-11-10T00:52:40.054Z,55,,,39.5,,,
2017-11-10T00:52:50.060Z,55,,,39.4,,,
2017-11-10T00:53:00.057Z,55,,,39.4,,,
2017-11-10T00:53:10.146Z,55,55.6,,39.4,,,
2017-11-10T00:53:20.055Z,55,,,39.3,,,
2017-11-10T00:53:30.056Z,55,,,39.3,,,
2017-11-10T00:53:40.054Z,55,,,39.1,,,
2017-11-10T00:53:50.054Z,55,55.5,,39.1,,,
2017-11-10T00:54:00.055Z,55,,,39.1,,,
2017-11-10T00:54:10.145Z,55,,,39,,,
2017-11-10T00:54:20.059Z,55,,,39,,,
2017-11-10T00:54:30.059Z,55,,,39,,,
2017-11-10T00:54:41.049Z,55,55.3,,38.9,,,
2017-11-10T00:54:50.056Z,55,,,38.9,,,
2017-11-10T00:55:00.057Z,55,,,38.9,,,
2017-11-10T00:55:10.145Z,55,,,38.8,,,
2017-11-10T00:55:20.054Z,55,,,38.8,,,
2017-11-10T00:55:30.055Z,55,55.2,,38.6,,,
2017-11-10T00:55:40.059Z,55,,,38.6,,,
2017-11-10T00:55:50.057Z,55,,,38.6,,,
2017-11-10T00:56:00.055Z,55,,,38.5,,,
2017-11-10T00:56:10.144Z,55,55.1,,38.5,,,
2017-11-10T00:56:20.055Z,55,,,38.5,,,
2017-11-10T00:56:30.060Z,55,,,38.4,,,
2017-11-10T00:56:40.055Z,55,,,38.4,,,
2017-11-10T00:56:50.056Z,55,,,38.3,,,
2017-11-10T00:57:00.056Z,55,55,,38.3,,,
2017-11-10T00:57:10.145Z,55,,,38.3,,,
2017-11-10T00:57:20.055Z,55,,,38.1,,,
2017-11-10T00:57:31.053Z,55,,,38.1,,,
2017-11-10T00:57:40.060Z,55,54.9,,38.1,,,
2017-11-10T00:57:50.056Z,55,,,38,,,
2017-11-10T00:58:00.055Z,55,,,38,,,
2017-11-10T00:58:10.135Z,55,,,38,,,
2017-11-10T00:58:20.055Z,55,,,37.9,,,
2017-11-10T00:58:30.057Z,55,,,37.9,,,
2017-11-10T00:58:40.055Z,55,54.8,,37.9,,,
2017-11-10T00:58:50.057Z,55,,,37.8,,,
2017-11-10T00:59:00.339Z,55,,,37.8,,,
2017-11-10T00:59:10.145Z,55,,,37.8,,,
2017-11-10T00:59:20.056Z,55,,,37.7,,,
2017-11-10T00:59:30.060Z,55,54.7,,37.7,,,
2017-11-10T00:59:40.060Z,55,,,37.5,,,
2017-11-10T00:59:50.060Z,55,,,37.5,,,
2017-11-10T01:00:00.061Z,55,,,37.5,,,
2017-11-10T01:00:10.135Z,55,54.6,,37.4,,,
2017-11-10T01:00:25.075Z,55,,,37.4,,,
2017-11-10T01:00:30.055Z,55,,,37.4,,,
2017-11-10T01:00:40.055Z,55,,,37.4,,,
2017-11-10T01:00:50.055Z,55,,,37.3,,,
2017-11-10T01:01:00.058Z,55,54.4,,37.3,,,
2017-11-10T01:01:10.135Z,55,,,37.2,,,
2017-11-10T01:01:20.057Z,55,,,37.2,,,
2017-11-10T01:01:30.056Z,55,,,37.2,,,
2017-11-10T01:01:40.055Z,55,,,37.2,,,
2017-11-10T01:01:50.060Z,55,54.3,,37,,,
2017-11-10T01:02:00.056Z,55,,,37,,,
2017-11-10T01:02:10.145Z,55,,,36.9,,,
2017-11-10T01:02:20.056Z,55,,,36.9,,,
2017-11-10T01:02:30.056Z,55,54.2,,36.9,,,
2017-11-10T01:02:40.056Z,55,,,36.9,,,
2017-11-10T01:02:50.056Z,55,,,36.8,,,
2017-11-10T01:03:00.056Z,55,,,36.8,,,
2017-11-10T01:03:15.355Z,55,,,36.8,,,
2017-11-10T01:03:20.056Z,55,,,36.7,,,
2017-11-10T01:03:30.055Z,55,54.1,,36.7,,,
2017-11-10T01:03:40.056Z,55,,,36.5,,,
2017-11-10T01:03:50.058Z,55,,,36.5,,,
2017-11-10T01:04:00.056Z,55,,,36.5,,,
2017-11-10T01:04:10.146Z,55,,,36.4,,,
2017-11-10T01:04:20.056Z,55,54,,36.4,,,
2017-11-10T01:04:30.060Z,55,,,36.4,,,
2017-11-10T01:04:40.059Z,55,,,36.4,,,
2017-11-10T01:04:50.056Z,55,53.9,,36.3,,,
2017-11-10T01:05:00.056Z,55,,,36.3,,,
2017-11-10T01:05:10.136Z,55,,,36.3,,,
2017-11-10T01:05:20.059Z,55,,,36.2,,,
2017-11-10T01:05:30.113Z,55,,,36.2,,,
2017-11-10T01:05:40.056Z,55,,,36.2,,,
2017-11-10T01:05:50.058Z,55,53.8,0,36,5,0,0
2017-11-10T01:06:00.056Z,55,,,36,,,
2017-11-10T01:06:10.138Z,55,,,36,,,
2017-11-10T01:06:20.057Z,55,,,36,,,
2017-11-10T01:06:30.059Z,55,53.7,,35.9,,,
2017-11-10T01:06:40.061Z,55,,,35.9,,,
2017-11-10T01:06:50.057Z,55,,,35.9,,,
2017-11-10T01:07:00.065Z,55,,,35.8,,,
2017-11-10T01:07:10.146Z,55,,,35.8,,,
2017-11-10T01:07:20.058Z,55,53.6,,35.8,,,
2017-11-10T01:07:30.058Z,55,,,35.7,,,
2017-11-10T01:07:40.056Z,55,,,35.7,,,
2017-11-10T01:07:50.057Z,55,,,35.7,,,
2017-11-10T01:08:00.056Z,55,,,35.6,,,
2017-11-10T01:08:10.137Z,55,53.4,,35.6,,,
2017-11-10T01:08:20.057Z,55,,,35.6,,,
2017-11-10T01:08:30.056Z,55,,,35.6,,,
2017-11-10T01:08:40.056Z,55,,,35.4,,,
2017-11-10T01:08:50.057Z,55,,,35.4,,,
2017-11-10T01:09:00.057Z,55,53.3,,35.4,,,
2017-11-10T01:09:10.146Z,55,,,35.3,,,
2017-11-10T01:09:20.057Z,55,,,35.3,,,
2017-11-10T01:09:30.057Z,55,,,35.3,,,
2017-11-10T01:09:40.057Z,55,53.2,,35.2,,,
2017-11-10T01:09:50.057Z,55,,,35.2,,,
2017-11-10T01:10:00.057Z,55,,,35.2,,,
2017-11-10T01:10:10.152Z,55,,,35.2,,,
2017-11-10T01:10:21.054Z,55,,,35.1,,,
2017-11-10T01:10:30.061Z,55,,,35.1,,,
2017-11-10T01:10:40.057Z,55,53.1,,35.1,,,
2017-11-10T01:10:50.059Z,55,,,35.1,,,
2017-11-10T01:11:00.056Z,55,,,34.9,,,
2017-11-10T01:11:10.146Z,55,,,34.9,,,
2017-11-10T01:11:20.058Z,55,53,,34.9,,,
2017-11-10T01:11:30.057Z,55,,,34.8,,,
2017-11-10T01:11:40.057Z,55,,,34.8,,,
2017-11-10T01:11:50.057Z,55,,,34.8,,,
2017-11-10T01:12:00.058Z,55,52.9,,34.7,,,
2017-11-10T01:12:10.148Z,55,,,34.7,,,
2017-11-10T01:12:20.057Z,55,,,34.7,,,
2017-11-10T01:12:30.057Z,55,,,34.7,,,
2017-11-10T01:12:40.060Z,55,,,34.6,,,
2017-11-10T01:12:50.059Z,55,52.8,,34.6,,,
2017-11-10T01:13:00.061Z,55,,,34.6,,,
2017-11-10T01:13:15.156Z,55,,,34.4,,,
2017-11-10T01:13:20.057Z,55,,,34.4,,,
2017-11-10T01:13:30.057Z,55,,,34.4,,,
2017-11-10T01:13:40.057Z,55,,,34.4,,,
2017-11-10T01:13:50.058Z,55,52.7,,34.3,,,
2017-11-10T01:14:00.061Z,55,,,34.3,,,
2017-11-10T01:14:10.138Z,55,,,34.3,,,
2017-11-10T01:14:20.091Z,55,,,34.3,,,
2017-11-10T01:14:30.057Z,55,52.6,,34.2,,,
2017-11-10T01:14:40.058Z,55,,,34.2,,,
2017-11-10T01:14:50.058Z,55,,,34.2,,,
2017-11-10T01:15:00.058Z,55,,,34.1,,,
2017-11-10T01:15:10.138Z,55,,,34.1,,,
2017-11-10T01:15:20.059Z,55,52.4,,34.1,,,
2017-11-10T01:15:30.057Z,55,,,34.1,,,
2017-11-10T01:15:40.060Z,55,,,34,,,
2017-11-10T01:15:50.058Z,55,,,34,,,
2017-11-10T01:16:05.077Z,55,,,34,,,
2017-11-10T01:16:10.151Z,55,,,34,,,
2017-11-10T01:16:20.060Z,55,52.3,,33.8,,,
2017-11-10T01:16:30.057Z,55,,,33.8,,,
2017-11-10T01:16:40.058Z,55,,,33.8,,,
2017-11-10T01:16:50.059Z,55,,,33.7,,,
2017-11-10T01:17:00.062Z,55,52.2,,33.7,,,
2017-11-10T01:17:10.147Z,55,,,33.7,,,
2017-11-10T01:17:20.060Z,55,,,33.7,,,
2017-11-10T01:17:30.057Z,55,,,33.6,,,
2017-11-10T01:17:40.060Z,55,,,33.6,,,
2017-11-10T01:17:50.064Z,55,52.1,,33.6,,,
2017-11-10T01:18:00.064Z,55,,,33.6,,,
2017-11-10T01:18:10.148Z,55,,,33.5,,,
2017-11-10T01:18:20.058Z,55,,,33.5,,,
2017-11-10T01:18:30.059Z,55,,,33.5,,,
2017-11-10T01:18:40.059Z,55,52,,33.5,,,
2017-11-10T01:18:55.091Z,55,,,33.3,,,
2017-11-10T01:19:00.062Z,55,,,33.3,,,
2017-11-10T01:19:10.148Z,55,,,33.3,,,
2017-11-10T01:19:20.060Z,55,51.9,,33.3,,,
2017-11-10T01:19:30.060Z,55,,,33.2,,,
2017-11-10T01:19:40.057Z,55,,,33.2,,,
2017-11-10T01:19:50.061Z,55,,,33.2,,,
2017-11-10T01:20:00.057Z,55,,,33.2,,,
2017-11-10T01:20:10.152Z,55,,,33.1,,,
2017-11-10T01:20:21.057Z,55,51.8,,33.1,,,
2017-11-10T01:20:30.060Z,55,,,33.1,,,
2017-11-10T01:20:40.063Z,55,,,33,,,
2017-11-10T01:20:50.060Z,55,,,33,,,
2017-11-10T01:21:00.057Z,55,,,33,,,
2017-11-10T01:21:10.138Z,55,51.7,,33,,,
