Time,ActPow,HwTOutlet,ChActive,PrimTSet,PrimT,HwTSet,HwActive
2017-12-11T03:59:01.878Z,,,,,49.1,,
2017-12-11T03:59:11.799Z,,41.5,,,49,55,
2017-12-11T03:59:21.798Z,,,,,48.7,,
2017-12-11T03:59:31.798Z,,41.5,,,48.6,55,
2017-12-11T03:59:41.798Z,,41.4,,,48.5,55,
2017-12-11T03:59:51.798Z,,,,,48.3,,
2017-12-11T04:00:01.878Z,,41.4,,,48.2,55,
2017-12-11T04:00:11.798Z,,41.2,,,,55,
2017-12-11T04:00:21.798Z,,41.2,,,48.6,55,
2017-12-11T04:00:32.791Z,,,,,48.7,,
2017-12-11T04:00:41.800Z,,41.1,,,,55,
2017-12-11T04:00:51.798Z,,,,,49,,
2017-12-11T04:01:01.878Z,,41,,,49.1,55,
2017-12-11T04:01:11.798Z,,41,,,,55,
2017-12-11T04:01:21.801Z,,,,,49.2,,
2017-12-11T04:01:31.798Z,,40.9,,,49.4,55,
2017-12-11T04:01:41.799Z,,40.9,,,,55,
2017-12-11T04:02:01.879Z,,40.8,,,49.7,55,
2017-12-11T04:02:11.799Z,,40.7,,,,55,
2017-12-11T04:02:21.800Z,,40.7,,,,55,
2017-12-11T04:02:31.799Z,,,,,49.8,,
2017-12-11T04:02:41.800Z,,40.6,,,,55,
2017-12-11T04:02:51.799Z,,40.5,,,49.9,55,
2017-12-11T04:03:01.879Z,,,,,50,,
2017-12-11T04:03:11.799Z,,40.3,,,,55,
2017-12-11T04:03:31.799Z,,40.3,,,50.1,55,
2017-12-11T04:03:41.799Z,,40.2,,,,55,
2017-12-11T04:03:51.799Z,,40.1,,,,55,
2017-12-11T04:04:01.879Z,,,,,50.2,,
2017-12-11T04:04:11.798Z,,40,,,,55,
2017-12-11T04:04:21.799Z,,40,,,50.3,55,
2017-12-11T04:04:41.799Z,,39.9,,,,55,
2017-12-11T04:04:51.823Z,,39.9,,,,55,
2017-12-11T04:05:01.881Z,,39.8,,,50.4,55,
2017-12-11T04:05:11.800Z,79,39.6,1,,51.7,55,0
2017-12-11T04:05:21.801Z,65,39.6,,,57.4,55,
2017-12-11T04:05:31.800Z,29,39.6,,,59.5,55,
2017-12-11T04:05:41.804Z,,39.5,,,55.8,55,
2017-12-11T04:05:51.800Z,,39.5,,,52.1,55,
2017-12-11T04:06:01.880Z,,39.4,,,50,55,
2017-12-11T04:06:12.790Z,,39.4,,,49,55,
2017-12-11T04:06:21.799Z,,39.3,,,49.1,55,
2017-12-11T04:06:31.800Z,,39.3,,,,55,
2017-12-11T04:06:41.800Z,,39.1,,,50,55,
2017-12-11T04:06:51.799Z,,,,,50.2,,
2017-12-11T04:07:01.879Z,,39.1,,,,55,
2017-12-11T04:07:21.800Z,,39.1,,,50.3,55,
2017-12-11T04:07:31.799Z,,,,,50.8,,
2017-12-11T04:07:41.800Z,,39.1,,,,55,
2017-12-11T04:07:51.830Z,,,,,51,,
2017-12-11T04:08:01.880Z,,39.3,,,,55,
2017-12-11T04:08:11.800Z,,,,,51.1,,
2017-12-11T04:08:21.898Z,,39.4,,,51.2,55,
2017-12-11T04:08:31.799Z,,,,,51.5,,
2017-12-11T04:08:41.800Z,,39.4,,,,55,
2017-12-11T04:08:51.800Z,,39.5,,,51.6,55,
2017-12-11T04:09:02.879Z,,,,,51.8,,
2017-12-11T04:09:11.800Z,,39.6,,,,55,
2017-12-11T04:09:21.802Z,,,,,52,,
2017-12-11T04:09:31.800Z,,39.8,,,,55,
2017-12-11T04:09:41.800Z,,,,,52.2,,
2017-12-11T04:09:51.800Z,,39.8,,,52.5,55,
2017-12-11T04:10:01.880Z,,39.9,,,,55,
2017-12-11T04:10:11.800Z,,,,,52.6,,
2017-12-11T04:10:21.816Z,,40,,,52.7,55,
2017-12-11T04:10:31.800Z,,,,,53,,
2017-12-11T04:10:41.800Z,,40.1,,,,55,
2017-12-11T04:10:51.800Z,,40.1,,,53.1,55,
2017-12-11T04:11:01.881Z,,,,,53.4,,
2017-12-11T04:11:11.800Z,,40.2,,,,55,
2017-12-11T04:11:21.801Z,,40.2,,,53.5,55,
2017-12-11T04:11:31.800Z,,40.3,,,53.7,55,
2017-12-11T04:11:41.800Z,,40.5,,,,55,
2017-12-11T04:11:56.821Z,,,,,54,,
2017-12-11T04:12:01.893Z,,40.6,,,,55,
2017-12-11T04:12:11.800Z,,,,,54.1,,
2017-12-11T04:12:21.801Z,,40.7,,,54.2,55,
2017-12-11T04:12:31.800Z,,,,,54.3,,
2017-12-11T04:12:41.801Z,,40.8,,,54.5,55,
2017-12-11T04:12:51.801Z,,,,,54.7,,
2017-12-11T04:13:01.881Z,,40.8,,,54.8,55,
2017-12-11T04:13:11.807Z,,40.9,,,55,55,
2017-12-11T04:13:21.801Z,,40.9,,,,55,
2017-12-11T04:13:31.803Z,0,41,1,,55.3,55,0
2017-12-11T04:13:41.801Z,,41.1,,,54.4,55,
2017-12-11T04:13:51.801Z,,41.1,,,52.9,55,
2017-12-11T04:14:01.881Z,,41.2,,,52,55,
2017-12-11T04:14:11.800Z,,41.2,,,51.8,55,
2017-12-11T04:14:21.801Z,,41.4,,,51.5,55,
2017-12-11T04:14:31.801Z,,41.5,,,51.8,55,
2017-12-11T04:14:41.801Z,,,,,52,,
2017-12-11T04:14:51.801Z,,41.5,,,51.8,55,
2017-12-11T04:15:01.890Z,,41.6,,,,55,
2017-12-11T04:15:11.801Z,,,,,51.4,,
2017-12-11T04:15:21.801Z,,41.6,,,50.9,55,
2017-12-11T04:15:31.801Z,,41.7,,,,55,
2017-12-11T04:15:41.801Z,,,,,50.8,,
2017-12-11T04:15:51.801Z,,41.7,,,50.3,55,
2017-12-11T04:16:01.881Z,,41.7,,,,55,
2017-12-11T04:16:11.801Z,,,,,50.2,,
2017-12-11T04:16:21.802Z,,41.6,,,49.9,55,
2017-12-11T04:16:31.801Z,,41.6,,,49.8,55,
2017-12-11T04:16:41.801Z,,41.6,,,,55,
2017-12-11T04:16:51.804Z,,41.6,,,,55,
2017-12-11T04:17:01.881Z,,41.5,,,50,55,
2017-12-11T04:17:11.801Z,,41.5,,,50.1,55,
2017-12-11T04:17:21.802Z,,,,,50.2,,
2017-12-11T04:17:31.801Z,,41.4,,,50.3,55,
2017-12-11T04:17:41.800Z,,41.4,,,50.4,55,
2017-12-11T04:17:51.802Z,,41.4,,,50.6,55,
2017-12-11T04:18:01.882Z,,41.2,,,50.7,55,
2017-12-11T04:18:11.801Z,,41.2,,,50.8,55,
2017-12-11T04:18:31.801Z,,41.1,,,50.9,55,
2017-12-11T04:18:41.801Z,,41.1,,,51,55,
2017-12-11T04:18:51.801Z,,41,,,,55,
2017-12-11T04:19:02.881Z,,,,,51.1,,
2017-12-11T04:19:11.803Z,,41,,,51.2,55,
2017-12-11T04:19:21.802Z,,40.9,,,,55,
2017-12-11T04:19:31.802Z,,40.9,,,,55,
2017-12-11T04:19:41.802Z,,40.9,,,51.3,55,
2017-12-11T04:19:51.822Z,,40.8,,,,55,
2017-12-11T04:20:01.882Z,,40.8,,,51.4,55,
2017-12-11T04:20:11.802Z,,40.7,,,,55,
2017-12-11T04:20:21.802Z,,40.7,,,,55,
2017-12-11T04:20:31.802Z,,40.6,,,51.6,55,
2017-12-11T04:20:41.802Z,,40.5,,,,55,
2017-12-11T04:21:01.882Z,,40.5,,,51.7,55,
2017-12-11T04:21:11.802Z,80,40.5,1,,53.5,55,0
2017-12-11T04:21:21.803Z,55,40.3,,,59.7,55,
2017-12-11T04:21:31.802Z,29,40.3,,,60.6,55,
2017-12-11T04:21:41.802Z,,40.2,,,56.8,55,
2017-12-11T04:21:52.794Z,,40.2,,,53.4,55,
2017-12-11T04:22:01.881Z,,40.1,,,52.9,55,
2017-12-11T04:22:11.805Z,,40.1,,,51.7,55,
2017-12-11T04:22:21.802Z,,40.1,,,51,55,
2017-12-11T04:22:31.803Z,,40,,,52,55,
2017-12-11T04:22:41.802Z,,40,,,52.2,55,
2017-12-11T04:22:51.803Z,,40,,,52.4,55,
2017-12-11T04:23:01.882Z,,40,,,,55,
2017-12-11T04:23:11.803Z,,40,,,52.5,55,
2017-12-11T04:23:21.802Z,,40,,,52.7,55,
2017-12-11T04:23:31.804Z,,40,,,52.8,55,
2017-12-11T04:23:41.803Z,,40.1,,,53.1,55,
2017-12-11T04:23:51.803Z,,40.1,,,53.2,55,
2017-12-11T04:24:01.884Z,,40.1,,,53.3,55,
2017-12-11T04:24:11.802Z,,40.2,,,53.4,55,
2017-12-11T04:24:21.802Z,,40.2,,,53.6,55,
2017-12-11T04:24:31.802Z,,40.3,,,54,55,
2017-12-11T04:24:42.798Z,,40.3,,,,55,
2017-12-11T04:24:51.803Z,,40.5,,,54.1,55,
2017-12-11T04:25:01.883Z,,40.5,,,54.3,55,
2017-12-11T04:25:11.811Z,,40.6,,,54.4,55,
2017-12-11T04:25:21.803Z,,40.7,,,54.7,55,
2017-12-11T04:25:31.803Z,,40.7,,,54.8,55,
2017-12-11T04:25:41.802Z,,40.8,,,55,55,
2017-12-11T04:25:51.803Z,,40.9,,,55.1,55,
2017-12-11T04:26:01.892Z,,40.9,,,55.3,55,
2017-12-11T04:26:11.804Z,,41,,,55.5,55,
2017-12-11T04:26:21.811Z,,41,,,55.7,55,
2017-12-11T04:26:31.806Z,,41.1,,,55.8,55,
2017-12-11T04:26:41.803Z,,41.2,,,56,55,
2017-12-11T04:26:51.804Z,,41.2,,,,55,
2017-12-11T04:27:01.883Z,,41.4,,,56.3,55,
2017-12-11T04:27:11.803Z,,41.5,,,56.4,55,
2017-12-11T04:27:21.803Z,,41.5,,,56.6,55,
2017-12-11T04:27:36.823Z,,41.6,,,56.7,55,
2017-12-11T04:27:41.803Z,,41.7,,,57,55,
2017-12-11T04:27:51.821Z,,41.7,,,57.1,55,
2017-12-11T04:28:01.908Z,,41.8,,,57.2,55,
2017-12-11T04:28:11.807Z,,41.9,,,57.3,55,
2017-12-11T04:28:21.808Z,,41.9,,,57.6,55,
2017-12-11T04:28:31.820Z,,42,,,57.7,55,
2017-12-11T04:28:41.816Z,,42.2,,,57.8,55,
2017-12-11T04:28:51.805Z,,42.3,,,58,55,
2017-12-11T04:29:01.913Z,,42.3,,,,55,
2017-12-11T04:29:11.803Z,,42.4,,,58.3,55,
2017-12-11T04:29:21.820Z,,42.5,,,58.4,55,
2017-12-11T04:29:31.813Z,,42.5,,,58.5,55,
2017-12-11T04:29:41.804Z,,42.6,,,58.6,55,
2017-12-11T04:29:51.804Z,,42.7,,,58.7,55,
2017-12-11T04:30:01.901Z,29,42.7,1,75,59,55,0
2017-12-11T04:30:11.819Z,0,42.8,1,,59.3,55,0
2017-12-11T04:30:26.901Z,,43,,,58.8,55,
2017-12-11T04:30:31.815Z,,43.1,,,56.9,55,
2017-12-11T04:30:41.814Z,,43.2,,,55.9,55,
2017-12-11T04:30:51.816Z,,43.2,,,,55,
2017-12-11T04:31:01.894Z,,43.3,,,55.6,55,
2017-12-11T04:31:11.811Z,,43.4,,,56,55,
2017-12-11T04:31:21.804Z,,43.4,,,55.9,55,
2017-12-11T04:31:31.804Z,,43.5,,,55.9,55,
2017-12-11T04:31:41.804Z,,43.6,,,55.7,55,
2017-12-11T04:31:51.803Z,,43.6,,,55.3,55,
2017-12-11T04:32:01.884Z,,43.6,,,54.9,55,
2017-12-11T04:32:11.804Z,,43.7,,,,55,
2017-12-11T04:32:21.804Z,,43.7,,,54.7,55,
2017-12-11T04:32:31.804Z,,43.7,,,54.4,55,
2017-12-11T04:32:41.804Z,,43.7,,,54.2,55,
2017-12-11T04:32:51.804Z,,43.7,,,53.9,55,
2017-12-11T04:33:01.884Z,,43.7,,,,55,
2017-12-11T04:33:11.804Z,,43.7,,,53.6,55,
2017-12-11T04:33:21.804Z,,43.6,,,,55,
2017-12-11T04:33:31.804Z,,43.6,,,53.7,55,
2017-12-11T04:33:41.804Z,,43.6,,,53.9,55,
2017-12-11T04:33:51.804Z,,43.6,,,54,55,
2017-12-11T04:34:01.884Z,,43.5,,,54.1,55,
2017-12-11T04:34:11.804Z,,43.5,,,54.2,55,
2017-12-11T04:34:21.804Z,,43.5,,,54.3,55,
2017-12-11T04:34:31.804Z,,43.5,,,54.4,55,
2017-12-11T04:34:42.804Z,,43.4,,,,55,
2017-12-11T04:34:51.805Z,,43.4,,,54.6,55,
2017-12-11T04:35:01.885Z,,43.4,,,54.7,55,
2017-12-11T04:35:11.804Z,,43.4,,,,55,
2017-12-11T04:35:21.805Z,,43.4,,,54.8,55,
2017-12-11T04:35:31.804Z,,43.4,,,,55,
2017-12-11T04:35:41.804Z,,43.3,,,54.9,55,
2017-12-11T04:35:51.805Z,,43.3,,,55,55,
2017-12-11T04:36:01.884Z,,43.3,,,,55,
2017-12-11T04:36:11.805Z,,43.3,,,,55,
2017-12-11T04:36:21.805Z,,43.2,,,55.1,55,
2017-12-11T04:36:31.805Z,,43.2,,,,55,
2017-12-11T04:36:41.804Z,,43.2,,,,55,
2017-12-11T04:36:51.805Z,,43.2,,,55.2,55,
2017-12-11T04:37:01.884Z,,43.2,,,,55,
2017-12-11T04:37:11.805Z,,43.1,,,,55,
2017-12-11T04:37:21.805Z,79,43.1,1,,58.4,55,0
2017-12-11T04:37:32.798Z,49,43,,,64.2,55,
2017-12-11T04:37:41.805Z,29,43,,,63.7,55,
2017-12-11T04:37:51.805Z,,43,,,59.8,55,
2017-12-11T04:38:01.885Z,,42.8,,,56.8,55,
2017-12-11T04:38:11.805Z,,42.8,,,54.9,55,
2017-12-11T04:38:21.805Z,,42.8,,,54.8,55,
2017-12-11T04:38:31.805Z,,42.7,,,54.2,55,
2017-12-11T04:38:41.805Z,,42.7,,,55.1,55,
2017-12-11T04:38:51.805Z,,42.7,,,55.5,55,
2017-12-11T04:39:01.885Z,,42.7,,,55.6,55,
2017-12-11T04:39:11.805Z,,42.7,,,55.5,55,
2017-12-11T04:39:21.805Z,,42.7,,,55.6,55,
2017-12-11T04:39:31.805Z,,42.8,,,55.7,55,
2017-12-11T04:39:41.805Z,,42.8,,,56,55,
2017-12-11T04:39:51.805Z,,42.8,,,,55,
2017-12-11T04:40:01.885Z,,42.8,,,56.2,55,
2017-12-11T04:40:11.805Z,,43,,,56.3,55,
2017-12-11T04:40:22.802Z,,43,,,56.4,55,
2017-12-11T04:40:31.805Z,,43,,,56.5,55,
2017-12-11T04:40:41.806Z,,43.1,,,56.7,55,
2017-12-11T04:40:51.805Z,,43.1,,,57,55,
2017-12-11T04:41:01.911Z,,43.1,,,,55,
2017-12-11T04:41:11.806Z,,43.2,,,57.1,55,
2017-12-11T04:41:21.805Z,,43.2,,,57.3,55,
2017-12-11T04:41:31.805Z,,43.3,,,57.4,55,
2017-12-11T04:41:41.806Z,,43.3,,,57.7,55,
2017-12-11T04:41:51.804Z,,43.4,,,57.8,55,
2017-12-11T04:42:01.885Z,,43.4,,,58,55,
2017-12-11T04:42:11.805Z,,43.5,,,,55,
2017-12-11T04:42:21.805Z,,43.5,,,58.1,55,
2017-12-11T04:42:31.805Z,,43.6,,,58.4,55,
2017-12-11T04:42:41.806Z,,43.6,,,58.5,55,
2017-12-11T04:42:51.805Z,,43.7,,,58.7,55,
2017-12-11T04:43:01.885Z,,43.7,,,59,55,
2017-12-11T04:43:12.797Z,,43.9,,,,55,
2017-12-11T04:43:21.813Z,,44,,,59.1,55,
2017-12-11T04:43:31.805Z,,44,,,59.2,55,
2017-12-11T04:43:41.805Z,,44.1,,,59.3,55,
2017-12-11T04:43:51.806Z,,44.1,,,59.4,55,
2017-12-11T04:44:01.886Z,,44.2,,,59.5,55,
2017-12-11T04:44:11.805Z,,44.3,,,59.7,55,
2017-12-11T04:44:21.807Z,,44.3,,,60,55,
2017-12-11T04:44:31.806Z,,44.4,,,,55,
2017-12-11T04:44:41.806Z,,44.4,,,60.1,55,
2017-12-11T04:44:52.837Z,,44.5,,,60.2,55,
2017-12-11T04:45:01.886Z,,44.7,,,60.4,55,
2017-12-11T04:45:11.806Z,,44.7,,,60.5,55,
2017-12-11T04:45:21.806Z,,44.8,,,60.6,55,
2017-12-11T04:45:31.805Z,,44.9,,,60.7,55,
2017-12-11T04:45:41.806Z,,45,,,61,55,
2017-12-11T04:45:51.806Z,,45,,,,55,
2017-12-11T04:46:06.906Z,,45.1,,,61.2,55,
2017-12-11T04:46:11.806Z,,45.1,,,61.4,55,
2017-12-11T04:46:21.806Z,,45.2,,,,55,
2017-12-11T04:46:31.806Z,,45.3,,,61.5,55,
2017-12-11T04:46:41.916Z,,45.3,,,61.7,55,
2017-12-11T04:46:51.806Z,,45.5,,,61.9,55,
2017-12-11T04:47:01.888Z,0,45.5,1,,62.1,55,0
2017-12-11T04:47:11.806Z,,45.6,,,61.8,55,
2017-12-11T04:47:21.805Z,,45.7,,,60.9,55,
2017-12-11T04:47:31.805Z,,45.8,,,59.2,55,
2017-12-11T04:47:41.806Z,,45.8,,,59,55,
2017-12-11T04:47:51.806Z,,45.9,,,58.8,55,
2017-12-11T04:48:01.886Z,,45.9,,,58.7,55,
2017-12-11T04:48:11.806Z,,46,,,59,55,
2017-12-11T04:48:21.807Z,,46.1,,,58.9,55,
2017-12-11T04:48:31.806Z,,46.1,,,58.6,55,
2017-12-11T04:48:41.806Z,,46.2,,,58.3,55,
2017-12-11T04:48:51.806Z,,46.2,,,57.8,55,
2017-12-11T04:49:01.886Z,,46.2,,,57.7,55,
2017-12-11T04:49:11.806Z,,46.2,,,57.5,55,
2017-12-11T04:49:21.806Z,,46.2,,,57.3,55,
2017-12-11T04:49:31.806Z,,46.2,,,56.9,55,
2017-12-11T04:49:41.808Z,,46.2,,,56.8,55,
2017-12-11T04:49:51.806Z,,46.2,,,56.6,55,
2017-12-11T04:50:01.886Z,,46.2,,,56.4,55,
2017-12-11T04:50:11.806Z,,46.2,,,56.2,55,
2017-12-11T04:50:21.806Z,,46.1,,,56.4,55,
2017-12-11T04:50:31.806Z,,46.1,,,56.5,55,
2017-12-11T04:50:41.806Z,,46.1,,,56.6,55,
2017-12-11T04:50:51.806Z,,46,,,56.7,55,
2017-12-11T04:51:01.886Z,,46,,,56.8,55,
2017-12-11T04:51:11.805Z,,46,,,57,55,
2017-12-11T04:51:21.807Z,,45.9,,,,55,
2017-12-11T04:51:31.807Z,,45.9,,,57.2,55,
2017-12-11T04:51:41.806Z,,45.9,,,,55,
2017-12-11T04:51:51.806Z,,45.9,,,57.3,55,
2017-12-11T04:52:01.886Z,,45.9,,,,55,
2017-12-11T04:52:11.807Z,,45.8,,,57.4,55,
2017-12-11T04:52:21.809Z,,45.8,,,,55,
2017-12-11T04:52:31.806Z,,45.8,,,57.5,55,
2017-12-11T04:52:41.806Z,,45.8,,,,55,
2017-12-11T04:52:51.806Z,,45.8,,,57.6,55,
2017-12-11T04:53:01.886Z,,45.7,,,,55,
2017-12-11T04:53:11.806Z,,45.7,,,57.7,55,
2017-12-11T04:53:21.807Z,,45.7,,,,55,
2017-12-11T04:53:31.807Z,,45.6,,,,55,
2017-12-11T04:53:41.807Z,,45.6,,,57.8,55,
2017-12-11T04:53:51.807Z,,45.6,,,,55,
2017-12-11T04:54:01.886Z,,45.5,,,,55,
2017-12-11T04:54:11.806Z,,45.5,,,,55,
2017-12-11T04:54:21.807Z,,45.5,,,58,55,
2017-12-11T04:54:31.807Z,,45.3,,,,55,
2017-12-11T04:54:41.806Z,,45.3,,,,55,
2017-12-11T04:54:51.808Z,,45.3,,,,55,
2017-12-11T04:55:01.887Z,,45.2,,,,55,
2017-12-11T04:55:11.807Z,,45.2,,,,55,
2017-12-11T04:55:21.806Z,,45.1,,,,55,
2017-12-11T04:55:31.806Z,,45.1,,,,55,
2017-12-11T04:55:41.807Z,,45,,,,55,
2017-12-11T04:55:51.806Z,,45,,,,55,
2017-12-11T04:56:02.887Z,,45,,,58.1,55,
2017-12-11T04:56:11.807Z,,44.9,,,,55,
2017-12-11T04:56:21.807Z,,44.8,,,,55,
2017-12-11T04:56:31.807Z,,44.8,,,,55,
2017-12-11T04:56:41.807Z,,44.8,,,,55,
2017-12-11T04:56:51.807Z,,44.7,,,,55,
2017-12-11T04:57:01.887Z,,44.7,,,,55,
2017-12-11T04:57:11.807Z,,44.5,,,,55,
2017-12-11T04:57:21.807Z,,44.5,,,58,55,
2017-12-11T04:57:31.807Z,,44.4,,,,55,
2017-12-11T04:57:41.807Z,,44.4,,,,55,
2017-12-11T04:57:51.807Z,,44.3,,,,55,
2017-12-11T04:58:01.887Z,,44.2,,,,55,
2017-12-11T04:58:11.807Z,,44.2,,,,55,
2017-12-11T04:58:21.807Z,,44.1,,,,55,
2017-12-11T04:58:31.807Z,,44.1,,,,55,
2017-12-11T04:58:41.807Z,,44,,,,55,
2017-12-11T04:58:52.798Z,,44,,,,55,
2017-12-11T04:59:01.903Z,,43.9,,,,55,
2017-12-11T04:59:11.811Z,,43.9,,,,55,
2017-12-11T04:59:21.807Z,,43.7,,,57.8,55,
2017-12-11T04:59:31.807Z,,43.6,,,,55,
2017-12-11T04:59:41.807Z,80,43.6,1,,59,55,0
2017-12-11T04:59:51.807Z,73,43.5,,,63,55,
2017-12-11T05:00:01.887Z,48,43.5,,,65.2,55,
2017-12-11T05:00:11.807Z,29,43.4,,,60.4,55,
2017-12-11T05:00:21.807Z,,43.4,,,55.4,55,
2017-12-11T05:00:31.807Z,,43.3,,,53.9,55,
2017-12-11T05:00:41.816Z,,43.3,,,52.8,55,
2017-12-11T05:00:51.807Z,,43.2,,,52.3,55,
2017-12-11T05:01:01.887Z,,43.2,,,53.1,55,
2017-12-11T05:01:11.808Z,,43.2,,,53.9,55,
2017-12-11T05:01:21.807Z,,43.2,,,53.7,55,
2017-12-11T05:01:31.808Z,,43.2,,,53.5,55,
2017-12-11T05:01:46.827Z,,43.2,,,,55,
2017-12-11T05:01:51.807Z,,43.2,,,54,55,
2017-12-11T05:02:01.897Z,,43.2,,,,55,
2017-12-11T05:02:11.808Z,,43.2,,,54.1,55,
2017-12-11T05:02:21.808Z,,43.2,,,54.2,55,
2017-12-11T05:02:31.808Z,,43.2,,,54.3,55,
2017-12-11T05:02:41.807Z,,43.2,,,54.4,55,
2017-12-11T05:02:51.808Z,,43.2,,,54.7,55,
2017-12-11T05:03:01.888Z,,43.2,,,54.8,55,
2017-12-11T05:03:11.808Z,,43.2,,,55,55,
2017-12-11T05:03:21.808Z,,43.2,,,,55,
2017-12-11T05:03:31.807Z,,43.3,,,55.2,55,
2017-12-11T05:03:41.807Z,,43.3,,,55.3,55,
2017-12-11T05:03:51.808Z,,43.3,,,55.5,55,
2017-12-11T05:04:01.889Z,,43.3,,,55.6,55,
2017-12-11T05:04:11.807Z,,43.4,,,55.7,55,
2017-12-11T05:04:21.809Z,,43.4,,,55.8,55,
2017-12-11T05:04:37.003Z,,43.4,,,56,55,
2017-12-11T05:04:41.917Z,,43.5,,,,55,
2017-12-11T05:04:51.903Z,,43.5,,,56.2,55,
2017-12-11T05:05:02.008Z,,43.5,,,,55,
2017-12-11T05:05:11.810Z,,43.6,,,56.3,55,
2017-12-11T05:05:21.808Z,,43.6,,,56.4,55,
2017-12-11T05:05:31.809Z,,43.7,,,56.5,55,
2017-12-11T05:05:41.808Z,,43.7,,,56.6,55,
2017-12-11T05:05:51.807Z,,43.7,,,,55,
2017-12-11T05:06:01.888Z,,43.9,,,56.7,55,
2017-12-11T05:06:11.808Z,,43.9,,,56.9,55,
2017-12-11T05:06:21.808Z,,44,,,,55,
2017-12-11T05:06:31.808Z,,44,,,57,55,
2017-12-11T05:06:41.808Z,,44.1,,,57.1,55,
2017-12-11T05:06:51.811Z,,44.1,,,,55,
2017-12-11T05:07:01.889Z,,44.1,,,57.2,55,
2017-12-11T05:07:11.808Z,,44.2,,,,55,
2017-12-11T05:07:21.808Z,,44.2,,,57.3,55,
2017-12-11T05:07:31.808Z,0,44.3,1,,57.5,55,0
2017-12-11T05:07:41.808Z,,44.3,,,56.9,55,
2017-12-11T05:07:51.809Z,,44.4,,,54.9,55,
2017-12-11T05:08:01.888Z,,44.4,,,53.9,55,
2017-12-11T05:08:11.808Z,,44.4,,,53.8,55,
2017-12-11T05:08:21.809Z,,44.5,,,53.4,55,
2017-12-11T05:08:31.836Z,,44.5,,,53.5,55,
2017-12-11T05:08:41.808Z,,44.7,,,53.7,55,
2017-12-11T05:08:51.808Z,,44.7,,,53.6,55,
2017-12-11T05:09:01.888Z,,44.7,,,52.9,55,
2017-12-11T05:09:11.809Z,,44.7,,,52.8,55,
2017-12-11T05:09:21.809Z,,44.7,,,52.4,55,
2017-12-11T05:09:31.808Z,,44.7,,,51.9,55,
2017-12-11T05:09:41.809Z,,44.7,,,,55,
2017-12-11T05:09:51.810Z,,44.7,,,51.6,55,
2017-12-11T05:10:01.888Z,,44.7,,,51.2,55,
2017-12-11T05:10:11.808Z,,44.5,,,50.9,55,
2017-12-11T05:10:21.809Z,,44.5,,,50.7,55,
2017-12-11T05:10:31.811Z,,44.4,,,50.2,55,
2017-12-11T05:10:41.809Z,,44.4,,,,55,
2017-12-11T05:10:51.808Z,,44.4,,,50.3,55,
2017-12-11T05:11:01.890Z,,44.3,,,50.6,55,
2017-12-11T05:11:12.047Z,,44.2,,,50.7,55,
2017-12-11T05:11:21.808Z,,44.2,,,50.8,55,
2017-12-11T05:11:31.808Z,,44.1,,,51,55,
2017-12-11T05:11:42.807Z,,44,,,,55,
2017-12-11T05:11:51.810Z,,44,,,51.1,55,
2017-12-11T05:12:01.889Z,,43.9,,,51.2,55,
2017-12-11T05:12:11.809Z,,43.9,,,,55,
2017-12-11T05:12:21.809Z,,43.7,,,51.3,55,
2017-12-11T05:12:31.813Z,,43.6,,,51.4,55,
2017-12-11T05:12:41.809Z,,43.6,,,,55,
2017-12-11T05:12:51.814Z,,43.5,,,51.6,55,
2017-12-11T05:13:01.889Z,,43.4,,,51.7,55,
2017-12-11T05:13:11.811Z,,43.4,,,,55,
2017-12-11T05:13:21.813Z,,43.3,,,51.8,55,
2017-12-11T05:13:31.810Z,,43.2,,,,55,
2017-12-11T05:13:41.808Z,,43.1,,,51.9,55,
2017-12-11T05:13:51.809Z,,43.1,,,52,55,
2017-12-11T05:14:01.888Z,,43,,,,55,
2017-12-11T05:14:11.808Z,,42.8,,,,55,
2017-12-11T05:14:21.815Z,,42.8,,,,55,
2017-12-11T05:14:32.801Z,,42.7,,,52.1,55,
2017-12-11T05:14:41.808Z,,42.6,,,,55,
2017-12-11T05:14:51.820Z,,42.6,,,,55,
2017-12-11T05:15:01.889Z,,42.5,,,52.2,55,
2017-12-11T05:15:11.809Z,,42.4,,,,55,
2017-12-11T05:15:21.809Z,,42.4,,,,55,
2017-12-11T05:15:31.809Z,,42.3,,,,55,
2017-12-11T05:15:41.808Z,,42.2,,,,55,
2017-12-11T05:15:51.809Z,,42.2,,,52.3,55,
2017-12-11T05:16:01.911Z,,42,,,,55,
2017-12-11T05:16:11.809Z,,42,,,,55,
2017-12-11T05:16:21.809Z,,41.9,,,,55,
2017-12-11T05:16:31.809Z,,41.8,,,,55,
2017-12-11T05:16:41.809Z,,41.8,,,,55,
2017-12-11T05:16:51.810Z,,41.7,,,,55,
2017-12-11T05:17:01.889Z,,41.7,,,,55,
2017-12-11T05:17:11.809Z,,41.6,,,,55,
2017-12-11T05:17:22.805Z,,41.5,1,,52.4,55,0
2017-12-11T05:17:31.826Z,80,41.5,,,56.3,55,
2017-12-11T05:17:41.810Z,54,41.4,,,60.1,55,
2017-12-11T05:17:51.810Z,29,41.2,,,57.8,55,
2017-12-11T05:18:01.889Z,,41.2,,,53.9,55,
2017-12-11T05:18:11.817Z,,41.1,,,50.7,55,
2017-12-11T05:18:21.810Z,,41.1,,,48.8,55,
