Time,HwTOutlet,ChActive,HwTSet,PrimTSet,HwActive,ActPow,PrimT
2017-12-27T00:12:24.868Z,9.5,,55,,,,10
2017-12-27T00:12:33.876Z,9.5,,55,,,,9.8
2017-12-27T00:12:43.876Z,9.5,,55,,,,10
2017-12-27T00:12:53.882Z,9.5,,55,,,,9.8
2017-12-27T00:13:03.876Z,9.5,,55,,,,9.8
2017-12-27T00:13:13.876Z,9.5,,55,,,,9.8
2017-12-27T00:13:23.877Z,9.5,,55,,,,9.8
2017-12-27T00:13:33.876Z,9.5,,55,,,,10
2017-12-27T00:13:43.876Z,9.5,,55,,,,9.8
2017-12-27T00:13:53.877Z,9.5,,55,,,,9.8
2017-12-27T00:14:03.877Z,9.5,,55,,,,10
2017-12-27T00:14:13.876Z,9.5,,55,,,,10
2017-12-27T00:14:23.877Z,9.5,,55,,,,9.8
2017-12-27T00:14:33.876Z,9.5,,55,,,,9.8
2017-12-27T00:14:43.877Z,9.5,,55,,,,9.8
2017-12-27T00:14:53.876Z,9.5,,55,,,,9.8
2017-12-27T00:15:08.898Z,9.5,,55,,,,10
2017-12-27T00:15:13.877Z,9.5,,55,,,,9.8
2017-12-27T00:15:23.877Z,9.5,,55,,,,9.8
2017-12-27T00:15:33.876Z,9.5,,55,,,,10
2017-12-27T00:15:43.877Z,9.5,,55,,,,9.8
2017-12-27T00:15:53.876Z,9.5,,55,,,,9.8
2017-12-27T00:16:03.880Z,9.5,,55,,,,
2017-12-27T00:16:13.880Z,9.5,,55,,,,9.8
2017-12-27T00:16:23.877Z,9.5,,55,,,,
2017-12-27T00:16:33.879Z,9.5,,55,,,,9.8
2017-12-27T00:16:43.877Z,9.5,,55,,,,10
2017-12-27T00:16:53.877Z,9.5,,55,,,,9.8
2017-12-27T00:17:03.880Z,9.5,,55,,,,
2017-12-27T00:17:13.881Z,9.5,,55,,,,
2017-12-27T00:17:23.877Z,9.5,,55,,,,9.8
2017-12-27T00:17:33.877Z,9.5,,55,,,,9.8
2017-12-27T00:17:43.877Z,9.5,,55,,,,
2017-12-27T00:17:58.897Z,9.5,,55,,,,
2017-12-27T00:18:03.877Z,9.5,,55,,,,9.8
2017-12-27T00:18:13.880Z,9.5,,55,,,,9.8
2017-12-27T00:18:23.941Z,9.5,,55,,,,9.8
2017-12-27T00:18:33.881Z,9.5,,55,,,,9.8
2017-12-27T00:18:43.877Z,9.3,,55,,,,9.8
2017-12-27T00:18:53.880Z,9.5,,55,,,,9.8
2017-12-27T00:19:03.881Z,9.5,,55,,,,9.8
2017-12-27T00:19:13.877Z,9.5,,55,,,,
2017-12-27T00:19:23.928Z,9.5,,55,,,,10
2017-12-27T00:19:33.878Z,9.5,,55,,,,9.8
2017-12-27T00:19:43.877Z,9.5,,55,,,,9.8
2017-12-27T00:19:53.878Z,9.5,,55,,,,
2017-12-27T00:20:03.881Z,9.5,,55,,,,
2017-12-27T00:20:14.881Z,9.5,,55,,,,9.8
2017-12-27T00:20:23.881Z,9.5,,55,,,,
2017-12-27T00:20:33.882Z,9.5,,55,,,,10
2017-12-27T00:20:43.878Z,9.5,,55,,,,9.8
2017-12-27T00:20:53.882Z,9.5,,55,,,,
2017-12-27T00:21:03.877Z,9.5,,55,,,,
2017-12-27T00:21:13.881Z,9.5,,55,,,,
2017-12-27T00:21:23.877Z,9.5,,55,,,,
2017-12-27T00:21:33.877Z,9.5,,55,,,,
2017-12-27T00:21:43.881Z,9.5,,55,,,,
2017-12-27T00:21:53.877Z,9.5,,55,,,,
2017-12-27T00:22:03.877Z,9.5,,55,,,,
2017-12-27T00:22:14.983Z,9.5,,55,,,,
2017-12-27T00:22:23.878Z,9.5,,55,,,,10
2017-12-27T00:22:33.878Z,9.5,,55,,,,9.8
2017-12-27T00:22:43.883Z,9.5,,55,,,,
2017-12-27T00:22:53.878Z,9.3,,55,,,,
2017-12-27T00:23:03.878Z,9.5,,55,,,,
2017-12-27T00:23:13.878Z,9.5,,55,,,,
2017-12-27T00:23:23.878Z,9.5,,55,,,,
2017-12-27T00:23:33.878Z,9.5,,55,,,,
2017-12-27T00:23:43.877Z,9.5,,55,,,,
2017-12-27T00:23:53.880Z,9.3,,55,,,,
2017-12-27T00:24:03.878Z,9.5,,55,,,,
2017-12-27T00:24:14.930Z,9.5,,55,,,,
2017-12-27T00:24:23.878Z,9.3,,55,,,,
2017-12-27T00:24:33.878Z,9.5,,55,,,,
2017-12-27T00:24:43.878Z,9.5,,55,,,,
2017-12-27T00:24:53.878Z,9.5,,55,,,,
2017-12-27T00:25:04.873Z,9.5,,55,,,,
2017-12-27T00:25:13.880Z,9.5,,55,,,,
2017-12-27T00:25:23.878Z,9.5,,55,,,,
2017-12-27T00:25:33.878Z,9.3,,55,,,,
2017-12-27T00:25:43.878Z,9.5,,55,,,,
2017-12-27T00:25:53.878Z,9.5,,55,,,,
2017-12-27T00:26:03.878Z,9.5,,55,,,,
2017-12-27T00:26:13.878Z,9.5,,55,,,,
2017-12-27T00:26:23.878Z,9.5,,55,,,,
2017-12-27T00:26:33.878Z,9.5,,55,,,,
2017-12-27T00:26:43.878Z,9.5,,55,,,,
2017-12-27T00:26:53.878Z,9.5,,55,,,,
2017-12-27T00:27:03.878Z,9.3,,55,,,,
2017-12-27T00:27:13.878Z,9.5,,55,,,,
2017-12-27T00:27:23.879Z,9.5,,55,,,,
2017-12-27T00:27:33.878Z,9.5,,55,,,,
2017-12-27T00:27:43.878Z,9.5,,55,,,,
2017-12-27T00:27:54.877Z,9.3,,55,,,,
2017-12-27T00:28:03.878Z,9.5,,55,,,,
2017-12-27T00:28:13.878Z,9.5,,55,,,,
2017-12-27T00:28:23.879Z,9.5,,55,,,,
2017-12-27T00:28:33.878Z,9.5,,55,,,,
2017-12-27T00:28:43.882Z,9.5,,55,,,,
2017-12-27T00:28:53.879Z,9.3,,55,,,,
2017-12-27T00:29:03.878Z,9.3,,55,,,,
2017-12-27T00:29:13.878Z,9.5,,55,,,,
2017-12-27T00:29:23.879Z,9.5,,55,,,,
2017-12-27T00:29:33.879Z,9.5,,55,,,,
2017-12-27T00:29:43.879Z,9.5,,55,,,,
2017-12-27T00:29:53.879Z,9.3,,55,,,,
2017-12-27T00:30:03.879Z,9.5,,55,,,,
2017-12-27T00:30:13.879Z,9.5,,55,,,,
2017-12-27T00:30:23.878Z,9.3,,55,,,,
2017-12-27T00:30:33.880Z,9.5,,55,,,,
2017-12-27T00:30:44.870Z,9.5,,55,,,,
2017-12-27T00:30:53.878Z,9.5,,55,,,,
2017-12-27T00:31:03.879Z,9.5,,55,,,,
2017-12-27T00:31:13.879Z,9.5,,55,,,,
2017-12-27T00:31:23.879Z,9.5,,55,,,,
2017-12-27T00:31:33.879Z,9.5,,55,,,,
2017-12-27T00:31:43.883Z,9.3,,55,,,,
2017-12-27T00:31:53.879Z,9.5,,55,,,,
2017-12-27T00:32:03.879Z,9.5,,55,,,,
2017-12-27T00:32:13.884Z,9.5,,55,,,,
2017-12-27T00:32:23.879Z,9.3,,55,,,,
2017-12-27T00:32:33.878Z,9.5,,55,,,,
2017-12-27T00:32:43.879Z,9.5,,55,,,,
2017-12-27T00:32:53.884Z,9.5,,55,,,,
2017-12-27T00:33:03.879Z,9.5,,55,,,,
2017-12-27T00:33:13.879Z,9.5,,55,,,,
2017-12-27T00:33:23.879Z,9.5,,55,,,,
2017-12-27T00:33:38.900Z,9.5,,55,,,,
2017-12-27T00:33:43.880Z,9.5,,55,,,,
2017-12-27T00:33:53.879Z,9.5,,55,,,,
2017-12-27T00:34:03.879Z,9.3,,55,,,,
2017-12-27T00:34:13.879Z,9.3,,55,,,,
2017-12-27T00:34:23.879Z,9.5,,55,,,,
2017-12-27T00:34:33.879Z,9.5,,55,,,,
2017-12-27T00:34:43.879Z,9.5,,55,,,,
2017-12-27T00:34:53.879Z,9.5,,55,,,,
2017-12-27T00:35:03.880Z,9.5,,55,,,,
2017-12-27T00:35:13.880Z,9.3,,55,,,,
2017-12-27T00:35:23.880Z,9.5,,55,,,,
2017-12-27T00:35:33.879Z,9.3,,55,,,,
2017-12-27T00:35:43.880Z,9.5,,55,,,,
2017-12-27T00:35:53.882Z,9.5,,55,,,,
2017-12-27T00:36:03.879Z,9.5,,55,,,,
2017-12-27T00:36:13.880Z,9.3,,55,,,,
2017-12-27T00:36:28.913Z,9.3,,55,,,,
2017-12-27T00:36:33.880Z,9.3,,55,,,,
2017-12-27T00:36:43.880Z,9.5,,55,,,,
2017-12-27T00:36:53.880Z,9.5,,55,,,,
2017-12-27T00:37:03.880Z,9.5,,55,,,,
2017-12-27T00:37:13.880Z,9.5,,55,,,,
2017-12-27T00:37:23.880Z,9.5,,55,,,,
2017-12-27T00:37:33.881Z,9.5,,55,,,,
2017-12-27T00:37:43.881Z,9.3,,55,,,,
2017-12-27T00:37:54.871Z,9.3,,55,,,,
2017-12-27T00:38:03.882Z,9.3,,55,,,,
2017-12-27T00:38:13.880Z,9.5,,55,,,,
2017-12-27T00:38:28.970Z,9.5,,55,,,,
2017-12-27T00:38:33.880Z,9.3,,55,,,,
2017-12-27T00:38:43.880Z,9.3,,55,,,,
2017-12-27T00:38:53.880Z,9.5,,55,,,,
2017-12-27T00:39:03.880Z,9.5,,55,,,,
2017-12-27T00:39:13.880Z,9.3,,55,,,,
2017-12-27T00:39:23.882Z,9.3,,55,,,,
2017-12-27T00:39:33.880Z,9.5,,55,,,,
2017-12-27T00:39:43.884Z,9.5,,55,,,,
2017-12-27T00:39:53.884Z,9.3,,55,,,,
2017-12-27T00:40:03.882Z,9.5,,55,,,,
2017-12-27T00:40:13.882Z,9.5,,55,,,,
2017-12-27T00:40:23.881Z,9.5,,55,,,,
2017-12-27T00:40:33.885Z,9.5,,55,,,,
2017-12-27T00:40:43.885Z,9.3,,55,,,,
2017-12-27T00:40:53.883Z,9.5,,55,,,,
2017-12-27T00:41:03.880Z,9.3,,55,,,,
2017-12-27T00:41:13.883Z,9.3,,55,,,,
2017-12-27T00:41:23.881Z,9.3,,55,,,,
2017-12-27T00:41:33.884Z,9.5,,55,,,,
2017-12-27T00:41:43.880Z,9.5,,55,,,,
2017-12-27T00:41:53.880Z,9.5,,55,,,,
2017-12-27T00:42:03.882Z,9.5,,55,,,,
2017-12-27T00:42:13.885Z,9.5,,55,,,,
2017-12-27T00:42:23.885Z,9.3,,55,,,,
2017-12-27T00:42:33.881Z,9.5,,55,,,,
2017-12-27T00:42:43.881Z,9.3,,55,,,,
2017-12-27T00:42:53.881Z,9.5,,55,,,,
2017-12-27T00:43:03.880Z,9.3,,55,,,,
2017-12-27T00:43:13.885Z,9.3,,55,,,,
2017-12-27T00:43:23.881Z,9.3,,55,,,,
2017-12-27T00:43:33.881Z,9.3,,55,,,,
2017-12-27T00:43:43.885Z,9.3,,55,,,,
2017-12-27T00:43:53.886Z,9.3,,55,,,,
2017-12-27T00:44:03.886Z,9.5,,55,,,,
2017-12-27T00:44:13.886Z,9.5,,55,,,,
2017-12-27T00:44:23.881Z,9.5,,55,,,,
2017-12-27T00:44:33.881Z,9.3,,55,,,,
2017-12-27T00:44:43.888Z,9.3,,55,,,,
2017-12-27T00:44:53.881Z,9.5,,55,,,,
2017-12-27T00:45:03.881Z,9.5,,55,,,,
2017-12-27T00:45:13.882Z,9.3,,55,,,,
2017-12-27T00:45:23.881Z,9.5,,55,,,,
2017-12-27T00:45:33.881Z,9.5,,55,,,,
2017-12-27T00:45:43.881Z,9.3,,55,,,,
2017-12-27T00:45:53.881Z,9.3,,55,,,,
2017-12-27T00:46:03.883Z,9.3,,55,,,,
2017-12-27T00:46:13.881Z,9.5,,55,,,,
2017-12-27T00:46:24.873Z,9.3,,55,,,,
2017-12-27T00:46:33.881Z,9.5,,55,,,,
2017-12-27T00:46:43.881Z,9.5,,55,,,,
2017-12-27T00:46:53.884Z,9.3,,55,,,,
2017-12-27T00:47:03.881Z,9.5,,55,,,,
2017-12-27T00:47:13.881Z,9.3,,55,,,,
2017-12-27T00:47:23.883Z,9.5,,55,,,,
2017-12-27T00:47:33.887Z,9.3,,55,,,,
2017-12-27T00:47:43.881Z,9.3,,55,,,,
2017-12-27T00:47:53.881Z,9.3,,55,,,,
2017-12-27T00:48:03.881Z,9.5,,55,,,,
2017-12-27T00:48:13.882Z,9.5,,55,,,,
2017-12-27T00:48:23.881Z,9.3,,55,,,,
2017-12-27T00:48:33.884Z,9.3,,55,,,,
2017-12-27T00:48:43.882Z,9.3,,55,,,,
2017-12-27T00:48:53.882Z,9.3,,55,,,,
2017-12-27T00:49:03.881Z,9.3,,55,,,,
2017-12-27T00:49:14.875Z,9.3,,55,,,,
2017-12-27T00:49:23.882Z,9.3,,55,,,,
2017-12-27T00:49:33.882Z,9.3,,55,,,,
2017-12-27T00:49:43.882Z,9.3,,55,,,,
2017-12-27T00:49:53.882Z,9.3,,55,,,,
2017-12-27T00:50:03.884Z,9.3,,55,,,,
2017-12-27T00:50:13.887Z,9.5,,55,,,,
2017-12-27T00:50:23.882Z,9.5,,55,,,,
2017-12-27T00:50:33.884Z,9.3,,55,,,,
2017-12-27T00:50:43.882Z,9.5,,55,,,,
2017-12-27T00:50:53.882Z,9.3,,55,,,,
2017-12-27T00:51:03.882Z,9.3,,55,,,,
2017-12-27T00:51:13.882Z,9.3,,55,,,,
2017-12-27T00:51:23.884Z,9.3,,55,,,,
2017-12-27T00:51:33.882Z,9.5,,55,,,,
2017-12-27T00:51:43.882Z,9.5,,55,,,,
2017-12-27T00:51:53.882Z,9.3,,55,,,,
2017-12-27T00:52:09.065Z,9.5,,55,,,,
2017-12-27T00:52:13.882Z,9.3,,55,,,,
2017-12-27T00:52:23.882Z,9.3,,55,,,,
2017-12-27T00:52:34.019Z,9.3,,55,,,,
2017-12-27T00:52:43.884Z,9.3,,55,,,,
2017-12-27T00:52:53.882Z,9.5,,55,,,,
2017-12-27T00:53:03.882Z,9.3,,55,,,,
2017-12-27T00:53:13.882Z,9.3,,55,,,,
2017-12-27T00:53:23.883Z,9.3,,55,,,,
2017-12-27T00:53:34.087Z,9.3,,55,,,,
2017-12-27T00:53:43.882Z,9.5,,55,,,,
2017-12-27T00:53:53.882Z,9.3,,55,,,,
2017-12-27T00:54:03.883Z,9.3,,55,,,,
2017-12-27T00:54:13.882Z,9.3,,55,,,,
2017-12-27T00:54:23.883Z,9.3,,55,,,,
2017-12-27T00:54:33.883Z,9.3,,55,,,,
2017-12-27T00:54:43.882Z,9.3,,55,,,,
2017-12-27T00:54:59.526Z,9.3,,55,,,,
2017-12-27T00:55:03.882Z,9.5,,55,,,,
2017-12-27T00:55:13.883Z,9.3,,55,,,,
2017-12-27T00:55:23.885Z,9.3,,55,,,,
2017-12-27T00:55:33.882Z,9.3,,55,,,,
2017-12-27T00:55:43.882Z,9.3,,55,,,,
2017-12-27T00:55:53.883Z,9.3,,55,,,,
2017-12-27T00:56:03.883Z,9.3,,55,,,,
2017-12-27T00:56:13.883Z,9.3,,55,,,,
2017-12-27T00:56:24.875Z,9.3,,55,,,,
2017-12-27T00:56:33.883Z,9.3,,55,,,,
2017-12-27T00:56:43.883Z,9.3,,55,,,,
2017-12-27T00:56:53.883Z,9.3,,55,,,,
2017-12-27T00:57:03.883Z,9.3,,55,,,,
2017-12-27T00:57:13.883Z,9.3,,55,,,,
2017-12-27T00:57:23.883Z,9.5,,55,,,,
2017-12-27T00:57:33.883Z,9.3,,55,,,,
2017-12-27T00:57:48.903Z,9.3,,55,,,,
2017-12-27T00:57:53.883Z,9.3,,55,,,,
2017-12-27T00:58:03.893Z,9.3,,55,,,,
2017-12-27T00:58:13.883Z,9.3,,55,,,,
2017-12-27T00:58:23.883Z,9.3,,55,,,,
2017-12-27T00:58:33.885Z,9.3,,55,,,,
2017-12-27T00:58:43.884Z,9.3,,55,,,,
2017-12-27T00:58:53.883Z,9.3,,55,,,,
2017-12-27T00:59:03.883Z,9.3,,55,,,,
2017-12-27T00:59:13.883Z,9.3,,55,,,,
2017-12-27T00:59:23.884Z,9.3,,55,,,,
2017-12-27T00:59:33.883Z,9.3,,55,,,,
2017-12-27T00:59:43.883Z,9.3,,55,,,,
2017-12-27T00:59:53.885Z,9.3,,55,,,,
2017-12-27T01:00:03.884Z,9.3,,55,,,,
2017-12-27T01:00:13.884Z,9.3,,55,,,,
2017-12-27T01:00:23.894Z,9.3,,55,,,,
2017-12-27T01:00:33.886Z,9.3,,55,,,,
2017-12-27T01:00:43.897Z,9.3,,55,,,,
2017-12-27T01:00:53.894Z,9.3,,55,,,,
2017-12-27T01:01:03.892Z,9.3,,55,,,,
2017-12-27T01:01:13.883Z,9.3,,55,,,,
2017-12-27T01:01:23.892Z,9.3,,55,,,,
2017-12-27T01:01:33.898Z,9.3,,55,,,,
2017-12-27T01:01:43.892Z,9.3,,55,,,,
2017-12-27T01:01:53.892Z,9.3,,55,,,,
2017-12-27T01:02:03.901Z,9.3,,55,,,,
2017-12-27T01:02:13.884Z,9.3,0,55,5,0,0,9.8
2017-12-27T01:02:23.900Z,9.3,,55,,,,
2017-12-27T01:02:33.892Z,9.3,,55,,,,
2017-12-27T01:02:43.890Z,9.3,,55,,,,
2017-12-27T01:02:53.893Z,9.3,,55,,,,
2017-12-27T01:03:03.895Z,9.3,,55,,,,
2017-12-27T01:03:13.892Z,9.3,,55,,,,
2017-12-27T01:03:23.892Z,9.3,,55,,,,
2017-12-27T01:03:33.891Z,9.3,,55,,,,
2017-12-27T01:03:43.891Z,9.3,,55,,,,
2017-12-27T01:03:53.890Z,9.3,,55,,,,
2017-12-27T01:04:03.896Z,9.3,,55,,,,
2017-12-27T01:04:13.891Z,9.3,,55,,,,
2017-12-27T01:04:23.891Z,9.3,,55,,,,
2017-12-27T01:04:33.889Z,9.3,,55,,,,
2017-12-27T01:04:43.889Z,9.3,,55,,,,
2017-12-27T01:04:54.876Z,9.3,,55,,,,
2017-12-27T01:05:03.884Z,9.3,,55,,,,
2017-12-27T01:05:13.890Z,9.3,,55,,,,
2017-12-27T01:05:23.891Z,9.3,,55,,,,
2017-12-27T01:05:33.884Z,9.3,,55,,,,
2017-12-27T01:05:43.893Z,9.3,,55,,,,
2017-12-27T01:05:53.892Z,9.3,,55,,,,
2017-12-27T01:06:03.891Z,9.3,,55,,,,
2017-12-27T01:06:13.884Z,9.3,,55,,,,
2017-12-27T01:06:23.890Z,9.3,,55,,,,
2017-12-27T01:06:33.890Z,9.3,,55,,,,
2017-12-27T01:06:43.889Z,9.3,,55,,,,
2017-12-27T01:06:53.890Z,9.3,,55,,,,
2017-12-27T01:07:03.890Z,9.3,,55,,,,
2017-12-27T01:07:13.889Z,9.3,,55,,,,
2017-12-27T01:07:23.893Z,9.3,,55,,,,
2017-12-27T01:07:33.890Z,9.3,,55,,,,
2017-12-27T01:07:48.906Z,9.3,,55,,,,
2017-12-27T01:07:53.891Z,9.3,,55,,,,
2017-12-27T01:08:03.891Z,9.3,,55,,,,
2017-12-27T01:08:13.891Z,9.3,,55,,,,
2017-12-27T01:08:23.895Z,9.3,,55,,,,
2017-12-27T01:08:33.892Z,9.3,,55,,,,
2017-12-27T01:08:43.891Z,9.3,,55,,,,
2017-12-27T01:08:53.890Z,9.3,,55,,,,
2017-12-27T01:09:03.890Z,9.3,,55,,,,
2017-12-27T01:09:13.890Z,9.3,,55,,,,
2017-12-27T01:09:23.891Z,9.3,,55,,,,
2017-12-27T01:09:33.892Z,9.3,,55,,,,
2017-12-27T01:09:43.889Z,9.3,,55,,,,
2017-12-27T01:09:53.888Z,9.3,,55,,,,
2017-12-27T01:10:03.892Z,9.3,,55,,,,
2017-12-27T01:10:13.891Z,9.3,,55,,,,
2017-12-27T01:10:23.889Z,9.3,,55,,,,
2017-12-27T01:10:34.883Z,9.3,,55,,,,
2017-12-27T01:10:43.885Z,9.3,,55,,,,
2017-12-27T01:10:53.885Z,9.3,,55,,,,
2017-12-27T01:11:03.885Z,9.3,,55,,,,
2017-12-27T01:11:13.894Z,9.3,,55,,,,
2017-12-27T01:11:23.889Z,9.3,,55,,,,
2017-12-27T01:11:34.066Z,9.3,,55,,,,
2017-12-27T01:11:43.890Z,9.3,,55,,,,
2017-12-27T01:11:53.889Z,9.3,,55,,,,
2017-12-27T01:12:03.886Z,9.3,,55,,,,
2017-12-27T01:12:13.889Z,9.3,,55,,,,
2017-12-27T01:12:23.889Z,9.3,,55,,,,
2017-12-27T01:12:33.886Z,9.3,,55,,,,
2017-12-27T01:12:43.889Z,9.3,,55,,,,
2017-12-27T01:12:53.899Z,9.3,,55,,,,
2017-12-27T01:13:03.889Z,9.3,,55,,,,
2017-12-27T01:13:13.893Z,9.3,,55,,,,
2017-12-27T01:13:28.905Z,9.3,,55,,,,
2017-12-27T01:13:33.889Z,9.3,,55,,,,
2017-12-27T01:13:43.896Z,9.3,,55,,,,
2017-12-27T01:13:53.887Z,9.3,,55,,,,
2017-12-27T01:14:03.890Z,9.3,,55,,,,
2017-12-27T01:14:13.890Z,9.3,,55,,,,
2017-12-27T01:14:23.891Z,9.3,,55,,,,
2017-12-27T01:14:33.891Z,9.3,,55,,,,
2017-12-27T01:14:43.888Z,9.3,,55,,,,
2017-12-27T01:14:54.879Z,9.3,,55,,,,
2017-12-27T01:15:03.887Z,9.3,,55,,,,
2017-12-27T01:15:13.891Z,9.3,,55,,,,
2017-12-27T01:15:23.888Z,9.3,,55,,,,
2017-12-27T01:15:33.887Z,9.3,,55,,,,
2017-12-27T01:15:43.886Z,9.3,,55,,,,
2017-12-27T01:15:53.887Z,9.3,,55,,,,
2017-12-27T01:16:03.893Z,9.3,,55,,,,
2017-12-27T01:16:13.886Z,9.3,,55,,,,
2017-12-27T01:16:23.888Z,9.3,,55,,,,
2017-12-27T01:16:33.887Z,9.3,,55,,,,
2017-12-27T01:16:43.892Z,9.3,,55,,,,
2017-12-27T01:16:53.892Z,9.3,,55,,,,
2017-12-27T01:17:03.889Z,9.3,,55,,,,
2017-12-27T01:17:13.893Z,9.3,,55,,,,
2017-12-27T01:17:23.888Z,9.3,,55,,,,
2017-12-27T01:17:33.887Z,9.3,,55,,,,
2017-12-27T01:17:43.887Z,9.3,,55,,,,
2017-12-27T01:17:53.892Z,9.3,,55,,,,
2017-12-27T01:18:03.886Z,9.3,,55,,,,
2017-12-27T01:18:13.887Z,9.3,,55,,,,
2017-12-27T01:18:23.898Z,9.3,,55,,,,
2017-12-27T01:18:33.886Z,9.3,,55,,,,
2017-12-27T01:18:43.889Z,9.3,,55,,,,
2017-12-27T01:18:53.886Z,9.3,,55,,,,
2017-12-27T01:19:03.886Z,9.3,,55,,,,
2017-12-27T01:19:13.887Z,9.3,,55,,,,
2017-12-27T01:19:23.887Z,9.3,,55,,,,
2017-12-27T01:19:33.887Z,9.3,,55,,,,
2017-12-27T01:19:43.886Z,9.3,,55,,,,
2017-12-27T01:19:53.888Z,9.3,,55,,,,9.5
2017-12-27T01:20:03.888Z,9.3,,55,,,,9.8
2017-12-27T01:20:13.887Z,9.3,,55,,,,
2017-12-27T01:20:23.887Z,9.3,,55,,,,
2017-12-27T01:20:34.888Z,9.3,,55,,,,
2017-12-27T01:20:43.886Z,9.3,,55,,,,
2017-12-27T01:20:53.886Z,9.3,,55,,,,
2017-12-27T01:21:03.886Z,9.3,,55,,,,
2017-12-27T01:21:13.897Z,9.3,,55,,,,
2017-12-27T01:21:23.886Z,9.3,,55,,,,
2017-12-27T01:21:33.886Z,9.3,,55,,,,
