Time,ActPow,HwTSet,HwTOutlet,HwActive,ChActive,PrimT,PrimTSet
2017-12-09T00:00:01.390Z,,55,51.1,,,64.2,
2017-12-09T00:00:11.390Z,,55,51.1,,,64,
2017-12-09T00:00:21.391Z,,55,51.1,,,63.7,
2017-12-09T00:00:31.390Z,,55,51.1,,,63.5,
2017-12-09T00:00:41.391Z,,55,51.1,,,63.3,
2017-12-09T00:00:51.391Z,,55,51.1,,,63,
2017-12-09T00:01:01.391Z,,55,51,,,62.8,
2017-12-09T00:01:11.390Z,,55,51,,,62.6,
2017-12-09T00:01:21.391Z,,55,51,,,,
2017-12-09T00:01:31.391Z,,55,51,,,62.8,
2017-12-09T00:01:41.390Z,,55,50.9,,,62.9,
2017-12-09T00:01:51.399Z,,55,50.9,,,63,
2017-12-09T00:02:01.391Z,,55,50.9,,,,
2017-12-09T00:02:11.391Z,,55,50.9,,,63.1,
2017-12-09T00:02:21.391Z,,55,50.9,,,63.3,
2017-12-09T00:02:31.399Z,,55,50.9,,,,
2017-12-09T00:02:41.395Z,,55,50.9,,,63.4,
2017-12-09T00:02:51.391Z,,55,51,,,,
2017-12-09T00:03:01.390Z,,55,51,,,63.5,
2017-12-09T00:03:11.391Z,,55,51,,,,
2017-12-09T00:03:21.405Z,,55,51,,,63.6,
2017-12-09T00:03:31.391Z,,55,51,,,,
2017-12-09T00:03:42.423Z,,55,51,,,,
2017-12-09T00:03:51.392Z,,55,51,,,63.7,
2017-12-09T00:04:01.393Z,,55,51,,,,
2017-12-09T00:04:12.384Z,,55,51,,,,
2017-12-09T00:04:21.392Z,,55,51,,,63.8,
2017-12-09T00:04:31.391Z,,55,51,,,,
2017-12-09T00:04:41.391Z,,55,51,,,,
2017-12-09T00:04:51.397Z,,55,50.9,,,,
2017-12-09T00:05:01.391Z,,55,50.9,,,64,
2017-12-09T00:05:11.393Z,,55,50.9,,,,
2017-12-09T00:05:21.392Z,,55,50.9,,,,
2017-12-09T00:05:31.391Z,,55,50.8,,,,
2017-12-09T00:05:41.391Z,,55,50.8,,,,
2017-12-09T00:05:51.391Z,,55,50.8,,,,
2017-12-09T00:06:01.391Z,,55,50.7,,,,
2017-12-09T00:06:11.392Z,,55,50.7,,,,
2017-12-09T00:06:21.494Z,,55,50.7,,,,
2017-12-09T00:06:31.391Z,,55,50.6,,,,
2017-12-09T00:06:41.391Z,,55,50.6,,,,
2017-12-09T00:06:51.392Z,,55,50.4,,,,
2017-12-09T00:07:02.388Z,,55,50.4,,,,
2017-12-09T00:07:11.391Z,,55,50.3,,,,
2017-12-09T00:07:21.392Z,,55,50.3,,,,
2017-12-09T00:07:31.391Z,,55,50.2,,,,
2017-12-09T00:07:41.391Z,,55,50.2,,,,
2017-12-09T00:07:51.392Z,,55,50.1,,,,
2017-12-09T00:08:01.391Z,,55,50,,,,
2017-12-09T00:08:11.393Z,,55,50,,,,
2017-12-09T00:08:21.391Z,,55,49.9,,,,
2017-12-09T00:08:31.391Z,,55,49.9,,,,
2017-12-09T00:08:41.392Z,,55,49.8,,,,
2017-12-09T00:08:51.392Z,,55,49.8,,,,
2017-12-09T00:09:01.391Z,,55,49.7,,,64,
2017-12-09T00:09:11.395Z,,55,49.5,,,64,
2017-12-09T00:09:21.398Z,,55,49.5,,,63.8,
2017-12-09T00:09:31.392Z,,55,49.4,,,,
2017-12-09T00:09:41.391Z,,55,49.3,,,,
2017-12-09T00:09:56.413Z,,55,49.3,,,,
2017-12-09T00:10:01.394Z,79,55,49.2,0,2,67.6,
2017-12-09T00:10:11.392Z,51,55,49.1,,,71.4,
2017-12-09T00:10:21.391Z,29,55,49.1,,,69.4,
2017-12-09T00:10:31.392Z,,55,49,,,63.6,
2017-12-09T00:10:41.391Z,,55,49,,,58.9,
2017-12-09T00:10:51.392Z,,55,48.9,,,57.8,
2017-12-09T00:11:01.392Z,,55,48.9,,,57.4,
2017-12-09T00:11:11.392Z,,55,48.7,,,58.5,
2017-12-09T00:11:21.392Z,,55,48.7,,,59.2,
2017-12-09T00:11:31.392Z,,55,48.7,,,59.1,
2017-12-09T00:11:41.392Z,,55,48.7,,,59,
2017-12-09T00:11:51.392Z,,55,48.6,,,59.1,
2017-12-09T00:12:01.393Z,,55,48.6,,,59.4,
2017-12-09T00:12:11.392Z,,55,48.6,,,59.5,
2017-12-09T00:12:21.391Z,,55,48.6,,,59.8,
2017-12-09T00:12:31.392Z,,55,48.6,,,59.9,
2017-12-09T00:12:46.412Z,,55,48.6,,,60,
2017-12-09T00:12:51.392Z,,55,48.6,,,60.1,
2017-12-09T00:13:01.399Z,,55,48.6,,,60.4,
2017-12-09T00:13:11.392Z,,55,48.6,,,60.5,
2017-12-09T00:13:21.392Z,,55,48.6,,,60.6,
2017-12-09T00:13:31.392Z,,55,48.6,,,60.9,
2017-12-09T00:13:41.392Z,,55,48.6,,,61,
2017-12-09T00:13:51.392Z,,55,48.6,,,61.1,
2017-12-09T00:14:01.392Z,,55,48.7,,,61.2,
2017-12-09T00:14:11.392Z,,55,48.7,,,61.4,
2017-12-09T00:14:21.395Z,,55,48.7,,,61.5,
2017-12-09T00:14:31.391Z,,55,48.9,,,61.6,
2017-12-09T00:14:41.392Z,,55,48.9,,,61.7,
2017-12-09T00:14:51.392Z,,55,48.9,,,,
2017-12-09T00:15:01.392Z,,55,49,,,61.9,
2017-12-09T00:15:11.392Z,,55,49,,,62,
2017-12-09T00:15:21.396Z,,55,49.1,,,62.1,
2017-12-09T00:15:36.552Z,,55,49.1,,,62.2,
2017-12-09T00:15:41.392Z,,55,49.1,,,62.4,
2017-12-09T00:15:51.392Z,,55,49.2,,,,
2017-12-09T00:16:01.392Z,,55,49.2,,,62.5,
2017-12-09T00:16:11.392Z,,55,49.3,,,62.6,
2017-12-09T00:16:21.392Z,,55,49.3,,,,
2017-12-09T00:16:31.392Z,,55,49.4,,,62.7,
2017-12-09T00:16:41.393Z,,55,49.4,,,,
2017-12-09T00:16:51.392Z,0,55,49.4,0,2,63.1,
2017-12-09T00:17:02.482Z,,55,49.5,,,62.3,
2017-12-09T00:17:11.392Z,,55,49.5,,,60.7,
2017-12-09T00:17:21.392Z,,55,49.7,,,59.6,
2017-12-09T00:17:31.392Z,,55,49.7,,,59.2,
2017-12-09T00:17:41.392Z,,55,49.7,,,59,
2017-12-09T00:17:51.392Z,,55,49.8,,,59.2,
2017-12-09T00:18:01.393Z,,55,49.8,,,,
2017-12-09T00:18:11.392Z,,55,49.9,,,58.9,
2017-12-09T00:18:21.392Z,79,55,49.9,0,2,58.5,
2017-12-09T00:18:31.392Z,79,55,49.9,,,64.5,
2017-12-09T00:18:41.393Z,37,55,49.9,,,71.2,
2017-12-09T00:18:51.394Z,29,55,49.9,,,69.6,
2017-12-09T00:19:01.392Z,,55,49.8,,,66.8,
2017-12-09T00:19:11.392Z,,55,49.8,,,64.7,
2017-12-09T00:19:21.393Z,,55,49.8,,,62.8,
2017-12-09T00:19:31.393Z,,55,49.8,,,61.6,
2017-12-09T00:19:41.392Z,,55,49.8,,,62.1,
2017-12-09T00:19:52.387Z,,55,49.8,,,62.6,
2017-12-09T00:20:01.393Z,,55,49.8,,,62.7,
2017-12-09T00:20:11.394Z,0,55,49.8,,,63,
2017-12-09T00:20:21.392Z,,55,49.8,0,2,62.4,
2017-12-09T00:20:31.392Z,,55,49.9,,,60.8,
2017-12-09T00:20:41.393Z,,55,49.9,,,59.8,
2017-12-09T00:20:51.393Z,,55,49.9,,,59.4,
2017-12-09T00:21:01.392Z,,55,49.9,,,59.2,
2017-12-09T00:21:11.392Z,,55,50,,,59.3,
2017-12-09T00:21:21.392Z,,55,50,,,59.5,
2017-12-09T00:21:31.393Z,,55,50,,,59.2,
2017-12-09T00:21:41.392Z,,55,50,,,58.9,
2017-12-09T00:21:51.393Z,,55,50,,,58.5,
2017-12-09T00:22:01.392Z,,55,50,,,58.3,
2017-12-09T00:22:11.393Z,,55,50,,,58.1,
2017-12-09T00:22:21.393Z,,55,50,,,57.8,
2017-12-09T00:22:31.392Z,,55,49.9,,,57.5,
2017-12-09T00:22:42.391Z,,55,49.9,,,57.3,
2017-12-09T00:22:51.395Z,,55,49.8,,,56.9,
2017-12-09T00:23:01.392Z,,55,49.8,,,56.8,
2017-12-09T00:23:11.393Z,,55,49.7,,,56.6,
2017-12-09T00:23:21.395Z,,55,49.5,,,56.5,
2017-12-09T00:23:31.392Z,,55,49.5,,,56.2,
2017-12-09T00:23:41.393Z,,55,49.4,,,56,
2017-12-09T00:23:51.393Z,,55,49.3,,,55.9,
2017-12-09T00:24:01.392Z,,55,49.3,,,55.7,
2017-12-09T00:24:11.394Z,,55,49.2,,,55.5,
2017-12-09T00:24:21.394Z,,55,49.2,,,55.3,
2017-12-09T00:24:31.395Z,,55,49.1,,,55.1,
2017-12-09T00:24:41.394Z,,55,49,,,54.9,
2017-12-09T00:24:51.393Z,,55,49,,,54.8,
2017-12-09T00:25:01.393Z,,55,48.9,,,54.7,
2017-12-09T00:25:11.392Z,,55,48.7,,,54.4,
2017-12-09T00:25:21.393Z,,55,48.6,,,54.3,
2017-12-09T00:25:36.413Z,0,55,48.6,0,2,54.3,75
2017-12-09T00:25:41.393Z,,55,48.5,,,54.4,
2017-12-09T00:25:51.393Z,,55,48.4,,,54.6,
2017-12-09T00:26:01.395Z,,55,48.3,,,,
2017-12-09T00:26:11.393Z,,55,48.3,,,54.7,
2017-12-09T00:26:21.393Z,,55,48.2,,,54.8,
2017-12-09T00:26:31.393Z,,55,48.1,,,,
2017-12-09T00:26:41.393Z,,55,48,,,54.9,
2017-12-09T00:26:51.394Z,,55,48,,,,
2017-12-09T00:27:01.393Z,,55,47.8,,,55,
2017-12-09T00:27:11.393Z,,55,47.7,,,,
2017-12-09T00:27:21.393Z,,55,47.6,,,,
2017-12-09T00:27:31.393Z,,55,47.6,,,55.1,
2017-12-09T00:27:41.393Z,,55,47.5,,,,
2017-12-09T00:27:51.393Z,,55,47.4,,,,
2017-12-09T00:28:01.393Z,,55,47.3,,,,
2017-12-09T00:28:11.393Z,,55,47.3,,,55.2,
2017-12-09T00:28:26.413Z,,55,47.2,,,,
2017-12-09T00:28:31.393Z,,55,47,,,,
2017-12-09T00:28:41.393Z,,55,46.9,,,,
2017-12-09T00:28:51.393Z,,55,46.9,,,,
2017-12-09T00:29:01.393Z,,55,46.8,,,55.3,
2017-12-09T00:29:11.393Z,,55,46.7,,,,
2017-12-09T00:29:21.393Z,,55,46.7,,,,
2017-12-09T00:29:31.394Z,80,55,46.6,0,2,58.5,
2017-12-09T00:29:41.393Z,56,55,46.5,,,64.5,
2017-12-09T00:29:51.393Z,29,55,46.4,,,65.7,
2017-12-09T00:30:01.393Z,,55,46.4,,,60.8,
2017-12-09T00:30:11.393Z,,55,46.2,,,57.5,
2017-12-09T00:30:21.393Z,,55,46.2,,,55.8,
2017-12-09T00:30:31.393Z,,55,46.1,,,55.1,
2017-12-09T00:30:41.393Z,,55,46.1,,,55.5,
2017-12-09T00:30:51.393Z,,55,46,,,56.3,
2017-12-09T00:31:01.393Z,,55,46,,,56.4,
2017-12-09T00:31:17.106Z,,55,46,,,56.5,
2017-12-09T00:31:21.393Z,,55,46,,,56.6,
2017-12-09T00:31:31.394Z,,55,45.9,,,56.7,
2017-12-09T00:31:41.394Z,,55,45.9,,,57.1,
2017-12-09T00:31:51.393Z,,55,46,,,57.2,
2017-12-09T00:32:01.393Z,,55,46,,,57.3,
2017-12-09T00:32:11.393Z,,55,46,,,57.4,
2017-12-09T00:32:21.393Z,,55,46,,,57.6,
2017-12-09T00:32:31.393Z,,55,46,,,57.8,
2017-12-09T00:32:41.711Z,,55,46.1,,,58,
2017-12-09T00:32:51.394Z,,55,46.1,,,58.1,
2017-12-09T00:33:01.394Z,,55,46.2,,,58.3,
2017-12-09T00:33:11.393Z,,55,46.2,,,58.5,
2017-12-09T00:33:21.393Z,,55,46.4,,,58.7,
2017-12-09T00:33:31.395Z,,55,46.4,,,58.8,
2017-12-09T00:33:41.393Z,,55,46.4,,,59.1,
2017-12-09T00:33:51.394Z,,55,46.5,,,59.3,
2017-12-09T00:34:01.393Z,,55,46.5,,,59.4,
2017-12-09T00:34:11.393Z,,55,46.6,,,59.5,
2017-12-09T00:34:21.395Z,,55,46.6,,,59.8,
2017-12-09T00:34:31.393Z,,55,46.7,,,60,
2017-12-09T00:34:41.394Z,,55,46.8,,,60.1,
2017-12-09T00:34:51.394Z,,55,46.8,,,60.2,
2017-12-09T00:35:01.399Z,,55,46.9,,,60.5,
2017-12-09T00:35:11.394Z,,55,46.9,,,60.6,
2017-12-09T00:35:21.394Z,,55,47,,,60.9,
2017-12-09T00:35:32.390Z,,55,47.2,,,61,
2017-12-09T00:35:41.395Z,,55,47.2,,,61.1,
2017-12-09T00:35:51.394Z,,55,47.3,,,61.4,
2017-12-09T00:36:01.394Z,,55,47.3,,,61.5,
2017-12-09T00:36:11.394Z,,55,47.4,,,61.6,
2017-12-09T00:36:21.394Z,,55,47.5,,,61.9,
2017-12-09T00:36:31.394Z,,55,47.6,,,62.1,
2017-12-09T00:36:41.394Z,,55,47.6,,,62.2,
2017-12-09T00:36:51.394Z,,55,47.7,,,62.5,
2017-12-09T00:37:01.393Z,,55,47.7,,,,
2017-12-09T00:37:11.394Z,,55,47.8,,,62.7,
2017-12-09T00:37:21.394Z,,55,48,,,62.9,
2017-12-09T00:37:31.394Z,,55,48.1,,,63.1,
2017-12-09T00:37:41.395Z,,55,48.1,,,63.2,
2017-12-09T00:37:51.397Z,,55,48.2,,,63.4,
2017-12-09T00:38:01.393Z,,55,48.3,,,63.6,
2017-12-09T00:38:11.394Z,,55,48.4,,,63.7,
2017-12-09T00:38:21.394Z,,55,48.4,,,63.9,
2017-12-09T00:38:31.394Z,,55,48.5,,,64.1,
2017-12-09T00:38:41.394Z,,55,48.5,,,64.2,
2017-12-09T00:38:51.396Z,,55,48.6,,,64.4,
2017-12-09T00:39:01.394Z,,55,48.7,,,64.5,
2017-12-09T00:39:11.394Z,,55,48.9,,,64.6,
2017-12-09T00:39:21.394Z,0,55,49,0,2,64.9,
2017-12-09T00:39:31.394Z,,55,49,,,64.1,
2017-12-09T00:39:41.394Z,,55,49.1,,,62.6,
2017-12-09T00:39:51.394Z,,55,49.2,,,61.7,
2017-12-09T00:40:01.394Z,,55,49.3,,,61.4,
2017-12-09T00:40:11.395Z,,55,49.3,,,61.3,
2017-12-09T00:40:21.394Z,,55,49.4,,,61.4,
2017-12-09T00:40:31.394Z,,55,49.5,,,61.6,
2017-12-09T00:40:41.394Z,,55,49.5,,,61.3,
2017-12-09T00:40:51.394Z,,55,49.7,,,60.9,
2017-12-09T00:41:01.395Z,,55,49.7,,,60.7,
2017-12-09T00:41:12.387Z,,55,49.7,,,60.6,
2017-12-09T00:41:21.394Z,,55,49.7,,,60.3,
2017-12-09T00:41:31.396Z,,55,49.7,,,60.1,
2017-12-09T00:41:41.394Z,,55,49.7,,,59.9,
2017-12-09T00:41:51.394Z,,55,49.7,,,59.7,
2017-12-09T00:42:01.394Z,,55,49.5,,,,
2017-12-09T00:42:11.394Z,,55,49.5,,,59.3,
2017-12-09T00:42:21.394Z,,55,49.5,,,59.1,
2017-12-09T00:42:31.394Z,,55,49.5,,,,
2017-12-09T00:42:41.394Z,,55,49.4,,,59.2,
2017-12-09T00:42:51.395Z,,55,49.4,,,59.3,
2017-12-09T00:43:01.394Z,,55,49.3,,,59.4,
2017-12-09T00:43:11.395Z,,55,49.3,,,59.5,
2017-12-09T00:43:21.394Z,,55,49.3,,,59.7,
2017-12-09T00:43:31.394Z,,55,49.2,,,59.8,
2017-12-09T00:43:41.394Z,,55,49.2,,,,
2017-12-09T00:43:51.395Z,,55,49.2,,,59.9,
2017-12-09T00:44:06.414Z,,55,49.1,,,,
2017-12-09T00:44:11.397Z,,55,49.1,,,60,
2017-12-09T00:44:21.394Z,,55,49.1,,,,
2017-12-09T00:44:31.395Z,,55,49.1,,,60.1,
2017-12-09T00:44:41.396Z,,55,49,,,,
2017-12-09T00:44:51.394Z,,55,49,,,60.2,
2017-12-09T00:45:01.395Z,,55,49,,,,
2017-12-09T00:45:11.395Z,,55,48.9,,,60.3,
2017-12-09T00:45:21.395Z,,55,48.9,,,,
2017-12-09T00:45:31.400Z,,55,48.9,,,,
2017-12-09T00:45:41.395Z,,55,48.7,,,60.5,
2017-12-09T00:45:51.395Z,,55,48.7,,,,
2017-12-09T00:46:01.395Z,,55,48.6,,,,
2017-12-09T00:46:11.394Z,,55,48.6,,,,
2017-12-09T00:46:21.395Z,,55,48.6,,,60.6,
2017-12-09T00:46:31.395Z,,55,48.5,,,,
2017-12-09T00:46:41.395Z,,55,48.5,,,,
2017-12-09T00:46:57.410Z,,55,48.4,,,,
2017-12-09T00:47:01.394Z,,55,48.4,,,,
2017-12-09T00:47:11.394Z,,55,48.3,,,,
2017-12-09T00:47:21.395Z,,55,48.3,,,60.7,
2017-12-09T00:47:31.395Z,,55,48.2,,,,
2017-12-09T00:47:41.395Z,,55,48.2,,,,
2017-12-09T00:47:51.394Z,,55,48.1,,,,
2017-12-09T00:48:01.395Z,,55,48.1,,,,
2017-12-09T00:48:11.395Z,,55,48,,,,
2017-12-09T00:48:22.046Z,,55,48,,,,
2017-12-09T00:48:31.397Z,,55,47.8,,,,
2017-12-09T00:48:41.396Z,,55,47.8,,,,
2017-12-09T00:48:51.504Z,,55,47.7,,,,
2017-12-09T00:49:01.395Z,,55,47.7,,,,
2017-12-09T00:49:11.394Z,,55,47.6,,,,
2017-12-09T00:49:21.394Z,,55,47.6,,,,
2017-12-09T00:49:31.395Z,,55,47.5,,,,
2017-12-09T00:49:46.540Z,,55,47.4,,,,
2017-12-09T00:49:51.395Z,,55,47.4,,,,
2017-12-09T00:50:01.395Z,,55,47.3,,,,
2017-12-09T00:50:11.395Z,,55,47.3,,,,
2017-12-09T00:50:21.395Z,,55,47.2,,,60.6,
2017-12-09T00:50:31.395Z,,55,47.2,,,,
2017-12-09T00:50:41.396Z,,55,47,,,,
2017-12-09T00:50:51.395Z,,55,47,,,,
2017-12-09T00:51:01.395Z,,55,46.9,,,,
2017-12-09T00:51:12.392Z,,55,46.8,,,,
2017-12-09T00:51:21.395Z,,55,46.8,,,,
2017-12-09T00:51:31.395Z,,55,46.7,,,,
2017-12-09T00:51:41.395Z,,55,46.7,,,,
2017-12-09T00:51:51.395Z,,55,46.6,,,60.5,
2017-12-09T00:52:01.395Z,,55,46.6,,,,
2017-12-09T00:52:11.395Z,,55,46.5,,,,
2017-12-09T00:52:21.395Z,,55,46.5,,,,
2017-12-09T00:52:31.395Z,,55,46.4,,,,
2017-12-09T00:52:41.396Z,,55,46.2,,,,
2017-12-09T00:52:51.394Z,,55,46.2,,,,
2017-12-09T00:53:01.395Z,,55,46.1,,,60.3,
2017-12-09T00:53:11.395Z,,55,46.1,,,,
2017-12-09T00:53:21.397Z,,55,46,,,,
2017-12-09T00:53:31.395Z,,55,45.9,,,,
2017-12-09T00:53:41.395Z,,55,45.9,,,,
2017-12-09T00:53:51.395Z,,55,45.8,,,60.2,
2017-12-09T00:54:02.886Z,,55,45.8,,,,
2017-12-09T00:54:11.395Z,,55,45.7,,,,
2017-12-09T00:54:21.401Z,,55,45.7,,,,
2017-12-09T00:54:31.395Z,,55,45.6,,,,
2017-12-09T00:54:41.396Z,,55,45.5,,,,
2017-12-09T00:54:51.395Z,,55,45.5,,,,
2017-12-09T00:55:01.396Z,,55,45.3,,,60.1,
2017-12-09T00:55:11.395Z,,55,45.3,,,,
2017-12-09T00:55:21.395Z,,55,45.2,,,,
2017-12-09T00:55:31.395Z,,55,45.2,,,,
2017-12-09T00:55:41.397Z,,55,45.1,,,,
2017-12-09T00:55:51.396Z,,55,45.1,,,60,
2017-12-09T00:56:01.396Z,,55,45,,,,
2017-12-09T00:56:11.395Z,,55,45,,,,
2017-12-09T00:56:21.395Z,,55,44.9,,,,
2017-12-09T00:56:31.396Z,,55,44.9,,,,
2017-12-09T00:56:41.396Z,,55,44.8,,,59.9,
2017-12-09T00:57:01.397Z,79,55,44.7,0,2,63.5,
2017-12-09T00:57:11.396Z,49,55,44.5,,,67.1,
2017-12-09T00:57:21.396Z,29,55,44.5,,,64.5,
2017-12-09T00:57:31.396Z,,55,44.4,,,57.3,
2017-12-09T00:57:41.395Z,,55,44.4,,,53.4,
2017-12-09T00:57:51.396Z,,,,,,51.9,
2017-12-09T00:58:01.396Z,,55,44.3,,,51.7,
2017-12-09T00:58:11.397Z,,55,44.3,,,53.1,
2017-12-09T00:58:21.396Z,,55,44.3,,,53.5,
2017-12-09T00:58:31.396Z,,55,44.3,,,53.3,
2017-12-09T00:58:41.398Z,,55,44.3,,,53.2,
2017-12-09T00:58:51.395Z,,55,44.3,,,53.5,
2017-12-09T00:59:01.396Z,,55,44.3,,,53.9,
2017-12-09T00:59:11.396Z,,55,44.3,,,54.1,
2017-12-09T00:59:21.396Z,,55,44.2,,,54.3,
2017-12-09T00:59:31.396Z,,55,44.3,,,54.4,
2017-12-09T00:59:46.416Z,,55,44.2,,,54.7,
2017-12-09T00:59:51.396Z,,55,44.2,,,54.9,
2017-12-09T01:00:01.397Z,,55,44.2,,,55.1,
2017-12-09T01:00:11.395Z,,55,44.3,,,55.3,
2017-12-09T01:00:21.395Z,,55,44.3,,,55.6,
2017-12-09T01:00:31.396Z,,55,44.3,,,55.7,
2017-12-09T01:00:41.396Z,,55,44.3,,,56,
2017-12-09T01:00:51.396Z,,55,44.3,,,56.2,
2017-12-09T01:01:01.397Z,,55,44.4,,,56.4,
2017-12-09T01:01:11.395Z,,55,44.4,,,56.5,
2017-12-09T01:01:21.401Z,,55,44.4,,,56.7,
2017-12-09T01:01:31.396Z,,55,44.5,,,56.9,
2017-12-09T01:01:41.395Z,,55,44.5,,,57,
2017-12-09T01:01:51.397Z,,55,44.7,,,57.2,
2017-12-09T01:02:11.395Z,,55,44.8,,,57.6,
2017-12-09T01:02:21.398Z,,55,44.8,,,57.7,
2017-12-09T01:02:36.420Z,,55,44.9,,,57.8,
2017-12-09T01:02:41.395Z,,55,44.9,,,57.9,
2017-12-09T01:02:51.396Z,,,,,,58,
2017-12-09T01:03:01.396Z,,55,45,,,58.1,
2017-12-09T01:03:11.396Z,,55,45.1,,,58.4,
2017-12-09T01:03:21.396Z,,55,45.1,,,,
2017-12-09T01:03:31.396Z,,55,45.2,,,58.6,
2017-12-09T01:03:46.486Z,,55,45.3,,,58.7,
2017-12-09T01:03:51.396Z,,55,45.3,,,58.8,
2017-12-09T01:04:02.496Z,,55,45.5,,,59,
2017-12-09T01:04:11.396Z,,55,45.5,,,59.1,
2017-12-09T01:04:21.397Z,,55,45.6,,,59.2,
2017-12-09T01:04:31.396Z,,55,45.7,,,59.3,
2017-12-09T01:04:41.396Z,,55,45.7,,,59.4,
2017-12-09T01:04:51.396Z,,55,45.8,,,59.5,
2017-12-09T01:05:01.405Z,,55,45.9,,,59.7,
2017-12-09T01:05:11.402Z,,55,45.9,,,59.8,
2017-12-09T01:05:27.414Z,,55,46,,,59.9,
2017-12-09T01:05:31.396Z,,55,46.1,,,,
2017-12-09T01:05:41.400Z,,55,46.1,,,60.1,
2017-12-09T01:05:51.400Z,,55,46.2,,,60.2,
2017-12-09T01:06:01.396Z,,55,46.2,,,60.4,
2017-12-09T01:06:11.397Z,,55,46.4,,,,
2017-12-09T01:06:21.397Z,,55,46.4,,,60.5,
2017-12-09T01:06:31.396Z,,55,46.5,,,60.6,
2017-12-09T01:06:41.406Z,,55,46.6,,,60.7,
2017-12-09T01:06:52.469Z,,55,46.6,,,60.9,
2017-12-09T01:07:01.397Z,,55,46.7,,,61,
2017-12-09T01:07:11.397Z,,55,46.7,,,,
2017-12-09T01:07:21.396Z,,55,46.8,,,61.2,
2017-12-09T01:07:31.396Z,,55,46.9,,,61.4,
2017-12-09T01:07:41.398Z,,55,46.9,,,,
2017-12-09T01:07:51.538Z,,55,47,,,61.5,
2017-12-09T01:08:01.396Z,,55,47.2,,,,
2017-12-09T01:08:11.397Z,,55,47.2,,,61.6,
2017-12-09T01:08:21.397Z,,55,47.3,,,61.7,
2017-12-09T01:08:31.397Z,,55,47.3,,,,
2017-12-09T01:08:41.397Z,,55,47.4,,,62,
2017-12-09T01:09:01.397Z,,55,47.5,,,62.1,
2017-12-09T01:09:11.396Z,,55,47.6,,,62.2,
2017-12-09T01:09:21.397Z,,55,47.6,,,62.4,
2017-12-09T01:09:31.397Z,,55,47.7,,,62.5,
2017-12-09T01:09:42.389Z,,55,47.7,,,62.6,
2017-12-09T01:09:51.397Z,,55,47.8,,,62.7,
2017-12-09T01:10:01.397Z,0,55,47.8,0,2,63.1,
2017-12-09T01:10:11.397Z,,55,48,,,62,
2017-12-09T01:10:21.401Z,,55,48,,,60.7,
2017-12-09T01:10:31.397Z,,55,48.1,,,59.6,
2017-12-09T01:10:41.397Z,,55,48.2,,,59.3,
2017-12-09T01:10:51.397Z,,55,48.2,,,59.1,
2017-12-09T01:11:01.397Z,,55,48.3,,,59.3,
2017-12-09T01:11:11.397Z,,55,48.3,,,,
2017-12-09T01:11:21.397Z,,55,48.4,,,59,
2017-12-09T01:11:31.399Z,,55,48.4,,,58.6,
2017-12-09T01:11:41.397Z,,55,48.4,,,58.4,
2017-12-09T01:11:51.397Z,,55,48.4,,,58.1,
2017-12-09T01:12:01.397Z,,55,48.4,,,57.8,
2017-12-09T01:12:11.397Z,,55,48.4,,,57.6,
2017-12-09T01:12:21.397Z,,55,48.4,,,57.4,
2017-12-09T01:12:32.398Z,,55,48.3,,,57.2,
2017-12-09T01:12:41.397Z,,55,48.3,,,56.9,
2017-12-09T01:12:51.396Z,,55,48.3,,,56.6,
2017-12-09T01:13:01.397Z,,55,48.2,,,56.5,
2017-12-09T01:13:11.397Z,,55,48.2,,,56.5,
2017-12-09T01:13:21.397Z,,55,48.1,,,56.6,
2017-12-09T01:13:31.397Z,,55,48.1,,,56.7,
2017-12-09T01:13:41.398Z,,55,48,,,56.8,
2017-12-09T01:13:51.397Z,,55,48,,,56.9,
2017-12-09T01:14:01.398Z,,55,47.8,,,57,
2017-12-09T01:14:11.397Z,,55,47.8,,,57.2,
2017-12-09T01:14:21.397Z,,55,47.7,,,57.3,
2017-12-09T01:14:31.397Z,,55,47.6,,,,
2017-12-09T01:14:41.398Z,,55,47.6,,,57.4,
2017-12-09T01:14:51.399Z,,55,47.6,,,57.5,
2017-12-09T01:15:01.397Z,,55,47.5,,,,
2017-12-09T01:15:11.398Z,,55,47.5,,,57.6,
2017-12-09T01:15:22.388Z,,55,47.4,,,57.7,
2017-12-09T01:15:31.397Z,,55,47.4,,,,
2017-12-09T01:15:51.404Z,,55,47.3,,,57.8,
2017-12-09T01:16:01.398Z,,55,47.2,,,,
2017-12-09T01:16:11.397Z,,55,47,,,58,
2017-12-09T01:16:21.399Z,,55,47,,,,
2017-12-09T01:16:31.402Z,,55,47,,,,
2017-12-09T01:16:41.401Z,,55,46.9,,,58.1,
2017-12-09T01:16:51.404Z,,55,46.8,,,,
2017-12-09T01:17:01.397Z,,55,46.8,,,,
2017-12-09T01:17:11.397Z,,55,46.7,,,58.2,
2017-12-09T01:17:21.397Z,,55,46.7,,,,
2017-12-09T01:17:31.398Z,,55,46.6,,,,
2017-12-09T01:17:41.398Z,,55,46.6,,,,
2017-12-09T01:17:51.400Z,,55,46.5,,,,
2017-12-09T01:18:01.398Z,,55,46.5,,,,
2017-12-09T01:18:12.482Z,,55,46.4,,,58.3,
2017-12-09T01:18:21.397Z,,55,46.4,,,,
2017-12-09T01:18:31.398Z,,55,46.2,,,,
2017-12-09T01:18:41.397Z,,55,46.2,,,,
