Time,PrimT,HwTSet,HwActive,PrimTSet,ActPow,HwTOutlet,ChActive
2017-11-09T04:05:49.890Z,30.7,55,,,,17.9,
2017-11-09T04:05:59.890Z,,55,,,,17.9,
2017-11-09T04:06:09.983Z,,55,,,,17.9,
2017-11-09T04:06:19.890Z,,55,,,,17.9,
2017-11-09T04:06:29.890Z,,55,,,,17.9,
2017-11-09T04:06:39.897Z,,55,,,,17.9,
2017-11-09T04:06:49.891Z,,55,,,,17.9,
2017-11-09T04:06:59.891Z,,55,,,,17.9,
2017-11-09T04:07:09.980Z,,55,,,,17.9,
2017-11-09T04:07:19.891Z,,55,,,,17.9,
2017-11-09T04:07:29.894Z,,55,,,,17.9,
2017-11-09T04:07:39.891Z,,55,,,,17.9,
2017-11-09T04:07:49.915Z,,55,,,,17.9,
2017-11-09T04:08:00.899Z,,55,,,,17.9,
2017-11-09T04:08:09.997Z,30.6,55,,,,17.9,
2017-11-09T04:08:19.898Z,,55,,,,17.9,
2017-11-09T04:08:29.902Z,,55,,,,17.9,
2017-11-09T04:08:39.905Z,,55,,,,17.9,
2017-11-09T04:08:49.891Z,,55,,,,17.9,
2017-11-09T04:08:59.891Z,,55,,,,17.9,
2017-11-09T04:09:09.971Z,,55,,,,17.9,
2017-11-09T04:09:19.891Z,,55,,,,17.9,
2017-11-09T04:09:29.903Z,,55,,,,17.9,
2017-11-09T04:09:39.907Z,,55,,,,17.9,
2017-11-09T04:09:49.891Z,,55,,,,17.9,
2017-11-09T04:09:59.907Z,30.5,55,,,,17.9,
2017-11-09T04:10:09.984Z,30.6,55,,,,17.7,
2017-11-09T04:10:19.909Z,30.5,55,,,,17.9,
2017-11-09T04:10:29.905Z,,55,,,,17.7,
2017-11-09T04:10:39.913Z,,55,,,,17.9,
2017-11-09T04:10:54.931Z,,55,,,,17.9,
2017-11-09T04:10:59.910Z,,55,,,,17.7,
2017-11-09T04:11:09.995Z,,55,,,,17.7,
2017-11-09T04:11:19.915Z,,55,,,,17.7,
2017-11-09T04:11:29.917Z,,55,,,,17.7,
2017-11-09T04:11:39.893Z,,55,,,,17.7,
2017-11-09T04:11:49.891Z,,55,,,,17.7,
2017-11-09T04:11:59.891Z,,55,,,,17.7,
2017-11-09T04:12:09.976Z,,55,,,,17.7,
2017-11-09T04:12:19.933Z,30.4,55,,,,17.7,
2017-11-09T04:12:29.891Z,,55,,,,17.7,
2017-11-09T04:12:39.896Z,,55,,,,17.7,
2017-11-09T04:12:49.895Z,,55,,,,17.7,
2017-11-09T04:12:59.892Z,,55,,,,17.7,
2017-11-09T04:13:09.981Z,,55,,,,17.7,
2017-11-09T04:13:19.892Z,,55,,,,17.7,
2017-11-09T04:13:29.892Z,,55,,,,17.7,
2017-11-09T04:13:40.894Z,,55,,,,17.7,
2017-11-09T04:13:49.891Z,,55,,,,17.7,
2017-11-09T04:13:59.892Z,,55,,,,17.7,
2017-11-09T04:14:09.981Z,,55,,,,17.7,
2017-11-09T04:14:19.892Z,,55,,,,17.7,
2017-11-09T04:14:29.893Z,,55,,,,17.7,
2017-11-09T04:14:39.892Z,30.2,55,,,,17.7,
2017-11-09T04:14:49.892Z,,55,,,,17.7,
2017-11-09T04:14:59.892Z,,55,,,,17.7,
2017-11-09T04:15:10.022Z,,,0,75,,,2
2017-11-09T04:15:19.892Z,,55,,,,17.7,
2017-11-09T04:15:29.896Z,,55,0,5,,17.7,0
2017-11-09T04:15:39.892Z,,55,,,,17.7,
2017-11-09T04:15:49.892Z,,55,,,,17.7,
2017-11-09T04:15:59.892Z,,55,0,75,,17.7,2
2017-11-09T04:16:09.972Z,,55,,,,17.7,
2017-11-09T04:16:19.893Z,,55,,,,17.7,
2017-11-09T04:16:30.924Z,,55,,,,17.7,
2017-11-09T04:16:39.893Z,,55,,,,17.7,
2017-11-09T04:16:49.897Z,30.1,55,,,,17.7,
2017-11-09T04:16:59.892Z,,55,,,,17.7,
2017-11-09T04:17:09.977Z,,55,,,,17.7,
2017-11-09T04:17:19.893Z,,55,,,,17.7,
2017-11-09T04:17:29.892Z,,55,,,,17.7,
2017-11-09T04:17:39.893Z,,55,,,,17.7,
2017-11-09T04:17:49.895Z,,55,,,,17.7,
2017-11-09T04:17:59.892Z,,55,,,,17.7,
2017-11-09T04:18:09.984Z,,55,,,,17.5,
2017-11-09T04:18:19.892Z,,55,,,,17.5,
2017-11-09T04:18:29.892Z,,55,0,5,,17.5,0
2017-11-09T04:18:39.894Z,,55,,,,17.5,
2017-11-09T04:18:49.892Z,,55,,,,17.7,
2017-11-09T04:19:09.985Z,30,55,,,,17.7,
2017-11-09T04:19:19.898Z,,55,,,,17.5,
2017-11-09T04:19:39.893Z,,55,,,,17.5,
2017-11-09T04:19:49.893Z,,55,,,,17.5,
2017-11-09T04:20:09.973Z,,55,,,,17.5,
2017-11-09T04:20:19.895Z,,55,,,,17.5,
2017-11-09T04:20:39.893Z,,55,,,,17.5,
2017-11-09T04:20:49.893Z,,55,,,,17.5,
2017-11-09T04:21:09.973Z,,55,,,,17.5,
2017-11-09T04:21:19.893Z,29.9,,,,,,
2017-11-09T04:21:29.893Z,30,55,,,,17.5,
2017-11-09T04:21:39.896Z,29.9,,,,,,
2017-11-09T04:21:49.895Z,,55,,,,17.5,
2017-11-09T04:21:59.893Z,,55,,,,17.5,
2017-11-09T04:22:19.893Z,,55,,,,17.5,
2017-11-09T04:22:29.893Z,,55,,,,17.5,
2017-11-09T04:22:39.894Z,,55,,,,17.5,
2017-11-09T04:22:49.893Z,,55,,,,17.5,
2017-11-09T04:22:59.896Z,,55,,,,17.5,
2017-11-09T04:23:09.993Z,,55,,,,17.5,
2017-11-09T04:23:19.893Z,,55,,,,17.5,
2017-11-09T04:23:39.893Z,29.7,55,,,,17.5,
2017-11-09T04:23:49.896Z,,55,,,,17.5,
2017-11-09T04:24:09.973Z,,55,,,,17.5,
2017-11-09T04:24:19.900Z,,55,,,,17.5,
2017-11-09T04:24:39.897Z,,55,,,,17.5,
2017-11-09T04:24:49.894Z,30,55,0,75,79,17.5,2
2017-11-09T04:24:59.895Z,35.4,,,,79,,
2017-11-09T04:25:09.995Z,37.4,55,,,33,17.5,
2017-11-09T04:25:19.896Z,35.3,,,,29,,
2017-11-09T04:25:29.896Z,32.2,55,0,5,0,17.5,0
2017-11-09T04:25:39.895Z,28.6,55,0,75,,17.5,2
2017-11-09T04:25:49.893Z,26.4,55,0,5,,17.5,0
2017-11-09T04:25:59.901Z,24.4,55,0,75,,17.5,2
2017-11-09T04:26:09.973Z,23.4,55,,,,17.5,
2017-11-09T04:26:19.895Z,,55,,,,17.5,
2017-11-09T04:26:30.890Z,23.7,55,,,,17.5,
2017-11-09T04:26:39.895Z,,55,,,,17.5,
2017-11-09T04:26:49.896Z,23.5,55,,,,17.5,
2017-11-09T04:26:59.896Z,23.2,55,,,,17.5,
2017-11-09T04:27:09.983Z,22.8,55,,,,17.5,
2017-11-09T04:27:19.898Z,22.7,55,,,,17.5,
2017-11-09T04:27:29.899Z,22.5,,,,,,
2017-11-09T04:27:39.894Z,,55,,,,17.5,
2017-11-09T04:27:49.895Z,,55,,,,17.5,
2017-11-09T04:27:59.894Z,22.4,,,,,,
2017-11-09T04:28:09.985Z,22.3,55,,,,17.5,
2017-11-09T04:28:19.895Z,,55,,,,17.5,
2017-11-09T04:28:39.896Z,22.1,55,,,,17.5,
2017-11-09T04:28:59.896Z,22.3,55,,,,17.5,
2017-11-09T04:29:09.974Z,,55,,,,17.5,
2017-11-09T04:29:24.917Z,22.4,55,,,,17.5,
2017-11-09T04:29:29.898Z,22.5,55,,,,17.5,
2017-11-09T04:29:39.897Z,,55,,,,17.5,
2017-11-09T04:29:49.894Z,22.7,55,,,,17.5,
2017-11-09T04:29:59.896Z,,55,,,,17.5,
2017-11-09T04:30:09.975Z,22.8,55,,,,17.5,
2017-11-09T04:30:19.897Z,,55,,,,17.5,
2017-11-09T04:30:29.896Z,23,,,,,,
2017-11-09T04:30:39.897Z,,55,,,,17.5,
2017-11-09T04:30:49.896Z,,55,,,,17.5,
2017-11-09T04:30:59.895Z,23.1,,,,,,
2017-11-09T04:31:09.984Z,,55,,,,17.5,
2017-11-09T04:31:19.896Z,,55,,,,17.5,
2017-11-09T04:31:29.899Z,23.2,55,,,,17.5,
2017-11-09T04:31:39.894Z,,55,,,,17.5,
2017-11-09T04:31:49.897Z,,55,,,,17.5,
2017-11-09T04:32:14.994Z,23.4,55,,,,17.5,
2017-11-09T04:32:19.900Z,,55,,,,17.5,
2017-11-09T04:32:39.899Z,,55,,,,17.5,
2017-11-09T04:32:49.899Z,,55,,,,17.5,
2017-11-09T04:32:59.894Z,23.5,,,,,,
2017-11-09T04:33:09.984Z,,55,,,,17.5,
2017-11-09T04:33:19.895Z,,55,,,,17.5,
2017-11-09T04:33:39.916Z,,55,,,,17.5,
2017-11-09T04:33:49.896Z,23.7,55,,,,17.5,
2017-11-09T04:34:09.984Z,,55,,,,17.5,
2017-11-09T04:34:19.899Z,,55,,,,17.5,
2017-11-09T04:34:39.894Z,,55,,,,17.5,
2017-11-09T04:34:49.900Z,,55,,,,17.7,
2017-11-09T04:34:59.895Z,23.8,,,,,,
2017-11-09T04:35:09.975Z,,55,,,,17.5,
2017-11-09T04:35:19.895Z,,55,,,,17.5,
2017-11-09T04:35:39.897Z,,55,,,,17.5,
2017-11-09T04:35:49.900Z,,55,,,,17.7,
2017-11-09T04:36:11.020Z,,55,,,,17.7,
2017-11-09T04:36:19.897Z,,55,,,,17.7,
2017-11-09T04:36:39.895Z,,55,,,,17.7,
2017-11-09T04:36:49.895Z,,55,,,,17.7,
2017-11-09T04:37:09.985Z,,55,,,,17.7,
2017-11-09T04:37:19.896Z,23.9,55,,,,17.7,
2017-11-09T04:37:39.902Z,,55,,,,17.7,
2017-11-09T04:37:49.895Z,,55,,,,17.7,
2017-11-09T04:38:09.977Z,,55,,,,17.7,
2017-11-09T04:38:19.895Z,,55,,,,17.7,
2017-11-09T04:38:39.900Z,,55,,,,17.7,
2017-11-09T04:38:49.895Z,,55,,,,17.7,
2017-11-09T04:39:09.975Z,24.2,55,0,,79,17.7,2
2017-11-09T04:39:20.889Z,31.9,55,,,75,17.7,
2017-11-09T04:39:29.895Z,37.5,55,,,33,17.7,
2017-11-09T04:39:39.898Z,35.7,55,,,29,17.7,
2017-11-09T04:39:49.896Z,33,55,,,,17.7,
2017-11-09T04:39:59.895Z,30.9,55,,,,17.7,
2017-11-09T04:40:09.977Z,29.7,55,,,,17.7,
2017-11-09T04:40:19.895Z,29.2,55,,,,17.7,
2017-11-09T04:40:29.896Z,29.8,55,,,,17.7,
2017-11-09T04:40:39.896Z,30.3,,,,,,
2017-11-09T04:40:49.896Z,30.9,55,,,,17.7,
2017-11-09T04:40:59.900Z,31.2,,,,,,
2017-11-09T04:41:10.003Z,,55,,,,17.7,
2017-11-09T04:41:19.896Z,31.3,55,,,,17.7,
2017-11-09T04:41:29.895Z,31.8,,,,,,
2017-11-09T04:41:39.895Z,32.2,55,,,,17.7,
2017-11-09T04:41:49.898Z,32.4,55,,,,17.7,
2017-11-09T04:41:59.895Z,,55,,,,17.7,
2017-11-09T04:42:10.978Z,32.8,,,,,,
2017-11-09T04:42:19.895Z,33,55,,,,17.7,
2017-11-09T04:42:29.898Z,33.3,55,,,,17.7,
2017-11-09T04:42:39.901Z,,55,,,,17.7,
2017-11-09T04:42:49.896Z,33.6,,,,,,
2017-11-09T04:42:59.895Z,,55,,,,17.9,
2017-11-09T04:43:09.986Z,34,,,,,,
2017-11-09T04:43:19.898Z,34.3,55,,,,17.9,
2017-11-09T04:43:29.896Z,34.4,55,,,,17.9,
2017-11-09T04:43:39.896Z,,55,,,,17.9,
2017-11-09T04:43:49.896Z,34.9,,,,,,
2017-11-09T04:43:59.896Z,35.1,55,,,,18.1,
2017-11-09T04:44:09.986Z,,55,,,,18.1,
2017-11-09T04:44:20.953Z,35.3,55,,,,18.2,
2017-11-09T04:44:29.906Z,35.7,,,,,,
2017-11-09T04:44:39.896Z,,55,,,,18.4,
2017-11-09T04:44:49.896Z,36,55,,,,18.4,
2017-11-09T04:45:00.887Z,36.5,,,,,,
2017-11-09T04:45:09.989Z,,55,,,,18.6,
2017-11-09T04:45:19.907Z,36.9,55,,,,18.8,
2017-11-09T04:45:29.896Z,37,,,,,,
2017-11-09T04:45:39.896Z,37.3,55,,,,18.9,
2017-11-09T04:45:49.896Z,,55,,,,19.1,
2017-11-09T04:45:59.896Z,37.7,,,,,,
2017-11-09T04:46:09.986Z,38,55,,,,19.3,
2017-11-09T04:46:19.896Z,38.2,55,,,,19.3,
2017-11-09T04:46:29.896Z,,55,,,,19.6,
2017-11-09T04:46:39.898Z,38.4,55,,,,19.8,
2017-11-09T04:46:49.896Z,38.7,,,,,,
2017-11-09T04:46:59.896Z,39,55,,,,20,
2017-11-09T04:47:09.978Z,,55,,,,20.1,
2017-11-09T04:47:19.899Z,39.2,55,,,,20.3,
2017-11-09T04:47:29.896Z,38.7,,0,,0,,2
2017-11-09T04:47:39.896Z,37,55,,,,20.4,
2017-11-09T04:47:50.960Z,35.5,55,,,,20.6,
2017-11-09T04:47:59.896Z,34.8,55,,,,20.7,
2017-11-09T04:48:09.986Z,,55,,,,20.8,
2017-11-09T04:48:19.896Z,34.9,55,,,,21,
2017-11-09T04:48:29.897Z,35.3,55,,,,21.1,
2017-11-09T04:48:39.901Z,,55,,,,21.4,
2017-11-09T04:48:49.896Z,34.9,,,,,,
2017-11-09T04:48:59.896Z,34.4,,,,,,
2017-11-09T04:49:09.987Z,,55,,,,21.8,
2017-11-09T04:49:19.897Z,34.3,,,,,,
2017-11-09T04:49:29.897Z,34.1,55,,,,22,
2017-11-09T04:49:39.916Z,,55,,,,22.1,
2017-11-09T04:49:49.897Z,,55,,,,22.3,
2017-11-09T04:49:59.902Z,33.7,,,,,,
2017-11-09T04:50:09.988Z,,55,,,,22.4,
2017-11-09T04:50:19.898Z,33.6,55,,,,22.5,
2017-11-09T04:50:29.897Z,33.6,,,,,,
2017-11-09T04:50:45.061Z,,55,,,,22.7,
2017-11-09T04:50:49.898Z,33.7,,,,,,
2017-11-09T04:50:59.902Z,34.1,55,,,,22.7,
2017-11-09T04:51:09.977Z,,55,,,,22.8,
2017-11-09T04:51:19.897Z,34.2,55,,,,23,
2017-11-09T04:51:29.897Z,34.3,,,,,,
2017-11-09T04:51:39.898Z,34.6,55,,,,23,
2017-11-09T04:51:49.898Z,,55,,,,23.1,
2017-11-09T04:52:09.997Z,34.7,55,,,,23.2,
2017-11-09T04:52:19.897Z,34.8,55,,,,23.2,
2017-11-09T04:52:29.903Z,34.9,,,,,,
2017-11-09T04:52:39.897Z,35.1,55,,,,23.2,
2017-11-09T04:52:49.897Z,,55,,,,23.4,
2017-11-09T04:52:59.897Z,35.2,,,,,,
2017-11-09T04:53:09.987Z,35.3,55,,,,23.4,
2017-11-09T04:53:19.901Z,,55,,,,23.4,
2017-11-09T04:53:29.897Z,,55,,,,23.5,
2017-11-09T04:53:39.898Z,35.4,,,,,,
2017-11-09T04:53:49.897Z,,55,,,,23.5,
2017-11-09T04:53:59.897Z,35.6,55,,,,23.7,
2017-11-09T04:54:19.897Z,,55,,,,23.7,
2017-11-09T04:54:29.912Z,35.7,55,,,,23.7,
2017-11-09T04:54:39.899Z,,55,,,,23.7,
2017-11-09T04:55:00.882Z,35.8,55,,,,23.7,
2017-11-09T04:55:09.978Z,,55,,,,23.8,
2017-11-09T04:55:19.898Z,,55,,,,23.8,
2017-11-09T04:55:29.898Z,35.9,55,,,,23.8,
2017-11-09T04:55:39.898Z,,55,,,,23.8,
2017-11-09T04:55:59.898Z,,55,,,,23.8,
2017-11-09T04:56:09.987Z,36,55,,,,23.8,
2017-11-09T04:56:19.908Z,36,55,,,,23.8,
2017-11-09T04:56:29.898Z,,55,,,,23.9,
2017-11-09T04:56:39.897Z,,55,,,,23.9,
2017-11-09T04:56:49.898Z,,55,,,,23.9,
2017-11-09T04:56:59.898Z,,55,,,,23.9,
2017-11-09T04:57:09.990Z,,55,,,,23.9,
2017-11-09T04:57:19.898Z,,55,,,,23.9,
2017-11-09T04:57:29.898Z,36.2,55,,,,23.9,
2017-11-09T04:57:39.898Z,,55,,,,23.9,
2017-11-09T04:57:59.898Z,,55,,,,23.9,
2017-11-09T04:58:09.988Z,,55,,,,24.1,
2017-11-09T04:58:29.899Z,,55,,,,23.9,
2017-11-09T04:58:39.898Z,,55,,,,24.1,
2017-11-09T04:58:49.900Z,,55,,,,24.1,
2017-11-09T04:58:59.899Z,,55,,,,24.1,
2017-11-09T04:59:09.993Z,,55,,,,24.1,
2017-11-09T04:59:19.899Z,,55,,,,24.1,
2017-11-09T04:59:29.899Z,,55,,,,24.1,
2017-11-09T04:59:39.916Z,,55,,,,24.1,
2017-11-09T04:59:49.900Z,,55,,,,24.1,
2017-11-09T04:59:59.899Z,,55,,,,24.1,
2017-11-09T05:00:09.978Z,,55,,,,24.1,
2017-11-09T05:00:19.900Z,,55,,,,24.1,
2017-11-09T05:00:29.899Z,,55,,,,24.1,
2017-11-09T05:00:40.890Z,,55,,,,24.1,
2017-11-09T05:00:59.899Z,,55,,,,24.1,
2017-11-09T05:01:09.978Z,,55,0,5,,24.1,0
2017-11-09T05:01:19.901Z,,55,,,,24.1,
2017-11-09T05:01:39.900Z,,55,,,,24.1,
2017-11-09T05:01:49.901Z,,55,0,75,,24.1,2
2017-11-09T05:01:59.900Z,,55,,,,24.1,
2017-11-09T05:02:09.978Z,,55,,,,24.1,
2017-11-09T05:02:19.902Z,,55,,,,24.1,
2017-11-09T05:02:29.902Z,,55,,,,24.1,
2017-11-09T05:02:39.901Z,,55,,,,24.1,
2017-11-09T05:02:59.901Z,,55,,,,24.1,
2017-11-09T05:03:09.991Z,,55,,,,24.1,
2017-11-09T05:03:19.901Z,36,55,,,,24.1,
2017-11-09T05:03:30.896Z,,55,,,,24.1,
2017-11-09T05:03:39.899Z,,55,0,5,,24.1,0
2017-11-09T05:03:49.935Z,,55,0,75,,24.1,2
2017-11-09T05:03:59.902Z,,55,,,,23.9,
2017-11-09T05:04:10.146Z,,55,,,,23.9,
2017-11-09T05:04:19.993Z,36,55,0,75,0,23.9,2
2017-11-09T05:04:30.025Z,,55,,,,23.9,
2017-11-09T05:04:39.976Z,,55,,,,23.9,
2017-11-09T05:04:49.998Z,,55,,,,23.9,
2017-11-09T05:04:59.902Z,,55,0,5,,23.9,0
2017-11-09T05:05:09.994Z,,55,,,,23.9,
2017-11-09T05:05:19.899Z,,55,,,,23.9,
2017-11-09T05:05:29.904Z,35.9,55,0,75,,23.9,2
2017-11-09T05:05:39.903Z,,55,,,,23.9,
2017-11-09T05:05:49.899Z,,55,,,,23.9,
2017-11-09T05:06:09.989Z,,55,,,,23.9,
2017-11-09T05:06:24.920Z,,55,,,,23.9,
2017-11-09T05:06:29.906Z,,55,,,,23.9,
2017-11-09T05:06:49.903Z,,55,,,,23.9,
2017-11-09T05:06:59.899Z,,55,,,,23.9,
2017-11-09T05:07:09.982Z,,55,,,,23.8,
2017-11-09T05:07:19.899Z,,55,,,,23.8,
2017-11-09T05:07:29.899Z,,55,,,,23.8,
2017-11-09T05:07:39.903Z,35.8,55,,,,23.8,
2017-11-09T05:07:49.916Z,36,,0,,80,,2
2017-11-09T05:07:59.900Z,42.2,55,,,79,23.8,
2017-11-09T05:08:09.990Z,46.1,55,,,41,23.8,
2017-11-09T05:08:19.904Z,43.5,55,,,29,23.8,
2017-11-09T05:08:29.904Z,39.7,55,,,,23.8,
2017-11-09T05:08:39.904Z,37.8,55,,,,23.8,
2017-11-09T05:08:49.899Z,35.9,55,,,,23.8,
2017-11-09T05:08:59.903Z,35.7,55,,,,23.8,
2017-11-09T05:09:16.531Z,36,55,,,,23.8,
2017-11-09T05:09:19.900Z,37,55,,,,23.8,
2017-11-09T05:09:29.900Z,37.5,55,0,,0,23.8,2
2017-11-09T05:09:39.902Z,35.9,55,,,,23.8,
2017-11-09T05:09:51.031Z,33.9,55,,,,23.8,
2017-11-09T05:09:59.902Z,32.9,55,,,,23.8,
2017-11-09T05:10:09.980Z,32.4,55,,,,23.8,
2017-11-09T05:10:19.900Z,32.2,55,,,,23.8,
2017-11-09T05:10:29.899Z,32.4,55,,,,23.8,
2017-11-09T05:10:40.893Z,32.6,55,,,,23.8,
2017-11-09T05:10:49.900Z,32.3,55,,,,23.8,
2017-11-09T05:10:59.899Z,31.9,55,,,,23.8,
2017-11-09T05:11:09.984Z,31.7,55,,,,23.8,
2017-11-09T05:11:19.907Z,31.5,55,,,,23.9,
2017-11-09T05:11:29.901Z,31.4,55,0,5,,23.9,0
2017-11-09T05:11:39.900Z,31.2,55,0,75,,23.9,2
2017-11-09T05:11:49.900Z,,55,,,,23.9,
2017-11-09T05:12:05.917Z,31.1,55,0,5,,23.9,0
2017-11-09T05:12:09.989Z,,55,0,75,,24.1,2
2017-11-09T05:12:19.900Z,30.9,55,,,,24.1,
2017-11-09T05:12:34.990Z,,55,0,5,,24.1,0
2017-11-09T05:12:39.912Z,31,55,,,,24.1,
2017-11-09T05:12:49.900Z,,55,,,,24.2,
2017-11-09T05:12:59.900Z,31.1,55,,,,24.2,
2017-11-09T05:13:09.980Z,31.2,55,,,,24.2,
2017-11-09T05:13:19.900Z,31.4,55,,,,24.2,
2017-11-09T05:13:29.900Z,31.5,55,0,75,,24.2,2
2017-11-09T05:13:39.900Z,31.6,55,,,,24.2,
2017-11-09T05:13:49.900Z,,55,,,,24.2,
2017-11-09T05:13:59.901Z,31.7,55,,,,24.4,
2017-11-09T05:14:09.992Z,31.9,55,,,,24.4,
2017-11-09T05:14:19.901Z,,55,,,,24.4,
2017-11-09T05:14:29.903Z,32,55,,,,24.4,
2017-11-09T05:14:39.904Z,,55,,,,24.4,
2017-11-09T05:14:49.919Z,32.1,55,,,,24.4,
2017-11-09T05:14:59.900Z,,55,,,,24.4,
2017-11-09T05:15:09.990Z,32.2,55,,,,24.4,
2017-11-09T05:15:19.934Z,,55,,,,24.4,
2017-11-09T05:15:29.907Z,32.3,55,,,,24.4,
2017-11-09T05:15:39.902Z,,55,,,,24.4,
2017-11-09T05:15:49.900Z,,55,,,,24.4,
2017-11-09T05:15:59.900Z,32.5,55,,,,24.4,
2017-11-09T05:16:09.981Z,,55,,,,24.4,
2017-11-09T05:16:19.905Z,,55,,,,24.4,
2017-11-09T05:16:29.900Z,32.6,55,,,,24.4,
2017-11-09T05:16:39.901Z,,55,,,,24.4,
2017-11-09T05:16:49.902Z,,55,,,,24.4,
2017-11-09T05:16:59.900Z,,55,,,,24.4,
2017-11-09T05:17:09.998Z,32.7,55,,,,24.4,
2017-11-09T05:17:19.905Z,,55,,,,24.4,
2017-11-09T05:17:29.901Z,,55,,,,24.4,
2017-11-09T05:17:39.995Z,,55,,,,24.4,
2017-11-09T05:17:49.901Z,32.8,55,,,,24.4,
2017-11-09T05:17:59.906Z,,55,,,,24.4,
2017-11-09T05:18:09.986Z,,55,,,,24.4,
2017-11-09T05:18:19.905Z,,55,,,,24.4,
2017-11-09T05:18:29.901Z,,55,,,,24.4,
2017-11-09T05:18:39.901Z,32.8,55,,,,24.2,
2017-11-09T05:18:49.901Z,,55,,,,24.2,
2017-11-09T05:18:59.905Z,33,55,,,,24.2,
2017-11-09T05:19:10.985Z,,55,,,,24.2,
2017-11-09T05:19:19.902Z,,55,,,,24.2,
2017-11-09T05:19:29.903Z,,55,,,,24.2,
2017-11-09T05:19:39.901Z,,55,,,,24.2,
2017-11-09T05:19:49.906Z,,55,,,,24.2,
2017-11-09T05:19:59.905Z,,55,,,,24.2,
2017-11-09T05:20:09.991Z,,55,,,,24.2,
2017-11-09T05:20:19.902Z,,55,,,,24.2,
2017-11-09T05:20:29.934Z,,55,,,,24.2,
2017-11-09T05:20:39.903Z,,55,,,,24.2,
2017-11-09T05:20:49.913Z,,55,,,,24.2,
2017-11-09T05:20:59.920Z,,55,,,,24.2,
2017-11-09T05:21:09.991Z,33.1,55,,,,24.2,
2017-11-09T05:21:19.904Z,,55,,,,24.1,
2017-11-09T05:21:29.944Z,,55,,,,24.1,
2017-11-09T05:21:39.914Z,,55,,,,24.1,
2017-11-09T05:21:49.902Z,,55,,,,24.1,
2017-11-09T05:22:04.925Z,,55,,,,24.1,
2017-11-09T05:22:09.992Z,,55,,,,24.1,
2017-11-09T05:22:19.902Z,,55,,,,24.1,
2017-11-09T05:22:29.938Z,,55,,,,24.1,
2017-11-09T05:22:39.901Z,,55,,,,24.1,
2017-11-09T05:22:49.902Z,,55,,,,24.1,
2017-11-09T05:22:59.914Z,,55,,,,23.9,
2017-11-09T05:23:09.983Z,,55,,,,23.9,
2017-11-09T05:23:19.902Z,,55,,,,23.9,
2017-11-09T05:23:29.901Z,,55,,,,23.9,
2017-11-09T05:23:39.905Z,,55,,,,23.9,
2017-11-09T05:23:49.902Z,33,55,,,,23.9,
2017-11-09T05:23:59.902Z,33.1,55,0,,79,23.9,2
2017-11-09T05:24:09.999Z,40.1,55,,,75,23.9,
2017-11-09T05:24:19.922Z,44.2,55,,,41,23.9,
2017-11-09T05:24:29.902Z,42.7,55,,,29,23.9,
2017-11-09T05:24:39.905Z,39.8,55,,,,23.8,
2017-11-09T05:24:54.932Z,36.7,55,,,,23.8,
2017-11-09T05:24:59.906Z,35.9,55,,,,23.8,
2017-11-09T05:25:09.982Z,34.9,55,,,,23.8,
2017-11-09T05:25:19.902Z,35.1,55,,,,23.8,
2017-11-09T05:25:29.901Z,36,55,,,,23.8,
2017-11-09T05:25:39.903Z,36.5,,,,,,
2017-11-09T05:25:49.902Z,36.8,55,,,,23.8,
2017-11-09T05:25:59.906Z,36.9,55,,,,23.8,
2017-11-09T05:26:09.992Z,37,55,,,,23.8,
2017-11-09T05:26:19.905Z,37.2,55,,,,23.8,
2017-11-09T05:26:29.902Z,37.6,55,0,,0,23.8,2
2017-11-09T05:26:39.902Z,35.9,55,,,,23.8,
2017-11-09T05:26:49.902Z,33.8,55,,,,23.8,
2017-11-09T05:26:59.908Z,32.9,55,,,,23.8,
2017-11-09T05:27:10.066Z,32.8,55,,,,23.8,
2017-11-09T05:27:19.907Z,32.7,55,,,,23.9,
2017-11-09T05:27:29.904Z,32.9,55,,,,23.9,
2017-11-09T05:27:44.923Z,32.8,55,,,,23.9,
2017-11-09T05:27:49.903Z,,55,,,,23.9,
2017-11-09T05:27:59.906Z,32.5,55,,,,24.1,
2017-11-09T05:28:09.993Z,32.2,55,,,,24.1,
2017-11-09T05:28:19.902Z,32,55,,,,24.2,
2017-11-09T05:28:29.902Z,31.9,55,,,,24.2,
2017-11-09T05:28:39.905Z,,55,,,,24.2,
2017-11-09T05:28:49.902Z,,55,,,,24.4,
2017-11-09T05:28:59.902Z,31.7,55,,,,24.4,
2017-11-09T05:29:11.281Z,31.6,55,,,,24.5,
2017-11-09T05:29:19.903Z,31.5,55,,,,24.5,
2017-11-09T05:29:29.902Z,31.4,55,,,,24.5,
2017-11-09T05:29:39.902Z,,55,,,,24.5,
2017-11-09T05:29:49.904Z,31.6,55,,,,24.6,
2017-11-09T05:29:59.903Z,31.7,55,,,,24.6,
2017-11-09T05:30:09.982Z,32,55,,,,24.6,
2017-11-09T05:30:19.903Z,,55,,,,24.6,
2017-11-09T05:30:29.903Z,32.1,55,,,,24.6,
2017-11-09T05:30:39.902Z,32.2,55,,,,24.8,
2017-11-09T05:30:49.902Z,32.3,55,,,,24.8,
2017-11-09T05:30:59.908Z,,55,,,,24.8,
2017-11-09T05:31:09.993Z,32.5,55,,,,24.8,
2017-11-09T05:31:19.902Z,32.6,55,,,,24.8,
2017-11-09T05:31:29.903Z,,55,,,,24.8,
