Time,PrimTSet,ActPow,HwActive,ChActive,HwTOutlet,HwTSet,PrimT
2017-12-22T01:13:44.852Z,,,,,13.3,55,
2017-12-22T01:13:53.856Z,,,,,13.3,55,
2017-12-22T01:14:03.943Z,,,,,13.3,55,
2017-12-22T01:14:13.853Z,,,,,13.3,55,
2017-12-22T01:14:23.853Z,,,,,13.3,55,
2017-12-22T01:14:33.853Z,,,,,13.3,55,
2017-12-22T01:14:43.997Z,,,,,13.3,55,
2017-12-22T01:14:53.853Z,,,,,13.3,55,
2017-12-22T01:15:03.933Z,,,,,13.3,55,
2017-12-22T01:15:13.854Z,,,,,13.3,55,
2017-12-22T01:15:24.018Z,,,,,13.3,55,
2017-12-22T01:15:33.853Z,,,,,13.3,55,
2017-12-22T01:15:43.853Z,,,,,13.3,55,
2017-12-22T01:15:53.853Z,,,,,13.3,55,
2017-12-22T01:16:03.944Z,,,,,13.3,55,
2017-12-22T01:16:13.854Z,,,,,13.3,55,
2017-12-22T01:16:23.855Z,,,,,13.3,55,
2017-12-22T01:16:34.846Z,,,,,13.3,55,
2017-12-22T01:16:43.853Z,,,,,13.3,55,
2017-12-22T01:16:53.853Z,,,,,13.3,55,
2017-12-22T01:17:03.934Z,,,,,13.3,55,
2017-12-22T01:17:13.854Z,,,,,13.3,55,
2017-12-22T01:17:23.853Z,,,,,13.3,55,
2017-12-22T01:17:33.854Z,,,,,13.3,55,
2017-12-22T01:17:43.854Z,,,,,13.3,55,
2017-12-22T01:17:53.853Z,,,,,13.3,55,
2017-12-22T01:18:03.944Z,,,,,13.3,55,
2017-12-22T01:18:13.854Z,,,,,13.3,55,
2017-12-22T01:18:23.853Z,,,,,13.3,55,
2017-12-22T01:18:33.854Z,,,,,13.3,55,
2017-12-22T01:18:43.856Z,,,,,13.3,55,
2017-12-22T01:18:53.854Z,,,,,13.3,55,
2017-12-22T01:19:03.944Z,,,,,13.3,55,
2017-12-22T01:19:13.854Z,,,,,13.3,55,
2017-12-22T01:19:28.874Z,,,,,13.3,55,
2017-12-22T01:19:33.855Z,,,,,13.3,55,
2017-12-22T01:19:43.854Z,,,,,13.3,55,
2017-12-22T01:19:53.854Z,,,,,13.3,55,
2017-12-22T01:20:03.945Z,,,,,13.3,55,13.2
2017-12-22T01:20:13.861Z,,,,,13.3,55,13.3
2017-12-22T01:20:23.855Z,,,,,13.3,55,
2017-12-22T01:20:33.854Z,,,,,13.3,55,
2017-12-22T01:20:43.854Z,,,,,13.3,55,
2017-12-22T01:20:53.857Z,,,,,13.3,55,13.2
2017-12-22T01:21:03.935Z,,,,,13.3,55,13.3
2017-12-22T01:21:13.854Z,,,,,13.3,55,
2017-12-22T01:21:23.854Z,,,,,13.3,55,
2017-12-22T01:21:33.854Z,,,,,13.3,55,
2017-12-22T01:21:43.856Z,,,,,13.3,55,
2017-12-22T01:21:53.854Z,,,,,13.3,55,
2017-12-22T01:22:03.935Z,,,,,13.3,55,
2017-12-22T01:22:14.855Z,,,,,13.3,55,
