Time,PrimT,PrimTSet,HwTSet,HwTOutlet,HwActive,ChActive,ActPow
2018-02-11T03:11:44.848Z,,,55,62.8,,,
2018-02-11T03:11:54.847Z,,,55,62.8,,,
2018-02-11T03:12:05.104Z,,,55,62.8,,,
2018-02-11T03:12:14.847Z,,,55,62.8,,,
2018-02-11T03:12:24.847Z,,,55,62.8,,,
2018-02-11T03:12:34.847Z,,,55,62.8,,,
2018-02-11T03:12:44.851Z,,,55,62.8,,,
2018-02-11T03:12:54.847Z,,,55,62.8,,,
2018-02-11T03:13:04.847Z,,,55,62.8,,,
2018-02-11T03:13:14.847Z,,,55,62.8,,,
2018-02-11T03:13:24.847Z,,,55,62.8,,,
2018-02-11T03:13:34.848Z,,,55,62.8,,,
2018-02-11T03:13:44.849Z,,,55,62.8,,,
2018-02-11T03:13:54.847Z,,,55,62.8,,,
2018-02-11T03:14:04.849Z,,,55,62.8,,,
2018-02-11T03:14:14.848Z,,,55,62.9,,,
2018-02-11T03:14:25.846Z,,,55,62.8,,,
2018-02-11T03:14:34.847Z,,,55,62.9,,,
2018-02-11T03:14:44.847Z,,,55,62.9,,,
2018-02-11T03:14:55.900Z,,,55,62.9,,,
2018-02-11T03:15:04.848Z,,,55,62.9,,,
2018-02-11T03:15:14.848Z,,,55,62.9,,,
2018-02-11T03:15:24.848Z,,,55,62.9,,,
2018-02-11T03:15:34.849Z,,,55,62.9,,,
2018-02-11T03:15:44.848Z,,,55,62.9,,,
2018-02-11T03:15:54.850Z,,,55,62.9,,,
2018-02-11T03:16:04.849Z,,,55,62.9,,,
2018-02-11T03:16:14.850Z,,,55,62.9,,,
2018-02-11T03:16:24.849Z,,,55,62.9,,,
2018-02-11T03:16:34.848Z,,,55,62.9,,,
2018-02-11T03:16:44.849Z,,,55,62.9,,,
2018-02-11T03:16:54.848Z,,,55,62.9,,,
2018-02-11T03:17:04.849Z,,,55,62.9,,,
2018-02-11T03:17:14.849Z,,,55,62.9,,,
2018-02-11T03:17:24.848Z,,,55,62.9,,,
2018-02-11T03:17:34.848Z,,,55,62.9,,,
2018-02-11T03:17:45.842Z,,,55,62.9,,,
2018-02-11T03:17:54.848Z,,,55,62.9,,,
2018-02-11T03:18:04.849Z,,,55,62.9,,,
2018-02-11T03:18:14.849Z,,,55,62.9,,,
2018-02-11T03:18:24.848Z,,,55,62.9,,,
2018-02-11T03:18:34.848Z,,,55,63,,,
2018-02-11T03:18:44.848Z,,,55,62.9,,,
2018-02-11T03:18:54.848Z,,,55,63,,,
2018-02-11T03:19:04.849Z,,,55,63,,,
2018-02-11T03:19:14.848Z,,,55,63,,,
2018-02-11T03:19:24.849Z,,,55,63,,,
2018-02-11T03:19:34.848Z,,,55,63,,,
2018-02-11T03:19:44.850Z,,,55,63,,,
2018-02-11T03:19:54.848Z,,,55,63,,,
2018-02-11T03:20:04.850Z,,,55,63,,,
2018-02-11T03:20:14.849Z,,,55,63,,,
2018-02-11T03:20:24.850Z,,,55,63,,,
2018-02-11T03:20:34.849Z,,,55,63,,,
2018-02-11T03:20:44.854Z,,,55,63,,,
2018-02-11T03:20:54.848Z,,,55,63,,,
2018-02-11T03:21:04.851Z,,,55,63,,,
2018-02-11T03:21:14.867Z,,,55,63,,,
2018-02-11T03:21:24.849Z,,,55,63,,,
2018-02-11T03:21:34.849Z,,,55,63,,,
2018-02-11T03:21:44.850Z,,,55,63,,,
2018-02-11T03:21:54.849Z,,,55,63,,,
2018-02-11T03:22:04.850Z,,,55,63,,,
2018-02-11T03:22:14.849Z,,,55,63,,,
2018-02-11T03:22:24.850Z,,,55,63,,,
2018-02-11T03:22:34.848Z,,,55,63,,,
2018-02-11T03:22:44.850Z,,,55,63,,,
2018-02-11T03:22:54.850Z,,,55,63,,,
2018-02-11T03:23:04.849Z,,,55,63,,,
2018-02-11T03:23:14.849Z,,,55,63,,,
2018-02-11T03:23:25.840Z,,,55,63,,,
2018-02-11T03:23:34.849Z,,,55,63,,,
2018-02-11T03:23:44.850Z,,,55,63,,,
2018-02-11T03:23:54.850Z,75.1,,55,63,,,
2018-02-11T03:24:04.849Z,75,,55,63,,,
2018-02-11T03:24:14.852Z,,,55,63,,,
2018-02-11T03:24:24.849Z,,,55,63,,,
2018-02-11T03:24:34.849Z,,,55,63,,,
2018-02-11T03:24:44.850Z,,,55,63,,,
2018-02-11T03:24:54.849Z,,,55,63,,,
2018-02-11T03:25:05.900Z,,,55,63,,,
2018-02-11T03:25:14.849Z,,,55,63.1,,,
2018-02-11T03:25:24.849Z,,,55,63.1,,,
2018-02-11T03:25:34.851Z,,,55,63.1,,,
2018-02-11T03:25:44.849Z,,,55,63.1,,,
2018-02-11T03:25:54.849Z,,,55,63.1,,,
2018-02-11T03:26:04.852Z,,,55,63.1,,,
2018-02-11T03:26:19.871Z,,,55,63.1,,,
2018-02-11T03:26:24.849Z,,,55,63.1,,,
2018-02-11T03:26:34.849Z,,,55,63.1,,,
2018-02-11T03:26:44.851Z,,,55,63.1,,,
2018-02-11T03:26:54.850Z,75.1,,55,63.1,,,
2018-02-11T03:27:04.850Z,75,,55,63.1,,,
2018-02-11T03:27:14.850Z,,,55,63.1,,,
2018-02-11T03:27:24.849Z,,,55,63.1,,,
2018-02-11T03:27:34.850Z,,,55,63.1,,,
2018-02-11T03:27:44.851Z,,,55,63.1,,,
2018-02-11T03:27:54.850Z,,,55,63.1,,,
2018-02-11T03:28:04.850Z,,,55,63.1,,,
2018-02-11T03:28:14.850Z,,,55,63.1,,,
2018-02-11T03:28:24.849Z,,,55,63.1,,,
2018-02-11T03:28:34.850Z,,,55,63.1,,,
2018-02-11T03:28:44.850Z,,,55,63.1,,,
2018-02-11T03:28:54.850Z,,,55,63.1,,,
2018-02-11T03:29:09.948Z,,,55,63.1,,,
2018-02-11T03:29:14.849Z,,,55,63.1,,,
2018-02-11T03:29:24.850Z,,,55,63.1,,,
2018-02-11T03:29:34.849Z,,,55,63.1,,,
2018-02-11T03:29:44.851Z,,,55,63.1,,,
2018-02-11T03:29:54.850Z,,,55,63.1,,,
2018-02-11T03:30:04.851Z,,,55,63.1,,,
2018-02-11T03:30:14.855Z,,,55,63.1,,,
2018-02-11T03:30:24.850Z,,,55,63.1,,,
2018-02-11T03:30:35.738Z,,,55,63.1,,,
2018-02-11T03:30:44.851Z,,,55,63.1,,,
2018-02-11T03:30:54.850Z,,,55,63.1,,,
2018-02-11T03:31:04.850Z,,,55,63.1,,,
2018-02-11T03:31:14.852Z,,,55,63.1,,,
2018-02-11T03:31:24.850Z,,,55,63.1,,,
2018-02-11T03:31:34.850Z,,,55,63.1,,,
2018-02-11T03:31:44.851Z,,,55,63.1,,,
2018-02-11T03:31:54.850Z,,,55,63.1,,,
2018-02-11T03:32:04.850Z,,,55,63.1,,,
2018-02-11T03:32:14.851Z,,,55,63.1,,,
2018-02-11T03:32:24.851Z,,,55,63.1,,,
2018-02-11T03:32:34.851Z,,,55,63.1,,,
2018-02-11T03:32:44.851Z,,,55,63.1,,,
2018-02-11T03:32:54.850Z,,,55,63.1,,,
2018-02-11T03:33:04.851Z,,,55,63.1,,,
2018-02-11T03:33:14.850Z,,,55,63.1,,,
2018-02-11T03:33:25.846Z,,,55,63.1,,,
2018-02-11T03:33:34.850Z,,,55,63.1,,,
2018-02-11T03:33:44.851Z,,,55,63.1,,,
2018-02-11T03:33:54.850Z,,,55,63.3,,,
2018-02-11T03:34:04.850Z,,,55,63.1,,,
2018-02-11T03:34:14.850Z,,,55,63.1,,,
2018-02-11T03:34:24.851Z,,,55,63.3,,,
2018-02-11T03:34:34.850Z,,,55,63.1,,,
2018-02-11T03:34:44.850Z,,,55,63.3,,,
2018-02-11T03:34:54.851Z,,,55,63.1,,,
2018-02-11T03:35:04.851Z,,,55,63.1,,,
2018-02-11T03:35:14.851Z,,,55,63.1,,,
2018-02-11T03:35:24.850Z,,,55,63.1,,,
2018-02-11T03:35:34.850Z,75,,55,63.1,,,
2018-02-11T03:35:44.852Z,,,55,63.1,,,
2018-02-11T03:35:54.851Z,,,55,63.1,,,
2018-02-11T03:36:04.850Z,,,55,63.1,,,
2018-02-11T03:36:15.855Z,,,55,63.1,,,
2018-02-11T03:36:24.851Z,,,55,63.3,,,
2018-02-11T03:36:34.850Z,,,55,63.1,,,
2018-02-11T03:36:44.852Z,,,55,63.3,,,
2018-02-11T03:36:54.851Z,,,55,63.3,,,
2018-02-11T03:37:04.851Z,,,55,63.3,,,
2018-02-11T03:37:14.850Z,,,55,63.3,,,
2018-02-11T03:37:24.852Z,75,75,55,63.3,0,2,29
2018-02-11T03:37:34.851Z,,,55,63.3,,,
2018-02-11T03:37:44.852Z,,,55,63.3,,,
2018-02-11T03:37:54.850Z,,,55,63.3,,,
2018-02-11T03:38:04.852Z,,,55,63.3,,,
2018-02-11T03:38:14.851Z,,,55,63.3,,,
2018-02-11T03:38:24.852Z,74.9,,55,63.3,,,
2018-02-11T03:38:34.865Z,75,,55,63.3,,,
2018-02-11T03:38:44.852Z,,,55,63.3,,,
2018-02-11T03:38:54.851Z,,,55,63.3,,,
2018-02-11T03:39:05.881Z,,,55,63.3,,,
2018-02-11T03:39:14.858Z,,,55,63.3,,,
2018-02-11T03:39:24.852Z,,,55,63.3,,,
2018-02-11T03:39:34.851Z,,,55,63.1,,,
2018-02-11T03:39:44.853Z,,,55,63.3,,,
2018-02-11T03:39:54.851Z,,,55,63.1,,,
2018-02-11T03:40:09.871Z,,,55,63.1,,,
2018-02-11T03:40:14.851Z,,,55,63.1,,,
2018-02-11T03:40:24.851Z,75,,55,63.1,,,
2018-02-11T03:40:34.851Z,,,55,63.1,,,
2018-02-11T03:40:44.852Z,,,55,63.1,,,
2018-02-11T03:40:54.852Z,,,55,63.1,,,
2018-02-11T03:41:04.851Z,,,55,63.1,,,
2018-02-11T03:41:14.851Z,,,55,63.1,,,
2018-02-11T03:41:24.852Z,,,55,63.1,,,
2018-02-11T03:41:34.851Z,,,55,63.1,,,
2018-02-11T03:41:44.851Z,,,55,63.1,,,
2018-02-11T03:41:55.852Z,,,55,63.1,,,
2018-02-11T03:42:04.852Z,,,55,63.1,,,
2018-02-11T03:42:14.851Z,,,55,63.1,,,
2018-02-11T03:42:24.852Z,,,55,63.1,,,
2018-02-11T03:42:34.852Z,,,55,63.1,,,
2018-02-11T03:42:44.853Z,,,55,63.1,,,
2018-02-11T03:42:54.852Z,,,55,63.1,,,
2018-02-11T03:43:04.852Z,,,55,63.1,,,
2018-02-11T03:43:14.852Z,,,55,63.1,,,
2018-02-11T03:43:24.851Z,,,55,63.1,,,
2018-02-11T03:43:34.853Z,,,55,63.1,,,
2018-02-11T03:43:44.853Z,,,55,63.1,,,
2018-02-11T03:43:54.851Z,,,55,63.1,,,
2018-02-11T03:44:04.851Z,,,55,63.1,,,
2018-02-11T03:44:14.852Z,,,55,63.1,,,
2018-02-11T03:44:24.851Z,,,55,63.1,,,
2018-02-11T03:44:34.853Z,,,55,63.1,,,
2018-02-11T03:44:49.873Z,,,55,63.1,,,
2018-02-11T03:44:54.852Z,,,55,63.1,,,
2018-02-11T03:45:04.958Z,,,55,63.1,,,
2018-02-11T03:45:15.309Z,,,55,63.1,,,
2018-02-11T03:45:25.262Z,,,55,63.1,,,
2018-02-11T03:45:35.235Z,,,55,63.1,,,
2018-02-11T03:45:45.214Z,,,55,63.1,,,
2018-02-11T03:45:54.852Z,,,55,63.1,,,
2018-02-11T03:46:04.852Z,,,55,63.1,,,
2018-02-11T03:46:15.001Z,,,55,63.1,,,
2018-02-11T03:46:24.852Z,,,55,63.1,,,
2018-02-11T03:46:34.852Z,,,55,63.1,,,
2018-02-11T03:46:44.854Z,,,55,63.1,,,
2018-02-11T03:46:54.852Z,,,55,63.1,,,
2018-02-11T03:47:04.853Z,,,55,63.1,,,
2018-02-11T03:47:14.852Z,,,55,63.1,,,
2018-02-11T03:47:24.854Z,,,55,63.1,,,
2018-02-11T03:47:34.853Z,,,55,63.1,,,
2018-02-11T03:47:44.852Z,,,55,63.1,,,
2018-02-11T03:47:54.852Z,,,55,63.1,,,
2018-02-11T03:48:04.853Z,,,55,63.1,,,
2018-02-11T03:48:14.852Z,,,55,63.1,,,
2018-02-11T03:48:24.852Z,,,55,63.1,,,
2018-02-11T03:48:34.855Z,,,55,63.1,,,
2018-02-11T03:48:44.852Z,,,55,63.1,,,
2018-02-11T03:48:54.853Z,,,55,63.1,,,
2018-02-11T03:49:05.783Z,,,55,63.1,,,
2018-02-11T03:49:14.852Z,,,55,63.1,,,
2018-02-11T03:49:24.853Z,,,55,63.1,,,
2018-02-11T03:49:34.852Z,,,55,63.1,,,
2018-02-11T03:49:44.852Z,,,55,63.1,,,
2018-02-11T03:49:54.853Z,,,55,63.1,,,
2018-02-11T03:50:04.854Z,,,55,63.1,,,
2018-02-11T03:50:14.852Z,,,55,63,,,
2018-02-11T03:50:24.852Z,,,55,63,,,
2018-02-11T03:50:34.853Z,,,55,63.1,,,
2018-02-11T03:50:44.854Z,,,55,63.1,,,
2018-02-11T03:50:54.854Z,,,55,63.1,,,
2018-02-11T03:51:04.853Z,,,55,63.1,,,
2018-02-11T03:51:14.853Z,75.1,,55,63.1,,,
2018-02-11T03:51:24.853Z,75,,55,63.1,,,
2018-02-11T03:51:34.853Z,,,55,63.1,,,
2018-02-11T03:51:44.855Z,,,55,63,,,
2018-02-11T03:51:55.849Z,,,55,63.1,,,
2018-02-11T03:52:04.852Z,,,55,63.1,,,
2018-02-11T03:52:14.853Z,75.1,,55,63,,,
2018-02-11T03:52:24.853Z,75,,55,63.1,,,
2018-02-11T03:52:34.853Z,,,55,63.1,,,
2018-02-11T03:52:44.853Z,,,55,63.1,,,
2018-02-11T03:52:54.854Z,,,55,63.1,,,
2018-02-11T03:53:04.853Z,,,55,63.1,,,
2018-02-11T03:53:14.853Z,75.1,,55,63.1,,,
2018-02-11T03:53:24.853Z,,,55,63.1,,,
2018-02-11T03:53:34.855Z,75,,55,63.1,,,
2018-02-11T03:53:44.853Z,,,55,63.1,,,
2018-02-11T03:53:54.852Z,,,55,63.1,,,
2018-02-11T03:54:04.854Z,75.1,,55,63.1,,,
2018-02-11T03:54:14.852Z,,,55,63.1,,,
2018-02-11T03:54:24.856Z,,,55,63.1,,,
2018-02-11T03:54:34.854Z,,,55,63.1,,,
2018-02-11T03:54:44.854Z,,,55,63.1,,,
2018-02-11T03:54:54.853Z,,,55,63.1,,,
2018-02-11T03:55:04.854Z,,,55,63.1,,,
2018-02-11T03:55:14.854Z,,,55,63.1,,,
2018-02-11T03:55:24.854Z,75,,55,63.1,,,
2018-02-11T03:55:34.853Z,75.1,,55,63.1,,,
2018-02-11T03:55:44.854Z,75,,55,63.1,,,
2018-02-11T03:55:54.853Z,,,55,63,,,
2018-02-11T03:56:04.854Z,75.1,,55,63.1,,,
2018-02-11T03:56:14.854Z,,,55,63.1,,,
2018-02-11T03:56:24.853Z,75,,55,63.1,,,
2018-02-11T03:56:34.853Z,,,55,63,,,
2018-02-11T03:56:44.857Z,75.1,,55,63.1,,,
2018-02-11T03:56:59.875Z,,,55,63,,,
2018-02-11T03:57:04.853Z,,,55,63,,,
2018-02-11T03:57:14.853Z,,,55,63.1,,,
2018-02-11T03:57:24.853Z,,,55,63,,,
2018-02-11T03:57:35.851Z,,,55,63,,,
2018-02-11T03:57:44.855Z,,,55,63,,,
2018-02-11T03:57:54.855Z,,,55,63.1,,,
2018-02-11T03:58:04.853Z,,,55,63.1,,,
2018-02-11T03:58:14.853Z,,,55,63,,,
2018-02-11T03:58:24.853Z,,,55,63.1,,,
2018-02-11T03:58:34.853Z,,,55,63,,,
2018-02-11T03:58:44.855Z,,,55,63,,,
2018-02-11T03:58:54.853Z,,,55,63.1,,,
2018-02-11T03:59:04.853Z,,,55,63.1,,,
2018-02-11T03:59:14.854Z,,,55,63.1,,,
2018-02-11T03:59:25.901Z,,,55,63.1,,,
2018-02-11T03:59:35.844Z,,5,55,63,0,0,
2018-02-11T03:59:44.856Z,74.9,,55,63.1,0,0,0
2018-02-11T03:59:54.861Z,73.9,,55,63.1,,,
2018-02-11T04:00:04.855Z,72.9,,55,63.1,,,
2018-02-11T04:00:14.854Z,72.2,,55,63,,,
2018-02-11T04:00:30.867Z,71.9,,55,63,,,
2018-02-11T04:00:34.854Z,71.7,,55,63,,,
2018-02-11T04:00:44.855Z,72,,55,63,,,
2018-02-11T04:00:54.854Z,71.9,,55,63,,,
2018-02-11T04:01:04.855Z,71.5,,55,63,,,
2018-02-11T04:01:14.855Z,70.9,,55,62.9,,,
2018-02-11T04:01:24.854Z,70.8,,55,62.9,,,
2018-02-11T04:01:39.943Z,70.4,,55,62.8,,,
2018-02-11T04:01:44.854Z,69.9,,55,62.8,,,
2018-02-11T04:01:54.854Z,69.7,,55,62.7,,,
2018-02-11T04:02:04.854Z,69.5,,55,62.6,,,
2018-02-11T04:02:15.849Z,69.2,,55,62.4,,,
2018-02-11T04:02:24.854Z,68.9,,55,62.3,,,
2018-02-11T04:02:34.855Z,68.7,,55,62.3,,,
2018-02-11T04:02:44.854Z,68.5,,55,62.2,,,
2018-02-11T04:02:54.855Z,,,55,62.1,,,
2018-02-11T04:03:04.854Z,68.7,,55,62,,,
2018-02-11T04:03:19.934Z,68.9,,55,61.9,,,
2018-02-11T04:03:24.860Z,69,,55,61.7,,,
2018-02-11T04:03:34.854Z,,,55,61.6,,,
2018-02-11T04:03:44.854Z,69.1,,55,61.5,,,
2018-02-11T04:03:54.854Z,69.2,,55,61.4,,,
2018-02-11T04:04:04.854Z,,,55,61.3,,,
2018-02-11T04:04:14.854Z,69.4,,55,61.2,,,
2018-02-11T04:04:24.854Z,,,55,61,,,
2018-02-11T04:04:34.854Z,69.5,,55,60.9,,,
2018-02-11T04:04:45.714Z,,,55,60.9,,,
2018-02-11T04:04:54.855Z,69.6,,55,60.8,,,
2018-02-11T04:05:04.854Z,,,55,60.7,,,
2018-02-11T04:05:14.862Z,,,55,60.6,,,
2018-02-11T04:05:24.854Z,69.7,,55,60.5,,,
2018-02-11T04:05:34.854Z,,,55,60.3,,,
2018-02-11T04:05:44.856Z,,,55,60.2,,,
2018-02-11T04:05:54.854Z,69.9,,55,60.1,,,
2018-02-11T04:06:04.854Z,,,55,60,,,
2018-02-11T04:06:14.855Z,,,55,59.9,,,
2018-02-11T04:06:24.854Z,,,55,59.8,,,
2018-02-11T04:06:34.854Z,70,,55,59.8,,,
2018-02-11T04:06:44.855Z,,,55,59.7,,,
2018-02-11T04:06:54.855Z,,,55,59.5,,,
2018-02-11T04:07:04.854Z,,,55,59.4,,,
2018-02-11T04:07:14.857Z,,,55,59.3,,,
2018-02-11T04:07:24.855Z,,,55,59.2,,,
2018-02-11T04:07:35.847Z,,,55,59.2,,,
2018-02-11T04:07:44.855Z,,,55,59.1,,,
2018-02-11T04:07:54.854Z,,,55,59,,,
2018-02-11T04:08:05.907Z,,,55,58.9,,,
2018-02-11T04:08:14.855Z,,,55,58.7,,,
2018-02-11T04:08:24.855Z,,,55,58.6,,,
2018-02-11T04:08:34.854Z,70.1,,55,58.6,,,
2018-02-11T04:08:44.857Z,,,55,58.5,,,
2018-02-11T04:08:54.856Z,70,,55,58.4,,,
2018-02-11T04:09:04.855Z,,,55,58.3,,,
2018-02-11T04:09:14.855Z,,,55,58.2,,,
2018-02-11T04:09:24.855Z,,,55,58.2,,,
2018-02-11T04:09:34.854Z,,,55,58.1,,,
2018-02-11T04:09:44.856Z,,,55,58,,,
2018-02-11T04:09:54.854Z,,,55,57.8,,,
2018-02-11T04:10:05.897Z,,,55,57.8,,,
2018-02-11T04:10:14.855Z,,,55,57.7,,,
2018-02-11T04:10:24.855Z,,,55,57.6,,,
2018-02-11T04:10:34.855Z,69.9,,55,57.5,,,
2018-02-11T04:10:44.855Z,,,55,57.5,,,
2018-02-11T04:10:54.854Z,,,55,57.4,,,
2018-02-11T04:11:04.856Z,,,55,57.3,,,
2018-02-11T04:11:14.855Z,,,55,57.2,,,
2018-02-11T04:11:24.863Z,,,55,57.2,,,
2018-02-11T04:11:34.857Z,69.7,,55,57,,,
2018-02-11T04:11:44.856Z,,,55,56.9,,,
2018-02-11T04:11:54.855Z,,,55,56.9,,,
2018-02-11T04:12:04.856Z,,,55,56.8,,,
2018-02-11T04:12:14.855Z,,,55,56.7,,,
2018-02-11T04:12:24.855Z,,,55,56.6,,,
2018-02-11T04:12:34.857Z,69.6,,55,56.6,,,
2018-02-11T04:12:44.857Z,,,55,56.5,,,
2018-02-11T04:12:54.855Z,,,55,56.4,,,
2018-02-11T04:13:04.855Z,,,55,56.4,,,
2018-02-11T04:13:15.847Z,,,55,56.2,,,
2018-02-11T04:13:24.855Z,69.5,,55,56.1,,,
2018-02-11T04:13:34.859Z,,,55,56.1,,,
2018-02-11T04:13:44.857Z,,,55,56,,,
2018-02-11T04:13:54.855Z,,,55,55.9,,,
2018-02-11T04:14:04.855Z,,,55,55.9,,,
2018-02-11T04:14:14.856Z,69.4,,55,55.8,,,
2018-02-11T04:14:24.855Z,,,55,55.7,,,
2018-02-11T04:14:34.855Z,,,55,55.7,,,
2018-02-11T04:14:44.857Z,,,55,55.6,,,
2018-02-11T04:14:54.855Z,,,55,55.5,,,
2018-02-11T04:15:04.856Z,69.2,,55,55.5,,,
2018-02-11T04:15:14.856Z,,,55,55.3,,,
2018-02-11T04:15:24.856Z,,,55,55.2,,,
2018-02-11T04:15:34.855Z,,,55,55.2,,,
2018-02-11T04:15:44.857Z,69.1,,55,55.1,,,
2018-02-11T04:15:54.857Z,,,55,55.1,,,
2018-02-11T04:16:05.850Z,,,55,55,,,
2018-02-11T04:16:14.866Z,,,55,54.9,,,
2018-02-11T04:16:24.856Z,69,,55,54.9,,,
2018-02-11T04:16:34.855Z,,,55,54.8,,,
2018-02-11T04:16:44.857Z,,,55,54.7,,,
2018-02-11T04:16:54.856Z,,,55,54.7,,,
2018-02-11T04:17:04.856Z,69,,55,54.6,,,
2018-02-11T04:17:14.855Z,68.9,,55,54.4,,,
2018-02-11T04:17:24.856Z,,,55,54.4,,,
2018-02-11T04:17:34.856Z,,,55,54.3,,,
2018-02-11T04:17:44.856Z,,,55,54.3,,,
2018-02-11T04:17:54.857Z,68.7,,55,54.2,,,
2018-02-11T04:18:04.856Z,,,55,54.2,,,
2018-02-11T04:18:14.856Z,,,55,54.1,,,
2018-02-11T04:18:24.856Z,,,55,54,,,
2018-02-11T04:18:34.857Z,68.6,,55,54,,,
2018-02-11T04:18:45.033Z,,,55,53.9,,,
2018-02-11T04:18:59.881Z,,,55,53.8,,,
2018-02-11T04:19:04.857Z,,,55,53.8,,,
2018-02-11T04:19:14.856Z,68.5,,55,53.7,,,
2018-02-11T04:19:24.856Z,,,55,53.7,,,
2018-02-11T04:19:34.856Z,,,55,53.6,,,
2018-02-11T04:19:44.856Z,,,55,53.6,,,
2018-02-11T04:19:54.856Z,68.4,,55,53.4,,,
2018-02-11T04:20:04.857Z,,,55,53.3,,,
2018-02-11T04:20:14.856Z,,,55,53.3,,,
2018-02-11T04:20:25.100Z,,,55,53.2,,,
2018-02-11T04:20:34.857Z,68.2,,55,53.2,,,
2018-02-11T04:20:45.848Z,,,55,53.1,,,
2018-02-11T04:20:54.856Z,,,55,53.1,,,
2018-02-11T04:21:04.859Z,,,55,53,,,
2018-02-11T04:21:14.856Z,68.1,,55,52.9,,,
2018-02-11T04:21:24.856Z,,,55,52.9,,,
2018-02-11T04:21:34.856Z,,,55,52.8,,,
2018-02-11T04:21:44.908Z,,,55,52.8,,,
2018-02-11T04:21:54.856Z,68,,55,52.7,,,
2018-02-11T04:22:04.856Z,,,55,52.6,,,
2018-02-11T04:22:14.856Z,,,55,52.6,,,
2018-02-11T04:22:24.857Z,,,55,52.4,,,
2018-02-11T04:22:34.857Z,67.9,,55,52.4,,,
2018-02-11T04:22:44.857Z,,,55,52.3,,,
2018-02-11T04:22:54.856Z,,,55,52.2,,,
2018-02-11T04:23:04.857Z,,,55,52.2,,,
2018-02-11T04:23:15.986Z,,,55,52.1,,,
2018-02-11T04:23:24.856Z,67.7,,55,52.1,,,
2018-02-11T04:23:34.856Z,,,55,52,,,
2018-02-11T04:23:44.861Z,,,55,52,,,
2018-02-11T04:23:54.856Z,67.6,,55,51.9,,,
2018-02-11T04:24:04.857Z,,,55,51.9,,,
2018-02-11T04:24:14.856Z,,,55,51.8,,,
2018-02-11T04:24:24.859Z,,,55,51.8,,,
2018-02-11T04:24:34.856Z,,,55,51.7,,,
2018-02-11T04:24:44.859Z,67.5,,55,51.7,,,
2018-02-11T04:24:54.857Z,,,55,51.6,,,
2018-02-11T04:25:04.856Z,,,55,51.6,,,
2018-02-11T04:25:14.857Z,,,55,51.4,,,
2018-02-11T04:25:24.857Z,67.4,,55,51.3,,,
2018-02-11T04:25:34.857Z,,,55,51.3,,,
2018-02-11T04:25:44.860Z,,,55,51.2,,,
2018-02-11T04:25:54.857Z,,,55,51.2,,,
2018-02-11T04:26:05.856Z,67.2,,55,51.1,,,
2018-02-11T04:26:14.857Z,,,55,51.1,,,
2018-02-11T04:26:24.857Z,,,55,51,,,
2018-02-11T04:26:34.857Z,,,55,51,,,
2018-02-11T04:26:44.857Z,67.1,,55,50.9,,,
2018-02-11T04:26:54.857Z,,,55,50.9,,,
2018-02-11T04:27:04.857Z,,,55,50.8,,,
2018-02-11T04:27:14.857Z,,,55,50.8,,,
2018-02-11T04:27:24.857Z,67,,55,50.7,,,
2018-02-11T04:27:34.857Z,,,55,50.6,,,
2018-02-11T04:27:44.857Z,,,55,50.6,,,
2018-02-11T04:27:54.857Z,,,55,50.4,,,
2018-02-11T04:28:04.860Z,66.9,,55,50.4,,,
2018-02-11T04:28:14.857Z,,,55,50.3,,,
2018-02-11T04:28:24.857Z,,,55,50.3,,,
2018-02-11T04:28:34.865Z,,,55,50.2,,,
2018-02-11T04:28:44.859Z,66.7,,55,50.2,,,
2018-02-11T04:28:55.850Z,,,55,50.1,,,
2018-02-11T04:29:04.857Z,,,55,50.1,,,
2018-02-11T04:29:14.857Z,,,55,50,,,
2018-02-11T04:29:24.857Z,66.6,,55,50,,,
2018-02-11T04:29:34.857Z,,,55,49.9,,,
2018-02-11T04:29:44.857Z,,,55,49.9,,,
2018-02-11T04:29:54.862Z,,,55,49.8,,,
2018-02-11T04:30:04.858Z,66.5,,55,49.7,,,
2018-02-11T04:30:14.857Z,,,55,49.7,,,
2018-02-11T04:30:24.858Z,,,55,49.7,,,
2018-02-11T04:30:34.858Z,,,55,49.5,,,
2018-02-11T04:30:44.859Z,66.4,,55,49.4,,,
2018-02-11T04:30:54.857Z,,,55,49.4,,,
2018-02-11T04:31:04.858Z,,,55,49.3,,,
2018-02-11T04:31:14.859Z,,,55,49.3,,,
2018-02-11T04:31:24.858Z,66.2,,55,49.2,,,
2018-02-11T04:31:34.857Z,,,55,49.2,,,
2018-02-11T04:31:44.860Z,,,55,49.1,,,
2018-02-11T04:31:54.859Z,,,55,49.1,,,
2018-02-11T04:32:04.859Z,66.1,,55,49,,,
2018-02-11T04:32:14.858Z,,,55,49,,,
2018-02-11T04:32:24.858Z,,,55,48.9,,,
2018-02-11T04:32:34.857Z,,,55,48.9,,,
2018-02-11T04:32:44.859Z,66,,55,48.7,,,
2018-02-11T04:32:54.858Z,,,55,48.7,,,
2018-02-11T04:33:04.858Z,,,55,48.7,,,
2018-02-11T04:33:14.858Z,65.9,,55,48.6,,,
2018-02-11T04:33:24.858Z,,,55,48.5,,,
2018-02-11T04:33:34.859Z,,,55,48.5,,,
2018-02-11T04:33:44.861Z,,,55,48.4,,,
2018-02-11T04:33:54.858Z,,,55,48.4,,,
2018-02-11T04:34:04.858Z,65.7,,55,48.3,,,
