Time,ActPow,HwTSet,PrimT,HwActive,HwTOutlet,PrimTSet,ChActive
2018-01-12T05:23:01.198Z,,55,,,14.7,,
2018-01-12T05:23:11.107Z,,55,,,14.7,,
2018-01-12T05:23:21.147Z,,55,,,14.7,,
2018-01-12T05:23:31.107Z,,55,,,14.7,,
2018-01-12T05:23:41.109Z,,55,,,14.7,,
2018-01-12T05:23:51.108Z,,55,,,14.7,,
2018-01-12T05:24:01.196Z,,55,,,14.7,,
2018-01-12T05:24:11.109Z,,55,,,14.7,,
2018-01-12T05:24:21.108Z,,55,,,14.7,,
2018-01-12T05:24:31.108Z,,55,23.7,,14.7,,
2018-01-12T05:24:41.108Z,,55,,,14.7,,
2018-01-12T05:24:51.108Z,,55,23.8,,14.7,,
2018-01-12T05:25:01.197Z,,55,23.7,,14.7,,
2018-01-12T05:25:11.108Z,,55,,,14.7,,
2018-01-12T05:25:21.108Z,,55,,,14.7,,
2018-01-12T05:25:31.108Z,,55,,,14.7,,
2018-01-12T05:25:41.110Z,,55,,,14.7,,
2018-01-12T05:25:51.109Z,,55,,,14.7,,
2018-01-12T05:26:01.189Z,,55,,,14.7,,
2018-01-12T05:26:11.108Z,,55,,,14.7,,
2018-01-12T05:26:21.132Z,,55,,,14.7,,
2018-01-12T05:26:31.111Z,,55,,,14.7,,
2018-01-12T05:26:41.108Z,,55,,,14.7,,
2018-01-12T05:26:51.110Z,,55,,,14.7,,
2018-01-12T05:27:06.225Z,,55,,,14.7,,
2018-01-12T05:27:11.108Z,,55,,,14.7,,
2018-01-12T05:27:21.108Z,,55,,,14.7,,
2018-01-12T05:27:31.108Z,,55,,,14.7,,
2018-01-12T05:27:51.110Z,,55,,,14.7,,
2018-01-12T05:28:01.198Z,,55,,,14.7,,
2018-01-12T05:28:11.110Z,,55,,,14.6,,
2018-01-12T05:28:21.108Z,,55,,,14.7,,
2018-01-12T05:28:31.108Z,,55,,,14.6,,
2018-01-12T05:28:41.109Z,,55,23.5,,14.6,,
2018-01-12T05:28:51.112Z,,55,,,14.6,,
2018-01-12T05:29:01.199Z,,55,,,14.7,,
2018-01-12T05:29:11.134Z,,55,,,14.7,,
2018-01-12T05:29:21.108Z,,55,,,14.6,,
2018-01-12T05:29:31.111Z,,55,,,14.6,,
2018-01-12T05:29:41.108Z,,55,,,14.6,,
2018-01-12T05:29:56.128Z,,55,,,14.6,,
2018-01-12T05:30:01.189Z,,55,,,14.6,,
2018-01-12T05:30:11.108Z,,55,,,14.6,,
2018-01-12T05:30:21.109Z,,55,,,14.6,,
2018-01-12T05:30:31.109Z,,55,,,14.6,,
2018-01-12T05:30:41.108Z,,55,,,14.6,,
2018-01-12T05:30:51.108Z,,55,,,14.6,,
2018-01-12T05:31:01.190Z,,55,,,14.6,,
2018-01-12T05:31:11.109Z,,55,,,14.6,,
2018-01-12T05:31:21.134Z,,55,,,14.6,,
2018-01-12T05:31:31.116Z,,55,,,14.6,,
2018-01-12T05:31:41.109Z,,55,,,14.6,,
2018-01-12T05:31:51.138Z,,55,,,14.6,,
2018-01-12T05:32:01.189Z,,55,,,14.6,,
2018-01-12T05:32:13.516Z,,55,23.4,,14.6,,
2018-01-12T05:32:21.109Z,,55,,,14.6,,
2018-01-12T05:32:31.109Z,,55,,,14.6,,
2018-01-12T05:32:46.130Z,,55,,,14.6,,
2018-01-12T05:32:51.109Z,,55,,,14.6,,
2018-01-12T05:33:01.189Z,,55,,,14.6,,
2018-01-12T05:33:11.109Z,,55,,,14.6,,
2018-01-12T05:33:21.109Z,,55,,,14.6,,
2018-01-12T05:33:31.109Z,,55,,,14.6,,
2018-01-12T05:33:41.109Z,,55,,,14.6,,
2018-01-12T05:33:51.109Z,,55,,,14.6,,
2018-01-12T05:34:01.189Z,,55,,,14.6,,
2018-01-12T05:34:12.107Z,,55,,,14.6,,
2018-01-12T05:34:21.109Z,,55,,,14.6,,
2018-01-12T05:34:31.109Z,,55,,,14.6,,
2018-01-12T05:34:41.109Z,,55,,,14.6,,
2018-01-12T05:34:51.127Z,,55,,,14.6,,
2018-01-12T05:35:01.192Z,,55,,,14.6,,
2018-01-12T05:35:11.110Z,,55,,,14.6,,
2018-01-12T05:35:21.109Z,,55,,,14.6,,
2018-01-12T05:35:31.109Z,,55,,,14.6,,
2018-01-12T05:35:41.110Z,0,55,23.4,0,14.6,5,0
2018-01-12T05:35:51.119Z,,55,23.2,,14.6,,
2018-01-12T05:36:01.199Z,,55,,,14.6,,
2018-01-12T05:36:11.109Z,,55,,,14.6,,
2018-01-12T05:36:21.109Z,,55,,,14.6,,
2018-01-12T05:36:31.109Z,,55,,,14.6,,
2018-01-12T05:36:41.109Z,,55,,,14.6,,
2018-01-12T05:36:51.212Z,,55,,,14.6,,
2018-01-12T05:37:01.150Z,,55,,,14.6,,
2018-01-12T05:37:11.113Z,,55,,,14.6,,
2018-01-12T05:37:21.110Z,,55,,,14.6,,
2018-01-12T05:37:31.121Z,,55,,,14.6,,
2018-01-12T05:37:41.110Z,,55,,,14.6,,
2018-01-12T05:37:51.109Z,,55,,,14.6,,
2018-01-12T05:38:01.202Z,,55,,,14.6,,
2018-01-12T05:38:11.113Z,,55,,,14.6,,
2018-01-12T05:38:21.111Z,,55,,,14.6,,
2018-01-12T05:38:31.118Z,,55,,,14.6,,
2018-01-12T05:38:41.120Z,,55,,,14.6,,
2018-01-12T05:38:51.110Z,,55,,,14.6,,
2018-01-12T05:39:01.195Z,,55,,,14.6,,
2018-01-12T05:39:11.110Z,,55,,,14.6,,
2018-01-12T05:39:21.151Z,,55,,,14.6,,
2018-01-12T05:39:31.142Z,,55,,,14.6,,
2018-01-12T05:39:41.144Z,,55,,,14.6,,
2018-01-12T05:39:52.107Z,,55,23.1,,14.6,,
2018-01-12T05:40:01.190Z,,55,23.2,,14.6,,
2018-01-12T05:40:11.111Z,,55,23.1,,14.6,,
2018-01-12T05:40:21.137Z,,55,,,14.6,,
2018-01-12T05:40:31.110Z,,55,,,14.6,,
2018-01-12T05:40:41.126Z,,55,,,14.6,,
2018-01-12T05:40:51.110Z,,55,,,14.6,,
2018-01-12T05:41:01.200Z,,55,,,14.6,,
2018-01-12T05:41:11.172Z,,55,,,14.6,,
2018-01-12T05:41:21.188Z,,55,,,14.6,,
2018-01-12T05:41:31.219Z,,55,,,14.6,,
2018-01-12T05:41:41.171Z,,55,,,14.6,,
2018-01-12T05:41:51.122Z,,55,,,14.6,,
2018-01-12T05:42:01.215Z,,55,,,14.6,,
2018-01-12T05:42:11.110Z,,55,,,14.4,,
2018-01-12T05:42:21.111Z,,55,,,14.6,,
2018-01-12T05:42:31.110Z,,55,,,14.4,,
2018-01-12T05:42:42.111Z,,55,,,14.6,,
2018-01-12T05:42:51.124Z,,55,,,14.6,,
2018-01-12T05:43:01.200Z,,55,,,14.6,,
2018-01-12T05:43:11.110Z,,55,,,14.6,,
2018-01-12T05:43:21.110Z,,55,,,14.6,,
2018-01-12T05:43:31.110Z,,55,23,,14.6,,
2018-01-12T05:43:41.111Z,,55,23.1,,14.6,,
2018-01-12T05:43:51.112Z,,55,23,,14.4,,
2018-01-12T05:44:01.214Z,,55,23.1,,14.4,,
2018-01-12T05:44:11.112Z,,55,23,,14.4,,
2018-01-12T05:44:21.112Z,,55,,,14.6,,
2018-01-12T05:44:31.110Z,,55,,,14.4,,
2018-01-12T05:44:41.111Z,,55,,,14.4,,
2018-01-12T05:44:51.111Z,,55,,,14.4,,
2018-01-12T05:45:01.190Z,,55,,,14.4,,
2018-01-12T05:45:11.111Z,,55,,,14.6,,
2018-01-12T05:45:21.111Z,,55,,,14.4,,
2018-01-12T05:45:36.132Z,,55,,,14.4,,
2018-01-12T05:45:41.111Z,,55,,,14.4,,
2018-01-12T05:45:51.111Z,,55,,,14.4,,
2018-01-12T05:46:01.201Z,,55,,,14.4,,
2018-01-12T05:46:11.111Z,,55,,,14.4,,
2018-01-12T05:46:21.110Z,,55,,,14.4,,
2018-01-12T05:46:31.114Z,,55,,,14.4,,
2018-01-12T05:46:41.111Z,,55,,,14.4,,
2018-01-12T05:46:51.111Z,,55,,,14.4,,
2018-01-12T05:47:01.231Z,,55,,,14.4,,
2018-01-12T05:47:11.111Z,,55,22.8,,14.4,,
2018-01-12T05:47:21.112Z,,55,23,,14.4,,
2018-01-12T05:47:31.122Z,,55,23,,14.4,,
2018-01-12T05:47:41.112Z,,55,22.8,,14.4,,
2018-01-12T05:47:51.111Z,,55,23,,14.4,,
2018-01-12T05:48:01.191Z,,55,22.8,,14.4,,
2018-01-12T05:48:11.111Z,,55,,,14.4,,
2018-01-12T05:48:26.131Z,,55,,,14.4,,
2018-01-12T05:48:31.112Z,,55,,,14.4,,
2018-01-12T05:48:41.112Z,,55,,,14.4,,
2018-01-12T05:48:51.111Z,,55,,,14.4,,
2018-01-12T05:49:01.201Z,,55,,,14.4,,
2018-01-12T05:49:11.111Z,,55,,,14.4,,
2018-01-12T05:49:21.114Z,,55,,,14.4,,
2018-01-12T05:49:31.112Z,,55,,,14.4,,
2018-01-12T05:49:41.114Z,,55,,,14.4,,
2018-01-12T05:49:51.111Z,,55,,,14.4,,
2018-01-12T05:50:01.211Z,,55,,,14.4,,
2018-01-12T05:50:11.111Z,,55,,,14.4,,
2018-01-12T05:50:21.113Z,,55,,,14.4,,
2018-01-12T05:50:31.111Z,,55,,,14.4,,
2018-01-12T05:50:41.111Z,,55,,,14.4,,
2018-01-12T05:50:51.141Z,,55,,,14.4,,
2018-01-12T05:51:01.235Z,,55,,,14.4,,
2018-01-12T05:51:16.343Z,,55,,,14.4,,
2018-01-12T05:51:21.127Z,,55,,,14.4,,
2018-01-12T05:51:31.115Z,,55,22.7,,14.4,,
2018-01-12T05:51:41.115Z,,55,,,14.4,,
2018-01-12T05:51:51.115Z,,55,,,14.4,,
2018-01-12T05:52:01.235Z,,55,22.8,,14.4,,
2018-01-12T05:52:11.114Z,,55,22.7,,14.4,,
2018-01-12T05:52:21.111Z,,55,,,14.4,,
2018-01-12T05:52:31.112Z,,55,,,14.4,,
2018-01-12T05:52:41.112Z,,55,,,14.4,,
2018-01-12T05:52:51.145Z,,55,,,14.4,,
2018-01-12T05:53:01.192Z,,55,,,14.4,,
2018-01-12T05:53:11.112Z,,55,,,14.4,,
2018-01-12T05:53:21.114Z,,55,,,14.4,,
2018-01-12T05:53:31.111Z,,55,,,14.4,,
2018-01-12T05:53:41.112Z,,55,,,14.4,,
2018-01-12T05:53:51.112Z,,55,,,14.4,,
2018-01-12T05:54:01.195Z,,55,,,14.4,,
2018-01-12T05:54:11.112Z,,55,,,14.4,,
2018-01-12T05:54:21.144Z,,55,,,14.4,,
2018-01-12T05:54:31.114Z,,55,,,14.4,,
2018-01-12T05:54:41.113Z,,55,,,14.4,,
2018-01-12T05:54:51.112Z,,55,,,14.4,,
2018-01-12T05:55:01.202Z,,55,,,14.4,,
2018-01-12T05:55:11.112Z,,55,,,14.4,,
2018-01-12T05:55:21.114Z,,55,,,14.4,,
2018-01-12T05:55:31.113Z,,55,,,14.4,,
2018-01-12T05:55:42.160Z,,55,,,14.4,,
2018-01-12T05:55:51.112Z,,55,22.5,,14.4,,
2018-01-12T05:56:01.202Z,,55,22.7,,14.4,,
2018-01-12T05:56:11.112Z,,55,22.5,,14.4,,
2018-01-12T05:56:21.112Z,,55,,,14.4,,
2018-01-12T05:56:31.146Z,,55,,,14.4,,
2018-01-12T05:56:41.112Z,,55,,,14.4,,
2018-01-12T05:56:51.129Z,,55,,,14.4,,
2018-01-12T05:57:01.206Z,,55,,,14.4,,
2018-01-12T05:57:11.123Z,,55,,,14.4,,
2018-01-12T05:57:21.114Z,,55,,,14.4,,
2018-01-12T05:57:31.123Z,,55,,,14.4,,
2018-01-12T05:57:41.113Z,,55,,,14.4,,
2018-01-12T05:57:51.112Z,,55,,,14.4,,
2018-01-12T05:58:01.205Z,,55,,,14.4,,
2018-01-12T05:58:11.112Z,,55,,,14.4,,
2018-01-12T05:58:21.112Z,,55,,,14.4,,
2018-01-12T05:58:31.115Z,,55,,,14.4,,
2018-01-12T05:58:41.112Z,,55,,,14.4,,
2018-01-12T05:58:51.112Z,,55,,,14.4,,
2018-01-12T05:59:01.205Z,,55,,,14.4,,
2018-01-12T05:59:11.112Z,,55,,,14.4,,
2018-01-12T05:59:21.117Z,,55,,,14.4,,
2018-01-12T05:59:31.113Z,,55,,,14.4,,
2018-01-12T05:59:41.136Z,,55,,,14.4,,
2018-01-12T05:59:51.113Z,,55,,,14.4,,
2018-01-12T06:00:01.225Z,,55,,,14.4,,
2018-01-12T06:00:11.113Z,,55,,,14.2,,
2018-01-12T06:00:21.113Z,,55,22.4,,14.2,,
2018-01-12T06:00:31.113Z,,55,,,14.4,,
2018-01-12T06:00:41.113Z,,55,,,14.4,,
2018-01-12T06:00:51.114Z,,55,,,14.4,,
2018-01-12T06:01:01.195Z,,55,,,14.4,,
2018-01-12T06:01:16.138Z,,55,,,14.2,,
2018-01-12T06:01:21.125Z,,55,,,14.4,,
2018-01-12T06:01:31.126Z,,55,,,14.2,,
2018-01-12T06:01:41.125Z,,55,,,14.2,,
2018-01-12T06:01:51.118Z,,55,,,14.2,,
2018-01-12T06:02:01.203Z,,55,,,14.4,,
2018-01-12T06:02:11.118Z,,55,,,14.2,,
2018-01-12T06:02:21.113Z,,55,,,14.2,,
2018-01-12T06:02:31.120Z,,55,,,14.2,,
2018-01-12T06:02:41.114Z,,55,,,14.2,,
2018-01-12T06:02:51.116Z,,55,,,14.2,,
2018-01-12T06:03:01.193Z,,55,,,14.2,,
2018-01-12T06:03:11.113Z,,55,,,14.2,,
2018-01-12T06:03:21.113Z,,55,,,14.2,,
2018-01-12T06:03:31.114Z,,55,,,14.2,,
2018-01-12T06:03:41.113Z,,55,,,14.2,,
2018-01-12T06:03:51.114Z,,55,22.3,,14.2,,
2018-01-12T06:04:06.453Z,,55,22.4,,14.2,,
2018-01-12T06:04:11.113Z,,55,,,14.2,,
2018-01-12T06:04:21.113Z,,55,22.3,,14.2,,
2018-01-12T06:04:31.114Z,,55,22.4,,14.2,,
2018-01-12T06:04:41.114Z,,55,22.3,,14.2,,
2018-01-12T06:04:51.115Z,,55,,,14.2,,
2018-01-12T06:05:01.200Z,,55,,,14.2,,
2018-01-12T06:05:11.113Z,,55,,,14.2,,
2018-01-12T06:05:21.118Z,,55,,,14.2,,
2018-01-12T06:05:31.114Z,,55,,,14.2,,
2018-01-12T06:05:41.125Z,,55,,,14.2,,
2018-01-12T06:05:51.193Z,,55,,,14.2,,
2018-01-12T06:06:01.194Z,,55,,,14.2,,
2018-01-12T06:06:11.114Z,,55,,,14.2,,
2018-01-12T06:06:21.114Z,,55,,,14.2,,
2018-01-12T06:06:31.113Z,,55,,,14.2,,
2018-01-12T06:06:41.115Z,,55,,,14.2,,
2018-01-12T06:06:56.584Z,,55,,,14.2,,
2018-01-12T06:07:01.260Z,,55,,,14.2,,
2018-01-12T06:07:11.114Z,,55,,,14.2,,
2018-01-12T06:07:21.114Z,,55,,,14.2,,
2018-01-12T06:07:31.114Z,,55,,,14.2,,
2018-01-12T06:07:41.117Z,,55,,,14.2,,
2018-01-12T06:07:52.157Z,,55,,,14.2,,
2018-01-12T06:08:01.236Z,,55,,,14.2,,
2018-01-12T06:08:11.149Z,,55,,,14.2,,
2018-01-12T06:08:21.510Z,,55,,,14.2,,
2018-01-12T06:08:31.114Z,,55,,,14.2,,
2018-01-12T06:08:41.114Z,,55,,,14.2,,
2018-01-12T06:08:51.119Z,,55,22.1,,14.2,,
2018-01-12T06:09:01.194Z,,55,,,14.2,,
2018-01-12T06:09:11.114Z,,55,22.3,,14.2,,
2018-01-12T06:09:21.123Z,,55,22.1,,14.2,,
2018-01-12T06:09:31.113Z,,55,,,14.2,,
2018-01-12T06:09:41.114Z,,55,,,14.2,,
2018-01-12T06:09:51.114Z,,55,,,14.2,,
2018-01-12T06:10:01.194Z,,55,,,14.2,,
2018-01-12T06:10:11.114Z,,55,,,14.2,,
2018-01-12T06:10:21.114Z,,55,,,14.2,,
2018-01-12T06:10:31.114Z,,55,,,14.2,,
2018-01-12T06:10:41.114Z,,55,,,14.2,,
2018-01-12T06:10:51.114Z,,55,,,14.2,,
2018-01-12T06:11:01.205Z,,55,,,14.2,,
2018-01-12T06:11:11.115Z,,55,,,14.2,,
2018-01-12T06:11:21.139Z,,55,,,14.2,,
2018-01-12T06:11:31.126Z,,55,,,14.2,,
2018-01-12T06:11:41.115Z,,55,,,14.2,,
2018-01-12T06:11:51.114Z,,55,,,14.2,,
2018-01-12T06:12:01.222Z,,55,,,14.2,,
2018-01-12T06:12:11.118Z,,55,,,14.2,,
2018-01-12T06:12:21.117Z,,55,,,14.2,,
2018-01-12T06:12:31.115Z,,55,,,14.2,,
2018-01-12T06:12:41.115Z,,55,,,14.2,,
2018-01-12T06:12:51.114Z,,55,,,14.2,,
2018-01-12T06:13:01.242Z,,55,,,14.2,,
2018-01-12T06:13:11.115Z,,55,,,14.2,,
2018-01-12T06:13:21.115Z,,55,,,14.2,,
2018-01-12T06:13:31.116Z,,55,22,,14.2,,
2018-01-12T06:13:41.117Z,,55,,,14.2,,
2018-01-12T06:13:51.142Z,,55,,,14.2,,
2018-01-12T06:14:01.204Z,,55,,,14.2,,
2018-01-12T06:14:11.115Z,,55,,,14.2,,
2018-01-12T06:14:21.120Z,,55,,,14.2,,
2018-01-12T06:14:31.115Z,,55,,,14.2,,
2018-01-12T06:14:41.115Z,,55,,,14.2,,
2018-01-12T06:14:51.115Z,,55,,,14.2,,
2018-01-12T06:15:01.195Z,,55,,,14.2,,
2018-01-12T06:15:11.118Z,,55,,,14.2,,
2018-01-12T06:15:21.115Z,,55,,,14.2,,
2018-01-12T06:15:31.117Z,,55,,,14.2,,
2018-01-12T06:15:41.115Z,,55,,,14.2,,
2018-01-12T06:15:51.126Z,,55,,,14.2,,
2018-01-12T06:16:01.211Z,,55,,,14.2,,
2018-01-12T06:16:11.157Z,,55,,,14.2,,
2018-01-12T06:16:21.115Z,,55,,,14.2,,
2018-01-12T06:16:31.217Z,,55,,,14.2,,
2018-01-12T06:16:41.120Z,,55,,,14.2,,
2018-01-12T06:16:51.120Z,,55,,,14.2,,
2018-01-12T06:17:01.196Z,,55,,,14.2,,
2018-01-12T06:17:11.115Z,,55,,,14.2,,
2018-01-12T06:17:21.115Z,,55,,,14.2,,
2018-01-12T06:17:31.116Z,,55,21.8,,14.2,,
2018-01-12T06:17:41.157Z,,55,21.8,,14.2,,
2018-01-12T06:17:51.115Z,,55,21.8,,14.2,,
2018-01-12T06:18:01.196Z,,55,,,14.2,,
2018-01-12T06:18:11.115Z,,55,,,14.2,,
2018-01-12T06:18:22.160Z,,55,,,14.2,,
2018-01-12T06:18:31.115Z,,55,,,14.2,,
2018-01-12T06:18:41.118Z,,55,,,14.2,,
2018-01-12T06:18:51.134Z,,55,,,14.2,,
2018-01-12T06:19:01.195Z,,55,,,14.2,,
2018-01-12T06:19:11.117Z,,55,,,14.2,,
2018-01-12T06:19:21.115Z,,55,,,14,,
2018-01-12T06:19:31.146Z,,55,,,14,,
2018-01-12T06:19:46.139Z,,55,,,14.2,,
2018-01-12T06:19:51.115Z,,55,,,14.2,,
2018-01-12T06:20:01.196Z,,55,,,14.2,,
2018-01-12T06:20:11.144Z,,55,,,14.2,,
2018-01-12T06:20:21.174Z,,55,,,14,,
2018-01-12T06:20:31.117Z,,55,,,14.2,,
2018-01-12T06:20:41.120Z,,55,,,14.2,,
2018-01-12T06:20:51.119Z,,55,,,14.2,,
2018-01-12T06:21:01.200Z,,55,,,14,,
2018-01-12T06:21:11.152Z,,55,,,14,,
2018-01-12T06:21:21.116Z,,55,,,14,,
2018-01-12T06:21:31.128Z,,55,,,14.2,,
2018-01-12T06:21:41.117Z,,55,21.7,,14.2,,
2018-01-12T06:21:51.120Z,,55,21.8,,14,,
2018-01-12T06:22:01.200Z,,55,,,14,,
2018-01-12T06:22:11.116Z,,55,,,14.2,,
2018-01-12T06:22:21.118Z,,55,21.7,,14,,
2018-01-12T06:22:36.139Z,,55,21.8,,14,,
2018-01-12T06:22:41.116Z,,55,21.7,,14,,
2018-01-12T06:22:51.116Z,,55,,,14,,
2018-01-12T06:23:01.206Z,,55,,,14,,
2018-01-12T06:23:11.116Z,,55,,,14,,
2018-01-12T06:23:21.139Z,,55,,,14,,
2018-01-12T06:23:31.116Z,,55,,,14,,
2018-01-12T06:23:41.117Z,,55,,,14,,
2018-01-12T06:23:51.116Z,,55,,,14,,
2018-01-12T06:24:01.206Z,,55,,,14,,
2018-01-12T06:24:11.116Z,,55,,,14,,
2018-01-12T06:24:21.116Z,,55,,,14,,
2018-01-12T06:24:31.116Z,,55,,,14,,
2018-01-12T06:24:41.116Z,,55,,,14,,
2018-01-12T06:24:51.123Z,,55,,,14,,
2018-01-12T06:25:01.200Z,,55,,,14,,
2018-01-12T06:25:11.117Z,,55,,,14,,
2018-01-12T06:25:23.427Z,,55,,,14,,
2018-01-12T06:25:31.118Z,,55,,,14,,
2018-01-12T06:25:41.122Z,,55,,,14,,
2018-01-12T06:25:51.117Z,,55,,,14,,
2018-01-12T06:26:01.215Z,,55,,,14,,
2018-01-12T06:26:11.117Z,,55,,,14,,
2018-01-12T06:26:21.117Z,,55,,,14,,
2018-01-12T06:26:31.123Z,,55,,,14,,
2018-01-12T06:26:41.117Z,,55,21.5,,14,,
2018-01-12T06:26:51.117Z,,55,21.7,,14,,
2018-01-12T06:27:01.196Z,,55,,,14,,
2018-01-12T06:27:11.899Z,,55,,,14,,
2018-01-12T06:27:21.117Z,,55,21.5,,14,,
2018-01-12T06:27:31.118Z,,55,,,14,,
2018-01-12T06:27:41.117Z,,55,,,14,,
2018-01-12T06:27:51.118Z,,55,,,14,,
2018-01-12T06:28:01.206Z,,55,,,14,,
2018-01-12T06:28:11.144Z,,55,,,14,,
2018-01-12T06:28:21.117Z,,55,,,14,,
2018-01-12T06:28:31.117Z,,55,,,14,,
2018-01-12T06:28:41.116Z,,55,,,14,,
2018-01-12T06:28:51.117Z,,55,,,14,,
2018-01-12T06:29:01.200Z,,55,,,14,,
2018-01-12T06:29:11.117Z,,55,,,14,,
2018-01-12T06:29:21.128Z,,55,,,14,,
2018-01-12T06:29:31.117Z,,55,,,14,,
2018-01-12T06:29:41.118Z,,55,,,14,,
2018-01-12T06:29:51.121Z,,55,,,14,,
2018-01-12T06:30:01.207Z,,55,,,14,,
2018-01-12T06:30:11.117Z,,55,,,14,,
2018-01-12T06:30:21.118Z,,55,,,14,,
2018-01-12T06:30:31.118Z,,55,,,14,,
2018-01-12T06:30:41.117Z,,55,,,14,,
2018-01-12T06:30:51.117Z,,55,,,14,,
2018-01-12T06:31:01.200Z,,55,,,14,,
2018-01-12T06:31:11.117Z,,55,,,14,,
2018-01-12T06:31:21.119Z,,55,,,14,,
2018-01-12T06:31:31.121Z,,55,21.4,,14,,
2018-01-12T06:31:41.130Z,,55,21.5,,14,,
2018-01-12T06:31:51.118Z,,55,21.4,,14,,
2018-01-12T06:32:01.207Z,,55,21.5,,14,,
2018-01-12T06:32:11.118Z,,55,21.4,,14,,
2018-01-12T06:32:21.118Z,,55,,,14,,
2018-01-12T06:32:31.118Z,,55,,,14,,
2018-01-12T06:32:41.145Z,,55,,,14,,
2018-01-12T06:32:51.117Z,,55,,,14,,
2018-01-12T06:33:03.088Z,,55,,,14,,
2018-01-12T06:33:11.153Z,,55,,,14,,
2018-01-12T06:33:21.119Z,,55,,,14,,
2018-01-12T06:33:31.127Z,,55,,,14,,
2018-01-12T06:33:41.118Z,,55,,,14,,
2018-01-12T06:33:51.122Z,,55,,,14,,
2018-01-12T06:34:01.214Z,,55,,,14,,
2018-01-12T06:34:11.142Z,,55,,,14,,
2018-01-12T06:34:21.119Z,,55,,,14,,
2018-01-12T06:34:31.154Z,,55,,,14,,
2018-01-12T06:34:41.134Z,,55,,,14,,
2018-01-12T06:34:51.178Z,,55,,,14,,
2018-01-12T06:35:01.247Z,,55,,,14,,
2018-01-12T06:35:11.130Z,,55,,,14,,
2018-01-12T06:35:26.185Z,,55,,,14,,
2018-01-12T06:35:31.117Z,,55,,,14,,
2018-01-12T06:35:41.118Z,0,55,21.4,0,14,5,0
2018-01-12T06:35:51.117Z,,55,,,14,,
2018-01-12T06:36:01.197Z,,55,,,14,,
2018-01-12T06:36:11.118Z,,55,,,14,,
2018-01-12T06:36:21.118Z,,55,21.3,,14,,
2018-01-12T06:36:31.119Z,,55,,,14,,
2018-01-12T06:36:41.118Z,,55,21.4,,14,,
2018-01-12T06:36:51.119Z,,55,21.3,,14,,
2018-01-12T06:37:01.199Z,,55,,,14,,
2018-01-12T06:37:11.133Z,,55,,,14,,
2018-01-12T06:37:21.118Z,,55,,,14,,
2018-01-12T06:37:31.118Z,,55,,,14,,
2018-01-12T06:37:41.118Z,,55,,,14,,
2018-01-12T06:37:51.118Z,,55,,,14,,
2018-01-12T06:38:01.198Z,,55,,,14,,
2018-01-12T06:38:11.198Z,,55,,,14,,
2018-01-12T06:38:21.118Z,,55,,,14,,
2018-01-12T06:38:31.118Z,,55,,,14,,
2018-01-12T06:38:42.163Z,,55,,,14,,
2018-01-12T06:38:51.118Z,,55,,,14,,
2018-01-12T06:39:01.202Z,,55,,,13.9,,
2018-01-12T06:39:11.130Z,,55,,,13.9,,
2018-01-12T06:39:21.151Z,,55,,,14,,
2018-01-12T06:39:31.121Z,,55,,,14,,
2018-01-12T06:39:41.118Z,,55,,,14,,
2018-01-12T06:39:51.136Z,,55,,,13.9,,
2018-01-12T06:40:01.201Z,,55,,,14,,
2018-01-12T06:40:11.120Z,,55,,,13.9,,
2018-01-12T06:40:21.118Z,,55,,,13.9,,
2018-01-12T06:40:31.130Z,,55,,,14,,
2018-01-12T06:40:41.119Z,,55,,,13.9,,
2018-01-12T06:40:51.119Z,,55,,,13.9,,
2018-01-12T06:41:06.188Z,,55,,,13.9,,
2018-01-12T06:41:11.120Z,,55,,,13.9,,
2018-01-12T06:41:21.120Z,,55,21.1,,13.9,,
2018-01-12T06:41:31.119Z,,55,21.3,,13.9,,
2018-01-12T06:41:41.121Z,,55,21.1,,13.9,,
2018-01-12T06:41:51.118Z,,55,21.3,,13.9,,
2018-01-12T06:42:01.212Z,,55,21.1,,14,,
2018-01-12T06:42:11.122Z,,55,,,13.9,,
2018-01-12T06:42:21.125Z,,55,,,13.9,,
2018-01-12T06:42:31.122Z,,55,,,13.9,,
2018-01-12T06:42:41.120Z,,55,,,13.9,,
2018-01-12T06:42:52.160Z,,55,,,13.9,,
2018-01-12T06:43:01.199Z,,55,,,13.9,,
2018-01-12T06:43:11.122Z,,55,,,13.9,,
2018-01-12T06:43:21.118Z,,55,,,13.9,,
2018-01-12T06:43:31.161Z,,55,,,13.9,,
2018-01-12T06:43:41.137Z,,55,,,13.9,,
2018-01-12T06:43:51.128Z,,55,,,13.9,,
2018-01-12T06:44:01.209Z,,55,,,13.9,,
2018-01-12T06:44:11.119Z,,55,,,13.9,,
2018-01-12T06:44:21.120Z,,55,,,13.9,,
2018-01-12T06:44:31.118Z,,55,,,13.9,,
2018-01-12T06:44:41.119Z,,55,,,13.9,,
2018-01-12T06:44:51.127Z,,55,,,13.9,,
2018-01-12T06:45:01.209Z,,55,,,13.9,,
2018-01-12T06:45:11.131Z,,55,,,13.9,,
2018-01-12T06:45:21.120Z,,55,,,13.9,,
2018-01-12T06:45:31.123Z,,55,,,13.9,,
2018-01-12T06:45:41.119Z,,55,,,13.9,,
2018-01-12T06:45:51.119Z,,55,,,13.9,,
2018-01-12T06:46:01.199Z,,55,,,13.9,,
2018-01-12T06:46:11.119Z,,55,,,13.9,,
2018-01-12T06:46:21.119Z,,55,,,13.9,,
