Time,HwTOutlet,ActPow,PrimTSet,HwActive,ChActive,PrimT,HwTSet
2017-12-26T01:08:53.671Z,12.1,,,,,,55
2017-12-26T01:09:03.670Z,12.1,,,,,,55
2017-12-26T01:09:13.670Z,12.1,,,,,,55
2017-12-26T01:09:23.671Z,12.1,,,,,,55
2017-12-26T01:09:33.669Z,12.1,,,,,,55
2017-12-26T01:09:43.673Z,12.1,,,,,,55
2017-12-26T01:09:53.670Z,12.1,,,,,,55
2017-12-26T01:10:03.670Z,12.1,,,,,,55
2017-12-26T01:10:13.675Z,12.1,,,,,,55
2017-12-26T01:10:24.665Z,12.1,,,,,,55
2017-12-26T01:10:33.670Z,12.1,,,,,,55
2017-12-26T01:10:43.671Z,12.1,,,,,,55
2017-12-26T01:10:53.670Z,12.1,,,,,,55
2017-12-26T01:11:03.670Z,12.1,,,,,,55
2017-12-26T01:11:13.669Z,12.1,,,,,,55
2017-12-26T01:11:23.670Z,12.1,,,,,,55
2017-12-26T01:11:33.670Z,12.1,,,,,,55
2017-12-26T01:11:43.670Z,12.1,,,,,,55
2017-12-26T01:11:53.670Z,12.1,,,,,,55
2017-12-26T01:12:03.674Z,12.1,,,,,,55
2017-12-26T01:12:13.682Z,12.1,,,,,,55
2017-12-26T01:12:23.670Z,12.1,,,,,,55
2017-12-26T01:12:33.670Z,12.1,,,,,,55
2017-12-26T01:12:43.670Z,12.1,,,,,,55
2017-12-26T01:12:53.670Z,12.1,,,,,,55
2017-12-26T01:13:03.670Z,12.1,,,,,,55
2017-12-26T01:13:14.672Z,12.1,,,,,12.1,55
2017-12-26T01:13:23.671Z,12.1,,,,,12.3,55
2017-12-26T01:13:33.670Z,12.1,,,,,,55
2017-12-26T01:13:43.670Z,12.1,,,,,,55
2017-12-26T01:13:53.673Z,12.1,,,,,,55
2017-12-26T01:14:03.670Z,12.1,,,,,,55
2017-12-26T01:14:13.670Z,12.1,,,,,,55
2017-12-26T01:14:23.670Z,12.1,,,,,,55
2017-12-26T01:14:33.670Z,12.1,,,,,,55
2017-12-26T01:14:43.671Z,12.1,,,,,12.1,55
2017-12-26T01:14:53.670Z,12.1,,,,,12.3,55
2017-12-26T01:15:03.671Z,12.1,,,,,12.1,55
2017-12-26T01:15:13.670Z,12.1,,,,,12.3,55
2017-12-26T01:15:23.670Z,12.1,,,,,,55
2017-12-26T01:15:33.671Z,12.1,,,,,,55
2017-12-26T01:15:43.672Z,12.1,,,,,,55
2017-12-26T01:15:53.670Z,12.1,,,,,12.1,55
2017-12-26T01:16:04.662Z,12.1,,,,,12.3,55
2017-12-26T01:16:13.670Z,12.1,,,,,,55
2017-12-26T01:16:23.670Z,12.1,,,,,,55
2017-12-26T01:16:33.672Z,12.1,,,,,,55
2017-12-26T01:16:43.670Z,12.1,,,,,,55
2017-12-26T01:16:53.670Z,12.1,,,,,,55
2017-12-26T01:17:03.671Z,12.1,,,,,,55
2017-12-26T01:17:13.671Z,12.1,,,,,12.1,55
2017-12-26T01:17:23.671Z,12.1,,,,,12.3,55
2017-12-26T01:17:33.671Z,12.1,,,,,,55
2017-12-26T01:17:43.672Z,12.1,,,,,,55
2017-12-26T01:17:53.673Z,12.1,,,,,,55
2017-12-26T01:18:03.671Z,12.1,,,,,,55
2017-12-26T01:18:13.675Z,12.1,,,,,,55
2017-12-26T01:18:23.676Z,12.1,,,,,,55
2017-12-26T01:18:33.671Z,12.1,,,,,12.1,55
2017-12-26T01:18:43.671Z,12.1,,,,,,55
2017-12-26T01:18:54.666Z,12.1,,,,,12.3,55
2017-12-26T01:19:03.671Z,12.1,,,,,,55
2017-12-26T01:19:13.675Z,12.1,,,,,,55
2017-12-26T01:19:23.671Z,12.1,,,,,,55
2017-12-26T01:19:33.672Z,12.1,,,,,,55
2017-12-26T01:19:43.671Z,12.1,,,,,12.1,55
2017-12-26T01:19:53.676Z,12.1,,,,,,55
2017-12-26T01:20:03.671Z,12.1,,,,,12.3,55
2017-12-26T01:20:13.673Z,12.1,,,,,,55
2017-12-26T01:20:23.671Z,12.1,,,,,12.1,55
2017-12-26T01:20:33.671Z,12.1,,,,,12.3,55
