Time,ActPow,HwTOutlet,ChActive,PrimT,HwActive,HwTSet,PrimTSet
2018-02-02T00:00:03.097Z,,48.3,,57.9,,55,
2018-02-02T00:00:13.097Z,,48.4,,58,,55,
2018-02-02T00:00:23.097Z,,48.4,,,,55,
2018-02-02T00:00:33.097Z,,48.4,,58.1,,55,
2018-02-02T00:00:43.096Z,,48.4,,58.3,,55,
2018-02-02T00:00:54.093Z,,48.4,,58.4,,55,
2018-02-02T00:01:03.096Z,,48.4,,,,55,
2018-02-02T00:01:13.096Z,,48.5,,58.5,,55,
2018-02-02T00:01:23.103Z,,48.5,,58.6,,55,
2018-02-02T00:01:33.097Z,,48.5,,58.7,,55,
2018-02-02T00:01:43.097Z,,48.5,,58.8,,55,
2018-02-02T00:01:53.096Z,,48.6,,59,,55,
2018-02-02T00:02:03.097Z,,48.6,,,,55,
2018-02-02T00:02:13.096Z,,48.6,,59.1,,55,
2018-02-02T00:02:23.097Z,,48.7,,59.2,,55,
2018-02-02T00:02:33.096Z,,48.7,,59.3,,55,
2018-02-02T00:02:43.097Z,,48.7,,59.4,,55,
2018-02-02T00:02:53.098Z,,48.9,,,,55,
2018-02-02T00:03:03.097Z,,48.9,,59.5,,55,
2018-02-02T00:03:13.097Z,,48.9,,59.7,,55,
2018-02-02T00:03:23.097Z,,49,,59.8,,55,
2018-02-02T00:03:33.097Z,,49,,,,55,
2018-02-02T00:03:44.092Z,,49,,59.9,,55,
2018-02-02T00:03:53.101Z,,49.1,,60,,55,
2018-02-02T00:04:03.097Z,,49.1,,60.1,,55,
2018-02-02T00:04:13.097Z,,49.1,,,,55,
2018-02-02T00:04:23.097Z,,49.2,,60.2,,55,
2018-02-02T00:04:33.097Z,,49.2,,60.4,,55,
2018-02-02T00:04:43.097Z,,49.2,,60.5,,55,
2018-02-02T00:04:53.097Z,,49.3,,,,55,
2018-02-02T00:05:03.097Z,,49.3,,60.6,,55,
2018-02-02T00:05:13.097Z,,49.4,,60.7,,55,
2018-02-02T00:05:23.097Z,,49.4,,,,55,
2018-02-02T00:05:33.099Z,,49.4,,60.9,,55,
2018-02-02T00:05:43.097Z,,49.5,,61,,55,
2018-02-02T00:05:53.098Z,0,49.5,1,60.8,0,55,
2018-02-02T00:06:03.097Z,,49.5,,59.9,,55,
2018-02-02T00:06:13.098Z,,49.7,,58.8,,55,
2018-02-02T00:06:23.097Z,,49.7,,57.9,,55,
2018-02-02T00:06:38.422Z,,49.7,,57.7,,55,
2018-02-02T00:06:43.097Z,,49.7,,57.6,,55,
2018-02-02T00:06:53.099Z,,49.8,,58,,55,
2018-02-02T00:07:03.097Z,,49.8,,57.8,,55,
2018-02-02T00:07:13.098Z,,49.8,,57.6,,55,
2018-02-02T00:07:23.098Z,,49.8,,57.2,,55,
2018-02-02T00:07:33.097Z,,49.8,,56.8,,55,
2018-02-02T00:07:43.097Z,,49.8,,56.5,,55,
2018-02-02T00:07:53.098Z,,49.8,,56.1,,55,
2018-02-02T00:08:03.553Z,,49.7,,55.9,,55,
2018-02-02T00:08:13.098Z,,49.7,,55.7,,55,
2018-02-02T00:08:23.097Z,,49.7,,55.5,,55,
2018-02-02T00:08:33.097Z,,49.5,,55.3,,55,
2018-02-02T00:08:43.098Z,,49.5,,55.1,,55,
2018-02-02T00:08:53.098Z,,49.4,,54.9,,55,
2018-02-02T00:09:03.098Z,,49.3,,55,,55,
2018-02-02T00:09:13.097Z,,49.3,,55.2,,55,
2018-02-02T00:09:23.098Z,,49.2,,55.3,,55,
2018-02-02T00:09:33.097Z,,49.2,,55.5,,55,
2018-02-02T00:09:43.098Z,,49.1,,55.6,,55,
2018-02-02T00:09:53.098Z,,49,,55.7,,55,
2018-02-02T00:10:03.099Z,,48.9,,55.8,,55,
2018-02-02T00:10:13.097Z,,48.9,,,,55,
2018-02-02T00:10:23.160Z,,48.7,,55.9,,55,
2018-02-02T00:10:33.098Z,,48.6,,56,,55,
2018-02-02T00:10:43.098Z,,48.6,,,,55,
2018-02-02T00:10:53.098Z,,48.5,,56.1,,55,
2018-02-02T00:11:03.098Z,,48.4,,56.2,,55,
2018-02-02T00:11:13.098Z,,48.3,,,,55,
2018-02-02T00:11:23.098Z,,48.3,,56.4,,55,
2018-02-02T00:11:33.098Z,,48.2,,,,55,
2018-02-02T00:11:43.099Z,,48.1,,56.5,,55,
2018-02-02T00:11:53.098Z,,48,,,,55,
2018-02-02T00:12:03.099Z,,48,,,,55,
2018-02-02T00:12:13.099Z,,47.8,,56.6,,55,
2018-02-02T00:12:23.098Z,,47.7,,,,55,
2018-02-02T00:12:33.098Z,,47.6,,56.7,,55,
2018-02-02T00:12:43.099Z,,47.6,,,,55,
2018-02-02T00:12:53.099Z,,47.5,,,,55,
2018-02-02T00:13:03.099Z,,47.5,,,,55,
2018-02-02T00:13:13.098Z,,47.4,,,,55,
2018-02-02T00:13:23.098Z,,47.3,,56.8,,55,
2018-02-02T00:13:33.098Z,,47.2,,,,55,
2018-02-02T00:13:43.098Z,,47.2,,,,55,
2018-02-02T00:13:53.098Z,,47,,,,55,
2018-02-02T00:14:03.115Z,,46.9,,56.9,,55,
2018-02-02T00:14:13.098Z,,46.9,,,,55,
2018-02-02T00:14:23.099Z,,46.8,,,,55,
2018-02-02T00:14:33.098Z,79,46.7,1,57,0,55,
2018-02-02T00:14:43.099Z,73,46.6,,62.1,,55,
2018-02-02T00:14:53.099Z,43,46.6,,65.2,,55,
2018-02-02T00:15:03.098Z,29,46.5,,62.8,,55,
2018-02-02T00:15:13.100Z,,46.5,,57.9,,55,
2018-02-02T00:15:23.100Z,,46.4,,54.8,,55,
2018-02-02T00:15:33.099Z,,46.2,,53.7,,55,
2018-02-02T00:15:43.100Z,,46.2,,53.2,,55,
2018-02-02T00:15:53.099Z,,46.1,,54.1,,55,
2018-02-02T00:16:03.098Z,,46.1,,54.9,,55,
2018-02-02T00:16:13.099Z,,46.1,,55.1,,55,
2018-02-02T00:16:23.098Z,,46.1,,54.9,,55,
2018-02-02T00:16:34.091Z,,46,,54.8,,55,
2018-02-02T00:16:43.098Z,,46,,55,,55,
2018-02-02T00:16:53.100Z,,46,,55.1,,55,
2018-02-02T00:17:03.102Z,,46,,55.3,,55,
2018-02-02T00:17:13.098Z,,46,,55.5,,55,
2018-02-02T00:17:23.098Z,,46,,55.6,,55,
2018-02-02T00:17:33.098Z,,46,,55.7,,55,
2018-02-02T00:17:43.098Z,,46,,,,55,
2018-02-02T00:17:53.099Z,,46,,55.9,,55,
2018-02-02T00:18:03.098Z,,46,,56,,55,
2018-02-02T00:18:13.101Z,29,46,1,56.2,0,55,75
2018-02-02T00:18:23.100Z,,46,,56.3,,55,
2018-02-02T00:18:33.099Z,,46.1,,56.4,,55,
2018-02-02T00:18:43.102Z,,46.1,,56.5,,55,
2018-02-02T00:18:53.102Z,,46.1,,56.7,,55,
2018-02-02T00:19:03.099Z,,46.1,,56.9,,55,
2018-02-02T00:19:13.099Z,,46.2,,57,,55,
2018-02-02T00:19:24.095Z,,46.2,,57.1,,55,
2018-02-02T00:19:33.109Z,,46.2,,57.2,,55,
2018-02-02T00:19:43.100Z,,46.4,,57.3,,55,
2018-02-02T00:19:53.099Z,,46.4,,57.4,,55,
2018-02-02T00:20:03.099Z,,46.4,,57.6,,55,
2018-02-02T00:20:13.099Z,,46.5,,57.7,,55,
2018-02-02T00:20:23.099Z,,46.5,,57.8,,55,
2018-02-02T00:20:33.100Z,,46.5,,,,55,
2018-02-02T00:20:43.099Z,,46.6,,57.9,,55,
2018-02-02T00:20:53.099Z,,46.6,,58,,55,
2018-02-02T00:21:03.099Z,,46.7,,58.1,,55,
2018-02-02T00:21:13.099Z,,46.7,,58.3,,55,
2018-02-02T00:21:23.100Z,,46.7,,58.4,,55,
2018-02-02T00:21:33.099Z,,46.8,,58.5,,55,
2018-02-02T00:21:43.099Z,,46.8,,58.6,,55,
2018-02-02T00:21:53.100Z,,46.9,,,,55,
2018-02-02T00:22:03.100Z,,46.9,,58.7,,55,
2018-02-02T00:22:13.101Z,,47,,58.8,,55,
2018-02-02T00:22:23.099Z,,47,,59,,55,
2018-02-02T00:22:33.099Z,,47,,59.1,,55,
2018-02-02T00:22:43.099Z,,47.2,,59.2,,55,
2018-02-02T00:22:53.100Z,,47.2,,,,55,
2018-02-02T00:23:03.100Z,,47.3,,59.3,,55,
2018-02-02T00:23:13.100Z,,47.3,,59.4,,55,
2018-02-02T00:23:23.102Z,,47.4,,59.5,,55,
2018-02-02T00:23:33.099Z,,47.4,,,,55,
2018-02-02T00:23:43.171Z,,47.4,,59.7,,55,
2018-02-02T00:23:53.138Z,,47.5,,59.8,,55,
2018-02-02T00:24:03.099Z,,47.5,,59.9,,55,
2018-02-02T00:24:13.277Z,,47.6,,60,,55,
2018-02-02T00:24:23.100Z,0,47.6,1,60.2,0,55,
2018-02-02T00:24:33.218Z,,47.7,,58.9,,55,
2018-02-02T00:24:43.146Z,,47.7,,57.8,,55,
2018-02-02T00:24:53.101Z,,47.8,,57,,55,
2018-02-02T00:25:08.494Z,,47.8,,56.8,,55,
2018-02-02T00:25:13.170Z,,47.8,,56.6,,55,
2018-02-02T00:25:23.125Z,,48,,57,,55,
2018-02-02T00:25:33.100Z,,48,,56.9,,55,
2018-02-02T00:25:43.099Z,,48,,56.8,,55,
2018-02-02T00:25:53.102Z,,48.1,,56.4,,55,
2018-02-02T00:26:03.100Z,,48.1,,55.9,,55,
2018-02-02T00:26:13.100Z,,48.1,,55.7,,55,
2018-02-02T00:26:23.100Z,,48,,55.5,,55,
2018-02-02T00:26:33.100Z,,48,,55.1,,55,
2018-02-02T00:26:43.100Z,,48,,54.9,,55,
2018-02-02T00:26:53.100Z,,48,,54.8,,55,
2018-02-02T00:27:03.101Z,,47.8,,54.6,,55,
2018-02-02T00:27:13.100Z,,47.8,,54.3,,55,
2018-02-02T00:27:23.100Z,,47.7,,54.1,,55,
2018-02-02T00:27:33.100Z,,47.7,,,,55,
2018-02-02T00:27:43.100Z,,47.7,,54.3,,55,
2018-02-02T00:27:53.101Z,,47.6,,54.4,,55,
2018-02-02T00:28:03.100Z,,47.6,,54.6,,55,
2018-02-02T00:28:13.102Z,,47.5,,54.7,,55,
2018-02-02T00:28:23.100Z,,47.4,,54.8,,55,
2018-02-02T00:28:33.103Z,,47.3,,54.9,,55,
2018-02-02T00:28:43.100Z,,47.3,,55,,55,
2018-02-02T00:28:53.100Z,,47.2,,55.1,,55,
2018-02-02T00:29:03.100Z,,47.2,,,,55,
2018-02-02T00:29:13.100Z,,47,,55.2,,55,
2018-02-02T00:29:23.100Z,,46.9,,55.3,,55,
2018-02-02T00:29:33.101Z,,46.9,,,,55,
2018-02-02T00:29:43.101Z,,46.8,,55.5,,55,
2018-02-02T00:29:53.100Z,,46.7,,,,55,
2018-02-02T00:30:03.100Z,,46.7,,55.6,,55,
2018-02-02T00:30:13.100Z,,46.6,,,,55,
2018-02-02T00:30:23.100Z,,46.5,,55.7,,55,
2018-02-02T00:30:33.100Z,,46.5,,,,55,
2018-02-02T00:30:43.101Z,,46.4,,,,55,
2018-02-02T00:30:53.103Z,,46.4,,55.8,,55,
2018-02-02T00:31:03.100Z,,46.2,,,,55,
2018-02-02T00:31:13.100Z,,46.1,,,,55,
2018-02-02T00:31:23.101Z,,46.1,,55.9,,55,
2018-02-02T00:31:33.101Z,,46,,,,55,
2018-02-02T00:31:43.101Z,,45.9,0,,0,55,5
2018-02-02T00:31:53.101Z,,45.9,,56,,55,
2018-02-02T00:32:03.101Z,,45.8,,,,55,
2018-02-02T00:32:14.095Z,,45.8,,,,55,
2018-02-02T00:32:23.102Z,,45.7,,,,55,
2018-02-02T00:32:33.101Z,,45.6,,,,55,
2018-02-02T00:32:43.101Z,,45.6,,56.1,,55,
2018-02-02T00:32:53.101Z,,45.5,,,,55,
2018-02-02T00:33:03.101Z,,45.3,,,,55,
2018-02-02T00:33:13.101Z,,45.3,,,,55,
2018-02-02T00:33:23.102Z,,45.2,,,,55,
2018-02-02T00:33:33.101Z,96,47.7,0,56.4,0,55,59
2018-02-02T00:33:43.101Z,0,49,0,54.8,0,55,
2018-02-02T00:33:53.101Z,,47.5,,53.6,,55,
2018-02-02T00:34:03.101Z,,46.8,,53.8,,55,
2018-02-02T00:34:13.101Z,,46.4,,54,,55,
2018-02-02T00:34:23.101Z,,46.1,,54.2,,55,
2018-02-02T00:34:33.101Z,,45.9,,54.3,,55,5
2018-02-02T00:34:43.101Z,,45.8,,,,55,
2018-02-02T00:34:53.101Z,,45.7,,54.4,,55,
2018-02-02T00:35:08.121Z,,45.8,,,,55,
2018-02-02T00:35:13.101Z,,45.9,,54.6,,55,
2018-02-02T00:35:23.101Z,,46,,,,55,
2018-02-02T00:35:33.101Z,,46.1,,,,55,
2018-02-02T00:35:43.101Z,,46.1,,,,55,
2018-02-02T00:35:53.101Z,,46.1,,54.7,,55,
2018-02-02T00:36:03.103Z,,46.2,,,,55,
2018-02-02T00:36:13.101Z,,46.2,,,,55,
2018-02-02T00:36:23.101Z,,46.2,,,,55,
2018-02-02T00:36:33.129Z,,46.2,,,,55,
2018-02-02T00:36:43.103Z,,46.2,,,,55,
2018-02-02T00:36:53.101Z,,46.2,,54.8,,55,
2018-02-02T00:37:03.102Z,,46.2,,,,55,
2018-02-02T00:37:13.101Z,,46.2,,,,55,
2018-02-02T00:37:23.102Z,,46.2,,,,55,
2018-02-02T00:37:33.102Z,,46.2,,,,55,
2018-02-02T00:37:43.102Z,,46.1,,,,55,
2018-02-02T00:37:58.122Z,,46.1,,,,55,
2018-02-02T00:38:03.101Z,,46.1,,,,55,
2018-02-02T00:38:13.101Z,,46.1,,,,55,
2018-02-02T00:38:23.102Z,,46.1,,,,55,
2018-02-02T00:38:33.101Z,,46,,,,55,
2018-02-02T00:38:43.102Z,,46,,,,55,
2018-02-02T00:38:53.101Z,,46,,,,55,
2018-02-02T00:39:03.101Z,,45.9,,,,55,
2018-02-02T00:39:13.101Z,,45.9,,,,55,
2018-02-02T00:39:24.096Z,,45.9,,,,55,
2018-02-02T00:39:33.103Z,,45.8,,,,55,
2018-02-02T00:39:43.167Z,,45.8,,,,55,
2018-02-02T00:39:53.102Z,,45.7,,,,55,
2018-02-02T00:40:03.101Z,,45.7,,,,55,
2018-02-02T00:40:13.102Z,,45.6,,,,55,
2018-02-02T00:40:23.102Z,,45.6,,,,55,
2018-02-02T00:40:33.102Z,,45.6,,,,55,
2018-02-02T00:40:48.122Z,,45.5,,,,55,
2018-02-02T00:40:53.102Z,,45.5,,,,55,
2018-02-02T00:41:03.116Z,,45.3,,,,55,
2018-02-02T00:41:13.116Z,,45.3,,,,55,
2018-02-02T00:41:23.102Z,,45.2,,,,55,
2018-02-02T00:41:33.103Z,,45.2,,,,55,
2018-02-02T00:41:43.102Z,,45.1,,,,55,
2018-02-02T00:41:53.102Z,,45.1,,,,55,
2018-02-02T00:42:03.102Z,,45,,,,55,
2018-02-02T00:42:13.102Z,,45,,54.7,,55,
2018-02-02T00:42:23.102Z,,44.9,,,,55,
2018-02-02T00:42:33.102Z,,44.9,,,,55,
2018-02-02T00:42:43.102Z,,44.8,,,,55,
2018-02-02T00:42:53.105Z,,44.8,,,,55,
2018-02-02T00:43:03.102Z,,44.8,,,,55,
2018-02-02T00:43:13.103Z,,44.7,,,,55,
2018-02-02T00:43:23.102Z,,44.7,,,,55,
2018-02-02T00:43:33.105Z,,44.5,,54.6,,55,
2018-02-02T00:43:43.104Z,,44.4,,,,55,
2018-02-02T00:43:53.102Z,,44.4,,,,55,
2018-02-02T00:44:03.102Z,,44.3,,,,55,
2018-02-02T00:44:13.102Z,,44.3,,,,55,
2018-02-02T00:44:23.103Z,,44.3,,,,55,
2018-02-02T00:44:33.102Z,,44.2,,,,55,
2018-02-02T00:44:43.102Z,,44.2,,,,55,
2018-02-02T00:44:53.103Z,,44.1,,54.4,,55,
2018-02-02T00:45:03.103Z,,44.1,,,,55,
2018-02-02T00:45:13.102Z,,44,,,,55,
2018-02-02T00:45:23.102Z,,44,,,,55,
2018-02-02T00:45:33.103Z,,43.9,,,,55,
2018-02-02T00:45:43.103Z,,43.9,,,,55,
2018-02-02T00:45:53.102Z,,43.9,,,,55,
2018-02-02T00:46:03.107Z,,43.7,,,,55,
2018-02-02T00:46:13.105Z,,43.7,,54.3,,55,
2018-02-02T00:46:23.104Z,,43.6,,,,55,
2018-02-02T00:46:33.102Z,,43.6,,,,55,
2018-02-02T00:46:43.103Z,,43.5,,,,55,
2018-02-02T00:46:53.103Z,,43.5,,,,55,
2018-02-02T00:47:03.102Z,,43.4,,,,55,
2018-02-02T00:47:13.103Z,,43.4,,,,55,
2018-02-02T00:47:23.103Z,,43.3,,54.2,,55,
2018-02-02T00:47:33.103Z,,43.3,,,,55,
2018-02-02T00:47:43.104Z,,43.2,,,,55,
2018-02-02T00:47:54.099Z,,43.2,,,,55,
2018-02-02T00:48:03.103Z,,43.2,,,,55,
2018-02-02T00:48:13.103Z,,43.1,,,,55,
2018-02-02T00:48:23.103Z,,43.1,,54.1,,55,
2018-02-02T00:48:33.103Z,,43,,,,55,
2018-02-02T00:48:43.103Z,,43,,,,55,
2018-02-02T00:48:53.103Z,,42.8,,,,55,
2018-02-02T00:49:03.103Z,,42.8,,,,55,
2018-02-02T00:49:13.103Z,,42.7,,,,55,
2018-02-02T00:49:23.103Z,,42.7,,54,,55,
2018-02-02T00:49:33.103Z,,42.7,,,,55,
2018-02-02T00:49:43.103Z,,42.6,,,,55,
2018-02-02T00:49:53.104Z,,42.6,,,,55,
2018-02-02T00:50:03.103Z,,42.5,,,,55,
2018-02-02T00:50:13.103Z,,42.5,,54,,55,
2018-02-02T00:50:23.103Z,,42.5,,53.9,,55,
2018-02-02T00:50:33.103Z,,42.4,,,,55,
2018-02-02T00:50:44.102Z,,42.4,,,,55,
2018-02-02T00:50:53.103Z,,42.3,,,,55,
2018-02-02T00:51:03.104Z,,42.3,,,,55,
2018-02-02T00:51:13.103Z,,42.2,,53.8,,55,
2018-02-02T00:51:23.103Z,,42.2,,,,55,
2018-02-02T00:51:33.103Z,,42,,,,55,
2018-02-02T00:51:43.103Z,,42,,,,55,
2018-02-02T00:51:53.103Z,,42,,,,55,
2018-02-02T00:52:03.102Z,,41.9,,,,55,
2018-02-02T00:52:13.103Z,,41.9,,,,55,
2018-02-02T00:52:23.109Z,,41.8,,53.7,,55,
2018-02-02T00:52:33.104Z,,41.8,,,,55,
2018-02-02T00:52:43.103Z,,41.7,,,,55,
2018-02-02T00:52:53.104Z,,41.7,,,,55,
2018-02-02T00:53:03.104Z,,41.7,,,,55,
2018-02-02T00:53:13.105Z,,41.6,,53.6,,55,
2018-02-02T00:53:23.133Z,,41.6,,,,55,
2018-02-02T00:53:38.124Z,,41.6,,,,55,
2018-02-02T00:53:43.106Z,,41.5,,,,55,
2018-02-02T00:53:53.104Z,,41.5,,,,55,
2018-02-02T00:54:03.104Z,,41.4,,53.4,,55,
2018-02-02T00:54:13.104Z,,41.4,,,,55,
2018-02-02T00:54:23.104Z,,41.2,,,,55,
2018-02-02T00:54:33.104Z,,41.2,,,,55,
2018-02-02T00:54:43.104Z,,41.1,,,,55,
2018-02-02T00:54:53.104Z,,41.1,,,,55,
2018-02-02T00:55:03.204Z,,41.1,,53.3,,55,
2018-02-02T00:55:13.104Z,,41,,,,55,
2018-02-02T00:55:23.104Z,,41,,,,55,
2018-02-02T00:55:33.104Z,,40.9,,,,55,
2018-02-02T00:55:43.104Z,,40.9,,,,55,
2018-02-02T00:55:53.104Z,,40.9,,,,55,
2018-02-02T00:56:03.104Z,,40.8,,53.2,,55,
2018-02-02T00:56:13.104Z,,40.8,,,,55,
2018-02-02T00:56:29.121Z,,40.8,,,,55,
2018-02-02T00:56:33.107Z,,40.7,,,,55,
2018-02-02T00:56:43.109Z,,40.7,,,,55,
2018-02-02T00:56:53.104Z,,40.6,,53.1,,55,
2018-02-02T00:57:03.104Z,,40.6,,,,55,
2018-02-02T00:57:13.104Z,,40.5,,,,55,
2018-02-02T00:57:23.104Z,,40.5,,,,55,
2018-02-02T00:57:33.104Z,,40.5,,,,55,
2018-02-02T00:57:43.105Z,,40.3,,,,55,
2018-02-02T00:57:53.104Z,,40.3,,53,,55,
2018-02-02T00:58:03.104Z,,40.2,,,,55,
2018-02-02T00:58:13.104Z,,40.2,,,,55,
2018-02-02T00:58:23.104Z,,40.2,,,,55,
2018-02-02T00:58:33.104Z,,40.1,,,,55,
2018-02-02T00:58:43.104Z,,40.1,,52.9,,55,
2018-02-02T00:58:53.104Z,,40.1,,,,55,
2018-02-02T00:59:03.104Z,,40,,,,55,
2018-02-02T00:59:13.192Z,,40,,,,55,
2018-02-02T00:59:23.105Z,,39.9,,,,55,
2018-02-02T00:59:33.105Z,,39.9,,,,55,
2018-02-02T00:59:43.104Z,,39.9,,52.8,,55,
2018-02-02T00:59:53.105Z,,39.8,,,,55,
2018-02-02T01:00:03.104Z,,39.8,,,,55,
2018-02-02T01:00:13.104Z,,39.6,,,,55,
2018-02-02T01:00:23.104Z,,39.6,,,,55,
2018-02-02T01:00:33.105Z,,39.6,,,,55,
2018-02-02T01:00:43.105Z,,39.5,,52.7,,55,
2018-02-02T01:00:53.105Z,,39.5,,,,55,
2018-02-02T01:01:03.104Z,,39.5,,,,55,
2018-02-02T01:01:13.104Z,,39.4,,,,55,
2018-02-02T01:01:23.106Z,,39.4,,,,55,
2018-02-02T01:01:33.104Z,,39.3,,52.6,,55,
2018-02-02T01:01:43.105Z,,39.3,,,,55,
2018-02-02T01:01:53.106Z,,39.3,,,,55,
2018-02-02T01:02:03.104Z,,39.1,,,,55,
2018-02-02T01:02:13.104Z,,39.1,,52.4,,55,
2018-02-02T01:02:23.105Z,,39.1,,,,55,
2018-02-02T01:02:33.105Z,,39,,,,55,
2018-02-02T01:02:43.105Z,,39,,,,55,
2018-02-02T01:02:53.107Z,,38.9,,,,55,
2018-02-02T01:03:03.104Z,,38.9,,,,55,
2018-02-02T01:03:13.105Z,,38.9,,,,55,
2018-02-02T01:03:23.106Z,,38.8,,52.3,,55,
2018-02-02T01:03:33.105Z,,38.8,,,,55,
2018-02-02T01:03:43.104Z,,38.8,,,,55,
2018-02-02T01:03:53.107Z,,38.6,,,,55,
2018-02-02T01:04:03.105Z,,38.6,,52.2,,55,
2018-02-02T01:04:13.105Z,,38.6,,,,55,
2018-02-02T01:04:23.105Z,,38.5,,,,55,
2018-02-02T01:04:33.107Z,,38.5,,,,55,
2018-02-02T01:04:43.105Z,,38.4,,,,55,
2018-02-02T01:04:53.105Z,,38.4,,52.1,,55,
2018-02-02T01:05:03.105Z,,38.4,,,,55,
2018-02-02T01:05:13.105Z,,38.3,,,,55,
2018-02-02T01:05:23.105Z,,38.3,,,,55,
2018-02-02T01:05:33.105Z,,38.3,,,,55,
2018-02-02T01:05:43.105Z,,38.1,,,,55,
2018-02-02T01:05:53.107Z,,38.1,,52,,55,
2018-02-02T01:06:03.110Z,,38.1,,,,55,
2018-02-02T01:06:13.106Z,,38,,,,55,
2018-02-02T01:06:24.102Z,,38,,,,55,
2018-02-02T01:06:33.109Z,,38,,51.9,,55,
2018-02-02T01:06:43.107Z,,37.9,,51.9,,55,
2018-02-02T01:06:53.110Z,,37.9,,,,55,
2018-02-02T01:07:03.108Z,,37.9,,,,55,
2018-02-02T01:07:13.109Z,,37.8,,,,55,
2018-02-02T01:07:23.105Z,,37.8,,,,55,
2018-02-02T01:07:33.107Z,,37.7,,51.8,,55,
2018-02-02T01:07:43.105Z,,37.7,,,,55,
2018-02-02T01:07:53.107Z,,37.7,,,,55,
2018-02-02T01:08:03.105Z,,37.7,,,,55,
2018-02-02T01:08:13.113Z,,37.5,,,,55,
2018-02-02T01:08:23.105Z,,37.5,,,,55,
2018-02-02T01:08:33.105Z,,37.4,,51.7,,55,
2018-02-02T01:08:43.105Z,,37.4,,,,55,
2018-02-02T01:08:53.107Z,,37.4,,,,55,
2018-02-02T01:09:03.106Z,,37.3,,,,55,
2018-02-02T01:09:18.126Z,,37.3,,,,55,
2018-02-02T01:09:23.106Z,,37.3,,51.6,,55,
2018-02-02T01:09:33.105Z,,37.2,,,,55,
2018-02-02T01:09:43.106Z,,37.2,,,,55,
2018-02-02T01:09:53.106Z,,37.2,,,,55,
2018-02-02T01:10:03.105Z,,37.2,,,,55,
2018-02-02T01:10:13.105Z,,37,,51.4,,55,
2018-02-02T01:10:23.106Z,,37,,,,55,
2018-02-02T01:10:33.106Z,,36.9,,,,55,
2018-02-02T01:10:43.106Z,,36.9,,,,55,
2018-02-02T01:10:53.106Z,,36.9,,,,55,
2018-02-02T01:11:03.106Z,,36.8,,51.3,,55,
2018-02-02T01:11:13.106Z,,36.8,,,,55,
2018-02-02T01:11:23.107Z,,36.8,,,,55,
2018-02-02T01:11:33.108Z,,36.7,,,,55,
2018-02-02T01:11:43.109Z,,36.7,,,,55,
2018-02-02T01:11:53.106Z,,36.7,,51.2,,55,
2018-02-02T01:12:04.107Z,,36.5,,,,55,
2018-02-02T01:12:13.108Z,,36.5,,,,55,
2018-02-02T01:12:23.107Z,,36.5,,,,55,
2018-02-02T01:12:33.112Z,,36.5,,,,55,
2018-02-02T01:12:43.108Z,,36.4,,,,55,
2018-02-02T01:12:53.107Z,,36.4,,51.1,,55,
2018-02-02T01:13:03.108Z,,36.4,,,,55,
2018-02-02T01:13:13.239Z,,36.3,,,,55,
2018-02-02T01:13:23.130Z,,36.3,,,,55,
2018-02-02T01:13:33.759Z,,36.3,,,,55,
2018-02-02T01:13:43.106Z,,36.2,,51,,55,
2018-02-02T01:13:53.106Z,,36.2,,,,55,
2018-02-02T01:14:03.107Z,,36.2,,,,55,
2018-02-02T01:14:13.111Z,,36,,,,55,
2018-02-02T01:14:23.106Z,,36,,,,55,
2018-02-02T01:14:33.107Z,,36,,50.9,,55,
2018-02-02T01:14:43.107Z,,35.9,,,,55,
2018-02-02T01:14:58.126Z,,35.9,,,,55,
2018-02-02T01:15:03.107Z,,35.9,,,,55,
2018-02-02T01:15:13.106Z,,35.8,,,,55,
2018-02-02T01:15:23.106Z,,35.8,,,,55,
2018-02-02T01:15:33.106Z,,35.8,,50.8,,55,
2018-02-02T01:15:43.106Z,,35.8,,,,55,
2018-02-02T01:15:53.106Z,,35.7,,,,55,
2018-02-02T01:16:03.107Z,,35.7,,,,55,
2018-02-02T01:16:13.106Z,,35.6,,,,55,
2018-02-02T01:16:24.106Z,,35.6,,50.7,,55,
2018-02-02T01:16:33.107Z,,35.6,,,,55,
2018-02-02T01:16:43.109Z,,35.6,,,,55,
2018-02-02T01:16:53.107Z,,35.4,,,,55,
2018-02-02T01:17:03.107Z,,35.4,,,,55,
2018-02-02T01:17:13.107Z,,35.4,,50.6,,55,
2018-02-02T01:17:23.108Z,,35.3,,,,55,
2018-02-02T01:17:33.107Z,,35.3,,,,55,
2018-02-02T01:17:43.110Z,,35.3,,,,55,
2018-02-02T01:17:53.109Z,,35.3,,,,55,
2018-02-02T01:18:03.107Z,,35.2,,50.4,,55,
2018-02-02T01:18:13.107Z,,35.2,,,,55,
2018-02-02T01:18:23.107Z,0,35.2,0,50.4,0,55,5
2018-02-02T01:18:33.107Z,,35.1,,,,55,
2018-02-02T01:18:43.106Z,,35.1,,,,55,
2018-02-02T01:18:53.107Z,,35.1,,50.3,,55,
2018-02-02T01:19:03.107Z,,34.9,,,,55,
2018-02-02T01:19:13.107Z,,34.9,,,,55,
2018-02-02T01:19:23.107Z,,34.9,,,,55,
2018-02-02T01:19:33.107Z,,34.9,,,,55,
2018-02-02T01:19:43.107Z,,34.8,,50.2,,55,
2018-02-02T01:19:53.107Z,,34.8,,,,55,
