Time,PrimT,ChActive,PrimTSet,ActPow,HwTSet,HwTOutlet,HwActive
2018-01-17T05:44:55.071Z,,,,,55,46.6,
2018-01-17T05:45:05.071Z,,,,,55,46.5,
2018-01-17T05:45:15.069Z,,,,,55,46.5,
2018-01-17T05:45:25.071Z,,,,,55,46.4,
2018-01-17T05:45:35.069Z,,,,,55,46.4,
2018-01-17T05:45:45.070Z,60.4,1,75,80,,,0
2018-01-17T05:45:55.069Z,65.5,,,58,55,46.1,
2018-01-17T05:46:05.069Z,65.7,,,29,55,46.1,
2018-01-17T05:46:15.069Z,60.8,,,,55,46,
2018-01-17T05:46:25.072Z,56.5,,,,55,46,
2018-01-17T05:46:35.069Z,54.7,,,,55,45.9,
2018-01-17T05:46:45.069Z,53.8,,,,,,
2018-01-17T05:46:55.069Z,54.3,,,,55,45.8,
2018-01-17T05:47:10.090Z,55,,,,55,45.8,
2018-01-17T05:47:15.069Z,55.1,,,,55,45.8,
2018-01-17T05:47:25.070Z,55,,,,55,45.8,
2018-01-17T05:47:35.069Z,,,,,55,45.8,
2018-01-17T05:47:45.069Z,55.1,,,,55,45.8,
2018-01-17T05:47:55.070Z,55.3,,,,55,45.8,
2018-01-17T05:48:05.070Z,55.5,,,,55,45.8,
2018-01-17T05:48:15.069Z,55.6,,,,55,45.8,
2018-01-17T05:48:25.070Z,,,,,55,45.8,
2018-01-17T05:48:36.069Z,55.8,,,,55,45.8,
2018-01-17T05:48:45.069Z,55.9,,,,55,45.8,
2018-01-17T05:48:55.070Z,,,,,55,45.8,
2018-01-17T05:49:05.070Z,56,,,,55,45.8,
2018-01-17T05:49:15.069Z,56.3,,,,55,45.8,
2018-01-17T05:49:25.069Z,56.4,,,,55,45.8,
2018-01-17T05:49:35.071Z,56.5,,,,55,45.8,
2018-01-17T05:49:45.069Z,56.6,,,,55,45.9,
2018-01-17T05:50:00.090Z,56.7,,,,55,45.9,
2018-01-17T05:50:05.070Z,56.9,,,,55,45.9,
2018-01-17T05:50:15.071Z,57,,,,55,45.9,
2018-01-17T05:50:25.069Z,57.1,,,,55,45.9,
2018-01-17T05:50:35.070Z,57.2,,,,55,45.9,
2018-01-17T05:50:45.070Z,57.3,,,,,,
2018-01-17T05:50:55.072Z,57.4,,,,55,46,
2018-01-17T05:51:05.069Z,57.6,,,,55,46,
2018-01-17T05:51:15.070Z,57.7,,,,55,46.1,
2018-01-17T05:51:26.210Z,57.8,,,,55,46.1,
2018-01-17T05:51:35.070Z,57.9,,,,55,46.1,
2018-01-17T05:51:45.071Z,,,,,55,46.2,
2018-01-17T05:51:55.108Z,58,,,,55,46.2,
2018-01-17T05:52:05.078Z,58.1,,,,55,46.2,
2018-01-17T05:52:15.072Z,58.3,,,,55,46.4,
2018-01-17T05:52:25.070Z,,,,,55,46.4,
2018-01-17T05:52:35.072Z,58.4,,,,55,46.4,
2018-01-17T05:52:45.070Z,,,,,55,46.5,
2018-01-17T05:52:55.070Z,58.6,,,,55,46.5,
2018-01-17T05:53:05.070Z,,,,,55,46.6,
2018-01-17T05:53:15.070Z,58.7,,,,55,46.6,
2018-01-17T05:53:25.070Z,58.8,,,,55,46.6,
2018-01-17T05:53:35.070Z,59,,,,55,46.7,
2018-01-17T05:53:55.073Z,59.1,,,,55,46.7,
2018-01-17T05:54:05.070Z,59.2,,,,55,46.8,
2018-01-17T05:54:15.073Z,,,,,55,46.8,
2018-01-17T05:54:25.070Z,59.3,,,,55,46.9,
2018-01-17T05:54:35.073Z,59.4,,,,55,46.9,
2018-01-17T05:54:45.071Z,,,,,55,46.9,
2018-01-17T05:54:55.071Z,59.5,,,,55,47,
2018-01-17T05:55:15.071Z,59.7,,,,55,47.2,
2018-01-17T05:55:25.070Z,59.8,,,,55,47.2,
2018-01-17T05:55:35.070Z,59.9,,,,55,47.2,
2018-01-17T05:55:45.070Z,,,,,55,47.3,
2018-01-17T05:55:55.072Z,60,,,,,,
2018-01-17T05:56:05.083Z,,,,,55,47.4,
2018-01-17T05:56:15.081Z,60.1,,,,55,47.4,
2018-01-17T05:56:25.074Z,60.2,,,,,,
2018-01-17T05:56:35.079Z,,,,,55,47.5,
2018-01-17T05:56:45.072Z,,,,,55,47.5,
2018-01-17T05:56:55.072Z,60.5,,,,55,47.6,
2018-01-17T05:57:15.070Z,60.6,,,,55,47.6,
2018-01-17T05:57:25.072Z,60.7,,,,55,47.7,
2018-01-17T05:57:45.071Z,,,,,55,47.7,
2018-01-17T05:57:55.071Z,60.9,,,,55,47.8,
2018-01-17T05:58:05.071Z,61,,,,,,
2018-01-17T05:58:15.072Z,,,,,55,48,
2018-01-17T05:58:25.077Z,61.1,,,,55,48,
2018-01-17T05:58:45.071Z,61.2,,,,55,48.1,
2018-01-17T05:58:55.181Z,,,,,55,48.1,
2018-01-17T05:59:05.071Z,61.4,,,,55,48.2,
2018-01-17T05:59:15.071Z,,,,,55,48.2,
2018-01-17T05:59:25.072Z,61.5,,,,55,48.2,
2018-01-17T05:59:35.073Z,61.6,,,,55,48.3,
2018-01-17T05:59:45.071Z,,,,,55,48.3,
2018-01-17T05:59:56.067Z,61.7,,,,55,48.4,
2018-01-17T06:00:05.071Z,61.9,,,,,,
2018-01-17T06:00:15.071Z,,,,,55,48.4,
2018-01-17T06:00:25.071Z,62,1,,0,55,48.5,0
2018-01-17T06:00:35.073Z,61.3,,,,,,
2018-01-17T06:00:45.121Z,60.1,,,,55,48.5,
2018-01-17T06:00:55.071Z,59,,,,55,48.6,
2018-01-17T06:01:05.071Z,58.5,,,,55,48.6,
2018-01-17T06:01:15.071Z,58.4,,,,55,48.7,
2018-01-17T06:01:25.071Z,58.5,,,,55,48.7,
2018-01-17T06:01:35.071Z,58.6,,,,,,
2018-01-17T06:01:45.073Z,58.3,,,,55,48.9,
2018-01-17T06:01:55.071Z,57.8,,,,55,48.9,
2018-01-17T06:02:05.071Z,57.6,,,,,,
2018-01-17T06:02:15.074Z,57.3,,,,55,48.9,
2018-01-17T06:02:25.071Z,57,,,,55,48.9,
2018-01-17T06:02:35.071Z,56.8,,,,,,
2018-01-17T06:02:50.096Z,56.6,,,,55,48.7,
2018-01-17T06:02:55.071Z,56.4,,,,55,48.7,
2018-01-17T06:03:05.071Z,56.1,,,,,,
2018-01-17T06:03:15.071Z,55.9,,,,55,48.6,
2018-01-17T06:03:25.074Z,55.7,,,,55,48.6,
2018-01-17T06:03:35.074Z,,,,,55,48.5,
2018-01-17T06:03:45.071Z,55.9,,,,55,48.4,
2018-01-17T06:03:55.072Z,56,,,,,,
2018-01-17T06:04:05.071Z,56.1,,,,55,48.3,
2018-01-17T06:04:15.074Z,56.2,,,,55,48.2,
2018-01-17T06:04:25.074Z,56.4,,,,55,48.1,
2018-01-17T06:04:35.071Z,56.5,,,,55,48.1,
2018-01-17T06:04:45.072Z,,,,,55,48,
2018-01-17T06:04:55.072Z,56.7,,,,55,48,
2018-01-17T06:05:15.071Z,56.8,,,,55,47.7,
2018-01-17T06:05:25.072Z,56.9,,,,55,47.7,
2018-01-17T06:05:45.072Z,57,,,,55,47.6,
2018-01-17T06:05:55.072Z,,,,,55,47.5,
2018-01-17T06:06:05.071Z,57.2,,,,55,47.4,
2018-01-17T06:06:15.073Z,,,,,55,47.4,
2018-01-17T06:06:35.074Z,57.3,,,,55,47.3,
2018-01-17T06:06:45.073Z,,,,,55,47.2,
2018-01-17T06:06:55.073Z,,,,,55,47,
2018-01-17T06:07:05.484Z,57.4,,,,,,
2018-01-17T06:07:15.072Z,,,,,55,46.9,
2018-01-17T06:07:25.072Z,,,,,55,46.8,
2018-01-17T06:07:35.075Z,,,,,55,46.8,
2018-01-17T06:07:45.072Z,57.5,,,,55,46.7,
2018-01-17T06:07:55.072Z,,,,,55,46.7,
2018-01-17T06:08:15.074Z,,,,,55,46.5,
2018-01-17T06:08:25.072Z,57.6,,,,55,46.5,
2018-01-17T06:08:45.072Z,,,,,55,46.4,
2018-01-17T06:08:55.072Z,,,,,55,46.2,
2018-01-17T06:09:15.072Z,,,,,55,46.1,
2018-01-17T06:09:25.072Z,,,,,55,46,
2018-01-17T06:09:45.073Z,,,,,55,45.9,
2018-01-17T06:09:56.076Z,,,,,55,45.8,
2018-01-17T06:10:15.072Z,,,,,55,45.7,
2018-01-17T06:10:25.072Z,,,,,55,45.7,
2018-01-17T06:10:45.080Z,,,,,55,45.6,
2018-01-17T06:10:55.076Z,,,,,55,45.5,
2018-01-17T06:11:15.072Z,,,,,55,45.3,
2018-01-17T06:11:25.072Z,,,,,55,45.2,
2018-01-17T06:11:45.072Z,58.2,1,,79,55,45.2,0
2018-01-17T06:11:55.072Z,63.2,,,69,55,45.1,
2018-01-17T06:12:05.072Z,65.3,,,29,55,45,
2018-01-17T06:12:15.072Z,60.8,,,,55,45,
2018-01-17T06:12:25.073Z,56.1,,,,55,44.9,
2018-01-17T06:12:35.081Z,53.8,,,,55,44.8,
2018-01-17T06:12:46.065Z,52.7,,,,,,
2018-01-17T06:12:55.073Z,,,,,55,44.8,
2018-01-17T06:13:05.073Z,53.6,,,,55,44.8,
2018-01-17T06:13:15.072Z,53.7,,,,55,44.7,
2018-01-17T06:13:25.087Z,53.6,,,,55,44.7,
2018-01-17T06:13:35.072Z,53.7,,,,,,
2018-01-17T06:13:45.076Z,,,,,55,44.7,
2018-01-17T06:13:55.074Z,54.1,,,,,,
2018-01-17T06:14:05.072Z,54.2,,,,55,44.7,
2018-01-17T06:14:15.073Z,54.3,,,,55,44.7,
2018-01-17T06:14:25.072Z,54.4,,,,,,
2018-01-17T06:14:35.073Z,54.5,,,,55,44.7,
2018-01-17T06:14:45.076Z,,,,,55,44.7,
2018-01-17T06:14:55.075Z,54.8,,,,55,44.7,
2018-01-17T06:15:05.086Z,54.9,,,,,,
2018-01-17T06:15:15.073Z,55,,,,55,44.7,
2018-01-17T06:15:25.079Z,55.1,,,,55,44.7,
2018-01-17T06:15:36.069Z,,,,,55,44.7,
2018-01-17T06:15:45.073Z,55.3,,,,,,
2018-01-17T06:15:55.073Z,55.6,,,,55,44.7,
2018-01-17T06:16:05.073Z,,,,,55,44.8,
2018-01-17T06:16:15.141Z,,,,,55,44.8,
2018-01-17T06:16:25.074Z,55.9,,,,,,
2018-01-17T06:16:35.073Z,56,,,,55,44.8,
2018-01-17T06:16:45.074Z,56.2,,,,55,44.9,
2018-01-17T06:16:55.073Z,56.3,,,,55,44.9,
2018-01-17T06:17:15.073Z,,,,,55,45,
2018-01-17T06:17:25.074Z,56.4,,,,55,45,
2018-01-17T06:17:35.079Z,56.6,,,,,,
2018-01-17T06:17:45.083Z,,,,,55,45.1,
2018-01-17T06:17:55.074Z,56.7,,,,55,45.1,
2018-01-17T06:18:05.073Z,56.9,,,,,,
2018-01-17T06:18:15.075Z,57.1,,,,55,45.1,
2018-01-17T06:18:30.125Z,57.2,,,,55,45.2,
2018-01-17T06:18:35.094Z,57.3,,,,55,45.2,
2018-01-17T06:18:55.075Z,57.4,,,,55,45.3,
2018-01-17T06:19:05.075Z,57.6,,,,55,45.5,
2018-01-17T06:19:15.076Z,57.7,,,,55,45.5,
2018-01-17T06:19:35.074Z,,,,,55,45.6,
2018-01-17T06:19:55.093Z,57.9,,,,55,45.6,
2018-01-17T06:20:05.073Z,58,,,,,,
2018-01-17T06:20:15.074Z,58.1,,,,55,45.7,
2018-01-17T06:20:25.076Z,,,,,55,45.8,
2018-01-17T06:20:35.074Z,58.4,,,,,,
2018-01-17T06:20:45.073Z,,,,,55,45.8,
2018-01-17T06:21:05.074Z,58.5,,,,55,45.9,
2018-01-17T06:21:20.094Z,,,,,55,46,
2018-01-17T06:21:25.078Z,58.6,,,,55,46,
2018-01-17T06:21:35.074Z,58.7,,,,,,
2018-01-17T06:21:45.075Z,,,,,55,46.1,
2018-01-17T06:21:55.074Z,58.8,,,,55,46.1,
2018-01-17T06:22:05.093Z,59.1,,,,,,
2018-01-17T06:22:15.073Z,59.2,,,,55,46.2,
2018-01-17T06:22:25.077Z,,,,,55,46.2,
2018-01-17T06:22:35.074Z,59.3,,,,,,
2018-01-17T06:22:45.074Z,,,,,55,46.4,
2018-01-17T06:22:55.074Z,59.4,,,,,,
2018-01-17T06:23:05.074Z,59.5,,,,55,46.5,
2018-01-17T06:23:15.075Z,,,,,55,46.6,
2018-01-17T06:23:35.074Z,59.7,,,,55,46.6,
2018-01-17T06:23:45.074Z,,,,,55,46.7,
2018-01-17T06:23:55.074Z,59.8,,,,,,
2018-01-17T06:24:10.481Z,59.9,,,,55,46.7,
2018-01-17T06:24:15.074Z,60,,,,55,46.8,
2018-01-17T06:24:25.074Z,,,,,55,46.9,
2018-01-17T06:24:45.074Z,60.2,,,,55,46.9,
2018-01-17T06:24:55.074Z,,,,,55,47,
2018-01-17T06:25:05.074Z,60.4,,,,55,47,
2018-01-17T06:25:25.102Z,60.5,,,,55,47.2,
2018-01-17T06:25:36.083Z,60.6,,,,55,47.3,
2018-01-17T06:25:55.075Z,,,,,55,47.3,
2018-01-17T06:26:05.076Z,60.7,,,,55,47.3,
2018-01-17T06:26:15.125Z,60.9,,,,55,47.4,
2018-01-17T06:26:35.087Z,61,,,,55,47.4,
2018-01-17T06:26:45.086Z,,,,,55,47.5,
2018-01-17T06:27:05.080Z,61.2,,,,55,47.6,
2018-01-17T06:27:15.074Z,,,,,55,47.6,
2018-01-17T06:27:35.074Z,61.5,,,,55,47.7,
2018-01-17T06:27:45.076Z,,,,,55,47.8,
2018-01-17T06:28:05.076Z,61.6,,,,55,47.8,
2018-01-17T06:28:15.084Z,,,,,55,48,
2018-01-17T06:28:35.075Z,61.9,,,,55,48,
2018-01-17T06:28:45.075Z,,,,,55,48.1,
2018-01-17T06:28:55.075Z,62,,,,,,
2018-01-17T06:29:05.075Z,,,,,55,48.2,
2018-01-17T06:29:15.074Z,,,,,55,48.2,
2018-01-17T06:29:25.075Z,62.3,1,,0,,,0
2018-01-17T06:29:35.075Z,61.8,,,,55,48.3,
2018-01-17T06:29:45.085Z,60.9,,,,55,48.3,
2018-01-17T06:29:55.075Z,59,,,,55,48.4,
2018-01-17T06:30:05.076Z,58.7,,,,55,48.4,
2018-01-17T06:30:15.081Z,,,,,55,48.5,
2018-01-17T06:30:25.075Z,58.5,,,,,,
2018-01-17T06:30:35.075Z,58.7,,,,55,48.5,
2018-01-17T06:30:45.075Z,,,,,55,48.6,
2018-01-17T06:30:55.075Z,58.4,,,,,,
2018-01-17T06:31:05.075Z,57.8,,,,55,48.6,
2018-01-17T06:31:16.073Z,57.7,,,,55,48.6,
2018-01-17T06:31:25.084Z,57.4,,,,,,
2018-01-17T06:31:35.090Z,56.9,,,,55,48.6,
2018-01-17T06:31:45.075Z,,,,,55,48.5,
2018-01-17T06:31:55.156Z,56.7,,,,,,
2018-01-17T06:32:05.087Z,56.4,,,,55,48.5,
2018-01-17T06:32:15.078Z,,,,,55,48.4,
2018-01-17T06:32:25.075Z,55.9,,,,55,48.4,
2018-01-17T06:32:35.075Z,,,,,55,48.3,
2018-01-17T06:32:45.082Z,56.1,,,,55,48.3,
2018-01-17T06:32:55.081Z,56.2,,,,55,48.2,
2018-01-17T06:33:05.075Z,,,,,55,48.1,
2018-01-17T06:33:15.080Z,56.4,,,,,,
2018-01-17T06:33:25.075Z,56.5,,,,55,48,
2018-01-17T06:33:35.075Z,56.6,,,,55,47.8,
2018-01-17T06:33:45.075Z,56.7,,,,,,
2018-01-17T06:33:55.075Z,56.8,,,,55,47.8,
2018-01-17T06:34:10.095Z,56.9,,,,55,47.7,
2018-01-17T06:34:15.075Z,57,,,,55,47.6,
2018-01-17T06:34:25.075Z,,,,,55,47.6,
2018-01-17T06:34:35.076Z,,,,,55,47.5,
2018-01-17T06:34:45.075Z,57.2,,,,55,47.5,
2018-01-17T06:34:55.076Z,57.3,,,,55,47.4,
2018-01-17T06:35:05.079Z,57.4,,,,55,47.3,
2018-01-17T06:35:25.079Z,,,,,55,47.3,
2018-01-17T06:35:35.100Z,,,,,55,47.2,
2018-01-17T06:35:45.076Z,57.5,,,,,,
2018-01-17T06:35:55.077Z,,,,,55,47,
2018-01-17T06:36:05.076Z,57.6,,,,55,46.9,
2018-01-17T06:36:15.075Z,58.1,1,,79,55,46.9,0
2018-01-17T06:36:25.076Z,63.6,,,73,55,46.8,
2018-01-17T06:36:35.076Z,67,,,35,55,46.7,
2018-01-17T06:36:45.077Z,63.4,,,29,55,46.7,
2018-01-17T06:37:00.096Z,59.8,,,,55,46.6,
2018-01-17T06:37:05.076Z,57.2,,,,55,46.6,
2018-01-17T06:37:15.076Z,56.1,,,,55,46.5,
2018-01-17T06:37:25.078Z,55.9,,,,55,46.5,
2018-01-17T06:37:35.080Z,56.7,,,,55,46.4,
2018-01-17T06:37:45.078Z,57,,,,55,46.4,
2018-01-17T06:37:55.077Z,57.1,,,,55,46.4,
2018-01-17T06:38:05.076Z,,,,,55,46.4,
2018-01-17T06:38:15.076Z,,,,,55,46.4,
2018-01-17T06:38:25.076Z,57.2,,,,55,46.4,
2018-01-17T06:38:35.081Z,57.3,,,,55,46.4,
2018-01-17T06:38:45.076Z,57.4,,,,,,
2018-01-17T06:38:55.076Z,57.6,,,,55,46.4,
2018-01-17T06:39:05.076Z,,,,,55,46.4,
2018-01-17T06:39:15.076Z,57.7,,,,55,46.4,
2018-01-17T06:39:35.076Z,57.8,,,,55,46.5,
2018-01-17T06:39:50.097Z,57.9,,,,55,46.5,
2018-01-17T06:39:55.078Z,58,,,,,,
2018-01-17T06:40:05.076Z,,,,,55,46.6,
2018-01-17T06:40:15.076Z,58.1,,,,,,
2018-01-17T06:40:25.090Z,58.3,,,,55,46.6,
2018-01-17T06:40:35.077Z,,,,,55,46.7,
2018-01-17T06:40:45.077Z,58.4,,,,,,
2018-01-17T06:40:55.076Z,58.5,,,,55,46.7,
2018-01-17T06:41:05.076Z,58.6,,,,55,46.7,
2018-01-17T06:41:15.079Z,58.7,,,,55,46.7,
2018-01-17T06:41:25.079Z,58.8,,,,55,46.8,
2018-01-17T06:41:35.076Z,59,,,,55,46.8,
2018-01-17T06:41:45.076Z,,,,,55,46.8,
2018-01-17T06:41:55.101Z,59.1,,,,55,46.9,
2018-01-17T06:42:05.077Z,59.2,,,,55,46.9,
2018-01-17T06:42:15.077Z,,,,,55,46.9,
2018-01-17T06:42:25.083Z,59.3,,,,55,47,
2018-01-17T06:42:35.093Z,59.4,,,,55,47,
2018-01-17T06:42:45.076Z,59.5,,,,55,47.2,
2018-01-17T06:42:55.100Z,,,,,55,47.2,
2018-01-17T06:43:05.077Z,59.7,,,,55,47.2,
2018-01-17T06:43:15.077Z,59.8,,,,55,47.3,
2018-01-17T06:43:25.076Z,59.9,,,,55,47.3,
2018-01-17T06:43:35.077Z,60,,,,55,47.3,
2018-01-17T06:43:45.077Z,,,,,55,47.4,
2018-01-17T06:43:55.077Z,60.1,,,,55,47.4,
2018-01-17T06:44:06.072Z,,,,,55,47.4,
2018-01-17T06:44:15.096Z,60.2,,,,55,47.5,
2018-01-17T06:44:25.081Z,60.4,,,,55,47.5,
2018-01-17T06:44:35.077Z,,,,,55,47.5,
2018-01-17T06:44:45.077Z,,,,,55,47.6,
2018-01-17T06:44:55.080Z,60.5,,,,55,47.6,
2018-01-17T06:45:05.077Z,60.6,,,,55,47.6,
2018-01-17T06:45:15.077Z,,,,,55,47.7,
2018-01-17T06:45:25.076Z,60.7,,,,55,47.7,
2018-01-17T06:45:35.077Z,,,,,55,47.8,
2018-01-17T06:45:45.077Z,60.9,,,,55,47.8,
2018-01-17T06:45:55.077Z,61,1,75,29,55,47.8,0
2018-01-17T06:46:05.321Z,,,,,55,48,
2018-01-17T06:46:15.105Z,61.1,,,,55,48,
2018-01-17T06:46:25.092Z,,,,,55,48,
2018-01-17T06:46:35.148Z,61.2,,,,55,48.1,
2018-01-17T06:46:45.099Z,,,,,55,48.1,
2018-01-17T06:46:56.097Z,61.4,,,,55,48.2,
2018-01-17T06:47:05.185Z,61.5,,,,55,48.2,
2018-01-17T06:47:15.078Z,,,,,55,48.3,
2018-01-17T06:47:25.078Z,61.6,,,,55,48.3,
2018-01-17T06:47:35.103Z,,,,,55,48.3,
2018-01-17T06:47:45.084Z,61.7,,,,55,48.4,
2018-01-17T06:47:55.106Z,,,,,55,48.4,
2018-01-17T06:48:05.102Z,61.9,,,,55,48.4,
2018-01-17T06:48:15.078Z,62,,,,55,48.5,
2018-01-17T06:48:25.095Z,,,,,55,48.5,
2018-01-17T06:48:35.077Z,,,,,55,48.6,
2018-01-17T06:48:45.078Z,62.1,,,,55,48.6,
2018-01-17T06:48:55.080Z,,,,,55,48.7,
2018-01-17T06:49:05.077Z,62.2,,,,55,48.7,
2018-01-17T06:49:15.078Z,62.6,1,,0,55,48.7,0
2018-01-17T06:49:25.082Z,61.9,,,,55,48.9,
2018-01-17T06:49:35.078Z,60.8,,,,55,48.9,
2018-01-17T06:49:46.073Z,59.4,,,,55,48.9,
2018-01-17T06:49:55.080Z,58.9,,,,55,49,
2018-01-17T06:50:05.085Z,58.8,,,,55,49,
2018-01-17T06:50:15.078Z,,,,,55,49.1,
2018-01-17T06:50:25.078Z,58.9,,,,55,49.1,
2018-01-17T06:50:35.078Z,,,,,55,49.1,
2018-01-17T06:50:45.077Z,58.5,,,,55,49.1,
2018-01-17T06:50:55.078Z,57.8,,,,55,49.2,
2018-01-17T06:51:05.080Z,,,,,55,49.2,
2018-01-17T06:51:15.103Z,57.5,,,,55,49.1,
2018-01-17T06:51:25.079Z,57.3,,,,55,49.1,
2018-01-17T06:51:35.079Z,56.9,,,,55,49.1,
2018-01-17T06:51:45.092Z,,,,,55,49,
2018-01-17T06:51:55.088Z,56.7,,,,55,49,
2018-01-17T06:52:05.083Z,56.5,,,,55,49,
2018-01-17T06:52:15.078Z,56.1,,,,55,48.9,
2018-01-17T06:52:25.096Z,,,,,55,48.9,
2018-01-17T06:52:40.098Z,56.2,,,,55,48.7,
2018-01-17T06:52:45.079Z,56.4,,,,55,48.6,
2018-01-17T06:52:55.078Z,56.6,,,,55,48.6,
2018-01-17T06:53:05.078Z,56.7,,,,55,48.5,
2018-01-17T06:53:15.077Z,56.8,,,,55,48.5,
2018-01-17T06:53:25.078Z,,,,,55,48.4,
2018-01-17T06:53:35.079Z,57,,,,55,48.3,
2018-01-17T06:53:45.078Z,,,,,55,48.3,
2018-01-17T06:53:55.093Z,57.2,,,,55,48.2,
2018-01-17T06:54:05.079Z,57.3,,,,55,48.1,
2018-01-17T06:54:15.078Z,,,,,55,48.1,
2018-01-17T06:54:25.079Z,57.4,,,,55,48,
2018-01-17T06:54:35.116Z,57.5,,,,55,48,
2018-01-17T06:54:45.120Z,,,,,55,47.8,
2018-01-17T06:54:55.156Z,57.6,,,,55,47.7,
2018-01-17T06:55:05.113Z,,,,,55,47.7,
2018-01-17T06:55:15.167Z,57.7,,,,55,47.6,
2018-01-17T06:55:30.213Z,,,,,55,47.5,
2018-01-17T06:55:35.195Z,57.8,,,,55,47.5,
2018-01-17T06:55:45.212Z,,,,,55,47.4,
2018-01-17T06:55:55.204Z,58,1,,79,55,47.4,0
2018-01-17T06:56:05.142Z,63.4,,,75,55,47.3,
2018-01-17T06:56:15.160Z,67.1,,,41,55,47.2,
2018-01-17T06:56:25.165Z,63.8,,,29,55,47.2,
2018-01-17T06:56:35.175Z,59.9,,,,55,47,
2018-01-17T06:56:45.167Z,57.9,,,,55,46.9,
2018-01-17T06:56:55.112Z,56.8,,,,55,46.9,
2018-01-17T06:57:05.156Z,56.3,,,,55,46.9,
2018-01-17T06:57:15.105Z,57,,,,55,46.8,
2018-01-17T06:57:25.158Z,57.1,,,,55,46.8,
2018-01-17T06:57:35.109Z,57.4,,,,55,46.8,
2018-01-17T06:57:45.139Z,57.3,,,,55,46.7,
2018-01-17T06:57:55.116Z,57.4,,,,55,46.8,
2018-01-17T06:58:05.108Z,57.6,,,,55,46.7,
2018-01-17T06:58:20.273Z,57.7,,,,55,46.8,
2018-01-17T06:58:25.116Z,57.8,,,,55,46.8,
2018-01-17T06:58:35.106Z,57.9,,,,55,46.8,
2018-01-17T06:58:45.162Z,,,,,55,46.8,
2018-01-17T06:58:55.197Z,58,,,,55,46.8,
2018-01-17T06:59:05.180Z,,,,,55,46.8,
2018-01-17T06:59:15.177Z,58.1,,,,55,46.8,
2018-01-17T06:59:25.178Z,,,,,55,46.8,
2018-01-17T06:59:35.174Z,58.3,,,,55,46.9,
2018-01-17T06:59:46.123Z,58.4,,,,55,46.9,
2018-01-17T06:59:55.115Z,58.5,,,,55,46.9,
2018-01-17T07:00:05.157Z,,,,,55,47,
2018-01-17T07:00:15.210Z,58.6,,,,55,47,
2018-01-17T07:00:25.127Z,58.7,,,,55,47,
2018-01-17T07:00:35.154Z,59,,,,55,47,
2018-01-17T07:00:45.129Z,,,,,55,47.2,
2018-01-17T07:00:55.129Z,59.1,,,,55,47.2,
2018-01-17T07:01:05.149Z,59.2,,,,55,47.2,
2018-01-17T07:01:15.123Z,,,,,55,47.3,
2018-01-17T07:01:25.122Z,59.3,,,,55,47.3,
2018-01-17T07:01:35.148Z,59.4,,,,55,47.3,
2018-01-17T07:01:45.141Z,59.5,,,,55,47.4,
2018-01-17T07:01:55.117Z,59.7,,,,55,47.4,
2018-01-17T07:02:05.131Z,,,,,55,47.4,
2018-01-17T07:02:15.125Z,59.8,,,,55,47.4,
2018-01-17T07:02:25.645Z,,,,,55,47.5,
2018-01-17T07:02:36.112Z,60,,,,55,47.5,
2018-01-17T07:02:45.122Z,,,,,55,47.6,
2018-01-17T07:02:55.094Z,,,,,55,47.6,
2018-01-17T07:03:05.112Z,60.1,,,,55,47.6,
2018-01-17T07:03:15.126Z,60.2,,,,55,47.6,
2018-01-17T07:03:25.128Z,,,,,55,47.7,
2018-01-17T07:03:35.126Z,60.4,,,,55,47.7,
2018-01-17T07:03:45.091Z,,,,,55,47.8,
2018-01-17T07:03:55.121Z,60.5,,,,55,47.8,
2018-01-17T07:04:05.114Z,60.6,,,,55,47.8,
2018-01-17T07:04:15.115Z,,,,,55,48,
2018-01-17T07:04:25.156Z,60.7,,,,55,48,
2018-01-17T07:04:35.154Z,60.9,,,,55,48.1,
2018-01-17T07:04:46.831Z,61,,,,55,48.1,
2018-01-17T07:04:55.149Z,,,,,55,48.1,
2018-01-17T07:05:05.163Z,61.1,,,,55,48.2,
2018-01-17T07:05:15.138Z,,,,,55,48.2,
2018-01-17T07:05:26.098Z,61.2,,,,55,48.2,
2018-01-17T07:05:35.079Z,,,,,55,48.3,
2018-01-17T07:05:45.080Z,61.4,,,,55,48.3,
2018-01-17T07:05:55.080Z,,,,,55,48.3,
2018-01-17T07:06:05.080Z,61.5,,,,55,48.4,
2018-01-17T07:06:15.080Z,,,,,55,48.4,
2018-01-17T07:06:25.093Z,61.6,,,,55,48.4,
2018-01-17T07:06:35.081Z,61.7,,,,55,48.5,
2018-01-17T07:06:45.080Z,,,,,55,48.5,
2018-01-17T07:06:55.079Z,61.9,,,,55,48.5,
2018-01-17T07:07:05.081Z,,,,,55,48.6,
2018-01-17T07:07:15.080Z,62,,,,55,48.6,
2018-01-17T07:07:25.079Z,,,,,55,48.7,
2018-01-17T07:07:35.084Z,62.1,,,,55,48.7,
2018-01-17T07:07:45.080Z,,,,,55,48.7,
2018-01-17T07:07:55.080Z,,,,,55,48.9,
2018-01-17T07:08:05.081Z,62.2,,,,55,48.9,
2018-01-17T07:08:20.099Z,62.4,,,,55,49,
2018-01-17T07:08:25.080Z,,,,,55,49,
2018-01-17T07:08:35.080Z,,,,,55,49,
2018-01-17T07:08:45.080Z,62.5,,,,55,49.1,
2018-01-17T07:08:55.083Z,62.8,1,,0,55,49.1,0
