Time,PrimT,ChActive,PrimTSet,ActPow,HwTSet,HwTOutlet,HwActive
2018-01-17T10:37:25.108Z,75.1,,,41,55,53.4,
2018-01-17T10:37:36.100Z,75,,,,55,53.6,
2018-01-17T10:37:45.107Z,,,,,55,53.7,
2018-01-17T10:37:55.126Z,,,,,55,53.8,
2018-01-17T10:38:05.107Z,,,,40,55,53.9,
2018-01-17T10:38:15.107Z,75.1,,,,55,54,
2018-01-17T10:38:25.108Z,,,,,55,54,
2018-01-17T10:38:40.197Z,,,,39,55,54.1,
2018-01-17T10:38:45.108Z,75,,,,55,54.2,
2018-01-17T10:38:55.112Z,,,,,55,54.3,
2018-01-17T10:39:05.113Z,,,,,55,54.4,
2018-01-17T10:39:15.122Z,75.1,,,,55,54.6,
2018-01-17T10:39:25.108Z,75,,,38,55,54.7,
2018-01-17T10:39:35.108Z,75.2,0,5,0,55,54.8,0
2018-01-17T10:39:45.108Z,73.9,,,,55,54.8,
2018-01-17T10:39:55.113Z,72.5,,,,55,54.9,
2018-01-17T10:40:05.113Z,70.9,,,,55,55,
2018-01-17T10:40:15.108Z,70.1,,,,55,55.1,
2018-01-17T10:40:26.428Z,69.8,,,,55,55.2,
2018-01-17T10:40:35.108Z,69.7,,,,55,55.2,
2018-01-17T10:40:45.150Z,69.9,,,,55,55.3,
2018-01-17T10:40:55.109Z,69.6,,,,55,55.3,
2018-01-17T10:41:05.109Z,69.2,,,,55,55.3,
2018-01-17T10:41:15.109Z,68.7,,,,55,55.3,
2018-01-17T10:41:25.109Z,68.2,,,,55,55.3,
2018-01-17T10:41:35.108Z,67.9,,,,55,55.3,
2018-01-17T10:41:45.108Z,67.5,,,,55,55.3,
2018-01-17T10:41:55.108Z,67.1,,,,55,55.2,
2018-01-17T10:42:05.108Z,66.9,,,,55,55.2,
2018-01-17T10:42:15.108Z,66.5,,,,55,55.1,
2018-01-17T10:42:25.107Z,66.2,,,,55,55.1,
2018-01-17T10:42:35.108Z,65.9,,,,55,55,
2018-01-17T10:42:45.109Z,65.7,,,,55,54.9,
2018-01-17T10:42:55.108Z,66,,,,55,54.9,
2018-01-17T10:43:05.108Z,,,,,55,54.8,
2018-01-17T10:43:16.100Z,66.1,,,,55,54.7,
2018-01-17T10:43:25.108Z,66.2,,,,55,54.6,
2018-01-17T10:43:35.108Z,,,,,55,54.6,
2018-01-17T10:43:45.110Z,66.4,,,,55,54.4,
2018-01-17T10:43:55.121Z,66.5,,,,55,54.4,
2018-01-17T10:44:05.113Z,,,,,55,54.4,
2018-01-17T10:44:15.108Z,66.6,,,,55,54.3,
2018-01-17T10:44:25.108Z,,,,,55,54.3,
2018-01-17T10:44:35.126Z,66.7,,,,55,54.3,
2018-01-17T10:44:45.108Z,,,,,55,54.3,
2018-01-17T10:44:55.240Z,66.9,,,,55,54.2,
2018-01-17T10:45:05.109Z,,,,,55,54.2,
2018-01-17T10:45:15.110Z,,,,,55,54.2,
2018-01-17T10:45:25.113Z,67,,,,55,54.2,
2018-01-17T10:45:36.151Z,,,,,55,54.1,
2018-01-17T10:45:45.109Z,67.1,,,,55,54.1,
2018-01-17T10:45:55.177Z,,,,,55,54.1,
2018-01-17T10:46:06.104Z,,,,,55,54,
2018-01-17T10:46:15.109Z,67.1,0,5,0,55,54,0
2018-01-17T10:46:25.109Z,67.2,,,,55,54,
2018-01-17T10:46:35.109Z,,,,,55,53.9,
2018-01-17T10:46:45.465Z,,,,,55,53.9,
2018-01-17T10:46:55.109Z,,,,,55,53.9,
2018-01-17T10:47:05.108Z,,,,,55,53.8,
2018-01-17T10:47:15.109Z,,,,,55,53.8,
2018-01-17T10:47:25.109Z,,,,,55,53.8,
2018-01-17T10:47:35.141Z,,,,,55,53.7,
2018-01-17T10:47:45.109Z,,,,,55,53.6,
2018-01-17T10:47:55.109Z,,,,,55,53.6,
2018-01-17T10:48:05.118Z,,,,,55,53.6,
2018-01-17T10:48:15.109Z,,,,,55,53.4,
2018-01-17T10:48:25.109Z,,,,,55,53.4,
2018-01-17T10:48:35.115Z,,,,,55,53.3,
2018-01-17T10:48:45.109Z,,,,,55,53.2,
2018-01-17T10:48:56.108Z,,,,,55,53.2,
2018-01-17T10:49:05.165Z,,,,,55,53.2,
2018-01-17T10:49:15.111Z,,,,,55,53.1,
2018-01-17T10:49:25.111Z,,,,,55,53,
2018-01-17T10:49:35.109Z,,,,,55,53,
2018-01-17T10:49:45.109Z,,,,,55,52.9,
2018-01-17T10:49:55.110Z,,,,,55,52.9,
2018-01-17T10:50:05.109Z,,,,,55,52.8,
2018-01-17T10:50:15.132Z,,,,,55,52.7,
2018-01-17T10:50:25.109Z,,,,,55,52.7,
2018-01-17T10:50:35.109Z,,,,,55,52.6,
2018-01-17T10:50:45.113Z,,,,,55,52.4,
2018-01-17T10:50:55.110Z,,,,,55,52.4,
2018-01-17T10:51:05.109Z,67.1,,,,55,52.3,
2018-01-17T10:51:15.109Z,,,,,55,52.2,
2018-01-17T10:51:25.110Z,,,,,55,52.2,
2018-01-17T10:51:35.112Z,,,,,55,52.1,
2018-01-17T10:51:45.117Z,,,,,55,52,
2018-01-17T10:51:55.112Z,,,,,55,52,
2018-01-17T10:52:05.127Z,,,,,55,51.9,
2018-01-17T10:52:15.110Z,,,,,55,51.8,
2018-01-17T10:52:25.138Z,,,,,55,51.8,
2018-01-17T10:52:35.152Z,67,,,,55,51.7,
2018-01-17T10:52:45.132Z,,,,,55,51.6,
2018-01-17T10:52:55.140Z,,,,,55,51.6,
2018-01-17T10:53:05.112Z,,,,,55,51.4,
2018-01-17T10:53:15.113Z,,,,,55,51.3,
2018-01-17T10:53:25.119Z,66.9,,,,55,51.2,
2018-01-17T10:53:35.124Z,,,,,55,51.2,
2018-01-17T10:53:45.110Z,,,,,55,51.1,
2018-01-17T10:53:55.110Z,,,,,55,51.1,
2018-01-17T10:54:05.110Z,,,,,55,51,
2018-01-17T10:54:15.112Z,,,,,55,50.9,
2018-01-17T10:54:25.113Z,,,,,55,50.8,
2018-01-17T10:54:35.187Z,66.7,,,,55,50.8,
2018-01-17T10:54:45.126Z,,,,,55,50.7,
2018-01-17T10:54:55.143Z,,,,,55,50.6,
2018-01-17T10:55:05.118Z,,,,,55,50.4,
2018-01-17T10:55:15.114Z,,,,,55,50.4,
2018-01-17T10:55:25.139Z,66.6,,,,55,50.3,
2018-01-17T10:55:35.110Z,,,,,55,50.2,
2018-01-17T10:55:45.138Z,,,,,55,50.2,
2018-01-17T10:55:55.126Z,,,,,55,50.1,
2018-01-17T10:56:06.112Z,,,,,55,50,
2018-01-17T10:56:15.579Z,66.5,,,,55,49.9,
2018-01-17T10:56:25.143Z,,,,,55,49.9,
2018-01-17T10:56:35.111Z,,,,,55,49.8,
2018-01-17T10:56:45.111Z,,,,,55,49.7,
2018-01-17T10:56:55.114Z,,,,,55,49.7,
2018-01-17T10:57:05.113Z,,,,,55,49.5,
2018-01-17T10:57:15.142Z,66.4,,,,55,49.4,
2018-01-17T10:57:25.165Z,,,,,55,49.4,
2018-01-17T10:57:35.111Z,,,,,55,49.3,
2018-01-17T10:57:45.117Z,,,,,55,49.2,
2018-01-17T10:57:55.116Z,,,,,55,49.2,
2018-01-17T10:58:05.111Z,66.2,,,,55,49.1,
2018-01-17T10:58:15.137Z,,,,,55,49,
2018-01-17T10:58:25.111Z,,,,,55,49,
2018-01-17T10:58:35.112Z,,,,,55,48.9,
2018-01-17T10:58:45.110Z,,,,,55,48.7,
2018-01-17T10:58:56.107Z,,,,,55,48.7,
2018-01-17T10:59:05.111Z,66.1,,,,55,48.6,
2018-01-17T10:59:15.110Z,,,,,55,48.5,
2018-01-17T10:59:25.110Z,,,,,55,48.5,
2018-01-17T10:59:35.110Z,,,,,55,48.4,
2018-01-17T10:59:45.110Z,66,,,,55,48.3,
2018-01-17T10:59:55.110Z,,,,,55,48.3,
2018-01-17T11:00:05.115Z,,,,,55,48.2,
2018-01-17T11:00:15.111Z,,,,,55,48.1,
2018-01-17T11:00:25.119Z,,,,,55,48.1,
2018-01-17T11:00:35.111Z,65.9,,,,55,48,
2018-01-17T11:00:45.112Z,,,,,55,48,
2018-01-17T11:00:55.116Z,,,,,55,47.8,
2018-01-17T11:01:05.126Z,,,,,55,47.7,
2018-01-17T11:01:15.137Z,,,,,55,47.7,
2018-01-17T11:01:25.170Z,65.7,,,,55,47.6,
2018-01-17T11:01:35.235Z,,,,,55,47.6,
2018-01-17T11:01:46.122Z,,,,,55,47.5,
2018-01-17T11:01:55.118Z,,,,,55,47.4,
2018-01-17T11:02:05.121Z,65.6,,,,55,47.4,
2018-01-17T11:02:15.150Z,,,,,55,47.3,
2018-01-17T11:02:25.111Z,,,,,55,47.3,
2018-01-17T11:02:35.111Z,,,,,55,47.2,
2018-01-17T11:02:45.113Z,,,,,55,47,
2018-01-17T11:02:55.111Z,65.5,,,,55,47,
2018-01-17T11:03:05.111Z,,,,,55,46.9,
2018-01-17T11:03:15.118Z,,,,,55,46.9,
2018-01-17T11:03:25.132Z,,,,,55,46.8,
2018-01-17T11:03:35.118Z,65.4,,,,55,46.7,
2018-01-17T11:03:45.131Z,,,,,55,46.7,
2018-01-17T11:03:55.122Z,,,,,55,46.6,
2018-01-17T11:04:05.133Z,,,,,55,46.6,
2018-01-17T11:04:15.142Z,65.2,,,,55,46.5,
2018-01-17T11:04:25.134Z,,,,,55,46.5,
2018-01-17T11:04:35.126Z,,,,,55,46.4,
2018-01-17T11:04:45.112Z,,,,,55,46.2,
2018-01-17T11:04:55.114Z,,,,,55,46.2,
2018-01-17T11:05:05.111Z,65.1,,,,55,46.1,
2018-01-17T11:05:15.111Z,,,,,55,46.1,
2018-01-17T11:05:25.114Z,,,,,55,46,
2018-01-17T11:05:35.112Z,,,,,55,46,
2018-01-17T11:05:45.114Z,65,,,,55,45.9,
2018-01-17T11:05:55.125Z,,,,,55,45.9,
2018-01-17T11:06:05.116Z,,,,,55,45.8,
2018-01-17T11:06:15.129Z,,,,,55,45.7,
2018-01-17T11:06:25.135Z,64.9,,,,55,45.7,
2018-01-17T11:06:35.152Z,,,,,55,45.6,
2018-01-17T11:06:45.143Z,,,,,55,45.6,
2018-01-17T11:06:55.132Z,,,,,55,45.5,
2018-01-17T11:07:05.128Z,,,,,55,45.5,
2018-01-17T11:07:15.137Z,64.8,,,,55,45.3,
2018-01-17T11:07:26.130Z,,,,,55,45.3,
2018-01-17T11:07:35.116Z,,,,,55,45.2,
2018-01-17T11:07:45.112Z,,,,,55,45.2,
2018-01-17T11:07:55.115Z,64.7,,,,55,45.1,
2018-01-17T11:08:05.111Z,,,,,55,45.1,
2018-01-17T11:08:15.147Z,,,,,55,45,
2018-01-17T11:08:25.111Z,,,,,55,45,
2018-01-17T11:08:35.124Z,64.5,,,,55,44.9,
2018-01-17T11:08:45.175Z,,,,,55,44.9,
2018-01-17T11:08:55.114Z,,,,,55,44.8,
2018-01-17T11:09:05.168Z,,,,,55,44.8,
2018-01-17T11:09:15.112Z,,,,,55,44.7,
2018-01-17T11:09:25.112Z,64.4,,,,55,44.7,
2018-01-17T11:09:35.113Z,,,,,55,44.5,
2018-01-17T11:09:45.115Z,,,,,55,44.5,
2018-01-17T11:09:55.124Z,,,,,55,44.4,
2018-01-17T11:10:05.114Z,64.3,,,,55,44.4,
2018-01-17T11:10:20.201Z,,,,,55,44.3,
2018-01-17T11:10:25.112Z,,,,,55,44.3,
2018-01-17T11:10:35.113Z,,,,,55,44.2,
2018-01-17T11:10:45.229Z,64.2,,,,55,44.2,
2018-01-17T11:10:55.179Z,,,,,55,44.1,
2018-01-17T11:11:05.183Z,,,,,55,44.1,
2018-01-17T11:11:15.113Z,,,,,55,44,
2018-01-17T11:11:25.119Z,64.1,,,,55,44,
2018-01-17T11:11:35.122Z,,,,,55,43.9,
2018-01-17T11:11:46.144Z,,,,,55,43.7,
2018-01-17T11:11:55.131Z,,,,,55,43.7,
2018-01-17T11:12:05.112Z,64,,,,55,43.7,
2018-01-17T11:12:15.113Z,,,,,55,43.6,
2018-01-17T11:12:25.119Z,,,,,55,43.6,
2018-01-17T11:12:35.130Z,,,,,55,43.5,
2018-01-17T11:12:45.112Z,,,,,55,43.5,
2018-01-17T11:12:55.112Z,63.8,,,,55,43.4,
2018-01-17T11:13:05.117Z,,,,,55,43.4,
2018-01-17T11:13:15.123Z,,,,,55,43.4,
2018-01-17T11:13:25.117Z,,,,,55,43.3,
2018-01-17T11:13:35.123Z,63.7,,,,55,43.3,
2018-01-17T11:13:45.261Z,,,,,55,43.2,
2018-01-17T11:13:55.113Z,,,,,55,43.2,
2018-01-17T11:14:05.117Z,,,,,55,43.1,
2018-01-17T11:14:15.118Z,63.6,,,,55,43.1,
2018-01-17T11:14:25.112Z,,,,,55,43,
2018-01-17T11:14:35.122Z,,,,,55,43,
2018-01-17T11:14:45.237Z,,,,,55,42.8,
2018-01-17T11:14:55.113Z,63.5,,,,55,42.8,
2018-01-17T11:15:05.129Z,,,,,55,42.7,
2018-01-17T11:15:15.113Z,,,,,55,42.7,
2018-01-17T11:15:25.115Z,,,,,55,42.7,
2018-01-17T11:15:35.113Z,63.4,,,,55,42.6,
2018-01-17T11:15:45.118Z,,,,,55,42.6,
2018-01-17T11:15:55.113Z,,,,,55,42.5,
2018-01-17T11:16:05.116Z,,,,,55,42.5,
2018-01-17T11:16:15.113Z,63.3,,,,55,42.4,
2018-01-17T11:16:25.115Z,,,,,55,42.4,
2018-01-17T11:16:35.118Z,,,,,55,42.3,
2018-01-17T11:16:45.113Z,,,,,55,42.3,
2018-01-17T11:16:55.118Z,63.1,,,,55,42.3,
2018-01-17T11:17:05.118Z,,,,,55,42.2,
2018-01-17T11:17:15.127Z,,,,,55,42.2,
2018-01-17T11:17:26.118Z,63,,,,55,42,
2018-01-17T11:17:35.124Z,,,,,55,42,
2018-01-17T11:17:45.137Z,,,,,55,42,
2018-01-17T11:17:55.114Z,,,,,55,41.9,
2018-01-17T11:18:05.113Z,62.9,,,,55,41.9,
2018-01-17T11:18:15.115Z,,,,,55,41.8,
2018-01-17T11:18:25.123Z,,,,,55,41.8,
2018-01-17T11:18:35.116Z,,,,,55,41.7,
2018-01-17T11:18:45.118Z,,,,,55,41.7,
2018-01-17T11:18:55.119Z,62.8,,,,55,41.7,
2018-01-17T11:19:05.116Z,,,,,55,41.6,
2018-01-17T11:19:15.125Z,,,,,55,41.6,
2018-01-17T11:19:25.114Z,62.7,,,,55,41.5,
2018-01-17T11:19:35.114Z,,,,,55,41.5,
2018-01-17T11:19:45.114Z,,,,,55,41.4,
2018-01-17T11:19:55.288Z,,,,,55,41.4,
2018-01-17T11:20:05.113Z,62.6,,,,55,41.4,
2018-01-17T11:20:16.105Z,,,,,55,41.2,
2018-01-17T11:20:25.115Z,,,,,55,41.2,
2018-01-17T11:20:35.113Z,,,,,55,41.1,
2018-01-17T11:20:45.116Z,62.4,,,,55,41.1,
2018-01-17T11:20:55.118Z,,,,,55,41,
2018-01-17T11:21:05.118Z,,,,,55,41,
2018-01-17T11:21:15.114Z,,,,,55,40.9,
2018-01-17T11:21:25.165Z,62.3,,,,55,40.9,
2018-01-17T11:21:35.113Z,,,,,55,40.9,
2018-01-17T11:21:45.115Z,,,,,55,40.8,
2018-01-17T11:21:55.114Z,,,,,55,40.8,
2018-01-17T11:22:05.113Z,62.2,,,,55,40.8,
2018-01-17T11:22:15.113Z,,,,,55,40.7,
2018-01-17T11:22:25.121Z,,,,,55,40.7,
2018-01-17T11:22:35.114Z,62.1,,,,55,40.6,
2018-01-17T11:22:45.130Z,,,,,55,40.6,
2018-01-17T11:22:55.842Z,,,,,55,40.6,
2018-01-17T11:23:10.134Z,,,,,55,40.5,
2018-01-17T11:23:15.114Z,,,,,55,40.5,
2018-01-17T11:23:25.114Z,62,,,,55,40.3,
2018-01-17T11:23:35.117Z,,,,,55,40.3,
2018-01-17T11:23:45.116Z,,,,,55,40.3,
2018-01-17T11:23:55.114Z,61.9,,,,55,40.2,
2018-01-17T11:24:05.114Z,,,,,55,40.2,
2018-01-17T11:24:15.114Z,,,,,55,40.1,
2018-01-17T11:24:25.115Z,,,,,55,40.1,
2018-01-17T11:24:35.127Z,61.7,,,,55,40.1,
2018-01-17T11:24:45.114Z,,,,,55,40,
2018-01-17T11:24:55.130Z,,,,,55,40,
2018-01-17T11:25:05.114Z,,,,,55,39.9,
2018-01-17T11:25:15.115Z,61.6,,,,55,39.9,
2018-01-17T11:25:25.179Z,,,,,55,39.9,
2018-01-17T11:25:35.131Z,,,,,55,39.8,
2018-01-17T11:25:45.174Z,,,,,55,39.8,
2018-01-17T11:26:00.134Z,61.5,,,,55,39.8,
2018-01-17T11:26:05.143Z,,,,,55,39.6,
2018-01-17T11:26:15.123Z,,,,,55,39.6,
2018-01-17T11:26:25.173Z,,,,,55,39.5,
2018-01-17T11:26:35.167Z,61.4,,,,55,39.5,
2018-01-17T11:26:45.115Z,,,,,55,39.5,
2018-01-17T11:26:55.116Z,,,,,55,39.4,
2018-01-17T11:27:05.234Z,61.3,,,,55,39.4,
2018-01-17T11:27:15.114Z,,,,,55,39.3,
2018-01-17T11:27:26.225Z,,,,,55,39.3,
2018-01-17T11:27:35.125Z,,,,,55,39.3,
2018-01-17T11:27:45.115Z,61.2,,,,55,39.1,
2018-01-17T11:27:55.114Z,,,,,55,39.1,
2018-01-17T11:28:05.114Z,,,,,55,39.1,
2018-01-17T11:28:15.163Z,,,,,55,39,
2018-01-17T11:28:26.110Z,61,,,,55,39,
2018-01-17T11:28:40.207Z,,,,,55,38.9,
2018-01-17T11:28:45.115Z,,,,,55,38.9,
2018-01-17T11:28:55.115Z,,,,,55,38.9,
2018-01-17T11:29:05.115Z,60.9,,,,55,38.8,
2018-01-17T11:29:15.115Z,,,,,55,38.8,
2018-01-17T11:29:25.115Z,,,,,55,38.6,
2018-01-17T11:29:35.115Z,60.8,,,,55,38.6,
2018-01-17T11:29:45.117Z,,,,,55,38.6,
2018-01-17T11:29:55.115Z,,,,,55,38.5,
2018-01-17T11:30:05.117Z,,,,,55,38.5,
2018-01-17T11:30:16.113Z,60.7,,,,55,38.5,
2018-01-17T11:30:25.115Z,,,,,55,38.4,
2018-01-17T11:30:35.120Z,,,,,55,38.4,
2018-01-17T11:30:45.127Z,,,,,55,38.4,
2018-01-17T11:30:55.119Z,,,,,55,38.3,
2018-01-17T11:31:10.228Z,60.6,,,,55,38.3,
2018-01-17T11:31:15.115Z,,,,,55,38.3,
2018-01-17T11:31:25.117Z,,,,,55,38.1,
2018-01-17T11:31:35.115Z,60.5,,,,55,38.1,
2018-01-17T11:31:45.116Z,,,,,55,38.1,
2018-01-17T11:31:55.115Z,,,,,55,38,
2018-01-17T11:32:05.145Z,,,,,55,38,
2018-01-17T11:32:15.115Z,60.3,,,,55,38,
2018-01-17T11:32:25.116Z,,,,,55,37.9,
2018-01-17T11:32:35.115Z,,,,,55,37.9,
2018-01-17T11:32:45.115Z,,,,,55,37.8,
2018-01-17T11:32:55.116Z,60.2,,,,55,37.8,
2018-01-17T11:33:06.139Z,,,,,55,37.8,
2018-01-17T11:33:15.115Z,,,,,55,37.8,
2018-01-17T11:33:25.116Z,60.1,,,,55,37.7,
2018-01-17T11:33:35.116Z,,,,,55,37.7,
2018-01-17T11:33:45.115Z,,,,,55,37.5,
2018-01-17T11:33:55.115Z,,,,,55,37.5,
2018-01-17T11:34:05.116Z,60,,,,55,37.5,
2018-01-17T11:34:15.115Z,,,,,55,37.4,
2018-01-17T11:34:25.115Z,,,,,55,37.4,
2018-01-17T11:34:35.116Z,,,,,55,37.4,
2018-01-17T11:34:45.115Z,59.9,,,,55,37.3,
2018-01-17T11:34:55.115Z,,,,,55,37.3,
2018-01-17T11:35:05.115Z,,,,,55,37.3,
2018-01-17T11:35:15.128Z,,,,,55,37.2,
2018-01-17T11:35:25.116Z,59.8,,,,55,37.2,
2018-01-17T11:35:35.116Z,,,,,55,37.2,
2018-01-17T11:35:45.117Z,,,,,55,37.2,
2018-01-17T11:35:56.108Z,,,,,55,37,
2018-01-17T11:36:05.115Z,59.7,,,,55,37,
2018-01-17T11:36:15.117Z,,,,,55,36.9,
2018-01-17T11:36:25.116Z,,,,,55,36.9,
2018-01-17T11:36:35.119Z,,,,,55,36.9,
2018-01-17T11:36:45.139Z,59.5,,,,55,36.8,
2018-01-17T11:36:55.118Z,,,,,55,36.8,
2018-01-17T11:37:05.126Z,,,,,55,36.8,
2018-01-17T11:37:15.115Z,,,,,55,36.8,
2018-01-17T11:37:25.116Z,59.4,,,,55,36.7,
2018-01-17T11:37:36.112Z,,,,,55,36.7,
2018-01-17T11:37:45.116Z,,,,,55,36.7,
2018-01-17T11:37:55.124Z,59.3,,,,55,36.5,
2018-01-17T11:38:05.115Z,,,,,55,36.5,
2018-01-17T11:38:15.127Z,,,,,55,36.5,
2018-01-17T11:38:25.116Z,,,,,55,36.4,
2018-01-17T11:38:35.116Z,59.2,,,,55,36.4,
2018-01-17T11:38:50.136Z,,,,,55,36.4,
2018-01-17T11:38:55.116Z,,,,,55,36.3,
2018-01-17T11:39:05.115Z,,,,,55,36.3,
2018-01-17T11:39:15.116Z,59.1,,,,55,36.3,
2018-01-17T11:39:25.116Z,,,,,55,36.2,
2018-01-17T11:39:35.168Z,,,,,55,36.2,
2018-01-17T11:39:45.144Z,,,,,55,36.2,
2018-01-17T11:39:55.142Z,59,,,,55,36,
2018-01-17T11:40:05.116Z,,,,,55,36,
2018-01-17T11:40:15.117Z,,,,,55,36,
2018-01-17T11:40:25.116Z,,,,,55,36,
2018-01-17T11:40:35.116Z,58.9,,,,55,35.9,
2018-01-17T11:40:45.151Z,,,,,55,35.9,
2018-01-17T11:40:55.116Z,,,,,55,35.9,
2018-01-17T11:41:05.116Z,,,,,55,35.8,
2018-01-17T11:41:15.176Z,58.7,,,,55,35.8,
2018-01-17T11:41:25.146Z,,,,,55,35.8,
2018-01-17T11:41:40.136Z,,,,,55,35.7,
2018-01-17T11:41:45.116Z,58.6,,,,55,35.7,
2018-01-17T11:41:55.117Z,,,,,55,35.7,
2018-01-17T11:42:05.116Z,,,,,55,35.6,
2018-01-17T11:42:15.116Z,,,,,55,35.6,
2018-01-17T11:42:25.116Z,58.5,,,,55,35.6,
2018-01-17T11:42:35.117Z,,,,,55,35.6,
2018-01-17T11:42:45.117Z,,,,,55,35.4,
2018-01-17T11:42:55.116Z,,,,,55,35.4,
2018-01-17T11:43:05.116Z,58.4,,,,55,35.4,
2018-01-17T11:43:15.116Z,,,,,55,35.3,
2018-01-17T11:43:25.135Z,,,,,55,35.3,
2018-01-17T11:43:35.116Z,58.3,,,,55,35.2,
2018-01-17T11:43:45.116Z,,,,,55,35.2,
2018-01-17T11:43:55.116Z,,,,,55,35.2,
2018-01-17T11:44:05.116Z,,,,,55,35.2,
2018-01-17T11:44:15.130Z,58.2,,,,55,35.1,
2018-01-17T11:44:30.166Z,,,,,55,35.1,
2018-01-17T11:44:35.127Z,,,,,55,35.1,
2018-01-17T11:44:45.130Z,,,,,55,34.9,
2018-01-17T11:44:55.120Z,58.1,,,,55,34.9,
2018-01-17T11:45:05.200Z,,,,,55,34.9,
2018-01-17T11:45:15.186Z,,,,,55,34.9,
2018-01-17T11:45:25.194Z,,,,,55,34.8,
2018-01-17T11:45:35.198Z,58,,,,55,34.8,
2018-01-17T11:45:45.204Z,,,,,55,34.8,
2018-01-17T11:45:55.194Z,,,,,55,34.8,
2018-01-17T11:46:05.124Z,,,,,55,34.7,
2018-01-17T11:46:15.175Z,57.8,0,5,0,55,34.7,0
2018-01-17T11:46:25.126Z,,,,,55,34.7,
2018-01-17T11:46:35.118Z,,,,,55,34.6,
2018-01-17T11:46:45.117Z,,,,,55,34.6,
2018-01-17T11:46:55.116Z,57.7,,,,55,34.6,
2018-01-17T11:47:05.131Z,,,,,55,34.4,
2018-01-17T11:47:15.133Z,,,,,55,34.4,
2018-01-17T11:47:25.117Z,57.6,,,,55,34.4,
2018-01-17T11:47:35.143Z,,,,,55,34.4,
2018-01-17T11:47:45.129Z,,,,,55,34.3,
2018-01-17T11:47:55.119Z,,,,,55,34.3,
2018-01-17T11:48:05.119Z,57.5,,,,55,34.3,
2018-01-17T11:48:15.117Z,,,,,55,34.3,
2018-01-17T11:48:25.119Z,,,,,55,34.2,
2018-01-17T11:48:35.117Z,,,,,55,34.2,
2018-01-17T11:48:46.117Z,57.4,,,,55,34.2,
2018-01-17T11:48:55.117Z,,,,,55,34.1,
2018-01-17T11:49:05.118Z,,,,,55,34.1,
2018-01-17T11:49:15.117Z,57.3,,,,55,34.1,
2018-01-17T11:49:25.117Z,,,,,55,34.1,
2018-01-17T11:49:35.135Z,,,,,55,34,
2018-01-17T11:49:45.123Z,,,,,55,34,
2018-01-17T11:49:55.301Z,57.2,,,,55,34,
2018-01-17T11:50:05.117Z,,,,,55,33.8,
2018-01-17T11:50:15.124Z,,,,,55,33.8,
2018-01-17T11:50:25.148Z,,,,,55,33.8,
2018-01-17T11:50:35.120Z,57,,,,55,33.7,
2018-01-17T11:50:45.118Z,,,,,55,33.7,
2018-01-17T11:50:55.138Z,,,,,55,33.7,
2018-01-17T11:51:05.119Z,,,,,55,33.7,
2018-01-17T11:51:15.117Z,56.9,,,,55,33.6,
2018-01-17T11:51:25.118Z,,,,,55,33.6,
2018-01-17T11:51:36.111Z,,,,,55,33.6,
2018-01-17T11:51:45.134Z,,,,,55,33.6,
2018-01-17T11:51:55.117Z,56.8,,,,55,33.5,
2018-01-17T11:52:05.117Z,,,,,55,33.5,
2018-01-17T11:52:15.129Z,,,,,55,33.5,
2018-01-17T11:52:25.125Z,56.7,,,,55,33.5,
2018-01-17T11:52:35.117Z,,,,,55,33.3,
2018-01-17T11:52:45.132Z,,,,,55,33.3,
2018-01-17T11:52:55.118Z,,,,,55,33.3,
2018-01-17T11:53:05.117Z,56.6,,,,55,33.3,
2018-01-17T11:53:15.135Z,,,,,55,33.2,
2018-01-17T11:53:25.117Z,,,,,55,33.2,
2018-01-17T11:53:35.137Z,,,,,55,33.2,
2018-01-17T11:53:45.118Z,,,,,55,33.2,
2018-01-17T11:53:55.118Z,56.5,,,,55,33.1,
2018-01-17T11:54:05.118Z,,,,,55,33.1,
2018-01-17T11:54:15.118Z,,,,,55,33.1,
2018-01-17T11:54:30.138Z,56.4,,,,55,33.1,
2018-01-17T11:54:35.117Z,,,,,55,33,
2018-01-17T11:54:45.122Z,,,,,55,33,
2018-01-17T11:54:55.118Z,,,,,55,33,
2018-01-17T11:55:05.118Z,56.2,,,,55,33,
2018-01-17T11:55:15.118Z,,,,,55,33,
2018-01-17T11:55:25.124Z,,,,,55,32.8,
2018-01-17T11:55:35.118Z,,,,,55,32.8,
2018-01-17T11:55:45.122Z,56.1,,,,55,32.8,
2018-01-17T11:55:55.120Z,,,,,55,32.8,
2018-01-17T11:56:05.118Z,,,,,55,32.7,
2018-01-17T11:56:15.122Z,,,,,55,32.7,
2018-01-17T11:56:25.118Z,56,,,,55,32.7,
2018-01-17T11:56:35.118Z,,,,,55,32.7,
2018-01-17T11:56:45.118Z,,,,,55,32.6,
2018-01-17T11:56:55.118Z,,,,,55,32.6,
2018-01-17T11:57:05.118Z,55.9,,,,55,32.6,
2018-01-17T11:57:20.175Z,,,,,55,32.6,
2018-01-17T11:57:25.118Z,,,,,55,32.5,
2018-01-17T11:57:35.141Z,,,,,55,32.5,
2018-01-17T11:57:45.149Z,55.8,,,,55,32.5,
2018-01-17T11:57:55.132Z,,,,,55,32.5,
2018-01-17T11:58:05.118Z,,,,,55,32.5,
2018-01-17T11:58:15.118Z,,,,,55,32.3,
2018-01-17T11:58:25.118Z,55.7,,,,55,32.3,
2018-01-17T11:58:35.120Z,,,,,55,32.3,
