Time,ChActive,HwActive,HwTOutlet,PrimT,ActPow,PrimTSet,HwTSet
2017-12-14T00:00:02.411Z,,,42.7,,,,55
2017-12-14T00:00:12.331Z,,,42.7,,,,55
2017-12-14T00:00:22.330Z,1,0,42.6,57.1,79,,55
2017-12-14T00:00:32.330Z,,,42.6,64.4,54,,55
2017-12-14T00:00:43.330Z,,,42.6,64.3,29,,55
2017-12-14T00:00:52.331Z,,,42.6,57.4,,,55
2017-12-14T00:01:02.456Z,,,42.5,54.1,,,55
2017-12-14T00:01:12.330Z,,,42.5,52.7,,,55
2017-12-14T00:01:22.330Z,,,42.5,52.3,,,55
2017-12-14T00:01:32.330Z,,,42.5,52.8,,,55
2017-12-14T00:01:42.330Z,,,42.4,53.7,,,55
2017-12-14T00:01:52.330Z,,,42.5,54,,,55
2017-12-14T00:02:02.410Z,,,42.5,,,,55
2017-12-14T00:02:12.332Z,,,42.5,,,,55
2017-12-14T00:02:22.330Z,,,42.6,54.1,,,55
2017-12-14T00:02:32.330Z,,,42.6,54.2,,,55
2017-12-14T00:02:42.330Z,,,42.7,54.5,,,55
2017-12-14T00:02:52.330Z,,,42.7,54.7,,,55
2017-12-14T00:03:02.410Z,,,42.8,54.8,,,55
2017-12-14T00:03:12.330Z,,,42.8,54.9,,,55
2017-12-14T00:03:22.331Z,,,43,55.1,,,55
2017-12-14T00:03:33.329Z,,,43,55.2,,,55
2017-12-14T00:03:42.330Z,,,43.1,55.5,,,55
2017-12-14T00:03:52.330Z,,,43.2,55.6,,,55
2017-12-14T00:04:02.414Z,,,43.3,55.8,,,55
2017-12-14T00:04:12.331Z,,,43.4,55.9,,,55
2017-12-14T00:04:22.331Z,,,43.4,56,,,55
2017-12-14T00:04:32.331Z,,,43.5,56.3,,,55
2017-12-14T00:04:42.331Z,,,43.6,56.4,,,55
2017-12-14T00:04:52.330Z,,,43.6,56.5,,,55
2017-12-14T00:05:02.411Z,,,43.7,56.7,,,55
2017-12-14T00:05:12.330Z,,,43.9,56.9,,,55
2017-12-14T00:05:22.331Z,,,44,57,,,55
2017-12-14T00:05:32.331Z,,,44,57.1,,,55
2017-12-14T00:05:42.331Z,,,44.1,57.2,,,55
2017-12-14T00:05:52.331Z,,,44.2,57.3,,,55
2017-12-14T00:06:02.411Z,,,44.3,,,,55
2017-12-14T00:06:12.330Z,,,44.3,57.4,,,55
2017-12-14T00:06:23.324Z,,,44.4,57.7,,,55
2017-12-14T00:06:32.331Z,,,44.5,,,,55
2017-12-14T00:06:42.331Z,,,44.5,57.9,,,55
2017-12-14T00:06:52.331Z,0,0,44.7,58.1,0,5,55
2017-12-14T00:07:02.411Z,0,0,44.8,57.7,,,55
2017-12-14T00:07:12.331Z,,,44.8,55.9,,,55
2017-12-14T00:07:22.331Z,,,44.9,55,,,55
2017-12-14T00:07:32.331Z,,,45,54.7,,,55
2017-12-14T00:07:42.331Z,,,45,54.6,,,55
2017-12-14T00:07:52.331Z,0,0,46.4,56.7,0,59,55
2017-12-14T00:08:02.411Z,,,45,56.2,,,55
2017-12-14T00:08:12.331Z,,,44.4,55.1,,,55
2017-12-14T00:08:22.331Z,,,44.1,55.2,,,55
2017-12-14T00:08:32.331Z,,,44,55.5,,,55
2017-12-14T00:08:42.333Z,,,44.1,55.7,,,55
2017-12-14T00:08:52.331Z,,,44.5,55.8,,5,55
2017-12-14T00:09:02.492Z,,,45,55.9,,,55
2017-12-14T00:09:13.328Z,,,45.3,56,,,55
2017-12-14T00:09:22.331Z,,,45.8,,,,55
2017-12-14T00:09:32.331Z,,,45.9,56.1,,,55
2017-12-14T00:09:42.333Z,,,46.1,56.2,,,55
2017-12-14T00:09:52.331Z,,,46.4,56.4,,,55
2017-12-14T00:10:02.431Z,,,46.5,,,,55
2017-12-14T00:10:12.376Z,,,46.6,56.5,,,55
2017-12-14T00:10:22.331Z,,,46.7,56.6,,,55
2017-12-14T00:10:32.331Z,,,46.8,,,,55
2017-12-14T00:10:47.351Z,,,46.8,56.7,,,55
2017-12-14T00:10:52.359Z,,,46.9,,,,55
2017-12-14T00:11:02.436Z,,,46.9,56.8,,,55
2017-12-14T00:11:12.331Z,,,47,,,,55
2017-12-14T00:11:22.334Z,,,47,56.9,,,55
2017-12-14T00:11:32.331Z,,,47,57,,,55
2017-12-14T00:11:42.336Z,,,47.2,,,,55
2017-12-14T00:11:52.331Z,,,47,,,,55
2017-12-14T00:12:07.454Z,,,47,57.2,,,55
2017-12-14T00:12:12.341Z,,,47,,,,55
2017-12-14T00:12:22.333Z,,,47,57.3,,,55
2017-12-14T00:12:32.333Z,,,47,,,,55
2017-12-14T00:12:42.372Z,,,47,,,,55
2017-12-14T00:12:52.331Z,,,47,57.4,,,55
2017-12-14T00:13:02.456Z,,,47,,,,55
2017-12-14T00:13:12.362Z,,,47,,,,55
2017-12-14T00:13:22.331Z,,,46.9,57.5,,,55
2017-12-14T00:13:32.332Z,,,46.9,,,,55
2017-12-14T00:13:42.332Z,,,46.9,,,,55
2017-12-14T00:13:52.332Z,,,46.8,,,,55
2017-12-14T00:14:02.424Z,,,46.8,,,,55
2017-12-14T00:14:12.350Z,,,46.7,,,,55
2017-12-14T00:14:22.359Z,,,46.7,57.6,,,55
2017-12-14T00:14:32.331Z,,,46.7,,,,55
2017-12-14T00:14:42.331Z,,,46.6,,,,55
2017-12-14T00:14:57.358Z,,,46.5,,,,55
2017-12-14T00:15:02.422Z,,,46.5,,,,55
2017-12-14T00:15:12.349Z,,,46.4,,,,55
2017-12-14T00:15:22.332Z,,,46.4,,,,55
2017-12-14T00:15:32.332Z,,,46.4,,,,55
2017-12-14T00:15:42.332Z,,,46.4,,,,55
2017-12-14T00:15:52.332Z,,,46.2,,,,55
2017-12-14T00:16:02.412Z,,,46.2,,,,55
2017-12-14T00:16:12.332Z,,,46.2,,,,55
2017-12-14T00:16:23.729Z,,,46.1,,,,55
2017-12-14T00:16:32.332Z,,,46.1,,,,55
2017-12-14T00:16:42.334Z,,,46.1,,,,55
2017-12-14T00:16:52.349Z,,,46,,,,55
2017-12-14T00:17:02.412Z,,,46,,,,55
2017-12-14T00:17:12.332Z,,,45.9,,,,55
2017-12-14T00:17:22.348Z,,,45.9,,,,55
2017-12-14T00:17:37.352Z,,,45.8,57.5,,,55
2017-12-14T00:17:42.332Z,,,45.8,,,,55
2017-12-14T00:17:52.347Z,,,45.7,,,,55
2017-12-14T00:18:02.438Z,,,45.7,,,,55
2017-12-14T00:18:12.332Z,,,45.7,,,,55
2017-12-14T00:18:22.335Z,,,45.6,,,,55
2017-12-14T00:18:32.343Z,,,45.6,,,,55
2017-12-14T00:18:42.340Z,,,45.5,,,,55
2017-12-14T00:18:52.345Z,,,45.5,,,,55
2017-12-14T00:19:02.424Z,,,45.5,,,,55
2017-12-14T00:19:13.324Z,,,45.3,57.4,,,55
2017-12-14T00:19:22.363Z,,,45.3,,,,55
2017-12-14T00:19:32.332Z,,,45.2,,,,55
2017-12-14T00:19:42.346Z,,,45.2,,,,55
2017-12-14T00:19:52.333Z,,,45.1,,,,55
2017-12-14T00:20:02.413Z,,,45.1,,,,55
2017-12-14T00:20:12.333Z,,,45.1,,,,55
2017-12-14T00:20:22.333Z,,,45,57.3,,,55
2017-12-14T00:20:32.333Z,,,45,,,,55
2017-12-14T00:20:42.332Z,,,44.9,,,,55
2017-12-14T00:20:52.332Z,,,44.9,,,,55
2017-12-14T00:21:02.433Z,,,44.8,,,,55
2017-12-14T00:21:12.333Z,,,44.8,,,,55
2017-12-14T00:21:22.333Z,,,44.8,57.2,,,55
2017-12-14T00:21:32.334Z,,,44.7,,,,55
2017-12-14T00:21:42.333Z,,,44.7,,,,55
2017-12-14T00:21:52.333Z,,,44.5,,,,55
2017-12-14T00:22:07.573Z,,,44.5,,,,55
2017-12-14T00:22:12.333Z,,,44.4,,,,55
2017-12-14T00:22:22.333Z,,,44.4,,,,55
2017-12-14T00:22:32.334Z,,,44.4,57,,,55
2017-12-14T00:22:42.333Z,,,44.3,,,,55
2017-12-14T00:22:52.332Z,,,44.3,,,,55
2017-12-14T00:23:02.333Z,,,44.2,,,,55
2017-12-14T00:23:12.334Z,,,44.2,,,,55
2017-12-14T00:23:22.333Z,,,44.1,56.9,,,55
2017-12-14T00:23:32.333Z,,,44.1,56.9,,,55
2017-12-14T00:23:42.333Z,,,44.1,,,,55
2017-12-14T00:23:52.334Z,,,44,,,,55
2017-12-14T00:24:12.335Z,,,43.9,,,,55
2017-12-14T00:24:22.333Z,,,43.9,56.8,,,55
2017-12-14T00:24:32.333Z,,,43.7,,,,55
2017-12-14T00:24:42.332Z,,,43.7,,,,55
2017-12-14T00:24:53.332Z,,,43.7,,,,55
2017-12-14T00:25:02.333Z,,,43.6,,,,55
2017-12-14T00:25:12.335Z,,,43.6,56.7,,,55
2017-12-14T00:25:22.333Z,,,43.5,,,,55
2017-12-14T00:25:32.335Z,,,43.5,,,,55
2017-12-14T00:25:42.360Z,,,43.4,,,,55
2017-12-14T00:25:52.333Z,,,43.4,,,,55
2017-12-14T00:26:02.333Z,,,43.3,56.6,,,55
2017-12-14T00:26:12.333Z,,,43.3,,,,55
2017-12-14T00:26:22.368Z,,,43.2,,,,55
2017-12-14T00:26:32.334Z,,,43.2,,,,55
2017-12-14T00:26:42.333Z,,,43.2,,,,55
2017-12-14T00:26:52.333Z,,,43.1,56.5,,,55
2017-12-14T00:27:02.333Z,,,43.1,,,,55
2017-12-14T00:27:12.334Z,,,43.1,,,,55
2017-12-14T00:27:22.333Z,,,43,,,,55
2017-12-14T00:27:32.334Z,,,43,,,,55
2017-12-14T00:27:43.326Z,,,42.8,56.4,,,55
2017-12-14T00:27:52.333Z,,,42.8,,,,55
2017-12-14T00:28:02.334Z,,,42.7,,,,55
2017-12-14T00:28:12.334Z,,,42.7,,,,55
2017-12-14T00:28:22.333Z,,,42.6,,,,55
2017-12-14T00:28:32.333Z,,,42.6,56.2,,,55
2017-12-14T00:28:42.333Z,,,42.6,,,,55
2017-12-14T00:28:52.333Z,,,42.5,,,,55
2017-12-14T00:29:02.334Z,,,42.5,,,,55
2017-12-14T00:29:12.333Z,,,42.4,,,,55
2017-12-14T00:29:22.334Z,,,42.4,56.1,,,55
2017-12-14T00:29:32.333Z,,,42.3,,,,55
2017-12-14T00:29:42.334Z,0,2,44.1,,,0,55
2017-12-14T00:29:52.334Z,0,0,49.5,55.9,0,59,55
2017-12-14T00:30:02.334Z,,,,54.8,,,
2017-12-14T00:30:12.334Z,,,46.8,,,,55
2017-12-14T00:30:22.334Z,,,46.4,55.1,,,55
2017-12-14T00:30:37.355Z,,,46.2,55.2,,,55
2017-12-14T00:30:42.334Z,,,46.1,55.3,,,55
2017-12-14T00:30:52.334Z,,,45.9,,,5,55
2017-12-14T00:31:02.338Z,,,45.9,,,,55
2017-12-14T00:31:12.334Z,,,45.9,,,,55
2017-12-14T00:31:22.334Z,,,46,,,,55
2017-12-14T00:31:32.334Z,,,46.1,,,,55
2017-12-14T00:31:42.342Z,,,46.2,,,,55
2017-12-14T00:32:04.703Z,,,46.4,,,,55
2017-12-14T00:32:04.834Z,,,46.4,,,,55
2017-12-14T00:32:12.334Z,,,46.4,,,,55
2017-12-14T00:32:22.334Z,,,46.5,,,,55
2017-12-14T00:32:32.334Z,,,46.5,,,,55
2017-12-14T00:32:42.349Z,,,46.5,,,,55
2017-12-14T00:32:52.338Z,,,46.5,55.2,,,55
2017-12-14T00:33:02.335Z,,,46.5,55.3,,,55
2017-12-14T00:33:12.335Z,,,46.5,55.2,,,55
2017-12-14T00:33:27.469Z,,,46.5,,,,55
2017-12-14T00:33:32.334Z,,,46.5,,,,55
2017-12-14T00:33:42.334Z,,,46.5,,,,55
2017-12-14T00:33:52.334Z,,,46.5,,,,55
2017-12-14T00:34:02.336Z,,,46.5,,,,55
2017-12-14T00:34:12.335Z,,,46.4,,,,55
2017-12-14T00:34:22.335Z,,,46.4,,,,55
2017-12-14T00:34:32.334Z,,,46.4,,,,55
2017-12-14T00:34:42.359Z,,,46.4,,,,55
2017-12-14T00:34:53.327Z,,,46.2,,,,55
2017-12-14T00:35:02.334Z,,,46.2,,,,55
2017-12-14T00:35:12.334Z,,,46.2,,,,55
2017-12-14T00:35:28.235Z,,,46.2,,,,55
2017-12-14T00:35:32.335Z,0,0,46.1,55.2,0,5,55
2017-12-14T00:35:42.335Z,,,46.1,55.1,,,55
2017-12-14T00:35:52.337Z,,,46,,,,55
2017-12-14T00:36:02.334Z,,,46,,,,55
2017-12-14T00:36:12.335Z,,,46,,,,55
2017-12-14T00:36:22.335Z,,,45.9,,,,55
2017-12-14T00:36:32.334Z,,,45.9,,,,55
2017-12-14T00:36:42.336Z,,,45.8,,,,55
2017-12-14T00:36:52.335Z,,,45.8,,,,55
2017-12-14T00:37:02.336Z,,,45.7,,,,55
2017-12-14T00:37:12.335Z,,,45.7,55,,,55
2017-12-14T00:37:22.335Z,,,45.7,,,,55
2017-12-14T00:37:32.334Z,,,45.6,,,,55
2017-12-14T00:37:43.331Z,,,45.6,,,,55
2017-12-14T00:37:52.335Z,,,45.5,,,,55
2017-12-14T00:38:02.334Z,,,45.5,,,,55
2017-12-14T00:38:12.337Z,,,45.3,,,,55
2017-12-14T00:38:22.335Z,,,45.3,54.9,,,55
2017-12-14T00:38:32.335Z,,,45.2,,,,55
2017-12-14T00:38:42.336Z,,,45.2,,,,55
2017-12-14T00:39:02.335Z,,,45.1,,,,55
2017-12-14T00:39:12.335Z,,,45,,,,55
2017-12-14T00:39:22.335Z,,,45,54.8,,,55
2017-12-14T00:39:32.334Z,,,44.9,,,,55
2017-12-14T00:39:42.335Z,,,44.9,,,,55
2017-12-14T00:39:52.338Z,,,44.8,,,,55
2017-12-14T00:40:02.335Z,,,44.8,,,,55
2017-12-14T00:40:12.335Z,,,44.8,,,,55
2017-12-14T00:40:33.335Z,,,44.7,54.7,,,55
2017-12-14T00:40:42.335Z,,,44.5,,,,55
2017-12-14T00:40:52.335Z,,,44.5,,,,55
2017-12-14T00:41:02.335Z,,,44.4,,,,55
2017-12-14T00:41:12.335Z,,,44.4,,,,55
2017-12-14T00:41:22.335Z,,,44.3,54.6,,,55
2017-12-14T00:41:32.335Z,,,44.3,,,,55
2017-12-14T00:41:42.335Z,,,44.2,,,,55
2017-12-14T00:41:52.336Z,,,44.2,,,,55
2017-12-14T00:42:02.335Z,,,44.1,,,,55
2017-12-14T00:42:12.336Z,,,44.1,,,,55
2017-12-14T00:42:22.335Z,,,,54.4,,,
2017-12-14T00:42:32.336Z,,,44,,,,55
2017-12-14T00:42:42.335Z,,,43.9,,,,55
2017-12-14T00:42:52.336Z,,,43.9,,,,55
2017-12-14T00:43:02.336Z,,,43.7,,,,55
2017-12-14T00:43:12.337Z,,,43.7,54.3,,,55
2017-12-14T00:43:32.336Z,,,43.6,,,,55
2017-12-14T00:43:42.335Z,,,43.6,,,,55
2017-12-14T00:43:52.336Z,,,43.5,,,,55
2017-12-14T00:44:02.335Z,,,43.5,54.2,,,55
2017-12-14T00:44:12.336Z,,,43.4,,,,55
2017-12-14T00:44:32.337Z,,,43.3,,,,55
2017-12-14T00:44:42.335Z,,,43.3,,,,55
2017-12-14T00:45:02.336Z,,,43.2,54.1,,,55
2017-12-14T00:45:12.336Z,,,43.1,,,,55
2017-12-14T00:45:32.336Z,,,43,,,,55
2017-12-14T00:45:42.336Z,,,43,,,,55
2017-12-14T00:45:52.336Z,,,42.8,54,,,55
2017-12-14T00:46:02.336Z,,,42.8,,,,55
2017-12-14T00:46:17.356Z,,,42.8,,,,55
2017-12-14T00:46:32.337Z,,,42.7,,,,55
2017-12-14T00:46:42.336Z,,,,53.9,,,
2017-12-14T00:46:52.337Z,,,42.6,,,,55
2017-12-14T00:47:02.336Z,,,42.5,,,,55
2017-12-14T00:47:12.337Z,,,42.5,,,,55
2017-12-14T00:47:32.336Z,,,42.4,53.8,,,55
2017-12-14T00:47:42.336Z,,,42.3,,,,55
2017-12-14T00:48:02.336Z,,,42.2,,,,55
2017-12-14T00:48:12.337Z,,,42.2,,,,55
2017-12-14T00:48:32.336Z,,,42,53.7,,,55
2017-12-14T00:48:42.336Z,,,42,,,,55
2017-12-14T00:49:07.356Z,,,41.9,,,,55
2017-12-14T00:49:12.337Z,,,41.8,53.6,,,55
2017-12-14T00:49:32.336Z,,,41.7,,,,55
2017-12-14T00:49:42.337Z,,,41.7,,,,55
2017-12-14T00:50:02.336Z,,,41.6,53.4,,,55
2017-12-14T00:50:12.336Z,,,41.5,,,,55
2017-12-14T00:50:32.350Z,,,41.5,,,,55
2017-12-14T00:50:42.337Z,,,41.4,,,,55
2017-12-14T00:50:52.337Z,,,,53.3,,,
2017-12-14T00:51:02.337Z,,,41.2,,,,55
2017-12-14T00:51:12.528Z,,,41.2,,,,55
2017-12-14T00:51:32.337Z,,,41.1,,,,55
2017-12-14T00:51:42.337Z,,,41.1,53.2,,,55
2017-12-14T00:52:02.337Z,,,41,,,,55
2017-12-14T00:52:12.337Z,,,40.9,,,,55
2017-12-14T00:52:32.338Z,,,40.8,53.1,,,55
2017-12-14T00:52:42.337Z,,,40.8,,,,55
2017-12-14T00:52:52.338Z,,,40.8,,,,55
2017-12-14T00:53:02.337Z,,,40.7,,,,55
2017-12-14T00:53:12.338Z,,,40.7,,,,55
2017-12-14T00:53:23.335Z,,,,53,,,
2017-12-14T00:53:32.338Z,,,40.6,,,,55
2017-12-14T00:53:42.339Z,,,40.5,,,,55
2017-12-14T00:54:02.338Z,,,40.5,52.9,,,55
2017-12-14T00:54:12.339Z,,,40.3,,,,55
2017-12-14T00:54:22.339Z,,,40.3,,,,55
2017-12-14T00:54:32.337Z,,,40.2,,,,55
2017-12-14T00:54:52.359Z,,,40.1,52.8,,,55
2017-12-14T00:55:02.337Z,,,40.1,,,,55
2017-12-14T00:55:12.337Z,,,40,,,,55
2017-12-14T00:55:32.337Z,,,40,,,,55
2017-12-14T00:55:42.338Z,,,39.9,52.7,,,55
2017-12-14T00:56:02.337Z,,,39.8,,,,55
2017-12-14T00:56:13.330Z,,,39.8,,,,55
2017-12-14T00:56:22.337Z,,,,52.6,,,
2017-12-14T00:56:32.337Z,,,39.6,,,,55
2017-12-14T00:56:42.338Z,,,39.6,,,,55
2017-12-14T00:57:02.347Z,,,39.5,,,,55
2017-12-14T00:57:12.343Z,,,39.5,,,,55
2017-12-14T00:57:22.337Z,,,,52.4,,,
2017-12-14T00:57:32.337Z,,,39.4,,,,55
2017-12-14T00:57:42.337Z,,,39.3,,,,55
2017-12-14T00:58:02.337Z,,,39.1,52.3,,,55
2017-12-14T00:58:12.339Z,,,39.1,,,,55
2017-12-14T00:58:32.341Z,,,39,,,,55
2017-12-14T00:58:42.338Z,,,39,,,,55
2017-12-14T00:58:52.339Z,,,,52.2,,,
2017-12-14T00:59:03.337Z,,,38.9,,,,55
2017-12-14T00:59:12.339Z,,,38.9,,,,55
2017-12-14T00:59:22.338Z,,,38.8,,,,55
2017-12-14T00:59:33.399Z,,,38.8,52.1,,,55
2017-12-14T00:59:42.338Z,,,38.8,,,,55
2017-12-14T01:00:02.338Z,,,38.6,,,,55
2017-12-14T01:00:12.338Z,,,38.5,,,,55
2017-12-14T01:00:22.338Z,,,,52,,,
2017-12-14T01:00:32.338Z,,,38.5,,,,55
2017-12-14T01:00:42.338Z,,,38.4,,,,55
2017-12-14T01:01:02.338Z,,,38.3,,,,55
2017-12-14T01:01:12.338Z,,,,51.9,,,
2017-12-14T01:01:22.338Z,,,38.3,,,,55
2017-12-14T01:01:32.338Z,,,38.1,,,,55
2017-12-14T01:01:53.337Z,,,38.1,,,,55
2017-12-14T01:02:02.338Z,,,38,,,,55
2017-12-14T01:02:12.338Z,,,38,51.8,,,55
2017-12-14T01:02:32.339Z,,,37.9,,,,55
2017-12-14T01:02:42.339Z,,,37.9,,,,55
2017-12-14T01:02:52.341Z,,,,51.7,,,
2017-12-14T01:03:02.339Z,,,37.8,,,,55
2017-12-14T01:03:12.344Z,,,37.8,,,,55
2017-12-14T01:03:32.340Z,,,37.7,,,,55
2017-12-14T01:03:42.339Z,,,37.5,,,,55
2017-12-14T01:03:52.342Z,,,,51.6,,,
2017-12-14T01:04:02.340Z,,,37.5,,,,55
2017-12-14T01:04:12.339Z,,,37.4,,,,55
2017-12-14T01:04:32.339Z,,,37.4,51.4,,,55
2017-12-14T01:04:47.359Z,,,37.3,,,,55
2017-12-14T01:05:02.339Z,,,37.2,,,,55
2017-12-14T01:05:12.338Z,,,37.2,,,,55
2017-12-14T01:05:22.341Z,,,,51.3,,,
2017-12-14T01:05:32.339Z,,,37,,,,55
2017-12-14T01:05:42.339Z,,,37,,,,55
2017-12-14T01:06:02.338Z,,,36.9,,,,55
2017-12-14T01:06:12.443Z,,,36.9,51.2,,,55
2017-12-14T01:06:32.340Z,,,36.8,,,,55
2017-12-14T01:06:42.339Z,,,36.8,,,,55
2017-12-14T01:07:02.339Z,,,36.7,,,,55
2017-12-14T01:07:12.340Z,,,36.7,51.1,,,55
2017-12-14T01:07:32.349Z,,,36.5,,,,55
2017-12-14T01:07:42.339Z,,,36.5,,,,55
2017-12-14T01:07:52.339Z,,,,51,,,
2017-12-14T01:08:02.340Z,,,36.4,,,,55
2017-12-14T01:08:22.338Z,,,36.4,,,,55
2017-12-14T01:08:32.352Z,,,36.3,51,,,55
2017-12-14T01:08:42.339Z,,,36.3,50.9,,,55
2017-12-14T01:08:52.339Z,,,36.2,,,,55
2017-12-14T01:09:12.339Z,,,36.2,,,,55
2017-12-14T01:09:22.341Z,,,,50.8,,,
2017-12-14T01:09:32.340Z,,,36,,,,55
2017-12-14T01:09:42.339Z,,,36,,,,55
2017-12-14T01:10:02.339Z,,,35.9,,,,55
2017-12-14T01:10:12.339Z,,,35.9,,,,55
2017-12-14T01:10:22.338Z,,,,50.7,,,
2017-12-14T01:10:32.339Z,,,35.8,,,,55
2017-12-14T01:10:42.339Z,,,35.8,,,,55
2017-12-14T01:11:02.339Z,,,35.7,,,,55
2017-12-14T01:11:12.340Z,,,35.7,,,,55
2017-12-14T01:11:22.339Z,,,,50.6,,,
2017-12-14T01:11:32.339Z,,,35.6,,,,55
2017-12-14T01:11:42.339Z,,,35.4,,,,55
2017-12-14T01:12:02.339Z,,,35.4,,,,55
2017-12-14T01:12:12.339Z,,,,50.4,,,
2017-12-14T01:12:22.339Z,,,35.4,,,,55
2017-12-14T01:12:32.339Z,,,35.3,,,,55
2017-12-14T01:12:42.339Z,,,35.2,,,,55
2017-12-14T01:12:52.339Z,,,,50.3,,,
2017-12-14T01:13:02.340Z,,,35.2,,,,55
2017-12-14T01:13:12.339Z,,,35.2,,,,55
2017-12-14T01:13:32.339Z,,,35.1,50.2,,,55
2017-12-14T01:13:42.340Z,,,35.1,,,,55
2017-12-14T01:14:02.340Z,,,34.9,,,,55
2017-12-14T01:14:12.342Z,,,34.9,,,,55
2017-12-14T01:14:27.384Z,,,,50.1,,,
2017-12-14T01:14:32.340Z,,,34.8,,,,55
2017-12-14T01:14:43.333Z,,,34.8,,,,55
2017-12-14T01:15:02.341Z,,,34.7,,,,55
2017-12-14T01:15:12.340Z,,,34.7,,,,55
2017-12-14T01:15:22.340Z,,,,50,,,
2017-12-14T01:15:32.341Z,,,34.6,,,,55
2017-12-14T01:15:42.340Z,,,34.6,,,,55
2017-12-14T01:16:02.340Z,,,34.4,,,,55
2017-12-14T01:16:12.340Z,,,,49.9,,,
2017-12-14T01:16:22.340Z,,,34.4,,,,55
2017-12-14T01:16:32.340Z,,,34.3,,,,55
2017-12-14T01:16:52.341Z,,,34.3,,,,55
2017-12-14T01:17:02.340Z,,,,49.8,,,
2017-12-14T01:17:12.340Z,,,34.2,,,,55
2017-12-14T01:17:33.332Z,,,34.2,,,,55
2017-12-14T01:17:52.340Z,,,34.1,49.7,,,55
2017-12-14T01:18:02.340Z,,,34.1,,,,55
2017-12-14T01:18:12.341Z,,,34,,,,55
2017-12-14T01:18:32.340Z,,,34,,,,55
2017-12-14T01:18:42.342Z,,,34,,,,55
2017-12-14T01:18:52.340Z,,,,49.5,,,
2017-12-14T01:19:02.340Z,,,33.8,,,,55
2017-12-14T01:19:12.341Z,,,33.8,,,,55
2017-12-14T01:19:22.340Z,,,33.7,,,,55
2017-12-14T01:19:32.340Z,,,33.7,49.4,,,55
2017-12-14T01:19:52.340Z,,,33.7,,,,55
2017-12-14T01:20:02.340Z,,,33.6,,,,55
2017-12-14T01:20:12.340Z,,,33.6,,,,55
2017-12-14T01:20:27.361Z,,,,49.3,,,
2017-12-14T01:20:32.340Z,,,33.5,,,,55
2017-12-14T01:20:42.366Z,,,33.5,,,,55
2017-12-14T01:21:02.344Z,,,33.3,,,,55
2017-12-14T01:21:12.341Z,,,33.3,,,,55
2017-12-14T01:21:22.344Z,,,,49.2,,,
2017-12-14T01:21:32.340Z,,,33.2,,,,55
2017-12-14T01:21:42.341Z,,,33.2,,,,55
2017-12-14T01:22:02.341Z,,,33.2,,,,55
2017-12-14T01:22:12.341Z,,,33.2,49.1,,,55
2017-12-14T01:22:22.343Z,,,33.1,,,,55
2017-12-14T01:22:32.341Z,,,33.1,,,,55
2017-12-14T01:22:42.341Z,,,33.1,,,,55
2017-12-14T01:22:52.341Z,,,33.1,,,,55
2017-12-14T01:23:02.345Z,,,33,49,,,55
2017-12-14T01:23:22.342Z,,,33,,,,55
2017-12-14T01:23:32.341Z,,,32.8,,,,55
2017-12-14T01:23:42.340Z,,,,48.9,,,
2017-12-14T01:23:52.343Z,,,32.8,,,,55
2017-12-14T01:24:12.341Z,,,32.7,,,,55
2017-12-14T01:24:22.343Z,,,32.7,,,,55
2017-12-14T01:24:32.341Z,,,32.7,,,,55
2017-12-14T01:24:42.399Z,,,,48.7,,,
2017-12-14T01:24:52.341Z,,,32.6,,,,55
2017-12-14T01:25:02.341Z,,,32.6,,,,55
2017-12-14T01:25:12.341Z,,,32.6,,,,55
2017-12-14T01:25:22.349Z,,,32.6,,,,55
2017-12-14T01:25:32.341Z,,,32.5,,,,55
2017-12-14T01:25:42.341Z,,,32.5,48.6,,,55
2017-12-14T01:25:52.341Z,,,32.5,,,,55
2017-12-14T01:26:02.341Z,,,32.3,,,,55
2017-12-14T01:26:12.341Z,,,32.3,,,,55
2017-12-14T01:26:22.341Z,,,32.3,48.5,,,55
2017-12-14T01:26:32.341Z,,,32.3,,,,55
2017-12-14T01:26:42.341Z,,,32.2,,,,55
2017-12-14T01:26:52.341Z,,,32.2,,,,55
2017-12-14T01:27:02.341Z,,,32.2,,,,55
2017-12-14T01:27:12.341Z,,,32.2,48.4,,,55
2017-12-14T01:27:22.341Z,,,32.1,,,,55
2017-12-14T01:27:33.336Z,,,32.1,,,,55
2017-12-14T01:27:53.392Z,,,32.1,,,,55
2017-12-14T01:28:02.341Z,,,32,,,,55
2017-12-14T01:28:12.341Z,,,32,48.3,,,55
2017-12-14T01:28:22.369Z,,,32,,,,55
2017-12-14T01:28:32.341Z,,,32,,,,55
2017-12-14T01:28:42.342Z,,,31.9,,,,55
2017-12-14T01:28:52.342Z,,,31.9,48.2,,,55
2017-12-14T01:29:02.345Z,,,31.9,,,,55
2017-12-14T01:29:12.342Z,,,31.9,,,,55
2017-12-14T01:29:22.342Z,,,31.7,,,,55
2017-12-14T01:29:32.341Z,,,31.7,,,,55
2017-12-14T01:29:42.342Z,,,31.7,,,,55
2017-12-14T01:29:52.341Z,,,31.7,48.1,,,55
2017-12-14T01:30:02.342Z,,,31.6,,,,55
2017-12-14T01:30:12.342Z,,,31.6,,,,55
2017-12-14T01:30:23.341Z,,,31.6,,,,55
2017-12-14T01:30:32.342Z,,,31.6,,,,55
2017-12-14T01:30:42.341Z,,,31.5,,,,55
