Time,PrimTSet,HwActive,HwTOutlet,HwTSet,ChActive,ActPow,PrimT
2018-02-08T05:59:54.300Z,,,46.7,55,,,55.7
2018-02-08T06:00:04.299Z,,,46.6,55,,,55.8
2018-02-08T06:00:14.299Z,,,46.6,55,,,
2018-02-08T06:00:24.303Z,,,46.5,55,,,55.9
2018-02-08T06:00:34.302Z,,,46.5,55,,,56
2018-02-08T06:00:44.301Z,,,46.4,55,,,
2018-02-08T06:00:54.299Z,,,46.4,55,,,56.1
2018-02-08T06:01:04.301Z,,,46.2,55,,,
2018-02-08T06:01:14.314Z,,,46.2,55,,,56.2
2018-02-08T06:01:25.292Z,,,46.1,55,,,
2018-02-08T06:01:34.299Z,,,46,55,,,56.4
2018-02-08T06:01:44.299Z,,,46,55,,,
2018-02-08T06:01:54.299Z,,,45.9,55,,,56.5
2018-02-08T06:02:04.299Z,,,45.9,55,,,
2018-02-08T06:02:14.300Z,,,45.8,55,,,
2018-02-08T06:02:24.310Z,,,45.8,55,,,56.6
2018-02-08T06:02:34.302Z,,,45.7,55,,,
2018-02-08T06:02:44.300Z,,,45.7,55,,,
2018-02-08T06:02:54.300Z,,,45.6,55,,,56.7
2018-02-08T06:03:04.299Z,,,45.6,55,,,
2018-02-08T06:03:14.299Z,,,45.5,55,,,
2018-02-08T06:03:24.301Z,,,45.3,55,,,
2018-02-08T06:03:34.301Z,,0,45.3,55,2,,
2018-02-08T06:03:44.300Z,,,45.2,55,,80,60.2
2018-02-08T06:03:54.300Z,,,45.2,55,,47,65.1
2018-02-08T06:04:04.299Z,,,45.1,55,,29,63.4
2018-02-08T06:04:19.321Z,,,45,55,,,59.7
2018-02-08T06:04:24.299Z,,,45,55,,,56.9
2018-02-08T06:04:34.300Z,,,44.9,55,,,54.8
2018-02-08T06:04:44.300Z,,,44.9,55,,,54.5
2018-02-08T06:04:54.300Z,,,44.9,55,,,55
2018-02-08T06:05:04.299Z,,,44.8,55,,,55.3
2018-02-08T06:05:14.299Z,,,44.8,55,,,55.8
2018-02-08T06:05:24.300Z,,,44.8,55,,,
2018-02-08T06:05:34.300Z,,,44.8,55,,,
2018-02-08T06:05:44.386Z,,,44.8,55,,,
2018-02-08T06:05:54.300Z,,,44.8,55,,,56
2018-02-08T06:06:04.301Z,,,44.8,55,,,56.2
2018-02-08T06:06:14.300Z,,,44.9,55,,,56.3
2018-02-08T06:06:24.300Z,,,44.9,55,,,56.4
2018-02-08T06:06:34.308Z,,,44.9,55,,,56.5
2018-02-08T06:06:44.301Z,,,44.9,55,,,56.6
2018-02-08T06:06:54.300Z,,,45,55,,,56.7
2018-02-08T06:07:09.321Z,,,45,55,,,57
2018-02-08T06:07:14.300Z,,,45,55,,,
2018-02-08T06:07:24.301Z,,,45.1,55,,,57.2
2018-02-08T06:07:34.300Z,,,45.1,55,,,
2018-02-08T06:07:44.300Z,,,45.1,55,,,57.4
2018-02-08T06:07:54.300Z,,,45.2,55,,,57.6
2018-02-08T06:08:04.302Z,,,45.2,55,,,57.7
2018-02-08T06:08:14.300Z,,,45.3,55,,,57.8
2018-02-08T06:08:24.300Z,,,45.3,55,,,58
2018-02-08T06:08:34.301Z,,,45.5,55,,,
2018-02-08T06:08:44.349Z,,,45.5,55,,,58.1
2018-02-08T06:08:54.301Z,,,45.5,55,,,58.4
2018-02-08T06:09:04.301Z,,,45.6,55,,,
2018-02-08T06:09:14.321Z,,,45.6,55,,,58.6
2018-02-08T06:09:24.301Z,,,45.7,55,,,
2018-02-08T06:09:34.331Z,,,45.7,55,,,58.7
2018-02-08T06:09:44.300Z,,,45.8,55,,,59
2018-02-08T06:09:54.301Z,,,45.8,55,,,
2018-02-08T06:10:04.333Z,,,45.9,55,,,59.1
2018-02-08T06:10:14.302Z,,,45.9,55,,,59.2
2018-02-08T06:10:24.300Z,,,46,55,,,59.3
2018-02-08T06:10:34.300Z,,,46,55,,,59.4
2018-02-08T06:10:44.300Z,,,46.1,55,,,59.5
2018-02-08T06:10:54.307Z,,,46.1,55,,,59.7
2018-02-08T06:11:04.300Z,,,46.2,55,,,59.8
2018-02-08T06:11:14.304Z,,,46.2,55,,,
2018-02-08T06:11:25.297Z,,,46.4,55,,,60
2018-02-08T06:11:34.301Z,,,46.4,55,,,
2018-02-08T06:11:44.300Z,,,46.5,55,,,60.1
2018-02-08T06:11:54.303Z,,,46.6,55,,,60.2
2018-02-08T06:12:04.303Z,,,46.6,55,,,60.4
2018-02-08T06:12:14.309Z,,,46.7,55,,,60.5
2018-02-08T06:12:24.304Z,,,46.7,55,,,60.6
2018-02-08T06:12:34.344Z,,,46.8,55,,,
2018-02-08T06:12:44.307Z,,,46.8,55,,,60.7
2018-02-08T06:12:54.302Z,,,46.9,55,,,61
2018-02-08T06:13:04.334Z,,,47,55,,,
2018-02-08T06:13:14.327Z,,,47,55,,,61.1
2018-02-08T06:13:24.337Z,,0,47,55,2,0,61.4
2018-02-08T06:13:34.303Z,,,47.2,55,,,60.9
2018-02-08T06:13:44.306Z,,,47.3,55,,,58.9
2018-02-08T06:13:54.307Z,,,47.3,55,,,58.5
2018-02-08T06:14:04.305Z,,,47.4,55,,,58
2018-02-08T06:14:15.292Z,,,47.4,55,,,57.8
2018-02-08T06:14:24.309Z,,,47.5,55,,,58
2018-02-08T06:14:34.318Z,,,47.5,55,,,58.2
2018-02-08T06:14:44.303Z,,,47.5,55,,,57.8
2018-02-08T06:14:54.301Z,,,47.6,55,,,57.6
2018-02-08T06:15:04.301Z,,,47.6,55,,,56.9
2018-02-08T06:15:14.342Z,,,47.6,55,,,56.8
2018-02-08T06:15:24.311Z,,,47.6,55,,,56.6
2018-02-08T06:15:34.301Z,,,47.6,55,,,56.2
2018-02-08T06:15:44.301Z,,,47.5,55,,,55.9
2018-02-08T06:15:54.301Z,,,47.5,55,,,55.8
2018-02-08T06:16:04.303Z,,,47.5,55,,,55.6
2018-02-08T06:16:14.302Z,,,47.5,55,,,55.5
2018-02-08T06:16:24.302Z,,,47.4,55,,,55.1
2018-02-08T06:16:34.301Z,,,47.4,55,,,
2018-02-08T06:16:44.301Z,,,47.3,55,,,55.2
2018-02-08T06:16:54.304Z,,,47.3,55,,,55.3
2018-02-08T06:17:05.296Z,,,47.2,55,,,55.5
2018-02-08T06:17:14.301Z,,,47,55,,,55.6
2018-02-08T06:17:24.301Z,,,47,55,,,55.7
2018-02-08T06:17:34.315Z,,,46.9,55,,,55.8
2018-02-08T06:17:44.378Z,,,46.9,55,,,
2018-02-08T06:17:54.301Z,,,46.8,55,,,56
2018-02-08T06:18:04.302Z,,,46.7,55,,,
2018-02-08T06:18:14.410Z,,,46.7,55,,,
2018-02-08T06:18:24.301Z,,,46.6,55,,,56.1
2018-02-08T06:18:34.302Z,,,46.6,55,,,56.2
2018-02-08T06:18:44.303Z,,,46.5,55,,,
2018-02-08T06:18:54.303Z,,,46.5,55,,,56.4
2018-02-08T06:19:04.302Z,,,46.4,55,,,
2018-02-08T06:19:14.319Z,,,46.4,55,,,56.5
2018-02-08T06:19:24.302Z,,,46.2,55,,,
2018-02-08T06:19:34.302Z,,,46.1,55,,,56.6
2018-02-08T06:19:44.302Z,,,46.1,55,,,
2018-02-08T06:19:59.383Z,,,46,55,,,
2018-02-08T06:20:04.302Z,,,46,55,,,56.7
2018-02-08T06:20:14.326Z,,,45.9,55,,,
2018-02-08T06:20:24.302Z,,,45.9,55,,,
2018-02-08T06:20:34.304Z,,,45.8,55,,,56.8
2018-02-08T06:20:44.301Z,,,45.7,55,,,
2018-02-08T06:20:54.302Z,,,45.7,55,,,
2018-02-08T06:21:04.302Z,,,45.6,55,,,
2018-02-08T06:21:14.302Z,,,45.6,55,,,
2018-02-08T06:21:24.301Z,,0,45.5,55,2,79,58.6
2018-02-08T06:21:34.307Z,,,45.3,55,,63,63.5
2018-02-08T06:21:44.313Z,,,45.3,55,,42,65.5
2018-02-08T06:21:54.302Z,,,45.2,55,,29,61.4
2018-02-08T06:22:04.301Z,,,45.2,55,,,57.9
2018-02-08T06:22:14.304Z,,,45.1,55,,,55.8
2018-02-08T06:22:24.302Z,,,45.1,55,,,54.8
2018-02-08T06:22:34.399Z,,,45,55,,,54.2
2018-02-08T06:22:49.327Z,,,45,55,,,55.2
2018-02-08T06:22:54.304Z,,,45,55,,,55.8
2018-02-08T06:23:04.303Z,,,45,55,,,55.9
2018-02-08T06:23:14.303Z,,,45,55,,,
2018-02-08T06:23:24.303Z,,,45,55,,,
2018-02-08T06:23:34.302Z,,,45,55,,,56
2018-02-08T06:23:44.302Z,,,45,55,,,56.3
2018-02-08T06:23:54.303Z,,,45,55,,,56.4
2018-02-08T06:24:04.310Z,,,45,55,,,56.5
2018-02-08T06:24:15.427Z,,,45,55,,,56.6
2018-02-08T06:24:24.369Z,,,45.1,55,,,56.7
2018-02-08T06:24:34.392Z,,,45.1,55,,,57
2018-02-08T06:24:44.313Z,,,45.1,55,,,
2018-02-08T06:24:54.310Z,,,45.2,55,,,57.1
2018-02-08T06:25:04.303Z,,,45.2,55,,,57.2
2018-02-08T06:25:14.303Z,,,45.2,55,,,57.3
2018-02-08T06:25:24.302Z,,,45.3,55,,,57.4
2018-02-08T06:25:34.303Z,,,45.3,55,,,57.6
2018-02-08T06:25:44.302Z,,,45.3,55,,,57.8
2018-02-08T06:25:54.302Z,,,45.5,55,,,57.9
2018-02-08T06:26:04.303Z,,,45.5,55,,,
2018-02-08T06:26:14.304Z,,,45.6,55,,,58
2018-02-08T06:26:24.302Z,,,45.6,55,,,58.3
2018-02-08T06:26:34.314Z,,,45.6,55,,,58.4
2018-02-08T06:26:44.316Z,,,45.7,55,,,58.5
2018-02-08T06:26:54.304Z,,,45.7,55,,,58.6
2018-02-08T06:27:04.303Z,,,45.8,55,,,58.7
2018-02-08T06:27:14.376Z,,,45.8,55,,,58.8
2018-02-08T06:27:24.311Z,,,45.9,55,,,59
2018-02-08T06:27:34.309Z,,,45.9,55,,,59.1
2018-02-08T06:27:44.303Z,,,46,55,,,59.2
2018-02-08T06:27:54.303Z,,,46,55,,,59.3
2018-02-08T06:28:04.303Z,,,46.1,55,,,59.4
2018-02-08T06:28:14.303Z,,,46.1,55,,,
2018-02-08T06:28:24.303Z,,,46.2,55,,,59.7
2018-02-08T06:28:34.314Z,,,46.2,55,,,59.8
2018-02-08T06:28:44.304Z,,,46.4,55,,,
2018-02-08T06:28:54.304Z,,,46.4,55,,,59.9
2018-02-08T06:29:04.303Z,,,46.5,55,,,60
2018-02-08T06:29:14.304Z,,,46.5,55,,,60.1
2018-02-08T06:29:24.315Z,,,46.6,55,,,60.2
2018-02-08T06:29:34.332Z,,,46.6,55,,,60.4
2018-02-08T06:29:44.304Z,,,46.7,55,,,
2018-02-08T06:29:54.304Z,,,46.7,55,,,60.5
2018-02-08T06:30:04.303Z,,,46.8,55,,,60.6
2018-02-08T06:30:14.304Z,,,46.9,55,,,60.7
2018-02-08T06:30:24.303Z,,,46.9,55,,,60.9
2018-02-08T06:30:34.304Z,,,47,55,,,61
2018-02-08T06:30:44.303Z,,,47,55,,,61.1
2018-02-08T06:30:54.329Z,,,47.2,55,,,
2018-02-08T06:31:04.307Z,,,47.2,55,,,61.5
2018-02-08T06:31:14.303Z,75,0,47.3,55,2,0,60.9
2018-02-08T06:31:24.315Z,,,47.4,55,,,59.9
2018-02-08T06:31:34.317Z,,,47.4,55,,,58.6
2018-02-08T06:31:44.316Z,,,47.5,55,,,58.3
2018-02-08T06:31:54.304Z,,,47.5,55,,,57.9
2018-02-08T06:32:04.303Z,,,47.6,55,,,58
2018-02-08T06:32:14.305Z,,,47.6,55,,,58.1
2018-02-08T06:32:24.303Z,,,47.6,55,,,58.2
2018-02-08T06:32:34.306Z,,,47.7,55,,,57.8
2018-02-08T06:32:45.309Z,,,47.7,55,,,57.5
2018-02-08T06:32:54.305Z,,,47.7,55,,,56.9
2018-02-08T06:33:04.305Z,,,47.7,55,,,56.8
2018-02-08T06:33:14.303Z,,,47.7,55,,,56.5
2018-02-08T06:33:24.306Z,,,47.7,55,,,56.2
2018-02-08T06:33:34.303Z,,,47.6,55,,,55.9
2018-02-08T06:33:44.307Z,,,47.6,55,,,55.8
2018-02-08T06:33:54.304Z,,,47.6,55,,,55.6
2018-02-08T06:34:04.303Z,,,47.5,55,,,55.2
2018-02-08T06:34:14.305Z,,,47.5,55,,,
2018-02-08T06:34:24.306Z,,,47.4,55,,,
2018-02-08T06:34:34.306Z,,,47.4,55,,,55.5
2018-02-08T06:34:44.332Z,,,47.3,55,,,55.6
2018-02-08T06:34:54.560Z,,,47.3,55,,,55.7
2018-02-08T06:35:04.303Z,,,47.2,55,,,55.8
2018-02-08T06:35:14.304Z,,,47,55,,,55.9
2018-02-08T06:35:24.304Z,,,47,55,,,
2018-02-08T06:35:35.304Z,,,46.9,55,,,56
2018-02-08T06:35:44.387Z,,,46.9,55,,,56.1
2018-02-08T06:35:54.316Z,,,46.8,55,,,
2018-02-08T06:36:04.305Z,,,46.7,55,,,56.2
2018-02-08T06:36:14.303Z,,,46.7,55,,,
2018-02-08T06:36:24.304Z,,,46.7,55,,,56.4
2018-02-08T06:36:34.304Z,,,46.6,55,,,56.5
2018-02-08T06:36:44.369Z,,,46.5,55,,,
2018-02-08T06:36:54.306Z,,,46.5,55,,,56.6
2018-02-08T06:37:04.368Z,,,46.4,55,,,
2018-02-08T06:37:14.306Z,,,46.2,55,,,
2018-02-08T06:37:24.304Z,,,46.2,55,,,56.7
2018-02-08T06:37:34.320Z,,,46.1,55,,,
2018-02-08T06:37:44.472Z,,,46.1,55,,,
2018-02-08T06:37:54.304Z,,,46,55,,,56.8
2018-02-08T06:38:04.306Z,,,46,55,,,
2018-02-08T06:38:14.304Z,,,45.9,55,,,
2018-02-08T06:38:29.337Z,,,45.8,55,,,56.9
2018-02-08T06:38:34.346Z,,,45.8,55,,,
2018-02-08T06:38:44.306Z,,,45.7,55,,,
2018-02-08T06:38:54.334Z,,,45.7,55,,,
2018-02-08T06:39:04.349Z,,,45.6,55,,,
2018-02-08T06:39:14.316Z,,,45.5,55,,,56.9
2018-02-08T06:39:24.305Z,,,45.5,55,,,57
2018-02-08T06:39:34.304Z,,,45.3,55,,,
2018-02-08T06:39:44.342Z,,,45.3,55,,,
2018-02-08T06:39:54.569Z,,,45.2,55,,,
2018-02-08T06:40:04.304Z,,,45.1,55,,,
2018-02-08T06:40:14.317Z,,,45.1,55,,,
2018-02-08T06:40:24.392Z,,,45,55,,,
2018-02-08T06:40:34.316Z,,,45,55,,,
2018-02-08T06:40:44.305Z,,,44.9,55,,,
2018-02-08T06:40:54.305Z,,,44.9,55,,,
2018-02-08T06:41:04.304Z,,,44.8,55,,,
2018-02-08T06:41:14.361Z,,,44.8,55,,,
2018-02-08T06:41:24.304Z,,,44.7,55,,,
2018-02-08T06:41:34.308Z,,,44.5,55,,,
2018-02-08T06:41:44.314Z,,,44.5,55,,,
2018-02-08T06:41:54.307Z,,,44.4,55,,,
2018-02-08T06:42:04.307Z,,,44.4,55,,,
2018-02-08T06:42:14.305Z,,,44.3,55,,,
2018-02-08T06:42:24.364Z,,,44.3,55,,,
2018-02-08T06:42:34.307Z,,,44.2,55,,,
2018-02-08T06:42:44.323Z,,,44.1,55,,,
2018-02-08T06:42:54.305Z,,,44.1,55,,,
2018-02-08T06:43:04.427Z,,,44,55,,,57
2018-02-08T06:43:15.336Z,,,44,55,,,57
2018-02-08T06:43:24.308Z,,,43.9,55,,,56.9
2018-02-08T06:43:34.305Z,,,43.9,55,,,
2018-02-08T06:43:44.345Z,,0,43.7,55,2,80,58.4
2018-02-08T06:43:54.305Z,,,43.6,55,,62,63.2
2018-02-08T06:44:04.305Z,,,43.6,55,,29,63.7
2018-02-08T06:44:14.308Z,,,43.5,55,,,58.7
2018-02-08T06:44:24.348Z,,,43.5,55,,,53.8
2018-02-08T06:44:34.306Z,,,43.4,55,,,51.9
2018-02-08T06:44:44.306Z,,,43.4,55,,,51.5
2018-02-08T06:44:54.305Z,,,43.4,55,,,52.2
2018-02-08T06:45:04.305Z,,,43.3,55,,,53
2018-02-08T06:45:14.306Z,,,43.3,55,,,53.2
2018-02-08T06:45:24.311Z,,,43.3,55,,,53.1
2018-02-08T06:45:34.320Z,,,43.3,55,,,53
2018-02-08T06:45:44.311Z,,,43.3,55,,,53.1
2018-02-08T06:45:54.305Z,,,43.3,55,,,53.2
2018-02-08T06:46:04.305Z,,,43.3,55,,,53.4
2018-02-08T06:46:14.305Z,,,43.3,55,,,53.6
2018-02-08T06:46:24.307Z,,,43.3,55,,,53.7
2018-02-08T06:46:34.305Z,,,43.3,55,,,54
2018-02-08T06:46:44.305Z,,,43.3,55,,,
2018-02-08T06:46:54.305Z,,,43.3,55,,,54.1
2018-02-08T06:47:04.307Z,,,43.3,55,,,54.3
2018-02-08T06:47:14.308Z,,,43.3,55,,,54.4
2018-02-08T06:47:24.308Z,,,43.4,55,,,54.5
2018-02-08T06:47:34.305Z,,,43.4,55,,,54.8
2018-02-08T06:47:44.305Z,,,43.4,55,,,54.9
2018-02-08T06:47:54.305Z,,,43.5,55,,,55.1
2018-02-08T06:48:04.305Z,,,43.5,55,,,55.2
2018-02-08T06:48:14.306Z,,,43.5,55,,,55.3
2018-02-08T06:48:24.311Z,,,43.6,55,,,55.5
2018-02-08T06:48:34.310Z,,,43.6,55,,7,55.7
2018-02-08T06:48:44.305Z,,,43.7,55,,29,55.8
2018-02-08T06:48:54.307Z,,,43.7,55,,,56
2018-02-08T06:49:04.307Z,,,43.9,55,,,
2018-02-08T06:49:14.305Z,,,43.9,55,,,56.2
2018-02-08T06:49:24.306Z,,,43.9,55,,,56.4
2018-02-08T06:49:34.321Z,,,44,55,,,56.5
2018-02-08T06:49:44.307Z,,,44,55,,,56.6
2018-02-08T06:49:54.392Z,,,44.1,55,,,56.7
2018-02-08T06:50:04.312Z,,,44.2,55,,,56.9
2018-02-08T06:50:14.306Z,,,44.2,55,,,57
2018-02-08T06:50:24.305Z,,,44.3,55,,,57.1
2018-02-08T06:50:34.352Z,,,44.3,55,,,57.2
2018-02-08T06:50:44.364Z,,,44.4,55,,,57.3
2018-02-08T06:50:54.307Z,,,44.4,55,,,57.6
2018-02-08T06:51:04.307Z,,,44.5,55,,,57.7
2018-02-08T06:51:19.362Z,,,44.5,55,,,57.8
2018-02-08T06:51:24.355Z,,,44.7,55,,,57.9
2018-02-08T06:51:34.348Z,,,44.7,55,,,58
2018-02-08T06:51:44.345Z,,,44.8,55,,,58.1
2018-02-08T06:51:54.326Z,,,44.8,55,,,58.3
2018-02-08T06:52:04.344Z,,,44.9,55,,,58.4
2018-02-08T06:52:14.317Z,,,45,55,,,
2018-02-08T06:52:24.306Z,,,45,55,,,58.6
2018-02-08T06:52:34.306Z,,,45.1,55,,,
2018-02-08T06:52:44.338Z,,,45.1,55,,,58.7
2018-02-08T06:52:54.347Z,,,45.2,55,,,59
2018-02-08T06:53:04.377Z,,,45.3,55,,,
2018-02-08T06:53:14.337Z,,,45.3,55,,,59.1
2018-02-08T06:53:24.326Z,,,45.5,55,,,59.2
2018-02-08T06:53:34.307Z,,,45.5,55,,,59.3
2018-02-08T06:53:44.307Z,,,45.6,55,,,59.4
2018-02-08T06:53:54.306Z,,,45.6,55,,,59.5
2018-02-08T06:54:09.326Z,,,45.7,55,,,
2018-02-08T06:54:14.314Z,,,45.8,55,,,59.7
2018-02-08T06:54:24.324Z,,,45.8,55,,,59.8
2018-02-08T06:54:34.324Z,,0,45.9,55,2,0,59.9
2018-02-08T06:54:44.348Z,,,45.9,55,,,58.8
2018-02-08T06:54:54.324Z,,,46,55,,,56.9
2018-02-08T06:55:04.317Z,,,46.1,55,,,56.6
2018-02-08T06:55:14.334Z,,,46.1,55,,,56.3
2018-02-08T06:55:24.309Z,,,46.2,55,,,56.4
2018-02-08T06:55:34.335Z,,,46.2,55,,,56.5
2018-02-08T06:55:44.318Z,,,46.4,55,,,56.7
2018-02-08T06:55:54.321Z,,,46.4,55,,,56.4
2018-02-08T06:56:04.306Z,,,46.4,55,,,55.9
2018-02-08T06:56:14.372Z,,,46.4,55,,,55.7
2018-02-08T06:56:24.424Z,,,46.4,55,,,55.3
2018-02-08T06:56:34.307Z,,,46.4,55,,,55
2018-02-08T06:56:44.308Z,,,46.4,55,,,54.8
2018-02-08T06:57:00.343Z,,,46.4,55,,,54.6
2018-02-08T06:57:04.383Z,,,46.4,55,,,54.4
2018-02-08T06:57:14.306Z,,,46.2,55,,,54.2
2018-02-08T06:57:24.323Z,,,46.2,55,,,53.9
2018-02-08T06:57:34.395Z,,,46.1,55,,,53.8
2018-02-08T06:57:44.315Z,,,46.1,55,,,54
2018-02-08T06:57:54.337Z,,,46,55,,,
2018-02-08T06:58:04.307Z,,,46,55,,,54.2
2018-02-08T06:58:14.306Z,,,46,55,,,54.3
2018-02-08T06:58:24.342Z,,,45.9,55,,,54.4
2018-02-08T06:58:34.371Z,,,45.8,55,,,54.6
2018-02-08T06:58:44.360Z,,,45.8,55,,,
2018-02-08T06:58:54.350Z,,,45.7,55,,,54.7
2018-02-08T06:59:04.326Z,,,45.7,55,,,54.8
2018-02-08T06:59:14.332Z,,,45.6,55,,,54.9
2018-02-08T06:59:24.308Z,,,45.6,55,,,
2018-02-08T06:59:34.346Z,,,45.5,55,,,55
2018-02-08T06:59:44.339Z,,,45.5,55,,,
2018-02-08T06:59:54.311Z,,,45.3,55,,,55.1
2018-02-08T07:00:04.319Z,,,45.3,55,,,
2018-02-08T07:00:14.312Z,,,45.2,55,,,55.2
2018-02-08T07:00:24.387Z,,,45.1,55,,,
2018-02-08T07:00:34.342Z,,,45.1,55,,,55.3
2018-02-08T07:00:44.307Z,,,45,55,,,
2018-02-08T07:00:54.310Z,,,45,55,,,55.5
2018-02-08T07:01:04.336Z,,,44.9,55,,,
2018-02-08T07:01:15.430Z,,,44.9,55,,,
2018-02-08T07:01:24.406Z,,,44.8,55,,,55.6
2018-02-08T07:01:34.308Z,,,44.7,55,,,
2018-02-08T07:01:44.307Z,,,44.7,55,,,
2018-02-08T07:01:54.336Z,,,44.5,55,,,
2018-02-08T07:02:04.350Z,,,44.5,55,,,55.7
2018-02-08T07:02:14.310Z,,,44.4,55,,,
2018-02-08T07:02:24.339Z,,,44.4,55,,,
2018-02-08T07:02:34.332Z,,,44.3,55,,,
2018-02-08T07:02:44.432Z,,,44.3,55,,,
2018-02-08T07:02:54.329Z,,,44.2,55,,,
2018-02-08T07:03:04.363Z,,0,44.1,55,2,79,58.2
2018-02-08T07:03:14.348Z,,,44.1,55,,53,63.2
2018-02-08T07:03:24.387Z,,,44,55,,29,63.7
2018-02-08T07:03:34.307Z,,,43.9,55,,,58.6
2018-02-08T07:03:44.347Z,,,43.9,55,,,55.8
2018-02-08T07:03:54.329Z,,,43.9,55,,,53.8
2018-02-08T07:04:05.349Z,,,43.7,55,,,52.9
2018-02-08T07:04:14.498Z,,,43.7,55,,,53.2
2018-02-08T07:04:24.323Z,,,43.7,55,,,54.2
2018-02-08T07:04:34.362Z,,,43.6,55,,,54.5
2018-02-08T07:04:44.316Z,,,43.6,55,,,
2018-02-08T07:04:54.457Z,,,43.6,55,,,
2018-02-08T07:05:04.317Z,,,43.6,55,,,
2018-02-08T07:05:14.350Z,,,43.6,55,,,54.8
2018-02-08T07:05:24.437Z,,,43.6,55,,,55
2018-02-08T07:05:34.375Z,,,43.7,55,,,55.1
2018-02-08T07:05:44.328Z,,,43.7,55,,,55.2
2018-02-08T07:05:54.383Z,,,43.7,55,,,55.3
2018-02-08T07:06:04.351Z,,,43.7,55,,,55.5
2018-02-08T07:06:14.323Z,,,43.9,55,,,55.6
2018-02-08T07:06:24.308Z,,,43.9,55,,,55.7
2018-02-08T07:06:34.309Z,,,43.9,55,,,55.8
2018-02-08T07:06:44.389Z,,,44,55,,,56
2018-02-08T07:06:59.386Z,,,44,55,,,56.2
2018-02-08T07:07:04.482Z,,,44.1,55,,,56.3
2018-02-08T07:07:14.314Z,,,44.1,55,,,56.5
2018-02-08T07:07:24.369Z,,,44.1,55,,,56.6
2018-02-08T07:07:34.309Z,,,44.2,55,,,56.7
2018-02-08T07:07:44.393Z,,,44.3,55,,,56.9
2018-02-08T07:07:54.320Z,,,44.3,55,,,57
2018-02-08T07:08:04.320Z,,,44.4,55,,,57.1
2018-02-08T07:08:14.324Z,,,44.4,55,,,57.2
2018-02-08T07:08:24.320Z,,,44.4,55,,,57.4
2018-02-08T07:08:34.309Z,,,44.5,55,,,57.6
2018-02-08T07:08:44.314Z,,,44.5,55,,,57.7
2018-02-08T07:08:54.320Z,,,44.7,55,,,57.8
2018-02-08T07:09:04.334Z,,,44.8,55,,,57.9
2018-02-08T07:09:14.309Z,,,44.8,55,,,58
2018-02-08T07:09:24.308Z,,,44.9,55,,,58.1
2018-02-08T07:09:34.314Z,,,44.9,55,,,58.3
2018-02-08T07:09:49.370Z,,,45,55,,,58.4
2018-02-08T07:09:54.340Z,,,45,55,,,58.5
2018-02-08T07:10:04.324Z,,,45.1,55,,,58.6
2018-02-08T07:10:14.346Z,,,45.1,55,,,58.7
2018-02-08T07:10:24.403Z,,,45.2,55,,,58.8
2018-02-08T07:10:34.308Z,,0,45.3,55,2,0,58.9
2018-02-08T07:10:44.313Z,,,45.3,55,,,57.7
2018-02-08T07:10:54.309Z,,,45.5,55,,,56.5
2018-02-08T07:11:04.308Z,,,45.5,55,,,55.7
2018-02-08T07:11:14.317Z,,,45.6,55,,,55.2
2018-02-08T07:11:24.324Z,,,45.6,55,,,55.4
2018-02-08T07:11:34.337Z,,,45.7,55,,,55.7
2018-02-08T07:11:44.449Z,,,45.7,55,,,
2018-02-08T07:11:54.315Z,,,45.8,55,,,55.3
2018-02-08T07:12:04.316Z,,,45.8,55,,,54.9
2018-02-08T07:12:14.317Z,,,45.8,55,,,54.7
2018-02-08T07:12:24.374Z,,,45.8,55,,,54.3
2018-02-08T07:12:39.353Z,,,45.8,55,,,54.1
2018-02-08T07:12:44.309Z,,,45.8,55,,,53.9
2018-02-08T07:12:54.365Z,,,45.8,55,,,53.6
2018-02-08T07:13:04.309Z,,0,45.7,55,2,80,57.2
2018-02-08T07:13:14.318Z,,,45.7,55,,48,64.4
2018-02-08T07:13:24.318Z,,,45.7,55,,29,65.9
2018-02-08T07:13:34.427Z,,,45.6,55,,,62.6
2018-02-08T07:13:44.579Z,,,45.6,55,,,59.9
2018-02-08T07:13:54.452Z,,,45.5,55,,,58.4
2018-02-08T07:14:05.429Z,,,45.5,55,,,57.4
2018-02-08T07:14:14.436Z,,,45.5,55,,,57.2
2018-02-08T07:14:24.392Z,,,45.5,55,,,58
2018-02-08T07:14:34.380Z,,,45.5,55,,,58.4
2018-02-08T07:14:44.431Z,,,45.5,55,,,58.5
2018-02-08T07:14:54.343Z,,,45.5,55,,,
2018-02-08T07:15:04.309Z,,,45.5,55,,,58.6
2018-02-08T07:15:14.320Z,,,45.5,55,,0,58.8
2018-02-08T07:15:24.398Z,,0,45.6,55,2,,58.7
2018-02-08T07:15:34.421Z,,,45.6,55,,,57.7
2018-02-08T07:15:44.512Z,,,45.6,55,,,55.9
2018-02-08T07:15:54.345Z,,,45.7,55,,,55.7
2018-02-08T07:16:04.413Z,,,45.7,55,,,55.3
2018-02-08T07:16:14.309Z,,,45.8,55,,,55.5
2018-02-08T07:16:24.328Z,,,45.8,55,,,55.7
2018-02-08T07:16:34.391Z,,,45.8,55,,,
2018-02-08T07:16:44.309Z,,,45.9,55,,,55.2
2018-02-08T07:16:54.310Z,,,45.9,55,,,54.9
2018-02-08T07:17:04.339Z,,,45.9,55,,,54.6
2018-02-08T07:17:14.367Z,,,45.9,55,,,54.2
