Time,HwActive,ChActive,ActPow,PrimT,PrimTSet,HwTOutlet,HwTSet
2018-01-10T03:55:22.709Z,,,,,,19.1,55
2018-01-10T03:55:32.709Z,,,,,,19.1,55
2018-01-10T03:55:47.730Z,,,,,,19.1,55
2018-01-10T03:55:52.710Z,,,,,,19.1,55
2018-01-10T03:56:02.709Z,,,,,,19.1,55
2018-01-10T03:56:12.710Z,,,,,,19.1,55
2018-01-10T03:56:22.711Z,,,,33.7,,19.1,55
2018-01-10T03:56:32.709Z,,,,,,19.1,55
2018-01-10T03:56:42.709Z,,,,,,19.1,55
2018-01-10T03:56:52.709Z,,,,,,19.1,55
2018-01-10T03:57:02.710Z,,,,,,19.1,55
2018-01-10T03:57:12.709Z,,,,,,19.1,55
2018-01-10T03:57:22.710Z,,,,,,19.1,55
2018-01-10T03:57:32.710Z,,,,,,19.1,55
2018-01-10T03:57:42.709Z,,,,,,19.1,55
2018-01-10T03:57:52.711Z,,,,33.6,,19.1,55
2018-01-10T03:58:02.710Z,,,,,,19.1,55
2018-01-10T03:58:12.710Z,,,,,,19.1,55
2018-01-10T03:58:22.710Z,,,,,,19.1,55
2018-01-10T03:58:38.475Z,,,,,,19.1,55
2018-01-10T03:58:42.710Z,,,,,,19.1,55
2018-01-10T03:58:52.852Z,,,,,,18.9,55
2018-01-10T03:59:02.710Z,,,,,,18.9,55
2018-01-10T03:59:12.710Z,,,,,,18.9,55
2018-01-10T03:59:22.710Z,,,,,,18.9,55
2018-01-10T03:59:32.709Z,,,,33.5,,19.1,55
2018-01-10T03:59:42.710Z,,,,,,18.9,55
2018-01-10T03:59:52.711Z,,,,,,18.9,55
2018-01-10T04:00:03.708Z,,,,,,18.9,55
2018-01-10T04:00:12.710Z,,,,,,18.9,55
2018-01-10T04:00:22.712Z,,,,,,18.9,55
2018-01-10T04:00:32.719Z,,,,,,18.9,55
2018-01-10T04:00:42.713Z,,,,,,18.9,55
2018-01-10T04:00:52.710Z,,,,,,18.9,55
2018-01-10T04:01:03.126Z,,,,,,18.9,55
2018-01-10T04:01:12.710Z,,,,33.3,,18.9,55
2018-01-10T04:01:22.710Z,,,,,,18.9,55
2018-01-10T04:01:32.711Z,,,,,,18.9,55
2018-01-10T04:01:42.710Z,,,,,,18.9,55
2018-01-10T04:01:52.711Z,,,,,,18.9,55
2018-01-10T04:02:02.712Z,,,,,,18.9,55
2018-01-10T04:02:12.710Z,,,,,,18.9,55
2018-01-10T04:02:22.711Z,,,,,,18.9,55
2018-01-10T04:02:32.710Z,,,,,,18.9,55
2018-01-10T04:02:42.711Z,,,,,,18.9,55
2018-01-10T04:02:52.711Z,,,,33.2,,18.9,55
2018-01-10T04:03:02.710Z,,,,,,18.9,55
2018-01-10T04:03:12.712Z,,,,,,18.9,55
2018-01-10T04:03:22.710Z,,,,,,18.8,55
2018-01-10T04:03:32.711Z,,,,,,18.8,55
2018-01-10T04:03:42.711Z,,,,,,18.8,55
2018-01-10T04:03:52.710Z,,,,,,18.8,55
2018-01-10T04:04:02.710Z,,,,,,18.8,55
2018-01-10T04:04:12.712Z,,,,,,18.8,55
2018-01-10T04:04:22.711Z,,,,33.1,,18.8,55
2018-01-10T04:04:32.712Z,,,,,,18.8,55
2018-01-10T04:04:42.710Z,,,,,,18.8,55
2018-01-10T04:04:52.711Z,,,,,,18.8,55
2018-01-10T04:05:02.710Z,,,,,,18.8,55
2018-01-10T04:05:12.711Z,,,,,,18.8,55
2018-01-10T04:05:22.712Z,,,,,,18.8,55
2018-01-10T04:05:32.711Z,,,,,,18.8,55
2018-01-10T04:05:43.706Z,,,,,,18.8,55
2018-01-10T04:05:52.710Z,,,,,,18.8,55
2018-01-10T04:06:02.711Z,,,,33,,18.8,55
2018-01-10T04:06:12.710Z,,,,,,18.8,55
2018-01-10T04:06:22.711Z,,,,,,18.8,55
2018-01-10T04:06:32.711Z,,,,,,18.8,55
2018-01-10T04:06:42.711Z,,,,,,18.8,55
2018-01-10T04:06:52.713Z,,,,,,18.8,55
2018-01-10T04:07:02.713Z,,,,,,18.8,55
2018-01-10T04:07:12.713Z,,,,,,18.6,55
2018-01-10T04:07:22.714Z,,,,,,18.8,55
2018-01-10T04:07:32.711Z,,,,,,18.6,55
2018-01-10T04:07:42.711Z,,,,33,,18.6,55
2018-01-10T04:07:52.711Z,,,,32.8,,18.6,55
2018-01-10T04:08:02.711Z,,,,,,18.6,55
2018-01-10T04:08:12.713Z,,,,,,18.6,55
2018-01-10T04:08:22.711Z,,,,,,18.6,55
2018-01-10T04:08:37.733Z,,,,,,18.6,55
2018-01-10T04:08:42.711Z,,,,,,18.6,55
2018-01-10T04:08:52.711Z,,,,,,18.6,55
2018-01-10T04:09:02.711Z,,,,,,18.6,55
2018-01-10T04:09:12.711Z,,,,,,18.6,55
2018-01-10T04:09:22.711Z,,,,,,18.6,55
2018-01-10T04:09:32.714Z,,,,32.7,,18.6,55
2018-01-10T04:09:42.711Z,0,0,,,59,18.6,55
2018-01-10T04:09:52.713Z,0,0,0,32.7,,19.3,55
2018-01-10T04:10:02.711Z,,,,31.9,,19.1,55
2018-01-10T04:10:12.711Z,,,,31.2,,18.9,55
2018-01-10T04:10:22.712Z,,,,,,18.9,55
2018-01-10T04:10:32.712Z,,,,,,18.8,55
2018-01-10T04:10:42.712Z,,,,,,18.8,55
2018-01-10T04:10:52.714Z,,,,,5,18.8,55
2018-01-10T04:11:02.721Z,,,,,,18.8,55
2018-01-10T04:11:12.716Z,,,,,,18.9,55
2018-01-10T04:11:28.782Z,,,,,,19.1,55
2018-01-10T04:11:32.712Z,,,,,,19.3,55
2018-01-10T04:11:42.712Z,,,,,,19.6,55
2018-01-10T04:11:52.715Z,,,,,,19.8,55
2018-01-10T04:12:02.716Z,,,,,,20,55
2018-01-10T04:12:12.716Z,,,,,,20.1,55
2018-01-10T04:12:22.712Z,,,,,,20.3,55
2018-01-10T04:12:32.712Z,,,,,,20.4,55
2018-01-10T04:12:42.712Z,,,,,,20.6,55
2018-01-10T04:12:52.748Z,,,,,,20.7,55
2018-01-10T04:13:02.779Z,,,,,,20.7,55
2018-01-10T04:13:12.712Z,,,,,,20.8,55
2018-01-10T04:13:22.721Z,,,,,,21,55
2018-01-10T04:13:32.712Z,,,,,,21,55
2018-01-10T04:13:42.712Z,,,,,,21.1,55
2018-01-10T04:13:52.715Z,,,,,,21.1,55
2018-01-10T04:14:02.712Z,,,,,,21.3,55
2018-01-10T04:14:18.731Z,,,,,,21.4,55
2018-01-10T04:14:22.712Z,,,,,,21.4,55
2018-01-10T04:14:32.713Z,,,,,,21.5,55
2018-01-10T04:14:42.712Z,,,,,,21.5,55
2018-01-10T04:14:52.712Z,,,,,,21.7,55
2018-01-10T04:15:02.712Z,,,,,,21.7,55
2018-01-10T04:15:12.712Z,,,,,,21.7,55
2018-01-10T04:15:22.714Z,,,,,,21.8,55
2018-01-10T04:15:32.712Z,,,,,,21.8,55
2018-01-10T04:15:43.085Z,,,,,,21.8,55
2018-01-10T04:15:52.716Z,,,,,,22,55
2018-01-10T04:16:02.712Z,,,,,,22,55
2018-01-10T04:16:12.712Z,,,,,,22,55
2018-01-10T04:16:22.712Z,,,,,,22.1,55
2018-01-10T04:16:32.712Z,,,,,,22.1,55
2018-01-10T04:16:42.713Z,,,,,,22.1,55
2018-01-10T04:16:52.712Z,,,,,,22.1,55
2018-01-10T04:17:02.712Z,,,,,,22.3,55
2018-01-10T04:17:12.712Z,,,,,,22.3,55
2018-01-10T04:17:22.712Z,,,,31.1,,22.3,55
2018-01-10T04:17:32.712Z,,,,31.2,,22.3,55
2018-01-10T04:17:42.712Z,,,,,,22.4,55
2018-01-10T04:17:52.712Z,,,,31.1,,22.4,55
2018-01-10T04:18:02.712Z,,,,,,22.4,55
2018-01-10T04:18:12.713Z,,,,,,22.4,55
2018-01-10T04:18:22.713Z,,,,,,22.4,55
2018-01-10T04:18:33.705Z,,,,,,22.5,55
2018-01-10T04:18:42.712Z,,,,,,22.5,55
2018-01-10T04:18:52.714Z,,,,,,22.5,55
2018-01-10T04:19:02.713Z,,,,,,22.5,55
2018-01-10T04:19:12.717Z,,,,,,22.5,55
2018-01-10T04:19:22.713Z,,,,,,22.5,55
2018-01-10T04:19:32.713Z,,,,,,22.5,55
2018-01-10T04:19:43.754Z,,,,,,22.5,55
2018-01-10T04:19:52.713Z,,,,,,22.7,55
2018-01-10T04:20:02.713Z,,,,,,22.7,55
2018-01-10T04:20:12.713Z,,,,,,22.7,55
2018-01-10T04:20:22.713Z,,,,,,22.7,55
2018-01-10T04:20:32.713Z,,,,,,22.7,55
2018-01-10T04:20:42.713Z,,,,,,22.7,55
2018-01-10T04:20:52.712Z,,,,,,22.7,55
2018-01-10T04:21:02.714Z,,,,31,,22.7,55
2018-01-10T04:21:12.713Z,,,,,,22.7,55
2018-01-10T04:21:23.709Z,,,,,,22.7,55
2018-01-10T04:21:32.713Z,,,,,,22.7,55
2018-01-10T04:21:42.834Z,,,,,,22.7,55
2018-01-10T04:21:53.156Z,,,,,,22.7,55
2018-01-10T04:22:02.713Z,,,,,,22.7,55
2018-01-10T04:22:12.713Z,,,,,,22.7,55
2018-01-10T04:22:22.716Z,,,,,,22.7,55
2018-01-10T04:22:32.723Z,,,,,,22.7,55
2018-01-10T04:22:42.713Z,,,,,,22.7,55
2018-01-10T04:22:52.715Z,,,,,,22.7,55
2018-01-10T04:23:03.755Z,,,,,,22.8,55
2018-01-10T04:23:12.713Z,,,,,,22.8,55
2018-01-10T04:23:22.713Z,,,,,,22.7,55
2018-01-10T04:23:32.714Z,,,,30.9,,22.8,55
2018-01-10T04:23:42.714Z,,,,30.9,,22.8,55
2018-01-10T04:23:52.713Z,,,,,,22.8,55
2018-01-10T04:24:02.713Z,,,,,,22.8,55
2018-01-10T04:24:13.714Z,,,,,,22.8,55
2018-01-10T04:24:22.714Z,,,,,,22.8,55
2018-01-10T04:24:32.714Z,,,,,,22.8,55
2018-01-10T04:24:42.713Z,,,,,,22.8,55
2018-01-10T04:24:52.713Z,,,,,,22.8,55
2018-01-10T04:25:02.714Z,,,,,,22.8,55
2018-01-10T04:25:12.715Z,,,,,,22.8,55
2018-01-10T04:25:22.714Z,,,,,,22.8,55
2018-01-10T04:25:32.713Z,,,,,,22.7,55
2018-01-10T04:25:42.714Z,,,,30.7,,22.8,55
2018-01-10T04:25:52.714Z,,,,30.9,,22.8,55
2018-01-10T04:26:02.714Z,,,,30.7,,22.8,55
2018-01-10T04:26:12.714Z,,,,,,22.7,55
2018-01-10T04:26:22.714Z,,,,,,22.7,55
2018-01-10T04:26:32.714Z,,,,,,22.7,55
2018-01-10T04:26:42.714Z,,,,,,22.7,55
2018-01-10T04:26:52.714Z,,,,,,22.7,55
2018-01-10T04:27:07.734Z,,,,,,22.7,55
2018-01-10T04:27:12.714Z,,,,,,22.7,55
2018-01-10T04:27:22.714Z,,,,,,22.7,55
2018-01-10T04:27:32.714Z,,,,,,22.7,55
2018-01-10T04:27:42.716Z,,,,,,22.7,55
2018-01-10T04:27:57.783Z,,,,,,22.7,55
2018-01-10T04:28:02.714Z,,,,30.6,,22.7,55
2018-01-10T04:28:12.714Z,,,,,,22.7,55
2018-01-10T04:28:22.715Z,,,,,,22.7,55
2018-01-10T04:28:33.178Z,,,,,,22.7,55
2018-01-10T04:28:42.714Z,,,,,,22.7,55
2018-01-10T04:28:52.714Z,,,,,,22.7,55
2018-01-10T04:29:02.715Z,,,,,,22.7,55
2018-01-10T04:29:12.715Z,,,,,,22.5,55
2018-01-10T04:29:22.716Z,,,,,,22.7,55
2018-01-10T04:29:32.716Z,,,,,,22.5,55
2018-01-10T04:29:42.714Z,,,,,,22.5,55
2018-01-10T04:29:57.737Z,,,,,,22.5,55
2018-01-10T04:30:02.714Z,,,,,,22.5,55
2018-01-10T04:30:12.714Z,,,,,,22.5,55
2018-01-10T04:30:22.716Z,,,,,,22.5,55
2018-01-10T04:30:32.714Z,,,,30.5,,22.5,55
2018-01-10T04:30:42.714Z,,,,,,22.5,55
2018-01-10T04:30:52.718Z,,,,,,22.5,55
2018-01-10T04:31:02.714Z,,,,,,22.5,55
2018-01-10T04:31:12.714Z,,,,,,22.5,55
2018-01-10T04:31:23.815Z,0,0,0,30.5,5,22.5,55
2018-01-10T04:31:32.714Z,,,,,,22.5,55
2018-01-10T04:31:42.721Z,,,,,,22.5,55
2018-01-10T04:31:52.716Z,,,,,,22.5,55
2018-01-10T04:32:02.714Z,,,,,,22.5,55
2018-01-10T04:32:12.715Z,,,,,,22.4,55
2018-01-10T04:32:22.714Z,,,,,,22.4,55
2018-01-10T04:32:32.715Z,,,,,,22.4,55
2018-01-10T04:32:47.734Z,,,,,,22.4,55
2018-01-10T04:32:52.714Z,,,,30.4,,22.4,55
2018-01-10T04:33:02.717Z,,,,,,22.4,55
2018-01-10T04:33:12.715Z,,,,,,22.4,55
2018-01-10T04:33:22.715Z,,,,,,22.4,55
2018-01-10T04:33:32.715Z,,,,,,22.4,55
2018-01-10T04:33:42.715Z,,,,,,22.4,55
2018-01-10T04:33:52.715Z,,,,,,22.4,55
2018-01-10T04:34:02.714Z,,,,,,22.4,55
2018-01-10T04:34:12.715Z,,,,,,22.4,55
2018-01-10T04:34:22.717Z,,,,,,22.3,55
2018-01-10T04:34:32.715Z,,,,,,22.3,55
2018-01-10T04:34:42.716Z,,,,,,22.3,55
2018-01-10T04:34:52.715Z,,,,,,22.3,55
2018-01-10T04:35:02.715Z,,,,,,22.3,55
2018-01-10T04:35:12.715Z,,,,,,22.3,55
2018-01-10T04:35:22.715Z,,,,30.2,,22.3,55
2018-01-10T04:35:32.715Z,,,,,,22.3,55
2018-01-10T04:35:42.715Z,,,,,,22.3,55
2018-01-10T04:35:52.715Z,,,,,,22.3,55
2018-01-10T04:36:02.715Z,,,,,,22.3,55
2018-01-10T04:36:12.715Z,,,,,,22.3,55
2018-01-10T04:36:22.715Z,,,,,,22.3,55
2018-01-10T04:36:32.715Z,,,,,,22.1,55
2018-01-10T04:36:42.716Z,,,,,,22.1,55
2018-01-10T04:36:52.715Z,,,,,,22.1,55
2018-01-10T04:37:02.715Z,,,,,,22.1,55
2018-01-10T04:37:12.715Z,,,,,,22.1,55
2018-01-10T04:37:22.715Z,,,,,,22.1,55
2018-01-10T04:37:37.795Z,,,,,,22.1,55
2018-01-10T04:37:42.715Z,,,,,,22.1,55
2018-01-10T04:37:52.716Z,,,,30.1,,22.1,55
2018-01-10T04:38:02.715Z,,,,,,22.1,55
2018-01-10T04:38:12.715Z,,,,,,22.1,55
2018-01-10T04:38:22.715Z,,,,,,22,55
2018-01-10T04:38:32.717Z,,,,,,22,55
2018-01-10T04:38:42.715Z,,,,,,22,55
2018-01-10T04:38:52.715Z,,,,,,22,55
2018-01-10T04:39:02.716Z,,,,,,22,55
2018-01-10T04:39:12.716Z,,,,,,22,55
2018-01-10T04:39:22.715Z,,,,,,22,55
2018-01-10T04:39:32.715Z,,,,,,22,55
2018-01-10T04:39:42.716Z,,,,,,22,55
2018-01-10T04:39:53.707Z,,,,30,,22,55
2018-01-10T04:40:02.717Z,,,,30.1,,22,55
2018-01-10T04:40:12.725Z,,,,30,,22,55
2018-01-10T04:40:22.716Z,,,,,,22,55
2018-01-10T04:40:32.716Z,0,2,,,75,21.8,55
2018-01-10T04:40:42.716Z,0,0,,,5,21.8,55
2018-01-10T04:40:52.716Z,,,,,,21.8,55
2018-01-10T04:41:02.717Z,,,,,,21.8,55
2018-01-10T04:41:12.716Z,0,2,,,75,21.8,55
2018-01-10T04:41:22.716Z,0,0,,,5,21.8,55
2018-01-10T04:41:32.716Z,0,2,,,75,21.8,55
2018-01-10T04:41:42.715Z,0,0,,,5,21.8,55
2018-01-10T04:41:52.717Z,,,,,,21.8,55
2018-01-10T04:42:02.826Z,0,2,,30,75,21.8,55
2018-01-10T04:42:12.715Z,,,,29.9,,21.8,55
2018-01-10T04:42:22.716Z,,,,,,21.7,55
2018-01-10T04:42:32.716Z,0,0,,,5,21.7,55
2018-01-10T04:42:43.837Z,0,2,,,,21.7,55
2018-01-10T04:42:52.716Z,,,,,75,21.7,55
2018-01-10T04:43:02.737Z,,,,,,21.7,55
2018-01-10T04:43:12.718Z,,,,,,21.7,55
2018-01-10T04:43:22.716Z,,,,,,21.7,55
2018-01-10T04:43:32.716Z,,,,,,21.7,55
2018-01-10T04:43:42.716Z,,,,,,21.7,55
2018-01-10T04:43:52.716Z,,,,,,21.7,55
2018-01-10T04:44:02.716Z,,,,,,21.5,55
2018-01-10T04:44:12.716Z,,,,,,21.5,55
2018-01-10T04:44:22.716Z,,,,29.7,,21.5,55
2018-01-10T04:44:32.716Z,,,,29.9,,21.5,55
2018-01-10T04:44:42.717Z,,,,29.7,,21.5,55
2018-01-10T04:44:52.719Z,,,,,,21.5,55
2018-01-10T04:45:02.716Z,,,,,,21.5,55
2018-01-10T04:45:12.716Z,,,,,,21.5,55
2018-01-10T04:45:22.716Z,,,,,,21.5,55
2018-01-10T04:45:32.763Z,,,,,,21.5,55
2018-01-10T04:45:42.717Z,,,,,,21.5,55
2018-01-10T04:45:52.717Z,,,,,,21.5,55
2018-01-10T04:46:02.717Z,0,0,,,5,21.5,55
2018-01-10T04:46:12.719Z,,,,,,21.5,55
2018-01-10T04:46:22.718Z,,,,,,21.4,55
2018-01-10T04:46:32.716Z,,,,,,21.4,55
2018-01-10T04:46:42.729Z,,,,,,21.4,55
2018-01-10T04:46:52.718Z,,,,29.6,,21.4,55
2018-01-10T04:47:02.716Z,,,,,,21.4,55
2018-01-10T04:47:12.717Z,,,,,,21.4,55
2018-01-10T04:47:22.740Z,,,,,,21.4,55
2018-01-10T04:47:32.722Z,,,,,,21.4,55
2018-01-10T04:47:42.716Z,,,,,,21.4,55
2018-01-10T04:47:52.716Z,,,,,,21.4,55
2018-01-10T04:48:02.717Z,,,,,,21.4,55
2018-01-10T04:48:12.716Z,,,,,,21.3,55
2018-01-10T04:48:27.737Z,,,,,,21.3,55
2018-01-10T04:48:32.717Z,,,,,,21.3,55
2018-01-10T04:48:42.717Z,,,,,,21.3,55
2018-01-10T04:48:52.716Z,,,,,,21.3,55
2018-01-10T04:49:02.717Z,0,2,,29.4,75,21.3,55
2018-01-10T04:49:12.717Z,0,2,79,34,,21.3,55
2018-01-10T04:49:22.717Z,,,67,35.3,,21.3,55
2018-01-10T04:49:32.719Z,,,29,35.9,,21.3,55
2018-01-10T04:49:42.718Z,,,,32.9,,21.3,55
2018-01-10T04:49:52.718Z,,,,30.7,,21.1,55
2018-01-10T04:50:02.717Z,,,,29.9,,21.1,55
2018-01-10T04:50:12.717Z,,,,28.9,,21.1,55
2018-01-10T04:50:22.717Z,,,,28.5,,21.1,55
2018-01-10T04:50:32.717Z,,,,29.1,,21.1,55
2018-01-10T04:50:42.717Z,,,,29.6,,21.1,55
2018-01-10T04:50:52.717Z,,,,30,,21.1,55
2018-01-10T04:51:02.717Z,,,,30.2,,21.1,55
2018-01-10T04:51:12.719Z,,,,30.4,,21.1,55
2018-01-10T04:51:22.719Z,,,,31,,21.1,55
2018-01-10T04:51:32.718Z,,,,,,21.1,55
2018-01-10T04:51:42.717Z,,,,31.5,,21.1,55
2018-01-10T04:51:52.718Z,,,,32,,21.1,55
2018-01-10T04:52:03.760Z,,,,,,21.1,55
2018-01-10T04:52:12.717Z,,,,32.3,,21.1,55
2018-01-10T04:52:22.720Z,,,,32.5,,21.1,55
2018-01-10T04:52:32.718Z,,,,33,,21.1,55
2018-01-10T04:52:42.717Z,,,,33.1,,21.1,55
2018-01-10T04:52:52.717Z,,,,33.4,,21.1,55
2018-01-10T04:53:02.717Z,,,,33.6,,21.1,55
2018-01-10T04:53:12.717Z,,,,34,,21.1,55
2018-01-10T04:53:22.718Z,,,,34.1,,21.1,55
2018-01-10T04:53:32.719Z,,,,34.5,,21.1,55
2018-01-10T04:53:42.717Z,,,,35,,21.1,55
2018-01-10T04:53:52.719Z,,,,35.1,,21.3,55
2018-01-10T04:54:02.717Z,,,,35.5,,21.3,55
2018-01-10T04:54:12.718Z,0,2,0,36.1,,21.3,55
2018-01-10T04:54:22.718Z,,,,35,,21.3,55
2018-01-10T04:54:32.719Z,,,,33.7,,21.3,55
2018-01-10T04:54:42.729Z,,,,31.9,,21.4,55
2018-01-10T04:54:52.718Z,,,,,,21.4,55
2018-01-10T04:55:02.718Z,,,,31.7,,21.4,55
2018-01-10T04:55:12.719Z,,,,32,,21.5,55
2018-01-10T04:55:22.718Z,,,,32.1,,21.5,55
2018-01-10T04:55:33.710Z,,,,,,21.7,55
2018-01-10T04:55:42.718Z,,,,31.9,,21.7,55
2018-01-10T04:55:52.718Z,,,,31.7,,21.8,55
2018-01-10T04:56:02.718Z,,,,31.5,,21.8,55
2018-01-10T04:56:12.718Z,,,,31.4,,22,55
2018-01-10T04:56:22.719Z,,,,31.1,,22.1,55
2018-01-10T04:56:32.719Z,,,,31,,22.1,55
2018-01-10T04:56:42.735Z,,,,30.9,,22.1,55
2018-01-10T04:56:52.747Z,,,,,,22.3,55
2018-01-10T04:57:02.731Z,,,,30.7,,22.4,55
2018-01-10T04:57:12.732Z,,,,30.6,,22.4,55
2018-01-10T04:57:22.751Z,,,,,,22.5,55
2018-01-10T04:57:32.720Z,,,,31,,22.5,55
2018-01-10T04:57:42.718Z,,,,,,22.5,55
2018-01-10T04:57:52.718Z,,,,31.1,,22.7,55
2018-01-10T04:58:02.719Z,,,,31.2,,22.7,55
2018-01-10T04:58:12.718Z,,,,31.4,,22.8,55
2018-01-10T04:58:23.713Z,,,,31.5,,22.8,55
2018-01-10T04:58:32.718Z,,,,31.6,,22.8,55
2018-01-10T04:58:42.718Z,,,,31.7,,22.8,55
2018-01-10T04:58:52.719Z,,,,,,23,55
2018-01-10T04:59:02.718Z,,,,31.9,,23,55
2018-01-10T04:59:12.720Z,,,,32,,23,55
2018-01-10T04:59:22.719Z,,,,,,23.1,55
2018-01-10T04:59:32.718Z,,,,32.1,,23.1,55
2018-01-10T04:59:42.718Z,,,,,,23.1,55
2018-01-10T04:59:52.719Z,,,,32.2,,23.1,55
2018-01-10T05:00:02.719Z,,,,,,23.1,55
2018-01-10T05:00:12.718Z,,,,32.3,,23.2,55
2018-01-10T05:00:22.718Z,,,,,,23.2,55
2018-01-10T05:00:32.720Z,,,,32.5,,23.2,55
2018-01-10T05:00:42.719Z,,,,,,23.2,55
2018-01-10T05:00:52.757Z,,,,32.6,,23.2,55
2018-01-10T05:01:02.752Z,,,,,,23.2,55
2018-01-10T05:01:12.818Z,,,,,,23.4,55
2018-01-10T05:01:22.719Z,,,,32.7,,23.4,55
2018-01-10T05:01:32.719Z,,,,,,23.4,55
2018-01-10T05:01:42.719Z,,,,,,23.4,55
2018-01-10T05:01:52.721Z,,,,32.8,,23.4,55
2018-01-10T05:02:02.720Z,,,,,,23.4,55
2018-01-10T05:02:12.719Z,,,,,,23.4,55
2018-01-10T05:02:22.741Z,,,,,,23.4,55
2018-01-10T05:02:32.720Z,,,,33,,23.4,55
2018-01-10T05:02:42.719Z,,,,,,23.4,55
2018-01-10T05:02:52.718Z,,,,,,23.4,55
2018-01-10T05:03:02.720Z,,,,,,23.5,55
2018-01-10T05:03:12.741Z,,,,,,23.5,55
2018-01-10T05:03:22.718Z,,,,,,23.5,55
2018-01-10T05:03:32.719Z,,,,,,23.5,55
2018-01-10T05:03:42.719Z,,,,33.1,,23.5,55
2018-01-10T05:03:52.722Z,,,,,,23.5,55
2018-01-10T05:04:03.933Z,,,,,,23.5,55
2018-01-10T05:04:12.719Z,,,,,,23.5,55
2018-01-10T05:04:22.719Z,,,,,,23.5,55
2018-01-10T05:04:32.722Z,,,,,,23.5,55
2018-01-10T05:04:42.722Z,,,,,,23.5,55
2018-01-10T05:04:52.719Z,,,,,,23.5,55
2018-01-10T05:05:02.719Z,,,,33.2,,23.5,55
2018-01-10T05:05:12.721Z,,,,,,23.5,55
2018-01-10T05:05:23.713Z,,,,,,23.5,55
2018-01-10T05:05:32.719Z,,,,33.1,,23.5,55
2018-01-10T05:05:42.719Z,,,,33.2,,23.5,55
2018-01-10T05:05:52.719Z,,,,,,23.5,55
2018-01-10T05:06:02.719Z,,,,,,23.5,55
2018-01-10T05:06:13.766Z,,,,,,23.5,55
2018-01-10T05:06:22.719Z,,,,,,23.5,55
2018-01-10T05:06:32.719Z,,,,,,23.5,55
2018-01-10T05:06:47.801Z,,,,,,23.5,55
2018-01-10T05:06:52.720Z,,,,,,23.5,55
2018-01-10T05:07:02.725Z,,,,,,23.5,55
2018-01-10T05:07:12.719Z,,,,,,23.5,55
2018-01-10T05:07:22.720Z,,,,,,23.5,55
2018-01-10T05:07:32.724Z,,,,,,23.5,55
2018-01-10T05:07:42.719Z,,,,,,23.5,55
2018-01-10T05:07:52.719Z,,,,,,23.5,55
2018-01-10T05:08:02.720Z,,,,,,23.5,55
2018-01-10T05:08:12.719Z,,,,,,23.5,55
2018-01-10T05:08:22.720Z,,,,,,23.5,55
2018-01-10T05:08:32.719Z,,,,,,23.5,55
2018-01-10T05:08:42.723Z,,,,,,23.5,55
2018-01-10T05:08:52.722Z,,,,33.1,,23.5,55
2018-01-10T05:09:02.724Z,,,,,,23.5,55
2018-01-10T05:09:12.836Z,,,,33.2,,23.5,55
2018-01-10T05:09:22.725Z,,,,33.1,,23.5,55
2018-01-10T05:09:32.719Z,,,,,,23.5,55
2018-01-10T05:09:42.724Z,,,,,,23.5,55
2018-01-10T05:09:52.720Z,,,,,,23.5,55
2018-01-10T05:10:02.725Z,,,,,,23.5,55
2018-01-10T05:10:12.720Z,,,,,,23.5,55
2018-01-10T05:10:22.720Z,,,,,,23.5,55
2018-01-10T05:10:32.726Z,,,,,,23.4,55
2018-01-10T05:10:42.720Z,0,2,79,37.2,,23.4,55
2018-01-10T05:10:52.726Z,,,54,42.2,,23.4,55
2018-01-10T05:11:02.720Z,,,29,42.8,,23.4,55
2018-01-10T05:11:12.720Z,,,,39.7,,23.4,55
2018-01-10T05:11:22.857Z,,,,36.8,,23.4,55
2018-01-10T05:11:32.722Z,,,,34.8,,23.4,55
2018-01-10T05:11:42.720Z,,,,34.5,,23.4,55
2018-01-10T05:11:52.725Z,,,,34.1,,23.4,55
2018-01-10T05:12:02.726Z,,,,35.1,,23.4,55
2018-01-10T05:12:12.720Z,,,,36,,23.4,55
2018-01-10T05:12:22.734Z,,,,36.2,,23.4,55
2018-01-10T05:12:32.720Z,,,,36.4,,23.4,55
2018-01-10T05:12:42.721Z,,,,36.6,,23.4,55
2018-01-10T05:12:52.720Z,,,,36.8,,23.4,55
2018-01-10T05:13:02.721Z,,,,37,,23.4,55
2018-01-10T05:13:12.720Z,,,,37.4,,23.4,55
2018-01-10T05:13:22.720Z,,,,37.6,,23.4,55
2018-01-10T05:13:32.725Z,,,,38,,23.4,55
2018-01-10T05:13:42.724Z,,,,38.1,,23.5,55
2018-01-10T05:13:52.720Z,,,,38.2,,23.5,55
2018-01-10T05:14:03.716Z,,,,38.5,,23.5,55
2018-01-10T05:14:12.721Z,,,,38.6,,23.5,55
2018-01-10T05:14:22.721Z,,,,39,,23.7,55
2018-01-10T05:14:32.726Z,,,,39.2,,23.7,55
2018-01-10T05:14:42.726Z,,,,39.4,,23.8,55
2018-01-10T05:14:52.735Z,,,,39.7,,23.8,55
2018-01-10T05:15:02.722Z,,,,40,,23.9,55
2018-01-10T05:15:12.720Z,,,,40.1,,23.9,55
2018-01-10T05:15:22.727Z,,,,40.5,,24.1,55
2018-01-10T05:15:32.720Z,,,,40.7,,24.2,55
2018-01-10T05:15:42.721Z,,,,41,,24.4,55
2018-01-10T05:15:52.721Z,,,,41.1,,24.4,55
