Time,HwTSet,ChActive,PrimTSet,ActPow,HwActive,HwTOutlet,PrimT
2017-11-03T00:00:01.742Z,55,,,,,38.8,49.7
2017-11-03T00:00:11.743Z,55,,,,,38.8,50.1
2017-11-03T00:00:21.742Z,55,,,,,38.9,
2017-11-03T00:00:31.747Z,55,,,,,38.9,50.3
2017-11-03T00:00:41.742Z,55,,,,,39,50.6
2017-11-03T00:00:51.742Z,55,,,,,39,50.8
2017-11-03T00:01:01.744Z,55,,,,,39.1,51
2017-11-03T00:01:11.742Z,55,,,,,39.3,51.2
2017-11-03T00:01:21.742Z,55,,,,,39.3,51.5
2017-11-03T00:01:31.744Z,55,,,,,39.3,51.6
2017-11-03T00:01:41.742Z,55,,,,,39.4,52
2017-11-03T00:01:52.745Z,55,,,,,39.5,
2017-11-03T00:02:01.742Z,55,,,,,39.5,52.3
2017-11-03T00:02:11.742Z,55,,,,,39.6,52.5
2017-11-03T00:02:21.747Z,55,1,,0,0,39.8,52.8
2017-11-03T00:02:31.742Z,55,,,,,39.8,51.9
2017-11-03T00:02:41.742Z,55,,,,,39.9,49.9
2017-11-03T00:02:51.742Z,55,,,,,40,49.6
2017-11-03T00:03:01.742Z,55,,,,,40.1,49.2
2017-11-03T00:03:11.742Z,55,,,,,40.1,49.1
2017-11-03T00:03:21.743Z,55,,,,,40.2,49.3
2017-11-03T00:03:31.743Z,55,,,,,40.3,49.8
2017-11-03T00:03:41.743Z,55,,,,,40.5,49.4
2017-11-03T00:03:51.743Z,55,,,,,40.5,49.2
2017-11-03T00:04:01.742Z,55,,,,,40.6,49.1
2017-11-03T00:04:11.742Z,55,,,,,40.6,48.9
2017-11-03T00:04:21.742Z,55,,,,,40.7,
2017-11-03T00:04:31.742Z,55,,,,,40.7,48.7
2017-11-03T00:04:41.742Z,55,,,,,40.7,48.6
2017-11-03T00:04:52.734Z,55,,,,,40.8,48.4
2017-11-03T00:05:01.742Z,55,,,,,40.8,48.3
2017-11-03T00:05:11.742Z,55,,,,,40.8,48.2
2017-11-03T00:05:22.785Z,55,,,,,40.8,48
2017-11-03T00:05:31.744Z,55,,,,,40.8,48.1
2017-11-03T00:05:41.743Z,55,,,,,40.8,48.2
2017-11-03T00:05:51.747Z,55,,,,,40.8,48.4
2017-11-03T00:06:01.742Z,55,,,,,40.8,48.5
2017-11-03T00:06:11.743Z,55,,,,,40.8,48.6
2017-11-03T00:06:21.743Z,55,,,,,40.8,48.7
2017-11-03T00:06:31.742Z,55,,,,,40.8,49
2017-11-03T00:06:42.789Z,55,,,,,40.7,
2017-11-03T00:06:51.746Z,55,,,,,40.7,49.1
2017-11-03T00:07:06.833Z,55,,,,,40.7,49.2
2017-11-03T00:07:11.743Z,55,,,,,40.7,
2017-11-03T00:07:21.747Z,55,,,,,40.7,49.3
2017-11-03T00:07:31.743Z,55,,,,,40.7,49.4
2017-11-03T00:07:41.743Z,55,,,,,40.7,49.5
2017-11-03T00:07:51.742Z,55,,,,,40.6,
2017-11-03T00:08:01.792Z,55,,,,,40.6,49.7
2017-11-03T00:08:11.743Z,55,,,,,40.6,
2017-11-03T00:08:21.743Z,55,,,,,40.6,49.8
2017-11-03T00:08:31.743Z,55,,,,,40.5,
2017-11-03T00:08:41.743Z,55,,,,,40.5,49.9
2017-11-03T00:08:51.748Z,55,,,,,40.5,50
2017-11-03T00:09:01.743Z,55,,,,,40.5,
2017-11-03T00:09:11.743Z,55,,,,,40.3,
2017-11-03T00:09:21.744Z,55,,,,,40.3,
2017-11-03T00:09:31.743Z,55,,,,,40.3,50.1
2017-11-03T00:09:41.743Z,55,,,,,40.3,
2017-11-03T00:09:51.743Z,55,,,,,40.3,
2017-11-03T00:10:01.743Z,55,,,,,40.2,50.2
2017-11-03T00:10:11.745Z,55,,,,,40.2,
2017-11-03T00:10:26.764Z,55,,,,,40.2,
2017-11-03T00:10:31.743Z,55,,,,,40.1,
2017-11-03T00:10:41.743Z,55,,,,,40.1,
2017-11-03T00:10:51.743Z,55,,,,,40.1,50.3
2017-11-03T00:11:01.743Z,55,,,,,40.1,
2017-11-03T00:11:11.743Z,55,,,,,40,
2017-11-03T00:11:21.743Z,55,,,,,40,
2017-11-03T00:11:31.749Z,55,,,,,40,
2017-11-03T00:11:41.744Z,55,,,,,40,
2017-11-03T00:11:51.747Z,55,,,,,40,
2017-11-03T00:12:01.744Z,55,,,,,39.9,50.4
2017-11-03T00:12:11.758Z,55,,,,,39.9,50.3
2017-11-03T00:12:21.746Z,55,,,,,39.9,50.4
2017-11-03T00:12:31.743Z,55,,,,,39.8,
2017-11-03T00:12:41.748Z,55,,,,,39.8,
2017-11-03T00:12:51.743Z,55,,,,,39.8,
2017-11-03T00:13:01.744Z,55,,,,,39.8,
2017-11-03T00:13:16.760Z,55,,,,,39.6,
2017-11-03T00:13:21.744Z,55,,,,,39.6,
2017-11-03T00:13:31.749Z,55,,,,,39.6,
2017-11-03T00:13:41.743Z,55,,,,,39.5,
2017-11-03T00:13:51.751Z,55,,,,,39.5,
2017-11-03T00:14:01.743Z,55,,,,,39.5,
2017-11-03T00:14:11.744Z,55,,,,,39.5,
2017-11-03T00:14:21.746Z,55,,,,,39.4,
2017-11-03T00:14:31.744Z,55,,,,,39.4,
2017-11-03T00:14:41.826Z,55,,,,,39.4,
2017-11-03T00:14:51.743Z,55,,,,,39.4,
2017-11-03T00:15:01.743Z,55,,,,,39.3,
2017-11-03T00:15:11.744Z,55,,,,,39.3,
2017-11-03T00:15:21.745Z,55,,,,,39.3,
2017-11-03T00:15:31.745Z,55,,,,,39.1,50.3
2017-11-03T00:15:41.753Z,55,,,,,39.1,
2017-11-03T00:15:51.747Z,55,,,,,39.1,
2017-11-03T00:16:01.746Z,55,,,,,39,
2017-11-03T00:16:11.744Z,55,,,,,39,
2017-11-03T00:16:21.745Z,55,,,,,39,
2017-11-03T00:16:31.745Z,55,,,,,39,
2017-11-03T00:16:41.746Z,55,,,,,38.9,
2017-11-03T00:16:51.745Z,55,,,,,38.9,
2017-11-03T00:17:01.750Z,55,,,,,38.9,
2017-11-03T00:17:11.749Z,55,,,,,38.8,
2017-11-03T00:17:21.744Z,55,,,,,38.8,
2017-11-03T00:17:32.854Z,55,,,,,38.8,50.2
2017-11-03T00:17:41.744Z,55,,,,,38.6,
2017-11-03T00:17:51.745Z,55,,,,,38.6,
2017-11-03T00:18:01.744Z,55,,,,,38.6,
2017-11-03T00:18:11.744Z,55,,,,,38.5,
2017-11-03T00:18:21.744Z,55,,,,,38.5,
2017-11-03T00:18:31.744Z,55,,,,,38.5,
2017-11-03T00:18:41.744Z,55,,,,,38.5,
2017-11-03T00:18:51.745Z,55,,,,,38.5,
2017-11-03T00:19:01.745Z,55,,,,,38.4,50.1
2017-11-03T00:19:11.745Z,55,1,,79,0,38.4,52.4
2017-11-03T00:19:21.744Z,55,,,65,,38.3,57.1
2017-11-03T00:19:32.737Z,55,,,29,,38.3,57.9
2017-11-03T00:19:41.748Z,55,,,,,38.3,52.5
2017-11-03T00:19:52.787Z,55,,,,,38.3,48.8
2017-11-03T00:20:01.744Z,55,,,,,38.1,46.9
2017-11-03T00:20:11.744Z,55,,,,,38.1,45.9
2017-11-03T00:20:22.743Z,55,,,,,38.1,46
2017-11-03T00:20:31.746Z,55,,,,,38.1,47
2017-11-03T00:20:41.744Z,55,,,,,38.1,47.4
2017-11-03T00:20:51.750Z,55,,,,,38,47.7
2017-11-03T00:21:01.744Z,55,,,,,38,47.6
2017-11-03T00:21:11.745Z,55,,,,,38,47.8
2017-11-03T00:21:21.745Z,55,,,,,38,48
2017-11-03T00:21:31.745Z,55,,,,,38,48.1
2017-11-03T00:21:41.744Z,55,,,,,38.1,48.3
2017-11-03T00:21:51.746Z,55,,,,,38.1,48.4
2017-11-03T00:22:01.745Z,55,,,,,38.1,48.7
2017-11-03T00:22:11.745Z,55,,,,,38.1,49
2017-11-03T00:22:21.745Z,55,,,,,38.1,
2017-11-03T00:22:31.745Z,55,,,,,38.3,49.2
2017-11-03T00:22:41.745Z,55,,,,,38.3,49.4
2017-11-03T00:22:51.744Z,55,,,,,38.3,49.7
2017-11-03T00:23:01.745Z,55,,,,,38.4,50
2017-11-03T00:23:12.742Z,55,,,,,38.4,
2017-11-03T00:23:21.745Z,55,,,,,38.5,50.3
2017-11-03T00:23:31.749Z,55,,,,,38.5,50.5
2017-11-03T00:23:41.746Z,55,,,,,38.6,50.7
2017-11-03T00:23:51.745Z,55,,,,,38.6,51
2017-11-03T00:24:01.745Z,55,,,,,38.8,51.1
2017-11-03T00:24:11.745Z,55,,,,,38.9,51.4
2017-11-03T00:24:22.789Z,55,,,,,38.9,51.6
2017-11-03T00:24:31.745Z,55,,,,,39,51.8
2017-11-03T00:24:41.745Z,55,,,,,39,52
2017-11-03T00:24:51.745Z,55,,,,,39.1,52.3
2017-11-03T00:25:01.745Z,55,,,,,39.3,52.4
2017-11-03T00:25:11.745Z,55,,,,,39.4,52.6
2017-11-03T00:25:21.745Z,55,,,,,39.4,53
2017-11-03T00:25:32.739Z,55,,,,,39.5,
2017-11-03T00:25:41.744Z,55,,,,,39.6,53.2
2017-11-03T00:25:51.745Z,55,,,,,39.8,53.4
2017-11-03T00:26:06.770Z,55,,,,,39.9,53.5
2017-11-03T00:26:11.745Z,55,,,,,39.9,54
2017-11-03T00:26:21.745Z,55,,,,,40,
2017-11-03T00:26:31.745Z,55,,,,,40.1,54.2
2017-11-03T00:26:41.745Z,55,,,,,40.2,54.3
2017-11-03T00:26:51.746Z,55,,,,,40.3,54.5
2017-11-03T00:27:01.745Z,55,,,,,40.3,54.7
2017-11-03T00:27:11.746Z,55,,,,,40.5,55
2017-11-03T00:27:21.750Z,55,,,,,40.6,
2017-11-03T00:27:31.762Z,55,,,,,40.7,55.2
2017-11-03T00:27:41.746Z,55,,,,,40.8,55.5
2017-11-03T00:27:51.745Z,55,,,,,40.9,55.6
2017-11-03T00:28:01.746Z,55,,,,,41,55.7
2017-11-03T00:28:11.745Z,55,,,,,41.1,56
2017-11-03T00:28:21.745Z,55,,,,,41.2,
2017-11-03T00:28:31.745Z,55,,,,,41.4,56.2
2017-11-03T00:28:41.747Z,55,,,,,41.5,56.4
2017-11-03T00:28:56.766Z,55,,,0,,41.6,56.8
2017-11-03T00:29:01.745Z,55,1,,,0,41.7,56.9
2017-11-03T00:29:11.745Z,55,,,,,41.7,54.8
2017-11-03T00:29:21.746Z,55,,,,,41.9,53.6
2017-11-03T00:29:31.745Z,55,,,,,41.9,53.4
2017-11-03T00:29:41.749Z,55,,,,,42,53
2017-11-03T00:29:51.747Z,55,,,,,42.2,
2017-11-03T00:30:01.751Z,55,,,,,42.3,53.3
2017-11-03T00:30:11.745Z,55,,,,,42.4,53.6
2017-11-03T00:30:21.746Z,55,,,,,42.5,53.3
2017-11-03T00:30:31.750Z,55,,,,,42.5,52.9
2017-11-03T00:30:41.748Z,55,,,,,42.6,
2017-11-03T00:30:51.746Z,55,,,,,42.7,52.8
2017-11-03T00:31:01.746Z,55,,,,,42.7,52.7
2017-11-03T00:31:11.747Z,55,,,,,42.7,52.4
2017-11-03T00:31:21.746Z,55,,,,,42.7,52.3
2017-11-03T00:31:31.746Z,55,,,,,42.8,52.2
2017-11-03T00:31:46.770Z,55,,,,,42.8,51.9
2017-11-03T00:31:51.746Z,55,,,,,42.8,51.8
2017-11-03T00:32:01.750Z,55,,,,,42.8,
2017-11-03T00:32:11.746Z,55,,,,,42.8,
2017-11-03T00:32:21.746Z,55,,,,,42.8,52
2017-11-03T00:32:31.748Z,55,,,,,42.8,52.1
2017-11-03T00:32:41.746Z,55,,,,,42.8,52.3
2017-11-03T00:32:51.746Z,55,,,,,42.8,52.4
2017-11-03T00:33:01.746Z,55,,,,,42.8,52.6
2017-11-03T00:33:11.746Z,55,,,,,42.8,
2017-11-03T00:33:21.746Z,55,,,,,42.7,52.7
2017-11-03T00:33:31.747Z,55,,,,,42.7,52.8
2017-11-03T00:33:41.747Z,55,,,,,42.7,52.9
2017-11-03T00:33:51.746Z,55,,,,,42.7,53
2017-11-03T00:34:01.746Z,55,,,,,42.7,
2017-11-03T00:34:11.746Z,55,,,,,42.7,53.1
2017-11-03T00:34:21.747Z,55,,,,,42.7,
2017-11-03T00:34:31.746Z,55,,,,,42.7,53.2
2017-11-03T00:34:41.746Z,55,,,,,42.7,53.3
2017-11-03T00:34:51.747Z,55,,,,,42.6,
2017-11-03T00:35:01.747Z,55,,,,,42.6,53.4
2017-11-03T00:35:11.746Z,55,,,,,42.6,
2017-11-03T00:35:21.746Z,55,,,,,42.6,
2017-11-03T00:35:31.747Z,55,,,,,42.6,53.6
2017-11-03T00:35:41.746Z,55,,,,,42.6,
2017-11-03T00:35:51.751Z,55,,,,,42.5,53.7
2017-11-03T00:36:01.746Z,55,,,,,42.5,
2017-11-03T00:36:11.746Z,55,,,,,42.5,
2017-11-03T00:36:21.747Z,55,,,,,42.5,
2017-11-03T00:36:31.746Z,55,,,,,42.5,53.8
2017-11-03T00:36:41.746Z,55,,,,,42.4,
2017-11-03T00:36:51.750Z,55,,,,,42.4,
2017-11-03T00:37:01.746Z,55,,,,,42.4,
2017-11-03T00:37:11.746Z,55,,,,,42.4,
2017-11-03T00:37:21.749Z,55,,,,,42.4,53.9
2017-11-03T00:37:31.746Z,55,,,,,42.3,
2017-11-03T00:37:41.746Z,55,,,,,42.3,
2017-11-03T00:37:51.746Z,55,,,,,42.3,
2017-11-03T00:38:01.749Z,55,,,,,42.3,
2017-11-03T00:38:11.749Z,55,,,,,42.2,
2017-11-03T00:38:21.751Z,55,,,,,42.2,
2017-11-03T00:38:31.752Z,55,,,,,42.2,
2017-11-03T00:38:41.747Z,55,,,,,42.2,53.9
2017-11-03T00:38:52.748Z,55,,,,,42,53.9
2017-11-03T00:39:01.747Z,55,,,,,42,54
2017-11-03T00:39:11.748Z,55,,,,,42,53.9
2017-11-03T00:39:21.750Z,55,,,,,42,54
2017-11-03T00:39:31.747Z,55,,,,,41.9,
2017-11-03T00:39:41.748Z,55,,,,,41.9,
2017-11-03T00:39:51.748Z,55,,,,,41.9,54
2017-11-03T00:40:01.749Z,55,,,,,41.9,
2017-11-03T00:40:11.747Z,55,,,,,41.8,54
2017-11-03T00:40:21.750Z,55,,,,,41.8,53.9
2017-11-03T00:40:32.743Z,55,,,,,41.7,53.9
2017-11-03T00:40:41.747Z,55,,,,,41.7,53.9
2017-11-03T00:40:51.747Z,55,,,,,41.7,
2017-11-03T00:41:01.747Z,55,,,,,41.7,
2017-11-03T00:41:11.752Z,55,,,,,41.6,
2017-11-03T00:41:21.747Z,55,,,,,41.6,
2017-11-03T00:41:31.747Z,55,,,,,41.6,
2017-11-03T00:41:42.740Z,55,,,,,41.6,
2017-11-03T00:41:51.747Z,55,,,,,41.5,
2017-11-03T00:42:01.748Z,55,,,,,41.5,
2017-11-03T00:42:11.748Z,55,,,,,41.5,
2017-11-03T00:42:21.748Z,55,,,,,41.4,
2017-11-03T00:42:31.748Z,55,,,,,41.4,
2017-11-03T00:42:41.748Z,55,,,,,41.2,
2017-11-03T00:42:51.746Z,55,,,,,41.2,
2017-11-03T00:43:01.751Z,55,,,,,41.2,
2017-11-03T00:43:11.747Z,55,,,,,41.1,53.8
2017-11-03T00:43:21.747Z,55,,,,,41.1,
2017-11-03T00:43:31.747Z,55,,,,,41.1,
2017-11-03T00:43:41.749Z,55,,,,,41,
2017-11-03T00:43:52.743Z,55,,,,,41,
2017-11-03T00:44:01.747Z,55,1,,80,0,41,56.3
2017-11-03T00:44:11.749Z,55,,,54,,40.9,61.2
2017-11-03T00:44:21.749Z,55,,,29,,40.9,60.5
2017-11-03T00:44:32.744Z,55,,,,,40.9,54.9
2017-11-03T00:44:41.749Z,55,,,,,40.9,50.8
2017-11-03T00:44:51.748Z,55,,,,,40.8,49.9
2017-11-03T00:45:01.752Z,55,1,,0,0,40.8,48.8
2017-11-03T00:45:11.748Z,55,,,,,40.8,48.9
2017-11-03T00:45:21.750Z,55,,,,,40.8,48.6
2017-11-03T00:45:31.747Z,55,,,,,40.7,47.3
2017-11-03T00:45:41.750Z,55,,,,,40.7,46.8
2017-11-03T00:45:51.747Z,55,,,,,40.7,46.5
2017-11-03T00:46:01.747Z,55,,,,,40.7,46.4
2017-11-03T00:46:11.748Z,55,,,,,40.7,46.6
2017-11-03T00:46:21.748Z,55,,,,,40.7,46.1
2017-11-03T00:46:31.749Z,55,,,,,40.7,45.9
2017-11-03T00:46:41.750Z,55,,,,,40.7,45.7
2017-11-03T00:46:51.747Z,55,,,,,40.7,45.6
2017-11-03T00:47:01.748Z,55,,,,,40.7,45.5
2017-11-03T00:47:11.747Z,55,,,,,40.7,45.3
2017-11-03T00:47:26.768Z,55,,,,,40.7,45.2
2017-11-03T00:47:31.750Z,55,,,,,40.7,45.1
2017-11-03T00:47:41.748Z,55,,,,,40.7,44.9
2017-11-03T00:47:51.749Z,55,,,,,40.7,44.8
2017-11-03T00:48:01.759Z,55,,,,,40.6,44.7
2017-11-03T00:48:11.748Z,55,,,,,40.6,
2017-11-03T00:48:21.748Z,55,,,,,40.6,
2017-11-03T00:48:31.750Z,55,,,,,40.6,44.9
2017-11-03T00:48:41.753Z,55,,,,,40.6,45
2017-11-03T00:48:51.781Z,55,,,,,40.5,45.1
2017-11-03T00:49:01.749Z,55,,,,,40.5,45.2
2017-11-03T00:49:11.752Z,55,,,,,40.5,
2017-11-03T00:49:21.748Z,55,,,,,40.3,45.3
2017-11-03T00:49:31.748Z,55,,,,,40.3,45.5
2017-11-03T00:49:46.838Z,55,,,,,40.2,45.6
2017-11-03T00:49:51.753Z,55,,,,,40.2,
2017-11-03T00:50:01.748Z,55,,,,,40.2,45.7
2017-11-03T00:50:11.748Z,55,,,,,40.1,
2017-11-03T00:50:21.752Z,55,,,,,40.1,45.8
2017-11-03T00:50:31.751Z,55,,,,,40.1,
2017-11-03T00:50:41.748Z,55,,,,,40,45.9
2017-11-03T00:50:52.789Z,55,,,,,40,
2017-11-03T00:51:01.752Z,55,,,,,39.9,
2017-11-03T00:51:11.748Z,55,,,,,39.9,46
2017-11-03T00:51:21.748Z,55,,,,,39.9,
2017-11-03T00:51:31.748Z,55,,,,,39.8,46.1
2017-11-03T00:51:41.749Z,55,,,,,39.8,
2017-11-03T00:51:51.749Z,55,,,,,39.6,
2017-11-03T00:52:01.748Z,55,,,,,39.6,46.2
2017-11-03T00:52:11.751Z,55,,,,,39.6,
2017-11-03T00:52:21.750Z,55,,,,,39.5,
2017-11-03T00:52:31.748Z,55,,,,,39.5,
2017-11-03T00:52:41.752Z,55,,,,,39.4,46.4
2017-11-03T00:52:51.748Z,55,,,,,39.4,
2017-11-03T00:53:01.749Z,55,1,75,0,0,39.4,46.4
2017-11-03T00:53:11.751Z,55,,,,,39.3,
2017-11-03T00:53:21.754Z,55,,,,,39.3,
2017-11-03T00:53:31.748Z,55,,,,,39.1,46.5
2017-11-03T00:53:41.749Z,55,,,,,39.1,
2017-11-03T00:53:51.748Z,55,,,,,39.1,
2017-11-03T00:54:01.749Z,55,,,,,39,
2017-11-03T00:54:11.750Z,55,,,,,39,
2017-11-03T00:54:21.749Z,55,,,,,39,
2017-11-03T00:54:32.740Z,55,,,,,38.9,
2017-11-03T00:54:41.751Z,55,,,,,38.9,
2017-11-03T00:54:51.750Z,55,,,,,38.8,
2017-11-03T00:55:01.752Z,55,1,,80,0,38.8,48.3
2017-11-03T00:55:11.749Z,55,,,68,,38.8,54.1
2017-11-03T00:55:21.750Z,55,,,43,,38.6,56.5
2017-11-03T00:55:31.751Z,55,,,29,,38.6,52.7
2017-11-03T00:55:41.751Z,55,,,,,38.5,49.9
2017-11-03T00:55:51.749Z,55,,,,,38.5,47.7
2017-11-03T00:56:01.754Z,55,,,,,38.5,46.8
2017-11-03T00:56:11.754Z,55,,,,,38.4,46.3
2017-11-03T00:56:21.749Z,55,,,,,38.4,47
2017-11-03T00:56:31.749Z,55,,,,,38.4,48
2017-11-03T00:56:41.749Z,55,,,,,38.4,
2017-11-03T00:56:51.751Z,55,,,,,38.3,48.1
2017-11-03T00:57:01.750Z,55,,,,,38.3,48.2
2017-11-03T00:57:11.751Z,55,,,,,38.3,48.4
2017-11-03T00:57:22.743Z,55,,,,,38.3,48.6
2017-11-03T00:57:31.750Z,55,,,,,38.3,49
2017-11-03T00:57:41.751Z,55,,,,,38.3,
2017-11-03T00:57:51.753Z,55,,,,,38.3,49.1
2017-11-03T00:58:01.750Z,55,,,,,38.4,49.3
2017-11-03T00:58:11.753Z,55,,,,,38.4,49.4
2017-11-03T00:58:21.754Z,55,,,,,38.4,49.7
2017-11-03T00:58:31.749Z,55,,,,,38.5,50
2017-11-03T00:58:41.749Z,55,,,,,38.5,50.1
2017-11-03T00:58:51.749Z,55,,,,,38.6,50.2
2017-11-03T00:59:01.749Z,55,,,,,38.6,50.6
2017-11-03T00:59:11.749Z,55,,,,,38.8,50.7
2017-11-03T00:59:21.751Z,55,,,,,38.9,50.9
2017-11-03T00:59:31.752Z,55,,,,,38.9,51.1
2017-11-03T00:59:41.752Z,55,,,,,39,51.4
2017-11-03T00:59:51.754Z,55,,,,,39,51.6
2017-11-03T01:00:01.749Z,55,,,,,39.1,51.8
2017-11-03T01:00:12.751Z,55,,,,,39.3,52
2017-11-03T01:00:21.753Z,55,,,,,39.3,52.3
2017-11-03T01:00:31.750Z,55,,,,,39.4,52.4
2017-11-03T01:00:41.751Z,55,,,,,39.5,52.6
2017-11-03T01:00:51.751Z,55,,,,,39.5,53
2017-11-03T01:01:01.753Z,55,1,,0,0,39.6,52.9
2017-11-03T01:01:11.749Z,55,,,,,39.8,50.9
2017-11-03T01:01:21.750Z,55,,,,,39.9,50
2017-11-03T01:01:31.749Z,55,,,,,40,49.7
2017-11-03T01:01:41.750Z,55,,,,,40,49.4
2017-11-03T01:01:51.754Z,55,,,,,40.1,49.5
2017-11-03T01:02:01.751Z,55,,,,,40.2,50
2017-11-03T01:02:11.751Z,55,,,,,40.3,49.9
2017-11-03T01:02:21.750Z,55,,,,,40.3,49.7
2017-11-03T01:02:31.749Z,55,,,,,40.5,49.4
2017-11-03T01:02:41.750Z,55,,,,,40.6,49.3
2017-11-03T01:02:51.749Z,55,,,,,40.6,49.2
2017-11-03T01:03:06.770Z,55,,,,,40.7,49.1
2017-11-03T01:03:11.749Z,55,,,,,40.7,48.9
2017-11-03T01:03:21.752Z,55,,,,,40.7,48.7
2017-11-03T01:03:31.752Z,55,,,,,40.8,48.6
2017-11-03T01:03:41.750Z,55,,,,,40.8,48.5
2017-11-03T01:03:51.753Z,55,,,,,40.8,48.4
2017-11-03T01:04:01.750Z,55,,,,,40.8,48.3
2017-11-03T01:04:11.749Z,55,,,,,40.8,48.4
2017-11-03T01:04:21.750Z,55,,,,,40.8,48.5
2017-11-03T01:04:31.752Z,55,,,,,40.8,48.7
2017-11-03T01:04:41.750Z,55,,,,,40.8,49
2017-11-03T01:04:51.750Z,55,,,,,40.8,
2017-11-03T01:05:02.745Z,55,,,,,40.8,49.1
2017-11-03T01:05:11.750Z,55,,,,,40.8,49.2
2017-11-03T01:05:21.752Z,55,,,,,40.7,49.3
2017-11-03T01:05:31.753Z,55,,,,,40.7,49.4
2017-11-03T01:05:41.752Z,55,,,,,40.7,
2017-11-03T01:05:57.055Z,55,,,,,40.7,49.5
2017-11-03T01:06:01.753Z,55,,,,,40.7,49.7
2017-11-03T01:06:11.752Z,55,,,,,40.7,
2017-11-03T01:06:21.753Z,55,,,,,40.7,49.8
2017-11-03T01:06:31.750Z,55,,,,,40.6,49.9
2017-11-03T01:06:41.750Z,55,,,,,40.6,50
2017-11-03T01:06:51.755Z,55,,,,,40.6,
2017-11-03T01:07:01.755Z,55,,,,,40.6,
2017-11-03T01:07:11.750Z,55,,,,,40.5,50.1
2017-11-03T01:07:21.750Z,55,,,,,40.5,
2017-11-03T01:07:31.752Z,55,,,,,40.5,
2017-11-03T01:07:46.844Z,55,,,,,40.5,50.2
2017-11-03T01:07:51.750Z,55,,,,,40.3,
2017-11-03T01:08:01.753Z,55,,,,,40.3,50.3
2017-11-03T01:08:11.752Z,55,,,,,40.3,
2017-11-03T01:08:21.753Z,55,,,,,40.3,
2017-11-03T01:08:31.750Z,55,,,,,40.3,50.4
2017-11-03T01:08:41.754Z,55,,,,,40.2,
2017-11-03T01:08:51.753Z,55,,,,,40.2,
2017-11-03T01:09:01.754Z,55,,,,,40.2,
2017-11-03T01:09:11.751Z,55,,,,,40.1,
2017-11-03T01:09:21.751Z,55,,,,,40.1,50.6
2017-11-03T01:09:31.753Z,55,,,,,40.1,
2017-11-03T01:09:41.754Z,55,,,,,40.1,
2017-11-03T01:09:51.752Z,55,,,,,40,
2017-11-03T01:10:01.753Z,55,,,,,40,
2017-11-03T01:10:12.742Z,55,,,,,40,
2017-11-03T01:10:21.754Z,55,,,,,40,
2017-11-03T01:10:31.753Z,55,,,,,39.9,
2017-11-03T01:10:41.750Z,55,,,,,39.9,
2017-11-03T01:10:51.751Z,55,,,,,39.9,50.7
2017-11-03T01:11:01.751Z,55,,,,,39.8,
2017-11-03T01:11:11.755Z,55,,,,,39.8,
2017-11-03T01:11:21.755Z,55,,,,,39.8,
2017-11-03T01:11:31.750Z,55,,,,,39.8,
2017-11-03T01:11:41.751Z,55,,,,,39.6,
2017-11-03T01:11:51.755Z,55,,,,,39.6,
2017-11-03T01:12:01.751Z,55,,,,,39.6,
2017-11-03T01:12:11.750Z,55,,,,,39.6,
2017-11-03T01:12:21.751Z,55,,,,,39.5,
2017-11-03T01:12:31.751Z,55,,,,,39.5,
2017-11-03T01:12:41.755Z,55,,,,,39.5,
2017-11-03T01:12:51.750Z,55,,,,,39.4,
2017-11-03T01:13:02.746Z,55,,,,,39.4,
2017-11-03T01:13:11.751Z,55,,,,,39.4,
2017-11-03T01:13:21.751Z,55,,,,,39.4,
2017-11-03T01:13:31.753Z,55,,,,,39.3,
2017-11-03T01:13:41.754Z,55,,,,,39.3,
2017-11-03T01:13:51.754Z,55,,,,,39.3,50.6
2017-11-03T01:14:01.751Z,55,,,,,39.1,50.7
2017-11-03T01:14:11.756Z,55,,,,,39.1,50.6
2017-11-03T01:14:21.751Z,55,,,,,39.1,
2017-11-03T01:14:31.752Z,55,,,,,39.1,
2017-11-03T01:14:41.751Z,55,,,,,39,
2017-11-03T01:14:51.754Z,55,,,,,39,
2017-11-03T01:15:01.754Z,55,,,,,39,
2017-11-03T01:15:11.751Z,55,,,,,39,
2017-11-03T01:15:21.751Z,55,,,,,38.9,
2017-11-03T01:15:31.751Z,55,,,,,38.9,
2017-11-03T01:15:41.753Z,55,,,,,38.9,
2017-11-03T01:15:52.754Z,55,,,,,38.8,50.4
2017-11-03T01:16:01.751Z,55,,,,,38.8,
2017-11-03T01:16:11.751Z,55,,,,,38.8,
2017-11-03T01:16:21.753Z,55,,,,,38.6,
2017-11-03T01:16:31.756Z,55,,,,,38.6,
2017-11-03T01:16:41.755Z,55,,,,,38.6,
2017-11-03T01:16:51.752Z,55,,,,,38.6,
2017-11-03T01:17:01.753Z,55,,,,,38.5,
2017-11-03T01:17:11.752Z,55,,,,,38.5,
2017-11-03T01:17:21.751Z,55,,,,,38.5,
2017-11-03T01:17:31.751Z,55,,,,,38.4,50.3
2017-11-03T01:17:41.752Z,55,,,,,38.4,
2017-11-03T01:17:51.751Z,55,1,,79,0,38.4,53.4
2017-11-03T01:18:01.751Z,55,,,54,,38.3,58
2017-11-03T01:18:11.751Z,55,,,29,,38.3,57.5
2017-11-03T01:18:21.754Z,55,,,,,38.3,51.6
2017-11-03T01:18:31.753Z,55,,,,,38.3,48.7
2017-11-03T01:18:42.746Z,55,,,,,38.3,46.9
