Time,HwActive,ChActive,PrimT,HwTOutlet,HwTSet,PrimTSet,ActPow
2018-02-07T03:59:14.093Z,,,,18.1,55,,
2018-02-07T03:59:24.093Z,,,,18.1,55,,
2018-02-07T03:59:34.094Z,,,34.7,18.1,55,,
2018-02-07T03:59:44.093Z,,,,18.1,55,,
2018-02-07T03:59:54.099Z,,,,18.1,55,,
2018-02-07T04:00:04.093Z,,,,18.1,55,,
2018-02-07T04:00:14.094Z,,,,18.1,55,,
2018-02-07T04:00:24.093Z,,,,18.1,55,,
2018-02-07T04:00:34.104Z,,,,17.9,55,,
2018-02-07T04:00:45.089Z,,,34.6,17.9,55,,
2018-02-07T04:00:54.105Z,,,,17.9,55,,
2018-02-07T04:01:04.093Z,,,,17.9,55,,
2018-02-07T04:01:14.093Z,,,,17.9,55,,
2018-02-07T04:01:24.093Z,,,,17.9,55,,
2018-02-07T04:01:34.096Z,,,,17.9,55,,
2018-02-07T04:01:44.093Z,,,,17.9,55,,
2018-02-07T04:01:54.096Z,,,,17.9,55,,
2018-02-07T04:02:04.098Z,,,,17.9,55,,
2018-02-07T04:02:14.094Z,,,,17.9,55,,
2018-02-07T04:02:24.094Z,,,34.4,17.9,55,,
2018-02-07T04:02:34.093Z,,,,17.9,55,,
2018-02-07T04:02:44.095Z,,,,17.9,55,,
2018-02-07T04:02:54.095Z,,,,17.9,55,,
2018-02-07T04:03:04.094Z,,,,17.9,55,,
2018-02-07T04:03:14.095Z,,,,17.9,55,,
2018-02-07T04:03:24.095Z,,,,17.9,55,,
2018-02-07T04:03:39.114Z,,,,17.9,55,,
2018-02-07T04:03:44.094Z,,,,17.9,55,,
2018-02-07T04:03:54.093Z,,,34.3,17.9,55,,
2018-02-07T04:04:04.094Z,,,,17.7,55,,
2018-02-07T04:04:14.095Z,,,,17.7,55,,
2018-02-07T04:04:24.094Z,,,,17.7,55,,
2018-02-07T04:04:34.093Z,,,,17.7,55,,
2018-02-07T04:04:44.096Z,,,,17.7,55,,
2018-02-07T04:04:54.093Z,,,,17.7,55,,
2018-02-07T04:05:04.094Z,,,34.2,17.7,55,,
2018-02-07T04:05:14.094Z,,,,17.7,55,,
2018-02-07T04:05:24.094Z,,,,17.7,55,,
2018-02-07T04:05:34.094Z,,,,17.7,55,,
2018-02-07T04:05:44.094Z,,,,17.7,55,,
2018-02-07T04:05:54.094Z,,,,17.7,55,,
2018-02-07T04:06:04.095Z,,,,17.7,55,,
2018-02-07T04:06:14.094Z,,,,17.7,55,,
2018-02-07T04:06:29.158Z,,,34.1,17.7,55,,
2018-02-07T04:06:34.096Z,,,,17.7,55,,
2018-02-07T04:06:44.094Z,,,,17.7,55,,
2018-02-07T04:06:54.103Z,,,,17.7,55,,
2018-02-07T04:07:04.094Z,,,,17.7,55,,
2018-02-07T04:07:14.094Z,,,,17.7,55,,
2018-02-07T04:07:24.100Z,,,,17.5,55,,
2018-02-07T04:07:34.094Z,,,,17.5,55,,
2018-02-07T04:07:44.094Z,,,,17.5,55,,
2018-02-07T04:07:54.094Z,,,34,17.5,55,,
2018-02-07T04:08:04.094Z,,,,17.5,55,,
2018-02-07T04:08:14.095Z,,,,17.5,55,,
2018-02-07T04:08:24.094Z,,,,17.5,55,,
2018-02-07T04:08:34.095Z,,,,17.5,55,,
2018-02-07T04:08:44.096Z,,,,17.5,55,,
2018-02-07T04:08:54.094Z,,,,17.5,55,,
2018-02-07T04:09:04.094Z,,,,17.5,55,,
2018-02-07T04:09:14.095Z,,,,17.5,55,,
2018-02-07T04:09:24.095Z,,,,17.5,55,,
2018-02-07T04:09:34.096Z,,,33.8,17.5,55,,
2018-02-07T04:09:44.094Z,,,,17.5,55,,
2018-02-07T04:09:54.095Z,,,,17.5,55,,
2018-02-07T04:10:04.096Z,,,,17.5,55,,
2018-02-07T04:10:14.095Z,,,,17.5,55,,
2018-02-07T04:10:24.095Z,,,,17.5,55,,
2018-02-07T04:10:34.095Z,,,,17.5,55,,
2018-02-07T04:10:44.095Z,,,,17.5,55,,
2018-02-07T04:10:54.094Z,,,33.7,17.5,55,,
2018-02-07T04:11:04.095Z,,,,17.5,55,,
2018-02-07T04:11:14.095Z,,,,17.4,55,,
2018-02-07T04:11:24.097Z,,,,17.4,55,,
2018-02-07T04:11:34.095Z,,,,17.4,55,,
2018-02-07T04:11:44.094Z,,,,17.4,55,,
2018-02-07T04:11:54.095Z,,,,17.4,55,,
2018-02-07T04:12:04.095Z,,,,17.4,55,,
2018-02-07T04:12:14.095Z,,,33.6,17.4,55,,
2018-02-07T04:12:24.095Z,,,,17.4,55,,
2018-02-07T04:12:34.095Z,,,,17.4,55,,
2018-02-07T04:12:44.095Z,,,,17.4,55,,
2018-02-07T04:12:54.095Z,,,,17.4,55,,
2018-02-07T04:13:04.095Z,,,,17.4,55,,
2018-02-07T04:13:14.095Z,,,,17.4,55,,
2018-02-07T04:13:24.095Z,,,,17.4,55,,
2018-02-07T04:13:35.088Z,,,,17.4,55,,
2018-02-07T04:13:44.096Z,,,,17.4,55,,
2018-02-07T04:13:54.095Z,,,33.5,17.4,55,,
2018-02-07T04:14:04.095Z,,,,17.4,55,,
2018-02-07T04:14:14.095Z,,,,17.4,55,,
2018-02-07T04:14:24.106Z,,,,17.4,55,,
2018-02-07T04:14:34.095Z,,,,17.4,55,,
2018-02-07T04:14:44.095Z,,,,17.2,55,,
2018-02-07T04:14:54.097Z,,,,17.2,55,,
2018-02-07T04:15:04.095Z,,,,17.2,55,,
2018-02-07T04:15:14.095Z,,,,17.2,55,,
2018-02-07T04:15:24.095Z,,,33.3,17.2,55,,
2018-02-07T04:15:34.095Z,,,,17.2,55,,
2018-02-07T04:15:44.095Z,,,,17.2,55,,
2018-02-07T04:15:54.095Z,,,,17.2,55,,
2018-02-07T04:16:04.096Z,,,,17.2,55,,
2018-02-07T04:16:14.095Z,,,,17.2,55,,
2018-02-07T04:16:25.092Z,,,,17.2,55,,
2018-02-07T04:16:34.096Z,,,,17.2,55,,
2018-02-07T04:16:44.096Z,,,33.2,17.2,55,,
2018-02-07T04:16:54.095Z,,,,17.2,55,,
2018-02-07T04:17:04.096Z,,,,17.2,55,,
2018-02-07T04:17:14.096Z,,,,17.2,55,,
2018-02-07T04:17:24.096Z,,,,17.2,55,,
2018-02-07T04:17:34.099Z,,,,17.2,55,,
2018-02-07T04:17:44.096Z,,,,17.2,55,,
2018-02-07T04:17:54.149Z,,,,17.2,55,,
2018-02-07T04:18:04.096Z,,,,17.2,55,,
2018-02-07T04:18:14.096Z,,,33.1,17.2,55,,
2018-02-07T04:18:24.097Z,,,,17,55,,
2018-02-07T04:18:34.096Z,,,,17,55,,
2018-02-07T04:18:44.096Z,,,,17,55,,
2018-02-07T04:18:54.105Z,,,,17,55,,
2018-02-07T04:19:04.096Z,,,,17,55,,
2018-02-07T04:19:15.088Z,,,,17,55,,
2018-02-07T04:19:24.096Z,,,,17,55,,
2018-02-07T04:19:34.096Z,,,,17,55,,
2018-02-07T04:19:44.096Z,,,33,17,55,,
2018-02-07T04:19:54.096Z,,,,17,55,,
2018-02-07T04:20:04.096Z,,,,17,55,,
2018-02-07T04:20:14.097Z,,,,17,55,,
2018-02-07T04:20:24.097Z,,,,17,55,,
2018-02-07T04:20:34.096Z,,,,17,55,,
2018-02-07T04:20:44.096Z,,,,17,55,,
2018-02-07T04:20:54.096Z,,,,17,55,,
2018-02-07T04:21:04.096Z,,,,17,55,,
2018-02-07T04:21:14.096Z,,,32.8,17,55,,
2018-02-07T04:21:24.096Z,,,,17,55,,
2018-02-07T04:21:34.097Z,,,,17,55,,
2018-02-07T04:21:44.096Z,,,,17,55,,
2018-02-07T04:21:54.097Z,,,,17,55,,
2018-02-07T04:22:09.119Z,,,,17,55,,
2018-02-07T04:22:14.097Z,,,,17,55,,
2018-02-07T04:22:24.098Z,,,,17,55,,
2018-02-07T04:22:34.096Z,,,,16.8,55,,
2018-02-07T04:22:44.096Z,,,,16.8,55,,
2018-02-07T04:22:54.100Z,,,32.7,16.8,55,,
2018-02-07T04:23:04.097Z,,,,16.8,55,,
2018-02-07T04:23:14.097Z,,,,16.8,55,,
2018-02-07T04:23:24.096Z,,,,16.8,55,,
2018-02-07T04:23:34.168Z,,,,16.8,55,,
2018-02-07T04:23:44.098Z,,,,16.8,55,,
2018-02-07T04:23:54.097Z,,,,16.8,55,,
2018-02-07T04:24:04.097Z,,,,16.8,55,,
2018-02-07T04:24:14.099Z,,,,16.8,55,,
2018-02-07T04:24:24.097Z,,,32.6,16.8,55,,
2018-02-07T04:24:34.099Z,,,,16.8,55,,
2018-02-07T04:24:44.097Z,,,,16.8,55,,
2018-02-07T04:24:54.097Z,,,,16.8,55,,
2018-02-07T04:25:04.098Z,,,,16.8,55,,
2018-02-07T04:25:14.107Z,,,,16.8,55,,
2018-02-07T04:25:24.105Z,,,,16.8,55,,
2018-02-07T04:25:34.107Z,,,,16.8,55,,
2018-02-07T04:25:44.097Z,,,,16.8,55,,
2018-02-07T04:25:54.097Z,,,,16.8,55,,
2018-02-07T04:26:04.097Z,,,32.5,16.8,55,,
2018-02-07T04:26:14.097Z,,,,16.8,55,,
2018-02-07T04:26:24.097Z,,,,16.7,55,,
2018-02-07T04:26:34.097Z,,,,16.8,55,,
2018-02-07T04:26:44.097Z,,,,16.7,55,,
2018-02-07T04:26:54.098Z,,,,16.7,55,,
2018-02-07T04:27:04.098Z,,,,16.7,55,,
2018-02-07T04:27:14.098Z,,,,16.7,55,,
2018-02-07T04:27:24.108Z,,,,16.7,55,,
2018-02-07T04:27:34.098Z,,,32.3,16.7,55,,
2018-02-07T04:27:44.098Z,,,,16.7,55,,
2018-02-07T04:27:55.140Z,,,,16.7,55,,
2018-02-07T04:28:04.098Z,,,,16.7,55,,
2018-02-07T04:28:14.097Z,,,,16.7,55,,
2018-02-07T04:28:24.126Z,,,,16.7,55,,
2018-02-07T04:28:34.127Z,,,,16.7,55,,
2018-02-07T04:28:44.098Z,,,,16.7,55,,
2018-02-07T04:28:54.098Z,,,,16.7,55,,
2018-02-07T04:29:04.099Z,0,0,32.3,16.7,55,5,0
2018-02-07T04:29:15.091Z,,,32.2,16.7,55,,
2018-02-07T04:29:24.098Z,,,,16.7,55,,
2018-02-07T04:29:34.098Z,,,,16.7,55,,
2018-02-07T04:29:44.098Z,,,,16.7,55,,
2018-02-07T04:29:54.098Z,,,,16.7,55,,
2018-02-07T04:30:04.098Z,,,,16.5,55,,
2018-02-07T04:30:14.098Z,,,,16.5,55,,
2018-02-07T04:30:24.099Z,,,,16.7,55,,
2018-02-07T04:30:34.098Z,,,,16.7,55,,
2018-02-07T04:30:44.098Z,,,,16.5,55,,
2018-02-07T04:30:54.098Z,,,32.1,16.5,55,,
2018-02-07T04:31:04.098Z,,,,16.5,55,,
2018-02-07T04:31:14.102Z,,,,16.5,55,,
2018-02-07T04:31:24.098Z,,,,16.5,55,,
2018-02-07T04:31:34.098Z,,,,16.5,55,,
2018-02-07T04:31:44.099Z,,,,16.5,55,,
2018-02-07T04:31:54.098Z,,,,16.5,55,,
2018-02-07T04:32:05.095Z,,,,16.5,55,,
2018-02-07T04:32:14.098Z,,,,16.5,55,,
2018-02-07T04:32:24.099Z,,,32,16.5,55,,
2018-02-07T04:32:34.098Z,,,,16.5,55,,
2018-02-07T04:32:44.098Z,,,,16.5,55,,
2018-02-07T04:32:54.099Z,,,,16.5,55,,
2018-02-07T04:33:04.103Z,,,,16.5,55,,
2018-02-07T04:33:14.098Z,,,,16.5,55,,
2018-02-07T04:33:24.098Z,,,,16.5,55,,
2018-02-07T04:33:34.099Z,,,,16.5,55,,
2018-02-07T04:33:44.098Z,,,32,16.5,55,,
2018-02-07T04:33:54.098Z,,,31.9,16.5,55,,
2018-02-07T04:34:04.099Z,,,,16.3,55,,
2018-02-07T04:34:14.099Z,,,,16.5,55,,
2018-02-07T04:34:24.099Z,,,,16.5,55,,
2018-02-07T04:34:34.099Z,,,,16.3,55,,
2018-02-07T04:34:44.098Z,,,,16.3,55,,
2018-02-07T04:34:55.090Z,,,,16.3,55,,
2018-02-07T04:35:04.100Z,,,,16.3,55,,
2018-02-07T04:35:14.100Z,,,,16.3,55,,
2018-02-07T04:35:24.099Z,,,,16.3,55,,
2018-02-07T04:35:34.099Z,,,31.7,16.3,55,,
2018-02-07T04:35:44.101Z,,,,16.3,55,,
2018-02-07T04:35:54.099Z,,,,16.3,55,,
2018-02-07T04:36:04.099Z,,,,16.3,55,,
2018-02-07T04:36:14.099Z,,,,16.3,55,,
2018-02-07T04:36:24.099Z,,,,16.3,55,,
2018-02-07T04:36:34.099Z,,,,16.3,55,,
2018-02-07T04:36:44.099Z,,,,16.3,55,,
2018-02-07T04:36:54.099Z,,,,16.3,55,,
2018-02-07T04:37:04.101Z,,,31.6,16.3,55,,
2018-02-07T04:37:14.099Z,,,,16.3,55,,
2018-02-07T04:37:24.099Z,,,,16.3,55,,
2018-02-07T04:37:34.105Z,,,,16.3,55,,
2018-02-07T04:37:49.121Z,,,,16.3,55,,
2018-02-07T04:37:54.100Z,,,,16.3,55,,
2018-02-07T04:38:04.099Z,,,,16.3,55,,
2018-02-07T04:38:14.099Z,,,,16.3,55,,
2018-02-07T04:38:24.103Z,,,,16.3,55,,
2018-02-07T04:38:34.099Z,,,,16.3,55,,
2018-02-07T04:38:44.099Z,,,31.5,16.1,55,,
2018-02-07T04:38:54.100Z,,,,16.3,55,,
2018-02-07T04:39:04.099Z,,,,16.3,55,,
2018-02-07T04:39:14.100Z,,,,16.3,55,,
2018-02-07T04:39:24.100Z,,,,16.1,55,,
2018-02-07T04:39:34.099Z,,,,16.1,55,,
2018-02-07T04:39:44.101Z,,,,16.1,55,,
2018-02-07T04:39:54.099Z,,,,16.1,55,,
2018-02-07T04:40:04.099Z,,,,16.1,55,,
2018-02-07T04:40:14.100Z,,,,16.1,55,,
2018-02-07T04:40:24.100Z,,,31.4,16.1,55,,
2018-02-07T04:40:39.120Z,,,31.5,16.1,55,,
2018-02-07T04:40:44.100Z,,,31.4,16.1,55,,
2018-02-07T04:40:54.100Z,,,,16.1,55,,
2018-02-07T04:41:04.102Z,,,,16.1,55,,
2018-02-07T04:41:14.099Z,,,,16.1,55,,
2018-02-07T04:41:24.100Z,,,,16.1,55,,
2018-02-07T04:41:34.100Z,,,,16.1,55,,
2018-02-07T04:41:44.100Z,,,,16.1,55,,
2018-02-07T04:41:54.100Z,,,,16.1,55,,
2018-02-07T04:42:05.207Z,,,,16.1,55,,
2018-02-07T04:42:14.106Z,,,31.2,16.1,55,,
2018-02-07T04:42:24.100Z,,,,16.1,55,,
2018-02-07T04:42:34.101Z,,,,16.1,55,,
2018-02-07T04:42:44.100Z,,,,16.1,55,,
2018-02-07T04:42:54.100Z,,,,16.1,55,,
2018-02-07T04:43:04.100Z,,,,16,55,,
2018-02-07T04:43:14.101Z,,,,16.1,55,,
2018-02-07T04:43:24.100Z,,,,16.1,55,,
2018-02-07T04:43:34.100Z,,,,16,55,,
2018-02-07T04:43:44.102Z,,,31.1,16.1,55,,
2018-02-07T04:43:54.101Z,,,31.2,16,55,,
2018-02-07T04:44:04.101Z,,,31.1,16,55,,
2018-02-07T04:44:14.100Z,,,,16,55,,
2018-02-07T04:44:24.100Z,,,,16,55,,
2018-02-07T04:44:34.102Z,,,,16,55,,
2018-02-07T04:44:44.100Z,,,,16,55,,
2018-02-07T04:44:54.100Z,,,,16,55,,
2018-02-07T04:45:04.102Z,,,,16,55,,
2018-02-07T04:45:14.100Z,,,,16,55,,
2018-02-07T04:45:24.101Z,,,,16,55,,
2018-02-07T04:45:34.101Z,,,31,16,55,,
2018-02-07T04:45:44.100Z,,,,16,55,,
2018-02-07T04:45:54.100Z,,,,16,55,,
2018-02-07T04:46:04.100Z,,,,16,55,,
2018-02-07T04:46:14.101Z,,,,16,55,,
2018-02-07T04:46:24.101Z,,,,16,55,,
2018-02-07T04:46:34.100Z,,,,16,55,,
2018-02-07T04:46:44.100Z,,,,16,55,,
2018-02-07T04:46:54.105Z,,,,16,55,,
2018-02-07T04:47:04.101Z,,,31,16,55,,
2018-02-07T04:47:14.102Z,,,30.9,16,55,,
2018-02-07T04:47:24.101Z,,,,16,55,,
2018-02-07T04:47:34.106Z,,,,16,55,,
2018-02-07T04:47:45.099Z,,,,16,55,,
2018-02-07T04:47:54.101Z,,,,16,55,,
2018-02-07T04:48:04.115Z,,,,16,55,,
2018-02-07T04:48:14.101Z,,,,16,55,,
2018-02-07T04:48:24.101Z,,,,16,55,,
2018-02-07T04:48:34.103Z,,,,15.8,55,,
2018-02-07T04:48:44.101Z,,,,15.8,55,,
2018-02-07T04:48:54.101Z,,,,15.8,55,,
2018-02-07T04:49:04.103Z,,,,15.8,55,,
2018-02-07T04:49:14.101Z,,,30.7,15.8,55,,
2018-02-07T04:49:24.101Z,,,,15.8,55,,
2018-02-07T04:49:34.101Z,,,,15.8,55,,
2018-02-07T04:49:44.102Z,,,,15.8,55,,
2018-02-07T04:49:54.103Z,,,,15.8,55,,
2018-02-07T04:50:04.101Z,,,,15.8,55,,
2018-02-07T04:50:14.101Z,,,,15.8,55,,
2018-02-07T04:50:24.101Z,,,,15.8,55,,
2018-02-07T04:50:35.212Z,,,,15.8,55,,
2018-02-07T04:50:44.101Z,,,30.6,15.8,55,,
2018-02-07T04:50:54.101Z,,,,15.8,55,,
2018-02-07T04:51:04.101Z,,,,15.8,55,,
2018-02-07T04:51:14.103Z,,,,15.8,55,,
2018-02-07T04:51:24.101Z,,,,15.8,55,,
2018-02-07T04:51:34.102Z,,,,15.8,55,,
2018-02-07T04:51:44.102Z,,,,15.8,55,,
2018-02-07T04:51:54.101Z,,,,15.8,55,,
2018-02-07T04:52:04.101Z,,,,15.8,55,,
2018-02-07T04:52:14.101Z,,,,15.8,55,,
2018-02-07T04:52:24.101Z,,,30.5,15.8,55,,
2018-02-07T04:52:34.103Z,,,30.6,15.8,55,,
2018-02-07T04:52:44.101Z,,,30.5,15.8,55,,
2018-02-07T04:52:54.102Z,,,,15.8,55,,
2018-02-07T04:53:04.102Z,,,,15.8,55,,
2018-02-07T04:53:14.102Z,,,,15.8,55,,
2018-02-07T04:53:29.277Z,,,,15.6,55,,
2018-02-07T04:53:34.102Z,,,,15.8,55,,
2018-02-07T04:53:44.101Z,,,,15.6,55,,
2018-02-07T04:53:54.102Z,,,,15.8,55,,
2018-02-07T04:54:04.101Z,,,,15.6,55,,
2018-02-07T04:54:14.101Z,,,,15.6,55,,
2018-02-07T04:54:24.102Z,,,30.4,15.6,55,,
2018-02-07T04:54:34.102Z,,,,15.6,55,,
2018-02-07T04:54:44.102Z,,,,15.6,55,,
2018-02-07T04:54:54.103Z,,,,15.6,55,,
2018-02-07T04:55:04.101Z,,,,15.6,55,,
2018-02-07T04:55:14.102Z,,,,15.6,55,,
2018-02-07T04:55:24.102Z,,,,15.6,55,,
2018-02-07T04:55:34.102Z,,,,15.6,55,,
2018-02-07T04:55:44.102Z,,,,15.6,55,,
2018-02-07T04:55:54.102Z,,,,15.6,55,,
2018-02-07T04:56:04.102Z,,,,15.6,55,,
2018-02-07T04:56:19.122Z,,,30.2,15.6,55,,
2018-02-07T04:56:24.102Z,,,,15.6,55,,
2018-02-07T04:56:34.109Z,,,,15.6,55,,
2018-02-07T04:56:44.102Z,,,,15.6,55,,
2018-02-07T04:56:54.102Z,,,,15.6,55,,
2018-02-07T04:57:04.102Z,,,,15.6,55,,
2018-02-07T04:57:14.102Z,,,,15.6,55,,
2018-02-07T04:57:24.102Z,,,,15.6,55,,
2018-02-07T04:57:34.103Z,,,,15.6,55,,
2018-02-07T04:57:44.573Z,,,,15.4,55,,
2018-02-07T04:57:54.102Z,,,,15.6,55,,
2018-02-07T04:58:04.102Z,,,30.1,15.6,55,,
2018-02-07T04:58:14.102Z,,,,15.6,55,,
2018-02-07T04:58:24.108Z,,,,15.4,55,,
2018-02-07T04:58:34.102Z,,,,15.6,55,,
2018-02-07T04:58:44.105Z,,,,15.4,55,,
2018-02-07T04:58:54.102Z,,,,15.4,55,,
2018-02-07T04:59:04.102Z,,,,15.4,55,,
2018-02-07T04:59:14.104Z,,,,15.4,55,,
2018-02-07T04:59:24.102Z,,,,15.4,55,,
2018-02-07T04:59:34.103Z,,,,15.4,55,,
2018-02-07T04:59:44.105Z,,,30,15.4,55,,
2018-02-07T04:59:54.103Z,,,,15.4,55,,
2018-02-07T05:00:04.104Z,,,,15.4,55,,
2018-02-07T05:00:14.103Z,,,,15.4,55,,
2018-02-07T05:00:24.102Z,,,,15.4,55,,
2018-02-07T05:00:34.103Z,,,,15.4,55,,
2018-02-07T05:00:44.105Z,,,,15.4,55,,
2018-02-07T05:00:54.103Z,,,,15.4,55,,
2018-02-07T05:01:04.106Z,,,,15.4,55,,
2018-02-07T05:01:14.108Z,,,,15.4,55,,
2018-02-07T05:01:24.104Z,,,30,15.4,55,,
2018-02-07T05:01:34.126Z,,,,15.4,55,,
2018-02-07T05:01:44.108Z,,,29.9,15.4,55,,
2018-02-07T05:01:54.106Z,,,,15.4,55,,
2018-02-07T05:02:04.103Z,,,,15.4,55,,
2018-02-07T05:02:14.107Z,,,,15.4,55,,
2018-02-07T05:02:24.106Z,,,,15.4,55,,
2018-02-07T05:02:34.108Z,,,,15.4,55,,
2018-02-07T05:02:44.105Z,,,,15.4,55,,
2018-02-07T05:02:54.103Z,,,,15.4,55,,
2018-02-07T05:03:04.110Z,,,,15.4,55,,
2018-02-07T05:03:14.103Z,,,,15.4,55,,
2018-02-07T05:03:25.102Z,,,,15.4,55,,
2018-02-07T05:03:34.103Z,,,29.7,15.4,55,,
2018-02-07T05:03:44.103Z,,,,15.4,55,,
2018-02-07T05:03:54.106Z,,,,15.4,55,,
2018-02-07T05:04:04.103Z,,,,15.3,55,,
2018-02-07T05:04:14.103Z,,,,15.3,55,,
2018-02-07T05:04:24.103Z,,,,15.3,55,,
2018-02-07T05:04:34.109Z,,,,15.3,55,,
2018-02-07T05:04:44.103Z,,,,15.3,55,,
2018-02-07T05:04:54.112Z,,,,15.3,55,,
2018-02-07T05:05:04.108Z,,,,15.3,55,,
2018-02-07T05:05:14.108Z,,,29.6,15.3,55,,
2018-02-07T05:05:24.155Z,,,,15.3,55,,
2018-02-07T05:05:34.108Z,,,,15.3,55,,
2018-02-07T05:05:44.103Z,,,,15.3,55,,
2018-02-07T05:05:54.104Z,,,,15.3,55,,
2018-02-07T05:06:09.241Z,,,,15.3,55,,
2018-02-07T05:06:15.095Z,,,,15.3,55,,
2018-02-07T05:06:24.104Z,,,,15.3,55,,
2018-02-07T05:06:34.118Z,,,,15.3,55,,
2018-02-07T05:06:44.109Z,,,,15.3,55,,
2018-02-07T05:06:54.103Z,,,,15.3,55,,
2018-02-07T05:07:04.104Z,,,,15.3,55,,
2018-02-07T05:07:14.105Z,,,29.4,15.3,55,,
2018-02-07T05:07:24.104Z,,,,15.3,55,,
2018-02-07T05:07:34.104Z,,,,15.3,55,,
2018-02-07T05:07:44.104Z,,,,15.3,55,,
2018-02-07T05:07:54.104Z,,,,15.3,55,,
2018-02-07T05:08:04.104Z,,,,15.3,55,,
2018-02-07T05:08:14.108Z,,,,15.3,55,,
2018-02-07T05:08:24.104Z,,,,15.3,55,,
2018-02-07T05:08:34.104Z,,,,15.3,55,,
2018-02-07T05:08:44.104Z,,,29.3,15.3,55,,
2018-02-07T05:08:54.109Z,,,,15.3,55,,
2018-02-07T05:09:09.124Z,,,,15.3,55,,
2018-02-07T05:09:14.109Z,,,,15.3,55,,
2018-02-07T05:09:24.104Z,,,,15.3,55,,
2018-02-07T05:09:34.104Z,,,,15.3,55,,
2018-02-07T05:09:44.104Z,,,,15.3,55,,
2018-02-07T05:09:54.106Z,,,,15.3,55,,
2018-02-07T05:10:04.109Z,,,,15.1,55,,
2018-02-07T05:10:14.104Z,,,,15.1,55,,
2018-02-07T05:10:24.109Z,,,,15.1,55,,
2018-02-07T05:10:34.408Z,,,29.2,15.1,55,,
2018-02-07T05:10:44.104Z,,,29.3,15.1,55,,
2018-02-07T05:10:54.155Z,,,29.2,15.1,55,,
2018-02-07T05:11:04.105Z,,,,15.1,55,,
2018-02-07T05:11:14.106Z,,,,15.1,55,,
2018-02-07T05:11:24.105Z,,,,15.1,55,,
2018-02-07T05:11:34.104Z,,,,15.1,55,,
2018-02-07T05:11:44.106Z,,,,15.1,55,,
2018-02-07T05:11:59.125Z,,,,15.1,55,,
2018-02-07T05:12:04.104Z,,,,15.1,55,,
2018-02-07T05:12:14.104Z,,,,15.1,55,,
2018-02-07T05:12:24.118Z,,,,15.1,55,,
2018-02-07T05:12:34.106Z,,,,15.1,55,,
2018-02-07T05:12:44.105Z,,,,15.1,55,,
2018-02-07T05:12:54.105Z,,,29,15.1,55,,
2018-02-07T05:13:04.105Z,,,,15.1,55,,
2018-02-07T05:13:14.104Z,,,,15.1,55,,
2018-02-07T05:13:24.105Z,,,,15.1,55,,
2018-02-07T05:13:34.104Z,,,,15.1,55,,
2018-02-07T05:13:44.104Z,,,,15.1,55,,
2018-02-07T05:13:54.104Z,,,,15.1,55,,
2018-02-07T05:14:04.105Z,,,,15.1,55,,
2018-02-07T05:14:14.107Z,,,,15.1,55,,
2018-02-07T05:14:24.104Z,,,,15.1,55,,
2018-02-07T05:14:34.105Z,,,,15.1,55,,
2018-02-07T05:14:49.125Z,,,28.9,15.1,55,,
2018-02-07T05:14:54.105Z,,,,14.9,55,,
2018-02-07T05:15:04.105Z,,,28.9,14.9,55,,
2018-02-07T05:15:14.107Z,,,,15.1,55,,
2018-02-07T05:15:24.107Z,,,,15.1,55,,
2018-02-07T05:15:34.107Z,,,,14.9,55,,
2018-02-07T05:15:44.105Z,,,,14.9,55,,
2018-02-07T05:15:54.108Z,,,,14.9,55,,
2018-02-07T05:16:04.105Z,,,,14.9,55,,
2018-02-07T05:16:14.105Z,,,,14.9,55,,
2018-02-07T05:16:24.105Z,,,,14.9,55,,
2018-02-07T05:16:34.104Z,,,,14.9,55,,
2018-02-07T05:16:44.105Z,,,,14.9,55,,
2018-02-07T05:16:54.106Z,,,28.7,14.9,55,,
2018-02-07T05:17:04.105Z,,,,14.9,55,,
2018-02-07T05:17:14.105Z,,,,14.9,55,,
2018-02-07T05:17:24.125Z,,,,14.9,55,,
2018-02-07T05:17:34.105Z,,,,14.9,55,,
2018-02-07T05:17:44.105Z,,,,14.9,55,,
2018-02-07T05:17:54.105Z,,,,14.9,55,,
2018-02-07T05:18:04.105Z,,,,14.9,55,,
2018-02-07T05:18:14.107Z,,,,14.9,55,,
2018-02-07T05:18:24.106Z,,,,14.9,55,,
2018-02-07T05:18:34.105Z,,,,14.9,55,,
2018-02-07T05:18:44.105Z,,,,14.9,55,,
2018-02-07T05:18:54.105Z,,,28.6,14.9,55,,
2018-02-07T05:19:04.105Z,,,,14.9,55,,
2018-02-07T05:19:14.106Z,,,,14.9,55,,
2018-02-07T05:19:24.105Z,,,,14.9,55,,
2018-02-07T05:19:34.106Z,,,,14.9,55,,
2018-02-07T05:19:44.105Z,,,,14.9,55,,
2018-02-07T05:19:54.141Z,,,,14.9,55,,
2018-02-07T05:20:04.105Z,,,,14.9,55,,
2018-02-07T05:20:14.112Z,,,,14.9,55,,
2018-02-07T05:20:24.107Z,,,,14.9,55,,
2018-02-07T05:20:34.106Z,,,,14.9,55,,
2018-02-07T05:20:44.105Z,,,28.5,14.9,55,,
2018-02-07T05:20:54.107Z,,,,14.9,55,,
2018-02-07T05:21:04.122Z,,,,14.9,55,,
2018-02-07T05:21:14.127Z,,,,14.7,55,,
2018-02-07T05:21:24.107Z,,,,14.9,55,,
2018-02-07T05:21:34.105Z,,,,14.7,55,,
2018-02-07T05:21:44.105Z,,,,14.7,55,,
