Time,PrimT,HwActive,ActPow,PrimTSet,ChActive,HwTSet,HwTOutlet
2017-12-25T06:04:53.505Z,,,,,,55,12.8
2017-12-25T06:05:03.504Z,,,,,,55,12.8
2017-12-25T06:05:13.508Z,,,,,,55,12.8
2017-12-25T06:05:23.504Z,,,,,,55,12.8
2017-12-25T06:05:33.505Z,,,,,,55,12.8
2017-12-25T06:05:43.503Z,,,,,,55,12.8
2017-12-25T06:05:53.505Z,,,,,,55,12.8
2017-12-25T06:06:03.508Z,,,,,,55,12.8
2017-12-25T06:06:13.504Z,,,,,,55,12.8
2017-12-25T06:06:23.503Z,,,,,,55,12.8
2017-12-25T06:06:33.503Z,,,,,,55,12.8
2017-12-25T06:06:43.503Z,,,,,,55,12.8
2017-12-25T06:06:53.504Z,,,,,,55,12.8
2017-12-25T06:07:03.505Z,,,,,,55,12.8
2017-12-25T06:07:13.504Z,,,,,,55,12.8
2017-12-25T06:07:23.505Z,,,,,,55,12.8
2017-12-25T06:07:34.497Z,,,,,,55,12.8
2017-12-25T06:07:43.504Z,,,,,,55,12.8
2017-12-25T06:07:53.504Z,,,,,,55,12.8
2017-12-25T06:08:03.503Z,,,,,,55,12.8
2017-12-25T06:08:13.504Z,,,,,,55,12.8
2017-12-25T06:08:23.504Z,,,,,,55,12.8
2017-12-25T06:08:34.548Z,,,,,,55,12.8
2017-12-25T06:08:43.506Z,,,,,,55,12.8
2017-12-25T06:08:53.504Z,,,,,,55,12.8
2017-12-25T06:09:03.504Z,,,,,,55,12.8
2017-12-25T06:09:13.504Z,,,,,,55,12.8
2017-12-25T06:09:23.504Z,,,,,,55,12.8
2017-12-25T06:09:33.503Z,,,,,,55,12.8
2017-12-25T06:09:43.504Z,,,,,,55,12.8
2017-12-25T06:09:53.504Z,,,,,,55,12.8
2017-12-25T06:10:03.507Z,,,,,,55,12.8
2017-12-25T06:10:13.506Z,,,,,,55,12.8
2017-12-25T06:10:28.524Z,,,,,,55,12.8
2017-12-25T06:10:33.504Z,,,,,,55,12.8
2017-12-25T06:10:43.504Z,,,,,,55,12.8
2017-12-25T06:10:53.504Z,,,,,,55,12.8
2017-12-25T06:11:03.504Z,,,,,,55,12.8
2017-12-25T06:11:13.504Z,,,,,,55,12.8
2017-12-25T06:11:23.504Z,,,,,,55,12.8
2017-12-25T06:11:33.504Z,,,,,,55,12.8
2017-12-25T06:11:43.505Z,,,,,,55,12.8
2017-12-25T06:11:53.504Z,,,,,,55,12.8
2017-12-25T06:12:03.504Z,,,,,,55,12.8
2017-12-25T06:12:13.504Z,,,,,,55,12.8
2017-12-25T06:12:23.505Z,,,,,,55,12.8
2017-12-25T06:12:33.504Z,,,,,,55,12.8
2017-12-25T06:12:43.504Z,,,,,,55,12.8
2017-12-25T06:12:53.504Z,,,,,,55,12.8
2017-12-25T06:13:03.504Z,,,,,,55,12.8
2017-12-25T06:13:18.526Z,,,,,,55,12.8
2017-12-25T06:13:23.504Z,,,,,,55,12.8
2017-12-25T06:13:33.504Z,,,,,,55,12.8
2017-12-25T06:13:43.505Z,,,,,,55,12.8
2017-12-25T06:13:53.504Z,,,,,,55,12.8
2017-12-25T06:14:03.505Z,,,,,,55,12.8
2017-12-25T06:14:13.516Z,,,,,,55,12.8
2017-12-25T06:14:23.508Z,,,,,,55,12.8
2017-12-25T06:14:33.526Z,,,,,,55,12.8
2017-12-25T06:14:44.505Z,,,,,,55,12.8
2017-12-25T06:14:53.505Z,,,,,,55,12.8
2017-12-25T06:15:03.504Z,,,,,,55,12.8
2017-12-25T06:15:13.505Z,,,,,,55,12.8
2017-12-25T06:15:23.505Z,,,,,,55,12.8
2017-12-25T06:15:33.506Z,,,,,,55,12.8
2017-12-25T06:15:43.506Z,,,,,,55,12.8
2017-12-25T06:15:53.505Z,,,,,,55,12.8
2017-12-25T06:16:08.525Z,,,,,,55,12.8
2017-12-25T06:16:13.505Z,,,,,,55,12.8
2017-12-25T06:16:23.508Z,,,,,,55,12.8
2017-12-25T06:16:33.505Z,,,,,,55,12.8
2017-12-25T06:16:43.507Z,,,,,,55,12.8
2017-12-25T06:16:53.505Z,,,,,,55,12.8
2017-12-25T06:17:03.505Z,,,,,,55,12.8
2017-12-25T06:17:13.505Z,,,,,,55,12.8
2017-12-25T06:17:23.505Z,,,,,,55,12.8
2017-12-25T06:17:34.915Z,,,,,,55,12.8
2017-12-25T06:17:43.505Z,,,,,,55,12.8
2017-12-25T06:17:53.505Z,,,,,,55,12.8
2017-12-25T06:18:03.505Z,,,,,,55,12.8
2017-12-25T06:18:13.505Z,,,,,,55,12.8
2017-12-25T06:18:23.505Z,,,,,,55,12.8
2017-12-25T06:18:33.505Z,,,,,,55,12.8
2017-12-25T06:18:43.505Z,,,,,,55,12.8
2017-12-25T06:18:53.505Z,,,,,,55,12.8
2017-12-25T06:19:03.505Z,,,,,,55,12.8
2017-12-25T06:19:13.505Z,,,,,,55,12.8
2017-12-25T06:19:23.505Z,,,,,,55,12.8
2017-12-25T06:19:33.505Z,,,,,,55,12.8
2017-12-25T06:19:43.505Z,,,,,,55,12.8
2017-12-25T06:19:53.506Z,,,,,,55,12.8
2017-12-25T06:20:03.509Z,,,,,,55,12.8
2017-12-25T06:20:13.505Z,,,,,,55,12.8
2017-12-25T06:20:23.565Z,,,,,,55,12.8
2017-12-25T06:20:33.511Z,,,,,,55,12.8
2017-12-25T06:20:43.506Z,,,,,,55,12.8
2017-12-25T06:20:53.508Z,,,,,,55,12.8
2017-12-25T06:21:03.505Z,,,,,,55,12.8
2017-12-25T06:21:13.506Z,,,,,,55,12.8
2017-12-25T06:21:23.505Z,,,,,,55,12.8
2017-12-25T06:21:33.507Z,,,,,,55,12.8
2017-12-25T06:21:49.523Z,,,,,,55,12.8
2017-12-25T06:21:53.506Z,,,,,,55,12.8
2017-12-25T06:22:03.508Z,,,,,,55,12.8
2017-12-25T06:22:18.528Z,,,,,,55,12.8
2017-12-25T06:22:23.506Z,,,,,,55,12.8
2017-12-25T06:22:33.506Z,,,,,,55,12.8
2017-12-25T06:22:43.506Z,,,,,,55,12.8
2017-12-25T06:22:53.506Z,,,,,,55,12.8
2017-12-25T06:23:03.505Z,,,,,,55,12.8
2017-12-25T06:23:14.506Z,,,,,,55,12.8
2017-12-25T06:23:23.512Z,,,,,,55,12.8
2017-12-25T06:23:33.506Z,,,,,,55,12.8
2017-12-25T06:23:43.506Z,,,,,,55,12.8
2017-12-25T06:23:53.506Z,,,,,,55,12.8
2017-12-25T06:24:03.506Z,,,,,,55,12.8
2017-12-25T06:24:13.506Z,,,,,,55,12.8
2017-12-25T06:24:23.506Z,,,,,,55,12.8
2017-12-25T06:24:34.550Z,,,,,,55,12.8
2017-12-25T06:24:43.506Z,,,,,,55,12.8
2017-12-25T06:24:53.506Z,,,,,,55,12.8
2017-12-25T06:25:03.506Z,,,,,,55,12.8
2017-12-25T06:25:13.507Z,,,,,,55,12.8
2017-12-25T06:25:23.506Z,,,,,,55,12.8
2017-12-25T06:25:33.506Z,,,,,,55,12.8
2017-12-25T06:25:43.506Z,,,,,,55,12.8
2017-12-25T06:25:53.508Z,,,,,,55,12.8
2017-12-25T06:26:04.499Z,,,,,,55,12.8
2017-12-25T06:26:13.506Z,,,,,,55,12.8
2017-12-25T06:26:24.556Z,,,,,,55,12.8
2017-12-25T06:26:33.522Z,,,,,,55,12.8
2017-12-25T06:26:43.507Z,,,,,,55,12.8
2017-12-25T06:26:53.507Z,,,,,,55,12.8
2017-12-25T06:27:03.506Z,,,,,,55,12.8
2017-12-25T06:27:13.507Z,,,,,,55,12.8
2017-12-25T06:27:23.506Z,,,,,,55,12.8
2017-12-25T06:27:33.506Z,,,,,,55,12.8
2017-12-25T06:27:43.506Z,,,,,,55,12.8
2017-12-25T06:27:53.507Z,,,,,,55,12.8
2017-12-25T06:28:03.507Z,,,,,,55,12.8
2017-12-25T06:28:13.507Z,,,,,,55,12.8
2017-12-25T06:28:23.511Z,,,,,,55,12.8
2017-12-25T06:28:33.507Z,,,,,,55,12.8
2017-12-25T06:28:43.506Z,,,,,,55,12.8
2017-12-25T06:28:58.527Z,,,,,,55,12.8
2017-12-25T06:29:03.507Z,,,,,,55,12.8
2017-12-25T06:29:13.507Z,,,,,,55,12.8
2017-12-25T06:29:23.510Z,,,,,,55,12.8
2017-12-25T06:29:33.507Z,,,,,,55,12.8
2017-12-25T06:29:43.507Z,,,,,,55,12.8
2017-12-25T06:29:53.507Z,,,,,,55,12.8
2017-12-25T06:30:03.507Z,,,,,,55,12.8
2017-12-25T06:30:13.507Z,,,,,,55,12.8
2017-12-25T06:30:23.530Z,,,,,,55,12.8
2017-12-25T06:30:33.507Z,,,,,,55,12.8
2017-12-25T06:30:43.506Z,,,,,,55,12.8
2017-12-25T06:30:53.507Z,,,,,,55,12.8
2017-12-25T06:31:03.507Z,,,,,,55,12.8
2017-12-25T06:31:13.507Z,,,,,,55,12.8
2017-12-25T06:31:23.507Z,,,,,,55,12.8
2017-12-25T06:31:33.507Z,,,,,,55,12.8
2017-12-25T06:31:48.534Z,,,,,,55,12.8
2017-12-25T06:31:53.510Z,,,,,,55,12.8
2017-12-25T06:32:03.507Z,,,,,,55,12.8
2017-12-25T06:32:13.507Z,,,,,,55,12.8
2017-12-25T06:32:23.508Z,,,,,,55,12.8
2017-12-25T06:32:33.508Z,,,,,,55,12.8
2017-12-25T06:32:43.507Z,,,,,,55,12.8
2017-12-25T06:32:53.508Z,,,,,,55,12.8
2017-12-25T06:33:03.508Z,,,,,,55,12.8
2017-12-25T06:33:13.515Z,,,,,,55,12.8
2017-12-25T06:33:23.508Z,,,,,,55,12.8
2017-12-25T06:33:33.508Z,,,,,,55,12.8
2017-12-25T06:33:43.507Z,,,,,,55,12.8
2017-12-25T06:33:53.511Z,,,,,,55,12.8
2017-12-25T06:34:03.507Z,,,,,,55,12.8
2017-12-25T06:34:13.508Z,,,,,,55,12.8
2017-12-25T06:34:23.508Z,,,,,,55,12.8
2017-12-25T06:34:38.813Z,,,,,,55,12.8
2017-12-25T06:34:43.513Z,,,,,,55,12.8
2017-12-25T06:34:53.510Z,,,,,,55,12.8
2017-12-25T06:35:03.507Z,,,,,,55,12.8
2017-12-25T06:35:13.508Z,,,,,,55,12.8
2017-12-25T06:35:23.507Z,,,,,,55,12.8
2017-12-25T06:35:33.510Z,,,,,,55,12.8
2017-12-25T06:35:43.508Z,,,,,,55,12.8
2017-12-25T06:35:53.508Z,,,,,,55,12.8
2017-12-25T06:36:04.503Z,,,,,,55,12.8
2017-12-25T06:36:13.508Z,,,,,,55,12.8
2017-12-25T06:36:23.509Z,,,,,,55,12.8
2017-12-25T06:36:33.507Z,,,,,,55,12.8
2017-12-25T06:36:43.508Z,,,,,,55,12.8
2017-12-25T06:36:53.508Z,,,,,,55,12.8
2017-12-25T06:37:03.508Z,,,,,,55,12.8
2017-12-25T06:37:13.509Z,,,,,,55,12.8
2017-12-25T06:37:23.508Z,,,,,,55,12.8
2017-12-25T06:37:33.508Z,,,,,,55,12.8
2017-12-25T06:37:43.508Z,,,,,,55,12.8
2017-12-25T06:37:53.508Z,,,,,,55,12.8
2017-12-25T06:38:03.508Z,,,,,,55,12.8
2017-12-25T06:38:13.508Z,,,,,,55,12.8
2017-12-25T06:38:23.508Z,,,,,,55,12.8
2017-12-25T06:38:33.508Z,,,,,,55,12.8
2017-12-25T06:38:43.509Z,,,,,,55,12.8
2017-12-25T06:38:54.507Z,,,,,,55,12.8
2017-12-25T06:39:03.508Z,,,,,,55,12.8
2017-12-25T06:39:13.508Z,,,,,,55,12.8
2017-12-25T06:39:23.508Z,,,,,,55,12.8
2017-12-25T06:39:33.509Z,,,,,,55,12.8
2017-12-25T06:39:43.508Z,,,,,,55,12.8
2017-12-25T06:39:53.508Z,,,,,,55,12.8
2017-12-25T06:40:03.508Z,,,,,,55,12.8
2017-12-25T06:40:13.509Z,,,,,,55,12.8
2017-12-25T06:40:23.532Z,,,,,,55,12.8
2017-12-25T06:40:33.508Z,,,,,,55,12.8
2017-12-25T06:40:43.508Z,,,,,,55,12.8
2017-12-25T06:40:53.509Z,,,,,,55,12.8
2017-12-25T06:41:03.508Z,,,,,,55,12.8
2017-12-25T06:41:13.509Z,,,,,,55,12.8
2017-12-25T06:41:23.509Z,,,,,,55,12.8
2017-12-25T06:41:33.509Z,,,,,,55,12.8
2017-12-25T06:41:44.500Z,,,,,,55,12.8
2017-12-25T06:41:53.509Z,,,,,,55,12.8
2017-12-25T06:42:03.509Z,,,,,,55,12.8
2017-12-25T06:42:13.509Z,,,,,,55,12.8
2017-12-25T06:42:23.509Z,,,,,,55,12.8
2017-12-25T06:42:33.510Z,,,,,,55,12.8
2017-12-25T06:42:43.509Z,,,,,,55,12.8
2017-12-25T06:42:53.509Z,,,,,,55,12.8
2017-12-25T06:43:03.509Z,,,,,,55,12.8
2017-12-25T06:43:13.509Z,,,,,,55,12.8
2017-12-25T06:43:23.509Z,,,,,,55,12.8
2017-12-25T06:43:33.509Z,,,,,,55,12.8
2017-12-25T06:43:43.509Z,,,,,,55,12.8
2017-12-25T06:43:53.509Z,,,,,,55,12.8
2017-12-25T06:44:03.509Z,,,,,,55,12.8
2017-12-25T06:44:13.509Z,,,,,,55,12.8
2017-12-25T06:44:23.509Z,,,,,,55,12.8
2017-12-25T06:44:34.505Z,,,,,,55,12.8
2017-12-25T06:44:43.509Z,,,,,,55,12.8
2017-12-25T06:44:53.509Z,,,,,,55,12.8
2017-12-25T06:45:03.522Z,,,,,,55,12.8
2017-12-25T06:45:13.509Z,,,,,,55,12.8
2017-12-25T06:45:23.509Z,,,,,,55,12.8
2017-12-25T06:45:33.509Z,,,,,,55,12.8
2017-12-25T06:45:43.514Z,,,,,,55,12.8
2017-12-25T06:45:53.509Z,,,,,,55,12.8
2017-12-25T06:46:03.509Z,,,,,,55,12.8
2017-12-25T06:46:13.510Z,,,,,,55,12.8
2017-12-25T06:46:23.509Z,,,,,,55,12.8
2017-12-25T06:46:33.509Z,,,,,,55,12.8
2017-12-25T06:46:43.509Z,,,,,,55,12.8
2017-12-25T06:46:53.509Z,,,,,,55,12.8
2017-12-25T06:47:03.511Z,,,,,,55,12.8
2017-12-25T06:47:13.510Z,,,,,,55,12.8
2017-12-25T06:47:24.509Z,,,,,,55,12.8
2017-12-25T06:47:33.509Z,,,,,,55,12.8
2017-12-25T06:47:43.509Z,,,,,,55,12.8
2017-12-25T06:47:53.509Z,,,,,,55,12.8
2017-12-25T06:48:03.509Z,,,,,,55,12.8
2017-12-25T06:48:13.510Z,,,,,,55,12.8
2017-12-25T06:48:23.509Z,,,,,,55,12.8
2017-12-25T06:48:33.510Z,,,,,,55,12.8
2017-12-25T06:48:43.510Z,,,,,,55,12.8
2017-12-25T06:48:53.510Z,,,,,,55,12.8
2017-12-25T06:49:03.510Z,,,,,,55,12.8
2017-12-25T06:49:13.510Z,,,,,,55,12.8
2017-12-25T06:49:23.509Z,,,,,,55,12.8
2017-12-25T06:49:33.510Z,,,,,,55,12.8
2017-12-25T06:49:43.510Z,,,,,,55,12.8
2017-12-25T06:49:53.510Z,,,,,,55,12.8
2017-12-25T06:50:03.510Z,,,,,,55,12.8
2017-12-25T06:50:13.513Z,,,,,,55,12.8
2017-12-25T06:50:23.510Z,,,,,,55,12.8
2017-12-25T06:50:33.510Z,,,,,,55,12.8
2017-12-25T06:50:43.510Z,,,,,,55,12.8
2017-12-25T06:50:53.510Z,,,,,,55,12.8
2017-12-25T06:51:03.511Z,,,,,,55,12.8
2017-12-25T06:51:13.510Z,,,,,,55,12.8
2017-12-25T06:51:23.510Z,,,,,,55,12.8
2017-12-25T06:51:33.510Z,,,,,,55,12.8
2017-12-25T06:51:43.571Z,,,,,,55,12.8
2017-12-25T06:51:53.510Z,,,,,,55,12.8
2017-12-25T06:52:03.510Z,,,,,,55,12.6
2017-12-25T06:52:13.510Z,,,,,,55,12.8
2017-12-25T06:52:23.512Z,,,,,,55,12.8
2017-12-25T06:52:33.510Z,,,,,,55,12.8
2017-12-25T06:52:43.510Z,,,,,,55,12.8
2017-12-25T06:52:53.510Z,,,,,,55,12.8
2017-12-25T06:53:03.510Z,,,,,,55,12.8
2017-12-25T06:53:13.510Z,,,,,,55,12.8
2017-12-25T06:53:23.510Z,,,,,,55,12.8
2017-12-25T06:53:33.510Z,,,,,,55,12.8
2017-12-25T06:53:43.510Z,,,,,,55,12.8
2017-12-25T06:53:53.510Z,,,,,,55,12.8
2017-12-25T06:54:03.510Z,,,,,,55,12.8
2017-12-25T06:54:13.510Z,,,,,,55,12.8
2017-12-25T06:54:23.511Z,,,,,,55,12.8
2017-12-25T06:54:34.611Z,,,,,,55,12.8
2017-12-25T06:54:43.510Z,,,,,,55,12.8
2017-12-25T06:54:53.511Z,,,,,,55,12.8
2017-12-25T06:55:03.514Z,,,,,,55,12.8
2017-12-25T06:55:13.511Z,,,,,,55,12.8
2017-12-25T06:55:23.510Z,,,,,,55,12.8
2017-12-25T06:55:33.510Z,,,,,,55,12.8
2017-12-25T06:55:43.510Z,,,,,,55,12.8
2017-12-25T06:55:53.510Z,,,,,,55,12.8
2017-12-25T06:56:03.511Z,,,,,,55,12.6
2017-12-25T06:56:14.555Z,,,,,,55,12.8
2017-12-25T06:56:23.510Z,,,,,,55,12.8
2017-12-25T06:56:33.511Z,,,,,,55,12.8
2017-12-25T06:56:43.510Z,,,,,,55,12.8
2017-12-25T06:56:53.511Z,,,,,,55,12.8
2017-12-25T06:57:03.510Z,,,,,,55,12.8
2017-12-25T06:57:13.511Z,,,,,,55,12.8
2017-12-25T06:57:24.502Z,,,,,,55,12.8
2017-12-25T06:57:33.511Z,,,,,,55,12.6
2017-12-25T06:57:43.511Z,,,,,,55,12.8
2017-12-25T06:57:53.511Z,,,,,,55,12.8
2017-12-25T06:58:03.511Z,,,,,,55,12.8
2017-12-25T06:58:13.511Z,,,,,,55,12.8
2017-12-25T06:58:23.511Z,,,,,,55,12.8
2017-12-25T06:58:33.511Z,,,,,,55,12.8
2017-12-25T06:58:43.511Z,,,,,,55,12.8
2017-12-25T06:58:53.512Z,12.5,0,0,5,0,55,12.8
2017-12-25T06:59:03.513Z,,,,,,55,12.8
2017-12-25T06:59:13.512Z,,,,,,55,12.8
2017-12-25T06:59:23.511Z,,,,,,55,12.8
2017-12-25T06:59:33.511Z,,,,,,55,12.8
2017-12-25T06:59:43.511Z,,,,,,55,12.8
2017-12-25T06:59:53.511Z,,,,,,55,12.8
2017-12-25T07:00:03.511Z,,,,,,55,12.8
2017-12-25T07:00:14.506Z,,,,,,55,12.8
2017-12-25T07:00:23.512Z,,,,,,55,12.8
2017-12-25T07:00:33.511Z,,,,,,55,12.8
2017-12-25T07:00:43.511Z,,,,,,55,12.8
2017-12-25T07:00:53.516Z,,,,,,55,12.8
2017-12-25T07:01:03.511Z,,,,,,55,12.8
2017-12-25T07:01:13.512Z,,,,,,55,12.8
2017-12-25T07:01:23.511Z,,,,,,55,12.8
2017-12-25T07:01:33.511Z,,,,,,55,12.8
2017-12-25T07:01:43.512Z,,,,,,55,12.8
2017-12-25T07:01:53.511Z,,,,,,55,12.8
2017-12-25T07:02:03.512Z,,,,,,55,12.8
2017-12-25T07:02:13.511Z,,,,,,55,12.6
2017-12-25T07:02:23.511Z,,,,,,55,12.8
2017-12-25T07:02:33.512Z,,,,,,55,12.8
2017-12-25T07:02:43.512Z,,,,,,55,12.8
2017-12-25T07:02:53.512Z,,,,,,55,12.8
2017-12-25T07:03:04.510Z,,,,,,55,12.8
2017-12-25T07:03:13.512Z,,,,,,55,12.8
2017-12-25T07:03:23.511Z,,,,,,55,12.8
2017-12-25T07:03:33.512Z,,,,,,55,12.8
2017-12-25T07:03:43.512Z,,,,,,55,12.8
2017-12-25T07:03:53.517Z,,,,,,55,12.8
2017-12-25T07:04:03.511Z,,,,,,55,12.8
2017-12-25T07:04:13.512Z,,,,,,55,12.8
2017-12-25T07:04:23.513Z,,,,,,55,12.8
2017-12-25T07:04:33.512Z,,,,,,55,12.8
2017-12-25T07:04:43.512Z,,,,,,55,12.8
2017-12-25T07:04:53.512Z,,,,,,55,12.8
2017-12-25T07:05:03.512Z,,,,,,55,12.8
2017-12-25T07:05:13.521Z,,,,,,55,12.8
2017-12-25T07:05:23.512Z,,,,,,55,12.8
2017-12-25T07:05:33.512Z,,,,,,55,12.8
2017-12-25T07:05:43.514Z,,,,,,55,12.6
2017-12-25T07:05:58.532Z,,,,,,55,12.8
2017-12-25T07:06:03.512Z,,,,,,55,12.8
2017-12-25T07:06:13.513Z,,,,,,55,12.8
2017-12-25T07:06:23.512Z,,,,,,55,12.8
2017-12-25T07:06:33.512Z,,,,,,55,12.8
2017-12-25T07:06:43.512Z,,,,,,55,12.8
2017-12-25T07:06:53.513Z,,,,,,55,12.8
2017-12-25T07:07:03.512Z,,,,,,55,12.8
2017-12-25T07:07:13.512Z,,,,,,55,12.6
2017-12-25T07:07:23.517Z,,,,,,55,12.8
2017-12-25T07:07:33.512Z,,,,,,55,12.8
2017-12-25T07:07:43.513Z,,,,,,55,12.8
2017-12-25T07:07:53.513Z,,,,,,55,12.8
2017-12-25T07:08:03.512Z,,,,,,55,12.8
2017-12-25T07:08:13.513Z,,,,,,55,12.8
2017-12-25T07:08:23.513Z,,,,,,55,12.8
2017-12-25T07:08:33.513Z,,,,,,55,12.8
2017-12-25T07:08:48.547Z,,,,,,55,12.8
2017-12-25T07:08:53.512Z,,,,,,55,12.8
2017-12-25T07:09:03.512Z,,,,,,55,12.8
2017-12-25T07:09:13.513Z,,,,,,55,12.8
2017-12-25T07:09:23.512Z,,,,,,55,12.8
2017-12-25T07:09:33.513Z,,,,,,55,12.8
2017-12-25T07:09:43.513Z,,,,,,55,12.8
2017-12-25T07:09:53.514Z,,,,,,55,12.8
2017-12-25T07:10:03.569Z,,,,,,55,12.8
2017-12-25T07:10:13.518Z,,,,,,55,12.8
2017-12-25T07:10:23.513Z,,,,,,55,12.8
2017-12-25T07:10:33.581Z,,,,,,55,12.8
2017-12-25T07:10:43.522Z,,,,,,55,12.8
2017-12-25T07:10:53.513Z,,,,,,55,12.8
2017-12-25T07:11:03.582Z,,,,,,55,12.8
2017-12-25T07:11:13.513Z,,,,,,55,12.8
2017-12-25T07:11:23.514Z,,,,,,55,12.8
2017-12-25T07:11:38.533Z,,,,,,55,12.8
2017-12-25T07:11:43.513Z,,,,,,55,12.8
2017-12-25T07:11:53.513Z,,,,,,55,12.6
2017-12-25T07:12:03.529Z,,,,,,55,12.8
2017-12-25T07:12:13.514Z,,,,,,55,12.8
2017-12-25T07:12:23.513Z,,,,,,55,12.8
2017-12-25T07:12:33.513Z,,,,,,55,12.8
2017-12-25T07:12:43.513Z,,,,,,55,12.8
2017-12-25T07:12:53.518Z,,,,,,55,12.6
2017-12-25T07:13:03.513Z,,,,,,55,12.8
2017-12-25T07:13:13.515Z,,,,,,55,12.8
2017-12-25T07:13:23.513Z,,,,,,55,12.8
2017-12-25T07:13:33.577Z,,,,,,55,12.8
2017-12-25T07:13:43.513Z,,,,,,55,12.8
2017-12-25T07:13:53.514Z,,,,,,55,12.8
2017-12-25T07:14:03.513Z,,,,,,55,12.8
2017-12-25T07:14:13.514Z,,,,,,55,12.8
2017-12-25T07:14:23.513Z,,,,,,55,12.8
2017-12-25T07:14:33.513Z,,,,,,55,12.8
2017-12-25T07:14:43.518Z,,,,,,55,12.8
2017-12-25T07:14:53.518Z,,,,,,55,12.8
2017-12-25T07:15:03.514Z,,,,,,55,12.8
2017-12-25T07:15:13.514Z,,,,,,55,12.8
2017-12-25T07:15:24.507Z,,,,,,55,12.8
2017-12-25T07:15:33.514Z,,,,,,55,12.8
2017-12-25T07:15:43.514Z,,,,,,55,12.8
2017-12-25T07:15:53.513Z,,,,,,55,12.8
2017-12-25T07:16:03.514Z,,,,,,55,12.6
2017-12-25T07:16:13.515Z,,,,,,55,12.8
2017-12-25T07:16:23.514Z,,,,,,55,12.8
2017-12-25T07:16:33.514Z,,,,,,55,12.8
2017-12-25T07:16:43.514Z,,,,,,55,12.8
2017-12-25T07:16:53.514Z,,,,,,55,12.6
2017-12-25T07:17:03.514Z,,,,,,55,12.8
2017-12-25T07:17:13.514Z,,,,,,55,12.6
2017-12-25T07:17:23.514Z,,,,,,55,12.8
2017-12-25T07:17:33.515Z,,,,,,55,12.8
2017-12-25T07:17:43.514Z,,,,,,55,12.8
2017-12-25T07:17:53.515Z,,,,,,55,12.8
2017-12-25T07:18:03.514Z,,,,,,55,12.8
2017-12-25T07:18:13.514Z,,,,,,55,12.8
2017-12-25T07:18:23.514Z,,,,,,55,12.8
2017-12-25T07:18:33.516Z,,,,,,55,12.6
2017-12-25T07:18:44.512Z,,,,,,55,12.8
2017-12-25T07:18:53.514Z,,,,,,55,12.8
2017-12-25T07:19:03.514Z,,,,,,55,12.8
2017-12-25T07:19:13.514Z,,,,,,55,12.6
2017-12-25T07:19:23.514Z,,,,,,55,12.8
2017-12-25T07:19:33.515Z,,,,,,55,12.8
2017-12-25T07:19:43.521Z,,,,,,55,12.8
2017-12-25T07:19:53.515Z,,,,,,55,12.8
2017-12-25T07:20:03.516Z,,,,,,55,12.8
2017-12-25T07:20:13.516Z,,,,,,55,12.8
2017-12-25T07:20:23.514Z,,,,,,55,12.8
2017-12-25T07:20:33.514Z,,,,,,55,12.8
2017-12-25T07:20:43.515Z,,,,,,55,12.8
2017-12-25T07:20:53.517Z,,,,,,55,12.6
2017-12-25T07:21:03.514Z,,,,,,55,12.8
2017-12-25T07:21:13.520Z,,,,,,55,12.8
2017-12-25T07:21:23.514Z,,,,,,55,12.8
2017-12-25T07:21:34.515Z,,,,,,55,12.8
2017-12-25T07:21:43.514Z,,,,,,55,12.8
2017-12-25T07:21:53.514Z,,,,,,55,12.6
2017-12-25T07:22:03.514Z,,,,,,55,12.6
2017-12-25T07:22:13.515Z,,,,,,55,12.8
2017-12-25T07:22:23.516Z,,,,,,55,12.8
2017-12-25T07:22:33.515Z,,,,,,55,12.8
2017-12-25T07:22:43.514Z,,,,,,55,12.8
2017-12-25T07:22:53.516Z,,,,,,55,12.8
2017-12-25T07:23:03.516Z,,,,,,55,12.6
2017-12-25T07:23:13.515Z,,,,,,55,12.8
2017-12-25T07:23:23.515Z,,,,,,55,12.8
2017-12-25T07:23:33.515Z,,,,,,55,12.6
2017-12-25T07:23:43.515Z,,,,,,55,12.8
2017-12-25T07:23:53.515Z,,,,,,55,12.8
2017-12-25T07:24:03.519Z,,,,,,55,12.8
2017-12-25T07:24:13.515Z,,,,,,55,12.8
2017-12-25T07:24:24.556Z,,,,,,55,12.8
2017-12-25T07:24:33.515Z,,,,,,55,12.8
2017-12-25T07:24:43.518Z,,,,,,55,12.8
2017-12-25T07:24:53.515Z,,,,,,55,12.8
2017-12-25T07:25:03.519Z,,,,,,55,12.8
2017-12-25T07:25:13.515Z,,,,,,55,12.8
2017-12-25T07:25:23.515Z,,,,,,55,12.6
2017-12-25T07:25:33.516Z,,,,,,55,12.8
2017-12-25T07:25:43.518Z,,,,,,55,12.8
2017-12-25T07:25:53.619Z,,,,,,55,12.8
2017-12-25T07:26:03.517Z,,,,,,55,12.8
2017-12-25T07:26:13.518Z,,,,,,55,12.6
2017-12-25T07:26:23.520Z,,,,,,55,12.8
2017-12-25T07:26:33.515Z,,,,,,55,12.8
2017-12-25T07:26:43.516Z,,,,,,55,12.8
2017-12-25T07:26:53.516Z,,,,,,55,12.8
2017-12-25T07:27:03.515Z,,,,,,55,12.8
2017-12-25T07:27:18.535Z,,,,,,55,12.8
2017-12-25T07:27:23.519Z,,,,,,55,12.8
2017-12-25T07:27:33.515Z,,,,,,55,12.6
2017-12-25T07:27:43.516Z,,,,,,55,12.6
