Time,ActPow,PrimT,PrimTSet,HwTSet,HwActive,ChActive,HwTOutlet
2018-02-03T04:34:53.326Z,,,,55,,,19.3
2018-02-03T04:35:03.326Z,,,,55,,,19.3
2018-02-03T04:35:13.326Z,,,,55,,,19.3
2018-02-03T04:35:33.326Z,,,,55,,,19.3
2018-02-03T04:35:43.326Z,,,,55,,,19.1
2018-02-03T04:36:03.326Z,,,,55,,,19.1
2018-02-03T04:36:13.327Z,,32,,,,,
2018-02-03T04:36:23.326Z,,31.9,,55,,,19.1
2018-02-03T04:36:33.326Z,,,,55,,,19.1
2018-02-03T04:36:43.326Z,,,,55,,,19.1
2018-02-03T04:37:03.326Z,,,,55,,,19.1
2018-02-03T04:37:13.327Z,,,,55,,,19.1
2018-02-03T04:37:33.328Z,,,,55,,,19.1
2018-02-03T04:37:53.326Z,,,,55,,,19.1
2018-02-03T04:38:03.325Z,,,,55,,,19.1
2018-02-03T04:38:13.326Z,,31.7,,55,,,19.1
2018-02-03T04:38:23.326Z,,,,55,,,19.1
2018-02-03T04:38:33.328Z,,,,55,,,19.1
2018-02-03T04:38:43.326Z,,,,55,,,19.1
2018-02-03T04:38:53.327Z,,,,55,,,19.1
2018-02-03T04:39:03.326Z,,,,55,,,19.1
2018-02-03T04:39:13.326Z,,,,55,,,19.1
2018-02-03T04:39:33.326Z,,,,55,,,19.1
2018-02-03T04:39:43.327Z,,,,55,,,19.1
2018-02-03T04:40:03.326Z,,,,55,,,19.1
2018-02-03T04:40:13.329Z,,31.6,,55,,,19.1
2018-02-03T04:40:33.326Z,,,,55,,,18.9
2018-02-03T04:40:43.327Z,,,,55,,,18.9
2018-02-03T04:41:03.327Z,,,,55,,,18.9
2018-02-03T04:41:13.327Z,,,,55,,,18.9
2018-02-03T04:41:33.329Z,,,,55,,,18.9
2018-02-03T04:41:43.327Z,,31.5,,55,,,18.9
2018-02-03T04:41:53.326Z,,31.5,,,,,
2018-02-03T04:42:03.390Z,,,,55,,,18.9
2018-02-03T04:42:24.317Z,,,,55,,,18.9
2018-02-03T04:42:33.327Z,,,,55,,,18.9
2018-02-03T04:42:53.327Z,,,,55,,,18.9
2018-02-03T04:43:03.327Z,,,,55,,,18.9
2018-02-03T04:43:23.328Z,,,,55,,,18.9
2018-02-03T04:43:33.327Z,,,,55,,,18.9
2018-02-03T04:43:43.327Z,,31.4,,,,,
2018-02-03T04:43:53.327Z,,31.4,,55,,,18.9
2018-02-03T04:44:13.327Z,,,,55,,,18.9
2018-02-03T04:44:33.327Z,,,,55,,,18.8
2018-02-03T04:44:53.327Z,,,,55,,,18.9
2018-02-03T04:45:03.327Z,,,,55,,,18.9
2018-02-03T04:45:14.338Z,,,,55,,,18.8
2018-02-03T04:45:23.331Z,,,,55,,,18.8
2018-02-03T04:45:33.327Z,,,,55,,,18.8
2018-02-03T04:45:43.327Z,,,,55,,,18.8
2018-02-03T04:45:53.329Z,,31.2,,,,,
2018-02-03T04:46:03.327Z,,,,55,,,18.8
2018-02-03T04:46:13.327Z,,,,55,,,18.8
2018-02-03T04:46:23.328Z,,,,55,,,18.8
2018-02-03T04:46:33.327Z,,,,55,,,18.8
2018-02-03T04:46:53.327Z,,,,55,,,18.8
2018-02-03T04:47:03.328Z,,,,55,,,18.8
2018-02-03T04:47:23.327Z,,,,55,,,18.8
2018-02-03T04:47:33.327Z,,,,55,,,18.8
2018-02-03T04:47:43.329Z,,31.1,,,,,
2018-02-03T04:47:53.328Z,,,,55,,,18.8
2018-02-03T04:48:08.357Z,,,,55,,,18.8
2018-02-03T04:48:23.327Z,,,,55,,,18.8
2018-02-03T04:48:33.327Z,,,,55,,,18.6
2018-02-03T04:48:43.328Z,,,,55,,,18.6
2018-02-03T04:48:53.329Z,,,,55,,,18.6
2018-02-03T04:49:03.327Z,,,,55,,,18.6
2018-02-03T04:49:13.327Z,,,,55,,,18.6
2018-02-03T04:49:33.655Z,,31,,55,,,18.6
2018-02-03T04:49:53.328Z,,,,55,,,18.6
2018-02-03T04:50:03.327Z,,,,55,,,18.6
2018-02-03T04:50:13.327Z,,,,55,,,18.6
2018-02-03T04:50:23.328Z,,,,55,,,18.6
2018-02-03T04:50:33.328Z,,,,55,,,18.6
2018-02-03T04:50:53.328Z,,,,55,,,18.6
2018-02-03T04:51:03.328Z,,,,55,,,18.6
2018-02-03T04:51:13.328Z,,,,55,,,18.6
2018-02-03T04:51:23.329Z,,30.9,,55,,,18.6
2018-02-03T04:51:33.328Z,,31,,55,,,18.6
2018-02-03T04:51:43.329Z,,30.9,,55,,,18.6
2018-02-03T04:51:53.328Z,,,,55,,,18.4
2018-02-03T04:52:13.327Z,,,,55,,,18.4
2018-02-03T04:52:24.322Z,,,,55,,,18.4
2018-02-03T04:52:33.328Z,,,,55,,,18.4
2018-02-03T04:52:43.329Z,,,,55,,,18.4
2018-02-03T04:52:53.328Z,,,,55,,,18.4
2018-02-03T04:53:03.330Z,,,,55,,,18.4
2018-02-03T04:53:23.328Z,,,,55,,,18.4
2018-02-03T04:53:33.328Z,,,,55,,,18.4
2018-02-03T04:53:53.328Z,,30.7,,55,,,18.4
2018-02-03T04:54:03.329Z,,,,55,,,18.4
2018-02-03T04:54:23.328Z,,,,55,,,18.4
2018-02-03T04:54:33.329Z,,,,55,,,18.4
2018-02-03T04:54:43.328Z,,,,55,,,18.4
2018-02-03T04:54:53.328Z,,,,55,,,18.4
2018-02-03T04:55:03.328Z,,,,55,,,18.4
2018-02-03T04:55:23.329Z,,,,55,,,18.2
2018-02-03T04:55:33.329Z,,,,55,,,18.2
2018-02-03T04:55:43.329Z,,30.6,,55,,,18.2
2018-02-03T04:55:53.329Z,,,,55,,,18.2
2018-02-03T04:56:03.328Z,,,,55,,,18.2
2018-02-03T04:56:13.329Z,,,,55,,,18.2
2018-02-03T04:56:23.328Z,,,,55,,,18.2
2018-02-03T04:56:33.328Z,,,,55,,,18.2
2018-02-03T04:56:43.331Z,,,,55,,,18.2
2018-02-03T04:56:53.328Z,,,,55,,,18.2
2018-02-03T04:57:03.329Z,,,,55,,,18.2
2018-02-03T04:57:13.329Z,,,,55,,,18.2
2018-02-03T04:57:23.329Z,,,,55,,,18.2
2018-02-03T04:57:33.329Z,,,,55,,,18.2
2018-02-03T04:57:43.329Z,,,,55,,,18.2
2018-02-03T04:57:53.330Z,,30.5,,55,,,18.2
2018-02-03T04:58:03.330Z,,,,55,,,18.2
2018-02-03T04:58:13.329Z,,,,55,,,18.2
2018-02-03T04:58:23.329Z,,,,55,,,18.2
2018-02-03T04:58:33.329Z,,,,55,,,18.2
2018-02-03T04:58:43.328Z,,,,55,,,18.2
2018-02-03T04:58:53.329Z,,,,55,,,18.1
2018-02-03T04:59:03.329Z,,,,55,,,18.2
2018-02-03T04:59:13.329Z,,,,55,,,18.2
2018-02-03T04:59:23.331Z,,,,55,,,18.1
2018-02-03T04:59:33.329Z,,,,55,,,18.1
2018-02-03T04:59:43.331Z,,,,55,,,18.1
2018-02-03T04:59:53.329Z,,30.4,,55,,,18.1
2018-02-03T05:00:03.329Z,,,,55,,,18.1
2018-02-03T05:00:13.329Z,,,,55,,,18.1
2018-02-03T05:00:23.330Z,,,,55,,,18.1
2018-02-03T05:00:33.331Z,,,,55,,,18.1
2018-02-03T05:00:43.329Z,,,,55,,,18.1
2018-02-03T05:00:54.325Z,,,,55,,,18.1
2018-02-03T05:01:03.329Z,,,,55,,,18.1
2018-02-03T05:01:13.329Z,,,75,55,0,2,18.1
2018-02-03T05:01:23.329Z,,,,55,0,0,18.1
2018-02-03T05:01:33.330Z,,,75,55,0,2,18.1
2018-02-03T05:01:43.329Z,,30.2,5,55,0,0,18.1
2018-02-03T05:01:53.330Z,,30.2,75,55,0,2,18.1
2018-02-03T05:02:03.329Z,,,,55,,,18.1
2018-02-03T05:02:13.329Z,,,,55,,,18.1
2018-02-03T05:02:23.331Z,,,,55,,,18.1
2018-02-03T05:02:33.329Z,,,,55,,,18.1
2018-02-03T05:02:43.330Z,,,,55,,,18.1
2018-02-03T05:02:53.329Z,,,,55,,,17.9
2018-02-03T05:03:03.329Z,,,,55,,,18.1
2018-02-03T05:03:13.329Z,,,,55,,,17.9
2018-02-03T05:03:23.330Z,,,,55,,,17.9
2018-02-03T05:03:33.329Z,,,,55,,,17.9
2018-02-03T05:03:49.600Z,,,,55,,,17.9
2018-02-03T05:03:53.331Z,,30.1,,55,,,17.9
2018-02-03T05:04:13.330Z,,,,55,,,17.9
2018-02-03T05:04:23.329Z,,,,55,,,17.9
2018-02-03T05:04:33.333Z,,,,55,,,17.9
2018-02-03T05:04:43.330Z,,,,55,,,17.9
2018-02-03T05:04:53.331Z,,,,55,,,17.9
2018-02-03T05:05:03.332Z,,,,55,,,17.9
2018-02-03T05:05:13.329Z,,,5,55,0,0,17.9
2018-02-03T05:05:23.330Z,,,,55,,,17.9
2018-02-03T05:05:33.330Z,,,,55,,,17.9
2018-02-03T05:05:43.330Z,,,,55,,,17.9
2018-02-03T05:05:53.330Z,,,,55,,,17.9
2018-02-03T05:06:03.330Z,,,,55,,,17.9
2018-02-03T05:06:13.332Z,,30,,55,,,17.9
2018-02-03T05:06:23.330Z,,,,55,,,17.9
2018-02-03T05:06:33.366Z,,,,55,,,17.9
2018-02-03T05:06:43.331Z,,,,55,,,17.9
2018-02-03T05:06:53.332Z,,,,55,,,17.9
2018-02-03T05:07:03.330Z,,,,55,,,17.9
2018-02-03T05:07:13.330Z,,,,55,,,17.9
2018-02-03T05:07:23.330Z,,,,55,,,17.9
2018-02-03T05:07:33.330Z,,,,55,,,17.7
2018-02-03T05:07:43.334Z,,,,55,,,17.7
2018-02-03T05:07:53.330Z,,,,55,,,17.7
2018-02-03T05:08:04.450Z,,,,55,,,17.7
2018-02-03T05:08:13.330Z,,29.9,,55,,,17.7
2018-02-03T05:08:23.330Z,,,,55,,,17.7
2018-02-03T05:08:33.335Z,,,,55,,,17.7
2018-02-03T05:08:43.335Z,,,,55,,,17.7
2018-02-03T05:08:53.333Z,,,,55,,,17.7
2018-02-03T05:09:03.333Z,,,,55,,,17.7
2018-02-03T05:09:13.330Z,,,,55,,,17.7
2018-02-03T05:09:23.331Z,,,,55,,,17.7
2018-02-03T05:09:33.331Z,,,,55,,,17.7
2018-02-03T05:09:43.332Z,,,75,55,0,2,17.7
2018-02-03T05:09:53.331Z,79,33.5,,55,0,2,17.7
2018-02-03T05:10:03.331Z,63,35,,55,,,17.7
2018-02-03T05:10:13.331Z,37,36,,55,,,17.7
2018-02-03T05:10:23.330Z,29,33.7,,55,,,17.7
2018-02-03T05:10:33.330Z,,30.9,,55,,,17.7
2018-02-03T05:10:43.337Z,,29.8,,55,,,17.7
2018-02-03T05:10:54.330Z,,28.9,,55,,,17.7
2018-02-03T05:11:03.331Z,,29,,55,,,17.7
2018-02-03T05:11:13.330Z,,29.2,,55,,,17.7
2018-02-03T05:11:23.331Z,,30,,55,,,17.7
2018-02-03T05:11:33.331Z,,30.3,,55,,,17.7
2018-02-03T05:11:43.331Z,,30.7,,55,,,17.7
2018-02-03T05:11:53.331Z,,31,,55,,,17.7
2018-02-03T05:12:03.331Z,,31.3,,55,,,17.7
2018-02-03T05:12:13.331Z,,32,,55,,,17.7
2018-02-03T05:12:23.330Z,,,,55,,,17.7
2018-02-03T05:12:33.331Z,,32.4,,55,,,17.7
2018-02-03T05:12:43.331Z,,32.7,,55,,,17.7
2018-02-03T05:12:53.331Z,,33,,55,,,17.7
2018-02-03T05:13:03.331Z,,33.1,,55,,,17.7
2018-02-03T05:13:13.331Z,,33.4,,55,,,17.7
2018-02-03T05:13:23.332Z,,34,,55,,,17.7
2018-02-03T05:13:33.331Z,,,,55,,,17.7
2018-02-03T05:13:44.324Z,,34.3,,55,,,17.7
2018-02-03T05:13:53.331Z,,34.5,,55,,,17.7
2018-02-03T05:14:03.331Z,,35,,55,,,17.7
2018-02-03T05:14:13.332Z,,35.1,,55,,,17.7
2018-02-03T05:14:23.331Z,,35.3,,55,,,17.7
2018-02-03T05:14:33.331Z,,35.7,,55,,,17.9
2018-02-03T05:14:43.331Z,,36,,55,,,17.9
2018-02-03T05:14:53.332Z,0,36.7,,55,0,2,17.9
2018-02-03T05:15:03.332Z,,35.9,,55,,,18.1
2018-02-03T05:15:13.331Z,,33.9,,55,,,18.1
2018-02-03T05:15:23.331Z,,32.8,,55,,,18.1
2018-02-03T05:15:33.332Z,,32.6,,55,,,18.2
2018-02-03T05:15:43.331Z,,32.3,,55,,,18.2
2018-02-03T05:15:53.331Z,,32.5,,55,,,18.4
2018-02-03T05:16:03.331Z,,32.8,,55,,,18.6
2018-02-03T05:16:13.331Z,,,,55,,,18.6
2018-02-03T05:16:23.331Z,,32.6,,55,,,18.8
2018-02-03T05:16:38.354Z,,32.3,,55,,,18.9
2018-02-03T05:16:43.331Z,,32.1,,55,,,19.1
2018-02-03T05:16:53.332Z,,31.9,,55,,,19.1
2018-02-03T05:17:03.331Z,,,,55,,,19.3
2018-02-03T05:17:13.331Z,,31.7,,55,,,19.5
2018-02-03T05:17:23.331Z,,31.6,,55,,,19.6
2018-02-03T05:17:33.333Z,,31.5,,55,,,19.6
2018-02-03T05:17:43.331Z,,,,55,,,19.8
2018-02-03T05:17:53.331Z,,31.2,,55,,,20
2018-02-03T05:18:03.331Z,,,,55,,,20
2018-02-03T05:18:13.332Z,,31.4,,55,,,20.1
2018-02-03T05:18:23.332Z,,31.6,,55,,,20.3
2018-02-03T05:18:33.331Z,,31.7,,55,,,20.3
2018-02-03T05:18:43.332Z,,32,,55,,,20.4
2018-02-03T05:18:53.333Z,,,,55,,,20.4
2018-02-03T05:19:03.331Z,,32.1,,55,,,20.6
2018-02-03T05:19:13.332Z,,32.2,,55,,,20.6
2018-02-03T05:19:28.351Z,80,35.4,,55,0,2,20.7
2018-02-03T05:19:33.332Z,58,42,,55,,,20.7
2018-02-03T05:19:43.332Z,37,44.4,,55,,,20.8
2018-02-03T05:19:53.332Z,29,42.9,,55,,,20.8
2018-02-03T05:20:03.332Z,,39.7,,55,,,20.8
2018-02-03T05:20:13.334Z,,37.9,,55,,,21
2018-02-03T05:20:23.335Z,,36.9,,55,,,21
2018-02-03T05:20:33.332Z,0,37.4,,55,,,21.1
2018-02-03T05:20:43.332Z,0,37.7,75,55,0,2,21.1
2018-02-03T05:20:53.332Z,,36.9,,55,,,21.1
2018-02-03T05:21:03.332Z,,34.8,,55,,,21.3
2018-02-03T05:21:13.332Z,,34.7,,55,,,21.3
2018-02-03T05:21:23.332Z,,34.3,,55,,,21.4
2018-02-03T05:21:33.332Z,,34.2,,55,,,21.4
2018-02-03T05:21:43.332Z,,34.6,,55,,,21.5
2018-02-03T05:21:53.332Z,,34.8,,55,,,21.5
2018-02-03T05:22:03.332Z,,34.6,,55,,,21.7
2018-02-03T05:22:18.352Z,,34.3,,55,,,21.7
2018-02-03T05:22:23.332Z,,34,,55,,,21.8
2018-02-03T05:22:33.332Z,,33.8,,55,,,22
2018-02-03T05:22:43.332Z,,33.7,,55,,,22
2018-02-03T05:22:53.332Z,,33.6,,55,,,22.1
2018-02-03T05:23:03.333Z,,33.5,,55,,,22.1
2018-02-03T05:23:13.332Z,,33.3,,55,,,22.3
2018-02-03T05:23:23.332Z,,33.2,,55,,,22.4
2018-02-03T05:23:33.332Z,,33.1,,55,,,22.4
2018-02-03T05:23:43.501Z,,33,,55,,,22.5
2018-02-03T05:23:53.332Z,,33.1,,55,,,22.7
2018-02-03T05:24:03.332Z,,33.2,,55,,,22.7
2018-02-03T05:24:13.333Z,,33.3,,55,,,22.7
2018-02-03T05:24:23.332Z,,33.5,,55,,,22.8
2018-02-03T05:24:33.336Z,,,,55,,,22.8
2018-02-03T05:24:43.334Z,,33.6,,55,,,23
2018-02-03T05:24:53.335Z,,33.7,,55,,,23
2018-02-03T05:25:03.333Z,,33.8,,55,,,23.1
2018-02-03T05:25:13.333Z,,,,55,,,23.1
2018-02-03T05:25:23.333Z,,34,,55,,,23.2
2018-02-03T05:25:33.333Z,,,,55,,,23.2
2018-02-03T05:25:43.333Z,,34.1,,55,,,23.2
2018-02-03T05:25:53.332Z,,,,55,,,23.4
2018-02-03T05:26:03.333Z,,,,55,,,23.4
2018-02-03T05:26:13.333Z,,34.2,,55,,,23.4
2018-02-03T05:26:23.332Z,,,,55,,,23.4
2018-02-03T05:26:34.324Z,,34.3,,55,,,23.5
2018-02-03T05:26:43.333Z,,,,55,,,23.5
2018-02-03T05:26:53.333Z,,,,55,,,23.5
2018-02-03T05:27:03.333Z,,34.4,,55,,,23.5
2018-02-03T05:27:13.333Z,,,,55,,,23.7
2018-02-03T05:27:23.333Z,80,38.5,,55,0,2,23.7
2018-02-03T05:27:33.333Z,49,44.6,,55,,,23.7
2018-02-03T05:27:43.333Z,32,46.2,,55,,,23.7
2018-02-03T05:27:53.333Z,29,42.8,,55,,,23.7
2018-02-03T05:28:03.333Z,,40.8,,55,,,23.8
2018-02-03T05:28:13.333Z,,38.9,,55,,,23.8
2018-02-03T05:28:23.334Z,0,37.9,,55,0,2,23.8
2018-02-03T05:28:33.333Z,,36.9,,55,,,23.8
2018-02-03T05:28:43.333Z,,35.9,,55,,,23.8
2018-02-03T05:28:53.333Z,,35.6,,55,,,23.9
2018-02-03T05:29:03.333Z,,35.4,,55,,,23.9
2018-02-03T05:29:13.360Z,,35.2,,55,,,23.9
2018-02-03T05:29:23.333Z,,35.3,,55,,,23.9
2018-02-03T05:29:33.333Z,,,,55,,,24.1
2018-02-03T05:29:43.333Z,,34.9,,55,,,24.1
2018-02-03T05:29:53.333Z,,34.8,,55,,,24.1
2018-02-03T05:30:03.333Z,,34.6,,55,,,24.1
2018-02-03T05:30:13.333Z,,34.3,,55,,,24.2
2018-02-03T05:30:23.333Z,,34.1,,55,,,24.2
2018-02-03T05:30:33.334Z,,33.8,,55,,,24.4
2018-02-03T05:30:43.333Z,,33.7,,55,,,24.4
2018-02-03T05:30:53.333Z,,33.6,,55,,,24.4
2018-02-03T05:31:03.336Z,,,,55,,,24.5
2018-02-03T05:31:13.333Z,,,,55,,,24.5
2018-02-03T05:31:23.333Z,,33.5,,55,,,24.5
2018-02-03T05:31:33.333Z,,,,55,,,24.6
2018-02-03T05:31:43.334Z,,33.3,,55,,,24.6
2018-02-03T05:31:53.333Z,,33.2,,55,,,24.6
2018-02-03T05:32:03.334Z,,,,55,,,24.8
2018-02-03T05:32:13.333Z,,33.1,,55,,,24.8
2018-02-03T05:32:23.333Z,,33,,55,,,24.8
2018-02-03T05:32:33.333Z,,32.8,,55,,,24.9
2018-02-03T05:32:43.335Z,,,,55,,,24.9
2018-02-03T05:32:53.334Z,,,,55,,,24.9
2018-02-03T05:33:03.334Z,,32.7,,55,,,24.9
2018-02-03T05:33:13.333Z,,,,55,,,24.9
2018-02-03T05:33:23.333Z,,32.6,,55,,,24.9
2018-02-03T05:33:33.333Z,,,,55,,,25.1
2018-02-03T05:33:43.335Z,,32.5,,55,,,25.1
2018-02-03T05:33:53.333Z,,,,55,,,25.1
2018-02-03T05:34:13.333Z,,32.6,,55,,,25.1
2018-02-03T05:34:23.334Z,,,,55,,,25.1
2018-02-03T05:34:33.333Z,,32.7,,55,,,25.1
2018-02-03T05:34:43.334Z,,32.8,,55,,,25.1
2018-02-03T05:34:53.334Z,,,,55,,,25.2
2018-02-03T05:35:08.353Z,,33,,55,,,25.2
2018-02-03T05:35:13.334Z,,,,55,,,25.2
2018-02-03T05:35:23.334Z,79,35,,55,0,2,25.2
2018-02-03T05:35:33.334Z,54,43.5,,55,,,25.2
2018-02-03T05:35:43.336Z,29,45.9,,55,,,25.2
2018-02-03T05:35:53.335Z,,43.8,,55,,,25.2
2018-02-03T05:36:03.334Z,,40.8,,55,,,25.2
2018-02-03T05:36:13.334Z,,39.9,,55,,,25.2
2018-02-03T05:36:23.334Z,,38.9,,55,,,25.2
2018-02-03T05:36:33.410Z,,38,,55,,,25.2
2018-02-03T05:36:43.334Z,,39,,55,,,25.2
2018-02-03T05:36:53.334Z,,39.3,,55,,,25.2
2018-02-03T05:37:03.334Z,,40,,55,,,25.2
2018-02-03T05:37:13.334Z,,,,55,,,25.2
2018-02-03T05:37:23.334Z,,40.2,,55,,,25.2
2018-02-03T05:37:33.335Z,0,40.9,,55,0,2,25.4
2018-02-03T05:37:43.335Z,,39.9,,55,,,25.4
2018-02-03T05:37:58.355Z,,38.8,,55,,,25.4
2018-02-03T05:38:03.334Z,,37.4,,55,,,25.4
2018-02-03T05:38:13.334Z,,36.9,,55,,,25.5
2018-02-03T05:38:23.336Z,,36.7,,55,,,25.5
2018-02-03T05:38:33.336Z,,,,55,,,25.5
2018-02-03T05:38:43.334Z,,37.1,,55,,,25.6
2018-02-03T05:38:53.334Z,,36.9,,55,,,25.6
2018-02-03T05:39:03.334Z,,36.8,,55,,,25.8
2018-02-03T05:39:13.335Z,,36.5,,55,,,25.9
2018-02-03T05:39:23.334Z,,36.2,,55,,,25.9
2018-02-03T05:39:33.335Z,,35.9,,55,,,26.1
2018-02-03T05:39:43.336Z,,35.8,,55,,,26.1
2018-02-03T05:39:53.335Z,,35.7,,55,,,26.2
2018-02-03T05:40:03.334Z,,35.6,,55,,,26.2
2018-02-03T05:40:13.334Z,,35.4,,55,,,26.3
2018-02-03T05:40:23.335Z,,,,55,,,26.3
2018-02-03T05:40:33.335Z,,35.3,,55,,,26.5
2018-02-03T05:40:48.644Z,,35.2,,55,,,26.5
2018-02-03T05:40:53.335Z,,35.3,,55,,,26.6
2018-02-03T05:41:03.337Z,,35.4,,55,,,26.6
2018-02-03T05:41:13.337Z,,35.7,,55,,,26.6
2018-02-03T05:41:23.334Z,,35.8,,55,,,26.6
2018-02-03T05:41:33.335Z,,,,55,,,26.8
2018-02-03T05:41:43.335Z,,36,,55,,,26.8
2018-02-03T05:41:53.334Z,,,,55,,,26.8
2018-02-03T05:42:03.334Z,,,,55,,,26.8
2018-02-03T05:42:14.327Z,,36.2,,55,,,26.8
2018-02-03T05:42:23.334Z,,36.3,,55,,,26.9
2018-02-03T05:42:33.335Z,,,,55,,,26.9
2018-02-03T05:42:43.336Z,,36.4,,55,,,26.9
2018-02-03T05:42:53.335Z,,,,55,,,26.9
2018-02-03T05:43:03.334Z,,36.5,,55,,,26.9
2018-02-03T05:43:13.337Z,,,,55,,,26.9
2018-02-03T05:43:23.335Z,,36.7,,55,,,26.9
2018-02-03T05:43:33.335Z,,,,55,,,26.9
2018-02-03T05:43:43.345Z,80,40.4,,55,0,2,26.9
2018-02-03T05:43:53.335Z,45,47.3,,55,,,27
2018-02-03T05:44:03.335Z,29,47.8,,55,,,27
2018-02-03T05:44:13.335Z,,44.7,,55,,,27
2018-02-03T05:44:23.335Z,,42.8,,55,,,27
2018-02-03T05:44:33.335Z,,40.8,,55,,,27
2018-02-03T05:44:43.335Z,0,39.9,,55,0,2,27
2018-02-03T05:44:53.335Z,,,,55,,,27
2018-02-03T05:45:04.330Z,,38.9,,55,,,27
2018-02-03T05:45:13.335Z,,37.9,,55,,,27
2018-02-03T05:45:23.335Z,,37.7,,55,,,27
2018-02-03T05:45:33.335Z,,37.4,,55,,,27.2
2018-02-03T05:45:43.335Z,,37.3,,55,,,27.2
2018-02-03T05:45:53.336Z,,37.6,,55,,,27.2
2018-02-03T05:46:03.336Z,,37.5,,55,,,27.2
2018-02-03T05:46:13.335Z,,37.2,,55,,,27.2
2018-02-03T05:46:23.335Z,,36.9,,55,,,27.2
2018-02-03T05:46:33.335Z,,36.7,,55,,,27.3
2018-02-03T05:46:43.336Z,,36.5,,55,,,27.3
2018-02-03T05:46:53.335Z,,36.3,,55,,,27.3
2018-02-03T05:47:03.336Z,,36.2,,55,,,27.5
2018-02-03T05:47:13.335Z,,36,,55,,,27.5
2018-02-03T05:47:23.336Z,,35.9,,55,,,27.5
2018-02-03T05:47:33.336Z,,35.8,,55,,,27.6
2018-02-03T05:47:43.336Z,,35.7,,55,,,27.6
2018-02-03T05:47:54.335Z,,35.6,,55,,,27.6
2018-02-03T05:48:03.336Z,,35.7,,55,,,27.7
2018-02-03T05:48:13.336Z,,35.8,,55,,,27.7
2018-02-03T05:48:23.337Z,,35.9,,55,,,27.7
2018-02-03T05:48:33.336Z,,36,,55,,,27.7
2018-02-03T05:48:43.337Z,,36.2,,55,,,27.7
2018-02-03T05:48:53.336Z,,36.3,,55,,,27.7
2018-02-03T05:49:03.336Z,79,40.4,,55,0,2,27.7
2018-02-03T05:49:13.336Z,50,47.3,,55,,,27.7
2018-02-03T05:49:23.336Z,29,48.8,,55,,,27.7
2018-02-03T05:49:33.336Z,,45.7,,55,,,27.9
2018-02-03T05:49:43.336Z,,43.8,,55,,,27.9
2018-02-03T05:49:53.336Z,,41.9,,55,,,27.9
2018-02-03T05:50:03.336Z,,40.8,,55,,,27.9
2018-02-03T05:50:13.336Z,0,40.8,,55,0,2,27.9
2018-02-03T05:50:23.336Z,,39.8,,55,,,27.9
2018-02-03T05:50:33.336Z,,38.9,,55,,,27.9
2018-02-03T05:50:48.356Z,,38.5,,55,,,27.9
2018-02-03T05:50:53.337Z,,38.2,,55,,,28
2018-02-03T05:51:03.336Z,,38,,55,,,28
2018-02-03T05:51:13.336Z,,38.3,,55,,,28
2018-02-03T05:51:23.337Z,,38.4,,55,,,28
2018-02-03T05:51:33.336Z,,38.1,,55,,,28
2018-02-03T05:51:43.336Z,,37.9,,55,,,28.2
2018-02-03T05:51:53.336Z,,37.7,,55,,,28.2
2018-02-03T05:52:03.336Z,,37.5,,55,,,28.3
2018-02-03T05:52:13.336Z,,37.3,,55,,,28.3
2018-02-03T05:52:23.336Z,,37,,55,,,28.3
2018-02-03T05:52:33.336Z,,36.9,,55,,,28.5
2018-02-03T05:52:43.336Z,,36.8,,55,,,28.5
2018-02-03T05:52:53.336Z,,36.7,,55,,,28.5
2018-02-03T05:53:03.336Z,,,,55,,,28.6
2018-02-03T05:53:13.337Z,,36.4,,55,,,28.6
2018-02-03T05:53:23.336Z,,36.5,,55,,,28.6
2018-02-03T05:53:38.555Z,,36.7,,55,,,28.7
2018-02-03T05:53:43.336Z,,36.8,,55,,,28.7
2018-02-03T05:53:53.337Z,,36.9,,55,,,28.7
2018-02-03T05:54:03.336Z,,37,,55,,,28.7
2018-02-03T05:54:13.336Z,,,,55,,,28.7
2018-02-03T05:54:23.336Z,,37.2,,55,,,28.7
2018-02-03T05:54:33.337Z,,,,55,,,28.7
2018-02-03T05:54:43.337Z,,37.3,,55,,,28.7
2018-02-03T05:54:53.337Z,,,,55,,,28.9
2018-02-03T05:55:04.436Z,,37.4,,55,,,28.9
2018-02-03T05:55:13.337Z,,,,55,,,28.9
2018-02-03T05:55:23.337Z,,37.5,,55,,,28.9
2018-02-03T05:55:33.337Z,,,,55,,,28.9
2018-02-03T05:55:43.336Z,,37.7,,55,,,28.9
2018-02-03T05:55:53.337Z,,,,55,,,28.9
2018-02-03T05:56:03.336Z,,,,55,,,28.9
2018-02-03T05:56:13.337Z,,37.8,,55,,,28.9
2018-02-03T05:56:28.364Z,,,,55,,,28.9
2018-02-03T05:56:33.338Z,,,,55,,,28.9
2018-02-03T05:56:43.337Z,,37.9,,55,,,28.9
2018-02-03T05:56:53.337Z,,,,55,,,28.9
2018-02-03T05:57:03.337Z,,,,55,,,28.9
2018-02-03T05:57:13.337Z,,38,,55,,,28.9
2018-02-03T05:57:23.337Z,,,,55,,,28.9
2018-02-03T05:57:33.337Z,,,,55,,,28.9
2018-02-03T05:57:43.337Z,,,,55,,,28.9
2018-02-03T05:57:53.337Z,,38.1,,55,,,28.7
2018-02-03T05:58:03.337Z,,,,55,,,28.7
2018-02-03T05:58:13.337Z,,,,55,,,28.9
2018-02-03T05:58:23.337Z,,,,55,,,28.7
