Time,HwTSet,HwActive,HwTOutlet,ChActive,PrimT,ActPow,PrimTSet
2017-12-19T06:20:43.329Z,55,,49.3,,,,
2017-12-19T06:20:53.343Z,55,,49.2,,,,
2017-12-19T06:21:03.318Z,55,,49.1,,,,
2017-12-19T06:21:13.318Z,,,,,61.4,,
2017-12-19T06:21:23.318Z,55,,49,,,,
2017-12-19T06:21:33.318Z,55,,49,,,,
2017-12-19T06:21:53.318Z,55,,48.7,,,,
2017-12-19T06:22:03.318Z,55,,48.7,,,,
2017-12-19T06:22:23.318Z,55,0,48.6,2,64.3,79,
2017-12-19T06:22:33.328Z,55,,48.6,,69.4,52,
2017-12-19T06:22:43.318Z,55,,48.5,,69.3,29,
2017-12-19T06:22:58.339Z,55,,48.4,,64.1,,
2017-12-19T06:23:03.328Z,55,,48.4,,60.7,,
2017-12-19T06:23:13.330Z,55,,48.3,,59.1,,
2017-12-19T06:23:23.318Z,55,,48.3,,58.3,,
2017-12-19T06:23:33.320Z,55,,48.2,,58.8,,
2017-12-19T06:23:43.319Z,55,,48.2,,59.4,,
2017-12-19T06:23:53.318Z,55,,48.2,,59.3,,
2017-12-19T06:24:03.319Z,55,,48.2,,59.2,,
2017-12-19T06:24:23.319Z,55,,48.2,,,,
2017-12-19T06:24:33.320Z,55,,48.2,,59.4,,
2017-12-19T06:24:43.318Z,,,,,59.7,,
2017-12-19T06:24:53.362Z,55,,48.2,,59.8,,
2017-12-19T06:25:03.323Z,55,,48.2,,,,
2017-12-19T06:25:13.318Z,,,,,60.1,,
2017-12-19T06:25:24.651Z,55,,48.2,,,,
2017-12-19T06:25:33.319Z,55,,48.3,,60.4,,
2017-12-19T06:25:43.318Z,,,,,60.5,,
2017-12-19T06:25:53.320Z,55,,48.3,,60.6,,
2017-12-19T06:26:03.319Z,55,,48.3,,60.9,,
2017-12-19T06:26:13.319Z,,,,,61,,
2017-12-19T06:26:23.322Z,55,,48.4,,61.1,,
2017-12-19T06:26:33.329Z,55,,48.4,,61.2,,
2017-12-19T06:26:43.319Z,55,,48.4,,,,
2017-12-19T06:26:53.318Z,55,,48.5,,61.4,,
2017-12-19T06:27:03.319Z,,,,,61.7,,
2017-12-19T06:27:13.319Z,55,,48.5,,61.9,,
2017-12-19T06:27:23.319Z,,,,,62,,
2017-12-19T06:27:33.320Z,55,,48.6,,62.1,,
2017-12-19T06:27:43.319Z,55,,48.6,,62.2,,
2017-12-19T06:28:03.320Z,55,,48.7,,62.5,,
2017-12-19T06:28:13.319Z,55,,48.9,,,,
2017-12-19T06:28:23.411Z,,,,,62.6,,
2017-12-19T06:28:33.360Z,55,,49,,62.7,,
2017-12-19T06:28:43.319Z,,,,,62.9,,
2017-12-19T06:28:53.333Z,55,,49,,63,,
2017-12-19T06:29:03.331Z,55,,49.1,,63.1,,
2017-12-19T06:29:23.319Z,55,,49.2,,63.4,,
2017-12-19T06:29:33.324Z,55,,49.2,,63.5,,
2017-12-19T06:29:43.319Z,55,,49.3,,,,
2017-12-19T06:30:04.316Z,55,,49.4,,63.7,,
2017-12-19T06:30:13.322Z,55,,49.5,,,,
2017-12-19T06:30:23.319Z,,,,,63.9,,
2017-12-19T06:30:33.320Z,55,,49.7,,64.1,,
2017-12-19T06:30:43.319Z,55,,49.8,,,,
2017-12-19T06:30:53.319Z,55,,49.8,,,,
2017-12-19T06:31:03.319Z,,,,,64.4,,
2017-12-19T06:31:13.320Z,55,,49.9,,,,
2017-12-19T06:31:33.320Z,55,,50,,64.5,,
2017-12-19T06:31:43.319Z,,,,,64.6,,
2017-12-19T06:31:53.320Z,55,,50.1,,64.9,,
2017-12-19T06:32:03.319Z,55,,50.1,,,,
2017-12-19T06:32:23.319Z,55,,50.2,,65,,
2017-12-19T06:32:33.320Z,55,,50.2,,65.1,,
2017-12-19T06:32:43.320Z,55,,50.3,,,,
2017-12-19T06:32:54.316Z,55,,50.3,,,,
2017-12-19T06:33:03.320Z,,,,,65.3,,
2017-12-19T06:33:13.319Z,55,,50.4,,,,
2017-12-19T06:33:23.320Z,55,,50.6,,65.4,,
2017-12-19T06:33:33.320Z,55,,50.6,,65.5,,
2017-12-19T06:33:53.319Z,55,,50.7,,65.6,,
2017-12-19T06:34:03.319Z,55,,50.7,,,,
2017-12-19T06:34:13.320Z,,,,,65.8,,
2017-12-19T06:34:23.360Z,55,,50.8,,65.9,,
2017-12-19T06:34:33.322Z,55,,50.9,,66,,
2017-12-19T06:34:43.320Z,,,,,66.2,,
2017-12-19T06:34:53.320Z,55,,51,,,,
2017-12-19T06:35:13.343Z,55,,51.1,,66.4,,
2017-12-19T06:35:23.322Z,55,0,51.1,2,65.8,0,
2017-12-19T06:35:33.320Z,55,,51.1,,64.4,,
2017-12-19T06:35:49.402Z,55,,51.2,,63.2,,
2017-12-19T06:35:53.320Z,55,,51.2,,62.7,,
2017-12-19T06:36:03.320Z,55,,51.3,,,,
2017-12-19T06:36:13.332Z,55,,51.4,,62.4,,
2017-12-19T06:36:23.320Z,,,,,62.8,,
2017-12-19T06:36:33.322Z,55,,51.4,,,,
2017-12-19T06:36:43.320Z,55,,51.4,,62.3,,
2017-12-19T06:36:53.320Z,,,,,61.6,,
2017-12-19T06:37:03.320Z,55,,51.4,,,,
2017-12-19T06:37:13.320Z,55,,51.4,,61.3,,
2017-12-19T06:37:23.322Z,,,,,60.8,,
2017-12-19T06:37:33.321Z,55,,51.4,,60.6,,
2017-12-19T06:37:43.320Z,55,,51.3,,60.3,,
2017-12-19T06:38:03.320Z,55,,51.2,,59.9,,
2017-12-19T06:38:13.320Z,55,,51.1,,,,
2017-12-19T06:38:23.321Z,,,,,59.5,,
2017-12-19T06:38:39.340Z,55,,51.1,,59.8,,
2017-12-19T06:38:43.321Z,55,,51,,,,
2017-12-19T06:38:53.327Z,55,,50.9,,60,,
2017-12-19T06:39:03.320Z,55,,50.8,,,,
2017-12-19T06:39:13.332Z,,,,,60.1,,
2017-12-19T06:39:23.325Z,55,,50.8,,60.2,,
2017-12-19T06:39:33.345Z,55,,50.7,,60.3,,
2017-12-19T06:39:43.324Z,55,,50.6,,,,
2017-12-19T06:39:53.346Z,,,,,60.5,,
2017-12-19T06:40:04.443Z,55,,50.4,,60.6,,
2017-12-19T06:40:13.327Z,55,,50.3,,,,
2017-12-19T06:40:23.331Z,55,,50.3,,,,
2017-12-19T06:40:33.321Z,55,,50.2,,60.7,,
2017-12-19T06:40:43.332Z,55,,50.2,,60.8,,
2017-12-19T06:40:53.334Z,55,,50.1,,,,
2017-12-19T06:41:03.331Z,55,,50,,,,
2017-12-19T06:41:13.374Z,,,,,60.9,,
2017-12-19T06:41:28.356Z,55,,49.9,,,,
2017-12-19T06:41:43.320Z,55,,49.8,,61,,
2017-12-19T06:41:53.322Z,55,,49.8,,,,
2017-12-19T06:42:03.320Z,55,0,49.7,2,64.2,80,
2017-12-19T06:42:13.324Z,55,,49.5,,69.5,58,
2017-12-19T06:42:23.364Z,55,,49.5,,69.7,29,
2017-12-19T06:42:33.356Z,55,,49.4,,65.4,,
2017-12-19T06:42:43.347Z,55,,49.4,,61.7,,
2017-12-19T06:42:53.379Z,55,,49.3,,60.7,,
2017-12-19T06:43:03.389Z,55,,49.2,,59.4,,
2017-12-19T06:43:13.340Z,55,,49.2,,,,
2017-12-19T06:43:23.321Z,55,,49.2,,60,,
2017-12-19T06:43:33.344Z,55,,49.2,,60.5,,
2017-12-19T06:43:43.321Z,55,,49.2,,60.2,,
2017-12-19T06:43:53.324Z,55,,49.2,,,,
2017-12-19T06:44:13.329Z,55,,49.2,,60.4,,
2017-12-19T06:44:23.355Z,55,,49.2,,60.5,,
2017-12-19T06:44:43.346Z,55,,49.2,,,,
2017-12-19T06:44:53.337Z,55,,49.2,,60.6,,
2017-12-19T06:45:03.321Z,55,,49.2,,,,
2017-12-19T06:45:17.083Z,55,,49.2,,60.7,,
2017-12-19T06:45:23.328Z,55,,49.2,,,,
2017-12-19T06:45:33.327Z,55,,49.2,,60.9,,
2017-12-19T06:45:44.327Z,55,,49.2,,61,,
2017-12-19T06:45:53.321Z,55,,49.3,,,,
2017-12-19T06:46:03.321Z,55,,49.3,,61.1,,
2017-12-19T06:46:16.477Z,55,,49.3,,,,
2017-12-19T06:46:23.321Z,,,,,61.2,,
2017-12-19T06:46:33.321Z,55,0,49.3,2,61.2,29,75
2017-12-19T06:46:43.322Z,55,,49.3,,,,
2017-12-19T06:46:53.322Z,55,,49.3,,61.4,,
2017-12-19T06:47:03.321Z,55,,49.4,,,,
2017-12-19T06:47:13.321Z,55,0,49.4,2,61.6,0,
2017-12-19T06:47:23.321Z,55,,49.4,,59.9,,
2017-12-19T06:47:33.322Z,55,,49.4,,59,,
2017-12-19T06:47:43.322Z,55,,49.4,,57.8,,
2017-12-19T06:47:53.321Z,55,,49.5,,57.7,,
2017-12-19T06:48:03.322Z,55,,49.5,,57.5,,
2017-12-19T06:48:13.321Z,55,,49.5,,57.7,,
2017-12-19T06:48:23.321Z,55,,49.5,,,,
2017-12-19T06:48:34.320Z,55,,49.5,,56.9,,
2017-12-19T06:48:43.321Z,55,,49.5,,,,
2017-12-19T06:48:53.323Z,55,,49.5,,56.5,,
2017-12-19T06:49:03.323Z,55,,49.5,,55.9,,
2017-12-19T06:49:13.361Z,55,,49.4,,,,
2017-12-19T06:49:23.326Z,,,,,55.6,,
2017-12-19T06:49:33.322Z,55,,49.4,,55.3,,
2017-12-19T06:49:43.341Z,55,,49.3,,54.9,,
2017-12-19T06:49:53.322Z,55,,49.3,,,,
2017-12-19T06:50:03.322Z,55,,49.2,,54.6,,
2017-12-19T06:50:13.322Z,55,,49.1,,54.3,,
2017-12-19T06:50:23.322Z,55,,49,,,,
2017-12-19T06:50:33.368Z,55,,49,,54.4,,
2017-12-19T06:50:43.332Z,55,0,48.9,2,54.8,,
2017-12-19T06:50:53.333Z,55,,48.9,,59.4,80,
2017-12-19T06:51:03.359Z,55,,48.7,,66.1,46,
2017-12-19T06:51:13.322Z,55,,48.6,,65.6,29,
2017-12-19T06:51:28.342Z,55,,48.5,,62.7,,
2017-12-19T06:51:33.322Z,55,,48.4,,60.9,,
2017-12-19T06:51:43.322Z,55,,48.3,,58.8,,
2017-12-19T06:51:53.322Z,55,,48.3,,57.9,,
2017-12-19T06:52:03.328Z,55,,48.2,,57.4,,
2017-12-19T06:52:13.322Z,55,,48.1,,58,,
2017-12-19T06:52:23.327Z,55,,48.1,,58.5,,
2017-12-19T06:52:33.326Z,55,,48.1,,58.7,,
2017-12-19T06:52:43.322Z,55,,48,,58.8,,
2017-12-19T06:52:53.389Z,55,,48,,59,,
2017-12-19T06:53:03.328Z,55,,48,,,,
2017-12-19T06:53:13.323Z,55,,48,,59.1,,
2017-12-19T06:53:23.322Z,55,,48,,59.2,,
2017-12-19T06:53:33.334Z,55,,48,,59.3,,
2017-12-19T06:53:43.323Z,55,,48,,,,
2017-12-19T06:53:53.322Z,55,,48,,59.4,,
2017-12-19T06:54:03.329Z,55,,48,,,,
2017-12-19T06:54:18.348Z,55,,48,,59.5,,
2017-12-19T06:54:23.322Z,55,,48,,,,
2017-12-19T06:54:33.323Z,55,,48.1,,59.7,,
2017-12-19T06:54:43.333Z,55,,48.1,,59.8,,
2017-12-19T06:54:53.337Z,55,,48.1,,59.9,,
2017-12-19T06:55:03.324Z,55,,48.1,,60,,
2017-12-19T06:55:13.322Z,55,,48.2,,,,
2017-12-19T06:55:23.335Z,55,,48.2,,,,
2017-12-19T06:55:33.324Z,55,,48.2,,60.2,,
2017-12-19T06:55:43.322Z,55,,48.2,,60.4,,
2017-12-19T06:55:53.323Z,55,,48.3,,,,
2017-12-19T06:56:03.337Z,55,,48.3,,60.5,,
2017-12-19T06:56:13.324Z,55,,48.3,,60.6,,
2017-12-19T06:56:23.323Z,55,,48.3,,60.7,,
2017-12-19T06:56:33.326Z,55,,48.4,,60.9,,
2017-12-19T06:56:43.352Z,55,,48.4,,61,,
2017-12-19T06:56:53.324Z,55,,48.4,,,,
2017-12-19T06:57:08.411Z,55,,48.4,,61.1,,
2017-12-19T06:57:13.334Z,55,,48.5,,,,
2017-12-19T06:57:23.324Z,55,,48.5,,61.2,,
2017-12-19T06:57:33.377Z,55,,48.6,,,,
2017-12-19T06:57:43.327Z,55,,48.6,,61.4,,
2017-12-19T06:57:53.323Z,55,,48.6,,,,
2017-12-19T06:58:03.329Z,55,,48.7,,61.5,,
2017-12-19T06:58:13.323Z,55,,48.7,,61.6,,
2017-12-19T06:58:23.323Z,55,,48.7,,,,
2017-12-19T06:58:33.329Z,55,,48.9,,61.7,,
2017-12-19T06:58:43.323Z,55,,48.9,,61.9,,
2017-12-19T06:58:53.323Z,55,,48.9,,62,,
2017-12-19T06:59:03.323Z,55,,49,,,,
2017-12-19T06:59:13.343Z,55,,49,,,,
2017-12-19T06:59:23.365Z,55,,49,,62.1,,
2017-12-19T06:59:33.325Z,55,,49.1,,,,
2017-12-19T06:59:43.347Z,55,,49.1,,62.2,,
2017-12-19T06:59:53.324Z,55,,49.1,,62.4,,
2017-12-19T07:00:03.328Z,55,,49.2,,,,
2017-12-19T07:00:13.323Z,55,,49.2,,62.5,,
2017-12-19T07:00:23.324Z,55,,49.2,,,,
2017-12-19T07:00:33.323Z,55,,49.2,,62.6,,
2017-12-19T07:00:43.326Z,55,,49.3,,62.7,,
2017-12-19T07:00:53.326Z,55,,49.3,,,,
2017-12-19T07:01:03.323Z,55,,49.3,,,,
2017-12-19T07:01:13.324Z,55,,49.4,,62.9,,
2017-12-19T07:01:23.338Z,55,,49.4,,63,,
2017-12-19T07:01:33.382Z,55,,49.4,,,,
2017-12-19T07:01:43.361Z,55,,49.5,,63.1,,
2017-12-19T07:01:53.325Z,55,,49.5,,,,
2017-12-19T07:02:03.333Z,55,,49.5,,63.2,,
2017-12-19T07:02:13.354Z,55,,49.7,,63.4,,
2017-12-19T07:02:23.324Z,55,,49.7,,,,
2017-12-19T07:02:33.324Z,55,,49.7,,63.5,,
2017-12-19T07:02:43.323Z,55,,49.8,,,,
2017-12-19T07:02:53.329Z,55,,49.8,,63.6,,
2017-12-19T07:03:03.323Z,55,,49.9,,,,
2017-12-19T07:03:13.323Z,55,,49.9,,,,
2017-12-19T07:03:23.323Z,55,,49.9,,63.7,,
2017-12-19T07:03:33.323Z,55,,50,,63.9,,
2017-12-19T07:03:43.324Z,55,,50,,64.1,,
2017-12-19T07:03:53.324Z,55,0,50,2,63.9,0,
2017-12-19T07:04:03.324Z,55,,50,,61.8,,
2017-12-19T07:04:14.318Z,55,,50.1,,60.7,,
2017-12-19T07:04:23.324Z,55,,50.1,,60.6,,
2017-12-19T07:05:18.314Z,55,,50.2,,60.1,,
2017-12-19T07:05:18.316Z,55,,50.2,,60.2,,
2017-12-19T07:05:18.330Z,55,,50.3,,59.9,,
2017-12-19T07:05:23.363Z,55,,50.3,,59.5,,
2017-12-19T07:05:33.324Z,55,,50.3,,59.2,,
2017-12-19T07:05:43.330Z,55,,50.2,,58.9,,
2017-12-19T07:05:53.324Z,55,,50.2,,58.7,,
2017-12-19T07:06:03.329Z,55,,50.2,,58.5,,
2017-12-19T07:06:13.324Z,55,,50.1,,58.2,,
2017-12-19T07:06:23.323Z,55,,50.1,,57.8,,
2017-12-19T07:06:33.329Z,55,,50,,,,
2017-12-19T07:06:43.323Z,55,,50,,57.4,,
2017-12-19T07:06:53.325Z,55,,49.9,,,,
2017-12-19T07:07:04.335Z,55,,49.8,,,,
2017-12-19T07:07:13.332Z,55,,49.8,,57.6,,
2017-12-19T07:07:23.325Z,55,,49.7,,57.7,,
2017-12-19T07:07:33.325Z,55,,49.5,,58,,
2017-12-19T07:07:43.324Z,55,,49.5,,,,
2017-12-19T07:07:53.353Z,55,,49.4,,58.1,,
2017-12-19T07:08:03.324Z,55,,49.3,,58.2,,
2017-12-19T07:08:13.324Z,55,,49.3,,,,
2017-12-19T07:08:23.325Z,55,,49.2,,58.3,,
2017-12-19T07:08:33.331Z,55,,49.1,,58.4,,
2017-12-19T07:08:43.328Z,55,,49.1,,,,
2017-12-19T07:08:53.325Z,55,,49,,58.5,,
2017-12-19T07:09:03.360Z,55,,48.9,,,,
2017-12-19T07:09:13.356Z,55,,48.9,,58.6,,
2017-12-19T07:09:23.341Z,55,,48.7,,,,
2017-12-19T07:09:33.386Z,55,,48.6,,58.7,,
2017-12-19T07:09:43.395Z,55,,48.6,,,,
2017-12-19T07:09:58.384Z,55,,48.5,,58.9,,
2017-12-19T07:10:03.383Z,55,,48.4,,,,
2017-12-19T07:10:13.326Z,55,,48.4,,59,,
2017-12-19T07:10:23.343Z,55,0,48.3,2,,,
2017-12-19T07:10:33.343Z,55,,48.2,,63.6,79,
2017-12-19T07:10:43.331Z,55,,48.2,,68.3,46,
2017-12-19T07:10:53.374Z,55,,48.1,,67.8,29,
2017-12-19T07:11:03.325Z,55,,48,,62.8,,
2017-12-19T07:11:13.340Z,55,,48,,60.7,,
2017-12-19T07:11:32.589Z,55,,47.8,,58.9,,
2017-12-19T07:11:33.325Z,55,,47.7,,58.6,,
2017-12-19T07:11:43.325Z,55,,47.7,,58,,
2017-12-19T07:11:53.327Z,55,,47.7,,59,,
2017-12-19T07:12:03.441Z,55,,47.6,,59.2,,
2017-12-19T07:12:13.325Z,55,,47.6,,,,
2017-12-19T07:12:23.333Z,55,,47.6,,,,
2017-12-19T07:12:33.325Z,55,,47.6,,59.3,,
2017-12-19T07:12:48.347Z,55,,47.7,,59.5,,
2017-12-19T07:12:53.329Z,55,,47.7,,59.7,,
2017-12-19T07:13:03.327Z,55,,47.7,,59.8,,
2017-12-19T07:13:13.329Z,55,,47.7,,,,
2017-12-19T07:13:23.324Z,55,,47.7,,60,,
2017-12-19T07:13:33.485Z,55,,47.8,,,,
2017-12-19T07:13:43.325Z,55,,47.8,,60.2,,
2017-12-19T07:13:53.346Z,55,,47.8,,60.4,,
2017-12-19T07:14:03.327Z,55,,48,,60.5,,
2017-12-19T07:14:13.335Z,55,,48,,60.6,,
2017-12-19T07:14:23.347Z,55,,48.1,,61,,
2017-12-19T07:14:33.327Z,55,,48.1,,,,
2017-12-19T07:14:43.351Z,55,,48.1,,61.1,,
2017-12-19T07:14:53.336Z,55,,48.2,,61.2,,
2017-12-19T07:15:03.326Z,55,,48.2,,61.4,,
2017-12-19T07:15:13.331Z,55,,48.2,,61.5,,
2017-12-19T07:15:23.329Z,55,,48.3,,61.6,,
2017-12-19T07:15:39.348Z,55,,48.3,,61.7,,
2017-12-19T07:15:43.330Z,55,,48.4,,62,,
2017-12-19T07:15:53.329Z,55,,48.4,,,,
2017-12-19T07:16:03.405Z,55,,48.5,,62.1,,
2017-12-19T07:16:13.325Z,55,,48.5,,62.4,,
2017-12-19T07:16:23.340Z,55,,48.5,,,,
2017-12-19T07:16:33.343Z,55,,48.6,,62.5,,
2017-12-19T07:16:43.342Z,55,,48.6,,62.6,,
2017-12-19T07:16:53.390Z,55,,48.7,,62.7,,
2017-12-19T07:17:03.352Z,55,,48.7,,62.9,,
2017-12-19T07:17:13.327Z,55,,48.9,,63,,
2017-12-19T07:17:23.335Z,55,,48.9,,,,
2017-12-19T07:17:33.340Z,55,,49,,63.1,,
2017-12-19T07:17:43.331Z,55,,49,,63.2,,
2017-12-19T07:17:53.325Z,55,,49.1,,,,
2017-12-19T07:18:03.331Z,55,,49.2,,63.4,,
2017-12-19T07:18:13.360Z,55,,49.2,,63.5,,
2017-12-19T07:18:23.335Z,55,,49.3,,,,
2017-12-19T07:18:33.332Z,55,,49.3,,63.6,,
2017-12-19T07:18:43.375Z,55,,49.4,,63.7,,
2017-12-19T07:18:53.344Z,55,,49.4,,63.9,,
2017-12-19T07:19:03.380Z,55,,49.5,,64,,
2017-12-19T07:19:13.349Z,55,,49.5,,,,
2017-12-19T07:19:23.387Z,55,,49.7,,64.1,,
2017-12-19T07:19:33.326Z,55,,49.7,,64.2,,
2017-12-19T07:19:43.332Z,55,,49.8,,,,
2017-12-19T07:19:53.411Z,55,,49.9,,64.4,,
2017-12-19T07:20:03.391Z,55,,49.9,,64.5,,
2017-12-19T07:20:13.325Z,55,,49.9,,,,
2017-12-19T07:20:23.326Z,55,,50,,64.7,,
2017-12-19T07:20:33.337Z,55,,50,,,,
2017-12-19T07:20:43.384Z,55,,50,,64.9,,
2017-12-19T07:20:53.325Z,55,,50.1,,65,,
2017-12-19T07:21:03.331Z,55,,50.1,,,,
2017-12-19T07:21:13.363Z,55,,50.2,,65.1,,
2017-12-19T07:21:23.327Z,55,,50.2,,65.3,,
2017-12-19T07:21:33.326Z,55,,50.3,,,,
2017-12-19T07:21:43.327Z,55,,50.3,,65.4,,
2017-12-19T07:21:53.325Z,55,,50.4,,65.5,,
2017-12-19T07:22:03.334Z,55,,50.4,,,,
2017-12-19T07:22:13.344Z,55,,50.6,,65.6,,
2017-12-19T07:22:23.326Z,55,,50.6,,,,
2017-12-19T07:22:33.332Z,55,,50.7,,65.8,,
2017-12-19T07:22:44.327Z,55,,50.8,,,,
2017-12-19T07:22:53.343Z,55,,50.8,,65.9,,
2017-12-19T07:23:03.326Z,55,,50.9,,66,,
2017-12-19T07:23:13.326Z,55,,50.9,,,,
2017-12-19T07:23:23.326Z,55,,50.9,,66.3,,
2017-12-19T07:23:33.642Z,55,0,51,2,65.9,0,
2017-12-19T07:23:43.351Z,55,,51,,64.8,,
2017-12-19T07:23:53.360Z,55,,51.1,,62.9,,
2017-12-19T07:24:03.404Z,55,,51.1,,,,
2017-12-19T07:24:13.347Z,55,,51.2,,62.4,,
2017-12-19T07:24:23.357Z,55,,51.2,,62.3,,
2017-12-19T07:24:33.331Z,55,,51.3,,62.4,,
2017-12-19T07:24:43.326Z,55,,51.3,,62.6,,
2017-12-19T07:24:53.327Z,55,,51.3,,61.9,,
2017-12-19T07:25:03.326Z,55,,51.3,,61.7,,
2017-12-19T07:25:13.332Z,55,,51.3,,61.4,,
2017-12-19T07:25:23.326Z,55,,51.3,,60.9,,
2017-12-19T07:25:38.346Z,55,,51.3,,,,
2017-12-19T07:25:43.326Z,55,,51.3,,60.7,,
2017-12-19T07:25:53.329Z,55,,51.2,,60.3,,
2017-12-19T07:26:03.349Z,55,,51.2,,60.1,,
2017-12-19T07:26:13.329Z,55,,51.1,,59.9,,
2017-12-19T07:26:23.352Z,55,,51.1,,59.5,,
2017-12-19T07:26:33.329Z,55,,51,,,,
2017-12-19T07:26:43.327Z,55,,51,,,,
2017-12-19T07:26:53.328Z,55,,50.9,,59.8,,
2017-12-19T07:27:03.328Z,55,,50.8,,59.9,,
2017-12-19T07:27:13.326Z,55,,50.8,,60,,
2017-12-19T07:27:23.326Z,55,,50.7,,60.1,,
2017-12-19T07:27:33.328Z,55,,50.6,,,,
2017-12-19T07:27:43.327Z,55,,50.6,,60.2,,
2017-12-19T07:27:53.332Z,55,,50.4,,60.3,,
2017-12-19T07:28:03.326Z,55,,50.4,,,,
2017-12-19T07:28:13.327Z,55,,50.3,,60.5,,
2017-12-19T07:28:28.354Z,55,,50.2,,60.6,,
2017-12-19T07:28:33.333Z,55,,50.2,,,,
2017-12-19T07:28:43.338Z,55,,50.1,,,,
2017-12-19T07:28:53.328Z,55,,50.1,,60.7,,
2017-12-19T07:29:03.331Z,55,,50,,,,
2017-12-19T07:29:13.327Z,55,,50,,60.8,,
2017-12-19T07:29:23.326Z,55,,49.9,,,,
2017-12-19T07:29:33.363Z,55,,49.9,,,,
2017-12-19T07:29:43.327Z,55,,49.8,,60.9,,
2017-12-19T07:29:53.948Z,55,,49.7,,,,
2017-12-19T07:30:03.327Z,55,,49.7,,61,,
2017-12-19T07:30:13.350Z,55,,49.5,,,,
2017-12-19T07:30:23.334Z,55,,49.5,,,,
2017-12-19T07:30:33.330Z,55,,49.4,,,,
2017-12-19T07:30:43.331Z,55,,49.3,,61.2,,
2017-12-19T07:30:53.370Z,55,,49.3,,,,
2017-12-19T07:31:03.327Z,55,,49.2,,,,
2017-12-19T07:31:19.105Z,55,,49.1,,,,
2017-12-19T07:31:23.332Z,55,,49.1,,,,
2017-12-19T07:31:33.328Z,55,,49,,,,
2017-12-19T07:31:43.346Z,55,,49,,,,
2017-12-19T07:31:53.334Z,55,,48.9,,,,
2017-12-19T07:32:03.372Z,55,,48.9,,,,
2017-12-19T07:32:13.334Z,55,,48.7,,61.3,,
2017-12-19T07:32:23.327Z,55,,48.6,,61.2,,
2017-12-19T07:32:33.327Z,55,,48.6,,,,
2017-12-19T07:32:43.454Z,55,,48.5,,61.3,,
2017-12-19T07:32:53.330Z,55,,48.5,,,,
2017-12-19T07:33:03.360Z,55,,48.4,,,,
2017-12-19T07:33:13.333Z,55,,48.3,,61.2,,
2017-12-19T07:33:23.369Z,55,,48.2,,61.3,,
2017-12-19T07:33:33.346Z,55,,48.2,,,,
2017-12-19T07:33:43.385Z,55,,48.1,,,,
2017-12-19T07:33:53.328Z,55,,48.1,,61.2,,
2017-12-19T07:34:03.354Z,55,,48,,,,
2017-12-19T07:34:13.344Z,55,,47.8,,,,
2017-12-19T07:34:23.357Z,55,,47.8,,,,
2017-12-19T07:34:33.332Z,55,,47.7,,,,
2017-12-19T07:34:43.355Z,55,,47.7,,,,
2017-12-19T07:34:53.337Z,55,,47.6,,,,
2017-12-19T07:35:03.336Z,55,,47.6,,,,
2017-12-19T07:35:37.166Z,55,0,47.4,2,68.1,61,
2017-12-19T07:35:37.174Z,55,,47.4,,68.7,29,
2017-12-19T07:35:43.346Z,55,,47.3,,63.6,,
2017-12-19T07:35:53.336Z,55,,47.3,,58.7,,
2017-12-19T07:36:03.331Z,55,,47.2,,56.8,,
2017-12-19T07:36:13.330Z,55,,47,,56.5,,
2017-12-19T07:36:23.334Z,55,,47,,56,,
2017-12-19T07:36:33.335Z,55,,47,,57,,
2017-12-19T07:36:43.329Z,55,,47,,57.2,,
2017-12-19T07:36:53.328Z,55,,47,,56.9,,
2017-12-19T07:37:03.349Z,55,,46.9,,,,
2017-12-19T07:37:13.333Z,55,,46.9,,57,,
2017-12-19T07:37:23.363Z,55,,46.9,,,,
2017-12-19T07:37:33.343Z,55,,46.9,,57.2,,
2017-12-19T07:37:43.356Z,55,,46.9,,57.4,,
2017-12-19T07:37:53.337Z,55,,46.9,,57.6,,
2017-12-19T07:38:03.341Z,55,,47,,57.7,,
2017-12-19T07:38:13.334Z,55,,46.9,,57.8,,
2017-12-19T07:38:24.320Z,55,,46.9,,58,,
2017-12-19T07:38:33.329Z,55,,46.9,,58.1,,
2017-12-19T07:38:43.332Z,55,,46.9,,58.4,,
2017-12-19T07:38:53.360Z,55,,47,,58.5,,
2017-12-19T07:39:03.335Z,55,,47,,58.7,,
2017-12-19T07:39:13.332Z,55,,47,,59,,
2017-12-19T07:39:23.329Z,55,,47,,,,
2017-12-19T07:39:33.354Z,55,,47,,59.2,,
2017-12-19T07:39:43.328Z,55,,47,,59.3,,
2017-12-19T07:39:53.332Z,55,,47.2,,59.5,,
2017-12-19T07:40:03.328Z,55,,47.2,,,,
2017-12-19T07:40:13.328Z,55,,47.2,,59.8,,
2017-12-19T07:40:23.328Z,55,,47.3,,60,,
2017-12-19T07:40:33.331Z,55,,47.3,,,,
2017-12-19T07:40:43.329Z,55,,47.4,,60.1,,
2017-12-19T07:40:53.331Z,55,,47.4,,60.2,,
2017-12-19T07:41:03.351Z,55,,47.4,,60.4,,
2017-12-19T07:41:14.347Z,55,,47.5,,60.5,,
2017-12-19T07:41:23.332Z,55,,47.5,,60.6,,
2017-12-19T07:41:33.331Z,55,,47.6,,60.9,,
2017-12-19T07:41:43.329Z,55,,47.6,,61,,
2017-12-19T07:41:53.329Z,55,,47.7,,,,
2017-12-19T07:42:03.330Z,55,,47.7,,61.2,,
