Time,HwTOutlet,HwTSet,PrimT,ActPow,HwActive,PrimTSet,ChActive
2018-01-26T03:42:49.777Z,40.1,55,51.8,,,,
2018-01-26T03:42:59.778Z,40.1,55,52,,,,
2018-01-26T03:43:09.777Z,40.2,55,52.2,,,,
2018-01-26T03:43:19.779Z,40.2,55,52.3,,,,
2018-01-26T03:43:29.778Z,40.3,55,52.5,,,,
2018-01-26T03:43:40.878Z,40.3,55,52.6,,,,
2018-01-26T03:43:49.777Z,40.5,55,52.7,,,,
2018-01-26T03:43:59.777Z,40.5,55,53,,,,
2018-01-26T03:44:09.778Z,40.6,55,53.1,,,,
2018-01-26T03:44:19.778Z,40.6,55,53.2,,,,
2018-01-26T03:44:29.777Z,40.7,55,53.3,,,,
2018-01-26T03:44:39.858Z,40.7,55,53.4,,,,
2018-01-26T03:44:49.778Z,40.8,55,53.6,,,,
2018-01-26T03:44:59.778Z,40.9,55,53.7,,,,
2018-01-26T03:45:09.780Z,40.9,55,53.9,,,,
2018-01-26T03:45:20.309Z,41,55,54,,,,
2018-01-26T03:45:30.317Z,41,55,54.2,,,,
2018-01-26T03:45:39.857Z,41.1,55,,,,,
2018-01-26T03:45:49.778Z,41.2,55,54.4,,,,
2018-01-26T03:45:59.779Z,41.2,55,54.5,,,,
2018-01-26T03:46:09.778Z,41.4,55,54.7,,,,
2018-01-26T03:46:19.779Z,41.4,55,54.8,,,,
2018-01-26T03:46:29.847Z,41.5,55,54.9,,,,
2018-01-26T03:46:39.858Z,41.6,55,55,,,,
2018-01-26T03:46:49.778Z,41.6,55,55.1,,,,
2018-01-26T03:46:59.778Z,41.7,55,55.4,0,0,,2
2018-01-26T03:47:09.780Z,41.7,55,54.8,,,,
2018-01-26T03:47:19.778Z,41.8,55,52.9,,,,
2018-01-26T03:47:29.780Z,41.9,55,51.8,,,,
2018-01-26T03:47:39.868Z,41.9,55,51.6,,,,
2018-01-26T03:47:49.778Z,42,55,51.5,,,,
2018-01-26T03:48:00.778Z,42,55,51.8,,,,
2018-01-26T03:48:09.777Z,42.2,55,52.1,,,,
2018-01-26T03:48:19.779Z,42.2,55,51.9,,,,
2018-01-26T03:48:29.778Z,42.3,55,51.7,,,,
2018-01-26T03:48:39.858Z,42.3,55,51.3,,,,
2018-01-26T03:48:49.780Z,42.3,55,51.1,,,,
2018-01-26T03:48:59.778Z,42.3,55,50.9,,,,
2018-01-26T03:49:09.777Z,42.4,55,50.6,,,,
2018-01-26T03:49:19.779Z,42.4,55,50.4,,,,
2018-01-26T03:49:29.778Z,42.3,55,50.2,,,,
2018-01-26T03:49:39.868Z,42.4,55,50.1,,,,
2018-01-26T03:49:49.778Z,42.3,55,49.9,,,,
2018-01-26T03:49:59.778Z,42.3,55,49.7,,,,
2018-01-26T03:50:09.780Z,42.3,55,49.8,,,,
2018-01-26T03:50:19.779Z,42.3,55,49.9,,,,
2018-01-26T03:50:29.778Z,42.2,55,50,,,,
2018-01-26T03:50:39.869Z,42.2,55,50.2,,,,
2018-01-26T03:50:50.772Z,42.2,55,50.3,,,,
2018-01-26T03:50:59.778Z,42,55,,,,,
2018-01-26T03:51:09.778Z,42,55,50.4,,,,
2018-01-26T03:51:19.778Z,41.9,55,50.6,,,,
2018-01-26T03:51:29.778Z,41.9,55,50.7,,,,
2018-01-26T03:51:39.879Z,41.9,55,50.8,,,,
2018-01-26T03:51:49.778Z,41.8,55,,,,,
2018-01-26T03:51:59.779Z,41.8,55,50.9,,,,
2018-01-26T03:52:09.779Z,41.7,55,51,,,,
2018-01-26T03:52:19.778Z,41.7,55,,,,,
2018-01-26T03:52:29.778Z,41.7,55,51.1,,,,
2018-01-26T03:52:39.868Z,41.6,55,,,,,
2018-01-26T03:52:49.780Z,41.6,55,51.2,,,,
2018-01-26T03:52:59.779Z,41.5,55,,,,,
2018-01-26T03:53:09.778Z,41.5,55,51.3,,,,
2018-01-26T03:53:19.779Z,41.4,55,,,,,
2018-01-26T03:53:29.779Z,41.4,55,51.4,,,,
2018-01-26T03:53:39.859Z,41.4,55,,,,,
2018-01-26T03:53:49.786Z,41.2,55,,,,,
2018-01-26T03:53:59.780Z,41.2,55,51.6,,,,
2018-01-26T03:54:09.778Z,41.1,55,,,,,
2018-01-26T03:54:19.779Z,41.1,55,,,,,
2018-01-26T03:54:29.778Z,41,55,51.7,,,,
2018-01-26T03:54:39.861Z,41,55,,,,,
2018-01-26T03:54:49.779Z,40.9,55,,,,,
2018-01-26T03:54:59.778Z,40.9,55,,,,,
2018-01-26T03:55:09.779Z,40.9,55,,,,,
2018-01-26T03:55:19.779Z,40.8,55,51.8,,,,
2018-01-26T03:55:29.779Z,40.8,55,,,,,
2018-01-26T03:55:39.871Z,40.7,55,,,,,
2018-01-26T03:55:49.779Z,40.7,55,,,,,
2018-01-26T03:55:59.779Z,40.6,55,,,,,
2018-01-26T03:56:09.779Z,40.6,55,,,,,
2018-01-26T03:56:19.779Z,40.5,55,,,,,
2018-01-26T03:56:29.780Z,40.5,55,,,,,
2018-01-26T03:56:39.859Z,40.5,55,,,,,
2018-01-26T03:56:49.779Z,40.3,55,51.9,,0,,2
2018-01-26T03:56:59.779Z,40.3,55,56.2,80,,,
2018-01-26T03:57:09.780Z,40.2,55,60.2,45,,,
2018-01-26T03:57:19.780Z,40.2,55,58.5,29,,,
2018-01-26T03:57:29.779Z,40.1,55,53.7,,,,
2018-01-26T03:57:39.869Z,40.1,55,50.8,,,,
2018-01-26T03:57:49.781Z,40.1,55,49.8,,,,
2018-01-26T03:57:59.780Z,40,55,48.8,,,,
2018-01-26T03:58:09.779Z,40,55,49.1,,,,
2018-01-26T03:58:19.779Z,40,55,50.1,,,,
2018-01-26T03:58:29.780Z,40,55,50.7,,,,
2018-01-26T03:58:39.859Z,39.9,55,50.8,,,,
2018-01-26T03:58:49.780Z,39.9,55,50.7,,,,
2018-01-26T03:58:59.780Z,39.9,55,,,,,
2018-01-26T03:59:09.779Z,39.9,55,50.9,,,,
2018-01-26T03:59:19.865Z,40,55,51,,,,
2018-01-26T03:59:29.779Z,40,55,51.2,,,,
2018-01-26T03:59:39.860Z,40,55,51.4,,,,
2018-01-26T03:59:49.779Z,40,55,51.6,,,,
2018-01-26T03:59:59.780Z,40,55,51.7,,,,
2018-01-26T04:00:09.779Z,40.1,55,51.8,,,,
2018-01-26T04:00:19.780Z,40.1,55,52,,,,
2018-01-26T04:00:29.877Z,40.2,55,52.2,,,,
2018-01-26T04:00:39.830Z,40.2,55,52.3,,,,
2018-01-26T04:00:49.780Z,40.2,55,52.4,,,,
2018-01-26T04:00:59.780Z,40.3,55,52.6,,,,
2018-01-26T04:01:09.782Z,40.3,55,52.7,,,,
2018-01-26T04:01:19.780Z,40.5,55,53,,,,
2018-01-26T04:01:29.780Z,40.5,55,53.1,,,,
2018-01-26T04:01:39.862Z,40.6,55,53.2,,,,
2018-01-26T04:01:49.781Z,40.6,55,53.3,,,,
2018-01-26T04:01:59.779Z,40.7,55,53.4,,,,
2018-01-26T04:02:16.214Z,40.8,55,53.6,,,,
2018-01-26T04:02:19.780Z,40.8,55,53.7,,,,
2018-01-26T04:02:29.780Z,40.9,55,54.1,0,0,,2
2018-01-26T04:02:39.875Z,40.9,55,53.7,,,,
2018-01-26T04:02:49.780Z,41,55,51.9,,,,
2018-01-26T04:02:59.781Z,41,55,50.9,,,,
2018-01-26T04:03:09.780Z,41.1,55,50.4,,,,
2018-01-26T04:03:19.780Z,41.1,55,50.2,,,,
2018-01-26T04:03:29.780Z,41.2,55,50.4,,,,
2018-01-26T04:03:40.142Z,41.4,55,50.9,,,,
2018-01-26T04:03:49.781Z,41.4,55,50.7,,,,
2018-01-26T04:03:59.782Z,41.4,55,50.4,,,,
2018-01-26T04:04:09.781Z,41.5,55,50.1,0,0,75,2
2018-01-26T04:04:19.781Z,41.5,55,49.9,,,,
2018-01-26T04:04:29.781Z,41.5,55,49.5,,,,
2018-01-26T04:04:39.861Z,41.5,55,53.3,80,0,,2
2018-01-26T04:04:49.781Z,41.6,55,60.4,47,,,
2018-01-26T04:04:59.783Z,41.5,55,61.9,29,,,
2018-01-26T04:05:09.780Z,41.5,55,58.8,,,,
2018-01-26T04:05:19.782Z,41.5,55,56.8,,,,
2018-01-26T04:05:29.781Z,41.5,55,54.7,,,,
2018-01-26T04:05:39.876Z,41.5,55,53.7,,,,
2018-01-26T04:05:49.781Z,41.5,55,53.2,,,,
2018-01-26T04:05:59.780Z,41.5,55,53.9,,,,
2018-01-26T04:06:09.781Z,41.5,55,54.3,,,,
2018-01-26T04:06:19.783Z,41.5,55,54.7,,,,
2018-01-26T04:06:29.780Z,41.6,55,,,,,
2018-01-26T04:06:39.877Z,41.6,55,,,,,
2018-01-26T04:06:49.780Z,41.7,55,54.8,,,,
2018-01-26T04:06:59.780Z,41.7,55,55,,,,
2018-01-26T04:07:09.781Z,41.7,55,55.1,,,,
2018-01-26T04:07:19.781Z,41.8,55,55.2,,,,
2018-01-26T04:07:29.781Z,41.8,55,55.3,,,,
2018-01-26T04:07:39.860Z,41.9,55,55.5,,,,
2018-01-26T04:07:49.782Z,41.9,55,55.6,,,,
2018-01-26T04:07:59.780Z,42,55,55.7,,,,
2018-01-26T04:08:09.781Z,42.2,55,55.8,,,,
2018-01-26T04:08:19.782Z,42.2,55,,,,,
2018-01-26T04:08:29.781Z,42.3,55,56,,,,
2018-01-26T04:08:39.860Z,42.4,55,56.4,0,0,,2
2018-01-26T04:08:49.780Z,42.4,55,55.7,,,,
2018-01-26T04:08:59.780Z,42.5,55,53.9,,,,
2018-01-26T04:09:09.780Z,42.5,55,52.9,,,,
2018-01-26T04:09:20.781Z,42.6,55,52.5,,,,
2018-01-26T04:09:29.780Z,42.7,55,52.3,,,,
2018-01-26T04:09:39.860Z,42.7,55,52.6,,,,
2018-01-26T04:09:49.781Z,42.8,55,53,,,,
2018-01-26T04:09:59.782Z,42.8,55,52.8,,,,
2018-01-26T04:10:09.780Z,43,55,52.6,,,,
2018-01-26T04:10:19.781Z,43,55,52.2,,,,
2018-01-26T04:10:29.781Z,43,55,51.9,,,,
2018-01-26T04:10:39.862Z,43,55,51.8,,,,
2018-01-26T04:10:49.782Z,43,55,51.6,,,,
2018-01-26T04:10:59.782Z,43,55,51.3,,,,
2018-01-26T04:11:09.782Z,43,55,51.2,,,,
2018-01-26T04:11:19.781Z,43,55,51,79,0,,2
2018-01-26T04:11:29.810Z,43,55,55.9,79,,,
2018-01-26T04:11:39.860Z,43,55,63.2,34,,,
2018-01-26T04:11:49.781Z,42.8,55,62.8,29,,,
2018-01-26T04:11:59.781Z,42.8,55,59.6,,,,
2018-01-26T04:12:09.781Z,42.8,55,57.4,,,,
2018-01-26T04:12:19.781Z,42.7,55,55.8,,,,
2018-01-26T04:12:29.781Z,42.7,55,54.8,,,,
2018-01-26T04:12:39.861Z,42.7,55,55.1,,,,
2018-01-26T04:12:49.781Z,42.7,55,55.7,,,,
2018-01-26T04:12:59.782Z,42.7,55,56,,,,
2018-01-26T04:13:09.781Z,42.7,55,55.9,0,0,,2
2018-01-26T04:13:19.781Z,42.7,55,54.7,,,,
2018-01-26T04:13:29.781Z,42.8,55,53.5,,,,
2018-01-26T04:13:39.865Z,42.8,55,52.7,,,,
2018-01-26T04:13:49.781Z,42.8,55,52.4,,,,
2018-01-26T04:13:59.782Z,43,55,52.7,,,,
2018-01-26T04:14:09.780Z,43,55,53.1,,,,
2018-01-26T04:14:19.782Z,43,55,52.9,,,,
2018-01-26T04:14:29.783Z,43.1,55,52.7,,,,
2018-01-26T04:14:39.862Z,43.1,55,52.3,,,,
2018-01-26T04:14:49.781Z,43.1,55,51.9,,,,
2018-01-26T04:15:04.802Z,43.1,55,51.8,,,,
2018-01-26T04:15:09.782Z,43.1,55,51.4,,,,
2018-01-26T04:15:19.782Z,43.1,55,51.2,,,,
2018-01-26T04:15:29.781Z,43.1,55,51.1,,,,
2018-01-26T04:15:39.861Z,43.1,55,50.9,,,,
2018-01-26T04:15:49.782Z,43.1,55,50.8,,,,
2018-01-26T04:15:59.782Z,43.1,55,50.7,,,,
2018-01-26T04:16:09.781Z,43,55,50.4,,,,
2018-01-26T04:16:19.782Z,43,55,50.6,,,,
2018-01-26T04:16:29.782Z,43,55,50.8,,,,
2018-01-26T04:16:39.881Z,42.8,55,50.9,,,,
2018-01-26T04:16:49.782Z,42.8,55,51,,,,
2018-01-26T04:16:59.781Z,42.8,55,,,,,
2018-01-26T04:17:09.782Z,42.7,55,51.1,,,,
2018-01-26T04:17:19.783Z,42.7,55,51.2,,,,
2018-01-26T04:17:29.782Z,42.6,55,51.3,,,,
2018-01-26T04:17:39.861Z,42.6,55,,,,,
2018-01-26T04:17:49.785Z,42.6,55,51.4,,,,
2018-01-26T04:17:59.782Z,42.5,55,,,,,
2018-01-26T04:18:09.781Z,42.5,55,51.6,,,,
2018-01-26T04:18:19.781Z,42.4,55,,,,,
2018-01-26T04:18:29.782Z,42.4,55,51.7,,,,
2018-01-26T04:18:39.862Z,42.3,55,,,,,
2018-01-26T04:18:49.783Z,42.3,55,51.8,,,,
2018-01-26T04:18:59.783Z,42.3,55,,,,,
2018-01-26T04:19:09.782Z,42.2,55,,,,,
2018-01-26T04:19:19.782Z,42.2,55,51.9,,,,
2018-01-26T04:19:29.782Z,42,55,,,,,
2018-01-26T04:19:39.883Z,42,55,,,,,
2018-01-26T04:19:49.782Z,41.9,55,52,,,,
2018-01-26T04:19:59.782Z,41.9,55,,,,,
2018-01-26T04:20:09.784Z,41.8,55,,,,,
2018-01-26T04:20:19.782Z,41.8,55,52.1,,,,
2018-01-26T04:20:29.783Z,41.7,55,,,,,
2018-01-26T04:20:39.862Z,41.7,55,,,,,
2018-01-26T04:20:49.782Z,41.6,55,,,,,
2018-01-26T04:20:59.782Z,41.6,55,,,,,
2018-01-26T04:21:09.783Z,41.6,55,,,,,
2018-01-26T04:21:19.784Z,41.5,55,52.2,,,,
2018-01-26T04:21:29.783Z,41.5,55,,,,,
2018-01-26T04:21:39.862Z,41.4,55,,,,,
2018-01-26T04:21:49.782Z,41.4,55,,,,,
2018-01-26T04:21:59.782Z,41.2,55,55.3,79,0,,2
2018-01-26T04:22:10.779Z,41.2,55,60.2,54,,,
2018-01-26T04:22:19.783Z,41.1,55,60.7,29,,,
2018-01-26T04:22:29.782Z,41.1,55,56.6,,,,
2018-01-26T04:22:39.862Z,41,55,52.8,,,,
2018-01-26T04:22:49.782Z,41,55,51.5,,,,
2018-01-26T04:22:59.783Z,40.9,55,50.5,,,,
2018-01-26T04:23:09.788Z,40.9,55,50.6,,,,
2018-01-26T04:23:19.783Z,40.9,55,51.5,,,,
2018-01-26T04:23:29.783Z,40.9,55,52,,,,
2018-01-26T04:23:39.862Z,40.9,55,,,,,
2018-01-26T04:23:49.784Z,40.9,55,52.2,,,,
2018-01-26T04:23:59.782Z,40.9,55,,,,,
2018-01-26T04:24:09.782Z,40.9,55,52.3,,,,
2018-01-26T04:24:19.783Z,40.9,55,52.5,,,,
2018-01-26T04:24:29.872Z,40.9,55,52.7,,,,
2018-01-26T04:24:39.873Z,40.9,55,52.8,,,,
2018-01-26T04:24:49.783Z,41,55,53,,,,
2018-01-26T04:25:00.774Z,41,55,53.2,,,,
2018-01-26T04:25:09.788Z,41.1,55,53.3,,,,
2018-01-26T04:25:19.782Z,41.1,55,53.4,,,,
2018-01-26T04:25:29.784Z,41.1,55,53.6,,,,
2018-01-26T04:25:39.864Z,41.2,55,53.7,,,,
2018-01-26T04:25:49.783Z,41.2,55,54,,,,
2018-01-26T04:25:59.784Z,41.4,55,54.1,,,,
2018-01-26T04:26:09.783Z,41.4,55,54.3,,,,
2018-01-26T04:26:19.784Z,41.5,55,54.4,,,,
2018-01-26T04:26:29.785Z,41.5,55,54.7,,,,
2018-01-26T04:26:39.863Z,41.6,55,54.8,,,,
2018-01-26T04:26:49.783Z,41.7,55,55,,,,
2018-01-26T04:26:59.783Z,41.7,55,55.1,,,,
2018-01-26T04:27:09.783Z,41.8,55,55.2,,,,
2018-01-26T04:27:19.783Z,41.8,55,55.5,,,,
2018-01-26T04:27:29.787Z,41.9,55,55.6,,,,
2018-01-26T04:27:39.873Z,41.9,55,55.7,,,,
2018-01-26T04:27:50.777Z,42,55,55.8,,,,
2018-01-26T04:27:59.783Z,42.2,55,55.9,,,,
2018-01-26T04:28:09.783Z,42.2,55,56,,,,
2018-01-26T04:28:19.784Z,42.3,55,56.3,,,,
2018-01-26T04:28:29.788Z,42.3,55,56.4,,,,
2018-01-26T04:28:39.874Z,42.4,55,56.5,,,,
2018-01-26T04:28:49.783Z,42.5,55,56.6,,,,
2018-01-26T04:28:59.783Z,42.6,55,56.9,,,,
2018-01-26T04:29:09.788Z,42.6,55,57,,,,
2018-01-26T04:29:19.823Z,42.7,55,57.1,,,,
2018-01-26T04:29:29.783Z,42.8,55,57.2,,,,
2018-01-26T04:29:39.868Z,42.8,55,57.3,,,,
2018-01-26T04:29:49.785Z,43,55,57.6,0,0,,2
2018-01-26T04:29:59.783Z,43.1,55,56.5,,,,
2018-01-26T04:30:09.783Z,43.2,55,54.9,,,,
2018-01-26T04:30:19.783Z,43.2,55,53.9,,,,
2018-01-26T04:30:29.785Z,43.3,55,53.8,,,,
2018-01-26T04:30:39.905Z,43.4,55,,,,,
2018-01-26T04:30:49.783Z,43.4,55,54.2,,,,
2018-01-26T04:30:59.784Z,43.5,55,,,,,
2018-01-26T04:31:09.788Z,43.6,55,53.9,,,,
2018-01-26T04:31:19.783Z,43.6,55,53.7,,,,
2018-01-26T04:31:29.787Z,43.6,55,53.4,,,,
2018-01-26T04:31:39.863Z,43.7,55,53.1,,,,
2018-01-26T04:31:49.784Z,43.7,55,52.9,,,,
2018-01-26T04:31:59.784Z,43.7,55,52.7,,,,
2018-01-26T04:32:09.785Z,43.7,55,52.4,,,,
2018-01-26T04:32:19.785Z,43.7,55,52.3,,,,
2018-01-26T04:32:29.784Z,43.7,55,52.1,,,,
2018-01-26T04:32:39.864Z,43.6,55,51.9,,,,
2018-01-26T04:32:49.783Z,43.6,55,51.8,,,,
2018-01-26T04:32:59.784Z,43.6,55,51.9,,,,
2018-01-26T04:33:09.788Z,43.5,55,52.1,,,,
2018-01-26T04:33:19.788Z,43.5,55,52.2,,,,
2018-01-26T04:33:34.807Z,43.5,55,52.3,,,,
2018-01-26T04:33:39.863Z,43.4,55,52.4,,,,
2018-01-26T04:33:49.785Z,43.4,55,52.6,,,,
2018-01-26T04:33:59.786Z,43.4,55,52.7,,,,
2018-01-26T04:34:09.784Z,43.3,55,,,,,
2018-01-26T04:34:19.785Z,43.3,55,52.8,,,,
2018-01-26T04:34:29.791Z,43.3,55,52.9,,,,
2018-01-26T04:34:39.864Z,43.2,55,,,,,
2018-01-26T04:34:49.783Z,43.2,55,53,,,,
2018-01-26T04:35:00.145Z,43.1,55,,,,,
2018-01-26T04:35:09.785Z,43.1,55,53.1,,,,
2018-01-26T04:35:19.785Z,43.1,55,,,,,
2018-01-26T04:35:29.784Z,43,55,53.2,,,,
2018-01-26T04:35:39.864Z,43,55,53.3,,,,
2018-01-26T04:35:49.784Z,43,55,,,,,
2018-01-26T04:35:59.784Z,42.8,55,,,,,
2018-01-26T04:36:09.788Z,42.8,55,53.4,,,,
2018-01-26T04:36:19.784Z,42.7,55,,,,,
2018-01-26T04:36:29.784Z,42.7,55,,,,,
2018-01-26T04:36:39.874Z,42.6,55,53.6,,,,
2018-01-26T04:36:49.784Z,42.6,55,,,,,
2018-01-26T04:36:59.784Z,42.6,55,,,,,
2018-01-26T04:37:09.784Z,42.5,55,53.7,,,,
2018-01-26T04:37:19.784Z,42.5,55,,,,,
2018-01-26T04:37:29.784Z,42.4,55,,,,,
2018-01-26T04:37:39.864Z,42.4,55,,,,,
2018-01-26T04:37:50.782Z,42.3,55,,,,,
2018-01-26T04:37:59.784Z,42.3,55,,,,,
2018-01-26T04:38:09.784Z,42.3,55,53.8,,,,
2018-01-26T04:38:19.784Z,42.2,55,,,,,
2018-01-26T04:38:29.784Z,42.2,55,,,,,
2018-01-26T04:38:39.880Z,42,55,,,,,
2018-01-26T04:38:49.785Z,42,55,,,,,
2018-01-26T04:38:59.785Z,41.9,55,,,,,
2018-01-26T04:39:09.784Z,41.9,55,,,,,
2018-01-26T04:39:19.786Z,41.8,55,,,,,
2018-01-26T04:39:29.785Z,41.8,55,,,,,
2018-01-26T04:39:39.865Z,41.8,55,54.1,80,0,,2
2018-01-26T04:39:49.785Z,41.7,55,59.2,71,,,
2018-01-26T04:39:59.785Z,41.7,55,62.3,37,,,
2018-01-26T04:40:09.786Z,41.6,55,58.6,29,,,
2018-01-26T04:40:19.785Z,41.6,55,54.8,,,,
2018-01-26T04:40:29.785Z,41.5,55,52.4,,,,
2018-01-26T04:40:40.866Z,41.5,55,50.9,,,,
2018-01-26T04:40:49.799Z,41.5,55,50.6,,,,
2018-01-26T04:40:59.785Z,41.4,55,51.5,,,,
2018-01-26T04:41:09.785Z,41.4,55,52.2,,,,
2018-01-26T04:41:19.786Z,41.4,55,52.4,,,,
2018-01-26T04:41:29.785Z,41.4,55,,,,,
2018-01-26T04:41:39.876Z,41.4,55,,,,,
2018-01-26T04:41:49.785Z,41.4,55,52.5,,,,
2018-01-26T04:41:59.785Z,41.4,55,52.6,,,,
2018-01-26T04:42:09.785Z,41.5,55,53,,,,
2018-01-26T04:42:19.785Z,41.5,55,53.1,,,,
2018-01-26T04:42:29.785Z,41.5,55,53.2,,,,
2018-01-26T04:42:39.865Z,41.5,55,53.4,,,,
2018-01-26T04:42:49.785Z,41.6,55,53.5,,,,
2018-01-26T04:42:59.786Z,41.6,55,53.6,,,,
2018-01-26T04:43:09.801Z,41.6,55,53.9,,,,
2018-01-26T04:43:19.786Z,41.7,55,54,,,,
2018-01-26T04:43:29.786Z,41.7,55,54.2,,,,
2018-01-26T04:43:39.865Z,41.8,55,54.3,,,,
2018-01-26T04:43:49.786Z,41.8,55,54.4,,,,
2018-01-26T04:43:59.785Z,41.9,55,54.5,,,,
2018-01-26T04:44:09.786Z,41.9,55,54.8,,,,
2018-01-26T04:44:19.787Z,42,55,55,,,,
2018-01-26T04:44:29.786Z,42,55,55.1,,,,
2018-01-26T04:44:39.866Z,42.2,55,55.2,,,,
2018-01-26T04:44:49.786Z,42.2,55,55.3,,,,
2018-01-26T04:44:59.797Z,42.3,55,55.5,,,,
2018-01-26T04:45:09.785Z,42.3,55,55.6,,,,
2018-01-26T04:45:19.785Z,42.4,55,55.7,,,,
2018-01-26T04:45:29.786Z,42.5,55,55.9,,,,
2018-01-26T04:45:39.866Z,42.5,55,56,,,,
2018-01-26T04:45:49.785Z,42.6,55,56.2,,,,
2018-01-26T04:45:59.787Z,42.6,55,56.3,,,,
2018-01-26T04:46:09.786Z,42.7,55,56.4,,,,
2018-01-26T04:46:19.786Z,42.7,55,56.5,,,,
2018-01-26T04:46:29.786Z,42.8,55,56.6,,,,
2018-01-26T04:46:39.865Z,43,55,56.7,,,,
2018-01-26T04:46:49.785Z,43,55,56.9,,,,
2018-01-26T04:46:59.786Z,43.1,55,,,,,
2018-01-26T04:47:09.788Z,43.1,55,57,,,,
2018-01-26T04:47:19.787Z,43.2,55,57.1,,,,
2018-01-26T04:47:29.785Z,43.3,55,57.5,0,0,,2
2018-01-26T04:47:39.865Z,43.3,55,56.7,,,,
2018-01-26T04:47:49.786Z,43.4,55,54.9,,,,
2018-01-26T04:47:59.786Z,43.5,55,53.9,,,,
2018-01-26T04:48:09.785Z,43.5,55,53.4,,,,
2018-01-26T04:48:19.796Z,43.6,55,,,,,
2018-01-26T04:48:29.786Z,43.6,55,53.6,,,,
2018-01-26T04:48:39.867Z,43.7,55,53.9,,,,
2018-01-26T04:48:49.790Z,43.9,55,53.7,,,,
2018-01-26T04:48:59.786Z,43.9,55,53.3,,,,
2018-01-26T04:49:14.806Z,43.9,55,52.9,,,,
2018-01-26T04:49:19.786Z,43.9,55,52.7,,,,
2018-01-26T04:49:29.799Z,43.9,55,52.3,,,,
2018-01-26T04:49:39.867Z,43.9,55,52.1,,,,
2018-01-26T04:49:49.787Z,43.9,55,51.9,,,,
2018-01-26T04:49:59.787Z,43.9,55,51.7,,,,
2018-01-26T04:50:09.787Z,43.9,55,51.4,,,,
2018-01-26T04:50:19.787Z,43.9,55,51.2,,,,
2018-01-26T04:50:29.786Z,43.7,55,51,,,,
2018-01-26T04:50:39.866Z,43.7,55,,,,,
2018-01-26T04:50:49.787Z,43.7,55,51.2,,,,
2018-01-26T04:50:59.786Z,43.6,55,51.3,,,,
2018-01-26T04:51:09.786Z,43.6,55,51.4,,,,
2018-01-26T04:51:19.786Z,43.5,55,51.6,,,,
2018-01-26T04:51:29.796Z,43.5,55,51.7,,,,
2018-01-26T04:51:39.866Z,43.4,55,51.8,,,,
2018-01-26T04:51:49.787Z,43.4,55,51.9,,,,
2018-01-26T04:52:05.003Z,43.4,55,52,,,,
2018-01-26T04:52:09.786Z,43.3,55,,,,,
2018-01-26T04:52:19.787Z,43.2,55,52.1,,,,
2018-01-26T04:52:29.788Z,43.2,55,52.2,,,,
2018-01-26T04:52:39.866Z,43.1,55,,,,,
2018-01-26T04:52:49.787Z,43.1,55,52.3,,,,
2018-01-26T04:52:59.786Z,43.1,55,,,,,
2018-01-26T04:53:09.786Z,43,55,52.4,,,,
2018-01-26T04:53:19.788Z,43,55,,,,,
2018-01-26T04:53:30.786Z,42.8,55,52.6,,,,
2018-01-26T04:53:39.876Z,42.8,55,,,,,
2018-01-26T04:53:49.788Z,42.7,55,52.7,,,,
2018-01-26T04:53:59.786Z,42.7,55,,,,,
2018-01-26T04:54:09.787Z,42.6,55,,,,,
2018-01-26T04:54:19.788Z,42.5,55,52.8,,,,
2018-01-26T04:54:29.787Z,42.5,55,,,,,
2018-01-26T04:54:39.878Z,42.5,55,52.9,,,,
2018-01-26T04:54:49.800Z,42.4,55,,,,,
2018-01-26T04:54:59.786Z,42.3,55,,,,,
2018-01-26T04:55:09.787Z,42.3,55,,,,,
2018-01-26T04:55:19.787Z,42.2,55,53,,,,
2018-01-26T04:55:29.789Z,42.2,55,,,,,
2018-01-26T04:55:39.867Z,42,55,,,,,
2018-01-26T04:55:49.787Z,42,55,,,,,
2018-01-26T04:55:59.787Z,41.9,55,,,,,
2018-01-26T04:56:09.786Z,41.9,55,,,,,
2018-01-26T04:56:20.780Z,41.9,55,,,,,
2018-01-26T04:56:29.787Z,41.8,55,,,,,
2018-01-26T04:56:39.867Z,41.7,55,53.1,,,,
2018-01-26T04:56:49.787Z,41.7,55,,,,,
2018-01-26T04:56:59.787Z,41.7,55,,,,,
2018-01-26T04:57:09.787Z,41.6,55,,,,,
2018-01-26T04:57:19.787Z,41.5,55,,,,,
2018-01-26T04:57:29.788Z,41.5,55,,,,,
2018-01-26T04:57:39.867Z,41.4,55,,,,,
2018-01-26T04:57:49.787Z,41.4,55,,,,,
2018-01-26T04:57:59.788Z,41.4,55,,,,,
2018-01-26T04:58:09.787Z,41.2,55,,,,,
2018-01-26T04:58:19.787Z,41.1,55,,,,,
2018-01-26T04:58:29.787Z,41.1,55,,,,,
2018-01-26T04:58:39.867Z,41.1,55,,,,,
2018-01-26T04:58:49.787Z,41,55,,,,,
2018-01-26T04:58:59.789Z,41,55,,,,,
2018-01-26T04:59:10.785Z,40.9,55,,,,,
2018-01-26T04:59:19.902Z,40.8,55,,,,,
2018-01-26T04:59:29.787Z,40.8,55,,,,,
2018-01-26T04:59:39.878Z,40.8,55,53,,,,
2018-01-26T04:59:49.788Z,40.7,55,55.6,80,0,,2
2018-01-26T04:59:59.787Z,40.7,55,60.1,53,,,
2018-01-26T05:00:09.788Z,40.6,55,59.6,29,,,
