Time,ChActive,PrimT,HwTSet,PrimTSet,HwTOutlet,HwActive,ActPow
2018-01-11T06:44:51.981Z,,,55,,34.2,,
2018-01-11T06:45:01.927Z,,45.2,55,,34.2,,
2018-01-11T06:45:11.926Z,,,55,,34.2,,
2018-01-11T06:45:21.934Z,,,55,,34.1,,
2018-01-11T06:45:31.938Z,,,55,,34.1,,
2018-01-11T06:45:41.925Z,,45.3,55,,34.1,,
2018-01-11T06:45:51.980Z,,,55,,34.1,,
2018-01-11T06:46:01.980Z,,,55,,34,,
2018-01-11T06:46:12.047Z,,,55,,34,,
2018-01-11T06:46:21.995Z,,,55,,34,,
2018-01-11T06:46:31.991Z,,,55,,34,,
2018-01-11T06:46:41.977Z,,45.5,55,,33.8,,
2018-01-11T06:46:52.024Z,,,55,,33.8,,
2018-01-11T06:47:01.954Z,,,55,,33.8,,
2018-01-11T06:47:11.984Z,,,55,,33.8,,
2018-01-11T06:47:22.944Z,,,55,,33.7,,
2018-01-11T06:47:31.928Z,,,55,,33.7,,
2018-01-11T06:47:42.019Z,,,55,,33.7,,
2018-01-11T06:47:51.962Z,,,55,,33.6,,
2018-01-11T06:48:01.949Z,,,55,,33.6,,
2018-01-11T06:48:11.951Z,,,55,,33.6,,
2018-01-11T06:48:21.925Z,,,55,,33.6,,
2018-01-11T06:48:31.943Z,,,55,,33.6,,
2018-01-11T06:48:41.926Z,,,55,,33.5,,
2018-01-11T06:48:51.956Z,,,55,,33.5,,
2018-01-11T06:49:01.941Z,,,55,,33.5,,
2018-01-11T06:49:12.012Z,,,55,,33.5,,
2018-01-11T06:49:21.940Z,,,55,,33.3,,
2018-01-11T06:49:31.937Z,,,55,,33.3,,
2018-01-11T06:49:41.933Z,,,55,,33.3,,
2018-01-11T06:49:51.925Z,,,55,,33.3,,
2018-01-11T06:50:01.953Z,,,55,,33.2,,
2018-01-11T06:50:17.008Z,,,55,,33.2,,
2018-01-11T06:50:21.925Z,,,55,,33.2,,
2018-01-11T06:50:31.925Z,,,55,,33.2,,
2018-01-11T06:50:41.946Z,,,55,,33.1,,
2018-01-11T06:50:51.927Z,,,55,,33.1,,
2018-01-11T06:51:01.929Z,,,55,,33.1,,
2018-01-11T06:51:11.925Z,,,55,,33.1,,
2018-01-11T06:51:21.925Z,,45.3,55,,33,,
2018-01-11T06:51:31.925Z,,,55,,33,,
2018-01-11T06:51:43.144Z,,,55,,33,,
2018-01-11T06:51:51.940Z,,,55,,33,,
2018-01-11T06:52:01.986Z,,,55,,32.8,,
2018-01-11T06:52:11.925Z,,,55,,32.8,,
2018-01-11T06:52:21.947Z,,,55,,32.8,,
2018-01-11T06:52:31.969Z,,,55,,32.7,,
2018-01-11T06:52:41.975Z,,,55,,32.7,,
2018-01-11T06:52:51.926Z,,,55,,32.7,,
2018-01-11T06:53:07.069Z,,,55,,32.6,,
2018-01-11T06:53:11.958Z,,45.2,55,,32.6,,
2018-01-11T06:53:21.933Z,,,55,,32.6,,
2018-01-11T06:53:31.993Z,,,55,,32.6,,
2018-01-11T06:53:42.020Z,,,55,,32.5,,
2018-01-11T06:53:51.926Z,,,55,,32.5,,
2018-01-11T06:54:01.928Z,,,55,,32.5,,
2018-01-11T06:54:11.926Z,,,55,,32.5,,
2018-01-11T06:54:21.931Z,,,55,,32.3,,
2018-01-11T06:54:31.936Z,,,55,,32.3,,
2018-01-11T06:54:41.932Z,,45.1,55,,32.3,,
2018-01-11T06:54:51.928Z,,,55,,32.3,,
2018-01-11T06:55:02.009Z,,,55,,32.2,,
2018-01-11T06:55:11.982Z,,,55,,32.2,,
2018-01-11T06:55:21.933Z,,,55,,32.2,,
2018-01-11T06:55:32.037Z,,,55,,32.1,,
2018-01-11T06:55:41.926Z,,,55,,32.1,,
2018-01-11T06:55:56.946Z,,,55,,32.1,,
2018-01-11T06:56:01.928Z,,45,55,,32.1,,
2018-01-11T06:56:11.927Z,,,55,,32,,
2018-01-11T06:56:21.926Z,,,55,,32,,
2018-01-11T06:56:31.926Z,,,55,,32,,
2018-01-11T06:56:41.926Z,,,55,,32,,
2018-01-11T06:56:51.926Z,,,55,,31.9,,
2018-01-11T06:57:01.934Z,,45,55,,31.9,,
2018-01-11T06:57:11.927Z,,44.9,55,,31.9,,
2018-01-11T06:57:22.158Z,,,55,,31.9,,
2018-01-11T06:57:31.953Z,,,55,,31.9,,
2018-01-11T06:57:41.987Z,,,55,,31.7,,
2018-01-11T06:57:51.977Z,,,55,,31.7,,
2018-01-11T06:58:07.054Z,,,55,,31.7,,
2018-01-11T06:58:11.969Z,,,55,,31.6,,
2018-01-11T06:58:22.008Z,,44.8,55,,31.6,,
2018-01-11T06:58:31.975Z,,,55,,31.6,,
2018-01-11T06:58:42.037Z,,,55,,31.6,,
2018-01-11T06:58:51.967Z,1,47.3,55,,31.5,0,79
2018-01-11T06:59:01.996Z,,51.3,55,,31.5,,62
2018-01-11T06:59:11.975Z,,52.8,55,,31.5,,37
2018-01-11T06:59:21.964Z,,46.8,55,,31.5,,29
2018-01-11T06:59:31.996Z,,42.8,55,,31.4,,
2018-01-11T06:59:41.940Z,,40.9,55,,31.4,,
2018-01-11T06:59:51.978Z,,40.4,55,,31.4,,
2018-01-11T07:00:02.036Z,,40.3,55,,31.4,,
2018-01-11T07:00:13.485Z,,41.5,55,,31.4,,
2018-01-11T07:00:21.945Z,,42.2,55,,31.2,,
2018-01-11T07:00:32.038Z,,42.3,55,,31.2,,
2018-01-11T07:00:41.959Z,,42.2,55,,31.2,,
2018-01-11T07:00:51.948Z,,42.3,55,,31.2,,
2018-01-11T07:01:01.965Z,,42.5,55,,31.2,,
2018-01-11T07:01:11.948Z,,42.7,55,,31.2,,
2018-01-11T07:01:21.953Z,,43,55,,31.2,,
2018-01-11T07:01:32.002Z,,43.1,55,,31.2,,
2018-01-11T07:01:41.984Z,,43.2,55,,31.2,,
2018-01-11T07:01:51.996Z,,43.4,55,,31.4,,
2018-01-11T07:02:02.094Z,,43.6,55,,31.4,,
2018-01-11T07:02:11.935Z,,43.7,55,,31.4,,
2018-01-11T07:02:21.981Z,,44,55,,31.4,,
2018-01-11T07:02:31.964Z,,44.2,55,,31.5,,
2018-01-11T07:02:41.959Z,,44.4,55,,31.5,,
2018-01-11T07:02:51.977Z,,44.5,55,,31.6,,
2018-01-11T07:03:02.978Z,,44.8,55,,31.6,,
2018-01-11T07:03:12.001Z,,45,55,,31.6,,
2018-01-11T07:03:21.963Z,,45.2,55,,31.7,,
2018-01-11T07:03:32.035Z,,45.3,55,,31.9,,
2018-01-11T07:03:41.962Z,,45.7,55,,31.9,,
2018-01-11T07:03:52.015Z,,45.8,55,,32,,
2018-01-11T07:04:01.956Z,,46,55,,32,,
2018-01-11T07:04:11.951Z,,46.2,55,,32.1,,
2018-01-11T07:04:21.952Z,,46.3,55,,32.1,,
2018-01-11T07:04:31.927Z,,46.6,55,,32.2,,
2018-01-11T07:04:41.966Z,,46.7,55,,32.3,,
2018-01-11T07:04:51.929Z,,47,55,,32.3,,
2018-01-11T07:05:01.940Z,,,55,,32.5,,
2018-01-11T07:05:11.956Z,,47.2,55,,32.6,,
2018-01-11T07:05:21.927Z,,47.3,55,,32.7,,
2018-01-11T07:05:31.927Z,,47.6,55,,32.7,,
2018-01-11T07:05:41.932Z,,47.7,55,,32.8,,
2018-01-11T07:05:52.923Z,,48,55,,33,,
2018-01-11T07:06:01.929Z,,,55,,33.1,,
2018-01-11T07:06:11.928Z,,48.2,55,,33.1,,
2018-01-11T07:06:21.931Z,,48.3,55,,33.2,,
2018-01-11T07:06:31.965Z,,48.4,55,,33.3,,
2018-01-11T07:06:41.930Z,,48.7,55,,33.5,,
2018-01-11T07:06:51.927Z,,48.8,55,,33.5,,
2018-01-11T07:07:01.937Z,,49,55,,33.6,,
2018-01-11T07:07:11.927Z,,49.1,55,,33.7,,
2018-01-11T07:07:21.929Z,,49.2,55,,33.8,,
2018-01-11T07:07:31.936Z,,49.4,55,,34,,
2018-01-11T07:07:41.927Z,,49.6,55,,34.1,,
2018-01-11T07:07:51.927Z,,49.7,55,,34.1,,
2018-01-11T07:08:01.929Z,,49.9,55,,34.2,,
2018-01-11T07:08:11.965Z,1,50.2,55,,34.3,0,0
2018-01-11T07:08:22.028Z,,49.7,55,,34.4,,
2018-01-11T07:08:31.954Z,,47.9,55,,34.6,,
2018-01-11T07:08:46.962Z,,46.7,55,,34.6,,
2018-01-11T07:08:51.928Z,,46.2,55,,34.7,,
2018-01-11T07:09:01.936Z,,46,55,,34.8,,
2018-01-11T07:09:11.989Z,,46.3,55,,34.9,,
2018-01-11T07:09:21.960Z,,46.6,55,,35.1,,
2018-01-11T07:09:31.997Z,,46.4,55,,35.2,,
2018-01-11T07:09:41.969Z,,46.1,55,,35.2,,
2018-01-11T07:09:51.937Z,,45.8,55,,35.3,,
2018-01-11T07:10:01.948Z,,45.5,55,,35.4,,
2018-01-11T07:10:11.956Z,,45.2,55,,35.4,,
2018-01-11T07:10:21.976Z,,44.9,55,,35.4,,
2018-01-11T07:10:35.650Z,,,55,,35.6,,
2018-01-11T07:10:42.058Z,,44.8,55,,35.6,,
2018-01-11T07:10:52.081Z,,44.5,55,,35.6,,
2018-01-11T07:11:02.074Z,,44.4,55,,35.6,,
2018-01-11T07:11:12.082Z,,44.2,55,,35.6,,
2018-01-11T07:11:22.033Z,,,55,,35.6,,
2018-01-11T07:11:37.032Z,,44.4,55,,35.6,,
2018-01-11T07:11:42.033Z,,44.5,55,,35.6,,
2018-01-11T07:11:51.987Z,,44.8,55,,35.6,,
2018-01-11T07:12:01.971Z,,44.9,55,,35.6,,
2018-01-11T07:12:12.056Z,,45,55,,35.6,,
2018-01-11T07:12:22.053Z,,45.1,55,,35.6,,
2018-01-11T07:12:32.034Z,,,55,,35.6,,
2018-01-11T07:12:41.980Z,,45.2,55,,35.6,,
2018-01-11T07:12:52.013Z,,45.3,55,,35.4,,
2018-01-11T07:13:03.015Z,,45.5,55,,35.4,,
2018-01-11T07:13:12.013Z,,,55,,35.4,,
2018-01-11T07:13:22.041Z,,45.6,55,,35.4,,
2018-01-11T07:13:32.018Z,,45.7,55,,35.4,,
2018-01-11T07:13:41.972Z,,,55,,35.4,,
2018-01-11T07:13:52.012Z,,45.8,55,,35.3,,
2018-01-11T07:14:02.025Z,,,55,,35.3,,
2018-01-11T07:14:11.979Z,,45.9,55,,35.3,,
2018-01-11T07:14:27.236Z,,,55,,35.3,,
2018-01-11T07:14:32.163Z,,46,55,,35.3,,
2018-01-11T07:14:41.990Z,,,55,,35.2,,
2018-01-11T07:14:52.003Z,,46.1,55,,35.2,,
2018-01-11T07:15:02.003Z,,,55,,35.2,,
2018-01-11T07:15:12.012Z,,,55,,35.2,,
2018-01-11T07:15:22.081Z,,46.2,55,,35.1,,
2018-01-11T07:15:32.022Z,,,55,,35.1,,
2018-01-11T07:15:41.996Z,,,55,,35.1,,
2018-01-11T07:15:52.935Z,,46.4,55,,35.1,,
2018-01-11T07:16:01.951Z,,,55,,35.1,,
2018-01-11T07:16:11.932Z,,,55,,34.9,,
2018-01-11T07:16:21.945Z,,,55,,34.9,,
2018-01-11T07:16:31.929Z,,,55,,34.9,,
2018-01-11T07:16:41.961Z,,46.5,55,,34.9,,
2018-01-11T07:16:51.933Z,,,55,,34.8,,
2018-01-11T07:17:01.947Z,,,55,,34.8,,
2018-01-11T07:17:11.956Z,,,55,,34.8,,
2018-01-11T07:17:21.952Z,,,55,,34.8,,
2018-01-11T07:17:31.968Z,,,55,,34.8,,
2018-01-11T07:17:41.952Z,,,55,,34.7,,
2018-01-11T07:17:52.004Z,,,55,,34.7,,
2018-01-11T07:18:01.957Z,,46.6,55,,34.7,,
2018-01-11T07:18:11.939Z,,,55,,34.6,,
2018-01-11T07:18:21.939Z,,,55,,34.6,,
2018-01-11T07:18:32.037Z,,,55,,34.6,,
2018-01-11T07:18:41.929Z,,,55,,34.6,,
2018-01-11T07:18:52.039Z,,,55,,34.6,,
2018-01-11T07:19:01.934Z,,,55,,34.4,,
2018-01-11T07:19:11.984Z,,,55,,34.4,,
2018-01-11T07:19:21.972Z,,,55,,34.4,,
2018-01-11T07:19:32.023Z,,,55,,34.4,,
2018-01-11T07:19:42.022Z,,,55,,34.3,,
2018-01-11T07:19:51.957Z,,,55,,34.3,,
2018-01-11T07:20:02.020Z,,,55,,34.3,,
2018-01-11T07:20:12.034Z,,,55,,34.3,,
2018-01-11T07:20:22.022Z,,,55,,34.2,,
2018-01-11T07:20:31.994Z,,,55,,34.2,,
2018-01-11T07:20:41.948Z,,,55,,34.2,,
2018-01-11T07:20:51.940Z,,46.5,55,,34.1,,
2018-01-11T07:21:02.048Z,,,55,,34.1,,
2018-01-11T07:21:11.929Z,,,55,,34.1,,
2018-01-11T07:21:21.959Z,,,55,,34.1,,
2018-01-11T07:21:32.926Z,,,55,,34,,
2018-01-11T07:21:41.933Z,,,55,,34,,
2018-01-11T07:21:51.929Z,,,55,,34,,
2018-01-11T07:22:01.932Z,,,55,,34,,
2018-01-11T07:22:11.981Z,,,55,,33.8,,
2018-01-11T07:22:21.946Z,,,55,,33.8,,
2018-01-11T07:22:31.962Z,,,55,,33.8,,
2018-01-11T07:22:41.981Z,,,55,,33.8,,
2018-01-11T07:22:51.948Z,,46.4,55,,33.7,,
2018-01-11T07:23:01.946Z,,46.5,55,,33.7,,
2018-01-11T07:23:11.959Z,,46.4,55,,33.7,,
2018-01-11T07:23:21.929Z,,,55,,33.6,,
2018-01-11T07:23:31.992Z,,,55,,33.6,,
2018-01-11T07:23:41.935Z,,,55,,33.6,,
2018-01-11T07:23:51.930Z,,,55,,33.5,,
2018-01-11T07:24:01.950Z,,,55,,33.5,,
2018-01-11T07:24:12.075Z,,,55,,33.5,,
2018-01-11T07:24:27.026Z,,,55,,33.3,,
2018-01-11T07:24:31.944Z,,46.2,55,,33.3,,
2018-01-11T07:24:41.950Z,,,55,,33.3,,
2018-01-11T07:24:51.972Z,,,55,,33.3,,
2018-01-11T07:25:02.048Z,,,55,,33.2,,
2018-01-11T07:25:12.033Z,,,55,,33.2,,
2018-01-11T07:25:22.021Z,,,55,,33.2,,
2018-01-11T07:25:31.969Z,,,55,,33.2,,
2018-01-11T07:25:42.065Z,,,55,,33.1,,
2018-01-11T07:25:51.940Z,,,55,,33.1,,
2018-01-11T07:26:01.940Z,,46.1,55,,33.1,,
2018-01-11T07:26:11.929Z,,,55,,33,,
2018-01-11T07:26:21.929Z,,,55,,33,,
2018-01-11T07:26:32.013Z,,,55,,33,,
2018-01-11T07:26:41.985Z,,,55,,33,,
2018-01-11T07:26:51.942Z,,,55,,32.8,,
2018-01-11T07:27:01.961Z,,,55,,32.8,,
2018-01-11T07:27:17.004Z,,46,55,,32.8,,
2018-01-11T07:27:21.982Z,,,55,,32.8,,
2018-01-11T07:27:31.987Z,,,55,,32.7,,
2018-01-11T07:27:51.952Z,,,55,,32.7,,
2018-01-11T07:28:01.971Z,,,55,,32.6,,
2018-01-11T07:28:11.984Z,,,55,,32.6,,
2018-01-11T07:28:21.982Z,,45.9,55,,32.6,,
2018-01-11T07:28:32.001Z,,,55,,32.6,,
2018-01-11T07:28:42.029Z,,,55,,32.5,,
2018-01-11T07:28:51.931Z,1,,55,,32.5,0,79
2018-01-11T07:29:01.966Z,,52.2,55,,32.5,,62
2018-01-11T07:29:11.953Z,,53.6,55,,32.3,,41
2018-01-11T07:29:21.931Z,,48.7,55,,32.3,,29
2018-01-11T07:29:31.929Z,,43.8,55,,32.3,,
2018-01-11T07:29:41.929Z,,41.9,55,,32.3,,
2018-01-11T07:29:51.932Z,,41,55,,32.2,,
2018-01-11T07:30:06.961Z,,41.1,55,,32.2,,
2018-01-11T07:30:11.929Z,,42.3,55,,32.2,,
2018-01-11T07:30:22.039Z,,43,55,,32.2,,
2018-01-11T07:30:31.929Z,,42.8,55,,32.2,,
2018-01-11T07:30:41.929Z,,,55,,32.1,,
2018-01-11T07:30:51.929Z,,43,55,,32.1,,
2018-01-11T07:31:01.929Z,,43.1,55,,32.1,,
2018-01-11T07:31:11.930Z,,43.3,55,,32.1,,
2018-01-11T07:31:21.931Z,,43.5,55,,32.2,,
2018-01-11T07:31:31.929Z,,43.7,55,,32.1,,
2018-01-11T07:31:41.929Z,,44,55,,32.2,,
2018-01-11T07:31:51.996Z,,44.1,55,,32.2,,
2018-01-11T07:32:01.963Z,,44.2,55,,32.2,,
2018-01-11T07:32:11.986Z,,44.4,55,,32.2,,
2018-01-11T07:32:21.929Z,,44.7,55,,32.3,,
2018-01-11T07:32:31.937Z,,44.8,55,,32.3,,
2018-01-11T07:32:41.930Z,,45,55,,32.5,,
2018-01-11T07:32:51.930Z,,45.2,55,,32.5,,
2018-01-11T07:33:01.929Z,,45.4,55,,32.5,,
2018-01-11T07:33:11.962Z,,45.7,55,,32.6,,
2018-01-11T07:33:21.934Z,,45.8,55,,32.6,,
2018-01-11T07:33:32.926Z,,46,55,,32.7,,
2018-01-11T07:33:41.929Z,1,46.2,55,75,32.7,0,29
2018-01-11T07:33:51.931Z,,46.3,55,,32.8,,
2018-01-11T07:34:01.930Z,,46.6,55,,32.8,,
2018-01-11T07:34:11.963Z,,46.7,55,,33,,
2018-01-11T07:34:22.992Z,,46.9,55,,33,,
2018-01-11T07:34:31.952Z,,47,55,,33.1,,
2018-01-11T07:34:41.946Z,,47.2,55,,33.2,,
2018-01-11T07:34:51.931Z,1,46.9,55,,33.3,0,0
2018-01-11T07:35:01.930Z,,45.6,55,,33.3,,
2018-01-11T07:35:11.931Z,,44.5,55,,33.5,,
2018-01-11T07:35:21.932Z,,43.6,55,,33.5,,
2018-01-11T07:35:31.945Z,,43.3,55,,33.6,,
2018-01-11T07:35:41.942Z,,43.5,55,,33.7,,
2018-01-11T07:35:51.983Z,,44,55,,33.8,,
2018-01-11T07:36:01.929Z,,43.9,55,,33.8,,
2018-01-11T07:36:11.944Z,,43.6,55,,34,,
2018-01-11T07:36:21.977Z,,43.3,55,,34,,
2018-01-11T07:36:31.965Z,,42.8,55,,34.1,,
2018-01-11T07:36:41.938Z,,42.7,55,,34.1,,
2018-01-11T07:36:51.953Z,,42.5,55,,34.2,,
2018-01-11T07:37:01.930Z,,42.4,55,,34.2,,
2018-01-11T07:37:12.932Z,,42.3,55,,34.3,,
2018-01-11T07:37:21.936Z,,42,55,,34.3,,
2018-01-11T07:37:31.971Z,,41.9,55,,34.3,,
2018-01-11T07:37:58.223Z,,41.7,55,,34.3,,
2018-01-11T07:38:02.023Z,,41.9,55,,34.3,,
2018-01-11T07:38:12.017Z,,42,55,,34.3,,
2018-01-11T07:38:22.000Z,,42.2,55,,34.3,,
2018-01-11T07:38:31.948Z,,42.3,55,,34.3,,
2018-01-11T07:38:41.969Z,,42.4,55,,34.3,,
2018-01-11T07:38:51.978Z,,42.6,55,,34.3,,
2018-01-11T07:39:02.849Z,,,55,,34.2,,
2018-01-11T07:39:11.994Z,,42.7,55,,34.2,,
2018-01-11T07:39:21.932Z,,42.8,55,,34.2,,
2018-01-11T07:39:31.929Z,,43,55,,34.2,,
2018-01-11T07:39:41.931Z,,,55,,34.2,,
2018-01-11T07:39:51.934Z,,43.1,55,,34.2,,
2018-01-11T07:40:02.934Z,,43.2,55,,34.1,,
2018-01-11T07:40:11.930Z,,,55,,34.1,,
2018-01-11T07:40:21.930Z,,43.3,55,,34.1,,
2018-01-11T07:40:31.945Z,,,55,,34.1,,
2018-01-11T07:40:41.960Z,,43.4,55,,34,,
2018-01-11T07:40:51.991Z,,,55,,34,,
2018-01-11T07:41:02.008Z,,43.5,55,,34,,
2018-01-11T07:41:12.013Z,,,55,,34,,
2018-01-11T07:41:22.022Z,,43.6,55,,34,,
2018-01-11T07:41:31.954Z,,,55,,33.8,,
2018-01-11T07:41:41.938Z,,43.7,55,,33.8,,
2018-01-11T07:41:51.930Z,,,55,,33.8,,
2018-01-11T07:42:01.962Z,,,55,,33.8,,
2018-01-11T07:42:11.929Z,,,55,,33.7,,
2018-01-11T07:42:21.930Z,,43.9,55,,33.7,,
2018-01-11T07:42:31.931Z,,,55,,33.7,,
2018-01-11T07:42:41.929Z,,,55,,33.6,,
2018-01-11T07:42:56.964Z,,44,55,,33.6,,
2018-01-11T07:43:01.930Z,,,55,,33.6,,
2018-01-11T07:43:11.932Z,,,55,,33.5,,
2018-01-11T07:43:21.932Z,,,55,,33.5,,
2018-01-11T07:43:31.957Z,,,55,,33.5,,
2018-01-11T07:43:41.931Z,,,55,,33.5,,
2018-01-11T07:43:51.931Z,,44.1,55,,33.3,,
2018-01-11T07:44:02.054Z,,,55,,33.3,,
2018-01-11T07:44:11.929Z,,,55,,33.3,,
2018-01-11T07:44:22.194Z,,,55,,33.3,,
2018-01-11T07:44:31.932Z,,,55,,33.2,,
2018-01-11T07:44:41.932Z,,,55,,33.2,,
2018-01-11T07:44:51.930Z,,,55,,33.2,,
2018-01-11T07:45:01.930Z,,,55,,33.1,,
2018-01-11T07:45:11.930Z,,,55,,33.1,,
2018-01-11T07:45:21.930Z,,,55,,33.1,,
2018-01-11T07:45:31.930Z,,,55,,33.1,,
2018-01-11T07:45:46.994Z,,,55,,33,,
2018-01-11T07:45:52.028Z,,,55,,33,,
2018-01-11T07:46:01.930Z,,,55,,33,,
2018-01-11T07:46:11.936Z,,,55,,33,,
2018-01-11T07:46:21.935Z,,,55,,32.8,,
2018-01-11T07:46:31.942Z,,,55,,32.8,,
2018-01-11T07:46:41.930Z,,,55,,32.8,,
2018-01-11T07:46:51.938Z,,,55,,32.7,,
2018-01-11T07:47:01.933Z,,,55,,32.7,,
2018-01-11T07:47:13.033Z,,,55,,32.7,,
2018-01-11T07:47:21.942Z,,,55,,32.7,,
2018-01-11T07:47:31.930Z,,,55,,32.6,,
2018-01-11T07:47:41.938Z,,,55,,32.6,,
2018-01-11T07:47:51.929Z,,,55,,32.6,,
2018-01-11T07:48:01.963Z,,,55,,32.6,,
2018-01-11T07:48:11.978Z,,,55,,32.5,,
2018-01-11T07:48:21.981Z,,,55,,32.5,,
2018-01-11T07:48:32.055Z,,,55,,32.5,,
2018-01-11T07:48:41.931Z,,,55,,32.3,,
2018-01-11T07:48:51.936Z,,,55,,32.3,,
2018-01-11T07:49:01.940Z,,44,55,,32.3,,
2018-01-11T07:49:11.941Z,,44.1,55,,32.2,,
2018-01-11T07:49:21.931Z,,44,55,,32.2,,
2018-01-11T07:49:31.940Z,,,55,,32.2,,
2018-01-11T07:49:41.935Z,,,55,,32.2,,
2018-01-11T07:49:51.939Z,,,55,,32.1,,
2018-01-11T07:50:01.930Z,,,55,,32.1,,
2018-01-11T07:50:11.930Z,,,55,,32.1,,
2018-01-11T07:50:21.930Z,,,55,,32.1,,
2018-01-11T07:50:31.930Z,,,55,,32,,
2018-01-11T07:50:41.988Z,,,55,,32,,
2018-01-11T07:50:51.971Z,,,55,,32,,
2018-01-11T07:51:01.982Z,,43.9,55,,32,,
2018-01-11T07:51:12.013Z,,43.9,55,,31.9,,
2018-01-11T07:51:22.005Z,,,55,,31.9,,
2018-01-11T07:51:31.932Z,,,55,,31.9,,
2018-01-11T07:51:41.930Z,,,55,,31.9,,
2018-01-11T07:51:51.932Z,,,55,,31.7,,
2018-01-11T07:52:01.961Z,,,55,,31.7,,
2018-01-11T07:52:11.932Z,,,55,,31.7,,
2018-01-11T07:52:21.932Z,1,46.8,55,,31.6,0,79
2018-01-11T07:52:31.932Z,,51.3,55,,31.6,,57
2018-01-11T07:52:41.935Z,,51.8,55,,31.6,,29
2018-01-11T07:52:52.937Z,,46.8,55,,31.6,,
2018-01-11T07:53:01.935Z,,42.9,55,,31.5,,
2018-01-11T07:53:11.935Z,,41.7,55,,31.5,,
2018-01-11T07:53:22.013Z,,40.8,55,,31.5,,
2018-01-11T07:53:31.955Z,,41.1,55,,31.5,,
2018-01-11T07:53:41.930Z,,42,55,,31.4,,
2018-01-11T07:53:51.949Z,,42.5,55,,31.4,,
2018-01-11T07:54:01.930Z,,,55,,31.4,,
2018-01-11T07:54:11.940Z,,,55,,31.4,,
2018-01-11T07:54:21.932Z,,42.6,55,,31.4,,
2018-01-11T07:54:31.932Z,,43,55,,31.4,,
2018-01-11T07:54:41.930Z,,43.1,55,,31.4,,
2018-01-11T07:54:51.930Z,,43.3,55,,31.4,,
2018-01-11T07:55:01.930Z,,43.5,55,,31.4,,
2018-01-11T07:55:11.930Z,,,55,,31.4,,
2018-01-11T07:55:21.952Z,,43.7,55,,31.5,,
2018-01-11T07:55:31.930Z,,44,55,,31.5,,
2018-01-11T07:55:41.932Z,,44.2,55,,31.5,,
2018-01-11T07:55:51.949Z,,44.4,55,,31.6,,
2018-01-11T07:56:02.027Z,,44.5,55,,31.6,,
2018-01-11T07:56:12.052Z,,44.8,55,,31.7,,
2018-01-11T07:56:21.931Z,,45,55,,31.7,,
2018-01-11T07:56:31.936Z,,45.2,55,,31.9,,
2018-01-11T07:56:41.931Z,,45.3,55,,31.9,,
2018-01-11T07:56:51.930Z,,45.6,55,,32,,
2018-01-11T07:57:01.931Z,,45.8,55,,32,,
2018-01-11T07:57:11.937Z,,46,55,,32.1,,
2018-01-11T07:57:21.931Z,,46.3,55,,32.1,,0
2018-01-11T07:57:31.931Z,1,45.9,55,,32.2,0,
2018-01-11T07:57:41.934Z,,44.6,55,,32.3,,
2018-01-11T07:57:51.930Z,,42.9,55,,32.5,,
2018-01-11T07:58:01.935Z,,42.5,55,,32.5,,
2018-01-11T07:58:11.931Z,,42.1,55,,32.6,,
2018-01-11T07:58:21.930Z,,42.4,55,,32.6,,
2018-01-11T07:58:36.950Z,,42.9,55,,32.7,,
2018-01-11T07:58:41.933Z,,42.7,55,,32.8,,
2018-01-11T07:58:59.635Z,,42.4,55,,33,,
2018-01-11T07:59:01.930Z,,42.2,55,,33,,
2018-01-11T07:59:11.979Z,,41.8,55,,33.1,,
2018-01-11T07:59:21.981Z,,41.6,55,,33.1,,
2018-01-11T07:59:31.930Z,,41.5,55,,33.2,,
2018-01-11T07:59:41.930Z,,41.2,55,,33.2,,
2018-01-11T07:59:51.930Z,,41.1,55,,33.2,,
2018-01-11T08:00:01.931Z,,41,55,,33.3,,
2018-01-11T08:00:11.962Z,,40.9,55,,33.3,,
2018-01-11T08:00:21.931Z,,40.8,55,,33.3,,
2018-01-11T08:00:31.930Z,,40.7,55,,33.3,,
2018-01-11T08:00:41.969Z,,40.9,55,,33.3,,
2018-01-11T08:00:51.961Z,,41,55,,33.3,,
2018-01-11T08:01:01.931Z,,41.1,55,,33.3,,
2018-01-11T08:01:12.020Z,,41.4,55,,33.3,,
2018-01-11T08:01:26.955Z,1,45.1,55,,33.3,0,80
2018-01-11T08:01:31.933Z,,52.1,55,,33.3,,49
2018-01-11T08:01:41.945Z,,53.9,55,,33.3,,29
2018-01-11T08:01:51.955Z,,50.7,55,,33.3,,
2018-01-11T08:02:01.931Z,,47.9,55,,33.3,,
2018-01-11T08:02:11.941Z,,46.2,55,,33.2,,
2018-01-11T08:02:21.950Z,1,45.6,55,,33.2,0,0
2018-01-11T08:02:31.932Z,,43.8,55,,33.2,,
2018-01-11T08:02:41.931Z,,43.2,55,,33.2,,
2018-01-11T08:02:52.933Z,,42.9,55,,33.2,,
2018-01-11T08:03:01.933Z,,43,55,,33.2,,
2018-01-11T08:03:11.950Z,,43.2,55,,33.3,,
2018-01-11T08:03:21.965Z,,42.8,55,,33.3,,
2018-01-11T08:03:31.932Z,,42.5,55,,33.3,,
2018-01-11T08:03:41.968Z,,42.2,55,,33.3,,
2018-01-11T08:03:51.945Z,,41.8,55,,33.3,,
2018-01-11T08:04:01.963Z,,41.6,55,,33.5,,
2018-01-11T08:04:16.960Z,,41.5,55,,33.5,,
