Time,HwTSet,ActPow,PrimTSet,HwActive,HwTOutlet,PrimT,ChActive
2018-01-30T00:00:00.522Z,55,,,,63.8,71.4,
2018-01-30T00:00:10.518Z,55,,,,63.7,70.9,
2018-01-30T00:00:20.520Z,55,,,,63.6,,
2018-01-30T00:00:30.517Z,55,,,,63.5,70.4,
2018-01-30T00:00:40.607Z,55,,,,63.4,70.3,
2018-01-30T00:00:50.531Z,55,,,,63.3,,
2018-01-30T00:01:00.568Z,55,,,,63.1,70.4,
2018-01-30T00:01:10.517Z,55,,,,63,70.5,
2018-01-30T00:01:20.518Z,55,,,,62.9,,
2018-01-30T00:01:30.521Z,55,,,,62.8,70.6,
2018-01-30T00:01:40.615Z,55,,,,62.7,,
2018-01-30T00:01:50.517Z,55,,,,62.6,70.8,
2018-01-30T00:02:00.521Z,55,,,,62.4,,
2018-01-30T00:02:10.517Z,55,,,,62.3,,
2018-01-30T00:02:20.517Z,55,,,,62.2,,
2018-01-30T00:02:30.518Z,55,,,,62.1,70.9,
2018-01-30T00:02:40.608Z,55,,,,62.1,,
2018-01-30T00:02:50.517Z,55,,,,62,,
2018-01-30T00:03:00.518Z,55,,,,61.9,71,
2018-01-30T00:03:10.517Z,55,,,,61.7,,
2018-01-30T00:03:20.517Z,55,,,,61.6,,
2018-01-30T00:03:30.518Z,55,,,,61.5,,
2018-01-30T00:03:40.597Z,55,,,,61.4,,
2018-01-30T00:03:50.517Z,55,,,,61.3,,
2018-01-30T00:04:00.518Z,55,,,,61.3,,
2018-01-30T00:04:10.532Z,55,,,,61,71.2,
2018-01-30T00:04:20.517Z,55,,,,61,,
2018-01-30T00:04:30.547Z,55,,,,60.9,,
2018-01-30T00:04:40.617Z,55,,,,60.8,,
2018-01-30T00:04:50.518Z,55,,,,60.7,,
2018-01-30T00:05:00.518Z,55,,,,60.6,,
2018-01-30T00:05:10.518Z,55,,,,60.5,,
2018-01-30T00:05:20.519Z,55,,,,60.3,,
2018-01-30T00:05:30.522Z,55,,,,60.3,,
2018-01-30T00:05:40.597Z,55,,,,60.2,,
2018-01-30T00:05:50.518Z,55,,,,60.1,,
2018-01-30T00:06:00.518Z,55,,,,60,,
2018-01-30T00:06:10.518Z,55,,,,59.9,,
2018-01-30T00:06:20.518Z,55,,,,59.8,,
2018-01-30T00:06:30.518Z,55,,,,59.8,,
2018-01-30T00:06:40.598Z,55,,,,59.7,,
2018-01-30T00:06:50.518Z,55,,,,59.5,,
2018-01-30T00:07:00.519Z,55,,,,59.4,,
2018-01-30T00:07:10.521Z,55,,,,59.4,,
2018-01-30T00:07:20.518Z,55,,,,59.3,71,
2018-01-30T00:07:30.519Z,55,,,,59.2,,
2018-01-30T00:07:40.605Z,55,,,,59.1,,
2018-01-30T00:07:50.520Z,55,,,,59,,
2018-01-30T00:08:00.523Z,55,,,,59,,
2018-01-30T00:08:10.518Z,55,,,,58.9,,
2018-01-30T00:08:20.520Z,55,,,,58.7,,
2018-01-30T00:08:30.518Z,55,,,,58.6,,
2018-01-30T00:08:40.598Z,55,,,,58.5,71,
2018-01-30T00:08:50.518Z,55,,,,58.5,71,
2018-01-30T00:09:00.519Z,55,,,,58.4,70.9,
2018-01-30T00:09:10.518Z,55,,,,58.3,,
2018-01-30T00:09:20.524Z,55,,,,58.2,,
2018-01-30T00:09:30.521Z,55,,,,58.2,,
2018-01-30T00:09:40.598Z,55,,,,58.1,,
2018-01-30T00:09:50.523Z,55,,,,58,,
2018-01-30T00:10:00.523Z,55,,,,58,70.8,
2018-01-30T00:10:10.518Z,55,,,,57.8,,
2018-01-30T00:10:20.518Z,55,,,,57.7,,
2018-01-30T00:10:30.525Z,55,,,,57.7,,
2018-01-30T00:10:40.600Z,55,,,,57.6,,
2018-01-30T00:10:50.518Z,55,,,,57.5,,
2018-01-30T00:11:00.518Z,55,,,,57.4,,
2018-01-30T00:11:10.518Z,55,,,,57.4,70.6,
2018-01-30T00:11:20.519Z,55,,,,57.3,,
2018-01-30T00:11:30.518Z,55,,,,57.2,,
2018-01-30T00:11:40.613Z,55,,,,57.2,,
2018-01-30T00:11:50.520Z,55,,,,57,,
2018-01-30T00:12:00.519Z,55,0,5,0,56.9,70.6,0
2018-01-30T00:12:10.519Z,55,,,,56.8,70.5,
2018-01-30T00:12:21.514Z,55,,,,56.8,,
2018-01-30T00:12:30.550Z,55,,,,56.7,,
2018-01-30T00:12:40.598Z,55,,,,56.7,,
2018-01-30T00:12:50.519Z,55,,,,56.5,,
2018-01-30T00:13:00.518Z,55,,,,56.4,70.4,
2018-01-30T00:13:10.519Z,55,,,,56.2,,
2018-01-30T00:13:20.539Z,55,,,,56.2,,
2018-01-30T00:13:30.520Z,55,,,,56.1,,
2018-01-30T00:13:40.599Z,55,,,,56.1,,
2018-01-30T00:13:50.525Z,55,,,,55.9,70.3,
2018-01-30T00:14:00.519Z,55,,,,55.8,,
2018-01-30T00:14:10.519Z,55,,,,55.8,,
2018-01-30T00:14:20.524Z,55,,,,55.8,,
2018-01-30T00:14:30.540Z,55,,,,55.7,,
2018-01-30T00:14:40.599Z,55,,,,55.7,70.1,
2018-01-30T00:14:50.519Z,55,,,,55.6,,
2018-01-30T00:15:00.519Z,55,,,,55.6,,
2018-01-30T00:15:15.539Z,55,,,,55.5,,
2018-01-30T00:15:20.520Z,55,,,,55.3,,
2018-01-30T00:15:30.519Z,55,,,,55.3,70,
2018-01-30T00:15:40.600Z,55,,,,55.2,,
2018-01-30T00:15:50.520Z,55,,,,55.2,,
2018-01-30T00:16:00.521Z,55,,,,55.1,,
2018-01-30T00:16:10.519Z,55,,,,55.1,69.9,
2018-01-30T00:16:20.519Z,55,,,,55,,
2018-01-30T00:16:30.519Z,55,,,,54.9,,
2018-01-30T00:16:41.269Z,55,,,,54.9,,
2018-01-30T00:16:50.519Z,55,,,,54.8,,
2018-01-30T00:17:00.521Z,55,,,,54.8,69.7,
2018-01-30T00:17:10.521Z,55,,,,54.7,,
2018-01-30T00:17:20.520Z,55,,,,54.6,,
2018-01-30T00:17:30.519Z,55,,,,54.6,,
2018-01-30T00:17:40.609Z,55,,,,54.4,,
2018-01-30T00:17:50.520Z,55,,,,54.4,69.6,
2018-01-30T00:18:05.964Z,55,,,,54.3,,
2018-01-30T00:18:10.522Z,55,,,,54.2,,
2018-01-30T00:18:20.520Z,55,,,,54.2,,
2018-01-30T00:18:30.521Z,55,,,,54.1,69.5,
2018-01-30T00:18:40.612Z,55,,,,54.1,,
2018-01-30T00:18:50.522Z,55,,,,54,,
2018-01-30T00:19:00.519Z,55,,,,53.9,,
2018-01-30T00:19:10.520Z,55,,,,53.9,69.4,
2018-01-30T00:19:20.520Z,55,,,,53.8,,
2018-01-30T00:19:30.519Z,55,,,,53.8,,
2018-01-30T00:19:40.600Z,55,,,,53.7,,
2018-01-30T00:19:50.521Z,55,,,,53.6,,
2018-01-30T00:20:00.519Z,55,,,,53.6,69.2,
2018-01-30T00:20:10.520Z,55,,,,53.4,,
2018-01-30T00:20:20.519Z,55,,,,53.3,,
2018-01-30T00:20:30.537Z,55,,,,53.3,,
2018-01-30T00:20:40.609Z,55,,,,53.2,69.1,
2018-01-30T00:20:50.524Z,55,,,,53.2,,
2018-01-30T00:21:00.524Z,55,,,,53.1,,
2018-01-30T00:21:10.520Z,55,,,,53.1,,
2018-01-30T00:21:20.520Z,55,,,,53,69,
2018-01-30T00:21:30.524Z,55,,,,52.9,,
2018-01-30T00:21:40.601Z,55,,,,52.9,,
2018-01-30T00:21:50.519Z,55,,,,52.8,,
2018-01-30T00:22:00.568Z,55,,,,52.8,,
2018-01-30T00:22:10.637Z,55,,,,52.7,68.9,
2018-01-30T00:22:20.520Z,55,,,,52.6,,
2018-01-30T00:22:30.542Z,55,,,,52.6,,
2018-01-30T00:22:40.612Z,55,,,,52.4,,
2018-01-30T00:22:50.520Z,55,,,,52.4,68.7,
2018-01-30T00:23:00.519Z,55,,,,52.3,,
2018-01-30T00:23:10.519Z,55,,,,52.2,,
2018-01-30T00:23:20.531Z,55,,,,52.2,,
2018-01-30T00:23:30.520Z,55,,,,52.1,68.6,
2018-01-30T00:23:40.600Z,55,,,,52.1,,
2018-01-30T00:23:50.538Z,55,,,,52,,
2018-01-30T00:24:00.541Z,55,,,,52,,
2018-01-30T00:24:10.520Z,55,,,,51.9,68.5,
2018-01-30T00:24:20.594Z,55,,,,51.8,,
2018-01-30T00:24:30.533Z,55,,,,51.8,,
2018-01-30T00:24:40.610Z,55,,,,51.7,,
2018-01-30T00:24:50.520Z,55,,,,51.7,68.4,
2018-01-30T00:25:00.521Z,55,,,,51.6,,
2018-01-30T00:25:10.639Z,55,,,,51.4,,
2018-01-30T00:25:20.548Z,55,,,,51.4,,
2018-01-30T00:25:30.522Z,55,,,,51.3,68.2,
2018-01-30T00:25:40.610Z,55,,,,51.3,,
2018-01-30T00:25:50.520Z,55,,,,51.2,,
2018-01-30T00:26:00.521Z,55,,,,51.2,,
2018-01-30T00:26:10.546Z,55,,,,51.1,68.1,
2018-01-30T00:26:20.520Z,55,,,,51,,
2018-01-30T00:26:30.520Z,55,,,,51,,
2018-01-30T00:26:40.600Z,55,,,,50.9,,
2018-01-30T00:26:50.520Z,55,,,,50.9,68,
2018-01-30T00:27:00.524Z,55,,,,50.8,,
2018-01-30T00:27:10.521Z,55,,,,50.8,,
2018-01-30T00:27:20.522Z,55,,,,50.7,,
2018-01-30T00:27:30.573Z,55,,,,50.7,67.9,
2018-01-30T00:27:40.620Z,55,,,,50.6,,
2018-01-30T00:27:50.520Z,55,,,,50.4,,
2018-01-30T00:28:01.549Z,55,,,,50.4,,
2018-01-30T00:28:10.522Z,55,,,,50.3,,
2018-01-30T00:28:20.521Z,55,,,,50.3,67.7,
2018-01-30T00:28:30.521Z,55,,,,50.2,,
2018-01-30T00:28:40.682Z,55,,,,50.2,,
2018-01-30T00:28:50.526Z,55,,,,50.1,,
2018-01-30T00:29:00.524Z,55,,,,50.1,67.6,
2018-01-30T00:29:10.526Z,55,,,,50,,
2018-01-30T00:29:20.521Z,55,,,,49.9,,
2018-01-30T00:29:30.521Z,55,,,,49.9,67.5,
2018-01-30T00:29:40.613Z,55,,,,49.8,,
2018-01-30T00:29:50.521Z,55,,,,49.8,,
2018-01-30T00:30:00.521Z,55,,,,49.7,,
2018-01-30T00:30:10.521Z,55,,,,49.7,,
2018-01-30T00:30:20.521Z,55,,,,49.5,67.4,
2018-01-30T00:30:30.521Z,55,,,,49.5,,
2018-01-30T00:30:40.601Z,55,,,,49.4,,
2018-01-30T00:30:55.542Z,55,,,,49.3,67.2,
2018-01-30T00:31:00.521Z,55,,,,49.3,,
2018-01-30T00:31:10.522Z,55,,,,49.3,,
2018-01-30T00:31:20.523Z,55,,,,49.2,,
2018-01-30T00:31:30.521Z,55,,,,49.1,,
2018-01-30T00:31:40.601Z,55,,,,49.1,67.1,
2018-01-30T00:31:50.521Z,55,,,,49,,
2018-01-30T00:32:00.521Z,55,,,,49,,
2018-01-30T00:32:10.524Z,55,,,,48.9,,
2018-01-30T00:32:20.525Z,55,,,,48.9,67,
2018-01-30T00:32:30.521Z,55,,,,48.7,,
2018-01-30T00:32:40.605Z,55,,,,48.7,,
2018-01-30T00:32:50.522Z,55,,,,48.6,66.9,
2018-01-30T00:33:00.521Z,55,,,,48.5,,
2018-01-30T00:33:10.521Z,55,,,,48.5,,
2018-01-30T00:33:20.522Z,55,,,,48.4,,
2018-01-30T00:33:30.522Z,55,,,,48.4,66.7,
2018-01-30T00:33:46.683Z,55,,,,48.3,,
2018-01-30T00:33:50.522Z,55,,,,48.3,,
2018-01-30T00:34:00.521Z,55,,,,48.2,,
2018-01-30T00:34:10.590Z,55,,,,48.2,66.6,
2018-01-30T00:34:20.521Z,55,,,,48.1,,
2018-01-30T00:34:30.531Z,55,,,,48.1,,
2018-01-30T00:34:40.601Z,55,,,,48,,
2018-01-30T00:34:50.521Z,55,,,,48,66.5,
2018-01-30T00:35:00.533Z,55,,,,47.8,,
2018-01-30T00:35:10.973Z,55,,,,47.8,,
2018-01-30T00:35:20.521Z,55,,,,47.7,,
2018-01-30T00:35:30.524Z,55,,,,47.7,66.4,
2018-01-30T00:35:40.602Z,55,,,,47.6,,
2018-01-30T00:35:50.522Z,55,,,,47.6,,
2018-01-30T00:36:00.523Z,55,,,,47.5,,
2018-01-30T00:36:10.523Z,55,,,,47.5,66.2,
2018-01-30T00:36:20.522Z,55,,,,47.4,,
2018-01-30T00:36:30.552Z,55,,,,47.4,,
2018-01-30T00:36:40.622Z,55,,,,47.3,,
2018-01-30T00:36:50.525Z,55,,,,47.3,66.1,
2018-01-30T00:37:00.545Z,55,,,,47.2,,
2018-01-30T00:37:10.523Z,55,,,,47.2,,
2018-01-30T00:37:20.523Z,55,,,,47,,
2018-01-30T00:37:30.523Z,55,,,,47,66,
2018-01-30T00:37:40.638Z,55,,,,46.9,,
2018-01-30T00:37:50.533Z,55,,,,46.9,,
2018-01-30T00:38:01.515Z,55,,,,46.8,65.9,
2018-01-30T00:38:10.522Z,55,,,,46.8,,
2018-01-30T00:38:20.529Z,55,,,,46.7,,
2018-01-30T00:38:30.521Z,55,,,,46.7,,
2018-01-30T00:38:40.653Z,55,,,,46.6,,
2018-01-30T00:38:50.554Z,55,,,,46.6,65.7,
2018-01-30T00:39:00.523Z,55,,,,46.5,,
2018-01-30T00:39:10.522Z,55,,,,46.5,,
2018-01-30T00:39:20.522Z,55,,,,46.4,,
2018-01-30T00:39:30.522Z,55,,,,46.4,65.6,
2018-01-30T00:39:40.612Z,55,,,,46.2,,
2018-01-30T00:39:50.522Z,55,,,,46.2,,
2018-01-30T00:40:00.522Z,55,,,,46.1,65.5,
2018-01-30T00:40:10.522Z,55,,,,46.1,,
2018-01-30T00:40:20.530Z,55,,,,46,,
2018-01-30T00:40:30.523Z,55,,,,46,,
2018-01-30T00:40:40.612Z,55,,,,45.9,65.4,
2018-01-30T00:40:50.523Z,55,,,,45.9,,
2018-01-30T00:41:00.604Z,55,,,,45.8,,
2018-01-30T00:41:10.532Z,55,,,,45.8,,
2018-01-30T00:41:20.523Z,55,,,,45.8,65.2,
2018-01-30T00:41:30.785Z,55,,,,45.7,,
2018-01-30T00:41:41.060Z,55,,,,45.7,,
2018-01-30T00:41:50.529Z,55,,,,45.6,,
2018-01-30T00:42:01.779Z,55,,,,45.6,65.1,
2018-01-30T00:42:10.522Z,55,,,,45.5,,
2018-01-30T00:42:20.534Z,55,,,,45.5,,
2018-01-30T00:42:30.523Z,55,,,,45.3,65,
2018-01-30T00:42:40.613Z,55,,,,45.3,,
2018-01-30T00:42:50.524Z,55,,,,45.2,,
2018-01-30T00:43:00.525Z,55,,,,45.2,,
2018-01-30T00:43:10.526Z,55,,,,45.1,65,
2018-01-30T00:43:20.528Z,55,,,,45.1,64.9,
2018-01-30T00:43:30.534Z,55,,,,45,,
2018-01-30T00:43:41.653Z,55,,,,45,,
2018-01-30T00:43:50.528Z,55,,,,44.9,,
2018-01-30T00:44:00.523Z,55,,,,44.9,64.8,
2018-01-30T00:44:10.525Z,55,,,,44.8,,
2018-01-30T00:44:20.528Z,55,,,,44.8,,
2018-01-30T00:44:30.531Z,55,,,,44.8,64.7,
2018-01-30T00:44:40.613Z,55,,,,44.7,,
2018-01-30T00:44:50.528Z,55,,,,44.7,,
2018-01-30T00:45:00.523Z,55,,,,44.5,,
2018-01-30T00:45:10.523Z,55,,,,44.5,64.5,
2018-01-30T00:45:20.523Z,55,,,,44.4,,
2018-01-30T00:45:30.524Z,55,,,,44.4,,
2018-01-30T00:45:40.613Z,55,,,,44.3,64.4,
2018-01-30T00:45:50.523Z,55,,,,44.3,,
2018-01-30T00:46:00.523Z,55,,,,44.3,,
2018-01-30T00:46:10.525Z,55,,,,44.2,,
2018-01-30T00:46:20.525Z,55,,,,44.2,64.3,
2018-01-30T00:46:35.543Z,55,,,,44.1,,
2018-01-30T00:46:40.603Z,55,,,,44.1,,
2018-01-30T00:46:50.523Z,55,,,,44,,
2018-01-30T00:47:00.524Z,55,,,,44,,
2018-01-30T00:47:10.523Z,55,,,,43.9,64.2,
2018-01-30T00:47:20.523Z,55,,,,43.9,,
2018-01-30T00:47:30.529Z,55,,,,43.7,,
2018-01-30T00:47:40.643Z,55,,,,43.7,64.1,
2018-01-30T00:47:50.523Z,55,,,,43.6,,
2018-01-30T00:48:00.523Z,55,,,,43.6,,
2018-01-30T00:48:10.524Z,55,,,,43.6,,
2018-01-30T00:48:20.525Z,55,,,,43.5,64,
2018-01-30T00:48:30.523Z,55,,,,43.5,,
2018-01-30T00:48:40.613Z,55,,,,43.4,,
2018-01-30T00:48:50.527Z,55,,,,43.4,63.8,
2018-01-30T00:49:00.524Z,55,,,,43.3,,
2018-01-30T00:49:10.526Z,55,,,,43.3,,
2018-01-30T00:49:25.546Z,55,,,,43.3,,
2018-01-30T00:49:30.581Z,55,,,,43.2,63.7,
2018-01-30T00:49:40.626Z,55,,,,43.2,,
2018-01-30T00:49:50.523Z,55,,,,43.1,,
2018-01-30T00:50:01.570Z,55,,,,43.1,,
2018-01-30T00:50:10.525Z,55,,,,43.1,,
2018-01-30T00:50:20.523Z,55,,,,43,63.6,
2018-01-30T00:50:30.525Z,55,,,,43,,
2018-01-30T00:50:40.603Z,55,,,,42.8,,
2018-01-30T00:50:50.528Z,55,,,,42.8,,
2018-01-30T00:51:00.523Z,55,,,,42.7,63.5,
2018-01-30T00:51:10.526Z,55,,,,42.7,,
2018-01-30T00:51:20.525Z,55,,,,42.7,,
2018-01-30T00:51:30.524Z,55,,,,42.6,63.4,
2018-01-30T00:51:40.604Z,55,,,,42.6,,
2018-01-30T00:51:50.524Z,55,,,,42.5,,
2018-01-30T00:52:00.525Z,55,,,,42.5,,
2018-01-30T00:52:15.565Z,55,,,,42.5,63.3,
2018-01-30T00:52:20.524Z,55,,,,42.4,,
2018-01-30T00:52:30.524Z,55,,,,42.4,,
2018-01-30T00:52:40.614Z,55,,,,42.3,,
2018-01-30T00:52:50.527Z,55,,,,42.3,63.1,
2018-01-30T00:53:00.528Z,55,,,,42.2,,
2018-01-30T00:53:10.527Z,55,,,,42.2,,
2018-01-30T00:53:20.527Z,55,,,,42.2,,
2018-01-30T00:53:30.525Z,55,,,,42,63,
2018-01-30T00:53:41.604Z,55,,,,42,,
2018-01-30T00:53:50.523Z,55,,,,41.9,,
2018-01-30T00:54:00.524Z,55,,,,41.9,,
2018-01-30T00:54:10.524Z,55,,,,41.8,62.9,
2018-01-30T00:54:20.525Z,55,,,,41.8,,
2018-01-30T00:54:30.524Z,55,,,,41.8,,
2018-01-30T00:54:41.623Z,55,,,,41.7,,
2018-01-30T00:54:50.563Z,55,,,,41.7,62.8,
2018-01-30T00:55:00.550Z,55,,,,41.7,,
2018-01-30T00:55:10.580Z,55,,,,41.6,,
2018-01-30T00:55:20.536Z,55,,,,41.6,62.7,
2018-01-30T00:55:30.524Z,55,,,,41.5,,
2018-01-30T00:55:40.604Z,55,,,,41.5,,
2018-01-30T00:55:50.525Z,55,,,,41.4,,
2018-01-30T00:56:00.524Z,55,,,,41.4,62.6,
2018-01-30T00:56:10.524Z,55,,,,41.4,,
2018-01-30T00:56:20.524Z,55,,,,41.2,,
2018-01-30T00:56:31.522Z,55,,,,41.2,,
2018-01-30T00:56:40.605Z,55,,,,41.2,62.4,
2018-01-30T00:56:50.525Z,55,,,,41.1,,
2018-01-30T00:57:00.527Z,55,,,,41.1,,
2018-01-30T00:57:10.524Z,55,,,,41,,
2018-01-30T00:57:20.524Z,55,,,,41,62.3,
2018-01-30T00:57:30.525Z,55,,,,41,,
2018-01-30T00:57:40.605Z,55,,,,40.9,,
2018-01-30T00:57:50.524Z,55,,,,40.9,,
2018-01-30T00:58:00.525Z,55,,,,40.8,62.2,
2018-01-30T00:58:10.525Z,55,,,,40.8,,
2018-01-30T00:58:20.524Z,55,,,,40.8,,
2018-01-30T00:58:30.525Z,55,,,,40.7,,
2018-01-30T00:58:40.605Z,55,,,,40.7,62.1,
2018-01-30T00:58:50.525Z,55,,,,40.7,,
2018-01-30T00:59:00.524Z,55,,,,40.6,,
2018-01-30T00:59:10.525Z,55,,,,40.6,62,
2018-01-30T00:59:21.518Z,55,,,,40.5,,
2018-01-30T00:59:30.526Z,55,,,,40.5,,
2018-01-30T00:59:40.615Z,55,,,,40.5,,
2018-01-30T00:59:50.524Z,55,,,,40.3,61.9,
2018-01-30T01:00:00.525Z,55,,,,40.3,,
2018-01-30T01:00:10.524Z,55,,,,40.3,,
2018-01-30T01:00:20.524Z,55,,,,40.2,,
2018-01-30T01:00:30.525Z,55,,,,40.2,61.7,
2018-01-30T01:00:40.615Z,55,,,,40.2,,
2018-01-30T01:00:50.530Z,55,,,,40.1,,
2018-01-30T01:01:00.529Z,55,,,,40.1,,
2018-01-30T01:01:10.526Z,55,,,,40,61.6,
2018-01-30T01:01:20.530Z,55,,,,40,,
2018-01-30T01:01:30.525Z,55,,,,40,,
2018-01-30T01:01:40.607Z,55,,,,39.9,,
2018-01-30T01:01:50.529Z,55,,,,39.9,61.5,
2018-01-30T01:02:00.525Z,55,,,,39.9,,
2018-01-30T01:02:15.545Z,55,,,,39.8,,
2018-01-30T01:02:20.530Z,55,,,,39.8,61.4,
2018-01-30T01:02:30.526Z,55,,,,39.8,,
2018-01-30T01:02:40.609Z,55,,,,39.6,,
2018-01-30T01:02:50.530Z,55,,,,39.6,,
2018-01-30T01:03:00.530Z,55,,,,39.5,61.3,
2018-01-30T01:03:10.532Z,55,,,,39.5,,
2018-01-30T01:03:20.525Z,55,,,,39.5,,
2018-01-30T01:03:30.525Z,55,,,,39.4,,
2018-01-30T01:03:40.615Z,55,,,,39.4,61.2,
2018-01-30T01:03:50.531Z,55,,,,39.4,,
2018-01-30T01:04:00.525Z,55,,,,39.3,,
2018-01-30T01:04:10.525Z,55,,,,39.3,,
2018-01-30T01:04:20.525Z,55,,,,39.1,61,
2018-01-30T01:04:30.566Z,55,,,,39.1,,
2018-01-30T01:04:40.605Z,55,,,,39.1,,
2018-01-30T01:04:50.525Z,55,,,,39,,
2018-01-30T01:05:05.639Z,55,,,,39,60.9,
2018-01-30T01:05:10.525Z,55,,,,39,,
2018-01-30T01:05:20.526Z,55,,,,38.9,,
2018-01-30T01:05:30.525Z,55,,,,38.9,,
2018-01-30T01:05:40.605Z,55,,,,38.9,60.8,
2018-01-30T01:05:50.526Z,55,,,,38.8,,
2018-01-30T01:06:00.527Z,55,,,,38.8,,
2018-01-30T01:06:10.534Z,55,,,,38.8,,
2018-01-30T01:06:20.526Z,55,,,,38.6,60.7,
2018-01-30T01:06:30.525Z,55,,,,38.6,,
2018-01-30T01:06:40.605Z,55,,,,38.6,,
2018-01-30T01:06:50.525Z,55,,,,38.5,,
2018-01-30T01:07:00.526Z,55,,,,38.5,60.6,
2018-01-30T01:07:10.527Z,55,,,,38.5,,
2018-01-30T01:07:20.525Z,55,,,,38.4,,
2018-01-30T01:07:30.529Z,55,,,,38.4,,
2018-01-30T01:07:40.605Z,55,,,,38.4,60.5,
2018-01-30T01:07:55.561Z,55,,,,38.3,,
2018-01-30T01:08:00.526Z,55,,,,38.3,,
2018-01-30T01:08:10.526Z,55,,,,38.3,,
2018-01-30T01:08:20.525Z,55,,,,38.1,60.3,
2018-01-30T01:08:30.527Z,55,,,,38.1,,
2018-01-30T01:08:40.609Z,55,,,,38.1,,
2018-01-30T01:08:50.526Z,55,,,,38,,
2018-01-30T01:09:00.525Z,55,,,,38,60.2,
2018-01-30T01:09:10.531Z,55,,,,38,,
2018-01-30T01:09:20.661Z,55,,,,37.9,,
2018-01-30T01:09:30.531Z,55,,,,37.9,60.1,
2018-01-30T01:09:40.608Z,55,,,,37.9,,
2018-01-30T01:09:50.528Z,55,,,,37.8,,
2018-01-30T01:10:00.527Z,55,,,,37.8,,
2018-01-30T01:10:10.526Z,55,,,,37.8,60,
2018-01-30T01:10:20.531Z,55,,,,37.7,,
2018-01-30T01:10:30.526Z,55,,,,37.7,,
2018-01-30T01:10:40.617Z,55,,,,37.7,,
2018-01-30T01:10:50.526Z,55,,,,37.5,59.9,
2018-01-30T01:11:00.529Z,55,,,,37.5,,
2018-01-30T01:11:10.537Z,55,,,,37.5,,
2018-01-30T01:11:20.526Z,55,,,,37.4,,
2018-01-30T01:11:30.531Z,55,,,,37.4,,
2018-01-30T01:11:40.608Z,55,,,,37.4,59.8,
2018-01-30T01:11:50.526Z,55,,,,37.3,,
2018-01-30T01:12:00.531Z,55,0,5,0,37.3,59.8,0
2018-01-30T01:12:11.526Z,55,,,,37.3,,
2018-01-30T01:12:20.526Z,55,,,,37.2,59.7,
2018-01-30T01:12:30.526Z,55,,,,37.2,,
2018-01-30T01:12:40.611Z,55,,,,37.2,,
2018-01-30T01:12:50.526Z,55,,,,37,59.5,
2018-01-30T01:13:00.526Z,55,,,,37,,
2018-01-30T01:13:10.527Z,55,,,,37,,
2018-01-30T01:13:20.529Z,55,,,,37,,
2018-01-30T01:13:30.526Z,55,,,,36.9,59.4,
2018-01-30T01:13:40.618Z,55,,,,36.9,,
2018-01-30T01:13:50.526Z,55,,,,36.9,,
2018-01-30T01:14:00.526Z,55,,,,36.8,,
2018-01-30T01:14:10.527Z,55,,,,36.8,59.3,
2018-01-30T01:14:20.528Z,55,,,,36.8,,
2018-01-30T01:14:30.527Z,55,,,,36.7,,
2018-01-30T01:14:40.607Z,55,,,,36.7,,
2018-01-30T01:14:50.526Z,55,,,,36.7,59.2,
2018-01-30T01:15:01.520Z,55,,,,36.7,,
2018-01-30T01:15:10.526Z,55,,,,36.5,,
2018-01-30T01:15:20.527Z,55,,,,36.5,,
2018-01-30T01:15:30.528Z,55,,,,36.4,59.1,
2018-01-30T01:15:40.617Z,55,,,,36.4,,
2018-01-30T01:15:50.528Z,55,,,,36.4,,
2018-01-30T01:16:00.529Z,55,,,,36.4,,
2018-01-30T01:16:10.527Z,55,,,,36.3,59,
2018-01-30T01:16:20.529Z,55,,,,36.3,,
2018-01-30T01:16:30.526Z,55,,,,36.3,,
2018-01-30T01:16:40.606Z,55,,,,36.3,,
2018-01-30T01:16:50.528Z,55,,,,36.2,58.9,
2018-01-30T01:17:00.527Z,55,,,,36.2,,
2018-01-30T01:17:10.527Z,55,,,,36.2,,
2018-01-30T01:17:20.529Z,55,,,,36,,
2018-01-30T01:17:30.527Z,55,,,,36,58.7,
2018-01-30T01:17:40.608Z,55,,,,36,,
2018-01-30T01:17:51.524Z,55,,,,35.9,,
2018-01-30T01:18:00.542Z,55,,,,35.9,,
2018-01-30T01:18:10.527Z,55,,,,35.9,58.6,
2018-01-30T01:18:20.527Z,55,,,,35.8,,
2018-01-30T01:18:30.527Z,55,,,,35.8,,
2018-01-30T01:18:40.640Z,55,,,,35.8,58.5,
2018-01-30T01:18:50.528Z,55,,,,35.8,,
2018-01-30T01:19:00.528Z,55,,,,35.7,,
2018-01-30T01:19:10.528Z,55,,,,35.7,,
2018-01-30T01:19:20.527Z,55,,,,35.7,,
2018-01-30T01:19:30.527Z,55,,,,35.6,58.4,
2018-01-30T01:19:40.617Z,55,,,,35.6,,
2018-01-30T01:19:50.531Z,55,,,,35.6,,
2018-01-30T01:20:00.528Z,55,,,,35.6,,
2018-01-30T01:20:10.527Z,55,,,,35.4,58.3,
2018-01-30T01:20:20.527Z,55,,,,35.4,,
2018-01-30T01:20:30.527Z,55,,,,35.4,,
2018-01-30T01:20:45.618Z,55,,,,35.3,,
2018-01-30T01:20:50.527Z,55,,,,35.3,58.2,
2018-01-30T01:21:00.528Z,55,,,,35.3,,
2018-01-30T01:21:10.527Z,55,,,,35.3,,
2018-01-30T01:21:20.527Z,55,,,,35.2,,
