Time,PrimT,HwTSet,ChActive,HwTOutlet,PrimTSet,ActPow,HwActive
2018-01-05T00:00:07.711Z,46.4,55,,37.7,,,
2018-01-05T00:00:17.711Z,46.5,55,,37.7,,,
2018-01-05T00:00:27.711Z,,55,,37.7,,,
2018-01-05T00:00:37.712Z,46.6,55,,37.7,,,
2018-01-05T00:00:47.715Z,,55,,37.5,,,
2018-01-05T00:00:57.712Z,46.7,55,,37.5,,,
2018-01-05T00:01:07.712Z,,55,,37.5,,,
2018-01-05T00:01:17.716Z,46.8,55,,37.5,,,
2018-01-05T00:01:27.712Z,,55,,37.5,,,
2018-01-05T00:01:37.711Z,,55,,37.5,,,
2018-01-05T00:01:47.712Z,46.9,55,,37.5,,,
2018-01-05T00:01:57.712Z,,55,,37.4,,,
2018-01-05T00:02:07.712Z,,55,,37.4,,,
2018-01-05T00:02:17.713Z,47,55,,37.4,,,
2018-01-05T00:02:27.712Z,,55,,37.4,,,
2018-01-05T00:02:37.713Z,,55,,37.4,,,
2018-01-05T00:02:47.712Z,,55,,37.3,,,
2018-01-05T00:03:07.712Z,47.2,55,,37.3,,,
2018-01-05T00:03:17.712Z,,55,,37.3,,,
2018-01-05T00:03:27.712Z,,55,,37.3,,,
2018-01-05T00:03:37.712Z,,55,,37.2,,,
2018-01-05T00:03:52.732Z,,55,,37.2,,,
2018-01-05T00:03:57.712Z,,55,,37.2,,,
2018-01-05T00:04:07.712Z,,55,,37.2,,,
2018-01-05T00:04:17.712Z,,55,,37.2,,,
2018-01-05T00:04:27.712Z,47.3,55,,37.2,,,
2018-01-05T00:04:37.712Z,,55,,37,,,
2018-01-05T00:04:47.712Z,,55,,37,,,
2018-01-05T00:04:57.712Z,,55,,37,,,
2018-01-05T00:05:07.712Z,,55,,37,,,
2018-01-05T00:05:17.714Z,,55,,36.9,,,
2018-01-05T00:05:27.712Z,,55,,36.9,,,
2018-01-05T00:05:37.714Z,,55,,36.9,,,
2018-01-05T00:05:47.712Z,,55,,36.9,,,
2018-01-05T00:05:57.712Z,,55,,36.9,,,
2018-01-05T00:06:07.714Z,,55,,36.8,,,
2018-01-05T00:06:17.712Z,,55,,36.8,,,
2018-01-05T00:06:27.712Z,,55,,36.8,,,
2018-01-05T00:06:42.735Z,,55,,36.8,,,
2018-01-05T00:06:47.713Z,,55,,36.7,,,
2018-01-05T00:06:57.713Z,,55,,36.7,,,
2018-01-05T00:07:07.712Z,,55,,36.7,,,
2018-01-05T00:07:17.713Z,,55,,36.7,,,
2018-01-05T00:07:27.712Z,47.2,55,,36.5,,,
2018-01-05T00:07:37.714Z,47.3,55,,36.5,,,
2018-01-05T00:07:47.712Z,47.2,55,,36.5,,,
2018-01-05T00:07:57.715Z,,55,,36.5,,,
2018-01-05T00:08:08.711Z,,55,,36.4,,,
2018-01-05T00:08:17.713Z,,55,,36.4,,,
2018-01-05T00:08:27.713Z,,55,,36.4,,,
2018-01-05T00:08:37.713Z,,55,,36.3,,,
2018-01-05T00:08:47.712Z,,55,,36.3,,,
2018-01-05T00:08:57.713Z,,55,,36.3,,,
2018-01-05T00:09:07.713Z,,55,,36.3,,,
2018-01-05T00:09:17.713Z,,55,,36.2,,,
2018-01-05T00:09:32.732Z,,55,,36.2,,,
2018-01-05T00:09:37.713Z,,55,,36.2,,,
2018-01-05T00:09:47.712Z,,55,,36,,,
2018-01-05T00:09:57.713Z,47,55,,36,,,
2018-01-05T00:10:07.713Z,,55,,36,,,
2018-01-05T00:10:17.712Z,,55,,36,,,
2018-01-05T00:10:27.714Z,,55,,36,,,
2018-01-05T00:10:37.713Z,,55,,35.9,,,
2018-01-05T00:10:47.712Z,,55,,35.9,,,
2018-01-05T00:10:57.713Z,,55,,35.9,,,
2018-01-05T00:11:07.713Z,46.9,55,,35.9,,,
2018-01-05T00:11:17.713Z,47,55,,35.8,,,
2018-01-05T00:11:27.715Z,46.9,55,,35.8,,,
2018-01-05T00:11:37.713Z,,55,,35.8,,,
2018-01-05T00:11:47.715Z,,55,,35.7,,,
2018-01-05T00:12:07.713Z,,55,,35.7,,,
2018-01-05T00:12:17.713Z,,55,,35.7,,,
2018-01-05T00:12:27.714Z,,55,,35.6,,,
2018-01-05T00:12:37.713Z,46.8,55,,35.6,,,
2018-01-05T00:12:47.713Z,,55,,35.6,,,
2018-01-05T00:12:57.713Z,,55,,35.4,,,
2018-01-05T00:13:07.713Z,,55,,35.4,,,
2018-01-05T00:13:17.713Z,,55,,35.4,,,
2018-01-05T00:13:27.713Z,,55,,35.4,,,
2018-01-05T00:13:37.713Z,,55,,35.4,,,
2018-01-05T00:13:50.813Z,46.7,55,,35.3,,,
2018-01-05T00:13:57.714Z,,55,,35.3,,,
2018-01-05T00:14:08.710Z,,55,,35.3,,,
2018-01-05T00:14:17.713Z,,55,,35.2,,,
2018-01-05T00:14:27.714Z,,55,,35.2,,,
2018-01-05T00:14:37.713Z,,55,,35.2,,,
2018-01-05T00:14:47.714Z,,55,,35.1,,,
2018-01-05T00:14:57.714Z,46.6,55,,35.1,,,
2018-01-05T00:15:07.714Z,,55,,35.1,,,
2018-01-05T00:15:17.714Z,,55,1,35.1,,79,0
2018-01-05T00:15:27.713Z,50.4,,,,,79,
2018-01-05T00:15:37.714Z,53.8,55,,34.9,,47,
2018-01-05T00:15:47.714Z,51.8,55,,34.9,,29,
2018-01-05T00:15:57.714Z,46.2,,,,,,
2018-01-05T00:16:07.714Z,42.4,55,,34.8,,,
2018-01-05T00:16:17.714Z,41.4,55,,34.8,,,
2018-01-05T00:16:27.714Z,41.2,55,,34.8,,,
2018-01-05T00:16:38.713Z,42.4,55,,34.8,,,
2018-01-05T00:16:47.715Z,43,55,,34.8,,,
2018-01-05T00:16:57.714Z,42.8,,,,,,
2018-01-05T00:17:07.714Z,42.6,55,,34.7,,,
2018-01-05T00:17:17.721Z,42.7,55,,34.7,,,
2018-01-05T00:17:27.714Z,43.1,,,,,,
2018-01-05T00:17:37.714Z,43.4,55,,34.7,,,
2018-01-05T00:17:47.714Z,43.5,55,,34.7,,,
2018-01-05T00:17:57.714Z,43.6,,,,,,
2018-01-05T00:18:07.715Z,43.7,55,,34.7,,,
2018-01-05T00:18:17.718Z,44,55,,34.7,,,
2018-01-05T00:18:27.713Z,44.2,55,,34.7,,,
2018-01-05T00:18:37.714Z,44.3,55,,34.6,,,
2018-01-05T00:18:47.714Z,44.5,55,,34.6,,,
2018-01-05T00:18:57.721Z,44.8,55,,34.6,,,
2018-01-05T00:19:08.759Z,45,55,,34.7,,,
2018-01-05T00:19:17.714Z,45.1,55,,34.7,,,
2018-01-05T00:19:33.864Z,45.3,55,,34.7,,,
2018-01-05T00:19:37.714Z,45.6,55,,34.7,,,
2018-01-05T00:19:47.714Z,45.8,55,,34.8,,,
2018-01-05T00:19:57.714Z,46,,,,,,
2018-01-05T00:20:07.714Z,46.1,55,,34.8,,,
2018-01-05T00:20:17.714Z,46.3,55,,34.8,,,
2018-01-05T00:20:27.714Z,46.4,55,1,34.9,75,29,0
2018-01-05T00:20:37.714Z,46.8,55,,34.9,,,
2018-01-05T00:20:47.715Z,46.9,55,,35.1,,,
2018-01-05T00:20:57.714Z,47.1,,,,,,
2018-01-05T00:21:07.714Z,47.3,55,,35.1,,,
2018-01-05T00:21:17.714Z,47.4,55,,35.2,,,
2018-01-05T00:21:27.716Z,47.7,55,,35.2,,,
2018-01-05T00:21:37.717Z,47.9,55,,35.3,,,
2018-01-05T00:21:47.715Z,48,55,,35.3,,,
2018-01-05T00:21:57.715Z,48.2,55,,35.4,,,
2018-01-05T00:22:07.718Z,48.3,55,,35.6,,,
2018-01-05T00:22:22.735Z,48.6,,,,,,
2018-01-05T00:22:27.714Z,48.7,55,,35.7,,,
2018-01-05T00:22:37.715Z,48.9,55,,35.8,,,
2018-01-05T00:22:47.714Z,49,55,,35.8,,,
2018-01-05T00:22:57.715Z,49.2,55,,35.9,,,
2018-01-05T00:23:07.715Z,49.3,55,,36,,,
2018-01-05T00:23:17.715Z,49.6,,,,,,
2018-01-05T00:23:27.716Z,,55,,36.2,,,
2018-01-05T00:23:37.714Z,49.8,55,,36.3,,,
2018-01-05T00:23:47.714Z,49.9,,,,,,
2018-01-05T00:23:57.715Z,50.1,55,,36.4,,,
2018-01-05T00:24:07.715Z,50.2,55,,36.5,,,
2018-01-05T00:24:17.714Z,50.3,55,,36.7,,,
2018-01-05T00:24:27.714Z,50.6,55,,36.8,,,
2018-01-05T00:24:37.715Z,50.7,55,,36.9,,,
2018-01-05T00:24:47.714Z,50.8,55,,36.9,,,
2018-01-05T00:24:57.715Z,51,,,,,,
2018-01-05T00:25:12.735Z,51.1,55,,37.2,,,
2018-01-05T00:25:17.715Z,51.4,55,,37.2,,,
2018-01-05T00:25:27.715Z,51.5,55,,37.3,,,
2018-01-05T00:25:37.715Z,51.8,55,1,37.4,,0,0
2018-01-05T00:25:47.715Z,51,,,,,,
2018-01-05T00:25:57.715Z,49.5,55,,37.5,,,
2018-01-05T00:26:07.717Z,48.4,55,,37.8,,,
2018-01-05T00:26:17.715Z,47.9,55,,37.8,,,
2018-01-05T00:26:27.715Z,47.9,,,,,,
2018-01-05T00:26:37.902Z,48.1,55,,38,,,
2018-01-05T00:26:47.715Z,48.5,55,,38.1,,,
2018-01-05T00:26:57.729Z,48.2,55,,38.1,,,
2018-01-05T00:27:07.717Z,47.8,55,,38.3,,,
2018-01-05T00:27:17.716Z,47.5,,,,,,
2018-01-05T00:27:27.720Z,47.3,55,,38.4,,,
2018-01-05T00:27:37.715Z,47,55,,38.5,,,
2018-01-05T00:27:47.715Z,46.8,55,,38.5,,,
2018-01-05T00:27:57.715Z,46.6,55,,38.6,,,
2018-01-05T00:28:07.715Z,46.5,55,,38.6,,,
2018-01-05T00:28:17.715Z,46.4,55,,38.6,,,
2018-01-05T00:28:27.715Z,46.1,55,,38.6,,,
2018-01-05T00:28:37.715Z,46,55,,38.8,,,
2018-01-05T00:28:47.717Z,46,55,,38.8,,,
2018-01-05T00:28:57.716Z,46.2,55,,38.8,,,
2018-01-05T00:29:07.715Z,46.4,55,,38.8,,,
2018-01-05T00:29:17.715Z,46.5,,,,,,
2018-01-05T00:29:28.713Z,46.7,55,,38.8,,,
2018-01-05T00:29:37.715Z,46.8,55,,38.8,,,
2018-01-05T00:29:47.715Z,,55,,38.8,,,
2018-01-05T00:29:57.715Z,46.9,55,,38.8,,,
2018-01-05T00:30:07.716Z,47,,,,,,
2018-01-05T00:30:17.717Z,47.2,55,,38.6,,,
2018-01-05T00:30:27.716Z,47.3,55,,38.6,,,
2018-01-05T00:30:47.716Z,47.4,55,,38.6,,,
2018-01-05T00:30:57.716Z,47.5,55,,38.6,,,
2018-01-05T00:31:07.716Z,,55,,38.6,,,
2018-01-05T00:31:17.716Z,47.6,55,,38.5,,,
2018-01-05T00:31:27.716Z,,55,,38.5,,,
2018-01-05T00:31:37.715Z,47.7,55,,38.5,,,
2018-01-05T00:31:57.715Z,47.8,55,,38.5,,,
2018-01-05T00:32:07.716Z,,55,,38.5,,,
2018-01-05T00:32:18.707Z,48,,,,,,
2018-01-05T00:32:27.716Z,,55,,38.4,,,
2018-01-05T00:32:37.720Z,,55,,38.4,,,
2018-01-05T00:32:47.715Z,48.1,55,,38.4,,,
2018-01-05T00:33:07.716Z,,55,,38.4,,,
2018-01-05T00:33:17.716Z,,55,,38.4,,,
2018-01-05T00:33:27.716Z,48.2,55,,38.3,,,
2018-01-05T00:33:47.722Z,,55,,38.3,,,
2018-01-05T00:33:57.716Z,,55,,38.3,,,
2018-01-05T00:34:07.716Z,48.3,55,,38.3,,,
2018-01-05T00:34:27.716Z,,55,,38.1,,,
2018-01-05T00:34:37.716Z,,55,,38.1,,,
2018-01-05T00:34:57.716Z,,55,,38.1,,,
2018-01-05T00:35:08.711Z,,55,,38,,,
2018-01-05T00:35:27.716Z,,55,,38,,,
2018-01-05T00:35:37.718Z,,55,,37.9,,,
2018-01-05T00:35:57.716Z,,55,,37.9,,,
2018-01-05T00:36:07.717Z,48.4,55,,37.9,,,
2018-01-05T00:36:27.720Z,,55,,37.8,,,
2018-01-05T00:36:37.716Z,,55,,37.8,,,
2018-01-05T00:36:57.716Z,,55,,37.7,,,
2018-01-05T00:37:07.716Z,,55,,37.7,,,
2018-01-05T00:37:17.717Z,48.3,,,,,,
2018-01-05T00:37:27.716Z,,55,,37.7,,,
2018-01-05T00:37:37.718Z,,55,,37.5,,,
2018-01-05T00:38:02.736Z,,55,,37.5,,,
2018-01-05T00:38:07.717Z,,55,,37.5,,,
2018-01-05T00:38:27.716Z,,55,,37.4,,,
2018-01-05T00:38:37.716Z,,55,,37.4,,,
2018-01-05T00:38:57.717Z,,55,,37.3,,,
2018-01-05T00:39:07.717Z,,55,,37.3,,,
2018-01-05T00:39:27.717Z,,55,,37.2,,,
2018-01-05T00:39:37.718Z,,55,,37.2,,,
2018-01-05T00:39:57.718Z,,55,,37.2,,,
2018-01-05T00:40:07.717Z,48.2,55,,37,,,
2018-01-05T00:40:27.717Z,,55,,36.9,,,
2018-01-05T00:40:37.717Z,,55,,36.9,,,
2018-01-05T00:40:57.717Z,,55,,36.9,,,
2018-01-05T00:41:07.717Z,,55,,36.8,,,
2018-01-05T00:41:27.717Z,,55,,36.8,,,
2018-01-05T00:41:37.718Z,,55,,36.7,,,
2018-01-05T00:41:47.717Z,48.1,,,,,,
2018-01-05T00:41:57.720Z,,55,,36.7,,,
2018-01-05T00:42:07.717Z,,55,,36.7,,,
2018-01-05T00:42:27.717Z,,55,,36.5,,,
2018-01-05T00:42:37.718Z,,55,,36.5,,,
2018-01-05T00:42:57.718Z,,55,,36.4,,,
2018-01-05T00:43:07.717Z,,55,,36.4,,,
2018-01-05T00:43:17.717Z,48,,,,,,
2018-01-05T00:43:27.717Z,,55,,36.3,,,
2018-01-05T00:43:43.199Z,,55,,36.3,,,
2018-01-05T00:43:57.717Z,50.3,55,1,36.2,,80,0
2018-01-05T00:44:07.718Z,54.6,55,,36.2,,56,
2018-01-05T00:44:17.719Z,54.2,55,,36.2,,29,
2018-01-05T00:44:27.718Z,48.4,55,,36.2,,,
2018-01-05T00:44:37.717Z,44.3,55,,36,,,
2018-01-05T00:44:47.718Z,42.9,55,,36,,,
2018-01-05T00:44:57.717Z,42.6,55,,36,,,
2018-01-05T00:45:08.716Z,43.5,55,,35.9,,,
2018-01-05T00:45:17.718Z,44.3,55,,35.9,,,
2018-01-05T00:45:27.718Z,44.2,55,,35.9,,,
2018-01-05T00:45:37.717Z,,55,,35.8,,,
2018-01-05T00:45:47.718Z,44.1,,,,,,
2018-01-05T00:45:57.718Z,44.3,55,,35.8,,,
2018-01-05T00:46:07.720Z,,55,,35.8,,,
2018-01-05T00:46:17.717Z,44.9,,,,,,
2018-01-05T00:46:27.717Z,,55,,35.8,,,
2018-01-05T00:46:37.718Z,45.1,,,,,,
2018-01-05T00:46:47.719Z,45.2,55,,35.7,,,
2018-01-05T00:46:57.719Z,,55,,35.8,,,
2018-01-05T00:47:07.718Z,45.4,55,,35.8,,,
2018-01-05T00:47:17.718Z,45.8,,,,,,
2018-01-05T00:47:27.718Z,46,55,,35.8,,,
2018-01-05T00:47:37.718Z,46.2,55,,35.8,,,
2018-01-05T00:47:47.718Z,,55,,35.9,,,
2018-01-05T00:47:58.711Z,46.6,,,,,,
2018-01-05T00:48:07.718Z,46.8,55,,35.9,,,
2018-01-05T00:48:17.720Z,47,55,,35.9,,,
2018-01-05T00:48:27.718Z,47.2,55,,35.9,,,
2018-01-05T00:48:37.718Z,,55,,36,,,
2018-01-05T00:48:47.718Z,47.6,,,,,,
2018-01-05T00:48:57.718Z,47.7,55,,36,,,
2018-01-05T00:49:08.760Z,,55,,36.2,,,
2018-01-05T00:49:17.718Z,48.1,,,,,,
2018-01-05T00:49:27.718Z,48.3,55,,36.2,,,
2018-01-05T00:49:37.720Z,,55,,36.3,,,
2018-01-05T00:49:47.718Z,48.6,,,,,,
2018-01-05T00:49:57.719Z,,55,,36.4,,,
2018-01-05T00:50:07.718Z,49.2,,1,,,0,0
2018-01-05T00:50:17.718Z,48,55,,36.5,,,
2018-01-05T00:50:27.718Z,46.5,55,,36.5,,,
2018-01-05T00:50:37.718Z,45.6,55,,36.7,,,
2018-01-05T00:50:50.820Z,,55,,36.8,,,
2018-01-05T00:50:57.719Z,45.1,55,,36.9,,,
2018-01-05T00:51:07.718Z,45.2,55,,36.9,,,
2018-01-05T00:51:17.718Z,45.8,,,,,,
2018-01-05T00:51:27.718Z,45.5,55,,37.2,,,
2018-01-05T00:51:37.719Z,45.1,55,,37.2,,,
2018-01-05T00:51:47.718Z,44.8,,,,,,
2018-01-05T00:51:57.718Z,,55,,37.3,,,
2018-01-05T00:52:07.719Z,44.5,55,,37.4,,,
2018-01-05T00:52:17.723Z,44.2,,,,,,
2018-01-05T00:52:27.719Z,44,55,,37.5,,,
2018-01-05T00:52:37.718Z,43.9,,,,,,
2018-01-05T00:52:47.718Z,,55,,37.5,,,
2018-01-05T00:52:57.719Z,43.7,55,,37.5,,,
2018-01-05T00:53:07.718Z,43.5,,,,,,
2018-01-05T00:53:17.719Z,,55,,37.5,,,
2018-01-05T00:53:27.718Z,43.6,,,,,,
2018-01-05T00:53:38.719Z,44,55,,37.5,,,
2018-01-05T00:53:47.718Z,44.1,55,,37.5,,,
2018-01-05T00:53:57.719Z,,55,,37.5,,,
2018-01-05T00:54:07.719Z,44.3,55,,37.5,,,
2018-01-05T00:54:27.719Z,44.4,55,,37.5,,,
2018-01-05T00:54:37.719Z,44.5,55,,37.5,,,
2018-01-05T00:54:47.718Z,44.7,,,,,,
2018-01-05T00:54:57.722Z,,55,,37.4,,,
2018-01-05T00:55:07.719Z,44.8,55,,37.4,,,
2018-01-05T00:55:17.719Z,44.9,,,,,,
2018-01-05T00:55:27.719Z,45,55,,37.4,,,
2018-01-05T00:55:38.762Z,,55,,37.4,,,
2018-01-05T00:55:47.719Z,,55,,37.3,,,
2018-01-05T00:55:57.723Z,45.2,,,,,,
2018-01-05T00:56:07.719Z,,55,,37.3,,,
2018-01-05T00:56:17.719Z,,55,,37.3,,,
2018-01-05T00:56:28.714Z,45.3,55,,37.3,,,
2018-01-05T00:56:47.719Z,,55,,37.2,,,
2018-01-05T00:56:57.719Z,45.5,55,,37.2,,,
2018-01-05T00:57:07.849Z,,55,,37.2,,,
2018-01-05T00:57:17.719Z,45.6,55,,37.2,,,
2018-01-05T00:57:27.719Z,,55,,37,,,
2018-01-05T00:57:37.719Z,,55,,37,,,
2018-01-05T00:57:47.719Z,45.7,,,,,,
2018-01-05T00:57:57.719Z,,55,,37,,,
2018-01-05T00:58:17.719Z,,55,,36.9,,,
2018-01-05T00:58:27.719Z,,55,,36.9,,,
2018-01-05T00:58:37.719Z,45.8,,,,,,
2018-01-05T00:58:47.720Z,,55,,36.9,,,
2018-01-05T00:58:57.721Z,,55,,36.8,,,
2018-01-05T00:59:07.720Z,,55,,36.8,,,
2018-01-05T00:59:27.726Z,45.9,55,,36.8,,,
2018-01-05T00:59:47.720Z,,55,,36.7,,,
2018-01-05T00:59:57.719Z,,55,,36.7,,,
2018-01-05T01:00:17.719Z,,55,,36.5,,,
2018-01-05T01:00:27.719Z,,55,,36.5,,,
2018-01-05T01:00:37.720Z,,55,,36.5,,,
2018-01-05T01:00:47.734Z,,55,,36.5,,,
2018-01-05T01:00:57.719Z,,55,,36.4,,,
2018-01-05T01:01:17.720Z,,55,,36.4,,,
2018-01-05T01:01:27.720Z,,55,,36.3,,,
2018-01-05T01:01:37.719Z,,55,,36.3,,,
2018-01-05T01:01:57.719Z,,55,,36.3,,,
2018-01-05T01:02:07.720Z,,55,,36.2,,,
2018-01-05T01:02:17.719Z,,55,,36.2,,,
2018-01-05T01:02:27.720Z,,55,,36.2,,,
2018-01-05T01:02:47.720Z,,55,,36,,,
2018-01-05T01:02:57.729Z,,55,,36,,,
2018-01-05T01:03:17.720Z,,55,,35.9,,,
2018-01-05T01:03:27.720Z,,55,,35.9,,,
2018-01-05T01:03:48.771Z,,55,,35.9,,,
2018-01-05T01:03:57.720Z,45.8,55,,35.8,,,
2018-01-05T01:04:07.720Z,,55,,35.8,,,
2018-01-05T01:04:17.721Z,,55,,35.8,,,
2018-01-05T01:04:27.720Z,,55,,35.8,,,
2018-01-05T01:04:37.720Z,,55,,35.7,,,
2018-01-05T01:04:47.725Z,,55,1,35.7,,,0
2018-01-05T01:04:57.720Z,50.1,55,,35.7,,80,
2018-01-05T01:05:07.728Z,54.2,55,,35.6,,40,
2018-01-05T01:05:17.720Z,51.5,55,,35.6,,29,
2018-01-05T01:05:27.720Z,46.4,55,,35.6,,,
2018-01-05T01:05:37.720Z,43.7,55,,35.4,,,
2018-01-05T01:05:47.721Z,42.9,55,,35.4,,,
2018-01-05T01:05:57.722Z,42.6,55,,35.4,,,
2018-01-05T01:06:07.721Z,43.7,55,,35.4,,,
2018-01-05T01:06:17.721Z,44.2,55,,35.4,,,
2018-01-05T01:06:28.718Z,,55,,35.3,,,
2018-01-05T01:06:37.723Z,44.1,,,,,,
2018-01-05T01:06:52.741Z,44.2,55,,35.3,,,
2018-01-05T01:06:57.726Z,,55,,35.3,,,
2018-01-05T01:07:07.720Z,44.4,,,,,,
2018-01-05T01:07:17.721Z,44.7,55,,35.3,,,
2018-01-05T01:07:27.720Z,45,55,,35.3,,,
2018-01-05T01:07:37.721Z,,55,,35.3,,,
2018-01-05T01:07:47.723Z,45.2,55,,35.3,,,
2018-01-05T01:07:57.720Z,45.4,55,,35.3,,,
2018-01-05T01:08:07.721Z,45.7,55,,35.3,,,
2018-01-05T01:08:17.721Z,,55,,35.3,,,
2018-01-05T01:08:27.721Z,46.1,55,,35.3,,,
2018-01-05T01:08:37.720Z,,55,,35.3,,,
2018-01-05T01:08:47.721Z,46.2,55,,35.4,,,
2018-01-05T01:08:58.763Z,46.6,55,,35.4,,,
2018-01-05T01:09:07.722Z,46.8,55,,35.4,,,
2018-01-05T01:09:18.712Z,47,55,,35.6,,,
2018-01-05T01:09:27.721Z,,55,,35.6,,,
2018-01-05T01:09:37.725Z,47.2,55,,35.6,,,
2018-01-05T01:09:47.721Z,47.6,55,,35.7,,,
2018-01-05T01:09:57.721Z,,55,,35.7,,,
2018-01-05T01:10:07.720Z,47.8,55,,35.8,,,
2018-01-05T01:10:17.727Z,48.1,55,,35.8,,,
2018-01-05T01:10:27.723Z,,55,,35.9,,,
2018-01-05T01:10:38.772Z,48.2,55,,35.9,,,
2018-01-05T01:10:47.721Z,48.4,55,,36,,,
2018-01-05T01:10:57.721Z,48.7,55,,36,,,
2018-01-05T01:11:07.722Z,48.6,55,1,36.2,,0,0
2018-01-05T01:11:17.721Z,47.9,55,,36.2,,,
2018-01-05T01:11:27.723Z,46.8,55,,36.3,,,
2018-01-05T01:11:37.721Z,45.7,55,,36.4,,,
2018-01-05T01:11:47.721Z,45.3,55,,36.4,,,
2018-01-05T01:11:57.721Z,45.1,55,,36.5,,,
2018-01-05T01:12:08.717Z,45.3,55,,36.5,,,
2018-01-05T01:12:17.721Z,45.6,55,,36.7,,,
2018-01-05T01:12:27.730Z,,55,,36.8,,,
2018-01-05T01:12:37.736Z,45.2,55,,36.9,,,
2018-01-05T01:12:47.729Z,44.7,55,,36.9,,,
2018-01-05T01:12:57.741Z,,55,,37,,,
2018-01-05T01:13:07.724Z,44.4,55,,37,,,
2018-01-05T01:13:17.722Z,44.1,55,,37.2,,,
2018-01-05T01:13:27.721Z,,55,,37.2,,,
2018-01-05T01:13:37.722Z,43.9,55,,37.2,,,
2018-01-05T01:13:47.721Z,43.7,55,,37.3,,,
2018-01-05T01:13:57.721Z,43.6,55,,37.3,,,
2018-01-05T01:14:07.721Z,43.4,55,,37.3,,,
2018-01-05T01:14:17.721Z,,55,,37.3,,,
2018-01-05T01:14:27.722Z,43.6,55,,37.3,,,
2018-01-05T01:14:37.722Z,44,55,,37.3,,,
2018-01-05T01:14:47.722Z,,55,,37.3,,,
2018-01-05T01:15:02.742Z,44.1,55,,37.3,,,
2018-01-05T01:15:07.730Z,44.2,55,,37.3,,,
2018-01-05T01:15:17.723Z,44.3,55,,37.3,,,
2018-01-05T01:15:27.721Z,44.4,55,,37.3,,,
2018-01-05T01:15:37.729Z,,55,,37.3,,,
2018-01-05T01:15:47.721Z,44.5,55,,37.3,,,
2018-01-05T01:15:57.721Z,44.7,55,,37.3,,,
2018-01-05T01:16:07.722Z,44.8,55,,37.3,,,
2018-01-05T01:16:17.724Z,,55,,37.2,,,
2018-01-05T01:16:27.722Z,44.9,55,,37.2,,,
2018-01-05T01:16:37.721Z,45,55,,37.2,,,
2018-01-05T01:16:47.722Z,,55,,37.2,,,
2018-01-05T01:16:57.722Z,45.1,55,,37.2,,,
2018-01-05T01:17:07.721Z,,55,,37.2,,,
2018-01-05T01:17:17.722Z,45.2,55,,37,,,
2018-01-05T01:17:27.721Z,,55,,37,,,
2018-01-05T01:17:37.722Z,45.3,55,,37,,,
2018-01-05T01:17:52.934Z,,55,,37,,,
2018-01-05T01:17:57.722Z,,55,,37,,,
2018-01-05T01:18:07.722Z,45.5,55,,36.9,,,
2018-01-05T01:18:17.722Z,,55,,36.9,,,
2018-01-05T01:18:28.764Z,,55,,36.9,,,
2018-01-05T01:18:37.722Z,45.6,55,,36.9,,,
2018-01-05T01:18:47.722Z,,55,,36.9,,,
2018-01-05T01:18:57.722Z,,55,,36.8,,,
2018-01-05T01:19:07.722Z,45.7,55,,36.8,,,
2018-01-05T01:19:18.717Z,,55,,36.8,,,
2018-01-05T01:19:27.722Z,,55,,36.8,,,
2018-01-05T01:19:37.724Z,,55,,36.7,,,
2018-01-05T01:19:47.723Z,,55,,36.7,,,
2018-01-05T01:19:57.722Z,,55,,36.7,,,
2018-01-05T01:20:07.722Z,45.8,55,,36.7,,,
2018-01-05T01:20:17.724Z,,55,,36.7,,,
2018-01-05T01:20:27.722Z,,55,,36.5,,,
2018-01-05T01:20:37.722Z,45.8,55,1,36.5,75,0,0
2018-01-05T01:20:47.722Z,,55,,36.5,,,
2018-01-05T01:20:57.722Z,,55,,36.5,,,
2018-01-05T01:21:07.722Z,,55,,36.4,,,
2018-01-05T01:21:17.722Z,,55,,36.4,,,
2018-01-05T01:21:27.722Z,,55,,36.4,,,
2018-01-05T01:21:37.722Z,,55,,36.4,,,
2018-01-05T01:21:47.722Z,,55,,36.3,,,
2018-01-05T01:21:57.722Z,,55,,36.3,,,
2018-01-05T01:22:08.721Z,,55,,36.3,,,
2018-01-05T01:22:17.723Z,,55,,36.3,,,
2018-01-05T01:22:27.723Z,,55,,36.2,,,
2018-01-05T01:22:37.722Z,,55,,36.2,,,
2018-01-05T01:22:47.723Z,,55,,36.2,,,
2018-01-05T01:22:57.722Z,,55,,36.2,,,
2018-01-05T01:23:07.723Z,,55,,36,,,
2018-01-05T01:23:17.723Z,,55,,36,,,
2018-01-05T01:23:27.723Z,,55,,36,,,
2018-01-05T01:23:37.723Z,,55,,36,,,
2018-01-05T01:23:47.723Z,,55,,35.9,,,
2018-01-05T01:23:57.724Z,,55,,35.9,,,
2018-01-05T01:24:07.723Z,,55,,35.9,,,
2018-01-05T01:24:17.723Z,,55,,35.8,,,
2018-01-05T01:24:27.725Z,,55,,35.8,,,
2018-01-05T01:24:37.723Z,,55,,35.8,,,
2018-01-05T01:24:47.723Z,,55,,35.8,,,
2018-01-05T01:24:58.716Z,,55,,35.7,,,
2018-01-05T01:25:07.724Z,,55,,35.7,,,
2018-01-05T01:25:17.723Z,,55,,35.7,,,
2018-01-05T01:25:27.723Z,,55,,35.6,,,
2018-01-05T01:25:37.723Z,,55,,35.6,,,
2018-01-05T01:25:47.724Z,46.3,55,1,35.6,,79,0
