Time,HwActive,HwTSet,PrimTSet,ActPow,PrimT,HwTOutlet,ChActive
2018-02-13T00:00:05.206Z,,55,,,,41.8,
2018-02-13T00:00:15.207Z,,55,,,,41.8,
2018-02-13T00:00:25.207Z,,55,,,56.1,41.7,
2018-02-13T00:00:35.207Z,,55,,,,41.7,
2018-02-13T00:00:45.206Z,,55,,,,41.7,
2018-02-13T00:00:55.208Z,,55,,,,41.6,
2018-02-13T00:01:05.206Z,,55,,,,41.6,
2018-02-13T00:01:15.207Z,,55,,,56,41.5,
2018-02-13T00:01:25.208Z,,55,,,,41.5,
2018-02-13T00:01:35.207Z,,55,,,,41.5,
2018-02-13T00:01:45.206Z,,55,,,,41.4,
2018-02-13T00:02:00.226Z,,55,,,56,41.4,
2018-02-13T00:02:05.206Z,,55,,,55.9,41.2,
2018-02-13T00:02:15.207Z,,55,,,,41.2,
2018-02-13T00:02:25.206Z,,55,,,,41.2,
2018-02-13T00:02:35.210Z,,55,,,,41.1,
2018-02-13T00:02:45.207Z,,55,,,55.8,41.1,
2018-02-13T00:02:55.207Z,,55,,,,41,
2018-02-13T00:03:05.206Z,,55,,,,41,
2018-02-13T00:03:15.207Z,,55,,,,41,
2018-02-13T00:03:25.207Z,,55,,,55.7,40.9,
2018-02-13T00:03:35.207Z,,55,,,,40.9,
2018-02-13T00:03:45.206Z,,55,,,,40.8,
2018-02-13T00:03:55.207Z,,55,,,,40.8,
2018-02-13T00:04:05.207Z,,55,,,,40.8,
2018-02-13T00:04:15.207Z,,55,,,,40.7,
2018-02-13T00:04:25.207Z,,55,,,55.6,40.7,
2018-02-13T00:04:35.208Z,,55,,,,40.7,
2018-02-13T00:04:51.237Z,,55,,,,40.6,
2018-02-13T00:04:55.207Z,,55,,,,40.6,
2018-02-13T00:05:05.207Z,,55,,,55.5,40.5,
2018-02-13T00:05:15.207Z,,55,,,,40.5,
2018-02-13T00:05:25.233Z,,55,,,,40.5,
2018-02-13T00:05:35.209Z,,55,,,,40.3,
2018-02-13T00:05:45.207Z,,55,,,,40.3,
2018-02-13T00:05:55.207Z,,55,,,55.3,40.2,
2018-02-13T00:06:05.208Z,,55,,,,40.2,
2018-02-13T00:06:15.207Z,,55,,,,40.2,
2018-02-13T00:06:25.207Z,,55,,,,40.1,
2018-02-13T00:06:35.210Z,,55,,,,40.1,
2018-02-13T00:06:45.207Z,,55,,,55.2,40.1,
2018-02-13T00:06:55.207Z,,55,,,,40,
2018-02-13T00:07:05.207Z,,55,,,,40,
2018-02-13T00:07:15.207Z,,55,,,,39.9,
2018-02-13T00:07:25.208Z,,55,,,,39.9,
2018-02-13T00:07:40.284Z,,55,,,55.1,39.8,
2018-02-13T00:07:45.207Z,,55,,,,39.8,
2018-02-13T00:07:55.207Z,,55,,,,39.8,
2018-02-13T00:08:05.208Z,,55,,,,39.8,
2018-02-13T00:08:15.208Z,,55,,,,39.6,
2018-02-13T00:08:25.208Z,,55,,,55,39.6,
2018-02-13T00:08:35.207Z,,55,,,,39.5,
2018-02-13T00:08:46.250Z,,55,,,,39.5,
2018-02-13T00:08:55.207Z,,55,,,54.9,39.5,
2018-02-13T00:09:06.203Z,,55,,,,39.4,
2018-02-13T00:09:15.207Z,,55,,,,39.4,
2018-02-13T00:09:25.207Z,,55,,,,39.4,
2018-02-13T00:09:35.207Z,,55,,,,39.3,
2018-02-13T00:09:45.208Z,,55,,,,39.3,
2018-02-13T00:09:55.220Z,,55,,,54.8,39.1,
2018-02-13T00:10:05.296Z,,55,,,,39.1,
2018-02-13T00:10:15.207Z,,55,,,,39.1,
2018-02-13T00:10:25.208Z,,55,,,,39,
2018-02-13T00:10:35.209Z,,55,,,54.7,39,
2018-02-13T00:10:45.208Z,,55,,,,39,
2018-02-13T00:10:55.209Z,,55,,,,38.9,
2018-02-13T00:11:05.208Z,,55,,,,38.9,
2018-02-13T00:11:15.208Z,,55,,,,38.9,
2018-02-13T00:11:25.212Z,,55,,,,38.8,
2018-02-13T00:11:35.209Z,,55,,,54.6,38.8,
2018-02-13T00:11:45.208Z,,55,,,,38.6,
2018-02-13T00:11:56.207Z,,55,,,,38.6,
2018-02-13T00:12:05.208Z,,55,,,,38.6,
2018-02-13T00:12:15.208Z,,55,,,54.4,38.5,
2018-02-13T00:12:25.208Z,,55,,,,38.5,
2018-02-13T00:12:35.208Z,,55,,,,38.5,
2018-02-13T00:12:45.208Z,,55,,,,38.4,
2018-02-13T00:12:55.208Z,,55,,,54.3,38.4,
2018-02-13T00:13:05.330Z,,55,,,,38.3,
2018-02-13T00:13:15.208Z,,55,,,,38.3,
2018-02-13T00:13:25.208Z,,55,,,,38.3,
2018-02-13T00:13:35.209Z,,55,,,,38.3,
2018-02-13T00:13:45.208Z,,55,,,,38.1,
2018-02-13T00:13:55.209Z,,55,,,54.2,38.1,
2018-02-13T00:14:05.208Z,,55,,,,38.1,
2018-02-13T00:14:15.208Z,,55,,,,38,
2018-02-13T00:14:25.209Z,,55,,,,38,
2018-02-13T00:14:35.208Z,,55,,,,38,
2018-02-13T00:14:46.204Z,,55,,,54.1,37.9,
2018-02-13T00:14:55.208Z,,55,,,,37.9,
2018-02-13T00:15:05.208Z,,55,,,,37.9,
2018-02-13T00:15:15.208Z,,55,,,,37.8,
2018-02-13T00:15:25.209Z,,55,,,54,37.8,
2018-02-13T00:15:35.208Z,,55,,,,37.8,
2018-02-13T00:15:45.209Z,,55,,,,37.7,
2018-02-13T00:15:55.209Z,,55,,,,37.7,
2018-02-13T00:16:05.209Z,,55,,,53.9,37.5,
2018-02-13T00:16:15.208Z,,55,,,,37.5,
2018-02-13T00:16:25.209Z,,55,,,,37.5,
2018-02-13T00:16:35.209Z,,55,,,,37.4,
2018-02-13T00:16:45.208Z,,55,,,,37.4,
2018-02-13T00:16:55.208Z,,55,,,53.8,37.4,
2018-02-13T00:17:05.209Z,,55,,,,37.4,
2018-02-13T00:17:15.209Z,,55,,,,37.3,
2018-02-13T00:17:25.209Z,,55,,,,37.3,
2018-02-13T00:17:40.229Z,,55,,,,37.3,
2018-02-13T00:17:45.209Z,,55,,,53.7,37.2,
2018-02-13T00:17:55.209Z,,55,,,,37.2,
2018-02-13T00:18:05.211Z,,55,,,,37.2,
2018-02-13T00:18:15.209Z,,55,,,,37,
2018-02-13T00:18:25.209Z,,55,,,,37,
2018-02-13T00:18:35.210Z,,55,,,53.6,37,
2018-02-13T00:18:45.209Z,,55,,,,36.9,
2018-02-13T00:18:55.210Z,,55,,,,36.9,
2018-02-13T00:19:05.210Z,,55,,,,36.9,
2018-02-13T00:19:15.210Z,,55,,,53.4,36.8,
2018-02-13T00:19:25.209Z,,55,,,,36.8,
2018-02-13T00:19:35.209Z,,55,,,,36.7,
2018-02-13T00:19:45.209Z,,55,,,,36.7,
2018-02-13T00:19:55.210Z,,55,,,,36.7,
2018-02-13T00:20:05.209Z,,55,,,53.3,36.7,
2018-02-13T00:20:15.210Z,,55,,,,36.5,
2018-02-13T00:20:30.437Z,,55,,,,36.5,
2018-02-13T00:20:35.209Z,,55,,,,36.5,
2018-02-13T00:20:45.209Z,,55,,,,36.4,
2018-02-13T00:20:55.209Z,,55,,,,36.4,
2018-02-13T00:21:05.210Z,,55,,,53.2,36.4,
2018-02-13T00:21:15.209Z,,55,,,,36.3,
2018-02-13T00:21:25.209Z,,55,,,,36.3,
2018-02-13T00:21:35.211Z,,55,,,,36.3,
2018-02-13T00:21:45.209Z,,55,,,53.1,36.2,
2018-02-13T00:21:55.210Z,,55,,,,36.2,
2018-02-13T00:22:05.210Z,,55,,,,36.2,
2018-02-13T00:22:15.209Z,,55,,,,36,
2018-02-13T00:22:25.209Z,,55,,,,36,
2018-02-13T00:22:35.209Z,,55,,,53,36,
2018-02-13T00:22:45.210Z,,55,,,,36,
2018-02-13T00:22:55.210Z,,55,,,,35.9,
2018-02-13T00:23:05.209Z,,55,,,,35.9,
2018-02-13T00:23:20.231Z,,55,,,52.9,35.9,
2018-02-13T00:23:25.210Z,,55,,,,35.8,
2018-02-13T00:23:35.211Z,,55,,,,35.8,
2018-02-13T00:23:45.210Z,,55,,,,35.8,
2018-02-13T00:23:55.210Z,,55,,,,35.7,
2018-02-13T00:24:05.209Z,,55,,,52.8,35.7,
2018-02-13T00:24:15.212Z,,55,,,,35.7,
2018-02-13T00:24:25.210Z,,55,,,,35.7,
2018-02-13T00:24:35.211Z,,55,,,,35.6,
2018-02-13T00:24:45.210Z,,55,,,,35.6,
2018-02-13T00:24:55.210Z,,55,,,52.7,35.6,
2018-02-13T00:25:05.210Z,,55,,,,35.4,
2018-02-13T00:25:15.215Z,,55,,,,35.4,
2018-02-13T00:25:25.210Z,,55,,,,35.4,
2018-02-13T00:25:35.212Z,,55,,,,35.3,
2018-02-13T00:25:45.212Z,,55,,,,35.3,
2018-02-13T00:25:55.210Z,,55,,,52.6,35.3,
2018-02-13T00:26:05.210Z,,55,,,,35.3,
2018-02-13T00:26:15.210Z,,55,,,,35.2,
2018-02-13T00:26:25.210Z,,55,,,,35.2,
2018-02-13T00:26:35.210Z,,55,,,52.4,35.2,
2018-02-13T00:26:45.210Z,,55,,,,35.1,
2018-02-13T00:26:55.210Z,,55,,,,35.1,
2018-02-13T00:27:05.210Z,,55,,,,35.1,
2018-02-13T00:27:15.210Z,,55,,,52.3,35.1,
2018-02-13T00:27:25.210Z,,55,,,,34.9,
2018-02-13T00:27:35.210Z,,55,,,,34.9,
2018-02-13T00:27:45.211Z,,55,,,,34.9,
2018-02-13T00:27:55.222Z,,55,,,,34.8,
2018-02-13T00:28:05.210Z,,55,,,52.2,34.8,
2018-02-13T00:28:15.210Z,,55,,,,34.8,
2018-02-13T00:28:25.211Z,,55,,,,34.7,
2018-02-13T00:28:35.211Z,,55,,,,34.7,
2018-02-13T00:28:45.212Z,,55,,,,34.7,
2018-02-13T00:28:55.211Z,,55,,,52.1,34.7,
2018-02-13T00:29:05.210Z,,55,,,,34.6,
2018-02-13T00:29:15.210Z,,55,,,,34.6,
2018-02-13T00:29:25.210Z,,55,,,,34.6,
2018-02-13T00:29:35.211Z,,55,,,,34.4,
2018-02-13T00:29:45.211Z,,55,,,52,34.4,
2018-02-13T00:29:55.211Z,,55,,,,34.4,
2018-02-13T00:30:05.210Z,,55,,,,34.4,
2018-02-13T00:30:15.211Z,,55,,,,34.3,
2018-02-13T00:30:26.206Z,,55,,,52,34.3,
2018-02-13T00:30:35.211Z,,55,,,51.9,34.3,
2018-02-13T00:30:45.211Z,,55,,,,34.3,
2018-02-13T00:30:55.211Z,,55,,,,34.2,
2018-02-13T00:31:05.211Z,,55,,,,34.2,
2018-02-13T00:31:15.212Z,,55,,,,34.2,
2018-02-13T00:31:25.211Z,,55,,,51.8,34.1,
2018-02-13T00:31:35.211Z,,55,,,,34.1,
2018-02-13T00:31:45.211Z,,55,,,,34.1,
2018-02-13T00:31:55.212Z,,55,,,,34.1,
2018-02-13T00:32:05.211Z,,55,,,51.7,34,
2018-02-13T00:32:15.211Z,,55,,,,34,
2018-02-13T00:32:25.211Z,,55,,,,34,
2018-02-13T00:32:35.211Z,,55,,,,34,
2018-02-13T00:32:45.211Z,,55,,,,33.8,
2018-02-13T00:32:55.213Z,,55,,,,33.8,
2018-02-13T00:33:05.212Z,,55,,,51.6,33.8,
2018-02-13T00:33:16.210Z,,55,,,,33.7,
2018-02-13T00:33:25.213Z,,55,,,,33.7,
2018-02-13T00:33:35.211Z,,55,,,,33.7,
2018-02-13T00:33:45.212Z,,55,,,51.4,33.7,
2018-02-13T00:33:55.214Z,,55,,,,33.6,
2018-02-13T00:34:05.211Z,,55,,,,33.6,
2018-02-13T00:34:15.211Z,,55,,,,33.6,
2018-02-13T00:34:26.253Z,,55,,,,33.6,
2018-02-13T00:34:35.213Z,,55,,,51.3,33.5,
2018-02-13T00:34:45.211Z,,55,,,,33.5,
2018-02-13T00:34:55.211Z,,55,,,,33.5,
2018-02-13T00:35:05.211Z,,55,,,,33.5,
2018-02-13T00:35:15.212Z,,55,,,,33.3,
2018-02-13T00:35:25.212Z,,55,,,51.2,33.3,
2018-02-13T00:35:35.211Z,,55,,,,33.3,
2018-02-13T00:35:45.212Z,,55,,,,33.3,
2018-02-13T00:35:55.213Z,,55,,,,33.2,
2018-02-13T00:36:10.231Z,,55,,,,33.2,
2018-02-13T00:36:15.212Z,,55,,,51.1,33.2,
2018-02-13T00:36:25.211Z,,55,,,,33.1,
2018-02-13T00:36:35.212Z,,55,,,,33.1,
2018-02-13T00:36:45.211Z,,55,,,,33.1,
2018-02-13T00:36:55.211Z,,55,,,,33.1,
2018-02-13T00:37:05.213Z,,55,,,51,33,
2018-02-13T00:37:15.211Z,,55,,,,33,
2018-02-13T00:37:25.212Z,,55,,,,33,
2018-02-13T00:37:35.440Z,,55,,,,33,
2018-02-13T00:37:45.212Z,,55,,,50.9,32.8,
2018-02-13T00:37:55.211Z,,55,,,,32.8,
2018-02-13T00:38:05.211Z,,55,,,,32.8,
2018-02-13T00:38:15.212Z,,55,,,,32.8,
2018-02-13T00:38:25.213Z,,55,,,,32.7,
2018-02-13T00:38:35.213Z,,55,,,,32.7,
2018-02-13T00:38:45.212Z,,55,,,50.8,32.7,
2018-02-13T00:38:55.212Z,,55,,,,32.7,
2018-02-13T00:39:05.212Z,,55,,,,32.6,
2018-02-13T00:39:15.212Z,,55,,,,32.6,
2018-02-13T00:39:25.212Z,,55,,,,32.6,
2018-02-13T00:39:35.214Z,,55,,,50.7,32.6,
2018-02-13T00:39:45.216Z,,55,,,,32.5,
2018-02-13T00:39:55.212Z,,55,,,,32.5,
2018-02-13T00:40:05.212Z,,55,,,,32.5,
2018-02-13T00:40:15.213Z,,55,,,50.6,32.5,
2018-02-13T00:40:25.212Z,,55,,,,32.3,
2018-02-13T00:40:35.212Z,,55,,,,32.3,
2018-02-13T00:40:45.212Z,,55,,,,32.3,
2018-02-13T00:40:55.212Z,,55,,,,32.3,
2018-02-13T00:41:05.214Z,,55,,,50.4,32.2,
2018-02-13T00:41:15.213Z,0,55,5,0,50.4,32.2,0
2018-02-13T00:41:25.212Z,,55,,,,32.2,
2018-02-13T00:41:35.212Z,,55,,,,32.1,
2018-02-13T00:41:45.212Z,,55,,,,32.1,
2018-02-13T00:41:55.214Z,,55,,,,32.1,
2018-02-13T00:42:05.212Z,,55,,,50.3,32.1,
2018-02-13T00:42:15.213Z,,55,,,,32.1,
2018-02-13T00:42:25.212Z,,55,,,,32,
2018-02-13T00:42:35.212Z,,55,,,,32,
2018-02-13T00:42:45.214Z,,55,,,50.2,32,
2018-02-13T00:42:55.213Z,,55,,,,32,
2018-02-13T00:43:05.212Z,,55,,,,32,
2018-02-13T00:43:15.212Z,,55,,,,31.9,
2018-02-13T00:43:25.212Z,,55,,,,31.9,
2018-02-13T00:43:35.212Z,,55,,,50.1,31.9,
2018-02-13T00:43:45.213Z,,55,,,,31.9,
2018-02-13T00:43:55.213Z,,55,,,,31.7,
2018-02-13T00:44:05.213Z,,55,,,,31.7,
2018-02-13T00:44:15.213Z,,55,,,,31.7,
2018-02-13T00:44:25.213Z,,55,,,50,31.7,
2018-02-13T00:44:35.213Z,,55,,,,31.7,
2018-02-13T00:44:45.212Z,,55,,,,31.6,
2018-02-13T00:44:55.214Z,,55,,,,31.6,
2018-02-13T00:45:05.213Z,,55,,,50,31.6,
2018-02-13T00:45:15.213Z,,55,,,49.9,31.5,
2018-02-13T00:45:25.213Z,,55,,,,31.5,
2018-02-13T00:45:35.213Z,,55,,,,31.5,
2018-02-13T00:45:45.213Z,,55,,,,31.5,
2018-02-13T00:45:55.214Z,,55,,,49.8,31.5,
2018-02-13T00:46:05.213Z,,55,,,,31.4,
2018-02-13T00:46:15.213Z,,55,,,,31.4,
2018-02-13T00:46:25.213Z,,55,,,,31.4,
2018-02-13T00:46:35.213Z,,55,,,,31.4,
2018-02-13T00:46:45.213Z,,55,,,49.7,31.2,
2018-02-13T00:46:55.213Z,,55,,,,31.2,
2018-02-13T00:47:05.213Z,,55,,,,31.2,
2018-02-13T00:47:15.213Z,,55,,,,31.2,
2018-02-13T00:47:25.213Z,,55,,,,31.2,
2018-02-13T00:47:35.213Z,,55,,,49.5,31.1,
2018-02-13T00:47:45.213Z,,55,,,,31.1,
2018-02-13T00:47:55.213Z,,55,,,,31.1,
2018-02-13T00:48:05.213Z,,55,,,,31.1,
2018-02-13T00:48:15.213Z,,55,,,,31,
2018-02-13T00:48:25.213Z,,55,,,,31,
2018-02-13T00:48:35.213Z,,55,,,49.4,31,
2018-02-13T00:48:45.214Z,,55,,,,31,
2018-02-13T00:48:56.236Z,,55,,,,31,
2018-02-13T00:49:05.214Z,,55,,,,30.9,
2018-02-13T00:49:15.214Z,,55,,,,30.9,
2018-02-13T00:49:25.213Z,,55,,,49.3,30.9,
2018-02-13T00:49:35.214Z,,55,,,,30.9,
2018-02-13T00:49:45.213Z,,55,,,,30.9,
2018-02-13T00:49:55.214Z,,55,,,,30.7,
2018-02-13T00:50:05.214Z,,55,,,,30.7,
2018-02-13T00:50:15.214Z,,55,,,49.2,30.7,
2018-02-13T00:50:25.214Z,,55,,,,30.7,
2018-02-13T00:50:35.221Z,,55,,,,30.6,
2018-02-13T00:50:45.214Z,,55,,,,30.6,
2018-02-13T00:50:55.214Z,,55,,,49.1,30.6,
2018-02-13T00:51:05.213Z,,55,,,,30.6,
2018-02-13T00:51:15.215Z,,55,,,,30.6,
2018-02-13T00:51:25.215Z,,55,,,,30.5,
2018-02-13T00:51:35.213Z,,55,,,,30.5,
2018-02-13T00:51:50.235Z,,55,,,,30.5,
2018-02-13T00:51:55.214Z,,55,,,49,30.5,
2018-02-13T00:52:05.214Z,,55,,,,30.4,
2018-02-13T00:52:15.214Z,,55,,,,30.4,
2018-02-13T00:52:25.214Z,,55,,,,30.4,
2018-02-13T00:52:35.215Z,,55,,,,30.4,
2018-02-13T00:52:45.214Z,,55,,,48.9,30.4,
2018-02-13T00:52:55.215Z,,55,,,,30.2,
2018-02-13T00:53:05.214Z,,55,,,,30.2,
2018-02-13T00:53:16.314Z,,55,,,,30.2,
2018-02-13T00:53:25.214Z,,55,,,,30.2,
2018-02-13T00:53:35.215Z,,55,,,48.7,30.2,
2018-02-13T00:53:45.214Z,,55,,,,30.1,
2018-02-13T00:53:55.214Z,,55,,,,30.1,
2018-02-13T00:54:05.214Z,,55,,,,30.1,
2018-02-13T00:54:15.214Z,,55,,,,30.1,
2018-02-13T00:54:25.215Z,,55,,,48.6,30.1,
2018-02-13T00:54:40.234Z,,55,,,,30,
2018-02-13T00:54:45.214Z,,55,,,,30,
2018-02-13T00:54:55.215Z,,55,,,,30,
2018-02-13T00:55:05.214Z,,55,,,,30,
2018-02-13T00:55:15.217Z,,55,,,48.5,30,
2018-02-13T00:55:25.214Z,,55,,,,29.9,
2018-02-13T00:55:35.215Z,,55,,,,29.9,
2018-02-13T00:55:45.216Z,,55,,,,29.9,
2018-02-13T00:55:55.214Z,,55,,,,29.9,
2018-02-13T00:56:05.214Z,,55,,,,29.9,
2018-02-13T00:56:15.215Z,,55,,,48.4,29.9,
2018-02-13T00:56:25.215Z,,55,,,,29.7,
2018-02-13T00:56:35.216Z,,55,,,,29.7,
2018-02-13T00:56:45.214Z,,55,,,48.3,29.7,
2018-02-13T00:56:55.214Z,,55,,,,29.7,
2018-02-13T00:57:05.214Z,,55,,,,29.6,
2018-02-13T00:57:15.215Z,,55,,,,29.6,
2018-02-13T00:57:25.215Z,,55,,,,29.6,
2018-02-13T00:57:35.214Z,,55,,,,29.6,
2018-02-13T00:57:45.216Z,,55,,,48.2,29.6,
2018-02-13T00:57:55.217Z,,55,,,,29.4,
2018-02-13T00:58:05.223Z,,55,,,,29.4,
2018-02-13T00:58:15.214Z,,55,,,,29.4,
2018-02-13T00:58:25.217Z,,55,,,,29.4,
2018-02-13T00:58:35.215Z,,55,,,48.1,29.4,
2018-02-13T00:58:45.215Z,,55,,,,29.3,
2018-02-13T00:58:55.215Z,,55,,,,29.3,
2018-02-13T00:59:05.215Z,,55,,,,29.3,
2018-02-13T00:59:15.216Z,,55,,,,29.3,
2018-02-13T00:59:25.215Z,,55,,,48,29.3,
2018-02-13T00:59:35.215Z,,55,,,,29.2,
2018-02-13T00:59:45.215Z,,55,,,,29.2,
2018-02-13T00:59:55.215Z,,55,,,,29.2,
2018-02-13T01:00:05.215Z,,55,,,,29.2,
2018-02-13T01:00:15.216Z,,55,,,48,29.2,
2018-02-13T01:00:25.215Z,,55,,,47.8,29.2,
2018-02-13T01:00:35.215Z,,55,,,,29,
2018-02-13T01:00:45.215Z,,55,,,,29,
2018-02-13T01:00:55.215Z,,55,,,,29,
2018-02-13T01:01:05.217Z,,55,,,,29,
2018-02-13T01:01:15.318Z,,55,,,47.7,29,
2018-02-13T01:01:25.215Z,,55,,,,28.9,
2018-02-13T01:01:35.215Z,,55,,,,28.9,
2018-02-13T01:01:45.215Z,,55,,,,28.9,
2018-02-13T01:01:55.215Z,,55,,,,28.9,
2018-02-13T01:02:05.216Z,,55,,,47.6,28.9,
2018-02-13T01:02:15.215Z,,55,,,,28.7,
2018-02-13T01:02:25.216Z,,55,,,,28.7,
2018-02-13T01:02:35.215Z,,55,,,,28.7,
2018-02-13T01:02:45.216Z,,55,,,,28.7,
2018-02-13T01:02:55.216Z,,55,,,,28.7,
2018-02-13T01:03:05.216Z,,55,,,47.5,28.7,
2018-02-13T01:03:15.215Z,,55,,,,28.6,
2018-02-13T01:03:25.215Z,,55,,,,28.6,
2018-02-13T01:03:35.215Z,,55,,,,28.6,
2018-02-13T01:03:45.216Z,,55,,,47.4,28.6,
2018-02-13T01:03:55.216Z,,55,,,,28.6,
2018-02-13T01:04:05.215Z,,55,,,,28.6,
2018-02-13T01:04:15.215Z,,55,,,,28.5,
2018-02-13T01:04:25.216Z,,55,,,,28.5,
2018-02-13T01:04:36.208Z,,55,,,47.3,28.5,
2018-02-13T01:04:45.215Z,,55,,,,28.5,
2018-02-13T01:04:55.216Z,,55,,,,28.5,
2018-02-13T01:05:05.215Z,,55,,,,28.5,
2018-02-13T01:05:15.215Z,,55,,,,28.3,
2018-02-13T01:05:25.217Z,,55,,,,28.3,
2018-02-13T01:05:35.217Z,,55,,,47.2,28.3,
2018-02-13T01:05:45.216Z,,55,,,,28.3,
2018-02-13T01:05:55.216Z,,55,,,,28.3,
2018-02-13T01:06:05.216Z,,55,,,,28.3,
2018-02-13T01:06:15.216Z,,55,,,,28.2,
2018-02-13T01:06:25.217Z,,55,,,47,28.2,
2018-02-13T01:06:35.216Z,,55,,,,28.2,
2018-02-13T01:06:45.216Z,,55,,,,28.2,
2018-02-13T01:06:55.215Z,,55,,,,28.2,
2018-02-13T01:07:05.216Z,,55,,,,28,
2018-02-13T01:07:15.217Z,,55,,,46.9,28,
2018-02-13T01:07:30.236Z,,55,,,,28,
2018-02-13T01:07:35.216Z,,55,,,,28,
2018-02-13T01:07:45.216Z,,55,,,,28,
2018-02-13T01:07:55.216Z,,55,,,,28,
2018-02-13T01:08:05.217Z,,55,,,,28,
2018-02-13T01:08:15.217Z,,55,,,46.8,27.9,
2018-02-13T01:08:25.217Z,,55,,,,27.9,
2018-02-13T01:08:35.216Z,,55,,,,27.9,
2018-02-13T01:08:45.216Z,,55,,,,27.9,
2018-02-13T01:08:56.147Z,,55,,,,27.9,
2018-02-13T01:09:05.216Z,,55,,,46.7,27.7,
2018-02-13T01:09:15.219Z,,55,,,,27.7,
2018-02-13T01:09:25.216Z,,55,,,,27.7,
2018-02-13T01:09:35.216Z,,55,,,,27.7,
2018-02-13T01:09:45.217Z,,55,,,,27.7,
2018-02-13T01:09:55.216Z,,55,,,46.6,27.7,
2018-02-13T01:10:05.216Z,,55,,,,27.6,
2018-02-13T01:10:16.207Z,,55,,,,27.6,
2018-02-13T01:10:25.217Z,,55,,,,27.6,
2018-02-13T01:10:35.216Z,,55,,,,27.6,
2018-02-13T01:10:45.218Z,,55,,,,27.6,
2018-02-13T01:10:55.218Z,,55,,,46.5,27.6,
2018-02-13T01:11:05.217Z,,55,,,,27.5,
2018-02-13T01:11:15.216Z,,55,,,,27.5,
2018-02-13T01:11:25.216Z,,55,,,,27.5,
2018-02-13T01:11:35.218Z,,55,,,,27.5,
2018-02-13T01:11:45.217Z,,55,,,46.4,27.5,
2018-02-13T01:11:55.217Z,,55,,,,27.5,
2018-02-13T01:12:05.218Z,,55,,,,27.5,
2018-02-13T01:12:15.217Z,,55,,,,27.3,
2018-02-13T01:12:25.217Z,,55,,,,27.3,
2018-02-13T01:12:35.219Z,,55,,,46.2,27.3,
2018-02-13T01:12:45.217Z,,55,,,,27.3,
2018-02-13T01:12:55.217Z,,55,,,,27.3,
2018-02-13T01:13:05.216Z,,55,,,,27.3,
2018-02-13T01:13:15.217Z,,55,,,,27.2,
2018-02-13T01:13:25.219Z,,55,,,,27.2,
2018-02-13T01:13:35.218Z,,55,,,46.1,27.2,
2018-02-13T01:13:45.217Z,,55,,,,27.2,
2018-02-13T01:13:55.217Z,,55,,,,27.2,
2018-02-13T01:14:05.217Z,,55,,,,27.2,
2018-02-13T01:14:15.217Z,,55,,,,27,
2018-02-13T01:14:25.217Z,,55,,,,27,
2018-02-13T01:14:35.217Z,,55,,,46,27,
2018-02-13T01:14:45.217Z,,55,,,,27,
2018-02-13T01:14:55.217Z,,55,,,,27,
2018-02-13T01:15:05.217Z,,55,,,,27,
2018-02-13T01:15:15.217Z,,55,,,45.9,27,
2018-02-13T01:15:25.217Z,,55,,,,26.9,
2018-02-13T01:15:35.217Z,,55,,,,26.9,
2018-02-13T01:15:45.224Z,,55,,,,26.9,
2018-02-13T01:15:55.217Z,,55,,,,26.9,
2018-02-13T01:16:05.218Z,,55,,,,26.9,
2018-02-13T01:16:15.218Z,,55,,,45.8,26.8,
2018-02-13T01:16:25.218Z,,55,,,,26.8,
2018-02-13T01:16:35.217Z,,55,,,,26.8,
2018-02-13T01:16:45.218Z,,55,,,,26.8,
2018-02-13T01:16:55.218Z,,55,,,,26.8,
2018-02-13T01:17:05.217Z,,55,,,,26.8,
2018-02-13T01:17:15.217Z,,55,,,45.7,26.8,
2018-02-13T01:17:26.208Z,,55,,,,26.6,
2018-02-13T01:17:35.217Z,,55,,,,26.6,
2018-02-13T01:17:45.217Z,,55,,,,26.6,
2018-02-13T01:17:55.217Z,,55,,,,26.6,
2018-02-13T01:18:05.217Z,,55,,,,26.6,
2018-02-13T01:18:15.218Z,,55,,,45.6,26.6,
2018-02-13T01:18:25.217Z,,55,,,,26.6,
2018-02-13T01:18:35.218Z,,55,,,,26.5,
2018-02-13T01:18:45.218Z,,55,,,,26.5,
2018-02-13T01:18:55.217Z,,55,,,,26.5,
2018-02-13T01:19:05.218Z,,55,,,45.5,26.5,
2018-02-13T01:19:15.217Z,,55,,,,26.5,
2018-02-13T01:19:25.217Z,,55,,,,26.5,
2018-02-13T01:19:35.218Z,,55,,,,26.5,
2018-02-13T01:19:45.217Z,,55,,,,26.3,
2018-02-13T01:19:55.218Z,,55,,,,26.3,
2018-02-13T01:20:05.218Z,,55,,,45.3,26.3,
2018-02-13T01:20:16.213Z,,55,,,,26.3,
2018-02-13T01:20:25.218Z,,55,,,,26.3,
2018-02-13T01:20:35.218Z,,55,,,,26.3,
2018-02-13T01:20:45.218Z,,55,,,,26.3,
2018-02-13T01:20:55.218Z,,55,,,45.2,26.2,
2018-02-13T01:21:05.218Z,,55,,,,26.2,
2018-02-13T01:21:15.219Z,,55,,,,26.2,
2018-02-13T01:21:25.218Z,,55,,,,26.2,
2018-02-13T01:21:35.218Z,,55,,,,26.2,
2018-02-13T01:21:45.219Z,,55,,,45.1,26.2,
2018-02-13T01:21:55.218Z,,55,,,,26.2,
