Time,PrimT,HwTSet,PrimTSet,ActPow,HwTOutlet,ChActive,HwActive
2017-12-31T05:12:09.786Z,36.9,55,,,24.4,,
2017-12-31T05:12:19.786Z,36.7,55,,,24.5,,
2017-12-31T05:12:29.786Z,36.3,55,,,24.6,,
2017-12-31T05:12:39.786Z,35.9,55,,,24.8,,
2017-12-31T05:12:49.786Z,35.7,55,,,24.8,,
2017-12-31T05:12:59.789Z,35.6,55,,,24.9,,
2017-12-31T05:13:09.786Z,35.4,55,,,25.1,,
2017-12-31T05:13:19.788Z,35.3,55,,,25.2,,
2017-12-31T05:13:29.786Z,35.2,55,,,25.2,,
2017-12-31T05:13:39.787Z,35.1,55,,,25.4,,
2017-12-31T05:13:49.786Z,34.9,55,,,25.4,,
2017-12-31T05:14:04.807Z,34.8,55,,,25.5,,
2017-12-31T05:14:09.786Z,35.1,55,,,25.5,,
2017-12-31T05:14:19.787Z,,55,,,25.6,,
2017-12-31T05:14:29.786Z,35.3,55,,,25.6,,
2017-12-31T05:14:39.786Z,35.4,55,,,25.6,,
2017-12-31T05:14:49.790Z,35.6,55,,,25.8,,
2017-12-31T05:14:59.786Z,35.7,55,5,,25.8,0,0
2017-12-31T05:15:09.788Z,35.8,55,75,,25.8,1,0
2017-12-31T05:15:19.786Z,36,55,5,,25.8,0,0
2017-12-31T05:15:29.801Z,,55,75,,25.9,1,0
2017-12-31T05:15:39.789Z,36.2,55,5,,25.9,0,0
2017-12-31T05:15:49.786Z,36.3,55,,,25.9,,
2017-12-31T05:15:59.787Z,,55,75,,25.9,1,0
2017-12-31T05:16:09.787Z,36.4,55,,,26.1,,
2017-12-31T05:16:19.787Z,,55,,,26.1,,
2017-12-31T05:16:29.786Z,36.5,55,,,26.1,,
2017-12-31T05:16:39.787Z,36.7,55,,,26.1,,
2017-12-31T05:16:49.788Z,,55,,,26.1,,
2017-12-31T05:16:59.787Z,,55,,,26.1,,
2017-12-31T05:17:09.789Z,36.8,55,,,26.1,,
2017-12-31T05:17:19.787Z,,55,,,26.1,,
2017-12-31T05:17:29.787Z,,55,,,26.1,,
2017-12-31T05:17:39.787Z,36.9,55,,,26.2,,
2017-12-31T05:17:49.787Z,,55,,,26.2,,
2017-12-31T05:17:59.787Z,37,55,,,26.2,,
2017-12-31T05:18:09.787Z,,55,,,26.2,,
2017-12-31T05:18:19.787Z,,55,,,26.2,,
2017-12-31T05:18:29.788Z,,55,,,26.2,,
2017-12-31T05:18:39.787Z,37.2,55,,,26.2,,
2017-12-31T05:18:49.787Z,,55,,,26.2,,
2017-12-31T05:18:59.787Z,,55,,,26.2,,
2017-12-31T05:19:09.787Z,,55,,,26.2,,
2017-12-31T05:19:19.787Z,,55,,,26.2,,
2017-12-31T05:19:29.788Z,37.3,55,,,26.2,,
2017-12-31T05:19:39.787Z,,55,,,26.2,,
2017-12-31T05:19:49.787Z,,55,,,26.2,,
2017-12-31T05:19:59.787Z,,55,,,26.2,,
2017-12-31T05:20:09.787Z,,55,,,26.2,,
2017-12-31T05:20:19.787Z,,55,,,26.2,,
2017-12-31T05:20:29.787Z,,55,,,26.2,,
2017-12-31T05:20:39.788Z,,55,,,26.2,,
2017-12-31T05:20:49.787Z,,55,,,26.2,,
2017-12-31T05:20:59.788Z,37.4,55,,,26.2,,
2017-12-31T05:21:10.784Z,37.3,55,,,26.2,,
2017-12-31T05:21:19.787Z,,55,,,26.2,,
2017-12-31T05:21:29.787Z,,55,,,26.2,,
2017-12-31T05:21:39.788Z,,55,,,26.2,,
2017-12-31T05:21:49.787Z,37.4,55,,,26.2,,
2017-12-31T05:21:59.788Z,37.3,55,,,26.2,,
2017-12-31T05:22:09.787Z,,55,,,26.2,,
2017-12-31T05:22:19.788Z,,55,,,26.2,,
2017-12-31T05:22:29.787Z,,55,,,26.2,,
2017-12-31T05:22:39.788Z,,55,,,26.2,,
2017-12-31T05:22:49.789Z,,55,,,26.1,,
2017-12-31T05:22:59.789Z,,55,,,26.1,,
2017-12-31T05:23:09.789Z,,55,,,26.2,,
2017-12-31T05:23:19.789Z,,55,,,26.1,,
2017-12-31T05:23:29.790Z,,55,,,26.1,,
2017-12-31T05:23:39.789Z,,55,,,26.1,,
2017-12-31T05:23:49.797Z,,55,,,26.1,,
2017-12-31T05:24:00.782Z,,55,,,26.1,,
2017-12-31T05:24:09.787Z,,55,,,26.1,,
2017-12-31T05:24:19.788Z,,55,,,26.1,,
2017-12-31T05:24:29.788Z,,55,,,26.1,,
2017-12-31T05:24:39.790Z,,55,,,26.1,,
2017-12-31T05:24:49.788Z,,55,,,26.1,,
2017-12-31T05:24:59.788Z,,55,,,26.1,,
2017-12-31T05:25:09.788Z,,55,,,26.1,,
2017-12-31T05:25:19.788Z,,55,,,26.1,,
2017-12-31T05:25:29.788Z,37.2,55,,,26.1,,
2017-12-31T05:25:39.788Z,,55,,,26.1,,
2017-12-31T05:25:49.788Z,,55,,,25.9,,
2017-12-31T05:25:59.789Z,,55,,,25.9,,
2017-12-31T05:26:09.788Z,,55,,,25.9,,
2017-12-31T05:26:19.788Z,,55,,,25.9,,
2017-12-31T05:26:29.788Z,,55,,,25.9,,
2017-12-31T05:26:39.788Z,,55,,,25.9,,
2017-12-31T05:26:54.808Z,,55,,,25.9,,
2017-12-31T05:26:59.788Z,,55,,,25.9,,
2017-12-31T05:27:09.788Z,,55,,,25.9,,
2017-12-31T05:27:19.789Z,37,55,,,25.9,,
2017-12-31T05:27:29.788Z,,55,,,25.9,,
2017-12-31T05:27:39.788Z,,55,,,25.8,,
2017-12-31T05:27:49.788Z,,55,,,25.8,,
2017-12-31T05:27:59.788Z,,55,,,25.8,,
2017-12-31T05:28:09.788Z,,55,,,25.8,,
2017-12-31T05:28:19.791Z,,55,,,25.8,,
2017-12-31T05:28:29.788Z,,55,,,25.8,,
2017-12-31T05:28:39.791Z,,55,,,25.8,,
2017-12-31T05:28:49.788Z,37,55,,,25.8,,
2017-12-31T05:28:59.788Z,36.9,55,,,25.8,,
2017-12-31T05:29:09.788Z,,55,,,25.8,,
2017-12-31T05:29:19.788Z,,55,,,25.8,,
2017-12-31T05:29:29.788Z,,55,,,25.6,,
2017-12-31T05:29:44.809Z,,55,,,25.6,,
2017-12-31T05:29:49.789Z,,55,,,25.6,,
2017-12-31T05:29:59.790Z,,55,,,25.6,,
2017-12-31T05:30:09.788Z,,55,,,25.6,,
2017-12-31T05:30:19.788Z,,55,,,25.6,,
2017-12-31T05:30:29.788Z,36.8,55,,,25.6,,
2017-12-31T05:30:39.788Z,,55,,,25.6,,
2017-12-31T05:30:49.789Z,,55,,,25.6,,
2017-12-31T05:30:59.789Z,,55,,,25.6,,
2017-12-31T05:31:09.819Z,,55,,,25.5,,
2017-12-31T05:31:19.790Z,,55,,,25.5,,
2017-12-31T05:31:29.789Z,,55,,,25.5,,
2017-12-31T05:31:39.788Z,,55,,,25.5,,
2017-12-31T05:31:49.788Z,,55,,,25.5,,
2017-12-31T05:31:59.789Z,36.7,55,,,25.5,,
2017-12-31T05:32:09.788Z,,55,,,25.5,,
2017-12-31T05:32:19.788Z,,55,,,25.5,,
2017-12-31T05:32:34.809Z,,55,,,25.5,,
2017-12-31T05:32:39.790Z,,55,,,25.4,,
2017-12-31T05:32:49.788Z,,55,,,25.4,,
2017-12-31T05:32:59.789Z,,55,,,25.4,,
2017-12-31T05:33:09.788Z,,55,,,25.4,,
2017-12-31T05:33:19.789Z,,55,,,25.4,,
2017-12-31T05:33:29.789Z,36.5,55,,,25.4,,
2017-12-31T05:33:39.789Z,,55,,,25.4,,
2017-12-31T05:33:49.791Z,,55,,,25.4,,
2017-12-31T05:34:00.783Z,,55,,,25.4,,
2017-12-31T05:34:09.788Z,,55,,,25.4,,
2017-12-31T05:34:19.789Z,,55,,,25.2,,
2017-12-31T05:34:29.791Z,,55,,,25.2,,
2017-12-31T05:34:39.789Z,,55,,,25.2,,
2017-12-31T05:34:49.789Z,,55,,,25.2,,
2017-12-31T05:34:59.789Z,36.4,55,,,25.2,,
2017-12-31T05:35:09.791Z,,55,,,25.2,,
2017-12-31T05:35:19.789Z,,55,,,25.2,,
2017-12-31T05:35:29.804Z,,55,,,25.2,,
2017-12-31T05:35:39.789Z,,55,,,25.1,,
2017-12-31T05:35:49.789Z,,55,,,25.1,,
2017-12-31T05:35:59.789Z,,55,,,25.1,,
2017-12-31T05:36:09.788Z,,55,,,25.1,,
2017-12-31T05:36:19.789Z,,55,,,25.1,,
2017-12-31T05:36:29.788Z,,55,,,25.1,,
2017-12-31T05:36:39.789Z,36.3,55,,,25.1,,
2017-12-31T05:36:50.787Z,,55,,,25.1,,
2017-12-31T05:36:59.789Z,,55,,,25.1,,
2017-12-31T05:37:09.789Z,,55,,,25.1,,
2017-12-31T05:37:19.789Z,,55,,,24.9,,
2017-12-31T05:37:29.789Z,,55,,,24.9,1,0
2017-12-31T05:37:39.789Z,40.4,55,,80,24.9,,
2017-12-31T05:37:49.789Z,45.2,55,,46,24.9,,
2017-12-31T05:37:59.789Z,43.8,55,,29,24.9,,
2017-12-31T05:38:09.789Z,39.5,55,,,24.9,,
2017-12-31T05:38:19.789Z,36.9,55,,,24.9,,
2017-12-31T05:38:29.790Z,34.9,55,,,24.9,,
2017-12-31T05:38:39.789Z,34.7,55,,,24.9,,
2017-12-31T05:38:49.789Z,35.1,55,,,24.8,,
2017-12-31T05:38:59.790Z,36.1,55,,,24.9,,
2017-12-31T05:39:09.788Z,36.4,55,,,24.8,,
2017-12-31T05:39:19.789Z,,55,,,24.8,,
2017-12-31T05:39:29.789Z,,55,,,24.8,,
2017-12-31T05:39:40.777Z,36.6,55,,,24.8,,
2017-12-31T05:39:49.789Z,37,55,,,24.9,,
2017-12-31T05:39:59.790Z,37.5,55,,0,24.8,1,0
2017-12-31T05:40:09.790Z,35.9,55,,,24.8,,
2017-12-31T05:40:19.789Z,34.8,55,,,24.8,,
2017-12-31T05:40:29.791Z,33.5,55,,,24.8,,
2017-12-31T05:40:39.790Z,32.9,55,,,24.9,,
2017-12-31T05:40:49.789Z,33,55,,,24.8,,
2017-12-31T05:40:59.790Z,33.3,55,,,24.9,,
2017-12-31T05:41:09.789Z,33.6,55,,,24.9,,
2017-12-31T05:41:19.789Z,33.3,55,,,24.9,,
2017-12-31T05:41:29.789Z,32.8,55,,,24.9,,
2017-12-31T05:41:39.790Z,32.7,55,,,25.1,,
2017-12-31T05:41:49.789Z,32.3,55,,,25.1,,
2017-12-31T05:41:59.790Z,32.2,55,,,25.1,,
2017-12-31T05:42:09.790Z,32.1,55,,,25.2,,
2017-12-31T05:42:19.789Z,,55,,,25.2,,
2017-12-31T05:42:29.939Z,32,55,,,25.2,,
2017-12-31T05:42:39.790Z,31.9,55,,,25.2,,
2017-12-31T05:42:49.790Z,31.7,55,,,25.4,,
2017-12-31T05:42:59.789Z,,55,,,25.4,,
2017-12-31T05:43:09.790Z,,55,,,25.4,,
2017-12-31T05:43:19.790Z,31.9,55,,,25.4,,
2017-12-31T05:43:29.789Z,32,55,,,25.5,,
2017-12-31T05:43:39.803Z,32.1,55,,,25.5,,
2017-12-31T05:43:49.789Z,32.2,55,,,25.5,,
2017-12-31T05:43:59.790Z,32.3,55,,,25.5,,
2017-12-31T05:44:09.789Z,32.5,55,,,25.5,,
2017-12-31T05:44:19.789Z,32.6,55,,,25.5,,
2017-12-31T05:44:29.789Z,,55,,,25.5,,
2017-12-31T05:44:39.789Z,32.7,55,,,25.5,,
2017-12-31T05:44:49.789Z,,55,,,25.6,,
2017-12-31T05:44:59.790Z,32.8,55,,,25.6,,
2017-12-31T05:45:09.790Z,33,55,,,25.6,,
2017-12-31T05:45:24.822Z,,55,,,25.6,,
2017-12-31T05:45:29.790Z,33.1,55,,,25.6,,
2017-12-31T05:45:39.790Z,,55,,,25.6,,
2017-12-31T05:45:49.792Z,33.2,55,,,25.6,,
2017-12-31T05:45:59.790Z,,55,,,25.6,,
2017-12-31T05:46:09.789Z,33.3,55,,,25.6,,
2017-12-31T05:46:19.790Z,,55,,,25.6,,
2017-12-31T05:46:29.792Z,,55,,,25.6,,
2017-12-31T05:46:39.790Z,33.5,55,,,25.6,,
2017-12-31T05:46:49.790Z,,55,,,25.6,,
2017-12-31T05:46:59.790Z,,55,,,25.6,,
2017-12-31T05:47:09.790Z,33.6,55,,,25.6,,
2017-12-31T05:47:19.789Z,,55,,,25.5,,
2017-12-31T05:47:29.790Z,,55,,,25.5,,
2017-12-31T05:47:39.790Z,33.7,55,,,25.5,,
2017-12-31T05:47:49.790Z,,55,,,25.5,,
2017-12-31T05:48:00.846Z,,55,,,25.5,,
2017-12-31T05:48:14.810Z,,55,,,25.5,,
2017-12-31T05:48:19.790Z,33.8,55,,,25.5,,
2017-12-31T05:48:29.789Z,,55,,,25.5,,
2017-12-31T05:48:39.791Z,,55,,,25.5,,
2017-12-31T05:48:49.790Z,,55,,,25.5,,
2017-12-31T05:48:59.790Z,,55,,,25.5,,
2017-12-31T05:49:09.790Z,,55,,,25.5,,
2017-12-31T05:49:19.790Z,34.1,55,,80,25.4,1,0
2017-12-31T05:49:29.791Z,41.1,55,,68,25.4,,
2017-12-31T05:49:39.790Z,44.3,55,,43,25.4,,
2017-12-31T05:49:49.791Z,42.7,55,,29,25.4,,
2017-12-31T05:49:59.790Z,39.7,55,,,25.4,,
2017-12-31T05:50:09.791Z,37.9,55,,,25.4,,
2017-12-31T05:50:19.790Z,36.6,55,,,25.4,,
2017-12-31T05:50:29.790Z,36,55,,,25.4,,
2017-12-31T05:50:39.790Z,37,55,,,25.4,,
2017-12-31T05:50:49.790Z,37.6,55,,,25.4,,
2017-12-31T05:50:59.790Z,37.8,55,,,25.4,,
2017-12-31T05:51:09.790Z,38,55,,,25.4,,
2017-12-31T05:51:19.790Z,38.1,55,,,25.4,,
2017-12-31T05:51:29.790Z,38.4,55,,,25.4,,
2017-12-31T05:51:39.790Z,38.7,55,,,25.4,,
2017-12-31T05:51:49.792Z,39,55,,,25.4,,
2017-12-31T05:51:59.791Z,39.2,55,,,25.4,,
2017-12-31T05:52:09.792Z,39.3,55,,,25.4,,
2017-12-31T05:52:19.790Z,39.5,55,,,25.4,,
2017-12-31T05:52:29.978Z,39.8,55,,,25.4,,
2017-12-31T05:52:39.790Z,40,55,,,25.5,,
2017-12-31T05:52:49.790Z,40.1,55,,,25.5,,
2017-12-31T05:52:59.791Z,40.3,55,,,25.5,,
2017-12-31T05:53:09.791Z,40.6,55,,,25.6,,
2017-12-31T05:53:20.790Z,40.7,55,,,25.6,,
2017-12-31T05:53:29.793Z,41,55,,,25.8,,
2017-12-31T05:53:39.791Z,41.1,55,,,25.8,,
2017-12-31T05:53:49.790Z,41.4,55,,,25.9,,
2017-12-31T05:53:59.791Z,41.6,55,,,26.1,,
2017-12-31T05:54:09.791Z,41.8,55,,,26.1,,
2017-12-31T05:54:19.790Z,42,55,,,26.2,,
2017-12-31T05:54:29.791Z,42.2,55,,,26.3,,
2017-12-31T05:54:39.791Z,42.4,55,,,26.5,,
2017-12-31T05:54:49.795Z,42.6,55,,,26.5,,
2017-12-31T05:54:59.790Z,42.9,55,,0,26.6,1,0
2017-12-31T05:55:09.791Z,41.9,55,,,26.8,,
2017-12-31T05:55:20.784Z,40.6,55,,,26.9,,
2017-12-31T05:55:29.791Z,39.4,55,,,27,,
2017-12-31T05:55:39.791Z,39.1,55,,,27.2,,
2017-12-31T05:55:49.796Z,39,55,,,27.3,,
2017-12-31T05:55:59.791Z,39.4,55,,,27.3,,
2017-12-31T05:56:09.791Z,39.6,55,,,27.5,,
2017-12-31T05:56:19.791Z,39.4,55,,,27.6,,
2017-12-31T05:56:29.790Z,38.9,55,,,27.7,,
2017-12-31T05:56:39.791Z,38.8,55,,,27.9,,
2017-12-31T05:56:49.791Z,38.4,55,,,27.9,,
2017-12-31T05:56:59.791Z,38.1,55,,,28,,
2017-12-31T05:57:09.792Z,38,55,,,28.2,,
2017-12-31T05:57:19.794Z,37.9,55,,,28.2,,
2017-12-31T05:57:29.792Z,,55,,,28.3,,
2017-12-31T05:57:39.791Z,37.8,55,,,28.5,,
2017-12-31T05:57:49.793Z,37.5,55,,,28.5,,
2017-12-31T05:57:59.791Z,37.4,55,,,28.5,,
2017-12-31T05:58:10.787Z,37.5,55,,,28.6,,
2017-12-31T05:58:19.791Z,37.7,55,,,28.6,,
2017-12-31T05:58:29.791Z,37.9,55,,,28.6,,
2017-12-31T05:58:39.791Z,38,55,,,28.7,,
2017-12-31T05:58:49.794Z,38.1,55,,,28.7,,
2017-12-31T05:58:59.791Z,38.3,55,,,28.7,,
2017-12-31T05:59:09.791Z,38.4,55,,,28.7,,
2017-12-31T05:59:19.791Z,,55,,,28.9,,
2017-12-31T05:59:29.791Z,38.5,55,,,28.9,,
2017-12-31T05:59:39.791Z,38.6,55,,,28.9,,
2017-12-31T05:59:49.791Z,38.8,55,,,28.9,,
2017-12-31T05:59:59.792Z,,55,,,28.9,,
2017-12-31T06:00:09.792Z,38.9,55,,,28.9,,
2017-12-31T06:00:19.791Z,39,55,,,28.9,,
2017-12-31T06:00:29.793Z,,55,,,28.9,,
2017-12-31T06:00:39.792Z,39.1,55,,,28.9,,
2017-12-31T06:00:49.791Z,,55,,,28.9,,
2017-12-31T06:01:04.811Z,39.3,55,,,28.9,,
2017-12-31T06:01:09.793Z,,55,,,28.9,,
2017-12-31T06:01:19.798Z,39.4,55,,,28.9,,
2017-12-31T06:01:29.792Z,,55,,,29,,
2017-12-31T06:01:39.792Z,39.5,55,,,29,,
2017-12-31T06:01:49.792Z,,55,,,29,,
2017-12-31T06:01:59.793Z,,55,,,29,,
2017-12-31T06:02:09.792Z,39.6,55,,,29,,
2017-12-31T06:02:19.792Z,,55,,,29,,
2017-12-31T06:02:30.186Z,,55,,,29,,
2017-12-31T06:02:39.791Z,,55,,,28.9,,
2017-12-31T06:02:49.796Z,39.8,55,,,29,,
2017-12-31T06:02:59.792Z,,55,,,29,,
2017-12-31T06:03:09.794Z,,55,,,28.9,,
2017-12-31T06:03:19.792Z,,55,,,28.9,,
2017-12-31T06:03:29.793Z,39.9,55,,,28.9,,
2017-12-31T06:03:39.796Z,,55,,,28.9,,
2017-12-31T06:03:54.812Z,,55,,,28.9,,
2017-12-31T06:03:59.792Z,,55,,,28.9,,
2017-12-31T06:04:09.792Z,,55,,,28.9,,
2017-12-31T06:04:19.793Z,,55,,,28.9,,
2017-12-31T06:04:29.792Z,,55,,,28.9,,
2017-12-31T06:04:39.800Z,,55,,,28.9,,
2017-12-31T06:04:49.793Z,,55,,,28.9,,
2017-12-31T06:04:59.798Z,,55,,,28.9,,
2017-12-31T06:05:09.793Z,,55,,,28.9,,
2017-12-31T06:05:19.792Z,,55,,,28.9,,
2017-12-31T06:05:29.792Z,,55,,,28.9,,
2017-12-31T06:05:39.792Z,,55,,,28.9,,
2017-12-31T06:05:49.793Z,39.9,55,,,28.7,,
2017-12-31T06:05:59.791Z,40,55,,,28.7,,
2017-12-31T06:06:09.791Z,39.9,55,,,28.7,,
2017-12-31T06:06:19.792Z,39.9,55,,,28.7,,
2017-12-31T06:06:29.792Z,40,55,,,28.7,,
2017-12-31T06:06:44.812Z,39.9,55,,,28.7,,
2017-12-31T06:06:49.792Z,39.9,55,,,28.7,,
2017-12-31T06:06:59.792Z,40,55,,,28.7,,
2017-12-31T06:07:09.792Z,39.9,55,,,28.6,,
2017-12-31T06:07:19.791Z,,55,,,28.6,,
2017-12-31T06:07:29.792Z,,55,,,28.6,,
2017-12-31T06:07:39.792Z,,55,,,28.6,,
2017-12-31T06:07:49.793Z,,55,,,28.6,,
2017-12-31T06:07:59.792Z,,55,,,28.6,,
2017-12-31T06:08:09.796Z,,55,,,28.6,,
2017-12-31T06:08:19.792Z,,55,,,28.6,,
2017-12-31T06:08:29.792Z,,55,,,28.6,,
2017-12-31T06:08:39.792Z,,55,,,28.5,,
2017-12-31T06:08:49.791Z,,55,,,28.5,,
2017-12-31T06:08:59.796Z,,55,,,28.5,,
2017-12-31T06:09:09.791Z,,55,,,28.5,,
2017-12-31T06:09:19.792Z,,55,,,28.5,,
2017-12-31T06:09:29.792Z,,55,,,28.5,,
2017-12-31T06:09:39.792Z,39.8,55,,,28.5,,
2017-12-31T06:09:49.792Z,,55,,,28.5,,
2017-12-31T06:09:59.792Z,,55,,,28.5,,
2017-12-31T06:10:09.793Z,,55,,,28.3,,
2017-12-31T06:10:19.792Z,,55,,,28.3,,
2017-12-31T06:10:29.792Z,,55,,,28.3,,
2017-12-31T06:10:39.792Z,,55,,,28.3,,
2017-12-31T06:10:49.792Z,,55,,,28.3,,
2017-12-31T06:10:59.794Z,,55,,,28.3,,
2017-12-31T06:11:09.792Z,39.8,55,75,0,28.3,1,0
2017-12-31T06:11:19.792Z,,55,,,28.2,,
2017-12-31T06:11:29.792Z,39.6,55,,,28.2,,
2017-12-31T06:11:39.792Z,,55,,,28.2,,
2017-12-31T06:11:49.792Z,,55,,,28.2,,
2017-12-31T06:11:59.800Z,,55,,,28.2,,
2017-12-31T06:12:09.792Z,,55,,,28.2,,
2017-12-31T06:12:19.792Z,,55,,,28.2,,
2017-12-31T06:12:29.792Z,,55,,,28.2,,
2017-12-31T06:12:39.792Z,,55,,,28,,
2017-12-31T06:12:49.792Z,,55,,,28,,
2017-12-31T06:12:59.793Z,39.5,55,5,,28,0,0
2017-12-31T06:13:09.792Z,,55,,,28,,
2017-12-31T06:13:19.792Z,,55,75,,28,1,0
2017-12-31T06:13:29.792Z,,55,,,28,,
2017-12-31T06:13:39.792Z,,55,,,27.9,,
2017-12-31T06:13:50.789Z,,55,,,27.9,,
2017-12-31T06:13:59.792Z,,55,5,,27.9,0,0
2017-12-31T06:14:09.792Z,,55,75,,27.9,1,0
2017-12-31T06:14:19.793Z,,55,,,27.9,,
2017-12-31T06:14:29.792Z,39.4,55,,,27.9,,
2017-12-31T06:14:39.792Z,,55,,,27.9,,
2017-12-31T06:14:49.792Z,,55,,,27.9,,
2017-12-31T06:14:59.792Z,,55,5,,27.7,0,0
2017-12-31T06:15:09.793Z,,55,75,,27.7,1,0
2017-12-31T06:15:19.792Z,,55,,,27.7,,
2017-12-31T06:15:29.793Z,,55,,,27.7,,
2017-12-31T06:15:39.794Z,,55,5,,27.7,0,0
2017-12-31T06:15:49.794Z,,55,,,27.7,,
2017-12-31T06:15:59.794Z,39.3,55,75,,27.7,1,0
2017-12-31T06:16:09.793Z,,55,,,27.6,,
2017-12-31T06:16:19.793Z,,55,,,27.6,,
2017-12-31T06:16:29.792Z,,55,,,27.6,,
2017-12-31T06:16:40.783Z,,55,,,27.6,,
2017-12-31T06:16:49.793Z,,55,,,27.6,,
2017-12-31T06:16:59.793Z,,55,,,27.6,,
2017-12-31T06:17:09.793Z,,55,,,27.6,,
2017-12-31T06:17:19.792Z,39.1,55,,,27.5,,
2017-12-31T06:17:29.792Z,,55,,,27.5,,
2017-12-31T06:17:39.793Z,,55,,,27.5,,
2017-12-31T06:17:49.793Z,,55,,,27.5,,
2017-12-31T06:17:59.793Z,,55,,,27.5,,
2017-12-31T06:18:09.793Z,,55,,,27.5,,
2017-12-31T06:18:19.795Z,,55,,,27.5,,
2017-12-31T06:18:29.792Z,,55,,,27.3,,
2017-12-31T06:18:39.793Z,39,55,,,27.3,,
2017-12-31T06:18:49.794Z,39.1,55,,,27.3,,
2017-12-31T06:18:59.795Z,39,55,,,27.3,,
2017-12-31T06:19:09.792Z,,55,,,27.3,,
2017-12-31T06:19:19.793Z,,55,,,27.3,,
2017-12-31T06:19:34.192Z,,55,,,27.3,,
2017-12-31T06:19:39.794Z,,55,,,27.2,,
2017-12-31T06:19:49.792Z,,55,,,27.2,,
2017-12-31T06:19:59.793Z,,55,,,27.2,,
2017-12-31T06:20:09.793Z,38.9,55,,,27.2,,
2017-12-31T06:20:19.793Z,,55,,,27.2,,
2017-12-31T06:20:29.797Z,,55,,,27.2,,
2017-12-31T06:20:39.793Z,,55,,,27.2,,
2017-12-31T06:20:49.793Z,,55,,,27,,
2017-12-31T06:21:00.789Z,,55,,,27,,
2017-12-31T06:21:09.793Z,,55,,,27,,
2017-12-31T06:21:19.793Z,,55,,,27,,
2017-12-31T06:21:29.792Z,,55,,,27,,
2017-12-31T06:21:39.793Z,38.8,55,,,27,,
2017-12-31T06:21:49.793Z,,55,,,27,,
2017-12-31T06:21:59.793Z,,55,,,26.9,,
2017-12-31T06:22:09.793Z,,55,,,26.9,,
2017-12-31T06:22:24.818Z,,55,,,26.9,,
2017-12-31T06:22:29.794Z,,55,,,26.9,,
2017-12-31T06:22:39.799Z,,55,,,26.9,,
2017-12-31T06:22:49.793Z,,55,,,26.9,,
2017-12-31T06:22:59.794Z,38.6,55,,,26.9,,
2017-12-31T06:23:09.794Z,,55,,,26.9,,
2017-12-31T06:23:19.794Z,,55,,,26.8,,
2017-12-31T06:23:29.793Z,,55,,,26.8,,
2017-12-31T06:23:39.796Z,,55,,,26.8,,
2017-12-31T06:23:49.793Z,,55,,,26.8,,
2017-12-31T06:23:59.794Z,,55,,,26.8,,
2017-12-31T06:24:09.793Z,38.5,55,,,26.8,,
2017-12-31T06:24:19.795Z,,55,,,26.8,,
2017-12-31T06:24:29.793Z,,55,,,26.6,,
2017-12-31T06:24:39.794Z,,55,,,26.6,,
2017-12-31T06:24:49.793Z,,55,,,26.6,,
2017-12-31T06:24:59.793Z,,55,,,26.6,,
2017-12-31T06:25:09.793Z,,55,,,26.6,,
2017-12-31T06:25:19.793Z,,55,,,26.6,,
2017-12-31T06:25:29.793Z,,55,,,26.6,,
2017-12-31T06:25:39.794Z,38.4,55,,,26.6,,
2017-12-31T06:25:49.793Z,,55,,,26.6,,
2017-12-31T06:25:59.794Z,,55,,,26.5,,
2017-12-31T06:26:09.793Z,,55,,,26.5,,
2017-12-31T06:26:19.793Z,,55,,,26.5,,
2017-12-31T06:26:29.793Z,,55,,,26.5,,
2017-12-31T06:26:39.794Z,,55,,,26.5,,
2017-12-31T06:26:49.793Z,,55,,,26.5,,
2017-12-31T06:26:59.794Z,,55,,,26.5,,
2017-12-31T06:27:09.794Z,38.3,55,,,26.3,,
2017-12-31T06:27:19.793Z,,55,,,26.3,,
2017-12-31T06:27:29.795Z,,55,,,26.3,,
2017-12-31T06:27:39.794Z,,55,,,26.3,,
2017-12-31T06:27:49.794Z,,55,,,26.3,,
2017-12-31T06:27:59.794Z,,55,,,26.3,,
2017-12-31T06:28:09.794Z,,55,,,26.3,,
2017-12-31T06:28:19.794Z,,55,,,26.3,,
2017-12-31T06:28:29.793Z,,55,,,26.2,,
2017-12-31T06:28:39.794Z,38.1,55,,,26.2,,
2017-12-31T06:28:49.793Z,,55,,,26.2,,
2017-12-31T06:28:59.794Z,,55,,,26.2,,
2017-12-31T06:29:09.793Z,,55,,,26.2,,
2017-12-31T06:29:19.794Z,,55,,,26.2,,
2017-12-31T06:29:33.894Z,,55,,,26.2,,
2017-12-31T06:29:39.794Z,,55,,,26.2,,
2017-12-31T06:29:49.794Z,,55,,,26.1,,
2017-12-31T06:29:59.794Z,,55,,,26.1,,
2017-12-31T06:30:09.794Z,38,55,,,26.1,,
2017-12-31T06:30:19.794Z,,55,,,26.1,,
2017-12-31T06:30:29.794Z,,55,,,26.1,,
2017-12-31T06:30:39.794Z,,55,,,26.1,,
2017-12-31T06:30:49.794Z,,55,,,26.1,,
2017-12-31T06:30:59.794Z,,55,,,25.9,,
2017-12-31T06:31:09.794Z,,55,,,26.1,,
2017-12-31T06:31:19.794Z,,55,,,25.9,,
2017-12-31T06:31:29.793Z,37.9,55,,,25.9,,
2017-12-31T06:31:39.794Z,,55,,,25.9,1,0
2017-12-31T06:31:49.794Z,42.6,55,,80,25.9,,
