Time,PrimT,ActPow,ChActive,PrimTSet,HwTSet,HwActive,HwTOutlet
2017-11-02T05:25:11.600Z,52,,,,55,,41
2017-11-02T05:25:21.599Z,,,,,55,,41.1
2017-11-02T05:25:31.599Z,52.2,,,,55,,41.1
2017-11-02T05:25:41.601Z,52.4,,,,55,,41.1
2017-11-02T05:25:51.599Z,52.5,,,,55,,41.2
2017-11-02T05:26:02.602Z,52.6,,,,55,,41.2
2017-11-02T05:26:11.601Z,53,,,,55,,41.4
2017-11-02T05:26:21.599Z,,,,,55,,41.4
2017-11-02T05:26:31.599Z,53.1,,,,55,,41.4
2017-11-02T05:26:41.600Z,53.3,,,,55,,41.5
2017-11-02T05:26:51.599Z,53.4,,,,55,,41.5
2017-11-02T05:27:01.601Z,53.5,,,,55,,41.6
2017-11-02T05:27:11.598Z,53.7,,,,55,,41.6
2017-11-02T05:27:21.599Z,53.9,,,,55,,41.7
2017-11-02T05:27:31.599Z,54,,,,55,,41.7
2017-11-02T05:27:41.599Z,54.2,,,,55,,41.8
2017-11-02T05:27:51.599Z,54.3,,,,55,,41.8
2017-11-02T05:28:01.598Z,54.4,,,,55,,41.8
2017-11-02T05:28:11.600Z,54.7,,,,55,,41.9
2017-11-02T05:28:21.599Z,54.8,,,,55,,42
2017-11-02T05:28:31.601Z,54.9,,,,55,,42
2017-11-02T05:28:41.613Z,55,,,,55,,42.2
2017-11-02T05:28:56.619Z,55.1,,,,55,,42.2
2017-11-02T05:29:01.599Z,55.2,,,,55,,42.3
2017-11-02T05:29:11.599Z,55.3,,,,55,,42.3
2017-11-02T05:29:21.599Z,55.8,0,1,,55,0,42.4
2017-11-02T05:29:31.600Z,54.9,,,,55,,42.5
2017-11-02T05:29:41.599Z,53.9,,,,55,,42.5
2017-11-02T05:29:51.599Z,52.3,,,,55,,42.6
2017-11-02T05:30:01.599Z,52,,,,55,,42.7
2017-11-02T05:30:11.599Z,51.7,,,,55,,42.7
2017-11-02T05:30:21.600Z,52,,,,55,,42.8
2017-11-02T05:30:31.600Z,52.2,,,,55,,42.8
2017-11-02T05:30:41.600Z,,,,,55,,43
2017-11-02T05:30:51.601Z,51.9,,,,55,,43.1
2017-11-02T05:31:01.613Z,51.7,,,,55,,43.1
2017-11-02T05:31:11.599Z,51.4,,,,55,,43.1
2017-11-02T05:31:21.599Z,51.2,,,,55,,43.2
2017-11-02T05:31:31.620Z,51.1,,,,55,,43.2
2017-11-02T05:31:46.696Z,50.9,,,,55,,43.2
2017-11-02T05:31:51.609Z,,,,,55,,43.2
2017-11-02T05:32:01.612Z,50.7,,,,55,,43.2
2017-11-02T05:32:11.613Z,50.6,,,,55,,43.2
2017-11-02T05:32:21.599Z,50.3,,,,55,,43.1
2017-11-02T05:32:31.600Z,54.3,79,1,,55,0,43.1
2017-11-02T05:32:41.604Z,61,56,,,55,,43.1
2017-11-02T05:32:51.599Z,62.8,29,,,55,,43.1
2017-11-02T05:33:01.599Z,59.7,,,,55,,43
2017-11-02T05:33:11.601Z,57.8,,,,55,,43
2017-11-02T05:33:21.599Z,55.8,,,,55,,43
2017-11-02T05:33:31.602Z,54.8,,,,55,,43
2017-11-02T05:33:41.599Z,54.5,,,,55,,42.8
2017-11-02T05:33:51.600Z,55,,,,55,,42.8
2017-11-02T05:34:01.610Z,55.3,,,,55,,42.8
2017-11-02T05:34:11.599Z,55.5,,,,55,,42.8
2017-11-02T05:34:21.600Z,55.6,,,,55,,43
2017-11-02T05:34:31.601Z,55.7,,,,55,,43
2017-11-02T05:34:41.605Z,,,,,55,,43
2017-11-02T05:34:51.613Z,55.8,,,,55,,43.1
2017-11-02T05:35:01.600Z,,,,,55,,43.1
2017-11-02T05:35:11.600Z,56.1,,,,55,,43.2
2017-11-02T05:35:21.602Z,55.8,0,1,,55,0,43.2
2017-11-02T05:35:31.600Z,53.9,,,,55,,43.3
2017-11-02T05:35:41.600Z,52.7,,,,55,,43.3
2017-11-02T05:35:51.602Z,52.6,,,,55,,43.4
2017-11-02T05:36:02.616Z,52.1,,,,55,,43.4
2017-11-02T05:36:11.600Z,,,,,55,,43.5
2017-11-02T05:36:21.601Z,52.4,,,,55,,43.5
2017-11-02T05:36:31.600Z,52.6,,,,55,,43.6
2017-11-02T05:36:41.605Z,52.2,,,,55,,43.6
2017-11-02T05:36:51.600Z,51.9,,,,55,,43.7
2017-11-02T05:37:01.600Z,51.7,,,,55,,43.7
2017-11-02T05:37:11.601Z,51.6,,,,55,,43.7
2017-11-02T05:37:21.613Z,51.4,,,,55,,43.7
2017-11-02T05:37:31.600Z,53.4,79,1,,55,0,43.7
2017-11-02T05:37:41.607Z,59.4,61,,,55,,43.7
2017-11-02T05:37:51.683Z,60.9,29,,,55,,43.7
2017-11-02T05:38:01.682Z,58.9,,,,55,,43.7
2017-11-02T05:38:11.624Z,57.9,,,,55,,43.7
2017-11-02T05:38:21.607Z,55.9,,,,55,,43.6
2017-11-02T05:38:31.600Z,,,,,55,,43.6
2017-11-02T05:38:41.606Z,55.9,0,1,,55,0,43.6
2017-11-02T05:38:51.666Z,54.9,,,,55,,43.6
2017-11-02T05:39:01.611Z,53.9,,,,55,,43.5
2017-11-02T05:39:11.600Z,52.9,,,,55,,43.6
2017-11-02T05:39:21.608Z,52.5,,,,55,,43.6
2017-11-02T05:39:31.603Z,52.2,,,,55,,43.6
2017-11-02T05:39:41.600Z,52.3,,,,55,,43.6
2017-11-02T05:39:51.600Z,52.7,,,,55,,43.6
2017-11-02T05:40:01.604Z,52.6,,,,55,,43.7
2017-11-02T05:40:11.600Z,52.2,,,,55,,43.7
2017-11-02T05:40:21.600Z,51.9,,,,55,,43.7
2017-11-02T05:40:31.606Z,51.8,,,,55,,43.7
2017-11-02T05:40:41.606Z,51.6,,,,55,,43.7
2017-11-02T05:40:51.601Z,51.4,,,,55,,43.7
2017-11-02T05:41:01.609Z,51.2,,,,55,,43.7
2017-11-02T05:41:11.601Z,51.1,,,,55,,43.7
2017-11-02T05:41:21.601Z,51,,,,55,,43.7
2017-11-02T05:41:31.604Z,50.8,,,,55,,43.7
2017-11-02T05:41:41.601Z,50.6,,,,55,,43.7
2017-11-02T05:41:51.605Z,,,,,55,,43.6
2017-11-02T05:42:01.602Z,50.7,,,,55,,43.6
2017-11-02T05:42:11.601Z,51,,,,55,,43.6
2017-11-02T05:42:21.601Z,,,,,55,,43.5
2017-11-02T05:42:31.601Z,51.1,,,,55,,43.5
2017-11-02T05:42:41.601Z,51.2,,,,55,,43.5
2017-11-02T05:42:51.601Z,,,,,55,,43.4
2017-11-02T05:43:01.605Z,51.3,,,,55,,43.4
2017-11-02T05:43:11.601Z,51.4,,,,55,,43.3
2017-11-02T05:43:21.603Z,,,,,55,,43.3
2017-11-02T05:43:31.601Z,51.6,,,,55,,43.2
2017-11-02T05:43:41.602Z,51.7,,,,55,,43.2
2017-11-02T05:43:51.606Z,,,,,55,,43.2
2017-11-02T05:44:01.603Z,51.8,,,,55,,43.1
2017-11-02T05:44:11.603Z,,,,,55,,43.1
2017-11-02T05:44:21.601Z,51.9,,,,55,,43.1
2017-11-02T05:44:31.601Z,,,,,55,,43
2017-11-02T05:44:41.601Z,,,,,55,,43
2017-11-02T05:44:51.601Z,52,,,,55,,42.8
2017-11-02T05:45:01.601Z,,,,,55,,42.8
2017-11-02T05:45:11.601Z,,,,,55,,42.7
2017-11-02T05:45:21.601Z,52.1,,,,55,,42.7
2017-11-02T05:45:31.604Z,,,,,55,,42.6
2017-11-02T05:45:41.601Z,52.2,,,,55,,42.6
2017-11-02T05:45:51.614Z,,,,,55,,42.6
2017-11-02T05:46:01.602Z,,,,,55,,42.5
2017-11-02T05:46:11.602Z,,,,,55,,42.5
2017-11-02T05:46:21.602Z,52.3,,,,55,,42.5
2017-11-02T05:46:31.606Z,,,,,55,,42.4
2017-11-02T05:46:41.601Z,,,,,55,,42.4
2017-11-02T05:46:51.610Z,,,,,55,,42.3
2017-11-02T05:47:01.602Z,,,,,55,,42.3
2017-11-02T05:47:11.601Z,,,,,55,,42.2
2017-11-02T05:47:26.623Z,52.4,,,,55,,42.2
2017-11-02T05:47:31.601Z,,,,,55,,42.2
2017-11-02T05:47:41.602Z,,,,,55,,42
2017-11-02T05:47:51.602Z,,,,,55,,42
2017-11-02T05:48:01.601Z,,,,,55,,41.9
2017-11-02T05:48:11.603Z,,,,,55,,41.9
2017-11-02T05:48:21.602Z,,,,,55,,41.8
2017-11-02T05:48:31.604Z,,,,,55,,41.8
2017-11-02T05:48:41.606Z,,,,,55,,41.8
2017-11-02T05:48:51.611Z,,,,,55,,41.7
2017-11-02T05:49:01.603Z,,,,,55,,41.7
2017-11-02T05:49:11.607Z,,,,,55,,41.6
2017-11-02T05:49:21.602Z,,,,,55,,41.6
2017-11-02T05:49:31.605Z,56.3,80,1,,55,0,41.6
2017-11-02T05:49:41.637Z,61.3,46,,,55,,41.5
2017-11-02T05:49:51.602Z,60.9,29,,,55,,41.5
2017-11-02T05:50:01.611Z,55.8,,,,55,,41.5
2017-11-02T05:50:16.624Z,52.9,,,,55,,41.4
2017-11-02T05:50:21.603Z,50.9,,,,55,,41.4
2017-11-02T05:50:31.602Z,50.6,,,,55,,41.2
2017-11-02T05:50:41.602Z,50.1,,,,55,,41.2
2017-11-02T05:50:51.608Z,51,,,,55,,41.2
2017-11-02T05:51:01.602Z,51.4,,,,55,,41.2
2017-11-02T05:51:11.632Z,,,,,55,,41.2
2017-11-02T05:51:21.614Z,,,,,55,,41.2
2017-11-02T05:51:31.618Z,51.4,29,1,75,55,0,41.2
2017-11-02T05:51:41.604Z,,,,,55,,41.2
2017-11-02T05:51:51.606Z,51.5,,,,55,,41.2
2017-11-02T05:52:01.620Z,51.6,,,,55,,41.2
2017-11-02T05:52:11.603Z,,,,,55,,41.2
2017-11-02T05:52:21.610Z,51.7,,,,55,,41.4
2017-11-02T05:52:31.652Z,51.8,,,,55,,41.4
2017-11-02T05:52:41.613Z,52,,,,55,,41.4
2017-11-02T05:52:51.611Z,,,,,55,,41.4
2017-11-02T05:53:07.035Z,52.2,,,,55,,41.5
2017-11-02T05:53:11.602Z,52.4,,,,55,,41.5
2017-11-02T05:53:21.603Z,52.5,,,,55,,41.6
2017-11-02T05:53:31.602Z,52.7,,,,55,,41.6
2017-11-02T05:53:41.602Z,53,,,,55,,41.6
2017-11-02T05:53:51.603Z,,,,,55,,41.7
2017-11-02T05:54:01.603Z,53.2,,,,55,,41.7
2017-11-02T05:54:11.602Z,53.3,,,,55,,41.7
2017-11-02T05:54:21.602Z,53.4,,,,55,,41.8
2017-11-02T05:54:32.713Z,53.6,,,,55,,41.8
2017-11-02T05:54:41.602Z,53.7,,,,55,,41.9
2017-11-02T05:54:51.602Z,54,,,,55,,41.9
2017-11-02T05:55:01.603Z,,,,,55,,42
2017-11-02T05:55:11.603Z,54.2,,,,55,,42
2017-11-02T05:55:21.603Z,54.3,,,,55,,42.2
2017-11-02T05:55:31.603Z,54.4,,,,55,,42.2
2017-11-02T05:55:41.604Z,54.7,,,,55,,42.2
2017-11-02T05:55:51.604Z,54.8,,,,55,,42.3
2017-11-02T05:56:01.603Z,55,,,,55,,42.3
2017-11-02T05:56:11.603Z,,,,,55,,42.4
2017-11-02T05:56:21.604Z,55.1,,,,55,,42.4
2017-11-02T05:56:31.603Z,55.2,,,,55,,42.5
2017-11-02T05:56:41.606Z,55.3,,,,55,,42.6
2017-11-02T05:56:51.603Z,55.8,0,1,,55,0,42.6
2017-11-02T05:57:01.607Z,55,,,,55,,42.7
2017-11-02T05:57:11.603Z,52.9,,,,55,,42.7
2017-11-02T05:57:22.601Z,51.8,,,,55,,42.8
2017-11-02T05:57:31.602Z,,,,,55,,43
2017-11-02T05:57:41.603Z,51.6,,,,55,,43
2017-11-02T05:57:51.603Z,52.1,,,,55,,43.1
2017-11-02T05:58:01.603Z,52.3,,,,55,,43.1
2017-11-02T05:58:11.725Z,51.9,,,,55,,43.2
2017-11-02T05:58:21.710Z,51.8,,,,55,,43.2
2017-11-02T05:58:31.602Z,51.6,,,,55,,43.3
2017-11-02T05:58:41.603Z,51.3,,,,55,,43.3
2017-11-02T05:58:51.603Z,51.1,,,,55,,43.3
2017-11-02T05:59:01.603Z,51,,,,55,,43.3
2017-11-02T05:59:11.603Z,50.9,,,,55,,43.3
2017-11-02T05:59:21.607Z,50.8,,,,55,,43.3
2017-11-02T05:59:31.603Z,50.7,,,,55,,43.3
2017-11-02T05:59:41.603Z,50.6,,,,55,,43.3
2017-11-02T05:59:51.603Z,50.3,,,,55,,43.2
2017-11-02T06:00:01.631Z,50.4,,,,55,,43.2
2017-11-02T06:00:12.594Z,50.6,,,,55,,43.2
2017-11-02T06:00:21.608Z,50.8,,,,55,,43.2
2017-11-02T06:00:31.604Z,51,,,,55,,43.1
2017-11-02T06:00:41.603Z,,,,,55,,43.1
2017-11-02T06:00:51.603Z,51.1,,,,55,,43.1
2017-11-02T06:01:01.604Z,51.2,,,,55,,43.1
2017-11-02T06:01:11.633Z,51.3,,,,55,,43
2017-11-02T06:01:21.604Z,51.4,,,,55,,43
2017-11-02T06:01:31.608Z,51.6,,,,55,,42.8
2017-11-02T06:01:41.603Z,,,,,55,,42.8
2017-11-02T06:01:51.605Z,51.7,,,,55,,42.8
2017-11-02T06:02:01.611Z,51.8,,,,55,,42.7
2017-11-02T06:02:11.603Z,,,,,55,,42.7
2017-11-02T06:02:21.609Z,51.9,,,,55,,42.6
2017-11-02T06:02:31.620Z,,,,,55,,42.6
2017-11-02T06:02:41.603Z,52,,,,55,,42.6
2017-11-02T06:02:51.603Z,52.1,,,,55,,42.5
2017-11-02T06:03:01.605Z,,,,,55,,42.5
2017-11-02T06:03:11.604Z,,,,,55,,42.5
2017-11-02T06:03:21.604Z,52.2,,,,55,,42.4
2017-11-02T06:03:31.604Z,,,,,55,,42.4
2017-11-02T06:03:41.603Z,52.3,,,,55,,42.3
2017-11-02T06:03:51.606Z,,,,,55,,42.3
2017-11-02T06:04:01.604Z,,,,,55,,42.3
2017-11-02T06:04:11.603Z,52.4,,,,55,,42.2
2017-11-02T06:04:21.604Z,,,,,55,,42.2
2017-11-02T06:04:31.614Z,,,,,55,,42
2017-11-02T06:04:41.604Z,,,,,55,,42
2017-11-02T06:04:51.604Z,52.6,,,,55,,41.9
2017-11-02T06:05:01.603Z,,,,,55,,41.9
2017-11-02T06:05:11.604Z,,,,,55,,41.9
2017-11-02T06:05:21.604Z,,,,,55,,41.8
2017-11-02T06:05:31.610Z,,,,,55,,41.8
2017-11-02T06:05:41.618Z,,,,,55,,41.7
2017-11-02T06:05:51.607Z,,,,,55,,41.7
2017-11-02T06:06:01.615Z,52.7,,,,55,,41.7
2017-11-02T06:06:11.605Z,,,,,55,,41.6
2017-11-02T06:06:21.615Z,,,,,55,,41.6
2017-11-02T06:06:31.604Z,,,,,55,,41.6
2017-11-02T06:06:41.604Z,,,,,55,,41.5
2017-11-02T06:06:51.604Z,,,,,55,,41.5
2017-11-02T06:07:01.604Z,,,,,55,,41.4
2017-11-02T06:07:11.608Z,,,,,55,,41.4
2017-11-02T06:07:21.604Z,,,,,55,,41.4
2017-11-02T06:07:31.604Z,,,1,,55,0,41.2
2017-11-02T06:07:41.604Z,57,80,,,55,,41.2
2017-11-02T06:07:51.604Z,61.1,48,,,55,,41.1
2017-11-02T06:08:01.604Z,58.7,29,,,55,,41.1
2017-11-02T06:08:11.604Z,54.8,,,,55,,41.1
2017-11-02T06:08:21.606Z,51.7,,,,55,,41
2017-11-02T06:08:31.606Z,50.9,,,,55,,41
2017-11-02T06:08:46.624Z,49.9,,,,55,,41
2017-11-02T06:08:51.607Z,50.1,,,,55,,40.9
2017-11-02T06:09:01.609Z,51,,,,55,,40.9
2017-11-02T06:09:11.604Z,51.2,,,,55,,40.9
2017-11-02T06:09:21.605Z,,,,,55,,40.9
2017-11-02T06:09:31.604Z,,,,,55,,40.9
2017-11-02T06:09:41.605Z,,,,,55,,40.9
2017-11-02T06:09:51.604Z,51.4,,,,55,,40.9
2017-11-02T06:10:01.604Z,51.5,,,,55,,40.9
2017-11-02T06:10:11.723Z,,,,,55,,41
2017-11-02T06:10:21.604Z,51.6,,,,55,,41
2017-11-02T06:10:31.606Z,51.7,,,,55,,41
2017-11-02T06:10:41.606Z,51.8,,,,55,,41
2017-11-02T06:10:51.605Z,52,,,,55,,41.1
2017-11-02T06:11:01.604Z,,,,,55,,41.1
2017-11-02T06:11:11.605Z,52.2,,,,55,,41.2
2017-11-02T06:11:21.605Z,52.3,,,,55,,41.2
2017-11-02T06:11:31.605Z,52.5,,,,55,,41.2
2017-11-02T06:11:41.604Z,52.6,,,,55,,41.4
2017-11-02T06:11:51.605Z,52.8,,,,55,,41.4
2017-11-02T06:12:01.609Z,53,,,,55,,41.5
2017-11-02T06:12:11.605Z,53.1,,,,55,,41.5
2017-11-02T06:12:21.615Z,53.3,,,,55,,41.5
2017-11-02T06:12:31.605Z,53.4,,,,55,,41.6
2017-11-02T06:12:41.633Z,53.6,,,,55,,41.6
2017-11-02T06:12:51.605Z,53.7,,,,55,,41.7
2017-11-02T06:13:01.605Z,54,,,,55,,41.7
2017-11-02T06:13:11.605Z,,,,,55,,41.8
2017-11-02T06:13:21.606Z,54.2,,,,55,,41.8
2017-11-02T06:13:31.611Z,,,,,55,,41.9
2017-11-02T06:13:41.619Z,54.4,,,,55,,41.9
2017-11-02T06:13:51.605Z,54.5,,,,55,,42
2017-11-02T06:14:01.635Z,54.7,,,,55,,42
2017-11-02T06:14:11.605Z,54.8,,,,55,,42.2
2017-11-02T06:14:21.605Z,54.9,,,,55,,42.2
2017-11-02T06:14:31.626Z,55,,,,55,,42.3
2017-11-02T06:14:41.640Z,55.2,,,,55,,42.3
2017-11-02T06:14:51.613Z,55.3,,,,55,,42.4
2017-11-02T06:15:01.605Z,55,0,1,,55,0,42.5
2017-11-02T06:15:11.606Z,53.9,,,,55,,42.5
2017-11-02T06:15:21.605Z,52.9,,,,55,,42.6
2017-11-02T06:15:31.607Z,51.9,,,,55,,42.6
2017-11-02T06:15:41.605Z,51.5,,,,55,,42.7
2017-11-02T06:15:52.599Z,51.7,,,,55,,42.7
2017-11-02T06:16:01.609Z,52,,,,55,,42.8
2017-11-02T06:16:11.606Z,51.9,,,,55,,43
2017-11-02T06:16:21.610Z,51.8,,,,55,,43
2017-11-02T06:16:31.606Z,51.6,,,,55,,43
2017-11-02T06:16:41.610Z,51.3,,,,55,,43.1
2017-11-02T06:16:51.609Z,51.1,,,,55,,43.1
2017-11-02T06:17:01.606Z,50.9,,,,55,,43.1
2017-11-02T06:17:11.609Z,,,,,55,,43.1
2017-11-02T06:17:21.607Z,50.7,,,,55,,43.1
2017-11-02T06:17:31.605Z,50.6,,,,55,,43.1
2017-11-02T06:17:41.627Z,50.4,,,,55,,43.1
2017-11-02T06:17:51.606Z,50.3,,,,55,,43.1
2017-11-02T06:18:01.607Z,50.2,,,,55,,43.1
2017-11-02T06:18:11.611Z,50.3,,,,55,,43
2017-11-02T06:18:21.607Z,50.4,,,,55,,43
2017-11-02T06:18:31.615Z,50.7,,,,55,,43
2017-11-02T06:18:41.605Z,50.8,,,,55,,43
2017-11-02T06:18:51.606Z,51,,,,55,,42.8
2017-11-02T06:19:01.609Z,,,,,55,,42.8
2017-11-02T06:19:11.605Z,51.1,,,,55,,42.8
2017-11-02T06:19:21.607Z,51.2,,,,55,,42.7
2017-11-02T06:19:31.614Z,51.3,,,,55,,42.7
2017-11-02T06:19:41.610Z,,,,,55,,42.7
2017-11-02T06:19:51.607Z,51.4,,,,55,,42.6
2017-11-02T06:20:01.607Z,51.6,,,,55,,42.6
2017-11-02T06:20:11.607Z,51.7,,,,55,,42.6
2017-11-02T06:20:21.606Z,,,,,55,,42.5
2017-11-02T06:20:31.611Z,51.8,,,,55,,42.5
2017-11-02T06:20:41.606Z,,,,,55,,42.4
2017-11-02T06:20:51.615Z,51.9,,,,55,,42.4
2017-11-02T06:21:01.613Z,,,,,55,,42.4
2017-11-02T06:21:11.612Z,52,,,,55,,42.3
2017-11-02T06:21:21.611Z,,,,,55,,42.3
2017-11-02T06:21:32.703Z,52.1,,,,55,,42.3
2017-11-02T06:21:41.606Z,,,,,55,,42.2
2017-11-02T06:21:51.615Z,,,,,55,,42.2
2017-11-02T06:22:01.606Z,52.2,,,,55,,42
2017-11-02T06:22:11.610Z,,,,,55,,42
2017-11-02T06:22:21.607Z,,,,,55,,42
2017-11-02T06:22:31.606Z,52.3,,,,55,,41.9
2017-11-02T06:22:41.608Z,,,,,55,,41.9
2017-11-02T06:22:51.606Z,,,,,55,,41.8
2017-11-02T06:23:01.616Z,,,,,55,,41.8
2017-11-02T06:23:11.606Z,52.4,,,,55,,41.8
2017-11-02T06:23:21.606Z,,,,,55,,41.7
2017-11-02T06:23:31.615Z,,,,,55,,41.7
2017-11-02T06:23:41.606Z,,,,,55,,41.6
2017-11-02T06:23:51.607Z,,,,,55,,41.6
2017-11-02T06:24:01.606Z,,,,,55,,41.6
2017-11-02T06:24:11.607Z,52.6,,,,55,,41.5
2017-11-02T06:24:26.631Z,52.4,,,,55,,41.5
2017-11-02T06:24:31.606Z,52.6,,,,55,,41.4
2017-11-02T06:24:41.606Z,,,,,55,,41.4
2017-11-02T06:24:51.606Z,,,,,55,,41.4
2017-11-02T06:25:01.608Z,,,,,55,,41.2
2017-11-02T06:25:11.607Z,,,,,55,,41.2
2017-11-02T06:25:21.606Z,,,,,55,,41.2
2017-11-02T06:25:31.606Z,,,,,55,,41.1
2017-11-02T06:25:41.607Z,53.2,79,1,,55,0,41.1
2017-11-02T06:25:51.608Z,59.3,63,,,55,,41
2017-11-02T06:26:01.645Z,61.1,46,,,55,,41
2017-11-02T06:26:11.607Z,56.9,29,,,55,,41
2017-11-02T06:26:21.607Z,53.9,,,,55,,40.9
2017-11-02T06:26:31.607Z,51.9,,,,55,,40.9
2017-11-02T06:26:41.607Z,50.7,,,,55,,40.9
2017-11-02T06:26:51.607Z,50,,,,55,,40.8
2017-11-02T06:27:01.607Z,50.3,,,,55,,40.8
2017-11-02T06:27:16.627Z,51,,,,55,,40.8
2017-11-02T06:27:21.647Z,51.1,,,,55,,40.8
2017-11-02T06:27:31.615Z,,,,,55,,40.8
2017-11-02T06:27:41.606Z,,,,,55,,40.8
2017-11-02T06:27:51.663Z,,,,,55,,40.8
2017-11-02T06:28:01.607Z,51.2,,,,55,,40.8
2017-11-02T06:28:11.692Z,51.4,,,,55,,40.8
2017-11-02T06:28:21.610Z,,,,,55,,40.8
2017-11-02T06:28:31.616Z,51.5,,,,55,,40.9
2017-11-02T06:28:41.627Z,51.6,,,,55,,40.9
2017-11-02T06:28:51.607Z,51.7,,,,55,,40.9
2017-11-02T06:29:01.607Z,51.8,,,,55,,41
2017-11-02T06:29:11.607Z,52,,,,55,,41
2017-11-02T06:29:21.607Z,52.2,,,,55,,41
2017-11-02T06:29:31.612Z,52.3,,,,55,,41.1
2017-11-02T06:29:41.644Z,52.4,,,,55,,41.1
2017-11-02T06:29:51.615Z,52.6,,,,55,,41.2
2017-11-02T06:30:06.637Z,52.7,,,,55,,41.2
2017-11-02T06:30:11.625Z,53,,,,55,,41.4
2017-11-02T06:30:21.621Z,,,,,55,,41.4
2017-11-02T06:30:31.616Z,53.2,,,,55,,41.4
2017-11-02T06:30:41.626Z,53.3,,,,55,,41.5
2017-11-02T06:30:51.611Z,53.5,,,,55,,41.5
2017-11-02T06:31:01.625Z,53.6,,,,55,,41.6
2017-11-02T06:31:11.656Z,53.7,,,,55,,41.6
2017-11-02T06:31:21.641Z,54,,,,55,,41.7
2017-11-02T06:31:32.742Z,54.1,,,,55,,41.7
2017-11-02T06:31:41.607Z,54.2,,,,55,,41.8
2017-11-02T06:31:51.728Z,54.3,,,,55,,41.8
2017-11-02T06:32:01.607Z,54.4,,,,55,,41.9
2017-11-02T06:32:11.621Z,54.5,,,,55,,41.9
2017-11-02T06:32:21.666Z,54.8,,,,55,,42
2017-11-02T06:32:31.624Z,55,,,,55,,42.2
2017-11-02T06:32:41.638Z,,,,,55,,42.2
2017-11-02T06:32:51.614Z,55.3,0,1,,55,0,42.3
2017-11-02T06:33:01.628Z,54.9,,,,55,,42.3
2017-11-02T06:33:11.612Z,53.9,,,,55,,42.4
2017-11-02T06:33:21.646Z,52,,,,55,,42.5
2017-11-02T06:33:31.610Z,51.7,,,,55,,42.5
2017-11-02T06:33:41.653Z,51.4,,,,55,,42.6
2017-11-02T06:33:51.624Z,,,,,55,,42.6
2017-11-02T06:34:01.608Z,52,,,,55,,42.7
2017-11-02T06:34:11.608Z,51.9,,,,55,,42.8
2017-11-02T06:34:22.606Z,51.6,,,,55,,42.8
2017-11-02T06:34:31.612Z,51.3,,,,55,,42.8
2017-11-02T06:34:41.617Z,51.1,,,,55,,42.8
2017-11-02T06:34:51.617Z,50.9,,,,55,,43
2017-11-02T06:35:01.610Z,50.8,,,,55,,43
2017-11-02T06:35:11.618Z,50.7,,,,55,,43
2017-11-02T06:35:21.617Z,50.6,,,,55,,43
2017-11-02T06:35:31.610Z,50.3,,,,55,,43
2017-11-02T06:35:41.608Z,50.2,,,,55,,43
2017-11-02T06:35:51.610Z,54.9,79,1,,55,0,43
2017-11-02T06:36:01.608Z,62.1,46,,,55,,42.8
2017-11-02T06:36:11.613Z,62.6,29,,,55,,42.8
2017-11-02T06:36:21.647Z,59.7,,,,55,,42.8
2017-11-02T06:36:31.615Z,57.9,,,,55,,42.8
2017-11-02T06:36:41.625Z,55.8,,,,55,,42.8
2017-11-02T06:36:51.609Z,54.8,,,,55,,42.7
2017-11-02T06:37:01.608Z,54.3,,,,55,,42.7
2017-11-02T06:37:11.667Z,55,,,,55,,42.7
2017-11-02T06:37:21.628Z,55.2,,,,55,,42.7
2017-11-02T06:37:31.619Z,55.7,0,1,,55,0,42.7
2017-11-02T06:37:41.611Z,53.8,,,,55,,42.7
2017-11-02T06:37:51.614Z,52.8,,,,55,,42.8
2017-11-02T06:38:01.608Z,51.9,,,,55,,42.8
2017-11-02T06:38:11.610Z,51.5,,,,55,,43
2017-11-02T06:38:21.632Z,,,,,55,,43
2017-11-02T06:38:31.615Z,51.7,,,,55,,43.1
2017-11-02T06:38:41.613Z,51.9,,,,55,,43.1
2017-11-02T06:38:51.612Z,51.7,,,,55,,43.2
2017-11-02T06:39:01.608Z,51.4,,,,55,,43.2
2017-11-02T06:39:11.608Z,51.2,,,,55,,43.2
2017-11-02T06:39:21.608Z,50.9,,,,55,,43.2
2017-11-02T06:39:31.623Z,50.6,,,,55,,43.2
2017-11-02T06:39:41.610Z,50.4,,,,55,,43.2
2017-11-02T06:39:51.609Z,50.2,,,,55,,43.2
2017-11-02T06:40:01.621Z,50.1,,,,55,,43.2
2017-11-02T06:40:11.608Z,50,,,,55,,43.2
2017-11-02T06:40:21.611Z,49.9,,,,55,,43.2
2017-11-02T06:40:31.608Z,,,,,55,,43.2
2017-11-02T06:40:41.620Z,49.7,,,,55,,43.1
2017-11-02T06:40:51.611Z,53.3,80,1,,55,0,43.1
2017-11-02T06:41:01.608Z,58,55,,,55,,43.1
2017-11-02T06:41:11.612Z,59.3,0,1,,55,0,43.1
2017-11-02T06:41:21.608Z,57,,,,55,,43
2017-11-02T06:41:31.609Z,54.9,,,,55,,43
2017-11-02T06:41:41.609Z,52.9,,,,55,,42.8
2017-11-02T06:41:51.608Z,51.7,,,,55,,42.8
2017-11-02T06:42:01.618Z,50.9,,,,55,,42.8
2017-11-02T06:42:11.609Z,,,,,55,,42.8
2017-11-02T06:42:21.609Z,50.8,,,,55,,42.7
2017-11-02T06:42:31.612Z,50.7,,,,55,,42.7
2017-11-02T06:42:41.609Z,50.3,,,,55,,42.7
