Time,PrimTSet,PrimT,HwActive,HwTOutlet,HwTSet,ActPow,ChActive
2018-01-23T00:08:43.175Z,,27.6,,18.8,55,,
2018-01-23T00:08:54.213Z,,,,18.6,55,,
2018-01-23T00:09:03.174Z,,,,18.6,55,,
2018-01-23T00:09:13.171Z,,,,18.8,55,,
2018-01-23T00:09:23.171Z,,,,18.6,55,,
2018-01-23T00:09:33.184Z,,,,18.6,55,,
2018-01-23T00:09:43.171Z,,,,18.6,55,,
2018-01-23T00:09:53.172Z,,,,18.6,55,,
2018-01-23T00:10:03.172Z,,,,18.6,55,,
2018-01-23T00:10:13.171Z,,,,18.6,55,,
2018-01-23T00:10:23.179Z,,,,18.6,55,,
2018-01-23T00:10:33.171Z,,,,18.6,55,,
2018-01-23T00:10:43.171Z,,,,18.6,55,,
2018-01-23T00:10:53.171Z,,,,18.6,55,,
2018-01-23T00:11:03.172Z,,,,18.6,55,,
2018-01-23T00:11:13.172Z,,,,18.6,55,,
2018-01-23T00:11:23.171Z,,,,18.6,55,,
2018-01-23T00:11:33.172Z,,27.5,,18.6,55,,
2018-01-23T00:11:48.193Z,,,,18.6,55,,
2018-01-23T00:11:53.171Z,,,,18.6,55,,
2018-01-23T00:12:03.171Z,,,,18.6,55,,
2018-01-23T00:12:13.173Z,,,,18.6,55,,
2018-01-23T00:12:23.172Z,,,,18.6,55,,
2018-01-23T00:12:33.172Z,,,,18.6,55,,
2018-01-23T00:12:43.171Z,,,,18.6,55,,
2018-01-23T00:12:53.174Z,,,,18.6,55,,
2018-01-23T00:13:03.173Z,,,,18.6,55,,
2018-01-23T00:13:13.426Z,,,,18.6,55,,
2018-01-23T00:13:23.174Z,,,,18.6,55,,
2018-01-23T00:13:33.173Z,,,,18.6,55,,
2018-01-23T00:13:43.172Z,,,,18.6,55,,
2018-01-23T00:13:53.172Z,,,,18.6,55,,
2018-01-23T00:14:03.174Z,,,,18.6,55,,
2018-01-23T00:14:13.172Z,,,,18.4,55,,
2018-01-23T00:14:23.179Z,,,,18.4,55,,
2018-01-23T00:14:33.172Z,,27.3,,18.6,55,,
2018-01-23T00:14:43.173Z,,,,18.4,55,,
2018-01-23T00:14:53.174Z,,,,18.4,55,,
2018-01-23T00:15:03.172Z,,,,18.4,55,,
2018-01-23T00:15:13.172Z,,,,18.4,55,,
2018-01-23T00:15:23.172Z,,,,18.4,55,,
2018-01-23T00:15:33.173Z,,,,18.4,55,,
2018-01-23T00:15:43.172Z,,,,18.4,55,,
2018-01-23T00:15:53.172Z,,,,18.4,55,,
2018-01-23T00:16:04.169Z,,,,18.4,55,,
2018-01-23T00:16:13.172Z,,,,18.4,55,,
2018-01-23T00:16:23.172Z,,,,18.4,55,,
2018-01-23T00:16:33.172Z,,,,18.4,55,,
2018-01-23T00:16:43.172Z,,,,18.4,55,,
2018-01-23T00:16:53.172Z,,,,18.4,55,,
2018-01-23T00:17:03.172Z,,,,18.4,55,,
2018-01-23T00:17:13.172Z,,,,18.4,55,,
2018-01-23T00:17:23.172Z,,,,18.4,55,,
2018-01-23T00:17:33.194Z,,27.2,,18.4,55,,
2018-01-23T00:17:43.172Z,,,,18.4,55,,
2018-01-23T00:17:53.172Z,,,,18.4,55,,
2018-01-23T00:18:03.172Z,,,,18.4,55,,
2018-01-23T00:18:13.173Z,,,,18.4,55,,
2018-01-23T00:18:23.172Z,,,,18.4,55,,
2018-01-23T00:18:33.174Z,,,,18.4,55,,
2018-01-23T00:18:43.173Z,,,,18.4,55,,
2018-01-23T00:18:54.173Z,,,,18.4,55,,
2018-01-23T00:19:03.173Z,,,,18.4,55,,
2018-01-23T00:19:13.173Z,,,,18.4,55,,
2018-01-23T00:19:23.173Z,,,,18.4,55,,
2018-01-23T00:19:33.172Z,,,,18.4,55,,
2018-01-23T00:19:43.172Z,,,,18.4,55,,
2018-01-23T00:19:53.173Z,,,,18.4,55,,
2018-01-23T00:20:03.173Z,,,,18.4,55,,
2018-01-23T00:20:13.173Z,,,,18.2,55,,
2018-01-23T00:20:23.173Z,,,,18.4,55,,
2018-01-23T00:20:33.173Z,,,,18.2,55,,
2018-01-23T00:20:43.174Z,,,,18.2,55,,
2018-01-23T00:20:53.173Z,,,,18.2,55,,
2018-01-23T00:21:03.173Z,,27,,18.2,55,,
2018-01-23T00:21:13.174Z,,,,18.2,55,,
2018-01-23T00:21:23.173Z,,,,18.2,55,,
2018-01-23T00:21:33.173Z,,,,18.2,55,,
2018-01-23T00:21:44.168Z,,,,18.2,55,,
2018-01-23T00:21:53.173Z,,,,18.2,55,,
2018-01-23T00:22:03.173Z,,,,18.2,55,,
2018-01-23T00:22:13.174Z,,,,18.2,55,,
2018-01-23T00:22:23.173Z,,,,18.2,55,,
2018-01-23T00:22:33.173Z,,,,18.2,55,,
2018-01-23T00:22:43.173Z,,,,18.2,55,,
2018-01-23T00:22:53.173Z,,,,18.2,55,,
2018-01-23T00:23:03.174Z,,,,18.2,55,,
2018-01-23T00:23:13.173Z,,,,18.2,55,,
2018-01-23T00:23:23.173Z,,,,18.2,55,,
2018-01-23T00:23:33.185Z,,27,,18.2,55,,
2018-01-23T00:23:43.173Z,,26.9,,18.2,55,,
2018-01-23T00:23:53.175Z,,27,,18.2,55,,
2018-01-23T00:24:03.174Z,,26.9,,18.2,55,,
2018-01-23T00:24:13.173Z,,,,18.2,55,,
2018-01-23T00:24:23.173Z,,27,,18.2,55,,
2018-01-23T00:24:38.193Z,,26.9,,18.2,55,,
2018-01-23T00:24:43.173Z,,,,18.2,55,,
2018-01-23T00:24:53.173Z,,,,18.2,55,,
2018-01-23T00:25:03.174Z,,,,18.2,55,,
2018-01-23T00:25:13.176Z,,,,18.2,55,,
2018-01-23T00:25:23.173Z,,,,18.2,55,,
2018-01-23T00:25:33.174Z,,,,18.2,55,,
2018-01-23T00:25:43.175Z,,,,18.2,55,,
2018-01-23T00:25:53.174Z,,,,18.2,55,,
2018-01-23T00:26:03.362Z,,,,18.2,55,,
2018-01-23T00:26:13.174Z,,,,18.2,55,,
2018-01-23T00:26:23.174Z,,,,18.1,55,,
2018-01-23T00:26:33.174Z,,,,18.2,55,,
2018-01-23T00:26:43.174Z,,,,18.1,55,,
2018-01-23T00:26:53.174Z,,,,18.1,55,,
2018-01-23T00:27:03.174Z,,,,18.1,55,,
2018-01-23T00:27:13.174Z,,,,18.1,55,,
2018-01-23T00:27:28.194Z,,26.8,,18.1,55,,
2018-01-23T00:27:33.174Z,,,,18.1,55,,
2018-01-23T00:27:43.175Z,,,,18.1,55,,
2018-01-23T00:27:53.175Z,,,,18.1,55,,
2018-01-23T00:28:03.174Z,,,,18.1,55,,
2018-01-23T00:28:13.174Z,,,,18.1,55,,
2018-01-23T00:28:23.175Z,,,,18.1,55,,
2018-01-23T00:28:33.174Z,,,,18.1,55,,
2018-01-23T00:28:43.174Z,,,,18.1,55,,
2018-01-23T00:28:53.174Z,,,,18.1,55,,
2018-01-23T00:29:03.174Z,,,,18.1,55,,
2018-01-23T00:29:13.174Z,,,,18.1,55,,
2018-01-23T00:29:23.174Z,,,,18.1,55,,
2018-01-23T00:29:33.174Z,,,,18.1,55,,
2018-01-23T00:29:43.174Z,,,,18.1,55,,
2018-01-23T00:29:53.174Z,,,,18.1,55,,
2018-01-23T00:30:03.174Z,,,,18.1,55,,
2018-01-23T00:30:18.194Z,,,,18.1,55,,
2018-01-23T00:30:23.175Z,,,,18.1,55,,
2018-01-23T00:30:33.174Z,,,,18.1,55,,
2018-01-23T00:30:43.174Z,,,,18.1,55,,
2018-01-23T00:30:53.176Z,,26.6,,18.1,55,,
2018-01-23T00:31:03.174Z,,,,18.1,55,,
2018-01-23T00:31:13.174Z,,,,18.1,55,,
2018-01-23T00:31:23.174Z,,,,18.1,55,,
2018-01-23T00:31:33.175Z,,,,18.1,55,,
2018-01-23T00:31:44.173Z,,,,18.1,55,,
2018-01-23T00:31:53.174Z,,,,18.1,55,,
2018-01-23T00:32:03.174Z,,,,18.1,55,,
2018-01-23T00:32:13.228Z,,,,18.1,55,,
2018-01-23T00:32:23.174Z,,,,18.1,55,,
2018-01-23T00:32:33.174Z,,,,18.1,55,,
2018-01-23T00:32:43.190Z,,,,18.1,55,,
2018-01-23T00:32:53.174Z,,,,17.9,55,,
2018-01-23T00:33:03.176Z,,,,17.9,55,,
2018-01-23T00:33:13.174Z,,,,17.9,55,,
2018-01-23T00:33:23.174Z,,,,17.9,55,,
2018-01-23T00:33:33.175Z,,,,17.9,55,,
2018-01-23T00:33:43.185Z,,,,18.1,55,,
2018-01-23T00:33:53.176Z,,26.5,,17.9,55,,
2018-01-23T00:34:03.367Z,,,,17.9,55,,
2018-01-23T00:34:13.175Z,,,,17.9,55,,
2018-01-23T00:34:23.176Z,,,,17.9,55,,
2018-01-23T00:34:33.182Z,,,,17.9,55,,
2018-01-23T00:34:43.175Z,,,,17.9,55,,
2018-01-23T00:34:53.175Z,,,,17.9,55,,
2018-01-23T00:35:03.175Z,,,,17.9,55,,
2018-01-23T00:35:13.175Z,,,,17.9,55,,
2018-01-23T00:35:23.175Z,,,,17.9,55,,
2018-01-23T00:35:33.175Z,,,,17.9,55,,
2018-01-23T00:35:48.271Z,,,,17.9,55,,
2018-01-23T00:35:53.175Z,,,,17.9,55,,
2018-01-23T00:36:03.175Z,,,,17.9,55,,
2018-01-23T00:36:13.175Z,,,,17.9,55,,
2018-01-23T00:36:23.175Z,,,,17.9,55,,
2018-01-23T00:36:33.175Z,,,,17.9,55,,
2018-01-23T00:36:43.175Z,,,,17.9,55,,
2018-01-23T00:36:53.175Z,,,,17.9,55,,
2018-01-23T00:37:03.175Z,,,,17.9,55,,
2018-01-23T00:37:13.176Z,,,,17.9,55,,
2018-01-23T00:37:24.171Z,,26.3,,17.9,55,,
2018-01-23T00:37:33.175Z,,,,17.9,55,,
2018-01-23T00:37:43.175Z,,,,17.9,55,,
2018-01-23T00:37:53.175Z,,,,17.9,55,,
2018-01-23T00:38:03.176Z,,,,17.9,55,,
2018-01-23T00:38:13.175Z,,,,17.9,55,,
2018-01-23T00:38:23.175Z,,,,17.9,55,,
2018-01-23T00:38:33.177Z,,,,17.9,55,,
2018-01-23T00:38:43.175Z,,,,17.9,55,,
2018-01-23T00:38:53.175Z,,,,17.9,55,,
2018-01-23T00:39:03.178Z,,,,17.9,55,,
2018-01-23T00:39:13.175Z,,,,17.9,55,,
2018-01-23T00:39:23.176Z,,,,17.7,55,,
2018-01-23T00:39:33.176Z,,,,17.9,55,,
2018-01-23T00:39:43.175Z,,,,17.9,55,,
2018-01-23T00:39:53.175Z,,26.2,,17.7,55,,
2018-01-23T00:40:04.217Z,,26.3,,17.9,55,,
2018-01-23T00:40:18.205Z,,,,17.7,55,,
2018-01-23T00:40:23.268Z,,,,17.9,55,,
2018-01-23T00:40:33.176Z,,26.2,,17.7,55,,
2018-01-23T00:40:43.176Z,,,,17.7,55,,
2018-01-23T00:40:53.175Z,,,,17.7,55,,
2018-01-23T00:41:03.176Z,,,,17.7,55,,
2018-01-23T00:41:13.176Z,,,,17.7,55,,
2018-01-23T00:41:23.175Z,,,,17.7,55,,
2018-01-23T00:41:33.176Z,,,,17.7,55,,
2018-01-23T00:41:43.176Z,,,,17.7,55,,
2018-01-23T00:41:53.176Z,,,,17.7,55,,
2018-01-23T00:42:03.176Z,,,,17.7,55,,
2018-01-23T00:42:13.176Z,,,,17.7,55,,
2018-01-23T00:42:23.177Z,,,,17.7,55,,
2018-01-23T00:42:33.176Z,,,,17.7,55,,
2018-01-23T00:42:43.178Z,,,,17.7,55,,
2018-01-23T00:42:53.176Z,,,,17.7,55,,
2018-01-23T00:43:08.261Z,,,,17.7,55,,
2018-01-23T00:43:13.176Z,,,,17.7,55,,
2018-01-23T00:43:23.176Z,,,,17.7,55,,
2018-01-23T00:43:33.176Z,,,,17.7,55,,
2018-01-23T00:43:43.176Z,,,,17.7,55,,
2018-01-23T00:43:53.177Z,,,,17.7,55,,
2018-01-23T00:44:03.179Z,,,,17.7,55,,
2018-01-23T00:44:13.176Z,,,,17.7,55,,
2018-01-23T00:44:23.176Z,,26.1,,17.7,55,,
2018-01-23T00:44:33.176Z,,,,17.7,55,,
2018-01-23T00:44:43.176Z,,,,17.7,55,,
2018-01-23T00:44:53.177Z,,,,17.7,55,,
2018-01-23T00:45:03.176Z,,,,17.7,55,,
2018-01-23T00:45:13.177Z,,,,17.7,55,,
2018-01-23T00:45:23.176Z,,,,17.7,55,,
2018-01-23T00:45:33.183Z,,,,17.7,55,,
2018-01-23T00:45:43.176Z,,,,17.7,55,,
2018-01-23T00:45:58.196Z,,,,17.7,55,,
2018-01-23T00:46:03.176Z,,,,17.7,55,,
2018-01-23T00:46:13.176Z,,,,17.7,55,,
2018-01-23T00:46:23.177Z,,,,17.7,55,,
2018-01-23T00:46:33.176Z,,,,17.7,55,,
2018-01-23T00:46:43.178Z,,,,17.7,55,,
2018-01-23T00:46:53.176Z,,,,17.7,55,,
2018-01-23T00:47:03.177Z,,,,17.7,55,,
2018-01-23T00:47:13.176Z,,25.9,,17.5,55,,
2018-01-23T00:47:23.177Z,,25.9,,17.7,55,,
2018-01-23T00:47:33.177Z,,26.1,,17.5,55,,
2018-01-23T00:47:43.177Z,,25.9,,17.7,55,,
2018-01-23T00:47:53.177Z,,,,17.5,55,,
2018-01-23T00:48:03.176Z,,,,17.5,55,,
2018-01-23T00:48:13.177Z,,,,17.5,55,,
2018-01-23T00:48:23.177Z,,,,17.5,55,,
2018-01-23T00:48:33.178Z,,,,17.5,55,,
2018-01-23T00:48:43.179Z,,,,17.5,55,,
2018-01-23T00:48:53.193Z,,,,17.5,55,,
2018-01-23T00:49:03.198Z,,,,17.5,55,,
2018-01-23T00:49:13.180Z,,,,17.5,55,,
2018-01-23T00:49:23.177Z,,,,17.5,55,,
2018-01-23T00:49:33.177Z,,,,17.5,55,,
2018-01-23T00:49:43.178Z,,,,17.5,55,,
2018-01-23T00:49:53.178Z,,,,17.5,55,,
2018-01-23T00:50:03.177Z,,,,17.5,55,,
2018-01-23T00:50:13.176Z,,,,17.5,55,,
2018-01-23T00:50:23.177Z,,,,17.5,55,,
2018-01-23T00:50:33.177Z,,,,17.5,55,,
2018-01-23T00:50:43.177Z,,,,17.5,55,,
2018-01-23T00:50:53.177Z,,,,17.5,55,,
2018-01-23T00:51:03.177Z,,,,17.5,55,,
2018-01-23T00:51:13.179Z,,,,17.5,55,,
2018-01-23T00:51:23.192Z,,,,17.5,55,,
2018-01-23T00:51:33.178Z,,25.8,,17.5,55,,
2018-01-23T00:51:43.178Z,,,,17.5,55,,
2018-01-23T00:51:53.177Z,,,,17.5,55,,
2018-01-23T00:52:03.177Z,,,,17.5,55,,
2018-01-23T00:52:13.177Z,,,,17.5,55,,
2018-01-23T00:52:23.177Z,,,,17.5,55,,
2018-01-23T00:52:33.178Z,,,,17.5,55,,
2018-01-23T00:52:43.177Z,,,,17.5,55,,
2018-01-23T00:52:53.178Z,,,,17.5,55,,
2018-01-23T00:53:03.177Z,,,,17.5,55,,
2018-01-23T00:53:13.177Z,,,,17.5,55,,
2018-01-23T00:53:23.177Z,,,,17.5,55,,
2018-01-23T00:53:33.178Z,,,,17.5,55,,
2018-01-23T00:53:43.177Z,,,,17.5,55,,
2018-01-23T00:53:53.180Z,,,,17.5,55,,
2018-01-23T00:54:03.177Z,,,,17.5,55,,
2018-01-23T00:54:13.178Z,,,,17.5,55,,
2018-01-23T00:54:23.177Z,,,,17.5,55,,
2018-01-23T00:54:33.178Z,,,,17.5,55,,
2018-01-23T00:54:43.177Z,,,,17.5,55,,
2018-01-23T00:54:53.178Z,,25.6,,17.5,55,,
2018-01-23T00:55:03.178Z,,,,17.4,55,,
2018-01-23T00:55:13.177Z,,,,17.5,55,,
2018-01-23T00:55:23.178Z,,,,17.5,55,,
2018-01-23T00:55:33.178Z,,,,17.4,55,,
2018-01-23T00:55:43.178Z,,,,17.5,55,,
2018-01-23T00:55:53.178Z,,,,17.4,55,,
2018-01-23T00:56:03.178Z,,,,17.5,55,,
2018-01-23T00:56:13.180Z,,,,17.4,55,,
2018-01-23T00:56:23.179Z,,,,17.4,55,,
2018-01-23T00:56:33.179Z,,,,17.4,55,,
2018-01-23T00:56:43.178Z,,,,17.4,55,,
2018-01-23T00:56:53.179Z,,,,17.4,55,,
2018-01-23T00:57:03.189Z,,,,17.4,55,,
2018-01-23T00:57:13.187Z,,,,17.4,55,,
2018-01-23T00:57:23.193Z,,,,17.4,55,,
2018-01-23T00:57:33.180Z,5,25.6,0,17.4,55,0,0
2018-01-23T00:57:43.178Z,,,,17.4,55,,
2018-01-23T00:57:53.188Z,,,,17.4,55,,
2018-01-23T00:58:03.188Z,,,,17.4,55,,
2018-01-23T00:58:13.179Z,,,,17.4,55,,
2018-01-23T00:58:23.178Z,,,,17.4,55,,
2018-01-23T00:58:33.181Z,,25.5,,17.4,55,,
2018-01-23T00:58:43.235Z,,,,17.4,55,,
2018-01-23T00:58:53.178Z,,,,17.4,55,,
2018-01-23T00:59:03.179Z,,,,17.4,55,,
2018-01-23T00:59:13.190Z,,,,17.4,55,,
2018-01-23T00:59:23.179Z,,,,17.4,55,,
2018-01-23T00:59:33.321Z,,,,17.4,55,,
2018-01-23T00:59:43.205Z,,,,17.4,55,,
2018-01-23T00:59:53.197Z,,,,17.4,55,,
2018-01-23T01:00:03.179Z,,,,17.4,55,,
2018-01-23T01:00:13.180Z,,,,17.4,55,,
2018-01-23T01:00:23.190Z,,,,17.4,55,,
2018-01-23T01:00:33.182Z,,,,17.4,55,,
2018-01-23T01:00:43.179Z,,,,17.4,55,,
2018-01-23T01:00:53.179Z,,,,17.4,55,,
2018-01-23T01:01:03.184Z,,,,17.4,55,,
2018-01-23T01:01:13.178Z,,,,17.4,55,,
2018-01-23T01:01:23.179Z,,,,17.4,55,,
2018-01-23T01:01:39.170Z,,,,17.4,55,,
2018-01-23T01:01:43.178Z,,,,17.4,55,,
2018-01-23T01:01:53.179Z,,,,17.4,55,,
2018-01-23T01:02:03.180Z,,,,17.4,55,,
2018-01-23T01:02:13.179Z,,,,17.4,55,,
2018-01-23T01:02:23.185Z,,,,17.4,55,,
2018-01-23T01:02:33.185Z,,25.4,,17.4,55,,
2018-01-23T01:02:43.183Z,,,,17.4,55,,
2018-01-23T01:02:53.179Z,,,,17.4,55,,
2018-01-23T01:03:04.201Z,,,,17.4,55,,
2018-01-23T01:03:13.184Z,,,,17.4,55,,
2018-01-23T01:03:23.184Z,,,,17.4,55,,
2018-01-23T01:03:33.240Z,,,,17.4,55,,
2018-01-23T01:03:43.191Z,,,,17.4,55,,
2018-01-23T01:03:53.179Z,,,,17.2,55,,
2018-01-23T01:04:03.223Z,,,,17.4,55,,
2018-01-23T01:04:13.179Z,,,,17.2,55,,
2018-01-23T01:04:28.560Z,,,,17.2,55,,
2018-01-23T01:04:33.180Z,,,,17.4,55,,
2018-01-23T01:04:43.179Z,,,,17.2,55,,
2018-01-23T01:04:53.183Z,,,,17.4,55,,
2018-01-23T01:05:03.184Z,,,,17.2,55,,
2018-01-23T01:05:13.226Z,,,,17.4,55,,
2018-01-23T01:05:23.180Z,,,,17.2,55,,
2018-01-23T01:05:33.179Z,,,,17.2,55,,
2018-01-23T01:05:43.179Z,,,,17.2,55,,
2018-01-23T01:05:54.174Z,,,,17.2,55,,
2018-01-23T01:06:03.184Z,,,,17.2,55,,
2018-01-23T01:06:13.180Z,,25.2,,17.2,55,,
2018-01-23T01:06:23.179Z,,,,17.2,55,,
2018-01-23T01:06:33.179Z,,,,17.2,55,,
2018-01-23T01:06:43.181Z,,,,17.2,55,,
2018-01-23T01:06:53.179Z,,,,17.2,55,,
2018-01-23T01:07:03.181Z,,,,17.2,55,,
2018-01-23T01:07:13.185Z,,,,17.2,55,,
2018-01-23T01:07:23.179Z,,,,17.2,55,,
2018-01-23T01:07:33.185Z,,,,17.2,55,,
2018-01-23T01:07:43.183Z,,,,17.2,55,,
2018-01-23T01:07:53.179Z,,,,17.2,55,,
2018-01-23T01:08:03.185Z,,,,17.2,55,,
2018-01-23T01:08:13.184Z,,,,17.2,55,,
2018-01-23T01:08:23.181Z,,,,17.2,55,,
2018-01-23T01:08:33.180Z,,,,17.2,55,,
2018-01-23T01:08:44.178Z,,,,17.2,55,,
2018-01-23T01:08:53.179Z,,,,17.2,55,,
2018-01-23T01:09:03.179Z,,,,17.2,55,,
2018-01-23T01:09:13.180Z,,,,17.2,55,,
2018-01-23T01:09:23.183Z,,,,17.2,55,,
2018-01-23T01:09:33.184Z,,,,17.2,55,,
2018-01-23T01:09:43.180Z,,,,17.2,55,,
2018-01-23T01:09:53.185Z,,25.1,,17.2,55,,
2018-01-23T01:10:03.183Z,,,,17.2,55,,
2018-01-23T01:10:13.180Z,,,,17.2,55,,
2018-01-23T01:10:23.184Z,,,,17.2,55,,
2018-01-23T01:10:33.182Z,,,,17.2,55,,
2018-01-23T01:10:43.184Z,,,,17.2,55,,
2018-01-23T01:10:53.235Z,,,,17.2,55,,
2018-01-23T01:11:03.182Z,,,,17.2,55,,
2018-01-23T01:11:13.180Z,,,,17.2,55,,
2018-01-23T01:11:23.184Z,,,,17.2,55,,
2018-01-23T01:11:36.292Z,,,,17.2,55,,
2018-01-23T01:11:43.182Z,,,,17.2,55,,
2018-01-23T01:11:53.180Z,,,,17.2,55,,
2018-01-23T01:12:03.183Z,,,,17.2,55,,
2018-01-23T01:12:13.180Z,,,,17.2,55,,
2018-01-23T01:12:23.180Z,,,,17.2,55,,
2018-01-23T01:12:33.183Z,,,,17.2,55,,
2018-01-23T01:12:43.223Z,,,,17.2,55,,
2018-01-23T01:12:53.184Z,,,,17.2,55,,
2018-01-23T01:13:03.184Z,,24.9,,17.2,55,,
2018-01-23T01:13:13.185Z,,24.9,,17,55,,
2018-01-23T01:13:23.181Z,,24.9,,17.2,55,,
2018-01-23T01:13:33.180Z,,25.1,,17.2,55,,
2018-01-23T01:13:43.180Z,,24.9,,17,55,,
2018-01-23T01:13:53.181Z,,24.9,,17.2,55,,
2018-01-23T01:14:03.180Z,,,,17,55,,
2018-01-23T01:14:13.180Z,,,,17.2,55,,
2018-01-23T01:14:24.303Z,,,,17.2,55,,
2018-01-23T01:14:33.180Z,,,,17,55,,
2018-01-23T01:14:43.180Z,,,,17,55,,
2018-01-23T01:14:53.180Z,,,,17,55,,
2018-01-23T01:15:03.180Z,,,,17,55,,
2018-01-23T01:15:13.181Z,,,,17,55,,
2018-01-23T01:15:23.180Z,,,,17,55,,
2018-01-23T01:15:33.181Z,,,,17,55,,
2018-01-23T01:15:43.206Z,,,,17,55,,
2018-01-23T01:15:53.181Z,,,,17,55,,
2018-01-23T01:16:03.181Z,,,,17,55,,
2018-01-23T01:16:13.181Z,,,,17,55,,
2018-01-23T01:16:23.180Z,,,,17,55,,
2018-01-23T01:16:33.181Z,,,,17,55,,
2018-01-23T01:16:43.218Z,,,,17,55,,
2018-01-23T01:16:53.181Z,,,,17,55,,
2018-01-23T01:17:03.181Z,,,,17,55,,
2018-01-23T01:17:18.263Z,,,,17,55,,
2018-01-23T01:17:23.181Z,,,,17,55,,
2018-01-23T01:17:33.181Z,,24.8,,17,55,,
2018-01-23T01:17:43.182Z,,,,17,55,,
2018-01-23T01:17:53.180Z,,,,17,55,,
2018-01-23T01:18:03.192Z,,,,17,55,,
2018-01-23T01:18:13.191Z,,,,17,55,,
2018-01-23T01:18:23.193Z,,,,17,55,,
2018-01-23T01:18:33.181Z,,,,17,55,,
2018-01-23T01:18:43.931Z,,,,17,55,,
2018-01-23T01:18:53.181Z,,,,17,55,,
2018-01-23T01:19:03.181Z,,,,17,55,,
2018-01-23T01:19:13.181Z,,,,17,55,,
2018-01-23T01:19:23.181Z,,,,17,55,,
2018-01-23T01:19:33.182Z,,,,17,55,,
2018-01-23T01:19:43.181Z,,,,17,55,,
2018-01-23T01:19:53.182Z,,,,17,55,,
2018-01-23T01:20:08.933Z,,,,17,55,,
2018-01-23T01:20:13.182Z,,,,17,55,,
2018-01-23T01:20:23.181Z,,,,17,55,,
2018-01-23T01:20:33.181Z,,,,17,55,,
2018-01-23T01:20:43.182Z,,,,17,55,,
2018-01-23T01:20:53.182Z,,,,17,55,,
2018-01-23T01:21:03.181Z,,,,17,55,,
2018-01-23T01:21:13.182Z,,,,17,55,,
2018-01-23T01:21:23.195Z,,,,17,55,,
2018-01-23T01:21:33.391Z,,24.6,,17,55,,
2018-01-23T01:21:43.181Z,,24.8,,17,55,,
2018-01-23T01:21:53.181Z,,24.6,,17,55,,
2018-01-23T01:22:03.181Z,,,,17,55,,
2018-01-23T01:22:13.182Z,,,,17,55,,
2018-01-23T01:22:23.181Z,,,,17,55,,
