Time,HwTSet,ActPow,PrimTSet,HwActive,PrimT,HwTOutlet,ChActive
2017-11-28T06:52:47.495Z,55,,,,44.8,33.2,
2017-11-28T06:52:57.786Z,55,,,,44.4,33.3,
2017-11-28T06:53:07.493Z,55,,,,44.5,33.5,
2017-11-28T06:53:17.493Z,55,,,,45,33.6,
2017-11-28T06:53:27.498Z,55,,,,44.9,33.7,
2017-11-28T06:53:37.493Z,55,,,,44.5,33.8,
2017-11-28T06:53:47.516Z,55,,,,44.3,33.8,
2017-11-28T06:53:57.515Z,55,,,,43.9,34,
2017-11-28T06:54:07.495Z,55,,,,,34.1,
2017-11-28T06:54:17.493Z,55,,,,43.6,34.1,
2017-11-28T06:54:27.493Z,55,,,,43.4,34.2,
2017-11-28T06:54:37.493Z,55,,,,43.3,34.2,
2017-11-28T06:54:47.499Z,55,,,,43.1,34.3,
2017-11-28T06:54:57.497Z,55,,,,42.8,34.3,
2017-11-28T06:55:07.499Z,55,,,,42.7,34.3,
2017-11-28T06:55:17.521Z,55,,,,42.6,34.3,
2017-11-28T06:55:27.493Z,55,,,,42.7,34.4,
2017-11-28T06:55:37.496Z,55,,,,43,34.4,
2017-11-28T06:55:48.488Z,55,80,,0,43.3,34.4,2
2017-11-28T06:55:57.493Z,55,78,,,49.6,34.4,
2017-11-28T06:56:07.493Z,55,41,,,55.3,34.4,
2017-11-28T06:56:17.506Z,55,29,,,54.7,34.4,
2017-11-28T06:56:27.494Z,55,,,,51.9,34.4,
2017-11-28T06:56:37.494Z,55,,,,48.8,34.4,
2017-11-28T06:56:47.496Z,55,,,,47.8,34.4,
2017-11-28T06:56:57.506Z,55,,,,46.9,34.4,
2017-11-28T06:57:07.496Z,55,,,,47,34.4,
2017-11-28T06:57:17.494Z,55,,,,48,34.4,
2017-11-28T06:57:27.497Z,55,,,,48.2,34.4,
2017-11-28T06:57:37.494Z,55,,,,48.6,34.4,
2017-11-28T06:57:47.494Z,55,,,,48.7,34.6,
2017-11-28T06:57:57.494Z,55,0,,0,48.8,34.6,2
2017-11-28T06:58:07.495Z,55,,,,47.9,34.6,
2017-11-28T06:58:17.516Z,55,,,,45.8,34.7,
2017-11-28T06:58:27.494Z,55,,,,45.4,34.8,
2017-11-28T06:58:38.492Z,55,,,,44.9,34.8,
2017-11-28T06:58:47.493Z,55,,,,45,34.9,
2017-11-28T06:58:57.497Z,55,,,,,34.9,
2017-11-28T06:59:07.494Z,55,,,,45.3,35.1,
2017-11-28T06:59:17.493Z,55,,,,44.9,35.2,
2017-11-28T06:59:27.500Z,55,,,,44.8,35.2,
2017-11-28T06:59:37.494Z,55,,,,44.4,35.3,
2017-11-28T06:59:47.494Z,55,,,,44.2,35.4,
2017-11-28T06:59:57.494Z,55,,,,43.9,35.4,
2017-11-28T07:00:07.522Z,55,,,,,35.4,
2017-11-28T07:00:17.494Z,55,,,,43.7,35.6,
2017-11-28T07:00:27.541Z,55,,,,43.5,35.6,
2017-11-28T07:00:37.493Z,55,,,,43.4,35.6,
2017-11-28T07:00:47.493Z,55,,,,43.3,35.6,
2017-11-28T07:00:57.525Z,55,,,,43.1,35.6,
2017-11-28T07:01:07.494Z,55,,,,,35.6,
2017-11-28T07:01:17.493Z,55,,,,43.2,35.6,
2017-11-28T07:01:28.492Z,55,,,,43.4,35.6,
2017-11-28T07:01:37.504Z,55,,,,43.5,35.6,
2017-11-28T07:01:47.496Z,55,,,,43.6,35.6,
2017-11-28T07:01:57.494Z,55,,,,43.7,35.6,
2017-11-28T07:02:07.494Z,55,,,,43.9,35.6,
2017-11-28T07:02:17.497Z,55,,,,44,35.6,
2017-11-28T07:02:27.494Z,55,,,,,35.6,
2017-11-28T07:02:37.494Z,55,,,,44.1,35.4,
2017-11-28T07:02:47.497Z,55,,,,,35.4,
2017-11-28T07:02:57.495Z,55,,,,44.2,35.4,
2017-11-28T07:03:07.501Z,55,,,,44.3,35.4,
2017-11-28T07:03:17.500Z,55,,,,,35.4,
2017-11-28T07:03:27.497Z,55,,,,44.4,35.4,
2017-11-28T07:03:37.494Z,55,,,,,35.3,
2017-11-28T07:03:47.496Z,55,,,,44.5,35.3,
2017-11-28T07:03:57.494Z,55,,,,,35.3,
2017-11-28T07:04:07.494Z,55,,,,44.7,35.3,
2017-11-28T07:04:18.490Z,55,,,,,35.3,
2017-11-28T07:04:27.494Z,55,,,,44.8,35.2,
2017-11-28T07:04:37.494Z,55,,,,,35.2,
2017-11-28T07:04:47.497Z,55,,,,,35.2,
2017-11-28T07:04:57.494Z,55,,,,44.9,35.2,
2017-11-28T07:05:07.494Z,55,,,,,35.1,
2017-11-28T07:05:17.496Z,55,,,,,35.1,
2017-11-28T07:05:27.495Z,55,,,,45,35.1,
2017-11-28T07:05:37.501Z,55,,,,,35.1,
2017-11-28T07:05:47.495Z,55,,,,,34.9,
2017-11-28T07:05:57.497Z,55,79,,0,45.1,34.9,2
2017-11-28T07:06:07.503Z,55,79,,,50.2,34.9,
2017-11-28T07:06:17.503Z,55,46,,,55.1,34.9,
2017-11-28T07:06:27.495Z,55,29,,,53.5,34.8,
2017-11-28T07:06:37.536Z,55,,,,49.5,34.8,
2017-11-28T07:06:47.535Z,55,,,,46.8,34.8,
2017-11-28T07:06:57.561Z,55,,,,45.9,34.8,
2017-11-28T07:07:12.624Z,55,,,,45.4,34.7,
2017-11-28T07:07:17.508Z,55,,,,46,34.7,
2017-11-28T07:07:27.667Z,55,,,,46.2,34.7,
2017-11-28T07:07:37.501Z,55,,,,46.8,34.7,
2017-11-28T07:07:47.520Z,55,,,,46.9,34.7,
2017-11-28T07:07:57.518Z,55,,,,47,34.7,
2017-11-28T07:08:07.500Z,55,,,,47.1,34.7,
2017-11-28T07:08:17.499Z,55,,,,47.3,34.7,
2017-11-28T07:08:27.495Z,55,,,,47.6,34.7,
2017-11-28T07:08:37.496Z,55,,,,47.8,34.8,
2017-11-28T07:08:47.499Z,55,,,,48,34.8,
2017-11-28T07:08:57.495Z,55,,,,,34.8,
2017-11-28T07:09:07.498Z,55,,,,48.2,34.9,
2017-11-28T07:09:17.504Z,55,,,,48.4,34.9,
2017-11-28T07:09:27.505Z,55,,,,48.6,35.1,
2017-11-28T07:09:37.495Z,55,,,,48.8,35.1,
2017-11-28T07:09:47.495Z,55,,,,49,35.2,
2017-11-28T07:10:02.531Z,55,,,,49.1,35.2,
2017-11-28T07:10:07.501Z,55,,,,49.3,35.3,
2017-11-28T07:10:17.496Z,55,,,,49.6,35.4,
2017-11-28T07:10:27.499Z,55,0,,0,50,35.4,2
2017-11-28T07:10:37.495Z,55,,,,48.9,35.6,
2017-11-28T07:10:47.495Z,55,,,,47.5,35.7,
2017-11-28T07:10:57.499Z,55,,,,46.4,35.8,
2017-11-28T07:11:07.511Z,55,,,,45.9,35.8,
2017-11-28T07:11:17.496Z,55,,,,45.9,35.9,
2017-11-28T07:11:28.507Z,55,,,,46.2,36,
2017-11-28T07:11:37.505Z,55,,,,46.5,36,
2017-11-28T07:11:47.495Z,55,,,,46.2,36.2,
2017-11-28T07:11:57.496Z,55,,,,45.9,36.3,
2017-11-28T07:12:07.496Z,55,,,,45.8,36.3,
2017-11-28T07:12:17.497Z,55,,,,45.6,36.4,
2017-11-28T07:12:27.496Z,55,79,,0,45.5,36.4,2
2017-11-28T07:12:37.516Z,55,72,,,53.7,36.5,
2017-11-28T07:12:47.532Z,55,43,,,58.1,36.5,
2017-11-28T07:12:57.505Z,55,29,,,56.9,36.5,
2017-11-28T07:13:07.496Z,55,,,,53.8,36.5,
2017-11-28T07:13:17.496Z,55,,,,51.9,36.5,
2017-11-28T07:13:27.496Z,55,,,,50.6,36.7,
2017-11-28T07:13:37.496Z,55,,,,49.7,36.7,
2017-11-28T07:13:47.495Z,55,,,,50,36.7,
2017-11-28T07:13:57.496Z,55,0,,0,50.8,36.7,2
2017-11-28T07:14:07.498Z,55,,,,49.9,36.7,
2017-11-28T07:14:17.496Z,55,,,,48.8,36.8,
2017-11-28T07:14:27.503Z,55,,,,47.4,36.8,
2017-11-28T07:14:37.508Z,55,,,,46.8,36.9,
2017-11-28T07:14:47.507Z,55,,,,47,36.9,
2017-11-28T07:14:57.500Z,55,,,,47,37,
2017-11-28T07:15:07.497Z,55,,,,47.5,37.2,
2017-11-28T07:15:17.496Z,55,,,,47.3,37.2,
2017-11-28T07:15:27.496Z,55,,,,46.9,37.3,
2017-11-28T07:15:37.497Z,55,,,,46.7,37.3,
2017-11-28T07:15:47.498Z,55,,,,46.4,37.4,
2017-11-28T07:15:57.500Z,55,,,,46.1,37.4,
2017-11-28T07:16:07.503Z,55,,,,45.9,37.4,
2017-11-28T07:16:17.497Z,55,,,,,37.4,
2017-11-28T07:16:27.527Z,55,,,,45.7,37.5,
2017-11-28T07:16:37.497Z,55,,,,45.6,37.5,
2017-11-28T07:16:47.548Z,55,,,,45.5,37.5,
2017-11-28T07:16:57.509Z,55,,,,45.2,37.5,
2017-11-28T07:17:08.496Z,55,,,,,37.5,
2017-11-28T07:17:17.517Z,55,,,,45.3,37.4,
2017-11-28T07:17:27.501Z,55,,,,45.5,37.4,
2017-11-28T07:17:37.566Z,55,,,,45.6,37.4,
2017-11-28T07:17:47.496Z,55,,,,45.7,37.4,
2017-11-28T07:17:57.496Z,55,,,,45.8,37.4,
2017-11-28T07:18:07.497Z,55,,,,45.9,37.4,
2017-11-28T07:18:17.511Z,55,,,,46,37.4,
2017-11-28T07:18:27.508Z,55,,,,,37.3,
2017-11-28T07:18:37.497Z,55,,,,46.1,37.3,
2017-11-28T07:18:47.498Z,55,,,,46.2,37.3,
2017-11-28T07:18:57.498Z,55,,,,,37.3,
2017-11-28T07:19:07.498Z,55,,,,46.4,37.3,
2017-11-28T07:19:17.497Z,55,,,,,37.2,
2017-11-28T07:19:27.497Z,55,,,,46.5,37.2,
2017-11-28T07:19:37.497Z,55,,,,,37.2,
2017-11-28T07:19:47.504Z,55,,,,46.6,37.2,
2017-11-28T07:19:58.504Z,55,,,,,37,
2017-11-28T07:20:07.498Z,55,,,,46.7,37,
2017-11-28T07:20:17.499Z,55,,,,,37,
2017-11-28T07:20:27.504Z,55,,,,46.8,37,
2017-11-28T07:20:37.497Z,55,,,,,36.9,
2017-11-28T07:20:47.497Z,55,,,,,36.9,
2017-11-28T07:20:57.722Z,55,,,,46.9,36.9,
2017-11-28T07:21:07.498Z,55,,,,,36.9,
2017-11-28T07:21:17.506Z,55,,,,,36.8,
2017-11-28T07:21:27.496Z,55,,,,47,36.8,
2017-11-28T07:21:37.497Z,55,,,,47,36.8,
2017-11-28T07:21:47.500Z,55,,,,,36.8,
2017-11-28T07:21:57.514Z,55,,,,,36.7,
2017-11-28T07:22:07.496Z,55,,,,,36.7,
2017-11-28T07:22:17.497Z,55,,,,47.2,36.7,
2017-11-28T07:22:27.517Z,55,,,,,36.5,
2017-11-28T07:22:37.498Z,55,,,,,36.5,
2017-11-28T07:22:48.491Z,55,,,,,36.5,
2017-11-28T07:22:57.499Z,55,,,,,36.5,
2017-11-28T07:23:07.517Z,55,,,,,36.4,
2017-11-28T07:23:17.497Z,55,,,,,36.4,
2017-11-28T07:23:27.509Z,55,,,,,36.4,
2017-11-28T07:23:37.513Z,55,,,,,36.4,
2017-11-28T07:23:47.520Z,55,,,,,36.3,
2017-11-28T07:23:57.525Z,55,,,,47.3,36.3,
2017-11-28T07:24:07.498Z,55,,,,47.2,36.2,
2017-11-28T07:24:17.504Z,55,,,,47.3,36.2,
2017-11-28T07:24:27.497Z,55,,,,,36.2,
2017-11-28T07:24:37.558Z,55,,,,,36.2,
2017-11-28T07:24:51.005Z,55,,,,,36,
2017-11-28T07:24:57.503Z,55,,,,,36,
2017-11-28T07:25:07.497Z,55,,,,,36,
2017-11-28T07:25:17.501Z,55,,,,,36,
2017-11-28T07:25:27.512Z,55,,,,,35.9,
2017-11-28T07:25:42.524Z,55,,,,,35.9,
2017-11-28T07:25:47.518Z,55,,,,,35.9,
2017-11-28T07:25:57.498Z,55,79,,0,51.2,35.8,2
2017-11-28T07:26:07.499Z,55,51,,,56.1,35.8,
2017-11-28T07:26:17.498Z,55,29,,,54.9,35.8,
2017-11-28T07:26:27.498Z,55,,,,50.7,35.7,
2017-11-28T07:26:37.498Z,55,,,,47.7,35.7,
2017-11-28T07:26:47.522Z,55,,,,45.9,35.7,
2017-11-28T07:26:57.505Z,55,,,,45.3,35.7,
2017-11-28T07:27:07.612Z,55,,,,45.2,35.6,
2017-11-28T07:27:17.498Z,55,,,,46.2,35.6,
2017-11-28T07:27:27.510Z,55,,,,47,35.6,
2017-11-28T07:27:37.597Z,55,,,,,35.6,
2017-11-28T07:27:47.518Z,55,,,,47.1,35.6,
2017-11-28T07:27:57.504Z,55,,,,47.2,35.6,
2017-11-28T07:28:07.503Z,55,,,,47.4,35.6,
2017-11-28T07:28:17.545Z,55,,,,47.7,35.6,
2017-11-28T07:28:27.502Z,55,,,,48,35.6,
2017-11-28T07:28:37.498Z,55,,,,48.1,35.6,
2017-11-28T07:28:47.498Z,55,,,,48.2,35.7,
2017-11-28T07:28:57.512Z,55,,,,48.4,35.7,
2017-11-28T07:29:07.501Z,55,,,,48.7,35.7,
2017-11-28T07:29:17.551Z,55,,,,49,35.8,
2017-11-28T07:29:27.526Z,55,,,,49.1,35.9,
2017-11-28T07:29:37.506Z,55,,,,49.3,35.9,
2017-11-28T07:29:47.498Z,55,,,,49.6,36,
2017-11-28T07:29:58.504Z,55,,,,49.8,36,
2017-11-28T07:30:07.524Z,55,,,,50,36.2,
2017-11-28T07:30:17.582Z,55,,,,50.2,36.3,
2017-11-28T07:30:27.580Z,55,,,,50.5,36.3,
2017-11-28T07:30:37.500Z,55,,,,50.7,36.4,
2017-11-28T07:30:47.498Z,55,,,,51,36.5,
2017-11-28T07:30:57.507Z,55,,,,,36.5,
2017-11-28T07:31:07.498Z,55,,,,51.2,36.7,
2017-11-28T07:31:17.533Z,55,,,,51.5,36.8,
2017-11-28T07:31:27.527Z,55,,,,51.7,36.9,
2017-11-28T07:31:37.499Z,55,,,,51.8,37,
2017-11-28T07:31:47.517Z,55,,,,52,37,
2017-11-28T07:31:57.499Z,55,,,,52.3,37.2,
2017-11-28T07:32:07.501Z,55,,,,52.5,37.3,
2017-11-28T07:32:17.500Z,55,,,,52.6,37.4,
2017-11-28T07:32:27.500Z,55,,,,52.8,37.5,
2017-11-28T07:32:37.566Z,55,,,,53,37.7,
2017-11-28T07:32:48.643Z,55,,,,53.1,37.8,
2017-11-28T07:32:57.505Z,55,0,,0,53.5,37.8,2
2017-11-28T07:33:07.504Z,55,,,,52,37.9,
2017-11-28T07:33:17.514Z,55,,,,50.9,38,
2017-11-28T07:33:27.501Z,55,,,,49.7,38.1,
2017-11-28T07:33:37.498Z,55,,,,49.5,38.3,
2017-11-28T07:33:47.526Z,55,,,,49.4,38.4,
2017-11-28T07:33:57.518Z,55,,,,49.7,38.5,
2017-11-28T07:34:07.513Z,55,,,,49.9,38.5,
2017-11-28T07:34:17.539Z,55,,,,49.8,38.6,
2017-11-28T07:34:27.503Z,55,,,,49.5,38.8,
2017-11-28T07:34:37.504Z,55,,,,49.2,38.9,
2017-11-28T07:34:47.515Z,55,,,,49.1,38.9,
2017-11-28T07:34:57.499Z,55,,,,48.9,39,
2017-11-28T07:35:07.515Z,55,,,,48.6,39,
2017-11-28T07:35:17.504Z,55,,,,48.4,39,
2017-11-28T07:35:27.516Z,55,80,,0,53.4,39.1,2
2017-11-28T07:35:38.500Z,55,49,,,60.1,39.1,
2017-11-28T07:35:47.513Z,55,29,,,60.7,39.1,
2017-11-28T07:35:57.501Z,55,,,,57.8,39.1,
2017-11-28T07:36:07.512Z,55,,,,55.9,39.1,
2017-11-28T07:36:17.522Z,55,,,,53.8,39.1,
2017-11-28T07:36:27.529Z,55,,,,52.8,39.1,
2017-11-28T07:36:37.508Z,55,,,,52.4,39.1,
2017-11-28T07:36:47.499Z,55,,,,53.5,39.1,
2017-11-28T07:36:57.506Z,55,0,,0,53.6,39.1,2
2017-11-28T07:37:07.511Z,55,,,,52,39.3,
2017-11-28T07:37:17.509Z,55,,,,50.3,39.3,
2017-11-28T07:37:27.499Z,55,,,,49.9,39.4,
2017-11-28T07:37:37.499Z,55,,,,49.5,39.4,
2017-11-28T07:37:47.501Z,55,,,,49.7,39.5,
2017-11-28T07:37:57.499Z,55,,,,50,39.6,
2017-11-28T07:38:07.501Z,55,,,,50.1,39.6,
2017-11-28T07:38:17.500Z,55,,,,49.9,39.8,
2017-11-28T07:38:28.501Z,55,,,,49.5,39.8,
2017-11-28T07:38:37.499Z,55,,,,49.3,39.8,
2017-11-28T07:38:47.554Z,55,,,,49.1,39.9,
2017-11-28T07:38:57.515Z,55,,,,48.9,39.9,
2017-11-28T07:39:07.515Z,55,0,75,0,48.7,39.9,2
2017-11-28T07:39:17.499Z,55,,,,48.5,39.9,
2017-11-28T07:39:27.511Z,55,,,,48.4,39.9,
2017-11-28T07:39:37.499Z,55,,,,48.2,39.9,
2017-11-28T07:39:47.504Z,55,,,,48,39.9,
2017-11-28T07:39:57.502Z,55,,,,,39.9,
2017-11-28T07:40:07.501Z,55,,,,48.1,39.9,
2017-11-28T07:40:17.503Z,55,,,,48.2,39.9,
2017-11-28T07:40:27.501Z,55,,,,48.3,39.9,
2017-11-28T07:40:37.499Z,55,,,,48.4,39.8,
2017-11-28T07:40:47.512Z,55,,,,48.5,39.8,
2017-11-28T07:40:57.499Z,55,,,,48.6,39.8,
2017-11-28T07:41:07.504Z,55,,,,48.7,39.8,
2017-11-28T07:41:22.519Z,55,,,,,39.6,
2017-11-28T07:41:27.499Z,55,,,,48.9,39.6,
2017-11-28T07:41:37.499Z,55,,,,49,39.6,
2017-11-28T07:41:47.516Z,55,,,,,39.6,
2017-11-28T07:41:57.513Z,55,,,,49.1,39.6,
2017-11-28T07:42:07.500Z,55,,,,,39.5,
2017-11-28T07:42:17.500Z,55,,,,49.2,39.5,
2017-11-28T07:42:27.505Z,55,,,,,39.5,
2017-11-28T07:42:37.503Z,55,,,,49.3,39.4,
2017-11-28T07:42:47.505Z,55,,,,,39.4,
2017-11-28T07:42:57.499Z,55,,,,49.4,39.4,
2017-11-28T07:43:07.505Z,55,,,,,39.4,
2017-11-28T07:43:17.506Z,55,,,,,39.3,
2017-11-28T07:43:27.499Z,55,,,,49.5,39.3,
2017-11-28T07:43:37.500Z,55,,,,,39.3,
2017-11-28T07:43:47.500Z,55,,,,,39.1,
2017-11-28T07:43:57.500Z,55,,,,49.7,39.1,
2017-11-28T07:44:12.918Z,55,,,,,39.1,
2017-11-28T07:44:17.519Z,55,,,,,39.1,
2017-11-28T07:44:27.501Z,55,,,,,39,
2017-11-28T07:44:37.571Z,55,,,,49.8,39,
2017-11-28T07:44:47.503Z,55,,,,,39,
2017-11-28T07:44:57.507Z,55,,,,,39,
2017-11-28T07:45:07.499Z,55,,,,,38.9,
2017-11-28T07:45:17.500Z,55,,,0,,38.9,2
2017-11-28T07:45:27.500Z,55,79,,,55.2,38.8,
2017-11-28T07:45:38.590Z,55,48,,,59,38.8,
2017-11-28T07:45:47.505Z,55,29,,,56.7,38.8,
2017-11-28T07:45:57.515Z,55,,,,53.8,38.6,
2017-11-28T07:46:07.520Z,55,,,,50.7,38.6,
2017-11-28T07:46:17.501Z,55,,,,49.7,38.6,
2017-11-28T07:46:27.523Z,55,,,,48.8,38.6,
2017-11-28T07:46:37.510Z,55,,,,49.1,38.5,
2017-11-28T07:46:47.511Z,55,0,,0,50.2,38.5,2
2017-11-28T07:46:57.552Z,55,,,,48.8,38.5,
2017-11-28T07:47:07.505Z,55,,,,47.9,38.5,
2017-11-28T07:47:17.542Z,55,,,,46.8,38.5,
2017-11-28T07:47:27.518Z,55,,,,46.3,38.5,
2017-11-28T07:47:37.507Z,55,,,,46.2,38.5,
2017-11-28T07:47:47.506Z,55,,,,46.6,38.5,
2017-11-28T07:47:57.534Z,55,,,,46.8,38.6,
2017-11-28T07:48:07.514Z,55,,,,46.6,38.6,
2017-11-28T07:48:17.517Z,55,,,,46.4,38.6,
2017-11-28T07:48:28.513Z,55,,,,45.9,38.6,
2017-11-28T07:48:37.503Z,55,,,,45.8,38.8,
2017-11-28T07:48:47.601Z,55,,,,45.7,38.8,
2017-11-28T07:48:57.551Z,55,,,,45.6,38.8,
2017-11-28T07:49:07.532Z,55,,,,45.5,38.8,
2017-11-28T07:49:17.500Z,55,,,,45.3,38.8,
2017-11-28T07:49:27.508Z,55,,,,45.2,38.8,
2017-11-28T07:49:37.516Z,55,,,,45,38.6,
2017-11-28T07:49:47.601Z,55,,,,44.9,38.8,
2017-11-28T07:49:57.594Z,55,,,,45,38.6,
2017-11-28T07:50:07.552Z,55,,,,,38.6,
2017-11-28T07:50:17.547Z,55,,,,45.2,38.6,
2017-11-28T07:50:27.539Z,55,,,,45.3,38.6,
2017-11-28T07:50:37.534Z,55,,,,,38.5,
2017-11-28T07:50:47.511Z,55,,,,45.5,38.5,
2017-11-28T07:50:57.507Z,55,,,,45.6,38.5,
2017-11-28T07:51:07.561Z,55,,,0,45.7,38.5,2
2017-11-28T07:51:18.514Z,55,78,,,52.2,38.4,
2017-11-28T07:51:27.502Z,55,45,,,57.2,38.4,
2017-11-28T07:51:37.505Z,55,29,,,55.9,38.4,
2017-11-28T07:51:47.511Z,55,,,,53.9,38.3,
2017-11-28T07:51:57.533Z,55,,,,50.9,38.3,
2017-11-28T07:52:07.556Z,55,,,,49.6,38.3,
2017-11-28T07:52:17.508Z,55,,,,48.7,38.1,
2017-11-28T07:52:27.524Z,55,,,,49,38.1,
2017-11-28T07:52:37.554Z,55,,,,49.7,38.1,
2017-11-28T07:52:47.516Z,55,,,,50.1,38.1,
2017-11-28T07:52:57.511Z,55,,,,50.3,38.1,
2017-11-28T07:53:07.574Z,55,,,,50.5,38.1,
2017-11-28T07:53:17.610Z,55,,,,50.6,38.1,
2017-11-28T07:53:27.606Z,55,,,,51,38.1,
2017-11-28T07:53:37.510Z,55,,,,,38.1,
2017-11-28T07:53:47.563Z,55,,,,51.2,38.3,
2017-11-28T07:53:57.567Z,55,,,,51.5,38.3,
2017-11-28T07:54:08.560Z,55,,,,51.6,38.4,
2017-11-28T07:54:17.577Z,55,,,,51.8,38.4,
2017-11-28T07:54:27.577Z,55,,,,52,38.5,
2017-11-28T07:54:37.573Z,55,0,,0,52.5,38.5,2
2017-11-28T07:54:47.610Z,55,,,,50.8,38.6,
2017-11-28T07:54:57.593Z,55,,,,49.9,38.8,
2017-11-28T07:55:07.558Z,55,,,,48.8,38.9,
2017-11-28T07:55:17.564Z,55,,,,48.4,38.9,
2017-11-28T07:55:27.612Z,55,,,,48.6,39,
2017-11-28T07:55:37.583Z,55,,,,49,39.1,
2017-11-28T07:55:47.548Z,55,,,,49.1,39.1,
2017-11-28T07:55:57.548Z,55,,,,48.9,39.3,
2017-11-28T07:56:07.654Z,55,,,,48.6,39.3,
2017-11-28T07:56:17.582Z,55,,,,48.4,39.4,
2017-11-28T07:56:27.589Z,55,,,,48.2,39.4,
2017-11-28T07:56:37.540Z,55,,,,48.1,39.5,
2017-11-28T07:56:47.513Z,55,,,,47.8,39.5,
2017-11-28T07:56:58.806Z,55,,,,47.7,39.5,
2017-11-28T07:57:07.572Z,55,,,,47.6,39.5,
2017-11-28T07:57:17.635Z,55,,,,47.5,39.5,
2017-11-28T07:57:27.557Z,55,,,,47.3,39.5,
2017-11-28T07:57:37.573Z,55,,,,47.2,39.5,
2017-11-28T07:57:47.598Z,55,,,,,39.5,
2017-11-28T07:57:57.564Z,55,,,,47.4,39.5,
2017-11-28T07:58:07.588Z,55,,,,47.5,39.5,
2017-11-28T07:58:17.550Z,55,,,,47.6,39.5,
2017-11-28T07:58:27.593Z,55,,,,47.7,39.5,
2017-11-28T07:58:37.582Z,55,,,,47.8,39.4,
2017-11-28T07:58:47.607Z,55,,,,48,39.4,
2017-11-28T07:58:57.582Z,55,,,,,39.4,
2017-11-28T07:59:07.570Z,55,,,,48.1,39.4,
2017-11-28T07:59:17.557Z,55,,,,48.2,39.4,
2017-11-28T07:59:27.580Z,55,,,,48.3,39.3,
2017-11-28T07:59:37.506Z,55,,,,,39.3,
2017-11-28T07:59:52.556Z,55,,,,48.4,39.3,
2017-11-28T07:59:57.530Z,55,0,59,0,49.7,41.2,0
2017-11-28T08:00:07.549Z,55,,,0,50.7,42.8,0
2017-11-28T08:00:17.503Z,55,,,,50,41.6,
2017-11-28T08:00:27.512Z,55,,,,50.7,40.9,
2017-11-28T08:00:37.533Z,55,,,,50.9,40.6,
2017-11-28T08:00:47.580Z,55,,,,51,41.4,
2017-11-28T08:00:57.601Z,55,,75,0,49.3,46,2
2017-11-28T08:01:07.545Z,55,,,,49,44.7,
2017-11-28T08:01:20.396Z,55,79,0,1,49.2,45,0
2017-11-28T08:01:27.542Z,55,124,,,55.2,47.3,
2017-11-28T08:01:37.541Z,55,0,59,0,60.2,51.9,0
2017-11-28T08:01:47.568Z,55,,,,63.1,51.7,
2017-11-28T08:01:57.506Z,55,,,,65.1,50.2,
2017-11-28T08:02:07.509Z,55,,,,66,49.8,
2017-11-28T08:02:17.502Z,55,,,,66.6,49.7,
2017-11-28T08:02:27.525Z,55,,,,67,50.2,
2017-11-28T08:02:37.651Z,55,,75,0,67.1,51.6,2
2017-11-28T08:02:47.613Z,55,,,,,52.4,
2017-11-28T08:02:57.551Z,55,,,,,53.1,
2017-11-28T08:03:07.665Z,55,,,,,53.3,
2017-11-28T08:03:17.568Z,55,,,,,53.9,
2017-11-28T08:03:27.571Z,55,,,,,54.2,
2017-11-28T08:03:37.530Z,55,,,,67,55.3,
2017-11-28T08:03:47.575Z,55,,,,67.1,55.3,
2017-11-28T08:03:57.574Z,55,,,,,55.2,
2017-11-28T08:04:08.567Z,55,,,,,55.2,
2017-11-28T08:04:17.607Z,55,,,,,55.2,
2017-11-28T08:04:27.587Z,55,,,,,55.2,
2017-11-28T08:04:37.698Z,55,,,,,55.2,
2017-11-28T08:04:47.575Z,55,,,,67.2,55.3,
2017-11-28T08:04:57.602Z,55,,,,,55.5,
2017-11-28T08:05:07.563Z,55,,,,,55.5,
2017-11-28T08:05:17.617Z,55,,,,67.4,55.6,
2017-11-28T08:05:27.549Z,55,,,,,55.6,
2017-11-28T08:05:37.517Z,55,,,,,55.6,
2017-11-28T08:05:47.535Z,55,,0,1,,55.6,0
2017-11-28T08:05:57.524Z,55,,59,0,62.6,61.2,0
2017-11-28T08:06:07.592Z,55,,,,57.7,57.5,
2017-11-28T08:06:17.621Z,55,,,,56.6,55.9,
2017-11-28T08:06:27.551Z,55,,,,56.4,55.1,
2017-11-28T08:06:37.521Z,55,,,,,54.6,
2017-11-28T08:06:47.622Z,55,,,,,54.2,
2017-11-28T08:06:58.876Z,55,,75,0,,53.9,2
2017-11-28T08:07:07.550Z,55,,,0,,53.7,2
2017-11-28T08:07:17.600Z,55,,,,56.5,53.4,
2017-11-28T08:07:27.555Z,55,,,,,53.2,
2017-11-28T08:07:37.566Z,55,,,,,53,
2017-11-28T08:07:47.523Z,55,,,,56.6,52.8,
2017-11-28T08:07:57.583Z,55,,,,,52.6,
2017-11-28T08:08:07.636Z,55,,,,,52.3,
2017-11-28T08:08:17.632Z,55,,,,,52.2,
2017-11-28T08:08:27.603Z,55,,,,,52,
2017-11-28T08:08:37.590Z,55,,,,,51.9,
2017-11-28T08:08:47.595Z,55,,,,,51.7,
2017-11-28T08:08:57.597Z,55,,,,,51.6,
2017-11-28T08:09:07.610Z,55,,,,,51.3,
2017-11-28T08:09:17.522Z,55,,,,,51.2,
2017-11-28T08:09:27.530Z,55,,,,,51.1,
2017-11-28T08:09:37.544Z,55,,,,,50.9,
