Time,HwTSet,ActPow,PrimTSet,HwActive,PrimT,HwTOutlet,ChActive
2017-11-28T12:23:17.558Z,55,,,,,40.2,
2017-11-28T12:23:27.533Z,55,,,,42.7,40.2,
2017-11-28T12:23:37.654Z,55,,,,42.6,40.1,
2017-11-28T12:23:47.538Z,55,,,,41.9,40.1,
2017-11-28T12:23:57.535Z,55,,,,,40,
2017-11-28T12:24:07.533Z,55,,,,41.6,39.9,
2017-11-28T12:24:17.537Z,55,,,,41.4,39.9,
2017-11-28T12:24:27.536Z,55,,,,41.2,39.8,
2017-11-28T12:24:38.613Z,55,,,,40.9,39.8,
2017-11-28T12:24:47.534Z,55,,,,,39.6,
2017-11-28T12:24:57.537Z,55,,,,40.8,39.6,
2017-11-28T12:25:07.540Z,55,,,,40.7,39.5,
2017-11-28T12:25:17.551Z,55,,,,40.6,39.4,
2017-11-28T12:25:27.542Z,55,,,,40.5,39.4,
2017-11-28T12:25:37.848Z,55,,,,40.2,39.4,
2017-11-28T12:25:47.547Z,55,,,,,39.3,
2017-11-28T12:25:57.542Z,55,,,,40.3,39.3,
2017-11-28T12:26:07.553Z,55,,,,40.5,39.1,
2017-11-28T12:26:17.536Z,55,,,,40.6,39,
2017-11-28T12:26:27.563Z,55,,,,40.7,39,
2017-11-28T12:26:37.642Z,55,,,,,39,
2017-11-28T12:26:47.534Z,55,,,,40.8,38.9,
2017-11-28T12:26:57.543Z,55,,,,40.9,38.8,
2017-11-28T12:27:07.548Z,55,,,,,38.8,
2017-11-28T12:27:17.548Z,55,,,,41,38.6,
2017-11-28T12:27:28.565Z,55,,,,,38.6,
2017-11-28T12:27:37.634Z,55,,,,41.1,38.5,
2017-11-28T12:27:47.544Z,55,79,,0,41.4,38.5,2
2017-11-28T12:27:57.532Z,55,78,,,47.8,38.4,
2017-11-28T12:28:07.558Z,55,37,,,53.2,38.4,
2017-11-28T12:28:17.547Z,55,29,,,51.8,38.3,
2017-11-28T12:28:27.555Z,55,,,,48.6,38.1,
2017-11-28T12:28:37.741Z,55,,,,45.9,38.1,
2017-11-28T12:28:47.590Z,55,,,,44.8,38,
2017-11-28T12:28:57.545Z,55,,,,44.5,38,
2017-11-28T12:29:07.538Z,55,,,,45,38,
2017-11-28T12:29:17.534Z,55,,,,45.2,37.9,
2017-11-28T12:29:27.595Z,55,,,,46,37.9,
2017-11-28T12:29:37.642Z,55,0,,0,46.3,37.8,2
2017-11-28T12:29:47.531Z,55,,,,44.9,37.8,
2017-11-28T12:29:57.538Z,55,,,,43.9,37.7,
2017-11-28T12:30:07.536Z,55,,,,42.5,37.7,
2017-11-28T12:30:18.528Z,55,,,,42.2,37.7,
2017-11-28T12:30:27.537Z,55,,,,42.1,37.5,
2017-11-28T12:30:37.632Z,55,,,,42.5,37.5,
2017-11-28T12:30:47.532Z,55,,,,42.8,37.5,
2017-11-28T12:30:57.764Z,55,,,,42.6,37.4,
2017-11-28T12:31:07.532Z,55,,,,42.3,37.4,
2017-11-28T12:31:17.543Z,55,,,,41.9,37.4,
2017-11-28T12:31:27.538Z,55,,,,41.8,37.4,
2017-11-28T12:31:37.630Z,55,,,,41.7,37.4,
2017-11-28T12:31:47.532Z,55,,,,41.6,37.3,
2017-11-28T12:31:57.539Z,55,,,,,37.3,
2017-11-28T12:32:07.531Z,55,,,,41.4,37.3,
2017-11-28T12:32:17.533Z,55,,,,41.2,37.2,
2017-11-28T12:32:27.531Z,55,,,,41.1,37.2,
2017-11-28T12:32:37.654Z,55,,,,41,37.2,
2017-11-28T12:32:47.532Z,55,,,,,37.2,
2017-11-28T12:32:57.535Z,55,,,,41.1,37,
2017-11-28T12:33:12.570Z,55,,,,41.2,37,
2017-11-28T12:33:17.542Z,55,,,,41.4,37,
2017-11-28T12:33:27.555Z,55,,,,41.5,36.9,
2017-11-28T12:33:37.627Z,55,,,,41.6,36.9,
2017-11-28T12:33:47.551Z,55,,,,41.7,36.9,
2017-11-28T12:33:57.567Z,55,,,,,36.8,
2017-11-28T12:34:07.532Z,55,,,,41.8,36.8,
2017-11-28T12:34:17.532Z,55,,,,41.9,36.8,
2017-11-28T12:34:27.536Z,55,,,,42,36.7,
2017-11-28T12:34:37.620Z,55,,,,,36.7,
2017-11-28T12:34:47.532Z,55,,,,,36.7,
2017-11-28T12:34:57.578Z,55,,,,42.2,36.5,
2017-11-28T12:35:07.624Z,55,,,,42.3,36.5,
2017-11-28T12:35:17.532Z,55,,,0,42.4,36.4,2
2017-11-28T12:35:27.632Z,55,80,,,47.6,36.4,
2017-11-28T12:35:37.636Z,55,45,,,53.1,36.4,
2017-11-28T12:35:47.556Z,55,0,,,52.4,36.3,
2017-11-28T12:36:02.584Z,55,,,0,48.5,36.3,2
2017-11-28T12:36:07.597Z,55,,,,45.9,36.3,
2017-11-28T12:36:17.590Z,55,,,,43,36.2,
2017-11-28T12:36:27.535Z,55,,,,41.9,36.2,
2017-11-28T12:36:37.690Z,55,,,,41.4,36.2,
2017-11-28T12:36:47.552Z,55,,,,41.1,36,
2017-11-28T12:36:57.584Z,55,,,,41.5,36,
2017-11-28T12:37:07.556Z,55,,,,41.7,36,
2017-11-28T12:37:17.566Z,55,,,,41.6,36,
2017-11-28T12:37:27.575Z,55,,,,40.9,35.9,
2017-11-28T12:37:37.723Z,55,,,,40.8,35.9,
2017-11-28T12:37:47.533Z,55,,,,40.6,35.9,
2017-11-28T12:37:57.533Z,55,,,,40.3,35.9,
2017-11-28T12:38:07.536Z,55,,,,40.2,35.9,
2017-11-28T12:38:17.567Z,55,,,,40.1,35.8,
2017-11-28T12:38:27.543Z,55,,,,40,35.8,
2017-11-28T12:38:37.696Z,55,,,,39.9,35.8,
2017-11-28T12:38:53.086Z,55,,,,39.8,35.8,
2017-11-28T12:38:57.601Z,55,,,,,35.7,
2017-11-28T12:39:07.540Z,55,,,,,35.7,
2017-11-28T12:39:18.185Z,55,,,,40,35.7,
2017-11-28T12:39:27.532Z,55,0,75,0,40,35.7,2
2017-11-28T12:39:37.613Z,55,,,,40.1,35.6,
2017-11-28T12:39:47.541Z,55,,,,,35.6,
2017-11-28T12:39:57.555Z,55,,,,40.2,35.6,
2017-11-28T12:40:07.538Z,55,,,,,35.6,
2017-11-28T12:40:17.552Z,55,,,,40.3,35.4,
2017-11-28T12:40:27.536Z,55,,,,,35.4,
2017-11-28T12:40:37.671Z,55,,,,40.5,35.4,
2017-11-28T12:40:47.543Z,55,,,,,35.3,
2017-11-28T12:40:57.541Z,55,,,,,35.3,
2017-11-28T12:41:07.533Z,55,,,,40.6,35.3,
2017-11-28T12:41:17.555Z,55,,,,,35.2,
2017-11-28T12:41:27.533Z,55,,,,40.7,35.2,
2017-11-28T12:41:37.685Z,55,,,0,,35.2,2
2017-11-28T12:41:47.537Z,55,74,,,47.6,35.1,
2017-11-28T12:41:57.541Z,55,41,,,52.2,35.1,
2017-11-28T12:42:07.550Z,55,29,,,50.7,35.1,
2017-11-28T12:42:17.565Z,55,,,,47.9,34.9,
2017-11-28T12:42:27.628Z,55,,,,45.9,34.9,
2017-11-28T12:42:37.646Z,55,,,,44.6,34.9,
2017-11-28T12:42:47.539Z,55,,,,43.8,34.8,
2017-11-28T12:42:57.668Z,55,,,,44,34.8,
2017-11-28T12:43:08.537Z,55,,,,45,34.8,
2017-11-28T12:43:17.593Z,55,,,,45.1,34.8,
2017-11-28T12:43:27.537Z,55,0,,0,45.8,34.8,2
2017-11-28T12:43:37.813Z,55,,,,44.9,34.8,
2017-11-28T12:43:47.540Z,55,,,,43.8,34.7,
2017-11-28T12:43:57.539Z,55,112,0,1,42.1,34.7,0
2017-11-28T12:44:07.671Z,55,0,59,0,48.2,28.9,0
2017-11-28T12:44:17.542Z,55,,,,47.3,33.8,
2017-11-28T12:44:27.535Z,55,,,,49.1,34.1,
2017-11-28T12:44:37.747Z,55,,,,50,34.2,
2017-11-28T12:44:47.541Z,55,,,,51.1,34.3,
2017-11-28T12:44:57.544Z,55,,,,51.4,34.8,
2017-11-28T12:45:07.539Z,55,,75,0,51.6,35.6,2
2017-11-28T12:45:17.547Z,55,,,,51.7,36.7,
2017-11-28T12:45:27.560Z,55,76,59,0,51.8,37.5,0
2017-11-28T12:45:37.808Z,55,0,,0,52.7,42,0
2017-11-28T12:45:47.538Z,55,,,,51.8,40.1,
2017-11-28T12:45:58.648Z,55,124,0,1,52,43.2,0
2017-11-28T12:46:07.551Z,55,0,59,0,54.2,45,0
2017-11-28T12:46:17.563Z,55,,,,55.1,44.7,
2017-11-28T12:46:27.578Z,55,,,,56,43.2,
2017-11-28T12:46:37.744Z,55,,,,57.5,42.5,
2017-11-28T12:46:47.534Z,55,,,,58.1,42.2,
2017-11-28T12:46:57.535Z,55,,,,58.3,42.3,
2017-11-28T12:47:07.559Z,55,,75,0,58.6,43,2
2017-11-28T12:47:17.544Z,55,,,0,,44.1,2
2017-11-28T12:47:27.561Z,55,,,,,44.9,
2017-11-28T12:47:37.614Z,55,,,,,45.5,
2017-11-28T12:47:47.581Z,55,,,,,45.9,
2017-11-28T12:47:57.549Z,55,,,,,46.4,
2017-11-28T12:48:07.556Z,55,,,,58.7,46.6,
2017-11-28T12:48:17.542Z,55,,,,,46.8,
2017-11-28T12:48:27.551Z,55,,,,,47,
2017-11-28T12:48:37.647Z,55,,,,,47.2,
2017-11-28T12:48:48.552Z,55,,,,58.9,47.4,
2017-11-28T12:48:57.585Z,55,,,,,47.5,
2017-11-28T12:49:07.550Z,55,,,,59,47.6,
2017-11-28T12:49:17.609Z,55,,,,,47.7,
2017-11-28T12:49:27.555Z,55,,,,,47.7,
2017-11-28T12:49:37.629Z,55,,,,,47.8,
2017-11-28T12:49:47.536Z,55,,,,59.1,47.8,
2017-11-28T12:49:57.537Z,55,79,0,1,59.2,51.1,0
2017-11-28T12:50:07.547Z,55,0,59,0,57.9,52.9,0
2017-11-28T12:50:17.535Z,55,,,,55.9,50.9,
2017-11-28T12:50:27.554Z,55,,,,56,49.7,
2017-11-28T12:50:37.678Z,55,,,,56.4,48.9,
2017-11-28T12:50:47.535Z,55,,,,56.7,48.5,
2017-11-28T12:50:57.543Z,55,,,,56.9,48.3,
2017-11-28T12:51:07.545Z,55,,75,0,57,48.1,2
2017-11-28T12:51:17.557Z,55,,,0,,47.8,2
2017-11-28T12:51:27.561Z,55,,,,,48,
2017-11-28T12:51:38.661Z,55,,,,,48,
2017-11-28T12:51:47.541Z,55,,,,,48.1,
2017-11-28T12:51:57.576Z,55,,,,,48.2,
2017-11-28T12:52:07.627Z,55,,,,,48.2,
2017-11-28T12:52:17.564Z,55,,,,,48.2,
2017-11-28T12:52:27.536Z,55,,,,,48.2,
2017-11-28T12:52:37.636Z,55,,,,,48.2,
2017-11-28T12:52:47.620Z,55,,,,,48.2,
2017-11-28T12:52:57.535Z,55,,,,57.2,48.2,
2017-11-28T12:53:07.560Z,55,,,,57,48.2,
2017-11-28T12:53:17.569Z,55,,,,57.2,48.2,
2017-11-28T12:53:27.536Z,55,,,,,48.2,
2017-11-28T12:53:37.615Z,55,,,,,48.2,
2017-11-28T12:53:47.562Z,55,,,,,48.2,
2017-11-28T12:53:57.546Z,55,,,,,48.1,
2017-11-28T12:54:07.563Z,55,,,,,48.1,
2017-11-28T12:54:17.539Z,55,,,,,48.1,
2017-11-28T12:54:32.556Z,55,,,,57.3,48.1,
2017-11-28T12:54:37.630Z,55,,,,,48,
2017-11-28T12:54:47.536Z,55,,,,,48,
2017-11-28T12:54:57.535Z,55,,,,,48,
2017-11-28T12:55:07.536Z,55,,,,,47.8,
2017-11-28T12:55:17.566Z,55,,,,,47.8,
2017-11-28T12:55:27.543Z,55,,,,,47.7,
2017-11-28T12:55:37.641Z,55,,,,,47.7,
2017-11-28T12:55:47.554Z,55,,,,,47.6,
2017-11-28T12:55:57.835Z,55,,,,,47.6,
2017-11-28T12:56:07.539Z,55,,,,,47.6,
2017-11-28T12:56:17.536Z,55,,,,,47.5,
2017-11-28T12:56:27.536Z,55,,,,,47.5,
2017-11-28T12:56:37.627Z,55,,,,,47.4,
2017-11-28T12:56:47.567Z,55,,,,,47.4,
2017-11-28T12:56:57.547Z,55,,,,,47.3,
2017-11-28T12:57:07.545Z,55,,,,,47.3,
2017-11-28T12:57:17.548Z,55,,,,,47.2,
2017-11-28T12:57:27.548Z,55,,,,,47.2,
2017-11-28T12:57:37.723Z,55,,,,,47,
2017-11-28T12:57:47.617Z,55,,,,,47,
2017-11-28T12:57:57.543Z,55,,,,57.2,46.9,
2017-11-28T12:58:07.543Z,55,,,,,46.9,
2017-11-28T12:58:17.550Z,55,,,,,46.8,
2017-11-28T12:58:27.553Z,55,,,,,46.7,
2017-11-28T12:58:37.710Z,55,,,,,46.7,
2017-11-28T12:58:48.549Z,55,,,,,46.7,
2017-11-28T12:58:57.592Z,55,,,,,46.6,
2017-11-28T12:59:07.551Z,55,,,,,46.6,
2017-11-28T12:59:17.538Z,55,,,,57,46.5,
2017-11-28T12:59:27.538Z,55,,,,,46.4,
2017-11-28T12:59:37.705Z,55,,,0,,46.4,2
2017-11-28T12:59:47.548Z,55,79,,,61.5,46.2,
2017-11-28T12:59:57.538Z,55,41,,,59.8,46.2,
2017-11-28T13:00:07.556Z,55,29,,,53.6,46.1,
2017-11-28T13:00:17.589Z,55,,,,47.6,46.1,
2017-11-28T13:00:27.572Z,55,,,,43.9,46,
2017-11-28T13:00:37.655Z,55,,,,41.9,46,
2017-11-28T13:00:47.592Z,55,,,,41.5,46,
2017-11-28T13:00:57.609Z,55,,,,43,45.9,
2017-11-28T13:01:07.592Z,55,,,,43.4,45.8,
2017-11-28T13:01:17.596Z,55,,,,43.6,45.8,
2017-11-28T13:01:27.617Z,55,,,,43.3,45.7,
2017-11-28T13:01:38.653Z,55,,,,43.2,45.7,
2017-11-28T13:01:47.626Z,55,,,,43.3,45.6,
2017-11-28T13:01:57.538Z,55,,,,44,45.6,
2017-11-28T13:02:07.548Z,55,,,,44.1,45.5,
2017-11-28T13:02:17.542Z,55,,,,44.4,45.5,
2017-11-28T13:02:27.539Z,55,,,,44.5,45.3,
2017-11-28T13:02:37.733Z,55,,,,44.8,45.3,
2017-11-28T13:02:47.542Z,55,,,,45,45.2,
2017-11-28T13:02:57.537Z,55,,,,45.2,45.2,
2017-11-28T13:03:07.543Z,55,,,,45.4,45.1,
2017-11-28T13:03:17.559Z,55,,,,45.7,45.1,
2017-11-28T13:03:27.542Z,55,,,,46,45,
2017-11-28T13:03:37.642Z,55,,,,46.1,45,
2017-11-28T13:03:47.639Z,55,,,,46.2,44.9,
2017-11-28T13:03:57.549Z,55,,,,46.6,44.9,
2017-11-28T13:04:07.548Z,55,,,,46.7,44.8,
2017-11-28T13:04:17.554Z,55,,,,47,44.8,
2017-11-28T13:04:28.531Z,55,,,,47.1,44.7,
2017-11-28T13:04:37.636Z,55,,,,47.2,44.7,
2017-11-28T13:04:47.544Z,55,,,,47.4,44.5,
2017-11-28T13:04:57.546Z,55,0,,0,47.9,44.5,2
2017-11-28T13:05:07.538Z,55,,,,46.8,44.4,
2017-11-28T13:05:17.707Z,55,,,,44.9,44.4,
2017-11-28T13:05:27.558Z,55,,,,43.9,44.3,
2017-11-28T13:05:37.646Z,55,,,,43.8,44.3,
2017-11-28T13:05:47.595Z,55,,,,43.7,44.2,
2017-11-28T13:05:57.557Z,55,,,,44,44.2,
2017-11-28T13:06:07.550Z,55,,,,44.2,44.1,
2017-11-28T13:06:17.591Z,55,,,,43.9,44.1,
2017-11-28T13:06:27.619Z,55,,,,43.6,44,
2017-11-28T13:06:37.690Z,55,,,,43.4,43.9,
2017-11-28T13:06:47.557Z,55,,,,43.2,43.9,
2017-11-28T13:06:57.549Z,55,,,,43.1,43.7,
2017-11-28T13:07:07.550Z,55,,,,42.8,43.7,
2017-11-28T13:07:18.536Z,55,,,,42.6,43.6,
2017-11-28T13:07:27.549Z,55,,0,1,42.4,43.6,0
2017-11-28T13:07:37.642Z,55,0,59,0,46.5,40.8,0
2017-11-28T13:07:47.556Z,55,,,,44.8,38.4,
2017-11-28T13:07:57.539Z,55,,,,42.8,40.7,
2017-11-28T13:08:07.543Z,55,,,,42.8,40.5,
2017-11-28T13:08:17.577Z,55,,,,43,40.3,
2017-11-28T13:08:27.576Z,55,,,,,40.1,
2017-11-28T13:08:37.662Z,55,,75,0,43.1,40,2
2017-11-28T13:08:47.559Z,55,,,,43.2,39.8,
2017-11-28T13:08:57.586Z,55,,,,43.3,39.6,
2017-11-28T13:09:07.584Z,55,,,,43.4,39.5,
2017-11-28T13:09:24.434Z,55,,,,43.5,39.4,
2017-11-28T13:09:27.561Z,55,,,,43.6,39.3,
2017-11-28T13:09:37.681Z,55,,,,43.7,39,
2017-11-28T13:09:47.571Z,55,,,,43.9,39,
2017-11-28T13:09:57.562Z,55,,,,44,38.8,
2017-11-28T13:10:07.565Z,55,,,,,38.8,
2017-11-28T13:10:17.547Z,55,,,,44.1,38.6,
2017-11-28T13:10:27.548Z,55,,,,,38.5,
2017-11-28T13:10:37.635Z,55,,,,44.2,38.4,
2017-11-28T13:10:47.540Z,55,,,,,38.4,
2017-11-28T13:10:57.540Z,55,,,,44.3,38.3,
2017-11-28T13:11:07.539Z,55,,,,,38.3,
2017-11-28T13:11:17.602Z,55,,,,44.4,38.1,
2017-11-28T13:11:27.580Z,55,,,,,38.1,
2017-11-28T13:11:37.704Z,55,,,,44.5,38,
2017-11-28T13:11:47.539Z,55,,,,,37.9,
2017-11-28T13:11:57.539Z,55,,,,,37.9,
2017-11-28T13:12:07.542Z,55,,,,44.7,37.8,
2017-11-28T13:12:17.542Z,55,,,,,37.8,
2017-11-28T13:12:27.539Z,55,,,,44.8,37.7,
2017-11-28T13:12:37.669Z,55,,,,,37.7,
2017-11-28T13:12:47.540Z,55,,,,,37.5,
2017-11-28T13:13:03.719Z,55,,,,,37.5,
2017-11-28T13:13:07.552Z,55,,,,44.9,37.5,
2017-11-28T13:13:17.539Z,55,,,,,37.4,
2017-11-28T13:13:27.542Z,55,,,,,37.4,
2017-11-28T13:13:37.636Z,55,,,,44.9,37.3,
2017-11-28T13:13:47.562Z,55,,,,45,37.3,
2017-11-28T13:13:57.542Z,55,,,,,37.2,
2017-11-28T13:14:07.542Z,55,,,,,37.2,
2017-11-28T13:14:17.540Z,55,,5,0,,37,0
2017-11-28T13:14:28.719Z,55,,,,,37,
2017-11-28T13:14:37.597Z,55,,75,0,45.1,37,2
2017-11-28T13:14:47.539Z,55,,,,,36.9,
2017-11-28T13:14:57.579Z,55,,,,,36.9,
2017-11-28T13:15:07.553Z,55,,,,,36.9,
2017-11-28T13:15:17.540Z,55,,,,,36.8,
2017-11-28T13:15:27.539Z,55,,,,,36.8,
2017-11-28T13:15:37.638Z,55,,,,,36.7,
2017-11-28T13:15:47.559Z,55,,,,,36.7,
2017-11-28T13:15:57.547Z,55,,,,,36.5,
2017-11-28T13:16:07.547Z,55,,,,,36.5,
2017-11-28T13:16:17.568Z,55,,,,,36.5,
2017-11-28T13:16:27.546Z,55,,,,,36.4,
2017-11-28T13:16:37.681Z,55,,,,,36.4,
2017-11-28T13:16:47.629Z,55,,,,45.2,36.4,
2017-11-28T13:16:57.541Z,55,,,,45.1,36.3,
2017-11-28T13:17:07.570Z,55,,,,,36.3,
2017-11-28T13:17:18.542Z,55,,,,,36.3,
2017-11-28T13:17:27.548Z,55,,,,,36.2,
2017-11-28T13:17:37.675Z,55,,,,,36.2,
2017-11-28T13:17:47.547Z,55,,,,,36.2,
2017-11-28T13:17:57.631Z,55,,,,,36,
2017-11-28T13:18:07.639Z,55,,,,,36,
2017-11-28T13:18:17.574Z,55,,,,,36,
2017-11-28T13:18:27.593Z,55,,,,,35.9,
2017-11-28T13:18:37.622Z,55,,,,,35.9,
2017-11-28T13:18:47.609Z,55,,5,0,,35.8,0
2017-11-28T13:18:57.541Z,55,,75,0,,35.8,2
2017-11-28T13:19:07.550Z,55,,,,,35.8,
2017-11-28T13:19:17.557Z,55,,,,,35.7,
2017-11-28T13:19:27.544Z,55,,,,,35.7,
2017-11-28T13:19:37.620Z,55,,,,,35.7,
2017-11-28T13:19:47.570Z,55,,,,,35.6,
2017-11-28T13:19:57.561Z,55,,,,,35.6,
2017-11-28T13:20:08.546Z,55,,5,0,,35.6,0
2017-11-28T13:20:17.554Z,55,,75,0,,35.4,2
2017-11-28T13:20:27.563Z,55,,,,,35.4,
2017-11-28T13:20:37.665Z,55,,,,45,35.4,
2017-11-28T13:20:47.592Z,55,,,,,35.3,
2017-11-28T13:20:57.543Z,55,,,,,35.3,
2017-11-28T13:21:07.629Z,55,,,,,35.3,
2017-11-28T13:21:17.601Z,55,,,,,35.3,
2017-11-28T13:21:27.556Z,55,,,,,35.2,
2017-11-28T13:21:37.682Z,55,,,,,35.2,
2017-11-28T13:21:47.566Z,55,,,,,35.2,
2017-11-28T13:21:57.545Z,55,,,,,35.1,
2017-11-28T13:22:07.563Z,55,,,,,35.1,
2017-11-28T13:22:17.541Z,55,,,,44.9,35.1,
2017-11-28T13:22:27.576Z,55,,,,44.9,34.9,
2017-11-28T13:22:37.675Z,55,,,,,34.9,
2017-11-28T13:22:47.546Z,55,,,,,34.9,
2017-11-28T13:22:58.540Z,55,,,,,34.9,
2017-11-28T13:23:07.615Z,55,,,,,34.8,
2017-11-28T13:23:17.577Z,55,,,,,34.8,
2017-11-28T13:23:27.576Z,55,,,,,34.8,
2017-11-28T13:23:37.680Z,55,,,,,34.7,
2017-11-28T13:23:47.541Z,55,,,,,34.7,
2017-11-28T13:23:57.601Z,55,,,,,34.7,
2017-11-28T13:24:07.583Z,55,,,,,34.6,
2017-11-28T13:24:17.569Z,55,,,,44.8,34.6,
2017-11-28T13:24:27.632Z,55,,,,,34.6,
2017-11-28T13:24:37.654Z,55,,,,,34.4,
2017-11-28T13:24:47.545Z,55,,,,,34.4,
2017-11-28T13:24:57.560Z,55,,,,,34.4,
2017-11-28T13:25:07.582Z,55,,,,,34.4,
2017-11-28T13:25:17.646Z,55,,,,,34.3,
2017-11-28T13:25:27.655Z,55,,,,,34.3,
2017-11-28T13:25:37.823Z,55,,,,,34.3,
2017-11-28T13:25:52.695Z,55,,,,44.7,34.2,
2017-11-28T13:25:57.617Z,55,,,,,34.2,
2017-11-28T13:26:07.646Z,55,,,,,34.2,
2017-11-28T13:26:17.647Z,55,,,,,34.1,
2017-11-28T13:26:27.583Z,55,,,,,34.1,
2017-11-28T13:26:37.673Z,55,,,,,34.1,
2017-11-28T13:26:47.596Z,55,,,,,34.1,
2017-11-28T13:26:57.585Z,55,,,,,34,
2017-11-28T13:27:07.582Z,55,,,,44.5,34,
2017-11-28T13:27:17.594Z,55,,,,,34,
2017-11-28T13:27:27.614Z,55,,,,,34,
2017-11-28T13:27:42.623Z,55,,,,,33.8,
2017-11-28T13:27:47.562Z,55,,,,,33.8,
2017-11-28T13:27:57.578Z,55,,,,,33.8,
2017-11-28T13:28:07.544Z,55,,,,,33.7,
2017-11-28T13:28:17.567Z,55,,,,,33.7,
2017-11-28T13:28:27.543Z,55,,,,,33.7,
2017-11-28T13:28:42.710Z,55,,,,,33.7,
2017-11-28T13:28:47.589Z,55,,,,44.4,33.7,
2017-11-28T13:28:57.610Z,55,,,,,33.6,
2017-11-28T13:29:07.585Z,55,79,,0,45.3,33.6,2
2017-11-28T13:29:17.544Z,55,77,,,50,33.6,
2017-11-28T13:29:27.556Z,55,48,,,52.4,33.6,
2017-11-28T13:29:37.622Z,55,29,,,47.6,33.5,
2017-11-28T13:29:47.585Z,55,,,,42.6,33.5,
2017-11-28T13:29:57.549Z,55,,,,40.9,33.5,
2017-11-28T13:30:07.718Z,55,,,,39.8,33.5,
2017-11-28T13:30:17.581Z,55,,,,39.4,33.3,
2017-11-28T13:30:27.542Z,55,,,,40.2,33.3,
2017-11-28T13:30:37.632Z,55,,,,41.1,33.3,
2017-11-28T13:30:47.618Z,55,,,,41.5,33.3,
2017-11-28T13:30:57.548Z,55,,,,41.4,33.3,
2017-11-28T13:31:07.549Z,55,,,,41.5,33.3,
2017-11-28T13:31:17.616Z,55,,,,41.6,33.3,
2017-11-28T13:31:27.542Z,55,,,,42,33.2,
2017-11-28T13:31:37.779Z,55,,,,42.2,33.2,
2017-11-28T13:31:47.543Z,55,,,,42.4,33.2,
2017-11-28T13:31:57.542Z,55,,,,42.5,33.2,
2017-11-28T13:32:07.552Z,55,,,,42.7,33.2,
2017-11-28T13:32:17.546Z,55,,,,43,33.2,
2017-11-28T13:32:27.546Z,55,,,,43.1,33.2,
2017-11-28T13:32:37.632Z,55,,,,43.4,33.2,
2017-11-28T13:32:47.547Z,55,,,,43.5,33.2,
2017-11-28T13:32:58.540Z,55,,,,44,33.2,
2017-11-28T13:33:07.619Z,55,,,,,33.2,
2017-11-28T13:33:17.569Z,55,,,,44.2,33.2,
2017-11-28T13:33:27.581Z,55,,,,44.4,33.2,
2017-11-28T13:33:37.625Z,55,,,,44.7,33.3,
2017-11-28T13:33:47.552Z,55,,,,45,33.3,
2017-11-28T13:33:57.552Z,55,,,,,33.3,
2017-11-28T13:34:07.564Z,55,,,,45.3,33.3,
2017-11-28T13:34:17.600Z,55,,,,45.4,33.5,
2017-11-28T13:34:27.563Z,55,,,,45.9,33.5,
2017-11-28T13:34:37.656Z,55,0,,0,45.5,33.6,2
2017-11-28T13:34:47.559Z,55,,,,43.9,33.6,
2017-11-28T13:34:57.548Z,55,,,,42.4,33.7,
2017-11-28T13:35:07.572Z,55,,,,42,33.7,
2017-11-28T13:35:17.553Z,55,,,,41.8,33.8,
2017-11-28T13:35:27.611Z,55,,,,42,33.8,
2017-11-28T13:35:37.653Z,55,,,,42.3,34,
2017-11-28T13:35:48.557Z,55,,,,,34.1,
2017-11-28T13:35:57.619Z,55,,,,41.9,34.1,
2017-11-28T13:36:07.593Z,55,,,,41.7,34.2,
2017-11-28T13:36:17.553Z,55,,,,41.5,34.2,
2017-11-28T13:36:27.555Z,55,,,,41.4,34.2,
2017-11-28T13:36:37.633Z,55,,,,41.2,34.3,
2017-11-28T13:36:49.487Z,55,,,,40.9,34.3,
2017-11-28T13:36:57.637Z,55,,,,,34.3,
2017-11-28T13:37:07.570Z,55,,,,40.7,34.4,
2017-11-28T13:37:17.561Z,55,,,,40.6,34.4,
2017-11-28T13:37:27.560Z,55,,,,40.3,34.4,
2017-11-28T13:37:37.677Z,55,,,,,34.4,
2017-11-28T13:37:47.612Z,55,,,,40.5,34.4,
2017-11-28T13:37:57.566Z,55,,,,40.7,34.4,
2017-11-28T13:38:07.564Z,55,,,,40.8,34.4,
2017-11-28T13:38:17.600Z,55,,,,41,34.4,
2017-11-28T13:38:27.607Z,55,,,,,34.4,
2017-11-28T13:38:38.810Z,55,,,,41.1,34.4,
2017-11-28T13:38:47.648Z,55,,,,41.2,34.4,
2017-11-28T13:38:57.617Z,55,,5,0,41.4,34.4,0
2017-11-28T13:39:07.581Z,55,,75,0,41.5,34.4,2
2017-11-28T13:39:17.557Z,55,,,,41.6,34.4,
2017-11-28T13:39:27.570Z,55,0,75,0,41.6,34.4,2
2017-11-28T13:39:37.694Z,55,,,,41.7,34.4,
2017-11-28T13:39:47.615Z,55,,5,0,41.8,34.3,0
2017-11-28T13:39:57.570Z,55,,,,,34.3,
2017-11-28T13:40:07.582Z,55,,,,41.9,34.3,
2017-11-28T13:40:17.582Z,55,,,,42,34.3,
2017-11-28T13:40:27.607Z,55,,,,,34.3,
2017-11-28T13:40:37.737Z,55,,75,0,42.2,34.2,2
2017-11-28T13:40:47.568Z,55,,,,,34.2,
2017-11-28T13:40:57.617Z,55,,,,,34.2,
2017-11-28T13:41:07.605Z,55,,,,42.3,34.2,
2017-11-28T13:41:17.583Z,55,,,,,34.2,
