Time,HwActive,PrimTSet,ChActive,HwTOutlet,ActPow,HwTSet,PrimT
2018-01-28T00:27:50.138Z,,,,33.7,,55,
2018-01-28T00:28:00.137Z,,,,33.7,,55,46.8
2018-01-28T00:28:10.137Z,,,,33.7,,55,
2018-01-28T00:28:20.136Z,,,,33.7,,55,
2018-01-28T00:28:30.137Z,,,,33.7,,55,
2018-01-28T00:28:40.218Z,,,,33.6,,55,
2018-01-28T00:28:50.137Z,,,,33.6,,55,
2018-01-28T00:29:00.137Z,,,,33.6,,55,46.7
2018-01-28T00:29:10.137Z,,,,33.6,,55,
2018-01-28T00:29:20.137Z,,,,33.5,,55,
2018-01-28T00:29:30.137Z,,,,33.5,,55,
2018-01-28T00:29:40.217Z,,,,33.5,,55,
2018-01-28T00:29:50.137Z,,,,33.5,,55,
2018-01-28T00:30:00.141Z,,,,33.5,,55,
2018-01-28T00:30:10.137Z,,,,33.3,,55,46.6
2018-01-28T00:30:20.138Z,,,,33.3,,55,
2018-01-28T00:30:30.137Z,,,,33.3,,55,
2018-01-28T00:30:40.218Z,,,,33.3,,55,
2018-01-28T00:30:50.137Z,,,,33.3,,55,
2018-01-28T00:31:00.137Z,,,,33.2,,55,
2018-01-28T00:31:10.137Z,,,,33.2,,55,
2018-01-28T00:31:20.137Z,,,,33.2,,55,
2018-01-28T00:31:30.137Z,,,,33.2,,55,46.5
2018-01-28T00:31:40.218Z,,,,33.2,,55,
2018-01-28T00:31:50.137Z,,,,33.1,,55,
2018-01-28T00:32:00.137Z,,,,33.1,,55,
2018-01-28T00:32:10.137Z,,,,33.1,,55,
2018-01-28T00:32:20.137Z,,,,33.1,,55,
2018-01-28T00:32:30.137Z,,,,33.1,,55,46.4
2018-01-28T00:32:40.217Z,,,,33,,55,
2018-01-28T00:32:50.137Z,,,,33,,55,
2018-01-28T00:33:00.137Z,,,,33,,55,
2018-01-28T00:33:10.138Z,,,,33,,55,
2018-01-28T00:33:20.139Z,0,,2,33,79,55,49.2
2018-01-28T00:33:30.137Z,,,,32.8,58,55,52.5
2018-01-28T00:33:40.217Z,,,,32.8,29,55,51.5
2018-01-28T00:33:50.138Z,,,,32.8,,55,45.6
2018-01-28T00:34:00.138Z,,,,32.8,,55,40.8
2018-01-28T00:34:10.138Z,,,,32.8,,55,39.4
2018-01-28T00:34:20.138Z,,,,32.7,,55,38.2
2018-01-28T00:34:30.137Z,,,,32.7,,55,39.1
2018-01-28T00:34:40.218Z,,,,32.7,,55,40.1
2018-01-28T00:34:50.139Z,,,,32.7,,55,40.8
2018-01-28T00:35:00.138Z,,,,32.7,,55,40.7
2018-01-28T00:35:10.138Z,,,,32.7,,55,40.6
2018-01-28T00:35:20.138Z,,,,32.7,,55,
2018-01-28T00:35:30.138Z,,,,32.6,,55,40.8
2018-01-28T00:35:40.218Z,,,,32.7,,55,41.1
2018-01-28T00:35:50.138Z,,,,32.6,,55,41.4
2018-01-28T00:36:00.138Z,,,,32.6,,55,41.6
2018-01-28T00:36:10.139Z,,,,32.6,,55,41.8
2018-01-28T00:36:20.138Z,,,,32.6,,55,42
2018-01-28T00:36:30.138Z,,,,32.6,,55,42.3
2018-01-28T00:36:40.221Z,,,,32.6,,55,42.5
2018-01-28T00:36:50.138Z,,,,32.6,,55,42.7
2018-01-28T00:37:00.138Z,,,,32.7,,55,43
2018-01-28T00:37:10.138Z,,,,32.7,,55,43.2
2018-01-28T00:37:20.138Z,,,,32.7,,55,43.5
2018-01-28T00:37:30.139Z,,,,32.7,,55,43.6
2018-01-28T00:37:41.218Z,,,,32.7,,55,44
2018-01-28T00:37:50.138Z,,,,32.7,,55,44.2
2018-01-28T00:38:00.138Z,,,,32.7,,55,44.4
2018-01-28T00:38:10.138Z,,,,32.8,,55,44.5
2018-01-28T00:38:20.138Z,,,,32.8,,55,44.8
2018-01-28T00:38:30.138Z,,,,33,,55,45
2018-01-28T00:38:40.218Z,,,,33,,55,45.3
2018-01-28T00:38:50.139Z,,,,33,,55,45.4
2018-01-28T00:39:00.140Z,,,,33.1,,55,45.7
2018-01-28T00:39:10.138Z,0,,2,33.1,0,55,46.2
2018-01-28T00:39:20.139Z,,,,33.2,,55,45.6
2018-01-28T00:39:30.138Z,,,,33.3,,55,43.9
2018-01-28T00:39:40.683Z,,,,33.3,,55,42.6
2018-01-28T00:39:50.141Z,,,,33.5,,55,42.1
2018-01-28T00:40:00.138Z,,,,33.5,,55,42
2018-01-28T00:40:10.142Z,,,,33.6,,55,42.3
2018-01-28T00:40:20.139Z,,,,33.7,,55,42.6
2018-01-28T00:40:35.158Z,,,,33.7,,55,42.5
2018-01-28T00:40:40.226Z,,,,33.8,,55,42.2
2018-01-28T00:40:50.141Z,,,,33.8,,55,41.9
2018-01-28T00:41:00.138Z,,,,34,,55,41.7
2018-01-28T00:41:10.139Z,,,,34.1,,55,41.5
2018-01-28T00:41:20.139Z,,,,34.1,,55,41.2
2018-01-28T00:41:30.138Z,,,,34.1,,55,41.1
2018-01-28T00:41:40.218Z,,,,34.2,,55,40.9
2018-01-28T00:41:50.138Z,,,,34.2,,55,40.8
2018-01-28T00:42:00.139Z,,,,34.2,,55,40.7
2018-01-28T00:42:10.138Z,,,,34.2,,55,40.6
2018-01-28T00:42:20.138Z,,,,34.2,,55,
2018-01-28T00:42:30.138Z,,,,34.3,,55,40.8
2018-01-28T00:42:40.240Z,,,,34.3,,55,41
2018-01-28T00:42:50.140Z,,,,34.3,,55,
2018-01-28T00:43:00.139Z,,,,34.3,,55,41.2
2018-01-28T00:43:10.138Z,,,,34.3,,55,41.4
2018-01-28T00:43:20.229Z,,,,34.3,,55,41.5
2018-01-28T00:43:30.143Z,,,,34.3,,55,41.6
2018-01-28T00:43:40.219Z,,,,34.3,,55,41.7
2018-01-28T00:43:50.140Z,,,,34.2,,55,
2018-01-28T00:44:00.138Z,,,,34.2,,55,41.8
2018-01-28T00:44:10.140Z,,,,34.2,,55,41.9
2018-01-28T00:44:20.139Z,,,,34.2,,55,42
2018-01-28T00:44:30.138Z,,,,34.2,,55,
2018-01-28T00:44:40.221Z,,,,34.2,,55,42.2
2018-01-28T00:44:50.884Z,,,,34.2,,55,42.3
2018-01-28T00:45:00.140Z,,,,34.2,,55,
2018-01-28T00:45:10.139Z,,,,34.2,,55,42.4
2018-01-28T00:45:20.142Z,,,,34.1,,55,
2018-01-28T00:45:30.139Z,,,,34.1,,55,
2018-01-28T00:45:40.219Z,,,,34.1,,55,42.5
2018-01-28T00:45:50.139Z,,,,34.1,,55,42.6
2018-01-28T00:46:00.139Z,,,,34,,55,
2018-01-28T00:46:15.321Z,,,,34,,55,
2018-01-28T00:46:20.141Z,,,,34,,55,42.7
2018-01-28T00:46:30.139Z,,,,34,,55,
2018-01-28T00:46:40.220Z,,,,34,,55,
2018-01-28T00:46:50.139Z,,,,33.8,,55,42.8
2018-01-28T00:47:00.139Z,,,,33.8,,55,
2018-01-28T00:47:10.140Z,,,,33.8,,55,
2018-01-28T00:47:20.139Z,,,,33.8,,55,43
2018-01-28T00:47:30.139Z,,,,33.8,,55,
2018-01-28T00:47:41.225Z,,,,33.7,,55,
2018-01-28T00:47:50.139Z,,,,33.7,,55,
2018-01-28T00:48:00.139Z,,,,33.7,,55,
2018-01-28T00:48:10.141Z,,,,33.7,,55,43.1
2018-01-28T00:48:20.140Z,,,,33.6,,55,
2018-01-28T00:48:30.140Z,,,,33.6,,55,
2018-01-28T00:48:40.219Z,,,,33.6,,55,
2018-01-28T00:48:50.139Z,,,,33.6,,55,
2018-01-28T00:49:00.140Z,,,,33.5,,55,
2018-01-28T00:49:10.140Z,,,,33.5,,55,
2018-01-28T00:49:20.140Z,,,,33.5,,55,
2018-01-28T00:49:30.139Z,,,,33.5,,55,43.2
2018-01-28T00:49:40.220Z,,,,33.5,,55,
2018-01-28T00:49:50.140Z,,,,33.3,,55,
2018-01-28T00:50:00.139Z,,,,33.3,,55,
2018-01-28T00:50:10.140Z,,,,33.3,,55,
2018-01-28T00:50:20.139Z,,,,33.3,,55,
2018-01-28T00:50:30.140Z,,,,33.2,,55,
2018-01-28T00:50:40.220Z,,,,33.2,,55,
2018-01-28T00:50:50.139Z,,,,33.2,,55,
2018-01-28T00:51:00.141Z,,,,33.2,,55,
2018-01-28T00:51:10.140Z,,,,33.1,,55,
2018-01-28T00:51:20.140Z,,,,33.1,,55,
2018-01-28T00:51:30.140Z,,,,33.1,,55,
2018-01-28T00:51:40.220Z,,,,33.1,,55,
2018-01-28T00:51:50.140Z,,,,33.1,,55,
2018-01-28T00:52:00.140Z,,,,33,,55,
2018-01-28T00:52:10.140Z,,,,33,,55,
2018-01-28T00:52:20.140Z,,,,33,,55,
2018-01-28T00:52:30.140Z,,,,32.8,,55,
2018-01-28T00:52:40.220Z,,,,32.8,,55,
2018-01-28T00:52:50.142Z,,,,32.8,,55,
2018-01-28T00:53:00.140Z,,,,32.8,,55,
2018-01-28T00:53:10.140Z,,,,32.8,,55,
2018-01-28T00:53:20.140Z,,,,32.7,,55,
2018-01-28T00:53:30.140Z,,,,32.7,,55,
2018-01-28T00:53:40.224Z,,,,32.7,,55,43.1
2018-01-28T00:53:50.140Z,,,,32.7,,55,
2018-01-28T00:54:00.140Z,,,,32.6,,55,
2018-01-28T00:54:10.143Z,,,,32.6,,55,
2018-01-28T00:54:20.141Z,,,,32.6,,55,
2018-01-28T00:54:30.140Z,,,,32.6,,55,
2018-01-28T00:54:40.230Z,,,,32.5,,55,
2018-01-28T00:54:50.140Z,,,,32.5,,55,
2018-01-28T00:55:00.143Z,,,,32.5,,55,
2018-01-28T00:55:10.140Z,,,,32.5,,55,
2018-01-28T00:55:20.140Z,,,,32.5,,55,
2018-01-28T00:55:30.140Z,,,,32.3,,55,
2018-01-28T00:55:40.222Z,,,,32.3,,55,
2018-01-28T00:55:50.140Z,,,,32.3,,55,43
2018-01-28T00:56:00.140Z,,,,32.3,,55,
2018-01-28T00:56:15.162Z,,,,32.2,,55,
2018-01-28T00:56:20.141Z,,,,32.2,,55,
2018-01-28T00:56:30.140Z,,,,32.2,,55,
2018-01-28T00:56:40.230Z,,,,32.2,,55,
2018-01-28T00:56:50.141Z,,,,32.1,,55,
2018-01-28T00:57:00.140Z,,,,32.1,,55,
2018-01-28T00:57:10.140Z,,,,32.1,,55,
2018-01-28T00:57:20.141Z,,,,32.1,,55,42.8
2018-01-28T00:57:30.142Z,,,,32.1,,55,42.8
2018-01-28T00:57:40.221Z,,,,32,,55,
2018-01-28T00:57:50.141Z,,,,32,,55,
2018-01-28T00:58:00.140Z,,,,32,,55,
2018-01-28T00:58:10.141Z,,,,32,,55,
2018-01-28T00:58:20.143Z,,,,32,,55,
2018-01-28T00:58:30.144Z,,,,31.9,,55,
2018-01-28T00:58:40.221Z,,,,31.9,,55,
2018-01-28T00:58:50.141Z,,,,31.9,,55,
2018-01-28T00:59:05.161Z,,,,31.9,,55,
2018-01-28T00:59:10.141Z,,,,31.7,,55,42.7
2018-01-28T00:59:20.142Z,,,,31.7,,55,
2018-01-28T00:59:30.141Z,,,,31.7,,55,
2018-01-28T00:59:40.221Z,,,,31.7,,55,
2018-01-28T00:59:50.141Z,,,,31.6,,55,
2018-01-28T01:00:00.141Z,,,,31.6,,55,
2018-01-28T01:00:10.141Z,,,,31.6,,55,
2018-01-28T01:00:20.141Z,,,,31.6,,55,
2018-01-28T01:00:30.182Z,,,,31.5,,55,42.6
2018-01-28T01:00:40.232Z,0,,2,31.5,79,55,45.7
2018-01-28T01:00:50.141Z,,,,31.5,54,55,50.2
2018-01-28T01:01:00.145Z,,,,31.5,29,55,50.6
2018-01-28T01:01:10.141Z,,,,31.5,,55,45.2
2018-01-28T01:01:20.146Z,,,,31.5,,55,41.6
2018-01-28T01:01:30.144Z,,,,31.4,,55,39.7
2018-01-28T01:01:40.226Z,,,,31.4,,55,38.9
2018-01-28T01:01:56.153Z,,,,31.4,,55,39.3
2018-01-28T01:02:00.141Z,,,,31.4,,55,40.6
2018-01-28T01:02:10.146Z,,,,31.4,,55,41.2
2018-01-28T01:02:20.145Z,,,,31.4,,55,41.4
2018-01-28T01:02:30.147Z,,,,31.4,,55,41.2
2018-01-28T01:02:40.221Z,,,,31.4,,55,
2018-01-28T01:02:50.141Z,,,,31.2,,55,41.5
2018-01-28T01:03:00.144Z,,,,31.2,,55,41.8
2018-01-28T01:03:10.142Z,,,,31.2,,55,42.2
2018-01-28T01:03:21.135Z,,,,31.4,,55,42.4
2018-01-28T01:03:30.141Z,,,,31.4,,55,42.5
2018-01-28T01:03:40.231Z,,,,31.4,,55,42.7
2018-01-28T01:03:50.142Z,,,,31.4,,55,43
2018-01-28T01:04:00.141Z,,,,31.4,,55,43.2
2018-01-28T01:04:10.141Z,,,,31.4,,55,43.4
2018-01-28T01:04:20.144Z,,,,31.5,,55,43.6
2018-01-28T01:04:30.141Z,,,,31.5,,55,44
2018-01-28T01:04:40.222Z,,,,31.5,,55,44.2
2018-01-28T01:04:50.142Z,,,,31.6,,55,44.3
2018-01-28T01:05:00.142Z,,,,31.6,,55,44.5
2018-01-28T01:05:10.142Z,,,,31.7,,55,44.8
2018-01-28T01:05:20.151Z,,,,31.7,,55,45
2018-01-28T01:05:30.147Z,,,,31.9,,55,45.2
2018-01-28T01:05:40.222Z,,,,32,,55,45.4
2018-01-28T01:05:50.142Z,,,,32,,55,45.7
2018-01-28T01:06:00.142Z,,,,32.1,,55,45.9
2018-01-28T01:06:10.350Z,,,,32.2,,55,46.1
2018-01-28T01:06:20.142Z,,,,32.2,,55,46.2
2018-01-28T01:06:30.142Z,,,,32.3,,55,46.4
2018-01-28T01:06:40.222Z,,,,32.5,,55,46.7
2018-01-28T01:06:50.142Z,,,,32.5,,55,46.9
2018-01-28T01:07:00.142Z,,,,32.6,,55,47
2018-01-28T01:07:10.142Z,,,,32.7,,55,47.2
2018-01-28T01:07:20.146Z,,,,32.8,,55,47.4
2018-01-28T01:07:30.145Z,,,,33,,55,47.7
2018-01-28T01:07:40.222Z,,,,33.1,,55,47.9
2018-01-28T01:07:50.143Z,,,,33.1,,55,48
2018-01-28T01:08:00.142Z,0,75,2,33.2,29,55,48.2
2018-01-28T01:08:10.142Z,,,,33.3,,55,48.3
2018-01-28T01:08:20.142Z,,,,33.5,,55,48.6
2018-01-28T01:08:30.142Z,,,,33.6,,55,48.8
2018-01-28T01:08:40.222Z,,,,33.7,,55,49
2018-01-28T01:08:50.145Z,,,,33.8,,55,49.1
2018-01-28T01:09:00.142Z,,,,34,,55,49.2
2018-01-28T01:09:10.149Z,,,,34.1,,55,49.4
2018-01-28T01:09:20.147Z,,,,34.2,,55,49.7
2018-01-28T01:09:30.142Z,,,,34.3,,55,49.9
2018-01-28T01:09:40.242Z,0,,2,34.4,0,55,49.6
2018-01-28T01:09:50.147Z,,,,34.6,,55,47.7
2018-01-28T01:10:00.146Z,,,,34.7,,55,46.6
2018-01-28T01:10:10.142Z,,,,34.8,,55,46.1
2018-01-28T01:10:20.142Z,,,,34.9,,55,45.9
2018-01-28T01:10:30.142Z,,,,35.1,,55,46
2018-01-28T01:10:40.222Z,,,,35.2,,55,46.4
2018-01-28T01:10:50.143Z,,,,35.2,,55,46.2
2018-01-28T01:11:00.142Z,,,,35.3,,55,45.9
2018-01-28T01:11:10.146Z,,,,35.4,,55,45.7
2018-01-28T01:11:20.144Z,,,,35.6,,55,45.3
2018-01-28T01:11:30.142Z,,,,35.6,,55,45.1
2018-01-28T01:11:40.223Z,,,,35.7,,55,44.9
2018-01-28T01:11:50.144Z,,,,35.7,,55,44.7
2018-01-28T01:12:00.147Z,,,,35.8,,55,44.5
2018-01-28T01:12:10.149Z,,,,35.8,,55,44.3
2018-01-28T01:12:20.143Z,,,,35.8,,55,44.2
2018-01-28T01:12:30.142Z,,,,35.8,,55,44.1
2018-01-28T01:12:40.222Z,,,,35.9,,55,
2018-01-28T01:12:50.143Z,,,,35.9,,55,44.2
2018-01-28T01:13:00.143Z,,,,35.9,,55,44.4
2018-01-28T01:13:10.143Z,,,,35.9,,55,44.5
2018-01-28T01:13:20.143Z,,,,35.9,,55,44.7
2018-01-28T01:13:30.143Z,,,,35.9,,55,44.8
2018-01-28T01:13:40.223Z,,,,35.9,,55,44.9
2018-01-28T01:13:50.144Z,,,,35.9,,55,45
2018-01-28T01:14:00.144Z,,,,35.9,,55,45.1
2018-01-28T01:14:10.143Z,,,,35.9,,55,45.2
2018-01-28T01:14:20.143Z,,,,35.9,,55,45.3
2018-01-28T01:14:30.143Z,,,,35.9,,55,
2018-01-28T01:14:45.243Z,,,,35.9,,55,45.5
2018-01-28T01:14:50.143Z,,,,35.9,,55,45.6
2018-01-28T01:15:00.143Z,,,,35.9,,55,
2018-01-28T01:15:10.144Z,,,,35.9,,55,45.7
2018-01-28T01:15:20.146Z,,,,35.8,,55,
2018-01-28T01:15:30.145Z,,,,35.8,,55,45.8
2018-01-28T01:15:40.224Z,,,,35.8,,55,
2018-01-28T01:15:50.143Z,,,,35.8,,55,45.9
2018-01-28T01:16:00.143Z,,,,35.8,,55,
2018-01-28T01:16:10.350Z,,,,35.8,,55,46
2018-01-28T01:16:20.143Z,,,,35.8,,55,
2018-01-28T01:16:30.144Z,,,,35.8,,55,46.1
2018-01-28T01:16:40.223Z,,,,35.7,,55,
2018-01-28T01:16:50.143Z,,,,35.7,,55,
2018-01-28T01:17:00.144Z,,,,35.7,,55,
2018-01-28T01:17:10.143Z,,,,35.7,,55,46.2
2018-01-28T01:17:20.143Z,,,,35.6,,55,
2018-01-28T01:17:30.143Z,,,,35.6,,55,
2018-01-28T01:17:40.223Z,,,,35.6,,55,46.4
2018-01-28T01:17:50.143Z,,,,35.6,,55,
2018-01-28T01:18:00.143Z,,,,35.6,,55,
2018-01-28T01:18:10.143Z,,,,35.6,,55,
2018-01-28T01:18:20.146Z,,,,35.4,,55,
2018-01-28T01:18:30.143Z,,,,35.4,,55,46.5
2018-01-28T01:18:40.233Z,,,,35.4,,55,
2018-01-28T01:18:50.144Z,,,,35.4,,55,
2018-01-28T01:19:00.147Z,,,,35.4,,55,
2018-01-28T01:19:10.146Z,,,,35.4,,55,
