Time,PrimT,HwTSet,PrimTSet,HwActive,ChActive,HwTOutlet,ActPow
2018-02-15T04:10:09.799Z,62,54,,,,54.1,29
2018-02-15T04:10:19.797Z,,54,,,,54,
2018-02-15T04:10:29.800Z,62.2,54,,,,54,30
2018-02-15T04:10:39.920Z,62.5,54,,,,54,
2018-02-15T04:10:55.055Z,62.6,54,,,,53.9,
2018-02-15T04:10:59.798Z,62.7,54,,,,53.9,29
2018-02-15T04:11:09.803Z,62.8,54,,,,53.9,
2018-02-15T04:11:19.870Z,63.1,54,,,,53.9,30
2018-02-15T04:11:30.006Z,,54,,,,53.8,29
2018-02-15T04:11:39.814Z,,54,,,,53.8,
2018-02-15T04:11:49.803Z,63.2,54,,,,53.8,
2018-02-15T04:11:59.884Z,63.3,54,,,,53.8,
2018-02-15T04:12:09.814Z,63.4,54,,,,53.8,
2018-02-15T04:12:19.857Z,,54,,,,53.8,
2018-02-15T04:12:29.827Z,63.5,54,,,,53.9,
2018-02-15T04:12:39.823Z,,54,,,,53.9,30
2018-02-15T04:12:49.840Z,63.6,54,,,,53.9,29
2018-02-15T04:12:59.802Z,,54,,,,53.9,
2018-02-15T04:13:09.822Z,,54,,,,53.9,
2018-02-15T04:13:19.805Z,,54,,,,53.9,
2018-02-15T04:13:29.861Z,63.8,54,,,,53.9,
2018-02-15T04:13:39.952Z,,54,,,,53.9,
2018-02-15T04:13:54.895Z,,54,,,,53.9,
2018-02-15T04:13:59.817Z,,54,,,,53.9,
2018-02-15T04:14:09.830Z,,54,,,,54,
2018-02-15T04:14:19.864Z,,54,,,,54,
2018-02-15T04:14:29.797Z,,54,,,,54,30
2018-02-15T04:14:39.807Z,,54,,,,54,29
2018-02-15T04:14:49.797Z,63.9,54,,,,54,30
2018-02-15T04:14:59.839Z,,54,,,,54,29
2018-02-15T04:15:09.801Z,,54,,,,54,
2018-02-15T04:15:19.802Z,,54,,,,54,
2018-02-15T04:15:29.802Z,,54,,,,54,
2018-02-15T04:15:39.800Z,,54,,,,54,
2018-02-15T04:15:49.803Z,64,54,,,,54,
2018-02-15T04:16:00.748Z,64,54,,,,54,29
2018-02-15T04:16:09.845Z,,54,,,,54,
2018-02-15T04:16:19.800Z,,54,,,,54.1,
2018-02-15T04:16:29.798Z,,54,,,,54.1,
2018-02-15T04:16:39.885Z,,54,,,,54.1,
2018-02-15T04:16:49.800Z,,54,,,,54.1,
2018-02-15T04:16:59.816Z,,54,,,,54.1,
2018-02-15T04:17:14.918Z,64.1,54,,,,54.1,30
2018-02-15T04:17:19.800Z,,54,,,,54.1,29
2018-02-15T04:17:29.820Z,,54,,,,54.1,
2018-02-15T04:17:39.835Z,,54,,,,54.1,30
2018-02-15T04:17:49.907Z,,54,,,,54.1,29
2018-02-15T04:17:59.820Z,,54,,,,54.1,
2018-02-15T04:18:09.804Z,,54,,,,54.1,
2018-02-15T04:18:19.852Z,64.2,54,,,,54.2,
2018-02-15T04:18:29.838Z,,54,,,,54.2,
2018-02-15T04:18:39.802Z,,54,,,,54.2,
2018-02-15T04:18:49.902Z,,54,,,,54.2,30
2018-02-15T04:18:59.812Z,,54,,,,54.2,29
2018-02-15T04:19:09.804Z,,54,,,,54.2,
2018-02-15T04:19:19.817Z,,54,,,,54.2,30
2018-02-15T04:19:29.828Z,,54,,,,54.2,29
2018-02-15T04:19:39.839Z,,54,,,,54.2,
2018-02-15T04:19:49.850Z,,54,,,,54.2,
2018-02-15T04:19:59.803Z,64.4,54,,,,54.3,
2018-02-15T04:20:09.866Z,,54,,,,54.3,
2018-02-15T04:20:19.931Z,,54,,,,54.3,
2018-02-15T04:20:29.800Z,,54,,,,54.3,
2018-02-15T04:20:40.219Z,,54,,,,54.3,
2018-02-15T04:20:50.824Z,,54,,,,54.3,30
2018-02-15T04:20:59.804Z,,54,,,,54.3,29
2018-02-15T04:21:09.812Z,,54,,,,54.3,
2018-02-15T04:21:19.801Z,64.5,54,,,,54.4,
2018-02-15T04:21:29.805Z,,54,,,,54.4,
2018-02-15T04:21:39.825Z,,54,,,,54.4,
2018-02-15T04:21:49.805Z,,54,,,,54.4,
2018-02-15T04:22:00.044Z,,54,,,,54.4,
2018-02-15T04:22:09.880Z,,54,,,,54.4,
2018-02-15T04:22:19.804Z,,54,,,,54.4,
2018-02-15T04:22:34.887Z,,54,,,,54.4,
2018-02-15T04:22:39.820Z,64.6,54,,,,54.4,
2018-02-15T04:22:49.821Z,,54,,,,54.4,
2018-02-15T04:22:59.853Z,,54,,,,54.4,
2018-02-15T04:23:09.894Z,,54,,,,54.6,30
2018-02-15T04:23:19.844Z,,54,,,,54.6,29
2018-02-15T04:23:29.859Z,,54,,,,54.6,
2018-02-15T04:23:39.807Z,64.7,54,,,,54.6,30
2018-02-15T04:23:49.827Z,64.7,54,61,0,2,54.6,29
2018-02-15T04:23:59.877Z,,54,,,,54.6,30
2018-02-15T04:24:09.817Z,,54,,,,54.6,29
2018-02-15T04:24:19.806Z,,54,,,,54.6,
2018-02-15T04:24:29.879Z,,54,,,,54.7,
2018-02-15T04:24:39.808Z,,54,,,,54.7,30
2018-02-15T04:24:49.820Z,64.8,54,,,,54.7,29
2018-02-15T04:24:59.844Z,64.7,54,,,,54.7,
2018-02-15T04:25:09.802Z,64.8,54,,,,54.7,30
2018-02-15T04:25:19.840Z,,54,,,,54.7,
2018-02-15T04:25:29.809Z,,54,,,,54.7,29
2018-02-15T04:25:39.838Z,,54,,,,54.7,
2018-02-15T04:25:49.841Z,,54,,,,54.7,
2018-02-15T04:25:59.830Z,,54,,,,54.7,
2018-02-15T04:26:09.806Z,,54,,,,54.7,
2018-02-15T04:26:19.839Z,64.9,54,,,,54.7,
2018-02-15T04:26:29.807Z,,54,,,,54.7,
2018-02-15T04:26:39.857Z,,54,,,,54.8,
2018-02-15T04:26:49.860Z,62.8,54,,0,2,54.8,0
2018-02-15T04:26:59.811Z,61.8,54,,,,54.8,
2018-02-15T04:27:09.816Z,60.9,54,,,,54.8,
2018-02-15T04:27:19.882Z,59.8,54,,,,54.8,
2018-02-15T04:27:29.887Z,58.8,54,,,,54.8,
2018-02-15T04:27:39.812Z,57.9,54,,,,54.8,
2018-02-15T04:27:49.881Z,56.9,54,,,,54.8,
2018-02-15T04:27:59.813Z,,54,,,,54.8,
2018-02-15T04:28:10.013Z,56.3,54,,,,54.8,
2018-02-15T04:28:19.806Z,55.9,54,,,,54.8,
2018-02-15T04:28:29.813Z,55.4,54,,,,54.8,
2018-02-15T04:28:39.843Z,54.8,54,,0,2,54.7,
2018-02-15T04:28:49.869Z,58,54,,,,54.7,39
2018-02-15T04:28:59.899Z,58.7,54,,,,54.6,34
2018-02-15T04:29:09.814Z,59,54,,,,54.6,30
2018-02-15T04:29:19.823Z,60,54,,,,54.4,29
2018-02-15T04:29:29.811Z,60.4,54,,,,54.3,
2018-02-15T04:29:39.852Z,61.1,54,,,,54.2,29
2018-02-15T04:29:49.893Z,61.3,54,,,,54.1,
2018-02-15T04:29:59.904Z,61.6,54,,,,54,
2018-02-15T04:30:09.909Z,62,54,,,,53.9,
2018-02-15T04:30:19.895Z,62.1,54,,,,53.9,30
2018-02-15T04:30:29.978Z,62.4,54,,,,53.8,
2018-02-15T04:30:39.843Z,62.6,54,,,,53.8,29
2018-02-15T04:30:49.979Z,62.7,54,,,,53.8,
2018-02-15T04:30:59.806Z,62.8,54,,,,53.7,
2018-02-15T04:31:10.049Z,63.1,54,,,,53.7,
2018-02-15T04:31:21.106Z,,54,,,,53.7,
2018-02-15T04:31:29.814Z,63.2,54,,,,53.7,
2018-02-15T04:31:39.921Z,63.3,54,,,,53.7,30
2018-02-15T04:31:49.891Z,,54,,,,53.7,29
2018-02-15T04:31:59.827Z,63.4,54,,,,53.6,
2018-02-15T04:32:09.943Z,63.5,54,,,,53.7,
2018-02-15T04:32:19.817Z,,54,,,,53.6,
2018-02-15T04:32:34.884Z,63.6,54,,,,53.7,30
2018-02-15T04:32:39.857Z,,54,,,,53.7,29
2018-02-15T04:32:49.809Z,63.8,54,,,,53.7,
2018-02-15T04:32:59.816Z,,54,,,,53.7,
2018-02-15T04:33:09.833Z,,54,,,,53.7,
2018-02-15T04:33:19.843Z,63.9,54,,,,53.7,
2018-02-15T04:33:29.828Z,,54,,,,53.7,
2018-02-15T04:33:39.860Z,,54,,,,53.7,
2018-02-15T04:33:49.880Z,,54,,,,53.7,
2018-02-15T04:33:59.820Z,63.9,54,,,,53.7,
2018-02-15T04:34:09.950Z,63.9,54,,,,53.7,
2018-02-15T04:34:19.810Z,64,54,,,,53.7,29
2018-02-15T04:34:29.810Z,,54,,,,53.7,
2018-02-15T04:34:39.811Z,,54,,,,53.7,30
2018-02-15T04:34:49.821Z,,54,,,,53.7,
2018-02-15T04:34:59.830Z,,54,,,,53.7,29
2018-02-15T04:35:09.810Z,64.1,54,,,,53.7,
2018-02-15T04:35:19.811Z,,54,,,,53.8,
2018-02-15T04:35:29.846Z,,54,,,,53.8,
2018-02-15T04:35:39.842Z,,54,,,,53.8,30
2018-02-15T04:35:49.832Z,64.2,54,,,,53.8,29
2018-02-15T04:35:59.916Z,,54,,,,53.8,
2018-02-15T04:36:09.813Z,,54,,,,53.8,
2018-02-15T04:36:19.808Z,,54,,,,53.8,30
2018-02-15T04:36:29.917Z,64.4,54,,,,53.8,29
2018-02-15T04:36:39.881Z,,54,,,,53.8,30
2018-02-15T04:36:49.941Z,,54,,,,53.8,29
2018-02-15T04:36:59.956Z,,54,,,,53.9,30
2018-02-15T04:37:09.813Z,64.5,54,,,,53.9,29
2018-02-15T04:37:19.843Z,,54,,,,53.9,
2018-02-15T04:37:29.835Z,,54,,,,53.9,
2018-02-15T04:37:39.838Z,,54,,,,53.9,
2018-02-15T04:37:49.877Z,,54,,,,53.9,
2018-02-15T04:37:59.865Z,64.6,54,,,,53.9,
2018-02-15T04:38:09.943Z,,54,,,,53.9,
2018-02-15T04:38:25.057Z,64.7,54,,,,53.9,
2018-02-15T04:38:29.857Z,,54,,,,54,
2018-02-15T04:38:39.853Z,,54,,,,54,
2018-02-15T04:38:49.839Z,,54,,,,54,
2018-02-15T04:38:59.834Z,,54,,,,54,
2018-02-15T04:39:09.810Z,64.8,54,,,,54,30
2018-02-15T04:39:19.832Z,,54,,,,54,29
2018-02-15T04:39:29.864Z,,54,,,,54.1,
2018-02-15T04:39:39.816Z,,54,,,,54.1,
2018-02-15T04:39:49.862Z,,54,,,,54.1,
2018-02-15T04:39:59.894Z,64.9,54,,,,54.1,
2018-02-15T04:40:09.914Z,,54,,,,54.1,
2018-02-15T04:40:19.885Z,,54,,,,54.2,
2018-02-15T04:40:29.811Z,,54,,,,54.2,30
2018-02-15T04:40:39.825Z,62.9,54,,0,2,54.2,0
2018-02-15T04:40:49.828Z,61.9,54,,,,54.2,
2018-02-15T04:40:59.815Z,60.9,54,,,,54.2,
2018-02-15T04:41:09.869Z,59.8,54,,,,54.2,
2018-02-15T04:41:19.872Z,58.9,54,,,,54.3,
2018-02-15T04:41:29.879Z,57.9,54,,,,54.3,
2018-02-15T04:41:39.815Z,57.6,54,,,,54.3,
2018-02-15T04:41:49.824Z,56.9,54,,,,54.3,
2018-02-15T04:41:59.878Z,56.4,54,,,,54.3,
2018-02-15T04:42:09.827Z,55.9,54,,,,54.3,
2018-02-15T04:42:24.935Z,55.4,54,,,,54.3,
2018-02-15T04:42:29.875Z,54.8,54,,,,54.3,
2018-02-15T04:42:39.844Z,58.2,54,,0,2,54.2,39
2018-02-15T04:42:49.812Z,58.7,54,,,,54.2,35
2018-02-15T04:42:59.820Z,59,54,,,,54.1,29
2018-02-15T04:43:09.897Z,60,54,,,,54,
2018-02-15T04:43:19.819Z,60.2,54,,,,54,
2018-02-15T04:43:29.864Z,61.1,54,,,,53.9,
2018-02-15T04:43:39.829Z,61.2,54,,,,53.8,
2018-02-15T04:43:50.060Z,61.6,54,,,,53.8,
2018-02-15T04:43:59.899Z,62,54,,,,53.7,29
2018-02-15T04:44:09.933Z,62.1,54,,,,53.6,
2018-02-15T04:44:19.848Z,62.4,54,,,,53.6,
2018-02-15T04:44:29.832Z,62.6,54,,,,53.6,
2018-02-15T04:44:39.813Z,62.7,54,,,,53.5,30
2018-02-15T04:44:50.173Z,62.8,54,,,,53.5,29
2018-02-15T04:44:59.864Z,63.1,54,,,,53.5,
2018-02-15T04:45:09.823Z,,54,,,,53.5,
2018-02-15T04:45:19.827Z,,54,,,,53.5,
2018-02-15T04:45:29.817Z,63.2,54,,,,53.5,30
2018-02-15T04:45:39.814Z,63.3,54,,,,53.5,
2018-02-15T04:45:49.869Z,63.4,54,,,,53.5,
2018-02-15T04:45:59.819Z,,54,,,,53.5,29
2018-02-15T04:46:09.816Z,63.5,54,,,,53.5,
2018-02-15T04:46:19.820Z,63.6,54,,,,53.5,
2018-02-15T04:46:29.814Z,,54,,,,53.5,
2018-02-15T04:46:39.834Z,,54,,,,53.5,
2018-02-15T04:46:49.814Z,63.8,54,,,,53.5,
2018-02-15T04:46:59.823Z,,54,,,,53.5,
2018-02-15T04:47:09.824Z,,54,,,,53.5,
2018-02-15T04:47:19.842Z,,54,,,,53.5,
2018-02-15T04:47:29.830Z,63.9,54,,,,53.6,
2018-02-15T04:47:39.816Z,,54,,,,53.6,
2018-02-15T04:47:49.816Z,,54,,,,53.6,
2018-02-15T04:47:59.846Z,,54,,,,53.6,
2018-02-15T04:48:09.850Z,64,54,,,,53.6,
2018-02-15T04:48:19.886Z,,54,,,,53.6,
2018-02-15T04:48:29.820Z,,54,,,,53.6,
2018-02-15T04:48:39.891Z,,54,,,,53.6,
2018-02-15T04:48:49.991Z,,54,,,,53.6,
2018-02-15T04:48:59.912Z,64.1,54,,,,53.6,
2018-02-15T04:49:09.821Z,,54,,,,53.6,
2018-02-15T04:49:19.874Z,,54,,,,53.7,
2018-02-15T04:49:29.858Z,,54,,,,53.7,
2018-02-15T04:49:39.825Z,,54,,,,53.7,30
2018-02-15T04:49:49.847Z,64.2,54,,,,53.7,29
2018-02-15T04:49:59.841Z,,54,,,,53.7,
2018-02-15T04:50:09.833Z,,54,,,,53.7,30
2018-02-15T04:50:19.823Z,,54,,,,53.7,
2018-02-15T04:50:29.838Z,64.4,54,,,,53.8,29
2018-02-15T04:50:39.820Z,,54,,,,53.7,30
2018-02-15T04:50:49.855Z,,54,,,,53.8,29
2018-02-15T04:50:59.836Z,64.5,54,,,,53.8,
2018-02-15T04:51:09.850Z,,54,,,,53.8,30
2018-02-15T04:51:19.821Z,,54,,,,53.8,29
2018-02-15T04:51:34.883Z,,54,,,,53.8,
2018-02-15T04:51:39.864Z,64.6,54,,,,53.8,
2018-02-15T04:51:49.820Z,,54,,,,53.8,
2018-02-15T04:51:59.884Z,,54,,,,53.9,
2018-02-15T04:52:09.912Z,64.7,54,,,,53.9,
2018-02-15T04:52:19.875Z,,54,,,,53.9,
2018-02-15T04:52:29.821Z,,54,,,,53.9,
2018-02-15T04:52:39.822Z,,54,,,,53.9,
2018-02-15T04:52:49.858Z,,54,,,,53.9,
2018-02-15T04:52:59.848Z,64.8,54,,,,53.9,
2018-02-15T04:53:09.890Z,,54,,,,54,
2018-02-15T04:53:19.880Z,,54,,,,54,
2018-02-15T04:53:29.831Z,,54,,,,54,
2018-02-15T04:53:39.821Z,64.9,54,,,,54,
2018-02-15T04:53:49.822Z,,54,,,,54,
2018-02-15T04:53:59.873Z,,54,,,,54,
2018-02-15T04:54:09.859Z,,54,,0,2,54.1,0
2018-02-15T04:54:19.973Z,61.9,54,,,,54.1,
2018-02-15T04:54:29.824Z,60.9,54,,,,54.1,
2018-02-15T04:54:39.943Z,59.8,54,,,,54.1,
2018-02-15T04:54:49.821Z,58.9,54,,,,54.1,
2018-02-15T04:54:59.848Z,58.6,54,,,,54.2,
2018-02-15T04:55:09.844Z,57.8,54,,,,54.2,
2018-02-15T04:55:19.824Z,56.9,54,,,,54.2,
2018-02-15T04:55:29.820Z,56.6,54,,,,54.2,
2018-02-15T04:55:44.920Z,55.9,54,,,,54.2,
2018-02-15T04:55:50.049Z,55.6,54,,,,54.2,
2018-02-15T04:55:59.825Z,55.2,54,,,,54.1,
2018-02-15T04:56:09.841Z,57,54,,0,2,54.1,43
2018-02-15T04:56:19.819Z,58.2,54,,,,54.1,38
2018-02-15T04:56:29.825Z,59,54,,,,54,29
2018-02-15T04:56:39.836Z,60,54,,,,53.9,29
2018-02-15T04:56:49.855Z,60.1,54,,,,53.9,
2018-02-15T04:56:59.826Z,60.6,54,,,,53.8,
2018-02-15T04:57:09.833Z,61.1,54,,,,53.7,
2018-02-15T04:57:25.164Z,61.4,54,,,,53.6,
2018-02-15T04:57:29.980Z,62,54,,,,53.6,
2018-02-15T04:57:39.837Z,,54,,,,53.5,
2018-02-15T04:57:49.828Z,62.4,54,,,,53.5,
2018-02-15T04:57:59.820Z,62.5,54,,,,53.4,
2018-02-15T04:58:09.916Z,62.6,54,,,,53.4,
2018-02-15T04:58:19.849Z,62.8,54,,,,53.4,
2018-02-15T04:58:29.829Z,,54,,,,53.4,
2018-02-15T04:58:39.880Z,63.1,54,,,,53.4,30
2018-02-15T04:58:49.823Z,,54,,,,53.4,29
2018-02-15T04:58:59.839Z,63.2,54,,,,53.4,
2018-02-15T04:59:09.865Z,63.3,54,,,,53.4,
2018-02-15T04:59:19.847Z,63.4,54,,,,53.4,30
2018-02-15T04:59:29.822Z,,54,,,,53.4,29
2018-02-15T04:59:39.825Z,63.5,54,,,,53.4,
2018-02-15T04:59:49.852Z,,54,,,,53.4,
2018-02-15T04:59:59.821Z,63.6,54,,,,53.4,
2018-02-15T05:00:09.836Z,,54,,,,53.4,
2018-02-15T05:00:19.864Z,63.8,54,,,,53.4,
2018-02-15T05:00:29.830Z,,54,,,,53.4,
2018-02-15T05:00:39.828Z,,54,,,,53.4,30
2018-02-15T05:00:49.958Z,,54,,,,53.5,29
2018-02-15T05:00:59.831Z,63.9,54,,,,53.5,
2018-02-15T05:01:09.860Z,,54,,,,53.5,
2018-02-15T05:01:19.851Z,,54,,,,53.5,30
2018-02-15T05:01:29.864Z,,54,,,,53.5,29
2018-02-15T05:01:39.902Z,63.9,54,,,,53.5,
2018-02-15T05:01:49.830Z,64,54,,,,53.5,
2018-02-15T05:01:59.823Z,,54,,,,53.5,
2018-02-15T05:02:09.907Z,,54,,,,53.5,
2018-02-15T05:02:19.868Z,,54,,,,53.6,30
2018-02-15T05:02:29.846Z,64.1,54,,,,53.6,
2018-02-15T05:02:39.829Z,,54,,,,53.6,
2018-02-15T05:02:49.870Z,,54,,,,53.6,29
2018-02-15T05:02:59.866Z,,54,,,,53.6,
2018-02-15T05:03:09.841Z,64.2,54,,,,53.6,
2018-02-15T05:03:19.825Z,,54,,,,53.6,
2018-02-15T05:03:29.842Z,,54,,,,53.6,
2018-02-15T05:03:39.954Z,,54,,,,53.6,
2018-02-15T05:03:49.826Z,,54,,,,53.7,
2018-02-15T05:03:59.830Z,64.4,54,,,,53.7,
2018-02-15T05:04:09.880Z,,54,,,,53.7,
2018-02-15T05:04:19.826Z,,54,,,,53.7,
2018-02-15T05:04:29.913Z,64.5,54,,,,53.7,
2018-02-15T05:04:40.038Z,,54,,,,53.7,
2018-02-15T05:04:50.025Z,,54,,,,53.7,
2018-02-15T05:04:59.926Z,,54,,,,53.8,
2018-02-15T05:05:09.860Z,64.6,54,,,,53.8,
2018-02-15T05:05:19.926Z,,54,,,,53.8,
2018-02-15T05:05:29.831Z,,54,,,,53.8,
2018-02-15T05:05:39.847Z,,54,,,,53.8,
2018-02-15T05:05:55.023Z,64.7,54,,,,53.8,
2018-02-15T05:05:59.830Z,,54,,,,53.9,
2018-02-15T05:06:09.907Z,,54,,,,53.9,30
2018-02-15T05:06:19.841Z,64.8,54,,,,53.9,29
2018-02-15T05:06:30.200Z,,54,,,,53.9,
2018-02-15T05:06:39.826Z,,54,,,,53.9,
2018-02-15T05:06:49.975Z,,54,,,,53.9,30
2018-02-15T05:06:59.845Z,,54,,,,53.9,29
2018-02-15T05:07:09.898Z,64.9,54,,,,54,
2018-02-15T05:07:19.879Z,,54,,,,54,
2018-02-15T05:07:29.846Z,,54,,,,54,
2018-02-15T05:07:39.839Z,63.5,54,,0,2,54,0
2018-02-15T05:07:49.924Z,61.8,54,,,,54,
2018-02-15T05:07:59.852Z,60.9,54,,,,54.1,
2018-02-15T05:08:09.828Z,59.8,54,,,,54.1,
2018-02-15T05:08:19.923Z,58.9,54,,,,54.1,
2018-02-15T05:08:29.841Z,57.9,54,,,,54.1,
2018-02-15T05:08:39.849Z,57.6,54,,,,54.1,
2018-02-15T05:08:49.843Z,56.9,54,,,,54.2,
2018-02-15T05:09:00.165Z,56.4,54,,,,54.1,
2018-02-15T05:09:09.840Z,55.9,54,,,,54.1,
2018-02-15T05:09:19.829Z,55.5,54,,,,54.1,
2018-02-15T05:09:29.837Z,54.9,54,,,,54.1,
2018-02-15T05:09:39.858Z,58,54,,0,2,54,39
2018-02-15T05:09:49.852Z,58.6,54,,,,54,35
2018-02-15T05:09:59.890Z,59,54,,,,53.9,29
2018-02-15T05:10:10.001Z,60,54,,,,53.8,
2018-02-15T05:10:19.891Z,60.2,54,,,,53.8,30
2018-02-15T05:10:29.832Z,61.1,54,,,,53.7,30
2018-02-15T05:10:39.932Z,61.2,54,,,,53.6,29
2018-02-15T05:10:49.912Z,61.5,54,,,,53.6,30
2018-02-15T05:10:59.842Z,62,54,,,,53.5,29
2018-02-15T05:11:09.903Z,62.1,54,,,,53.4,
2018-02-15T05:11:19.831Z,62.4,54,,,,53.4,
2018-02-15T05:11:29.907Z,62.5,54,,,,53.4,
2018-02-15T05:11:39.874Z,62.7,54,,,,53.4,
2018-02-15T05:11:49.950Z,62.8,54,,,,53.3,
2018-02-15T05:11:59.894Z,62.9,54,,,,53.3,
2018-02-15T05:12:09.838Z,63.1,54,,,,53.3,
2018-02-15T05:12:19.876Z,63.2,54,,,,53.3,
2018-02-15T05:12:29.965Z,,54,,,,53.3,30
2018-02-15T05:12:44.981Z,63.3,54,,,,53.3,29
2018-02-15T05:12:49.861Z,63.4,54,,,,53.3,
2018-02-15T05:12:59.844Z,,54,,,,53.3,
2018-02-15T05:13:09.845Z,63.5,54,,,,53.3,
2018-02-15T05:13:20.024Z,63.6,54,,,,53.3,
2018-02-15T05:13:29.881Z,,54,,,,53.3,30
2018-02-15T05:13:39.892Z,,54,,,,53.3,29
2018-02-15T05:13:49.950Z,63.8,54,,,,53.4,
2018-02-15T05:13:59.836Z,,54,,,,53.4,
2018-02-15T05:14:09.888Z,,54,,,,53.4,30
2018-02-15T05:14:19.837Z,63.9,54,,,,53.4,29
2018-02-15T05:14:29.868Z,,54,,,,53.4,
2018-02-15T05:14:39.905Z,,54,,,,53.4,
2018-02-15T05:14:50.172Z,,54,,,,53.4,
2018-02-15T05:14:59.918Z,63.9,54,,,,53.4,30
2018-02-15T05:15:09.837Z,64,54,,,,53.5,29
2018-02-15T05:15:19.836Z,,54,,,,53.5,30
2018-02-15T05:15:29.886Z,,54,,,,53.5,29
2018-02-15T05:15:39.973Z,,54,,,,53.5,
2018-02-15T05:15:49.847Z,,54,,,,53.5,
2018-02-15T05:15:59.839Z,64.1,54,,,,53.5,
2018-02-15T05:16:09.835Z,,54,,,,53.5,
2018-02-15T05:16:19.835Z,,54,,,,53.5,
2018-02-15T05:16:29.856Z,,54,,,,53.5,30
2018-02-15T05:16:39.837Z,,54,,,,53.6,29
2018-02-15T05:16:49.838Z,64.2,54,,,,53.6,30
2018-02-15T05:16:59.868Z,,54,,,,53.6,29
2018-02-15T05:17:09.948Z,,54,,,,53.6,
2018-02-15T05:17:19.851Z,64.4,54,,,,53.6,
2018-02-15T05:17:29.876Z,,54,,,,53.6,
2018-02-15T05:17:39.953Z,,54,,,,53.6,
2018-02-15T05:17:49.889Z,,54,,,,53.6,
2018-02-15T05:18:04.954Z,64.5,54,,,,53.6,
2018-02-15T05:18:09.850Z,,54,,,,53.7,
2018-02-15T05:18:19.906Z,,54,,,,53.7,
2018-02-15T05:18:29.834Z,64.6,54,,,,53.7,
2018-02-15T05:18:39.840Z,,54,,,,53.7,
2018-02-15T05:18:49.846Z,,54,,,,53.7,
2018-02-15T05:18:59.834Z,,54,,,,53.7,
2018-02-15T05:19:09.881Z,64.7,54,,,,53.7,30
2018-02-15T05:19:19.918Z,,54,,,,53.8,29
2018-02-15T05:19:29.875Z,,54,,,,53.8,
2018-02-15T05:19:39.858Z,,54,,,,53.8,
2018-02-15T05:19:49.856Z,64.8,54,,,,53.8,
2018-02-15T05:19:59.869Z,,54,,,,53.9,
2018-02-15T05:20:09.877Z,,54,,,,53.9,
2018-02-15T05:20:19.882Z,,54,,,,53.9,
2018-02-15T05:20:29.885Z,64.9,54,,,,53.9,
2018-02-15T05:20:39.853Z,,54,,,,53.9,30
2018-02-15T05:20:49.894Z,,54,,,,54,29
2018-02-15T05:20:59.885Z,64.9,54,,0,2,54,0
2018-02-15T05:21:09.977Z,61.8,54,,,,54,
2018-02-15T05:21:19.884Z,60.9,54,,,,54,
2018-02-15T05:21:29.852Z,59.8,54,,,,54,
2018-02-15T05:21:39.837Z,58.9,54,,,,54.1,
2018-02-15T05:21:49.902Z,58.5,54,,,,54.1,
2018-02-15T05:21:59.916Z,57.8,54,,,,54.1,
2018-02-15T05:22:09.926Z,56.9,54,,,,54.1,
2018-02-15T05:22:19.843Z,56.5,54,,,,54.1,
2018-02-15T05:22:29.835Z,55.9,54,,,,54.1,
2018-02-15T05:22:39.916Z,55.5,54,,,,54.1,
2018-02-15T05:22:49.836Z,54.9,54,,,,54,
2018-02-15T05:22:59.904Z,57.4,54,,0,2,54,41
2018-02-15T05:23:10.123Z,58.4,54,,,,54,37
2018-02-15T05:23:20.025Z,59.1,54,,,,53.9,29
2018-02-15T05:23:29.845Z,60,54,,,,53.8,29
2018-02-15T05:23:39.914Z,60.2,54,,,,53.7,
2018-02-15T05:23:49.904Z,61.1,54,,,,53.7,29
2018-02-15T05:23:59.877Z,61.2,54,,0,2,53.6,
2018-02-15T05:24:09.851Z,61.5,54,,,,53.5,
2018-02-15T05:24:20.071Z,62,54,,,,53.5,
2018-02-15T05:24:29.879Z,62.1,54,,,,53.4,30
2018-02-15T05:24:39.849Z,62.2,54,,,,53.4,29
2018-02-15T05:24:49.899Z,62.5,54,,,,53.3,
2018-02-15T05:25:05.000Z,62.6,54,,,,53.3,
2018-02-15T05:25:10.021Z,62.7,54,,,,53.3,
2018-02-15T05:25:19.950Z,62.8,54,,,,53.3,
2018-02-15T05:25:29.872Z,62.9,54,,,,53.3,
2018-02-15T05:25:39.845Z,62.9,54,,,,53.3,
2018-02-15T05:25:49.994Z,63.1,54,,,,53.3,
2018-02-15T05:25:59.869Z,63.2,54,,,,53.3,
2018-02-15T05:26:09.842Z,63.3,54,,,,53.3,
2018-02-15T05:26:19.859Z,,54,,,,53.3,
2018-02-15T05:26:29.911Z,63.4,54,,,,53.3,
2018-02-15T05:26:39.927Z,,54,,,,53.3,
2018-02-15T05:26:50.020Z,,54,,,,53.3,
2018-02-15T05:26:59.870Z,63.5,54,,,,53.4,30
2018-02-15T05:27:09.906Z,,54,,,,53.3,29
2018-02-15T05:27:24.983Z,,54,,,,53.4,
2018-02-15T05:27:29.839Z,,54,,,,53.4,
2018-02-15T05:27:39.844Z,,54,,,,53.4,
2018-02-15T05:27:49.952Z,63.6,54,,,,53.4,
2018-02-15T05:27:59.850Z,,54,,,,53.4,30
2018-02-15T05:28:09.845Z,,54,,,,53.4,29
2018-02-15T05:28:19.896Z,,54,,,,53.4,
2018-02-15T05:28:29.843Z,,54,,,,53.4,
2018-02-15T05:28:39.848Z,,54,,,,53.4,
