Time,ChActive,HwActive,HwTSet,HwTOutlet,PrimTSet,PrimT,ActPow
2017-12-21T03:14:18.733Z,,,54,25.4,,,
2017-12-21T03:14:28.736Z,,,54,25.4,,,
2017-12-21T03:14:38.762Z,,,54,25.4,,28.8,
2017-12-21T03:14:48.731Z,,,54,25.3,,,
2017-12-21T03:14:58.738Z,,,54,25.3,,,
2017-12-21T03:15:08.835Z,,,54,25.3,,,
2017-12-21T03:15:18.738Z,,,54,25.3,,,
2017-12-21T03:15:28.758Z,,,54,25.1,,,
2017-12-21T03:15:38.734Z,,,54,25.1,,28.9,
2017-12-21T03:15:48.731Z,,,54,25.1,,,
2017-12-21T03:15:58.739Z,,,54,25.1,,,
2017-12-21T03:16:08.831Z,,,54,25,,,
2017-12-21T03:16:18.733Z,,,54,25,,29,
2017-12-21T03:16:28.753Z,,,54,25,,,
2017-12-21T03:16:38.732Z,,,54,25,,,
2017-12-21T03:16:48.746Z,,,54,24.9,,,
2017-12-21T03:16:58.734Z,,,54,24.9,,,
2017-12-21T03:17:08.825Z,,,54,24.9,,,
2017-12-21T03:17:18.736Z,,,54,24.8,,,
2017-12-21T03:17:28.775Z,,,54,24.8,,29.2,
2017-12-21T03:17:38.738Z,,,54,24.8,,,
2017-12-21T03:17:48.736Z,,,54,24.7,,,
2017-12-21T03:17:58.733Z,,,54,24.7,,,
2017-12-21T03:18:08.837Z,,,54,24.7,,,
2017-12-21T03:18:18.741Z,,,54,24.7,,,
2017-12-21T03:18:28.762Z,,,54,24.5,,,
2017-12-21T03:18:38.733Z,,,54,24.5,,,
2017-12-21T03:18:48.733Z,,,54,24.5,,,
2017-12-21T03:18:58.734Z,,,54,24.4,,,
2017-12-21T03:19:08.835Z,,,54,24.4,,,
2017-12-21T03:19:18.736Z,,,54,24.3,,,
2017-12-21T03:19:28.761Z,,,54,24.3,,,
2017-12-21T03:19:38.737Z,,,54,24.3,,,
2017-12-21T03:19:48.738Z,,,54,24.2,,,
2017-12-21T03:19:58.738Z,,,54,24.2,,,
2017-12-21T03:20:08.833Z,,,54,24.2,,,
2017-12-21T03:20:18.733Z,,,54,24,,,
2017-12-21T03:20:28.740Z,,,54,24,,,
2017-12-21T03:20:38.741Z,,,54,24,,,
2017-12-21T03:20:48.733Z,,,54,23.9,,,
2017-12-21T03:20:58.742Z,,,54,23.9,,,
2017-12-21T03:21:08.840Z,,,54,23.9,,,
2017-12-21T03:21:18.909Z,,,54,23.9,,,
2017-12-21T03:21:28.737Z,,,54,23.9,,,
2017-12-21T03:21:38.740Z,,,54,23.8,,,
2017-12-21T03:21:48.745Z,,,54,23.8,,,
2017-12-21T03:21:58.735Z,,,54,23.7,,,
2017-12-21T03:22:08.831Z,,,54,23.7,,29,
2017-12-21T03:22:18.735Z,,,54,23.7,,,
2017-12-21T03:22:28.735Z,,,54,23.7,,,
2017-12-21T03:22:38.736Z,,,54,23.6,,,
2017-12-21T03:22:48.736Z,,,54,23.6,,,
2017-12-21T03:22:58.736Z,,,54,23.6,,,
2017-12-21T03:23:08.848Z,,,54,23.6,,,
2017-12-21T03:23:18.736Z,,,54,23.4,,,
2017-12-21T03:23:28.737Z,,,54,23.4,,,
2017-12-21T03:23:38.737Z,,,54,23.4,,28.9,
2017-12-21T03:23:48.736Z,,,54,23.4,,29,
2017-12-21T03:23:58.738Z,,,54,23.3,,28.9,
2017-12-21T03:24:08.877Z,,,54,23.3,,28.9,
2017-12-21T03:24:18.736Z,,,54,23.3,,,
2017-12-21T03:24:28.748Z,,,54,23.2,,,
2017-12-21T03:24:38.737Z,,,54,23.2,,,
2017-12-21T03:24:48.738Z,,,54,23.2,,,
2017-12-21T03:24:58.739Z,,,54,23.2,,,
2017-12-21T03:25:08.855Z,,,54,23.2,,,
2017-12-21T03:25:18.738Z,,,54,23.1,,,
2017-12-21T03:25:28.749Z,,,54,23.1,,,
2017-12-21T03:25:38.738Z,,,54,23.1,,,
2017-12-21T03:25:48.736Z,,,54,23.1,,,
2017-12-21T03:25:58.739Z,,,54,23,,,
2017-12-21T03:26:08.877Z,,,54,23,,28.8,
2017-12-21T03:26:18.739Z,,,54,23,,,
2017-12-21T03:26:28.749Z,,,54,23,,,
2017-12-21T03:26:38.740Z,,,54,22.8,,,
2017-12-21T03:26:48.740Z,,,54,22.8,,,
2017-12-21T03:26:58.740Z,,,54,22.8,,,
2017-12-21T03:27:08.831Z,,,54,22.8,,,
2017-12-21T03:27:18.740Z,,,54,22.8,,,
2017-12-21T03:27:28.753Z,,,54,22.8,,,
2017-12-21T03:27:38.740Z,,,54,22.7,,,
2017-12-21T03:27:48.873Z,,,54,22.7,,,
2017-12-21T03:27:58.740Z,,,54,22.7,,,
2017-12-21T03:28:08.856Z,,,54,22.7,,28.7,
2017-12-21T03:28:18.738Z,,,54,22.7,,,
2017-12-21T03:28:28.769Z,,,54,22.6,,,
2017-12-21T03:28:38.741Z,,,54,22.6,,,
2017-12-21T03:28:48.740Z,,,54,22.6,,,
2017-12-21T03:28:58.739Z,,,54,22.6,,,
2017-12-21T03:29:08.877Z,,,54,22.6,,,
2017-12-21T03:29:18.742Z,,,54,22.6,,,
2017-12-21T03:29:28.755Z,,,54,22.5,,,
2017-12-21T03:29:38.740Z,,,54,22.5,,,
2017-12-21T03:29:48.905Z,,,54,22.5,,,
2017-12-21T03:29:58.743Z,,,54,22.5,,,
2017-12-21T03:30:08.859Z,,,54,22.5,,,
2017-12-21T03:30:18.744Z,,,54,22.4,,28.6,
2017-12-21T03:30:28.743Z,,,54,22.4,,28.7,
2017-12-21T03:30:38.744Z,,,54,22.4,,28.6,
2017-12-21T03:30:48.742Z,,,54,22.4,,,
2017-12-21T03:30:58.742Z,,,54,22.4,,,
2017-12-21T03:31:08.878Z,,,54,22.4,,,
2017-12-21T03:31:18.739Z,,,54,22.4,,,
2017-12-21T03:31:28.759Z,,,54,22.2,,,
2017-12-21T03:31:38.741Z,,,54,22.2,,,
2017-12-21T03:31:48.745Z,,,54,22.2,,,
2017-12-21T03:31:58.745Z,,,54,22.2,,,
2017-12-21T03:32:08.847Z,,,54,22.2,,,
2017-12-21T03:32:18.741Z,,,54,22.2,,,
2017-12-21T03:32:28.791Z,,,54,22.2,,,
2017-12-21T03:32:38.746Z,,,54,22.1,,,
2017-12-21T03:32:48.741Z,,,54,22.1,,28.4,
2017-12-21T03:32:58.741Z,,,54,22.1,,28.6,
2017-12-21T03:33:08.847Z,,,54,22.1,,28.4,
2017-12-21T03:33:18.746Z,,,54,22.1,,28.6,
2017-12-21T03:33:28.743Z,,,54,22.1,,28.4,
2017-12-21T03:33:38.742Z,,,54,22.1,,,
2017-12-21T03:33:48.744Z,,,54,22,,,
2017-12-21T03:33:58.745Z,,,54,22,,,
2017-12-21T03:34:08.869Z,,,54,22,,,
2017-12-21T03:34:18.741Z,,,54,22,,,
2017-12-21T03:34:28.756Z,,,54,22,,,
2017-12-21T03:34:38.747Z,,,54,22,,,
2017-12-21T03:34:48.744Z,,,54,22,,,
2017-12-21T03:34:58.744Z,,,54,22,,,
2017-12-21T03:35:08.878Z,,,54,22,,,
2017-12-21T03:35:18.747Z,,,54,21.9,,,
2017-12-21T03:35:28.749Z,,,54,21.9,,,
2017-12-21T03:35:38.748Z,,,54,21.9,,,
2017-12-21T03:35:48.745Z,,,54,21.9,,,
2017-12-21T03:35:58.742Z,,,54,21.9,,,
2017-12-21T03:36:08.867Z,,,54,21.9,,28.3,
2017-12-21T03:36:18.750Z,,,54,21.9,,,
2017-12-21T03:36:28.760Z,,,54,21.9,,28.4,
2017-12-21T03:36:38.745Z,,,54,21.9,,28.3,
2017-12-21T03:36:48.775Z,,,54,21.7,,,
2017-12-21T03:36:58.745Z,,,54,21.7,,,
2017-12-21T03:37:08.851Z,,,54,21.7,,,
2017-12-21T03:37:18.747Z,,,54,21.7,,,
2017-12-21T03:37:28.748Z,,,54,21.7,,,
2017-12-21T03:37:38.743Z,,,54,21.7,,,
2017-12-21T03:37:48.744Z,,,54,21.7,,,
2017-12-21T03:37:58.744Z,,,54,21.7,,,
2017-12-21T03:38:08.851Z,,,54,21.6,,,
2017-12-21T03:38:18.746Z,,,54,21.6,,,
2017-12-21T03:38:28.744Z,,,54,21.6,,,
2017-12-21T03:38:38.752Z,,,54,21.6,,,
2017-12-21T03:38:48.747Z,,,54,21.6,,,
2017-12-21T03:38:58.744Z,,,54,21.6,,,
2017-12-21T03:39:08.859Z,,,54,21.6,,,
2017-12-21T03:39:18.753Z,,,54,21.6,,,
2017-12-21T03:39:28.747Z,,,54,21.6,,,
2017-12-21T03:39:38.747Z,1,0,54,21.5,,30.6,43
2017-12-21T03:39:48.751Z,,,54,21.5,,34.2,32
2017-12-21T03:39:58.755Z,,,54,21.6,,32.8,29
2017-12-21T03:40:08.879Z,,,54,21.5,,33.1,
2017-12-21T03:40:18.750Z,,,54,21.6,,33.4,
2017-12-21T03:40:28.750Z,,,54,21.6,,33.5,
2017-12-21T03:40:38.750Z,,,54,21.7,,33.7,
2017-12-21T03:40:48.752Z,,,54,21.9,,33.8,
2017-12-21T03:40:58.750Z,,,54,22.1,,34,
2017-12-21T03:41:08.856Z,,,54,22.2,,34.1,
2017-12-21T03:41:18.754Z,,,54,22.5,,34.3,
2017-12-21T03:41:28.751Z,,,54,22.7,,34.4,
2017-12-21T03:41:38.746Z,,,54,23,,34.5,
2017-12-21T03:41:48.750Z,,,54,23.2,,,
2017-12-21T03:41:58.747Z,,,54,23.3,,34.7,30
2017-12-21T03:42:08.839Z,,,54,23.4,,34.8,
2017-12-21T03:42:18.748Z,,,54,23.7,,35.1,29
2017-12-21T03:42:28.746Z,,,54,23.8,,35.2,
2017-12-21T03:42:38.747Z,,,54,23.9,,35.4,
2017-12-21T03:42:48.746Z,,,54,24,,35.5,
2017-12-21T03:42:58.748Z,,,54,24,,35.7,
2017-12-21T03:43:08.859Z,,,54,24.2,,35.8,
2017-12-21T03:43:18.748Z,,,54,24.2,,36,
2017-12-21T03:43:28.815Z,,,54,24.3,,36.1,
2017-12-21T03:43:38.752Z,,,54,24.4,,36.3,
2017-12-21T03:43:48.750Z,,,54,24.4,,36.4,
2017-12-21T03:43:58.748Z,,,54,24.5,,36.6,
2017-12-21T03:44:08.878Z,1,0,54,24.5,,34.8,0
2017-12-21T03:44:18.747Z,,,54,24.7,,33.5,
2017-12-21T03:44:28.748Z,,,54,24.8,,32.7,
2017-12-21T03:44:38.748Z,,,54,24.8,,31.9,
2017-12-21T03:44:48.748Z,,,54,24.8,,31.4,
2017-12-21T03:44:58.749Z,,,54,24.9,,30.9,
2017-12-21T03:45:09.086Z,,,54,24.9,,30.5,
2017-12-21T03:45:19.073Z,,,54,24.9,,30.2,
2017-12-21T03:45:29.082Z,,,54,24.9,,29.9,
2017-12-21T03:45:39.119Z,,,54,24.9,,29.5,
2017-12-21T03:45:48.749Z,,,54,24.9,,29.2,
2017-12-21T03:45:58.753Z,,,54,24.9,,28.9,
2017-12-21T03:46:08.848Z,,,54,24.9,,28.7,
2017-12-21T03:46:18.758Z,,,54,24.9,,28.6,
2017-12-21T03:46:28.753Z,,,54,24.9,,28.3,
2017-12-21T03:46:38.750Z,,,54,24.9,,28.2,
2017-12-21T03:46:48.753Z,,,54,24.9,,28.1,
2017-12-21T03:46:58.750Z,,,54,24.9,,27.8,
2017-12-21T03:47:08.855Z,,,54,24.9,,,
2017-12-21T03:47:18.751Z,,,54,24.9,,,
2017-12-21T03:47:28.752Z,,,54,24.9,,,
2017-12-21T03:47:38.749Z,,,54,24.9,,,
2017-12-21T03:47:48.750Z,,,54,24.9,,,
2017-12-21T03:47:58.754Z,,,54,24.9,,,
2017-12-21T03:48:08.862Z,,,54,24.9,,,
2017-12-21T03:48:18.752Z,,,54,24.9,,,
2017-12-21T03:48:28.752Z,,,54,24.9,,,
2017-12-21T03:48:38.751Z,,,54,25,,,
2017-12-21T03:48:48.754Z,,,54,25,,,
2017-12-21T03:48:58.755Z,,,54,25,,,
2017-12-21T03:49:08.857Z,,,54,24.9,,,
2017-12-21T03:49:18.754Z,,,54,24.9,,,
2017-12-21T03:49:28.758Z,,,54,24.9,,,
2017-12-21T03:49:38.758Z,,,54,24.9,,,
2017-12-21T03:49:48.761Z,,,54,24.9,,,
2017-12-21T03:49:58.760Z,,,54,24.9,,,
2017-12-21T03:50:08.857Z,,,54,24.9,,,
2017-12-21T03:50:18.755Z,,,54,24.9,,,
2017-12-21T03:50:28.759Z,,,54,24.8,,,
2017-12-21T03:50:38.760Z,,,54,24.8,,28,
2017-12-21T03:50:48.761Z,,,54,24.8,,,
2017-12-21T03:50:58.765Z,,,54,24.8,,,
2017-12-21T03:51:08.855Z,,,54,24.8,,,
2017-12-21T03:51:18.757Z,,,54,24.8,,,
2017-12-21T03:51:28.762Z,,,54,24.7,,,
2017-12-21T03:51:38.756Z,,,54,24.7,,,
2017-12-21T03:51:48.756Z,,,54,24.7,,28.1,
2017-12-21T03:51:58.755Z,,,54,24.7,,,
2017-12-21T03:52:08.856Z,,,54,24.5,,,
2017-12-21T03:52:18.828Z,,,54,24.5,,,
2017-12-21T03:52:28.756Z,,,54,24.5,,,
2017-12-21T03:52:38.757Z,,,54,24.4,,28.2,
2017-12-21T03:52:48.753Z,,,54,24.4,,,
2017-12-21T03:52:58.754Z,,,54,24.4,,,
2017-12-21T03:53:08.849Z,,,54,24.4,,,
2017-12-21T03:53:18.753Z,,,54,24.3,,,
2017-12-21T03:53:28.753Z,,,54,24.3,,,
2017-12-21T03:53:38.758Z,,,54,24.3,,,
2017-12-21T03:53:48.754Z,,,54,24.3,,28.3,
2017-12-21T03:53:58.755Z,,,54,24.2,,,
2017-12-21T03:54:08.893Z,,,54,24.2,,,
2017-12-21T03:54:18.757Z,,,54,24.2,,,
2017-12-21T03:54:28.759Z,,,54,24,,,
2017-12-21T03:54:38.758Z,,,54,24,,,
2017-12-21T03:54:48.754Z,,,54,24,,,
2017-12-21T03:54:58.755Z,,,54,23.9,,,
2017-12-21T03:55:08.851Z,,,54,23.9,,,
2017-12-21T03:55:18.758Z,,,54,23.9,,,
2017-12-21T03:55:28.756Z,,,54,23.9,,,
2017-12-21T03:55:38.755Z,,,54,23.8,,,
2017-12-21T03:55:48.755Z,,,54,23.8,,,
2017-12-21T03:55:58.755Z,,,54,23.8,,,
2017-12-21T03:56:08.846Z,,,54,23.7,,,
2017-12-21T03:56:18.755Z,,,54,23.7,,,
2017-12-21T03:56:28.758Z,,,54,23.7,,,
2017-12-21T03:56:38.757Z,,,54,23.7,,,
2017-12-21T03:56:48.757Z,,,54,23.6,,,
2017-12-21T03:56:58.757Z,,,54,23.6,,,
2017-12-21T03:57:08.857Z,,,54,23.6,,,
2017-12-21T03:57:18.761Z,,,54,23.4,,,
2017-12-21T03:57:28.761Z,,,54,23.4,,,
2017-12-21T03:57:38.756Z,,,54,23.4,,,
2017-12-21T03:57:48.763Z,,,54,23.4,,,
2017-12-21T03:57:58.762Z,,,54,23.3,,,
2017-12-21T03:58:08.861Z,,,54,23.3,,,
2017-12-21T03:58:18.757Z,,,54,23.3,,,
2017-12-21T03:58:28.756Z,,,54,23.3,,,
2017-12-21T03:58:38.757Z,,,54,23.2,,28.2,
2017-12-21T03:58:48.757Z,,,54,23.2,,,
2017-12-21T03:58:58.757Z,,,54,23.2,,,
2017-12-21T03:59:08.864Z,,,54,23.2,,,
2017-12-21T03:59:18.757Z,,,54,23.1,,,
2017-12-21T03:59:28.758Z,,,54,23.1,,,
2017-12-21T03:59:38.759Z,,,54,23.1,,,
2017-12-21T03:59:48.759Z,,,54,23.1,,,
2017-12-21T03:59:58.760Z,,,54,23,,,
2017-12-21T04:00:08.861Z,,,54,23,,,
2017-12-21T04:00:18.761Z,,,54,23,,,
2017-12-21T04:00:28.763Z,,,54,23,,,
2017-12-21T04:00:38.761Z,,,54,22.8,,,
2017-12-21T04:00:48.764Z,,,54,22.8,,28.1,
2017-12-21T04:00:58.762Z,,,54,22.8,,,
2017-12-21T04:01:08.858Z,,,54,22.8,,,
2017-12-21T04:01:18.761Z,,,54,22.7,,,
2017-12-21T04:01:28.759Z,,,54,22.7,,,
2017-12-21T04:01:38.759Z,,,54,22.7,,,
2017-12-21T04:01:48.767Z,,,54,22.7,,,
2017-12-21T04:01:58.759Z,,,54,22.7,,,
2017-12-21T04:02:08.848Z,,,54,22.7,,,
2017-12-21T04:02:18.760Z,,,54,22.6,,,
2017-12-21T04:02:28.763Z,,,54,22.6,,,
2017-12-21T04:02:38.761Z,,,54,22.6,,,
2017-12-21T04:02:48.763Z,,,54,22.6,,28,
2017-12-21T04:02:58.760Z,,,54,22.5,,,
2017-12-21T04:03:08.859Z,,,54,22.6,,,
2017-12-21T04:03:18.764Z,,,54,22.5,,,
2017-12-21T04:03:28.764Z,,,54,22.5,,,
2017-12-21T04:03:38.761Z,,,54,22.5,,,
2017-12-21T04:03:48.763Z,,,54,22.5,,,
2017-12-21T04:03:58.767Z,,,54,22.5,,,
2017-12-21T04:04:08.895Z,,,54,22.4,,,
2017-12-21T04:04:18.759Z,,,54,22.4,,,
2017-12-21T04:04:28.769Z,,,54,22.4,,,
2017-12-21T04:04:38.763Z,,,54,22.4,,,
2017-12-21T04:04:48.760Z,,,54,22.4,,,
2017-12-21T04:04:58.769Z,,,54,22.2,,,
2017-12-21T04:05:08.867Z,,,54,22.2,,27.8,
2017-12-21T04:05:18.769Z,,,54,22.2,,28,
2017-12-21T04:05:28.771Z,,,54,22.2,,27.8,
2017-12-21T04:05:38.763Z,,,54,22.2,,,
2017-12-21T04:05:48.762Z,,,54,22.2,,,
2017-12-21T04:05:58.767Z,,,54,22.1,,,
2017-12-21T04:06:08.867Z,,,54,22.1,,,
2017-12-21T04:06:18.766Z,,,54,22.1,,,
2017-12-21T04:06:28.763Z,,,54,22.1,,,
2017-12-21T04:06:38.764Z,,,54,22.1,,,
2017-12-21T04:06:48.762Z,,,54,22.1,,,
2017-12-21T04:06:58.777Z,,,54,22.1,,,
2017-12-21T04:07:08.853Z,,,54,22,,,
2017-12-21T04:07:18.763Z,,,54,22,,,
2017-12-21T04:07:28.773Z,,,54,22,,,
2017-12-21T04:07:38.763Z,,,54,22,,27.7,
2017-12-21T04:07:48.763Z,,,54,22,,27.8,
2017-12-21T04:07:58.766Z,,,54,22,,27.7,
2017-12-21T04:08:08.868Z,,,54,22,,,
2017-12-21T04:08:18.767Z,1,0,54,21.9,61,27.7,0
2017-12-21T04:08:28.763Z,,,54,21.9,,,
2017-12-21T04:08:38.764Z,,,54,21.9,,,
2017-12-21T04:08:48.765Z,,,54,21.9,,,
2017-12-21T04:08:58.765Z,,,54,21.9,,,
2017-12-21T04:09:08.865Z,,,54,21.9,,,
2017-12-21T04:09:18.765Z,,,54,21.9,,,
2017-12-21T04:09:28.765Z,,,54,21.7,,,
2017-12-21T04:09:38.765Z,,,54,21.7,,,
2017-12-21T04:09:48.770Z,,,54,21.7,,,
2017-12-21T04:09:58.766Z,,,54,21.7,,,
2017-12-21T04:10:08.867Z,,,54,21.7,,,
2017-12-21T04:10:18.764Z,,,54,21.7,,,
2017-12-21T04:10:28.765Z,,,54,21.7,,,
2017-12-21T04:10:38.765Z,,,54,21.7,,,
2017-12-21T04:10:48.782Z,,,54,21.7,,,
2017-12-21T04:10:58.767Z,,,54,21.6,,,
2017-12-21T04:11:08.860Z,,,54,21.6,,27.6,
2017-12-21T04:11:18.769Z,,,54,21.6,,,
2017-12-21T04:11:28.767Z,,,54,21.6,,,
2017-12-21T04:11:38.767Z,,,54,21.6,,,
2017-12-21T04:11:48.767Z,,,54,21.6,,,
2017-12-21T04:11:58.768Z,,,54,21.6,,,
2017-12-21T04:12:08.868Z,,,54,21.6,,,
2017-12-21T04:12:18.771Z,1,0,54,21.6,,28.3,45
2017-12-21T04:12:28.769Z,,,54,21.5,,33.5,34
2017-12-21T04:12:38.767Z,,,54,21.5,,32.7,29
2017-12-21T04:12:48.769Z,,,54,21.5,,32.3,
2017-12-21T04:12:58.773Z,,,54,21.5,,33.1,
2017-12-21T04:13:08.859Z,,,54,21.6,,33.2,
2017-12-21T04:13:18.766Z,,,54,21.7,,33.4,
2017-12-21T04:13:28.767Z,,,54,21.9,,33.6,
2017-12-21T04:13:38.768Z,,,54,22,,33.8,
2017-12-21T04:13:48.792Z,,,54,22.2,,33.9,30
2017-12-21T04:13:58.766Z,,,54,22.5,,34.1,29
2017-12-21T04:14:08.893Z,,,54,22.7,,34.2,
2017-12-21T04:14:18.771Z,,,54,23,,,
2017-12-21T04:14:28.770Z,,,54,23.2,,34.3,
2017-12-21T04:14:38.770Z,,,54,23.3,,34.4,
2017-12-21T04:14:48.766Z,,,54,23.4,,34.6,30
2017-12-21T04:14:58.771Z,,,54,23.7,,34.7,29
2017-12-21T04:15:08.883Z,,,54,23.8,,34.9,
2017-12-21T04:15:18.767Z,,,54,23.9,,35.1,
2017-12-21T04:15:28.771Z,,,54,23.9,,35.3,
2017-12-21T04:15:38.776Z,,,54,24,,35.4,
2017-12-21T04:15:48.771Z,,,54,24.2,,35.6,
2017-12-21T04:15:58.772Z,,,54,24.2,,35.7,
2017-12-21T04:16:08.876Z,,,54,24.3,,35.9,30
2017-12-21T04:16:18.768Z,,,54,24.4,,36.1,29
2017-12-21T04:16:28.864Z,,,54,24.4,,36.2,
2017-12-21T04:16:38.770Z,,,54,24.5,,36.4,
2017-12-21T04:16:48.768Z,,,54,24.5,,36.5,
2017-12-21T04:16:58.769Z,,,54,24.7,,36.7,
2017-12-21T04:17:08.875Z,,,54,24.8,,36.8,
2017-12-21T04:17:18.772Z,,,54,24.8,,37.1,
2017-12-21T04:17:28.772Z,,,54,24.9,,37.2,
2017-12-21T04:17:38.773Z,,,54,24.9,,37.3,30
2017-12-21T04:17:48.774Z,,,54,25,,37.5,29
2017-12-21T04:17:58.770Z,,,54,25.1,,37.7,
2017-12-21T04:18:08.864Z,,,54,25.3,,37.8,30
2017-12-21T04:18:18.775Z,,,54,25.4,,38,29
2017-12-21T04:18:28.770Z,,,54,25.5,,38.1,
2017-12-21T04:18:38.771Z,,,54,25.5,,38.3,
2017-12-21T04:18:48.785Z,,,54,25.6,,38.4,
2017-12-21T04:18:58.774Z,,,54,25.7,,38.5,
2017-12-21T04:19:08.877Z,,,54,25.9,,38.7,
2017-12-21T04:19:18.774Z,,,54,26,,38.9,
2017-12-21T04:19:28.775Z,,,54,26.1,,39.1,30
2017-12-21T04:19:38.769Z,,,54,26.2,,39.2,29
2017-12-21T04:19:48.770Z,,,54,26.3,,39.4,
2017-12-21T04:19:58.773Z,,,54,26.5,,39.5,
2017-12-21T04:20:08.866Z,,,54,26.5,,39.7,
2017-12-21T04:20:18.772Z,,,54,26.7,,39.8,
2017-12-21T04:20:28.774Z,,,54,26.8,,40,
2017-12-21T04:20:38.773Z,,,54,26.9,,40.1,
2017-12-21T04:20:48.771Z,,,54,27.1,,40.3,
2017-12-21T04:20:58.775Z,1,0,54,27.2,,39.6,0
2017-12-21T04:21:08.876Z,,,54,27.3,,37.6,
2017-12-21T04:21:18.774Z,,,54,27.5,,36.6,
2017-12-21T04:21:28.770Z,,,54,27.7,,35.9,
2017-12-21T04:21:38.777Z,,,54,27.8,,35.3,
2017-12-21T04:21:48.774Z,,,54,27.9,,34.7,
2017-12-21T04:21:58.778Z,,,54,27.9,,34.3,
2017-12-21T04:22:08.885Z,,,54,28,,34,
2017-12-21T04:22:18.779Z,,,54,28,,33.6,
2017-12-21T04:22:28.771Z,,,54,28.1,,33.3,
2017-12-21T04:22:38.772Z,,,54,28.1,,32.9,
2017-12-21T04:22:48.888Z,,,54,28.1,,32.7,
2017-12-21T04:22:58.779Z,,,54,28.1,,32.5,
2017-12-21T04:23:08.876Z,,,54,28.1,,32.3,
2017-12-21T04:23:18.775Z,,,54,28.1,,32.2,
2017-12-21T04:23:28.772Z,,,54,28.1,,32,
2017-12-21T04:23:38.776Z,,,54,28.1,,31.9,
2017-12-21T04:23:48.776Z,,,54,28.1,,31.7,
2017-12-21T04:23:58.774Z,,,54,28.1,,31.6,
2017-12-21T04:24:08.908Z,,,54,28.1,,,
2017-12-21T04:24:18.779Z,,,54,28.1,,,
2017-12-21T04:24:28.780Z,,,54,28.1,,,
2017-12-21T04:24:38.776Z,,,54,28,,,
2017-12-21T04:24:48.777Z,,,54,28.1,,,
2017-12-21T04:24:58.773Z,,,54,28.1,,,
2017-12-21T04:25:08.862Z,,,54,28.1,,,
2017-12-21T04:25:18.781Z,,,54,28.1,,31.5,
2017-12-21T04:25:33.897Z,,,54,28.1,,31.6,
2017-12-21T04:25:38.779Z,,,54,28.1,,31.5,
2017-12-21T04:25:48.782Z,,,54,28.1,,,
2017-12-21T04:25:58.782Z,,,54,28.1,,,
2017-12-21T04:26:08.882Z,,,54,28,,,
2017-12-21T04:26:18.778Z,,,54,28,,,
2017-12-21T04:26:28.780Z,,,54,28,,,
2017-12-21T04:26:38.797Z,,,54,27.9,,,
2017-12-21T04:26:48.777Z,,,54,27.9,,31.6,
2017-12-21T04:26:58.783Z,,,54,27.9,,,
2017-12-21T04:27:08.903Z,,,54,27.8,,,
2017-12-21T04:27:18.779Z,,,54,27.8,,,
2017-12-21T04:27:28.778Z,,,54,27.7,,,
2017-12-21T04:27:38.804Z,0,0,54,27.7,5,,
2017-12-21T04:27:48.783Z,,,54,27.5,,31.7,
2017-12-21T04:27:58.781Z,1,0,54,27.5,61,,
2017-12-21T04:28:08.884Z,0,0,54,27.4,5,,
2017-12-21T04:28:18.777Z,,,54,27.4,,,
2017-12-21T04:28:28.775Z,,,54,27.3,,31.8,
2017-12-21T04:28:38.775Z,,,54,27.3,,,
2017-12-21T04:28:48.775Z,,,54,27.2,,,
2017-12-21T04:28:58.775Z,1,0,54,27.2,61,,
2017-12-21T04:29:08.866Z,,,54,27.1,,31.9,
2017-12-21T04:29:18.775Z,,,54,27.1,,,
2017-12-21T04:29:28.774Z,,,54,26.9,,,
2017-12-21T04:29:38.778Z,,,54,26.9,,,
2017-12-21T04:29:48.776Z,,,54,26.8,,,
2017-12-21T04:29:58.776Z,,,54,26.8,,31.9,
2017-12-21T04:30:08.874Z,,,54,26.7,,31.9,
2017-12-21T04:30:18.777Z,,,54,26.7,,32,
2017-12-21T04:30:28.777Z,,,54,26.6,,,
2017-12-21T04:30:38.777Z,,,54,26.6,,,
2017-12-21T04:30:48.777Z,,,54,26.5,,,
2017-12-21T04:30:58.777Z,,,54,26.5,,,
2017-12-21T04:31:08.881Z,,,54,26.3,,,
2017-12-21T04:31:18.777Z,,,54,26.3,,,
2017-12-21T04:31:28.783Z,,,54,26.2,,,
2017-12-21T04:31:38.778Z,,,54,26.2,,,
2017-12-21T04:31:48.780Z,,,54,26.1,,,
2017-12-21T04:31:58.779Z,,,54,26.1,,,
2017-12-21T04:32:08.879Z,,,54,26.1,,,
2017-12-21T04:32:18.778Z,,,54,26,,,
2017-12-21T04:32:28.777Z,,,54,26,,,
2017-12-21T04:32:38.779Z,,,54,25.9,,31.9,
2017-12-21T04:32:48.783Z,,,54,25.9,,31.9,
2017-12-21T04:32:58.778Z,,,54,25.9,,31.9,
2017-12-21T04:33:08.896Z,,,54,25.7,,,
2017-12-21T04:33:18.780Z,,,54,25.7,,,
2017-12-21T04:33:28.780Z,,,54,25.6,,,
2017-12-21T04:33:38.779Z,,,54,25.6,,,
2017-12-21T04:33:48.777Z,,,54,25.6,,,
2017-12-21T04:33:58.780Z,,,54,25.5,,,
2017-12-21T04:34:08.899Z,,,54,25.5,,,
2017-12-21T04:34:18.779Z,,,54,25.4,,,
2017-12-21T04:34:28.780Z,,,54,25.4,,,
2017-12-21T04:34:38.780Z,,,54,25.4,,31.8,
