Time,PrimTSet,HwTOutlet,HwActive,HwTSet,ActPow,PrimT,ChActive
2017-12-15T06:21:13.951Z,,23.4,,54,29,42.8,
2017-12-15T06:21:23.939Z,,23.6,,54,30,42.9,
2017-12-15T06:21:33.937Z,,23.7,,54,29,43,
2017-12-15T06:21:44.015Z,,23.8,,54,,43.1,
2017-12-15T06:21:53.941Z,,23.9,,54,,43.2,
2017-12-15T06:22:04.033Z,,24,,54,,43.3,
2017-12-15T06:22:13.939Z,,24.2,,54,,43.4,
2017-12-15T06:22:23.944Z,,24.3,,54,,43.5,
2017-12-15T06:22:33.941Z,,24.5,0,54,0,43.4,2
2017-12-15T06:22:43.946Z,,24.5,,54,,40.9,
2017-12-15T06:22:53.943Z,,24.4,,54,,39.9,
2017-12-15T06:23:04.041Z,,24.3,,54,,39.4,
2017-12-15T06:23:13.978Z,,24.2,,54,,38.5,
2017-12-15T06:23:23.942Z,,24,,54,,38,
2017-12-15T06:23:33.941Z,,24,,54,,37.6,
2017-12-15T06:23:43.947Z,,24,,54,,37.2,
2017-12-15T06:23:53.943Z,,23.8,,54,,36.8,
2017-12-15T06:24:04.041Z,,23.7,,54,,36.5,
2017-12-15T06:24:27.224Z,,23.6,,54,,36.2,
2017-12-15T06:24:27.227Z,,23.4,,54,,35.9,
2017-12-15T06:24:33.941Z,,23.3,,54,,35.7,
2017-12-15T06:24:43.945Z,,23.3,,54,,35.5,
2017-12-15T06:24:53.981Z,,23.2,,54,,35.4,
2017-12-15T06:25:04.038Z,,23.3,,54,,35.2,
2017-12-15T06:25:13.937Z,,23.2,,54,,34.9,
2017-12-15T06:25:23.951Z,,23.1,,54,,34.8,
2017-12-15T06:25:33.977Z,,22.8,,54,,34.7,
2017-12-15T06:25:43.938Z,,22.7,,54,,,
2017-12-15T06:25:53.941Z,,22.6,,54,,,
2017-12-15T06:26:04.046Z,,22.7,,54,,,
2017-12-15T06:26:14.004Z,,22.8,,54,,,
2017-12-15T06:26:23.943Z,,22.7,,54,,34.6,
2017-12-15T06:26:33.940Z,,22.6,,54,,,
2017-12-15T06:26:43.945Z,,22.4,,54,,,
2017-12-15T06:26:53.939Z,,22.1,,54,,,
2017-12-15T06:27:04.041Z,,21.9,,54,,,
2017-12-15T06:27:13.946Z,,21.6,,54,,,
2017-12-15T06:27:23.947Z,,21.3,,54,,34.7,
2017-12-15T06:27:33.942Z,,21.1,,54,,,
2017-12-15T06:27:43.943Z,,20.8,,54,,,
2017-12-15T06:27:53.951Z,,20.6,,54,,,
2017-12-15T06:28:04.029Z,,20.4,,54,,,
2017-12-15T06:28:13.943Z,,20.2,,54,,34.8,
2017-12-15T06:28:23.945Z,,20.1,,54,,,
2017-12-15T06:28:33.943Z,,20,,54,,34.9,
2017-12-15T06:28:43.942Z,,19.7,,54,,,
2017-12-15T06:28:53.942Z,,19.6,,54,,,
2017-12-15T06:29:04.072Z,,19.4,,54,,35.1,
2017-12-15T06:29:13.949Z,,19.3,,54,,,
2017-12-15T06:29:24.003Z,,19.3,,54,,35.2,
2017-12-15T06:29:33.987Z,,19.2,,54,,,
2017-12-15T06:29:43.944Z,,19,,54,,35.3,
2017-12-15T06:29:53.954Z,,18.9,,54,,,
2017-12-15T06:30:04.049Z,,18.8,,54,,,
2017-12-15T06:30:13.960Z,,18.6,,54,,,
2017-12-15T06:30:23.949Z,,18.6,,54,,,
2017-12-15T06:30:33.970Z,,18.5,,54,,35.4,
2017-12-15T06:30:43.970Z,,18.5,,54,,,
2017-12-15T06:30:53.966Z,,18.4,,54,,,
2017-12-15T06:31:04.109Z,,18.4,,54,,,
2017-12-15T06:31:14.006Z,,18.2,,54,,,
2017-12-15T06:31:24.054Z,,18.2,,54,,,
2017-12-15T06:31:33.983Z,,18.1,,54,,,
2017-12-15T06:31:43.959Z,,18.1,,54,,,
2017-12-15T06:31:54.050Z,,17.9,,54,,,
2017-12-15T06:32:04.120Z,,17.9,,54,,,
2017-12-15T06:32:13.990Z,,17.8,,54,,,
2017-12-15T06:32:23.966Z,,17.8,,54,,,
2017-12-15T06:32:33.943Z,,17.7,,54,,,
2017-12-15T06:32:43.947Z,,17.7,,54,,,
2017-12-15T06:32:53.944Z,,17.7,,54,,,
2017-12-15T06:33:04.085Z,,17.5,,54,,35.3,
2017-12-15T06:33:13.945Z,,17.5,,54,,,
2017-12-15T06:33:23.946Z,,17.5,,54,,,
2017-12-15T06:33:33.942Z,,17.4,,54,,,
2017-12-15T06:33:43.945Z,,17.4,,54,,,
2017-12-15T06:33:53.951Z,,17.4,,54,,,
2017-12-15T06:34:04.053Z,,17.3,,54,,,
2017-12-15T06:34:13.950Z,,17.3,,54,,,
2017-12-15T06:34:23.963Z,,17.1,,54,,35.2,
2017-12-15T06:34:33.963Z,,17.1,0,54,38,39.3,2
2017-12-15T06:34:43.946Z,,17.1,,54,29,40.4,
2017-12-15T06:34:53.946Z,,17.4,,54,30,38.6,
2017-12-15T06:35:04.046Z,,18.1,,54,29,40,
2017-12-15T06:35:13.947Z,,18.6,,54,,39.9,
2017-12-15T06:35:23.943Z,,19.2,,54,29,40.1,
2017-12-15T06:35:33.946Z,,19.6,,54,,40.2,
2017-12-15T06:35:43.948Z,,20,,54,,40.3,
2017-12-15T06:35:53.947Z,,20.4,,54,,40.4,
2017-12-15T06:36:04.039Z,,20.6,,54,,40.5,
2017-12-15T06:36:13.958Z,,20.9,,54,,40.6,
2017-12-15T06:36:23.972Z,,21.1,,54,,40.8,
2017-12-15T06:36:33.964Z,,21.3,,54,,40.9,
2017-12-15T06:36:43.944Z,,21.6,,54,,41,
2017-12-15T06:36:53.949Z,,21.7,,54,,41.1,
2017-12-15T06:37:04.047Z,,21.9,,54,,,
2017-12-15T06:37:13.983Z,,21.9,,54,,,
2017-12-15T06:37:23.945Z,,22,,54,,41.1,
2017-12-15T06:37:33.960Z,,22.1,,54,,41,
2017-12-15T06:37:43.946Z,,22.2,,54,,41.1,
2017-12-15T06:37:53.947Z,,22.4,,54,,,
2017-12-15T06:38:04.050Z,,22.4,,54,,41.2,
2017-12-15T06:38:13.951Z,,22.6,,54,,41.3,
2017-12-15T06:38:23.949Z,,22.7,,54,30,41.4,
2017-12-15T06:38:33.950Z,,22.8,,54,29,41.5,
2017-12-15T06:38:43.949Z,,22.8,,54,,41.6,
2017-12-15T06:38:53.951Z,,23,,54,,,
2017-12-15T06:39:04.041Z,,23.1,,54,,41.8,
2017-12-15T06:39:13.955Z,,23.2,,54,,41.9,
2017-12-15T06:39:23.953Z,,23.4,,54,29,42,
2017-12-15T06:39:33.949Z,,23.6,,54,,42.1,
2017-12-15T06:39:43.948Z,,23.6,,54,,42.2,
2017-12-15T06:39:53.947Z,,23.8,,54,,42.3,
2017-12-15T06:40:04.052Z,,23.8,,54,,42.4,
2017-12-15T06:40:13.950Z,,23.9,,54,,42.6,
2017-12-15T06:40:23.953Z,,23.9,,54,,42.7,
2017-12-15T06:40:33.950Z,,24,,54,30,42.8,
2017-12-15T06:40:43.950Z,,24,,54,29,42.9,
2017-12-15T06:40:53.952Z,,24.2,,54,,43,
2017-12-15T06:41:04.059Z,,24.3,,54,,43.1,
2017-12-15T06:41:13.953Z,,24.4,,54,,43.2,
2017-12-15T06:41:23.957Z,,24.5,0,54,0,42.2,2
2017-12-15T06:41:33.951Z,,24.7,,54,,40.5,
2017-12-15T06:41:43.954Z,,24.7,,54,,39.6,
2017-12-15T06:41:53.954Z,,24.5,,54,,38.9,
2017-12-15T06:42:04.048Z,,24.4,,54,,38.2,
2017-12-15T06:42:13.961Z,,24.3,,54,,37.8,
2017-12-15T06:42:23.949Z,,24.2,,54,,37.3,
2017-12-15T06:42:33.952Z,,24.2,,54,,36.9,
2017-12-15T06:42:43.951Z,,24,,54,,36.5,
2017-12-15T06:42:53.966Z,,23.9,,54,,36.2,
2017-12-15T06:43:04.042Z,,23.8,,54,,36,
2017-12-15T06:43:13.996Z,,23.7,,54,,35.7,
2017-12-15T06:43:23.960Z,,23.7,,54,,35.5,
2017-12-15T06:43:34.002Z,,23.7,,54,,35.4,
2017-12-15T06:43:43.963Z,,23.6,,54,,35.2,
2017-12-15T06:43:53.960Z,,23.6,,54,,34.9,
2017-12-15T06:44:04.049Z,,23.4,,54,,34.8,
2017-12-15T06:44:13.952Z,,23.3,,54,,34.7,
2017-12-15T06:44:23.958Z,,23.2,,54,,34.6,
2017-12-15T06:44:33.964Z,,23.1,0,54,40,38.2,2
2017-12-15T06:44:43.959Z,,22.8,,54,29,41.7,
2017-12-15T06:44:53.973Z,,22.7,,54,,40.5,
2017-12-15T06:45:04.051Z,,22.7,,54,,41,
2017-12-15T06:45:13.971Z,,22.7,,54,,41.7,
2017-12-15T06:45:23.972Z,,22.8,,54,,42.1,
2017-12-15T06:45:34.000Z,,23.1,,54,,42.6,
2017-12-15T06:45:43.956Z,,23.2,,54,30,42.9,
2017-12-15T06:45:53.965Z,,23.6,,54,29,43.2,
2017-12-15T06:46:04.053Z,,23.8,,54,,43.5,
2017-12-15T06:46:13.967Z,,23.9,,54,30,43.7,
2017-12-15T06:46:23.957Z,,24,,54,29,43.9,
2017-12-15T06:46:33.992Z,,23.9,0,54,0,42.4,2
2017-12-15T06:46:43.955Z,,24,,54,,40.7,
2017-12-15T06:46:53.950Z,,24,,54,,39.9,
2017-12-15T06:47:04.056Z,,23.9,,54,,39.2,
2017-12-15T06:47:13.976Z,,23.8,,54,,38.4,
2017-12-15T06:47:23.967Z,,23.7,,54,,37.9,
2017-12-15T06:47:33.972Z,,23.6,,54,,37.5,
2017-12-15T06:47:43.961Z,,23.6,,54,,37.1,
2017-12-15T06:47:53.957Z,,23.4,,54,,36.7,
2017-12-15T06:48:04.051Z,,23.3,,54,,36.4,
2017-12-15T06:48:13.951Z,,23.3,,54,,36.2,
2017-12-15T06:48:23.975Z,,23.2,,54,,36,
2017-12-15T06:48:33.952Z,,23.1,,54,,35.7,
2017-12-15T06:48:43.952Z,,23,,54,,35.5,
2017-12-15T06:48:53.963Z,,22.8,,54,,35.3,
2017-12-15T06:49:04.043Z,,22.8,,54,,35.1,
2017-12-15T06:49:14.003Z,,23,,54,,34.8,
2017-12-15T06:49:23.971Z,,23,,54,,34.7,
2017-12-15T06:49:33.959Z,,23.1,0,54,42,37.5,2
2017-12-15T06:49:49.059Z,,23.1,,54,30,39.5,
2017-12-15T06:49:53.953Z,,23,,54,30,40,
2017-12-15T06:50:04.044Z,,23,,54,29,41,
2017-12-15T06:50:13.954Z,,23,0,54,0,41.1,2
2017-12-15T06:50:23.960Z,,23.2,,54,,38.7,
2017-12-15T06:50:33.955Z,,23.3,,54,,38,
2017-12-15T06:50:43.979Z,,23.3,,54,,37.6,
2017-12-15T06:50:53.959Z,,23.3,,54,,36.8,
2017-12-15T06:51:04.055Z,,23.3,,54,,36.5,
2017-12-15T06:51:13.956Z,,23.2,,54,,36.1,
2017-12-15T06:51:23.958Z,,23.1,,54,,35.9,
2017-12-15T06:51:33.956Z,,23.1,,54,,35.6,
2017-12-15T06:51:43.953Z,,23.1,,54,,35.4,
2017-12-15T06:51:53.961Z,,23.1,,54,,35.2,
2017-12-15T06:52:04.132Z,,23,,54,,34.9,
2017-12-15T06:52:14.068Z,,23,,54,,34.7,
2017-12-15T06:52:24.124Z,,22.8,,54,,34.5,
2017-12-15T06:52:34.052Z,,22.8,,54,,34.4,
2017-12-15T06:52:43.974Z,,22.7,,54,,34.3,
2017-12-15T06:52:53.956Z,,22.7,,54,,34.1,
2017-12-15T06:53:04.057Z,,22.7,,54,,34,
2017-12-15T06:53:13.967Z,,22.6,,54,,33.9,
2017-12-15T06:53:23.972Z,,22.6,,54,,,
2017-12-15T06:53:33.968Z,,22.5,,54,,,
2017-12-15T06:53:43.978Z,,22.6,,54,,,
2017-12-15T06:53:54.107Z,,22.7,,54,,,
2017-12-15T06:54:04.073Z,,22.6,,54,,,
2017-12-15T06:54:13.959Z,,22.5,,54,,33.8,
2017-12-15T06:54:23.958Z,,22.2,,54,,,
2017-12-15T06:54:33.960Z,,22,,54,,,
2017-12-15T06:54:43.959Z,,21.7,,54,,,
2017-12-15T06:54:53.959Z,,21.5,,54,,,
2017-12-15T06:55:04.059Z,,21.3,,54,,,
2017-12-15T06:55:13.960Z,,21.1,,54,,,
2017-12-15T06:55:23.960Z,,20.8,,54,,,
2017-12-15T06:55:33.967Z,,20.6,,54,,,
2017-12-15T06:55:43.955Z,,20.5,,54,,,
2017-12-15T06:55:53.954Z,,20.4,,54,,33.9,
2017-12-15T06:56:04.049Z,,20.1,,54,,,
2017-12-15T06:56:13.955Z,,20,,54,,,
2017-12-15T06:56:23.962Z,,19.8,,54,,,
2017-12-15T06:56:33.956Z,,19.7,,54,,,
2017-12-15T06:56:43.957Z,,19.6,,54,,34,
2017-12-15T06:56:53.958Z,,19.4,,54,,,
2017-12-15T06:57:04.048Z,,19.3,,54,,,
2017-12-15T06:57:13.956Z,,19.2,,54,,,
2017-12-15T06:57:23.960Z,,19,,54,,,
2017-12-15T06:57:33.978Z,,19,,54,,34.1,
2017-12-15T06:57:43.960Z,,18.9,,54,,,
2017-12-15T06:57:53.968Z,,18.8,,54,,,
2017-12-15T06:58:04.058Z,,18.6,,54,,,
2017-12-15T06:58:13.961Z,61,18.6,0,54,0,34.1,2
2017-12-15T06:58:23.970Z,,18.5,,54,,,
2017-12-15T06:58:33.963Z,,18.5,,54,,,
2017-12-15T06:58:43.963Z,,18.4,,54,,,
2017-12-15T06:58:53.963Z,,18.4,,54,,,
2017-12-15T06:59:04.049Z,,18.2,,54,,,
2017-12-15T06:59:13.957Z,,18.2,,54,,,
2017-12-15T06:59:23.964Z,,18.1,,54,,,
2017-12-15T06:59:33.990Z,,18.1,,54,,,
2017-12-15T06:59:43.960Z,,18.1,,54,,,
2017-12-15T06:59:53.964Z,,17.9,,54,,,
2017-12-15T07:00:04.091Z,,17.9,0,54,40,38,2
2017-12-15T07:00:13.976Z,,17.9,,54,29,39.8,
2017-12-15T07:00:23.978Z,,18.1,,54,30,38.2,
2017-12-15T07:00:33.983Z,,18.8,,54,29,39.2,
2017-12-15T07:00:43.968Z,,19.2,,54,30,39.7,
2017-12-15T07:00:53.969Z,,19.7,,54,29,,
2017-12-15T07:01:04.069Z,,20.2,,54,,39.9,
2017-12-15T07:01:13.967Z,,20.6,,54,,40,
2017-12-15T07:01:23.965Z,,20.9,,54,,40.1,
2017-12-15T07:01:33.982Z,,21.2,,54,,40.2,
2017-12-15T07:01:44.056Z,,21.3,,54,,,
2017-12-15T07:01:53.972Z,,21.5,,54,30,40.3,
2017-12-15T07:02:04.082Z,,21.7,,54,29,,
2017-12-15T07:02:13.976Z,,21.9,,54,,,
2017-12-15T07:02:23.970Z,,22.1,,54,,40.4,
2017-12-15T07:02:33.962Z,,22.1,,54,30,,
2017-12-15T07:02:43.974Z,,22.1,,54,29,40.5,
2017-12-15T07:02:53.960Z,,22.2,,54,,40.6,
2017-12-15T07:03:04.063Z,,22.2,,54,,40.7,
2017-12-15T07:03:13.964Z,,22.5,,54,,40.8,
2017-12-15T07:03:23.965Z,,22.6,,54,,40.9,
2017-12-15T07:03:33.966Z,,22.7,,54,,41,
2017-12-15T07:03:43.966Z,,22.7,,54,,41.1,
2017-12-15T07:03:53.967Z,,22.8,,54,,41.2,
2017-12-15T07:04:04.068Z,,23,,54,,41.3,
2017-12-15T07:04:13.968Z,,23.1,,54,,41.4,
2017-12-15T07:04:23.996Z,,23.2,,54,,41.5,
2017-12-15T07:04:33.980Z,,23.3,,54,,41.6,
2017-12-15T07:04:43.965Z,,23.4,,54,,41.7,
2017-12-15T07:04:53.976Z,,23.6,,54,,41.8,
2017-12-15T07:05:04.073Z,,23.7,,54,,41.9,
2017-12-15T07:05:19.075Z,,23.8,,54,,42,
2017-12-15T07:05:23.967Z,,23.9,,54,,42.1,
2017-12-15T07:05:33.964Z,,24,,54,,42.2,
2017-12-15T07:05:43.970Z,,24.2,,54,,42.3,
2017-12-15T07:05:53.990Z,,24.2,,54,,42.4,
2017-12-15T07:06:04.066Z,,24.3,,54,,42.6,
2017-12-15T07:06:13.968Z,,24.4,,54,30,42.7,
2017-12-15T07:06:23.968Z,,24.5,,54,29,42.8,
2017-12-15T07:06:33.964Z,,24.5,,54,,42.9,
2017-12-15T07:06:43.962Z,,24.7,,54,,43,
2017-12-15T07:06:53.962Z,,24.8,,54,,43.1,
2017-12-15T07:07:04.061Z,,24.9,,54,,43.2,
2017-12-15T07:07:13.975Z,,24.9,,54,,43.3,
2017-12-15T07:07:23.986Z,,25,0,54,0,41.7,2
2017-12-15T07:07:33.961Z,,25,,54,,40.1,
2017-12-15T07:07:43.963Z,,25,,54,,39.5,
2017-12-15T07:07:53.967Z,,24.9,,54,,38.7,
2017-12-15T07:08:04.063Z,,24.8,,54,,38.1,
2017-12-15T07:08:13.966Z,,24.7,,54,,37.7,
2017-12-15T07:08:23.969Z,,24.5,,54,,37.3,
2017-12-15T07:08:34.009Z,,24.4,,54,,36.8,
2017-12-15T07:08:43.997Z,,24.3,,54,,36.5,
2017-12-15T07:08:53.964Z,,24.3,,54,,36.2,
2017-12-15T07:09:04.071Z,,24.2,0,54,41,38.8,2
2017-12-15T07:09:13.968Z,,24,,54,29,43.2,
2017-12-15T07:09:23.972Z,,23.9,,54,,41.7,
2017-12-15T07:09:33.996Z,,23.9,,54,,42.1,
2017-12-15T07:09:43.964Z,,24,,54,,42.9,
2017-12-15T07:09:53.966Z,,24.2,,54,,43.1,
2017-12-15T07:10:04.072Z,,24.3,0,54,0,41.8,2
2017-12-15T07:10:13.976Z,,24.4,,54,,39.9,
2017-12-15T07:10:23.971Z,,,,,,39.3,
2017-12-15T07:10:33.964Z,,24.4,,54,,38.5,
2017-12-15T07:10:43.978Z,,24.3,,54,,37.9,
2017-12-15T07:10:53.967Z,,24.2,,54,,37.6,
2017-12-15T07:11:04.063Z,,24,,54,,37.2,
2017-12-15T07:11:13.966Z,,23.9,,54,,36.8,
2017-12-15T07:11:23.969Z,,23.9,,54,,36.5,
2017-12-15T07:11:33.983Z,,23.8,,54,,36.2,
2017-12-15T07:11:43.994Z,,23.7,,54,,36,
2017-12-15T07:11:53.967Z,,23.6,,54,,35.8,
2017-12-15T07:12:04.059Z,,23.4,,54,,35.6,
2017-12-15T07:12:13.964Z,,23.4,,54,,35.4,
2017-12-15T07:12:23.968Z,,,,,,35.3,
2017-12-15T07:12:33.968Z,,23.3,,54,,35.1,
2017-12-15T07:12:43.968Z,,23.2,,54,,34.9,
2017-12-15T07:12:54.045Z,,23.1,,54,,34.7,
2017-12-15T07:13:04.092Z,,23,,54,,34.6,
2017-12-15T07:13:13.976Z,,23,,54,,34.5,
2017-12-15T07:13:23.965Z,,22.8,,54,,34.4,
2017-12-15T07:13:33.969Z,,23,,54,,34.2,
2017-12-15T07:13:43.968Z,,23,,54,,34.1,
2017-12-15T07:13:54.079Z,,23,,54,,34,
2017-12-15T07:14:04.069Z,,23,0,54,41,36.8,2
2017-12-15T07:14:13.978Z,,23,,54,29,38.8,
2017-12-15T07:14:23.969Z,,23,,54,,39.3,
2017-12-15T07:14:33.976Z,,23,,54,,40.4,
2017-12-15T07:14:43.970Z,,23.1,,54,,41,
2017-12-15T07:14:54.019Z,,23.2,,54,,41.6,
2017-12-15T07:15:04.082Z,,23.3,,54,,42,
2017-12-15T07:15:13.973Z,,23.6,,54,,42.4,
2017-12-15T07:15:23.983Z,,,,,,42.9,
2017-12-15T07:15:33.980Z,,23.8,,54,,43.2,
2017-12-15T07:15:43.979Z,,24,,54,30,43.4,
2017-12-15T07:15:53.971Z,,24.2,,54,29,43.6,
2017-12-15T07:16:04.061Z,,24.3,0,54,0,42.2,2
2017-12-15T07:16:13.969Z,,24.5,,54,,40.3,
2017-12-15T07:16:24.011Z,,,,,,39.6,
2017-12-15T07:16:34.031Z,,24.5,,54,,38.7,
2017-12-15T07:16:43.970Z,,24.4,,54,,38,
2017-12-15T07:16:53.991Z,,24.3,,54,,37.6,
2017-12-15T07:17:04.078Z,,24.2,,54,,37.2,
2017-12-15T07:17:14.003Z,,24,,54,,36.7,
2017-12-15T07:17:23.980Z,,24,,54,,36.3,
2017-12-15T07:17:33.968Z,,23.9,,54,,36,
2017-12-15T07:17:43.973Z,,23.8,,54,,35.8,
2017-12-15T07:17:53.971Z,,23.8,,54,,35.5,
2017-12-15T07:18:04.102Z,,23.8,,54,,35.3,
2017-12-15T07:18:13.973Z,,23.7,,54,,35.1,
2017-12-15T07:18:23.975Z,,23.7,,54,,34.8,
2017-12-15T07:18:33.970Z,,23.6,,54,,34.7,
2017-12-15T07:18:43.968Z,,23.6,,54,,34.5,
2017-12-15T07:18:53.986Z,,23.4,,54,,34.4,
2017-12-15T07:19:04.059Z,,23.3,,54,,34.3,
2017-12-15T07:19:13.970Z,,23.2,,54,,,
2017-12-15T07:19:23.977Z,,23.1,,54,,,
2017-12-15T07:19:33.975Z,,23.2,,54,,,
2017-12-15T07:19:43.985Z,,23.3,,54,,,
2017-12-15T07:19:53.975Z,,23.3,,54,,,
2017-12-15T07:20:04.074Z,,23.4,,54,,,
2017-12-15T07:20:13.969Z,,23.1,,54,,,
2017-12-15T07:20:23.972Z,,22.6,,54,,34.2,
2017-12-15T07:20:33.976Z,,22.4,,54,,34.3,
2017-12-15T07:20:43.983Z,,22.1,0,54,37,39.3,2
2017-12-15T07:20:53.978Z,,22,,54,29,40.9,
2017-12-15T07:21:04.080Z,,22.1,,54,,39.7,
2017-12-15T07:21:13.973Z,,22.5,,54,,40.7,
2017-12-15T07:21:23.978Z,,,,,,41.1,
2017-12-15T07:21:33.978Z,,23,,54,,41.5,
2017-12-15T07:21:43.973Z,,23.2,,54,,41.8,
2017-12-15T07:21:53.978Z,,23.4,,54,,42,
2017-12-15T07:22:04.062Z,,23.6,,54,,42.2,
2017-12-15T07:22:13.973Z,,23.7,,54,,42.4,
2017-12-15T07:22:23.973Z,,,,,,42.7,
2017-12-15T07:22:33.985Z,,24,,54,,42.9,
2017-12-15T07:22:44.001Z,,23.9,,54,,43,
2017-12-15T07:22:53.981Z,,23.9,,54,,,
2017-12-15T07:23:04.073Z,,23.9,,54,30,,
2017-12-15T07:23:13.977Z,,24,,54,29,,
2017-12-15T07:23:23.970Z,,24.3,,54,,43.1,
2017-12-15T07:23:33.978Z,,24.8,,54,,,
2017-12-15T07:23:43.976Z,,24.3,,54,,43.2,
2017-12-15T07:23:54.016Z,,24.4,,54,,,
2017-12-15T07:24:04.080Z,,24.5,,54,,43.3,
2017-12-15T07:24:13.985Z,,24.7,,54,,43.4,
2017-12-15T07:24:23.975Z,,24.8,,54,,43.5,
2017-12-15T07:24:33.981Z,,24.9,,54,,43.6,
2017-12-15T07:24:43.984Z,,25.1,,54,,,
2017-12-15T07:24:53.974Z,,25.3,,54,30,43.7,
2017-12-15T07:25:04.079Z,,25.3,,54,29,43.8,
2017-12-15T07:25:13.975Z,,25.5,,54,,43.9,
2017-12-15T07:25:23.975Z,,,,,,44,
2017-12-15T07:25:33.978Z,,25.4,,54,,44.1,
2017-12-15T07:25:43.972Z,,25.3,,54,,,
2017-12-15T07:25:53.999Z,,25.4,,54,,44.2,
2017-12-15T07:26:04.102Z,,25.6,,54,,44.3,
2017-12-15T07:26:14.012Z,,25.7,,54,,44.4,
2017-12-15T07:26:23.994Z,,26,,54,,44.5,
2017-12-15T07:26:34.000Z,,26.1,,54,,,
2017-12-15T07:26:44.002Z,,26.1,,54,,44.6,
2017-12-15T07:26:54.053Z,,26.2,,54,,44.7,
2017-12-15T07:27:04.107Z,,26.2,,54,,44.8,
2017-12-15T07:27:14.015Z,,26.3,,54,,,
2017-12-15T07:27:24.000Z,,26.3,,54,,44.9,
2017-12-15T07:27:34.005Z,,26.3,,54,,45,
2017-12-15T07:27:43.993Z,,26.5,,54,,45.1,
2017-12-15T07:27:54.007Z,,26.5,,54,,45.2,
2017-12-15T07:28:04.085Z,,26.6,,54,30,45.3,
2017-12-15T07:28:14.047Z,,26.6,,54,,45.4,
2017-12-15T07:28:23.999Z,,26.6,,54,,,
2017-12-15T07:28:34.033Z,,26.7,,54,29,45.5,
2017-12-15T07:28:44.005Z,,26.7,,54,,45.6,
2017-12-15T07:28:54.004Z,,26.7,,54,,45.7,
2017-12-15T07:29:04.089Z,,26.8,,54,,45.8,
2017-12-15T07:29:14.051Z,,,,,,45.9,
2017-12-15T07:29:24.058Z,,26.9,,54,,,
2017-12-15T07:29:34.057Z,,26.9,,54,,46,
2017-12-15T07:29:43.993Z,,26.9,,54,,46.1,
2017-12-15T07:29:54.014Z,,27.1,,54,,46.2,
2017-12-15T07:30:04.074Z,0,20.5,1,54,,46.3,0
2017-12-15T07:30:14.011Z,,41.9,,54,54,49.3,
2017-12-15T07:30:24.035Z,,,,,53,46.2,
2017-12-15T07:30:33.977Z,,44.8,,54,87,48.6,
2017-12-15T07:30:43.978Z,,47.9,,54,85,51.8,
2017-12-15T07:30:53.978Z,,50.7,,54,79,54.1,
2017-12-15T07:31:04.100Z,,52.6,,54,68,55.4,
2017-12-15T07:31:13.979Z,,53.5,,54,62,55.9,
2017-12-15T07:31:24.010Z,,,,,61,56.1,
2017-12-15T07:31:33.991Z,,55,1,54,0,55.9,0
2017-12-15T07:31:43.980Z,,42.9,1,54,30,56.3,0
2017-12-15T07:31:53.987Z,,51.7,,54,37,52.2,
2017-12-15T07:32:04.086Z,,52.3,,54,36,53,
2017-12-15T07:32:13.976Z,,51.8,,54,69,53.9,
2017-12-15T07:32:24.069Z,,,,,65,55.5,
2017-12-15T07:32:33.979Z,,54.3,,54,62,56.6,
2017-12-15T07:32:43.994Z,,,,,31,,
2017-12-15T07:32:53.981Z,,55.1,,54,34,55.6,
2017-12-15T07:33:04.077Z,,54.7,,54,40,55.4,
2017-12-15T07:33:13.977Z,,53.8,,54,53,55.7,
2017-12-15T07:33:23.988Z,,,,,57,55.6,
2017-12-15T07:33:33.980Z,,53.7,,54,58,,
2017-12-15T07:33:43.979Z,,53.7,,54,,55.7,
2017-12-15T07:33:53.979Z,,55.1,0,54,0,54.9,0
2017-12-15T07:34:04.085Z,,52.4,0,54,,52,0
2017-12-15T07:34:13.988Z,,49.1,1,54,30,49.9,0
2017-12-15T07:34:23.988Z,,48.9,,54,,,
2017-12-15T07:34:33.992Z,,49.6,,54,49,50.7,
2017-12-15T07:34:44.000Z,,,,,49,52.1,
2017-12-15T07:34:53.979Z,,51.5,,54,47,53,
2017-12-15T07:35:04.081Z,,52.1,,54,50,53.5,
2017-12-15T07:35:13.983Z,,,,,70,54.5,
2017-12-15T07:35:23.983Z,,51.9,,54,66,55.9,
2017-12-15T07:35:33.985Z,,54.4,,54,64,56.7,
2017-12-15T07:35:43.978Z,,54.8,,54,53,56.6,
2017-12-15T07:35:53.985Z,,54.2,,54,57,56.1,
2017-12-15T07:36:04.080Z,,,,,,56,
2017-12-15T07:36:13.982Z,,53.8,,54,,55.7,
2017-12-15T07:36:23.998Z,,53.8,,54,,,
2017-12-15T07:36:33.983Z,,53.7,,54,,55.6,
2017-12-15T07:36:44.031Z,,53.8,,54,58,55.7,
2017-12-15T07:36:54.038Z,,53.8,,54,,,
2017-12-15T07:37:04.125Z,,54,,54,59,55.9,
2017-12-15T07:37:13.993Z,,54.1,,54,57,,
2017-12-15T07:37:23.983Z,,,,,58,55.9,
2017-12-15T07:37:33.985Z,,53.9,,54,,56,
2017-12-15T07:37:43.979Z,,54.1,,54,57,,
2017-12-15T07:37:53.986Z,,54.1,,54,,,
2017-12-15T07:38:04.148Z,,54.1,,54,57,,
2017-12-15T07:38:13.998Z,,,,,56,55.9,
2017-12-15T07:38:23.986Z,,54,,54,,,
2017-12-15T07:38:34.026Z,,,0,,0,54.6,0
