Time,PrimTSet,ActPow,HwTOutlet,HwActive,PrimT,HwTSet,ChActive
2017-11-16T00:00:04.774Z,,,30.6,,63.5,54,
2017-11-16T00:00:14.767Z,,29,30.6,,64,54,
2017-11-16T00:00:24.768Z,,,30.6,,64.4,54,
2017-11-16T00:00:34.775Z,,,30.8,,64.8,54,
2017-11-16T00:00:44.772Z,,0,30.7,0,62.8,54,2
2017-11-16T00:00:54.766Z,,,30.8,,61.8,54,
2017-11-16T00:01:04.768Z,,,30.6,,60.4,54,
2017-11-16T00:01:14.768Z,,,30.4,,59.8,54,
2017-11-16T00:01:24.770Z,,,30.4,,58.8,54,
2017-11-16T00:01:34.772Z,,,30.4,,57.9,54,
2017-11-16T00:01:44.770Z,,,30.3,,56.9,54,
2017-11-16T00:01:54.776Z,,,30.6,,56.6,54,
2017-11-16T00:02:04.768Z,,,30.6,,55.9,54,
2017-11-16T00:02:14.771Z,,,30.6,,55.3,54,
2017-11-16T00:02:24.766Z,,,31,,54.8,54,
2017-11-16T00:02:34.766Z,,,30.3,,54.3,54,
2017-11-16T00:02:44.767Z,,,30.2,,53.8,54,
2017-11-16T00:02:54.768Z,,,30.3,,53.4,54,
2017-11-16T00:03:04.771Z,,,30.3,,52.9,54,
2017-11-16T00:03:14.771Z,,44,30.3,0,53.4,54,2
2017-11-16T00:03:24.768Z,,40,30.2,,56.1,54,
2017-11-16T00:03:34.770Z,,29,30.2,,56.9,54,
2017-11-16T00:03:44.772Z,,,30.1,,58,54,
2017-11-16T00:03:54.769Z,,,30.1,,59,54,
2017-11-16T00:04:04.769Z,,,29.8,,59.5,54,
2017-11-16T00:04:14.770Z,,,30,,60.4,54,
2017-11-16T00:04:24.770Z,,,30.2,,61.1,54,
2017-11-16T00:04:34.777Z,,,30.2,,62,54,
2017-11-16T00:04:44.768Z,,30,30.2,,62.5,54,
2017-11-16T00:04:54.769Z,,29,30.3,,63.1,54,
2017-11-16T00:05:04.769Z,,,30.3,,63.6,54,
2017-11-16T00:05:14.772Z,,,30.3,,64.1,54,
2017-11-16T00:05:24.771Z,,,30.7,,64.5,54,
2017-11-16T00:05:34.780Z,,0,30.7,0,64.9,54,2
2017-11-16T00:05:44.772Z,,,30.7,,62.7,54,
2017-11-16T00:05:54.770Z,,,30.7,,61.6,54,
2017-11-16T00:06:04.772Z,,,30.6,,60.4,54,
2017-11-16T00:06:14.767Z,,,30.4,,59.7,54,
2017-11-16T00:06:24.772Z,,,30.4,,58.8,54,
2017-11-16T00:06:34.768Z,,,30.4,,57.9,54,
2017-11-16T00:06:44.770Z,,,30.4,,56.9,54,
2017-11-16T00:06:54.772Z,,,30.7,,56.5,54,
2017-11-16T00:07:04.779Z,0,40,26.5,1,55.9,54,0
2017-11-16T00:07:14.790Z,,79,39.8,,57,54,
2017-11-16T00:07:24.775Z,,31,55.9,,59.8,54,
2017-11-16T00:07:34.777Z,,74,54.2,,57.9,54,
2017-11-16T00:07:44.781Z,,101,51.9,,58,54,
2017-11-16T00:07:54.776Z,,0,52.2,0,57.4,54,0
2017-11-16T00:08:04.774Z,,,55.8,,56.7,54,
2017-11-16T00:08:14.776Z,,,56.4,,56.6,54,
2017-11-16T00:08:24.775Z,,,56.5,,,54,
2017-11-16T00:08:34.773Z,,,56.4,,56.5,54,
2017-11-16T00:08:44.775Z,,,55.3,,56.4,54,
2017-11-16T00:08:54.780Z,61,44,51.4,0,57.3,54,2
2017-11-16T00:09:04.775Z,,33,46.8,,62,54,
2017-11-16T00:09:14.773Z,,29,43.3,,60.7,54,
2017-11-16T00:09:24.775Z,,,40.4,,60,54,
2017-11-16T00:09:34.771Z,,,37.8,,61.3,54,
2017-11-16T00:09:44.775Z,,,36,,61.9,54,
2017-11-16T00:09:54.772Z,,,34.7,,62,54,
2017-11-16T00:10:04.780Z,,,33.7,,62.7,54,
2017-11-16T00:10:14.775Z,,,32.7,,63.1,54,
2017-11-16T00:10:24.774Z,,,31.8,,63.2,54,
2017-11-16T00:10:34.776Z,,,30.6,,63.5,54,
2017-11-16T00:10:44.781Z,61,29,30,0,63.6,54,2
2017-11-16T00:10:54.776Z,,29,29.6,,64,54,
2017-11-16T00:11:04.777Z,,,29.2,,64.1,54,
2017-11-16T00:11:14.778Z,,30,28.9,,64.4,54,
2017-11-16T00:11:24.771Z,,29,28.5,,64.6,54,
2017-11-16T00:11:34.778Z,,,28,,64.8,54,
2017-11-16T00:11:44.778Z,,0,28,0,64.9,54,2
2017-11-16T00:11:54.774Z,,,27.9,,61.9,54,
2017-11-16T00:12:04.775Z,,,27.7,,60.9,54,
2017-11-16T00:12:14.771Z,,,27.5,,59.9,54,
2017-11-16T00:12:24.773Z,,,26.9,,58.8,54,
2017-11-16T00:12:34.773Z,,,26.5,,57.9,54,
2017-11-16T00:12:44.773Z,,,26.1,,56.9,54,
2017-11-16T00:12:54.775Z,,,25.7,,56.4,54,
2017-11-16T00:13:04.781Z,,,25.3,,55.6,54,
2017-11-16T00:13:14.776Z,,,24.9,,54.9,54,
2017-11-16T00:13:24.776Z,,,24.5,,54.4,54,
2017-11-16T00:13:34.776Z,,,24,,53.8,54,
2017-11-16T00:13:44.778Z,,,23.8,,53.4,54,
2017-11-16T00:13:54.779Z,,44,23.7,0,53,54,2
2017-11-16T00:14:04.773Z,,34,23.6,,57.1,54,
2017-11-16T00:14:14.780Z,,29,23.3,,57.2,54,
2017-11-16T00:14:24.777Z,,,23.3,,58.1,54,
2017-11-16T00:14:34.775Z,,30,23.4,,59.1,54,
2017-11-16T00:14:44.777Z,,29,23.4,,60,54,
2017-11-16T00:14:54.782Z,,,23.4,,60.6,54,
2017-11-16T00:15:04.786Z,,,23.6,,61.3,54,
2017-11-16T00:15:14.775Z,,29,23.7,,62,54,
2017-11-16T00:15:24.781Z,,,23.8,,62.6,54,
2017-11-16T00:15:34.777Z,,,23.9,,63.2,54,
2017-11-16T00:15:44.779Z,,,23.8,,63.6,54,
2017-11-16T00:15:54.773Z,,,24,,64.1,54,
2017-11-16T00:16:04.779Z,,30,23.8,,64.6,54,
2017-11-16T00:16:14.779Z,,0,23.9,0,64.8,54,2
2017-11-16T00:16:24.779Z,,,24,,61.9,54,
2017-11-16T00:16:34.774Z,,,24,,61.5,54,
2017-11-16T00:16:44.779Z,,,23.7,,59.9,54,
2017-11-16T00:16:54.775Z,,,23.7,,59.5,54,
2017-11-16T00:17:04.776Z,,,23.6,,58.6,54,
2017-11-16T00:17:14.775Z,,,23.6,,57.8,54,
2017-11-16T00:17:24.775Z,,,23.4,,56.9,54,
2017-11-16T00:17:34.776Z,,,23.2,,56.3,54,
2017-11-16T00:17:44.775Z,,,23.1,,55.6,54,
2017-11-16T00:17:54.785Z,,,22.8,,54.9,54,
2017-11-16T00:18:04.788Z,,,23,,54.6,54,
2017-11-16T00:18:14.777Z,,,22.8,,53.9,54,
2017-11-16T00:18:24.776Z,,,22.8,,53.6,54,
2017-11-16T00:18:34.780Z,,,22.8,,53.1,54,
2017-11-16T00:18:44.779Z,,,22.8,,52.8,54,
2017-11-16T00:18:54.782Z,,45,22.5,0,53.4,54,2
2017-11-16T00:19:04.788Z,,37,22.4,,56.3,54,
2017-11-16T00:19:14.797Z,,29,22.4,,56.8,54,
2017-11-16T00:19:24.784Z,,30,22.5,,58.1,54,
2017-11-16T00:19:34.795Z,,29,22.7,,59,54,
2017-11-16T00:19:44.788Z,,,22.8,,59.5,54,
2017-11-16T00:19:54.784Z,,30,22.8,,60.4,54,
2017-11-16T00:20:04.783Z,,29,23,,61.1,54,
2017-11-16T00:20:14.779Z,,,23,,62,54,
2017-11-16T00:20:24.785Z,,,23.1,,62.4,54,
2017-11-16T00:20:34.781Z,,,23.1,,63.1,54,
2017-11-16T00:20:44.780Z,,,23.2,,63.4,54,
2017-11-16T00:20:54.783Z,,,23.2,,64,54,
2017-11-16T00:21:04.779Z,,,23.3,,64.4,54,
2017-11-16T00:21:14.781Z,,,23.4,,64.7,54,
2017-11-16T00:21:24.778Z,,0,23.4,0,64.8,54,2
2017-11-16T00:21:34.777Z,,,23.3,,61.9,54,
2017-11-16T00:21:44.780Z,,,23.4,,61.4,54,
2017-11-16T00:21:54.782Z,,,23.3,,59.9,54,
2017-11-16T00:22:04.785Z,,,23.3,,58.9,54,
2017-11-16T00:22:14.780Z,,,23.2,,57.9,54,
2017-11-16T00:22:24.781Z,,,23.1,,57.4,54,
2017-11-16T00:22:34.784Z,,,23,,56.7,54,
2017-11-16T00:22:44.780Z,,,22.8,,55.9,54,
2017-11-16T00:22:54.781Z,,,22.8,,55.3,54,
2017-11-16T00:23:04.781Z,,,22.7,,54.8,54,
2017-11-16T00:23:14.782Z,,,22.6,,53.9,54,
2017-11-16T00:23:24.784Z,,,22.2,,53.7,54,
2017-11-16T00:23:34.780Z,,,22.1,,53.2,54,
2017-11-16T00:23:44.780Z,,,22.1,,52.8,54,
2017-11-16T00:23:54.780Z,,45,22.2,0,53.5,54,2
2017-11-16T00:24:04.783Z,,37,22.1,,56.4,54,
2017-11-16T00:24:14.786Z,,29,22.2,,56.8,54,
2017-11-16T00:24:24.778Z,,,22.2,,58,54,
2017-11-16T00:24:34.783Z,,,22.4,,58.7,54,
2017-11-16T00:24:44.783Z,,,22.5,,59.4,54,
2017-11-16T00:24:54.781Z,,29,22.6,,60.2,54,
2017-11-16T00:25:04.781Z,,30,22.7,,61.1,54,
2017-11-16T00:25:14.785Z,,,22.8,,61.6,54,
2017-11-16T00:25:24.784Z,,29,23.1,,62.2,54,
2017-11-16T00:25:34.788Z,,30,23.1,,63.1,54,
2017-11-16T00:25:44.783Z,,29,23.1,,63.3,54,
2017-11-16T00:25:54.781Z,,,23.2,,64,54,
2017-11-16T00:26:04.782Z,,,23.3,,64.2,54,
2017-11-16T00:26:14.798Z,,30,23.4,,64.6,54,
2017-11-16T00:26:24.786Z,,0,23.4,0,64.9,54,2
2017-11-16T00:26:34.788Z,,,23.6,,61.9,54,
2017-11-16T00:26:44.785Z,,,23.4,,61.5,54,
2017-11-16T00:26:54.786Z,,,23.3,,59.8,54,
2017-11-16T00:27:04.794Z,,,23.1,,58.9,54,
2017-11-16T00:27:14.786Z,,,23.1,,58.5,54,
2017-11-16T00:27:24.784Z,,,23.1,,57.6,54,
2017-11-16T00:27:34.787Z,,,23,,56.8,54,
2017-11-16T00:27:44.784Z,,,22.8,,55.9,54,
2017-11-16T00:27:54.784Z,,,22.7,,55.4,54,
2017-11-16T00:28:04.787Z,,,22.7,,54.8,54,
2017-11-16T00:28:14.785Z,,,22.6,,53.9,54,
2017-11-16T00:28:24.781Z,,,22.5,,53.7,54,
2017-11-16T00:28:34.787Z,,,22.4,,53.2,54,
2017-11-16T00:28:44.783Z,,,22.4,,52.9,54,
2017-11-16T00:28:54.790Z,,45,22.4,0,53.5,54,2
2017-11-16T00:29:04.784Z,,37,22.1,,56.3,54,
2017-11-16T00:29:14.787Z,,29,22.2,,56.8,54,
2017-11-16T00:29:24.791Z,,,22.2,,58,54,
2017-11-16T00:29:34.788Z,,,22.4,,59,54,
2017-11-16T00:29:44.784Z,,,22.5,,59.4,54,
2017-11-16T00:29:54.785Z,,30,22.6,,60.2,54,
2017-11-16T00:30:04.789Z,,29,22.7,,61.1,54,
2017-11-16T00:30:14.785Z,,,22.8,,61.6,54,
2017-11-16T00:30:24.787Z,,29,22.8,,62.2,54,
2017-11-16T00:30:34.790Z,,,23,,63.1,54,
2017-11-16T00:30:44.790Z,,30,23,,63.3,54,
2017-11-16T00:30:54.789Z,,29,23.1,,63.8,54,
2017-11-16T00:31:04.790Z,,,23.3,,64.1,54,
2017-11-16T00:31:14.786Z,,30,23.3,,64.5,54,
2017-11-16T00:31:24.785Z,,29,23.3,,64.8,54,
2017-11-16T00:31:34.791Z,,0,23.6,0,63.8,54,2
2017-11-16T00:31:44.787Z,,,23.6,,61.9,54,
2017-11-16T00:31:54.788Z,,,23.6,,60.9,54,
2017-11-16T00:32:04.785Z,,,23.3,,59.7,54,
2017-11-16T00:32:14.786Z,,,23.2,,58.8,54,
2017-11-16T00:32:24.788Z,,,23.1,,57.9,54,
2017-11-16T00:32:34.786Z,,,22.8,,56.9,54,
2017-11-16T00:32:44.790Z,,,22.7,,56.3,54,
2017-11-16T00:32:54.790Z,,,22.7,,55.5,54,
2017-11-16T00:33:04.788Z,,,22.7,,54.9,54,
2017-11-16T00:33:14.785Z,,,22.5,,54.4,54,
2017-11-16T00:33:24.790Z,,,22.5,,53.7,54,
2017-11-16T00:33:34.784Z,,,22.2,,53.2,54,
2017-11-16T00:33:44.794Z,,,22.2,,52.8,54,
2017-11-16T00:33:54.791Z,,45,22.1,0,53.5,54,2
2017-11-16T00:34:04.788Z,,37,22.1,,56.2,54,
2017-11-16T00:34:14.789Z,,30,22.2,,56.6,54,
2017-11-16T00:34:24.790Z,,29,22.4,,58,54,
2017-11-16T00:34:34.787Z,,,22.4,,58.4,54,
2017-11-16T00:34:44.785Z,,,22.4,,59,54,
2017-11-16T00:34:54.788Z,,,22.6,,60,54,
2017-11-16T00:35:04.785Z,,,22.7,,60.5,54,
2017-11-16T00:35:14.791Z,,,22.7,,61.1,54,
2017-11-16T00:35:24.789Z,,,23,,61.6,54,
2017-11-16T00:35:34.791Z,,,23,,62.1,54,
2017-11-16T00:35:44.786Z,,,23,,62.6,54,
2017-11-16T00:35:54.790Z,,30,23.2,,63.1,54,
2017-11-16T00:36:04.786Z,,29,23.1,,63.3,54,
2017-11-16T00:36:14.789Z,,,23.2,,63.6,54,
2017-11-16T00:36:24.786Z,,,23.2,,64,54,
2017-11-16T00:36:34.790Z,,,23.2,,64.2,54,
2017-11-16T00:36:44.787Z,,,23.2,,64.5,54,
2017-11-16T00:36:54.794Z,,,23.3,,64.6,54,
2017-11-16T00:37:04.794Z,,,23.6,,64.8,54,
2017-11-16T00:37:14.787Z,,,23.4,,,54,
2017-11-16T00:37:24.796Z,,,23.7,,64.9,54,
2017-11-16T00:37:34.795Z,,0,23.8,0,61.9,54,2
2017-11-16T00:37:44.787Z,,,23.7,,60.9,54,
2017-11-16T00:37:54.794Z,,,23.4,,59.7,54,
2017-11-16T00:38:04.789Z,,,23.3,,58.8,54,
2017-11-16T00:38:14.788Z,,,23.2,,57.8,54,
2017-11-16T00:38:24.789Z,,,23.1,,56.8,54,
2017-11-16T00:38:34.791Z,,,22.8,,55.9,54,
2017-11-16T00:38:44.790Z,,,22.8,,54.9,54,
2017-11-16T00:38:54.815Z,,44,22.6,0,55,54,2
2017-11-16T00:39:04.794Z,,38,22.7,,58.1,54,
2017-11-16T00:39:14.790Z,,30,22.8,,58.3,54,
2017-11-16T00:39:24.791Z,,29,22.7,,59,54,
2017-11-16T00:39:34.790Z,,,22.6,,59.7,54,
2017-11-16T00:39:44.794Z,,,22.8,,60.1,54,
2017-11-16T00:39:54.791Z,,,23,,61.1,54,
2017-11-16T00:40:04.787Z,,30,22.8,,61.3,54,
2017-11-16T00:40:14.790Z,,29,23.1,,62,54,
2017-11-16T00:40:24.790Z,,,23.1,,62.4,54,
2017-11-16T00:40:34.794Z,,,23.2,,62.8,54,
2017-11-16T00:40:44.811Z,,,23.2,,63.2,54,
2017-11-16T00:40:54.791Z,,30,23.2,,63.5,54,
2017-11-16T00:41:04.796Z,,29,23.3,,64,54,
2017-11-16T00:41:14.797Z,,,23.3,,64.2,54,
2017-11-16T00:41:24.794Z,,,23.4,,64.6,54,
2017-11-16T00:41:34.795Z,,,23.6,,65.1,54,
2017-11-16T00:41:44.809Z,,0,23.4,0,62.9,54,2
2017-11-16T00:41:54.793Z,,,23.7,,61.6,54,
2017-11-16T00:42:04.795Z,,,23.6,,60.8,54,
2017-11-16T00:42:14.814Z,,,23.4,,59.6,54,
2017-11-16T00:42:24.809Z,,,23.3,,58.7,54,
2017-11-16T00:42:34.811Z,,,23.3,,57.8,54,
2017-11-16T00:42:44.822Z,,,23,,56.9,54,
2017-11-16T00:42:54.795Z,,,23.1,,56.4,54,
2017-11-16T00:43:04.881Z,,,22.6,,55.6,54,
2017-11-16T00:43:14.791Z,,,22.6,,54.9,54,
2017-11-16T00:43:24.793Z,,,22.6,,54.6,54,
2017-11-16T00:43:34.797Z,,,22.5,,53.9,54,
2017-11-16T00:43:44.790Z,,,22.2,,53.7,54,
2017-11-16T00:43:54.795Z,,,22.2,0,53.3,54,2
2017-11-16T00:44:04.790Z,,38,22.2,,57.1,54,
2017-11-16T00:44:14.803Z,,29,22.2,,57.6,54,
2017-11-16T00:44:24.852Z,,,22.5,,58.3,54,
2017-11-16T00:44:34.800Z,,30,22.6,,59.4,54,
2017-11-16T00:44:49.898Z,,29,22.5,,60.1,54,
2017-11-16T00:44:54.797Z,,,22.7,,61.1,54,
2017-11-16T00:45:04.791Z,,,22.8,,61.5,54,
2017-11-16T00:45:14.789Z,,,22.8,,62.1,54,
2017-11-16T00:45:24.799Z,,,22.8,,62.7,54,
2017-11-16T00:45:34.792Z,,,23.1,,63.2,54,
2017-11-16T00:45:49.899Z,,,23.2,,63.6,54,
2017-11-16T00:45:54.811Z,,,23.3,,64.1,54,
2017-11-16T00:46:04.795Z,,,23.4,,64.5,54,
2017-11-16T00:46:14.794Z,,,23.6,,64.8,54,
2017-11-16T00:46:24.797Z,,0,23.6,0,62.7,54,2
2017-11-16T00:46:34.798Z,,,23.6,,61.6,54,
2017-11-16T00:46:44.795Z,,,23.6,,60.9,54,
2017-11-16T00:46:54.809Z,,,23.4,,59.8,54,
2017-11-16T00:47:04.794Z,,,23.3,,58.8,54,
2017-11-16T00:47:14.792Z,,,23.2,,57.9,54,
2017-11-16T00:47:24.808Z,,,23.1,,56.9,54,
2017-11-16T00:47:34.797Z,,,22.8,,56.4,54,
2017-11-16T00:47:44.808Z,,,22.8,,55.7,54,
2017-11-16T00:47:54.794Z,,,22.6,,54.9,54,
2017-11-16T00:48:04.797Z,,,22.5,,54.6,54,
2017-11-16T00:48:14.952Z,,,22.4,,53.9,54,
2017-11-16T00:48:24.795Z,,,22.4,,53.5,54,
2017-11-16T00:48:34.793Z,,,22.4,,53.1,54,
2017-11-16T00:48:44.797Z,,,22.4,,52.8,54,
2017-11-16T00:48:54.797Z,,44,22.1,0,52.4,54,2
2017-11-16T00:49:04.793Z,,37,22,,56.4,54,
2017-11-16T00:49:14.796Z,,29,22.2,,56.8,54,
2017-11-16T00:49:24.797Z,,,22.2,,58.1,54,
2017-11-16T00:49:34.808Z,,,22.4,,59,54,
2017-11-16T00:49:44.797Z,,,22.5,,59.4,54,
2017-11-16T00:49:54.799Z,,,22.5,,60.2,54,
2017-11-16T00:50:04.796Z,,30,22.6,,61.1,54,
2017-11-16T00:50:14.796Z,,29,22.8,,61.5,54,
2017-11-16T00:50:24.887Z,,,23,,62.1,54,
2017-11-16T00:50:34.809Z,,30,23.1,,62.7,54,
2017-11-16T00:50:44.802Z,,29,23.2,,63.2,54,
2017-11-16T00:50:54.800Z,,,23.3,,63.6,54,
2017-11-16T00:51:04.794Z,,,23.2,,64,54,
2017-11-16T00:51:14.804Z,,,23.3,,64.4,54,
2017-11-16T00:51:24.796Z,,,23.2,,64.7,54,
2017-11-16T00:51:34.809Z,,0,23.3,0,64.9,54,2
2017-11-16T00:51:44.808Z,,,23.2,,62.5,54,
2017-11-16T00:51:54.797Z,,,23.3,,61.4,54,
2017-11-16T00:52:04.817Z,,,23.3,,59.8,54,
2017-11-16T00:52:14.807Z,,,23.3,,58.9,54,
2017-11-16T00:52:24.797Z,,,23.2,,58.3,54,
2017-11-16T00:52:34.810Z,,,23.1,,57.3,54,
2017-11-16T00:52:44.796Z,,,22.8,,56.6,54,
2017-11-16T00:52:54.795Z,,,22.7,,55.7,54,
2017-11-16T00:53:04.808Z,,,22.5,,55.2,54,
2017-11-16T00:53:14.799Z,,,22.5,,54.6,54,
2017-11-16T00:53:24.810Z,,,22.4,,53.9,54,
2017-11-16T00:53:34.811Z,,,22.2,,53.5,54,
2017-11-16T00:53:44.810Z,,,22.2,,52.9,54,
2017-11-16T00:53:54.809Z,,44,22.1,0,53.2,54,2
2017-11-16T00:54:04.811Z,,38,22,,56.3,54,
2017-11-16T00:54:14.799Z,,29,22.1,,56.9,54,
2017-11-16T00:54:24.807Z,,,22.2,,58,54,
2017-11-16T00:54:34.807Z,,,22.5,,59,54,
2017-11-16T00:54:44.799Z,,,22.4,,59.5,54,
2017-11-16T00:54:54.800Z,,,22.6,,60.2,54,
2017-11-16T00:55:04.807Z,,,22.7,,61.1,54,
2017-11-16T00:55:14.800Z,,30,22.8,,61.5,54,
2017-11-16T00:55:24.811Z,,29,22.8,,62.2,54,
2017-11-16T00:55:34.812Z,,,23,,62.7,54,
2017-11-16T00:55:44.812Z,,,23.1,,63.3,54,
2017-11-16T00:55:54.817Z,,,23.3,,63.8,54,
2017-11-16T00:56:04.814Z,,29,23.3,,64.1,54,
2017-11-16T00:56:14.799Z,,,23.4,,64.5,54,
2017-11-16T00:56:24.810Z,,,23.3,,64.8,54,
2017-11-16T00:56:34.812Z,,0,23.3,0,62.7,54,2
2017-11-16T00:56:44.800Z,,,23.6,,61.8,54,
2017-11-16T00:56:54.798Z,,,23.4,,60.9,54,
2017-11-16T00:57:04.807Z,,,23.3,,59.7,54,
2017-11-16T00:57:14.809Z,,,23.2,,58.8,54,
2017-11-16T00:57:24.807Z,,,23.1,,57.9,54,
2017-11-16T00:57:34.808Z,,,22.8,,56.9,54,
2017-11-16T00:57:44.807Z,,,22.7,,56.4,54,
2017-11-16T00:57:54.812Z,,,22.6,,55.6,54,
2017-11-16T00:58:04.808Z,,,22.5,,54.9,54,
2017-11-16T00:58:14.808Z,,,22.5,,54.5,54,
2017-11-16T00:58:24.808Z,,,22.4,,53.9,54,
2017-11-16T00:58:34.808Z,,,22.2,,53.5,54,
2017-11-16T00:58:44.810Z,,,22.2,,52.9,54,
2017-11-16T00:58:54.804Z,,44,22.1,0,53.2,54,2
2017-11-16T00:59:04.811Z,,33,22,,57,54,
2017-11-16T00:59:14.813Z,,29,22,,57,54,
2017-11-16T00:59:24.811Z,,,22.1,,58.1,54,
2017-11-16T00:59:34.813Z,,,22.4,,59,54,
2017-11-16T00:59:44.819Z,,30,22.4,,59.6,54,
2017-11-16T00:59:54.808Z,,29,22.6,,60.4,54,
2017-11-16T01:00:04.808Z,,,22.7,,61.1,54,
2017-11-16T01:00:14.809Z,,30,22.8,,62,54,
2017-11-16T01:00:24.801Z,,29,23.1,,62.5,54,
2017-11-16T01:00:34.808Z,,,23.1,,63.1,54,
2017-11-16T01:00:44.807Z,,,23.2,,63.5,54,
2017-11-16T01:00:54.801Z,,29,23.1,,64,54,
2017-11-16T01:01:04.810Z,,,23.1,,64.4,54,
2017-11-16T01:01:14.812Z,,30,23.2,,64.7,54,
2017-11-16T01:01:24.815Z,,0,23.1,0,63.6,54,2
2017-11-16T01:01:34.809Z,,,23.3,,61.9,54,
2017-11-16T01:01:44.808Z,,,23.4,,60.9,54,
2017-11-16T01:01:54.810Z,,,23.3,,59.9,54,
2017-11-16T01:02:04.808Z,,,23.3,,58.9,54,
2017-11-16T01:02:14.808Z,,,23.1,,57.9,54,
2017-11-16T01:02:24.810Z,,,23,,57.4,54,
2017-11-16T01:02:34.808Z,,,23,,56.6,54,
2017-11-16T01:02:44.806Z,,,22.7,,55.9,54,
2017-11-16T01:02:54.805Z,,,22.6,,55.3,54,
2017-11-16T01:03:04.807Z,,,22.4,,54.7,54,
2017-11-16T01:03:14.812Z,,,22.4,,54.1,54,
2017-11-16T01:03:24.809Z,,,22.1,,53.7,54,
2017-11-16T01:03:34.810Z,,,22.2,,53.2,54,
2017-11-16T01:03:44.812Z,,,22.1,,52.9,54,
2017-11-16T01:03:54.807Z,,44,22,0,53.1,54,2
2017-11-16T01:04:04.806Z,,37,22.1,,56.4,54,
2017-11-16T01:04:14.808Z,,29,22.1,,56.9,54,
2017-11-16T01:04:24.820Z,,30,22.1,,58,54,
2017-11-16T01:04:34.820Z,,29,22.2,,59,54,
2017-11-16T01:04:44.807Z,,30,22.5,,59.5,54,
2017-11-16T01:04:54.808Z,,29,22.5,,60.4,54,
2017-11-16T01:05:04.807Z,,,22.8,,61.1,54,
2017-11-16T01:05:14.939Z,,,22.8,,62,54,
2017-11-16T01:05:24.802Z,,,23,,62.4,54,
2017-11-16T01:05:34.808Z,,,23,,63.1,54,
2017-11-16T01:05:44.807Z,,,23.1,,63.4,54,
2017-11-16T01:05:54.808Z,,,23.2,,64,54,
2017-11-16T01:06:04.812Z,,,23.3,,64.4,54,
2017-11-16T01:06:14.808Z,,,23.4,,64.7,54,
2017-11-16T01:06:24.851Z,,0,23.4,0,64.9,54,2
2017-11-16T01:06:34.811Z,,,23.4,,61.9,54,
2017-11-16T01:06:44.809Z,,,23.4,,61.4,54,
2017-11-16T01:06:54.813Z,,,23.3,,59.9,54,
2017-11-16T01:07:04.808Z,,,23.2,,58.9,54,
2017-11-16T01:07:14.809Z,,,23.1,,58.3,54,
2017-11-16T01:07:24.813Z,,,22.8,,57.4,54,
2017-11-16T01:07:34.815Z,,,22.7,,56.7,54,
2017-11-16T01:07:44.811Z,,,22.5,,55.9,54,
2017-11-16T01:07:54.808Z,,,22.6,,55.3,54,
2017-11-16T01:08:04.812Z,,,22.5,,54.7,54,
2017-11-16T01:08:14.808Z,,,22.2,,53.9,54,
2017-11-16T01:08:24.810Z,,,22.4,,53.7,54,
2017-11-16T01:08:34.815Z,,,22.2,,53.2,54,
2017-11-16T01:08:44.811Z,,,22.1,,52.9,54,
2017-11-16T01:08:54.819Z,,44,22.1,0,53,54,2
2017-11-16T01:09:04.807Z,,37,22,,56.4,54,
2017-11-16T01:09:14.809Z,,29,22.1,,56.8,54,
2017-11-16T01:09:24.819Z,,,22.2,,58.1,54,
2017-11-16T01:09:34.812Z,,,22.4,,59,54,
2017-11-16T01:09:44.807Z,,,22.6,,59.5,54,
2017-11-16T01:09:54.811Z,,,22.6,,60.2,54,
2017-11-16T01:10:04.811Z,,,22.6,,61.1,54,
2017-11-16T01:10:14.809Z,,,22.6,,61.6,54,
2017-11-16T01:10:24.820Z,,30,22.5,,62.4,54,
2017-11-16T01:10:34.813Z,,29,22.7,,63.1,54,
2017-11-16T01:10:44.811Z,61,29,23.1,0,63.4,54,2
2017-11-16T01:10:54.812Z,,,23.2,,64,54,
2017-11-16T01:11:04.810Z,,,23.2,,64.2,54,
2017-11-16T01:11:14.806Z,,,23.1,,64.7,54,
2017-11-16T01:11:24.809Z,,0,23.2,0,64.9,54,2
2017-11-16T01:11:34.816Z,,,23.3,,61.9,54,
2017-11-16T01:11:44.811Z,,,23.2,,61.4,54,
2017-11-16T01:11:54.807Z,,,23.2,,59.9,54,
2017-11-16T01:12:04.809Z,,,23.1,,58.9,54,
2017-11-16T01:12:14.810Z,,,23.1,,58.4,54,
2017-11-16T01:12:24.811Z,,,22.8,,57.4,54,
2017-11-16T01:12:34.815Z,,,22.6,,56.7,54,
2017-11-16T01:12:44.808Z,,,22.6,,55.9,54,
2017-11-16T01:12:54.806Z,,,22.5,,55.3,54,
2017-11-16T01:13:04.807Z,,,22.4,,54.8,54,
2017-11-16T01:13:14.813Z,,,22.5,,54.1,54,
2017-11-16T01:13:24.817Z,,,22.2,,53.7,54,
2017-11-16T01:13:34.813Z,,,22.1,,53.2,54,
2017-11-16T01:13:44.808Z,,,22.1,,52.9,54,
2017-11-16T01:13:54.814Z,,44,22,0,53.1,54,2
2017-11-16T01:14:04.810Z,,37,22,,56.4,54,
2017-11-16T01:14:14.812Z,,29,22.1,,56.8,54,
2017-11-16T01:14:24.813Z,,,22.2,,58.1,54,
2017-11-16T01:14:34.809Z,,,22.2,,59,54,
2017-11-16T01:14:44.810Z,,,22.5,,59.5,54,
