Time,PrimTSet,ActPow,HwTOutlet,HwActive,PrimT,HwTSet,ChActive
2017-11-16T04:49:14.934Z,,,26,,53.9,54,
2017-11-16T04:49:24.929Z,,,26,,53.5,54,
2017-11-16T04:49:34.930Z,,,25.7,,52.9,54,
2017-11-16T04:49:44.942Z,,45,25.5,0,53.6,54,2
2017-11-16T04:49:54.932Z,,38,25.4,,56.1,54,
2017-11-16T04:50:04.940Z,,29,25.4,,56.9,54,
2017-11-16T04:50:14.936Z,,29,25.1,,58.1,54,
2017-11-16T04:50:24.941Z,,29,25.1,,59,54,
2017-11-16T04:50:34.930Z,,,25.3,,59.3,54,
2017-11-16T04:50:44.935Z,,,25.7,,60.1,54,
2017-11-16T04:50:54.941Z,,29,25.6,,61.1,54,
2017-11-16T04:51:04.945Z,,29,25.7,,62,54,
2017-11-16T04:51:14.941Z,,,26,,62.1,54,
2017-11-16T04:51:24.936Z,,,26.3,,63.1,54,
2017-11-16T04:51:34.934Z,,,26.3,,63.3,54,
2017-11-16T04:51:44.937Z,,,26.5,,64,54,
2017-11-16T04:51:54.942Z,,,26.5,,64.2,54,
2017-11-16T04:52:04.933Z,,,26.8,,64.6,54,
2017-11-16T04:52:14.932Z,,0,26.6,0,63.6,54,2
2017-11-16T04:52:24.933Z,,,26.6,,61.9,54,
2017-11-16T04:52:34.932Z,,,26.8,,60.9,54,
2017-11-16T04:52:44.943Z,,,26.7,,59.9,54,
2017-11-16T04:52:54.934Z,,,26.6,,58.9,54,
2017-11-16T04:53:04.940Z,,,26.6,,57.9,54,
2017-11-16T04:53:14.935Z,,,26.6,,57.8,54,
2017-11-16T04:53:24.933Z,,,26.3,,56.9,54,
2017-11-16T04:53:34.933Z,,,26.1,,55.9,54,
2017-11-16T04:53:44.934Z,,,26,,55.5,54,
2017-11-16T04:53:54.943Z,,,25.9,,54.9,54,
2017-11-16T04:54:04.935Z,,,25.9,,54.5,54,
2017-11-16T04:54:14.933Z,,,25.6,,53.9,54,
2017-11-16T04:54:24.940Z,,,25.7,,53.5,54,
2017-11-16T04:54:34.940Z,,,25.5,,52.9,54,
2017-11-16T04:54:44.992Z,,44,25.4,0,53.1,54,2
2017-11-16T04:54:54.936Z,,38,25.1,,56.1,54,
2017-11-16T04:55:04.948Z,,29,25,,57,54,
2017-11-16T04:55:14.934Z,,29,25.1,,58,54,
2017-11-16T04:55:24.937Z,,,25.3,,59,54,
2017-11-16T04:55:34.935Z,,30,25.5,,59.3,54,
2017-11-16T04:55:44.935Z,,29,25.5,,60.1,54,
2017-11-16T04:55:54.934Z,,,25.9,,61.1,54,
2017-11-16T04:56:04.942Z,,,25.9,,62,54,
2017-11-16T04:56:14.937Z,,30,26,,62.2,54,
2017-11-16T04:56:24.938Z,,30,26.1,,63.1,54,
2017-11-16T04:56:34.953Z,,,26.2,,63.4,54,
2017-11-16T04:56:44.938Z,,29,26.3,,64,54,
2017-11-16T04:56:54.938Z,,,26.6,,64.4,54,
2017-11-16T04:57:04.938Z,,0,26.5,,65.1,54,
2017-11-16T04:57:14.941Z,,,26.6,0,62.8,54,2
2017-11-16T04:57:24.944Z,,,26.7,,61.9,54,
2017-11-16T04:57:34.938Z,,,26.8,,60.4,54,
2017-11-16T04:57:44.946Z,,,26.9,,59.8,54,
2017-11-16T04:57:54.944Z,,,26.6,,58.9,54,
2017-11-16T04:58:04.936Z,,,26.6,,57.9,54,
2017-11-16T04:58:14.938Z,,,26.3,,56.9,54,
2017-11-16T04:58:24.937Z,,,26,,56.7,54,
2017-11-16T04:58:34.936Z,,,26.1,,55.9,54,
2017-11-16T04:58:44.941Z,,,25.6,,54.9,54,
2017-11-16T04:58:54.940Z,,,25.5,,54.8,54,
2017-11-16T04:59:04.937Z,,,25.7,,53.9,54,
2017-11-16T04:59:14.939Z,,,25.6,,53.7,54,
2017-11-16T04:59:24.937Z,,,25.6,,53.3,54,
2017-11-16T04:59:34.937Z,,,25.5,,52.9,54,
2017-11-16T04:59:44.968Z,,45,25.3,0,53.4,54,2
2017-11-16T04:59:54.943Z,,39,25,,56,54,
2017-11-16T05:00:04.936Z,,29,24.9,,56.9,54,
2017-11-16T05:00:14.946Z,,,25.1,,58.1,54,
2017-11-16T05:00:24.941Z,,,25.3,,59,54,
2017-11-16T05:00:34.936Z,,,25.7,,59.3,54,
2017-11-16T05:00:44.946Z,,30,25.6,,60,54,
2017-11-16T05:00:54.936Z,,29,25.9,,61.1,54,
2017-11-16T05:01:04.936Z,,,26.1,,62,54,
2017-11-16T05:01:14.937Z,,,26.1,,62.1,54,
2017-11-16T05:01:24.943Z,,,26.2,,63.1,54,
2017-11-16T05:01:34.939Z,,30,26.2,,63.3,54,
2017-11-16T05:01:44.939Z,,29,26.3,,64,54,
2017-11-16T05:01:54.944Z,,30,26.5,,64.2,54,
2017-11-16T05:02:04.940Z,,29,26.8,,64.7,54,
2017-11-16T05:02:14.942Z,,0,26.6,0,62.8,54,2
2017-11-16T05:02:24.940Z,,,26.8,,61.9,54,
2017-11-16T05:02:34.939Z,,,26.7,,60.8,54,
2017-11-16T05:02:44.948Z,,,26.2,,59.9,54,
2017-11-16T05:02:54.938Z,,,26.3,,58.9,54,
2017-11-16T05:03:04.940Z,,,26.1,,57.9,54,
2017-11-16T05:03:14.944Z,,,26.1,,57.6,54,
2017-11-16T05:03:24.940Z,,,26.2,,56.8,54,
2017-11-16T05:03:34.941Z,,,26.2,,55.9,54,
2017-11-16T05:03:44.961Z,,,26.1,,55.4,54,
2017-11-16T05:03:54.938Z,,,25.9,,54.9,54,
2017-11-16T05:04:04.944Z,,,25.7,,53.9,54,
2017-11-16T05:04:15.075Z,,,25.7,,53.8,54,
2017-11-16T05:04:25.028Z,,,25.5,,53.4,54,
2017-11-16T05:04:35.046Z,,,25.5,,52.9,54,
2017-11-16T05:04:45.062Z,,44,25.5,0,52.4,54,2
2017-11-16T05:04:55.043Z,,39,25.1,,56.1,54,
2017-11-16T05:05:04.946Z,,29,25,,56.9,54,
2017-11-16T05:05:14.950Z,,29,25.1,,58.1,54,
2017-11-16T05:05:24.943Z,,,25.7,,59,54,
2017-11-16T05:05:34.943Z,,,25.9,,59.3,54,
2017-11-16T05:05:44.955Z,,30,26,,60,54,
2017-11-16T05:05:54.943Z,,29,25.9,,61.1,54,
2017-11-16T05:06:04.943Z,,30,26,,62,54,
2017-11-16T05:06:14.952Z,,29,26.1,,62.2,54,
2017-11-16T05:06:24.942Z,,,26.1,,63.1,54,
2017-11-16T05:06:34.941Z,,,26.2,,63.3,54,
2017-11-16T05:06:44.946Z,,,26.5,,64,54,
2017-11-16T05:06:54.942Z,,,26.5,,64.2,54,
2017-11-16T05:07:04.943Z,,,26.5,,64.7,54,
2017-11-16T05:07:14.946Z,,0,26.3,0,62.9,54,2
2017-11-16T05:07:24.945Z,,,26.6,,61.9,54,
2017-11-16T05:07:34.946Z,,,26.6,,60.9,54,
2017-11-16T05:07:44.946Z,,,26.7,,59.9,54,
2017-11-16T05:07:54.944Z,,,26.6,,58.9,54,
2017-11-16T05:08:04.941Z,,,26.6,,57.9,54,
2017-11-16T05:08:14.942Z,,,26.7,,57.6,54,
2017-11-16T05:08:24.946Z,,,26.2,,56.8,54,
2017-11-16T05:08:34.949Z,,,26.3,,55.9,54,
2017-11-16T05:08:44.946Z,,,25.9,,55.4,54,
2017-11-16T05:08:54.941Z,,,25.6,,54.9,54,
2017-11-16T05:09:04.944Z,,,25.4,,53.9,54,
2017-11-16T05:09:14.941Z,,,25.6,,53.8,54,
2017-11-16T05:09:24.943Z,,,25.9,,53.4,54,
2017-11-16T05:09:34.944Z,,,25.6,,52.9,54,
2017-11-16T05:09:44.952Z,,,25.3,0,52.4,54,2
2017-11-16T05:09:55.002Z,,39,25.3,,56.1,54,
2017-11-16T05:10:04.945Z,,30,25,,56.9,54,
2017-11-16T05:10:14.946Z,,29,25.1,,58.1,54,
2017-11-16T05:10:24.941Z,,29,25.1,,59,54,
2017-11-16T05:10:34.943Z,,,25.5,,59.3,54,
2017-11-16T05:10:44.952Z,,,25.6,,60,54,
2017-11-16T05:10:54.944Z,,29,25.5,,61.1,54,
2017-11-16T05:11:04.954Z,61,29,26.1,0,62,54,2
2017-11-16T05:11:24.952Z,,,26.2,,63.1,54,
2017-11-16T05:11:34.951Z,,,26.3,,63.3,54,
2017-11-16T05:11:44.943Z,,,26.1,,64,54,
2017-11-16T05:11:54.950Z,,,26.3,,64.2,54,
2017-11-16T05:12:04.944Z,,,26.5,,64.7,54,
2017-11-16T05:12:14.945Z,,0,26.6,0,62.9,54,2
2017-11-16T05:12:24.945Z,,,26.8,,61.9,54,
2017-11-16T05:12:34.945Z,,,26.8,,60.9,54,
2017-11-16T05:12:44.951Z,,,26.8,,59.9,54,
2017-11-16T05:12:54.946Z,,,26.8,,58.9,54,
2017-11-16T05:13:04.947Z,,,26.6,,57.9,54,
2017-11-16T05:13:14.951Z,,,26.6,,57.6,54,
2017-11-16T05:13:24.946Z,,,26.8,,56.8,54,
2017-11-16T05:13:34.944Z,,,26.7,,55.9,54,
2017-11-16T05:13:44.951Z,,,26.7,,55.4,54,
2017-11-16T05:13:54.945Z,,,26.7,,54.9,54,
2017-11-16T05:14:04.944Z,,,26.1,,53.9,54,
2017-11-16T05:14:14.945Z,,,26,,53.8,54,
2017-11-16T05:14:24.954Z,,,25.7,,53.4,54,
2017-11-16T05:14:34.950Z,,,25.9,,52.9,54,
2017-11-16T05:14:44.968Z,,,25.5,0,52.6,54,2
2017-11-16T05:14:54.949Z,,39,25.4,,56.1,54,
2017-11-16T05:15:04.946Z,,30,25.9,,56.9,54,
2017-11-16T05:15:14.948Z,,29,26.3,,58,54,
2017-11-16T05:15:24.952Z,,,26.3,,59,54,
2017-11-16T05:15:34.945Z,,,26.2,,59.3,54,
2017-11-16T05:15:44.948Z,,,26.3,,60.1,54,
2017-11-16T05:15:54.945Z,,,26.5,,61.1,54,
2017-11-16T05:16:04.948Z,,30,26.1,,62,54,
2017-11-16T05:16:14.945Z,,29,25.7,,62.2,54,
2017-11-16T05:16:24.956Z,,,26,,63.1,54,
2017-11-16T05:16:34.946Z,,,26.2,,63.3,54,
2017-11-16T05:16:44.952Z,,,26.1,,64,54,
2017-11-16T05:16:54.947Z,,,26.1,,64.2,54,
2017-11-16T05:17:04.946Z,,,26.5,,64.7,54,
2017-11-16T05:17:14.949Z,,0,26.2,0,63.6,54,2
2017-11-16T05:17:24.947Z,,,26.6,,61.9,54,
2017-11-16T05:17:34.948Z,,,26.7,,60.9,54,
2017-11-16T05:17:44.969Z,,,26.7,,59.9,54,
2017-11-16T05:17:54.956Z,,,26.5,,58.9,54,
2017-11-16T05:18:04.951Z,,,26.5,,57.9,54,
2017-11-16T05:18:14.948Z,,,26.5,,57.6,54,
2017-11-16T05:18:24.952Z,,,26.2,,56.8,54,
2017-11-16T05:18:34.948Z,,,26.2,,55.9,54,
2017-11-16T05:18:44.950Z,,,26,,55.4,54,
2017-11-16T05:18:54.948Z,,,25.7,,54.9,54,
2017-11-16T05:19:04.949Z,,,25.5,,53.9,54,
2017-11-16T05:19:14.949Z,,,25.4,,53.8,54,
2017-11-16T05:19:24.947Z,,,25.3,,53.3,54,
2017-11-16T05:19:34.959Z,,,25.5,,52.9,54,
2017-11-16T05:19:44.958Z,,,25.1,0,52.4,54,2
2017-11-16T05:19:54.953Z,,39,25,,56.1,54,
2017-11-16T05:20:04.950Z,,30,25,,56.9,54,
2017-11-16T05:20:14.952Z,,29,25.3,,58,54,
2017-11-16T05:20:24.951Z,,30,25.4,,59,54,
2017-11-16T05:20:34.951Z,,29,25.5,,59.1,54,
2017-11-16T05:20:44.953Z,,,25.6,,60.1,54,
2017-11-16T05:20:54.950Z,,30,25.9,,61.1,54,
2017-11-16T05:21:04.956Z,,29,25.9,,61.4,54,
2017-11-16T05:21:14.951Z,,,26.1,,62.1,54,
2017-11-16T05:21:24.950Z,,,26,,63.1,54,
2017-11-16T05:21:34.959Z,,,26.2,,63.2,54,
2017-11-16T05:21:45.079Z,,30,26.1,,64,54,
2017-11-16T05:21:54.948Z,,29,26.3,,64.1,54,
2017-11-16T05:22:04.952Z,,30,26.5,,64.5,54,
2017-11-16T05:22:14.963Z,,0,26.6,0,64.9,54,2
2017-11-16T05:22:24.953Z,,,26.6,,62.9,54,
2017-11-16T05:22:34.949Z,,,26.6,,61.6,54,
2017-11-16T05:22:44.962Z,,,26.7,,59.9,54,
2017-11-16T05:22:54.953Z,,,26.7,,58.9,54,
2017-11-16T05:23:04.956Z,,,26.7,,58.7,54,
2017-11-16T05:23:14.952Z,,,26.7,,57.8,54,
2017-11-16T05:23:24.955Z,,,26.6,,56.9,54,
2017-11-16T05:23:34.953Z,,,26.2,,55.9,54,
2017-11-16T05:23:44.955Z,,,26,,55.5,54,
2017-11-16T05:23:54.951Z,,,26.1,,54.9,54,
2017-11-16T05:24:04.959Z,,,25.6,,53.9,54,
2017-11-16T05:24:14.954Z,,,25.4,,53.7,54,
2017-11-16T05:24:24.954Z,,,25.4,,52.9,54,
2017-11-16T05:24:34.954Z,,,25.5,,52.8,54,
2017-11-16T05:24:44.960Z,,44,25.4,0,52.2,54,2
2017-11-16T05:24:54.969Z,,38,25.4,,56.1,54,
2017-11-16T05:25:04.956Z,,29,25.3,,56.7,54,
2017-11-16T05:25:14.961Z,,,25,,57.2,54,
2017-11-16T05:25:24.960Z,,,25.5,,58.2,54,
2017-11-16T05:25:34.962Z,,,25.5,,59,54,
2017-11-16T05:25:44.957Z,,,25.6,,60,54,
2017-11-16T05:25:54.956Z,,,25.6,,60.2,54,
2017-11-16T05:26:04.951Z,,,25.6,,61.1,54,
2017-11-16T05:26:14.951Z,,,26,,61.5,54,
2017-11-16T05:26:24.957Z,,,26,,62,54,
2017-11-16T05:26:34.964Z,,,26,,62.6,54,
2017-11-16T05:26:44.963Z,,,26.2,,63.1,54,
2017-11-16T05:26:54.955Z,,,26.3,,63.4,54,
2017-11-16T05:27:04.955Z,,,26.6,,64,54,
2017-11-16T05:27:14.954Z,,,26.6,,64.1,54,
2017-11-16T05:27:24.957Z,,,26.6,,64.4,54,
2017-11-16T05:27:34.955Z,,,26.8,,64.6,54,
2017-11-16T05:27:44.963Z,,,27.1,,64.8,54,
2017-11-16T05:27:54.956Z,,0,26.9,0,62.8,54,2
2017-11-16T05:28:04.954Z,,,27.2,,61.9,54,
2017-11-16T05:28:14.960Z,,,27.1,,60.9,54,
2017-11-16T05:28:24.959Z,,,26.9,,58.9,54,
2017-11-16T05:28:34.959Z,,,26.3,,58.6,54,
2017-11-16T05:28:44.953Z,,,26.6,,57.7,54,
2017-11-16T05:28:54.954Z,,,26.3,,56.7,54,
2017-11-16T05:29:04.954Z,,,26.1,,55.9,54,
2017-11-16T05:29:14.955Z,,,26.1,,54.9,54,
2017-11-16T05:29:24.959Z,,,25.7,,54.5,54,
2017-11-16T05:29:34.957Z,,,25.9,,53.9,54,
2017-11-16T05:29:44.982Z,,44,25.9,0,53.2,54,2
2017-11-16T05:29:54.960Z,,36,25.7,,57,54,
2017-11-16T05:30:04.989Z,,29,25.5,,57.3,54,
2017-11-16T05:30:14.961Z,,,25.6,,58,54,
2017-11-16T05:30:24.963Z,,,25.6,,59,54,
2017-11-16T05:30:34.970Z,,30,25.9,,59.3,54,
2017-11-16T05:30:44.961Z,,,26,,60,54,
2017-11-16T05:30:54.963Z,,,25.9,,60.6,54,
2017-11-16T05:31:04.956Z,,29,25.7,,61.2,54,
2017-11-16T05:31:14.955Z,,,26.1,,62,54,
2017-11-16T05:31:24.957Z,,,26.3,,62.2,54,
2017-11-16T05:31:34.957Z,,,26.2,,63.1,54,
2017-11-16T05:31:44.955Z,,30,26.3,,63.2,54,
2017-11-16T05:31:54.961Z,,29,26.5,,63.6,54,
2017-11-16T05:32:04.957Z,,,26.5,,64,54,
2017-11-16T05:32:14.960Z,,,26.7,,64.4,54,
2017-11-16T05:32:24.961Z,,,27.1,,64.7,54,
2017-11-16T05:32:34.960Z,,0,27.1,0,64.9,54,2
2017-11-16T05:32:44.958Z,,,27.1,,61.8,54,
2017-11-16T05:32:54.963Z,,,27.1,,60.9,54,
2017-11-16T05:33:04.963Z,,,27.3,,59.9,54,
2017-11-16T05:33:14.960Z,,,26.6,,58.9,54,
2017-11-16T05:33:24.966Z,,,26.8,,57.9,54,
2017-11-16T05:33:34.958Z,,,26.7,,56.9,54,
2017-11-16T05:33:44.964Z,,,26.7,,56.7,54,
2017-11-16T05:33:54.955Z,,,26.6,,55.9,54,
2017-11-16T05:34:04.970Z,,,26.1,,55.3,54,
2017-11-16T05:34:14.970Z,,,26.1,,54.8,54,
2017-11-16T05:34:24.968Z,,,25.7,,53.9,54,
2017-11-16T05:34:34.959Z,,,25.5,,53.7,54,
2017-11-16T05:34:44.982Z,,44,26,0,53.2,54,2
2017-11-16T05:34:54.961Z,,36,25.7,,57.1,54,
2017-11-16T05:35:04.960Z,,29,25.5,,57.4,54,
2017-11-16T05:35:14.960Z,,30,25.5,,58.1,54,
2017-11-16T05:35:24.957Z,,30,25.6,,59,54,
2017-11-16T05:35:34.960Z,,30,25.9,,60,54,
2017-11-16T05:35:44.968Z,,29,26,,60.4,54,
2017-11-16T05:35:54.958Z,,30,26,,61.1,54,
2017-11-16T05:36:04.959Z,,29,26.3,,62,54,
2017-11-16T05:36:14.959Z,,,26.3,,62.4,54,
2017-11-16T05:36:24.959Z,,,26.3,,63.1,54,
2017-11-16T05:36:34.959Z,,,26.3,,63.3,54,
2017-11-16T05:36:44.968Z,,30,26.5,,64,54,
2017-11-16T05:36:54.958Z,,29,26.7,,64.2,54,
2017-11-16T05:37:04.959Z,,,26.6,,64.6,54,
2017-11-16T05:37:14.962Z,,0,26.8,0,63.9,54,2
2017-11-16T05:37:24.960Z,,,26.9,,61.9,54,
2017-11-16T05:37:34.979Z,,,26.7,,61.5,54,
2017-11-16T05:37:44.976Z,,,26.8,,59.9,54,
2017-11-16T05:37:54.960Z,,,26.9,,58.9,54,
2017-11-16T05:38:04.959Z,,,26.9,,58.6,54,
2017-11-16T05:38:14.970Z,,,26.5,,57.7,54,
2017-11-16T05:38:24.960Z,,,26.3,,56.8,54,
2017-11-16T05:38:34.964Z,,,25.9,,55.9,54,
2017-11-16T05:38:44.970Z,,,26.3,,55.5,54,
2017-11-16T05:38:54.974Z,,,26.1,,54.9,54,
2017-11-16T05:39:04.962Z,,,26.2,,54.4,54,
2017-11-16T05:39:14.969Z,,,26.2,,53.9,54,
2017-11-16T05:39:24.961Z,,,25.7,,53.5,54,
2017-11-16T05:39:34.966Z,,,25.5,,52.9,54,
2017-11-16T05:39:44.988Z,,44,25.5,0,53.1,54,2
2017-11-16T05:39:54.962Z,,38,25.3,,56.2,54,
2017-11-16T05:40:04.965Z,,29,25.1,,56.9,54,
2017-11-16T05:40:14.996Z,,29,25.3,,58,54,
2017-11-16T05:40:24.965Z,,29,25.4,,59,54,
2017-11-16T05:40:34.960Z,,,26,,59.3,54,
2017-11-16T05:40:44.987Z,,29,25.9,,60.1,54,
2017-11-16T05:40:54.980Z,,,26,,61.1,54,
2017-11-16T05:41:04.968Z,,,26.1,,62,54,
2017-11-16T05:41:14.969Z,,,26.3,,62.1,54,
2017-11-16T05:41:24.962Z,,,26.1,,63.1,54,
2017-11-16T05:41:34.971Z,,,26.5,,63.3,54,
2017-11-16T05:41:44.964Z,,,26.5,,64,54,
2017-11-16T05:41:54.962Z,,,26.6,,64.2,54,
2017-11-16T05:42:04.972Z,,,26.7,,64.6,54,
2017-11-16T05:42:14.967Z,,0,26.8,0,64.9,54,2
2017-11-16T05:42:24.969Z,,,26.8,,61.9,54,
2017-11-16T05:42:34.973Z,,,26.9,,61.5,54,
2017-11-16T05:42:44.977Z,,,26.9,,59.9,54,
2017-11-16T05:42:54.972Z,,,26.8,,58.9,54,
2017-11-16T05:43:04.961Z,,,26.8,,58.6,54,
2017-11-16T05:43:14.968Z,,,26.6,,57.8,54,
2017-11-16T05:43:24.973Z,,,26.6,,56.9,54,
2017-11-16T05:43:34.961Z,,,26.1,,55.9,54,
2017-11-16T05:43:44.963Z,,,26,,55.5,54,
2017-11-16T05:43:54.973Z,,,25.7,,54.9,54,
2017-11-16T05:44:04.963Z,,,26,,54.4,54,
2017-11-16T05:44:14.965Z,,,25.6,,53.9,54,
2017-11-16T05:44:24.970Z,,,25.4,,53.4,54,
2017-11-16T05:44:34.966Z,,,25.6,,52.9,54,
2017-11-16T05:44:50.078Z,,44,25.3,0,52.6,54,2
2017-11-16T05:44:54.972Z,,38,25.3,,56.2,54,
2017-11-16T05:45:04.978Z,,29,25.4,,56.9,54,
2017-11-16T05:45:14.968Z,,,25.5,,58,54,
2017-11-16T05:45:24.973Z,,,25.4,,59,54,
2017-11-16T05:45:34.973Z,,30,25.5,,59.3,54,
2017-11-16T05:45:44.970Z,,29,25.7,,60.1,54,
2017-11-16T05:45:54.967Z,,,26,,61.1,54,
2017-11-16T05:46:04.970Z,,,26,,61.5,54,
2017-11-16T05:46:14.970Z,,,26.1,,62.1,54,
2017-11-16T05:46:24.970Z,,,26.5,,63.1,54,
2017-11-16T05:46:34.965Z,,30,26.5,,63.3,54,
2017-11-16T05:46:44.970Z,,29,26.5,,64,54,
2017-11-16T05:46:54.966Z,,,26.2,,64.2,54,
2017-11-16T05:47:04.968Z,,,26.8,,64.6,54,
2017-11-16T05:47:14.963Z,,0,26.8,0,63.8,54,2
2017-11-16T05:47:24.970Z,,,26.7,,61.9,54,
2017-11-16T05:47:34.969Z,,,26.7,,60.9,54,
2017-11-16T05:47:44.967Z,,,26.6,,59.9,54,
2017-11-16T05:47:54.973Z,,,26.9,,58.9,54,
2017-11-16T05:48:04.975Z,,,27.1,,57.9,54,
2017-11-16T05:48:14.969Z,,,27.1,,57.6,54,
2017-11-16T05:48:24.966Z,,,26.9,,56.8,54,
2017-11-16T05:48:34.969Z,,,26.6,,55.9,54,
2017-11-16T05:48:44.976Z,,,26.2,,55.4,54,
2017-11-16T05:48:54.971Z,,,26,,54.9,54,
2017-11-16T05:49:04.984Z,,,26.2,,54.4,54,
2017-11-16T05:49:14.983Z,,,26.1,,53.8,54,
2017-11-16T05:49:24.970Z,,,25.5,,53.4,54,
2017-11-16T05:49:34.967Z,,,25.1,,52.9,54,
2017-11-16T05:49:44.986Z,,44,25.4,0,52.6,54,2
2017-11-16T05:49:54.971Z,,39,25.4,,56.2,54,
2017-11-16T05:50:04.973Z,,29,25.4,,56.9,54,
2017-11-16T05:50:14.970Z,,,25.7,,58,54,
2017-11-16T05:50:24.967Z,,,25.6,,59,54,
2017-11-16T05:50:35.001Z,,,25.4,,59.3,54,
2017-11-16T05:50:44.972Z,,,25.9,,60.1,54,
2017-11-16T05:50:55.052Z,,,25.9,,61.1,54,
2017-11-16T05:51:04.976Z,,,25.6,,62,54,
2017-11-16T05:51:15.061Z,,,26,,62.2,54,
2017-11-16T05:51:25.087Z,,30,26.1,,63.1,54,
2017-11-16T05:51:35.052Z,,29,26,,63.4,54,
2017-11-16T05:51:44.972Z,,,26.1,,64,54,
2017-11-16T05:51:54.980Z,,,26.1,,64.4,54,
2017-11-16T05:52:04.970Z,,30,26.3,,64.7,54,
2017-11-16T05:52:14.975Z,,0,26.6,0,62.9,54,2
2017-11-16T05:52:24.966Z,,,26.6,,61.9,54,
2017-11-16T05:52:34.969Z,,,26.7,,60.9,54,
2017-11-16T05:52:44.996Z,,,26.8,,59.8,54,
2017-11-16T05:52:54.968Z,,,26.9,,58.9,54,
2017-11-16T05:53:04.967Z,,,26.7,,57.9,54,
2017-11-16T05:53:14.982Z,,,26.8,,57.4,54,
2017-11-16T05:53:24.974Z,,,26.8,,56.7,54,
2017-11-16T05:53:35.038Z,,,26.8,,55.9,54,
2017-11-16T05:53:44.973Z,,,26.7,,55.3,54,
2017-11-16T05:53:54.969Z,,,26.6,,54.8,54,
2017-11-16T05:54:04.969Z,,,26.2,,53.9,54,
2017-11-16T05:54:14.976Z,,,26,,53.7,54,
2017-11-16T05:54:24.968Z,,,25.9,,53.3,54,
2017-11-16T05:54:34.974Z,,,25.7,,52.9,54,
2017-11-16T05:54:44.989Z,,,25.6,0,52.4,54,2
2017-11-16T05:54:54.974Z,,39,25.4,,56.1,54,
2017-11-16T05:55:04.979Z,,29,25.5,,56.9,54,
2017-11-16T05:55:14.969Z,,,25.1,,58,54,
2017-11-16T05:55:24.973Z,,,25.6,,59,54,
2017-11-16T05:55:34.970Z,,,25.7,,59.3,54,
2017-11-16T05:55:44.970Z,,29,25.9,,60.1,54,
2017-11-16T05:55:54.970Z,,,25.9,,61.1,54,
2017-11-16T05:56:04.975Z,,29,26.1,,62,54,
2017-11-16T05:56:14.970Z,,30,26.2,,62.2,54,
2017-11-16T05:56:24.997Z,,29,26.2,,63.1,54,
2017-11-16T05:56:34.969Z,,,26.3,,63.4,54,
2017-11-16T05:56:44.971Z,,,26.5,,64,54,
2017-11-16T05:56:54.973Z,,,26.6,,64.4,54,
2017-11-16T05:57:04.971Z,,,26.7,,64.7,54,
2017-11-16T05:57:14.979Z,,0,26.7,0,62.9,54,2
2017-11-16T05:57:24.969Z,,,26.9,,61.9,54,
2017-11-16T05:57:34.975Z,,,26.9,,60.9,54,
2017-11-16T05:57:44.977Z,,,26.8,,59.8,54,
2017-11-16T05:57:54.989Z,,,27.1,,58.9,54,
2017-11-16T05:58:04.984Z,,,27.1,,57.9,54,
2017-11-16T05:58:15.153Z,,,26.8,,57.4,54,
2017-11-16T05:58:24.973Z,,,26.6,,56.7,54,
2017-11-16T05:58:34.978Z,,,26.1,,55.9,54,
2017-11-16T05:58:44.975Z,,,26.1,,55.3,54,
2017-11-16T05:58:54.974Z,,,25.7,,54.8,54,
2017-11-16T05:59:04.979Z,,,25.7,,53.9,54,
2017-11-16T05:59:14.976Z,,,25.6,,53.7,54,
2017-11-16T05:59:24.973Z,,,25.7,,53.3,54,
2017-11-16T05:59:34.974Z,,,25.4,,52.9,54,
2017-11-16T05:59:44.989Z,,,25.3,0,52.4,54,2
2017-11-16T05:59:54.975Z,,39,25.3,,56.1,54,
2017-11-16T06:00:04.977Z,,30,24.9,,56.9,54,
2017-11-16T06:00:14.972Z,,29,25.4,,58.1,54,
2017-11-16T06:00:24.981Z,,,25.7,,58.5,54,
2017-11-16T06:00:34.981Z,,,26.2,,59.3,54,
2017-11-16T06:00:44.974Z,,,26.3,,60.1,54,
2017-11-16T06:00:54.972Z,,,26.1,,61.1,54,
2017-11-16T06:01:04.974Z,,,26.2,,61.5,54,
2017-11-16T06:01:14.980Z,,,26,,62.2,54,
2017-11-16T06:01:24.986Z,,29,26.1,,63.1,54,
2017-11-16T06:01:34.977Z,,,26.3,,63.3,54,
2017-11-16T06:01:44.995Z,,,26.5,,64,54,
2017-11-16T06:01:54.979Z,,,26.6,,64.2,54,
2017-11-16T06:02:04.981Z,,,26.7,,64.7,54,
2017-11-16T06:02:14.976Z,,0,26.8,0,63.5,54,2
2017-11-16T06:02:24.974Z,,,26.8,,61.9,54,
2017-11-16T06:02:34.978Z,,,26.7,,60.9,54,
2017-11-16T06:02:44.992Z,,,26.7,,59.9,54,
2017-11-16T06:02:54.979Z,,,26.7,,58.9,54,
2017-11-16T06:03:04.976Z,,,26.9,,57.9,54,
2017-11-16T06:03:14.973Z,,,26.9,,57.6,54,
2017-11-16T06:03:24.974Z,,,26.9,,56.8,54,
2017-11-16T06:03:34.982Z,,,26.6,,55.9,54,
2017-11-16T06:03:44.983Z,,,26.7,,55.4,54,
2017-11-16T06:03:54.976Z,,,26,,54.9,54,
2017-11-16T06:04:04.977Z,,,26,,54.3,54,
2017-11-16T06:04:14.983Z,,,26,,53.8,54,
