Time,PrimTSet,HwActive,PrimT,HwTOutlet,ChActive,ActPow,HwTSet
2018-01-13T00:00:04.383Z,,,,13.1,,,54
2018-01-13T00:00:14.510Z,,,,12.9,,,54
2018-01-13T00:00:24.450Z,,,,12.9,,,54
2018-01-13T00:00:34.367Z,,,,12.9,,,54
2018-01-13T00:00:44.374Z,,,35.7,12.9,,,54
2018-01-13T00:00:54.372Z,,,,12.9,,,54
2018-01-13T00:01:04.401Z,,,,12.9,,,54
2018-01-13T00:01:14.481Z,,,,12.9,,,54
2018-01-13T00:01:24.368Z,,,,12.8,,,54
2018-01-13T00:01:34.399Z,,,,12.8,,,54
2018-01-13T00:01:44.389Z,,0,35.6,12.8,2,44,54
2018-01-13T00:01:54.390Z,,,40.1,12.8,,36,54
2018-01-13T00:02:04.439Z,,,40.7,13.6,,29,54
2018-01-13T00:02:14.532Z,,,39.1,14.5,,30,54
2018-01-13T00:02:24.404Z,,,40.1,15.3,,29,54
2018-01-13T00:02:34.368Z,,,40.3,15.7,,,54
2018-01-13T00:02:44.373Z,,,40.5,16.5,,,54
2018-01-13T00:02:54.373Z,,,40.7,16.7,,,54
2018-01-13T00:03:04.379Z,,,,17,,,54
2018-01-13T00:03:14.484Z,,,40.9,17.3,,,54
2018-01-13T00:03:24.393Z,,,,17.7,,29,54
2018-01-13T00:03:34.373Z,,,41.1,17.8,,,54
2018-01-13T00:03:44.384Z,,,41.2,17.9,,,54
2018-01-13T00:03:54.374Z,,,41.3,18.4,,30,54
2018-01-13T00:04:04.408Z,,,41.4,18.4,,29,54
2018-01-13T00:04:14.489Z,,,41.5,18.6,,30,54
2018-01-13T00:04:25.530Z,,,41.6,18.6,,29,54
2018-01-13T00:04:34.411Z,,,41.7,19,,,54
2018-01-13T00:04:44.384Z,,,41.8,19.2,,,54
2018-01-13T00:04:54.372Z,,,42,19,,30,54
2018-01-13T00:05:04.426Z,,,42.1,18.9,,29,54
2018-01-13T00:05:14.473Z,,,42.2,19.2,,30,54
2018-01-13T00:05:24.371Z,,,42.4,19.4,,,54
2018-01-13T00:05:34.398Z,,,42.6,19.4,,,54
2018-01-13T00:05:44.369Z,,,42.8,19.4,,29,54
2018-01-13T00:05:54.383Z,,,42.9,19.4,,,54
2018-01-13T00:06:04.425Z,,,43,19.4,,,54
2018-01-13T00:06:14.476Z,,,43.1,19.6,,,54
2018-01-13T00:06:24.371Z,,,43.3,19.7,,,54
2018-01-13T00:06:34.427Z,,,43.4,19.7,,30,54
2018-01-13T00:06:44.399Z,,,43.5,19.7,,29,54
2018-01-13T00:06:54.385Z,,,43.7,19.8,,30,54
2018-01-13T00:07:04.427Z,,,43.8,20,,29,54
2018-01-13T00:07:14.527Z,,,44,19.8,,,54
2018-01-13T00:07:24.428Z,,,44.1,20,,,54
2018-01-13T00:07:34.371Z,,,44.2,20.1,,30,54
2018-01-13T00:07:44.384Z,,,44.3,20,,29,54
2018-01-13T00:07:54.425Z,,,44.4,20.2,,,54
2018-01-13T00:08:04.377Z,,,44.6,20.2,,30,54
2018-01-13T00:08:14.514Z,,,44.7,20.2,,0,54
2018-01-13T00:08:24.506Z,,0,42.7,20.4,2,,54
2018-01-13T00:08:34.384Z,,,40.9,20.1,,,54
2018-01-13T00:08:44.382Z,,,40.3,19.4,,,54
2018-01-13T00:08:54.379Z,,,39.7,19.2,,,54
2018-01-13T00:09:04.375Z,,,38.9,19.6,,,54
2018-01-13T00:09:14.529Z,,,38.5,19.4,,,54
2018-01-13T00:09:24.417Z,,,37.9,18.8,,,54
2018-01-13T00:09:34.378Z,,,37.6,18.6,,,54
2018-01-13T00:09:44.385Z,,,37.3,18.6,,,54
2018-01-13T00:09:54.390Z,,,36.9,18.4,,,54
2018-01-13T00:10:04.374Z,,,36.6,18.1,,,54
2018-01-13T00:10:14.474Z,,,36.3,17.9,,,54
2018-01-13T00:10:24.375Z,,,36.1,17.8,,,54
2018-01-13T00:10:34.395Z,,,35.9,17.7,,,54
2018-01-13T00:10:44.374Z,,,35.8,17.5,,,54
2018-01-13T00:10:54.422Z,,,35.6,17.5,,,54
2018-01-13T00:11:04.497Z,,,35.5,17.4,,,54
2018-01-13T00:11:14.528Z,,,35.3,17.4,,,54
2018-01-13T00:11:24.428Z,,,,17.3,,,54
2018-01-13T00:11:34.379Z,,,,17,,,54
2018-01-13T00:11:44.392Z,,,,17.3,,,54
2018-01-13T00:11:54.379Z,,,35.2,17.9,,,54
2018-01-13T00:12:04.403Z,,,,17.9,,,54
2018-01-13T00:12:14.488Z,,,,17.4,,,54
2018-01-13T00:12:24.438Z,,,,17.1,,,54
2018-01-13T00:12:34.378Z,,,,17,,,54
2018-01-13T00:12:44.395Z,,,,16.8,,,54
2018-01-13T00:12:54.383Z,,,35.3,16.5,,,54
2018-01-13T00:13:04.383Z,,,,16.4,,,54
2018-01-13T00:13:14.603Z,,,,16.2,,,54
2018-01-13T00:13:24.377Z,,,35.4,15.9,,,54
2018-01-13T00:13:34.444Z,,,,15.7,,,54
2018-01-13T00:13:44.402Z,,,35.5,15.4,,,54
2018-01-13T00:13:54.378Z,,,,15.3,,,54
2018-01-13T00:14:04.379Z,,,35.6,15.1,,,54
2018-01-13T00:14:14.499Z,,,,15,,,54
2018-01-13T00:14:24.453Z,,,35.7,14.8,,,54
2018-01-13T00:14:34.502Z,,,,14.7,,,54
2018-01-13T00:14:44.412Z,,,,14.5,,,54
2018-01-13T00:14:54.376Z,,,35.8,14.3,,,54
2018-01-13T00:15:04.484Z,,,,14.3,,,54
2018-01-13T00:15:14.478Z,,,,14.2,,,54
2018-01-13T00:15:24.386Z,,0,35.8,14,2,,54
2018-01-13T00:15:34.386Z,,,40.2,14,,37,54
2018-01-13T00:15:44.424Z,,,41.4,14.8,,29,54
2018-01-13T00:15:54.378Z,,,40.1,15.9,,,54
2018-01-13T00:16:04.397Z,,,41.1,15.9,,,54
2018-01-13T00:16:14.477Z,,,41.5,16.4,,,54
2018-01-13T00:16:24.399Z,,,41.9,17,,,54
2018-01-13T00:16:34.390Z,,,42.1,17.4,,,54
2018-01-13T00:16:44.390Z,,,42.3,17.5,,,54
2018-01-13T00:16:54.379Z,61,0,42.6,17.9,2,29,54
2018-01-13T00:17:04.377Z,,,42.8,18.2,,,54
2018-01-13T00:17:14.538Z,,,42.9,18.5,,,54
2018-01-13T00:17:24.379Z,,,43.1,18.6,,,54
2018-01-13T00:17:34.395Z,,,43.2,18.9,,,54
2018-01-13T00:17:44.426Z,,,43.3,19,,,54
2018-01-13T00:17:54.399Z,,,43.5,19.3,,,54
2018-01-13T00:18:04.415Z,,,43.6,19.3,,,54
2018-01-13T00:18:14.535Z,,,43.7,19.4,,,54
2018-01-13T00:18:24.387Z,,,43.8,19.4,,,54
2018-01-13T00:18:34.405Z,,,44,19.7,,30,54
2018-01-13T00:18:44.388Z,,,44.1,19.8,,29,54
2018-01-13T00:18:54.389Z,,0,43.3,19.8,2,0,54
2018-01-13T00:19:04.389Z,,,40.9,19.6,,,54
2018-01-13T00:19:14.539Z,,,40.1,19.2,,,54
2018-01-13T00:19:24.400Z,,,39.5,19,,,54
2018-01-13T00:19:34.404Z,,,38.6,19,,,54
2018-01-13T00:19:44.381Z,,,38.1,19,,,54
2018-01-13T00:19:54.386Z,,,37.6,18.5,,,54
2018-01-13T00:20:04.379Z,,,37.2,18.2,,,54
2018-01-13T00:20:14.490Z,,,36.7,18.1,,,54
2018-01-13T00:20:24.402Z,,,36.4,17.9,,,54
2018-01-13T00:20:34.382Z,,,36.1,17.8,,,54
2018-01-13T00:20:44.455Z,,,35.9,17.5,,,54
2018-01-13T00:20:54.457Z,,,35.6,17.5,,,54
2018-01-13T00:21:04.418Z,,,35.4,17.4,,,54
2018-01-13T00:21:14.501Z,,,35.3,17.4,,,54
2018-01-13T00:21:24.386Z,,,35.1,17.3,,,54
2018-01-13T00:21:34.382Z,,,34.8,17.1,,,54
2018-01-13T00:21:44.404Z,,,34.7,17.1,,,54
2018-01-13T00:21:54.491Z,,,34.6,17.1,,,54
2018-01-13T00:22:04.425Z,,,,16.8,,,54
2018-01-13T00:22:14.512Z,,,,16.8,,,54
2018-01-13T00:22:34.383Z,,,,17.7,,,54
2018-01-13T00:22:44.440Z,,,,17.5,,,54
2018-01-13T00:22:54.394Z,,,,17.1,,,54
2018-01-13T00:23:04.384Z,,,,17,,,54
2018-01-13T00:23:14.484Z,,,,16.8,,,54
2018-01-13T00:23:24.381Z,,0,34.8,16.5,2,,54
2018-01-13T00:23:34.383Z,,,40.4,16.2,,35,54
2018-01-13T00:23:44.425Z,,,40.8,16.5,,29,54
2018-01-13T00:23:54.381Z,,,40.1,17,,,54
2018-01-13T00:24:04.400Z,,,41.3,16.8,,,54
2018-01-13T00:24:14.520Z,,,41.7,17.1,,,54
2018-01-13T00:24:24.419Z,,,42.1,17.5,,,54
2018-01-13T00:24:34.441Z,,,42.6,17.7,,,54
2018-01-13T00:24:44.415Z,,,42.8,17.9,,30,54
2018-01-13T00:24:54.387Z,,,43.1,18.2,,29,54
2018-01-13T00:25:04.387Z,,,43.3,18.6,,,54
2018-01-13T00:25:14.516Z,,,43.5,18.8,,30,54
2018-01-13T00:25:24.390Z,,,43.7,19,,29,54
2018-01-13T00:25:34.384Z,,,43.8,19.2,,,54
2018-01-13T00:25:44.440Z,,,44,19.3,,,54
2018-01-13T00:25:54.388Z,,,44.1,19.6,,30,54
2018-01-13T00:26:04.408Z,,,44.2,19.7,,,54
2018-01-13T00:26:14.493Z,,0,43.4,19.8,2,0,54
2018-01-13T00:26:24.387Z,,,41.3,19.8,,,54
2018-01-13T00:26:34.394Z,,,40.3,19.2,,,54
2018-01-13T00:26:44.443Z,,,39.6,18.9,,,54
2018-01-13T00:26:54.390Z,,,38.7,18.9,,,54
2018-01-13T00:27:04.477Z,,,38.2,18.8,,,54
2018-01-13T00:27:14.492Z,,,37.8,18.5,,,54
2018-01-13T00:27:24.430Z,,,37.3,18.4,,,54
2018-01-13T00:27:34.388Z,,,36.9,18.1,,,54
2018-01-13T00:27:44.393Z,,,36.6,17.9,,,54
2018-01-13T00:27:54.405Z,,,36.3,17.8,,,54
2018-01-13T00:28:04.386Z,,,36,17.5,,,54
2018-01-13T00:28:14.500Z,,,35.8,17.4,,,54
2018-01-13T00:28:24.384Z,,,35.6,17.4,,,54
2018-01-13T00:28:34.388Z,,,35.4,17.3,,,54
2018-01-13T00:28:44.403Z,,,35.3,17.3,,,54
2018-01-13T00:28:54.399Z,,,35.1,17.1,,,54
2018-01-13T00:29:04.424Z,,,34.9,17,,,54
2018-01-13T00:29:14.511Z,,,34.8,17,,,54
2018-01-13T00:29:24.395Z,,,,16.8,,,54
2018-01-13T00:29:34.442Z,,,,16.8,,,54
2018-01-13T00:29:44.413Z,,,,17.7,,,54
2018-01-13T00:29:54.411Z,,,,17.7,,,54
2018-01-13T00:30:04.391Z,,,34.7,17.5,,,54
2018-01-13T00:30:14.563Z,,,,17.4,,,54
2018-01-13T00:30:24.405Z,,,,17.1,,,54
2018-01-13T00:30:34.388Z,,,,16.8,,,54
2018-01-13T00:30:44.395Z,,,,16.5,,,54
2018-01-13T00:30:54.387Z,,,34.8,16.2,,,54
2018-01-13T00:31:04.390Z,,,,15.9,,,54
2018-01-13T00:31:14.513Z,,,,15.7,,,54
2018-01-13T00:31:24.391Z,,,34.9,15.4,,,54
2018-01-13T00:31:34.388Z,,,,15.3,,,54
2018-01-13T00:31:44.388Z,,,35.1,15,,,54
2018-01-13T00:31:54.512Z,,,,14.8,,,54
2018-01-13T00:32:04.392Z,,,,14.7,,,54
2018-01-13T00:32:14.533Z,,,35.2,14.5,,,54
2018-01-13T00:32:24.410Z,,,,14.5,,,54
2018-01-13T00:32:34.400Z,,,35.3,14.3,,,54
2018-01-13T00:32:44.430Z,,,,14.2,,,54
2018-01-13T00:32:54.427Z,,,,14.2,,,54
2018-01-13T00:33:04.396Z,,,,14,,,54
2018-01-13T00:33:14.515Z,,,,14,,,54
2018-01-13T00:33:24.394Z,,,35.4,14,,,54
2018-01-13T00:33:34.392Z,,,,13.9,,,54
2018-01-13T00:33:44.405Z,,,,13.9,,,54
2018-01-13T00:33:54.419Z,,,,13.7,,,54
2018-01-13T00:34:04.398Z,,,,13.7,,,54
2018-01-13T00:34:14.520Z,,,,13.7,,,54
2018-01-13T00:34:24.444Z,,,,13.7,,,54
2018-01-13T00:34:34.402Z,,,,13.7,,,54
2018-01-13T00:34:44.397Z,,,,13.7,,,54
2018-01-13T00:34:54.437Z,,,,13.6,,,54
2018-01-13T00:35:04.387Z,,,,13.6,,,54
2018-01-13T00:35:14.505Z,,,,13.4,,,54
2018-01-13T00:35:24.405Z,,,,13.2,,,54
2018-01-13T00:35:34.417Z,,,,13.2,,,54
2018-01-13T00:35:44.387Z,,,,13.2,,,54
2018-01-13T00:35:54.404Z,,,35.3,13.2,,,54
2018-01-13T00:36:04.387Z,,,,13.2,,,54
2018-01-13T00:36:14.539Z,,,,13.2,,,54
2018-01-13T00:36:24.391Z,,,,13.2,,,54
2018-01-13T00:36:34.389Z,,,,13.2,,,54
2018-01-13T00:36:44.429Z,,,,13.2,,,54
2018-01-13T00:36:54.392Z,,,,13.1,,,54
2018-01-13T00:37:04.422Z,,,,13.1,,,54
2018-01-13T00:37:14.500Z,,,,12.9,,,54
2018-01-13T00:37:24.394Z,,,35.2,13.1,,,54
2018-01-13T00:37:34.414Z,,,,13.1,,,54
2018-01-13T00:37:44.460Z,,,,12.9,,,54
2018-01-13T00:37:54.400Z,,,,12.9,,,54
2018-01-13T00:38:04.465Z,,0,35.1,12.8,2,45,54
2018-01-13T00:38:14.530Z,,,40,12.9,,34,54
2018-01-13T00:38:24.392Z,,,39.8,13.7,,29,54
2018-01-13T00:38:34.408Z,,,39.1,14.8,,,54
2018-01-13T00:38:44.428Z,,,40,15.1,,,54
2018-01-13T00:38:54.412Z,,,40.2,16.1,,,54
2018-01-13T00:39:04.442Z,,,40.4,16.4,,,54
2018-01-13T00:39:14.522Z,,,40.6,16.5,,30,54
2018-01-13T00:39:24.402Z,,,40.7,17,,29,54
2018-01-13T00:39:34.392Z,,,40.8,17.7,,,54
2018-01-13T00:39:44.453Z,,,41,17.5,,,54
2018-01-13T00:39:54.408Z,,,41.1,17.8,,,54
2018-01-13T00:40:04.402Z,,,41.2,17.9,,,54
2018-01-13T00:40:14.534Z,,,41.4,17.9,,,54
2018-01-13T00:40:24.392Z,,,41.5,18.1,,,54
2018-01-13T00:40:34.418Z,,,41.6,18.4,,,54
2018-01-13T00:40:44.399Z,,,41.7,18.5,,,54
2018-01-13T00:40:54.398Z,,,41.8,18.6,,,54
2018-01-13T00:41:04.402Z,,,41.9,18.8,,,54
2018-01-13T00:41:14.493Z,,,42.1,18.8,,,54
2018-01-13T00:41:24.423Z,,,42.2,19,,30,54
2018-01-13T00:41:34.456Z,,,42.3,19,,29,54
2018-01-13T00:41:44.421Z,,,42.4,19.2,,,54
2018-01-13T00:41:54.420Z,,,42.7,19.6,,,54
2018-01-13T00:42:04.462Z,,,42.9,19.4,,,54
2018-01-13T00:42:14.503Z,,,43,19.4,,,54
2018-01-13T00:42:34.460Z,,,43.3,19.8,,,54
2018-01-13T00:42:44.455Z,,,43.4,19.8,,,54
2018-01-13T00:42:54.403Z,,,43.5,20,,,54
2018-01-13T00:43:04.425Z,,,43.7,19.7,,,54
2018-01-13T00:43:14.509Z,,,43.8,19.8,,,54
2018-01-13T00:43:24.395Z,,,43.9,19.8,,,54
2018-01-13T00:43:34.429Z,,,44,20.1,,,54
2018-01-13T00:43:44.402Z,,,44.2,20.1,,,54
2018-01-13T00:43:54.406Z,,,44.3,20.1,,,54
2018-01-13T00:44:04.467Z,,,44.4,20.2,,,54
2018-01-13T00:44:14.496Z,,,44.5,20.4,,,54
2018-01-13T00:44:24.407Z,,,44.6,20.5,,,54
2018-01-13T00:44:34.433Z,,0,44.7,20.4,2,0,54
2018-01-13T00:44:44.404Z,,,41.9,20.2,,,54
2018-01-13T00:44:54.404Z,,,40.8,19.8,,,54
2018-01-13T00:45:04.428Z,,,40.2,19.4,,,54
2018-01-13T00:45:14.525Z,,,39.5,19.4,,,54
2018-01-13T00:45:24.399Z,,,38.8,19.6,,,54
2018-01-13T00:45:34.395Z,,,38.3,19.4,,,54
2018-01-13T00:45:44.414Z,,,37.9,18.9,,,54
2018-01-13T00:45:54.398Z,,,37.5,18.6,,,54
2018-01-13T00:46:04.399Z,,,37.2,18.5,,,54
2018-01-13T00:46:14.519Z,,,36.8,18.2,,,54
2018-01-13T00:46:24.448Z,,,36.5,18.1,,,54
2018-01-13T00:46:34.401Z,,,36.3,17.9,,,54
2018-01-13T00:46:44.399Z,,,36.1,17.8,,,54
2018-01-13T00:46:54.406Z,,,35.9,17.7,,,54
2018-01-13T00:47:04.404Z,,,35.8,17.5,,,54
2018-01-13T00:47:14.525Z,,,35.6,17.4,,,54
2018-01-13T00:47:24.397Z,,,35.4,17.4,,,54
2018-01-13T00:47:34.399Z,,0,35.4,17.4,2,44,54
2018-01-13T00:47:44.427Z,,,42,17.1,,32,54
2018-01-13T00:47:54.443Z,,,41.7,16.7,,29,54
2018-01-13T00:48:04.398Z,,,41.2,16.7,,,54
2018-01-13T00:48:14.499Z,,,42.4,17.4,,,54
2018-01-13T00:48:24.412Z,,,42.8,17.7,,30,54
2018-01-13T00:48:34.421Z,,,43.4,18.1,,29,54
2018-01-13T00:48:44.401Z,,0,43.4,18.5,2,0,54
2018-01-13T00:48:54.422Z,,,40.5,18.9,,,54
2018-01-13T00:49:04.402Z,,,39.8,18.6,,,54
2018-01-13T00:49:14.502Z,,,39.2,18.5,,,54
2018-01-13T00:49:24.431Z,,,38.4,18.8,,,54
2018-01-13T00:49:34.402Z,,,37.9,18.2,,,54
2018-01-13T00:49:44.402Z,,,37.6,17.9,,,54
2018-01-13T00:49:54.436Z,,,37.2,17.9,,,54
2018-01-13T00:50:04.397Z,,,36.8,17.8,,,54
2018-01-13T00:50:14.547Z,,,36.5,17.8,,,54
2018-01-13T00:50:24.474Z,,,36.3,17.7,,,54
2018-01-13T00:50:34.404Z,,,36.1,17.5,,,54
2018-01-13T00:50:44.409Z,,,35.9,17.4,,,54
2018-01-13T00:50:54.414Z,,,35.7,17.3,,,54
2018-01-13T00:51:04.398Z,,,35.6,17.3,,,54
2018-01-13T00:51:14.531Z,,,35.4,17,,,54
2018-01-13T00:51:24.400Z,,,35.2,16.8,,,54
2018-01-13T00:51:34.417Z,,,35.1,16.8,,,54
2018-01-13T00:51:44.402Z,,,34.8,17.5,,,54
2018-01-13T00:51:54.405Z,,,34.7,17.8,,,54
2018-01-13T00:52:04.397Z,,,34.6,17.9,,,54
2018-01-13T00:52:14.559Z,,,34.5,17.9,,,54
2018-01-13T00:52:24.406Z,,,34.4,17.7,,,54
2018-01-13T00:52:34.410Z,,,34.3,17.9,,,54
2018-01-13T00:52:44.415Z,,,,17.4,,,54
2018-01-13T00:52:54.401Z,,,34.2,17.1,,,54
2018-01-13T00:53:04.399Z,,,,17.1,,,54
2018-01-13T00:53:14.519Z,,,34.1,17,,,54
2018-01-13T00:53:24.403Z,,,34,17,,,54
2018-01-13T00:53:34.400Z,,,,16.8,,,54
2018-01-13T00:53:44.401Z,,,33.9,16.8,,,54
2018-01-13T00:53:54.408Z,,,33.8,16.7,,,54
2018-01-13T00:54:04.432Z,,,33.7,16.5,,,54
2018-01-13T00:54:14.571Z,,,,16.5,,,54
2018-01-13T00:54:24.401Z,,,33.6,16.4,,,54
2018-01-13T00:54:34.403Z,,,33.5,16.4,,,54
2018-01-13T00:54:44.405Z,,,33.4,16.4,,,54
2018-01-13T00:54:54.420Z,,,33.3,16.1,,,54
2018-01-13T00:55:04.402Z,,,,16.1,,,54
2018-01-13T00:55:14.533Z,,,33.2,15.9,,,54
2018-01-13T00:55:24.408Z,,,33.1,15.9,,,54
2018-01-13T00:55:34.399Z,,,,16.5,,,54
2018-01-13T00:55:44.399Z,,,,16.8,,,54
2018-01-13T00:55:54.403Z,,,,17.4,,,54
2018-01-13T00:56:04.399Z,,,,17.5,,,54
2018-01-13T00:56:14.507Z,,,,17.3,,,54
2018-01-13T00:56:24.398Z,,,,17.1,,,54
2018-01-13T00:56:34.409Z,,,,16.8,,,54
2018-01-13T00:56:44.401Z,,,,16.4,,,54
2018-01-13T00:56:54.425Z,,,,16.1,,,54
2018-01-13T00:57:04.401Z,,,,15.7,,,54
2018-01-13T00:57:14.501Z,,,,15.4,,,54
2018-01-13T00:57:24.410Z,,,,15.1,,,54
2018-01-13T00:57:34.401Z,,,,14.8,,,54
2018-01-13T00:57:44.416Z,,,,14.7,,,54
2018-01-13T00:57:54.405Z,,,,14.5,,,54
2018-01-13T00:58:04.464Z,,,,14.3,,,54
2018-01-13T00:58:14.550Z,,,,14.2,,,54
2018-01-13T00:58:24.419Z,,,,14.2,,,54
2018-01-13T00:58:34.421Z,,,,14,,,54
2018-01-13T00:58:44.403Z,,,33.2,13.9,,,54
2018-01-13T00:58:54.436Z,,,33.1,13.9,,,54
2018-01-13T00:59:04.402Z,,,33.2,13.7,,,54
2018-01-13T00:59:14.542Z,,,,13.7,,,54
2018-01-13T00:59:24.403Z,,,,13.7,,,54
2018-01-13T00:59:34.498Z,,,,13.6,,,54
2018-01-13T00:59:44.414Z,,,,13.6,,,54
2018-01-13T00:59:54.403Z,,,,13.6,,,54
2018-01-13T01:00:04.410Z,,,,13.4,,,54
2018-01-13T01:00:14.501Z,,,,13.4,,,54
2018-01-13T01:00:24.408Z,,,,13.4,,,54
2018-01-13T01:00:34.444Z,,,,13.4,,,54
2018-01-13T01:00:44.401Z,,,,13.2,,,54
2018-01-13T01:00:54.425Z,,,,13.2,,,54
2018-01-13T01:01:04.451Z,,,,13.2,,,54
2018-01-13T01:01:14.513Z,,,,13.2,,,54
2018-01-13T01:01:24.403Z,,0,,13.2,2,,54
2018-01-13T01:01:34.447Z,,,38.4,13.2,,35,54
2018-01-13T01:01:44.404Z,,,38.7,14,,29,54
2018-01-13T01:01:54.414Z,,,38.1,15.3,,,54
2018-01-13T01:02:04.457Z,,,39.2,15.1,,,54
2018-01-13T01:02:14.526Z,,,39.4,15.7,,,54
2018-01-13T01:02:24.426Z,,,39.8,16.8,,30,54
2018-01-13T01:02:34.406Z,,,40,16.8,,30,54
2018-01-13T01:02:44.406Z,,,40.2,17,,29,54
2018-01-13T01:02:54.403Z,,,40.4,17.3,,,54
2018-01-13T01:03:04.413Z,,,40.6,17.4,,,54
2018-01-13T01:03:14.507Z,,,40.7,17.7,,,54
2018-01-13T01:03:24.430Z,,,40.9,17.7,,,54
2018-01-13T01:03:34.403Z,,,41,17.8,,,54
2018-01-13T01:03:44.409Z,,,41.2,17.9,,,54
2018-01-13T01:03:54.469Z,,,41.3,18.1,,,54
2018-01-13T01:04:04.413Z,,,41.4,18.2,,30,54
2018-01-13T01:04:14.548Z,,,41.5,18.5,,29,54
2018-01-13T01:04:24.412Z,,,41.6,18.9,,,54
2018-01-13T01:04:34.455Z,,,41.8,18.9,,,54
2018-01-13T01:04:44.405Z,,,41.9,18.6,,,54
2018-01-13T01:04:54.487Z,,,42,19,,30,54
2018-01-13T01:05:04.414Z,,,42.2,19.3,,29,54
2018-01-13T01:05:14.528Z,,,42.3,19.4,,,54
2018-01-13T01:05:24.448Z,,,42.4,19.6,,,54
2018-01-13T01:05:34.415Z,,,42.7,19.4,,,54
2018-01-13T01:05:44.407Z,,,42.8,19.4,,,54
2018-01-13T01:05:54.469Z,,,42.9,19.3,,,54
2018-01-13T01:06:04.416Z,,0,42.4,19.6,2,0,54
2018-01-13T01:06:14.530Z,,,39.7,19.3,,,54
2018-01-13T01:06:24.411Z,,,38.8,18.9,,,54
2018-01-13T01:06:34.420Z,,,38.1,18.9,,,54
2018-01-13T01:06:44.420Z,,,37.4,18.9,,,54
2018-01-13T01:06:54.410Z,,,36.8,18.4,,,54
2018-01-13T01:07:04.431Z,,,36.3,18.2,,,54
2018-01-13T01:07:14.532Z,,,35.9,17.9,,,54
2018-01-13T01:07:24.445Z,,,35.5,17.7,,,54
2018-01-13T01:07:34.411Z,,,35.2,17.5,,,54
2018-01-13T01:07:44.416Z,,,34.8,17.4,,,54
2018-01-13T01:07:54.407Z,,,34.6,17.4,,,54
2018-01-13T01:08:04.423Z,,,34.4,17.3,,,54
2018-01-13T01:08:14.548Z,,,34.2,17.1,,,54
2018-01-13T01:08:24.466Z,,,34,17,,,54
2018-01-13T01:08:34.412Z,,,33.9,16.8,,,54
2018-01-13T01:08:44.430Z,,,33.7,16.7,,,54
2018-01-13T01:08:54.509Z,,,33.6,16.4,,,54
2018-01-13T01:09:04.434Z,,,33.5,16.4,,,54
2018-01-13T01:09:14.563Z,,,,16.5,,,54
2018-01-13T01:09:24.458Z,,,,16.7,,,54
2018-01-13T01:09:34.495Z,,,,17.4,,,54
2018-01-13T01:09:44.433Z,,0,33.9,17.5,2,45,54
2018-01-13T01:09:54.481Z,,,39.7,17.4,,34,54
2018-01-13T01:10:04.410Z,,,39.8,17.5,,29,54
2018-01-13T01:10:14.594Z,,,39.6,17.7,,,54
2018-01-13T01:10:24.490Z,,,40.7,17.7,,30,54
2018-01-13T01:10:34.417Z,,,41,18.1,,29,54
2018-01-13T01:10:44.458Z,,,41.6,18.1,,,54
2018-01-13T01:10:54.412Z,,,41.9,18.1,,,54
2018-01-13T01:11:04.426Z,,,42.2,18.4,,,54
2018-01-13T01:11:14.515Z,,,42.6,18.5,,,54
2018-01-13T01:11:24.445Z,,,42.9,18.8,,,54
2018-01-13T01:11:34.412Z,,,43.1,19.2,,,54
2018-01-13T01:11:44.420Z,,,43.2,19.3,,,54
2018-01-13T01:11:54.414Z,,,43.4,19.4,,,54
2018-01-13T01:12:04.467Z,,,43.5,19.6,,,54
2018-01-13T01:12:14.515Z,,,43.7,19.6,,,54
2018-01-13T01:12:24.416Z,,,43.8,19.7,,30,54
2018-01-13T01:12:34.416Z,,,44,19.8,,29,54
2018-01-13T01:12:44.470Z,,,44.1,20,,,54
2018-01-13T01:12:54.428Z,,,44.3,20.1,,,54
2018-01-13T01:13:04.529Z,,,44.4,20.1,,30,54
2018-01-13T01:13:14.468Z,,,44.5,20,,29,54
2018-01-13T01:13:24.410Z,,,44.7,20.2,,,54
2018-01-13T01:13:34.419Z,,,44.8,20.4,,30,54
2018-01-13T01:13:44.431Z,,,44.9,20.5,,29,54
2018-01-13T01:13:54.424Z,,,45,20.5,,,54
2018-01-13T01:14:04.447Z,,,45.1,20.6,,30,54
2018-01-13T01:14:14.531Z,,,45.2,20.5,,29,54
2018-01-13T01:14:24.414Z,,,45.4,20.2,,,54
2018-01-13T01:14:34.414Z,,,45.5,20.1,,,54
2018-01-13T01:14:44.417Z,,,45.6,20.5,,,54
2018-01-13T01:14:54.416Z,,,45.7,20.8,,30,54
2018-01-13T01:15:04.606Z,,,45.8,20.6,,29,54
2018-01-13T01:15:14.474Z,,,45.9,20.9,,,54
2018-01-13T01:15:24.409Z,,,46,20.9,,,54
2018-01-13T01:15:34.447Z,,,46.1,20.9,,,54
2018-01-13T01:15:44.424Z,,,46.2,21.1,,,54
2018-01-13T01:15:54.413Z,,,46.3,21.1,,,54
2018-01-13T01:16:04.412Z,,,46.4,21.1,,,54
2018-01-13T01:16:14.512Z,,,46.5,20.9,,,54
2018-01-13T01:16:24.445Z,,,46.6,20.9,,,54
2018-01-13T01:16:34.411Z,,,46.7,21.1,,,54
2018-01-13T01:16:44.411Z,,,46.8,21.2,,,54
2018-01-13T01:16:54.412Z,,,46.9,21.2,,,54
2018-01-13T01:17:04.447Z,,0,47,21.2,2,,54
2018-01-13T01:17:14.547Z,,,47.1,21.3,,30,54
