Time,HwTOutlet,HwActive,PrimT,HwTSet,ChActive,PrimTSet,ActPow
2017-12-20T03:59:57.936Z,30.9,,,54,,,
2017-12-20T04:00:08.052Z,30.8,,,54,,,
2017-12-20T04:00:17.944Z,30.7,,35.2,54,,,
2017-12-20T04:00:27.942Z,30.6,,,54,,,
2017-12-20T04:00:37.941Z,30.6,,35.3,54,,,
2017-12-20T04:00:47.942Z,30.4,,,54,,,
2017-12-20T04:00:57.942Z,30.3,,,54,,,
2017-12-20T04:01:08.042Z,30.2,,,54,,,
2017-12-20T04:01:17.946Z,30.1,,35.4,54,,,
2017-12-20T04:01:27.937Z,30.1,,,54,,,
2017-12-20T04:01:37.941Z,30,,,54,,,
2017-12-20T04:01:47.939Z,29.8,,35.5,54,,,
2017-12-20T04:01:57.940Z,29.7,,,54,,,
2017-12-20T04:02:08.045Z,29.6,,,54,,,
2017-12-20T04:02:17.941Z,29.6,,,54,,,
2017-12-20T04:02:27.939Z,29.5,,,54,,,
2017-12-20T04:02:37.938Z,29.3,,,54,,,
2017-12-20T04:02:47.943Z,29.2,,,54,,,
2017-12-20T04:02:57.938Z,29.2,,,54,,,
2017-12-20T04:03:08.045Z,29.1,,,54,,,
2017-12-20T04:03:17.945Z,29,,,54,,,
2017-12-20T04:03:27.939Z,29,,,54,,,
2017-12-20T04:03:37.954Z,28.9,,,54,,,
2017-12-20T04:03:47.944Z,28.7,,,54,,,
2017-12-20T04:03:57.939Z,28.7,,,54,,,
2017-12-20T04:04:08.034Z,28.6,,,54,,,
2017-12-20T04:04:17.940Z,28.5,,,54,,,
2017-12-20T04:04:27.941Z,28.5,,,54,,,
2017-12-20T04:04:37.943Z,28.4,,,54,,,
2017-12-20T04:04:47.948Z,28.4,,,54,,,
2017-12-20T04:04:57.940Z,28.3,,,54,,,
2017-12-20T04:05:08.044Z,28.1,,35.4,54,,,
2017-12-20T04:05:17.946Z,28.1,,,54,,,
2017-12-20T04:05:27.940Z,28,,,54,,,
2017-12-20T04:05:37.943Z,28,,,54,,,
2017-12-20T04:05:47.946Z,27.9,,,54,,,
2017-12-20T04:05:57.941Z,27.9,,,54,,,
2017-12-20T04:06:08.050Z,27.8,,,54,,,
2017-12-20T04:06:17.941Z,27.8,,,54,,,
2017-12-20T04:06:27.942Z,27.7,0,35.3,54,1,61,0
2017-12-20T04:06:37.949Z,27.5,,,54,,,
2017-12-20T04:06:47.942Z,27.5,,,54,,,
2017-12-20T04:06:57.941Z,27.5,,,54,,,
2017-12-20T04:07:08.032Z,27.4,,,54,,,
2017-12-20T04:07:17.941Z,27.4,,,54,,,
2017-12-20T04:07:27.943Z,27.3,,,54,,,
2017-12-20T04:07:37.946Z,27.3,,35.2,54,,,
2017-12-20T04:07:47.941Z,27.2,,,54,,,
2017-12-20T04:07:57.945Z,27.2,,,54,,,
2017-12-20T04:08:08.035Z,27.1,,,54,,,
2017-12-20T04:08:17.943Z,27.1,,,54,,,
2017-12-20T04:08:27.951Z,26.9,,,54,,,
2017-12-20T04:08:37.944Z,26.9,,,54,,,
2017-12-20T04:08:47.944Z,26.8,,35.1,54,,,
2017-12-20T04:08:57.945Z,26.8,,,54,,,
2017-12-20T04:09:08.050Z,26.8,,,54,,,
2017-12-20T04:09:17.944Z,26.7,,,54,,,
2017-12-20T04:09:27.943Z,26.7,,,54,,,
2017-12-20T04:09:37.946Z,26.6,,34.9,54,,,
2017-12-20T04:09:47.945Z,26.6,,35.1,54,,,
2017-12-20T04:09:57.945Z,26.6,,34.9,54,,,
2017-12-20T04:10:08.045Z,26.5,,,54,,,
2017-12-20T04:10:17.942Z,26.5,,,54,,,
2017-12-20T04:10:27.943Z,26.5,,,54,,,
2017-12-20T04:10:37.948Z,26.3,,,54,,,
2017-12-20T04:10:47.944Z,26.3,,,54,,,
2017-12-20T04:10:57.949Z,26.2,,34.8,54,,,
2017-12-20T04:11:08.051Z,26.2,0,39.4,54,1,,39
2017-12-20T04:11:17.946Z,26.2,,40,54,,,36
2017-12-20T04:11:27.949Z,26.1,,38.9,54,,,29
2017-12-20T04:11:37.947Z,26.1,,39.1,54,,,
2017-12-20T04:11:47.947Z,26.1,,39.2,54,,,
2017-12-20T04:11:57.947Z,26.1,,,54,,,
2017-12-20T04:12:08.057Z,26.2,,,54,,,
2017-12-20T04:12:17.948Z,26.3,,39.1,54,,,
2017-12-20T04:12:27.948Z,26.5,,,54,,,
2017-12-20T04:12:37.947Z,26.7,,,54,,,
2017-12-20T04:12:47.945Z,26.9,,39.1,54,,,
2017-12-20T04:12:57.945Z,27.2,,38.9,54,,,
2017-12-20T04:13:08.040Z,27.3,,39.1,54,,,
2017-12-20T04:13:17.944Z,27.5,,,54,,,
2017-12-20T04:13:27.945Z,27.7,,,54,,,
2017-12-20T04:13:37.945Z,27.8,,39.2,54,,,30
2017-12-20T04:13:47.945Z,27.9,,,54,,,29
2017-12-20T04:13:57.945Z,28,,39.3,54,,,
2017-12-20T04:14:08.067Z,28.1,,39.4,54,,,
2017-12-20T04:14:17.947Z,28.3,,39.5,54,,,
2017-12-20T04:14:27.949Z,28.3,,39.6,54,,,
2017-12-20T04:14:37.949Z,28.4,,39.7,54,,,
2017-12-20T04:14:47.949Z,28.4,,40,54,,,
2017-12-20T04:14:57.947Z,28.5,,,54,,,
2017-12-20T04:15:08.046Z,28.5,,40.1,54,,,
2017-12-20T04:15:17.947Z,28.5,,40.3,54,,,
2017-12-20T04:15:27.948Z,28.6,,40.4,54,,,
2017-12-20T04:15:37.958Z,28.6,,40.6,54,,,
2017-12-20T04:15:47.947Z,28.7,,40.7,54,,,
2017-12-20T04:15:57.950Z,28.7,,40.8,54,,,
2017-12-20T04:16:08.045Z,28.9,,41,54,,,30
2017-12-20T04:16:17.952Z,29,,41.1,54,,,29
2017-12-20T04:16:27.947Z,29,,41.2,54,,,
2017-12-20T04:16:37.948Z,29.1,,41.3,54,,,
2017-12-20T04:16:47.949Z,29.2,,41.4,54,,,
2017-12-20T04:16:57.953Z,29.3,,41.6,54,,,
2017-12-20T04:17:08.048Z,29.3,,41.7,54,,,
2017-12-20T04:17:17.950Z,29.5,,41.8,54,,,
2017-12-20T04:17:27.951Z,29.6,,42,54,,,
2017-12-20T04:17:37.957Z,29.7,0,40.9,54,1,,0
2017-12-20T04:17:47.947Z,29.8,,38.9,54,,,
2017-12-20T04:17:57.949Z,30,,38.7,54,,,
2017-12-20T04:18:08.053Z,30,,37.9,54,,,
2017-12-20T04:18:17.951Z,30.1,,36.9,54,,,
2017-12-20T04:18:27.954Z,30.2,,36.7,54,,,
2017-12-20T04:18:37.954Z,30.2,,35.9,54,,,
2017-12-20T04:18:47.953Z,30.2,,35.8,54,,,
2017-12-20T04:18:57.950Z,30.3,,35.4,54,,,
2017-12-20T04:19:08.049Z,30.3,,34.9,54,,,
2017-12-20T04:19:17.950Z,30.3,,34.8,54,,,
2017-12-20T04:19:27.950Z,30.3,,34.5,54,,,
2017-12-20T04:19:37.953Z,30.3,,34.3,54,,,
2017-12-20T04:19:47.956Z,30.3,,33.9,54,,,
2017-12-20T04:19:57.951Z,30.3,,,54,,,
2017-12-20T04:20:08.042Z,30.3,,33.7,54,,,
2017-12-20T04:20:17.949Z,30.2,,33.6,54,,,
2017-12-20T04:20:27.954Z,30.2,,33.4,54,,,
2017-12-20T04:20:37.955Z,30.2,,33.3,54,,,
2017-12-20T04:20:47.952Z,30.2,,,54,,,
2017-12-20T04:20:57.957Z,30.1,,,54,,,
2017-12-20T04:21:08.057Z,30.1,,,54,,,
2017-12-20T04:21:17.953Z,30.1,,33.2,54,,,
2017-12-20T04:21:27.957Z,30.1,,,54,,,
2017-12-20T04:21:37.957Z,30.1,,,54,,,
2017-12-20T04:21:47.950Z,30.1,,,54,,,
2017-12-20T04:21:57.950Z,30.1,,,54,,,
2017-12-20T04:22:08.041Z,30.1,,,54,,,
2017-12-20T04:22:17.952Z,30.1,,,54,,,
2017-12-20T04:22:27.949Z,30,,,54,,,
2017-12-20T04:22:37.958Z,30,,,54,,,
2017-12-20T04:22:47.955Z,30,,,54,,,
2017-12-20T04:22:57.954Z,29.8,,,54,,,
2017-12-20T04:23:08.040Z,29.8,,,54,,,
2017-12-20T04:23:17.955Z,29.8,,,54,,,
2017-12-20T04:23:27.955Z,29.7,,,54,,,
2017-12-20T04:23:37.955Z,29.6,,,54,,,
2017-12-20T04:23:47.954Z,29.6,,33.3,54,,,
2017-12-20T04:23:57.949Z,29.5,,,54,,,
2017-12-20T04:24:08.076Z,29.5,,,54,,,
2017-12-20T04:24:17.955Z,29.3,,,54,,,
2017-12-20T04:24:27.950Z,29.2,,33.4,54,,,
2017-12-20T04:24:37.980Z,29.2,,,54,,,
2017-12-20T04:24:47.951Z,29.1,,,54,,,
2017-12-20T04:24:57.951Z,29.1,,33.5,54,,,
2017-12-20T04:25:08.047Z,29,,,54,,,
2017-12-20T04:25:17.950Z,28.9,,,54,,,
2017-12-20T04:25:27.954Z,28.9,,,54,,,
2017-12-20T04:25:37.966Z,28.7,,33.6,54,,,
2017-12-20T04:25:47.951Z,28.6,,,54,,,
2017-12-20T04:25:57.951Z,28.6,,,54,,,
2017-12-20T04:26:08.044Z,28.5,,,54,,,
2017-12-20T04:26:17.951Z,28.4,,33.7,54,,,
2017-12-20T04:26:27.953Z,28.4,,,54,,,
2017-12-20T04:26:37.960Z,28.3,,,54,,,
2017-12-20T04:26:47.952Z,28.1,,,54,,,
2017-12-20T04:26:57.961Z,28.1,,,54,,,
2017-12-20T04:27:08.043Z,28,,,54,,,
2017-12-20T04:27:17.953Z,27.9,,,54,,,
2017-12-20T04:27:27.952Z,27.9,,,54,,,
2017-12-20T04:27:37.953Z,27.8,,,54,,,
2017-12-20T04:27:47.963Z,27.8,,,54,,,
2017-12-20T04:27:57.954Z,27.7,,,54,,,
2017-12-20T04:28:08.044Z,27.7,,,54,,,
2017-12-20T04:28:17.956Z,27.5,,,54,,,
2017-12-20T04:28:27.956Z,27.5,,,54,,,
2017-12-20T04:28:37.954Z,27.4,,,54,,,
2017-12-20T04:28:47.954Z,27.4,,,54,,,
2017-12-20T04:28:57.954Z,27.3,,,54,,,
2017-12-20T04:29:08.044Z,27.2,,,54,,,
2017-12-20T04:29:17.954Z,27.2,,,54,,,
2017-12-20T04:29:27.955Z,27.1,,,54,,,
2017-12-20T04:29:37.956Z,27.1,,,54,,,
2017-12-20T04:29:47.955Z,27.1,,,54,,,
2017-12-20T04:29:57.954Z,26.9,,,54,,,
2017-12-20T04:30:08.056Z,26.9,,,54,,,
2017-12-20T04:30:17.956Z,26.8,,33.6,54,,,
2017-12-20T04:30:27.956Z,26.8,,,54,,,
2017-12-20T04:30:37.960Z,26.7,,,54,,,
2017-12-20T04:30:47.955Z,26.7,0,34.2,54,1,,44
2017-12-20T04:30:57.956Z,26.6,,39.3,54,,,32
2017-12-20T04:31:08.057Z,26.6,,37.9,54,,,29
2017-12-20T04:31:17.980Z,26.6,,38,54,,,29
2017-12-20T04:31:27.957Z,26.5,,38.2,54,,,
2017-12-20T04:31:37.960Z,26.5,,38.5,54,,,
2017-12-20T04:31:47.957Z,26.6,,38.6,54,,,
2017-12-20T04:31:57.957Z,26.6,,38.7,54,,,30
2017-12-20T04:32:08.057Z,26.7,,38.8,54,,,29
2017-12-20T04:32:17.960Z,26.8,,38.9,54,,,
2017-12-20T04:32:27.959Z,27.1,,39.1,54,,,
2017-12-20T04:32:37.961Z,27.3,,,54,,,
2017-12-20T04:32:47.957Z,27.5,,39.2,54,,,30
2017-12-20T04:32:57.958Z,27.7,,39.3,54,,,29
2017-12-20T04:33:08.057Z,27.9,,,54,,,
2017-12-20T04:33:17.958Z,28,,,54,,,
2017-12-20T04:33:27.959Z,28.1,,39.4,54,,,30
2017-12-20T04:33:37.956Z,28.3,,39.5,54,,,29
2017-12-20T04:33:47.962Z,28.3,,39.6,54,,,
2017-12-20T04:33:57.967Z,28.4,,39.7,54,,,
2017-12-20T04:34:08.056Z,28.4,,39.8,54,,,
2017-12-20T04:34:17.960Z,28.5,,40,54,,,
2017-12-20T04:34:27.959Z,28.5,,40.1,54,,,
2017-12-20T04:34:37.961Z,28.5,,40.3,54,,,
2017-12-20T04:34:47.962Z,28.6,,40.4,54,,,
2017-12-20T04:34:57.957Z,28.6,,40.5,54,,,30
2017-12-20T04:35:08.061Z,28.7,,40.7,54,,,29
2017-12-20T04:35:17.956Z,28.7,,40.8,54,,,
2017-12-20T04:35:27.959Z,28.9,,41,54,,,
2017-12-20T04:35:37.962Z,28.9,,41.1,54,,,
2017-12-20T04:35:47.962Z,29,,41.2,54,,,
2017-12-20T04:35:57.962Z,29.1,,41.4,54,,,
2017-12-20T04:36:08.063Z,29.1,,41.5,54,,,30
2017-12-20T04:36:17.962Z,29.2,,41.6,54,,,29
2017-12-20T04:36:27.962Z,29.3,,41.7,54,,,
2017-12-20T04:36:37.963Z,29.5,,42,54,,,30
2017-12-20T04:36:47.963Z,29.5,,,54,,,
2017-12-20T04:36:57.960Z,29.6,,42.1,54,,,29
2017-12-20T04:37:08.060Z,29.6,,42.2,54,,,
2017-12-20T04:37:17.961Z,29.7,0,42.4,54,1,,0
2017-12-20T04:37:27.959Z,29.8,,39.9,54,,,
2017-12-20T04:37:37.958Z,30,,38.9,54,,,
2017-12-20T04:37:47.963Z,30.1,,38.2,54,,,
2017-12-20T04:37:57.964Z,30.2,,37.8,54,,,
2017-12-20T04:38:08.063Z,30.2,,36.9,54,,,
2017-12-20T04:38:17.960Z,30.3,,36.6,54,,,
2017-12-20T04:38:27.964Z,30.4,,35.9,54,,,
2017-12-20T04:38:37.963Z,30.4,,35.8,54,,,
2017-12-20T04:38:47.965Z,30.4,,35.5,54,,,
2017-12-20T04:38:57.959Z,30.4,,34.9,54,,,
2017-12-20T04:39:08.061Z,30.4,,34.8,54,,,
2017-12-20T04:39:17.965Z,30.4,,34.6,54,,,
2017-12-20T04:39:27.960Z,30.4,,34.4,54,,,
2017-12-20T04:39:37.966Z,30.4,,34.2,54,,,
2017-12-20T04:39:47.961Z,30.4,,33.9,54,,,
2017-12-20T04:39:57.962Z,30.4,,33.8,54,,,
2017-12-20T04:40:08.063Z,30.4,,33.7,54,,,
2017-12-20T04:40:17.963Z,30.4,,33.5,54,,,
2017-12-20T04:40:27.963Z,30.4,,33.4,54,,,
2017-12-20T04:40:38.116Z,30.3,,33.5,54,,,
2017-12-20T04:40:47.962Z,30.3,,33.4,54,,,
2017-12-20T04:40:57.964Z,30.3,,,54,,,
2017-12-20T04:41:08.066Z,30.3,,,54,,,
2017-12-20T04:41:17.965Z,30.3,,,54,,,
2017-12-20T04:41:27.960Z,30.3,,,54,,,
2017-12-20T04:41:37.972Z,30.3,,,54,,,
2017-12-20T04:41:47.963Z,30.3,,,54,,,
2017-12-20T04:41:57.971Z,30.2,,,54,,,
2017-12-20T04:42:08.066Z,30.2,,,54,,,
2017-12-20T04:42:17.974Z,30.2,,,54,,,
2017-12-20T04:42:27.962Z,30.1,,,54,,,
2017-12-20T04:42:37.967Z,30.1,,,54,,,
2017-12-20T04:42:47.964Z,30.1,,,54,,,
2017-12-20T04:42:57.964Z,30,,,54,,,
2017-12-20T04:43:08.054Z,30,,,54,,,
2017-12-20T04:43:17.961Z,29.8,,,54,,,
2017-12-20T04:43:27.964Z,29.8,,,54,,,
2017-12-20T04:43:38.142Z,29.7,,,54,,,
2017-12-20T04:43:47.965Z,29.7,,33.5,54,,,
2017-12-20T04:43:57.965Z,29.6,,,54,,,
2017-12-20T04:44:08.091Z,29.5,,,54,,,
2017-12-20T04:44:17.963Z,29.5,,,54,,,
2017-12-20T04:44:27.969Z,29.5,,33.6,54,,,
2017-12-20T04:44:37.970Z,29.3,,,54,,,
2017-12-20T04:44:47.966Z,29.2,,,54,,,
2017-12-20T04:44:57.966Z,29.2,,33.7,54,,,
2017-12-20T04:45:08.052Z,29.1,,,54,,,
2017-12-20T04:45:17.963Z,29,,,54,,,
2017-12-20T04:45:27.965Z,28.9,,33.8,54,,,
2017-12-20T04:45:37.967Z,28.9,,,54,,,
2017-12-20T04:45:47.967Z,28.7,,,54,,,
2017-12-20T04:45:57.966Z,28.7,,,54,,,
2017-12-20T04:46:08.066Z,28.6,,,54,,,
2017-12-20T04:46:17.967Z,28.5,,33.9,54,,,
2017-12-20T04:46:27.968Z,28.5,,,54,,,
2017-12-20T04:46:37.968Z,28.4,,,54,,,
2017-12-20T04:46:47.969Z,28.3,,,54,,,
2017-12-20T04:46:57.968Z,28.3,,,54,,,
2017-12-20T04:47:08.069Z,28.1,,,54,,,
2017-12-20T04:47:17.971Z,28.1,,,54,,,
2017-12-20T04:47:27.968Z,28,,,54,,,
2017-12-20T04:47:37.970Z,27.9,,,54,,,
2017-12-20T04:47:47.970Z,27.9,,,54,,,
2017-12-20T04:47:57.969Z,27.8,,,54,,,
2017-12-20T04:48:08.055Z,27.8,,,54,,,
2017-12-20T04:48:17.965Z,27.7,,,54,,,
2017-12-20T04:48:27.965Z,27.5,,,54,,,
2017-12-20T04:48:37.970Z,27.5,,,54,,,
2017-12-20T04:48:47.965Z,27.5,,,54,,,
2017-12-20T04:48:57.965Z,27.4,,,54,,,
2017-12-20T04:49:08.065Z,27.4,,,54,,,
2017-12-20T04:49:17.966Z,27.3,,33.8,54,,,
2017-12-20T04:49:27.970Z,27.2,,,54,,,
2017-12-20T04:49:37.968Z,27.2,,,54,,,
2017-12-20T04:49:47.964Z,27.1,,,54,,,
2017-12-20T04:49:57.972Z,27.1,,,54,,,
2017-12-20T04:50:08.055Z,27.1,,,54,,,
2017-12-20T04:50:17.966Z,26.9,,,54,,,
2017-12-20T04:50:27.967Z,26.9,0,34,54,1,,45
2017-12-20T04:50:37.977Z,26.8,,39.3,54,,,34
2017-12-20T04:50:47.967Z,26.8,,38.9,54,,,30
2017-12-20T04:50:57.970Z,26.7,,38,54,,,29
2017-12-20T04:51:08.057Z,26.7,,38.4,54,,,
2017-12-20T04:51:17.976Z,26.7,,38.7,54,,,
2017-12-20T04:51:27.976Z,26.7,,38.8,54,,,
2017-12-20T04:51:37.970Z,26.8,,38.9,54,,,
2017-12-20T04:51:47.977Z,26.9,,39.1,54,,,
2017-12-20T04:51:57.981Z,27.1,,,54,,,
2017-12-20T04:52:08.073Z,27.3,,39.2,54,,,30
2017-12-20T04:52:17.973Z,27.4,,39.3,54,,,29
2017-12-20T04:52:27.967Z,27.7,,,54,,,
2017-12-20T04:52:37.988Z,27.8,,39.5,54,,,
2017-12-20T04:52:47.988Z,27.9,,,54,,,30
2017-12-20T04:52:57.969Z,28,,,54,,,29
2017-12-20T04:53:08.079Z,28.1,,,54,,,
2017-12-20T04:53:17.970Z,28.3,,39.6,54,,,
2017-12-20T04:53:27.968Z,28.4,,39.7,54,,,
2017-12-20T04:53:37.970Z,28.4,,39.8,54,,,
2017-12-20T04:53:47.987Z,28.5,,40,54,,,
2017-12-20T04:53:57.968Z,28.5,,,54,,,
2017-12-20T04:54:08.111Z,28.6,,40.2,54,,,
2017-12-20T04:54:17.976Z,28.6,,40.3,54,,,
2017-12-20T04:54:27.969Z,28.7,,40.4,54,,,
2017-12-20T04:54:37.969Z,28.7,,40.6,54,,,
2017-12-20T04:54:47.971Z,28.9,,40.7,54,,,30
2017-12-20T04:54:57.972Z,28.9,,40.9,54,,,29
2017-12-20T04:55:08.072Z,29,,41,54,,,
2017-12-20T04:55:17.972Z,29,,41.1,54,,,
2017-12-20T04:55:27.972Z,29.1,,41.3,54,,,
2017-12-20T04:55:37.975Z,29.2,,41.4,54,,,
2017-12-20T04:55:48.191Z,29.2,,41.5,54,,,
2017-12-20T04:55:57.973Z,29.3,0,40.9,54,1,,0
2017-12-20T04:56:08.071Z,29.5,,38.8,54,,,
2017-12-20T04:56:17.969Z,29.5,,37.9,54,,,
2017-12-20T04:56:27.973Z,29.6,,36.9,54,,,
2017-12-20T04:56:37.971Z,29.7,,36.7,54,,,
2017-12-20T04:56:47.972Z,29.7,,35.9,54,,,
2017-12-20T04:56:58.183Z,29.8,,35.7,54,,,
2017-12-20T04:57:08.030Z,29.8,,34.9,54,,,
2017-12-20T04:57:17.974Z,29.8,,34.8,54,,,
2017-12-20T04:57:27.974Z,30,,34.5,54,,,
2017-12-20T04:57:37.985Z,30,,34.2,54,,,
2017-12-20T04:57:47.975Z,30,,33.9,54,,,
2017-12-20T04:57:57.972Z,30,,33.8,54,,,
2017-12-20T04:58:08.075Z,30,,33.6,54,,,
2017-12-20T04:58:17.971Z,30,,33.4,54,,,
2017-12-20T04:58:27.971Z,29.8,,33.2,54,,,
2017-12-20T04:58:37.984Z,29.8,,33.1,54,,,
2017-12-20T04:58:47.984Z,29.8,,32.9,54,,,
2017-12-20T04:58:57.983Z,29.8,,32.7,54,,,
2017-12-20T04:59:08.076Z,29.7,,,54,,,
2017-12-20T04:59:17.972Z,29.7,,,54,,,
2017-12-20T04:59:27.971Z,29.7,,,54,,,
2017-12-20T04:59:37.983Z,29.7,,,54,,,
2017-12-20T04:59:47.971Z,29.6,,,54,,,
2017-12-20T04:59:57.971Z,29.6,,,54,,,
2017-12-20T05:00:08.063Z,29.6,,,54,,,
2017-12-20T05:00:17.983Z,29.6,,,54,,,
2017-12-20T05:00:27.971Z,29.6,,32.6,54,,,
2017-12-20T05:00:37.982Z,29.6,,,54,,,
2017-12-20T05:00:47.984Z,29.6,,,54,,,
2017-12-20T05:00:57.982Z,29.6,,,54,,,
2017-12-20T05:01:08.067Z,29.6,,,54,,,
2017-12-20T05:01:17.983Z,29.5,,32.7,54,,,
2017-12-20T05:01:27.981Z,29.5,,32.6,54,,,
2017-12-20T05:01:37.982Z,29.5,,32.7,54,,,
2017-12-20T05:01:47.981Z,29.3,,,54,,,
2017-12-20T05:01:57.981Z,29.3,,,54,,,
2017-12-20T05:02:08.079Z,29.2,,,54,,,
2017-12-20T05:02:17.981Z,29.1,,,54,,,
2017-12-20T05:02:27.972Z,29.1,,,54,,,
2017-12-20T05:02:37.981Z,29.1,,32.8,54,,,
2017-12-20T05:02:47.982Z,29,,,54,,,
2017-12-20T05:02:57.980Z,28.9,,,54,,,
2017-12-20T05:03:08.075Z,28.9,,,54,,,
2017-12-20T05:03:17.981Z,28.7,,32.9,54,,,
2017-12-20T05:03:27.980Z,28.7,,,54,,,
2017-12-20T05:03:37.981Z,28.6,,,54,,,
2017-12-20T05:03:47.981Z,28.6,,33.1,54,,,
2017-12-20T05:03:57.979Z,28.5,,,54,,,
2017-12-20T05:04:08.179Z,28.4,,,54,,,
2017-12-20T05:04:18.073Z,28.4,,,54,,,
2017-12-20T05:04:28.092Z,28.3,,33.2,54,,,
2017-12-20T05:04:38.113Z,28.1,,,54,,,
2017-12-20T05:04:48.051Z,28.1,,,54,,,
2017-12-20T05:04:57.979Z,28,,,54,,,
2017-12-20T05:05:08.067Z,28,,,54,,,
2017-12-20T05:05:17.978Z,27.9,,,54,,,
2017-12-20T05:05:27.980Z,27.9,0,36.5,54,1,,41
2017-12-20T05:05:37.982Z,27.8,,39.2,54,,,33
2017-12-20T05:05:47.978Z,27.8,,37.9,54,,,29
2017-12-20T05:05:57.982Z,27.7,,38.1,54,,,
2017-12-20T05:06:08.068Z,27.7,,38.6,54,,,30
2017-12-20T05:06:17.978Z,27.7,,39.1,54,,,29
2017-12-20T05:06:27.978Z,27.7,,39.2,54,,,
2017-12-20T05:06:37.979Z,27.8,0,39.4,54,1,61,29
2017-12-20T05:06:47.979Z,27.9,,39.5,54,,,
2017-12-20T05:06:57.979Z,28,,39.7,54,,,
2017-12-20T05:07:08.079Z,28.1,,39.8,54,,,
2017-12-20T05:07:17.994Z,28.4,,,54,,,
2017-12-20T05:07:28.062Z,28.5,,40,54,,,
2017-12-20T05:07:37.979Z,28.6,,39.9,54,,,29
2017-12-20T05:07:47.983Z,28.6,,40,54,,,
2017-12-20T05:07:57.984Z,28.7,,,54,,,
2017-12-20T05:08:08.080Z,28.9,,40.1,54,,,30
2017-12-20T05:08:17.981Z,28.9,,40.2,54,,,29
2017-12-20T05:08:27.977Z,29,,40.3,54,,,
2017-12-20T05:08:37.999Z,29,,40.4,54,,,
2017-12-20T05:08:47.976Z,29.1,,40.5,54,,,
2017-12-20T05:08:57.978Z,29.1,,40.6,54,,,30
2017-12-20T05:09:08.076Z,29.2,,40.7,54,,,29
2017-12-20T05:09:17.979Z,29.2,,41,54,,,29
2017-12-20T05:09:27.976Z,29.3,,,54,,,
2017-12-20T05:09:37.981Z,29.5,,41.1,54,,,
2017-12-20T05:09:47.981Z,29.5,,41.3,54,,,
2017-12-20T05:09:57.977Z,29.5,,41.4,54,,,
2017-12-20T05:10:08.077Z,29.6,,41.5,54,,,
2017-12-20T05:10:17.983Z,29.6,0,40.8,54,1,,0
2017-12-20T05:10:27.979Z,29.7,,38.8,54,,,
2017-12-20T05:10:37.978Z,29.8,,37.9,54,,,
2017-12-20T05:10:47.978Z,29.8,,36.9,54,,,
2017-12-20T05:10:57.983Z,30,,36.6,54,,,
2017-12-20T05:11:08.079Z,30,,35.9,54,,,
2017-12-20T05:11:17.978Z,30,,35.7,54,,,
2017-12-20T05:11:27.984Z,30.1,,34.9,54,,,
2017-12-20T05:11:37.978Z,30.1,,34.8,54,,,
2017-12-20T05:11:47.978Z,30.1,,34.5,54,,,
2017-12-20T05:11:57.992Z,30.1,,34.3,54,,,
2017-12-20T05:12:08.114Z,30.1,,33.9,54,,,
2017-12-20T05:12:17.980Z,30,,33.8,54,,,
2017-12-20T05:12:27.979Z,30,,33.6,54,,,
2017-12-20T05:12:37.984Z,30,,33.4,54,,,
2017-12-20T05:12:47.980Z,30,,33.3,54,,,
2017-12-20T05:12:57.981Z,30,,33.1,54,,,
2017-12-20T05:13:08.069Z,30,,32.9,54,,,
2017-12-20T05:13:17.981Z,30,,32.8,54,,,
2017-12-20T05:13:27.980Z,30,,,54,,,
2017-12-20T05:13:37.979Z,29.8,,,54,,,
2017-12-20T05:13:47.978Z,29.8,,,54,,,
2017-12-20T05:13:57.979Z,29.8,,,54,,,
2017-12-20T05:14:08.089Z,29.8,,32.7,54,,,
2017-12-20T05:14:17.981Z,29.8,,,54,,,
2017-12-20T05:14:27.979Z,29.8,,,54,,,
2017-12-20T05:14:37.995Z,29.8,,,54,,,
2017-12-20T05:14:47.982Z,29.8,,,54,,,
2017-12-20T05:14:57.985Z,29.7,,,54,,,
2017-12-20T05:15:08.082Z,29.7,,,54,,,
2017-12-20T05:15:17.982Z,29.7,,,54,,,
2017-12-20T05:15:27.985Z,29.7,,,54,,,
2017-12-20T05:15:37.982Z,29.6,,,54,,,
2017-12-20T05:15:47.980Z,29.6,,,54,,,
2017-12-20T05:15:57.980Z,29.6,,,54,,,
2017-12-20T05:16:08.083Z,29.5,,,54,,,
2017-12-20T05:16:17.988Z,29.5,,,54,,,
2017-12-20T05:16:27.985Z,29.3,,32.8,54,,,
2017-12-20T05:16:37.993Z,29.3,,,54,,,
2017-12-20T05:16:47.979Z,29.2,,,54,,,
2017-12-20T05:16:57.981Z,29.2,,,54,,,
2017-12-20T05:17:08.090Z,29.1,,32.9,54,,,
2017-12-20T05:17:17.981Z,29,,,54,,,
2017-12-20T05:17:27.983Z,29,,,54,,,
2017-12-20T05:17:37.983Z,28.9,,33.1,54,,,
2017-12-20T05:17:47.982Z,28.9,,,54,,,
2017-12-20T05:17:57.985Z,28.7,,,54,,,
2017-12-20T05:18:08.084Z,28.7,,,54,,,
2017-12-20T05:18:17.983Z,28.6,,,54,,,
2017-12-20T05:18:27.992Z,28.5,0,33.3,54,1,,45
2017-12-20T05:18:38.006Z,28.4,,39.2,54,,,33
2017-12-20T05:18:47.986Z,28.4,,38.8,54,,,29
