Time,HwTOutlet,ActPow,HwTSet,PrimTSet,HwActive,ChActive,PrimT
2018-01-28T00:00:07.815Z,25.3,29,54,,,,47.7
2018-01-28T00:00:17.775Z,25.3,,54,,,,47.8
2018-01-28T00:00:27.782Z,25.3,30,54,,,,47.9
2018-01-28T00:00:37.868Z,25.4,29,54,,,,48
2018-01-28T00:00:47.774Z,25.4,,54,,,,48.1
2018-01-28T00:00:57.792Z,25.5,,54,,,,
2018-01-28T00:01:07.778Z,25.5,,54,,,,48.2
2018-01-28T00:01:17.775Z,25.6,,54,,,,48.3
2018-01-28T00:01:27.780Z,25.6,,54,,,,48.4
2018-01-28T00:01:37.865Z,25.6,30,54,,,,48.5
2018-01-28T00:01:47.776Z,25.7,29,54,,,,48.6
2018-01-28T00:01:57.777Z,25.9,,54,,,,48.7
2018-01-28T00:02:07.779Z,25.7,0,54,,0,2,47.9
2018-01-28T00:02:17.776Z,25.9,,54,,,,45.7
2018-01-28T00:02:27.768Z,25.7,,54,,,,44.7
2018-01-28T00:02:37.923Z,25.6,,54,,,,43.9
2018-01-28T00:02:47.788Z,25.4,,54,,,,43.3
2018-01-28T00:02:57.805Z,25.3,,54,,,,42.8
2018-01-28T00:03:07.777Z,25,,54,,,,42.2
2018-01-28T00:03:17.777Z,24.9,,54,,,,41.8
2018-01-28T00:03:27.806Z,24.8,,54,,,,41.4
2018-01-28T00:03:37.896Z,24.7,,54,,,,41
2018-01-28T00:03:47.778Z,24.5,,54,,,,40.7
2018-01-28T00:03:57.828Z,24.4,,54,,,,40.4
2018-01-28T00:04:07.785Z,24.3,,54,,,,40.2
2018-01-28T00:04:17.790Z,24.2,,54,,,,39.9
2018-01-28T00:04:27.801Z,24.2,,54,,,,39.7
2018-01-28T00:04:37.920Z,23.9,,54,,,,39.6
2018-01-28T00:04:47.777Z,23.9,,54,,,,39.4
2018-01-28T00:04:57.833Z,23.8,,54,,,,39.2
2018-01-28T00:05:07.959Z,23.7,,54,,,,39.1
2018-01-28T00:05:17.784Z,23.6,,54,,,,
2018-01-28T00:05:27.811Z,23.3,,54,,,,38.9
2018-01-28T00:05:37.936Z,23.4,,54,,,,
2018-01-28T00:05:47.779Z,23.4,,54,,,,
2018-01-28T00:05:57.847Z,23.2,,54,,,,
2018-01-28T00:06:07.780Z,22.8,,54,,,,
2018-01-28T00:06:17.798Z,22.6,,54,,,,
2018-01-28T00:06:27.799Z,22.4,,54,,,,
2018-01-28T00:06:37.888Z,22,,54,,,,
2018-01-28T00:06:47.797Z,21.7,,54,,,,
2018-01-28T00:06:57.811Z,21.5,,54,,,,
2018-01-28T00:07:08.028Z,21.3,,54,,,,39.1
2018-01-28T00:07:17.811Z,21.1,,54,,,,
2018-01-28T00:07:27.779Z,20.9,,54,,,,39.2
2018-01-28T00:07:37.874Z,20.6,,54,,,,
2018-01-28T00:07:47.811Z,20.5,,54,,,,39.3
2018-01-28T00:07:57.791Z,20.4,,54,,,,
2018-01-28T00:08:07.782Z,20.2,,54,,,,39.4
2018-01-28T00:08:17.803Z,20,,54,,,,
2018-01-28T00:08:27.781Z,20,,54,,,,
2018-01-28T00:08:37.919Z,19.7,,54,,,,39.5
2018-01-28T00:08:47.789Z,19.7,,54,,,,
2018-01-28T00:08:57.771Z,19.6,,54,,,,39.6
2018-01-28T00:09:07.786Z,19.4,,54,,,,
2018-01-28T00:09:17.811Z,19.3,,54,,,,
2018-01-28T00:09:27.778Z,19.3,,54,,,,
2018-01-28T00:09:37.891Z,19.2,,54,,,,
2018-01-28T00:09:47.813Z,19,,54,,,,
2018-01-28T00:09:57.772Z,18.9,,54,,,,
2018-01-28T00:10:07.778Z,18.9,,54,,,,39.7
2018-01-28T00:10:17.779Z,18.8,,54,,,,39.6
2018-01-28T00:10:27.783Z,18.8,,54,,,,
2018-01-28T00:10:37.875Z,18.6,,54,,,,
2018-01-28T00:10:47.797Z,18.6,,54,,,,39.7
2018-01-28T00:10:57.790Z,18.5,,54,,,,39.6
2018-01-28T00:11:07.779Z,18.5,,54,,,,
2018-01-28T00:11:17.784Z,18.4,,54,,,,
2018-01-28T00:11:27.780Z,18.4,,54,,,,
2018-01-28T00:11:37.870Z,18.2,,54,,,,
2018-01-28T00:11:47.780Z,18.2,,54,,,,
2018-01-28T00:11:57.780Z,18.1,,54,,,,
2018-01-28T00:12:07.779Z,18.1,,54,,,,
2018-01-28T00:12:17.783Z,18.1,,54,,,,39.5
2018-01-28T00:12:27.781Z,17.9,,54,,,,
2018-01-28T00:12:37.871Z,17.9,,54,,,,
2018-01-28T00:12:47.802Z,17.8,,54,,,,
2018-01-28T00:12:57.778Z,17.8,,54,,,,
2018-01-28T00:13:12.797Z,17.8,,54,,,,
2018-01-28T00:13:17.843Z,17.7,,54,,,,
2018-01-28T00:13:27.783Z,17.7,,54,,,,39.4
2018-01-28T00:13:37.924Z,17.5,,54,,,,
2018-01-28T00:13:47.846Z,17.5,,54,,,,
2018-01-28T00:13:57.786Z,17.5,,54,,,,
2018-01-28T00:14:07.816Z,17.5,,54,,,,
2018-01-28T00:14:17.778Z,17.4,,54,,,,39.3
2018-01-28T00:14:27.787Z,17.4,,54,,,,
2018-01-28T00:14:37.993Z,17.4,,54,,,,
2018-01-28T00:14:47.803Z,17.3,,54,,,,
2018-01-28T00:14:57.797Z,17.3,,54,,,,
2018-01-28T00:15:07.814Z,17.1,,54,,,,39.2
2018-01-28T00:15:17.798Z,17.1,,54,,,,
2018-01-28T00:15:27.801Z,17.1,,54,,,,
2018-01-28T00:15:37.874Z,17.1,,54,,,,
2018-01-28T00:15:47.777Z,17,,54,,,,
2018-01-28T00:15:57.781Z,17,,54,,,,
2018-01-28T00:16:07.829Z,17,,54,,,,39.1
2018-01-28T00:16:17.781Z,17,,54,,,,
2018-01-28T00:16:27.807Z,16.8,,54,,,,
2018-01-28T00:16:37.898Z,16.8,,54,,,,
2018-01-28T00:16:47.782Z,16.8,,54,,,,
2018-01-28T00:16:57.808Z,16.8,,54,,,,39.1
2018-01-28T00:17:07.831Z,16.7,,54,,,,38.9
2018-01-28T00:17:17.782Z,16.7,,54,,,,
2018-01-28T00:17:27.782Z,16.7,,54,,,,
2018-01-28T00:17:37.930Z,16.7,,54,,,,
2018-01-28T00:17:47.980Z,16.7,,54,,,,
2018-01-28T00:17:57.810Z,16.5,,54,,,,38.8
2018-01-28T00:18:07.782Z,16.5,,54,,,,
2018-01-28T00:18:17.791Z,16.5,,54,,,,
2018-01-28T00:18:27.815Z,16.5,,54,,,,
2018-01-28T00:18:37.885Z,16.5,,54,,,,
2018-01-28T00:18:47.789Z,16.4,,54,,,,
2018-01-28T00:18:57.873Z,16.4,,54,,,,
2018-01-28T00:19:07.781Z,16.4,,54,,,,38.7
2018-01-28T00:19:17.990Z,16.4,,54,,,,
2018-01-28T00:19:27.801Z,16.4,,54,,,,
2018-01-28T00:19:37.875Z,16.4,,54,,,,
2018-01-28T00:19:47.974Z,16.2,,54,,,,
2018-01-28T00:19:57.781Z,16.2,,54,,,,
2018-01-28T00:20:07.790Z,16.2,,54,,,,
2018-01-28T00:20:17.793Z,16.2,,54,,,,38.6
2018-01-28T00:20:27.826Z,16.2,,54,,,,
2018-01-28T00:20:37.919Z,16.2,,54,,,,
2018-01-28T00:20:47.799Z,16.1,,54,,,,
2018-01-28T00:20:57.794Z,16.1,,54,,,,
2018-01-28T00:21:07.860Z,16.1,,54,,,,
2018-01-28T00:21:17.783Z,16.1,,54,,,,
2018-01-28T00:21:27.815Z,16.1,,54,,,,
2018-01-28T00:21:37.876Z,16.1,,54,,,,38.5
2018-01-28T00:21:47.813Z,16.1,,54,,,,
2018-01-28T00:21:57.831Z,15.9,,54,,,,
2018-01-28T00:22:07.787Z,15.9,,54,,,,
2018-01-28T00:22:17.790Z,15.9,43,54,,0,2,40.5
2018-01-28T00:22:27.826Z,15.9,31,54,,,,43.6
2018-01-28T00:22:37.905Z,16.4,29,54,,,,41.6
2018-01-28T00:22:48.020Z,17.3,30,54,,,,41.7
2018-01-28T00:22:57.787Z,18.2,29,54,,,,42.1
2018-01-28T00:23:07.783Z,18.8,29,54,,,,41.9
2018-01-28T00:23:17.806Z,19.4,30,54,,,,41.8
2018-01-28T00:23:27.841Z,19.7,29,54,,,,41.7
2018-01-28T00:23:37.927Z,20.1,,54,,,,41.6
2018-01-28T00:23:47.810Z,20.5,,54,,,,41.5
2018-01-28T00:23:57.847Z,20.6,,54,,,,
2018-01-28T00:24:07.787Z,20.9,,54,,,,41.6
2018-01-28T00:24:17.817Z,21.2,,54,,,,41.7
2018-01-28T00:24:27.850Z,21.5,,54,,,,41.8
2018-01-28T00:24:37.886Z,21.6,,54,,,,
2018-01-28T00:24:47.825Z,21.6,,54,,,,41.9
2018-01-28T00:24:57.809Z,21.9,,54,,,,
2018-01-28T00:25:07.785Z,22.1,,54,,,,42
2018-01-28T00:25:17.823Z,22.1,,54,,,,42.1
2018-01-28T00:25:27.786Z,22.2,,54,,,,42.2
2018-01-28T00:25:37.892Z,22.4,,54,,,,42.3
2018-01-28T00:25:47.787Z,22.5,,54,,,,42.6
2018-01-28T00:25:57.785Z,22.6,,54,,,,42.7
2018-01-28T00:26:07.850Z,22.6,,54,,,,42.9
2018-01-28T00:26:17.829Z,22.7,,54,,,,43
2018-01-28T00:26:27.783Z,22.8,,54,,,,43.2
2018-01-28T00:26:37.883Z,23,,54,,,,43.3
2018-01-28T00:26:47.830Z,23.1,,54,,,,43.4
2018-01-28T00:26:57.800Z,23.1,,54,,,,43.6
2018-01-28T00:27:07.801Z,23.2,,54,,,,43.7
2018-01-28T00:27:17.821Z,23.3,,54,,,,43.9
2018-01-28T00:27:27.787Z,23.4,,54,,,,44
2018-01-28T00:27:37.903Z,23.4,,54,,,,44.1
2018-01-28T00:27:47.841Z,23.6,,54,,,,44.3
2018-01-28T00:27:57.785Z,23.7,,54,,,,44.4
2018-01-28T00:28:07.820Z,23.7,,54,,,,44.6
2018-01-28T00:28:17.852Z,23.8,,54,,,,44.7
2018-01-28T00:28:27.788Z,23.8,,54,,,,44.9
2018-01-28T00:28:37.884Z,23.8,,54,,,,45
2018-01-28T00:28:47.791Z,23.8,,54,,,,45.1
2018-01-28T00:28:57.784Z,23.9,,54,,,,45.3
2018-01-28T00:29:07.790Z,23.9,,54,,,,45.4
2018-01-28T00:29:17.784Z,24,,54,,,,45.5
2018-01-28T00:29:27.786Z,,0,,,0,2,45.4
2018-01-28T00:29:37.935Z,24.3,,54,,,,42.8
2018-01-28T00:29:47.803Z,24.2,,54,,,,41.7
2018-01-28T00:29:57.787Z,24,,54,,,,41.1
2018-01-28T00:30:07.822Z,23.8,,54,,,,40.3
2018-01-28T00:30:17.817Z,23.7,,54,,,,39.8
2018-01-28T00:30:27.792Z,23.6,,54,,,,39.3
2018-01-28T00:30:37.884Z,23.3,,54,,,,38.8
2018-01-28T00:30:47.795Z,23.2,,54,,,,38.4
2018-01-28T00:30:57.791Z,23.1,,54,,,,38.1
2018-01-28T00:31:07.840Z,23,,54,,,,37.8
2018-01-28T00:31:17.875Z,22.8,,54,,,,37.5
2018-01-28T00:31:27.793Z,22.7,,54,,,,37.3
2018-01-28T00:31:37.940Z,22.6,,54,,,,37.1
2018-01-28T00:31:47.863Z,22.6,,54,,,,36.8
2018-01-28T00:31:57.786Z,22.5,,54,,,,36.6
2018-01-28T00:32:07.806Z,22.4,,54,,,,36.5
2018-01-28T00:32:17.796Z,22.4,,54,,,,36.3
2018-01-28T00:32:27.808Z,,,,,,,36.2
2018-01-28T00:32:37.896Z,22.1,,54,,,,
2018-01-28T00:32:47.790Z,21.9,,54,,,,
2018-01-28T00:32:57.809Z,22,,54,,,,
2018-01-28T00:33:07.794Z,22.1,,54,,,,
2018-01-28T00:33:17.789Z,21.9,,54,,,,36.1
2018-01-28T00:33:27.799Z,21.5,,54,,,,
2018-01-28T00:33:37.927Z,21.2,,54,,,,
2018-01-28T00:33:47.798Z,20.9,,54,,,,
2018-01-28T00:33:57.792Z,20.6,,54,,,,
2018-01-28T00:34:07.787Z,20.5,,54,,,,36.2
2018-01-28T00:34:17.792Z,20.2,,54,,,,
2018-01-28T00:34:27.809Z,20,,54,,,,
2018-01-28T00:34:37.968Z,19.8,,54,,,,
2018-01-28T00:34:47.788Z,19.6,,54,,,,
2018-01-28T00:34:57.823Z,19.4,,54,,,,36.3
2018-01-28T00:35:07.816Z,19.3,,54,,,,36.4
2018-01-28T00:35:17.789Z,19.2,,54,,,,
2018-01-28T00:35:27.828Z,19,,54,,,,36.5
2018-01-28T00:35:37.889Z,18.9,,54,,,,
2018-01-28T00:35:47.787Z,18.8,,54,,,,36.6
2018-01-28T00:35:57.809Z,18.6,,54,,,,
2018-01-28T00:36:07.831Z,18.5,,54,,,,36.7
2018-01-28T00:36:17.798Z,18.4,,54,,,,
2018-01-28T00:36:27.788Z,18.4,,54,,,,
2018-01-28T00:36:37.971Z,18.2,,54,,,,36.8
2018-01-28T00:36:47.801Z,18.1,,54,,,,
2018-01-28T00:36:57.789Z,18.1,,54,,,,
2018-01-28T00:37:07.871Z,17.9,,54,,,,
2018-01-28T00:37:17.890Z,17.9,,54,,,,36.9
2018-01-28T00:37:27.807Z,17.8,,54,,,,
2018-01-28T00:37:37.917Z,17.8,,54,,,,
2018-01-28T00:37:47.813Z,17.7,,54,,,,
2018-01-28T00:37:57.848Z,17.7,,54,,,,
2018-01-28T00:38:07.809Z,17.5,,54,,,,
2018-01-28T00:38:17.812Z,17.5,,54,,,,
2018-01-28T00:38:27.845Z,17.4,,54,,,,
2018-01-28T00:38:37.888Z,17.4,,54,,,,
2018-01-28T00:38:47.999Z,17.3,,54,,,,
2018-01-28T00:38:57.843Z,17.3,,54,,,,
2018-01-28T00:39:07.795Z,17.1,,54,,,,
2018-01-28T00:39:17.794Z,17.1,,54,,,,
2018-01-28T00:39:27.793Z,17.1,,54,,,,36.8
2018-01-28T00:39:40.542Z,17,,54,,,,
2018-01-28T00:39:47.809Z,17,,54,,,,
2018-01-28T00:39:57.827Z,17,,54,,,,
2018-01-28T00:40:07.814Z,16.8,,54,,,,
2018-01-28T00:40:17.824Z,16.8,,54,,,,
2018-01-28T00:40:27.841Z,16.8,,54,,,,
2018-01-28T00:40:38.075Z,16.7,,54,,,,
2018-01-28T00:40:47.834Z,16.7,,54,,,,36.7
2018-01-28T00:40:57.788Z,16.7,,54,,,,
2018-01-28T00:41:07.790Z,16.7,,54,,,,
2018-01-28T00:41:17.832Z,16.5,,54,,,,
2018-01-28T00:41:27.796Z,16.5,,54,,,,
2018-01-28T00:41:37.904Z,16.5,,54,,,,
2018-01-28T00:41:47.791Z,16.5,,54,,,,
2018-01-28T00:41:57.793Z,16.4,,54,,,,36.6
2018-01-28T00:42:07.916Z,16.4,,54,,,,
2018-01-28T00:42:17.793Z,16.4,,54,,,,
2018-01-28T00:42:27.789Z,16.2,,54,,,,
2018-01-28T00:42:37.896Z,16.2,,54,,0,2,
2018-01-28T00:42:47.841Z,16.2,37,54,,,,41
2018-01-28T00:42:57.818Z,16.4,29,54,,,,41.4
2018-01-28T00:43:07.811Z,17.1,,54,,,,40.2
2018-01-28T00:43:17.815Z,18.1,,54,,,,41.2
2018-01-28T00:43:27.808Z,18.8,30,54,,,,41.4
2018-01-28T00:43:37.914Z,19.3,29,54,,,,41.5
2018-01-28T00:43:47.817Z,19.7,,54,,,,41.6
2018-01-28T00:43:57.803Z,20.1,,54,,,,
2018-01-28T00:44:07.792Z,20.5,,54,,,,41.7
2018-01-28T00:44:17.813Z,20.8,,54,,,,41.8
2018-01-28T00:44:27.797Z,20.9,,54,,,,41.9
2018-01-28T00:44:37.890Z,21.2,,54,,,,42
2018-01-28T00:44:47.796Z,21.5,,54,,,,42.1
2018-01-28T00:44:57.796Z,21.6,,54,,,,42.2
2018-01-28T00:45:07.833Z,21.9,,54,,,,42.3
2018-01-28T00:45:17.794Z,22,30,54,,,,42.4
2018-01-28T00:45:27.790Z,22.1,,54,,,,
2018-01-28T00:45:37.950Z,22.2,29,54,,,,42.7
2018-01-28T00:45:47.820Z,22.4,,54,,,,42.8
2018-01-28T00:45:57.796Z,22.5,30,54,,,,42.9
2018-01-28T00:46:07.794Z,22.6,29,54,,,,43.1
2018-01-28T00:46:17.872Z,22.7,,54,,,,43.2
2018-01-28T00:46:27.800Z,22.8,,54,,,,
2018-01-28T00:46:37.942Z,22.8,29,54,,,,43.5
2018-01-28T00:46:47.839Z,23,,54,,,,43.6
2018-01-28T00:46:57.791Z,23.1,,54,,,,43.8
2018-01-28T00:47:07.841Z,23.1,,54,,,,43.9
2018-01-28T00:47:17.794Z,23.3,,54,,0,2,44
2018-01-28T00:47:27.999Z,23.3,,54,,,,
2018-01-28T00:47:37.898Z,23.4,,54,,,,44.3
2018-01-28T00:47:47.872Z,23.6,30,54,,,,44.4
2018-01-28T00:47:57.812Z,23.7,29,54,,,,44.6
2018-01-28T00:48:07.792Z,23.8,,54,,,,44.7
2018-01-28T00:48:17.800Z,23.8,,54,,,,44.8
2018-01-28T00:48:27.821Z,,0,,,0,2,42.9
2018-01-28T00:48:37.950Z,23.9,,54,,,,41.2
2018-01-28T00:48:47.793Z,23.8,,54,,,,40.5
2018-01-28T00:48:57.802Z,23.6,,54,,,,39.7
2018-01-28T00:49:07.805Z,23.4,,54,,,,39.1
2018-01-28T00:49:17.873Z,23.2,,54,,,,38.6
2018-01-28T00:49:27.804Z,23.1,,54,,,,
2018-01-28T00:49:37.943Z,,,,,,,37.7
2018-01-28T00:49:47.802Z,22.8,,54,,,,37.4
2018-01-28T00:49:57.794Z,22.7,,54,,,,37.1
2018-01-28T00:50:07.826Z,22.6,,54,,,,36.7
2018-01-28T00:50:17.951Z,22.5,,54,,,,36.5
2018-01-28T00:50:27.805Z,22.4,,54,,,,
2018-01-28T00:50:37.970Z,22.4,,54,,,,36.1
2018-01-28T00:50:47.797Z,,43,,,0,2,37.3
2018-01-28T00:50:57.826Z,22.1,30,54,,,,43.1
2018-01-28T00:51:07.862Z,21.9,29,54,,,,42.1
2018-01-28T00:51:17.800Z,21.9,,54,,,,42.1
2018-01-28T00:51:27.830Z,,,,,,,43.5
2018-01-28T00:51:37.935Z,22,,54,,,,43.6
2018-01-28T00:51:47.797Z,22.5,,54,,,,44.1
2018-01-28T00:51:57.846Z,22.7,,54,,,,44.4
2018-01-28T00:52:07.794Z,23,,54,,,,44.7
2018-01-28T00:52:17.804Z,,,,,,,44.9
2018-01-28T00:52:27.838Z,23.1,,54,,,,45.1
2018-01-28T00:52:37.908Z,23.3,,54,,,,45.3
2018-01-28T00:52:47.807Z,23.4,,54,,,,45.4
2018-01-28T00:52:57.798Z,23.7,,54,,,,45.6
2018-01-28T00:53:07.808Z,,30,,,,,45.7
2018-01-28T00:53:17.809Z,23.7,0,54,,0,2,43.8
2018-01-28T00:53:27.845Z,23.8,,54,,,,42.1
2018-01-28T00:53:37.939Z,23.8,,54,,,,41.5
2018-01-28T00:53:47.804Z,23.8,,54,,,,40.6
2018-01-28T00:53:57.799Z,23.4,,54,,,,40
2018-01-28T00:54:07.809Z,,,,,,,39.6
2018-01-28T00:54:17.799Z,23.2,,54,,,,39.1
2018-01-28T00:54:27.796Z,,,,,,,38.7
2018-01-28T00:54:37.906Z,23.1,,54,,,,38.3
2018-01-28T00:54:47.823Z,22.8,,54,,,,38
2018-01-28T00:54:57.809Z,,,,,,,37.7
2018-01-28T00:55:07.798Z,22.7,,54,,,,37.5
2018-01-28T00:55:17.822Z,22.6,,54,,,,37.3
2018-01-28T00:55:27.794Z,,,,,,,37.1
2018-01-28T00:55:37.911Z,22.5,,54,,,,36.8
2018-01-28T00:55:47.827Z,22.4,,54,,,,36.6
2018-01-28T00:55:57.809Z,22.4,,54,,,,
2018-01-28T00:56:07.801Z,,,,,,,36.4
2018-01-28T00:56:17.829Z,22.2,,54,,,,36.3
2018-01-28T00:56:27.853Z,22,,54,,,,
2018-01-28T00:56:37.902Z,22,,54,,,,
2018-01-28T00:56:57.797Z,22,,54,,,,
2018-01-28T00:57:07.823Z,21.7,,54,,,,
2018-01-28T00:57:17.802Z,,,,,,,36.2
2018-01-28T00:57:27.805Z,21.2,,54,,,,
2018-01-28T00:57:37.899Z,20.9,,54,,,,36.3
2018-01-28T00:57:57.797Z,20.4,,54,,,,
2018-01-28T00:58:07.805Z,20.2,,54,,,,
2018-01-28T00:58:27.797Z,19.8,,54,,,,
2018-01-28T00:58:37.898Z,19.7,,54,,,,
2018-01-28T00:58:47.804Z,,,,,,,36.4
2018-01-28T00:58:57.800Z,19.3,,54,,,,36.5
2018-01-28T00:59:07.811Z,19.2,,54,,,,
2018-01-28T00:59:17.805Z,,,,,,,36.6
2018-01-28T00:59:28.071Z,18.9,,54,,,,
2018-01-28T00:59:37.942Z,18.8,,54,,,,
2018-01-28T00:59:47.806Z,,,,,,,36.7
2018-01-28T00:59:57.805Z,18.6,,54,,,,
2018-01-28T01:00:07.799Z,18.5,,54,,,,
2018-01-28T01:00:17.807Z,,,,,,,36.8
2018-01-28T01:00:27.806Z,18.4,,54,,,,
2018-01-28T01:00:47.857Z,18.2,,54,,,,
2018-01-28T01:00:57.833Z,18.1,,54,,,,
2018-01-28T01:01:07.828Z,17.9,,54,,,,
2018-01-28T01:01:17.803Z,,,,,,,36.9
2018-01-28T01:01:27.804Z,17.8,,54,,,,
2018-01-28T01:01:37.955Z,17.8,,54,,,,
2018-01-28T01:01:57.803Z,17.7,,54,,,,
2018-01-28T01:02:07.835Z,17.5,,54,,,,
2018-01-28T01:02:17.816Z,,,,,,,36.8
2018-01-28T01:02:27.817Z,17.4,,54,,,,
2018-01-28T01:02:37.938Z,17.4,,54,,,,
2018-01-28T01:02:57.808Z,17.3,,54,,,,
2018-01-28T01:03:17.875Z,17.3,,54,,,,
2018-01-28T01:03:27.809Z,17.1,,54,,,,
2018-01-28T01:03:47.805Z,17.1,,54,,,,
2018-01-28T01:03:57.810Z,17,,54,,,,
2018-01-28T01:04:07.799Z,,,,,,,36.7
2018-01-28T01:04:17.810Z,17,,54,,,,
2018-01-28T01:04:27.800Z,16.8,,54,,,,
2018-01-28T01:04:47.807Z,16.8,,54,,,,
2018-01-28T01:04:57.818Z,16.7,,54,,,,
2018-01-28T01:05:17.822Z,16.7,,54,,,,36.6
2018-01-28T01:05:27.920Z,16.5,,54,,,,
2018-01-28T01:05:52.954Z,16.5,,54,,,,
2018-01-28T01:05:57.828Z,16.4,,54,,,,
2018-01-28T01:06:17.813Z,16.4,,54,,,,36.5
2018-01-28T01:06:27.833Z,16.4,38,54,,0,2,40.8
2018-01-28T01:06:37.978Z,16.4,29,54,,,,41.8
2018-01-28T01:06:47.812Z,16.5,,54,,,,40.2
2018-01-28T01:06:57.834Z,17.1,,54,,,,41.2
2018-01-28T01:07:07.863Z,18.6,,54,,,,
2018-01-28T01:07:17.816Z,,,,,,,41.4
2018-01-28T01:07:27.836Z,19.3,,54,,,,41.6
2018-01-28T01:07:37.924Z,19.7,,54,,,,41.7
2018-01-28T01:07:47.812Z,20.5,,54,,,,
2018-01-28T01:07:57.860Z,,,,,,,41.8
2018-01-28T01:08:07.836Z,20.8,,54,,,,42
2018-01-28T01:08:17.809Z,21.2,30,54,,,,42.1
2018-01-28T01:08:27.823Z,21.5,,54,,,,
2018-01-28T01:08:38.007Z,,29,,,,,42.2
2018-01-28T01:08:47.812Z,21.7,29,54,,,,42.4
2018-01-28T01:08:57.850Z,22,,54,,,,
2018-01-28T01:09:07.804Z,,,,,,,42.6
2018-01-28T01:09:17.805Z,22.1,30,54,,,,42.7
2018-01-28T01:09:27.811Z,22.5,,54,,,,
2018-01-28T01:09:37.986Z,,29,,,,,43
2018-01-28T01:09:47.826Z,22.6,,54,,,,
2018-01-28T01:09:57.816Z,,,,,,,43.1
2018-01-28T01:10:07.809Z,22.7,,54,,,,43.4
2018-01-28T01:10:17.815Z,22.8,,54,,,,
2018-01-28T01:10:27.860Z,22.8,,54,,,,43.5
2018-01-28T01:10:37.907Z,23.1,,54,,,,43.7
2018-01-28T01:10:47.828Z,23.2,,54,,,,43.9
2018-01-28T01:10:57.812Z,23.2,,54,,,,44.1
2018-01-28T01:11:07.854Z,23.4,,54,,,,
2018-01-28T01:11:17.894Z,,30,,,,,44.2
2018-01-28T01:11:27.815Z,23.4,29,54,,,,44.5
2018-01-28T01:11:37.916Z,23.6,,54,,,,44.6
2018-01-28T01:11:47.837Z,23.7,,54,,,,
2018-01-28T01:11:57.876Z,,,,,,,44.8
2018-01-28T01:12:07.814Z,23.8,,54,,,,45
2018-01-28T01:12:17.832Z,23.9,,54,,,,
2018-01-28T01:12:27.838Z,,,,,,,45.2
2018-01-28T01:12:37.981Z,24,,54,,,,45.3
2018-01-28T01:12:47.842Z,24,30,54,,,,45.5
2018-01-28T01:12:57.819Z,24.2,,54,,,,
2018-01-28T01:13:07.815Z,,29,,,,,45.7
2018-01-28T01:13:17.849Z,24.2,,54,,,,45.8
2018-01-28T01:13:27.809Z,24.3,,54,,,,46
2018-01-28T01:13:37.918Z,24.4,,54,,,,46.1
2018-01-28T01:13:47.861Z,24.4,,54,,,,46.2
2018-01-28T01:13:57.810Z,24.4,,54,,,,46.3
2018-01-28T01:14:07.826Z,24.5,,54,,,,46.4
2018-01-28T01:14:17.855Z,24.5,,54,,,,46.6
2018-01-28T01:14:27.907Z,24.5,,54,,,,46.7
2018-01-28T01:14:37.948Z,24.7,,54,,,,46.8
2018-01-28T01:14:47.818Z,24.7,30,54,,,,47
2018-01-28T01:14:57.817Z,24.8,29,54,,,,
2018-01-28T01:15:07.809Z,24.8,,54,,,,47.1
2018-01-28T01:15:17.811Z,24.9,,54,,,,47.2
2018-01-28T01:15:27.811Z,24.9,,54,,,,47.3
2018-01-28T01:15:37.916Z,24.9,,54,,,,47.6
2018-01-28T01:15:47.935Z,25,,54,,,,47.7
2018-01-28T01:15:57.813Z,25,,54,,,,47.8
2018-01-28T01:16:07.826Z,25.1,,54,,,,47.9
2018-01-28T01:16:17.815Z,25.1,,54,,,,48
2018-01-28T01:16:27.838Z,25.1,0,54,,0,2,46.9
2018-01-28T01:16:37.945Z,25.3,,54,,,,44.9
2018-01-28T01:16:47.824Z,25.3,,54,,,,43.9
2018-01-28T01:16:57.824Z,25,,54,,,,42.9
2018-01-28T01:17:07.852Z,24.9,,54,,,,42.8
2018-01-28T01:17:17.811Z,24.8,,54,,,,41.9
2018-01-28T01:17:27.810Z,24.4,,54,,,,41.7
2018-01-28T01:17:37.965Z,24.4,,54,,,,40.9
2018-01-28T01:17:47.896Z,24.4,,54,,,,40.8
2018-01-28T01:17:57.811Z,24.3,,54,,,,40.4
2018-01-28T01:18:07.838Z,24,,54,,,,39.9
2018-01-28T01:18:17.843Z,23.9,,54,,,,39.8
2018-01-28T01:18:27.816Z,23.9,,54,,,,39.5
2018-01-28T01:18:38.030Z,23.8,,54,,,,39.3
2018-01-28T01:18:47.865Z,23.7,,54,,,,38.9
2018-01-28T01:18:57.936Z,23.7,,54,,,,38.8
2018-01-28T01:19:07.844Z,23.7,,54,,,,38.6
2018-01-28T01:19:17.816Z,23.4,,54,,,,38.5
2018-01-28T01:19:27.815Z,23.3,,54,,,,38.3
2018-01-28T01:19:37.927Z,23.3,,54,,,,
2018-01-28T01:19:47.820Z,23,,54,,,,
2018-01-28T01:19:57.818Z,23,,54,,,,
2018-01-28T01:20:07.826Z,23.1,,54,,,,38.2
2018-01-28T01:20:17.820Z,23,,54,,,,
2018-01-28T01:20:27.817Z,22.7,,54,,,,
2018-01-28T01:20:37.921Z,22.4,,54,,,,
2018-01-28T01:20:47.819Z,22.1,,54,,,,
2018-01-28T01:20:57.812Z,21.7,,54,,,,
