Time,HwTSet,HwTOutlet,ChActive,PrimT,HwActive,ActPow,PrimTSet
2018-01-08T00:00:00.431Z,54,13.9,,,,,
2018-01-08T00:00:10.435Z,54,13.9,,,,,
2018-01-08T00:00:20.430Z,54,13.9,,47.4,,,
2018-01-08T00:00:30.434Z,54,13.7,,,,,
2018-01-08T00:00:40.434Z,54,13.9,,,,,
2018-01-08T00:00:50.436Z,54,13.7,,,,,
2018-01-08T00:01:00.436Z,54,13.7,,,,,
2018-01-08T00:01:10.431Z,54,13.7,,,,,
2018-01-08T00:01:30.437Z,54,13.7,,47.3,,,
2018-01-08T00:01:40.437Z,54,13.7,,,,,
2018-01-08T00:01:50.442Z,54,13.7,,,,,
2018-01-08T00:02:00.435Z,54,13.7,,,,,
2018-01-08T00:02:10.437Z,54,13.7,,,,,
2018-01-08T00:02:20.441Z,54,13.7,,,,,
2018-01-08T00:02:30.437Z,54,13.7,,47.2,,,
2018-01-08T00:02:40.432Z,54,13.7,,,,,
2018-01-08T00:02:50.432Z,54,13.7,,,,,
2018-01-08T00:03:00.441Z,54,13.7,,,,,
2018-01-08T00:03:10.432Z,54,13.7,,,,,
2018-01-08T00:03:20.433Z,54,13.7,,,,,
2018-01-08T00:03:30.436Z,54,13.6,,47.1,,,
2018-01-08T00:03:40.434Z,54,13.6,,,,,
2018-01-08T00:03:50.432Z,54,13.6,,,,,
2018-01-08T00:04:00.437Z,54,13.6,,,,,
2018-01-08T00:04:10.436Z,54,13.6,,,,,
2018-01-08T00:04:20.433Z,54,13.6,,47,,,
2018-01-08T00:04:30.434Z,54,13.6,,,,,
2018-01-08T00:04:40.433Z,54,13.6,,,,,
2018-01-08T00:04:50.434Z,54,13.6,,,,,
2018-01-08T00:05:00.433Z,54,13.6,,,,,
2018-01-08T00:05:10.442Z,54,13.6,,,,,
2018-01-08T00:05:20.436Z,54,13.6,,46.9,,,
2018-01-08T00:05:30.443Z,54,13.6,,46.9,,,
2018-01-08T00:05:40.439Z,54,13.6,,,,,
2018-01-08T00:05:50.439Z,54,13.6,,,,,
2018-01-08T00:06:00.439Z,54,13.6,,,,,
2018-01-08T00:06:10.446Z,54,13.6,,,,,
2018-01-08T00:06:20.435Z,54,13.6,0,,2,,0
2018-01-08T00:06:30.469Z,54,13.1,0,42.3,0,,
2018-01-08T00:06:40.436Z,54,15,,41.8,,,
2018-01-08T00:06:50.438Z,54,25.3,,40.6,,,
2018-01-08T00:07:00.439Z,54,32.3,,39.9,,,
2018-01-08T00:07:10.440Z,54,36.2,,40.1,,,
2018-01-08T00:07:20.437Z,54,38.3,,40.7,,,
2018-01-08T00:07:30.437Z,54,39.3,,41.2,,,5
2018-01-08T00:07:40.437Z,54,39.5,,41.5,,,
2018-01-08T00:07:50.462Z,54,39.6,,41.6,,,
2018-01-08T00:08:00.436Z,54,39.7,,41.7,,,
2018-01-08T00:08:10.437Z,54,39.6,,41.8,,,
2018-01-08T00:08:20.444Z,54,39.2,,41.9,,,
2018-01-08T00:08:30.435Z,54,38.4,,,,,
2018-01-08T00:08:40.436Z,54,37.5,,,,,
2018-01-08T00:08:50.437Z,54,36.1,,,,,
2018-01-08T00:09:00.443Z,54,34.7,,,,,
2018-01-08T00:09:10.437Z,54,33.4,,,,,
2018-01-08T00:09:20.436Z,54,32.1,,,,,
2018-01-08T00:09:30.439Z,54,30.7,,,,,
2018-01-08T00:09:40.439Z,54,29.6,,41.8,,,
2018-01-08T00:09:50.437Z,54,28.5,,,,,
2018-01-08T00:10:00.436Z,54,27.7,,,,,
2018-01-08T00:10:10.440Z,54,26.8,,,,,
2018-01-08T00:10:20.440Z,54,26.1,,,,,
2018-01-08T00:10:30.441Z,54,25.5,,,,,
2018-01-08T00:10:40.442Z,54,24.9,,,,,
2018-01-08T00:10:50.438Z,54,24.4,,,,,
2018-01-08T00:11:00.440Z,54,23.9,,,,,
2018-01-08T00:11:10.441Z,54,23.4,,,,,
2018-01-08T00:11:20.441Z,54,23,,,,,
2018-01-08T00:11:30.438Z,54,22.6,,41.7,,,
2018-01-08T00:11:40.442Z,54,22.2,,,,,
2018-01-08T00:11:50.441Z,54,22,,,,,
2018-01-08T00:12:00.439Z,54,21.6,,,,,
2018-01-08T00:12:10.439Z,54,21.3,,,,,
2018-01-08T00:12:20.445Z,54,20.9,,,,,
2018-01-08T00:12:30.443Z,54,20.5,,,,,
2018-01-08T00:12:40.441Z,54,20.1,,,,,
2018-01-08T00:12:50.460Z,54,20.1,,,,,
2018-01-08T00:13:00.439Z,54,19.8,,,,,
2018-01-08T00:13:10.438Z,54,19.7,,,,,
2018-01-08T00:13:20.438Z,54,19.6,,,,,
2018-01-08T00:13:30.443Z,54,19.3,,,,,
2018-01-08T00:13:40.447Z,54,19.2,,,,,
2018-01-08T00:13:50.442Z,54,19,,41.6,,,
2018-01-08T00:14:00.444Z,54,18.9,,,,,
2018-01-08T00:14:10.444Z,54,18.8,,,,,
2018-01-08T00:14:20.439Z,54,18.5,,,,,
2018-01-08T00:14:30.444Z,54,18.2,,,,,
2018-01-08T00:14:40.439Z,54,17.9,,,,,
2018-01-08T00:14:50.444Z,54,17.8,,,,,
2018-01-08T00:15:00.441Z,54,17.8,,,,,
2018-01-08T00:15:10.530Z,54,17.8,,,,,
2018-01-08T00:15:20.440Z,54,17.7,,41.5,,,
2018-01-08T00:15:30.444Z,54,17.4,,,,,
2018-01-08T00:15:40.444Z,54,17.3,,,,,
2018-01-08T00:15:50.444Z,54,17.1,,,,,
2018-01-08T00:16:00.446Z,54,17.1,,,,,
2018-01-08T00:16:10.441Z,54,17,,,,,
2018-01-08T00:16:20.446Z,54,17,,,,,
2018-01-08T00:16:30.448Z,54,16.8,,41.5,,,
2018-01-08T00:16:40.449Z,54,16.8,,41.4,,,
2018-01-08T00:16:50.442Z,54,16.7,,,,,
2018-01-08T00:17:00.442Z,54,16.5,,,,,
2018-01-08T00:17:10.447Z,54,16.4,,,,,
2018-01-08T00:17:20.443Z,54,16.4,,,,,
2018-01-08T00:17:30.443Z,54,16.2,,,,,
2018-01-08T00:17:40.443Z,54,16.2,,,,,
2018-01-08T00:17:50.444Z,54,16.2,,,,,
2018-01-08T00:18:00.447Z,54,16.2,,41.3,,,
2018-01-08T00:18:10.441Z,54,16.1,,,,,
2018-01-08T00:18:20.444Z,54,16.1,,,,,
2018-01-08T00:18:30.447Z,54,16.1,,,,,
2018-01-08T00:18:40.449Z,54,15.9,,,,,
2018-01-08T00:18:50.446Z,54,15.7,,,,,
2018-01-08T00:19:00.449Z,54,15.6,,,,,
2018-01-08T00:19:10.448Z,54,15.6,,,,,
2018-01-08T00:19:20.442Z,54,15.6,,,,,
2018-01-08T00:19:30.460Z,54,15.4,,41.2,,,
2018-01-08T00:19:40.443Z,54,15.4,,,,,
2018-01-08T00:19:50.443Z,54,15.4,,,,,
2018-01-08T00:20:00.444Z,54,15.4,,,,,
2018-01-08T00:20:10.442Z,54,15.4,,,,,
2018-01-08T00:20:20.446Z,54,15.4,,,,,
2018-01-08T00:20:30.453Z,54,15.3,,,,,
2018-01-08T00:20:40.449Z,54,15.3,,41.1,,,
2018-01-08T00:20:50.448Z,54,15.3,,,,,
2018-01-08T00:21:00.444Z,54,15.1,,,,,
2018-01-08T00:21:10.448Z,54,15.1,,,,,
2018-01-08T00:21:20.442Z,54,15.1,,,,,
2018-01-08T00:21:30.448Z,54,15.1,,,,,
2018-01-08T00:21:40.444Z,54,15,,,,,
2018-01-08T00:21:50.444Z,54,15,,,,,
2018-01-08T00:22:00.453Z,54,14.8,,41,,,
2018-01-08T00:22:10.444Z,54,14.8,,,,,
2018-01-08T00:22:20.443Z,54,14.8,,,,,
2018-01-08T00:22:30.454Z,54,14.7,,,,,
2018-01-08T00:22:40.446Z,54,14.7,,,,,
2018-01-08T00:22:50.451Z,54,14.5,,,,,
2018-01-08T00:23:00.443Z,54,14.5,,,,,
2018-01-08T00:23:10.447Z,54,14.5,,41,,,
2018-01-08T00:23:20.448Z,54,14.3,,40.9,,,
2018-01-08T00:23:30.452Z,54,14.3,,,,,
2018-01-08T00:23:40.444Z,54,14.3,,,,,
2018-01-08T00:23:50.444Z,54,14.2,,,,,
2018-01-08T00:24:00.450Z,54,14.2,,,,,
2018-01-08T00:24:10.445Z,54,14.2,,,,,
2018-01-08T00:24:20.444Z,54,14.2,,,,,
2018-01-08T00:24:30.453Z,54,14,,40.8,,,
2018-01-08T00:24:40.454Z,54,14,,,,,
2018-01-08T00:24:50.444Z,54,14,,,,,
2018-01-08T00:25:00.541Z,54,14,,,,,
2018-01-08T00:25:10.446Z,54,14,,,,,
2018-01-08T00:25:20.446Z,54,13.9,,,,,
2018-01-08T00:25:30.451Z,54,13.9,,,,,
2018-01-08T00:25:40.456Z,54,13.9,,,,,
2018-01-08T00:25:50.447Z,54,13.9,,,,,
2018-01-08T00:26:00.448Z,54,13.9,,40.7,,,
2018-01-08T00:26:10.447Z,54,13.9,,,,,
2018-01-08T00:26:20.448Z,54,13.9,,,,,
2018-01-08T00:26:30.445Z,54,13.7,,,,,
2018-01-08T00:26:40.447Z,54,13.7,,,,,
2018-01-08T00:26:50.457Z,54,13.7,,,,,
2018-01-08T00:27:00.451Z,54,13.7,,,,,
2018-01-08T00:27:10.448Z,54,13.7,,40.6,,,
2018-01-08T00:27:20.449Z,54,13.6,,,,,
2018-01-08T00:27:30.449Z,54,13.6,,,,,
2018-01-08T00:27:40.449Z,54,13.6,,,,,
2018-01-08T00:27:50.449Z,54,13.6,,,,,
2018-01-08T00:28:00.446Z,54,13.6,,,,,
2018-01-08T00:28:10.447Z,54,13.6,,,,,
2018-01-08T00:28:20.449Z,54,13.6,,,,,
2018-01-08T00:28:30.450Z,54,13.6,,40.5,,,
2018-01-08T00:28:40.449Z,54,13.4,,,,,
2018-01-08T00:28:50.456Z,54,13.4,,,,,
2018-01-08T00:29:00.450Z,54,13.4,,,,,
2018-01-08T00:29:10.448Z,54,13.4,,,,,
2018-01-08T00:29:20.462Z,54,13.4,,,,,
2018-01-08T00:29:30.453Z,54,13.4,,,,,
2018-01-08T00:29:40.460Z,54,13.4,,40.4,,,
2018-01-08T00:29:50.452Z,54,13.4,,,,,
2018-01-08T00:30:00.452Z,54,13.4,,,,,
2018-01-08T00:30:10.447Z,54,13.4,,,,,
2018-01-08T00:30:20.447Z,54,13.2,,,,,
2018-01-08T00:30:30.452Z,54,13.2,,,,,
2018-01-08T00:30:40.449Z,54,13.2,,,,,
2018-01-08T00:30:50.448Z,54,13.2,,,,,
2018-01-08T00:31:00.452Z,54,13.2,,,,,
2018-01-08T00:31:10.449Z,54,13.2,,40.3,,,
2018-01-08T00:31:20.452Z,54,13.2,,,,,
2018-01-08T00:31:30.451Z,54,13.2,,,,,
2018-01-08T00:31:40.449Z,54,13.2,,,,,
2018-01-08T00:31:50.452Z,54,13.2,,,,,
2018-01-08T00:32:00.631Z,54,13.2,,,,,
2018-01-08T00:32:10.451Z,54,13.2,,,,,
2018-01-08T00:32:20.455Z,54,13.1,,40.2,,,
2018-01-08T00:32:30.455Z,54,13.1,,,,,
2018-01-08T00:32:40.450Z,54,13.1,,,,,
2018-01-08T00:32:50.449Z,54,13.1,,,,,
2018-01-08T00:33:00.451Z,54,13.1,,,,,
2018-01-08T00:33:10.454Z,54,13.1,,,,,
2018-01-08T00:33:20.450Z,54,13.1,,,,,
2018-01-08T00:33:30.455Z,54,13.1,,40.1,,,
2018-01-08T00:33:40.468Z,54,13.1,,,,,
2018-01-08T00:33:50.449Z,54,12.9,,,,,
2018-01-08T00:34:00.450Z,54,12.9,,,,,
2018-01-08T00:34:10.451Z,54,13.1,,,,,
2018-01-08T00:34:20.452Z,54,12.9,,,,,
2018-01-08T00:34:30.456Z,54,12.9,,,,,
2018-01-08T00:34:40.452Z,54,12.9,,,,,
2018-01-08T00:34:50.454Z,54,12.9,,,,,
2018-01-08T00:35:00.455Z,54,12.9,,40,,,
2018-01-08T00:35:10.453Z,54,12.9,,,,,
2018-01-08T00:35:20.457Z,54,12.9,,,,,
2018-01-08T00:35:30.457Z,54,12.9,,,,,
2018-01-08T00:35:40.457Z,54,12.9,,,,,
2018-01-08T00:35:50.458Z,54,12.9,,,,,
2018-01-08T00:36:00.458Z,54,12.9,,,,,
2018-01-08T00:36:10.451Z,54,12.9,,39.9,,,
2018-01-08T00:36:20.458Z,54,12.8,,,,,
2018-01-08T00:36:30.459Z,54,12.8,,,,,
2018-01-08T00:36:40.456Z,54,12.8,,,,,
2018-01-08T00:36:50.457Z,54,12.8,,,,,
2018-01-08T00:37:00.457Z,54,12.8,,,,,
2018-01-08T00:37:10.459Z,54,12.8,,,,,
2018-01-08T00:37:20.459Z,54,12.8,,,,,
2018-01-08T00:37:30.456Z,54,12.8,,39.8,,,
2018-01-08T00:37:40.457Z,54,12.8,,,,,
2018-01-08T00:37:50.460Z,54,12.8,,,,,
2018-01-08T00:38:00.452Z,54,12.8,,,,,
2018-01-08T00:38:10.453Z,54,12.8,0,39.8,0,0,5
2018-01-08T00:38:20.456Z,54,12.8,,,,,
2018-01-08T00:38:30.454Z,54,12.8,,,,,
2018-01-08T00:38:40.455Z,54,12.8,,,,,
2018-01-08T00:38:50.456Z,54,12.8,,39.7,,,
2018-01-08T00:39:00.457Z,54,12.8,,,,,
2018-01-08T00:39:10.456Z,54,12.8,,,,,
2018-01-08T00:39:20.454Z,54,12.8,,,,,
2018-01-08T00:39:30.459Z,54,12.8,,,,,
2018-01-08T00:39:40.460Z,54,12.6,,,,,
2018-01-08T00:39:50.458Z,54,12.6,,,,,
2018-01-08T00:40:00.455Z,54,12.6,,,,,
2018-01-08T00:40:10.461Z,54,12.6,,39.6,,,
2018-01-08T00:40:20.461Z,54,12.6,,,,,
2018-01-08T00:40:30.462Z,54,12.6,,,,,
2018-01-08T00:40:40.463Z,54,12.6,,,,,
2018-01-08T00:40:50.453Z,54,12.6,,,,,
2018-01-08T00:41:00.455Z,54,12.6,,,,,
2018-01-08T00:41:10.463Z,54,12.6,,,,,
2018-01-08T00:41:30.457Z,54,12.6,,,,,
2018-01-08T00:41:40.458Z,54,12.6,,39.5,,,
2018-01-08T00:41:50.458Z,54,12.6,,,,,
2018-01-08T00:42:00.455Z,54,12.6,,,,,
2018-01-08T00:42:10.455Z,54,12.6,,,,,
2018-01-08T00:42:20.465Z,54,12.6,,,,,
2018-01-08T00:42:30.457Z,54,12.6,,,,,
2018-01-08T00:42:40.461Z,54,12.5,,,,,
2018-01-08T00:42:50.476Z,54,12.6,,,,,
2018-01-08T00:43:00.460Z,54,12.6,,,,,
2018-01-08T00:43:10.455Z,54,12.6,,39.4,,,
2018-01-08T00:43:20.456Z,54,12.5,,,,,
2018-01-08T00:43:30.457Z,54,12.6,,,,,
2018-01-08T00:43:40.458Z,54,12.5,,,,,
2018-01-08T00:43:50.461Z,54,12.5,,,,,
2018-01-08T00:44:00.477Z,54,12.6,,,,,
2018-01-08T00:44:10.456Z,54,12.6,,,,,
2018-01-08T00:44:20.497Z,54,12.6,,39.3,,,
2018-01-08T00:44:30.467Z,54,12.6,,,,,
2018-01-08T00:44:40.457Z,54,12.5,,,,,
2018-01-08T00:44:50.460Z,54,12.5,,,,,
2018-01-08T00:45:00.458Z,54,12.5,,,,,
2018-01-08T00:45:10.456Z,54,12.5,,,,,
2018-01-08T00:45:20.464Z,54,12.5,,,,,
2018-01-08T00:45:30.459Z,54,12.5,,,,,
2018-01-08T00:45:40.459Z,54,12.5,,39.2,,,
2018-01-08T00:45:50.458Z,54,12.5,,,,,
2018-01-08T00:46:00.457Z,54,12.5,,,,,
2018-01-08T00:46:10.459Z,54,12.5,,,,,
2018-01-08T00:46:20.459Z,54,12.5,,,,,
2018-01-08T00:46:30.457Z,54,12.5,,,,,
2018-01-08T00:46:40.459Z,54,12.5,,,,,
2018-01-08T00:46:50.460Z,54,12.5,,39.1,,,
2018-01-08T00:47:00.465Z,54,12.5,,39.2,,,
2018-01-08T00:47:10.460Z,54,12.5,,39.1,,,
2018-01-08T00:47:20.461Z,54,12.5,,,,,
2018-01-08T00:47:30.465Z,54,12.5,,,,,
2018-01-08T00:47:40.460Z,54,12.5,,,,,
2018-01-08T00:47:50.462Z,54,12.5,,,,,
2018-01-08T00:48:00.465Z,54,12.5,,,,,
2018-01-08T00:48:10.459Z,54,12.5,,,,,
2018-01-08T00:48:20.462Z,54,12.5,,39.1,,,
2018-01-08T00:48:30.461Z,54,12.5,,38.9,,,
2018-01-08T00:48:40.461Z,54,12.5,,,,,
2018-01-08T00:48:50.461Z,54,12.5,,,,,
2018-01-08T00:49:00.459Z,54,12.5,,,,,
2018-01-08T00:49:10.462Z,54,12.5,,,,,
2018-01-08T00:49:20.462Z,54,12.3,,,,,
2018-01-08T00:49:30.471Z,54,12.5,,,,,
2018-01-08T00:49:40.459Z,54,12.3,,38.8,,,
2018-01-08T00:49:50.463Z,54,12.5,,,,,
2018-01-08T00:50:00.459Z,54,12.3,,,,,
2018-01-08T00:50:10.461Z,54,12.3,,,,,
2018-01-08T00:50:20.474Z,54,12.3,,,,,
2018-01-08T00:50:30.463Z,54,12.3,,,,,
2018-01-08T00:50:40.459Z,54,12.3,,,,,
2018-01-08T00:50:50.461Z,54,12.3,,,,,
2018-01-08T00:51:00.461Z,54,12.3,,,,,
2018-01-08T00:51:10.461Z,54,12.3,,38.7,,,
2018-01-08T00:51:20.461Z,54,12.3,,,,,
2018-01-08T00:51:30.460Z,54,12.3,,,,,
2018-01-08T00:51:40.462Z,54,12.3,,,,,
2018-01-08T00:51:50.464Z,54,12.3,,,,,
2018-01-08T00:52:00.465Z,54,12.3,,,,,
2018-01-08T00:52:10.465Z,54,12.3,,,,,
2018-01-08T00:52:20.466Z,54,12.3,,,,,
2018-01-08T00:52:30.476Z,54,12.3,,,,,
2018-01-08T00:52:40.461Z,54,12.3,,38.6,,,
2018-01-08T00:52:50.466Z,54,12.3,,,,,
2018-01-08T00:53:00.463Z,54,12.3,,,,,
2018-01-08T00:53:10.467Z,54,12.3,,,,,
2018-01-08T00:53:20.467Z,54,12.3,,,,,
2018-01-08T00:53:30.470Z,54,12.3,,,,,
2018-01-08T00:53:40.461Z,54,12.3,,,,,
2018-01-08T00:53:50.461Z,54,12.3,,,,,
2018-01-08T00:54:00.472Z,54,12.3,,,,,
2018-01-08T00:54:10.463Z,54,12.3,,38.5,,,
2018-01-08T00:54:20.468Z,54,12.3,,,,,
2018-01-08T00:54:30.467Z,54,12.3,1,,0,,61
2018-01-08T00:54:40.464Z,54,12.2,0,,0,,5
2018-01-08T00:54:50.463Z,54,12.2,,,,,
2018-01-08T00:55:00.464Z,54,12.3,,,,,
2018-01-08T00:55:10.477Z,54,12.2,,,,,
2018-01-08T00:55:20.468Z,54,12.2,,,,,
2018-01-08T00:55:30.468Z,54,12.2,1,38.4,0,,61
2018-01-08T00:55:40.469Z,54,12.2,,,,,
2018-01-08T00:55:50.469Z,54,12.2,,,,,
2018-01-08T00:56:00.472Z,54,12.2,,,,,
2018-01-08T00:56:10.467Z,54,12.2,,,,,
2018-01-08T00:56:20.465Z,54,12.3,,,,,
2018-01-08T00:56:30.475Z,54,12.2,,,,,
2018-01-08T00:56:40.462Z,54,12.2,,,,,
2018-01-08T00:56:50.464Z,54,12.2,,,,,
2018-01-08T00:57:00.463Z,54,12.2,,38.3,,,
2018-01-08T00:57:10.466Z,54,12.2,,,,,
2018-01-08T00:57:20.467Z,54,12.2,,,,,
2018-01-08T00:57:30.467Z,54,12.2,,,,,
2018-01-08T00:57:40.468Z,54,12.2,,,,,
2018-01-08T00:57:50.463Z,54,12.2,,,,,
2018-01-08T00:58:00.469Z,54,12.2,,,,,
2018-01-08T00:58:10.468Z,54,12.2,,,,,
2018-01-08T00:58:20.468Z,54,12.2,,38.2,,,
2018-01-08T00:58:30.471Z,54,12.2,,,,,
2018-01-08T00:58:40.472Z,54,12.2,,,,,
2018-01-08T00:58:50.470Z,54,12.2,,,,,
2018-01-08T00:59:00.473Z,54,12.2,0,,0,,5
2018-01-08T00:59:10.466Z,54,12.2,,,,,
2018-01-08T00:59:20.464Z,54,12.2,,,,,
2018-01-08T00:59:30.464Z,54,12.2,,,,,
2018-01-08T00:59:40.465Z,54,12.2,,,,,
2018-01-08T00:59:50.470Z,54,12.2,,38.1,,,
2018-01-08T01:00:00.467Z,54,12.2,,,,,
2018-01-08T01:00:10.468Z,54,12.2,,,,,
2018-01-08T01:00:20.470Z,54,12.2,,,,,
2018-01-08T01:00:30.476Z,54,12.2,,,,,
2018-01-08T01:00:40.466Z,54,12.2,,,,,
2018-01-08T01:00:50.471Z,54,12.2,,,,,
2018-01-08T01:01:00.466Z,54,12.2,,,,,
2018-01-08T01:01:10.465Z,54,12.2,,38,,,
2018-01-08T01:01:20.476Z,54,12.2,,,,,
2018-01-08T01:01:30.474Z,54,12.2,,,,,
2018-01-08T01:01:40.474Z,54,12.2,1,,0,,61
2018-01-08T01:01:50.486Z,54,12.2,1,41.7,0,42,
2018-01-08T01:02:00.472Z,54,12.2,0,38.3,0,0,5
2018-01-08T01:02:10.488Z,54,12.5,0,31.4,0,,
2018-01-08T01:02:20.475Z,54,13.2,,31.1,,,
2018-01-08T01:02:30.487Z,54,14.3,,30.2,,,
2018-01-08T01:02:40.520Z,54,15,1,28.4,0,,61
2018-01-08T01:02:50.477Z,54,15.4,,27.7,,,
2018-01-08T01:03:00.479Z,54,15.6,,26.9,,,
2018-01-08T01:03:10.481Z,54,15.4,,26.1,,,
2018-01-08T01:03:20.478Z,54,15.4,,25.4,,,
2018-01-08T01:03:30.486Z,54,15.6,,24.8,,,
2018-01-08T01:03:40.479Z,54,15.9,,24.3,,,
2018-01-08T01:03:50.473Z,54,16.1,,24,,,
2018-01-08T01:04:00.467Z,54,16.1,,23.6,,,
2018-01-08T01:04:10.470Z,54,16.1,,23.4,,,
2018-01-08T01:04:20.480Z,54,16.1,,23.1,,,
2018-01-08T01:04:30.469Z,54,16.1,,23,,,
2018-01-08T01:04:40.489Z,54,15.9,,22.9,,,
2018-01-08T01:04:50.524Z,54,15.9,,22.7,,,
2018-01-08T01:05:00.475Z,54,15.9,,,,,
2018-01-08T01:05:10.474Z,54,15.9,,22.5,,,
2018-01-08T01:05:20.482Z,54,15.9,,22.4,,,
2018-01-08T01:05:30.481Z,54,15.9,,22.3,,,
2018-01-08T01:05:40.481Z,54,15.9,,,,,
2018-01-08T01:05:50.477Z,54,15.9,,22.2,,,
2018-01-08T01:06:00.522Z,54,15.9,,22,,,
2018-01-08T01:06:10.491Z,54,15.9,,,,,
2018-01-08T01:06:20.520Z,54,15.9,,21.9,,,
2018-01-08T01:06:30.479Z,54,15.9,,,,,
2018-01-08T01:06:40.475Z,54,15.9,,21.8,,,
2018-01-08T01:06:50.484Z,54,15.9,1,25.4,0,40,
2018-01-08T01:07:00.485Z,54,15.9,,27.2,,0,
2018-01-08T01:07:10.477Z,54,16.2,1,24.9,0,,
2018-01-08T01:07:20.485Z,54,16.2,,24.2,,,
2018-01-08T01:07:30.485Z,54,16.4,,24,,,
2018-01-08T01:07:40.477Z,54,16.4,,23.6,,,
2018-01-08T01:07:50.479Z,54,16.4,,23.4,,,
2018-01-08T01:08:00.486Z,54,16.2,,23.1,,,
2018-01-08T01:08:15.633Z,54,16.2,,23,,,
2018-01-08T01:08:20.473Z,54,16.2,,22.9,,,
2018-01-08T01:08:30.475Z,54,16.1,,22.8,,,
2018-01-08T01:08:40.475Z,54,16.1,,22.7,,,
2018-01-08T01:08:50.472Z,54,16.1,,,,,
2018-01-08T01:09:00.477Z,54,16.1,,22.5,,,
2018-01-08T01:09:10.474Z,54,15.9,,22.4,,,
2018-01-08T01:09:20.469Z,54,15.9,,,,,
2018-01-08T01:09:30.470Z,54,15.9,,22.3,,,
2018-01-08T01:09:40.472Z,54,15.7,,,,,
2018-01-08T01:09:50.470Z,54,15.7,,,,,
2018-01-08T01:10:00.472Z,54,15.7,,22.2,,,
2018-01-08T01:10:10.473Z,54,15.6,,,,,
2018-01-08T01:10:20.477Z,54,15.4,,,,,
2018-01-08T01:10:30.486Z,54,15.4,,22.3,,,
2018-01-08T01:10:40.474Z,54,15.6,,,,,
2018-01-08T01:10:50.476Z,54,15.4,,,,,
2018-01-08T01:11:00.477Z,54,15.4,,,,,
2018-01-08T01:11:10.471Z,54,15.1,,,,,
2018-01-08T01:11:20.471Z,54,15,,,,,
2018-01-08T01:11:30.473Z,54,14.8,,,,,
2018-01-08T01:11:40.480Z,54,14.5,,,,,
2018-01-08T01:11:50.480Z,54,14.3,,,,,
2018-01-08T01:12:00.480Z,54,14.2,,,,,
2018-01-08T01:12:10.477Z,54,13.9,1,25.2,0,42,
2018-01-08T01:12:20.471Z,54,13.9,,30,,30,
2018-01-08T01:12:30.479Z,54,13.9,,28.8,,29,
2018-01-08T01:12:40.473Z,54,14.3,,29.5,,,
2018-01-08T01:12:50.477Z,54,15.1,,30.4,,,
2018-01-08T01:13:00.471Z,54,15.9,,30.8,,,
2018-01-08T01:13:10.478Z,54,16.4,,31.4,,,
2018-01-08T01:13:20.472Z,54,16.7,,31.8,,,
2018-01-08T01:13:30.478Z,54,17,,32.1,,,
2018-01-08T01:13:40.474Z,54,17.1,,32.5,,,
2018-01-08T01:13:50.478Z,54,17.4,,32.9,,,
2018-01-08T01:14:00.472Z,54,17.5,,33.3,,,
2018-01-08T01:14:10.475Z,54,17.7,,33.6,,,
2018-01-08T01:14:20.472Z,54,17.8,,34,,,
2018-01-08T01:14:30.474Z,54,17.8,,34.2,,,
2018-01-08T01:14:40.473Z,54,17.9,,34.5,,,
2018-01-08T01:14:50.476Z,54,18.1,,34.8,,,
2018-01-08T01:15:00.476Z,54,18.2,,35.1,,,
2018-01-08T01:15:10.482Z,54,18.4,,35.4,,,
2018-01-08T01:15:20.476Z,54,18.5,,35.6,,,
2018-01-08T01:15:30.475Z,54,18.8,,35.8,,,
2018-01-08T01:15:40.483Z,54,18.9,,36,,,
2018-01-08T01:15:50.476Z,54,19,,36.1,,,
2018-01-08T01:16:00.480Z,54,19.2,,36.4,,,
2018-01-08T01:16:10.482Z,54,19.2,,36.6,,,
2018-01-08T01:16:20.478Z,54,19.3,,36.8,,30,
2018-01-08T01:16:30.479Z,54,19.3,,37.1,,29,
2018-01-08T01:16:40.476Z,54,19.4,,37.3,,,
2018-01-08T01:16:50.476Z,54,19.4,,37.5,,,
2018-01-08T01:17:00.478Z,54,19.7,,37.7,,,
2018-01-08T01:17:10.474Z,54,19.8,,37.8,,,
2018-01-08T01:17:20.478Z,54,20,1,36.8,0,0,
2018-01-08T01:17:30.495Z,54,20,,34.7,,,
2018-01-08T01:17:40.479Z,54,20,,33.7,,,
2018-01-08T01:17:50.479Z,54,19.8,,32.8,,,
2018-01-08T01:18:00.478Z,54,19.7,,32.2,,,
2018-01-08T01:18:10.481Z,54,19.6,,31.7,,,
2018-01-08T01:18:20.479Z,54,19.4,,31.3,,,
2018-01-08T01:18:30.481Z,54,19.2,,30.8,,,
2018-01-08T01:18:40.480Z,54,19.2,,30.5,,,
2018-01-08T01:18:50.476Z,54,19,,30.2,,,
2018-01-08T01:19:00.479Z,54,18.9,,29.9,,,
2018-01-08T01:19:10.476Z,54,18.9,,29.5,,,
2018-01-08T01:19:20.479Z,54,18.8,,29.3,,,
2018-01-08T01:19:30.479Z,54,18.6,,29,,,
2018-01-08T01:19:40.494Z,54,18.6,,28.9,,,
2018-01-08T01:19:50.483Z,54,18.5,,28.7,,,
2018-01-08T01:20:00.479Z,54,18.5,,28.6,,,
2018-01-08T01:20:10.481Z,54,18.4,,28.3,,,
2018-01-08T01:20:20.482Z,54,18.4,,28.2,,,
2018-01-08T01:20:30.482Z,54,18.2,,,,,
