Time,PrimTSet,HwTOutlet,HwTSet,PrimT,HwActive,ActPow,ChActive
2017-12-28T05:24:26.573Z,,32.9,54,,,,
2017-12-28T05:24:36.567Z,,32.8,54,,,,
2017-12-28T05:24:46.567Z,,32.7,54,37.3,,,
2017-12-28T05:24:56.562Z,,32.6,54,,,,
2017-12-28T05:25:06.564Z,,32.5,54,37.4,,,
2017-12-28T05:25:16.567Z,,32.5,54,,,,
2017-12-28T05:25:26.579Z,,32.4,54,,,,
2017-12-28T05:25:36.566Z,,32.3,54,,,,
2017-12-28T05:25:46.568Z,,32.2,54,,,,
2017-12-28T05:25:56.573Z,,32.1,54,37.5,,,
2017-12-28T05:26:06.567Z,,32,54,,,,
2017-12-28T05:26:16.572Z,,31.9,54,41.6,0,38,1
2017-12-28T05:26:26.567Z,,31.8,54,42.8,,30,
2017-12-28T05:26:36.569Z,,31.6,54,41.1,,29,
2017-12-28T05:26:46.569Z,,31.6,54,42.1,,,
2017-12-28T05:26:56.564Z,,31.5,54,42.2,,,
2017-12-28T05:27:06.566Z,,31.5,54,42.4,,,
2017-12-28T05:27:16.566Z,,31.6,54,42.6,,30,
2017-12-28T05:27:26.566Z,,31.6,54,,,29,
2017-12-28T05:27:36.573Z,,31.8,54,42.7,,,
2017-12-28T05:27:46.574Z,,31.9,54,42.8,,,
2017-12-28T05:27:56.570Z,,32,54,,,,
2017-12-28T05:28:06.570Z,,32.1,54,43,,,
2017-12-28T05:28:16.571Z,,32.2,54,,,30,
2017-12-28T05:28:26.585Z,,32.2,54,43.1,,29,
2017-12-28T05:28:36.569Z,,32.3,54,43.2,,,
2017-12-28T05:28:46.571Z,,32.3,54,,,,
2017-12-28T05:28:56.565Z,,32.4,54,,,,
2017-12-28T05:29:06.565Z,,32.5,54,43.1,,,
2017-12-28T05:29:16.567Z,,32.5,54,,,,
2017-12-28T05:29:26.565Z,,32.5,54,,,,
2017-12-28T05:29:36.566Z,,32.6,54,43.2,,,
2017-12-28T05:29:46.572Z,,32.6,54,,,,
2017-12-28T05:29:56.567Z,,32.7,54,43.3,,,
2017-12-28T05:30:06.567Z,,32.7,54,43.4,,30,
2017-12-28T05:30:16.566Z,,32.7,54,43.5,,,
2017-12-28T05:30:26.579Z,,32.7,54,43.6,,29,
2017-12-28T05:30:36.570Z,,32.8,54,43.7,,,
2017-12-28T05:30:46.569Z,,32.8,54,43.8,,,
2017-12-28T05:30:56.569Z,,32.8,54,,,,
2017-12-28T05:31:06.567Z,,32.9,54,43.9,,,
2017-12-28T05:31:16.575Z,,32.9,54,44,,,
2017-12-28T05:31:26.570Z,,33.1,54,44.1,,,
2017-12-28T05:31:36.579Z,,33.1,54,44.2,,,
2017-12-28T05:31:46.569Z,,33.2,54,44.3,,,
2017-12-28T05:31:56.565Z,,33.2,54,44.4,,,
2017-12-28T05:32:06.566Z,,33.3,54,44.5,,30,
2017-12-28T05:32:16.568Z,,33.3,54,44.6,,29,
2017-12-28T05:32:26.567Z,,33.4,54,,,30,
2017-12-28T05:32:36.571Z,,33.4,54,44.7,,29,
2017-12-28T05:32:46.569Z,,33.5,54,44.8,,,
2017-12-28T05:32:56.571Z,,33.5,54,44.9,,,
2017-12-28T05:33:06.570Z,,33.6,54,45,,29,
2017-12-28T05:33:16.585Z,,33.7,54,45.1,,,
2017-12-28T05:33:26.571Z,,33.7,54,45.2,,,
2017-12-28T05:33:36.581Z,,33.8,54,44.9,0,0,1
2017-12-28T05:33:46.567Z,,33.9,54,42.8,,,
2017-12-28T05:33:56.578Z,,33.9,54,41.6,,,
2017-12-28T05:34:06.572Z,,34,54,41.1,0,45,1
2017-12-28T05:34:16.578Z,,34,54,46.6,,34,
2017-12-28T05:34:26.579Z,,34.1,54,46.6,,29,
2017-12-28T05:34:36.573Z,,34.1,54,45.4,,,
2017-12-28T05:34:46.597Z,,34.1,54,46.3,,,
2017-12-28T05:34:56.581Z,,34.1,54,,,,
2017-12-28T05:35:06.567Z,,34.2,54,46.5,,,
2017-12-28T05:35:16.603Z,,34.2,54,46.4,,,
2017-12-28T05:35:26.568Z,,34.3,54,46.6,,,
2017-12-28T05:35:36.580Z,,34.4,54,46.7,,,
2017-12-28T05:35:46.590Z,,34.5,54,46.8,,,
2017-12-28T05:35:56.577Z,,34.6,54,46.9,,,
2017-12-28T05:36:06.578Z,,34.6,54,46.7,0,0,1
2017-12-28T05:36:16.592Z,,34.7,54,44.3,,,
2017-12-28T05:36:26.584Z,,34.8,54,43,,,
2017-12-28T05:36:36.598Z,,34.9,54,42.3,,,
2017-12-28T05:36:46.578Z,,34.9,54,41.5,,,
2017-12-28T05:36:56.580Z,,34.9,54,40.9,,,
2017-12-28T05:37:06.585Z,,35.1,54,40.4,,,
2017-12-28T05:37:16.569Z,,34.9,54,39.9,,,
2017-12-28T05:37:26.572Z,,34.9,54,39.5,,,
2017-12-28T05:37:36.576Z,,34.9,54,39.2,,,
2017-12-28T05:37:46.579Z,,34.9,54,38.8,,,
2017-12-28T05:37:56.570Z,,34.8,54,38.5,,,
2017-12-28T05:38:06.574Z,,34.8,54,38.2,,,
2017-12-28T05:38:16.569Z,,34.7,54,38,,,
2017-12-28T05:38:26.571Z,,34.6,54,37.8,,,
2017-12-28T05:38:36.579Z,,34.6,54,37.6,,,
2017-12-28T05:38:46.571Z,,34.5,54,37.4,,,
2017-12-28T05:38:56.573Z,,34.5,54,37.2,,,
2017-12-28T05:39:06.573Z,,34.4,54,37.1,,,
2017-12-28T05:39:16.571Z,,34.3,54,,,,
2017-12-28T05:39:26.572Z,,34.3,54,,,,
2017-12-28T05:39:36.575Z,,34.2,54,36.9,,,
2017-12-28T05:39:46.574Z,,34.2,54,,,,
2017-12-28T05:39:56.574Z,,34.1,54,,,,
2017-12-28T05:40:06.572Z,,34.1,54,,,,
2017-12-28T05:40:16.574Z,,34.1,54,,,,
2017-12-28T05:40:26.577Z,,34,54,,,,
2017-12-28T05:40:36.574Z,,34,54,,,,
2017-12-28T05:40:46.570Z,,34,54,,,,
2017-12-28T05:40:56.583Z,,33.9,54,,,,
2017-12-28T05:41:06.575Z,,33.8,54,,,,
2017-12-28T05:41:16.576Z,,33.8,54,,,,
2017-12-28T05:41:26.580Z,,33.7,54,,,,
2017-12-28T05:41:36.603Z,,33.6,54,,,,
2017-12-28T05:41:46.573Z,,33.5,54,,,,
2017-12-28T05:41:56.576Z,,33.5,54,,,,
2017-12-28T05:42:06.577Z,,33.4,54,,,,
2017-12-28T05:42:16.577Z,,33.3,54,37.1,,,
2017-12-28T05:42:26.583Z,,33.2,54,,,,
2017-12-28T05:42:36.581Z,,33.1,54,,,,
2017-12-28T05:42:46.580Z,,32.9,54,37.2,,,
2017-12-28T05:42:56.575Z,,32.8,54,,,,
2017-12-28T05:43:06.580Z,,32.7,54,,,,
2017-12-28T05:43:16.580Z,,32.6,54,37.3,,,
2017-12-28T05:43:26.572Z,,32.5,54,,,,
2017-12-28T05:43:36.577Z,,32.4,54,,,,
2017-12-28T05:43:46.576Z,,32.3,54,37.4,,,
2017-12-28T05:43:56.574Z,,32.3,54,,,,
2017-12-28T05:44:06.579Z,,32.2,54,,,,
2017-12-28T05:44:16.577Z,,32.1,54,,,,
2017-12-28T05:44:26.578Z,,32,54,,,,
2017-12-28T05:44:36.581Z,,31.9,54,37.6,0,45,1
2017-12-28T05:44:46.594Z,,31.8,54,43.2,,32,
2017-12-28T05:44:56.580Z,,31.6,54,41.6,,29,
2017-12-28T05:45:06.577Z,,31.6,54,,,,
2017-12-28T05:45:16.575Z,,31.5,54,42.3,,,
2017-12-28T05:45:26.573Z,,31.5,54,,,30,
2017-12-28T05:45:36.579Z,,31.5,54,42.6,,29,
2017-12-28T05:45:46.578Z,,31.6,54,,,,
2017-12-28T05:45:56.582Z,,31.8,54,42.7,,30,
2017-12-28T05:46:06.573Z,,31.9,54,42.8,,29,
2017-12-28T05:46:16.578Z,,32,54,42.9,,,
2017-12-28T05:46:26.577Z,,32.1,54,43,,,
2017-12-28T05:46:36.573Z,,32.2,54,43.1,,,
2017-12-28T05:46:46.582Z,,32.2,54,43.2,,,
2017-12-28T05:46:56.584Z,,32.3,54,,,,
2017-12-28T05:47:06.604Z,,32.3,54,43.3,,,
2017-12-28T05:47:16.583Z,,32.4,54,,,,
2017-12-28T05:47:26.596Z,,32.5,54,43.2,,,
2017-12-28T05:47:36.585Z,,32.5,54,,,,
2017-12-28T05:47:46.600Z,,32.5,54,43.1,,30,
2017-12-28T05:47:56.592Z,,32.6,54,43.2,,,
2017-12-28T05:48:06.582Z,,32.6,54,,,29,
2017-12-28T05:48:16.590Z,,32.6,54,,,,
2017-12-28T05:48:26.580Z,,32.7,54,43.3,,,
2017-12-28T05:48:36.580Z,,,,43.4,,29,
2017-12-28T05:48:46.582Z,,32.7,54,43.5,,30,
2017-12-28T05:48:56.582Z,,32.7,54,,,29,
2017-12-28T05:49:06.581Z,,32.8,54,43.6,,30,
2017-12-28T05:49:16.581Z,,32.8,54,43.7,,29,
2017-12-28T05:49:26.582Z,,32.8,54,43.8,,,
2017-12-28T05:49:36.582Z,,32.9,54,43.9,,,
2017-12-28T05:49:46.582Z,,32.9,54,44,,,
2017-12-28T05:49:56.577Z,,33.1,54,,,30,
2017-12-28T05:50:06.582Z,,33.1,54,44.1,,29,
2017-12-28T05:50:16.582Z,,33.2,54,44.2,,,
2017-12-28T05:50:26.582Z,,33.2,54,44.3,,,
2017-12-28T05:50:36.582Z,,33.3,54,44.4,,,
2017-12-28T05:50:46.590Z,,33.4,54,44.5,,30,
2017-12-28T05:50:56.581Z,,33.5,54,,,29,
2017-12-28T05:51:06.584Z,,33.5,54,44.6,,,
2017-12-28T05:51:16.579Z,,33.6,54,44.7,,,
2017-12-28T05:51:26.583Z,,33.7,54,44.8,,,
2017-12-28T05:51:46.582Z,,33.8,54,44.9,,,
2017-12-28T05:51:56.586Z,,33.9,54,45,,30,
2017-12-28T05:52:06.585Z,,33.9,54,45.1,,29,
2017-12-28T05:52:16.577Z,,34,54,,,,
2017-12-28T05:52:26.577Z,,34,54,45.2,,,
2017-12-28T05:52:36.587Z,,34.1,54,45.3,,,
2017-12-28T05:52:46.578Z,,34.1,54,45.4,,,
2017-12-28T05:52:56.579Z,,34.2,54,,,,
2017-12-28T05:53:06.586Z,,34.3,54,45.5,,,
2017-12-28T05:53:16.605Z,,34.3,54,45.6,,,
2017-12-28T05:53:26.581Z,,34.4,54,45.7,,,
2017-12-28T05:53:36.582Z,,34.4,54,,,,
2017-12-28T05:53:46.586Z,,34.5,54,45.8,,,
2017-12-28T05:53:56.583Z,,34.6,54,45.6,0,0,1
2017-12-28T05:54:06.610Z,,34.6,54,43.6,,,
2017-12-28T05:54:16.588Z,,34.7,54,42.3,,,
2017-12-28T05:54:26.586Z,,34.7,54,41.7,,,
2017-12-28T05:54:36.603Z,,34.8,54,41,,,
2017-12-28T05:54:46.599Z,,34.8,54,40.5,,,
2017-12-28T05:54:56.586Z,,34.8,54,40,,,
2017-12-28T05:55:06.586Z,,34.8,54,39.6,,,
2017-12-28T05:55:16.587Z,,34.8,54,39.2,,,
2017-12-28T05:55:26.588Z,,34.8,54,38.8,,,
2017-12-28T05:55:36.587Z,,,,38.5,,,
2017-12-28T05:55:46.587Z,,34.8,54,43.1,0,37,1
2017-12-28T05:55:56.587Z,,34.7,54,45.2,,29,
2017-12-28T05:56:06.591Z,,34.7,54,43.8,,,
2017-12-28T05:56:16.588Z,,34.7,54,44.7,,,
2017-12-28T05:56:26.589Z,,34.6,54,43.9,0,0,1
2017-12-28T05:56:36.588Z,,,,41.8,,,
2017-12-28T05:56:46.589Z,,34.7,54,41.1,,,
2017-12-28T05:56:56.590Z,,34.7,54,40.3,,,
2017-12-28T05:57:06.589Z,,34.7,54,39.7,,,
2017-12-28T05:57:16.589Z,,34.7,54,39.3,,,
2017-12-28T05:57:26.583Z,,34.7,54,38.8,,,
2017-12-28T05:57:36.595Z,,34.7,54,38.4,,,
2017-12-28T05:57:46.591Z,,34.7,54,38.2,,,
2017-12-28T05:57:56.594Z,,34.7,54,37.9,,,
2017-12-28T05:58:06.595Z,,34.7,54,37.7,,,
2017-12-28T05:58:21.685Z,,34.6,54,37.5,,,
2017-12-28T05:58:26.589Z,,34.5,54,37.3,,,
2017-12-28T05:58:36.590Z,,,,36.9,,,
2017-12-28T05:58:46.600Z,,34.4,54,36.7,,,
2017-12-28T05:58:56.584Z,,34.4,54,36.5,,,
2017-12-28T05:59:06.586Z,,34.3,54,36.4,,,
2017-12-28T05:59:16.596Z,,34.3,54,36.2,,,
2017-12-28T05:59:26.595Z,,34.2,54,36.1,,,
2017-12-28T05:59:36.592Z,,34.1,54,35.9,,,
2017-12-28T05:59:46.597Z,,34,54,35.8,,,
2017-12-28T06:00:01.688Z,,34,54,35.7,,,
2017-12-28T06:00:06.587Z,,33.9,54,,,,
2017-12-28T06:00:16.590Z,,33.8,54,35.6,,,
2017-12-28T06:00:26.581Z,,33.7,54,35.5,,,
2017-12-28T06:00:36.582Z,,33.6,54,35.4,,,
2017-12-28T06:00:46.582Z,,33.5,54,,,,
2017-12-28T06:00:56.616Z,,33.4,54,35.3,,,
2017-12-28T06:01:06.592Z,,33.4,54,35.2,,,
2017-12-28T06:01:16.582Z,,33.3,54,35.1,,,
2017-12-28T06:01:26.584Z,,33.2,54,34.9,0,44,1
2017-12-28T06:01:36.589Z,,,,40.5,,36,
2017-12-28T06:01:46.592Z,,33.1,54,41.7,,29,
2017-12-28T06:01:56.582Z,,32.9,54,40.7,,,
2017-12-28T06:02:06.584Z,,32.9,54,41.8,,,
2017-12-28T06:02:16.593Z,,32.9,54,42.1,,,
2017-12-28T06:02:26.584Z,,32.8,54,42.7,,,
2017-12-28T06:02:36.585Z,,,,43,,,
2017-12-28T06:02:46.593Z,,32.8,54,43.2,,,
2017-12-28T06:02:56.588Z,,32.9,54,43.5,,,
2017-12-28T06:03:06.585Z,,32.9,54,43.7,,,
2017-12-28T06:03:16.592Z,,33.1,54,43.8,,,
2017-12-28T06:03:26.585Z,,33.2,54,44,,30,
2017-12-28T06:03:36.585Z,,33.2,54,44.1,,29,
2017-12-28T06:03:46.584Z,,33.3,54,44.2,,30,
2017-12-28T06:03:56.584Z,,33.4,54,,,29,
2017-12-28T06:04:06.583Z,,33.5,54,44.3,,,
2017-12-28T06:04:16.594Z,,33.6,54,,,,
2017-12-28T06:04:26.600Z,,33.7,54,44.2,0,0,1
2017-12-28T06:04:36.596Z,,,,41.8,,,
2017-12-28T06:04:46.609Z,,33.9,54,40.6,,,
2017-12-28T06:04:56.590Z,,34,54,40,,,
2017-12-28T06:05:06.589Z,,34,54,39.2,,,
2017-12-28T06:05:16.589Z,,34,54,38.6,,,
2017-12-28T06:05:26.588Z,,34,54,38.1,,,
2017-12-28T06:05:36.589Z,,,,37.7,,,
2017-12-28T06:05:46.599Z,,34,54,37.3,,,
2017-12-28T06:05:56.588Z,,33.9,54,36.9,,,
2017-12-28T06:06:06.588Z,,33.9,54,36.6,,,
2017-12-28T06:06:16.590Z,,33.8,54,36.3,,,
2017-12-28T06:06:26.588Z,,33.7,54,36,,,
2017-12-28T06:06:36.593Z,,,,35.8,,,
2017-12-28T06:06:46.592Z,,33.6,54,35.6,,,
2017-12-28T06:06:56.595Z,,33.5,54,35.5,,,
2017-12-28T06:07:06.592Z,,33.4,54,35.3,,,
2017-12-28T06:07:16.588Z,,33.4,54,35.1,,,
2017-12-28T06:07:26.588Z,,33.3,54,34.9,,,
2017-12-28T06:07:36.596Z,,,,,0,,1
2017-12-28T06:07:46.598Z,,33.2,54,40.7,,35,
2017-12-28T06:07:56.591Z,,33.1,54,41.5,,29,
2017-12-28T06:08:06.597Z,,32.9,54,40.7,,30,
2017-12-28T06:08:16.590Z,,,,41.8,,29,
2017-12-28T06:08:26.594Z,,32.8,54,42.1,,,
2017-12-28T06:08:36.600Z,,32.8,54,42.7,,,
2017-12-28T06:08:46.599Z,,32.8,54,43,,,
2017-12-28T06:08:56.593Z,,32.9,54,43.3,,,
2017-12-28T06:09:06.603Z,,,,43.5,,,
2017-12-28T06:09:16.590Z,,33.1,54,43.7,,,
2017-12-28T06:09:26.591Z,,33.1,54,43.9,,,
2017-12-28T06:09:36.591Z,,,,44,,,
2017-12-28T06:09:46.592Z,,33.2,54,44.1,,,
2017-12-28T06:09:56.587Z,,33.3,54,44.2,,30,
2017-12-28T06:10:06.596Z,,33.3,54,,,29,
2017-12-28T06:10:26.589Z,,33.4,54,,,,
2017-12-28T06:10:36.587Z,,33.4,54,,,,
2017-12-28T06:10:46.590Z,,,,44.3,,,
2017-12-28T06:10:56.591Z,,33.5,54,44.4,,,
2017-12-28T06:11:06.591Z,,33.5,54,44.5,,,
2017-12-28T06:11:16.592Z,,33.6,54,44.6,,,
2017-12-28T06:11:26.593Z,,,,44.7,,,
2017-12-28T06:11:36.587Z,,33.6,54,,,,
2017-12-28T06:11:46.594Z,,33.6,54,44.8,,,
2017-12-28T06:11:56.594Z,,33.7,54,44.9,,,
2017-12-28T06:12:06.590Z,,,,45,,,
2017-12-28T06:12:16.594Z,,33.8,54,45.1,,,
2017-12-28T06:12:36.591Z,,33.8,54,45.2,,,
2017-12-28T06:12:46.591Z,,33.9,54,45.3,,,
2017-12-28T06:12:56.589Z,,34,54,,,,
2017-12-28T06:13:06.590Z,,,,45.4,,,
2017-12-28T06:13:16.591Z,,34.1,54,45.5,,,
2017-12-28T06:13:26.596Z,,34.1,54,,,,
2017-12-28T06:13:36.592Z,,,,45.6,,,
2017-12-28T06:13:46.596Z,,34.2,54,,,,
2017-12-28T06:13:56.590Z,,34.2,54,45.7,,,
2017-12-28T06:14:06.588Z,,34.3,54,45.8,,,
2017-12-28T06:14:16.597Z,,34.4,54,45.9,,30,
2017-12-28T06:14:26.594Z,,34.4,54,,,29,
2017-12-28T06:14:36.596Z,,,,46,,,
2017-12-28T06:14:46.595Z,,34.6,54,46.1,,,
2017-12-28T06:14:56.597Z,,34.6,54,,,,
2017-12-28T06:15:06.597Z,,34.7,54,46.2,,,
2017-12-28T06:15:16.592Z,,34.8,54,46.3,,,
2017-12-28T06:15:26.590Z,,34.8,54,,,,
2017-12-28T06:15:46.598Z,,34.9,54,46.4,,,
2017-12-28T06:15:56.591Z,,35.1,54,46.6,,,
2017-12-28T06:16:16.593Z,,35.1,54,46.7,,,
2017-12-28T06:16:26.593Z,,35.3,54,46.8,,,
2017-12-28T06:16:36.591Z,,35.3,54,,,,
2017-12-28T06:16:56.595Z,,35.5,54,47,,29,
2017-12-28T06:17:06.590Z,,,,,,30,
2017-12-28T06:17:16.597Z,,35.6,54,47.1,,29,
2017-12-28T06:17:26.592Z,,35.7,54,,,,
2017-12-28T06:17:36.590Z,,,,47.2,,,
2017-12-28T06:17:46.599Z,,35.8,54,47.3,,,
2017-12-28T06:17:56.590Z,,35.8,54,,,,
2017-12-28T06:18:06.604Z,,35.9,54,47.4,,,
2017-12-28T06:18:16.600Z,,36,54,,,,
2017-12-28T06:18:26.590Z,,36,54,47.6,,,
2017-12-28T06:18:36.596Z,,36.1,54,,,,
2017-12-28T06:18:46.597Z,,36.1,54,47.7,,,
2017-12-28T06:19:06.594Z,,36.2,54,47.8,,30,
2017-12-28T06:19:26.592Z,,36.2,54,47.9,,29,
2017-12-28T06:19:36.593Z,,36.3,54,48,,,
2017-12-28T06:19:46.609Z,,36.4,54,,,,
2017-12-28T06:19:56.593Z,,36.5,54,48.1,,,
2017-12-28T06:20:06.594Z,61,,,48.1,0,29,1
2017-12-28T06:20:16.605Z,,36.6,54,48.2,,,
2017-12-28T06:20:26.593Z,,36.6,54,,,30,
2017-12-28T06:20:36.595Z,,36.6,54,,,,
2017-12-28T06:20:46.596Z,,36.7,54,48.3,,29,
2017-12-28T06:20:56.592Z,,,,,,30,
2017-12-28T06:21:06.594Z,,36.8,54,48.4,,29,
2017-12-28T06:21:16.598Z,,36.8,54,,,,
2017-12-28T06:21:26.594Z,,,,48.5,,,
2017-12-28T06:21:36.594Z,,36.9,54,,,,
2017-12-28T06:21:46.598Z,,37.1,54,,,,
2017-12-28T06:21:56.597Z,,,,48.6,,,
2017-12-28T06:22:06.597Z,,37.2,54,48.7,,,
2017-12-28T06:22:26.595Z,,37.2,54,48.8,,,
2017-12-28T06:22:36.593Z,,37.3,54,,,,
2017-12-28T06:22:46.599Z,,37.3,54,,,,
2017-12-28T06:22:56.599Z,,37.4,54,48.9,,,
2017-12-28T06:23:06.595Z,,37.4,54,,,,
2017-12-28T06:23:16.597Z,,37.4,54,48.2,0,0,1
2017-12-28T06:23:26.601Z,,37.5,54,46,,,
2017-12-28T06:23:36.595Z,,37.5,54,45.1,,,
2017-12-28T06:23:46.619Z,,37.5,54,44.5,,,
2017-12-28T06:23:56.596Z,,37.6,54,43.8,,,
2017-12-28T06:24:06.598Z,,37.6,54,43.3,,,
2017-12-28T06:24:16.595Z,,,,42.8,,,
2017-12-28T06:24:26.597Z,,37.5,54,,,,
2017-12-28T06:24:36.596Z,,37.5,54,42.3,,,
2017-12-28T06:24:46.597Z,,37.4,54,41.9,,,
2017-12-28T06:24:56.595Z,,,,41.3,,,
2017-12-28T06:25:06.597Z,,37.3,54,41,,,
2017-12-28T06:25:16.597Z,,,,40.7,,,
2017-12-28T06:25:26.597Z,,37.2,54,,,,
2017-12-28T06:25:36.608Z,,37.1,54,40.5,,,
2017-12-28T06:25:46.598Z,,,,40.3,,,
2017-12-28T06:25:56.599Z,,36.9,54,39.9,,,
2017-12-28T06:26:06.602Z,,36.8,54,,,,
2017-12-28T06:26:16.608Z,,,,39.6,,,
2017-12-28T06:26:26.596Z,,36.8,54,,,,
2017-12-28T06:26:36.599Z,,36.7,54,,,,
2017-12-28T06:26:46.597Z,,36.6,54,,,,
2017-12-28T06:26:56.598Z,,36.5,54,,,,
2017-12-28T06:27:06.599Z,,,,39.5,,,
2017-12-28T06:27:16.597Z,,36.5,54,,,,
2017-12-28T06:27:26.600Z,,36.4,54,,,,
2017-12-28T06:27:36.600Z,,36.3,54,,,,
2017-12-28T06:27:56.600Z,,36.3,54,,,,
2017-12-28T06:28:06.671Z,,36.2,54,,,,
2017-12-28T06:28:26.598Z,,36.1,54,,,,
2017-12-28T06:28:36.601Z,,35.9,54,,,,
2017-12-28T06:28:56.600Z,,35.8,54,,,,
2017-12-28T06:29:06.599Z,,35.6,54,,,,
2017-12-28T06:29:16.602Z,,,,39.6,,,
2017-12-28T06:29:26.598Z,,35.5,54,39.7,,,
2017-12-28T06:29:36.599Z,,35.4,54,39.9,0,,1
2017-12-28T06:29:46.619Z,,35.3,54,44.6,,36,
2017-12-28T06:29:56.603Z,,35.2,54,44.7,,29,
2017-12-28T06:30:06.601Z,,35.1,54,43.9,,,
2017-12-28T06:30:16.601Z,,34.9,54,44.1,,,
2017-12-28T06:30:26.598Z,,34.7,54,44.6,,,
2017-12-28T06:30:36.602Z,,,,44.7,,,
2017-12-28T06:30:46.603Z,,34.7,54,44.9,,,
2017-12-28T06:30:56.606Z,,34.7,54,45,,30,
2017-12-28T06:31:06.603Z,,34.8,54,,,29,
2017-12-28T06:31:26.604Z,,34.9,54,45.1,,,
2017-12-28T06:31:36.604Z,,34.9,54,,,,
2017-12-28T06:31:46.605Z,,35.1,54,,,30,
2017-12-28T06:31:56.605Z,,35.1,54,45.2,,29,
2017-12-28T06:32:06.605Z,,35.1,54,,,,
2017-12-28T06:32:16.600Z,,35.1,54,,,,
2017-12-28T06:32:26.600Z,,35.2,54,45.3,,,
2017-12-28T06:32:36.600Z,,35.2,54,,,,
2017-12-28T06:32:46.601Z,,,,,,30,
2017-12-28T06:32:56.609Z,,35.1,54,45.4,,29,
2017-12-28T06:33:06.601Z,,35.1,54,,,,
2017-12-28T06:33:16.600Z,,,,45.5,,,
2017-12-28T06:33:26.604Z,,35.1,54,45.6,,30,
2017-12-28T06:33:36.602Z,,35.2,54,,,,
2017-12-28T06:33:46.607Z,,35.2,54,45.7,,29,
2017-12-28T06:33:56.606Z,,35.2,54,45.8,,,
2017-12-28T06:34:06.607Z,,35.2,54,,,,
2017-12-28T06:34:16.602Z,,35.3,54,46,,29,
2017-12-28T06:34:26.607Z,,35.4,54,,,,
2017-12-28T06:34:36.600Z,,,,46.1,,,
2017-12-28T06:34:46.610Z,,35.4,54,46.2,,,
2017-12-28T06:34:56.766Z,,35.5,54,46.3,,,
2017-12-28T06:35:06.600Z,,35.5,54,,,,
2017-12-28T06:35:16.602Z,,35.6,54,46.4,,,
2017-12-28T06:35:26.602Z,,35.7,54,46.5,,,
2017-12-28T06:35:36.603Z,,35.7,54,,,,
2017-12-28T06:35:46.609Z,,35.8,54,46.6,,,
2017-12-28T06:35:56.602Z,,35.9,54,,,,
2017-12-28T06:36:06.603Z,,36,54,46.7,,,
2017-12-28T06:36:16.606Z,,,,46.8,,,
2017-12-28T06:36:26.604Z,,36,54,,,,
2017-12-28T06:36:36.603Z,,36.1,54,46.9,,,
2017-12-28T06:36:46.614Z,,36.1,54,47,,,
2017-12-28T06:36:56.605Z,,36.2,54,,,,
2017-12-28T06:37:06.607Z,,36.2,54,47.1,,,
2017-12-28T06:37:16.615Z,,36.3,54,,,30,
2017-12-28T06:37:26.607Z,,36.3,54,47.2,,29,
2017-12-28T06:37:36.609Z,,36.3,54,47.3,,,
2017-12-28T06:37:46.609Z,,36.4,54,,,,
2017-12-28T06:37:56.607Z,,36.4,54,47.4,,,
2017-12-28T06:38:06.611Z,,36.4,54,,,,
2017-12-28T06:38:16.605Z,,36.4,54,47.6,,,
2017-12-28T06:38:26.604Z,,36.5,54,,,,
2017-12-28T06:38:36.602Z,,36.6,54,47.7,,,
2017-12-28T06:38:46.603Z,,36.6,54,,,,
2017-12-28T06:38:56.602Z,,36.6,54,47.8,,,
2017-12-28T06:39:06.607Z,,36.7,54,,,,
2017-12-28T06:39:16.610Z,,,,47.9,,,
2017-12-28T06:39:26.612Z,,36.7,54,48,,,
2017-12-28T06:39:36.607Z,,36.8,54,,,,
2017-12-28T06:39:56.605Z,,36.8,54,48.1,,,
2017-12-28T06:40:06.604Z,,36.8,54,,,,
2017-12-28T06:40:16.605Z,,36.9,54,48.2,,,
2017-12-28T06:40:26.606Z,,36.9,54,,,,
2017-12-28T06:40:36.609Z,,36.9,54,48.3,,,
2017-12-28T06:40:46.609Z,,37.1,54,,,,
2017-12-28T06:40:56.608Z,,37.1,54,,,,
2017-12-28T06:41:06.609Z,,37.2,54,48.4,,,
2017-12-28T06:41:16.604Z,,37.2,54,,,,
2017-12-28T06:41:26.614Z,,37.2,54,48.5,,30,
2017-12-28T06:41:36.604Z,,37.3,54,,,29,
2017-12-28T06:41:46.605Z,,37.3,54,48.6,,,
2017-12-28T06:41:56.605Z,,37.4,54,,,,
2017-12-28T06:42:06.607Z,,37.4,54,48.7,,,
2017-12-28T06:42:16.605Z,,37.5,54,,,,
2017-12-28T06:42:26.611Z,,37.5,54,,,,
2017-12-28T06:42:36.606Z,,37.6,54,48.8,,30,
2017-12-28T06:42:46.609Z,,37.6,54,,,29,
2017-12-28T06:42:56.606Z,,37.6,54,48.9,,,
2017-12-28T06:43:06.606Z,,37.7,54,,,,
2017-12-28T06:43:16.613Z,,37.7,54,49,,29,
2017-12-28T06:43:26.606Z,,37.7,54,,,,
2017-12-28T06:43:36.612Z,,37.8,54,,,,
2017-12-28T06:43:46.613Z,,37.8,54,49.1,,,
2017-12-28T06:43:56.609Z,,37.9,54,,,,
2017-12-28T06:44:06.607Z,,37.9,54,,,,
2017-12-28T06:44:16.607Z,,37.9,54,49.2,,,
2017-12-28T06:44:26.606Z,,38,54,,,,
2017-12-28T06:44:36.607Z,,38,54,,,,
