Time,HwTOutlet,HwActive,PrimT,ActPow,ChActive,PrimTSet,HwTSet
2017-12-10T05:58:35.826Z,33.5,,,,,,54
2017-12-10T05:58:45.827Z,33.6,,,,,,54
2017-12-10T05:58:55.831Z,33.4,,,,,,54
2017-12-10T05:59:05.822Z,33.3,,,,,,54
2017-12-10T05:59:15.820Z,33.2,,,,,,54
2017-12-10T05:59:25.821Z,33.4,,63.2,,,,54
2017-12-10T05:59:35.822Z,33.5,,,,,,54
2017-12-10T05:59:45.820Z,33.5,,,,,,54
2017-12-10T05:59:55.830Z,33.3,,,30,,,54
2017-12-10T06:00:05.821Z,33.4,,,,,,54
2017-12-10T06:00:15.827Z,33.2,,,29,,,54
2017-12-10T06:00:25.821Z,33.2,,,,,,54
2017-12-10T06:00:35.821Z,33.2,,,,,,54
2017-12-10T06:00:45.820Z,33.2,,,,,,54
2017-12-10T06:00:55.825Z,33.3,,,,,,54
2017-12-10T06:01:05.822Z,33.5,,,,,,54
2017-12-10T06:01:15.827Z,33.5,,,,,,54
2017-12-10T06:01:25.823Z,33.5,,63.3,,,,54
2017-12-10T06:01:35.821Z,33.5,,63.2,,,,54
2017-12-10T06:01:45.822Z,33.5,,63.3,,,,54
2017-12-10T06:01:55.830Z,33.4,,,,,,54
2017-12-10T06:02:05.825Z,33.5,,,,,,54
2017-12-10T06:02:15.828Z,33.4,,,30,,,54
2017-12-10T06:02:25.822Z,33.5,,,29,,,54
2017-12-10T06:02:35.831Z,33.5,,,30,,,54
2017-12-10T06:02:45.821Z,33.5,,,29,,,54
2017-12-10T06:02:55.833Z,33.5,,63.4,,,,54
2017-12-10T06:03:05.824Z,33.4,,,,,,54
2017-12-10T06:03:15.826Z,33.4,,,,,,54
2017-12-10T06:03:25.824Z,33.5,,,,,,54
2017-12-10T06:03:35.825Z,33.4,,,,,,54
2017-12-10T06:03:45.827Z,33.4,,,30,,,54
2017-12-10T06:03:55.829Z,33.5,,,29,,,54
2017-12-10T06:04:05.825Z,33.4,,63.5,30,,,54
2017-12-10T06:04:15.827Z,33.2,,,29,,,54
2017-12-10T06:04:25.824Z,33.3,,,,,,54
2017-12-10T06:04:35.825Z,33.3,,,,,,54
2017-12-10T06:04:45.828Z,33.3,,,,,,54
2017-12-10T06:04:55.829Z,33.3,,,,,,54
2017-12-10T06:05:05.823Z,33.4,,,,,,54
2017-12-10T06:05:15.830Z,33.5,,,,,,54
2017-12-10T06:05:25.827Z,33.5,,,,,,54
2017-12-10T06:05:35.825Z,33.5,,63.6,,,,54
2017-12-10T06:05:45.825Z,33.6,,,,,,54
2017-12-10T06:05:55.824Z,33.7,,,,,,54
2017-12-10T06:06:05.826Z,33.7,,,,,,54
2017-12-10T06:06:15.824Z,33.6,,,,,,54
2017-12-10T06:06:25.827Z,33.5,,,,,,54
2017-12-10T06:06:35.828Z,33.5,,,,,,54
2017-12-10T06:06:45.828Z,33.5,,63.8,,,,54
2017-12-10T06:06:55.825Z,33.5,,,,,,54
2017-12-10T06:07:05.829Z,33.5,,,,,,54
2017-12-10T06:07:15.831Z,33.5,,,30,,,54
2017-12-10T06:07:25.841Z,33.8,,,29,,,54
2017-12-10T06:07:35.829Z,33.6,,,,,,54
2017-12-10T06:07:45.828Z,33.5,,,,,,54
2017-12-10T06:07:55.828Z,33.5,,,,,,54
2017-12-10T06:08:05.826Z,33.6,,,,,,54
2017-12-10T06:08:15.829Z,33.6,,,,,,54
2017-12-10T06:08:25.831Z,33.6,,,,,,54
2017-12-10T06:08:35.827Z,33.6,,,,,,54
2017-12-10T06:08:45.828Z,33.6,,63.9,,,,54
2017-12-10T06:08:55.829Z,33.6,,,30,,,54
2017-12-10T06:09:05.828Z,33.6,,,29,,,54
2017-12-10T06:09:15.830Z,33.6,,,,,,54
2017-12-10T06:09:25.831Z,33.6,,,,,,54
2017-12-10T06:09:35.831Z,33.5,,,,,,54
2017-12-10T06:09:45.826Z,33.7,,,,,,54
2017-12-10T06:09:55.828Z,33.6,,,,,,54
2017-12-10T06:10:05.832Z,33.5,,,,,,54
2017-12-10T06:10:15.829Z,33.5,,64,29,,,54
2017-12-10T06:10:25.830Z,33.6,,64,,,,54
2017-12-10T06:10:35.830Z,33.6,,64,29,,,54
2017-12-10T06:10:45.826Z,33.6,,63.9,,,,54
2017-12-10T06:10:55.829Z,33.7,,,,,,54
2017-12-10T06:11:05.828Z,33.8,,64,29,,,54
2017-12-10T06:11:15.828Z,33.8,,63.9,29,,,54
2017-12-10T06:11:25.833Z,33.8,,63.9,,,,54
2017-12-10T06:11:35.828Z,33.9,,,,,,54
2017-12-10T06:11:45.827Z,34,,63.9,30,,,54
2017-12-10T06:11:55.828Z,33.8,,,29,,,54
2017-12-10T06:12:05.827Z,33.7,,64,,,,54
2017-12-10T06:12:15.831Z,33.6,,,,,,54
2017-12-10T06:12:25.833Z,33.5,,64,,,,54
2017-12-10T06:12:35.827Z,33.5,,,,,,54
2017-12-10T06:12:45.835Z,33.6,,,30,,,54
2017-12-10T06:12:55.836Z,33.5,,,29,,,54
2017-12-10T06:13:05.829Z,33.6,,,,,,54
2017-12-10T06:13:15.832Z,33.6,,,,,,54
2017-12-10T06:13:25.828Z,33.5,,,,,,54
2017-12-10T06:13:35.828Z,33.5,,64.1,,,,54
2017-12-10T06:13:45.828Z,33.7,,,30,,,54
2017-12-10T06:13:55.834Z,33.6,,,29,,,54
2017-12-10T06:14:05.830Z,33.7,,,,,,54
2017-12-10T06:14:15.836Z,33.6,,,,,,54
2017-12-10T06:14:25.831Z,33.6,,,,,,54
2017-12-10T06:14:35.828Z,33.6,,,,,,54
2017-12-10T06:14:45.837Z,33.6,,,30,,,54
2017-12-10T06:14:55.833Z,33.6,,,29,,,54
2017-12-10T06:15:05.833Z,33.6,,,,,,54
2017-12-10T06:15:15.835Z,33.7,,,,,,54
2017-12-10T06:15:25.836Z,33.7,,,,,,54
2017-12-10T06:15:35.828Z,33.7,,,,,,54
2017-12-10T06:15:45.832Z,33.7,,,,,,54
2017-12-10T06:15:55.829Z,33.9,,,30,,,54
2017-12-10T06:16:05.837Z,34.2,,,,,,54
2017-12-10T06:16:15.844Z,34.5,,,29,,,54
2017-12-10T06:16:25.829Z,34.5,,,,,,54
2017-12-10T06:16:35.829Z,34.5,,,,,,54
2017-12-10T06:16:45.830Z,34.5,,,30,,,54
2017-12-10T06:16:55.837Z,34.4,,,29,,,54
2017-12-10T06:17:05.829Z,34.2,,,,,,54
2017-12-10T06:17:15.834Z,34,,64.2,,,,54
2017-12-10T06:17:25.831Z,33.8,,,,,,54
2017-12-10T06:17:35.831Z,33.7,,,,,,54
2017-12-10T06:17:45.833Z,33.8,,,,,,54
2017-12-10T06:17:55.833Z,33.9,,,30,,,54
2017-12-10T06:18:05.831Z,33.7,,,,,,54
2017-12-10T06:18:15.837Z,33.7,,,29,,,54
2017-12-10T06:18:25.831Z,33.6,,,,,,54
2017-12-10T06:18:35.832Z,33.5,,,,,,54
2017-12-10T06:18:45.832Z,33.6,,,,,,54
2017-12-10T06:18:55.832Z,33.5,,,,,,54
2017-12-10T06:19:05.839Z,33.5,,,,,,54
2017-12-10T06:19:15.832Z,33.4,,,30,,,54
2017-12-10T06:19:25.832Z,33.5,,,,,,54
2017-12-10T06:19:35.833Z,33.5,,,29,,,54
2017-12-10T06:19:45.835Z,33.5,,,,,,54
2017-12-10T06:19:55.833Z,33.6,,64.4,,,,54
2017-12-10T06:20:05.831Z,33.5,,,,,,54
2017-12-10T06:20:15.837Z,33.5,,,,,,54
2017-12-10T06:20:25.839Z,33.6,,,,,,54
2017-12-10T06:20:35.834Z,33.5,,64.2,,,,54
2017-12-10T06:20:45.832Z,33.5,,64.4,,,,54
2017-12-10T06:20:55.833Z,33.5,,,,,,54
2017-12-10T06:21:05.839Z,33.5,,,,,,54
2017-12-10T06:21:15.834Z,33.5,,,,,,54
2017-12-10T06:21:25.832Z,33.5,,,,,,54
2017-12-10T06:21:35.834Z,33.7,,,,,,54
2017-12-10T06:21:45.831Z,33.6,,,,,,54
2017-12-10T06:21:55.832Z,33.6,,,30,,,54
2017-12-10T06:22:05.833Z,33.6,,,29,,,54
2017-12-10T06:22:15.840Z,33.8,,,30,,,54
2017-12-10T06:22:25.835Z,33.6,,,29,,,54
2017-12-10T06:22:35.835Z,33.8,,,,,,54
2017-12-10T06:22:45.835Z,33.7,,,,,,54
2017-12-10T06:22:55.836Z,33.7,,,30,,,54
2017-12-10T06:23:05.835Z,33.7,,,29,,,54
2017-12-10T06:23:15.837Z,33.6,,,,,,54
2017-12-10T06:23:25.834Z,33.6,,,,,,54
2017-12-10T06:23:35.836Z,33.7,,,,,,54
2017-12-10T06:23:45.838Z,33.7,,,,,,54
2017-12-10T06:23:55.834Z,33.7,,,30,,,54
2017-12-10T06:24:05.837Z,33.6,,,29,,,54
2017-12-10T06:24:15.833Z,33.7,,64.5,,,,54
2017-12-10T06:24:25.837Z,33.9,,64.4,,,,54
2017-12-10T06:24:35.838Z,33.8,,,30,,,54
2017-12-10T06:24:45.836Z,33.7,,64.5,29,,,54
2017-12-10T06:24:55.834Z,33.6,,,,,,54
2017-12-10T06:25:05.835Z,33.6,,,,,,54
2017-12-10T06:25:15.838Z,33.6,,,,,,54
2017-12-10T06:25:25.836Z,33.8,,,,,,54
2017-12-10T06:25:35.834Z,33.8,,64.4,,,,54
2017-12-10T06:25:45.838Z,33.7,,,30,,,54
2017-12-10T06:25:55.839Z,33.8,,64.5,29,,,54
2017-12-10T06:26:05.837Z,33.9,,,,,,54
2017-12-10T06:26:15.841Z,34,,,,,,54
2017-12-10T06:26:25.840Z,33.9,,,,,,54
2017-12-10T06:26:35.840Z,33.7,,,,,,54
2017-12-10T06:26:45.838Z,33.7,,,30,,,54
2017-12-10T06:26:55.838Z,33.8,,,29,,,54
2017-12-10T06:27:05.834Z,33.9,,,,,,54
2017-12-10T06:27:15.841Z,34,,,,,,54
2017-12-10T06:27:25.846Z,34,,,,,,54
2017-12-10T06:27:35.842Z,34,,,,,,54
2017-12-10T06:27:45.836Z,34,,,30,,,54
2017-12-10T06:27:55.836Z,33.9,,,29,,,54
2017-12-10T06:28:05.837Z,33.8,,,,,,54
2017-12-10T06:28:15.835Z,33.8,,64.4,30,,,54
2017-12-10T06:28:25.839Z,33.9,,64.5,29,,,54
2017-12-10T06:28:35.836Z,33.9,,,,,,54
2017-12-10T06:28:45.837Z,33.9,,,30,,,54
2017-12-10T06:28:55.838Z,34,,,29,,,54
2017-12-10T06:29:05.837Z,33.9,,,,,,54
2017-12-10T06:29:15.837Z,34.1,,64.4,30,,,54
2017-12-10T06:29:25.841Z,34.1,,64.5,29,,,54
2017-12-10T06:29:35.836Z,34.1,,,,,,54
2017-12-10T06:29:45.839Z,33.9,,,,,,54
2017-12-10T06:29:55.844Z,34,,,,,,54
2017-12-10T06:30:05.840Z,34,,,,,,54
2017-12-10T06:30:15.841Z,33.9,,,,,,54
2017-12-10T06:30:25.837Z,34,,,,,,54
2017-12-10T06:30:35.838Z,34,,,,,,54
2017-12-10T06:30:45.839Z,34,,,,,,54
2017-12-10T06:30:55.839Z,34.1,,,,,,54
2017-12-10T06:31:05.837Z,34.1,,,,,,54
2017-12-10T06:31:15.851Z,33.9,,,,,,54
2017-12-10T06:31:25.839Z,33.9,,,,,,54
2017-12-10T06:31:35.841Z,33.9,,,,,,54
2017-12-10T06:31:45.840Z,33.8,,,,,,54
2017-12-10T06:31:55.843Z,33.9,,,,,,54
2017-12-10T06:32:05.838Z,33.7,,,,,,54
2017-12-10T06:32:15.842Z,33.7,,,,,,54
2017-12-10T06:32:25.846Z,33.7,,,,,,54
2017-12-10T06:32:35.843Z,33.8,,,,,,54
2017-12-10T06:32:45.839Z,33.7,,,30,,,54
2017-12-10T06:32:55.847Z,33.7,,,29,,,54
2017-12-10T06:33:05.838Z,33.7,,,30,,,54
2017-12-10T06:33:15.843Z,33.9,,,,,,54
2017-12-10T06:33:25.839Z,34,,,29,,,54
2017-12-10T06:33:35.841Z,34,,,,,,54
2017-12-10T06:33:45.842Z,34,,,,,,54
2017-12-10T06:33:55.838Z,33.9,,,,,,54
2017-12-10T06:34:05.839Z,34.1,,,,,,54
2017-12-10T06:34:15.842Z,34.1,,,,,,54
2017-12-10T06:34:25.840Z,34.1,,,,,,54
2017-12-10T06:34:35.841Z,34.1,,,,,,54
2017-12-10T06:34:45.839Z,34,,,30,,,54
2017-12-10T06:34:55.839Z,34.2,,,29,,,54
2017-12-10T06:35:05.846Z,34.2,,,,,,54
2017-12-10T06:35:15.847Z,34.3,,,,,,54
2017-12-10T06:35:25.839Z,34.2,,,,,,54
2017-12-10T06:35:35.842Z,34.1,,,,,,54
2017-12-10T06:35:45.839Z,34,,,,,,54
2017-12-10T06:35:55.840Z,34,,,,,,54
2017-12-10T06:36:05.841Z,34,,,,,,54
2017-12-10T06:36:15.841Z,34,,64.6,,,,54
2017-12-10T06:36:25.842Z,33.9,,,,,,54
2017-12-10T06:36:35.842Z,34,,,,,,54
2017-12-10T06:36:45.841Z,34,,,,,,54
2017-12-10T06:36:55.842Z,34,,,,,,54
2017-12-10T06:37:05.841Z,33.9,,,,,,54
2017-12-10T06:37:15.846Z,33.9,,,,,,54
2017-12-10T06:37:25.840Z,33.9,,,,,,54
2017-12-10T06:37:35.843Z,34,,,,,,54
2017-12-10T06:37:45.847Z,34.1,,,,,,54
2017-12-10T06:37:55.842Z,34.1,,,,,,54
2017-12-10T06:38:05.859Z,34.1,,,,,,54
2017-12-10T06:38:15.843Z,34.1,,,,,,54
2017-12-10T06:38:25.844Z,34,,,,,,54
2017-12-10T06:38:35.851Z,34,,,,,,54
2017-12-10T06:38:45.846Z,34.1,,,,,,54
2017-12-10T06:38:55.842Z,34.1,,,,,,54
2017-12-10T06:39:05.853Z,34.2,,,32,,,54
2017-12-10T06:39:15.841Z,34.2,,,29,,,54
2017-12-10T06:39:25.845Z,34,,,,,,54
2017-12-10T06:39:35.841Z,34,,,,,,54
2017-12-10T06:39:45.843Z,34,,,,,,54
2017-12-10T06:39:55.844Z,34,,,,,,54
2017-12-10T06:40:05.841Z,34,,,,,,54
2017-12-10T06:40:15.852Z,34,,,,,,54
2017-12-10T06:40:25.846Z,34.1,,,,,,54
2017-12-10T06:40:35.844Z,34.1,,,,,,54
2017-12-10T06:40:45.842Z,34.1,,,,,,54
2017-12-10T06:40:55.847Z,34.2,,,,,,54
2017-12-10T06:41:05.847Z,34.3,,,,,,54
2017-12-10T06:41:15.846Z,34.4,,,,,,54
2017-12-10T06:41:25.843Z,34.4,,,,,,54
2017-12-10T06:41:35.843Z,34.3,,,,,,54
2017-12-10T06:41:45.843Z,34.2,,,,,,54
2017-12-10T06:41:55.845Z,34.2,,,,,,54
2017-12-10T06:42:05.845Z,34.1,,,,,,54
2017-12-10T06:42:15.850Z,34.2,,,,,,54
2017-12-10T06:42:25.844Z,34.2,,,30,,,54
2017-12-10T06:42:35.848Z,34.1,,,29,,,54
2017-12-10T06:42:45.848Z,34,,,,,,54
2017-12-10T06:42:55.866Z,33.9,,,,,,54
2017-12-10T06:43:05.846Z,33.9,,,,,,54
2017-12-10T06:43:15.851Z,33.9,,,,,,54
2017-12-10T06:43:25.847Z,33.9,,,,,,54
2017-12-10T06:43:35.849Z,34,,,,,,54
2017-12-10T06:43:45.851Z,34,,,,,,54
2017-12-10T06:43:55.849Z,33.9,,,,,,54
2017-12-10T06:44:05.846Z,33.9,,,,,,54
2017-12-10T06:44:15.845Z,33.9,,,,,,54
2017-12-10T06:44:25.845Z,33.9,,64.7,,,,54
2017-12-10T06:44:35.845Z,33.9,,64.6,,,,54
2017-12-10T06:44:45.847Z,34.1,,,,,,54
2017-12-10T06:44:55.851Z,34.2,,,,,,54
2017-12-10T06:45:05.848Z,34,,,,,,54
2017-12-10T06:45:15.850Z,34,,,,,,54
2017-12-10T06:45:25.847Z,34,,,,,,54
2017-12-10T06:45:35.844Z,34,,,,,,54
2017-12-10T06:45:45.850Z,34.1,,64.7,,,,54
2017-12-10T06:45:55.850Z,33.9,,64.6,,,,54
2017-12-10T06:46:05.847Z,33.9,,,,,,54
2017-12-10T06:46:15.853Z,34,,64.7,,,,54
2017-12-10T06:46:25.847Z,33.9,,,,,,54
2017-12-10T06:46:35.846Z,34,,,,,,54
2017-12-10T06:46:45.848Z,34,,64.6,,,,54
2017-12-10T06:46:55.854Z,33.9,,64.7,,,,54
2017-12-10T06:47:05.846Z,34,,,,,,54
2017-12-10T06:47:15.849Z,34,,,,,,54
2017-12-10T06:47:25.851Z,34.1,,,,,,54
2017-12-10T06:47:35.846Z,34.1,,,,,,54
2017-12-10T06:47:45.849Z,34,,,,,,54
2017-12-10T06:47:55.849Z,34,,,,,,54
2017-12-10T06:48:05.851Z,34,,,,,,54
2017-12-10T06:48:15.853Z,34,,,,,,54
2017-12-10T06:48:25.861Z,34.2,,,,,,54
2017-12-10T06:48:35.849Z,34,,,,,,54
2017-12-10T06:48:45.850Z,34.1,,,,,,54
2017-12-10T06:48:55.863Z,34.1,,,,,,54
2017-12-10T06:49:05.850Z,34,,,,,,54
2017-12-10T06:49:15.862Z,34,,,30,,,54
2017-12-10T06:49:25.861Z,34.2,,,29,,,54
2017-12-10T06:49:35.847Z,34.5,,,,,,54
2017-12-10T06:49:45.866Z,34.5,0,64.7,29,2,61,54
2017-12-10T06:49:55.849Z,34.7,,,,,,54
2017-12-10T06:50:05.847Z,34.3,,,,,,54
2017-12-10T06:50:15.859Z,34.4,,,,,,54
2017-12-10T06:50:25.854Z,34.4,,,,,,54
2017-12-10T06:50:35.848Z,34.6,,,,,,54
2017-12-10T06:50:45.848Z,34.7,,,,,,54
2017-12-10T06:50:55.848Z,34.7,,,,,,54
2017-12-10T06:51:05.849Z,34.8,,,,,,54
2017-12-10T06:51:15.857Z,34.7,,,,,,54
2017-12-10T06:51:25.848Z,34.7,,,,,,54
2017-12-10T06:51:35.849Z,34.4,,,,,,54
2017-12-10T06:51:45.858Z,34.2,,,,,,54
2017-12-10T06:51:55.850Z,34.3,,,,,,54
2017-12-10T06:52:05.861Z,34.2,,,,,,54
2017-12-10T06:52:15.861Z,34.1,,,,,,54
2017-12-10T06:52:25.860Z,34,,64.6,,,,54
2017-12-10T06:52:35.859Z,34,,64.7,,,,54
2017-12-10T06:52:45.859Z,34.1,,,,,,54
2017-12-10T06:52:55.847Z,34,,64.6,,,,54
2017-12-10T06:53:05.858Z,34,,,,,,54
2017-12-10T06:53:15.857Z,34,,,30,,,54
2017-12-10T06:53:25.860Z,34,,,29,,,54
2017-12-10T06:53:35.861Z,34.1,,,,,,54
2017-12-10T06:53:45.857Z,34.1,,,,,,54
2017-12-10T06:53:55.852Z,34.2,,64.5,,,,54
2017-12-10T06:54:05.852Z,34.1,,,,,,54
2017-12-10T06:54:15.859Z,34.1,,,,,,54
2017-12-10T06:54:25.856Z,34.3,,,30,,,54
2017-12-10T06:54:35.852Z,34.2,,,29,,,54
2017-12-10T06:54:45.856Z,34.2,,,,,,54
2017-12-10T06:54:55.851Z,34.4,,,,,,54
2017-12-10T06:55:05.856Z,34.4,,,,,,54
2017-12-10T06:55:15.858Z,34.5,,,,,,54
2017-12-10T06:55:25.857Z,34.4,,64.4,,,,54
2017-12-10T06:55:35.857Z,34.4,,,,,,54
2017-12-10T06:55:45.857Z,34.3,,,,,,54
2017-12-10T06:55:55.866Z,34.1,,,,,,54
2017-12-10T06:56:05.855Z,34,,,,,,54
2017-12-10T06:56:15.857Z,33.9,,,,,,54
2017-12-10T06:56:25.856Z,34,,64.2,,,,54
2017-12-10T06:56:35.855Z,34.1,,,,,,54
2017-12-10T06:56:45.854Z,34.1,,,,,,54
2017-12-10T06:56:55.854Z,34,,,,,,54
2017-12-10T06:57:05.855Z,33.9,,64.1,,,,54
2017-12-10T06:57:15.857Z,33.9,,,,,,54
2017-12-10T06:57:25.856Z,34,,,30,,,54
2017-12-10T06:57:35.865Z,34,,64,29,,,54
2017-12-10T06:57:45.858Z,34.1,,,,,,54
2017-12-10T06:57:55.864Z,34.2,,,,,,54
2017-12-10T06:58:05.852Z,34.3,,,,,,54
2017-12-10T06:58:15.855Z,34.1,,,,,,54
2017-12-10T06:58:25.855Z,34,,63.9,,,,54
2017-12-10T06:58:35.856Z,34,,,,,,54
2017-12-10T06:58:45.855Z,34.1,,,,,,54
2017-12-10T06:58:55.864Z,34.1,,,,,,54
2017-12-10T06:59:05.855Z,34,,63.8,30,,,54
2017-12-10T06:59:15.857Z,34.1,,,29,,,54
2017-12-10T06:59:25.856Z,34.1,,,,,,54
2017-12-10T06:59:35.858Z,34.1,,,,,,54
2017-12-10T06:59:45.856Z,34.1,,,,,,54
2017-12-10T06:59:55.861Z,34,,,,,,54
2017-12-10T07:00:05.857Z,34,,63.6,,,,54
2017-12-10T07:00:15.859Z,33.9,,63.8,,,,54
2017-12-10T07:00:25.857Z,33.9,,63.6,30,,,54
2017-12-10T07:00:35.854Z,33.9,,,29,,,54
2017-12-10T07:00:45.855Z,34,,,,,,54
2017-12-10T07:00:55.858Z,34,,,,,,54
2017-12-10T07:01:05.853Z,34.1,,,,,,54
2017-12-10T07:01:15.858Z,34.1,,,,,,54
2017-12-10T07:01:25.926Z,34.1,,,,,,54
2017-12-10T07:01:35.857Z,34.4,,,,,,54
2017-12-10T07:01:45.859Z,34.3,,,,,,54
2017-12-10T07:01:55.861Z,34.1,,,,,,54
2017-12-10T07:02:05.859Z,34,,,,,,54
2017-12-10T07:02:15.861Z,33.9,,,,,,54
2017-12-10T07:02:25.860Z,33.7,,,,,,54
2017-12-10T07:02:35.860Z,33.7,,,,,,54
2017-12-10T07:02:45.860Z,33.8,,,,,,54
2017-12-10T07:02:55.860Z,33.8,,,,,,54
2017-12-10T07:03:05.861Z,33.8,,,,,,54
2017-12-10T07:03:15.860Z,33.7,,,,,,54
2017-12-10T07:03:25.856Z,33.7,,,30,,,54
2017-12-10T07:03:35.860Z,33.9,,,29,,,54
2017-12-10T07:03:45.861Z,33.8,,,,,,54
2017-12-10T07:03:55.856Z,33.8,,,30,,,54
2017-12-10T07:04:05.856Z,33.8,,,29,,,54
2017-12-10T07:04:15.859Z,33.9,,,,,,54
2017-12-10T07:04:25.859Z,33.7,,,,,,54
2017-12-10T07:04:35.857Z,33.7,,,,,,54
2017-12-10T07:04:45.859Z,33.9,,,,,,54
2017-12-10T07:04:55.859Z,33.8,,,,,,54
2017-12-10T07:05:05.861Z,33.9,,,,,,54
2017-12-10T07:05:15.861Z,33.8,,,,,,54
2017-12-10T07:05:25.856Z,33.8,,,,,,54
2017-12-10T07:05:35.863Z,33.8,,,30,,,54
2017-12-10T07:05:45.860Z,33.8,,,29,,,54
2017-12-10T07:05:55.855Z,33.8,,,,,,54
2017-12-10T07:06:05.859Z,33.7,,,,,,54
2017-12-10T07:06:15.860Z,33.6,,,,,,54
2017-12-10T07:06:25.858Z,33.7,,,,,,54
2017-12-10T07:06:35.857Z,33.7,,,,,,54
2017-12-10T07:06:45.858Z,33.7,,,,,,54
2017-12-10T07:06:55.859Z,33.8,,,,,,54
2017-12-10T07:07:05.862Z,33.7,,63.8,,,,54
2017-12-10T07:07:15.859Z,33.7,,,,,,54
2017-12-10T07:07:25.859Z,33.6,,,,,,54
2017-12-10T07:07:35.858Z,33.7,,,,,,54
2017-12-10T07:07:45.857Z,33.7,,,,,,54
2017-12-10T07:07:55.857Z,33.7,,,,,,54
2017-12-10T07:08:05.858Z,34,,,,,,54
2017-12-10T07:08:15.861Z,33.9,,,,,,54
2017-12-10T07:08:25.858Z,33.9,,,,,,54
2017-12-10T07:08:35.863Z,33.9,,,,,,54
2017-12-10T07:08:45.860Z,33.8,,63.9,,,,54
2017-12-10T07:08:55.858Z,33.8,,63.8,,,,54
2017-12-10T07:09:05.858Z,33.9,,,30,,,54
2017-12-10T07:09:15.861Z,33.8,,63.9,29,,,54
2017-12-10T07:09:25.859Z,33.8,,,,,,54
2017-12-10T07:09:35.863Z,33.9,,,,,,54
2017-12-10T07:09:45.862Z,34,,,,,,54
2017-12-10T07:09:55.859Z,33.9,,,,,,54
2017-12-10T07:10:05.862Z,33.9,,,,,,54
2017-12-10T07:10:15.858Z,34,,63.8,30,,,54
2017-12-10T07:10:25.861Z,33.9,,63.9,29,,,54
2017-12-10T07:10:35.865Z,34,,,,,,54
2017-12-10T07:10:45.861Z,34,,,,,,54
2017-12-10T07:10:55.861Z,34,,,,,,54
2017-12-10T07:11:05.859Z,34,,,,,,54
2017-12-10T07:11:15.861Z,33.9,,,,,,54
2017-12-10T07:11:25.859Z,33.9,,,,,,54
2017-12-10T07:11:35.863Z,34,,64,29,,,54
2017-12-10T07:11:45.863Z,33.9,,,,,,54
2017-12-10T07:11:55.864Z,34,,,,,,54
2017-12-10T07:12:05.862Z,33.9,,,,,,54
2017-12-10T07:12:15.860Z,33.9,,,,,,54
2017-12-10T07:12:25.861Z,34,,,,,,54
2017-12-10T07:12:35.861Z,34,,,,,,54
2017-12-10T07:12:45.863Z,33.9,,,,,,54
2017-12-10T07:12:55.873Z,33.8,,,,,,54
2017-12-10T07:13:05.859Z,33.9,,,,,,54
2017-12-10T07:13:15.864Z,34.1,,,,,,54
2017-12-10T07:13:25.864Z,34.1,,,,,,54
2017-12-10T07:13:35.862Z,33.9,,64.1,,,,54
2017-12-10T07:13:45.866Z,33.8,,,,,,54
2017-12-10T07:13:55.866Z,33.9,,,,,,54
2017-12-10T07:14:05.864Z,34,,,,,,54
2017-12-10T07:14:15.864Z,34.1,,,,,,54
2017-12-10T07:14:25.859Z,34.2,,,,,,54
2017-12-10T07:14:35.865Z,34.6,,,,,,54
2017-12-10T07:14:45.860Z,34.8,,,,,,54
2017-12-10T07:14:55.861Z,34.6,,,,,,54
2017-12-10T07:15:05.861Z,34.6,,,,,,54
2017-12-10T07:15:15.866Z,34.5,,,,,,54
2017-12-10T07:15:25.875Z,34.5,,,,,,54
2017-12-10T07:15:35.864Z,34.2,,,,,,54
2017-12-10T07:15:45.864Z,34.1,,,,,,54
2017-12-10T07:15:55.865Z,34,,64.2,,,,54
2017-12-10T07:16:05.866Z,34,,,,,,54
2017-12-10T07:16:15.867Z,33.9,,,,,,54
2017-12-10T07:16:25.864Z,33.9,,,,,,54
2017-12-10T07:16:35.867Z,33.9,,,,,,54
2017-12-10T07:16:45.869Z,34,,,,,,54
2017-12-10T07:16:55.867Z,34,,,,,,54
2017-12-10T07:17:05.862Z,33.8,,64.1,,,,54
2017-12-10T07:17:15.868Z,33.8,,,,,,54
2017-12-10T07:17:25.866Z,33.8,,64.2,,,,54
2017-12-10T07:17:35.862Z,33.7,,,,,,54
2017-12-10T07:17:45.865Z,33.6,,,30,,,54
2017-12-10T07:17:55.866Z,33.7,,,29,,,54
2017-12-10T07:18:05.864Z,33.8,,,,,,54
2017-12-10T07:18:15.879Z,33.8,,,,,,54
2017-12-10T07:18:25.866Z,33.8,,,,,,54
2017-12-10T07:18:35.863Z,33.9,,,,,,54
2017-12-10T07:18:45.863Z,33.7,,,30,,,54
2017-12-10T07:18:55.868Z,33.6,,,29,,,54
2017-12-10T07:19:05.866Z,33.4,,,,,,54
2017-12-10T07:19:15.863Z,33.3,,64.4,,,,54
2017-12-10T07:19:25.875Z,33.5,,64.2,,,,54
2017-12-10T07:19:35.867Z,33.4,,,,,,54
2017-12-10T07:19:45.867Z,33.4,,,,,,54
2017-12-10T07:19:55.864Z,33.5,,64.4,,,,54
2017-12-10T07:20:05.870Z,33.4,,64.2,,,,54
2017-12-10T07:20:15.870Z,33.4,,64.4,,,,54
2017-12-10T07:20:25.865Z,33.5,,64.2,,,,54
2017-12-10T07:20:35.866Z,33.5,,64.4,,,,54
