Time,HwTSet,HwTOutlet,PrimTSet,PrimT,ChActive,HwActive,ActPow
2018-02-14T03:30:28.947Z,54,14.2,,,,,
2018-02-14T03:30:38.952Z,54,14.2,,,,,30
2018-02-14T03:30:49.132Z,54,14.2,,,,,
2018-02-14T03:30:58.958Z,54,14.2,,54.6,,,
2018-02-14T03:31:09.209Z,54,14.3,,,,,
2018-02-14T03:31:19.355Z,54,14.2,,,,,29
2018-02-14T03:31:29.377Z,54,14.2,,54.7,,,
2018-02-14T03:31:38.998Z,54,14.2,,,,,30
2018-02-14T03:31:49.031Z,54,14.2,,,,,29
2018-02-14T03:31:59.349Z,54,14.3,,54.8,,,30
2018-02-14T03:32:08.956Z,54,14.3,,,,,29
2018-02-14T03:32:19.161Z,54,14.3,,,,,
2018-02-14T03:32:29.022Z,54,14.3,,54.9,,,
2018-02-14T03:32:39.057Z,54,14.3,,,,,
2018-02-14T03:32:49.023Z,54,14.3,,55,,,
2018-02-14T03:32:59.053Z,54,14.3,,,,,
2018-02-14T03:33:09.015Z,54,14.2,,,,,
2018-02-14T03:33:19.108Z,54,14.3,,55.1,,,
2018-02-14T03:33:29.038Z,54,14.2,,,,,
2018-02-14T03:33:39.037Z,54,14.3,,55.2,,,30
2018-02-14T03:33:49.060Z,54,14.3,,,,,29
2018-02-14T03:33:59.098Z,54,14.3,,55.3,,,
2018-02-14T03:34:08.959Z,54,14.3,,,,,
2018-02-14T03:34:19.109Z,54,14.3,,,,,30
2018-02-14T03:34:29.174Z,54,14.3,,55.4,,,29
2018-02-14T03:34:39.016Z,54,14.3,,,,,
2018-02-14T03:34:49.062Z,54,14.3,,55.5,,,
2018-02-14T03:34:59.009Z,54,14.3,,,,,
2018-02-14T03:35:08.958Z,54,14.5,,,,,
2018-02-14T03:35:19.204Z,54,14.5,,55.6,,,
2018-02-14T03:35:29.180Z,54,14.3,,,,,
2018-02-14T03:35:39.015Z,54,14.5,,,,,
2018-02-14T03:35:48.971Z,54,14.3,,55.7,,,
2018-02-14T03:35:58.987Z,54,14.3,,,,,
2018-02-14T03:36:08.961Z,54,14.3,,,,,
2018-02-14T03:36:19.053Z,54,14.5,,55.9,,,
2018-02-14T03:36:29.114Z,54,14.3,,,,,
2018-02-14T03:36:39.094Z,54,14.5,,56,,,
2018-02-14T03:36:49.109Z,54,14.5,,,,,30
2018-02-14T03:36:58.997Z,54,14.5,,,,,29
2018-02-14T03:37:09.002Z,54,14.5,,56.1,,,
2018-02-14T03:37:19.063Z,54,14.5,,,,,
2018-02-14T03:37:29.209Z,54,14.5,,,,,
2018-02-14T03:37:39.013Z,54,14.5,,,,,
2018-02-14T03:37:49.143Z,54,14.5,,56.2,,,
2018-02-14T03:37:59.016Z,54,14.7,,,,,
2018-02-14T03:38:09.094Z,54,14.5,,56.3,,,30
2018-02-14T03:38:19.024Z,54,14.5,,,,,29
2018-02-14T03:38:28.959Z,54,14.5,,,,,
2018-02-14T03:38:39.063Z,54,14.5,,,,,
2018-02-14T03:38:48.964Z,54,14.7,,56.4,,,
2018-02-14T03:38:59.034Z,54,14.7,,,,,
2018-02-14T03:39:09.072Z,54,14.5,,,,,
2018-02-14T03:39:19.112Z,54,14.5,,56.5,,,
2018-02-14T03:39:28.953Z,54,14.5,,,,,30
2018-02-14T03:39:38.957Z,54,14.5,,,,,29
2018-02-14T03:39:48.969Z,54,14.5,,,,,
2018-02-14T03:39:58.960Z,54,14.7,,56.6,,,
2018-02-14T03:40:08.955Z,54,14.5,,,,,
2018-02-14T03:40:19.076Z,54,14.7,,,,,30
2018-02-14T03:40:29.167Z,54,14.7,,56.7,,,
2018-02-14T03:40:39.059Z,54,14.7,,,,,29
2018-02-14T03:40:48.957Z,54,14.7,,,,,
2018-02-14T03:40:58.956Z,54,14.5,,,,,
2018-02-14T03:41:08.969Z,54,14.7,,,,,
2018-02-14T03:41:19.177Z,54,14.7,,56.8,,,
2018-02-14T03:41:29.058Z,54,14.7,,,,,
2018-02-14T03:41:39.460Z,54,14.7,,56.9,,,30
2018-02-14T03:41:48.956Z,54,14.7,,,,,29
2018-02-14T03:41:58.958Z,54,14.5,,,,,
2018-02-14T03:42:09.202Z,54,14.5,,,,,
2018-02-14T03:42:19.098Z,54,14.5,,57,,,29
2018-02-14T03:42:28.962Z,54,14.5,,57,,,29
2018-02-14T03:42:39.069Z,54,14.7,,,,,
2018-02-14T03:42:48.959Z,54,14.7,,,,,
2018-02-14T03:42:59.001Z,54,14.5,,,,,
2018-02-14T03:43:14.088Z,54,14.5,,57.1,,,
2018-02-14T03:43:19.155Z,54,14.5,,,,,
2018-02-14T03:43:28.970Z,54,14.7,,,,,
2018-02-14T03:43:38.957Z,54,14.5,,,,,
2018-02-14T03:43:49.310Z,54,14.7,,,,,
2018-02-14T03:43:59.030Z,54,14.7,,57.2,,,
2018-02-14T03:44:09.121Z,54,14.5,,,,,
2018-02-14T03:44:19.091Z,54,14.5,,57.3,,,
2018-02-14T03:44:28.961Z,54,14.5,,,,,
2018-02-14T03:44:38.965Z,54,14.7,,,,,30
2018-02-14T03:44:49.002Z,54,14.7,,,,,29
2018-02-14T03:44:59.042Z,54,14.7,,,,,
2018-02-14T03:45:08.962Z,54,14.7,,57.4,,,30
2018-02-14T03:45:19.356Z,54,14.5,,,,,
2018-02-14T03:45:29.013Z,54,14.7,,,,,29
2018-02-14T03:45:39.228Z,54,14.7,,,,,
2018-02-14T03:45:49.178Z,54,14.7,,57.6,,,30
2018-02-14T03:45:58.960Z,54,14.7,,,,,29
2018-02-14T03:46:08.961Z,54,14.7,,,,,
2018-02-14T03:46:19.179Z,54,14.7,,,,,
2018-02-14T03:46:28.962Z,54,14.7,,57.7,,,30
2018-02-14T03:46:39.053Z,54,14.8,,,,,29
2018-02-14T03:46:49.194Z,54,14.8,,,,,
2018-02-14T03:46:59.024Z,54,14.8,,,,,
2018-02-14T03:47:14.113Z,54,14.8,,57.8,,,
2018-02-14T03:47:19.306Z,54,14.7,,,,,
2018-02-14T03:47:29.134Z,54,14.7,,,,,
2018-02-14T03:47:39.214Z,54,14.8,,,,,
2018-02-14T03:47:49.140Z,54,14.7,,57.9,,,30
2018-02-14T03:47:58.967Z,54,14.7,,,,,29
2018-02-14T03:48:14.175Z,54,14.7,,,,,30
2018-02-14T03:48:19.135Z,54,14.8,,,,,
2018-02-14T03:48:29.179Z,54,14.8,,,,,29
2018-02-14T03:48:39.048Z,54,15,,58,,,
2018-02-14T03:48:48.967Z,54,14.8,,,,,
2018-02-14T03:48:59.297Z,54,14.8,,,,,
2018-02-14T03:49:09.010Z,54,14.8,,,,,
2018-02-14T03:49:19.135Z,54,14.7,,,,,
2018-02-14T03:49:29.057Z,54,14.7,,58.1,,,
2018-02-14T03:49:39.106Z,54,14.7,,,,,
2018-02-14T03:49:48.997Z,54,14.8,,,,,
2018-02-14T03:49:58.974Z,54,14.8,,,,,
2018-02-14T03:50:08.961Z,54,14.8,,,,,
2018-02-14T03:50:19.113Z,54,14.8,,56.9,1,0,0
2018-02-14T03:50:29.031Z,54,14.3,,54.9,,,
2018-02-14T03:50:39.008Z,54,13.7,,54.6,,,
2018-02-14T03:50:48.968Z,54,13.4,,53.8,,,
2018-02-14T03:50:58.981Z,54,13.2,,52.9,,,
2018-02-14T03:51:09.220Z,54,13.1,,51.9,,,
2018-02-14T03:51:19.174Z,54,12.9,,51.6,,,
2018-02-14T03:51:28.960Z,54,12.9,,50.9,,,
2018-02-14T03:51:39.079Z,54,12.8,,50.5,,,
2018-02-14T03:51:49.100Z,54,12.8,,51.1,1,0,44
2018-02-14T03:52:04.314Z,54,12.5,,56,,,32
2018-02-14T03:52:09.026Z,54,12.3,,54.8,,,29
2018-02-14T03:52:19.319Z,54,12.8,,54.5,,,
2018-02-14T03:52:29.055Z,54,13.4,,55.3,,,
2018-02-14T03:52:39.358Z,54,13.9,,55.5,,,
2018-02-14T03:52:48.975Z,54,14.2,,56,,,29
2018-02-14T03:52:58.967Z,54,14.3,,,,,
2018-02-14T03:53:08.978Z,54,14.3,,56.2,,,
2018-02-14T03:53:19.116Z,54,14.5,,56.3,,,
2018-02-14T03:53:28.970Z,54,14.5,,56.5,,,
2018-02-14T03:53:38.990Z,54,14.7,,56.6,,,
2018-02-14T03:53:49.061Z,54,14.7,,56.8,,,
2018-02-14T03:53:58.961Z,54,14.5,,57,,,
2018-02-14T03:54:08.967Z,54,14.7,,,,,
2018-02-14T03:54:19.062Z,54,14.7,,57.1,,,
2018-02-14T03:54:29.052Z,54,14.7,,57.2,,,
2018-02-14T03:54:39.050Z,54,14.7,,57.3,,,
2018-02-14T03:54:48.973Z,54,14.7,,,,,
2018-02-14T03:54:59.003Z,54,14.7,,,,,
2018-02-14T03:55:08.972Z,54,14.5,,57.4,,,
2018-02-14T03:55:19.083Z,54,14.7,,,,,
2018-02-14T03:55:29.051Z,54,14.7,,57.6,,,
2018-02-14T03:55:38.968Z,54,14.7,,,,,
2018-02-14T03:55:48.968Z,54,14.8,,,,,
2018-02-14T03:55:58.970Z,54,14.8,,,,,30
2018-02-14T03:56:09.100Z,54,14.7,,,,,29
2018-02-14T03:56:19.081Z,54,14.8,,57.7,,,
2018-02-14T03:56:29.232Z,54,14.7,,,,,30
2018-02-14T03:56:38.984Z,54,14.7,,,,,29
2018-02-14T03:56:48.973Z,54,14.7,,,,,
2018-02-14T03:56:58.975Z,54,14.7,,,,,
2018-02-14T03:57:09.109Z,54,14.7,,,,,
2018-02-14T03:57:19.265Z,54,14.7,,,,,
2018-02-14T03:57:28.976Z,54,14.7,,57.8,,,30
2018-02-14T03:57:39.056Z,54,14.8,,,,,
2018-02-14T03:57:48.967Z,54,14.7,,,,,29
2018-02-14T03:57:58.966Z,54,14.7,,,,,
2018-02-14T03:58:09.116Z,54,14.8,,,,,30
2018-02-14T03:58:19.070Z,54,14.7,,58,,,
2018-02-14T03:58:29.585Z,54,14.7,,,,,29
2018-02-14T03:58:39.377Z,54,14.7,,,,,
2018-02-14T03:58:48.965Z,54,14.8,,,,,
2018-02-14T03:58:58.987Z,54,14.8,,,,,
2018-02-14T03:59:08.993Z,54,14.8,,,,,30
2018-02-14T03:59:19.084Z,54,14.8,,,,,29
2018-02-14T03:59:29.050Z,54,14.8,,,,,
2018-02-14T03:59:38.965Z,54,14.8,,58.1,,,
2018-02-14T03:59:49.336Z,54,14.8,,,,,
2018-02-14T03:59:59.146Z,54,14.8,,,,,
2018-02-14T04:00:09.026Z,54,14.8,,,,,
2018-02-14T04:00:19.357Z,54,15,,58.2,,,30
2018-02-14T04:00:28.969Z,54,14.8,,,,,29
2018-02-14T04:00:38.989Z,54,15,,,,,
2018-02-14T04:00:49.041Z,54,14.8,,,,,30
2018-02-14T04:00:59.049Z,54,14.7,,58.3,,,29
2018-02-14T04:01:09.123Z,54,14.8,,,,,30
2018-02-14T04:01:19.122Z,54,14.8,,,,,29
2018-02-14T04:01:29.019Z,54,14.8,,,,,
2018-02-14T04:01:38.966Z,54,14.8,,58.4,,,
2018-02-14T04:01:49.113Z,54,14.8,,,,,
2018-02-14T04:01:58.971Z,54,15,,,,,
2018-02-14T04:02:09.087Z,54,15,,,,,
2018-02-14T04:02:19.140Z,54,15,,58.5,,,30
2018-02-14T04:02:28.973Z,54,14.8,,,,,29
2018-02-14T04:02:38.998Z,54,14.8,,,,,
2018-02-14T04:02:48.989Z,54,15,,,,,
2018-02-14T04:02:59.072Z,54,15,,58.6,,,
2018-02-14T04:03:08.972Z,54,15,,,,,
2018-02-14T04:03:24.621Z,54,15,,,,,
2018-02-14T04:03:29.035Z,54,14.8,,,,,30
2018-02-14T04:03:39.075Z,54,14.8,,58.7,,,29
2018-02-14T04:03:48.971Z,54,15,,,,,
2018-02-14T04:03:59.121Z,54,14.8,,,,,
2018-02-14T04:04:09.015Z,54,15,,,,,
2018-02-14T04:04:19.173Z,54,14.8,,,,,
2018-02-14T04:04:28.974Z,54,14.8,,58.8,,,
2018-02-14T04:04:38.974Z,54,15,,,,,
2018-02-14T04:04:48.972Z,54,15,,,,,
2018-02-14T04:04:59.427Z,54,14.8,,,,,
2018-02-14T04:05:09.449Z,54,15,,58.9,,,
2018-02-14T04:05:19.115Z,54,15,,,,,
2018-02-14T04:05:29.409Z,54,15,,,,,
2018-02-14T04:05:39.480Z,54,14.8,,,,,
2018-02-14T04:05:49.141Z,54,14.8,,59,,,29
2018-02-14T04:05:59.295Z,54,15,,,,,
2018-02-14T04:06:09.042Z,54,15,,,,,
2018-02-14T04:06:19.274Z,54,15,,,,,
2018-02-14T04:06:28.979Z,54,15.1,,,,,
2018-02-14T04:06:38.976Z,54,15,,59.1,,,30
2018-02-14T04:06:49.054Z,54,15,,,,,
2018-02-14T04:06:58.993Z,54,15,,,,,29
2018-02-14T04:07:09.036Z,54,15.1,,,,,
2018-02-14T04:07:19.346Z,54,15,,,,,
2018-02-14T04:07:29.635Z,54,15,,,,,
2018-02-14T04:07:38.972Z,54,14.8,,59.3,,,
2018-02-14T04:07:49.051Z,54,15,,,,,
2018-02-14T04:07:59.348Z,54,15.1,,,,,
2018-02-14T04:08:08.970Z,54,15,,,,,
2018-02-14T04:08:19.312Z,54,15,,,,,
2018-02-14T04:08:29.034Z,54,15,,,,,30
2018-02-14T04:08:39.054Z,54,15,,59.4,,,29
2018-02-14T04:08:48.974Z,54,15,,,,,
2018-02-14T04:08:59.293Z,54,15.1,,,,,
2018-02-14T04:09:09.055Z,54,15,,,,,30
2018-02-14T04:09:19.102Z,54,15,,,,,29
2018-02-14T04:09:34.098Z,54,15,,,,,
2018-02-14T04:09:44.196Z,54,15,,59.5,,,
2018-02-14T04:09:49.076Z,54,15,,,,,
2018-02-14T04:09:59.247Z,54,15,,,,,
2018-02-14T04:10:09.043Z,54,15,,,,,
2018-02-14T04:10:19.160Z,54,15,,,,,
2018-02-14T04:10:29.031Z,54,15.1,,59.6,,,30
2018-02-14T04:10:39.068Z,54,15,,,,,29
2018-02-14T04:10:49.017Z,54,15.1,,,,,
2018-02-14T04:10:59.128Z,54,15.1,,,,,
2018-02-14T04:11:09.100Z,54,15,,,,,
2018-02-14T04:11:19.134Z,54,15.1,,,,,
2018-02-14T04:11:28.985Z,54,15.1,,,,,30
2018-02-14T04:11:39.188Z,54,15,,59.7,,,29
2018-02-14T04:11:48.982Z,54,15.1,,,,,
2018-02-14T04:11:59.059Z,54,15.1,,,,,30
2018-02-14T04:12:08.976Z,54,15,,,,,29
2018-02-14T04:12:19.260Z,54,15.1,,,,,
2018-02-14T04:12:29.053Z,54,15,,,,,
2018-02-14T04:12:39.040Z,54,15.1,,,,,30
2018-02-14T04:12:49.254Z,54,15.1,,59.8,,,29
2018-02-14T04:12:59.023Z,54,15.1,,,,,
2018-02-14T04:13:09.033Z,54,15.1,,,,,
2018-02-14T04:13:19.162Z,54,15.1,,,,,30
2018-02-14T04:13:28.980Z,54,15.1,,,,,
2018-02-14T04:13:39.017Z,54,15.1,,,,,29
2018-02-14T04:13:49.007Z,54,15.1,,,,,
2018-02-14T04:13:58.994Z,54,15.3,,,,,
2018-02-14T04:14:08.984Z,54,15.1,,59.9,,,
2018-02-14T04:14:19.205Z,54,15.1,,,,,
2018-02-14T04:14:28.985Z,54,15.1,,,,,
2018-02-14T04:14:38.975Z,54,15,,,,,30
2018-02-14T04:14:48.978Z,54,15.1,,,,,
2018-02-14T04:14:59.090Z,54,15.1,,,,,29
2018-02-14T04:15:09.014Z,54,15,,,,,
2018-02-14T04:15:19.111Z,54,15.1,,,,,
2018-02-14T04:15:29.063Z,54,15.1,,59.9,,,
2018-02-14T04:15:38.976Z,54,15.1,,60,,,30
2018-02-14T04:15:49.071Z,54,15.1,,,,,29
2018-02-14T04:15:58.977Z,54,15.1,,,,,
2018-02-14T04:16:08.979Z,54,15.1,,,,,
2018-02-14T04:16:19.287Z,54,15,,,,,
2018-02-14T04:16:29.091Z,54,15.1,,,,,
2018-02-14T04:16:39.002Z,54,15.1,,,,,
2018-02-14T04:16:49.727Z,54,15.1,,,,,
2018-02-14T04:16:58.988Z,54,15.1,,,,,
2018-02-14T04:17:14.224Z,54,15.1,,,,,
2018-02-14T04:17:19.080Z,54,15.1,,,,,
2018-02-14T04:17:29.114Z,54,15.1,,,,,
2018-02-14T04:17:39.009Z,54,15.1,,60.1,,,
2018-02-14T04:17:49.139Z,54,15.1,,60,,,
2018-02-14T04:17:59.016Z,54,15.1,,60.1,,,
2018-02-14T04:18:08.983Z,54,15.1,,60,,,30
2018-02-14T04:18:19.199Z,54,15.1,,60.1,,,
2018-02-14T04:18:28.990Z,54,15.1,,,,,29
2018-02-14T04:18:39.014Z,54,15.1,,,,,
2018-02-14T04:18:48.977Z,54,15.3,,,,,30
2018-02-14T04:18:58.990Z,54,15.1,,,,,29
2018-02-14T04:19:09.220Z,54,15.3,,,,,
2018-02-14T04:19:19.130Z,54,15.1,,,,,
2018-02-14T04:19:28.977Z,54,15.1,,,,,
2018-02-14T04:19:39.011Z,54,15.1,,,,,
2018-02-14T04:19:48.991Z,54,15.1,,60,,,
2018-02-14T04:19:58.979Z,54,15.1,,,,,
2018-02-14T04:20:09.118Z,54,15.1,,60.1,,,
2018-02-14T04:20:19.161Z,54,15.1,,,,,
2018-02-14T04:20:28.982Z,54,15.1,,60,,,
2018-02-14T04:20:38.992Z,54,15.1,,60.1,,,
2018-02-14T04:20:49.063Z,54,15.1,,,,,
2018-02-14T04:20:58.982Z,54,15.1,,58.8,1,0,0
2018-02-14T04:21:09.233Z,54,14.5,,56.9,,,
2018-02-14T04:21:19.122Z,54,13.9,,56.4,,,
2018-02-14T04:21:29.094Z,54,13.7,,55.6,,,
2018-02-14T04:21:39.148Z,54,13.4,,54.7,,,
2018-02-14T04:21:49.100Z,54,13.2,61,53.9,1,0,0
2018-02-14T04:21:59.054Z,54,13.2,,52.9,,,
2018-02-14T04:22:08.981Z,54,13.1,,52.7,,,
2018-02-14T04:22:19.154Z,54,12.9,,51.9,,,
2018-02-14T04:22:29.046Z,54,12.9,,51.6,,,
2018-02-14T04:22:39.004Z,54,12.9,,51.2,,,
2018-02-14T04:22:48.981Z,54,12.8,,50.7,,,
2018-02-14T04:22:58.985Z,54,12.8,,50.4,,,
2018-02-14T04:23:09.089Z,54,12.8,,49.9,,,
2018-02-14T04:23:19.133Z,54,12.8,,49.8,,,
2018-02-14T04:23:29.004Z,54,12.6,,49.5,,,
2018-02-14T04:23:39.044Z,54,12.5,,49.3,,,
2018-02-14T04:23:49.075Z,54,12.6,,48.9,,,
2018-02-14T04:23:59.061Z,54,12.5,,48.8,,,
2018-02-14T04:24:09.067Z,54,11.6,,,,,
2018-02-14T04:24:19.084Z,54,13.7,,,,,
2018-02-14T04:24:28.997Z,54,12.5,,48.7,,,
2018-02-14T04:24:38.985Z,54,11.4,,,,,
2018-02-14T04:24:49.067Z,54,10.9,,,,,
2018-02-14T04:24:59.018Z,54,10.5,,,,,
2018-02-14T04:25:09.051Z,54,10.3,,48.8,,,
2018-02-14T04:25:19.295Z,54,10.1,,,,,
2018-02-14T04:25:29.008Z,54,10,,48.9,,,
2018-02-14T04:25:39.053Z,54,10,,,,,
2018-02-14T04:25:49.344Z,54,10,,49,,,
2018-02-14T04:25:59.015Z,54,9.8,,,,,
2018-02-14T04:26:09.065Z,54,9.8,,,,,
2018-02-14T04:26:19.152Z,54,9.6,,49.1,,,
2018-02-14T04:26:29.059Z,54,9.6,,,,,
2018-02-14T04:26:38.981Z,54,9.6,,,,,
2018-02-14T04:26:48.987Z,54,9.4,,,,,
2018-02-14T04:26:58.982Z,54,9.4,,,,,
2018-02-14T04:27:08.989Z,54,9.4,,,,,
2018-02-14T04:27:19.183Z,54,9.2,,,,,
2018-02-14T04:27:29.000Z,54,9.2,,,,,
2018-02-14T04:27:38.981Z,54,9.2,,,,,
2018-02-14T04:27:49.001Z,54,9.2,,,,,
2018-02-14T04:27:59.030Z,54,9,,,,,
2018-02-14T04:28:08.990Z,54,9,,,,,
2018-02-14T04:28:19.123Z,54,9,,,,,
2018-02-14T04:28:29.041Z,54,9,,,,,
2018-02-14T04:28:39.011Z,54,9,,,,,
2018-02-14T04:28:48.986Z,54,8.9,,,,,
2018-02-14T04:28:58.985Z,54,9,,,,,
2018-02-14T04:29:08.982Z,54,8.9,,49,,,
2018-02-14T04:29:19.202Z,54,8.9,,49,1,0,44
2018-02-14T04:29:29.064Z,54,9.4,,53.1,,,33
2018-02-14T04:29:39.172Z,54,10.5,,52.7,,,29
2018-02-14T04:29:49.033Z,54,12,,51.3,,,30
2018-02-14T04:29:58.994Z,54,12.6,,52.3,,,29
2018-02-14T04:30:09.011Z,54,13.2,,52.9,,,
2018-02-14T04:30:19.177Z,54,13.6,,52.7,,,
2018-02-14T04:30:28.993Z,54,13.7,,,,,
2018-02-14T04:30:38.984Z,54,13.7,,52.6,,,
2018-02-14T04:30:49.123Z,54,13.7,,52.4,,,
2018-02-14T04:30:59.044Z,54,13.7,,52.3,,,
2018-02-14T04:31:09.045Z,54,13.9,,,,,
2018-02-14T04:31:19.164Z,54,13.9,,,,,30
2018-02-14T04:31:29.005Z,54,13.9,,52.4,,,29
2018-02-14T04:31:39.017Z,54,13.9,,,,,
2018-02-14T04:31:49.023Z,54,13.7,,52.6,,,
2018-02-14T04:31:59.039Z,54,13.7,,52.7,,,
2018-02-14T04:32:09.025Z,54,13.7,,52.8,,,
2018-02-14T04:32:19.138Z,54,13.9,,52.9,,,
2018-02-14T04:32:28.992Z,54,13.9,,53,,,30
2018-02-14T04:32:38.992Z,54,13.9,,53.1,,,29
2018-02-14T04:32:49.003Z,54,14,,,,,30
2018-02-14T04:32:59.027Z,54,14,,53.2,,,29
2018-02-14T04:33:09.130Z,54,13.9,,53.3,,,
2018-02-14T04:33:19.114Z,54,13.9,,,,,
2018-02-14T04:33:29.003Z,54,13.9,,53.4,,,
2018-02-14T04:33:39.036Z,54,13.9,,53.5,,,
2018-02-14T04:33:48.983Z,54,13.9,,,,,
2018-02-14T04:33:59.182Z,54,14,,53.6,,,
2018-02-14T04:34:09.358Z,54,14,,53.7,,,
2018-02-14T04:34:19.138Z,54,14,,53.8,,,
2018-02-14T04:34:29.025Z,54,14,,,,,
2018-02-14T04:34:39.011Z,54,14,,53.9,,,
2018-02-14T04:34:49.002Z,54,14,,54,,,
2018-02-14T04:34:58.988Z,54,14.2,,,,,
2018-02-14T04:35:08.993Z,54,14,,54.1,,,
2018-02-14T04:35:19.383Z,54,14,,54.3,,,
2018-02-14T04:35:28.990Z,54,14.2,,54.4,,,
2018-02-14T04:35:38.990Z,54,14.2,,,,,30
2018-02-14T04:35:49.034Z,54,14,,54.5,,,29
2018-02-14T04:35:59.299Z,54,14.2,,54.6,,,
2018-02-14T04:36:09.110Z,54,14.2,,,,,
2018-02-14T04:36:19.197Z,54,14.2,,54.7,,,30
2018-02-14T04:36:29.068Z,54,14.2,,,,,29
2018-02-14T04:36:39.053Z,54,14.3,,54.8,,,
2018-02-14T04:36:49.076Z,54,14.2,,,,,
2018-02-14T04:36:59.420Z,54,14.2,,54.9,,,
2018-02-14T04:37:09.061Z,54,14.2,,,,,30
2018-02-14T04:37:19.200Z,54,14.3,,55,,,30
2018-02-14T04:37:29.351Z,54,14.3,,55.1,,,31
2018-02-14T04:37:39.238Z,54,14.3,,55.2,,,
2018-02-14T04:37:49.012Z,54,14.3,,55.3,,,
2018-02-14T04:37:58.993Z,54,14.2,,55.4,,,
2018-02-14T04:38:09.037Z,54,14.3,,55.5,,,
2018-02-14T04:38:19.093Z,54,14.3,,55.6,,,30
2018-02-14T04:38:29.155Z,54,14.3,,,,,
2018-02-14T04:38:39.037Z,54,14.3,,,,,
2018-02-14T04:38:49.023Z,54,14.5,,,,,
2018-02-14T04:38:59.189Z,54,14.5,,,,,
2018-02-14T04:39:09.031Z,54,14.3,,55.7,,,
2018-02-14T04:39:19.120Z,54,14.3,,,,,29
2018-02-14T04:39:28.991Z,54,14.3,,,,,
2018-02-14T04:39:39.044Z,54,14.3,,,,,
2018-02-14T04:39:49.062Z,54,14.3,,,,,
2018-02-14T04:39:59.071Z,54,14.5,,,,,
2018-02-14T04:40:08.992Z,54,14.5,,,,,
2018-02-14T04:40:19.100Z,54,14.3,,,,,
2018-02-14T04:40:29.054Z,54,14.3,,55.9,,,
2018-02-14T04:40:39.008Z,54,14.2,,,,,
2018-02-14T04:40:48.990Z,54,14.3,,,,,
2018-02-14T04:40:59.053Z,54,14.3,,56,,,30
2018-02-14T04:41:09.031Z,54,14.3,,,,,
2018-02-14T04:41:19.146Z,54,14.3,,,,,29
2018-02-14T04:41:29.539Z,54,14.5,,,,,
2018-02-14T04:41:38.997Z,54,14.3,,56.1,,,
2018-02-14T04:41:48.997Z,54,14.5,,,,,
2018-02-14T04:41:59.201Z,54,14.5,,,,,30
2018-02-14T04:42:09.011Z,54,14.3,,56.2,,,29
2018-02-14T04:42:19.107Z,54,14.3,,,,,30
2018-02-14T04:42:29.132Z,54,14.5,,,,,
2018-02-14T04:42:38.997Z,54,14.3,,,,,29
2018-02-14T04:42:48.997Z,54,14.5,,56.3,,,
2018-02-14T04:42:59.125Z,54,14.3,,,,,
2018-02-14T04:43:09.018Z,54,14.5,,56.4,,,
2018-02-14T04:43:19.137Z,54,14.5,,,,,
2018-02-14T04:43:28.996Z,54,14.5,,,,,
2018-02-14T04:43:39.038Z,54,14.5,,,,,
2018-02-14T04:43:49.011Z,54,14.5,,56.5,,,
2018-02-14T04:43:59.199Z,54,14.5,,,,,
2018-02-14T04:44:08.998Z,54,14.7,,,,,
2018-02-14T04:44:19.400Z,54,14.5,,56.6,,,
2018-02-14T04:44:29.080Z,54,14.5,,,,,
2018-02-14T04:44:38.993Z,54,14.5,,,,,
2018-02-14T04:44:49.063Z,54,14.5,,56.7,,,
2018-02-14T04:44:59.061Z,54,14.5,,,,,
2018-02-14T04:45:09.050Z,54,14.5,,,,,
2018-02-14T04:45:19.125Z,54,14.7,,56.8,,,30
2018-02-14T04:45:29.000Z,54,14.7,,,,,
2018-02-14T04:45:39.091Z,54,14.7,,,,,29
2018-02-14T04:45:49.165Z,54,14.7,,,,,
2018-02-14T04:45:59.041Z,54,14.7,,56.9,,,30
2018-02-14T04:46:09.201Z,54,14.7,,,,,29
2018-02-14T04:46:19.094Z,54,14.7,,,,,
2018-02-14T04:46:29.010Z,54,14.5,,,,,
2018-02-14T04:46:39.055Z,54,14.5,,57,,,29
2018-02-14T04:46:49.111Z,54,14.5,,,,,
2018-02-14T04:46:59.000Z,54,14.7,,,,,
2018-02-14T04:47:09.046Z,54,14.7,,,,,
2018-02-14T04:47:19.116Z,54,14.7,,57.1,,,30
2018-02-14T04:47:29.066Z,54,14.7,,,,,29
2018-02-14T04:47:39.103Z,54,14.8,,,,,
2018-02-14T04:47:49.075Z,54,14.7,,,,,
2018-02-14T04:47:59.003Z,54,14.7,,57.2,,,
2018-02-14T04:48:08.998Z,54,14.7,,,,,
2018-02-14T04:48:19.183Z,54,14.7,,,,,
2018-02-14T04:48:29.165Z,54,14.7,,,,,
2018-02-14T04:48:38.998Z,54,14.5,,57.3,,,
2018-02-14T04:48:49.037Z,54,14.7,,,,,30
2018-02-14T04:48:59.044Z,54,14.7,,,,,29
2018-02-14T04:49:09.078Z,54,14.7,,57.4,,,
2018-02-14T04:49:19.178Z,54,14.7,,,,,
2018-02-14T04:49:29.062Z,54,14.7,,,,,
2018-02-14T04:49:39.045Z,54,14.7,,,,,
2018-02-14T04:49:49.133Z,54,14.7,,,,,30
2018-02-14T04:49:59.034Z,54,14.7,,57.6,,,29
2018-02-14T04:50:08.997Z,54,14.7,,,,,
2018-02-14T04:50:19.159Z,54,14.7,,,,,
2018-02-14T04:50:29.048Z,54,14.7,,,,,
