Time,HwTSet,HwTOutlet,PrimTSet,PrimT,ChActive,HwActive,ActPow
2018-02-14T12:33:49.292Z,54,20.2,,,,,
2018-02-14T12:33:59.288Z,54,20.2,,61.8,,,
2018-02-14T12:34:11.319Z,54,20.2,,61.6,,,
2018-02-14T12:34:19.523Z,54,20.4,,61.8,,,
2018-02-14T12:34:29.387Z,54,20.2,,,,,
2018-02-14T12:34:39.355Z,54,20.4,,,,,
2018-02-14T12:34:49.257Z,54,20.1,,,,,
2018-02-14T12:34:59.258Z,54,20.2,,,,,
2018-02-14T12:35:09.467Z,54,20.2,,,,,
2018-02-14T12:35:19.400Z,54,20.4,,61.9,,,30
2018-02-14T12:35:29.994Z,54,20.2,,61.8,,,29
2018-02-14T12:35:39.374Z,54,20.2,,61.5,,,
2018-02-14T12:35:49.485Z,54,20.2,,61.6,,,
2018-02-14T12:35:59.403Z,54,20.1,,,,,
2018-02-14T12:36:09.509Z,54,20.1,,,,,
2018-02-14T12:36:19.453Z,54,20.2,,,,,
2018-02-14T12:36:33.331Z,54,20.2,,,,,
2018-02-14T12:36:39.989Z,54,20.2,,61.8,,,
2018-02-14T12:36:49.369Z,54,20.2,,,,,
2018-02-14T12:36:59.429Z,54,20.2,,,,,
2018-02-14T12:37:09.521Z,54,20.2,,,,,
2018-02-14T12:37:19.479Z,54,20,,,,,
2018-02-14T12:37:30.902Z,54,20.1,,61.9,,,
2018-02-14T12:37:39.419Z,54,20.2,,,,,
2018-02-14T12:37:49.380Z,54,20.2,,,,,
2018-02-14T12:37:59.808Z,54,20.1,,,,,
2018-02-14T12:38:09.291Z,54,20.1,,61.8,,,30
2018-02-14T12:38:19.401Z,54,20.1,,61.9,,,29
2018-02-14T12:38:29.275Z,54,20.2,,,,,
2018-02-14T12:38:43.325Z,54,20.2,,,,,
2018-02-14T12:38:49.572Z,54,20.1,,,,,
2018-02-14T12:39:02.267Z,54,20.1,,,,,
2018-02-14T12:39:09.537Z,54,20.4,,61.8,,,
2018-02-14T12:39:19.459Z,54,20.2,,61.9,,,
2018-02-14T12:39:30.658Z,54,20.1,,,,,
2018-02-14T12:39:39.344Z,54,20,,,,,
2018-02-14T12:39:49.389Z,54,20.2,,,,,
2018-02-14T12:39:59.476Z,54,20.2,,,,,
2018-02-14T12:40:09.263Z,54,20.2,,,,,
2018-02-14T12:40:19.404Z,54,20.2,,,,,
2018-02-14T12:40:29.263Z,54,20.4,,,,,
2018-02-14T12:40:39.283Z,54,20.4,,61.9,,,29
2018-02-14T12:40:49.436Z,54,20.1,,,,,
2018-02-14T12:40:59.269Z,54,20.1,,,,,30
2018-02-14T12:41:09.310Z,54,20.2,,,,,29
2018-02-14T12:41:19.408Z,54,20.1,,,,,
2018-02-14T12:41:29.304Z,54,20.1,,,,,
2018-02-14T12:41:39.273Z,54,20.1,,61.9,,,
2018-02-14T12:41:49.260Z,54,20,,61.9,,,
2018-02-14T12:41:59.281Z,54,20,,62,,,
2018-02-14T12:42:09.358Z,54,20,,,,,
2018-02-14T12:42:19.979Z,54,20.1,,61.9,,,29
2018-02-14T12:42:29.580Z,54,20.1,,62,,,
2018-02-14T12:42:40.118Z,54,20.2,,61.9,,,
2018-02-14T12:42:52.766Z,54,20.1,,62,,,
2018-02-14T12:42:59.330Z,54,20.1,,61.9,,,
2018-02-14T12:43:09.549Z,54,20.1,,62,,,
2018-02-14T12:43:19.403Z,54,20.2,,,,,
2018-02-14T12:43:29.266Z,54,20.1,,,,,
2018-02-14T12:43:39.429Z,54,20.1,,,,,
2018-02-14T12:43:49.289Z,54,20,,,,,
2018-02-14T12:43:59.303Z,54,20,,62.1,,,
2018-02-14T12:44:09.273Z,54,20.1,,62,,,
2018-02-14T12:44:19.508Z,54,20,,,,,
2018-02-14T12:44:29.295Z,54,20.1,,,,,
2018-02-14T12:44:39.428Z,54,20,,62.1,,,
2018-02-14T12:44:49.272Z,54,20,,,,,
2018-02-14T12:44:59.311Z,54,20.2,,,,,30
2018-02-14T12:45:09.272Z,54,20.1,,,,,29
2018-02-14T12:45:19.527Z,54,20,,,,,
2018-02-14T12:45:29.354Z,54,20,,,,,
2018-02-14T12:45:39.287Z,54,20,,61.9,,,29
2018-02-14T12:45:49.367Z,54,20,,62,,,30
2018-02-14T12:45:59.386Z,54,20,,,,,29
2018-02-14T12:46:09.430Z,54,20,,62,,,
2018-02-14T12:46:19.440Z,54,20,,,,,
2018-02-14T12:46:29.323Z,54,20.1,,,,,30
2018-02-14T12:46:39.284Z,54,20.2,,62.1,,,
2018-02-14T12:46:49.306Z,54,20.2,,62,,,29
2018-02-14T12:46:59.274Z,54,20.2,,62.1,,,
2018-02-14T12:47:09.358Z,54,20.2,,,,,
2018-02-14T12:47:19.382Z,54,20.2,,,,,
2018-02-14T12:47:29.269Z,54,20.2,,,,,30
2018-02-14T12:47:39.315Z,54,20.2,,,,,29
2018-02-14T12:47:49.364Z,54,20.1,,,,,
2018-02-14T12:47:59.414Z,54,20,,62.2,,,
2018-02-14T12:48:09.330Z,54,20.1,,,,,
2018-02-14T12:48:19.481Z,54,20.1,,,,,
2018-02-14T12:48:29.585Z,54,20,,,,,
2018-02-14T12:48:39.454Z,54,20,,,,,
2018-02-14T12:48:49.295Z,54,20.1,,,,,
2018-02-14T12:48:59.326Z,54,20.1,,,,,
2018-02-14T12:49:09.450Z,54,20,,,,,
2018-02-14T12:49:22.684Z,54,20,,,,,30
2018-02-14T12:49:29.268Z,54,20.1,,,,,29
2018-02-14T12:49:39.287Z,54,20,,62.1,,,
2018-02-14T12:49:49.312Z,54,20.2,,,,,
2018-02-14T12:49:59.348Z,54,20,,62.2,,,30
2018-02-14T12:50:14.583Z,54,20,,,,,29
2018-02-14T12:50:19.414Z,54,20.1,,,,,
2018-02-14T12:50:29.413Z,54,20.1,,,,,
2018-02-14T12:50:39.388Z,54,20.1,,,,,
2018-02-14T12:50:49.310Z,54,20.1,,,,,
2018-02-14T12:50:59.357Z,54,20.1,,,,,
2018-02-14T12:51:10.055Z,54,20.1,,,,,
2018-02-14T12:51:19.462Z,54,20.2,,,,,
2018-02-14T12:51:29.321Z,54,20,,62.4,,,
2018-02-14T12:51:39.267Z,54,20.2,,,,,30
2018-02-14T12:51:49.299Z,54,20.1,,,,,29
2018-02-14T12:51:59.274Z,54,20.1,,,,,
2018-02-14T12:52:09.357Z,54,20.1,,,,,
2018-02-14T12:52:19.553Z,54,20.1,,,,,
2018-02-14T12:52:29.358Z,54,20.1,,,,,
2018-02-14T12:52:39.281Z,54,20.1,,62.2,,,
2018-02-14T12:52:49.535Z,54,20.1,,,,,
2018-02-14T12:52:59.267Z,54,20.2,,62.4,,,
2018-02-14T12:53:09.366Z,54,20.2,,,,,30
2018-02-14T12:53:19.676Z,54,20.2,,,,,29
2018-02-14T12:53:29.311Z,54,20.1,,,,,
2018-02-14T12:53:39.284Z,54,20,,,,,
2018-02-14T12:53:49.279Z,54,20.1,,62.1,,,30
2018-02-14T12:53:59.377Z,54,20.1,,62.2,,,29
2018-02-14T12:54:09.300Z,54,20.1,,,,,
2018-02-14T12:54:19.397Z,54,20.1,,62.1,,,30
2018-02-14T12:54:29.322Z,54,20,,62.2,,,29
2018-02-14T12:54:39.313Z,54,20.1,,,,,
2018-02-14T12:54:50.444Z,54,20.2,,,,,
2018-02-14T12:55:06.644Z,54,20.1,,62.4,,,
2018-02-14T12:55:09.907Z,54,20.1,,,,,30
2018-02-14T12:55:19.503Z,54,20.1,,,,,29
2018-02-14T12:55:29.466Z,54,20.1,,,,,30
2018-02-14T12:55:39.289Z,54,20.4,,62.2,,,29
2018-02-14T12:55:55.754Z,54,20.2,,,,,30
2018-02-14T12:56:04.910Z,54,20.2,,,,,29
2018-02-14T12:56:09.373Z,54,20.1,,,,,
2018-02-14T12:56:19.446Z,54,20.1,,,,,
2018-02-14T12:56:29.341Z,54,20.1,,,,,
2018-02-14T12:56:39.351Z,54,20,,,,,
2018-02-14T12:56:49.312Z,54,19.8,,,,,
2018-02-14T12:56:59.276Z,54,20,,,,,
2018-02-14T12:57:11.095Z,54,20,,,,,
2018-02-14T12:57:21.566Z,54,20.1,,,,,
2018-02-14T12:57:30.386Z,54,20.1,,,,,30
2018-02-14T12:57:39.313Z,54,20.1,,,,,29
2018-02-14T12:57:49.380Z,54,20.1,,62.1,,,
2018-02-14T12:57:59.284Z,54,20.1,,,,,
2018-02-14T12:58:09.270Z,54,20.1,,62.2,,,
2018-02-14T12:58:19.611Z,54,20.1,,,,,
2018-02-14T12:58:29.288Z,54,20.1,,,,,
2018-02-14T12:58:39.277Z,54,20,,,,,
2018-02-14T12:58:49.351Z,54,20.1,,,,,30
2018-02-14T12:58:59.279Z,54,20,,,,,29
2018-02-14T12:59:09.310Z,54,20,,,,,
2018-02-14T12:59:19.458Z,54,20.1,,,,,
2018-02-14T12:59:29.407Z,54,20,,,,,30
2018-02-14T12:59:39.333Z,54,20.1,,,,,29
2018-02-14T12:59:49.293Z,54,20.1,,,,,
2018-02-14T12:59:59.292Z,54,20.2,,,,,
2018-02-14T13:00:09.439Z,54,20.1,,62.1,,,
2018-02-14T13:00:19.375Z,54,20.1,,,,,30
2018-02-14T13:00:29.396Z,54,20.1,,,,,29
2018-02-14T13:00:39.433Z,54,20.2,,,,,
2018-02-14T13:00:50.723Z,54,20.1,,,,,
2018-02-14T13:01:00.983Z,54,20.1,,,,,
2018-02-14T13:01:09.498Z,54,20.1,,,,,
2018-02-14T13:01:19.659Z,54,20.1,,,,,30
2018-02-14T13:01:29.283Z,54,20.2,,62,,,
2018-02-14T13:01:39.363Z,54,20.1,,,,,29
2018-02-14T13:01:49.497Z,54,20.1,,,,,
2018-02-14T13:01:59.347Z,54,20,,61.9,,,
2018-02-14T13:02:12.633Z,54,20.2,,,,,
2018-02-14T13:02:25.772Z,54,20.1,,,,,
2018-02-14T13:02:29.660Z,54,20.2,,,,,
2018-02-14T13:02:40.080Z,54,20.2,,,,,
2018-02-14T13:02:49.309Z,54,20.1,,,,,
2018-02-14T13:02:59.324Z,54,20.1,,61.8,,,
2018-02-14T13:03:09.279Z,54,20.1,,,,,
2018-02-14T13:03:19.380Z,54,20.2,,,,,
2018-02-14T13:03:29.352Z,54,19.8,,,,,
2018-02-14T13:03:39.286Z,54,20,,,,,
2018-02-14T13:03:49.292Z,54,20,,61.6,,,
2018-02-14T13:04:01.688Z,54,20,,,,,
2018-02-14T13:04:10.463Z,54,20.1,,,,,
2018-02-14T13:04:19.673Z,54,20.1,,,,,
2018-02-14T13:04:29.285Z,54,20.1,,,,,
2018-02-14T13:04:39.283Z,54,20.1,,61.5,,,
2018-02-14T13:04:49.314Z,54,20,,,,,
2018-02-14T13:04:59.299Z,54,20,,,,,30
2018-02-14T13:05:09.285Z,54,20.1,,,,,29
2018-02-14T13:05:19.374Z,54,20.1,,,,,
2018-02-14T13:05:29.277Z,54,20.1,,,,,30
2018-02-14T13:05:40.383Z,54,20.1,,,,,29
2018-02-14T13:05:49.305Z,54,20,,,,,30
2018-02-14T13:05:59.313Z,54,20,,,,,29
2018-02-14T13:06:09.372Z,54,20.1,,,,,30
2018-02-14T13:06:19.651Z,54,20.1,,,,,29
2018-02-14T13:06:29.321Z,54,20.2,,,,,
2018-02-14T13:06:42.112Z,54,20.1,,,,,
2018-02-14T13:06:50.854Z,54,20,,,,,
2018-02-14T13:06:59.443Z,54,20,,,,,
2018-02-14T13:07:09.503Z,54,20,,61.4,,,
2018-02-14T13:07:19.526Z,54,19.8,,61.5,,,
2018-02-14T13:07:29.350Z,54,19.8,,,,,
2018-02-14T13:07:39.428Z,54,20,,,,,
2018-02-14T13:07:49.321Z,54,20,,,,,
2018-02-14T13:07:59.305Z,54,19.8,,,,,
2018-02-14T13:08:09.293Z,54,20.1,,,,,
2018-02-14T13:08:19.415Z,54,20.1,,,,,
2018-02-14T13:08:29.318Z,54,20,,,,,
2018-02-14T13:08:39.633Z,54,20,,,,,
2018-02-14T13:08:49.341Z,54,20,,,,,
2018-02-14T13:08:59.470Z,54,19.8,,,,,30
2018-02-14T13:09:09.387Z,54,20.1,,,,,29
2018-02-14T13:09:19.522Z,54,20,,,,,30
2018-02-14T13:09:29.461Z,54,20.1,,,,,29
2018-02-14T13:09:39.391Z,54,20,,,,,30
2018-02-14T13:09:50.102Z,54,20,,61.6,,,29
2018-02-14T13:09:59.343Z,54,20.1,,,,,
2018-02-14T13:10:10.462Z,54,20,,,,,
2018-02-14T13:10:19.459Z,54,20.1,,61.4,,,30
2018-02-14T13:10:29.338Z,54,20.2,,,,,29
2018-02-14T13:10:39.942Z,54,20,,,,,30
2018-02-14T13:10:49.351Z,54,20.1,,61.5,,,29
2018-02-14T13:10:59.371Z,54,20.2,,,,,
2018-02-14T13:11:09.318Z,54,20.2,,,,,
2018-02-14T13:11:19.439Z,54,20.1,,,,,
2018-02-14T13:11:29.359Z,54,20.1,,,,,
2018-02-14T13:11:39.348Z,54,20,,61.6,,,
2018-02-14T13:11:49.348Z,54,20,,,,,
2018-02-14T13:11:59.373Z,54,20,,,,,30
2018-02-14T13:12:09.334Z,54,20,,,,,29
2018-02-14T13:12:19.444Z,54,20,,,,,
2018-02-14T13:12:29.281Z,54,20.1,,,,,
2018-02-14T13:12:39.314Z,54,20.1,,,,,
2018-02-14T13:12:49.305Z,54,20,,,,,
2018-02-14T13:12:59.418Z,54,20,,61.8,,,30
2018-02-14T13:13:09.379Z,54,20.1,,,,,29
2018-02-14T13:13:19.537Z,54,20,,,,,30
2018-02-14T13:13:29.392Z,54,20,,,,,29
2018-02-14T13:13:39.390Z,54,20,,,,,
2018-02-14T13:13:51.116Z,54,20.1,,,,,30
2018-02-14T13:13:59.328Z,54,20.2,,,,,29
2018-02-14T13:14:09.347Z,54,20.2,,,,,
2018-02-14T13:14:19.381Z,54,20.2,,,,,
2018-02-14T13:14:29.370Z,54,20.5,,,,,
2018-02-14T13:14:39.363Z,54,20.5,,,,,
2018-02-14T13:14:49.283Z,54,20.4,,,,,
2018-02-14T13:14:59.300Z,54,20.5,,61.9,,,
2018-02-14T13:15:09.337Z,54,20.4,,,,,
2018-02-14T13:15:19.413Z,54,20.1,,,,,
2018-02-14T13:15:29.282Z,54,20,,,,,
2018-02-14T13:15:39.336Z,54,19.8,,,,,
2018-02-14T13:15:54.526Z,54,19.8,,,,,30
2018-02-14T13:15:59.293Z,54,19.8,,61.8,,,29
2018-02-14T13:16:16.349Z,54,19.8,,,,,
2018-02-14T13:16:21.821Z,54,19.8,,61.9,,,30
2018-02-14T13:16:30.498Z,54,19.8,,61.8,,,29
2018-02-14T13:16:40.793Z,54,20,,,,,
2018-02-14T13:16:51.838Z,54,19.8,,61.9,,,
2018-02-14T13:17:02.037Z,54,19.8,,,,,
2018-02-14T13:17:09.885Z,54,19.8,,,,,
2018-02-14T13:17:19.535Z,54,19.8,,61.8,,,
2018-02-14T13:17:29.420Z,54,19.8,,,,,
2018-02-14T13:17:39.411Z,54,19.7,,,,,
2018-02-14T13:17:49.331Z,54,19.8,,61.9,,,
2018-02-14T13:17:59.306Z,54,19.8,,61.8,,,
2018-02-14T13:18:09.379Z,54,20,,,,,30
2018-02-14T13:18:19.678Z,54,19.8,,61.9,,,29
2018-02-14T13:18:29.286Z,54,19.8,,,,,
2018-02-14T13:18:39.371Z,54,19.8,,,,,
2018-02-14T13:18:49.351Z,54,20,,,,,
2018-02-14T13:18:59.347Z,54,20.1,,,,,
2018-02-14T13:19:09.371Z,54,20,,62,,,
2018-02-14T13:19:19.448Z,54,20,,62,,,30
2018-02-14T13:19:34.384Z,54,19.8,,62,,,30
2018-02-14T13:19:39.333Z,54,19.8,,62,,,29
2018-02-14T13:19:49.550Z,54,20,,61.9,,,29
2018-02-14T13:19:59.333Z,54,19.8,,,,,
2018-02-14T13:20:09.435Z,54,20,,,,,
2018-02-14T13:20:19.408Z,54,19.8,,,,,
2018-02-14T13:20:29.346Z,54,20,,,,,
2018-02-14T13:20:39.289Z,54,19.8,,,,,
2018-02-14T13:20:52.405Z,54,20,,,,,
2018-02-14T13:21:00.612Z,54,20,,62,,,
2018-02-14T13:21:12.704Z,54,20,,62,,,30
2018-02-14T13:21:23.717Z,54,20,,,,,29
2018-02-14T13:21:37.224Z,54,20.1,,,,,
2018-02-14T13:21:41.973Z,54,20.1,,,,,
2018-02-14T13:21:49.394Z,54,20,,,,,
2018-02-14T13:21:59.518Z,54,20,,,,,
2018-02-14T13:22:09.402Z,54,19.8,,,,,
2018-02-14T13:22:19.443Z,54,20,,61.9,,,29
2018-02-14T13:22:29.355Z,54,20.1,,62,,,
2018-02-14T13:22:39.287Z,54,20,61,61.9,1,0,29
2018-02-14T13:22:49.288Z,54,20,,62,,,29
2018-02-14T13:22:59.311Z,54,19.8,,,,,30
2018-02-14T13:23:09.312Z,54,20,,,,,29
2018-02-14T13:23:19.398Z,54,20,,,,,
2018-02-14T13:23:29.361Z,54,20,,,,,30
2018-02-14T13:23:39.495Z,54,19.8,,,,,29
2018-02-14T13:23:49.291Z,54,20.1,,62.1,,,30
2018-02-14T13:23:59.304Z,54,20.1,,62,,,29
2018-02-14T13:24:09.437Z,54,20.1,,61.9,,,29
2018-02-14T13:24:19.446Z,54,20.1,,62,,,
2018-02-14T13:24:29.504Z,54,20.1,,61.9,,,29
2018-02-14T13:24:39.343Z,54,20.1,,62,,,
2018-02-14T13:24:49.314Z,54,20,,61.9,,,30
2018-02-14T13:25:04.400Z,54,20,,,,,29
2018-02-14T13:25:14.407Z,54,20,,62,,,29
2018-02-14T13:25:19.507Z,54,20.1,,,,,30
2018-02-14T13:25:29.331Z,54,20.1,,,,,29
2018-02-14T13:25:39.299Z,54,20,,62.1,,,
2018-02-14T13:25:49.304Z,54,20,,,,,
2018-02-14T13:25:59.365Z,54,20.1,,62,,,
2018-02-14T13:26:19.505Z,54,20.1,,,,,
2018-02-14T13:26:19.642Z,54,20.1,,,,,
2018-02-14T13:26:29.299Z,54,20,,,,,
2018-02-14T13:26:39.292Z,54,20,,62.1,,,
2018-02-14T13:26:49.333Z,54,20.1,,,,,
2018-02-14T13:26:59.305Z,54,20,,,,,
2018-02-14T13:27:09.410Z,54,20.1,,,,,
2018-02-14T13:27:19.402Z,54,20.2,,,,,
2018-02-14T13:27:29.397Z,54,20.4,,,,,
2018-02-14T13:27:39.438Z,54,20.2,,62.2,,,30
2018-02-14T13:27:49.304Z,54,20.2,,,,,
2018-02-14T13:27:59.346Z,54,20.2,,,,,29
2018-02-14T13:28:09.317Z,54,20.2,,,,,30
2018-02-14T13:28:19.429Z,54,20.2,,,,,
2018-02-14T13:28:34.489Z,54,20.2,,,,,29
2018-02-14T13:28:39.369Z,54,20.1,,,,,
2018-02-14T13:28:49.342Z,54,20.2,,62.4,,,
2018-02-14T13:28:59.397Z,54,20.2,,62.2,,,
2018-02-14T13:29:09.309Z,54,20,,,,,
2018-02-14T13:29:19.399Z,54,19.8,,62.4,,,
2018-02-14T13:29:29.325Z,54,20.1,,,,,
2018-02-14T13:29:39.348Z,54,20.1,,,,,
2018-02-14T13:29:49.539Z,54,20.2,,,,,
2018-02-14T13:29:59.477Z,54,20,,,,,30
2018-02-14T13:30:09.424Z,54,20,,,,,29
2018-02-14T13:30:19.693Z,54,20.1,,,,,30
2018-02-14T13:30:29.302Z,54,20.1,,,,,29
2018-02-14T13:30:39.371Z,54,20.1,,62.5,,,
2018-02-14T13:30:49.401Z,54,20.1,,,,,
2018-02-14T13:30:59.297Z,54,20,,,,,
2018-02-14T13:31:09.292Z,54,20.1,,,,,
2018-02-14T13:31:19.401Z,54,20.1,,,,,
2018-02-14T13:31:29.416Z,54,20,,,,,
2018-02-14T13:31:39.340Z,54,20.2,,,,,
2018-02-14T13:31:49.463Z,54,20.1,,,,,
2018-02-14T13:31:59.291Z,54,20.1,,,,,
2018-02-14T13:32:09.335Z,54,20,,,,,
2018-02-14T13:32:19.517Z,54,20.1,,,,,
2018-02-14T13:32:29.304Z,54,20.4,,,,,
2018-02-14T13:32:39.347Z,54,20.2,,,,,
2018-02-14T13:32:49.301Z,54,20.1,,,,,
2018-02-14T13:32:59.296Z,54,20.1,,,,,
2018-02-14T13:33:09.357Z,54,20.1,,,,,
2018-02-14T13:33:19.584Z,54,20.1,,,,,
2018-02-14T13:33:29.316Z,54,20,,,,,30
2018-02-14T13:33:44.536Z,54,19.8,,,,,
2018-02-14T13:33:49.373Z,54,20.1,,62.6,,,29
2018-02-14T13:33:59.314Z,54,20.1,,62.5,,,
2018-02-14T13:34:09.353Z,54,20.2,,,,,
2018-02-14T13:34:19.402Z,54,20.1,,,,,
2018-02-14T13:34:29.382Z,54,20.2,,,,,
2018-02-14T13:34:39.293Z,54,20.1,,62.4,,,
2018-02-14T13:34:49.302Z,54,20.2,,,,,30
2018-02-14T13:34:59.427Z,54,20,,,,,
2018-02-14T13:35:09.387Z,54,20.1,,62.2,,,29
2018-02-14T13:35:19.424Z,54,20.1,,62.4,,,
2018-02-14T13:35:29.298Z,54,20.1,,,,,
2018-02-14T13:35:39.413Z,54,20,,,,,
2018-02-14T13:35:49.485Z,54,20.1,,,,,
2018-02-14T13:35:59.424Z,54,20.2,,62.5,,,
2018-02-14T13:36:09.298Z,54,20.1,,,,,30
2018-02-14T13:36:19.407Z,54,20.1,,,,,29
2018-02-14T13:36:29.375Z,54,20.2,,,,,
2018-02-14T13:36:39.372Z,54,20.2,,,,,
2018-02-14T13:36:49.294Z,54,20.2,,,,,
2018-02-14T13:36:59.410Z,54,20.1,,,,,
2018-02-14T13:37:09.346Z,54,20.1,,,,,
2018-02-14T13:37:19.425Z,54,20.1,,,,,30
2018-02-14T13:37:29.381Z,54,20.2,,,,,29
2018-02-14T13:37:39.331Z,54,20.1,,,,,
2018-02-14T13:37:49.313Z,54,20.2,,,,,30
2018-02-14T13:37:59.358Z,54,20.2,,,,,29
2018-02-14T13:38:09.324Z,54,20.2,,,,,
2018-02-14T13:38:19.517Z,54,20,,,,,
2018-02-14T13:38:29.376Z,54,20.1,,62.6,,,
2018-02-14T13:38:39.312Z,54,20.2,,62.5,,,
2018-02-14T13:38:49.299Z,54,20.2,,62.6,,,
2018-02-14T13:38:59.415Z,54,20.1,,,,,
2018-02-14T13:39:09.456Z,54,20.1,,62.5,,,
2018-02-14T13:39:19.549Z,54,20.1,,62.6,,,
2018-02-14T13:39:29.393Z,54,20.2,,,,,30
2018-02-14T13:39:39.623Z,54,20.2,,,,,29
2018-02-14T13:39:49.297Z,54,20,,,,,
2018-02-14T13:39:59.377Z,54,20.1,,,,,
2018-02-14T13:40:09.315Z,54,20,,,,,
2018-02-14T13:40:19.575Z,54,19.8,,,,,
2018-02-14T13:40:29.307Z,54,20.1,,62.7,,,
2018-02-14T13:40:39.392Z,54,20.2,,,,,
2018-02-14T13:40:49.301Z,54,20.2,,,,,
2018-02-14T13:40:59.295Z,54,20.4,,,,,
2018-02-14T13:41:09.321Z,54,20.1,,,,,
2018-02-14T13:41:19.412Z,54,20.1,,62.6,,,
2018-02-14T13:41:29.444Z,54,20.1,,,,,
2018-02-14T13:41:39.297Z,54,20.1,,62.7,,,30
2018-02-14T13:41:49.303Z,54,20,,62.6,,,29
2018-02-14T13:41:59.325Z,54,20.1,,62.7,,,
2018-02-14T13:42:09.333Z,54,20.1,,62.6,,,
2018-02-14T13:42:19.487Z,54,20.1,,62.5,,,
2018-02-14T13:42:29.500Z,54,20.1,,62.6,,,
2018-02-14T13:42:39.414Z,54,20.2,,,,,
2018-02-14T13:42:49.463Z,54,20.2,,,,,
2018-02-14T13:42:59.344Z,54,20.1,,,,,
2018-02-14T13:43:09.465Z,54,20,,,,,
2018-02-14T13:43:19.474Z,54,20,,,,,
2018-02-14T13:43:29.326Z,54,20.1,,,,,
2018-02-14T13:43:39.307Z,54,20.1,,62.5,,,
2018-02-14T13:43:49.341Z,54,20.1,,62.6,,,
2018-02-14T13:43:59.348Z,54,20.2,,,,,
2018-02-14T13:44:09.333Z,54,20.1,,,,,
2018-02-14T13:44:19.538Z,54,20.2,,,,,
2018-02-14T13:44:29.306Z,54,20.2,,,,,
2018-02-14T13:44:39.354Z,54,20.1,,,,,
2018-02-14T13:44:49.658Z,54,20.2,,,,,30
2018-02-14T13:44:59.328Z,54,20.2,,,,,29
2018-02-14T13:45:09.450Z,54,20.1,,,,,30
2018-02-14T13:45:19.665Z,54,20.1,,,,,29
2018-02-14T13:45:29.357Z,54,20.2,,,,,
2018-02-14T13:45:39.388Z,54,20.2,,62.7,,,
2018-02-14T13:45:49.299Z,54,20.1,,,,,
2018-02-14T13:45:59.306Z,54,20.1,,62.6,,,
2018-02-14T13:46:09.339Z,54,20.1,,,,,
2018-02-14T13:46:19.472Z,54,20.1,,62.7,,,
2018-02-14T13:46:29.345Z,54,20.1,,,,,
2018-02-14T13:46:39.406Z,54,20,,62.5,,,30
2018-02-14T13:46:49.400Z,54,20.1,,62.6,,,29
2018-02-14T13:46:59.301Z,54,20.2,,,,,
2018-02-14T13:47:09.335Z,54,20.2,,,,,30
2018-02-14T13:47:19.472Z,54,20.2,,62.7,,,29
2018-02-14T13:47:29.300Z,54,20.2,,,,,
2018-02-14T13:47:39.308Z,54,20.1,,,,,
2018-02-14T13:47:49.448Z,54,20.2,,62.6,,,30
2018-02-14T13:47:59.305Z,54,20.1,,62.7,,,29
2018-02-14T13:48:09.368Z,54,20.2,,,,,
2018-02-14T13:48:19.538Z,54,20.2,,,,,
2018-02-14T13:48:29.309Z,54,20.2,,62.6,,,
2018-02-14T13:48:39.306Z,54,20.4,,,,,
2018-02-14T13:48:49.317Z,54,20.1,,62.7,,,
2018-02-14T13:48:59.363Z,54,20.1,,,,,
2018-02-14T13:49:09.346Z,54,20.1,,,,,
2018-02-14T13:49:19.453Z,54,20,,,,,
2018-02-14T13:49:29.334Z,54,20.1,,,,,
2018-02-14T13:49:39.330Z,54,20.1,,62.8,,,
2018-02-14T13:49:49.347Z,54,20,,,,,
2018-02-14T13:49:59.408Z,54,20.2,,,,,
2018-02-14T13:50:09.340Z,54,20.2,,,,,
2018-02-14T13:50:19.444Z,54,20.2,,,,,
2018-02-14T13:50:29.304Z,54,20.4,,,,,
2018-02-14T13:50:39.392Z,54,20.2,,,,,
2018-02-14T13:50:49.349Z,54,20.2,,,,,
2018-02-14T13:50:59.302Z,54,20.2,,,,,30
2018-02-14T13:51:09.351Z,54,20.4,,,,,29
2018-02-14T13:51:19.452Z,54,20.4,,,,,
2018-02-14T13:51:29.370Z,54,20.2,,,,,
2018-02-14T13:51:39.312Z,54,20.1,,,,,
2018-02-14T13:51:49.300Z,54,20.2,,,,,
2018-02-14T13:51:59.313Z,54,20.2,,,,,30
2018-02-14T13:52:09.437Z,54,20.2,,,,,29
2018-02-14T13:52:19.541Z,54,20.4,,,,,30
2018-02-14T13:52:29.313Z,54,20.2,,,,,29
2018-02-14T13:52:39.465Z,54,20.4,,62.7,,,
2018-02-14T13:52:49.318Z,54,20.1,,,,,
2018-02-14T13:52:59.463Z,54,20.1,,62.8,,,
2018-02-14T13:53:09.356Z,54,20.2,,62.7,,,
2018-02-14T13:53:19.472Z,54,20.2,,62.8,,,
2018-02-14T13:53:39.309Z,54,20.2,,,,,
2018-02-14T13:53:49.474Z,54,20.2,,,,,
2018-02-14T13:53:59.525Z,54,20.2,,,,,
2018-02-14T13:54:09.455Z,54,20.1,,,,,
2018-02-14T13:54:19.447Z,54,20.1,,,,,
2018-02-14T13:54:29.334Z,54,20.1,,62.7,,,
2018-02-14T13:54:39.310Z,54,20.2,,62.8,,,
2018-02-14T13:54:49.320Z,54,20,,,,,
2018-02-14T13:54:59.382Z,54,20.1,,62.7,,,
2018-02-14T13:55:09.313Z,54,20.1,,,,,
