Time,ChActive,PrimTSet,HwActive,HwTSet,PrimT,HwTOutlet,ActPow
2017-11-29T00:00:04.534Z,,,,54,56.5,34.1,
2017-11-29T00:00:14.527Z,,,,54,56.6,34.1,30
2017-11-29T00:00:29.660Z,,,,54,56.7,34.1,
2017-11-29T00:00:34.528Z,,,,54,57,34.1,31
2017-11-29T00:00:44.530Z,,,,54,57.1,34.1,30
2017-11-29T00:00:54.531Z,,,,54,,34.1,29
2017-11-29T00:01:04.568Z,,,,54,57.2,34,30
2017-11-29T00:01:19.661Z,,,,54,,34.1,29
2017-11-29T00:01:24.528Z,,,,54,57.3,34.1,30
2017-11-29T00:01:34.537Z,,,,54,57.4,34.1,29
2017-11-29T00:01:44.528Z,,,,54,57.6,34.1,
2017-11-29T00:01:54.531Z,,,,54,57.7,34.1,30
2017-11-29T00:02:04.533Z,,,,54,58,34.1,31
2017-11-29T00:02:14.535Z,,,,54,,34.1,29
2017-11-29T00:02:24.534Z,,,,54,,34.1,
2017-11-29T00:02:34.527Z,,,,54,58.1,34.1,30
2017-11-29T00:02:44.532Z,,,,54,58.2,34.1,31
2017-11-29T00:02:54.525Z,,,,54,58.4,34.1,
2017-11-29T00:03:04.527Z,,,,54,58.5,34.1,29
2017-11-29T00:03:14.532Z,,,,54,,34.1,
2017-11-29T00:03:24.529Z,,,,54,,34.1,
2017-11-29T00:03:34.532Z,,,,54,58.6,34.1,30
2017-11-29T00:03:44.530Z,,,,54,58.7,34.1,
2017-11-29T00:03:54.529Z,,,,54,58.8,34.1,31
2017-11-29T00:04:04.529Z,,,,54,59,34.1,
2017-11-29T00:04:14.532Z,,,,54,,34.1,
2017-11-29T00:04:24.532Z,,,,54,59.1,34.1,
2017-11-29T00:04:34.527Z,,,,54,59.3,34.1,
2017-11-29T00:04:44.532Z,,,,54,59.4,34.1,
2017-11-29T00:04:54.534Z,,,,54,59.5,34.1,29
2017-11-29T00:05:04.531Z,,,,54,59.4,34.2,
2017-11-29T00:05:14.531Z,,,,54,,34.2,30
2017-11-29T00:05:24.528Z,,,,54,59.5,34.2,29
2017-11-29T00:05:34.534Z,,,,54,,34.2,
2017-11-29T00:05:49.618Z,,,,54,,34.2,
2017-11-29T00:05:54.528Z,,,,54,59.6,34.2,30
2017-11-29T00:06:04.533Z,,,,54,59.7,34.2,29
2017-11-29T00:06:14.532Z,,,,54,,34.2,
2017-11-29T00:06:24.536Z,,,,54,,34.2,
2017-11-29T00:06:34.534Z,,,,54,,34.2,
2017-11-29T00:06:44.534Z,,,,54,59.8,34.3,30
2017-11-29T00:06:54.528Z,,,,54,,34.3,29
2017-11-29T00:07:04.535Z,,,,54,59.9,34.3,30
2017-11-29T00:07:14.534Z,,,,54,60,34.3,29
2017-11-29T00:07:24.528Z,,,,54,,34.3,
2017-11-29T00:07:34.532Z,,,,54,,34.3,
2017-11-29T00:07:44.530Z,,,,54,60.1,34.3,
2017-11-29T00:07:54.537Z,,,,54,,34.3,
2017-11-29T00:08:04.536Z,,,,54,60.2,34.4,30
2017-11-29T00:08:14.530Z,,,,54,60.4,34.4,29
2017-11-29T00:08:24.532Z,,,,54,,34.4,
2017-11-29T00:08:34.540Z,,,,54,,34.4,
2017-11-29T00:08:44.534Z,,,,54,60.5,34.4,
2017-11-29T00:08:54.536Z,,,,54,60.6,34.4,
2017-11-29T00:09:09.629Z,,,,54,,34.4,
2017-11-29T00:09:14.533Z,,,,54,60.7,34.4,
2017-11-29T00:09:24.681Z,,,,54,,34.4,
2017-11-29T00:09:34.539Z,,,,54,60.8,34.5,
2017-11-29T00:09:44.535Z,,,,54,,34.5,
2017-11-29T00:09:54.539Z,,,,54,60.9,34.5,30
2017-11-29T00:10:04.534Z,,,,54,,34.5,
2017-11-29T00:10:14.532Z,,,,54,61.1,34.5,29
2017-11-29T00:10:24.541Z,,,,54,,34.5,30
2017-11-29T00:10:34.534Z,,,,54,61.2,34.5,29
2017-11-29T00:10:44.535Z,,,,54,,34.5,
2017-11-29T00:10:54.535Z,,,,54,61.3,34.6,
2017-11-29T00:11:09.629Z,,,,54,,34.6,
2017-11-29T00:11:14.533Z,,,,54,61.4,34.6,
2017-11-29T00:11:24.650Z,,,,54,,34.6,
2017-11-29T00:11:34.537Z,,,,54,61.5,34.6,
2017-11-29T00:11:44.536Z,,,,54,,34.7,
2017-11-29T00:11:54.535Z,,,,54,,34.7,
2017-11-29T00:12:04.540Z,,,,54,61.6,34.7,
2017-11-29T00:12:14.534Z,,,,54,,34.7,30
2017-11-29T00:12:24.534Z,,,,54,,34.7,29
2017-11-29T00:12:34.532Z,,,,54,61.8,34.7,
2017-11-29T00:12:44.535Z,,,,54,,34.7,30
2017-11-29T00:12:54.534Z,,,,54,61.9,34.7,29
2017-11-29T00:13:04.538Z,,,,54,,34.8,
2017-11-29T00:13:14.543Z,,,,54,62,34.8,
2017-11-29T00:13:24.541Z,,,,54,,34.8,
2017-11-29T00:13:34.537Z,,,,54,,34.8,
2017-11-29T00:13:44.535Z,,,,54,62.1,34.8,
2017-11-29T00:13:54.536Z,,,,54,,34.8,
2017-11-29T00:14:04.536Z,,,,54,,34.9,
2017-11-29T00:14:14.533Z,,,,54,62.2,34.9,
2017-11-29T00:14:24.538Z,,,,54,,34.9,30
2017-11-29T00:14:34.532Z,,,,54,62.4,34.9,29
2017-11-29T00:14:44.539Z,,,,54,,34.9,30
2017-11-29T00:14:54.540Z,,,,54,,34.9,29
2017-11-29T00:15:04.538Z,,,,54,62.5,34.9,
2017-11-29T00:15:14.536Z,,,,54,,35.1,
2017-11-29T00:15:24.534Z,,,,54,,35.1,30
2017-11-29T00:15:34.538Z,,,,54,62.6,35.1,29
2017-11-29T00:15:44.536Z,,,,54,,35.1,
2017-11-29T00:15:54.537Z,,,,54,,35.1,
2017-11-29T00:16:04.535Z,,,,54,62.7,35.1,
2017-11-29T00:16:14.540Z,,,,54,,35.2,
2017-11-29T00:16:24.540Z,,,,54,,35.2,
2017-11-29T00:16:34.538Z,,,,54,62.8,35.2,
2017-11-29T00:16:44.539Z,,,,54,,35.2,
2017-11-29T00:16:54.540Z,,,,54,,35.2,
2017-11-29T00:17:04.535Z,,,,54,,35.2,30
2017-11-29T00:17:14.534Z,,,,54,62.9,35.3,29
2017-11-29T00:17:24.534Z,,,,54,,35.3,
2017-11-29T00:17:34.536Z,,,,54,,35.3,30
2017-11-29T00:17:44.536Z,1,,0,54,61.9,35.3,0
2017-11-29T00:17:54.541Z,,,,54,59.8,35.3,
2017-11-29T00:18:04.542Z,,,,54,58.8,35.3,
2017-11-29T00:18:14.539Z,,,,54,57.9,35.3,
2017-11-29T00:18:24.543Z,,,,54,56.9,35.4,
2017-11-29T00:18:34.545Z,,,,54,56.6,35.4,
2017-11-29T00:18:44.541Z,,,,54,55.9,35.4,
2017-11-29T00:18:54.543Z,,,,54,55.3,35.4,
2017-11-29T00:19:04.542Z,,,,54,54.8,35.4,
2017-11-29T00:19:14.541Z,,,,54,54.3,35.4,
2017-11-29T00:19:24.543Z,,,,54,53.8,35.4,
2017-11-29T00:19:34.544Z,,,,54,53.4,35.5,
2017-11-29T00:19:49.633Z,,,,54,52.9,35.5,
2017-11-29T00:19:54.543Z,,,,54,52.7,35.5,
2017-11-29T00:20:04.543Z,,,,54,52.2,35.5,
2017-11-29T00:20:14.537Z,,,,54,51.9,35.5,
2017-11-29T00:20:24.538Z,,,,54,51.7,35.5,
2017-11-29T00:20:34.591Z,,,,54,51.4,35.5,
2017-11-29T00:20:44.539Z,,,,54,51.2,35.5,
2017-11-29T00:20:54.539Z,,,,54,,35.5,
2017-11-29T00:21:04.540Z,,,,54,51.1,35.5,
2017-11-29T00:21:14.543Z,,,,54,,35.5,
2017-11-29T00:21:24.541Z,,,,54,,35.5,
2017-11-29T00:21:34.546Z,,,,54,51,35.5,
2017-11-29T00:21:44.537Z,,,,54,,35.5,
2017-11-29T00:21:54.537Z,1,,0,54,52.6,35.5,43
2017-11-29T00:22:04.538Z,,,,54,57,35.5,33
2017-11-29T00:22:14.546Z,,,,54,56.9,35.5,29
2017-11-29T00:22:24.541Z,,,,54,56,35.5,30
2017-11-29T00:22:34.541Z,,,,54,57,35.5,29
2017-11-29T00:22:44.538Z,,,,54,57.2,35.5,
2017-11-29T00:22:54.541Z,,,,54,57.4,35.5,30
2017-11-29T00:23:04.545Z,,,,54,57.7,35.5,29
2017-11-29T00:23:14.547Z,,,,54,57.8,35.5,
2017-11-29T00:23:24.546Z,,,,54,58,35.5,
2017-11-29T00:23:34.542Z,,,,54,,35.5,
2017-11-29T00:23:44.547Z,,,,54,58.1,35.5,
2017-11-29T00:23:54.550Z,,,,54,58.2,35.5,30
2017-11-29T00:24:04.551Z,,,,54,58.3,35.5,29
2017-11-29T00:24:14.549Z,,,,54,58.4,35.5,
2017-11-29T00:24:24.546Z,,,,54,58.5,35.5,
2017-11-29T00:24:34.545Z,,,,54,58.6,35.5,30
2017-11-29T00:24:44.539Z,,,,54,58.7,35.5,29
2017-11-29T00:24:54.543Z,,,,54,58.8,35.5,30
2017-11-29T00:25:04.545Z,,,,54,58.9,35.5,
2017-11-29T00:25:14.540Z,,,,54,59,35.5,29
2017-11-29T00:25:24.538Z,,,,54,,35.5,
2017-11-29T00:25:34.541Z,,,,54,59.1,35.5,
2017-11-29T00:25:44.539Z,,,,54,,35.5,30
2017-11-29T00:25:54.548Z,,,,54,59.3,35.5,
2017-11-29T00:26:04.543Z,,,,54,59.4,35.5,29
2017-11-29T00:26:14.540Z,,,,54,,35.5,
2017-11-29T00:26:24.545Z,,,,54,59.5,35.5,
2017-11-29T00:26:34.552Z,,,,54,59.6,35.5,
2017-11-29T00:26:44.541Z,,,,54,,35.5,30
2017-11-29T00:26:54.547Z,,,,54,59.7,35.5,29
2017-11-29T00:27:04.544Z,,,,54,,35.5,
2017-11-29T00:27:14.540Z,,,,54,59.8,35.5,
2017-11-29T00:27:24.541Z,,,,54,59.9,35.5,
2017-11-29T00:27:34.541Z,,,,54,60,35.5,
2017-11-29T00:27:44.540Z,,,,54,,35.6,
2017-11-29T00:27:54.551Z,,,,54,,35.5,
2017-11-29T00:28:04.546Z,,,,54,60.1,35.6,
2017-11-29T00:28:14.551Z,,,,54,60.2,35.6,30
2017-11-29T00:28:24.544Z,,,,54,,35.6,29
2017-11-29T00:28:34.549Z,,,,54,60.4,35.6,
2017-11-29T00:28:44.542Z,,,,54,60.5,35.6,
2017-11-29T00:28:54.542Z,,,,54,,35.6,
2017-11-29T00:29:04.551Z,,,,54,60.6,35.6,
2017-11-29T00:29:14.542Z,,,,54,60.7,35.6,
2017-11-29T00:29:24.649Z,,,,54,,35.6,
2017-11-29T00:29:34.548Z,,,,54,60.8,35.6,
2017-11-29T00:29:44.543Z,,,,54,60.9,35.6,
2017-11-29T00:29:54.546Z,,,,54,,35.6,30
2017-11-29T00:30:04.547Z,,,,54,61.1,35.6,30
2017-11-29T00:30:14.547Z,,,,54,,35.6,29
2017-11-29T00:30:24.552Z,,,,54,61.2,35.6,
2017-11-29T00:30:34.544Z,,,,54,61.3,35.6,
2017-11-29T00:30:44.647Z,,,,54,,35.6,
2017-11-29T00:30:54.546Z,,,,54,61.4,35.6,
2017-11-29T00:31:04.548Z,,,,54,61.5,35.6,
2017-11-29T00:31:14.545Z,1,61,0,54,61.5,35.6,29
2017-11-29T00:31:24.549Z,,,,54,61.6,35.7,
2017-11-29T00:31:34.569Z,,,,54,,35.6,
2017-11-29T00:31:44.555Z,,,,54,61.8,35.7,
2017-11-29T00:31:54.547Z,,,,54,,35.7,
2017-11-29T00:32:04.549Z,,,,54,61.9,35.7,
2017-11-29T00:32:14.666Z,,,,54,62,35.7,
2017-11-29T00:32:24.546Z,,,,54,,35.7,
2017-11-29T00:32:34.545Z,,,,54,62.1,35.7,
2017-11-29T00:32:44.555Z,,,,54,,35.7,30
2017-11-29T00:32:54.546Z,,,,54,62.2,35.7,29
2017-11-29T00:33:04.547Z,,,,54,,35.7,
2017-11-29T00:33:14.548Z,,,,54,62.4,35.7,30
2017-11-29T00:33:24.547Z,,,,54,,35.7,29
2017-11-29T00:33:34.547Z,,,,54,62.5,35.7,30
2017-11-29T00:33:44.547Z,,,,54,,35.7,29
2017-11-29T00:33:54.547Z,,,,54,62.6,35.7,
2017-11-29T00:34:04.543Z,,,,54,,35.7,
2017-11-29T00:34:14.551Z,,,,54,62.7,35.8,
2017-11-29T00:34:24.545Z,,,,54,,35.8,30
2017-11-29T00:34:34.547Z,,,,54,62.8,35.8,29
2017-11-29T00:34:44.556Z,,,,54,62.9,35.8,
2017-11-29T00:34:54.546Z,,,,54,,35.8,
2017-11-29T00:35:04.548Z,,,,54,62.9,35.8,
2017-11-29T00:35:14.553Z,,,,54,63.1,35.8,
2017-11-29T00:35:24.579Z,,,,54,63.2,35.8,
2017-11-29T00:35:34.552Z,,,,54,,35.8,30
2017-11-29T00:35:49.635Z,,,,54,63.3,35.8,29
2017-11-29T00:35:54.550Z,,,,54,,35.8,
2017-11-29T00:36:04.560Z,,,,54,63.4,35.8,
2017-11-29T00:36:14.550Z,,,,54,,35.9,
2017-11-29T00:36:24.551Z,,,,54,63.5,35.9,
2017-11-29T00:36:34.549Z,,,,54,,35.9,
2017-11-29T00:36:44.554Z,,,,54,63.6,35.9,
2017-11-29T00:36:54.546Z,,,,54,,35.9,
2017-11-29T00:37:04.549Z,1,,0,54,62.8,35.9,0
2017-11-29T00:37:14.546Z,,,,54,60.7,35.9,
2017-11-29T00:37:24.549Z,,,,54,59.7,35.9,
2017-11-29T00:37:34.548Z,,,,54,58.9,35.9,
2017-11-29T00:37:44.548Z,,,,54,57.9,35.9,
2017-11-29T00:37:54.550Z,,,,54,57.3,35.9,
2017-11-29T00:38:04.550Z,,,,54,56.7,36,
2017-11-29T00:38:14.549Z,,,,54,55.9,36,
2017-11-29T00:38:24.550Z,,,,54,55.5,36,
2017-11-29T00:38:34.552Z,,,,54,54.9,36,
2017-11-29T00:38:44.546Z,,,,54,54.6,36,
2017-11-29T00:38:54.547Z,,,,54,53.9,36,
2017-11-29T00:39:04.556Z,,,,54,53.8,36,
2017-11-29T00:39:14.549Z,,,,54,53.4,36,
2017-11-29T00:39:24.550Z,,,,54,53.1,36,
2017-11-29T00:39:34.554Z,,,,54,52.8,36,
2017-11-29T00:39:44.548Z,,,,54,52.4,36,
2017-11-29T00:39:54.550Z,,,,54,52.2,36,
2017-11-29T00:40:04.549Z,,,,54,52,36,
2017-11-29T00:40:14.549Z,,,,54,,36,
2017-11-29T00:40:24.550Z,,,,54,51.9,36,
2017-11-29T00:40:34.552Z,,,,54,,36,
2017-11-29T00:40:44.547Z,,,,54,,36,
2017-11-29T00:40:54.553Z,,,,54,51.8,36,
2017-11-29T00:41:04.552Z,,,,54,,36,
2017-11-29T00:41:14.550Z,,,,54,,36,
2017-11-29T00:41:24.554Z,,,,54,51.7,36,
2017-11-29T00:41:34.559Z,,,,54,,36,
2017-11-29T00:41:44.551Z,,,,54,,36,
2017-11-29T00:41:54.553Z,,,,54,,36,
2017-11-29T00:42:04.555Z,,,,54,,36,
2017-11-29T00:42:14.557Z,,,,54,51.6,36,
2017-11-29T00:42:24.558Z,,,,54,,36,
2017-11-29T00:42:34.551Z,,,,54,,36,
2017-11-29T00:42:44.551Z,,,,54,,36,
2017-11-29T00:42:54.551Z,,,,54,,36,
2017-11-29T00:43:04.586Z,1,,0,54,56.2,36,39
2017-11-29T00:43:14.549Z,,,,54,57.9,36,31
2017-11-29T00:43:24.555Z,,,,54,55.7,36,29
2017-11-29T00:43:34.554Z,,,,54,57,35.9,
2017-11-29T00:43:44.553Z,,,,54,57.3,35.9,
2017-11-29T00:43:54.552Z,,,,54,57.4,35.9,
2017-11-29T00:44:04.557Z,,,,54,57.7,35.9,
2017-11-29T00:44:14.553Z,,,,54,,35.9,
2017-11-29T00:44:24.556Z,,,,54,,35.9,
2017-11-29T00:44:34.556Z,,,,54,,35.9,
2017-11-29T00:44:44.553Z,,,,54,57.8,35.9,
2017-11-29T00:44:54.554Z,,,,54,,35.9,
2017-11-29T00:45:04.552Z,,,,54,57.9,35.9,
2017-11-29T00:45:14.554Z,,,,54,58,35.8,
2017-11-29T00:45:24.555Z,,,,54,,35.9,30
2017-11-29T00:45:34.554Z,,,,54,58.1,35.8,29
2017-11-29T00:45:44.555Z,,,,54,58.2,35.8,30
2017-11-29T00:45:54.556Z,,,,54,58.3,35.8,29
2017-11-29T00:46:04.556Z,,,,54,58.4,35.8,30
2017-11-29T00:46:14.560Z,,,,54,58.5,35.8,29
2017-11-29T00:46:24.558Z,,,,54,58.6,35.8,
2017-11-29T00:46:34.560Z,,,,54,58.7,35.8,
2017-11-29T00:46:44.553Z,,,,54,,35.8,
2017-11-29T00:46:54.555Z,,,,54,58.8,35.8,30
2017-11-29T00:47:09.643Z,,,,54,59,35.8,29
2017-11-29T00:47:14.559Z,,,,54,59.1,35.8,30
2017-11-29T00:47:24.552Z,,,,54,,35.8,
2017-11-29T00:47:34.553Z,,,,54,59.3,35.8,29
2017-11-29T00:47:44.560Z,,,,54,59.4,35.8,
2017-11-29T00:47:54.562Z,,,,54,59.5,35.8,
2017-11-29T00:48:04.566Z,,,,54,59.6,35.8,
2017-11-29T00:48:14.557Z,,,,54,59.7,35.8,
2017-11-29T00:48:24.560Z,,,,54,59.8,35.8,
2017-11-29T00:48:34.553Z,,,,54,59.9,35.8,
2017-11-29T00:48:49.647Z,,,,54,60,35.8,
2017-11-29T00:48:54.562Z,,,,54,60.1,35.8,
2017-11-29T00:49:04.565Z,,,,54,60.2,35.8,
2017-11-29T00:49:14.557Z,,,,54,60.4,35.8,
2017-11-29T00:49:24.558Z,,,,54,,35.8,
2017-11-29T00:49:34.557Z,,,,54,60.5,35.8,
2017-11-29T00:49:44.559Z,,,,54,60.6,35.8,
2017-11-29T00:49:54.583Z,,,,54,60.7,35.8,
2017-11-29T00:50:04.560Z,,,,54,60.8,35.8,
2017-11-29T00:50:14.570Z,,,,54,60.9,35.8,
2017-11-29T00:50:24.554Z,,,,54,61.1,35.8,
2017-11-29T00:50:34.556Z,,,,54,,35.8,
2017-11-29T00:50:44.557Z,,,,54,61.2,35.8,
2017-11-29T00:50:54.556Z,,,,54,61.3,35.8,30
2017-11-29T00:51:04.563Z,,,,54,61.4,35.8,29
2017-11-29T00:51:14.558Z,,,,54,,35.8,
2017-11-29T00:51:24.559Z,,,,54,61.5,35.8,
2017-11-29T00:51:34.565Z,,,,54,61.6,35.8,
2017-11-29T00:51:44.568Z,,,,54,61.8,35.8,
2017-11-29T00:51:54.555Z,,,,54,,35.8,
2017-11-29T00:52:04.592Z,,,,54,61.9,35.8,30
2017-11-29T00:52:14.557Z,,,,54,62,35.8,29
2017-11-29T00:52:24.561Z,,,,54,,35.8,
2017-11-29T00:52:34.561Z,,,,54,62.1,35.9,30
2017-11-29T00:52:44.558Z,,,,54,62.2,35.8,29
2017-11-29T00:52:54.559Z,,,,54,62.4,35.9,
2017-11-29T00:53:04.557Z,,,,54,,35.9,
2017-11-29T00:53:14.676Z,,,,54,62.5,35.9,
2017-11-29T00:53:24.563Z,,,,54,62.6,35.9,
2017-11-29T00:53:34.558Z,,,,54,,35.9,
2017-11-29T00:53:44.560Z,,,,54,62.7,35.9,
2017-11-29T00:53:54.555Z,,,,54,,35.9,
2017-11-29T00:54:04.564Z,,,,54,62.8,35.9,
2017-11-29T00:54:14.557Z,,,,54,62.9,35.9,
2017-11-29T00:54:24.558Z,,,,54,,35.9,
2017-11-29T00:54:34.558Z,,,,54,63.1,35.9,29
2017-11-29T00:54:44.559Z,,,,54,,35.9,
2017-11-29T00:54:54.562Z,,,,54,63.2,35.9,
2017-11-29T00:55:04.556Z,,,,54,63.3,35.9,30
2017-11-29T00:55:14.565Z,,,,54,,36,29
2017-11-29T00:55:24.560Z,,,,54,63.4,36,30
2017-11-29T00:55:34.559Z,,,,54,,36,
2017-11-29T00:55:44.564Z,,,,54,63.5,36,29
2017-11-29T00:55:54.562Z,,,,54,,36,
2017-11-29T00:56:04.564Z,,,,54,63.6,36,
2017-11-29T00:56:14.563Z,,,,54,,36,
2017-11-29T00:56:24.560Z,,,,54,63.8,36,
2017-11-29T00:56:34.570Z,,,,54,,36,
2017-11-29T00:56:44.557Z,,,,54,63.9,36,
2017-11-29T00:56:54.690Z,,,,54,64,36,
2017-11-29T00:57:04.557Z,,,,54,,36,
2017-11-29T00:57:14.559Z,,,,54,64.1,36.1,
2017-11-29T00:57:24.560Z,,,,54,,36.1,
2017-11-29T00:57:34.560Z,,,,54,64.2,36.1,30
2017-11-29T00:57:44.560Z,,,,54,,36.1,29
2017-11-29T00:57:54.566Z,,,,54,,36.1,
2017-11-29T00:58:04.563Z,,,,54,64.4,36.1,
2017-11-29T00:58:14.560Z,,,,54,,36.1,30
2017-11-29T00:58:24.562Z,,,,54,64.5,36.1,29
2017-11-29T00:58:34.562Z,,,,54,,36.1,
2017-11-29T00:58:44.564Z,,,,54,64.6,36.1,
2017-11-29T00:58:54.561Z,,,,54,,36.1,
2017-11-29T00:59:04.559Z,,,,54,64.7,36.2,
2017-11-29T00:59:14.564Z,,,,54,,36.2,
2017-11-29T00:59:24.558Z,,,,54,64.8,36.2,
2017-11-29T00:59:34.559Z,,,,54,,36.2,
2017-11-29T00:59:44.559Z,,,,54,,36.2,
2017-11-29T00:59:54.562Z,,,,54,64.9,36.2,
2017-11-29T01:00:04.561Z,,,,54,,36.2,
2017-11-29T01:00:14.561Z,1,,0,54,62.8,36.2,0
2017-11-29T01:00:24.561Z,,,,54,61.5,36.2,
2017-11-29T01:00:34.563Z,,,,54,60.6,36.3,
2017-11-29T01:00:44.561Z,,,,54,58.9,36.3,
2017-11-29T01:00:54.563Z,,,,54,58.5,36.3,
2017-11-29T01:01:04.560Z,,,,54,57.8,36.3,
2017-11-29T01:01:14.559Z,,,,54,56.9,36.3,
2017-11-29T01:01:24.562Z,,,,54,56.5,36.3,
2017-11-29T01:01:34.559Z,,,,54,55.9,36.3,
2017-11-29T01:01:44.563Z,,,,54,55.5,36.3,
2017-11-29T01:01:54.559Z,,,,54,55.2,36.3,
2017-11-29T01:02:04.569Z,,,,54,54.8,36.3,
2017-11-29T01:02:14.562Z,,,,54,54.6,36.4,
2017-11-29T01:02:24.562Z,,,,54,54.3,36.4,
2017-11-29T01:02:34.561Z,,,,54,53.9,36.4,
2017-11-29T01:02:44.571Z,,,,54,53.8,36.4,
2017-11-29T01:02:54.560Z,,,,54,53.6,36.4,
2017-11-29T01:03:04.572Z,,,,54,53.4,36.4,
2017-11-29T01:03:14.571Z,,,,54,53.3,36.4,
2017-11-29T01:03:24.571Z,,,,54,53.1,36.4,
2017-11-29T01:03:34.561Z,,,,54,52.9,36.4,
2017-11-29T01:03:44.564Z,,,,54,52.7,36.4,
2017-11-29T01:03:54.566Z,,,,54,52.4,36.4,
2017-11-29T01:04:04.562Z,,,,54,52.2,36.4,
2017-11-29T01:04:14.572Z,,,,54,51.9,36.4,
2017-11-29T01:04:24.563Z,,,,54,51.8,36.4,
2017-11-29T01:04:34.574Z,,,,54,51.6,36.4,
2017-11-29T01:04:44.564Z,,,,54,51.4,36.4,
2017-11-29T01:04:54.569Z,,,,54,51.2,36.4,
2017-11-29T01:05:04.570Z,,,,54,51,36.4,
2017-11-29T01:05:14.562Z,,,,54,,36.3,
2017-11-29T01:05:24.562Z,,,,54,50.9,36.4,
2017-11-29T01:05:34.563Z,,,,54,,36.4,
2017-11-29T01:05:44.563Z,,,,54,,36.3,
2017-11-29T01:05:54.566Z,,,,54,50.7,36.3,
2017-11-29T01:06:04.567Z,,,,54,,36.3,
2017-11-29T01:06:14.572Z,,,,54,,36.3,
2017-11-29T01:06:24.571Z,,,,54,,36.3,
2017-11-29T01:06:34.565Z,,,,54,50.6,36.3,
2017-11-29T01:06:44.574Z,,,,54,,36.3,
2017-11-29T01:06:59.756Z,,,,54,,36.3,
2017-11-29T01:07:04.577Z,,,,54,,36.3,
2017-11-29T01:07:14.565Z,,,,54,50.7,36.2,
2017-11-29T01:07:29.645Z,,,,54,50.9,36.2,
2017-11-29T01:07:34.565Z,,,,54,,36.2,
2017-11-29T01:07:44.566Z,,,,54,51,36.2,
2017-11-29T01:07:54.563Z,,,,54,51.2,36.2,
2017-11-29T01:08:04.569Z,,,,54,51.3,36.2,
2017-11-29T01:08:14.565Z,,,,54,51.6,36.2,
2017-11-29T01:08:24.565Z,,,,54,52,36.2,
2017-11-29T01:08:34.580Z,,,,54,52.1,36.1,
2017-11-29T01:08:44.571Z,1,,0,54,51.9,36.1,
2017-11-29T01:08:54.566Z,,,,54,56,36.1,36
2017-11-29T01:09:04.575Z,,,,54,55.9,36.1,29
2017-11-29T01:09:14.567Z,,,,54,55,36.1,
2017-11-29T01:09:24.572Z,,,,54,56,36.1,
2017-11-29T01:09:34.567Z,,,,54,56.4,36.1,
2017-11-29T01:09:44.567Z,,,,54,56.3,36,
2017-11-29T01:09:54.571Z,,,,54,56.4,36,30
2017-11-29T01:10:04.571Z,,,,54,56.3,36,29
2017-11-29T01:10:14.571Z,,,,54,,36,
2017-11-29T01:10:24.567Z,,,,54,,36,
2017-11-29T01:10:34.571Z,,,,54,,36,30
2017-11-29T01:10:44.574Z,,,,54,,36,29
2017-11-29T01:10:54.590Z,,,,54,56.4,35.9,
2017-11-29T01:11:04.574Z,,,,54,,35.9,
2017-11-29T01:11:14.566Z,,,,54,56.5,35.9,
2017-11-29T01:11:24.573Z,,,,54,56.6,35.9,30
2017-11-29T01:11:34.566Z,,,,54,,35.9,29
2017-11-29T01:11:44.568Z,,,,54,56.7,35.9,
2017-11-29T01:11:54.571Z,,,,54,56.8,35.9,
2017-11-29T01:12:04.577Z,,,,54,56.9,35.9,
2017-11-29T01:12:14.575Z,,,,54,57,35.8,
2017-11-29T01:12:24.587Z,,,,54,,35.8,
2017-11-29T01:12:34.569Z,,,,54,57.1,35.8,
2017-11-29T01:12:44.571Z,,,,54,57.2,35.8,
2017-11-29T01:12:54.572Z,,,,54,57.3,35.8,30
2017-11-29T01:13:04.568Z,,,,54,57.4,35.8,29
2017-11-29T01:13:14.571Z,,,,54,57.6,35.8,
2017-11-29T01:13:24.572Z,,,,54,57.7,35.8,30
2017-11-29T01:13:34.575Z,,,,54,57.8,35.8,29
2017-11-29T01:13:44.568Z,,,,54,57.9,35.8,
2017-11-29T01:13:54.574Z,,,,54,58,35.8,
2017-11-29T01:14:04.576Z,,,,54,58.1,35.7,
2017-11-29T01:14:14.568Z,,,,54,58.2,35.8,
2017-11-29T01:14:24.575Z,,,,54,58.3,35.7,
2017-11-29T01:14:34.577Z,,,,54,,35.7,
2017-11-29T01:14:44.574Z,,,,54,58.4,35.7,30
2017-11-29T01:14:54.569Z,,,,54,58.5,35.7,
2017-11-29T01:15:04.572Z,,,,54,58.6,35.7,29
2017-11-29T01:15:14.573Z,,,,54,58.7,35.7,
2017-11-29T01:15:29.619Z,,,,54,,35.7,
2017-11-29T01:15:34.577Z,,,,54,58.8,35.7,
2017-11-29T01:15:44.571Z,,,,54,58.9,35.7,30
2017-11-29T01:15:54.575Z,,,,54,59,35.7,30
2017-11-29T01:16:04.570Z,,,,54,,35.7,29
2017-11-29T01:16:14.569Z,,,,54,59.1,35.7,30
2017-11-29T01:16:24.576Z,,,,54,59.3,35.7,
2017-11-29T01:16:34.571Z,,,,54,,35.7,29
2017-11-29T01:16:44.570Z,,,,54,59.4,35.7,
2017-11-29T01:16:54.570Z,,,,54,59.5,35.7,
2017-11-29T01:17:04.576Z,,,,54,,35.7,
2017-11-29T01:17:14.570Z,,,,54,59.6,35.7,
2017-11-29T01:17:24.571Z,,,,54,59.7,35.7,
