Time,HwActive,HwTOutlet,ChActive,PrimT,ActPow,PrimTSet,HwTSet
2017-11-08T05:41:32.320Z,,33.5,,64,30,,54
2017-11-08T05:41:42.319Z,,33.6,,64.2,29,,54
2017-11-08T05:41:52.321Z,,33.5,,64.5,,,54
2017-11-08T05:42:02.317Z,,33.4,,64.7,,,54
2017-11-08T05:42:12.322Z,,33.5,,64.8,,,54
2017-11-08T05:42:22.324Z,0,33.5,2,64.7,0,,54
2017-11-08T05:42:32.320Z,,33.4,,61.8,,,54
2017-11-08T05:42:42.319Z,,33.4,,60.9,,,54
2017-11-08T05:42:52.323Z,,33.6,,59.7,,,54
2017-11-08T05:43:02.323Z,,33.6,,58.6,,,54
2017-11-08T05:43:12.319Z,,33.6,,57.8,,,54
2017-11-08T05:43:22.319Z,,33.5,,56.8,,,54
2017-11-08T05:43:32.323Z,,33.4,,56.3,,,54
2017-11-08T05:43:42.322Z,,33.4,,55.6,,,54
2017-11-08T05:43:52.319Z,,33.2,,54.9,,,54
2017-11-08T05:44:02.320Z,,33.1,,54.5,,,54
2017-11-08T05:44:12.320Z,,32.9,,54,,,54
2017-11-08T05:44:22.327Z,0,32.9,2,54,44,,54
2017-11-08T05:44:32.321Z,,32.8,,57.8,36,,54
2017-11-08T05:44:42.322Z,,32.8,,57.8,29,,54
2017-11-08T05:44:52.322Z,,32.9,,58.8,,,54
2017-11-08T05:45:02.324Z,,32.9,,59.7,,,54
2017-11-08T05:45:12.320Z,,33.1,,60.4,30,,54
2017-11-08T05:45:22.328Z,,33.2,,61.1,30,,54
2017-11-08T05:45:32.326Z,,33.3,,61.6,,,54
2017-11-08T05:45:42.321Z,,33.4,,62.2,29,,54
2017-11-08T05:45:52.326Z,,33.4,,62.7,,,54
2017-11-08T05:46:02.321Z,,33.5,,63.1,,,54
2017-11-08T05:46:12.346Z,,33.3,,63.4,,,54
2017-11-08T05:46:22.325Z,,33.4,,63.6,,,54
2017-11-08T05:46:32.323Z,,33.3,,63.9,,,54
2017-11-08T05:46:42.327Z,,33.5,,64.1,,,54
2017-11-08T05:46:52.328Z,,33.4,,64.4,,,54
2017-11-08T05:47:02.322Z,,33.5,,64.6,,,54
2017-11-08T05:47:12.323Z,,33.4,,64.7,,,54
2017-11-08T05:47:22.323Z,,33.5,,64.9,,,54
2017-11-08T05:47:32.324Z,0,33.5,2,62.9,0,,54
2017-11-08T05:47:42.324Z,,33.5,,61.4,,,54
2017-11-08T05:47:52.332Z,,33.3,,60.5,,,54
2017-11-08T05:48:02.324Z,,33.4,,59.1,,,54
2017-11-08T05:48:12.321Z,,33.4,,58.2,,,54
2017-11-08T05:48:22.327Z,,33.5,,57.3,,,54
2017-11-08T05:48:32.320Z,,33.5,,56.6,,,54
2017-11-08T05:48:42.323Z,,33.3,,55.9,,,54
2017-11-08T05:48:52.322Z,,33.3,,55.3,,,54
2017-11-08T05:49:02.321Z,,33.2,,54.7,,,54
2017-11-08T05:49:12.323Z,,33.2,,54.1,,,54
2017-11-08T05:49:22.337Z,0,33.1,2,54.3,44,,54
2017-11-08T05:49:32.334Z,,32.9,,58,34,,54
2017-11-08T05:49:42.323Z,,32.9,,57.9,30,,54
2017-11-08T05:49:52.328Z,,33.1,,59,29,,54
2017-11-08T05:50:02.322Z,,33.1,,59.7,,,54
2017-11-08T05:50:12.322Z,,33.2,,60.4,,,54
2017-11-08T05:50:22.331Z,,33.1,,61.1,,,54
2017-11-08T05:50:32.324Z,,33.3,,61.5,,,54
2017-11-08T05:50:42.333Z,,33.2,,62.1,,,54
2017-11-08T05:50:52.331Z,,33.2,,62.5,,,54
2017-11-08T05:51:02.328Z,,33.2,,62.8,,,54
2017-11-08T05:51:12.335Z,,33.2,,63.2,,,54
2017-11-08T05:51:22.336Z,,33.3,,63.4,,,54
2017-11-08T05:51:32.329Z,,33.4,,63.6,,,54
2017-11-08T05:51:42.331Z,,33.3,,63.9,,,54
2017-11-08T05:51:52.324Z,,33.4,,64,,,54
2017-11-08T05:52:02.325Z,,33.5,,64.2,,,54
2017-11-08T05:52:12.327Z,,33.4,,64.4,,,54
2017-11-08T05:52:22.328Z,,33.4,,64.5,,,54
2017-11-08T05:52:32.325Z,,33.4,,64.6,,,54
2017-11-08T05:52:42.328Z,,33.3,,64.7,,,54
2017-11-08T05:52:52.325Z,,33.3,,64.8,,,54
2017-11-08T05:53:02.323Z,,33.5,,64.9,,,54
2017-11-08T05:53:12.329Z,,33.5,,,,,54
2017-11-08T05:53:22.329Z,0,33.6,2,62.7,0,,54
2017-11-08T05:53:32.326Z,,33.5,,61.2,,,54
2017-11-08T05:53:42.325Z,,33.6,,60.2,,,54
2017-11-08T05:53:52.328Z,,33.7,,58.8,,,54
2017-11-08T05:54:02.328Z,,33.8,,57.8,,,54
2017-11-08T05:54:12.326Z,,33.8,,56.8,,,54
2017-11-08T05:54:22.329Z,,33.5,,56.1,,,54
2017-11-08T05:54:32.326Z,,33.5,,55.3,,,54
2017-11-08T05:54:42.333Z,0,33.4,2,54.8,,,54
2017-11-08T05:54:52.328Z,,33.2,,58.4,36,,54
2017-11-08T05:55:02.327Z,,33.2,,,29,,54
2017-11-08T05:55:12.338Z,,33.2,,59.3,30,,54
2017-11-08T05:55:22.326Z,,33.3,,59.9,29,,54
2017-11-08T05:55:32.353Z,,33.5,,60.4,,,54
2017-11-08T05:55:42.330Z,,33.5,,61.1,,,54
2017-11-08T05:55:52.329Z,,33.5,,61.4,,,54
2017-11-08T05:56:02.327Z,,33.6,,61.9,,,54
2017-11-08T05:56:12.327Z,,33.6,,62.2,,,54
2017-11-08T05:56:22.331Z,,33.5,,62.6,30,,54
2017-11-08T05:56:32.327Z,,33.6,,62.8,29,,54
2017-11-08T05:56:42.347Z,,33.7,,63.1,,,54
2017-11-08T05:56:52.330Z,,33.6,,63.3,30,,54
2017-11-08T05:57:02.328Z,,33.7,,63.5,29,,54
2017-11-08T05:57:12.330Z,,33.8,,63.6,,,54
2017-11-08T05:57:22.326Z,,33.8,,63.9,,,54
2017-11-08T05:57:32.333Z,,34,,64,29,,54
2017-11-08T05:57:42.326Z,,34.1,,64.2,,,54
2017-11-08T05:57:52.331Z,,34.2,,64.4,,,54
2017-11-08T05:58:02.425Z,,34,,64.5,,,54
2017-11-08T05:58:12.328Z,,33.8,,64.6,,,54
2017-11-08T05:58:22.326Z,,34,,64.7,,,54
2017-11-08T05:58:32.339Z,0,34,2,64.8,29,61,54
2017-11-08T05:58:42.330Z,,34.2,,65.1,,,54
2017-11-08T05:58:52.331Z,0,34.3,2,62.5,0,,54
2017-11-08T05:59:02.345Z,,34.2,,61.1,,,54
2017-11-08T05:59:12.348Z,,34.2,,59.8,,,54
2017-11-08T05:59:22.331Z,,34.2,,58.8,,,54
2017-11-08T05:59:32.329Z,,34.3,,57.9,,,54
2017-11-08T05:59:42.335Z,,34.1,,57.1,,,54
2017-11-08T05:59:52.333Z,,33.9,,56.4,,,54
2017-11-08T06:00:02.349Z,,33.6,,55.9,,,54
2017-11-08T06:00:12.337Z,,33.6,,55.2,,,54
2017-11-08T06:00:22.339Z,0,33.5,2,54.8,,,54
2017-11-08T06:00:32.352Z,,33.5,,58.6,36,,54
2017-11-08T06:00:42.332Z,,33.4,,58.7,29,,54
2017-11-08T06:00:52.334Z,,33.5,,59.6,,,54
2017-11-08T06:01:02.337Z,,33.4,,60.5,30,,54
2017-11-08T06:01:12.334Z,,33.7,,61.1,29,,54
2017-11-08T06:01:22.335Z,,33.5,,61.8,,,54
2017-11-08T06:01:32.330Z,,33.5,,62.2,,,54
2017-11-08T06:01:42.332Z,,33.5,,62.7,,,54
2017-11-08T06:01:52.331Z,,33.5,,63.2,,,54
2017-11-08T06:02:02.336Z,,33.5,,63.5,30,,54
2017-11-08T06:02:12.332Z,,33.5,,63.9,29,,54
2017-11-08T06:02:22.334Z,,,,64.1,,,
2017-11-08T06:02:32.338Z,,33.6,,64.4,,,54
2017-11-08T06:02:42.350Z,,33.5,,64.6,,,54
2017-11-08T06:02:52.329Z,,33.6,,64.7,,,54
2017-11-08T06:03:02.332Z,,33.6,,64.9,,,54
2017-11-08T06:03:12.332Z,0,33.6,2,64.6,0,,54
2017-11-08T06:03:22.338Z,,33.8,,61.8,,,54
2017-11-08T06:03:32.337Z,,33.9,,60.8,,,54
2017-11-08T06:03:42.331Z,,34,,59.5,,,54
2017-11-08T06:03:52.340Z,,34,,58.5,,,54
2017-11-08T06:04:02.366Z,,34,,57.7,,,54
2017-11-08T06:04:12.333Z,,34,,56.8,,,54
2017-11-08T06:04:22.335Z,,33.8,,56.2,,,54
2017-11-08T06:04:32.354Z,,33.6,,55.6,,,54
2017-11-08T06:04:42.334Z,,33.5,,55,,,54
2017-11-08T06:04:52.335Z,,33.4,,54.6,,,54
2017-11-08T06:05:02.331Z,,33.3,,54.1,,,54
2017-11-08T06:05:12.339Z,,33.3,,53.7,,,54
2017-11-08T06:05:22.336Z,0,33.3,2,53.4,,,54
2017-11-08T06:05:32.343Z,,33.3,,57.3,36,,54
2017-11-08T06:05:42.339Z,,33.2,,57.7,29,,54
2017-11-08T06:05:52.334Z,,33.4,,58.6,,,54
2017-11-08T06:06:02.336Z,,33.5,,59.5,30,,54
2017-11-08T06:06:12.335Z,,33.5,,60.1,29,,54
2017-11-08T06:06:22.337Z,,33.4,,60.8,,,54
2017-11-08T06:06:32.420Z,,33.3,,61.4,,,54
2017-11-08T06:06:42.336Z,,33.3,,61.9,,,54
2017-11-08T06:06:52.340Z,,33.4,,62.4,,,54
2017-11-08T06:07:02.352Z,,33.6,,62.7,,,54
2017-11-08T06:07:12.335Z,,33.5,,63.1,,,54
2017-11-08T06:07:22.338Z,,33.6,,63.3,,,54
2017-11-08T06:07:32.351Z,,33.6,,63.5,,,54
2017-11-08T06:07:42.339Z,,33.6,,63.8,,,54
2017-11-08T06:07:52.335Z,,33.5,,64,,,54
2017-11-08T06:08:02.337Z,,33.5,,64.1,,,54
2017-11-08T06:08:12.344Z,,33.5,,64.4,,,54
2017-11-08T06:08:22.342Z,,,,64.5,,,
2017-11-08T06:08:32.336Z,,33.6,,64.7,,,54
2017-11-08T06:08:42.338Z,,33.7,,64.8,,,54
2017-11-08T06:08:52.336Z,,33.6,,64.9,,,54
2017-11-08T06:09:02.341Z,0,33.7,2,62.7,0,,54
2017-11-08T06:09:12.335Z,,33.6,,61.3,,,54
2017-11-08T06:09:22.333Z,,33.7,,60.2,,,54
2017-11-08T06:09:32.338Z,,33.7,,58.8,,,54
2017-11-08T06:09:42.342Z,,33.8,,58.1,,,54
2017-11-08T06:09:52.335Z,,33.8,,57.2,,,54
2017-11-08T06:10:02.338Z,,33.7,,56.5,,,54
2017-11-08T06:10:12.333Z,,33.7,,55.7,,,54
2017-11-08T06:10:22.336Z,,33.6,,55.1,,,54
2017-11-08T06:10:32.343Z,0,33.6,2,55.5,45,,54
2017-11-08T06:10:42.338Z,,33.5,,58.8,33,,54
2017-11-08T06:10:52.341Z,,33.4,,58.6,29,,54
2017-11-08T06:11:02.358Z,,33.4,,59.8,30,,54
2017-11-08T06:11:12.336Z,,33.4,,60.5,29,,54
2017-11-08T06:11:22.342Z,,33.3,,61.1,,,54
2017-11-08T06:11:32.337Z,,33.3,,61.6,,,54
2017-11-08T06:11:42.334Z,,33.3,,62.2,,,54
2017-11-08T06:11:52.340Z,,33.3,,62.7,,,54
2017-11-08T06:12:02.347Z,,33.5,,63.2,,,54
2017-11-08T06:12:12.352Z,,33.6,,63.5,,,54
2017-11-08T06:12:22.337Z,,33.6,,63.9,,,54
2017-11-08T06:12:32.341Z,,33.7,,64.1,,,54
2017-11-08T06:12:42.357Z,,33.9,,64.4,,,54
2017-11-08T06:12:52.337Z,,33.7,,64.6,,,54
2017-11-08T06:13:02.335Z,,33.6,,64.7,,,54
2017-11-08T06:13:12.336Z,,33.7,,64.9,,,54
2017-11-08T06:13:22.341Z,0,,2,63.6,0,,
2017-11-08T06:13:32.341Z,,33.8,,61.4,,,54
2017-11-08T06:13:42.339Z,,33.7,,60.6,,,54
2017-11-08T06:13:52.338Z,,33.7,,59.3,,,54
2017-11-08T06:14:02.356Z,,33.7,,58.4,,,54
2017-11-08T06:14:12.346Z,,33.6,,57.6,,,54
2017-11-08T06:14:22.337Z,,,,56.8,,,
2017-11-08T06:14:32.337Z,,33.7,,56.1,,,54
2017-11-08T06:14:42.338Z,,33.7,,55.4,,,54
2017-11-08T06:14:52.339Z,,33.7,,54.9,,,54
2017-11-08T06:15:02.346Z,,33.6,,54.5,,,54
2017-11-08T06:15:12.369Z,,33.4,,53.9,,,54
2017-11-08T06:15:22.339Z,,,,53.6,,,
2017-11-08T06:15:32.347Z,0,33.4,2,53.6,44,,54
2017-11-08T06:15:42.344Z,,33.2,,57.6,34,,54
2017-11-08T06:15:52.341Z,,33.4,,,29,,54
2017-11-08T06:16:02.362Z,,33.3,,58.8,,,54
2017-11-08T06:16:12.358Z,,33.4,,59.6,29,,54
2017-11-08T06:16:22.336Z,,,,60.2,,,
2017-11-08T06:16:32.342Z,,33.2,,61.1,,,54
2017-11-08T06:16:42.346Z,,33.2,,61.5,,,54
2017-11-08T06:16:52.362Z,,33.3,,62.1,,,54
2017-11-08T06:17:02.337Z,,33.4,,62.6,,,54
2017-11-08T06:17:12.340Z,,33.6,,62.9,30,,54
2017-11-08T06:17:22.345Z,,,,63.3,29,,
2017-11-08T06:17:32.337Z,,33.4,,63.5,,,54
2017-11-08T06:17:42.341Z,,33.3,,63.8,,,54
2017-11-08T06:17:52.338Z,,33.3,,64,,,54
2017-11-08T06:18:02.339Z,,33.4,,64.2,,,54
2017-11-08T06:18:12.338Z,,33.6,,64.5,,,54
2017-11-08T06:18:22.337Z,,33.6,,64.7,,,54
2017-11-08T06:18:32.338Z,,33.7,,64.8,,,54
2017-11-08T06:18:42.341Z,,33.7,,64.9,,,54
2017-11-08T06:18:52.344Z,0,,2,62.1,0,,
2017-11-08T06:19:02.369Z,,33.7,,61.1,,,54
2017-11-08T06:19:12.338Z,,33.6,,59.8,,,54
2017-11-08T06:19:22.344Z,,33.6,,58.7,,,54
2017-11-08T06:19:32.343Z,,33.7,,57.9,,,54
2017-11-08T06:19:42.343Z,,33.7,,56.9,,,54
2017-11-08T06:19:52.344Z,,33.9,,56.3,,,54
2017-11-08T06:20:02.342Z,,33.5,,55.6,,,54
2017-11-08T06:20:17.429Z,,33.3,,55,,,54
2017-11-08T06:20:22.344Z,,,,54.5,,,
2017-11-08T06:20:32.357Z,0,33.3,2,54.5,44,,54
2017-11-08T06:20:42.348Z,,33.5,,58.3,34,,54
2017-11-08T06:20:52.350Z,,33.4,,58.2,29,,54
2017-11-08T06:21:02.390Z,,33.5,,59.3,,,54
2017-11-08T06:21:12.342Z,,33.5,,60,29,,54
2017-11-08T06:21:22.344Z,,33.5,,60.7,,,54
2017-11-08T06:21:32.345Z,,33.4,,61.4,,,54
2017-11-08T06:21:42.350Z,,33.4,,61.9,,,54
2017-11-08T06:21:52.344Z,,33.4,,62.5,,,54
2017-11-08T06:22:02.499Z,,33.5,,62.8,,,54
2017-11-08T06:22:12.371Z,,33.5,,63.2,,,54
2017-11-08T06:22:22.392Z,,,,63.5,,,
2017-11-08T06:22:32.359Z,,33.5,,63.9,,,54
2017-11-08T06:22:42.356Z,,33.6,,64.1,29,,54
2017-11-08T06:22:52.349Z,,33.6,,64.4,,,54
2017-11-08T06:23:02.343Z,,33.6,,64.6,,,54
2017-11-08T06:23:12.344Z,,33.5,,64.7,,,54
2017-11-08T06:23:22.342Z,,33.6,,64.9,,,54
2017-11-08T06:23:32.356Z,0,33.5,2,63.4,0,,54
2017-11-08T06:23:42.342Z,,33.6,,61.4,,,54
2017-11-08T06:23:52.343Z,,33.7,,60.5,,,54
2017-11-08T06:24:02.375Z,,33.8,,59.1,,,54
2017-11-08T06:24:12.357Z,,34,,58.3,,,54
2017-11-08T06:24:22.341Z,,,,57.4,,,
2017-11-08T06:24:32.346Z,,33.9,,56.6,,,54
2017-11-08T06:24:42.346Z,,33.5,,56,,,54
2017-11-08T06:24:52.347Z,,33.3,,55.3,,,54
2017-11-08T06:25:02.370Z,,33.5,,54.8,,,54
2017-11-08T06:25:12.397Z,,33.5,,54.3,,,54
2017-11-08T06:25:22.377Z,,,,53.8,,,
2017-11-08T06:25:32.392Z,0,33.1,2,53.8,44,,54
2017-11-08T06:25:42.368Z,,,,57.8,34,,
2017-11-08T06:25:52.378Z,,33.2,,,,,54
2017-11-08T06:26:02.418Z,,33.2,,58.9,29,,54
2017-11-08T06:26:12.394Z,,33.2,,59.7,,,54
2017-11-08T06:26:22.391Z,,,,60.4,,,
2017-11-08T06:26:32.351Z,,33.2,,61.1,,,54
2017-11-08T06:26:42.344Z,,33.4,,61.6,,,54
2017-11-08T06:26:52.344Z,,33.4,,62.2,30,,54
2017-11-08T06:27:02.345Z,,33.3,,62.7,29,,54
2017-11-08T06:27:12.347Z,,33.3,,63.1,,,54
2017-11-08T06:27:22.367Z,,,,63.4,,,
2017-11-08T06:27:32.346Z,,33.6,,63.6,,,54
2017-11-08T06:27:42.345Z,,33.4,,63.9,,,54
2017-11-08T06:27:52.355Z,,33.7,,64.1,,,54
2017-11-08T06:28:02.350Z,,33.6,,64.4,,,54
2017-11-08T06:28:12.350Z,,33.6,,,,,54
2017-11-08T06:28:22.395Z,,,,64.7,,,
2017-11-08T06:28:32.351Z,,33.5,,64.9,,,54
2017-11-08T06:28:42.343Z,0,33.6,2,64.4,0,,54
2017-11-08T06:28:52.353Z,,,,61.6,,,
2017-11-08T06:29:02.351Z,,33.5,,60.7,,,54
2017-11-08T06:29:12.345Z,,33.4,,59.4,,,54
2017-11-08T06:29:22.371Z,,,,58.4,,,
2017-11-08T06:29:32.355Z,,33.6,,57.6,,,54
2017-11-08T06:29:42.344Z,,33.6,,56.7,,,54
2017-11-08T06:29:52.349Z,,33.4,,56,,,54
2017-11-08T06:30:02.357Z,,33.3,,55.4,,,54
2017-11-08T06:30:12.367Z,,,,54.8,,,
2017-11-08T06:30:22.361Z,,33.2,,,,,54
2017-11-08T06:30:32.373Z,0,,2,54.3,44,,
2017-11-08T06:30:42.373Z,,33.2,,58.1,34,,54
2017-11-08T06:30:52.348Z,,33.2,,,29,,54
2017-11-08T06:31:02.356Z,,,,59.3,,,
2017-11-08T06:31:12.350Z,,32.9,,59.9,,,54
2017-11-08T06:31:22.352Z,,,,60.6,,,
2017-11-08T06:31:32.365Z,,33.1,,61.3,,,54
2017-11-08T06:31:42.347Z,,33.5,,61.9,,,54
2017-11-08T06:31:52.383Z,,33.4,,62.4,,,54
2017-11-08T06:32:02.347Z,,33.6,,62.8,,,54
2017-11-08T06:32:12.364Z,,,,63.2,,,
2017-11-08T06:32:22.350Z,,33.5,,,,,54
2017-11-08T06:32:32.353Z,,33.4,,63.8,,,54
2017-11-08T06:32:42.350Z,,,,64.1,,,
2017-11-08T06:32:52.365Z,,33.4,,64.2,,,54
2017-11-08T06:33:02.368Z,,33.7,,64.5,,,54
2017-11-08T06:33:12.350Z,,33.8,,,,,54
2017-11-08T06:33:22.350Z,,,,64.8,,,
2017-11-08T06:33:32.353Z,0,33.9,2,64.7,0,,54
2017-11-08T06:33:42.349Z,,33.7,,61.8,,,54
2017-11-08T06:33:52.355Z,,33.7,,60.8,,,54
2017-11-08T06:34:02.351Z,,,,59.5,,,
2017-11-08T06:34:12.350Z,,33.7,,58.5,,,54
2017-11-08T06:34:22.349Z,,,,57.7,,,
2017-11-08T06:34:32.354Z,,33.8,,56.8,,,54
2017-11-08T06:34:42.351Z,,33.8,,56.1,,,54
2017-11-08T06:34:52.348Z,,,,55.5,,,
2017-11-08T06:35:02.349Z,,33.8,,54.9,,,54
2017-11-08T06:35:12.353Z,,33.5,,54.4,,,54
2017-11-08T06:35:22.350Z,,33.4,,,,,54
2017-11-08T06:35:32.372Z,0,33.2,2,53.9,44,,54
2017-11-08T06:35:42.352Z,,,,57.9,34,,
2017-11-08T06:35:52.353Z,,33.2,,57.8,29,,54
2017-11-08T06:36:02.355Z,,33.3,,59,,,54
2017-11-08T06:36:12.348Z,,,,59.8,29,,
2017-11-08T06:36:22.354Z,,33.3,,60.5,30,,54
2017-11-08T06:36:32.353Z,,33.3,,61.2,29,,54
2017-11-08T06:36:42.377Z,,33.2,,61.8,,,54
2017-11-08T06:36:52.352Z,,33.4,,62.2,,,54
2017-11-08T06:37:02.352Z,,33.6,,62.7,,,54
2017-11-08T06:37:12.351Z,,33.6,,63.1,,,54
2017-11-08T06:37:22.359Z,,,,63.4,,,
2017-11-08T06:37:32.349Z,,33.6,,63.6,,,54
2017-11-08T06:37:42.354Z,,33.7,,63.9,,,54
2017-11-08T06:37:52.377Z,,,,64.1,,,
2017-11-08T06:38:02.354Z,,33.5,,64.4,,,54
2017-11-08T06:38:12.358Z,,33.6,,,,,54
2017-11-08T06:38:22.357Z,,,,64.7,,,
2017-11-08T06:38:32.392Z,,33.6,,64.9,,,54
2017-11-08T06:38:42.353Z,0,33.6,2,63.6,0,,54
2017-11-08T06:38:52.355Z,,33.6,,61.4,,,54
2017-11-08T06:39:02.350Z,,,,60.5,,,
2017-11-08T06:39:12.354Z,,33.5,,59.1,,,54
2017-11-08T06:39:22.357Z,,33.6,,58.3,,,54
2017-11-08T06:39:37.458Z,,33.6,,57.4,,,54
2017-11-08T06:39:42.360Z,,33.5,,56.6,,,54
2017-11-08T06:39:52.358Z,,,,56,,,
2017-11-08T06:40:02.351Z,,33.4,,55.3,,,54
2017-11-08T06:40:12.354Z,,33.3,,54.8,,,54
2017-11-08T06:40:22.374Z,,33.5,,,,,54
2017-11-08T06:40:32.390Z,0,,2,54.3,44,,
2017-11-08T06:40:42.355Z,,33.2,,58.1,33,,54
2017-11-08T06:40:52.353Z,,33.2,,58,30,,54
2017-11-08T06:41:02.373Z,,,,59.1,29,,
2017-11-08T06:41:12.377Z,,33.2,,59.9,,,54
2017-11-08T06:41:22.391Z,,,,60.6,,,
2017-11-08T06:41:32.359Z,,33.5,,61.3,,,54
2017-11-08T06:41:42.356Z,,33.6,,,,,54
2017-11-08T06:41:52.360Z,,,,62.4,,,
2017-11-08T06:42:02.354Z,,33.6,,,,,54
2017-11-08T06:42:12.355Z,,,,63.2,29,,
2017-11-08T06:42:22.355Z,,33.5,,,,,54
2017-11-08T06:42:32.360Z,,,,63.5,,,
2017-11-08T06:42:42.351Z,,33.6,,64,30,,54
2017-11-08T06:42:52.354Z,,33.7,,,,,54
2017-11-08T06:43:02.368Z,,,,64.2,29,,
2017-11-08T06:43:12.353Z,,33.7,,64.7,,,54
2017-11-08T06:43:22.356Z,,33.7,,,,,54
2017-11-08T06:43:32.365Z,,33.7,,65.1,0,,54
2017-11-08T06:43:42.357Z,0,33.7,2,62,,,54
2017-11-08T06:43:52.365Z,,33.8,,60.9,,,54
2017-11-08T06:44:02.355Z,,33.8,,59.7,,,54
2017-11-08T06:44:17.535Z,,33.7,,58.6,,,54
2017-11-08T06:44:22.353Z,,33.7,,57.8,,,54
2017-11-08T06:44:32.359Z,,33.8,,56.9,,,54
2017-11-08T06:44:42.353Z,,33.7,,56.2,,,54
2017-11-08T06:44:52.366Z,,33.8,,55.5,,,54
2017-11-08T06:45:02.360Z,,33.7,,55,,,54
2017-11-08T06:45:12.355Z,,,,54.5,,,
2017-11-08T06:45:22.353Z,,33.5,,,,,54
2017-11-08T06:45:32.363Z,0,,2,54,44,,
2017-11-08T06:45:42.370Z,,33.5,,57.9,33,,54
2017-11-08T06:45:52.358Z,,33.5,,57.9,29,,54
2017-11-08T06:46:02.373Z,,33.4,,59,,,54
2017-11-08T06:46:12.358Z,,33.4,,59.8,,,54
2017-11-08T06:46:22.356Z,,33.5,,60.5,29,,54
2017-11-08T06:46:32.355Z,,33.4,,61.2,,,54
2017-11-08T06:46:42.354Z,,33.4,,61.8,,,54
2017-11-08T06:46:52.373Z,,33.4,,62,,,54
2017-11-08T06:47:02.355Z,,33.3,,62.2,,,54
2017-11-08T06:47:12.357Z,,33.5,,63.1,29,,54
2017-11-08T06:47:22.356Z,,33.5,,,,,54
2017-11-08T06:47:32.365Z,,33.6,,63.4,30,,54
2017-11-08T06:47:42.356Z,,,,63.6,29,,
2017-11-08T06:47:52.359Z,,33.6,,64.1,29,,54
2017-11-08T06:48:02.357Z,,33.7,,,,,54
2017-11-08T06:48:12.367Z,,,,64.4,,,
2017-11-08T06:48:22.368Z,,33.7,,64.7,29,,54
2017-11-08T06:48:32.365Z,,33.9,,,,,54
2017-11-08T06:48:42.363Z,0,33.9,2,63.6,0,,54
2017-11-08T06:48:52.358Z,,33.8,,61.4,,,54
2017-11-08T06:49:02.362Z,,34,,60.5,,,54
2017-11-08T06:49:12.357Z,,33.9,,59.8,,,54
2017-11-08T06:49:22.358Z,,33.8,,58.3,,,54
2017-11-08T06:49:32.361Z,,33.8,,57.4,,,54
2017-11-08T06:49:42.371Z,,33.6,,56.9,,,54
2017-11-08T06:49:52.358Z,,33.6,,56.6,,,54
2017-11-08T06:50:02.377Z,,33.7,,55.3,,,54
2017-11-08T06:50:12.366Z,,33.6,,54.9,,,54
2017-11-08T06:50:22.366Z,,33.5,,54.7,,,54
2017-11-08T06:50:32.378Z,0,33.5,2,53.9,44,,54
2017-11-08T06:50:42.361Z,,33.5,,58,35,,54
2017-11-08T06:50:52.360Z,,33.5,,58.1,33,,54
2017-11-08T06:51:02.388Z,,,,59.1,29,,
2017-11-08T06:51:12.392Z,,33.5,,,,,54
2017-11-08T06:51:22.363Z,,,,60.5,,,
2017-11-08T06:51:32.363Z,,33.7,,61.1,,,54
2017-11-08T06:51:42.371Z,,33.6,,61.2,30,,54
2017-11-08T06:51:52.409Z,,,,62.2,30,,
2017-11-08T06:52:02.381Z,,33.6,,,,,54
2017-11-08T06:52:12.361Z,,33.5,,62.6,29,,54
2017-11-08T06:52:22.362Z,,33.6,,63.1,,,54
2017-11-08T06:52:32.359Z,,33.7,,63.3,,,54
2017-11-08T06:52:42.369Z,,33.8,,63.5,,,54
2017-11-08T06:52:52.362Z,,,,63.6,,,
2017-11-08T06:53:02.362Z,,33.8,,64.1,30,,54
2017-11-08T06:53:12.360Z,,33.8,,,,,54
2017-11-08T06:53:22.365Z,,,,64.2,29,,
2017-11-08T06:53:32.362Z,,33.8,,64.4,,,54
2017-11-08T06:53:42.363Z,,33.8,,64.6,,,54
2017-11-08T06:53:52.365Z,,33.8,,64.7,,,54
2017-11-08T06:54:02.359Z,,33.8,,,,,54
2017-11-08T06:54:12.363Z,,33.9,,64.8,,,54
2017-11-08T06:54:22.359Z,,34,,64.9,,,54
2017-11-08T06:54:32.362Z,0,34,2,62.4,0,,54
2017-11-08T06:54:42.412Z,,34.1,,60.9,,,54
2017-11-08T06:54:52.363Z,,34.1,,59.8,,,54
2017-11-08T06:55:02.405Z,,34.1,,58.5,,,54
2017-11-08T06:55:12.362Z,,34.1,,57.6,,,54
2017-11-08T06:55:22.365Z,,34.1,,56.9,,,54
2017-11-08T06:55:32.364Z,,34,,55.9,,,54
2017-11-08T06:55:42.373Z,,33.8,,55.7,,,54
2017-11-08T06:55:52.373Z,0,33.9,2,55.3,44,,54
2017-11-08T06:56:02.386Z,,33.8,,58.1,38,,54
2017-11-08T06:56:12.363Z,,33.7,,58.7,31,,54
2017-11-08T06:56:22.372Z,,33.8,,59.5,29,,54
2017-11-08T06:56:32.423Z,,33.8,,60,29,,54
2017-11-08T06:56:42.366Z,,33.9,,,,,54
2017-11-08T06:56:52.360Z,,,,61.1,,,
2017-11-08T06:57:02.362Z,,33.9,,,,,54
2017-11-08T06:57:12.363Z,,,,61.5,,,
2017-11-08T06:57:22.367Z,,33.9,,62,,,54
