Time,HwActive,HwTOutlet,ChActive,PrimT,ActPow,PrimTSet,HwTSet
2017-11-08T00:00:02.123Z,,49.1,,56.9,,,54
2017-11-08T00:00:12.121Z,,49.2,,56.2,,,54
2017-11-08T00:00:22.122Z,,49.2,,55.5,,,54
2017-11-08T00:00:32.124Z,,49.2,,54.9,,,54
2017-11-08T00:00:42.138Z,0,49.2,2,56,44,,54
2017-11-08T00:00:52.130Z,,49.2,,58.5,31,,54
2017-11-08T00:01:02.125Z,,49.2,,58.4,29,,54
2017-11-08T00:01:12.126Z,,,,59.6,,,
2017-11-08T00:01:22.131Z,,49.2,,60.1,29,,54
2017-11-08T00:01:32.123Z,,49.3,,60.7,,,54
2017-11-08T00:01:42.133Z,,49.3,,61.3,,,54
2017-11-08T00:01:52.125Z,,49.3,,61.8,,,54
2017-11-08T00:02:02.130Z,,49.3,,62.2,30,,54
2017-11-08T00:02:12.131Z,,49.3,,62.6,29,,54
2017-11-08T00:02:22.127Z,,49.3,,62.9,,,54
2017-11-08T00:02:32.130Z,,49.3,,63.2,,,54
2017-11-08T00:02:42.132Z,,49.3,,63.4,,,54
2017-11-08T00:02:52.127Z,,49.3,,63.6,30,,54
2017-11-08T00:03:02.131Z,,49.3,,63.9,29,,54
2017-11-08T00:03:12.127Z,,49.3,,64,29,,54
2017-11-08T00:03:22.124Z,,49.3,,64.2,,,54
2017-11-08T00:03:32.126Z,,49.2,,64.4,,,54
2017-11-08T00:03:42.126Z,,49.2,,64.6,,,54
2017-11-08T00:03:52.123Z,,49.2,,64.7,,,54
2017-11-08T00:04:02.127Z,,49.2,,64.8,,,54
2017-11-08T00:04:12.123Z,,49.2,,64.9,30,,54
2017-11-08T00:04:22.123Z,0,49.1,2,64.7,0,,54
2017-11-08T00:04:32.132Z,,49.1,,61.6,,,54
2017-11-08T00:04:42.128Z,,49.1,,60.7,,,54
2017-11-08T00:04:52.133Z,,49.1,,59.4,,,54
2017-11-08T00:05:02.127Z,,49.1,,58.4,,,54
2017-11-08T00:05:12.129Z,,,,57.6,,,
2017-11-08T00:05:22.123Z,,49.1,,56.7,,,54
2017-11-08T00:05:32.125Z,,49.2,,56.1,,,54
2017-11-08T00:05:42.127Z,,49.2,,55.4,,,54
2017-11-08T00:05:52.127Z,,49.2,,54.8,,,54
2017-11-08T00:06:02.130Z,0,49.2,2,58.3,37,,54
2017-11-08T00:06:12.125Z,,49.2,,58.7,29,,54
2017-11-08T00:06:22.134Z,,49.2,,59.3,,,54
2017-11-08T00:06:32.126Z,,49.2,,60.2,29,,54
2017-11-08T00:06:42.127Z,,49.3,,60.8,,,54
2017-11-08T00:06:52.130Z,,49.3,,61.4,,,54
2017-11-08T00:07:02.127Z,,49.3,,62,,,54
2017-11-08T00:07:12.126Z,,49.3,,62.6,30,,54
2017-11-08T00:07:22.131Z,,49.3,,62.9,29,,54
2017-11-08T00:07:32.125Z,,49.3,,63.3,29,,54
2017-11-08T00:07:42.131Z,,49.3,,63.6,,,54
2017-11-08T00:07:52.129Z,,49.3,,64,,,54
2017-11-08T00:08:02.128Z,,49.3,,64.2,,,54
2017-11-08T00:08:12.148Z,,,,64.5,,,
2017-11-08T00:08:22.135Z,,49.4,,64.7,,,54
2017-11-08T00:08:32.126Z,,49.3,,64.8,30,,54
2017-11-08T00:08:42.133Z,0,49.4,2,64.8,0,,54
2017-11-08T00:08:52.131Z,,49.4,,62,,,54
2017-11-08T00:09:02.128Z,,49.4,,60.9,,,54
2017-11-08T00:09:12.131Z,,,,59.8,,,
2017-11-08T00:09:22.128Z,,49.4,,58.7,,,54
2017-11-08T00:09:32.128Z,,49.4,,57.9,,,54
2017-11-08T00:09:42.140Z,,49.4,,57.1,,,54
2017-11-08T00:09:52.132Z,,49.4,,56.5,,,54
2017-11-08T00:10:02.130Z,,49.4,,55.9,,,54
2017-11-08T00:10:12.130Z,,49.4,,55.2,,,54
2017-11-08T00:10:22.135Z,,49.4,,54.8,,,54
2017-11-08T00:10:32.131Z,,49.4,,54.4,,,54
2017-11-08T00:10:42.131Z,,49.4,,53.9,,,54
2017-11-08T00:10:52.131Z,,49.3,,53.5,,,54
2017-11-08T00:11:02.130Z,0,49.3,2,57,39,,54
2017-11-08T00:11:12.134Z,1,55,0,57.9,0,0,54
2017-11-08T00:11:22.139Z,1,40.4,0,59.1,44,,54
2017-11-08T00:11:32.140Z,0,53.2,0,54.7,0,,54
2017-11-08T00:11:42.139Z,,52.5,,53.5,,,54
2017-11-08T00:11:52.137Z,,52.5,,56.4,,,54
2017-11-08T00:12:02.130Z,,52.9,,56.8,,,54
2017-11-08T00:12:12.132Z,,53.4,,56.7,,,54
2017-11-08T00:12:22.238Z,,53.7,,56.4,,,54
2017-11-08T00:12:32.132Z,0,53.9,2,56.2,,61,54
2017-11-08T00:12:42.135Z,0,53.9,2,58.2,38,,54
2017-11-08T00:12:52.134Z,,53.7,,60.4,29,,54
2017-11-08T00:13:07.181Z,,53.5,,59.7,30,,54
2017-11-08T00:13:12.129Z,,,,60.6,29,,
2017-11-08T00:13:22.138Z,,53.2,,61.2,,,54
2017-11-08T00:13:32.134Z,,51.8,,61.5,,,54
2017-11-08T00:13:42.133Z,,51,,61.9,30,,54
2017-11-08T00:13:52.154Z,,49.9,,62.1,29,,54
2017-11-08T00:14:02.133Z,,48.8,,62.4,,,54
2017-11-08T00:14:12.133Z,,47.9,,62.5,,,54
2017-11-08T00:14:22.130Z,,47,,62.6,,,54
2017-11-08T00:14:32.130Z,,46.1,,62.8,,,54
2017-11-08T00:14:42.131Z,,45.2,,62.9,,,54
2017-11-08T00:14:52.132Z,,44.6,,63.1,29,,54
2017-11-08T00:15:02.133Z,,43.7,,63.3,,,54
2017-11-08T00:15:12.133Z,,,,63.5,,,
2017-11-08T00:15:22.134Z,,42.6,,63.8,,,54
2017-11-08T00:15:32.135Z,,42.1,,63.9,,,54
2017-11-08T00:15:42.135Z,,41.7,,64.1,,,54
2017-11-08T00:15:52.138Z,,41.3,,64.2,30,,54
2017-11-08T00:16:02.133Z,,40.8,,64.5,29,,54
2017-11-08T00:16:12.135Z,,,,64.6,30,,
2017-11-08T00:16:22.137Z,,40.2,,64.7,,,54
2017-11-08T00:16:32.143Z,,40,,64.8,29,,54
2017-11-08T00:16:42.137Z,,39.7,,64.9,,,54
2017-11-08T00:16:52.138Z,0,39.5,2,63.6,0,,54
2017-11-08T00:17:02.137Z,,39.3,,61.4,,,54
2017-11-08T00:17:12.131Z,,,,60.5,,,
2017-11-08T00:17:22.139Z,,38.6,,59.1,,,54
2017-11-08T00:17:32.134Z,,38.4,,58.2,,,54
2017-11-08T00:17:42.143Z,,38.2,,57.3,,,54
2017-11-08T00:17:52.133Z,,37.9,,56.6,,,54
2017-11-08T00:18:02.133Z,,37.8,,55.9,,,54
2017-11-08T00:18:12.137Z,,,,55.2,,,
2017-11-08T00:18:22.136Z,0,37.4,2,54.7,,,54
2017-11-08T00:18:32.143Z,,37.2,,58.6,36,,54
2017-11-08T00:18:42.137Z,,,,,30,,
2017-11-08T00:18:52.142Z,,36.8,,59.6,29,,54
2017-11-08T00:19:02.135Z,,36.8,,60.4,,,54
2017-11-08T00:19:12.139Z,,36.7,,61.1,,,54
2017-11-08T00:19:22.136Z,,36.7,,61.6,29,,54
2017-11-08T00:19:32.140Z,,36.6,,62.1,,,54
2017-11-08T00:19:42.139Z,,36.7,,62.7,,,54
2017-11-08T00:19:52.137Z,,36.8,,63.1,,,54
2017-11-08T00:20:02.133Z,,36.8,,63.5,,,54
2017-11-08T00:20:12.176Z,,36.7,,,,,54
2017-11-08T00:20:22.139Z,,,,64.1,30,,
2017-11-08T00:20:32.135Z,,36.7,,64.4,29,,54
2017-11-08T00:20:42.140Z,,36.8,,64.6,,,54
2017-11-08T00:20:52.138Z,,,,64.8,,,
2017-11-08T00:21:02.138Z,,36.9,,64.9,30,,54
2017-11-08T00:21:12.134Z,0,,2,62.7,0,,
2017-11-08T00:21:22.142Z,,36.9,,61.3,,,54
2017-11-08T00:21:32.133Z,,36.9,,60.2,,,54
2017-11-08T00:21:42.135Z,,36.9,,59,,,54
2017-11-08T00:21:52.141Z,,36.8,,58.2,,,54
2017-11-08T00:22:02.133Z,,36.8,,57.3,,,54
2017-11-08T00:22:12.144Z,,,,56.6,,,
2017-11-08T00:22:22.147Z,,36.7,,56,,,54
2017-11-08T00:22:32.137Z,,36.7,,55.4,,,54
2017-11-08T00:22:42.146Z,,36.6,,54.9,,,54
2017-11-08T00:22:52.140Z,,36.5,,54.4,,,54
2017-11-08T00:23:02.136Z,,36.4,,,,,54
2017-11-08T00:23:12.136Z,,,,53.5,,,
2017-11-08T00:23:22.135Z,0,36.2,2,53.2,,,54
2017-11-08T00:23:32.135Z,,,,57.3,36,,
2017-11-08T00:23:42.136Z,,36.1,,57.4,29,,54
2017-11-08T00:23:52.140Z,,36.2,,58.5,30,,54
2017-11-08T00:24:02.136Z,,,,59.5,29,,
2017-11-08T00:24:12.135Z,,36.2,,60.1,30,,54
2017-11-08T00:24:22.141Z,,36.4,,60.8,29,,54
2017-11-08T00:24:32.137Z,,36.4,,61.4,,,54
2017-11-08T00:24:42.136Z,,36.5,,62,30,,54
2017-11-08T00:24:52.137Z,,,,62.4,29,,
2017-11-08T00:25:02.137Z,,36.7,,62.8,,,54
2017-11-08T00:25:12.139Z,,,,63.2,,,
2017-11-08T00:25:22.140Z,,36.7,,63.4,,,54
2017-11-08T00:25:32.136Z,,,,63.8,,,
2017-11-08T00:25:42.137Z,,36.8,,64,30,,54
2017-11-08T00:25:52.139Z,,36.7,,64.1,29,,54
2017-11-08T00:26:02.139Z,,36.8,,64.4,,,54
2017-11-08T00:26:12.138Z,,36.8,,,,,54
2017-11-08T00:26:22.140Z,,36.8,,64.6,,,54
2017-11-08T00:26:32.138Z,,,,64.9,,,
2017-11-08T00:26:42.144Z,0,36.8,2,63.4,0,,54
2017-11-08T00:26:52.137Z,,36.8,,61.4,,,54
2017-11-08T00:27:02.142Z,,36.7,,60.5,,,54
2017-11-08T00:27:12.139Z,,,,59.1,,,
2017-11-08T00:27:22.140Z,,36.7,,58.3,,,54
2017-11-08T00:27:32.139Z,,36.6,,57.3,,,54
2017-11-08T00:27:42.138Z,,36.5,,56.6,,,54
2017-11-08T00:27:52.140Z,,36.3,,56,,,54
2017-11-08T00:28:02.141Z,,36.2,,55.3,,,54
2017-11-08T00:28:12.150Z,,,,54.8,,,
2017-11-08T00:28:22.147Z,0,36,2,54.3,,,54
2017-11-08T00:28:32.143Z,,,,58.2,36,,
2017-11-08T00:28:42.139Z,,35.8,,,,,54
2017-11-08T00:28:52.150Z,,35.9,,59.3,29,,54
2017-11-08T00:29:02.156Z,,,,60.1,30,,
2017-11-08T00:29:12.141Z,,35.9,,,,,54
2017-11-08T00:29:22.147Z,,35.8,,61.4,30,,54
2017-11-08T00:29:32.141Z,,35.7,,,,,54
2017-11-08T00:29:42.141Z,,,,62.5,30,,
2017-11-08T00:29:52.141Z,,35.7,,62.8,29,,54
2017-11-08T00:30:02.142Z,,,,63.3,29,,
2017-11-08T00:30:12.138Z,,35.7,,,,,54
2017-11-08T00:30:22.142Z,,,,63.6,30,,
2017-11-08T00:30:32.143Z,,35.6,,64.1,29,,54
2017-11-08T00:30:42.143Z,,35.6,,,,,54
2017-11-08T00:30:52.143Z,,,,64.4,,,
2017-11-08T00:31:02.142Z,,35.7,,64.7,29,,54
2017-11-08T00:31:12.140Z,,35.7,,,,,54
2017-11-08T00:31:22.157Z,0,,2,63.2,0,,
2017-11-08T00:31:32.144Z,,35.6,,61.4,,,54
2017-11-08T00:31:42.138Z,,35.6,,60.5,,,54
2017-11-08T00:31:52.144Z,,35.6,,59.1,,,54
2017-11-08T00:32:02.142Z,,35.6,,58.3,,,54
2017-11-08T00:32:12.143Z,,35.4,,57.4,,,54
2017-11-08T00:32:22.142Z,,35.4,,56.7,,,54
2017-11-08T00:32:32.139Z,,35.2,,,,,54
2017-11-08T00:32:42.146Z,,,,55.4,,,
2017-11-08T00:32:52.144Z,,35.1,,54.9,,,54
2017-11-08T00:33:02.141Z,,34.8,,,,,54
2017-11-08T00:33:12.145Z,,,,53.9,,,
2017-11-08T00:33:22.144Z,0,34.6,2,53.6,,,54
2017-11-08T00:33:32.147Z,,34.5,,57.6,36,,54
2017-11-08T00:33:42.146Z,,34.4,,57.8,29,,54
2017-11-08T00:33:52.150Z,,34.4,,58.7,,,54
2017-11-08T00:34:02.143Z,,34.5,,59.7,29,,54
2017-11-08T00:34:12.143Z,,34.5,,60.2,,,54
2017-11-08T00:34:22.143Z,,34.6,,61.1,,,54
2017-11-08T00:34:32.141Z,,34.7,,61.5,29,,54
2017-11-08T00:34:42.144Z,,34.7,,62,,,54
2017-11-08T00:34:52.144Z,,34.7,,62.6,30,,54
2017-11-08T00:35:12.146Z,,34.7,,63.3,29,,54
2017-11-08T00:35:22.148Z,,34.6,,63.6,,,54
2017-11-08T00:35:32.147Z,,34.6,,,,,54
2017-11-08T00:35:42.148Z,,,,64.1,,,
2017-11-08T00:35:52.146Z,,34.5,,64.4,,,54
2017-11-08T00:36:02.145Z,,,,64.5,,,
2017-11-08T00:36:12.142Z,,34.5,,,,,54
2017-11-08T00:36:22.150Z,,34.5,,64.9,,,54
2017-11-08T00:36:32.146Z,0,34.4,2,64.5,0,,54
2017-11-08T00:36:42.142Z,,34.4,,61.8,,,54
2017-11-08T00:36:52.153Z,,34.5,,60.8,,,54
2017-11-08T00:37:02.149Z,,34.5,,59.5,,,54
2017-11-08T00:37:12.148Z,,34.5,,58.5,,,54
2017-11-08T00:37:22.157Z,,34.5,,57.7,,,54
2017-11-08T00:37:32.149Z,,34.5,,56.8,,,54
2017-11-08T00:37:47.247Z,,34.6,,,,,54
2017-11-08T00:37:52.144Z,,34.5,,55.5,,,54
2017-11-08T00:38:02.146Z,,34.4,,,,,54
2017-11-08T00:38:12.152Z,,,,54.5,,,
2017-11-08T00:38:22.152Z,0,34.2,2,53.9,,,54
2017-11-08T00:38:32.146Z,,34.1,,57.2,40,,54
2017-11-08T00:38:42.143Z,,34,,58.1,30,,54
2017-11-08T00:38:52.144Z,,34.1,,,,,54
2017-11-08T00:39:02.149Z,,,,59.9,29,,
2017-11-08T00:39:12.149Z,,34,,60.5,,,54
2017-11-08T00:39:22.143Z,,34,,61.1,,,54
2017-11-08T00:39:32.143Z,,34.1,,61.3,,,54
2017-11-08T00:39:42.148Z,,34.2,,62.4,,,54
2017-11-08T00:39:52.147Z,,34.2,,,,,54
2017-11-08T00:40:02.144Z,,34.1,,63.1,,,54
2017-11-08T00:40:12.150Z,,34.1,,63.2,,,54
2017-11-08T00:40:22.149Z,,34.3,,63.5,,,54
2017-11-08T00:40:32.148Z,,34,,64,,,54
2017-11-08T00:40:42.152Z,,34,,,,,54
2017-11-08T00:40:52.147Z,,34.2,,64.2,,,54
2017-11-08T00:41:02.145Z,,34.2,,64.7,,,54
2017-11-08T00:41:12.149Z,,34.3,,,,,54
2017-11-08T00:41:22.145Z,,,,64.8,,,
2017-11-08T00:41:32.149Z,0,34.2,2,62.2,0,,54
2017-11-08T00:41:42.148Z,,34.2,,61.2,,,54
2017-11-08T00:41:52.146Z,,34.3,,60.9,,,54
2017-11-08T00:42:02.149Z,,34.3,,58.8,,,54
2017-11-08T00:42:12.146Z,,34.2,,,,,54
2017-11-08T00:42:22.161Z,,34.1,,57.9,,,54
2017-11-08T00:42:32.148Z,,34.2,,56.4,,,54
2017-11-08T00:42:42.145Z,,34.1,,55.9,,,54
2017-11-08T00:42:52.147Z,,33.9,,55.7,,,54
2017-11-08T00:43:02.152Z,,,,54.9,,,
2017-11-08T00:43:12.147Z,,33.7,,54.7,,,54
2017-11-08T00:43:22.159Z,,33.6,,53.7,,,54
2017-11-08T00:43:32.148Z,0,33.6,2,57,39,,54
2017-11-08T00:43:42.149Z,,33.5,,57.9,29,,54
2017-11-08T00:43:52.153Z,,33.5,,58.9,,,54
2017-11-08T00:44:02.147Z,,33.7,,59,,,54
2017-11-08T00:44:12.147Z,,33.8,,60.4,,,54
2017-11-08T00:44:22.146Z,,33.9,,61.1,,,54
2017-11-08T00:44:32.148Z,,34,,,,,54
2017-11-08T00:44:42.150Z,,34,,62.1,30,,54
2017-11-08T00:44:52.146Z,,34.1,,,,,54
2017-11-08T00:45:02.150Z,,34,,62.6,29,,54
2017-11-08T00:45:12.149Z,,34,,63.3,,,54
2017-11-08T00:45:22.154Z,,34,,,,,54
2017-11-08T00:45:32.150Z,,34,,63.6,,,54
2017-11-08T00:45:42.150Z,,,,64.1,,,
2017-11-08T00:45:52.147Z,,34,,,,,54
2017-11-08T00:46:02.150Z,,,,64.2,,,
2017-11-08T00:46:12.204Z,,33.9,,64.5,,,54
2017-11-08T00:46:22.154Z,,33.9,,64.6,30,,54
2017-11-08T00:46:32.151Z,,33.9,,64.8,,,54
2017-11-08T00:46:42.151Z,0,33.8,2,64.9,0,,54
2017-11-08T00:46:52.153Z,,33.8,,61.9,,,54
2017-11-08T00:47:02.151Z,,33.9,,60.9,,,54
2017-11-08T00:47:12.152Z,,34,,59.1,,,54
2017-11-08T00:47:22.156Z,,34.1,,58.9,,,54
2017-11-08T00:47:32.151Z,,34.2,,57.9,,,54
2017-11-08T00:47:42.152Z,,34.1,,56.9,,,54
2017-11-08T00:47:52.150Z,,34,,55.9,,,54
2017-11-08T00:48:02.152Z,,34.1,,,,,54
2017-11-08T00:48:12.153Z,,,,54.9,,,
2017-11-08T00:48:22.165Z,,33.9,,54.1,,,54
2017-11-08T00:48:32.155Z,0,33.6,2,57.3,39,,54
2017-11-08T00:48:42.152Z,,33.6,,58.1,34,,54
2017-11-08T00:48:52.150Z,,33.6,,58,29,,54
2017-11-08T00:49:02.151Z,,33.6,,59,,,54
2017-11-08T00:49:12.149Z,,33.7,,60,,,54
2017-11-08T00:49:22.155Z,,33.9,,60.2,30,,54
2017-11-08T00:49:32.151Z,,33.9,,61.1,29,,54
2017-11-08T00:49:42.154Z,,33.9,,61.4,30,,54
2017-11-08T00:49:52.155Z,,33.9,,62,29,,54
2017-11-08T00:50:02.149Z,,33.7,,62.2,30,,54
2017-11-08T00:50:12.152Z,,33.6,,62.6,29,,54
2017-11-08T00:50:22.156Z,,33.7,,63.1,,,54
2017-11-08T00:50:32.151Z,,33.8,,63.2,,,54
2017-11-08T00:50:42.150Z,,33.7,,63.4,,,54
2017-11-08T00:50:52.151Z,,33.9,,63.5,,,54
2017-11-08T00:51:02.153Z,,34,,63.8,,,54
2017-11-08T00:51:12.154Z,,34,,64,,,54
2017-11-08T00:51:22.153Z,,33.9,,,,,54
2017-11-08T00:51:32.154Z,,33.9,,64.1,,,54
2017-11-08T00:51:42.151Z,,34,,64.4,,,54
2017-11-08T00:51:52.155Z,,34.1,,64.5,,,54
2017-11-08T00:52:02.157Z,,34.1,,64.6,,,54
2017-11-08T00:52:12.156Z,,33.9,,,,,54
2017-11-08T00:52:22.151Z,,33.9,,64.7,,,54
2017-11-08T00:52:32.156Z,,34.1,,64.8,,,54
2017-11-08T00:52:42.154Z,,34,,64.9,,,54
2017-11-08T00:52:52.154Z,0,33.9,2,62.9,0,,54
2017-11-08T00:53:02.158Z,,33.8,,60.9,,,54
2017-11-08T00:53:12.155Z,,33.9,,59.8,,,54
2017-11-08T00:53:22.158Z,,33.9,,58.9,,,54
2017-11-08T00:53:32.656Z,,34,,57.9,,,54
2017-11-08T00:53:42.154Z,,34.1,,56.9,,,54
2017-11-08T00:53:52.157Z,,34.1,,56.8,,,54
2017-11-08T00:54:02.154Z,,34,,55.9,,,54
2017-11-08T00:54:12.154Z,,34,,54.9,,,54
2017-11-08T00:54:22.168Z,0,33.9,2,57.3,41,,54
2017-11-08T00:54:32.155Z,,33.8,,58.3,37,,54
2017-11-08T00:54:42.155Z,,33.8,,59,30,,54
2017-11-08T00:54:52.157Z,,33.8,,60,30,,54
2017-11-08T00:55:02.157Z,,33.8,,60.1,29,,54
2017-11-08T00:55:12.176Z,,33.9,,61.1,30,,54
2017-11-08T00:55:22.157Z,,33.8,,61.4,29,,54
2017-11-08T00:55:32.156Z,,33.9,,62,,,54
2017-11-08T00:55:42.161Z,,34,,62.4,,,54
2017-11-08T00:55:52.154Z,,34,,63.1,,,54
2017-11-08T00:56:02.153Z,,34,,63.2,,,54
2017-11-08T00:56:12.159Z,,34.1,,63.5,,,54
2017-11-08T00:56:22.161Z,,34.1,,64,,,54
2017-11-08T00:56:32.153Z,,33.8,,,,,54
2017-11-08T00:56:42.155Z,,34,,64.2,,,54
2017-11-08T00:56:52.155Z,,34,,64.5,,,54
2017-11-08T00:57:02.160Z,,34.2,,64.6,,,54
2017-11-08T00:57:12.155Z,,34.1,,64.8,,,54
2017-11-08T00:57:22.176Z,0,34,2,62.9,0,,54
2017-11-08T00:57:32.159Z,,34,,61.9,,,54
2017-11-08T00:57:42.162Z,,33.9,,60.9,,,54
2017-11-08T00:57:52.159Z,,34.1,,58.9,,,54
2017-11-08T00:58:02.158Z,,34.1,,,,,54
2017-11-08T00:58:12.156Z,0,33.9,2,57.9,0,61,54
2017-11-08T00:58:22.156Z,,33.8,,56.9,,,54
2017-11-08T00:58:32.154Z,,33.9,,56.5,,,54
2017-11-08T00:58:42.162Z,,33.9,,55.7,,,54
2017-11-08T00:58:52.164Z,,33.9,,54.9,,,54
2017-11-08T00:59:02.165Z,,33.8,,54.8,,,54
2017-11-08T00:59:12.165Z,,33.7,,53.9,,,54
2017-11-08T00:59:22.176Z,0,33.5,2,56,42,,54
2017-11-08T00:59:32.164Z,,33.5,,58,33,,54
2017-11-08T00:59:42.166Z,,33.5,,58,29,,54
2017-11-08T00:59:52.165Z,,33.5,,59,,,54
2017-11-08T01:00:02.178Z,,33.6,,60,29,,54
2017-11-08T01:00:12.162Z,,33.4,,60.2,,,54
2017-11-08T01:00:22.160Z,,33.5,,61.1,,,54
2017-11-08T01:00:32.168Z,,33.4,,62,,,54
2017-11-08T01:00:42.170Z,,33.4,,62.1,,,54
2017-11-08T01:00:52.162Z,,33.5,,62.6,,,54
2017-11-08T01:01:02.163Z,,33.5,,63.1,29,,54
2017-11-08T01:01:12.157Z,,33.7,,63.3,,,54
2017-11-08T01:01:22.163Z,,33.7,,63.6,,,54
2017-11-08T01:01:32.167Z,,33.6,,64,,,54
2017-11-08T01:01:42.166Z,,33.6,,64.1,,,54
2017-11-08T01:01:52.164Z,,33.8,,64.4,,,54
2017-11-08T01:02:02.166Z,,33.8,,64.5,,,54
2017-11-08T01:02:12.167Z,,33.8,,64.7,,,54
2017-11-08T01:02:27.259Z,,34.1,,65.1,,,54
2017-11-08T01:02:32.174Z,0,34.2,2,62.9,0,,54
2017-11-08T01:02:42.169Z,,34.2,,61.8,,,54
2017-11-08T01:02:52.159Z,,34.1,,59.9,,,54
2017-11-08T01:03:02.159Z,,34.4,,58.9,,,54
2017-11-08T01:03:12.161Z,,34.3,,57.9,,,54
2017-11-08T01:03:22.158Z,,33.9,,57.8,,,54
2017-11-08T01:03:32.160Z,,33.6,,56.9,,,54
2017-11-08T01:03:42.160Z,,33.6,,55.9,,,54
2017-11-08T01:03:52.161Z,,33.7,,55.6,,,54
2017-11-08T01:04:02.162Z,,33.7,,54.9,,,54
2017-11-08T01:04:12.159Z,,33.6,,54.1,,,54
2017-11-08T01:04:22.180Z,0,33.2,2,57.1,40,,54
2017-11-08T01:04:32.161Z,,33.1,,58,36,,54
2017-11-08T01:04:42.161Z,,33.1,,58.2,29,,54
2017-11-08T01:04:52.157Z,,33.1,,59,,,54
2017-11-08T01:05:02.163Z,,33.3,,60,,,54
2017-11-08T01:05:12.160Z,,33.4,,61.1,30,,54
2017-11-08T01:05:22.164Z,,33.5,,61.2,29,,54
2017-11-08T01:05:32.161Z,,33.6,,62,,,54
2017-11-08T01:05:42.161Z,,33.5,,62.2,,,54
2017-11-08T01:05:52.162Z,,33.6,,63.1,,,54
2017-11-08T01:06:02.158Z,,33.5,,63.2,,,54
2017-11-08T01:06:12.163Z,,33.5,,63.5,,,54
2017-11-08T01:06:22.165Z,,33.7,,64,30,,54
2017-11-08T01:06:32.172Z,,33.7,,64.1,,,54
2017-11-08T01:06:42.166Z,,33.6,,64.4,,,54
2017-11-08T01:06:52.177Z,,33.6,,64.5,29,,54
2017-11-08T01:07:02.166Z,,33.4,,64.7,,,54
2017-11-08T01:07:12.165Z,0,33.7,2,64.9,0,,54
2017-11-08T01:07:22.162Z,,33.8,,61.8,,,54
2017-11-08T01:07:32.164Z,,33.7,,60.9,,,54
2017-11-08T01:07:42.165Z,,33.7,,59.8,,,54
2017-11-08T01:07:52.161Z,,33.9,,58.9,,,54
2017-11-08T01:08:02.166Z,,33.8,,57.9,,,54
2017-11-08T01:08:12.159Z,,33.7,,56.9,,,54
2017-11-08T01:08:22.170Z,,33.7,,56.7,,,54
2017-11-08T01:08:32.163Z,,33.7,,55.9,,,54
2017-11-08T01:08:42.162Z,,33.6,,55.4,,,54
2017-11-08T01:08:52.160Z,,33.6,,54.9,,,54
2017-11-08T01:09:02.165Z,,33.5,,54.5,,,54
2017-11-08T01:09:12.166Z,,33.4,,53.7,,,54
2017-11-08T01:09:22.178Z,0,33.3,2,56.3,42,,54
2017-11-08T01:09:32.167Z,,33.2,,57.3,38,,54
2017-11-08T01:09:42.163Z,,33.3,,58.1,29,,54
2017-11-08T01:09:52.167Z,,33.2,,59,,,54
2017-11-08T01:10:02.173Z,,33.3,,60,,,54
2017-11-08T01:10:12.167Z,,33.4,,60.1,,,54
2017-11-08T01:10:22.169Z,,33.5,,61.1,,,54
2017-11-08T01:10:32.164Z,,33.4,,62,,,54
2017-11-08T01:10:42.171Z,,33.5,,,,,54
2017-11-08T01:10:52.163Z,,33.4,,62.6,,,54
2017-11-08T01:11:02.164Z,,33.5,,63.1,29,,54
2017-11-08T01:11:12.170Z,,33.5,,63.3,,,54
2017-11-08T01:11:22.167Z,,33.5,,63.6,,,54
2017-11-08T01:11:32.165Z,,33.4,,64,,,54
2017-11-08T01:11:42.176Z,,33.5,,64.1,,,54
2017-11-08T01:11:52.167Z,,33.4,,64.4,,,54
2017-11-08T01:12:02.165Z,,33.4,,64.6,,,54
2017-11-08T01:12:12.179Z,,33.5,,64.7,30,,54
2017-11-08T01:12:22.180Z,0,33.4,2,64.8,0,,54
2017-11-08T01:12:32.170Z,,33.6,,61.8,,,54
2017-11-08T01:12:42.170Z,,33.6,,60.9,,,54
2017-11-08T01:12:52.166Z,,33.9,,59.8,,,54
2017-11-08T01:13:02.169Z,,33.9,,58.9,,,54
2017-11-08T01:13:12.169Z,,33.8,,57.9,,,54
2017-11-08T01:13:22.169Z,,33.7,,56.9,,,54
2017-11-08T01:13:32.168Z,,33.7,,56.7,,,54
2017-11-08T01:13:42.165Z,,33.7,,55.9,,,54
2017-11-08T01:13:52.172Z,,33.6,,54.9,,,54
2017-11-08T01:14:02.166Z,,33.4,,,,,54
2017-11-08T01:14:12.167Z,,33.3,,53.9,,,54
2017-11-08T01:14:22.181Z,0,33.4,2,57,41,,54
2017-11-08T01:14:32.168Z,,33.3,,58,36,,54
2017-11-08T01:14:42.168Z,,33.3,,58.1,29,,54
2017-11-08T01:14:52.170Z,,33.3,,59,,,54
2017-11-08T01:15:02.172Z,,33.2,,60,30,,54
2017-11-08T01:15:12.171Z,,33.1,,60.2,29,,54
2017-11-08T01:15:22.171Z,,33.2,,61.2,29,,54
2017-11-08T01:15:32.170Z,,33.2,,62,,,54
2017-11-08T01:15:42.164Z,,33.3,,62.1,,,54
2017-11-08T01:15:52.175Z,,33.5,,63.1,,,54
2017-11-08T01:16:02.173Z,,33.3,,,,,54
2017-11-08T01:16:12.166Z,,33.5,,63.4,,,54
