Time,PrimTSet,ActPow,HwActive,PrimT,HwTOutlet,HwTSet,ChActive
2018-01-04T00:00:07.136Z,,,,,11.6,54,
2018-01-04T00:00:17.136Z,,,,,11.6,54,
2018-01-04T00:00:27.140Z,,,,,11.6,54,
2018-01-04T00:00:37.138Z,,,,,11.6,54,
2018-01-04T00:00:47.140Z,,,,36.5,11.6,54,
2018-01-04T00:00:57.138Z,,,,,11.6,54,
2018-01-04T00:01:07.140Z,,,,,11.6,54,
2018-01-04T00:01:17.138Z,,,,,11.6,54,
2018-01-04T00:01:27.145Z,,40,0,39.6,11.6,54,2
2018-01-04T00:01:37.142Z,,32,,41.4,12.2,54,
2018-01-04T00:01:47.142Z,,29,,39.9,13.1,54,
2018-01-04T00:01:57.148Z,,,,40.5,14.2,54,
2018-01-04T00:02:07.140Z,,,,41.3,15.1,54,
2018-01-04T00:02:17.141Z,,,,,15.7,54,
2018-01-04T00:02:27.143Z,,,,41.4,16.2,54,
2018-01-04T00:02:37.138Z,,,,,16.5,54,
2018-01-04T00:02:47.138Z,,,,41.5,16.8,54,
2018-01-04T00:02:57.140Z,,,,41.6,17.1,54,
2018-01-04T00:03:07.138Z,,,,41.7,17.1,54,
2018-01-04T00:03:17.138Z,,,,41.8,17.4,54,
2018-01-04T00:03:27.138Z,,,,42,17.3,54,
2018-01-04T00:03:37.137Z,,,,,17.4,54,
2018-01-04T00:03:47.144Z,,,,42.1,17.4,54,
2018-01-04T00:03:57.136Z,,,,,17.4,54,
2018-01-04T00:04:07.139Z,,,,,17.5,54,
2018-01-04T00:04:17.153Z,,,,,17.5,54,
2018-01-04T00:04:27.143Z,,,,42.2,17.5,54,
2018-01-04T00:04:37.143Z,,,,,17.7,54,
2018-01-04T00:04:47.145Z,,,,42.3,17.7,54,
2018-01-04T00:04:57.145Z,,30,,42.4,17.7,54,
2018-01-04T00:05:07.141Z,,29,,42.6,17.8,54,
2018-01-04T00:05:17.139Z,,,,,17.9,54,
2018-01-04T00:05:27.138Z,,,,42.7,17.8,54,
2018-01-04T00:05:37.137Z,,,,42.9,17.8,54,
2018-01-04T00:05:47.144Z,,,,43,17.8,54,
2018-01-04T00:05:57.147Z,,,,43.1,17.9,54,
2018-01-04T00:06:07.140Z,,,,43.2,17.8,54,
2018-01-04T00:06:17.144Z,,,,43.3,17.9,54,
2018-01-04T00:06:27.143Z,,,,43.5,17.9,54,
2018-01-04T00:06:37.140Z,,,,43.6,18.1,54,
2018-01-04T00:06:47.146Z,,,,43.7,18.1,54,
2018-01-04T00:06:57.146Z,,,,43.8,18.2,54,
2018-01-04T00:07:07.141Z,,,,44,18.1,54,
2018-01-04T00:07:17.142Z,,,,,17.9,54,
2018-01-04T00:07:27.143Z,,,,44.2,18.1,54,
2018-01-04T00:07:37.140Z,,,,44.3,18.2,54,
2018-01-04T00:07:47.144Z,,,,44.4,18.2,54,
2018-01-04T00:07:57.146Z,,,,44.5,18.2,54,
2018-01-04T00:08:07.139Z,,,,44.6,18.2,54,
2018-01-04T00:08:17.140Z,,0,0,44.7,18.4,54,2
2018-01-04T00:08:27.139Z,,,,42.7,18.4,54,
2018-01-04T00:08:37.144Z,,,,41.3,17.8,54,
2018-01-04T00:08:47.143Z,,,,40.7,17.4,54,
2018-01-04T00:08:57.155Z,,,,39.8,17,54,
2018-01-04T00:09:07.140Z,,,,39.4,16.7,54,
2018-01-04T00:09:17.148Z,,,,38.8,16.5,54,
2018-01-04T00:09:27.145Z,,,,38.4,16.4,54,
2018-01-04T00:09:37.147Z,,,,37.9,16.2,54,
2018-01-04T00:09:47.148Z,,,,37.7,16.1,54,
2018-01-04T00:09:57.147Z,,,,37.5,15.9,54,
2018-01-04T00:10:07.149Z,,,,37.2,15.9,54,
2018-01-04T00:10:17.201Z,,,,36.9,15.9,54,
2018-01-04T00:10:27.148Z,,,,36.7,15.7,54,
2018-01-04T00:10:37.145Z,,,,36.6,15.7,54,
2018-01-04T00:10:47.146Z,,,,36.4,15.7,54,
2018-01-04T00:10:57.148Z,,,,36.3,15.6,54,
2018-01-04T00:11:07.169Z,,,,36.1,15.6,54,
2018-01-04T00:11:17.143Z,,,,36,15.4,54,
2018-01-04T00:11:27.143Z,,,,,15.3,54,
2018-01-04T00:11:37.147Z,,,,36,15.9,54,
2018-01-04T00:11:47.140Z,,,,35.9,16.5,54,
2018-01-04T00:11:57.157Z,,,,35.9,15.9,54,
2018-01-04T00:12:07.146Z,,,,36,15.1,54,
2018-01-04T00:12:17.147Z,,,,35.9,14.5,54,
2018-01-04T00:12:27.144Z,,,,,14,54,
2018-01-04T00:12:37.144Z,,,,36,13.7,54,
2018-01-04T00:12:47.146Z,,,,,13.4,54,
2018-01-04T00:12:57.144Z,,,,,13.2,54,
2018-01-04T00:13:07.144Z,,,,36.1,13.1,54,
2018-01-04T00:13:17.145Z,,,,,12.9,54,
2018-01-04T00:13:27.144Z,,,,36.2,12.8,54,
2018-01-04T00:13:37.143Z,,,,,12.8,54,
2018-01-04T00:13:47.143Z,,,,36.3,12.6,54,
2018-01-04T00:13:57.145Z,,,,,12.6,54,
2018-01-04T00:14:07.146Z,,,,36.4,12.6,54,
2018-01-04T00:14:17.142Z,,,,,12.5,54,
2018-01-04T00:14:27.146Z,,,,,12.5,54,
2018-01-04T00:14:37.147Z,,,,36.5,12.5,54,
2018-01-04T00:14:47.147Z,,,,,12.3,54,
2018-01-04T00:14:57.146Z,,,,36.6,12.3,54,
2018-01-04T00:15:07.147Z,,,,,12.3,54,
2018-01-04T00:15:17.147Z,,,,,12.3,54,
2018-01-04T00:15:27.152Z,,,,,12.2,54,
2018-01-04T00:15:37.146Z,,,,,12.2,54,
2018-01-04T00:15:47.144Z,,,,,12.2,54,
2018-01-04T00:15:57.145Z,,,,,12.2,54,
2018-01-04T00:16:07.144Z,,,,36.7,12.2,54,
2018-01-04T00:16:17.144Z,,,,,12,54,
2018-01-04T00:16:27.152Z,,,,36.6,12.2,54,
2018-01-04T00:16:37.144Z,,,,,12,54,
2018-01-04T00:16:47.144Z,,,,,12,54,
2018-01-04T00:16:57.149Z,,,,36.7,12,54,
2018-01-04T00:17:07.145Z,,,,36.6,12,54,
2018-01-04T00:17:17.145Z,,,,,12,54,
2018-01-04T00:17:27.146Z,,,,,12,54,
2018-01-04T00:17:37.149Z,,,,,11.8,54,
2018-01-04T00:17:47.148Z,,,,,12,54,
2018-01-04T00:17:57.158Z,,,,,11.8,54,
2018-01-04T00:18:07.145Z,,,,,11.8,54,
2018-01-04T00:18:17.150Z,,,,,11.8,54,
2018-01-04T00:18:27.164Z,,,,,11.8,54,
2018-01-04T00:18:37.145Z,,,,,11.8,54,
2018-01-04T00:18:47.152Z,,,,36.5,11.8,54,
2018-01-04T00:18:57.151Z,,,,,11.8,54,
2018-01-04T00:19:07.149Z,,,,,11.8,54,
2018-01-04T00:19:17.147Z,,,,,11.6,54,
2018-01-04T00:19:27.152Z,,,,,11.6,54,
2018-01-04T00:19:37.147Z,,,,,11.6,54,
2018-01-04T00:19:47.152Z,,,,,11.6,54,
2018-01-04T00:19:57.152Z,,,,36.4,11.6,54,
2018-01-04T00:20:07.162Z,,,,36.4,11.6,54,
2018-01-04T00:20:17.174Z,,39,0,40.1,11.6,54,2
2018-01-04T00:20:27.153Z,,30,,41.6,12.3,54,
2018-01-04T00:20:37.148Z,,29,,39.9,13.2,54,
2018-01-04T00:20:47.153Z,,,,40.7,14.3,54,
2018-01-04T00:20:57.153Z,,,,41.3,15.4,54,
2018-01-04T00:21:07.152Z,,,,41.2,16.1,54,
2018-01-04T00:21:17.152Z,,,,41.4,16.4,54,
2018-01-04T00:21:27.148Z,,,,41.5,16.8,54,
2018-01-04T00:21:37.149Z,,,,41.6,17,54,
2018-01-04T00:21:47.154Z,,,,41.7,17.1,54,
2018-01-04T00:21:57.156Z,,,,41.8,17.3,54,
2018-01-04T00:22:07.154Z,,,,41.9,17.4,54,
2018-01-04T00:22:17.152Z,,,,42,17.4,54,
2018-01-04T00:22:27.152Z,,,,42.1,17.4,54,
2018-01-04T00:22:37.155Z,,,,42.2,17.5,54,
2018-01-04T00:22:47.149Z,,,,,17.5,54,
2018-01-04T00:22:57.156Z,,,,,17.7,54,
2018-01-04T00:23:07.150Z,,,,,17.7,54,
2018-01-04T00:23:17.151Z,,30,,,17.5,54,
2018-01-04T00:23:27.148Z,,29,,42.3,17.7,54,
2018-01-04T00:23:37.152Z,,,,42.4,17.8,54,
2018-01-04T00:23:47.152Z,,,,42.6,17.7,54,
2018-01-04T00:23:57.151Z,,,,42.7,17.7,54,
2018-01-04T00:24:07.153Z,,30,,42.8,17.7,54,
2018-01-04T00:24:17.154Z,,29,,42.9,17.7,54,
2018-01-04T00:24:27.153Z,,,,43,17.8,54,
2018-01-04T00:24:37.156Z,,,,43.1,17.8,54,
2018-01-04T00:24:47.156Z,,,,43.2,17.9,54,
2018-01-04T00:24:57.154Z,,,,43.3,18.1,54,
2018-01-04T00:25:07.157Z,,30,,43.5,18.1,54,
2018-01-04T00:25:17.158Z,,29,,43.6,18.1,54,
2018-01-04T00:25:27.151Z,,,,43.7,18.2,54,
2018-01-04T00:25:37.150Z,,,,43.8,18.2,54,
2018-01-04T00:25:47.154Z,,,,43.9,18.4,54,
2018-01-04T00:25:57.149Z,,,,44.1,18.2,54,
2018-01-04T00:26:07.152Z,,,,44.2,18.2,54,
2018-01-04T00:26:17.152Z,,,,44.3,18.2,54,
2018-01-04T00:26:27.151Z,,,,44.4,18.1,54,
2018-01-04T00:26:37.170Z,,,,44.5,17.9,54,
2018-01-04T00:26:47.152Z,,,,44.6,17.8,54,
2018-01-04T00:26:57.155Z,,,,44.7,17.9,54,
2018-01-04T00:27:07.154Z,,0,0,44.7,17.9,54,2
2018-01-04T00:27:17.155Z,,,,42.6,17.8,54,
2018-01-04T00:27:27.150Z,,,,41.2,17.5,54,
2018-01-04T00:27:37.150Z,,,,40.7,17.1,54,
2018-01-04T00:27:47.169Z,,,,39.8,16.8,54,
2018-01-04T00:27:57.155Z,,,,39.3,16.5,54,
2018-01-04T00:28:07.150Z,,,,38.8,16.4,54,
2018-01-04T00:28:17.151Z,,,,38.4,16.2,54,
2018-01-04T00:28:27.154Z,,,,38,16.2,54,
2018-01-04T00:28:37.152Z,,,,37.8,16.1,54,
2018-01-04T00:28:47.151Z,,,,37.5,15.9,54,
2018-01-04T00:28:57.152Z,,,,37.2,15.7,54,
2018-01-04T00:29:07.152Z,,,,36.9,15.7,54,
2018-01-04T00:29:17.152Z,,,,36.8,15.6,54,
2018-01-04T00:29:27.152Z,,,,36.6,15.6,54,
2018-01-04T00:29:37.155Z,,,,36.4,15.4,54,
2018-01-04T00:29:47.154Z,,,,36.3,15.4,54,
2018-01-04T00:29:57.158Z,,,,36.2,15.4,54,
2018-01-04T00:30:07.154Z,,,,36,15.4,54,
2018-01-04T00:30:17.154Z,,,,,15,54,
2018-01-04T00:30:27.159Z,,,,,16.1,54,
2018-01-04T00:30:37.154Z,,,,,16.4,54,
2018-01-04T00:30:47.155Z,,,,,15.6,54,
2018-01-04T00:30:57.155Z,,,,,14.8,54,
2018-01-04T00:31:07.155Z,,,,,14.3,54,
2018-01-04T00:31:17.154Z,,,,,13.9,54,
2018-01-04T00:31:27.163Z,61,0,0,36,13.6,54,2
2018-01-04T00:31:37.153Z,,,,,13.4,54,
2018-01-04T00:31:47.155Z,,,,36.1,13.2,54,
2018-01-04T00:31:57.155Z,,,,,13.1,54,
2018-01-04T00:32:07.156Z,,,,36.2,12.9,54,
2018-01-04T00:32:17.152Z,,,,,12.8,54,
2018-01-04T00:32:27.155Z,,,,36.3,12.8,54,
2018-01-04T00:32:37.158Z,,,,,12.6,54,
2018-01-04T00:32:47.156Z,,,,36.4,12.6,54,
2018-01-04T00:32:57.158Z,,,,,12.6,54,
2018-01-04T00:33:07.157Z,,,,36.5,12.5,54,
2018-01-04T00:33:17.157Z,,,,,12.5,54,
2018-01-04T00:33:27.157Z,,,,,12.5,54,
2018-01-04T00:33:37.155Z,,,,36.6,12.3,54,
2018-01-04T00:33:47.153Z,,,,,12.3,54,
2018-01-04T00:33:57.160Z,,,,,12.3,54,
2018-01-04T00:34:07.158Z,,,,,12.3,54,
2018-01-04T00:34:17.154Z,,,,36.7,12.3,54,
2018-01-04T00:34:27.156Z,,,,,12.2,54,
2018-01-04T00:34:37.156Z,,,,,12.2,54,
2018-01-04T00:34:47.156Z,,,,,12.2,54,
2018-01-04T00:34:57.158Z,,,,,12.2,54,
2018-01-04T00:35:07.158Z,,,,,12.2,54,
2018-01-04T00:35:17.159Z,,,,,12,54,
2018-01-04T00:35:27.158Z,,,,,12.2,54,
2018-01-04T00:35:37.155Z,,,,,12,54,
2018-01-04T00:35:47.160Z,,,,,12,54,
2018-01-04T00:35:57.163Z,,,,,12,54,
2018-01-04T00:36:07.161Z,,,,,12,54,
2018-01-04T00:36:17.158Z,,,,,11.8,54,
2018-01-04T00:36:27.158Z,,,,,12,54,
2018-01-04T00:36:37.161Z,,,,,11.8,54,
2018-01-04T00:36:47.165Z,,,,36.6,11.8,54,
2018-01-04T00:36:57.160Z,,,,,11.8,54,
2018-01-04T00:37:07.156Z,,,,,11.8,54,
2018-01-04T00:37:17.160Z,,,,,11.8,54,
2018-01-04T00:37:27.158Z,,,,,11.8,54,
2018-01-04T00:37:37.158Z,,,,,11.8,54,
2018-01-04T00:37:47.160Z,,,,,11.8,54,
2018-01-04T00:37:57.160Z,,,,,11.8,54,
2018-01-04T00:38:07.156Z,,,,36.5,11.8,54,
2018-01-04T00:38:17.159Z,,,,,11.6,54,
2018-01-04T00:38:27.162Z,,,,,11.6,54,
2018-01-04T00:38:37.158Z,,,,,11.6,54,
2018-01-04T00:38:47.162Z,,,,,11.6,54,
2018-01-04T00:38:57.161Z,,,0,36.5,11.6,54,2
2018-01-04T00:39:07.164Z,,37,,40.5,11.6,54,
2018-01-04T00:39:17.164Z,,29,,41.5,12.5,54,
2018-01-04T00:39:27.164Z,,,,40,13.4,54,
2018-01-04T00:39:37.164Z,,,,41.1,14.5,54,
2018-01-04T00:39:47.165Z,,,,41.4,15.4,54,
2018-01-04T00:39:57.162Z,,,,,16.2,54,
2018-01-04T00:40:07.159Z,,,,41.5,16.7,54,
2018-01-04T00:40:17.164Z,,,,41.6,16.8,54,
2018-01-04T00:40:27.160Z,,,,41.7,17,54,
2018-01-04T00:40:37.165Z,,,,41.8,17.3,54,
2018-01-04T00:40:47.161Z,,,,41.9,17.3,54,
2018-01-04T00:40:57.172Z,,,,42,17.3,54,
2018-01-04T00:41:07.173Z,,,,42.2,17.5,54,
2018-01-04T00:41:17.159Z,,,,42.3,17.5,54,
2018-01-04T00:41:27.164Z,,,,,17.5,54,
2018-01-04T00:41:37.161Z,,,,42.4,17.7,54,
2018-01-04T00:41:47.161Z,,,,,17.7,54,
2018-01-04T00:41:57.166Z,,,,,17.7,54,
2018-01-04T00:42:07.167Z,,,,,17.8,54,
2018-01-04T00:42:17.165Z,,,,42.6,17.8,54,
2018-01-04T00:42:27.162Z,,,,42.7,17.7,54,
2018-01-04T00:42:37.159Z,,30,,,17.8,54,
2018-01-04T00:42:47.168Z,,29,,42.9,17.8,54,
2018-01-04T00:42:57.160Z,,30,,43,17.8,54,
2018-01-04T00:43:07.162Z,,29,,43.1,17.8,54,
2018-01-04T00:43:17.160Z,,,,43.2,17.8,54,
2018-01-04T00:43:27.168Z,,,,43.3,17.8,54,
2018-01-04T00:43:37.166Z,,,,43.4,17.9,54,
2018-01-04T00:43:47.164Z,,30,,43.5,18.1,54,
2018-01-04T00:43:57.164Z,,29,,43.7,17.9,54,
2018-01-04T00:44:07.167Z,,,,43.8,17.9,54,
2018-01-04T00:44:17.164Z,,,,43.9,17.8,54,
2018-01-04T00:44:27.170Z,,30,,44,17.9,54,
2018-01-04T00:44:37.167Z,,,,44.1,18.1,54,
2018-01-04T00:44:47.163Z,,,,44.3,18.1,54,
2018-01-04T00:44:57.167Z,,29,,44.4,17.9,54,
2018-01-04T00:45:07.165Z,,,,44.5,18.1,54,
2018-01-04T00:45:17.163Z,,,,44.6,18.1,54,
2018-01-04T00:45:27.161Z,,,,44.7,18.2,54,
2018-01-04T00:45:37.164Z,,,,44.8,18.2,54,
2018-01-04T00:45:47.162Z,,,,45,18.2,54,
2018-01-04T00:45:57.164Z,,0,0,43.7,18.4,54,2
2018-01-04T00:46:07.165Z,,,,41.9,18.1,54,
2018-01-04T00:46:17.174Z,,,,41.2,17.5,54,
2018-01-04T00:46:27.170Z,,,,40.6,17.3,54,
2018-01-04T00:46:37.163Z,,,,39.8,17,54,
2018-01-04T00:46:47.162Z,,,,39.3,16.8,54,
2018-01-04T00:46:57.251Z,,,,38.8,16.7,54,
2018-01-04T00:47:07.167Z,,,,38.4,16.5,54,
2018-01-04T00:47:17.163Z,,,,38,16.2,54,
2018-01-04T00:47:27.189Z,,,,37.8,16.1,54,
2018-01-04T00:47:37.163Z,,,,37.5,15.9,54,
2018-01-04T00:47:47.163Z,,,,37.3,15.9,54,
2018-01-04T00:47:57.165Z,,,,36.9,15.9,54,
2018-01-04T00:48:07.163Z,,,,36.8,15.7,54,
2018-01-04T00:48:17.162Z,,,,36.6,15.6,54,
2018-01-04T00:48:27.164Z,,,,36.5,15.6,54,
2018-01-04T00:48:37.163Z,,,,36.3,15.6,54,
2018-01-04T00:48:47.164Z,,,,36.2,15.6,54,
2018-01-04T00:48:57.171Z,,,,36.1,15.4,54,
2018-01-04T00:49:07.165Z,,,,,14.8,54,
2018-01-04T00:49:17.164Z,,,,,16.4,54,
2018-01-04T00:49:27.165Z,,,,,16.4,54,
2018-01-04T00:49:37.169Z,,,,36,15.6,54,
2018-01-04T00:49:47.166Z,,,,,14.7,54,
2018-01-04T00:49:57.168Z,,,,,14.2,54,
2018-01-04T00:50:07.168Z,,,,,13.7,54,
2018-01-04T00:50:17.166Z,,,,36.1,13.4,54,
2018-01-04T00:50:27.166Z,,,,,13.2,54,
2018-01-04T00:50:37.166Z,,,,,13.1,54,
2018-01-04T00:50:47.166Z,,,,36.2,12.9,54,
2018-01-04T00:50:57.169Z,,,,,12.9,54,
2018-01-04T00:51:07.168Z,,,,36.3,12.8,54,
2018-01-04T00:51:17.174Z,,,,,12.8,54,
2018-01-04T00:51:27.166Z,,,,36.4,12.8,54,
2018-01-04T00:51:37.166Z,,,,,12.6,54,
2018-01-04T00:51:47.164Z,,,,36.5,12.6,54,
2018-01-04T00:51:57.168Z,,,,,12.6,54,
2018-01-04T00:52:07.168Z,,,,36.6,12.5,54,
2018-01-04T00:52:17.165Z,,,,,12.5,54,
2018-01-04T00:52:27.169Z,,,,,12.5,54,
2018-01-04T00:52:37.168Z,,,,,12.3,54,
2018-01-04T00:52:47.168Z,,,,36.7,12.3,54,
2018-01-04T00:52:57.169Z,,,,,12.3,54,
2018-01-04T00:53:07.168Z,,,,,12.3,54,
2018-01-04T00:53:17.169Z,,,,,12.2,54,
2018-01-04T00:53:27.167Z,,,,,12.2,54,
2018-01-04T00:53:37.171Z,,,,,12.2,54,
2018-01-04T00:53:47.174Z,,,,,12.2,54,
2018-01-04T00:53:57.170Z,,,,,12.2,54,
2018-01-04T00:54:07.170Z,,,,,12.2,54,
2018-01-04T00:54:17.168Z,,,,,12,54,
2018-01-04T00:54:27.167Z,,,,,12,54,
2018-01-04T00:54:37.166Z,,,,,12,54,
2018-01-04T00:54:47.169Z,,,,,12,54,
2018-01-04T00:54:57.171Z,,,,,11.8,54,
2018-01-04T00:55:07.170Z,,,,,12,54,
2018-01-04T00:55:17.171Z,,,,,11.8,54,
2018-01-04T00:55:27.172Z,,,,,11.8,54,
2018-01-04T00:55:37.169Z,,,,,11.8,54,
2018-01-04T00:55:47.168Z,,,,,11.8,54,
2018-01-04T00:55:57.172Z,,,,36.6,11.8,54,
2018-01-04T00:56:07.172Z,,,,,11.8,54,
2018-01-04T00:56:17.169Z,,,,,11.8,54,
2018-01-04T00:56:27.173Z,,,,,11.8,54,
2018-01-04T00:56:37.168Z,,,,,11.6,54,
2018-01-04T00:56:47.171Z,,,,,11.6,54,
2018-01-04T00:56:57.173Z,,,,,11.6,54,
2018-01-04T00:57:07.169Z,,,,,11.6,54,
2018-01-04T00:57:17.173Z,,,,36.5,11.6,54,
2018-01-04T00:57:27.174Z,,,,,11.6,54,
2018-01-04T00:57:37.174Z,,,,,11.6,54,
2018-01-04T00:57:47.171Z,,,0,36.4,11.6,54,2
2018-01-04T00:57:57.182Z,,38,,40.4,11.8,54,
2018-01-04T00:58:07.172Z,,29,,40.7,12.8,54,
2018-01-04T00:58:17.170Z,,29,,40,13.7,54,
2018-01-04T00:58:27.174Z,,,,41.2,14.8,54,
2018-01-04T00:58:37.168Z,,,,41.3,15.4,54,
2018-01-04T00:58:47.173Z,,,,41.4,16.1,54,
2018-01-04T00:58:57.175Z,,,,41.5,16.5,54,
2018-01-04T00:59:07.175Z,,,,41.6,16.8,54,
2018-01-04T00:59:17.171Z,,,,41.7,17.1,54,
2018-01-04T00:59:27.176Z,,,,41.8,17.3,54,
2018-01-04T00:59:37.176Z,,,,41.9,17.3,54,
2018-01-04T00:59:47.169Z,,,,42,17.4,54,
2018-01-04T00:59:57.171Z,,,,42.1,17.4,54,
2018-01-04T01:00:07.180Z,,,,,17.4,54,
2018-01-04T01:00:17.172Z,,,,,17.4,54,
2018-01-04T01:00:27.172Z,,,,,17.5,54,
2018-01-04T01:00:37.172Z,,30,,,17.5,54,
2018-01-04T01:00:47.173Z,,29,,42.2,17.5,54,
2018-01-04T01:00:57.178Z,,,,42.3,17.4,54,
2018-01-04T01:01:07.170Z,,30,,42.4,17.5,54,
2018-01-04T01:01:17.173Z,,,,,17.5,54,
2018-01-04T01:01:27.176Z,,29,,42.7,17.7,54,
2018-01-04T01:01:37.171Z,,,,42.8,17.5,54,
2018-01-04T01:01:47.179Z,,,,42.9,17.8,54,
2018-01-04T01:01:57.175Z,,30,,43,17.7,54,
2018-01-04T01:02:07.176Z,,29,,43.1,17.8,54,
2018-01-04T01:02:17.179Z,,,,43.2,17.7,54,
2018-01-04T01:02:27.172Z,,,,43.4,17.8,54,
2018-01-04T01:02:37.189Z,,,,43.5,17.8,54,
2018-01-04T01:02:47.171Z,,,,43.6,18.1,54,
2018-01-04T01:02:57.177Z,,,,43.7,17.8,54,
2018-01-04T01:03:07.171Z,,30,,43.8,17.8,54,
2018-01-04T01:03:17.237Z,,29,,44,18.1,54,
2018-01-04T01:03:27.174Z,,,,,17.9,54,
2018-01-04T01:03:37.173Z,,,,44.2,18.1,54,
2018-01-04T01:03:47.176Z,,,,44.3,17.9,54,
2018-01-04T01:03:57.181Z,,,,44.4,17.9,54,
2018-01-04T01:04:07.172Z,,30,,44.5,18.1,54,
2018-01-04T01:04:17.172Z,,29,,44.6,17.9,54,
2018-01-04T01:04:27.181Z,,30,,44.7,18.1,54,
2018-01-04T01:04:37.178Z,,29,,44.9,18.2,54,
2018-01-04T01:04:47.179Z,,0,0,43.8,18.1,54,2
2018-01-04T01:04:57.182Z,,,,41.7,17.8,54,
2018-01-04T01:05:07.172Z,,,,41.1,17.4,54,
2018-01-04T01:05:17.182Z,,,,40.4,17,54,
2018-01-04T01:05:27.182Z,,,,39.7,16.7,54,
2018-01-04T01:05:37.174Z,,,,39.2,16.5,54,
2018-01-04T01:05:47.175Z,,,,38.7,16.4,54,
2018-01-04T01:05:57.182Z,,,,38.3,16.4,54,
2018-01-04T01:06:07.173Z,,,,37.9,16.2,54,
2018-01-04T01:06:17.177Z,,,,37.7,16.1,54,
2018-01-04T01:06:27.175Z,,,,37.4,16.1,54,
2018-01-04T01:06:37.176Z,,,,37.2,15.9,54,
2018-01-04T01:06:47.175Z,,,,36.9,15.7,54,
2018-01-04T01:06:57.188Z,,,,36.7,15.7,54,
2018-01-04T01:07:07.179Z,,,,36.6,15.6,54,
2018-01-04T01:07:17.174Z,,,,36.4,15.4,54,
2018-01-04T01:07:27.174Z,,,,36.3,15.6,54,
2018-01-04T01:07:37.175Z,,,,36.1,15.4,54,
2018-01-04T01:07:47.175Z,,,,,15.4,54,
2018-01-04T01:07:57.176Z,,,,36,15.1,54,
2018-01-04T01:08:07.175Z,,,,,16.4,54,
2018-01-04T01:08:17.175Z,,,,,16.1,54,
2018-01-04T01:08:27.176Z,,,,,15.1,54,
2018-01-04T01:08:37.176Z,,,,,14.5,54,
2018-01-04T01:08:47.175Z,,,,,14,54,
2018-01-04T01:08:57.176Z,,,,,13.7,54,
2018-01-04T01:09:07.183Z,,,,,13.4,54,
2018-01-04T01:09:17.180Z,,,,,13.2,54,
2018-01-04T01:09:27.178Z,,,,36.1,13.1,54,
2018-01-04T01:09:37.183Z,,,,,12.9,54,
2018-01-04T01:09:47.185Z,,,,36.2,12.8,54,
2018-01-04T01:09:57.179Z,,,,,12.8,54,
2018-01-04T01:10:07.177Z,,,,36.3,12.8,54,
2018-01-04T01:10:17.182Z,,,,36.4,12.6,54,
2018-01-04T01:10:27.178Z,,,,,12.6,54,
2018-01-04T01:10:37.179Z,,,,,12.5,54,
2018-01-04T01:10:47.178Z,,,,36.5,12.5,54,
2018-01-04T01:10:57.180Z,,,,,12.5,54,
2018-01-04T01:11:07.176Z,,,,36.6,12.3,54,
2018-01-04T01:11:17.178Z,,,,,12.3,54,
2018-01-04T01:11:27.178Z,,,,,12.3,54,
2018-01-04T01:11:37.179Z,,,,,12.2,54,
2018-01-04T01:11:47.181Z,,,,36.7,12.3,54,
2018-01-04T01:11:57.186Z,,,,,12.2,54,
2018-01-04T01:12:07.181Z,,,,,12.2,54,
2018-01-04T01:12:17.176Z,,,,,12.2,54,
2018-01-04T01:12:27.180Z,,,,,12.2,54,
2018-01-04T01:12:37.179Z,,,,,12,54,
2018-01-04T01:12:47.178Z,,,,,12,54,
2018-01-04T01:12:57.184Z,,,,,12,54,
2018-01-04T01:13:07.184Z,,,,,12,54,
2018-01-04T01:13:17.181Z,,,,,12,54,
2018-01-04T01:13:27.181Z,,,,,12,54,
2018-01-04T01:13:37.178Z,,,,,11.8,54,
2018-01-04T01:13:47.179Z,,,,,11.8,54,
2018-01-04T01:13:57.180Z,,,,,11.8,54,
2018-01-04T01:14:07.187Z,,43,0,37.7,11.8,54,2
2018-01-04T01:14:17.184Z,,30,,42,12.3,54,
2018-01-04T01:14:27.181Z,,29,,40.6,13.2,54,
2018-01-04T01:14:37.192Z,,29,,41.1,14.3,54,
2018-01-04T01:14:47.178Z,,,,41.7,15.1,54,
2018-01-04T01:14:57.182Z,,,,41.8,16.1,54,
2018-01-04T01:15:07.182Z,,,,42,16.7,54,
2018-01-04T01:15:17.183Z,,30,,42.1,16.8,54,
2018-01-04T01:15:27.183Z,,29,,42.3,17.1,54,
2018-01-04T01:15:37.183Z,,,,42.4,17.3,54,
2018-01-04T01:15:47.184Z,,,,42.6,17.4,54,
2018-01-04T01:15:57.208Z,,0,0,42.7,17.5,54,2
2018-01-04T01:16:07.182Z,,,,40.4,17.4,54,
2018-01-04T01:16:17.183Z,,,,38.9,16.8,54,
2018-01-04T01:16:27.183Z,,,,38.2,16.4,54,
2018-01-04T01:16:37.188Z,,,,37.4,16.2,54,
2018-01-04T01:16:47.184Z,,,,36.6,15.9,54,
2018-01-04T01:16:57.186Z,,,,36.1,15.7,54,
2018-01-04T01:17:07.181Z,,,,35.7,15.6,54,
2018-01-04T01:17:17.179Z,,,,35.3,15.4,54,
2018-01-04T01:17:27.180Z,,,,34.9,15.3,54,
2018-01-04T01:17:37.179Z,,,,34.6,15.3,54,
2018-01-04T01:17:47.179Z,,,,34.4,15.1,54,
2018-01-04T01:17:57.186Z,,,,34.2,15,54,
2018-01-04T01:18:07.182Z,,,,34.1,14.8,54,
