Time,HwActive,HwTOutlet,PrimTSet,ActPow,PrimT,ChActive,HwTSet
2017-11-03T05:58:38.179Z,,39.8,,35,57.3,,54
2017-11-03T05:58:48.174Z,,39.7,,29,57.6,,54
2017-11-03T05:58:58.179Z,,39.7,,,59,,54
2017-11-03T05:59:08.171Z,,39.8,,,59.6,,54
2017-11-03T05:59:18.174Z,,39.8,,,60.1,,54
2017-11-03T05:59:28.175Z,,39.9,,,61.1,,54
2017-11-03T05:59:38.194Z,,39.9,,29,62,,54
2017-11-03T05:59:48.183Z,,40,,,62.2,,54
2017-11-03T05:59:58.173Z,,40,,,63.1,,54
2017-11-03T06:00:08.202Z,,40.1,,,63.3,,54
2017-11-03T06:00:18.174Z,,40.2,,,63.6,,54
2017-11-03T06:00:28.173Z,,40.2,,,64,,54
2017-11-03T06:00:38.171Z,,40.3,,,64.4,,54
2017-11-03T06:00:48.249Z,,40.4,,,64.7,,54
2017-11-03T06:00:58.171Z,0,40.5,,0,64.9,2,54
2017-11-03T06:01:08.171Z,,40.5,,,62.6,,54
2017-11-03T06:01:18.177Z,,40.5,,,61.5,,54
2017-11-03T06:01:28.171Z,,40.5,,,59.9,,54
2017-11-03T06:01:38.175Z,,40.5,,,58.9,,54
2017-11-03T06:01:48.181Z,,40.5,,,58.6,,54
2017-11-03T06:01:58.264Z,,40.5,,,57.8,,54
2017-11-03T06:02:08.224Z,,40.4,,,56.9,,54
2017-11-03T06:02:18.178Z,,40.4,,,56.4,,54
2017-11-03T06:02:28.191Z,,40.3,,,55.7,,54
2017-11-03T06:02:38.173Z,,40.3,,,55.2,,54
2017-11-03T06:02:48.182Z,,40.2,,,54.8,,54
2017-11-03T06:02:58.175Z,,40.1,,,54.4,,54
2017-11-03T06:03:08.182Z,,40,,,53.9,,54
2017-11-03T06:03:18.177Z,,39.9,,,53.6,,54
2017-11-03T06:03:28.194Z,0,39.8,,43,55,2,54
2017-11-03T06:03:38.175Z,,39.8,,36,57.3,,54
2017-11-03T06:03:48.183Z,,39.8,,29,57.6,,54
2017-11-03T06:03:58.197Z,,39.8,,29,59,,54
2017-11-03T06:04:08.180Z,,39.9,,,59.6,,54
2017-11-03T06:04:18.184Z,,40,,,60.1,,54
2017-11-03T06:04:28.185Z,,40,,,61.1,,54
2017-11-03T06:04:38.183Z,,40.1,,,62,,54
2017-11-03T06:04:48.184Z,,40.2,,,62.2,,54
2017-11-03T06:04:58.187Z,,40.3,,,63.1,,54
2017-11-03T06:05:08.183Z,,40.3,,,63.3,,54
2017-11-03T06:05:18.175Z,,40.4,,,63.6,,54
2017-11-03T06:05:28.179Z,,40.5,,,64,,54
2017-11-03T06:05:38.173Z,,40.5,,,64.4,,54
2017-11-03T06:05:48.176Z,,40.6,,,64.7,,54
2017-11-03T06:05:58.175Z,0,40.6,,0,64.9,2,54
2017-11-03T06:06:08.185Z,,40.6,,,62.7,,54
2017-11-03T06:06:18.178Z,,40.7,,,61.5,,54
2017-11-03T06:06:28.184Z,,40.7,,,59.9,,54
2017-11-03T06:06:38.177Z,,40.7,,,59.4,,54
2017-11-03T06:06:48.203Z,,40.7,,,58.6,,54
2017-11-03T06:06:58.181Z,,40.7,,,57.8,,54
2017-11-03T06:07:08.199Z,,40.6,,,56.9,,54
2017-11-03T06:07:18.182Z,,40.6,,,56.4,,54
2017-11-03T06:07:28.180Z,,40.5,,,55.9,,54
2017-11-03T06:07:38.176Z,,40.4,,,55.3,,54
2017-11-03T06:07:48.227Z,,40.4,,,54.8,,54
2017-11-03T06:07:58.186Z,,40.3,,,54.4,,54
2017-11-03T06:08:08.180Z,,40.2,,,53.9,,54
2017-11-03T06:08:18.179Z,,40.1,,,53.6,,54
2017-11-03T06:08:28.194Z,0,40.1,,43,55,2,54
2017-11-03T06:08:38.204Z,,40,,36,57.3,,54
2017-11-03T06:08:48.187Z,,39.9,,29,57.6,,54
2017-11-03T06:08:58.181Z,,39.9,,,59,,54
2017-11-03T06:09:08.202Z,,39.9,,,59.6,,54
2017-11-03T06:09:18.182Z,,40,,,60.2,,54
2017-11-03T06:09:28.180Z,,40,,30,61.1,,54
2017-11-03T06:09:38.181Z,,40.1,,29,62,,54
2017-11-03T06:09:48.193Z,,40.1,,,62.2,,54
2017-11-03T06:09:58.208Z,,40.2,,,63.1,,54
2017-11-03T06:10:08.183Z,,40.3,,,63.3,,54
2017-11-03T06:10:18.176Z,,40.4,,,63.6,,54
2017-11-03T06:10:28.181Z,,40.5,,,64.1,,54
2017-11-03T06:10:38.177Z,,40.6,,,64.4,,54
2017-11-03T06:10:48.178Z,,40.6,,,64.7,,54
2017-11-03T06:10:58.183Z,0,40.7,,0,64.9,2,54
2017-11-03T06:11:08.190Z,,40.7,,,61.9,,54
2017-11-03T06:11:18.183Z,,40.8,,,61.4,,54
2017-11-03T06:11:28.180Z,,40.8,,,59.9,,54
2017-11-03T06:11:38.181Z,,40.8,,,58.9,,54
2017-11-03T06:11:48.217Z,,40.8,,,58.5,,54
2017-11-03T06:11:58.189Z,,40.8,,,57.7,,54
2017-11-03T06:12:08.183Z,,40.8,,,56.8,,54
2017-11-03T06:12:18.190Z,,40.7,,,56.3,,54
2017-11-03T06:12:28.182Z,,40.7,,,55.6,,54
2017-11-03T06:12:38.194Z,,40.6,,,54.9,,54
2017-11-03T06:12:48.189Z,,40.6,,,54.7,,54
2017-11-03T06:12:58.188Z,,40.5,,,54.3,,54
2017-11-03T06:13:08.185Z,,40.4,,,53.8,,54
2017-11-03T06:13:18.185Z,,40.3,,,53.5,,54
2017-11-03T06:13:28.181Z,0,40.3,,45,54.3,2,54
2017-11-03T06:13:38.184Z,,40.2,,36,57.1,,54
2017-11-03T06:13:48.183Z,,40.1,,29,57.4,,54
2017-11-03T06:13:58.190Z,,40.1,,,58.4,,54
2017-11-03T06:14:08.190Z,,40.1,,,59.4,,54
2017-11-03T06:14:18.187Z,,40.2,,,60,,54
2017-11-03T06:14:28.237Z,,40.2,,,61.1,,54
2017-11-03T06:14:38.259Z,,40.3,,,61.4,,54
2017-11-03T06:14:48.284Z,,40.3,,29,62,,54
2017-11-03T06:14:58.224Z,,40.4,,,62.5,,54
2017-11-03T06:15:08.216Z,,40.4,,,63.1,,54
2017-11-03T06:15:18.211Z,,40.5,,,63.3,,54
2017-11-03T06:15:28.226Z,,40.5,,,63.6,,54
2017-11-03T06:15:38.217Z,,40.6,,,64,,54
2017-11-03T06:15:48.212Z,,40.6,,,64.1,,54
2017-11-03T06:15:58.191Z,,40.7,,,64.4,,54
2017-11-03T06:16:08.263Z,,40.7,,,64.6,,54
2017-11-03T06:16:18.189Z,,40.8,,,64.8,,54
2017-11-03T06:16:28.223Z,0,40.8,,0,64.9,2,54
2017-11-03T06:16:38.235Z,,40.9,,,61.9,,54
2017-11-03T06:16:48.184Z,,40.9,,,60.9,,54
2017-11-03T06:16:58.230Z,,40.9,,,59.9,,54
2017-11-03T06:17:08.226Z,,40.8,,,58.8,,54
2017-11-03T06:17:18.195Z,,40.8,,,57.9,,54
2017-11-03T06:17:28.223Z,,40.8,,,56.9,,54
2017-11-03T06:17:38.205Z,,40.7,,,56.4,,54
2017-11-03T06:17:48.208Z,,40.7,,,55.6,,54
2017-11-03T06:17:58.183Z,,40.6,,,54.9,,54
2017-11-03T06:18:08.186Z,,40.6,,,54.5,,54
2017-11-03T06:18:18.200Z,,40.5,,,53.9,,54
2017-11-03T06:18:28.206Z,0,40.5,,43,55.2,2,54
2017-11-03T06:18:38.244Z,,40.4,,36,57.3,,54
2017-11-03T06:18:48.203Z,,40.3,,29,57.4,,54
2017-11-03T06:18:58.293Z,,40.2,,,58.3,,54
2017-11-03T06:19:08.214Z,,40.3,,29,59.3,,54
2017-11-03T06:19:18.189Z,,40.3,,29,60,,54
2017-11-03T06:19:28.234Z,,40.4,,,60.5,,54
2017-11-03T06:19:38.187Z,,40.5,,,61.1,,54
2017-11-03T06:19:48.183Z,,40.5,,,61.5,,54
2017-11-03T06:19:58.201Z,,40.6,,,62,,54
2017-11-03T06:20:08.200Z,,40.6,,,62.5,,54
2017-11-03T06:20:18.184Z,,40.7,,,63.1,,54
2017-11-03T06:20:28.204Z,,40.7,,,63.2,,54
2017-11-03T06:20:38.214Z,,40.8,,,63.4,,54
2017-11-03T06:20:48.223Z,,40.8,,,63.6,,54
2017-11-03T06:20:58.205Z,,40.9,,,64,,54
2017-11-03T06:21:08.225Z,,40.9,,,64.2,,54
2017-11-03T06:21:18.205Z,,40.9,,,64.4,,54
2017-11-03T06:21:28.273Z,,40.9,,,64.6,,54
2017-11-03T06:21:38.279Z,,41.1,,,64.8,,54
2017-11-03T06:21:48.294Z,0,41.1,,0,64.9,2,54
2017-11-03T06:21:58.228Z,,41.1,,,61.9,,54
2017-11-03T06:22:08.204Z,,41.2,,,60.9,,54
2017-11-03T06:22:18.246Z,,41.2,,,59.9,,54
2017-11-03T06:22:28.300Z,,41.2,,,58.9,,54
2017-11-03T06:22:38.267Z,,41.2,,,57.9,,54
2017-11-03T06:22:48.238Z,,41.2,,,57.3,,54
2017-11-03T06:22:58.303Z,,41.2,,,56.6,,54
2017-11-03T06:23:08.224Z,,41.2,,,55.9,,54
2017-11-03T06:23:18.223Z,,41.1,,,55.4,,54
2017-11-03T06:23:28.303Z,0,40.9,,44,54.9,2,54
2017-11-03T06:23:38.191Z,,40.8,,40,58,,54
2017-11-03T06:23:48.217Z,,40.8,,29,58.9,,54
2017-11-03T06:23:58.211Z,,40.8,,,59.1,,54
2017-11-03T06:24:08.234Z,,40.8,,,60.4,,54
2017-11-03T06:24:18.213Z,,40.9,,,61.1,,54
2017-11-03T06:24:28.229Z,,41.1,,,62,,54
2017-11-03T06:24:38.279Z,,41.2,,,62.4,,54
2017-11-03T06:24:48.188Z,,41.2,,,63.1,,54
2017-11-03T06:24:58.242Z,,41.2,,,63.4,,54
2017-11-03T06:25:08.257Z,,41.2,,29,64,,54
2017-11-03T06:25:18.304Z,,41.3,,,64.2,,54
2017-11-03T06:25:28.227Z,,41.3,,,64.5,,54
2017-11-03T06:25:38.213Z,,41.4,,,64.8,,54
2017-11-03T06:25:48.241Z,0,41.5,,0,62.9,2,54
2017-11-03T06:25:58.202Z,,41.5,,,61.9,,54
2017-11-03T06:26:08.249Z,,41.5,,,60.9,,54
2017-11-03T06:26:18.232Z,,41.5,,,59.8,,54
2017-11-03T06:26:28.246Z,,41.4,,,58.9,,54
2017-11-03T06:26:38.213Z,,41.4,,,57.9,,54
2017-11-03T06:26:48.223Z,,41.3,,,57.4,,54
2017-11-03T06:26:58.248Z,,41.3,,,56.8,,54
2017-11-03T06:27:08.226Z,,41.2,,,56.2,,54
2017-11-03T06:27:18.241Z,,41.2,,,55.6,,54
2017-11-03T06:27:28.239Z,,41.1,,,55.2,,54
2017-11-03T06:27:38.193Z,,41.1,,,54.8,,54
2017-11-03T06:27:48.230Z,,40.9,,,54.4,,54
2017-11-03T06:27:58.266Z,,40.8,,,53.9,,54
2017-11-03T06:28:08.269Z,,40.7,,,53.7,,54
2017-11-03T06:28:18.205Z,,40.6,,,53.4,,54
2017-11-03T06:28:28.297Z,0,40.6,,44,53.3,2,54
2017-11-03T06:28:38.220Z,,40.5,,37,57,,54
2017-11-03T06:28:48.192Z,,40.4,,29,57.6,,54
2017-11-03T06:28:58.236Z,,40.4,,,58.2,,54
2017-11-03T06:29:08.194Z,,40.4,,30,59.4,,54
2017-11-03T06:29:18.214Z,,40.4,,29,60,,54
2017-11-03T06:29:28.233Z,,40.5,,,61.1,,54
2017-11-03T06:29:38.205Z,,40.6,,,61.4,,54
2017-11-03T06:29:48.228Z,,40.7,,,62,,54
2017-11-03T06:29:58.315Z,,40.7,,,62.6,,54
2017-11-03T06:30:08.308Z,,40.7,,,63.1,,54
2017-11-03T06:30:18.242Z,,40.7,,,63.4,,54
2017-11-03T06:30:28.466Z,,40.7,,,64,,54
2017-11-03T06:30:38.260Z,,40.7,,,64.1,,54
2017-11-03T06:30:48.224Z,,40.8,,,64.4,,54
2017-11-03T06:30:58.269Z,,40.8,,30,64.7,,54
2017-11-03T06:31:08.241Z,,40.9,,29,65.1,,54
2017-11-03T06:31:18.255Z,0,41.1,,0,62.7,2,54
2017-11-03T06:31:28.198Z,,41.1,,,61.5,,54
2017-11-03T06:31:38.242Z,,41.2,,,60,,54
2017-11-03T06:31:48.258Z,,41.2,,,58.9,,54
2017-11-03T06:31:58.246Z,,41.1,,,58.6,,54
2017-11-03T06:32:08.256Z,,41.1,,,57.7,,54
2017-11-03T06:32:18.230Z,,41.1,,,56.9,,54
2017-11-03T06:32:28.203Z,,41.1,,,56.4,,54
2017-11-03T06:32:38.252Z,,40.9,,,55.7,,54
2017-11-03T06:32:48.258Z,,40.8,,,55.2,,54
2017-11-03T06:32:58.215Z,,40.8,,,54.8,,54
2017-11-03T06:33:08.257Z,,40.7,,,54.3,,54
2017-11-03T06:33:18.219Z,,40.6,,,53.9,,54
2017-11-03T06:33:28.238Z,0,40.5,,,53.4,2,54
2017-11-03T06:33:38.206Z,,40.4,,39,57.1,,54
2017-11-03T06:33:48.240Z,,40.3,,29,57.8,,54
2017-11-03T06:33:58.261Z,,40.3,,,58.2,,54
2017-11-03T06:34:08.281Z,,40.4,,,59.5,,54
2017-11-03T06:34:18.263Z,,40.5,,,60.1,,54
2017-11-03T06:34:28.246Z,,40.5,,,61.1,,54
2017-11-03T06:34:38.263Z,,40.6,,,61.6,,54
2017-11-03T06:34:48.207Z,,40.6,,,62.2,,54
2017-11-03T06:34:58.203Z,,40.6,,,62.8,,54
2017-11-03T06:35:08.232Z,,40.7,,,63.3,,54
2017-11-03T06:35:18.231Z,,40.8,,30,63.6,,54
2017-11-03T06:35:28.227Z,,40.9,,29,64.1,,54
2017-11-03T06:35:38.248Z,,41.1,,,64.4,,54
2017-11-03T06:35:48.255Z,,41.2,,,64.7,,54
2017-11-03T06:35:58.268Z,0,41.2,,0,64.8,2,54
2017-11-03T06:36:08.261Z,,41.3,,,62.6,,54
2017-11-03T06:36:18.279Z,,41.3,,,61.4,,54
2017-11-03T06:36:28.237Z,,41.3,,,59.9,,54
2017-11-03T06:36:38.244Z,,41.3,,,58.9,,54
2017-11-03T06:36:48.271Z,,41.3,,,58.5,,54
2017-11-03T06:36:58.273Z,,41.2,,,57.7,,54
2017-11-03T06:37:08.247Z,,41.2,,,56.9,,54
2017-11-03T06:37:18.253Z,,41.1,,,56.4,,54
2017-11-03T06:37:28.237Z,,41.1,,,55.7,,54
2017-11-03T06:37:38.313Z,,40.9,,,55.2,,54
2017-11-03T06:37:48.215Z,,40.8,,,54.8,,54
2017-11-03T06:37:58.211Z,,40.8,,,54.4,,54
2017-11-03T06:38:08.276Z,,40.7,,,53.9,,54
2017-11-03T06:38:18.238Z,,40.6,,,53.6,,54
2017-11-03T06:38:28.210Z,0,40.5,,,53.2,2,54
2017-11-03T06:38:38.242Z,,40.4,,36,57.1,,54
2017-11-03T06:38:48.257Z,,40.4,,29,57.7,,54
2017-11-03T06:38:58.211Z,,40.3,,29,58.1,,54
2017-11-03T06:39:08.209Z,,40.4,,,59.4,,54
2017-11-03T06:39:18.225Z,,40.4,,,60,,54
2017-11-03T06:39:28.195Z,,40.5,,,61.1,,54
2017-11-03T06:39:38.201Z,,40.6,,,61.5,,54
2017-11-03T06:39:48.228Z,,40.6,,,62.1,,54
2017-11-03T06:39:58.259Z,,40.7,,,62.7,,54
2017-11-03T06:40:08.227Z,,40.8,,,63.2,,54
2017-11-03T06:40:18.227Z,,40.9,,30,63.6,,54
2017-11-03T06:40:28.229Z,,40.9,,29,64,,54
2017-11-03T06:40:38.229Z,,41.1,,,64.4,,54
2017-11-03T06:40:48.295Z,,41.2,,,64.6,,54
2017-11-03T06:40:58.230Z,,41.3,,,64.9,,54
2017-11-03T06:41:08.240Z,0,41.3,,0,62.9,2,54
2017-11-03T06:41:18.244Z,,41.3,,,61.6,,54
2017-11-03T06:41:28.316Z,,41.3,,,60.8,,54
2017-11-03T06:41:38.272Z,,41.3,,,59.6,,54
2017-11-03T06:41:48.220Z,,41.3,,,58.7,,54
2017-11-03T06:41:58.292Z,,41.3,,,57.8,,54
2017-11-03T06:42:08.240Z,,41.3,,,56.9,,54
2017-11-03T06:42:18.205Z,,41.2,,,56.5,,54
2017-11-03T06:42:28.207Z,,41.2,,,55.9,,54
2017-11-03T06:42:38.218Z,,41.1,,,55.3,,54
2017-11-03T06:42:48.260Z,,40.9,,,54.9,,54
2017-11-03T06:42:58.217Z,,40.9,,,54.4,,54
2017-11-03T06:43:08.276Z,,40.8,,,53.9,,54
2017-11-03T06:43:18.262Z,,40.7,,,53.6,,54
2017-11-03T06:43:28.271Z,0,40.7,,,53.3,2,54
2017-11-03T06:43:38.248Z,,40.6,,36,57.1,,54
2017-11-03T06:43:48.239Z,,40.6,,29,57.7,,54
2017-11-03T06:43:58.229Z,,40.6,,,58.2,,54
2017-11-03T06:44:08.237Z,,40.6,,,59.4,,54
2017-11-03T06:44:18.227Z,,40.6,,,60,,54
2017-11-03T06:44:28.213Z,,40.7,,,61.1,,54
2017-11-03T06:44:38.244Z,,40.7,,,61.4,,54
2017-11-03T06:44:48.298Z,,40.8,,30,62.1,,54
2017-11-03T06:44:58.236Z,,40.9,,29,62.7,,54
2017-11-03T06:45:08.229Z,,41.1,,,63.2,,54
2017-11-03T06:45:18.272Z,,41.1,,,63.5,,54
2017-11-03T06:45:28.218Z,,41.1,,,64,,54
2017-11-03T06:45:38.201Z,,41.1,,,64.2,,54
2017-11-03T06:45:48.245Z,,41.2,,,64.6,,54
2017-11-03T06:45:58.244Z,,41.2,,,64.8,,54
2017-11-03T06:46:08.270Z,0,41.3,,0,62.8,2,54
2017-11-03T06:46:18.234Z,,41.4,,,61.8,,54
2017-11-03T06:46:28.243Z,,41.4,,,60.9,,54
2017-11-03T06:46:38.242Z,,41.4,,,59.8,,54
2017-11-03T06:46:48.213Z,,41.4,,,58.8,,54
2017-11-03T06:46:58.198Z,,41.4,,,57.9,,54
2017-11-03T06:47:08.253Z,,41.4,,,57.2,,54
2017-11-03T06:47:18.221Z,,41.4,,,56.6,,54
2017-11-03T06:47:28.199Z,,41.3,,,55.9,,54
2017-11-03T06:47:38.202Z,,41.3,,,55.4,,54
2017-11-03T06:47:48.221Z,,41.2,,,54.9,,54
2017-11-03T06:47:58.228Z,,41.1,,,54.5,,54
2017-11-03T06:48:08.201Z,,40.9,,,53.9,,54
2017-11-03T06:48:18.232Z,,40.9,,,53.7,,54
2017-11-03T06:48:28.277Z,0,40.8,,,53.3,2,54
2017-11-03T06:48:38.221Z,,40.7,,38,57,,54
2017-11-03T06:48:48.233Z,,40.7,,29,57.7,,54
2017-11-03T06:48:58.254Z,,40.7,,,58.1,,54
2017-11-03T06:49:08.303Z,,40.7,,,59.4,,54
2017-11-03T06:49:18.296Z,,40.7,,,60.1,,54
2017-11-03T06:49:28.260Z,,40.8,,,61.1,,54
2017-11-03T06:49:38.280Z,,40.8,,,61.5,,54
2017-11-03T06:49:48.257Z,,40.9,,29,62.1,,54
2017-11-03T06:49:58.235Z,,41.1,,,62.7,,54
2017-11-03T06:50:08.253Z,,41.1,,,63.2,,54
2017-11-03T06:50:18.200Z,0,41.2,61,29,63.6,2,54
2017-11-03T06:50:28.211Z,,41.2,,,64,,54
2017-11-03T06:50:38.201Z,,41.2,,30,64.4,,54
2017-11-03T06:50:48.241Z,,41.3,,29,64.7,,54
2017-11-03T06:50:58.236Z,,41.3,,,65.1,,54
2017-11-03T06:51:08.274Z,0,41.4,,0,62.8,2,54
2017-11-03T06:51:18.315Z,,41.4,,,61.6,,54
2017-11-03T06:51:28.205Z,,41.5,,,60.2,,54
2017-11-03T06:51:38.216Z,,41.6,,,59.5,,54
2017-11-03T06:51:48.263Z,,41.6,,,58.7,,54
2017-11-03T06:51:58.203Z,,41.5,,,57.8,,54
2017-11-03T06:52:08.238Z,,41.5,,,56.9,,54
2017-11-03T06:52:18.232Z,,41.4,,,56.5,,54
2017-11-03T06:52:28.206Z,,41.4,,,55.9,,54
2017-11-03T06:52:38.258Z,,41.3,,,55.3,,54
2017-11-03T06:52:48.232Z,,41.3,,,54.9,,54
2017-11-03T06:52:58.204Z,,41.2,,,54.4,,54
2017-11-03T06:53:08.232Z,,41.1,,,53.9,,54
2017-11-03T06:53:18.209Z,,40.9,,,53.6,,54
2017-11-03T06:53:28.246Z,0,40.8,,,53.2,2,54
2017-11-03T06:53:38.254Z,,40.8,,37,57.2,,54
2017-11-03T06:53:48.235Z,,40.7,,29,57.7,,54
2017-11-03T06:53:58.224Z,,40.6,,,58.1,,54
2017-11-03T06:54:08.279Z,,40.6,,,59.4,,54
2017-11-03T06:54:18.249Z,,40.6,,29,60,,54
2017-11-03T06:54:28.235Z,,40.7,,,61.1,,54
2017-11-03T06:54:38.232Z,,40.8,,30,61.5,,54
2017-11-03T06:54:48.271Z,,40.8,,29,62.1,,54
2017-11-03T06:54:58.281Z,,40.9,,30,62.7,,54
2017-11-03T06:55:08.273Z,,41.1,,29,63.2,,54
2017-11-03T06:55:18.309Z,,41.2,,,63.5,,54
2017-11-03T06:55:28.296Z,,41.3,,,64,,54
2017-11-03T06:55:38.241Z,,41.4,,,64.2,,54
2017-11-03T06:55:48.253Z,,41.4,,,64.6,,54
2017-11-03T06:55:58.323Z,,41.5,,,64.8,,54
2017-11-03T06:56:08.302Z,0,41.5,,0,62.7,2,54
2017-11-03T06:56:18.267Z,,41.6,,,61.8,,54
2017-11-03T06:56:28.243Z,,41.6,,,60.8,,54
2017-11-03T06:56:38.217Z,,41.6,,,59.7,,54
2017-11-03T06:56:48.225Z,,41.6,,,58.8,,54
2017-11-03T06:56:58.226Z,,41.6,,,57.9,,54
2017-11-03T06:57:08.209Z,,41.6,,,57.2,,54
2017-11-03T06:57:18.232Z,,41.5,,,56.6,,54
2017-11-03T06:57:28.201Z,,41.5,,,55.9,,54
2017-11-03T06:57:38.208Z,,41.4,,,55.4,,54
2017-11-03T06:57:48.207Z,,41.3,,,54.9,,54
2017-11-03T06:57:58.256Z,,41.3,,,54.5,,54
2017-11-03T06:58:08.285Z,,41.2,,,53.9,,54
2017-11-03T06:58:18.230Z,,41.1,,,53.7,,54
2017-11-03T06:58:28.253Z,0,40.9,,,53.3,2,54
2017-11-03T06:58:38.203Z,,40.8,,38,57,,54
2017-11-03T06:58:48.222Z,,40.8,,29,57.7,,54
2017-11-03T06:58:58.224Z,,40.7,,,58.1,,54
2017-11-03T06:59:08.201Z,,40.8,,,59.4,,54
2017-11-03T06:59:18.202Z,,40.8,,,60.1,,54
2017-11-03T06:59:28.213Z,,40.8,,,61.1,,54
2017-11-03T06:59:38.267Z,,40.9,,,61.5,,54
2017-11-03T06:59:48.250Z,,41.1,,29,62.1,,54
2017-11-03T06:59:58.270Z,,41.2,,,62.7,,54
2017-11-03T07:00:08.247Z,,41.2,,,63.2,,54
2017-11-03T07:00:18.228Z,,41.2,,,63.6,,54
2017-11-03T07:00:28.243Z,,41.3,,,64,,54
2017-11-03T07:00:38.229Z,,41.4,,,64.4,,54
2017-11-03T07:00:48.211Z,,41.4,,30,64.6,,54
2017-11-03T07:00:58.258Z,,41.5,,29,65.1,,54
2017-11-03T07:01:08.280Z,0,41.6,,0,62.8,2,54
2017-11-03T07:01:18.203Z,,41.6,,,61.6,,54
2017-11-03T07:01:28.299Z,,41.6,,,60.8,,54
2017-11-03T07:01:38.358Z,,41.6,,,59.6,,54
2017-11-03T07:01:48.268Z,,41.6,,,58.7,,54
2017-11-03T07:01:58.227Z,,41.6,,,57.8,,54
2017-11-03T07:02:08.221Z,,41.6,,,56.9,,54
2017-11-03T07:02:18.234Z,,41.5,,,56.5,,54
2017-11-03T07:02:28.250Z,,41.5,,,55.9,,54
2017-11-03T07:02:38.202Z,,41.4,,,55.3,,54
2017-11-03T07:02:48.300Z,,41.3,,,54.9,,54
2017-11-03T07:02:58.272Z,,41.3,,,54.5,,54
2017-11-03T07:03:08.221Z,,41.3,,,53.9,,54
2017-11-03T07:03:18.278Z,,41.2,,,53.6,,54
2017-11-03T07:03:28.308Z,0,41.1,,,53.2,2,54
2017-11-03T07:03:38.262Z,,40.9,,38,57,,54
2017-11-03T07:03:48.245Z,,40.8,,29,57.7,,54
2017-11-03T07:03:58.219Z,,40.8,,,58.1,,54
2017-11-03T07:04:08.229Z,,40.8,,30,59.4,,54
2017-11-03T07:04:18.204Z,,40.8,,29,60,,54
2017-11-03T07:04:28.241Z,,40.9,,,61.1,,54
2017-11-03T07:04:38.214Z,,40.9,,,61.5,,54
2017-11-03T07:04:48.222Z,,41.1,,,62.1,,54
2017-11-03T07:04:58.230Z,,41.1,,,62.7,,54
2017-11-03T07:05:08.275Z,,41.2,,,63.2,,54
2017-11-03T07:05:18.204Z,,41.3,,,63.5,,54
2017-11-03T07:05:28.220Z,,41.3,,,64,,54
2017-11-03T07:05:38.219Z,,41.4,,,64.2,,54
2017-11-03T07:05:48.228Z,,41.5,,,64.6,,54
2017-11-03T07:05:58.221Z,,41.5,,,64.8,,54
2017-11-03T07:06:08.238Z,0,41.6,,0,62.9,2,54
2017-11-03T07:06:18.208Z,,41.6,,,61.8,,54
2017-11-03T07:06:28.212Z,,41.6,,,60.8,,54
2017-11-03T07:06:38.204Z,,41.6,,,59.7,,54
2017-11-03T07:06:48.233Z,,41.6,,,58.8,,54
2017-11-03T07:06:58.213Z,,41.6,,,57.9,,54
2017-11-03T07:07:08.210Z,,41.6,,,56.9,,54
2017-11-03T07:07:18.201Z,,41.6,,,56.6,,54
2017-11-03T07:07:28.204Z,,41.6,,,55.9,,54
2017-11-03T07:07:38.203Z,,41.5,,,55.4,,54
2017-11-03T07:07:48.229Z,,41.5,,,54.9,,54
2017-11-03T07:07:58.213Z,,41.4,,,54.5,,54
2017-11-03T07:08:08.208Z,,41.3,,,53.9,,54
2017-11-03T07:08:18.240Z,,41.2,,,53.7,,54
2017-11-03T07:08:28.227Z,0,41.2,,,53.2,2,54
2017-11-03T07:08:38.235Z,,41.1,,38,57,,54
2017-11-03T07:08:48.203Z,,41.1,,29,57.7,,54
2017-11-03T07:08:58.204Z,,40.9,,,58.1,,54
2017-11-03T07:09:08.220Z,,41.1,,,59.4,,54
2017-11-03T07:09:18.301Z,,41.1,,,60,,54
2017-11-03T07:09:28.262Z,,41.1,,,61.1,,54
2017-11-03T07:09:38.206Z,,41.2,,,61.5,,54
2017-11-03T07:09:48.205Z,,41.3,,,62.1,,54
2017-11-03T07:09:58.217Z,,41.4,,,62.7,,54
2017-11-03T07:10:08.208Z,,41.4,,,63.2,,54
2017-11-03T07:10:18.214Z,,41.5,,30,63.6,,54
2017-11-03T07:10:28.205Z,,41.5,,29,64,,54
2017-11-03T07:10:38.207Z,,41.6,,,64.2,,54
2017-11-03T07:10:48.228Z,,41.6,,,64.6,,54
2017-11-03T07:10:58.212Z,,41.7,,30,64.8,,54
2017-11-03T07:11:08.264Z,0,41.7,,0,62.8,2,54
2017-11-03T07:11:18.236Z,,41.8,,,61.6,,54
2017-11-03T07:11:28.206Z,,41.8,,,60.7,,54
2017-11-03T07:11:38.211Z,,41.8,,,59.6,,54
2017-11-03T07:11:48.207Z,,41.8,,,58.7,,54
2017-11-03T07:11:58.235Z,,41.8,,,57.9,,54
2017-11-03T07:12:08.223Z,,41.8,,,56.9,,54
2017-11-03T07:12:18.301Z,,41.7,,,56.6,,54
2017-11-03T07:12:28.222Z,,41.6,,,55.9,,54
2017-11-03T07:12:38.232Z,,41.5,,,55.4,,54
2017-11-03T07:12:48.248Z,,41.5,,,54.9,,54
2017-11-03T07:12:58.268Z,,41.4,,,54.5,,54
2017-11-03T07:13:08.253Z,,41.3,,,53.9,,54
